SNP	gene	beta	t-stat	p-value	FDR
2206	36h-Fluconazole	21.9085240173011	6.15760341526159	1.01896184833969e-09	2.52381495614109e-07
2166	36h-Fluconazole	22.0022814219498	6.14380676355606	1.10849938570038e-09	2.72690848882293e-07
2214	36h-Fluconazole	21.790864399189	6.13503002370946	1.16940857318445e-09	2.85730762320919e-07
4967	43h-Fluconazole	20.6738489279246	6.12293352572148	1.25873878039384e-09	3.05493367628202e-07
10515	43h-Fluconazole	-21.5351998281567	-6.10905002708137	1.3694890235108e-09	3.28496524336595e-07
4942	36h-Fluconazole	21.6655648222287	6.108785630141	1.37168782630457e-09	3.28496524336595e-07
4971	58h-Fluconazole	22.1477238516043	6.10494696341048	1.40400213415832e-09	3.34023191943639e-07
4943	36h-Fluconazole	21.6891505768001	6.10241520563453	1.42572009114337e-09	3.36392388065854e-07
2207	36h-Fluconazole	21.6293209417772	6.10162502207914	1.43256533825954e-09	3.36392388065854e-07
2208	36h-Fluconazole	21.7705427384143	6.09471460028899	1.49381221962799e-09	3.48511209588305e-07
2244	58h-Fluconazole	22.2108330746707	6.07646638205078	1.66809044976233e-09	3.8602127570809e-07
4969	43h-Fluconazole	20.5207712537723	6.07568895029851	1.67593994486395e-09	3.8602127570809e-07
2241	58h-Fluconazole	22.022019043843	6.06608436608686	1.77593814941209e-09	4.06465033917975e-07
4968	43h-Fluconazole	20.4061029124131	6.0524597957938	1.92784023338854e-09	4.38456342891802e-07
2228	36h-Fluconazole	21.9425632973891	6.0498062876535	1.95886531553265e-09	4.42728047126824e-07
4929	36h-Fluconazole	21.9504612171779	6.04492705143513	2.01719002123165e-09	4.53078419551421e-07
2172	36h-Fluconazole	21.4196909576588	6.04289612275567	2.04196328808167e-09	4.55811582861786e-07
10516	36h-Fluconazole	-21.3719999685984	-6.03237056029917	2.17518545834637e-09	4.8257089904737e-07
4944	36h-Fluconazole	21.5424366226021	6.02378874412398	2.2900463140797e-09	5.04955212254573e-07
4953	43h-Fluconazole	20.3599877779445	6.01681119928385	2.38777647759572e-09	5.23313775653432e-07
2249	36h-Fluconazole	21.9058849134093	6.01010462612805	2.48553907717538e-09	5.41458217522988e-07
4970	58h-Fluconazole	21.6621817645444	6.00494403454397	2.56341270744175e-09	5.55078624709632e-07
2248	36h-Fluconazole	21.911606288186	5.99734556848726	2.68242157926324e-09	5.77391244936412e-07
2167	36h-Fluconazole	21.4553587678542	5.99116845587702	2.7831238412733e-09	5.95522629278847e-07
10512	36h-Fluconazole	-21.2532333936296	-5.98275349982589	2.92625971718278e-09	6.22467081722139e-07
2240	58h-Fluconazole	21.6725516860302	5.97455944483779	3.07252380221042e-09	6.49473094625015e-07
2243	58h-Fluconazole	21.721095792955	5.97365290008323	3.08913700225382e-09	6.49473094625015e-07
2220	36h-Fluconazole	21.1550060618307	5.95258475526485	3.50085574561355e-09	7.31780031635129e-07
4928	36h-Fluconazole	21.11522529804	5.94104737777915	3.74850350884346e-09	7.79042436131018e-07
2255	43h-Fluconazole	19.9755343126688	5.90601814584067	4.60964881272409e-09	9.52537830661306e-07
2210	36h-Fluconazole	21.7021370958554	5.90401867081063	4.66422974522538e-09	9.58340204811592e-07
4951	36h-Fluconazole	21.5263778174736	5.89798587556137	4.8327546593567e-09	9.8735635023535e-07
4964	43h-Fluconazole	19.8975289421602	5.87462714825982	5.54303769439267e-09	1.12610859047544e-06
10514	43h-Fluconazole	-19.7833695162623	-5.87234623785519	5.61761188694012e-09	1.13488313438843e-06
4927	36h-Fluconazole	20.9551599443007	5.86843907511525	5.74763328461451e-09	1.15469952687906e-06
2233	58h-Fluconazole	22.0150976110146	5.86424202138897	5.89056705273522e-09	1.17687671691166e-06
4941	36h-Fluconazole	20.8198162431942	5.86152331904542	5.98499595043589e-09	1.18917265692122e-06
2225	36h-Fluconazole	20.9230843594504	5.84864183940241	6.4528261627767e-09	1.27512076337886e-06
2212	36h-Fluconazole	22.1182072209876	5.84120091847927	6.73909738027244e-09	1.32445238839898e-06
4933	43h-Fluconazole	19.7469461714141	5.83459030282445	7.00377137823523e-09	1.36902908421482e-06
2204	43h-Fluconazole	20.7880058799756	5.82883771194586	7.24230740092259e-09	1.40804473243098e-06
4969	58h-Fluconazole	21.0619963045179	5.82264728222274	7.50783483084401e-09	1.45186269065765e-06
10516	43h-Fluconazole	-19.5771384497025	-5.81303842856351	7.93886611153762e-09	1.52704934215651e-06
4961	36h-Fluconazole	21.5152270539668	5.81057209279298	8.0533291605032e-09	1.54087031270961e-06
2230	43h-Fluconazole	19.6585903241069	5.80455852250883	8.33919630678801e-09	1.58716850971615e-06
4960	43h-Fluconazole	19.9712559887202	5.80111568153837	8.50728034179258e-09	1.61068205088955e-06
2259	43h-Fluconazole	21.3873776333658	5.79144870578298	8.99705963842259e-09	1.69453995127415e-06
4982	58h-Fluconazole	21.3920029270851	5.78390670701449	9.39813361601641e-09	1.76090833068594e-06
4962	36h-Fluconazole	21.3190058133042	5.76673718861026	1.037717622441e-08	1.93100495676412e-06
2236	58h-Fluconazole	20.8991209813425	5.76614340015719	1.04127527948953e-08	1.93100495676412e-06
2161	36h-Fluconazole	20.4257242287434	5.76209125326296	1.06587239776959e-08	1.9665345738849e-06
2254	43h-Fluconazole	19.5042506522354	5.75541033903044	1.10766631031797e-08	2.03327051338673e-06
2200	36h-Fluconazole	20.9941701347487	5.75381656606545	1.11786966892128e-08	2.04163651351169e-06
2186	36h-Fluconazole	21.6373827418625	5.75059167706696	1.1387959749634e-08	2.06940402244355e-06
4912	36h-Fluconazole	39.7243851358608	5.74343568837766	1.18660163189408e-08	2.14346284121265e-06
2242	58h-Fluconazole	20.7790377526799	5.74273218982649	1.19140542858178e-08	2.14346284121265e-06
4926	36h-Fluconazole	20.5685770103798	5.73305824452141	1.25941380269661e-08	2.25331327914096e-06
2221	43h-Fluconazole	19.9730350319354	5.73229654645392	1.26492615360217e-08	2.25331327914096e-06
4953	58h-Fluconazole	20.7577739896554	5.72685282009459	1.30501105970401e-08	2.31332401671649e-06
2217	43h-Fluconazole	19.7510201810357	5.72041340162251	1.35402474081079e-08	2.38849964279023e-06
4964	58h-Fluconazole	20.711864517877	5.71250146854199	1.41670233873081e-08	2.48693155209628e-06
4980	58h-Fluconazole	20.6904487855424	5.70603585560923	1.47000964897959e-08	2.56804294330435e-06
2268	36h-Fluconazole	20.1999006145607	5.69888962881132	1.5311987415232e-08	2.66207735052701e-06
4952	43h-Fluconazole	19.4117540765583	5.69548082985367	1.56125212346087e-08	2.70133967888e-06
2162	36h-Fluconazole	20.7636429796227	5.68734271543926	1.63533937414526e-08	2.81605440227813e-06
7031	43h-Fluconazole	52.3133201581029	5.68397317662209	1.66700575142052e-08	2.85697924089426e-06
2252	43h-Fluconazole	18.9830696566906	5.66769258327102	1.82860246608122e-08	3.11914728200138e-06
4967	58h-Fluconazole	20.4720859876645	5.65537692603102	1.96086349711513e-08	3.32904909777827e-06
4968	58h-Fluconazole	20.3926891554254	5.64338473714181	2.09856459328705e-08	3.54618190759096e-06
2165	36h-Fluconazole	20.8140158033243	5.64139509159143	2.1223020470931e-08	3.56961333148747e-06
4913	36h-Fluconazole	38.8274063032367	5.63517759536087	2.19817416206144e-08	3.6801099096512e-06
4956	43h-Fluconazole	19.4055442048457	5.62415360937127	2.33923079361696e-08	3.88229934869762e-06
2275	36h-Fluconazole	21.1171431431906	5.62406374234097	2.3404160666337e-08	3.88229934869762e-06
4954	43h-Fluconazole	19.1006127310297	5.62293878291776	2.35530284123279e-08	3.88915348605755e-06
2202	43h-Fluconazole	19.0010308838585	5.6191486699896	2.40613844251525e-08	3.95503537991984e-06
4957	43h-Fluconazole	19.1294431964057	5.6132162748776	2.48785536822118e-08	4.07085184731286e-06
10512	43h-Fluconazole	-18.9405353371762	-5.60469299601897	2.60999913433674e-08	4.25147696828311e-06
4959	43h-Fluconazole	19.1274167067567	5.59517663533824	2.7532620171687e-08	4.46472919573339e-06
2253	43h-Fluconazole	18.9578737468265	5.58372029810781	2.93588488626805e-08	4.73961916326899e-06
10517	36h-Fluconazole	-19.7900037001267	-5.57735579171847	3.04236951560276e-08	4.88969628547675e-06
2229	43h-Fluconazole	18.8630498735595	5.5725553794121	3.12515796951587e-08	5.00052931387756e-06
4983	36h-Fluconazole	20.2062547175301	5.56931261926188	3.18231705824343e-08	5.06955724494269e-06
4937	43h-Fluconazole	18.7768878758967	5.56805235013834	3.20480434066485e-08	5.08298835820711e-06
2163	36h-Fluconazole	19.8279398012395	5.55718390697893	3.40524569296646e-08	5.37731418118135e-06
2171	36h-Fluconazole	20.1266921736687	5.55625390252426	3.42295198864743e-08	5.3817734701508e-06
4923	36h-Fluconazole	19.7371301328502	5.55348624208881	3.47617593942886e-08	5.44179542517863e-06
4963	43h-Fluconazole	19.2009154045618	5.55185379094529	3.50794499368066e-08	5.46785805437414e-06
4983	58h-Fluconazole	20.4460505104562	5.54803923855718	3.58328299041204e-08	5.5613167167073e-06
4939	43h-Fluconazole	18.6854411101083	5.54681870368245	3.60771884993342e-08	5.57531320732018e-06
2245	58h-Fluconazole	19.9685772327228	5.51925480746833	4.2047027505798e-08	6.47023237729645e-06
2160	36h-Fluconazole	19.6320456354974	5.51024387034157	4.41989195189333e-08	6.77254799849011e-06
2251	43h-Fluconazole	18.5128908007197	5.50314480019092	4.5969169159917e-08	7.01408057029923e-06
2157	36h-Fluconazole	19.4543244084682	5.50043415136974	4.66631035419737e-08	7.09004684993636e-06
4965	43h-Fluconazole	18.6999791175383	5.49704775280658	4.75443287607028e-08	7.19371555081396e-06
2257	43h-Fluconazole	18.5142592504129	5.49582651111155	4.78660722619438e-08	7.21222043806838e-06
2262	43h-Fluconazole	18.4421683479095	5.49126094791019	4.90877210820053e-08	7.3656023641804e-06
4946	43h-Fluconazole	18.5411860407979	5.48836937123278	4.9877041616675e-08	7.45311396257108e-06
4925	36h-Fluconazole	19.4097810646463	5.48582671011551	5.05812852483887e-08	7.52724459733429e-06
2203	43h-Fluconazole	18.7888426410581	5.48280094593605	5.14319148304196e-08	7.62246272171162e-06
4963	58h-Fluconazole	20.2777053363503	5.47972990866163	5.23094621686678e-08	7.72087661609536e-06
2256	43h-Fluconazole	18.3471255273444	5.47434904477145	5.38821981945391e-08	7.92068313459725e-06
2258	43h-Fluconazole	20.1189396701312	5.47261862219808	5.43976526112801e-08	7.96408062238506e-06
4918	43h-Fluconazole	20.3591005300185	5.4462301164088	6.28769125585318e-08	9.16836658040978e-06
2237	58h-Fluconazole	19.6685788846455	5.44500818928225	6.32991318839272e-08	9.19286428588986e-06
2205	43h-Fluconazole	18.5118241786669	5.44081701912046	6.47683289840727e-08	9.36860925088815e-06
4918	36h-Fluconazole	21.3863944575045	5.43199394056483	6.79701312979265e-08	9.79257325894669e-06
2216	43h-Fluconazole	19.4348180063081	5.42830897576345	6.93523490913509e-08	9.94815185190415e-06
2238	58h-Fluconazole	19.6657722231366	5.42765575148375	6.96001996164966e-08	9.94815185190415e-06
2173	36h-Fluconazole	19.4039724406067	5.42508371824857	7.05844744788023e-08	1.00491171893797e-05
4957	58h-Fluconazole	19.7849245827984	5.42285529112616	7.14481614034105e-08	1.01321898536084e-05
10500	36h-Fluconazole	-19.2183467001862	-5.41649792309353	7.39688406245051e-08	1.04486766197787e-05
4932	36h-Fluconazole	20.9965445302923	5.40763773607319	7.76262047060828e-08	1.09225885837868e-05
4929	43h-Fluconazole	18.7006628759761	5.40692509439368	7.7927876074802e-08	1.09225885837868e-05
2222	43h-Fluconazole	18.9034902960889	5.40504071085478	7.87310501141491e-08	1.09925568889107e-05
2164	36h-Fluconazole	19.8255228909917	5.39407501212449	8.35666308509873e-08	1.16228327108977e-05
4966	43h-Fluconazole	18.3462061239611	5.37888898996219	9.07413633113072e-08	1.2572372337408e-05
2273	36h-Fluconazole	18.9774138893643	5.37626082596665	9.20422258643791e-08	1.27039350065179e-05
4945	43h-Fluconazole	18.2286787310931	5.3729642027261	9.36995333294222e-08	1.28835076968006e-05
4940	43h-Fluconazole	18.1341255909815	5.37088257251285	9.47608894593701e-08	1.29800881993551e-05
2261	43h-Fluconazole	18.033872009435	5.36054497147915	1.00206711080909e-07	1.3674245607954e-05
2249	43h-Fluconazole	18.6074068966892	5.35964600151859	1.00694368898492e-07	1.36891344665687e-05
2247	43h-Fluconazole	18.2523539658911	5.3502372509089	1.05938261055748e-07	1.43480876265842e-05
4980	43h-Fluconazole	18.165365410028	5.34949883071018	1.06360832657634e-07	1.43515687707662e-05
2226	43h-Fluconazole	18.2433564768036	5.34791226030934	1.07274302935e-07	1.4421016143998e-05
2248	43h-Fluconazole	18.5893002444404	5.34157513950061	1.10999328527383e-07	1.48665100674341e-05
4960	58h-Fluconazole	19.6916913351493	5.3358939465396	1.14445111351634e-07	1.51527985316884e-05
4955	43h-Fluconazole	18.4350399756527	5.33563200916859	1.14606457193203e-07	1.51527985316884e-05
4956	58h-Fluconazole	19.7175900222326	5.33548157895135	1.14699217465628e-07	1.51527985316884e-05
