locus_id,name,sgd_id,genome_annotations,chrom,start,end,description,genome_version
YAL060W,BDH1,SGDID:S000000056,Verified ORF,CHR_1,35155,36303,"""NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin ; oxidation of meso-butanediol to (3S)-acetoin ; and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source""",Genome Release 64-3-1
YAL059C-A,YAL059C-A,SGDID:S000028734,Dubious ORF,CHR_1,36496,36918,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified gene ECM1/YAL059W""",Genome Release 64-3-1
YAL059W,ECM1,SGDID:S000000055,Verified ORF,CHR_1,36509,37147,"""Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm""",Genome Release 64-3-1
YAL058W,CNE1,SGDID:S000000054,Verified ORF,CHR_1,37464,38972,"""Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p ; with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast""",Genome Release 64-3-1
YAL056C-A,YAL056C-A,SGDID:S000002139,Dubious ORF,CHR_1,38696,39046,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YAL056W,GPB2,SGDID:S000000052,Verified ORF,CHR_1,39259,41901,"""Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p ; thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog ; GPB1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL055W,PEX22,SGDID:S000000051,Verified ORF,CHR_1,42177,42719,"""Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation""",Genome Release 64-3-1
YAL054C,ACS1,SGDID:S000000050,Verified ORF,CHR_1,42881,45022,"""Acetyl-coA synthetase isoform; along with Acs2p ; acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions""",Genome Release 64-3-1
YAL053W,FLC2,SGDID:S000000049,Verified ORF,CHR_1,45899,48250,"""Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog ; YOR365C ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL051W,OAF1,SGDID:S000000048,Verified ORF,CHR_1,48564,51707,"""Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p ; which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids ; peroxisome organization and biogenesis ; activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog ; PIP2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL049C,AIM2,SGDID:S000000047,Verified ORF,CHR_1,51855,52595,"""Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor""",Genome Release 64-3-1
YAL048C,GEM1,SGDID:S000000046,Verified ORF,CHR_1,52801,54789,"""Outer mitochondrial membrane GTPase ; subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed ; globular ; or grape-like mitochondria; ortholog of metazoan Miro GTPases""",Genome Release 64-3-1
YAL047W-A,YAL047W-A,SGDID:S000028733,Dubious ORF,CHR_1,54584,54913,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF GEM1/YAL048C""",Genome Release 64-3-1
YAL047C,SPC72,SGDID:S000000045,Verified ORF,CHR_1,54989,56857,"""Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB ; connecting nuclear microtubules to the SPB; involved in astral microtubule formation ; stabilization ; and with Stu2p ; anchoring astral MTs at the cytoplasmic face of the SPB ; and regulating plus-end MT dynamics; regulated by Cdc5 kinase""",Genome Release 64-3-1
YAL046C,BOL3,SGDID:S000000044,Verified ORF,CHR_1,57029,57385,"""Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member ; BOLA3 ; mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)""",Genome Release 64-3-1
YAL045C,YAL045C,SGDID:S000000043,Dubious ORF,CHR_1,57488,57796,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A""",Genome Release 64-3-1
YAL044W-A,BOL1,SGDID:S000007586,Verified ORF,CHR_1,57518,57850,"""Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member ; BOLA1 and S. pombe uvi31 ; a putative DNA repair protein""",Genome Release 64-3-1
YAL044C,GCV3,SGDID:S000000042,Verified ORF,CHR_1,57950,58462,"""H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF""",Genome Release 64-3-1
YAL043C,PTA1,SGDID:S000000041,Verified ORF,CHR_1,58695,61052,"""Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF ; required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII""",Genome Release 64-3-1
YAL042C-A,YAL042C-A,SGDID:S000002138,Dubious ORF,CHR_1,61231,61608,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene""",Genome Release 64-3-1
YAL042W,ERV46,SGDID:S000000040,Verified ORF,CHR_1,61316,62563,"""Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport""",Genome Release 64-3-1
YAL041W,CDC24,SGDID:S000000039,Verified ORF,CHR_1,62840,65404,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance ; and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42""",Genome Release 64-3-1
YAL040C,CLN3,SGDID:S000000038,Verified ORF,CHR_1,65778,67520,"""G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins ; CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2 ; CCNB1 ; CCNC ; CCND1 ; or CCNE1""",Genome Release 64-3-1
YAL039C,CYC3,SGDID:S000000037,Verified ORF,CHR_1,68716,69525,"""Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS) ; and can complement yeast null mutant""",Genome Release 64-3-1
YAL038W,CDC19,SGDID:S000000036,Verified ORF,CHR_1,71786,73288,"""Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate ; the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog ; PYK2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL037C-B,YAL037C-B,SGDID:S000028592,Dubious ORF,CHR_1,72326,73300,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Genome Release 64-3-1
YAL037C-A,YAL037C-A,SGDID:S000028732,Uncharacterized ORF,CHR_1,73426,73518,"""Putative protein of unknown function""",Genome Release 64-3-1
YAL037W,YAL037W,SGDID:S000000035,Uncharacterized ORF,CHR_1,74020,74823,"""Putative protein of unknown function; YAL037W has a paralog ; YOR342C ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL036C,RBG1,SGDID:S000000034,Verified ORF,CHR_1,75043,76152,"""Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p ; Ygr250cp ; Gir2p and Yap1p via two-hybrid""",Genome Release 64-3-1
YAL035W,FUN12,SGDID:S000000033,Verified ORF,CHR_1,76427,79435,"""Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2""",Genome Release 64-3-1
YAL034C-B,YAL034C-B,SGDID:S000002137,Dubious ORF,CHR_1,79489,79842,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YAL034W-A,MTW1,SGDID:S000000032,Verified ORF,CHR_1,79718,80587,"""Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)""",Genome Release 64-3-1
YAL034C,FUN19,SGDID:S000002134,Verified ORF,CHR_1,80710,81951,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL033W,POP5,SGDID:S000000031,Verified ORF,CHR_1,82706,83227,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs""",Genome Release 64-3-1
YAL032C,PRP45,SGDID:S000000030,Verified ORF,CHR_1,83335,84474,"""Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene""",Genome Release 64-3-1
YAL031W-A,YAL031W-A,SGDID:S000028731,Dubious ORF,CHR_1,84669,84977,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C""",Genome Release 64-3-1
YAL031C,GIP4,SGDID:S000000029,Verified ORF,CHR_1,84749,87031,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Genome Release 64-3-1
YAL030W,SNC1,SGDID:S000000028,Verified ORF,CHR_1,87286,87387,"""Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog ; SNC2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL029C,MYO4,SGDID:S000000027,Verified ORF,CHR_1,87855,92270,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL028W,FRT2,SGDID:S000000026,Verified ORF,CHR_1,92900,94486,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL027W,SAW1,SGDID:S000000025,Verified ORF,CHR_1,94687,95472,"""5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Genome Release 64-3-1
YAL026C-A,YAL026C-A,SGDID:S000028730,Dubious ORF,CHR_1,95386,95823,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2""",Genome Release 64-3-1
YAL026C,DRS2,SGDID:S000000024,Verified ORF,CHR_1,95630,99697,"""Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation ; endocytosis ; protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease""",Genome Release 64-3-1
YAL025C,MAK16,SGDID:S000000023,Verified ORF,CHR_1,100225,101145,"""Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus""",Genome Release 64-3-1
YAL024C,LTE1,SGDID:S000000022,Verified ORF,CHR_1,101565,105872,"""Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures""",Genome Release 64-3-1
YAL023C,PMT2,SGDID:S000000021,Verified ORF,CHR_1,106272,108551,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL022C,FUN26,SGDID:S000000020,Verified ORF,CHR_1,108877,110430,"""High affinity ; broad selectivity ; nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole ; contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member""",Genome Release 64-3-1
YAL021C,CCR4,SGDID:S000000019,Verified ORF,CHR_1,110846,113359,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Genome Release 64-3-1
YAL020C,ATS1,SGDID:S000000018,Verified ORF,CHR_1,113614,114615,"""Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex ; Kti11p ; and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p""",Genome Release 64-3-1
YAL019W-A,YAL019W-A,SGDID:S000028729,Dubious ORF,CHR_1,114250,114819,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C""",Genome Release 64-3-1
YAL019W,FUN30,SGDID:S000000017,Verified ORF,CHR_1,114919,118314,"""Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus ; telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres ; as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate""",Genome Release 64-3-1
YAL018C,LDS1,SGDID:S000000016,Verified ORF,CHR_1,118564,119541,"""Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p ; and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants""",Genome Release 64-3-1
YAL017W,PSK1,SGDID:S000000015,Verified ORF,CHR_1,120225,124295,"""PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog ; PSK2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL016C-B,YAL016C-B,SGDID:S000028528,Dubious ORF,CHR_1,124307,124492,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Genome Release 64-3-1
YAL016C-A,YAL016C-A,SGDID:S000028728,Dubious ORF,CHR_1,124755,125069,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF TPD3/YAL016W""",Genome Release 64-3-1
YAL016W,TPD3,SGDID:S000000014,Verified ORF,CHR_1,124879,126786,"""Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III""",Genome Release 64-3-1
YAL015C,NTG1,SGDID:S000000013,Verified ORF,CHR_1,126903,128102,"""DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog ; NTG2 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL014C,SYN8,SGDID:S000000012,Verified ORF,CHR_1,128252,129019,"""Endosomal SNARE related to mammalian syntaxin 8""",Genome Release 64-3-1
YAL013W,DEP1,SGDID:S000000011,Verified ORF,CHR_1,129270,130487,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Genome Release 64-3-1
YAL012W,CYS3,SGDID:S000000010,Verified ORF,CHR_1,130799,131983,"""Cystathionine gamma-lyase; catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress""",Genome Release 64-3-1
YAL011W,SWC3,SGDID:S000000009,Verified ORF,CHR_1,132199,134076,"""Protein of unknown function; component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae""",Genome Release 64-3-1
YAL010C,MDM10,SGDID:S000000008,Verified ORF,CHR_1,134184,135665,"""Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER ; necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase""",Genome Release 64-3-1
YAL009W,SPO7,SGDID:S000000007,Verified ORF,CHR_1,135854,136633,"""Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology ; premeiotic replication ; and sporulation""",Genome Release 64-3-1
YAL008W,FUN14,SGDID:S000000006,Verified ORF,CHR_1,136914,137510,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Genome Release 64-3-1
YAL007C,ERP2,SGDID:S000000005,Verified ORF,CHR_1,137698,138345,"""Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog ; ERP4 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAL005C,SSA1,SGDID:S000000004,Verified ORF,CHR_1,139503,141431,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Genome Release 64-3-1
YAL004W,YAL004W,SGDID:S000002136,Dubious ORF,CHR_1,140760,141407,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C""",Genome Release 64-3-1
YAL003W,EFB1,SGDID:S000000003,Verified ORF,CHR_1,142174,142253,"""Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex ; which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants""",Genome Release 64-3-1
YAL002W,VPS8,SGDID:S000000002,Verified ORF,CHR_1,143707,147531,"""Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif""",Genome Release 64-3-1
YAL001C,TFC3,SGDID:S000000001,Verified ORF,CHR_1,147594,151006,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Genome Release 64-3-1
YAR002W,NUP60,SGDID:S000000063,Verified ORF,CHR_1,152257,153876,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153""",Genome Release 64-3-1
YAR002C-A,ERP1,SGDID:S000002129,Verified ORF,CHR_1,154065,154724,"""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog ; ERP6 ; that arose from the whole genome duplication""",Genome Release 64-3-1
YAR003W,SWD1,SGDID:S000000064,Verified ORF,CHR_1,155005,156285,"""Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7""",Genome Release 64-3-1
YAR007C,RFA1,SGDID:S000000065,Verified ORF,CHR_1,156754,158619,"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia""",Genome Release 64-3-1
YAR008W,SEN34,SGDID:S000000066,Verified ORF,CHR_1,158966,159793,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease""",Genome Release 64-3-1
YAR009C,YAR009C,SGDID:S000000067,transposable_element_gene,CHR_1,160597,164187,"""Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins ; Pol is cleaved to produce protease ; reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress""",Genome Release 64-3-1
YAR010C,YAR010C,SGDID:S000000068,transposable_element_gene,CHR_1,164544,165866,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",Genome Release 64-3-1
YAR014C,BUD14,SGDID:S000000069,Verified ORF,CHR_1,166742,168871,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Genome Release 64-3-1
