seqid,source,type,start,end,score,strand,phase,attributes
CHR_2,LD information,LD block,498889,499294,1,+,.,Name=CHR_2_621-623
CHR_2,LD information,LD block,500320,501746,1,+,.,Name=CHR_2_626-629
CHR_2,LD information,LD block,507491,510140,1,+,.,Name=CHR_2_633-635
CHR_2,LD information,LD block,517869,524731,1,+,.,Name=CHR_2_637-643
CHR_2,LD information,LD block,538868,538990,1,+,.,Name=CHR_2_648-649
CHR_2,LD information,LD block,544904,544962,1,+,.,Name=CHR_2_655-657
CHR_2,LD information,LD block,555320,558703,1,+,.,Name=CHR_2_661-665
CHR_2,LD information,LD block,567265,567339,1,+,.,Name=CHR_2_669-670
CHR_2,LD information,LD block,572565,573624,1,+,.,Name=CHR_2_674-676
CHR_2,LD information,LD block,573983,574678,1,+,.,Name=CHR_2_679-682
CHR_2,LD information,LD block,577915,579042,1,+,.,Name=CHR_2_684-685
CHR_2,LD information,LD block,592989,598249,1,+,.,Name=CHR_2_693-699
CHR_2,LD information,LD block,604023,610624,1,+,.,Name=CHR_2_702-704
CHR_2,LD information,LD block,618646,622622,1,+,.,Name=CHR_2_707-712
CHR_2,LD information,LD block,625278,626092,1,+,.,Name=CHR_2_716-717
CHR_2,LD information,LD block,628692,633130,1,+,.,Name=CHR_2_719-722
CHR_2,LD information,LD block,633308,633859,1,+,.,Name=CHR_2_724-725
CHR_2,LD information,LD block,635959,638637,1,+,.,Name=CHR_2_727-731
CHR_2,LD information,LD block,646360,649511,1,+,.,Name=CHR_2_735-738
CHR_2,LD information,LD block,657722,660189,1,+,.,Name=CHR_2_743-744
CHR_2,LD information,LD block,671554,680493,1,+,.,Name=CHR_2_748-752
CHR_2,LD information,LD block,682076,682239,1,+,.,Name=CHR_2_754-755
CHR_2,LD information,LD block,689964,698030,1,+,.,Name=CHR_2_758-764
CHR_2,LD information,LD block,699384,701195,1,+,.,Name=CHR_2_768-771
CHR_2,LD information,LD block,703873,704219,1,+,.,Name=CHR_2_772-773
CHR_2,LD information,LD block,705558,712761,1,+,.,Name=CHR_2_777-783
CHR_2,LD information,LD block,712877,712962,1,+,.,Name=CHR_2_785-786
CHR_2,LD information,LD block,718598,719785,1,+,.,Name=CHR_2_792-795
CHR_2,LD information,LD block,722169,723281,1,+,.,Name=CHR_2_797-798
CHR_2,LD information,LD block,725477,725577,1,+,.,Name=CHR_2_800-801
CHR_2,LD information,LD block,734586,735866,1,+,.,Name=CHR_2_803-804
CHR_2,LD information,LD block,741443,741554,1,+,.,Name=CHR_2_808-809
CHR_2,LD information,LD block,742620,742956,1,+,.,Name=CHR_2_811-813
CHR_2,LD information,LD block,744147,744466,1,+,.,Name=CHR_2_815-819
CHR_2,LD information,LD block,746573,747212,1,+,.,Name=CHR_2_820-821
CHR_2,LD information,LD block,750067,751443,1,+,.,Name=CHR_2_824-825
CHR_2,LD information,LD block,764689,773629,1,+,.,Name=CHR_2_830-834
CHR_2,LD information,LD block,778895,780187,1,+,.,Name=CHR_2_840-842
CHR_2,LD information,LD block,782605,788140,1,+,.,Name=CHR_2_847-853
CHR_2,LD information,LD block,789530,792233,1,+,.,Name=CHR_2_856-862
CHR_2,LD information,LD block,794999,800811,1,+,.,Name=CHR_2_864-870
CHR_2,LD information,LD block,801661,801662,1,+,.,Name=CHR_2_871-872
CHR_2,LD information,LD block,801676,801677,1,+,.,Name=CHR_2_874-875
CHR_2,LD information,LD block,801689,801690,1,+,.,Name=CHR_2_876-877
CHR_3,LD information,LD block,550,583,1,+,.,Name=CHR_3_891-892
CHR_3,LD information,LD block,612,617,1,+,.,Name=CHR_3_893-894
CHR_3,LD information,LD block,929,931,1,+,.,Name=CHR_3_899-900
CHR_3,LD information,LD block,1349,1357,1,+,.,Name=CHR_3_902-903
CHR_3,LD information,LD block,6078,6190,1,+,.,Name=CHR_3_915-916
CHR_3,LD information,LD block,16356,21337,1,+,.,Name=CHR_3_924-925
CHR_3,LD information,LD block,25563,27063,1,+,.,Name=CHR_3_928-929
CHR_3,LD information,LD block,30748,31109,1,+,.,Name=CHR_3_932-933
CHR_3,LD information,LD block,40865,41458,1,+,.,Name=CHR_3_936-937
CHR_3,LD information,LD block,46486,49785,1,+,.,Name=CHR_3_939-949
CHR_3,LD information,LD block,59518,59758,1,+,.,Name=CHR_3_961-962
CHR_3,LD information,LD block,61462,61544,1,+,.,Name=CHR_3_964-965
CHR_3,LD information,LD block,62729,63929,1,+,.,Name=CHR_3_966-967
CHR_3,LD information,LD block,68046,68178,1,+,.,Name=CHR_3_970-971
CHR_3,LD information,LD block,72790,76147,1,+,.,Name=CHR_3_974-980
CHR_3,LD information,LD block,80341,80444,1,+,.,Name=CHR_3_983-984
CHR_3,LD information,LD block,84802,84803,1,+,.,Name=CHR_3_994-995
CHR_3,LD information,LD block,90725,90727,1,+,.,Name=CHR_3_1000-1001
CHR_3,LD information,LD block,92556,92671,1,+,.,Name=CHR_3_1002-1003
CHR_3,LD information,LD block,98535,101814,1,+,.,Name=CHR_3_1008-1011
CHR_3,LD information,LD block,118719,126954,1,+,.,Name=CHR_3_1017-1024
CHR_3,LD information,LD block,135728,137654,1,+,.,Name=CHR_3_1028-1033
CHR_3,LD information,LD block,143428,147986,1,+,.,Name=CHR_3_1037-1044
CHR_3,LD information,LD block,149289,150845,1,+,.,Name=CHR_3_1047-1048
CHR_3,LD information,LD block,151537,151550,1,+,.,Name=CHR_3_1051-1054
CHR_3,LD information,LD block,152080,152269,1,+,.,Name=CHR_3_1056-1057
CHR_3,LD information,LD block,156729,158006,1,+,.,Name=CHR_3_1059-1060
CHR_3,LD information,LD block,165283,170404,1,+,.,Name=CHR_3_1062-1067
CHR_3,LD information,LD block,177336,181487,1,+,.,Name=CHR_3_1069-1072
CHR_3,LD information,LD block,187346,190765,1,+,.,Name=CHR_3_1074-1083
CHR_3,LD information,LD block,196679,198615,1,+,.,Name=CHR_3_1085-1093
CHR_3,LD information,LD block,204854,204903,1,+,.,Name=CHR_3_1096-1098
CHR_3,LD information,LD block,207999,208702,1,+,.,Name=CHR_3_1100-1106
CHR_3,LD information,LD block,210472,210757,1,+,.,Name=CHR_3_1107-1108
CHR_3,LD information,LD block,211998,212095,1,+,.,Name=CHR_3_1112-1113
CHR_3,LD information,LD block,219050,222829,1,+,.,Name=CHR_3_1118-1121
CHR_3,LD information,LD block,226294,226510,1,+,.,Name=CHR_3_1124-1125
CHR_3,LD information,LD block,227816,228048,1,+,.,Name=CHR_3_1126-1127
CHR_3,LD information,LD block,234438,235617,1,+,.,Name=CHR_3_1133-1134
CHR_3,LD information,LD block,238914,241126,1,+,.,Name=CHR_3_1137-1138
CHR_3,LD information,LD block,242578,245238,1,+,.,Name=CHR_3_1140-1141
CHR_3,LD information,LD block,251255,259458,1,+,.,Name=CHR_3_1147-1169
CHR_3,LD information,LD block,265059,267625,1,+,.,Name=CHR_3_1173-1174
CHR_3,LD information,LD block,273631,278791,1,+,.,Name=CHR_3_1177-1183
CHR_3,LD information,LD block,284743,286180,1,+,.,Name=CHR_3_1185-1188
CHR_3,LD information,LD block,286440,286652,1,+,.,Name=CHR_3_1189-1190
CHR_3,LD information,LD block,289856,291204,1,+,.,Name=CHR_3_1192-1203
CHR_3,LD information,LD block,291220,291227,1,+,.,Name=CHR_3_1204-1205
CHR_3,LD information,LD block,291349,291388,1,+,.,Name=CHR_3_1206-1207
CHR_3,LD information,LD block,293851,293855,1,+,.,Name=CHR_3_1213-1214
CHR_3,LD information,LD block,295867,299460,1,+,.,Name=CHR_3_1216-1221
CHR_3,LD information,LD block,299701,302380,1,+,.,Name=CHR_3_1223-1224
CHR_3,LD information,LD block,307029,307046,1,+,.,Name=CHR_3_1236-1239
CHR_3,LD information,LD block,307241,307245,1,+,.,Name=CHR_3_1243-1245
CHR_3,LD information,LD block,316056,316065,1,+,.,Name=CHR_3_1251-1252
CHR_4,LD information,LD block,2228,2230,1,+,.,Name=CHR_4_1253-1254
CHR_4,LD information,LD block,21871,22141,1,+,.,Name=CHR_4_1259-1260
CHR_4,LD information,LD block,38160,39021,1,+,.,Name=CHR_4_1268-1270
CHR_4,LD information,LD block,43687,43708,1,+,.,Name=CHR_4_1271-1272
CHR_4,LD information,LD block,51859,52141,1,+,.,Name=CHR_4_1282-1284
CHR_4,LD information,LD block,55290,56089,1,+,.,Name=CHR_4_1286-1287
CHR_4,LD information,LD block,60023,60460,1,+,.,Name=CHR_4_1290-1291
CHR_4,LD information,LD block,65329,65934,1,+,.,Name=CHR_4_1294-1295
CHR_4,LD information,LD block,66763,70129,1,+,.,Name=CHR_4_1298-1303
CHR_4,LD information,LD block,72324,76499,1,+,.,Name=CHR_4_1306-1311
CHR_4,LD information,LD block,82080,82701,1,+,.,Name=CHR_4_1314-1316
CHR_4,LD information,LD block,84004,86904,1,+,.,Name=CHR_4_1321-1329
CHR_4,LD information,LD block,90424,92317,1,+,.,Name=CHR_4_1331-1333
CHR_4,LD information,LD block,96178,103991,1,+,.,Name=CHR_4_1335-1345
CHR_4,LD information,LD block,106371,132952,1,+,.,Name=CHR_4_1347-1377
CHR_4,LD information,LD block,135298,135409,1,+,.,Name=CHR_4_1378-1379
CHR_4,LD information,LD block,136069,143484,1,+,.,Name=CHR_4_1383-1389
CHR_4,LD information,LD block,147035,148075,1,+,.,Name=CHR_4_1391-1393
CHR_4,LD information,LD block,149464,156963,1,+,.,Name=CHR_4_1397-1402
CHR_4,LD information,LD block,158123,158426,1,+,.,Name=CHR_4_1404-1405
CHR_4,LD information,LD block,161760,163327,1,+,.,Name=CHR_4_1408-1410
CHR_4,LD information,LD block,165290,168256,1,+,.,Name=CHR_4_1413-1419
CHR_4,LD information,LD block,172408,173461,1,+,.,Name=CHR_4_1421-1423
CHR_4,LD information,LD block,174546,175467,1,+,.,Name=CHR_4_1427-1429
CHR_4,LD information,LD block,177207,182380,1,+,.,Name=CHR_4_1431-1457
CHR_4,LD information,LD block,192266,196790,1,+,.,Name=CHR_4_1461-1469
CHR_4,LD information,LD block,204037,205977,1,+,.,Name=CHR_4_1473-1474
CHR_4,LD information,LD block,210795,210797,1,+,.,Name=CHR_4_1476-1477
CHR_4,LD information,LD block,210813,210833,1,+,.,Name=CHR_4_1478-1479
CHR_4,LD information,LD block,211091,211612,1,+,.,Name=CHR_4_1480-1481
CHR_4,LD information,LD block,213169,213950,1,+,.,Name=CHR_4_1484-1485
CHR_4,LD information,LD block,221261,224966,1,+,.,Name=CHR_4_1492-1499
CHR_4,LD information,LD block,234536,238194,1,+,.,Name=CHR_4_1507-1508
CHR_4,LD information,LD block,243657,251719,1,+,.,Name=CHR_4_1510-1517
CHR_4,LD information,LD block,256985,257828,1,+,.,Name=CHR_4_1521-1522
CHR_4,LD information,LD block,259994,263044,1,+,.,Name=CHR_4_1523-1524
CHR_4,LD information,LD block,267844,268855,1,+,.,Name=CHR_4_1528-1529
CHR_4,LD information,LD block,274409,275038,1,+,.,Name=CHR_4_1535-1540
CHR_4,LD information,LD block,275108,275111,1,+,.,Name=CHR_4_1541-1542
CHR_4,LD information,LD block,275191,285234,1,+,.,Name=CHR_4_1544-1581
CHR_4,LD information,LD block,289573,299599,1,+,.,Name=CHR_4_1586-1605
CHR_4,LD information,LD block,302333,302334,1,+,.,Name=CHR_4_1608-1609
CHR_4,LD information,LD block,307387,308154,1,+,.,Name=CHR_4_1616-1617
CHR_4,LD information,LD block,311787,314015,1,+,.,Name=CHR_4_1619-1622
CHR_4,LD information,LD block,320017,320510,1,+,.,Name=CHR_4_1625-1626
CHR_4,LD information,LD block,351322,353020,1,+,.,Name=CHR_4_1631-1632
CHR_4,LD information,LD block,356492,356935,1,+,.,Name=CHR_4_1637-1640
CHR_4,LD information,LD block,357632,357802,1,+,.,Name=CHR_4_1641-1642
CHR_4,LD information,LD block,362199,364690,1,+,.,Name=CHR_4_1644-1647
CHR_4,LD information,LD block,368457,369403,1,+,.,Name=CHR_4_1649-1651
CHR_4,LD information,LD block,375688,376511,1,+,.,Name=CHR_4_1658-1659
CHR_4,LD information,LD block,382176,383443,1,+,.,Name=CHR_4_1662-1663
CHR_4,LD information,LD block,383482,383485,1,+,.,Name=CHR_4_1664-1665
CHR_4,LD information,LD block,383641,383681,1,+,.,Name=CHR_4_1667-1674
CHR_4,LD information,LD block,384602,384607,1,+,.,Name=CHR_4_1679-1680
CHR_4,LD information,LD block,388305,388542,1,+,.,Name=CHR_4_1681-1682
CHR_4,LD information,LD block,414243,425858,1,+,.,Name=CHR_4_1695-1703
CHR_4,LD information,LD block,428826,428861,1,+,.,Name=CHR_4_1707-1708
CHR_4,LD information,LD block,433554,434351,1,+,.,Name=CHR_4_1710-1712
CHR_4,LD information,LD block,435289,435291,1,+,.,Name=CHR_4_1713-1714
CHR_4,LD information,LD block,445208,446835,1,+,.,Name=CHR_4_1717-1718
CHR_4,LD information,LD block,450801,451837,1,+,.,Name=CHR_4_1721-1722
CHR_4,LD information,LD block,454191,466334,1,+,.,Name=CHR_4_1726-1744
CHR_4,LD information,LD block,473492,476181,1,+,.,Name=CHR_4_1748-1756
CHR_4,LD information,LD block,478092,481074,1,+,.,Name=CHR_4_1759-1762
CHR_4,LD information,LD block,485454,504419,1,+,.,Name=CHR_4_1767-1780
CHR_4,LD information,LD block,520560,520665,1,+,.,Name=CHR_4_1786-1794
CHR_4,LD information,LD block,538009,538069,1,+,.,Name=CHR_4_1798-1806
CHR_4,LD information,LD block,538120,538141,1,+,.,Name=CHR_4_1807-1808
CHR_4,LD information,LD block,538174,538183,1,+,.,Name=CHR_4_1809-1810
CHR_4,LD information,LD block,538201,538357,1,+,.,Name=CHR_4_1812-1828
CHR_4,LD information,LD block,538369,538384,1,+,.,Name=CHR_4_1830-1831
CHR_4,LD information,LD block,546036,546402,1,+,.,Name=CHR_4_1839-1840
CHR_4,LD information,LD block,547876,549461,1,+,.,Name=CHR_4_1845-1849
CHR_4,LD information,LD block,554056,554792,1,+,.,Name=CHR_4_1853-1854
CHR_4,LD information,LD block,559258,560213,1,+,.,Name=CHR_4_1856-1857
CHR_4,LD information,LD block,564066,567417,1,+,.,Name=CHR_4_1862-1865
CHR_4,LD information,LD block,572183,575468,1,+,.,Name=CHR_4_1870-1874
CHR_4,LD information,LD block,577415,584912,1,+,.,Name=CHR_4_1879-1892
CHR_4,LD information,LD block,590826,591435,1,+,.,Name=CHR_4_1896-1900
CHR_4,LD information,LD block,593359,593362,1,+,.,Name=CHR_4_1911-1912
CHR_4,LD information,LD block,593676,594369,1,+,.,Name=CHR_4_1913-1914
CHR_4,LD information,LD block,598800,600513,1,+,.,Name=CHR_4_1916-1917
CHR_4,LD information,LD block,605641,605918,1,+,.,Name=CHR_4_1919-1920
CHR_4,LD information,LD block,608355,614738,1,+,.,Name=CHR_4_1923-1928
CHR_4,LD information,LD block,619541,621613,1,+,.,Name=CHR_4_1930-1933
CHR_4,LD information,LD block,621999,624555,1,+,.,Name=CHR_4_1936-1940
CHR_4,LD information,LD block,629042,629973,1,+,.,Name=CHR_4_1942-1943
CHR_4,LD information,LD block,630817,631409,1,+,.,Name=CHR_4_1944-1945
CHR_4,LD information,LD block,636347,636879,1,+,.,Name=CHR_4_1947-1950
CHR_4,LD information,LD block,638340,645245,1,+,.,Name=CHR_4_1952-1959
CHR_4,LD information,LD block,660338,665217,1,+,.,Name=CHR_4_1963-1969
CHR_4,LD information,LD block,667994,668118,1,+,.,Name=CHR_4_1972-1974
CHR_4,LD information,LD block,668207,668243,1,+,.,Name=CHR_4_1976-1979
CHR_4,LD information,LD block,671820,675982,1,+,.,Name=CHR_4_1983-1989
CHR_4,LD information,LD block,679624,681488,1,+,.,Name=CHR_4_1993-1998
CHR_4,LD information,LD block,687169,687895,1,+,.,Name=CHR_4_2001-2002
CHR_4,LD information,LD block,692323,698339,1,+,.,Name=CHR_4_2006-2015
CHR_4,LD information,LD block,700250,700855,1,+,.,Name=CHR_4_2017-2019
CHR_4,LD information,LD block,706032,713555,1,+,.,Name=CHR_4_2022-2034
CHR_4,LD information,LD block,721638,722056,1,+,.,Name=CHR_4_2037-2038
CHR_4,LD information,LD block,727323,741737,1,+,.,Name=CHR_4_2040-2050
CHR_4,LD information,LD block,746264,746943,1,+,.,Name=CHR_4_2051-2052
CHR_4,LD information,LD block,747520,747526,1,+,.,Name=CHR_4_2054-2056
CHR_4,LD information,LD block,749708,752433,1,+,.,Name=CHR_4_2059-2060
CHR_4,LD information,LD block,756788,756811,1,+,.,Name=CHR_4_2062-2063
CHR_4,LD information,LD block,760734,765852,1,+,.,Name=CHR_4_2069-2072
CHR_4,LD information,LD block,769848,769943,1,+,.,Name=CHR_4_2076-2077
CHR_4,LD information,LD block,778573,784282,1,+,.,Name=CHR_4_2079-2084
CHR_4,LD information,LD block,794951,797405,1,+,.,Name=CHR_4_2087-2091
CHR_4,LD information,LD block,802266,802519,1,+,.,Name=CHR_4_2093-2094
CHR_4,LD information,LD block,811690,812053,1,+,.,Name=CHR_4_2100-2101
CHR_4,LD information,LD block,816707,826324,1,+,.,Name=CHR_4_2104-2115
CHR_4,LD information,LD block,831973,832289,1,+,.,Name=CHR_4_2118-2119
CHR_4,LD information,LD block,835165,835337,1,+,.,Name=CHR_4_2121-2122
CHR_4,LD information,LD block,838720,839960,1,+,.,Name=CHR_4_2123-2124
CHR_4,LD information,LD block,842326,845722,1,+,.,Name=CHR_4_2126-2138
CHR_4,LD information,LD block,847796,848136,1,+,.,Name=CHR_4_2142-2144
CHR_4,LD information,LD block,850450,858371,1,+,.,Name=CHR_4_2146-2158
CHR_4,LD information,LD block,861441,861801,1,+,.,Name=CHR_4_2160-2164
CHR_4,LD information,LD block,863847,864546,1,+,.,Name=CHR_4_2166-2168
CHR_4,LD information,LD block,866929,871373,1,+,.,Name=CHR_4_2172-2177
CHR_4,LD information,LD block,871818,877779,1,+,.,Name=CHR_4_2179-2180
CHR_4,LD information,LD block,877783,877784,1,+,.,Name=CHR_4_2181-2182
CHR_4,LD information,LD block,884500,884706,1,+,.,Name=CHR_4_2189-2190
CHR_4,LD information,LD block,888476,892444,1,+,.,Name=CHR_4_2193-2198
CHR_4,LD information,LD block,896181,896785,1,+,.,Name=CHR_4_2201-2202
CHR_4,LD information,LD block,908655,910018,1,+,.,Name=CHR_4_2206-2209
CHR_4,LD information,LD block,912557,913736,1,+,.,Name=CHR_4_2214-2215
CHR_4,LD information,LD block,914902,924619,1,+,.,Name=CHR_4_2218-2232
CHR_4,LD information,LD block,926384,930823,1,+,.,Name=CHR_4_2234-2249
CHR_4,LD information,LD block,934187,937563,1,+,.,Name=CHR_4_2252-2257
CHR_4,LD information,LD block,937735,937744,1,+,.,Name=CHR_4_2258-2259
CHR_4,LD information,LD block,938510,953287,1,+,.,Name=CHR_4_2261-2273
CHR_4,LD information,LD block,960833,962979,1,+,.,Name=CHR_4_2278-2280
CHR_4,LD information,LD block,964930,969630,1,+,.,Name=CHR_4_2282-2284
CHR_4,LD information,LD block,974042,1006085,1,+,.,Name=CHR_4_2287-2320
CHR_4,LD information,LD block,1013533,1029308,1,+,.,Name=CHR_4_2322-2339
CHR_4,LD information,LD block,1040300,1043992,1,+,.,Name=CHR_4_2341-2342
CHR_4,LD information,LD block,1047131,1049568,1,+,.,Name=CHR_4_2345-2346
CHR_4,LD information,LD block,1051793,1052459,1,+,.,Name=CHR_4_2348-2349
CHR_4,LD information,LD block,1062762,1066228,1,+,.,Name=CHR_4_2353-2356
CHR_4,LD information,LD block,1077718,1077851,1,+,.,Name=CHR_4_2359-2360
CHR_4,LD information,LD block,1079690,1079853,1,+,.,Name=CHR_4_2361-2362
CHR_4,LD information,LD block,1091200,1095215,1,+,.,Name=CHR_4_2366-2372
CHR_4,LD information,LD block,1103400,1107094,1,+,.,Name=CHR_4_2376-2380
CHR_4,LD information,LD block,1113001,1123959,1,+,.,Name=CHR_4_2384-2390
CHR_4,LD information,LD block,1127480,1141284,1,+,.,Name=CHR_4_2392-2401
CHR_4,LD information,LD block,1154205,1154297,1,+,.,Name=CHR_4_2407-2410
