Yeast_Gene_stable_ID	Yeast_Gene_name	Human_Gene_stable_ID	Human_Gene_name
YNR072W	HXT17	ENSG00000197496	SLC2A10
YDL245C	HXT15	ENSG00000197496	SLC2A10
YMR105C	PGM2	ENSG00000099256	PRTFDC1
YLR422W	DCK1	ENSG00000147459	DOCK5
YNL128W	TEP1	ENSG00000274391	TPTE
YJL110C	GZF3	ENSG00000130700	GATA5
YHR135C	YCK1	ENSG00000180138	CSNK1A1L
YER123W	YCK3	ENSG00000180138	CSNK1A1L
YPL268W	PLC1	ENSG00000182621	PLCB1
YPL204W	HRR25	ENSG00000180138	CSNK1A1L
YKL081W	TEF4	ENSG00000159212	CLIC6
YIL048W	NEO1	ENSG00000054793	ATP9A
YGR201C		ENSG00000159212	CLIC6
YOL119C	MCH4	ENSG00000147100	SLC16A2
YOR306C	MCH5	ENSG00000147100	SLC16A2
YOR156C	NFI1	ENSG00000078043	PIAS2
YDR409W	SIZ1	ENSG00000078043	PIAS2
YMR176W	ECM5	ENSG00000008083	JARID2
YNL154C	YCK2	ENSG00000180138	CSNK1A1L
YKR034W	DAL80	ENSG00000130700	GATA5
YPR111W	DBF20	ENSG00000150457	LATS2
YKL127W	PGM1	ENSG00000099256	PRTFDC1
YPL048W	CAM1	ENSG00000159212	CLIC6
YLR215C	CDC123	ENSG00000151465	CDC123
YOR014W	RTS1	ENSG00000154001	PPP2R5E
YGR092W	DBF2	ENSG00000150457	LATS2
YML078W	CPR3	ENSG00000113593	PPWD1
YPR119W	CLB2	ENSG00000147082	CCNB3
YPR119W	CLB2	ENSG00000152669	CCNO
YDL224C	WHI4	ENSG00000161082	CELF5
YNL223W	ATG4	ENSG00000101844	ATG4A
YGR201C		ENSG00000124194	GDAP1L1
YGR201C		ENSG00000155962	CLIC2
YGR201C		ENSG00000148834	GSTO1
YGR109C	CLB6	ENSG00000147082	CCNB3
YGR109C	CLB6	ENSG00000152669	CCNO
YIL048W	NEO1	ENSG00000132932	ATP8A2
YIL048W	NEO1	ENSG00000068650	ATP11A
YIL048W	NEO1	ENSG00000081923	ATP8B1
YDR358W	GGA1	ENSG00000139668	WDFY2
YJR031C	GEA1	ENSG00000144711	IQSEC1
YMR199W	CLN1	ENSG00000147082	CCNB3
YMR199W	CLN1	ENSG00000152669	CCNO
YPR120C	CLB5	ENSG00000147082	CCNB3
YPR120C	CLB5	ENSG00000152669	CCNO
YGR108W	CLB1	ENSG00000147082	CCNB3
YGR108W	CLB1	ENSG00000152669	CCNO
YNL297C	MON2	ENSG00000144711	IQSEC1
YKL081W	TEF4	ENSG00000124194	GDAP1L1
YKL081W	TEF4	ENSG00000155962	CLIC2
YKL081W	TEF4	ENSG00000148834	GSTO1
YPL268W	PLC1	ENSG00000154822	PLCL2
YMR186W	HSC82	ENSG00000096384	HSP90AB1
YDL193W	NUS1	ENSG00000153989	NUS1
YPL240C	HSP82	ENSG00000096384	HSP90AB1
YJL110C	GZF3	ENSG00000141448	GATA6
YDL141W	BPL1	ENSG00000159267	HLCS
YLR210W	CLB4	ENSG00000152669	CCNO
YPL256C	CLN2	ENSG00000147082	CCNB3
YPL256C	CLN2	ENSG00000152669	CCNO
YHL002W	HSE1	ENSG00000139668	WDFY2
YNL128W	TEP1	ENSG00000132958	TPTE2
YHR108W	GGA2	ENSG00000139668	WDFY2
YJL093C	TOK1	ENSG00000152315	KCNK13
YJL093C	TOK1	ENSG00000124780	KCNK17
YLR422W	DCK1	ENSG00000088387	DOCK9
YHR009C	TDA3	ENSG00000132837	DMGDH
YNL197C	WHI3	ENSG00000161082	CELF5
YNR006W	VPS27	ENSG00000139668	WDFY2
YDL155W	CLB3	ENSG00000152669	CCNO
YEL022W	GEA2	ENSG00000144711	IQSEC1
YPL048W	CAM1	ENSG00000124194	GDAP1L1
YPL048W	CAM1	ENSG00000155962	CLIC2
YPL048W	CAM1	ENSG00000148834	GSTO1
YKR034W	DAL80	ENSG00000141448	GATA6
YJL053W	PEP8	ENSG00000157538	VPS26C
YDR155C	CPR1	ENSG00000113593	PPWD1
YDR168W	CDC37	ENSG00000106993	CDC37L1
YDR168W	CDC37	ENSG00000105401	CDC37
YBR140C	IRA1	ENSG00000105122	RASAL3
YLR210W	CLB4	ENSG00000157456	CCNB2
YLR210W	CLB4	ENSG00000105173	CCNE1
YDL247W	MPH2	ENSG00000059804	SLC2A3
YDL247W	MPH2	ENSG00000109667	SLC2A9
YDL247W	MPH2	ENSG00000146411	SLC2A12
YDL247W	MPH2	ENSG00000136856	SLC2A8
YDL247W	MPH2	ENSG00000133460	SLC2A11
YDL247W	MPH2	ENSG00000142583	SLC2A5
YIL068C	SEC6	ENSG00000185215	TNFAIP2
YHR108W	GGA2	ENSG00000100284	TOM1
YHR108W	GGA2	ENSG00000141198	TOM1L1
YMR105C	PGM2	ENSG00000154330	PGM5
YBR241C		ENSG00000059804	SLC2A3
YBR241C		ENSG00000109667	SLC2A9
YBR241C		ENSG00000146411	SLC2A12
YBR241C		ENSG00000133460	SLC2A11
YGR110W	CLD1	ENSG00000127220	ABHD8
YGR110W	CLD1	ENSG00000011198	ABHD5
YIL048W	NEO1	ENSG00000166377	ATP9B
YIL048W	NEO1	ENSG00000104043	ATP8B4
YDR358W	GGA1	ENSG00000100284	TOM1
YDR358W	GGA1	ENSG00000141198	TOM1L1
YNL297C	MON2	ENSG00000124198	ARFGEF2
YNL297C	MON2	ENSG00000146005	PSD2
YNL297C	MON2	ENSG00000124313	IQSEC2
YPR120C	CLB5	ENSG00000157456	CCNB2
YPR120C	CLB5	ENSG00000105173	CCNE1
YKL081W	TEF4	ENSG00000133433	GSTT2B
YKL081W	TEF4	ENSG00000065621	GSTO2
YKL081W	TEF4	ENSG00000276950	GSTT4
YBR204C	LDH1	ENSG00000127220	ABHD8
YBR204C	LDH1	ENSG00000011198	ABHD5
YDL245C	HXT15	ENSG00000059804	SLC2A3
YDL245C	HXT15	ENSG00000109667	SLC2A9
YDL245C	HXT15	ENSG00000146411	SLC2A12
YDL245C	HXT15	ENSG00000136856	SLC2A8
YDL245C	HXT15	ENSG00000133460	SLC2A11
YDL245C	HXT15	ENSG00000142583	SLC2A5
YHR092C	HXT4	ENSG00000059804	SLC2A3
YHR092C	HXT4	ENSG00000109667	SLC2A9
YHR092C	HXT4	ENSG00000146411	SLC2A12
YHR092C	HXT4	ENSG00000136856	SLC2A8
YHR092C	HXT4	ENSG00000133460	SLC2A11
YHR092C	HXT4	ENSG00000142583	SLC2A5
YBR298C	MAL31	ENSG00000059804	SLC2A3
YBR298C	MAL31	ENSG00000109667	SLC2A9
YBR298C	MAL31	ENSG00000146411	SLC2A12
YBR298C	MAL31	ENSG00000136856	SLC2A8
YBR298C	MAL31	ENSG00000133460	SLC2A11
YBR298C	MAL31	ENSG00000142583	SLC2A5
YDL138W	RGT2	ENSG00000059804	SLC2A3
YDL138W	RGT2	ENSG00000109667	SLC2A9
YDL138W	RGT2	ENSG00000146411	SLC2A12
YDL138W	RGT2	ENSG00000136856	SLC2A8
YDL138W	RGT2	ENSG00000133460	SLC2A11
YDL138W	RGT2	ENSG00000142583	SLC2A5
YNR072W	HXT17	ENSG00000059804	SLC2A3
YNR072W	HXT17	ENSG00000109667	SLC2A9
YNR072W	HXT17	ENSG00000146411	SLC2A12
YNR072W	HXT17	ENSG00000136856	SLC2A8
YNR072W	HXT17	ENSG00000133460	SLC2A11
YNR072W	HXT17	ENSG00000142583	SLC2A5
YGR289C	MAL11	ENSG00000059804	SLC2A3
YGR289C	MAL11	ENSG00000109667	SLC2A9
YGR289C	MAL11	ENSG00000146411	SLC2A12
YGR289C	MAL11	ENSG00000136856	SLC2A8
YGR289C	MAL11	ENSG00000133460	SLC2A11
YGR289C	MAL11	ENSG00000142583	SLC2A5
YDL155W	CLB3	ENSG00000157456	CCNB2
YDL155W	CLB3	ENSG00000105173	CCNE1
YGL104C	VPS73	ENSG00000059804	SLC2A3
YGL104C	VPS73	ENSG00000109667	SLC2A9
YGL104C	VPS73	ENSG00000146411	SLC2A12
YGL104C	VPS73	ENSG00000133460	SLC2A11
YEL022W	GEA2	ENSG00000124198	ARFGEF2
YEL022W	GEA2	ENSG00000146005	PSD2
YEL022W	GEA2	ENSG00000059915	PSD
YEL022W	GEA2	ENSG00000124313	IQSEC2
YGL055W	OLE1	ENSG00000145284	SCD5
YPL048W	CAM1	ENSG00000133433	GSTT2B
YPL048W	CAM1	ENSG00000065621	GSTO2
YPL048W	CAM1	ENSG00000276950	GSTT4
YGL124C	MON1	ENSG00000103111	MON1B
YPL268W	PLC1	ENSG00000137841	PLCB2
YPL268W	PLC1	ENSG00000149527	PLCH2
YPL268W	PLC1	ENSG00000124181	PLCG1
YDR345C	HXT3	ENSG00000059804	SLC2A3
YDR345C	HXT3	ENSG00000109667	SLC2A9
YDR345C	HXT3	ENSG00000146411	SLC2A12
YDR345C	HXT3	ENSG00000136856	SLC2A8
YDR345C	HXT3	ENSG00000133460	SLC2A11
YDR345C	HXT3	ENSG00000142583	SLC2A5
YLR081W	GAL2	ENSG00000059804	SLC2A3
YLR081W	GAL2	ENSG00000109667	SLC2A9
YLR081W	GAL2	ENSG00000146411	SLC2A12
YLR081W	GAL2	ENSG00000136856	SLC2A8
YLR081W	GAL2	ENSG00000133460	SLC2A11
YLR081W	GAL2	ENSG00000142583	SLC2A5
YFL011W	HXT10	ENSG00000059804	SLC2A3
YFL011W	HXT10	ENSG00000109667	SLC2A9
YFL011W	HXT10	ENSG00000146411	SLC2A12
YFL011W	HXT10	ENSG00000136856	SLC2A8
YFL011W	HXT10	ENSG00000133460	SLC2A11
YFL011W	HXT10	ENSG00000142583	SLC2A5
YDL194W	SNF3	ENSG00000059804	SLC2A3
YDL194W	SNF3	ENSG00000109667	SLC2A9
YDL194W	SNF3	ENSG00000146411	SLC2A12
YDL194W	SNF3	ENSG00000136856	SLC2A8
YDL194W	SNF3	ENSG00000133460	SLC2A11
YDL194W	SNF3	ENSG00000142583	SLC2A5
YHR094C	HXT1	ENSG00000059804	SLC2A3
YHR094C	HXT1	ENSG00000109667	SLC2A9
YHR094C	HXT1	ENSG00000146411	SLC2A12
YHR094C	HXT1	ENSG00000136856	SLC2A8
YHR094C	HXT1	ENSG00000133460	SLC2A11
YHR094C	HXT1	ENSG00000142583	SLC2A5
YJL214W	HXT8	ENSG00000059804	SLC2A3
YJL214W	HXT8	ENSG00000109667	SLC2A9
YJL214W	HXT8	ENSG00000146411	SLC2A12
YJL214W	HXT8	ENSG00000136856	SLC2A8
YJL214W	HXT8	ENSG00000133460	SLC2A11
YJL214W	HXT8	ENSG00000142583	SLC2A5
YML123C	PHO84	ENSG00000172940	SLC22A13
YML123C	PHO84	ENSG00000146477	SLC22A3
YML123C	PHO84	ENSG00000112499	SLC22A2
YPL256C	CLN2	ENSG00000157456	CCNB2
YPL256C	CLN2	ENSG00000105173	CCNE1
YHL002W	HSE1	ENSG00000100284	TOM1
YHL002W	HSE1	ENSG00000141198	TOM1L1
YLR422W	DCK1	ENSG00000088538	DOCK3
YJR158W	HXT16	ENSG00000059804	SLC2A3
YJR158W	HXT16	ENSG00000109667	SLC2A9
YJR158W	HXT16	ENSG00000146411	SLC2A12
YJR158W	HXT16	ENSG00000136856	SLC2A8
YJR158W	HXT16	ENSG00000133460	SLC2A11
YJR158W	HXT16	ENSG00000142583	SLC2A5
YHR009C	TDA3	ENSG00000100027	YPEL1
YML078W	CPR3	ENSG00000100023	PPIL2
YML078W	CPR3	ENSG00000168938	PPIC
YML078W	CPR3	ENSG00000131013	PPIL4
YPR119W	CLB2	ENSG00000157456	CCNB2
YPR119W	CLB2	ENSG00000105173	CCNE1
YGR201C		ENSG00000133433	GSTT2B
YGR201C		ENSG00000065621	GSTO2
YGR201C		ENSG00000276950	GSTT4
YDR343C	HXT6	ENSG00000059804	SLC2A3
YDR343C	HXT6	ENSG00000109667	SLC2A9
YDR343C	HXT6	ENSG00000146411	SLC2A12
YDR343C	HXT6	ENSG00000136856	SLC2A8
YDR343C	HXT6	ENSG00000133460	SLC2A11
YDR343C	HXT6	ENSG00000142583	SLC2A5
YGR109C	CLB6	ENSG00000157456	CCNB2
YGR109C	CLB6	ENSG00000105173	CCNE1
YJR031C	GEA1	ENSG00000124198	ARFGEF2
YJR031C	GEA1	ENSG00000146005	PSD2
YJR031C	GEA1	ENSG00000059915	PSD
YJR031C	GEA1	ENSG00000124313	IQSEC2
YGR108W	CLB1	ENSG00000157456	CCNB2
YGR108W	CLB1	ENSG00000105173	CCNE1
YMR011W	HXT2	ENSG00000059804	SLC2A3
YMR011W	HXT2	ENSG00000109667	SLC2A9
YMR011W	HXT2	ENSG00000146411	SLC2A12
YMR011W	HXT2	ENSG00000136856	SLC2A8
YMR011W	HXT2	ENSG00000133460	SLC2A11
YMR011W	HXT2	ENSG00000142583	SLC2A5
YMR199W	CLN1	ENSG00000157456	CCNB2
YMR199W	CLN1	ENSG00000105173	CCNE1
YEL069C	HXT13	ENSG00000059804	SLC2A3
YEL069C	HXT13	ENSG00000109667	SLC2A9
YEL069C	HXT13	ENSG00000146411	SLC2A12
YEL069C	HXT13	ENSG00000136856	SLC2A8
YEL069C	HXT13	ENSG00000133460	SLC2A11
YEL069C	HXT13	ENSG00000142583	SLC2A5
YHR096C	HXT5	ENSG00000059804	SLC2A3
YHR096C	HXT5	ENSG00000109667	SLC2A9
YHR096C	HXT5	ENSG00000146411	SLC2A12
YHR096C	HXT5	ENSG00000136856	SLC2A8
YHR096C	HXT5	ENSG00000133460	SLC2A11
YHR096C	HXT5	ENSG00000142583	SLC2A5
YOR362C	PRE10	ENSG00000100567	PSMA3
YDR155C	CPR1	ENSG00000100023	PPIL2
YDR155C	CPR1	ENSG00000168938	PPIC
YDR155C	CPR1	ENSG00000131013	PPIL4
YPL140C	MKK2	ENSG00000085511	MAP3K4
YPL140C	MKK2	ENSG00000137764	MAP2K5
YOL081W	IRA2	ENSG00000105122	RASAL3
YNR006W	VPS27	ENSG00000100284	TOM1
YNR006W	VPS27	ENSG00000141198	TOM1L1
YOR231W	MKK1	ENSG00000085511	MAP3K4
YOR231W	MKK1	ENSG00000137764	MAP2K5
YGR092W	DBF2	ENSG00000152953	STK32B
YGR092W	DBF2	ENSG00000165752	STK32C
YGR092W	DBF2	ENSG00000169302	STK32A
YGR092W	DBF2	ENSG00000131023	LATS1
YJL219W	HXT9	ENSG00000059804	SLC2A3
YJL219W	HXT9	ENSG00000109667	SLC2A9
YJL219W	HXT9	ENSG00000146411	SLC2A12
YJL219W	HXT9	ENSG00000136856	SLC2A8
YJL219W	HXT9	ENSG00000133460	SLC2A11
YJL219W	HXT9	ENSG00000142583	SLC2A5
YJL083W	TAX4	ENSG00000127527	EPS15L1
YOL156W	HXT11	ENSG00000059804	SLC2A3
YOL156W	HXT11	ENSG00000109667	SLC2A9
YOL156W	HXT11	ENSG00000146411	SLC2A12
YOL156W	HXT11	ENSG00000136856	SLC2A8
YOL156W	HXT11	ENSG00000133460	SLC2A11
YOL156W	HXT11	ENSG00000142583	SLC2A5
YJR160C	MPH3	ENSG00000059804	SLC2A3
YJR160C	MPH3	ENSG00000109667	SLC2A9
YJR160C	MPH3	ENSG00000146411	SLC2A12
YJR160C	MPH3	ENSG00000136856	SLC2A8
YJR160C	MPH3	ENSG00000133460	SLC2A11
YJR160C	MPH3	ENSG00000142583	SLC2A5
YKR019C	IRS4	ENSG00000127527	EPS15L1
YKL127W	PGM1	ENSG00000154330	PGM5
YGL130W	CEG1	ENSG00000111880	RNGTT
YPR111W	DBF20	ENSG00000152953	STK32B
YPR111W	DBF20	ENSG00000165752	STK32C
YPR111W	DBF20	ENSG00000169302	STK32A
YPR111W	DBF20	ENSG00000131023	LATS1
YBR041W	FAT1	ENSG00000130304	SLC27A1
YBR041W	FAT1	ENSG00000140284	SLC27A2
YJL024C	APS3	ENSG00000177879	AP3S1
YDR342C	HXT7	ENSG00000059804	SLC2A3
YDR342C	HXT7	ENSG00000109667	SLC2A9
YDR342C	HXT7	ENSG00000146411	SLC2A12
YDR342C	HXT7	ENSG00000136856	SLC2A8
YDR342C	HXT7	ENSG00000133460	SLC2A11
YDR342C	HXT7	ENSG00000142583	SLC2A5
YMR145C	NDE1	ENSG00000042286	AIFM2
YJL053W	PEP8	ENSG00000122958	VPS26A
YBR204C	LDH1	ENSG00000183569	SERHL2
YBR204C	LDH1	ENSG00000137274	BPHL
YBR298C	MAL31	ENSG00000163581	SLC2A2
YBR298C	MAL31	ENSG00000160326	SLC2A6
YGL104C	VPS73	ENSG00000163581	SLC2A2
YGL104C	VPS73	ENSG00000160326	SLC2A6
YDL155W	CLB3	ENSG00000138764	CCNG2
YDL155W	CLB3	ENSG00000205089	CCNI2
YDL155W	CLB3	ENSG00000175305	CCNE2
YDL155W	CLB3	ENSG00000162063	CCNF
YDL155W	CLB3	ENSG00000145386	CCNA2
YOR287C	RRP36	ENSG00000124541	RRP36
YHR135C	YCK1	ENSG00000213923	CSNK1E
YHR135C	YCK1	ENSG00000105053	VRK3
YHR135C	YCK1	ENSG00000100749	VRK1
YHR135C	YCK1	ENSG00000169118	CSNK1G1
YHR135C	YCK1	ENSG00000133275	CSNK1G2
YJL128C	PBS2	ENSG00000076984	MAP2K7
YBR140C	IRA1	ENSG00000145715	RASA1
YOR256C	TRE2	ENSG00000086205	FOLH1
YOR256C	TRE2	ENSG00000077616	NAALAD2
YOR256C	TRE2	ENSG00000177694	NAALADL2
YMR105C	PGM2	ENSG00000165704	HPRT1
YMR105C	PGM2	ENSG00000079739	PGM1
YJL093C	TOK1	ENSG00000095981	KCNK16
YJL093C	TOK1	ENSG00000169427	KCNK9
YMR049C	ERB1	ENSG00000261236	BOP1
YMR177W	MMT1	ENSG00000158014	SLC30A2
YMR177W	MMT1	ENSG00000104154	SLC30A4
YMR177W	MMT1	ENSG00000164756	SLC30A8
YDL247W	MPH2	ENSG00000163581	SLC2A2
YDL247W	MPH2	ENSG00000160326	SLC2A6
YGR110W	CLD1	ENSG00000183569	SERHL2
YGR110W	CLD1	ENSG00000137274	BPHL
YOL119C	MCH4	ENSG00000118596	SLC16A7
YOL119C	MCH4	ENSG00000100156	SLC16A8
YOL119C	MCH4	ENSG00000152779	SLC16A12
YBR241C		ENSG00000163581	SLC2A2
YBR241C		ENSG00000160326	SLC2A6
YNL223W	ATG4	ENSG00000125703	ATG4C
YPL029W	SUV3	ENSG00000156502	SUPV3L1
YPR120C	CLB5	ENSG00000138764	CCNG2
YPR120C	CLB5	ENSG00000205089	CCNI2
YPR120C	CLB5	ENSG00000175305	CCNE2
YPR120C	CLB5	ENSG00000162063	CCNF
YPR120C	CLB5	ENSG00000145386	CCNA2
YGL002W	ERP6	ENSG00000166557	TMED3
YGL002W	ERP6	ENSG00000158604	TMED4
YMR243C	ZRC1	ENSG00000164756	SLC30A8
YDR472W	TRS31	ENSG00000181029	TRAPPC5
YIL048W	NEO1	ENSG00000118322	ATP10B
YIL048W	NEO1	ENSG00000145246	ATP10D
YIL048W	NEO1	ENSG00000101974	ATP11C
YIL048W	NEO1	ENSG00000058063	ATP11B
YNL154C	YCK2	ENSG00000213923	CSNK1E
YNL154C	YCK2	ENSG00000105053	VRK3
YNL154C	YCK2	ENSG00000100749	VRK1
YNL154C	YCK2	ENSG00000169118	CSNK1G1
YNL154C	YCK2	ENSG00000133275	CSNK1G2
YGR170W	PSD2	ENSG00000241878	PISD
YOL081W	IRA2	ENSG00000145715	RASA1
YDR155C	CPR1	ENSG00000108179	PPIF
YDR409W	SIZ1	ENSG00000033800	PIAS1
YJL083W	TAX4	ENSG00000185739	SRL
YJL083W	TAX4	ENSG00000013016	EHD3
YJL083W	TAX4	ENSG00000024422	EHD2
YJL083W	TAX4	ENSG00000135597	REPS1
YJL083W	TAX4	ENSG00000110047	EHD1
YGR092W	DBF2	ENSG00000101049	SGK2
YGR092W	DBF2	ENSG00000104205	SGK3
YOR231W	MKK1	ENSG00000065559	MAP2K4
YPL235W	RVB2	ENSG00000183207	RUVBL2
YOR316C	COT1	ENSG00000164756	SLC30A8
YDR342C	HXT7	ENSG00000163581	SLC2A2
YDR342C	HXT7	ENSG00000160326	SLC2A6
YBR041W	FAT1	ENSG00000167114	SLC27A4
YBR041W	FAT1	ENSG00000068366	ACSL4
YBR041W	FAT1	ENSG00000164398	ACSL6
YKR019C	IRS4	ENSG00000185739	SRL
YKR019C	IRS4	ENSG00000013016	EHD3
YKR019C	IRS4	ENSG00000024422	EHD2
YKR019C	IRS4	ENSG00000135597	REPS1
YKR019C	IRS4	ENSG00000110047	EHD1
YJR126C	VPS70	ENSG00000086205	FOLH1
YJR126C	VPS70	ENSG00000077616	NAALAD2
YJR126C	VPS70	ENSG00000177694	NAALADL2
YPL240C	HSP82	ENSG00000126602	TRAP1
YML123C	PHO84	ENSG00000004809	SLC22A16
YML123C	PHO84	ENSG00000175003	SLC22A1
YML123C	PHO84	ENSG00000168065	SLC22A11
YML123C	PHO84	ENSG00000197891	SLC22A12
YML123C	PHO84	ENSG00000163393	SLC22A15
YML123C	PHO84	ENSG00000137266	SLC22A23
YPL224C	MMT2	ENSG00000158014	SLC30A2
YPL224C	MMT2	ENSG00000104154	SLC30A4
YPL224C	MMT2	ENSG00000164756	SLC30A8
YHR094C	HXT1	ENSG00000163581	SLC2A2
YHR094C	HXT1	ENSG00000160326	SLC2A6
YDR345C	HXT3	ENSG00000163581	SLC2A2
YDR345C	HXT3	ENSG00000160326	SLC2A6
YPL268W	PLC1	ENSG00000115896	PLCL1
YHR009C	TDA3	ENSG00000090857	PDPR
YBL047C	EDE1	ENSG00000013016	EHD3
YBL047C	EDE1	ENSG00000024422	EHD2
YBL047C	EDE1	ENSG00000135597	REPS1
YGR109C	CLB6	ENSG00000138764	CCNG2
YGR109C	CLB6	ENSG00000205089	CCNI2
YGR109C	CLB6	ENSG00000175305	CCNE2
YGR109C	CLB6	ENSG00000162063	CCNF
YGR109C	CLB6	ENSG00000145386	CCNA2
YOL100W	PKH2	ENSG00000140992	PDPK1
YEL069C	HXT13	ENSG00000163581	SLC2A2
YEL069C	HXT13	ENSG00000160326	SLC2A6
YHR096C	HXT5	ENSG00000163581	SLC2A2
YHR096C	HXT5	ENSG00000160326	SLC2A6
YGR108W	CLB1	ENSG00000138764	CCNG2
YGR108W	CLB1	ENSG00000205089	CCNI2
YGR108W	CLB1	ENSG00000175305	CCNE2
YGR108W	CLB1	ENSG00000162063	CCNF
YGR108W	CLB1	ENSG00000145386	CCNA2
YJR031C	GEA1	ENSG00000008256	CYTH3
YJR031C	GEA1	ENSG00000066777	ARFGEF1
YJR031C	GEA1	ENSG00000100055	CYTH4
YJR031C	GEA1	ENSG00000164117	FBXO8
YJR031C	GEA1	ENSG00000061987	MON2
YAR002C-A	ERP1	ENSG00000166557	TMED3
YAR002C-A	ERP1	ENSG00000158604	TMED4
YDL245C	HXT15	ENSG00000163581	SLC2A2
YDL245C	HXT15	ENSG00000160326	SLC2A6
YOR306C	MCH5	ENSG00000118596	SLC16A7
YOR306C	MCH5	ENSG00000100156	SLC16A8
YOR306C	MCH5	ENSG00000152779	SLC16A12
YNR072W	HXT17	ENSG00000163581	SLC2A2
YNR072W	HXT17	ENSG00000160326	SLC2A6
YDL085W	NDE2	ENSG00000042286	AIFM2
YOR156C	NFI1	ENSG00000033800	PIAS1
YDL138W	RGT2	ENSG00000163581	SLC2A2
YDL138W	RGT2	ENSG00000160326	SLC2A6
YAL044C	GCV3	ENSG00000140905	GCSH
YHR092C	HXT4	ENSG00000163581	SLC2A2
YHR092C	HXT4	ENSG00000160326	SLC2A6
YEL022W	GEA2	ENSG00000008256	CYTH3
YEL022W	GEA2	ENSG00000066777	ARFGEF1
YEL022W	GEA2	ENSG00000100055	CYTH4
YEL022W	GEA2	ENSG00000164117	FBXO8
YEL022W	GEA2	ENSG00000061987	MON2
YOR014W	RTS1	ENSG00000112640	PPP2R5D
YOR014W	RTS1	ENSG00000068971	PPP2R5B
YJL104W	PAM16	ENSG00000217930	PAM16
YGR289C	MAL11	ENSG00000163581	SLC2A2
YGR289C	MAL11	ENSG00000160326	SLC2A6
YPL048W	CAM1	ENSG00000104381	GDAP1
YPL048W	CAM1	ENSG00000254772	EEF1G
YPL048W	CAM1	ENSG00000169583	CLIC3
YPL048W	CAM1	ENSG00000099984	GSTT2
YPL048W	CAM1	ENSG00000100577	GSTZ1
YPL048W	CAM1	ENSG00000112782	CLIC5
YMR186W	HSC82	ENSG00000126602	TRAP1
YER123W	YCK3	ENSG00000213923	CSNK1E
YER123W	YCK3	ENSG00000105053	VRK3
YER123W	YCK3	ENSG00000100749	VRK1
YER123W	YCK3	ENSG00000169118	CSNK1G1
YER123W	YCK3	ENSG00000133275	CSNK1G2
YHR108W	GGA2	ENSG00000100083	GGA1
YHR108W	GGA2	ENSG00000103365	GGA2
YHR108W	GGA2	ENSG00000136738	STAM
YHR108W	GGA2	ENSG00000175662	TOM1L2
YIL068C	SEC6	ENSG00000180104	EXOC3
YDL188C	PPH22	ENSG00000120910	PPP3CC
YDL188C	PPH22	ENSG00000138814	PPP3CA
YDL188C	PPH22	ENSG00000104695	PPP2CB
YDL188C	PPH22	ENSG00000086717	PPEF1
YDL188C	PPH22	ENSG00000107758	PPP3CB
YLR210W	CLB4	ENSG00000138764	CCNG2
YLR210W	CLB4	ENSG00000205089	CCNI2
YLR210W	CLB4	ENSG00000175305	CCNE2
YLR210W	CLB4	ENSG00000162063	CCNF
YLR210W	CLB4	ENSG00000145386	CCNA2
YDL134C	PPH21	ENSG00000120910	PPP3CC
YDL134C	PPH21	ENSG00000138814	PPP3CA
