Chromosome_Name,strand,start,end,5-start,3-end,Locus,Gene,strain
CHR2,+,126452,127803,125752,127903,YBL046W,PSY4,RM11
CHR2,-,128190,129562,127490,129662,YBL045C,COR1,RM11
CHR2,+,130044,130412,129344,130512,YBL044W,YBL044W,RM11
CHR2,+,130735,131507,130035,131607,YBL043W,ECM13,RM11
CHR2,-,132371,134289,131671,134389,YBL042C,FUI1,RM11
CHR2,+,135277,136001,134577,136101,YBL041W,PRE7,RM11
CHR2,-,136142,136897,135442,136997,YBL040C,ERD2,RM11
CHR2,-,14651,18105,13951,18205,YBL105C,PKC1,RM11
CHR2,+,137423,137601,136723,137701,YBL039W-B,MIN6,RM11
CHR2,-,138022,139760,137322,139860,YBL039C,URA7,RM11
CHR2,+,140206,140903,139506,141003,YBL038W,MRPL16,RM11
CHR2,+,141228,144304,140528,144404,YBL037W,APL3,RM11
CHR2,-,144474,145246,143774,145346,YBL036C,YBL036C,RM11
CHR2,-,145521,147637,144821,147737,YBL035C,POL12,RM11
CHR2,-,147876,152416,147176,152516,YBL034C,STU1,RM11
CHR2,-,152684,153720,151984,153820,YBL033C,RIB1,RM11
CHR2,+,154211,155355,153511,155455,YBL032W,HEK2,RM11
CHR2,+,155726,156741,155026,156841,YBL031W,SHE1,RM11
CHR2,-,157068,158023,156368,158123,YBL030C,PET9,RM11
CHR2,-,158515,158798,157815,158898,YBL029C-A,YBL029C-A,RM11
CHR2,+,160154,161271,159454,161371,YBL029W,YBL029W,RM11
CHR2,-,161525,161844,160825,161944,YBL028C,YBL028C,RM11
CHR2,+,162440,163392,161740,163492,YBL027W,RPL19B,RM11
CHR2,+,164632,165046,163932,165146,YBL026W,LSM2,RM11
CHR2,+,165491,165927,164791,166027,YBL025W,RRN10,RM11
CHR2,+,166544,168591,165844,168691,YBL024W,NCL1,RM11
CHR2,-,168930,171535,168230,171635,YBL023C,MCM2,RM11
CHR2,-,171884,175284,171184,175384,YBL022C,PIM1,RM11
CHR2,-,175670,176103,174970,176203,YBL021C,HAP3,RM11
CHR2,-,18587,21702,17887,21802,YBL104C,SEA4,RM11
CHR2,+,176411,178134,175711,178234,YBL020W,RFT1,RM11
CHR2,+,178362,179923,177662,180023,YBL019W,APN2,RM11
CHR2,-,180007,180482,179307,180582,YBL018C,POP8,RM11
CHR2,-,180853,185585,180153,185685,YBL017C,PEP1,RM11
CHR2,+,186452,187512,185752,187612,YBL016W,FUS3,RM11
CHR2,+,188127,189706,187427,189806,YBL015W,ACH1,RM11
CHR12,+,1004046,1003974,1003346,1004074,tI(AAU)B,tI(AAU)B,RM11
CHR10,-,395008,395077,394308,395177,tG(GCC)B,tG(GCC)B,RM11
CHR2,-,193057,195740,192357,195840,YBL014C,RRN6,RM11
CHR2,+,196049,197253,195349,197353,YBL013W,FMT1,RM11
CHR2,+,197531,199787,196831,199887,YBL011W,SCT1,RM11
CHR2,-,200085,200926,199385,201026,YBL010C,LAA2,RM11
CHR2,+,201171,203200,200471,203300,YBL009W,ALK2,RM11
CHR2,+,203386,203624,202686,203724,YBL008W-A,YBL008W-A,RM11
CHR2,+,203630,206148,202930,206248,YBL008W,HIR1,RM11
CHR2,-,206607,210340,205907,210440,YBL007C,SLA1,RM11
CHR2,-,210562,211103,209862,211203,YBL006C,LDB7,RM11
CHR2,+,211445,214374,210745,214474,YBL005W,PDR3,RM11
CHR2,-,22486,23945,21786,24045,YBL103C,RTG3,RM11
CHR4,+,699205,697884,698505,697984,YBL005W-A,YBL005W-A,RM11
CHR4,+,699205,696749,698505,696849,YBL005W-B,YBL005W-B,RM11
CHR1,+,46072,46152,45372,46252,tS(AGA)B,tS(AGA)B,RM11
CHR2,+,215684,223164,214984,223264,YBL004W,UTP20,RM11
CHR2,-,223442,223839,222742,223939,YBL003C,HTA2,RM11
CHR2,+,224536,224930,223836,225030,YBL002W,HTB2,RM11
CHR2,-,225197,225510,224497,225610,YBL001C,ECM15,RM11
CHR2,-,226986,229327,226286,229427,YBR001C,NTH2,RM11
CHR2,+,24508,25154,23808,25254,YBL102W,SFT2,RM11
CHR2,-,229753,230612,229053,230712,YBR002C,RER2,RM11
CHR2,+,230853,232273,230153,232373,YBR003W,COQ1,RM11
CHR2,-,232410,233710,231710,233810,YBR004C,GPI18,RM11
CHR2,+,233953,234593,233253,234693,YBR005W,RCR1,RM11
CHR2,+,235056,236548,234356,236648,YBR006W,UGA2,RM11
CHR2,-,236851,239060,236151,239160,YBR007C,DSF2,RM11
CHR2,-,25356,28708,24656,28808,YBL101C,ECM21,RM11
CHR2,-,240607,242252,239907,242352,YBR008C,FLR1,RM11
CHR2,-,243417,243727,242717,243827,YBR009C,HHF1,RM11
CHR2,+,244375,244784,243675,244884,YBR010W,HHT1,RM11
CHR2,-,245156,246018,244456,246118,YBR011C,IPP1,RM11
CHR6,-,253594,253279,252894,253379,YBL112C,YBL112C,RM11
CHR4,+,699205,697884,698505,697984,YBR012W-A,YBR012W-A,RM11
CHR4,+,699205,696749,698505,696849,YBR012W-B,YBR012W-B,RM11
CHR2,-,247609,247996,246909,248096,YBR013C,YBR013C,RM11
CHR10,+,63795,63724,63095,63824,tT(AGU)B,tT(AGU)B,RM11
CHR2,-,248841,249451,248141,249551,YBR014C,GRX7,RM11
CHR2,-,249827,251619,249127,251719,YBR015C,MNN2,RM11
CHR2,+,252364,252749,251664,252849,YBR016W,YBR016W,RM11
CHR2,-,253063,255812,252363,255912,YBR017C,KAP104,RM11
CHR2,-,256538,257637,255838,257737,YBR018C,GAL7,RM11
CHR2,-,258364,260462,257664,260562,YBR019C,GAL10,RM11
CHR2,+,261131,262716,260431,262816,YBR020W,GAL1,RM11
CHR14,-,787576,785696,786876,785796,YBL113C,YBL113C,RM11
CHR2,+,263554,265454,262854,265554,YBR021W,FUR4,RM11
CHR2,+,265849,266381,265149,266481,YBR022W,POA1,RM11
CHR2,+,28837,28955,28137,29055,YBL100W-C,YBL100W-C,RM11
CHR2,-,266539,270035,265839,270135,YBR023C,CHS3,RM11
CHR2,+,271556,272460,270856,272560,YBR024W,SCO2,RM11
CHR2,-,272792,273975,272092,274075,YBR025C,OLA1,RM11
CHR13,-,2886,4984,2186,5084,YBL111C,YBL111C,RM11
CHR2,-,274987,276128,274287,276228,YBR026C,ETR1,RM11
CHR2,-,276134,276465,275434,276565,YBR027C,YBR027C,RM11
CHR2,-,276535,278111,275835,278211,YBR028C,YPK3,RM11
CHR2,-,278477,279849,277777,279949,YBR029C,CDS1,RM11
CHR2,+,280400,282069,279700,282169,YBR030W,RKM3,RM11
CHR7,+,954437,955753,953737,955853,YBL100W-A,YBL100W-A,RM11
CHR13,+,104825,110136,104125,110236,YBL100W-B,YBL100W-B,RM11
CHR2,+,282281,283367,281581,283467,YBR031W,RPL4A,RM11
CHR2,+,283632,283933,282932,284033,YBR032W,YBR032W,RM11
CHR2,+,284057,286815,283357,286915,YBR033W,EDS1,RM11
CHR2,-,287043,288088,286343,288188,YBR034C,HMT1,RM11
CHR2,-,288382,289067,287682,289167,YBR035C,PDX3,RM11
CHR2,-,289298,289457,288598,289557,snR161,snR161,RM11
CHR2,+,289700,290999,289000,291099,TLC1,TLC1,RM11
CHR2,-,291194,292425,290494,292525,YBR036C,CSG2,RM11
CHR2,-,292678,293564,291978,293664,YBR037C,SCO1,RM11
CHR2,+,294011,296901,293311,297001,YBR038W,CHS2,RM11
CHR2,+,297688,298622,296988,298722,YBR039W,ATP3,RM11
CHR2,+,299077,299972,298377,300072,YBR040W,FIG1,RM11
CHR2,+,300375,302383,299675,302483,YBR041W,FAT1,RM11
CHR2,-,302525,303717,301825,303817,YBR042C,CST26,RM11
CHR2,-,303985,306053,303285,306153,YBR043C,QDR3,RM11
CHR2,-,306450,308167,305750,308267,YBR044C,TCM62,RM11
CHR2,-,308901,308973,308201,309073,tV(UAC)B,tV(UAC)B,RM11
CHR2,-,310284,312202,309584,312302,YBR045C,GIP1,RM11
CHR2,-,312618,313621,311918,313721,YBR046C,ZTA1,RM11
CHR2,+,313944,314470,313244,314570,YBR047W,FMP23,RM11
CHR2,+,314953,315933,314253,316033,YBR048W,RPS11B,RM11
CHR2,-,316507,318938,315807,319038,YBR049C,REB1,RM11
CHR2,-,319304,320325,318604,320425,YBR050C,REG2,RM11
CHR2,-,320847,321478,320147,321578,YBR052C,RFS1,RM11
CHR2,-,321802,322877,321102,322977,YBR053C,YBR053C,RM11
CHR2,+,325230,326263,324530,326363,YBR054W,YRO2,RM11
CHR2,-,326725,329423,326025,329523,YBR055C,PRP6,RM11
CHR10,+,423076,422994,422376,423094,tL(UAA)B2,tL(UAA)B2,RM11
CHR2,+,330002,331506,329302,331606,YBR056W,YBR056W,RM11
CHR2,+,332950,333020,332250,333120,tQ(UUG)B,tQ(UUG)B,RM11
CHR2,+,333377,333576,332677,333676,YBR056W-A,MNC1,RM11
CHR2,-,334315,335414,333615,335514,YBR057C,MUM2,RM11
CHR2,-,335792,338136,335092,338236,YBR058C,UBP14,RM11
CHR2,-,338444,338685,337744,338785,YBR058C-A,TSC3,RM11
CHR2,-,338981,342306,338281,342406,YBR059C,AKL1,RM11
CHR2,-,342772,344633,342072,344733,YBR060C,ORC2,RM11
CHR2,+,30457,30546,29757,30646,tF(GAA)B,tF(GAA)B,RM11
CHR2,-,346976,347907,346276,348007,YBR061C,TRM7,RM11
CHR2,-,348165,348788,347465,348888,YBR062C,YBR062C,RM11
CHR2,-,349159,350372,348459,350472,YBR063C,YBR063C,RM11
CHR2,-,350773,351866,350073,351966,YBR065C,ECM2,RM11
CHR2,-,352227,352888,351527,352988,YBR066C,NRG2,RM11
CHR2,+,31112,32748,30412,32848,YBL099W,ATP1,RM11
CHR2,-,354292,354905,353592,355005,YBR067C,TIP1,RM11
CHR2,-,356033,357861,355333,357961,YBR068C,BAP2,RM11
CHR2,-,358747,360605,358047,360705,YBR069C,TAT1,RM11
CHR2,-,361393,362105,360693,362205,YBR070C,ALG14,RM11
CHR2,+,362582,363219,361882,363319,YBR071W,YBR071W,RM11
CHR2,+,364185,364828,363485,364928,YBR072W,HSP26,RM11
CHR2,-,365015,365176,364315,365276,YBR072C-A,YBR072C-A,RM11
CHR2,+,365267,368143,364567,368243,YBR073W,RDH54,RM11
CHR2,+,368443,371372,367743,371472,YBR074W,PFF1,RM11
CHR2,+,372386,373449,371686,373549,YBR076W,ECM8,RM11
CHR2,+,33202,34583,32502,34683,YBL098W,BNA4,RM11
CHR2,-,373963,374450,373263,374550,YBR077C,SLM4,RM11
CHR2,+,375299,376916,374599,377016,YBR078W,ECM33,RM11
CHR2,-,377558,380451,376858,380551,YBR079C,RPG1,RM11
CHR2,-,380789,383064,380089,383164,YBR080C,SEC18,RM11
CHR2,-,383428,387425,382728,387525,YBR081C,SPT7,RM11
CHR10,+,353735,353805,353035,353905,tR(UCU)B,tR(UCU)B,RM11
CHR10,+,203085,203155,202385,203255,tD(GUC)B,tD(GUC)B,RM11
CHR2,-,394774,395314,394074,395414,YBR082C,UBC4,RM11
CHR2,+,34886,37149,34186,37249,YBL097W,BRN1,RM11
CHR2,+,397314,398773,396614,398873,YBR083W,TEC1,RM11
CHR2,+,399199,402125,398499,402225,YBR084W,MIS1,RM11
CHR2,-,402331,403406,401631,403506,YBR084C-A,RPL19A,RM11
CHR2,+,404126,405048,403426,405148,YBR085W,AAC3,RM11
CHR2,-,407046,407302,406346,407402,YBR085C-A,YBR085C-A,RM11
CHR2,-,408338,411189,407638,411289,YBR086C,IST2,RM11
CHR2,+,411916,412979,411216,413079,YBR087W,RFC5,RM11
CHR2,-,413140,413915,412440,414015,YBR088C,POL30,RM11
CHR2,-,414340,414638,413640,414738,YBR089C-A,NHP6B,RM11
CHR2,-,414483,415207,413783,415307,YBR090C,YBR090C,RM11
CHR2,-,415305,415633,414605,415733,YBR091C,TIM12,RM11
CHR2,-,415844,417246,415144,417346,YBR092C,PHO3,RM11
CHR2,-,417694,419096,416994,419196,YBR093C,PHO5,RM11
CHR2,+,420182,422442,419482,422542,YBR094W,PBY1,RM11
CHR2,+,37332,38143,36632,38243,YBL095W,MRX3,RM11
CHR2,-,422552,423843,421852,423943,YBR095C,RXT2,RM11
CHR2,+,424167,424858,423467,424958,YBR096W,YBR096W,RM11
CHR2,+,425097,429460,424397,429560,YBR097W,VPS15,RM11
CHR2,+,429661,431735,428961,431835,YBR098W,MMS4,RM11
CHR2,-,38311,38972,37611,39072,YBL093C,ROX3,RM11
CHR2,-,431967,432838,431267,432938,YBR101C,FES1,RM11
CHR2,-,433207,435467,432507,435567,YBR102C,EXO84,RM11
CHR2,+,435854,437460,435154,437560,YBR103W,SIF2,RM11
CHR2,+,437812,438800,437112,438900,YBR104W,YMC2,RM11
CHR2,-,439026,440113,438326,440213,YBR105C,VID24,RM11
CHR2,+,440801,441366,440101,441466,YBR106W,SND3,RM11
CHR2,-,441937,442673,441237,442773,YBR107C,IML3,RM11
CHR2,+,443393,445777,442693,445877,YBR108W,AIM3,RM11
CHR2,-,446032,446474,445332,446574,YBR109C,CMD1,RM11
CHR2,+,446985,448333,446285,448433,YBR110W,ALG1,RM11
CHR2,+,40034,40425,39334,40525,YBL092W,RPL32,RM11
CHR2,-,449308,450002,448608,450102,YBR111C,YSA1,RM11
CHR2,+,450269,450708,449569,450808,YBR111W-A,SUS1,RM11
CHR2,-,451000,453890,450300,453990,YBR112C,CYC8,RM11
CHR2,-,40621,41235,39921,41335,YBL091C-A,SCS22,RM11
CHR2,+,455369,457740,454669,457840,YBR114W,RAD16,RM11
CHR2,-,457869,462046,457169,462146,YBR115C,LYS2,RM11
CHR2,-,41419,42683,40719,42783,YBL091C,MAP2,RM11
CHR2,-,462511,464555,461811,464655,YBR117C,TKL2,RM11
CHR16,+,694938,696313,694238,696413,YBR118W,TEF2,RM11
CHR2,+,467448,468432,466748,468532,YBR119W,MUD1,RM11
CHR2,-,468545,469032,467845,469132,YBR120C,CBP6,RM11
CHR2,-,469474,471476,468774,471576,YBR121C,GRS1,RM11
CHR2,-,472080,472612,471380,472712,YBR122C,MRPL36,RM11
CHR2,-,472852,474800,472152,474900,YBR123C,TFC1,RM11
CHR2,-,475321,476501,474621,476601,YBR125C,PTC4,RM11
CHR2,+,42881,43413,42181,43513,YBL090W,MRP21,RM11
CHR2,-,477026,478512,476326,478612,YBR126C,TPS1,RM11
CHR2,+,478992,479197,478292,479297,YBR126W-A,MEO1,RM11
CHR2,-,479411,480963,478711,481063,YBR127C,VMA2,RM11
CHR2,-,481222,482255,480522,482355,YBR128C,ATG14,RM11
CHR2,-,482494,483479,481794,483579,YBR129C,OPY1,RM11
CHR2,-,483733,485009,483033,485109,YBR130C,SHE3,RM11
CHR2,+,43630,45008,42930,45108,YBL089W,AVT5,RM11
CHR2,+,485304,487417,484604,487517,YBR131W,CCZ1,RM11
CHR2,-,487799,489588,487099,489688,YBR132C,AGP2,RM11
CHR2,-,489953,492435,489253,492535,YBR133C,HSL7,RM11
CHR2,+,493004,493379,492304,493479,YBR135W,CKS1,RM11
CHR2,+,493793,500898,493093,500998,YBR136W,MEC1,RM11
CHR2,-,45075,53437,44375,53537,YBL088C,TEL1,RM11
CHR2,+,501169,501707,500469,501807,YBR137W,YBR137W,RM11
CHR2,-,501887,503460,501187,503560,YBR138C,YBR138C,RM11
CHR2,+,503792,505317,503092,505417,YBR139W,ATG42,RM11
CHR2,-,505478,514755,504778,514855,YBR140C,IRA1,RM11
CHR2,-,515153,516165,514453,516265,YBR141C,BMT2,RM11
CHR2,+,516445,518753,515745,518853,YBR142W,MAK5,RM11
CHR2,-,518986,520298,518286,520398,YBR143C,SUP45,RM11
CHR2,-,521353,521666,520653,521766,YBR144C,YBR144C,RM11
CHR2,+,521880,522934,521180,523034,YBR145W,ADH5,RM11
CHR2,+,523376,524211,522676,524311,YBR146W,MRPS9,RM11
CHR2,+,524691,525470,523991,525570,YBR147W,RTC2,RM11
CHR2,+,526025,527854,525325,527954,YBR148W,YSW1,RM11
CHR2,+,528138,529171,527438,529271,YBR149W,ARA1,RM11
CHR2,-,529562,532599,528862,532699,YBR150C,TBS1,RM11
CHR2,+,533135,534084,532435,534184,YBR151W,APD1,RM11
CHR2,+,534482,535356,533782,535456,YBR152W,SPP381,RM11
CHR2,+,535566,536299,534866,536399,YBR153W,RIB7,RM11
CHR2,-,536468,537114,535768,537214,YBR154C,RPB5,RM11
CHR2,+,537876,539032,537176,539132,YBR155W,CNS1,RM11
CHR2,-,539209,541304,538509,541404,YBR156C,SLI15,RM11
CHR2,-,541649,542415,540949,542515,YBR157C,ICS2,RM11
CHR2,+,544654,546302,543954,546402,YBR158W,AMN1,RM11
CHR2,+,546791,547833,546091,547933,YBR159W,IFA38,RM11
CHR2,+,548189,549084,547489,549184,YBR160W,CDC28,RM11
CHR2,+,549745,550872,549045,550972,YBR161W,CSH1,RM11
CHR2,-,551317,552683,550617,552783,YBR162C,TOS1,RM11
CHR2,+,553345,553541,552645,553641,YBR162W-A,YSY6,RM11
CHR2,+,553837,555592,553137,555692,YBR163W,EXO5,RM11
CHR2,-,555989,556539,555289,556639,YBR164C,ARL1,RM11
CHR2,+,556966,557798,556266,557898,YBR165W,UBS1,RM11
CHR2,-,557956,559313,557256,559413,YBR166C,TYR1,RM11
CHR2,-,559584,560005,558884,560105,YBR167C,POP7,RM11
CHR2,+,560486,561726,559786,561826,YBR168W,PEX32,RM11
CHR2,-,562030,564110,561330,564210,YBR169C,SSE2,RM11
CHR2,-,564456,566197,563756,566297,YBR170C,NPL4,RM11
CHR2,+,566476,567095,565776,567195,YBR171W,SEC66,RM11
CHR2,-,567262,569483,566562,569583,YBR172C,SMY2,RM11
CHR2,-,569836,570281,569136,570381,YBR173C,UMP1,RM11
CHR2,+,570518,571464,569818,571564,YBR175W,SWD3,RM11
CHR2,+,571808,572745,571108,572845,YBR176W,ECM31,RM11
CHR2,-,572895,574249,572195,574349,YBR177C,EHT1,RM11
CHR2,-,574635,577201,573935,577301,YBR179C,FZO1,RM11
CHR2,+,577829,579546,577129,579646,YBR180W,DTR1,RM11
CHR2,-,579793,580853,579093,580953,YBR181C,RPS6B,RM11
CHR2,-,581587,582944,580887,583044,YBR182C,SMP1,RM11
CHR2,-,583442,583636,582742,583736,YBR182C-A,YBR182C-A,RM11
CHR2,+,584197,585146,583497,585246,YBR183W,YPC1,RM11
CHR2,+,585446,587016,584746,587116,YBR184W,YBR184W,RM11
CHR2,-,53878,54794,53178,54894,YBL087C,RPL23A,RM11
CHR2,-,587205,588040,586505,588140,YBR185C,MBA1,RM11
CHR2,+,588635,590441,587935,590541,YBR186W,PCH2,RM11
CHR2,+,590716,591557,590016,591657,YBR187W,GDT1,RM11
CHR2,-,591766,592187,591066,592287,YBR188C,NTC20,RM11
CHR2,+,592589,593588,591889,593688,YBR189W,RPS9B,RM11
CHR2,+,594350,595219,593650,595319,YBR191W,RPL21A,RM11
CHR2,+,595730,596862,595030,596962,YBR192W,RIM2,RM11
CHR2,-,597160,597830,596460,597930,YBR193C,MED8,RM11
CHR2,+,598116,598486,597416,598586,YBR194W,AIM4,RM11
CHR2,-,598692,599959,597992,600059,YBR195C,MSI1,RM11
CHR2,-,55258,56657,54558,56757,YBL086C,YBL086C,RM11
CHR2,-,600314,601977,599614,602077,YBR196C,PGI1,RM11
CHR2,-,602102,602250,601402,602350,YBR196C-A,YBR196C-A,RM11
CHR2,-,602602,602705,601902,602805,YBR196C-B,YBR196C-B,RM11
CHR2,-,603280,603931,602580,604031,YBR197C,YBR197C,RM11
CHR2,-,604202,606597,603502,606697,YBR198C,TAF5,RM11
CHR2,+,606985,608376,606285,608476,YBR199W,KTR4,RM11
