Chromosome_Name,strand,start,end,5-start,3-end,Locus,Gene,strain
CHR1,+,48564,51707,47864,51807,YAL051W,OAF1,S288C
CHR1,-,51855,52595,51155,52695,YAL049C,AIM2,S288C
CHR1,-,52801,54789,52101,54889,YAL048C,GEM1,S288C
CHR1,-,54989,56857,54289,56957,YAL047C,SPC72,S288C
CHR1,-,57029,57385,56329,57485,YAL046C,BOL3,S288C
CHR1,+,57518,57850,56818,57950,YAL044W-A,BOL1,S288C
CHR1,-,57950,58462,57250,58562,YAL044C,GCV3,S288C
CHR1,-,58695,61052,57995,61152,YAL043C,PTA1,S288C
CHR1,+,61316,62563,60616,62663,YAL042W,ERV46,S288C
CHR1,+,62840,65404,62140,65504,YAL041W,CDC24,S288C
CHR1,-,65778,67520,65078,67620,YAL040C,CLN3,S288C
CHR1,-,68716,69525,68016,69625,YAL039C,CYC3,S288C
CHR1,+,71786,73288,71086,73388,YAL038W,CDC19,S288C
CHR1,-,73426,73518,72726,73618,YAL037C-A,YAL037C-A,S288C
CHR1,+,74020,74823,73320,74923,YAL037W,YAL037W,S288C
CHR1,-,75043,76152,74343,76252,YAL036C,RBG1,S288C
CHR1,+,76427,79435,75727,79535,YAL035W,FUN12,S288C
CHR1,+,79718,80587,79018,80687,YAL034W-A,MTW1,S288C
CHR1,-,80710,81951,80010,82051,YAL034C,FUN19,S288C
CHR1,+,82706,83227,82006,83327,YAL033W,POP5,S288C
CHR1,-,83335,84474,82635,84574,YAL032C,PRP45,S288C
CHR1,-,84749,87031,84049,87131,YAL031C,GIP4,S288C
CHR1,+,87286,87752,86586,87852,YAL030W,SNC1,S288C
CHR1,-,87855,92270,87155,92370,YAL029C,MYO4,S288C
CHR1,+,92900,94486,92200,94586,YAL028W,FRT2,S288C
CHR1,+,94687,95472,93987,95572,YAL027W,SAW1,S288C
CHR1,-,95630,99697,94930,99797,YAL026C,DRS2,S288C
CHR1,+,99305,99868,98605,99968,HRA1,HRA1,S288C
CHR2,-,100371,101156,99671,101256,YBL064C,PRX1,S288C
CHR2,+,101886,105221,101186,105321,YBL063W,KIP1,S288C
CHR2,-,105316,107406,104616,107506,YBL061C,SKT5,S288C
CHR2,+,107932,109995,107232,110095,YBL060W,YEL1,S288C
CHR2,-,10847,13879,10147,13979,YBL106C,SRO77,S288C
CHR2,-,110125,110539,109425,110639,YBL059C-A,CMC2,S288C
CHR2,+,110594,111244,109894,111344,YBL059W,IAI11,S288C
CHR2,+,111437,112708,110737,112808,YBL058W,SHP1,S288C
CHR2,-,112801,113427,112101,113527,YBL057C,PTH2,S288C
CHR2,+,113762,115168,113062,115268,YBL056W,PTC3,S288C
CHR2,-,115573,116829,114873,116929,YBL055C,YBL055C,S288C
CHR2,+,117589,119166,116889,119266,YBL054W,TOD6,S288C
CHR2,-,119379,121874,118679,121974,YBL052C,SAS3,S288C
CHR2,-,122753,124759,122053,124859,YBL051C,PIN4,S288C
CHR2,+,125125,126119,124425,126219,YBL050W,SEC17,S288C
CHR2,+,126828,127244,126128,127344,YBL049W,MOH1,S288C
CHR2,+,127299,127610,126599,127710,YBL048W,RRT1,S288C
CHR2,-,127895,132040,127195,132140,YBL047C,EDE1,S288C
CHR2,+,132424,133749,131724,133849,YBL046W,PSY4,S288C
CHR2,-,134143,135516,133443,135616,YBL045C,COR1,S288C
CHR2,+,135998,136366,135298,136466,YBL044W,YBL044W,S288C
CHR2,+,136688,137461,135988,137561,YBL043W,ECM13,S288C
CHR2,-,138341,140260,137641,140360,YBL042C,FUI1,S288C
CHR2,+,141247,141972,140547,142072,YBL041W,PRE7,S288C
CHR2,-,142112,142868,141412,142968,YBL040C,ERD2,S288C
CHR2,-,14241,17696,13541,17796,YBL105C,PKC1,S288C
CHR2,+,143393,143572,142693,143672,YBL039W-B,MIN6,S288C
CHR2,-,143989,145728,143289,145828,YBL039C,URA7,S288C
CHR2,+,146187,146885,145487,146985,YBL038W,MRPL16,S288C
CHR2,+,147209,150286,146509,150386,YBL037W,APL3,S288C
CHR2,-,150447,151220,149747,151320,YBL036C,YBL036C,S288C
CHR2,-,151493,153610,150793,153710,YBL035C,POL12,S288C
CHR2,-,153848,158389,153148,158489,YBL034C,STU1,S288C
CHR2,-,158656,159693,157956,159793,YBL033C,RIB1,S288C
CHR2,+,160184,161329,159484,161429,YBL032W,HEK2,S288C
CHR2,+,161699,162715,160999,162815,YBL031W,SHE1,S288C
CHR2,-,163041,163997,162341,164097,YBL030C,PET9,S288C
CHR2,-,164488,164772,163788,164872,YBL029C-A,YBL029C-A,S288C
CHR2,+,166134,167264,165434,167364,YBL029W,YBL029W,S288C
CHR2,-,167518,167838,166818,167938,YBL028C,YBL028C,S288C
CHR2,+,168423,169376,167723,169476,YBL027W,RPL19B,S288C
CHR2,+,170623,171038,169923,171138,YBL026W,LSM2,S288C
CHR2,+,171481,171918,170781,172018,YBL025W,RRN10,S288C
CHR2,+,172534,174588,171834,174688,YBL024W,NCL1,S288C
CHR2,-,174920,177526,174220,177626,YBL023C,MCM2,S288C
CHR2,-,177874,181275,177174,181375,YBL022C,PIM1,S288C
CHR2,-,181660,182094,180960,182194,YBL021C,HAP3,S288C
CHR2,-,18177,21293,17477,21393,YBL104C,SEA4,S288C
CHR2,+,182401,184125,181701,184225,YBL020W,RFT1,S288C
CHR2,+,184353,185915,183653,186015,YBL019W,APN2,S288C
CHR2,-,185998,186474,185298,186574,YBL018C,POP8,S288C
CHR2,-,186844,191583,186144,191683,YBL017C,PEP1,S288C
CHR2,+,192451,193512,191751,193612,YBL016W,FUS3,S288C
CHR2,+,194122,195702,193422,195802,YBL015W,ACH1,S288C
CHR2,+,197494,197567,196794,197667,tI(AAU)B,tI(AAU)B,S288C
CHR2,-,197629,197699,196929,197799,tG(GCC)B,tG(GCC)B,S288C
CHR2,-,199064,201748,198364,201848,YBL014C,RRN6,S288C
CHR2,+,202056,203261,201356,203361,YBL013W,FMT1,S288C
CHR2,+,203538,205817,202838,205917,YBL011W,SCT1,S288C
CHR2,-,206107,206949,205407,207049,YBL010C,LAA2,S288C
CHR2,+,207194,209224,206494,209324,YBL009W,ALK2,S288C
CHR2,+,209409,209648,208709,209748,YBL008W-A,YBL008W-A,S288C
CHR2,+,209653,212175,208953,212275,YBL008W,HIR1,S288C
CHR2,-,212632,216366,211932,216466,YBL007C,SLA1,S288C
CHR2,-,216587,217129,215887,217229,YBL006C,LDB7,S288C
CHR2,+,217470,220400,216770,220500,YBL005W,PDR3,S288C
CHR2,-,22076,23536,21376,23636,YBL103C,RTG3,S288C
CHR2,+,221330,222652,220630,222752,YBL005W-A,YBL005W-A,S288C
CHR2,+,221330,226598,220630,226698,YBL005W-B,YBL005W-B,S288C
CHR2,+,227075,227156,226375,227256,tS(AGA)B,tS(AGA)B,S288C
CHR2,+,227636,235117,226936,235217,YBL004W,UTP20,S288C
CHR2,-,235394,235792,234694,235892,YBL003C,HTA2,S288C
CHR2,+,236492,236887,235792,236987,YBL002W,HTB2,S288C
CHR2,-,237153,237467,236453,237567,YBL001C,ECM15,S288C
CHR2,-,238941,241283,238241,241383,YBR001C,NTH2,S288C
CHR2,+,24098,24745,23398,24845,YBL102W,SFT2,S288C
CHR2,-,241708,242568,241008,242668,YBR002C,RER2,S288C
CHR2,+,242809,244230,242109,244330,YBR003W,COQ1,S288C
CHR2,-,244366,245667,243666,245767,YBR004C,GPI18,S288C
CHR2,+,245906,246547,245206,246647,YBR005W,RCR1,S288C
CHR2,+,247010,248503,246310,248603,YBR006W,UGA2,S288C
CHR2,-,248806,251016,248106,251116,YBR007C,DSF2,S288C
CHR2,-,24946,28299,24246,28399,YBL101C,ECM21,S288C
CHR2,-,252563,254209,251863,254309,YBR008C,FLR1,S288C
CHR2,-,255373,255684,254673,255784,YBR009C,HHF1,S288C
CHR2,+,256331,256741,255631,256841,YBR010W,HHT1,S288C
CHR2,-,257112,257975,256412,258075,YBR011C,IPP1,S288C
CHR2,-,2582,2899,1882,2999,YBL112C,YBL112C,S288C
CHR2,+,259869,261191,259169,261291,YBR012W-A,YBR012W-A,S288C
CHR2,+,259869,265140,259169,265240,YBR012W-B,YBR012W-B,S288C
CHR2,-,265492,265881,264792,265981,YBR013C,YBR013C,S288C
CHR2,+,266378,266450,265678,266550,tT(AGU)B,tT(AGU)B,S288C
CHR2,-,266725,267336,266025,267436,YBR014C,GRX7,S288C
CHR2,-,267710,269503,267010,269603,YBR015C,MNN2,S288C
CHR2,+,270247,270633,269547,270733,YBR016W,YBR016W,S288C
CHR2,-,270947,273703,270247,273803,YBR017C,KAP104,S288C
CHR2,-,274427,275527,273727,275627,YBR018C,GAL7,S288C
CHR2,-,276253,278352,275553,278452,YBR019C,GAL10,S288C
CHR2,+,279021,280607,278321,280707,YBR020W,GAL1,S288C
CHR2,-,280,2658,0,2758,YBL113C,YBL113C,S288C
CHR2,+,281443,283344,280743,283444,YBR021W,FUR4,S288C
CHR2,+,283738,284271,283038,284371,YBR022W,POA1,S288C
CHR2,+,28427,28546,27727,28646,YBL100W-C,YBL100W-C,S288C
CHR2,-,284428,287925,283728,288025,YBR023C,CHS3,S288C
CHR2,+,289445,290350,288745,290450,YBR024W,SCO2,S288C
CHR2,-,290681,291865,289981,291965,YBR025C,OLA1,S288C
CHR2,-,2907,5009,2207,5109,YBL111C,YBL111C,S288C
CHR2,-,292877,294019,292177,294119,YBR026C,ETR1,S288C
CHR2,-,294024,294356,293324,294456,YBR027C,YBR027C,S288C
CHR2,-,294425,296002,293725,296102,YBR028C,YPK3,S288C
CHR2,-,296369,297742,295669,297842,YBR029C,CDS1,S288C
CHR2,+,298292,299950,297592,300050,YBR030W,RKM3,S288C
CHR2,+,29935,31251,29235,31351,YBL100W-A,YBL100W-A,S288C
CHR2,+,29935,35248,29235,35348,YBL100W-B,YBL100W-B,S288C
CHR2,+,300166,301254,299466,301354,YBR031W,RPL4A,S288C
CHR2,+,301519,301821,300819,301921,YBR032W,YBR032W,S288C
CHR2,+,301944,304703,301244,304803,YBR033W,EDS1,S288C
CHR2,-,304930,305976,304230,306076,YBR034C,HMT1,S288C
CHR2,-,306269,306955,305569,307055,YBR035C,PDX3,S288C
CHR2,-,307185,307345,306485,307445,snR161,snR161,S288C
CHR2,+,307587,308887,306887,308987,TLC1,TLC1,S288C
CHR2,-,309081,310313,308381,310413,YBR036C,CSG2,S288C
CHR2,-,310565,311452,309865,311552,YBR037C,SCO1,S288C
CHR2,+,311898,314789,311198,314889,YBR038W,CHS2,S288C
CHR2,+,315575,316510,314875,316610,YBR039W,ATP3,S288C
CHR2,+,316968,317864,316268,317964,YBR040W,FIG1,S288C
CHR2,+,318266,320275,317566,320375,YBR041W,FAT1,S288C
CHR2,-,320416,321609,319716,321709,YBR042C,CST26,S288C
CHR2,-,321876,323945,321176,324045,YBR043C,QDR3,S288C
CHR2,-,324341,326059,323641,326159,YBR044C,TCM62,S288C
CHR2,-,326792,326865,326092,326965,tV(UAC)B,tV(UAC)B,S288C
CHR2,-,328173,330092,327473,330192,YBR045C,GIP1,S288C
CHR2,-,330507,331511,329807,331611,YBR046C,ZTA1,S288C
CHR2,+,331833,332360,331133,332460,YBR047W,FMP23,S288C
CHR2,+,332831,333812,332131,333912,YBR048W,RPS11B,S288C
CHR2,-,334386,336818,333686,336918,YBR049C,REB1,S288C
CHR2,-,337183,338199,336483,338299,YBR050C,REG2,S288C
CHR2,-,338720,339352,338020,339452,YBR052C,RFS1,S288C
CHR2,-,339675,340751,338975,340851,YBR053C,YBR053C,S288C
CHR2,+,343101,344135,342401,344235,YBR054W,YRO2,S288C
CHR2,-,344602,347301,343902,347401,YBR055C,PRP6,S288C
CHR2,+,347603,347686,346903,347786,tL(UAA)B2,tL(UAA)B2,S288C
CHR2,+,347879,349384,347179,349484,YBR056W,YBR056W,S288C
CHR2,+,350827,350898,350127,350998,tQ(UUG)B,tQ(UUG)B,S288C
CHR2,+,351255,351455,350555,351555,YBR056W-A,MNC1,S288C
CHR2,-,352193,353293,351493,353393,YBR057C,MUM2,S288C
CHR2,-,353672,356017,352972,356117,YBR058C,UBP14,S288C
CHR2,-,356324,356566,355624,356666,YBR058C-A,TSC3,S288C
CHR2,-,356861,360187,356161,360287,YBR059C,AKL1,S288C
CHR2,-,360652,362514,359952,362614,YBR060C,ORC2,S288C
CHR2,+,36398,36488,35698,36588,tF(GAA)B,tF(GAA)B,S288C
CHR2,-,364787,365719,364087,365819,YBR061C,TRM7,S288C
CHR2,-,365976,366600,365276,366700,YBR062C,YBR062C,S288C
CHR2,-,366970,368184,366270,368284,YBR063C,YBR063C,S288C
CHR2,-,368584,369678,367884,369778,YBR065C,ECM2,S288C
CHR2,-,370037,370699,369337,370799,YBR066C,NRG2,S288C
CHR2,+,37053,38690,36353,38790,YBL099W,ATP1,S288C
CHR2,-,372103,372735,371403,372835,YBR067C,TIP1,S288C
CHR2,-,373861,375690,373161,375790,YBR068C,BAP2,S288C
CHR2,-,376574,378433,375874,378533,YBR069C,TAT1,S288C
CHR2,-,379221,379934,378521,380034,YBR070C,ALG14,S288C
CHR2,+,380411,381046,379711,381146,YBR071W,YBR071W,S288C
CHR2,+,382030,382674,381330,382774,YBR072W,HSP26,S288C
CHR2,-,382860,383021,382160,383121,YBR072C-A,YBR072C-A,S288C
CHR2,+,383112,385988,382412,386088,YBR073W,RDH54,S288C
CHR2,+,386286,389216,385586,389316,YBR074W,PFF1,S288C
CHR2,+,390227,391291,389527,391391,YBR076W,ECM8,S288C
CHR2,+,39145,40527,38445,40627,YBL098W,BNA4,S288C
CHR2,-,391805,392293,391105,392393,YBR077C,SLM4,S288C
CHR2,+,393123,394742,392423,394842,YBR078W,ECM33,S288C
CHR2,-,395383,398277,394683,398377,YBR079C,RPG1,S288C
CHR2,-,398614,400890,397914,400990,YBR080C,SEC18,S288C
CHR2,-,401253,405251,400553,405351,YBR081C,SPT7,S288C
CHR2,+,405878,405949,405178,406049,tR(UCU)B,tR(UCU)B,S288C
CHR2,+,405960,406031,405260,406131,tD(GUC)B,tD(GUC)B,S288C
CHR2,-,406628,407169,405928,407269,YBR082C,UBC4,S288C
CHR2,+,40831,43095,40131,43195,YBL097W,BRN1,S288C
CHR2,+,409169,410629,408469,410729,YBR083W,TEC1,S288C
CHR2,+,411054,413981,410354,414081,YBR084W,MIS1,S288C
CHR2,-,414186,415261,413486,415361,YBR084C-A,RPL19A,S288C
CHR2,+,415983,416906,415283,417006,YBR085W,AAC3,S288C
CHR2,-,418907,419164,418207,419264,YBR085C-A,YBR085C-A,S288C
CHR2,-,420201,423041,419501,423141,YBR086C,IST2,S288C
CHR2,+,423765,424829,423065,424929,YBR087W,RFC5,S288C
CHR2,-,424990,425766,424290,425866,YBR088C,POL30,S288C
CHR2,-,426190,426489,425490,426589,YBR089C-A,NHP6B,S288C
CHR2,-,426333,427058,425633,427158,YBR090C,YBR090C,S288C
CHR2,-,427155,427484,426455,427584,YBR091C,TIM12,S288C
CHR2,-,427698,429101,426998,429201,YBR092C,PHO3,S288C
CHR2,-,429548,430951,428848,431051,YBR093C,PHO5,S288C
CHR2,+,432036,434297,431336,434397,YBR094W,PBY1,S288C
CHR2,+,43277,44089,42577,44189,YBL095W,MRX3,S288C
CHR2,-,434406,435698,433706,435798,YBR095C,RXT2,S288C
CHR2,+,436021,436713,435321,436813,YBR096W,YBR096W,S288C
CHR2,+,436951,441315,436251,441415,YBR097W,VPS15,S288C
CHR2,+,441515,443590,440815,443690,YBR098W,MMS4,S288C
CHR2,-,44256,44918,43556,45018,YBL093C,ROX3,S288C
CHR2,-,443821,444693,443121,444793,YBR101C,FES1,S288C
CHR2,-,445062,447323,444362,447423,YBR102C,EXO84,S288C
CHR2,+,447709,449316,447009,449416,YBR103W,SIF2,S288C
CHR2,+,449667,450656,448967,450756,YBR104W,YMC2,S288C
CHR2,-,450881,451969,450181,452069,YBR105C,VID24,S288C
CHR2,+,452658,453224,451958,453324,YBR106W,SND3,S288C
CHR2,-,453793,454530,453093,454630,YBR107C,IML3,S288C
CHR2,+,454822,457665,454122,457765,YBR108W,AIM3,S288C
CHR2,-,457919,458362,457219,458462,YBR109C,CMD1,S288C
CHR2,+,458872,460221,458172,460321,YBR110W,ALG1,S288C
CHR2,+,45978,46370,45278,46470,YBL092W,RPL32,S288C
CHR2,-,461178,461873,460478,461973,YBR111C,YSA1,S288C
CHR2,+,462139,462579,461439,462679,YBR111W-A,SUS1,S288C
CHR2,-,462870,465770,462170,465870,YBR112C,CYC8,S288C
CHR2,-,46565,47180,45865,47280,YBL091C-A,SCS22,S288C
CHR2,+,467248,469620,466548,469720,YBR114W,RAD16,S288C
CHR2,-,469748,473926,469048,474026,YBR115C,LYS2,S288C
CHR2,-,47363,48628,46663,48728,YBL091C,MAP2,S288C
CHR2,-,474392,476437,473692,476537,YBR117C,TKL2,S288C
CHR2,+,477671,479047,476971,479147,YBR118W,TEF2,S288C
CHR2,+,479338,480323,478638,480423,YBR119W,MUD1,S288C
CHR2,-,480435,480923,479735,481023,YBR120C,CBP6,S288C
CHR2,-,481364,483367,480664,483467,YBR121C,GRS1,S288C
CHR2,-,483970,484503,483270,484603,YBR122C,MRPL36,S288C
CHR2,-,484742,486691,484042,486791,YBR123C,TFC1,S288C
CHR2,-,487199,488380,486499,488480,YBR125C,PTC4,S288C
CHR2,+,48825,49358,48125,49458,YBL090W,MRP21,S288C
CHR2,-,488905,490392,488205,490492,YBR126C,TPS1,S288C
CHR2,+,490850,491056,490150,491156,YBR126W-A,MEO1,S288C
CHR2,-,491269,492822,490569,492922,YBR127C,VMA2,S288C
CHR2,-,493081,494115,492381,494215,YBR128C,ATG14,S288C
CHR2,-,494353,495339,493653,495439,YBR129C,OPY1,S288C
CHR2,-,495592,496869,494892,496969,YBR130C,SHE3,S288C
CHR2,+,49574,50953,48874,51053,YBL089W,AVT5,S288C
CHR2,+,497163,499277,496463,499377,YBR131W,CCZ1,S288C
CHR2,-,499652,501442,498952,501542,YBR132C,AGP2,S288C
CHR2,-,501804,504287,501104,504387,YBR133C,HSL7,S288C
CHR2,+,504854,505306,504154,505406,YBR135W,CKS1,S288C
CHR2,+,505668,512774,504968,512874,YBR136W,MEC1,S288C
CHR2,-,51019,59382,50319,59482,YBL088C,TEL1,S288C
CHR2,+,513044,513583,512344,513683,YBR137W,YBR137W,S288C
CHR2,-,513762,515336,513062,515436,YBR138C,YBR138C,S288C
CHR2,+,515664,517190,514964,517290,YBR139W,ATG42,S288C
CHR2,-,517350,526628,516650,526728,YBR140C,IRA1,S288C
CHR2,-,527025,528038,526325,528138,YBR141C,BMT2,S288C
CHR2,+,528317,530638,527617,530738,YBR142W,MAK5,S288C
CHR2,-,530869,532182,530169,532282,YBR143C,SUP45,S288C
CHR2,-,533235,533549,532535,533649,YBR144C,YBR144C,S288C
CHR2,+,533762,534817,533062,534917,YBR145W,ADH5,S288C
CHR2,+,535260,536096,534560,536196,YBR146W,MRPS9,S288C
CHR2,+,536575,537465,535875,537565,YBR147W,RTC2,S288C
CHR2,+,537876,539705,537176,539805,YBR148W,YSW1,S288C
CHR2,+,539987,541021,539287,541121,YBR149W,ARA1,S288C
CHR2,-,541209,544493,540509,544593,YBR150C,TBS1,S288C
CHR2,+,545028,545978,544328,546078,YBR151W,APD1,S288C
CHR2,+,546376,547251,545676,547351,YBR152W,SPP381,S288C
CHR2,+,547460,548194,546760,548294,YBR153W,RIB7,S288C
CHR2,-,548362,549009,547662,549109,YBR154C,RPB5,S288C
CHR2,+,549771,550928,549071,551028,YBR155W,CNS1,S288C
CHR2,-,551104,553200,550404,553300,YBR156C,SLI15,S288C
CHR2,-,553543,554310,552843,554410,YBR157C,ICS2,S288C
CHR2,+,556549,558198,555849,558298,YBR158W,AMN1,S288C
CHR2,+,558685,559728,557985,559828,YBR159W,IFA38,S288C
CHR2,+,560078,560974,559378,561074,YBR160W,CDC28,S288C
CHR2,+,561634,562764,560934,562864,YBR161W,CSH1,S288C
CHR2,-,563203,564570,562503,564670,YBR162C,TOS1,S288C
CHR2,+,565231,565428,564531,565528,YBR162W-A,YSY6,S288C
CHR2,+,565723,567480,565023,567580,YBR163W,EXO5,S288C
CHR2,-,567875,568426,567175,568526,YBR164C,ARL1,S288C
CHR2,+,568852,569685,568152,569785,YBR165W,UBS1,S288C
CHR2,-,569842,571200,569142,571300,YBR166C,TYR1,S288C
CHR2,-,571468,571890,570768,571990,YBR167C,POP7,S288C
CHR2,+,572371,573612,571671,573712,YBR168W,PEX32,S288C
CHR2,-,573915,575996,573215,576096,YBR169C,SSE2,S288C
CHR2,-,576344,578086,575644,578186,YBR170C,NPL4,S288C
CHR2,+,578364,578984,577664,579084,YBR171W,SEC66,S288C
CHR2,-,579150,581372,578450,581472,YBR172C,SMY2,S288C
CHR2,-,581726,582172,581026,582272,YBR173C,UMP1,S288C
CHR2,+,582408,583355,581708,583455,YBR175W,SWD3,S288C
CHR2,+,583720,584658,583020,584758,YBR176W,ECM31,S288C
CHR2,-,584807,586162,584107,586262,YBR177C,EHT1,S288C
CHR2,-,586547,589114,585847,589214,YBR179C,FZO1,S288C
CHR2,+,589741,591459,589041,591559,YBR180W,DTR1,S288C
CHR2,-,591712,592774,591012,592874,YBR181C,RPS6B,S288C
CHR2,-,593506,594864,592806,594964,YBR182C,SMP1,S288C
CHR2,-,595361,595555,594661,595655,YBR182C-A,YBR182C-A,S288C
CHR2,+,596115,597065,595415,597165,YBR183W,YPC1,S288C
CHR2,+,597363,598934,596663,599034,YBR184W,YBR184W,S288C
CHR2,-,59822,60739,59122,60839,YBL087C,RPL23A,S288C
CHR2,-,599123,599959,598423,600059,YBR185C,MBA1,S288C
CHR2,+,600553,602360,599853,602460,YBR186W,PCH2,S288C
CHR2,+,602634,603476,601934,603576,YBR187W,GDT1,S288C
CHR2,-,603685,604107,602985,604207,YBR188C,NTC20,S288C
CHR2,+,604508,605508,603808,605608,YBR189W,RPS9B,S288C
CHR2,+,606270,607140,605570,607240,YBR191W,RPL21A,S288C
CHR2,+,607652,608785,606952,608885,YBR192W,RIM2,S288C
CHR2,-,609082,609753,608382,609853,YBR193C,MED8,S288C
CHR2,+,610038,610409,609338,610509,YBR194W,AIM4,S288C
CHR2,-,610614,611882,609914,611982,YBR195C,MSI1,S288C
CHR2,-,61202,62602,60502,62702,YBL086C,YBL086C,S288C
CHR2,-,612236,613900,611536,614000,YBR196C,PGI1,S288C
CHR2,-,614024,614173,613324,614273,YBR196C-A,YBR196C-A,S288C
CHR2,-,614526,614630,613826,614730,YBR196C-B,YBR196C-B,S288C
CHR2,-,615203,615856,614503,615956,YBR197C,YBR197C,S288C
CHR2,-,616127,618523,615427,618623,YBR198C,TAF5,S288C
CHR2,+,618909,620303,618209,620403,YBR199W,KTR4,S288C
