SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
121,1,175281,-0.0217676141443529,0.0597782830613394,0.715972104841609
122,1,175315,-0.0242273950563067,0.0597567765900551,0.685404551196314
123,1,175523,-0.0325495871482067,0.0600843746643691,0.588345375670941
124,1,175541,-0.0230625150762426,0.0598514414375556,0.70022552687749
125,1,175653,-0.0412965488352559,0.0600132193436379,0.491826501735942
128,1,175856,-0.0440027785092111,0.0609999228518187,0.471166814065824
129,1,175876,-0.0327381760947622,0.0600840844072837,0.586185148114395
130,1,175989,-0.0311609757510672,0.0602580271622927,0.605392260472368
131,1,176001,-0.0346185667988147,0.0605669309602309,0.567973428119112
133,1,177692,-0.0178478791072327,0.059763138678467,0.765387715095934
134,1,178191,-0.025776389027756,0.0598143035014879,0.666774862351626
135,1,178224,-0.0178478791072327,0.059763138678467,0.765387715095934
136,1,178960,-0.0118253378351336,0.0602447795155738,0.844497567969017
140,1,183802,0.00711988002823592,0.0597770132056804,0.905258081508891
141,1,183954,-0.0255091267180989,0.0601981079304228,0.672004072584383
142,1,184450,-0.0224917829204144,0.0596742053245541,0.706467231268305
144,1,184718,0.0185089971036754,0.0600172480557028,0.757963973856628
145,1,185296,0.00666707379924773,0.0597696346250004,0.911246653593235
146,1,185438,-0.0165971950358383,0.0597669820601653,0.781406459119102
147,1,185469,-0.0125655482153988,0.059856039006569,0.833843809046265
148,1,185503,-0.0206080456208869,0.0596948771090927,0.730132331026245
149,1,185705,-0.0140542506808199,0.0603676044910966,0.816042992011146
150,1,185749,-0.0147606764559519,0.0603671268769992,0.806973942680651
151,1,185806,-0.00215841266847635,0.0604527432499948,0.971538457682444
152,1,185879,-0.0213698605810055,0.0607343184736583,0.725154646872665
153,1,185916,-0.0293271830163178,0.0606972728272877,0.629273614006642
154,1,185941,-0.0225488657311811,0.0609700228924167,0.711727000340464
155,1,185954,-0.0107697470594465,0.0611572410873785,0.860316914337104
156,1,186055,-0.0214492066891716,0.0599284263660104,0.720621790960543
157,1,186896,-0.0161851768651828,0.0609158933399358,0.790627593420588
161,1,190132,0.0237924809732151,0.0600019701599895,0.69195491097257
162,1,190148,0.0236575011230352,0.0600202256308269,0.693701792249115
163,1,190165,0.0309157564036657,0.0604723602698276,0.609504164208841
164,1,190169,0.0152007447072383,0.0604138880415663,0.801488861603326
165,1,190933,-0.0183425487990441,0.0599213889283981,0.759701191496814
166,1,192149,-0.0389478630227783,0.0603837326393842,0.519342339508569
168,1,192303,0.0510278270571702,0.071977668032505,0.478829824673114
171,1,192795,-0.0865243983429552,0.0596383470039102,0.147718510693106
173,1,194187,-0.0188630145455204,0.0598570258356158,0.752845731131213
174,1,194867,0.00965417960862952,0.0598306592825202,0.871903437223895
190,2,8314,-0.0443659950564718,0.0608000925562278,0.466055821151822
194,2,8498,-0.0441261051181919,0.0607114095735393,0.467819561300375
195,2,8651,-0.0454405494750634,0.060765594678863,0.455078300556676
197,2,9812,-0.0276236929783441,0.0611573786738318,0.651775405237092
198,2,9932,-0.0175785636914217,0.0609267566582092,0.773118369193506
199,2,10135,-0.0251829332187282,0.0606857847374724,0.678414107996699
200,2,11616,-0.0344913417080517,0.0606083605367157,0.56965999544949
201,2,12133,-0.0367182364512113,0.0608458350449912,0.546587991643888
202,2,12194,-0.0330420813353902,0.0610873085526782,0.588918157160614
203,2,12359,-0.0311243596608833,0.0609114175019192,0.609686283175699
204,2,13061,-0.0341901113025067,0.0609022747362584,0.574885863932576
205,2,14298,-0.0259210914475396,0.0611060964150734,0.671679722898102
206,2,15222,-0.0391294969764995,0.0616825440172933,0.52625088978049
207,2,17986,-0.0274959008958955,0.0606184936725269,0.650403163769705
208,2,19770,-0.0300165920170173,0.0610344848226897,0.623168350465573
209,2,19836,-0.0143248719721039,0.0608828765043028,0.814123403991568
210,2,19851,-0.0130457953603867,0.0610619727943987,0.830944564194081
211,2,21595,-0.0345465824442099,0.0607859028651347,0.570170804882896
212,2,22385,-0.0294072887190506,0.0608511239207148,0.629206370024978
213,2,23441,-0.0044762330117829,0.0614620031456834,0.941983224173316
214,2,24209,-0.00963336892639932,0.0609542197653364,0.874513526480712
215,2,24341,0.000135456197821959,0.0611005566479981,0.998232392460377
216,2,26815,0.00721156383317978,0.0610261306059218,0.905998796966552
217,2,28209,-0.0077000329388453,0.0610464970351074,0.899697740459874
221,2,41245,-0.0556198142382744,0.0607416107388338,0.360460403080631
222,2,43214,-0.051335309540799,0.0617392360037783,0.406261227141581
223,2,47104,-0.00226228038452225,0.0600767235570285,0.969982829059428
224,2,50915,-0.0265167705544375,0.0606506967876246,0.662230233588606
225,2,55834,-0.0330401071860752,0.0603611725839336,0.584468042190926
226,2,56422,-0.0445777129958661,0.0604481974580145,0.461336728025506
227,2,57715,-0.0296233383671282,0.0602747079252298,0.623398008131713
228,2,59046,-0.0219121048821004,0.0605891191714079,0.717829353557187
229,2,59191,-0.0143045890405811,0.0602485558516467,0.812463859166778
230,2,59383,-0.0255199991534865,0.0602554108602541,0.672166249115673
231,2,59477,-0.0267388126913162,0.0611610148460911,0.66224292373822
233,2,60471,-0.0422759679178823,0.0603099330448052,0.483778225795633
234,2,60478,-0.0414605164578974,0.0603804515968612,0.492751200437539
235,2,60786,-0.0236406282589061,0.060308289865021,0.695297476349752
236,2,61035,-0.0320527967097258,0.0602929332399035,0.595325108466202
237,2,61071,-0.0304020005662528,0.0600216340966308,0.612809708165576
238,2,61675,-0.0331228469544244,0.0601904897490515,0.582461435326497
240,2,62939,-0.0246280190972387,0.0600979222304797,0.682202572988649
241,2,63527,-0.0574523736032382,0.0602603224090646,0.341038293546126
242,2,63857,-0.0808156635066652,0.0601984150455519,0.180300431224265
243,2,65527,-0.092702992964558,0.0599502205025077,0.12292022039799
247,2,67976,-0.0624977713910149,0.0609285935668582,0.305709759063733
250,2,72389,-0.0926586987970036,0.0604421661959645,0.126168065275981
251,2,72392,-0.0521724904749729,0.0609922107643651,0.392912191089656
252,2,73646,-0.0632733452975725,0.0597087395508665,0.290005690526479
253,2,74564,-0.0526706931521114,0.0596203399926477,0.377602556775028
254,2,74739,-0.0593844929332693,0.0597989913883881,0.321356809546597
257,2,80873,-0.0321990722700699,0.0600008624908308,0.591851938208379
258,2,81501,0.00423194475808242,0.060014909151941,0.943823779591052
259,2,83526,-0.0145904035412353,0.0599171995037151,0.807752224638884
260,2,83845,0.00096318020980013,0.0599791584011304,0.987196728573441
263,2,84447,0.00978477389597938,0.0607427353889532,0.872118210542624
264,2,87391,-0.00523584730819812,0.0597136804006348,0.93017871412555
265,2,87562,-0.00682226042410698,0.0598643438201111,0.909332703617655
266,2,87849,-0.0117981431938009,0.0598564814456144,0.843857092611585
267,2,87878,-0.00496230129296092,0.060116420442516,0.934260235107178
269,2,89785,-0.00407201480556946,0.0601233105596983,0.946040726752126
272,2,93721,-0.011718419247897,0.0599389002895798,0.845109266579307
273,2,93952,-0.013819821581735,0.0597661618521628,0.817268897865529
274,2,95085,-0.0420561443364979,0.0598122361917027,0.482434385392531
276,2,107124,-0.0021393738629682,0.059883774754879,0.971521483026049
277,2,111645,-0.00348469848928268,0.0599219446917447,0.953658896690573
278,2,111916,-0.0112868245192969,0.0600604723541791,0.851043941235101
279,2,111931,0.00102144493239686,0.0601552952160867,0.986462057810574
280,2,111999,-0.00852409534630091,0.0599375822042079,0.886990367752491
281,2,114528,0.00918311357366652,0.0602822434441484,0.879009516107929
282,2,116024,0.0117382430678485,0.0604243354238342,0.846081307347687
286,2,120090,0.0491397524843296,0.0601320566736939,0.414366894076751
287,2,120291,0.0266623197902771,0.0608606701026135,0.66159055811173
288,2,120726,0.0640429944297284,0.0604294254920334,0.289961035193663
289,2,121716,0.0365978382382969,0.0604253567968963,0.545122987502285
290,2,123100,0.0649004338512557,0.0604415137796437,0.28365811855156
291,2,124677,0.011300993672669,0.0604537533296496,0.851818063605602
293,2,127887,0.00285103612977133,0.0608710611214937,0.962669386915821
294,2,128935,-0.0146955403793434,0.0608086764365741,0.809177379797349
295,2,129053,-0.0224031540533438,0.0609871678140365,0.71358398548399
296,2,130040,-0.042354951123373,0.0613297130790159,0.490264113775956
297,2,130976,-0.0186903189240285,0.0608631211072139,0.758957657935087
298,2,132199,-0.0579322271927204,0.0610755938403692,0.343506992190225
299,2,133355,-0.0703657215417914,0.0614530365065361,0.252971442355041
300,2,133435,-0.0658535963865389,0.0616004596248493,0.285780358112753
302,2,135183,-0.0862783141845291,0.0615632383595655,0.161955641764062
303,2,135402,-0.0717376185607257,0.0616067362803229,0.245030323350453
304,2,135898,-0.089710786409732,0.0618683137804738,0.14793860866857
305,2,135912,-0.0915097670904916,0.0619068257768539,0.140249849276089
306,2,135925,-0.0884939121909289,0.0616371287737569,0.151966373368987
307,2,136002,-0.0678248611654642,0.0616649997787472,0.272128545117452
308,2,136173,-0.0794120723042901,0.0620638363135905,0.201553481671674
310,2,138318,-0.144342991123464,0.0633860327811072,0.0233716998978589
311,2,138695,-0.150096644133318,0.0622449946969695,0.0164020446065599
312,2,138818,-0.130555972599931,0.062253867939485,0.0366908601297509
313,2,139728,-0.103365785218831,0.0622856784480333,0.0978944360063559
314,2,140174,-0.102460928457067,0.0622899136467948,0.100879758426468
315,2,140863,-0.118082538246904,0.0621861011563956,0.0583983909710268
316,2,141152,-0.13702272658337,0.0622532204129976,0.0283790055796022
317,2,141292,-0.140444704023887,0.0617776788655759,0.023602939860414
318,2,141545,-0.144607351523017,0.0620559319937168,0.0203546568423123
322,2,146723,-0.149013344096361,0.0619126900173604,0.0166045839021929
323,2,147946,-0.11589619244242,0.0626876371002498,0.0653243452527187
326,2,151397,-0.0793934785692649,0.0630063320911185,0.208470251192174
327,2,153035,-0.0608586426370077,0.062376398320766,0.329897247797189
328,2,153228,-0.0785234068666665,0.062777250732923,0.211826438518957
329,2,153455,-0.0722632464770503,0.0632742996132616,0.254201837770124
331,2,153815,-0.0951383564957005,0.0629445250259212,0.131565047232978
332,2,154160,-0.102730769178722,0.0622465362047728,0.0997535662724632
333,2,154235,-0.0964809976915628,0.0629009296534247,0.125960702675566
335,2,159870,-0.105478459466813,0.0612595224068995,0.085976406262945
336,2,161229,-0.0931596413894875,0.062263325807625,0.135489808377163
339,2,162696,-0.101199759844465,0.0619580032485566,0.103284744817305
340,2,163284,-0.0841846469218878,0.0612037717641274,0.169854457923766
341,2,164166,-0.0463882538530461,0.0618881350605533,0.454024974357834
342,2,165270,-0.032724485886407,0.0613917891547099,0.594338977122391
343,2,165675,-0.0478406950358117,0.0623795366167365,0.443636156775846
346,2,168062,-0.0121962378065058,0.0618670817669552,0.843834458463418
347,2,168518,-0.0439596286683995,0.0614717195533986,0.475007862519954
348,2,168980,-0.0295107182066965,0.0614669610044666,0.631448673517022
349,2,169651,-0.0330767498714037,0.0614910344054884,0.590976944031311
352,2,170725,-0.0408018000237569,0.0615874579106698,0.508082007375166
353,2,171254,-0.00060260521686295,0.0617254532909872,0.992216155186005
354,2,172242,0.00893917012948331,0.0609939685583956,0.883564359850876
355,2,173254,0.0128445201822005,0.0605245554947173,0.832057902423901
356,2,173340,0.0211677928394081,0.0605106037112047,0.726682731913689
357,2,173385,0.026031149206615,0.0605609818920493,0.667578899532861
358,2,173973,0.0112403317231833,0.0604129427526754,0.852505883626875
360,2,177341,-0.0269859782207486,0.0601929171798252,0.654193846801898
361,2,180314,-0.0588234200738797,0.0601488251780204,0.328761582222028
362,2,180339,-0.0450289003493841,0.0603348375868011,0.455972820702272
363,2,182758,-0.0977650089932641,0.0599404327856834,0.103774527607677
364,2,183619,-0.104521066788998,0.060146069178532,0.0831204117833363
367,2,187176,-0.133066444229251,0.0603172601698594,0.0280199913912243
368,2,191066,-0.0735805088728054,0.0610601776657006,0.228991595529707
371,2,191599,-0.0890877186150336,0.0601512572415025,0.139482168517695
373,2,191763,-0.0889551016562323,0.0603915198831104,0.141649290326963
374,2,191959,-0.0813117394312795,0.0602738509597548,0.17818932920364
376,2,195759,-0.0827809380113929,0.0607884322657729,0.174133337837282
377,2,196912,-0.0832554759983884,0.0597981185011502,0.164715321915077
379,2,198110,-0.0889823663278964,0.0601352047585945,0.139843841401469
381,2,198805,-0.111279262423467,0.0602910153191965,0.0657726580700747
382,2,198891,-0.086515211079581,0.0599327105601488,0.149755517296973
383,2,199248,-0.0943544472564894,0.0600369486651211,0.116937740235838
384,2,201782,-0.0855835225374405,0.0599999238521687,0.154638484887381
385,2,203285,-0.0796321249324791,0.0597892602730623,0.183758899708211
386,2,203783,-0.0936783490055005,0.0596020456469456,0.116908935793348
387,2,204179,-0.0765788398978897,0.059816252872801,0.201303248545611
388,2,205406,-0.0929385644819671,0.0603686294181289,0.124573884300994
389,2,205834,-0.0917028852376339,0.0600829247508217,0.127837596357118
391,2,207192,-0.122318778580794,0.0598715539183924,0.0417927142760796
392,2,207561,-0.122232350754176,0.059604281008002,0.0410310448255371
393,2,208682,-0.131390807331178,0.0594474953672973,0.0277323446293141
394,2,210102,-0.101446930989168,0.0597686015649328,0.0905160287027299
396,2,214801,-0.128536659104426,0.0596178973514826,0.0317582132948317
397,2,215016,-0.137211731866423,0.0595286032769462,0.0217477486360751
398,2,218876,-0.157011133273046,0.0600159233506067,0.00927445759731428
399,2,227511,-0.176142453858936,0.0602993820217029,0.0037119732673072
400,2,230378,-0.172772708482297,0.0595489736996081,0.0039485885868055
401,2,231943,-0.189272005821784,0.0595819312138259,0.00162110726418589
402,2,232156,-0.176188687576071,0.0596704173097512,0.00336101556355852
403,2,232789,-0.180911238054453,0.0594137057465502,0.00250208265884865
404,2,238524,-0.184961163912558,0.0594642272024523,0.00201999464232467
405,2,241518,-0.171600536777386,0.0601069132233351,0.0045591088767946
406,2,250396,-0.152532595406797,0.0598341595317341,0.0112176395908045
407,2,250466,-0.156755794908184,0.0597816998845258,0.00911642385352867
408,2,252305,-0.200610764713139,0.0595717626749191,0.000842007028094141
409,2,254571,-0.181332948118195,0.0606074795562941,0.00296724079182368
410,2,254742,-0.169912752278324,0.0606451233378825,0.00536277760496955
411,2,254908,-0.187322603168723,0.0609743200911083,0.00229026649135303
413,2,255862,-0.138489797030414,0.0609679328396089,0.0237170163817878
414,2,255975,-0.138420310048732,0.0607450429780287,0.0232810689585707
415,2,258311,-0.150725474402007,0.0596426800863807,0.0119355803711077
416,2,259284,-0.152001157526308,0.0598379906022479,0.0115064717484342
417,2,266330,-0.180262475722179,0.0598782568062566,0.00279607479990838
418,2,267100,-0.163999151801983,0.06000608550226,0.0065911227401519
419,2,268086,-0.158275001959759,0.0600540779470291,0.00877085707572235
420,2,274614,-0.0886294069076198,0.0600887317034935,0.141110450700142
421,2,274729,-0.0912721631293095,0.0604082656906992,0.1317030145543
422,2,275746,-0.0923810904488518,0.0603769471117982,0.12689445588346
423,2,277029,-0.0991323890332911,0.0600640257608843,0.0997412973305216
424,2,277741,-0.0907810635531997,0.0601251634987769,0.131971654771364
425,2,278218,-0.105564154280573,0.0599473225249604,0.0791129020314721
426,2,278379,-0.0990824248471128,0.0614743097548424,0.107905772454708
427,2,279910,-0.0911250131140981,0.0599931777039505,0.129677000426395
429,2,283431,-0.0736196216011644,0.0609446007086392,0.227865110173632
430,2,283573,-0.0977715022185804,0.0601130353548876,0.10474395684247
431,2,286762,-0.0809493797913008,0.060338676047775,0.180593442109225
432,2,287187,-0.0716790436629759,0.06008906201748,0.233717522132635
433,2,288379,-0.020770035636096,0.0597435372014339,0.728307800297217
434,2,294941,-0.108953255256941,0.0595076218268819,0.0679563877519419
439,2,297610,-0.0742961748115532,0.0599618812746662,0.216147687033753
441,2,299680,-0.0160456069627838,0.0599009851400919,0.788956736270172
442,2,299708,-0.0148755051959595,0.0600282109983796,0.804426604410379
443,2,299759,-0.0199442967917196,0.059820617499598,0.739029008857126
444,2,300111,-0.00483871867598262,0.0602475167621535,0.936033041645913
446,2,301710,0.00273980394869591,0.0598459022504477,0.963510707572381
447,2,303446,0.00432189490514354,0.060222596730714,0.942829301573544
448,2,303854,-0.0282501364292208,0.060215815280862,0.639253388424994
449,2,304472,-0.0511373166707273,0.0596635401558831,0.391973924986115
450,2,304691,-0.0194864038019338,0.0606843348673763,0.748316350300906
451,2,308097,-0.00758372507246335,0.0600521002575805,0.899577625745716
453,2,309402,0.00189145327308061,0.0596880001853027,0.974737973315525
454,2,310030,-0.00130748425392473,0.0600233869689743,0.982633431406725
455,2,310113,-0.0181312520817032,0.059848216442728,0.762103427075816
456,2,310972,-0.0402012630518557,0.0599086910127835,0.502632450864407
457,2,312659,0.0457293151401554,0.0596647072584875,0.443927800840859
460,2,318265,0.0498922021748379,0.0604320397493857,0.409593231374757
461,2,318379,0.0517193909817366,0.0606070927159077,0.394040905080168
462,2,321266,0.060663259567402,0.0601769290549849,0.3141057474939
463,2,322957,0.0865615238315171,0.0595476253832201,0.146931264920164
464,2,325221,0.124524156343965,0.0596866029676487,0.0376688245958269
465,2,332691,0.0903485141600517,0.0604742591197406,0.136069054875567
466,2,333006,0.120486916626787,0.0602054322990245,0.0461291242296015
468,2,335046,0.091473420204331,0.0597412416345913,0.126625413824333
469,2,335049,0.0832287675778182,0.0600309713736081,0.166490507353614
470,2,335995,0.0939953218178192,0.0596446599823265,0.115939556795811
471,2,336060,0.11479669863162,0.0594604091841686,0.0543280981930811
472,2,338292,0.0727971678152232,0.0596440287142611,0.223079707707089
473,2,339568,0.0503073629428769,0.0597998595504838,0.40077056105212
474,2,340466,0.0587913717732902,0.0602969154784144,0.330212483231846
478,2,348480,-0.0158704882009541,0.0597647188899238,0.790741234790206
479,2,350086,-0.0112023296355471,0.0597705362370928,0.851437242118061
480,2,351083,0.00981725683769433,0.0605437525448466,0.871279371542148
481,2,351335,0.00190908195452039,0.0598653588229086,0.974578120371608
482,2,351417,0.00390557517565049,0.0598556353355692,0.948011954687934
483,2,351450,-0.023710846839838,0.0599089409754613,0.692505365865989
484,2,352302,0.0243530813810146,0.060381604964325,0.686957346418453
485,2,352469,0.0176703814612492,0.0597774041255775,0.767707066212652
486,2,352562,0.0148986329021462,0.0600239059842765,0.804114979505307
487,2,352944,0.00617430393105583,0.0598550941700515,0.917899171095059
490,2,355266,0.0165678407293711,0.0598495003402223,0.782076469974004
491,2,358277,0.0103214073351666,0.0598629244425616,0.863208234872848
492,2,358926,-0.00451500588045116,0.0599530517492983,0.940011500981057
493,2,358948,0.0159471783679073,0.0599665212899815,0.790444758442641
494,2,359515,0.00339553876485615,0.059882191384882,0.954813348889853
495,2,363190,-0.0656431473283685,0.0603674093020282,0.277604709652861
496,2,363588,-0.0337806095290821,0.0606803588514706,0.578086815444266
497,2,363888,-0.0350666641713328,0.060157081626931,0.560320481221328
498,2,363954,-0.0488300069419457,0.0598905249232624,0.415438307963023
499,2,364199,-0.0601934382224176,0.0597796566342094,0.31466207125174
501,2,365981,-0.0602327262737269,0.0609882413025837,0.32401909896489
502,2,366047,-0.0360516972402737,0.0599418231911108,0.54792981516969
503,2,366936,-0.0401737011592488,0.0606249942510571,0.507981369578797
504,2,369530,-0.0408350050056111,0.0598335458753757,0.495385127417249
506,2,369931,-0.0728970704340476,0.0601587550999981,0.226420494395348
507,2,371033,-0.0343927962824244,0.0600958280958023,0.567483558526912
508,2,372919,-0.0136612368268143,0.0598596114941962,0.819606365455578
509,2,373518,0.00277498882538701,0.0598298529563282,0.963032535752822
510,2,376157,-0.0479176165666803,0.0599078154660627,0.424332239561148
511,2,376172,-0.0328316757125108,0.060370230375897,0.586895685972607
514,2,381433,0.0094398544690194,0.0603498022957384,0.875792195640595
515,2,381922,0.00237412580549101,0.0608205116110482,0.968884588036047
516,2,382146,-0.0119154846127605,0.0599022951689924,0.842443498590245
517,2,384206,-0.0211603902976039,0.0600815772905428,0.724902702840743
518,2,384955,-0.0285976221735481,0.0599389572529321,0.633577298540946
520,2,387301,-0.0127624206922492,0.0602596580874448,0.832392739005677
521,2,388313,0.0084481685738147,0.0599039647015959,0.887927840745233
524,2,390138,-0.0200604671982927,0.0600826461711063,0.738667445960607
525,2,391233,-0.0223064243382473,0.0604144426646357,0.712182607084689
530,2,395606,-0.0986567297158311,0.0598454877955205,0.10013483472425
531,2,395726,-0.0995637459156365,0.0598191916518639,0.0969175757337177
532,2,395853,-0.0941732690780092,0.0600155345083317,0.117509320168933
533,2,396484,-0.0846162748551859,0.0597888981006883,0.157876610111354
534,2,396705,-0.0495739831175193,0.0598712283322207,0.408224206398836
535,2,398759,-0.0990055960661499,0.0601890723078947,0.100878558501509
536,2,400386,-0.0779014680648731,0.0599388598118501,0.194558003050988
537,2,400847,-0.0634471884564094,0.0599316970168209,0.290479301522753
538,2,401130,-0.077588420365032,0.0604359033504055,0.200049303702306
539,2,401143,-0.0741519143016471,0.0603277844618928,0.21983416032895
540,2,401979,-0.0836698832339337,0.0602549630228784,0.16583076164432
541,2,403598,-0.0767139820533655,0.0599604428430666,0.201593062053704
542,2,404844,-0.0624100347970954,0.0606798037048814,0.304412270644135
543,2,405100,-0.0691081011444724,0.0601019288782067,0.250984759834666
548,2,406181,-0.0778853114480069,0.0601105952812429,0.195925383638664
549,2,406688,-0.052833267324717,0.0598396160906103,0.377883309136469
550,2,407621,-0.0691649751572643,0.0602846773518106,0.252032150019973
551,2,409016,-0.0621476145406069,0.0609120757925698,0.308292530090308
552,2,410647,-0.0762191375081619,0.059975652682711,0.20462432382687
554,2,419803,-0.0716809988475233,0.0604144212192398,0.236227473444511
555,2,419943,-0.0612917507922962,0.0608046772894493,0.314139886228761
556,2,422349,-0.07916100172845,0.0599974961566518,0.187888845814368
557,2,425467,-0.0982972986029126,0.0597005346958342,0.100549530068653
560,2,429095,-0.11040829718546,0.0599971267095319,0.0665743103527631
561,2,431266,-0.116125803461642,0.0599995543510445,0.0537341245866727
562,2,431446,-0.119753608605852,0.0602243296312006,0.0475327910686033
563,2,432524,-0.0750032985584079,0.0598461847131624,0.210937715979819
564,2,434090,-0.0713670931466077,0.0604125369437021,0.238267240578493
565,2,441927,-0.0411279298062566,0.059843860513638,0.492373973910809
