SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
70,1,87445,-0.0592436797415183,0.0584262069370492,0.311281282555061
71,1,87467,-0.0737730362132682,0.0586863322586771,0.209558101781246
72,1,89070,-0.0670495755786191,0.0583403754273502,0.251217582073966
73,1,89616,-0.069216929041534,0.0580181462269021,0.233661971495803
74,1,89679,-0.07053456957527,0.0580210276501851,0.224922062867053
75,1,89880,-0.0714833441489415,0.0580325017343468,0.218850741528653
76,1,91472,-0.0547590182357627,0.0585162374627069,0.350020100277284
77,1,93789,-0.0204366331111889,0.0579749441440944,0.724667672726957
78,1,94351,-0.0256427905232626,0.0581217315508097,0.659344757124794
79,1,99148,-0.0011384013656217,0.057985115664617,0.984347511596102
82,1,106800,0.0223346550733862,0.0580511923893704,0.700661244860566
83,1,107970,-0.0101998107593869,0.0578887960156887,0.860240505675892
84,1,109000,-0.00697367644797664,0.0579921778192434,0.904351924522649
85,1,112549,0.017284754566513,0.0579204111514814,0.765556293115353
86,1,112742,0.0225253578841196,0.05814104353536,0.698674269264375
87,1,113050,0.011494563454892,0.058052348962445,0.84315636475435
88,1,113135,0.00204988265196375,0.0579075991666385,0.971781431639569
89,1,114076,-0.0115345735480147,0.057904447523781,0.842220885172082
90,1,114628,0.011600499483254,0.0580509148164762,0.841726109380019
91,1,116283,0.00923486515855204,0.0583750204604099,0.87439051436191
93,1,127853,-0.018719767647756,0.058259879034448,0.748161921229374
94,1,128302,-0.00497558842629531,0.0580439762425654,0.931736796214011
95,1,128704,-0.0171673254534877,0.0580951743355212,0.767783043828559
96,1,128911,0.00245777476292736,0.058108642760564,0.966286488040217
97,1,130267,-0.0115839783488656,0.0580779729506916,0.842021193544273
98,1,130271,-0.0117691227239962,0.0581468063315417,0.839717818964014
99,1,130613,-0.0107162850124596,0.0586908192602798,0.85522550489263
100,1,132012,-0.0301406259823169,0.0585470335450556,0.607007654964962
101,1,133231,-0.0722953229045815,0.0580259600750078,0.213622440754792
102,1,137074,-0.0557773227832373,0.0579947629271596,0.33682608370208
103,1,137304,-0.0613827369895625,0.0579989375699325,0.29062302566084
104,1,139686,-0.0906694287794479,0.0579666880319893,0.118674969366102
105,1,149562,-0.043392833238333,0.0582541561120871,0.456834940432088
106,1,150447,-0.038411976414767,0.058911133885962,0.514804498506969
108,1,154084,-0.0130001477876344,0.0591246646049615,0.82609412546344
110,1,157269,-0.0237162915583487,0.0580418481227516,0.683076030436616
111,1,160054,-0.0375661098948151,0.0585730312471227,0.521708217208312
112,1,166222,-0.0370626247887103,0.0581402187583301,0.524232215310819
113,1,166416,-0.0294519804949342,0.0580344056034832,0.612126756137932
114,1,167326,-0.0445884644759684,0.0583372238926709,0.445185565061589
115,1,168836,-0.00924251793413983,0.0581067077116926,0.873711684913907
116,1,171200,-0.00834614247818788,0.0581941165650109,0.886041105369226
117,1,171431,-0.0124100692109956,0.058555406474512,0.832278339588237
118,1,173339,-0.002885324180085,0.0581035343018564,0.960422752593151
119,1,173845,-0.0150217297642831,0.058050066923501,0.795962015021882
120,1,175121,0.0199627720549313,0.0579307214683866,0.730602319812369
121,1,175281,0.0148206707544633,0.0579843472386831,0.798410295433162
122,1,175315,0.0146046694343196,0.0579662461557977,0.801225352414571
123,1,175523,0.00840462979604054,0.0582982049412986,0.885451510812979
124,1,175541,0.0147539780741245,0.0580566770717148,0.79954262910701
125,1,175653,-0.00296057822676171,0.058245501580529,0.959490290041575
128,1,175856,-0.0190891763628905,0.0591985624186375,0.747295030449449
129,1,175876,0.00329435310168882,0.0582996574783758,0.954969693320134
130,1,175989,0.00302059246722577,0.0584660393503285,0.958825604216479
131,1,176001,0.00578861512349296,0.0587701017390893,0.921594418643757
133,1,177692,0.00749255510387756,0.057970086252803,0.897234516776936
134,1,178191,0.0029485942063123,0.0580288064753595,0.959503594611172
135,1,178224,0.00749255510387756,0.057970086252803,0.897234516776936
136,1,178960,0.0212743778895719,0.058423495079982,0.715970890317337
140,1,183802,0.0106938562551095,0.0579759638583252,0.85376380081181
141,1,183954,-0.0114584054183929,0.0583976753158532,0.844556060929827
142,1,184450,0.0130021034344015,0.0578853880134347,0.822406376037144
144,1,184718,0.0308358637272713,0.0581952987537604,0.59653611478679
145,1,185296,0.019071676685195,0.057962570155953,0.742324848401666
146,1,185438,0.0101025211357774,0.0579717014028586,0.86175598333955
147,1,185469,0.0111136535533658,0.0580548500375229,0.848295897807778
148,1,185503,0.000113187128395711,0.0579077016353405,0.998441549816829
149,1,185705,0.00628929013987858,0.0585539439177519,0.914524592144973
150,1,185749,0.00283126398583632,0.0585547068497252,0.961462693083227
151,1,185806,0.00571496623281078,0.0586322986515,0.922407445335425
152,1,185879,-0.0155640517968663,0.058910585778233,0.791781621949651
153,1,185916,-0.00336795982407898,0.0588893411601645,0.954425141961333
154,1,185941,-0.00302436150653087,0.0591459265762406,0.959247750093468
155,1,185954,0.0166209383800359,0.059312281221619,0.779467037289902
156,1,186055,0.0109679163965744,0.058132062603919,0.850457997963461
157,1,186896,-0.0201463125204393,0.059078367330509,0.733298947693295
161,1,190132,0.0765400140070887,0.0580660068658404,0.188306363483913
162,1,190148,0.0790061511511417,0.0580742502358862,0.174560857253458
163,1,190165,0.0818952902452981,0.0585115850190389,0.16249862758957
164,1,190169,0.0823405884338318,0.0584364421450668,0.159697014817844
165,1,190933,0.0588016099268854,0.05804101693073,0.311704190481136
166,1,192149,-0.0800252913386853,0.058445553421644,0.171798511707682
168,1,192303,0.0525581075405044,0.0698046315579496,0.451992892092371
171,1,192795,-0.0450179874668556,0.057965797618752,0.437897072307255
173,1,194187,-0.0166284500587729,0.0580566169528388,0.774726145593925
174,1,194867,0.0182286238855427,0.0580236530862814,0.753586240451478
190,2,8314,-0.0187731879414957,0.0590058740043456,0.750553265337258
194,2,8498,-0.0117993909035816,0.0589245583587827,0.841403720630213
195,2,8651,-0.00602497226554943,0.0589822076262248,0.918696424759754
197,2,9812,0.00101191035960813,0.059333520197349,0.986402680503999
198,2,9932,-0.010117813097248,0.0590972399472149,0.864159738540531
199,2,10135,-0.00892407616527646,0.0588714468437064,0.87960021644075
200,2,11616,-0.0229220743539934,0.0587982181206776,0.696887742993275
201,2,12133,-0.019788681466021,0.0590352787647034,0.737672614203809
202,2,12194,-0.0249098447574839,0.0592581634316993,0.674477227157712
203,2,12359,-0.0333280209629919,0.059073066192953,0.57298785875446
204,2,13061,-0.0127607725682809,0.0590914410986299,0.829151769265658
205,2,14298,-0.00721110491082899,0.0592805289789695,0.903250391573367
206,2,15222,-0.0102707950178865,0.0598573579634965,0.863859884823329
207,2,17986,-0.0329426057174222,0.0587847313177204,0.575566259168876
208,2,19770,-0.0198163473909102,0.0592080947300534,0.738057848240315
209,2,19836,-0.0267548919362685,0.0590376256288514,0.650694874385505
210,2,19851,-0.0252286498253106,0.0592124776177422,0.67031664612184
211,2,21595,-0.00796534727342812,0.0589815557141702,0.892650812026262
212,2,22385,-0.0283897662761994,0.0590195510210461,0.630798105815458
213,2,23441,-0.025559269742359,0.0595967842574405,0.668279471387894
214,2,24209,-0.0217497588070769,0.0591101198353421,0.713128649263335
215,2,24341,-0.0139196563490015,0.0592566637347974,0.814419065900414
216,2,26815,-0.0320654567466623,0.0591656697452713,0.588187636030434
217,2,28209,-0.0463819542729677,0.0591587109369588,0.433550750907977
221,2,41245,-0.0749790330469626,0.0588479202196658,0.2034607496093
222,2,43214,-0.0629492318947632,0.0598456455310575,0.293583360336033
223,2,47104,-0.0792772563083478,0.0581154198253966,0.173394299357067
224,2,50915,-0.0756360924140353,0.0587030267851686,0.198432150552798
225,2,55834,-0.0809025451625581,0.0584105038978171,0.166906210662057
226,2,56422,-0.0821906334991664,0.058510411861296,0.160984446124684
227,2,57715,-0.0764504725870434,0.0583385698776082,0.190891625298063
228,2,59046,-0.0871954812300698,0.0585926277371157,0.137600216886849
229,2,59191,-0.0691987587981512,0.0583234304632496,0.236236287566207
230,2,59383,-0.0778715860029305,0.0583093176025377,0.182576075125393
231,2,59477,-0.0842602153032987,0.0591662659116215,0.155293373912306
233,2,60471,-0.0677174591743347,0.0584240992889291,0.247212234648017
234,2,60478,-0.0671708137642249,0.0584928074597631,0.251597466015277
235,2,60786,-0.0692924393577599,0.0583892469445405,0.236131046447267
236,2,61035,-0.0653115636472045,0.0583980172628618,0.264162389486314
237,2,61071,-0.0681243289142634,0.0581230140398542,0.241958766169278
238,2,61675,-0.0624729551330641,0.0583089272527357,0.284715642023907
240,2,62939,-0.0733250767303737,0.0581719378092236,0.208325629413346
241,2,63527,-0.0730335885271037,0.0583923124745351,0.211857802026374
242,2,63857,-0.101431867671198,0.0582856776860707,0.0826859268860549
243,2,65527,-0.0943582048440393,0.0581256262569039,0.105407350816345
247,2,67976,-0.077187506862856,0.059039748225352,0.191933886559622
250,2,72389,-0.029418074486199,0.0587966980921961,0.61715064767322
251,2,72392,-0.0141499118296275,0.0592126989387272,0.811269444293511
252,2,73646,-0.0255420565706086,0.0579874813934936,0.659862460487036
253,2,74564,-0.0126571788801052,0.0578856045813692,0.827042447763521
254,2,74739,-0.0117758149369436,0.0580764873830193,0.839436394686046
257,2,80873,0.0339881208775092,0.0581903250110303,0.559535893485775
258,2,81501,0.045414972507723,0.0581585271557451,0.43539499045394
259,2,83526,0.0234590617737798,0.0581050260146138,0.68665169276144
260,2,83845,0.0382405553179234,0.0581380577335513,0.511124731067971
263,2,84447,0.0390050863574403,0.0588798220299606,0.508113525988554
264,2,87391,0.00652447473023318,0.0579157559812326,0.91036845312783
265,2,87562,0.00708123930736572,0.0580621393194981,0.903000357206967
266,2,87849,-0.00143097645803903,0.0580578134971356,0.980350106263856
267,2,87878,0.00864770161554936,0.0583055290785875,0.882177279697507
269,2,89785,-0.00964419917156835,0.0583115853791187,0.868731078314507
272,2,93721,-0.00781515416383152,0.0581362658964021,0.89314058709623
273,2,93952,0.00109186729480528,0.0579714287832121,0.984983711898168
274,2,95085,7.65888811440109e-05,0.0580523657536788,0.99894809101703
276,2,107124,-0.00925975555859687,0.058079154447704,0.873418628469549
277,2,111645,0.0319358291748239,0.0580935781513773,0.582851654007058
278,2,111916,0.0262995286936253,0.0582386132841846,0.651847219254394
279,2,111931,0.0322456545512399,0.0583192631574808,0.580670888100092
280,2,111999,0.039323725231845,0.0580973052038057,0.498938261910806
281,2,114528,0.0310665790934301,0.0584461510830743,0.595377624722164
282,2,116024,0.0204129665016623,0.0585984904370496,0.727782667526659
286,2,120090,0.00894566418878429,0.0583751480357952,0.878293111487276
287,2,120291,0.0213972639994095,0.0590336891874532,0.717226316391988
288,2,120726,0.0130798345717153,0.0586994067536237,0.823798741008642
289,2,121716,0.0304886086671773,0.0586144050056946,0.603281209463851
290,2,123100,-0.00527845816509376,0.0587170774813442,0.92842046797549
291,2,124677,-0.0352851219446097,0.0586067807525088,0.547517031710572
293,2,127887,-0.0467425034456891,0.0589864494537612,0.428643484021249
294,2,128935,-0.0347061799168915,0.0589541467186454,0.556440471907472
295,2,129053,-0.0438340569477904,0.0591166043939323,0.458892617975531
296,2,130040,-0.0551993024283013,0.0594511738804212,0.353792404681127
297,2,130976,-0.0395059811945695,0.0590014348853775,0.503565441157435
298,2,132199,-0.0619620247793895,0.0592207696042583,0.29614363721714
299,2,133355,-0.0446677998079837,0.0596664034436288,0.454581379589289
300,2,133435,-0.0372727974142197,0.0598098950195866,0.533563532589239
302,2,135183,-0.024757113407595,0.0598614299989059,0.679437471410846
303,2,135402,-0.0314706975164574,0.0598434489078924,0.599299184593805
304,2,135898,-0.0441728274419821,0.0601384428536716,0.463120135780355
305,2,135912,-0.0432346863424413,0.0601848614760443,0.473007570489517
306,2,135925,-0.0452545366524535,0.0599076030384371,0.450509410184784
307,2,136002,-0.0346078916369443,0.0598828209799299,0.563681958737497
308,2,136173,-0.0270216037090296,0.0603178624476027,0.654437567422951
310,2,138318,-0.0361454635955176,0.0618980005685978,0.559625536449285
311,2,138695,-0.0476778991857756,0.0608135607466978,0.433565204788431
312,2,138818,-0.0548117958344077,0.0606847803064277,0.367024303728047
313,2,139728,-0.038617126230907,0.0606111041480301,0.524453437109011
314,2,140174,-0.0731732312346041,0.0605207608329442,0.227448979302093
315,2,140863,-0.0691601132091064,0.0605095519172477,0.253828978551212
316,2,141152,-0.0643352463490727,0.0606956630267652,0.289885474173459
317,2,141292,-0.0763125211780362,0.0602182470797024,0.205895665826598
318,2,141545,-0.088628804934145,0.0604653482179974,0.143598815343
322,2,146723,-0.0345178174568705,0.060511803426775,0.568748212176562
323,2,147946,-0.0573985043736811,0.0610178198188219,0.347509936990767
326,2,151397,-0.0426147854240999,0.0612049730570763,0.486722045137883
327,2,153035,-0.0780300383237078,0.0604377208541906,0.197520180197824
328,2,153228,-0.0828404697129483,0.0608628003114812,0.174349748209675
329,2,153455,-0.0798951485711914,0.0613356445269718,0.193564198527533
331,2,153815,-0.0846818391709681,0.061080919873471,0.166503532056037
332,2,154160,-0.0846192452697501,0.0604376694470103,0.162359353252477
333,2,154235,-0.0990016003964174,0.0609832119994895,0.105391455601994
335,2,159870,-0.129205254762203,0.0592668165530425,0.0299130903951594
336,2,161229,-0.121385043647681,0.0602347590553391,0.0446413791676428
339,2,162696,-0.0989822719731441,0.0600890786585358,0.100394672281386
340,2,163284,-0.0544488828619432,0.0594496739362471,0.360354060773402
341,2,164166,-0.021802564036029,0.0600617042130904,0.716820091565481
342,2,165270,-0.040385662951032,0.0595289239687343,0.497949385387609
343,2,165675,-0.0332061907482963,0.0605263598748668,0.583610584278743
346,2,168062,-0.013263583218763,0.0600038959075956,0.825184909597866
347,2,168518,-0.0164002756247872,0.0596580704602129,0.783550388409757
348,2,168980,-0.00980618904322728,0.0596338464881835,0.869478903275148
349,2,169651,-0.0168181638025723,0.0596577408758272,0.778177077069577
352,2,170725,-0.0177784753601984,0.0597631721321624,0.766273443064364
353,2,171254,-0.0333977216384883,0.0598409927474479,0.577124602008977
354,2,172242,-0.0182717207113186,0.0591517209343042,0.757582985334114
355,2,173254,0.0147465754319954,0.0587011299732963,0.801794440410117
356,2,173340,0.00851667230635711,0.0586975221674803,0.884719275423236
357,2,173385,0.0130437076074981,0.0587492298041547,0.824424008061674
358,2,173973,0.0256486987644703,0.0585813483499512,0.661776962400228
360,2,177341,-0.000176493945478473,0.0583975947516253,0.997590279475958
361,2,180314,-0.0206068668787801,0.0584068922086769,0.724437208033164
362,2,180339,-0.0170562194688819,0.0585577381931393,0.771014504713684
363,2,182758,-0.0352554525311106,0.0583245668983906,0.545919503443498
364,2,183619,-0.0320256467628938,0.0585597344946677,0.584800859426948
367,2,187176,-0.0838511151053603,0.0587341703833644,0.154280204279337
368,2,191066,-0.0350930969690268,0.059314416113864,0.554466816118863
371,2,191599,-0.064823899489152,0.0584197594610566,0.267916920701487
373,2,191763,-0.0604200854193438,0.0586652569689559,0.303756196039561
374,2,191959,-0.0574892272347736,0.0585300489288468,0.326665504347
376,2,195759,-0.0839109110546706,0.0589442766867564,0.155456168070492
377,2,196912,-0.1139520603909,0.0578399680063274,0.049605133708812
379,2,198110,-0.158086490382523,0.0578974005046127,0.00664189391726178
381,2,198805,-0.128701303114385,0.0583569418370028,0.028069009968896
382,2,198891,-0.126882922783194,0.0579074588616724,0.0290953285997539
383,2,199248,-0.130493242738423,0.0580188228499115,0.0251186678343288
384,2,201782,-0.104458576080691,0.058095830673308,0.0730251451437142
385,2,203285,-0.0747489730070345,0.057998699365524,0.198310106393993
386,2,203783,-0.0641893658759694,0.0579091202263216,0.268422149300714
387,2,204179,-0.0547224367656879,0.0580771929598251,0.346716077426086
388,2,205406,-0.0753029579994418,0.0586107556830355,0.199705444560968
389,2,205834,-0.0700795443039514,0.0583471594778016,0.230525852938538
391,2,207192,-0.0957852763004888,0.0581886823369807,0.100630027664495
392,2,207561,-0.0889280698768992,0.0579604647703771,0.125854461616497
393,2,208682,-0.0777180526759389,0.0579080198164323,0.180427821040269
394,2,210102,-0.0436091623386587,0.0581592075584558,0.453860220662074
396,2,214801,-0.0943789179712871,0.057985558727427,0.104495983825763
397,2,215016,-0.0985034756100177,0.0579327774275055,0.0899540796074866
398,2,218876,-0.11654642738461,0.0584426285405465,0.0468987732302941
399,2,227511,-0.134151781397095,0.0587546147526968,0.0230091066020953
400,2,230378,-0.158042389952867,0.0578324646423442,0.00659660024606704
401,2,231943,-0.166833960187398,0.0579319848026154,0.00422175366703273
402,2,232156,-0.160924876338325,0.0579550336136394,0.00578398532281106
403,2,232789,-0.172826846988076,0.0576478060269343,0.00291037724041621
404,2,238524,-0.175995259950097,0.0577038739772244,0.00246161075669537
405,2,241518,-0.156566474604845,0.0583749569620263,0.00766042290412504
406,2,250396,-0.121571676244029,0.0582062201352426,0.0374563817882876
407,2,250466,-0.120008179761887,0.0581946043781394,0.0399212673857666
408,2,252305,-0.150860498346188,0.0581475004659326,0.00986922111096456
409,2,254571,-0.102292241802804,0.0592742058717088,0.0852681468857448
410,2,254742,-0.0948133463612079,0.059255477635582,0.110475993769404
411,2,254908,-0.108932238748366,0.0596430971575362,0.068634271595249
413,2,255862,-0.0760138459675369,0.0594257021957669,0.201687637630041
414,2,255975,-0.0507318343455656,0.059286764755606,0.392742784003988
415,2,258311,-0.0713308287581173,0.0582446374418059,0.221513820490955
416,2,259284,-0.0825573192689377,0.0583996991432654,0.158343002455893
417,2,266330,-0.0858774865162955,0.0586387163736187,0.143942320684263
418,2,267100,-0.10231054192672,0.0585596630625517,0.0814868042626578
419,2,268086,-0.097244013125769,0.0585884168039451,0.0978463223915293
420,2,274614,-0.049577594696942,0.0583996580194298,0.396492018018559
421,2,274729,-0.0696059891276494,0.0586621220930822,0.236200109647812
422,2,275746,-0.0473491924670639,0.0586992577357978,0.420416810520122
423,2,277029,-0.0535786576373962,0.0584107324954379,0.359625237428625
424,2,277741,-0.0550578396434531,0.0584298232246918,0.346688593124853
425,2,278218,-0.0575901843642109,0.0583170953525241,0.324056733356851
426,2,278379,-0.0544196759850893,0.0597726493090992,0.363209424777193
427,2,279910,-0.0589617881359109,0.0582926769595789,0.312480273989474
429,2,283431,-0.0449373580027003,0.059183770401903,0.44818872217162
430,2,283573,-0.06219869794926,0.0584278438858275,0.287812379910042
431,2,286762,-0.0546385176053081,0.0585992365840531,0.351761933732948
432,2,287187,-0.0467804367575119,0.0583444916110236,0.42320981661387
433,2,288379,-0.015982772831436,0.0579487998573633,0.782856526223513
434,2,294941,-0.102533838500416,0.0577323511278326,0.076590885819796
439,2,297610,-0.065893715420943,0.0581776092443538,0.258138326457439
441,2,299680,-0.0351093414662302,0.0580736800170383,0.545856142257811
442,2,299708,-0.0184069400178004,0.0582180501506731,0.752058531454086
443,2,299759,-0.0322020792016523,0.0580037016690184,0.579128079537784
444,2,300111,-0.0345222417556086,0.0584055713602092,0.554846510549567
446,2,301710,-0.031715029467484,0.0580200301262885,0.584983741052926
447,2,303446,-0.0328606955153737,0.0583839979583492,0.573902917373211
448,2,303854,-0.0502636393703596,0.0583601049078333,0.389675577934545
449,2,304472,-0.0655609906598128,0.0578225220327174,0.257634697816708
450,2,304691,-0.060183681344279,0.0587789790801415,0.306584581272518
451,2,308097,-0.0526495678871989,0.0581782662012293,0.366098664106012
453,2,309402,-0.0559715134932973,0.0578146400776633,0.333647230458251
454,2,310030,-0.0342110829110576,0.0581881060342615,0.556948868142176
455,2,310113,-0.0554859088990083,0.05797903451533,0.339222437614038
456,2,310972,-0.0808725125215256,0.0579828039004117,0.163963089282295
457,2,312659,-0.0402076548924704,0.0578772461476754,0.487696719592846
460,2,318265,-0.0550701573067683,0.0585961981721587,0.347950105494289
461,2,318379,-0.0382070091592812,0.0588081370407304,0.516315561101541
462,2,321266,-0.0281493916522095,0.0584302166592439,0.630274368317337
463,2,322957,-0.0455058089967261,0.0578770606790981,0.432248816237701
464,2,325221,-0.00389145189145118,0.0582453464691645,0.946769688751679
465,2,332691,0.030420397118098,0.0588167118414019,0.605335798735593
466,2,333006,0.0321953252801699,0.0586984313610883,0.583704279846786
468,2,335046,-0.00545237604596628,0.0581342692885857,0.925329692537361
469,2,335049,-0.00461579982329638,0.0583816972596328,0.93702775235238
470,2,335995,0.00346424622702085,0.0580520730813594,0.952448406013538
471,2,336060,0.0059709261278509,0.057973323959806,0.918025921973403
472,2,338292,0.0045563673032369,0.0579700383726648,0.937396388581623
473,2,339568,-0.0262035748460656,0.0580411094739895,0.65193111823995
474,2,340466,-0.0185645428039753,0.0585522057245447,0.751385763948157
478,2,348480,-0.0723039491805317,0.0578435832889731,0.212130941253465
479,2,350086,-0.0715255067656592,0.0578490679161679,0.217126033604431
480,2,351083,-0.0515980220430519,0.0586591862424767,0.379661495831733
481,2,351335,-0.0612909955108141,0.0579716498491419,0.291116796169982
482,2,351417,-0.0815392965635803,0.0578917542619669,0.159869547100068
483,2,351450,-0.0846198676710449,0.0579436647514978,0.145074626656597
484,2,352302,-0.0380211930529692,0.058542510882703,0.516461534649831
485,2,352469,-0.0495982212563112,0.057925024971733,0.392441141561783
486,2,352562,-0.046160641413009,0.058170272151738,0.427994311257433
487,2,352944,-0.0580336343991549,0.05797196850779,0.317481715564418
490,2,355266,-0.0679055188830566,0.0579415840205153,0.242001400038876
491,2,358277,-0.0464191294547365,0.0580107749171684,0.424144008850983
492,2,358926,-0.0511361333824896,0.0580850685740561,0.379259901421784
493,2,358948,-0.0281881850530795,0.0581478701339167,0.628142100936593
494,2,359515,-0.0227254733870684,0.0580672730204607,0.695763902769967
495,2,363190,-0.0280160220774223,0.058629236510374,0.633052232491953
496,2,363588,-0.0212557321615813,0.0588687051365681,0.718262999130809
497,2,363888,-0.0300384139612319,0.0583523969507608,0.607031715854779
498,2,363954,-0.0271854349011751,0.0581243483362267,0.640279419005227
499,2,364199,-0.034043685269164,0.0580350830537268,0.557843780645025
501,2,365981,-0.0535630000255329,0.0591653815514818,0.365918756722307
502,2,366047,-0.0427392217388881,0.0581227244519408,0.462628490129164
503,2,366936,-0.0480085561315561,0.0587810962868181,0.414630941928563
504,2,369530,-0.0279671055630921,0.0580516160080931,0.630273037029708
506,2,369931,-0.0573335112196991,0.0583893821464959,0.326813366302208
507,2,371033,-0.0150568604115138,0.0583083376575569,0.796381239264457
508,2,372919,0.0280655415636979,0.0580427690295373,0.629017769705128
509,2,373518,0.0305119347843948,0.0580062899899024,0.599211004739038
510,2,376157,0.0332992042526972,0.0581300750417998,0.567118047916502
511,2,376172,0.0532432972549258,0.0585088887539614,0.36344155898374
514,2,381433,0.0138037138870275,0.0585305571392533,0.813695356429907
515,2,381922,0.0123035959054238,0.0589861718964023,0.834892984212993
516,2,382146,0.0080811069773466,0.0581007674282412,0.889460097105287
517,2,384206,0.00814507687455129,0.0582816138285581,0.888934221443659
518,2,384955,0.0215193713276574,0.0581421229655607,0.71151749438369
520,2,387301,0.0237009786921383,0.0584358077163826,0.68528960179738
521,2,388313,0.0577575386871134,0.0580209784287729,0.320194662822733
524,2,390138,0.0273708989531975,0.0582650166490151,0.6388125694904
525,2,391233,0.0281279451133817,0.0585880231104514,0.631455643121021
530,2,395606,0.0685642806790594,0.0581526167996144,0.239176190784218
531,2,395726,0.065472576678387,0.0581413774908941,0.260891293530612
532,2,395853,0.0619738373778233,0.0583183797040268,0.288653057382029
533,2,396484,0.0787159286775732,0.0580022874270575,0.175610920760722
534,2,396705,0.088857718175938,0.0579326093381328,0.125971699539325
535,2,398759,0.0592238027121515,0.0585157102639698,0.312183032521616
536,2,400386,0.0997055765179359,0.0580313540889133,0.0866492633002803
537,2,400847,0.0710761335792351,0.058096787523417,0.221991281738388
538,2,401130,0.0764827653891347,0.0586121389985201,0.192778145193965
539,2,401143,0.0872248364587648,0.058452791889989,0.136532784395596
540,2,401979,0.0714480298355374,0.0584770317511808,0.222593425335008
541,2,403598,0.072671878327586,0.058161707750086,0.212317465822162
542,2,404844,0.0858638177605725,0.0587638851004653,0.144859303255558
543,2,405100,0.0859118447139383,0.0582225081993172,0.140948640079799
548,2,406181,0.0920651485324151,0.0582338071856875,0.114783420006886
549,2,406688,0.0986014454984297,0.0578648632854812,0.0892620066391133
550,2,407621,0.0824127394025679,0.0584144315260807,0.159175867401629
551,2,409016,0.0686352836165701,0.0590526481276464,0.245909881079037
552,2,410647,0.0589021551177976,0.0582188201030064,0.312356621274853
554,2,419803,-0.02449269787445,0.0586980622379373,0.67673760528028
555,2,419943,-0.0295397997512511,0.0590382060205483,0.617140042220667
556,2,422349,-0.00271678304329936,0.0583345693473158,0.962880336438125
557,2,425467,0.0213046475565758,0.0581142738783665,0.714137626250658
560,2,429095,-0.0210561294914379,0.0584587947498445,0.718922302683133
561,2,431266,-0.0231667572260931,0.0584883909935943,0.692276798108355
562,2,431446,-0.0274688768149385,0.0587194694132621,0.640217400411366
563,2,432524,0.0124460339676466,0.0581699023770323,0.830701759477663
564,2,434090,-0.0216760489601862,0.0586983565841535,0.712141457662176
565,2,441927,0.0136492821313803,0.0580767019489481,0.814328204329909
566,2,446471,0.0422232749904912,0.0587502939299309,0.472807111068556
567,2,449325,0.0330341095022679,0.0584229713231247,0.572140420872673
