SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
209,2,19836,0.248419315864979,0.155550213725935,0.111152405936971
210,2,19851,0.267009716845079,0.155921906955781,0.0876904665998274
211,2,21595,0.281257597749009,0.155201282626293,0.0708029912977894
212,2,22385,0.251424350724657,0.155494331759538,0.106785383365479
213,2,23441,0.22494190068826,0.157129469701242,0.153151565846233
214,2,24209,0.223995232638587,0.155831968586441,0.151485876538184
215,2,24341,0.262621481319869,0.156032179732402,0.0932352613995471
216,2,26815,0.272171785664624,0.155797270932572,0.0815137501867605
217,2,28209,0.276389518434767,0.155829119007064,0.0769797202195811
221,2,41245,0.184811761888327,0.155610978118853,0.235768874790767
222,2,43214,0.143000569650401,0.158266579242388,0.366854249433988
223,2,47104,0.144376883474718,0.153840506014056,0.348637312868555
224,2,50915,0.130816584566843,0.155389803383484,0.400435840888171
225,2,55834,0.114813237048486,0.154706323836086,0.458498037910412
226,2,56422,0.171473040010132,0.154835021139314,0.268850687220634
227,2,57715,0.156214929996553,0.154368725383041,0.312250442023371
228,2,59046,0.166086395827529,0.155122842860153,0.285046378508002
229,2,59191,0.115107671203768,0.154363363500271,0.456349170588199
230,2,59383,0.12949917067665,0.154375592245386,0.40211679633234
231,2,59477,0.104129370092678,0.156756537348235,0.506948302907096
233,2,60471,0.12825700619689,0.154586860153783,0.407282707964991
234,2,60478,0.135028275408152,0.154747289158885,0.383489102572374
235,2,60786,0.162033150627489,0.154418727083047,0.294753215478843
236,2,61035,0.155848502001329,0.154425589198251,0.313563166841953
237,2,61071,0.175162584058402,0.153664108274611,0.255098471540459
238,2,61675,0.13655282392555,0.154218699196935,0.376517159842826
240,2,62939,0.110757617009274,0.15401021597344,0.472519621830421
241,2,63527,0.161978297430889,0.154461115168795,0.295048779800947
242,2,63857,0.161088621764682,0.154499793025377,0.297825708879865
243,2,65527,0.0750719198781045,0.15417559747283,0.626613834911841
247,2,67976,0.123816421852898,0.156309906336076,0.428821877557481
250,2,72389,0.33239636322178,0.154474169373922,0.0320914794271121
251,2,72392,0.217407164841447,0.156112961344491,0.164609060095387
252,2,73646,0.353659368611863,0.152172035326501,0.0206884904515124
253,2,74564,0.29919782570982,0.15219992182703,0.0501027214603539
254,2,74739,0.369439961833013,0.15226957145452,0.0157572342378054
257,2,80873,0.316713550321177,0.152974262721196,0.0391442244235187
258,2,81501,0.306227764994966,0.153008946386621,0.0461173894445702
259,2,83526,0.298041738035947,0.152814748771801,0.0519259493340704
260,2,83845,0.298648258794959,0.152958192999049,0.0516709850655574
263,2,84447,0.310329792689287,0.154867001339611,0.0458501559376442
264,2,87391,0.376707349459264,0.151784306901112,0.0135344703404908
265,2,87562,0.387230660437486,0.15210026334654,0.0113243446911792
266,2,87849,0.390203066692957,0.152064070249657,0.0106986227382469
267,2,87878,0.365120674405165,0.152905271778914,0.0174707925731111
269,2,89785,0.246859835131264,0.153591477725099,0.108893685959492
272,2,93721,0.241143946525523,0.153150077418112,0.116253879907692
273,2,93952,0.243037940134171,0.152700422856108,0.112369760931445
274,2,95085,0.324487817914161,0.152486291932202,0.0340311275339572
276,2,107124,0.268046288675477,0.152873304937366,0.0804032786018385
277,2,111645,0.301351089920689,0.152796361779907,0.0493624192393771
278,2,111916,0.287344822175579,0.153236722552401,0.0615947660012011
279,2,111931,0.285975607675579,0.153480614002057,0.0632547382548816
280,2,111999,0.309698772298772,0.152793083116436,0.0434221905979044
281,2,114528,0.243706775502894,0.154018772629723,0.11447235659779
282,2,116024,0.332788733868515,0.153915702633925,0.0312780138174906
286,2,120090,-0.0193228041737545,0.15431620512095,0.900424105296642
287,2,120291,0.0167716169294345,0.156081834729687,0.914489864497162
288,2,120726,-0.0480895606097093,0.155161478896189,0.756795293449992
289,2,121716,0.015888627816151,0.155004036612383,0.918414360228625
290,2,123100,-0.0357422418413585,0.155208507185882,0.818003455727599
291,2,124677,-0.0287010494936177,0.154998815955438,0.853202453748628
293,2,127887,0.0475534961488848,0.156048576496894,0.76074741064823
294,2,128935,0.0897867573919253,0.155848312192458,0.564903678718083
295,2,129053,0.10011598533621,0.156305385031687,0.522253221662556
296,2,130040,0.100717558718529,0.157259414939626,0.522292426429387
297,2,130976,-0.014093246237141,0.156067298346352,0.928098156337731
298,2,132199,0.0638499070404241,0.156755621103709,0.684018893793355
299,2,133355,0.0783717901968086,0.157797963482348,0.619738632793831
300,2,133435,0.0391870156927199,0.158180446897065,0.804482593196085
302,2,135183,0.0224545159950111,0.158277301453383,0.887265043745205
303,2,135402,0.0384679015276783,0.158244658915133,0.808075856390689
304,2,135898,0.0634257409343348,0.159061385277147,0.690318454061008
305,2,135912,0.0719912665968692,0.159168606135597,0.651333831044497
306,2,135925,0.0600124743618937,0.158461299601957,0.705123423014998
307,2,136002,0.0403784322511287,0.158360317020088,0.79888840439806
308,2,136173,0.0786418449045574,0.15944044535019,0.622152199845693
310,2,138318,0.145820688152347,0.163522078237161,0.373134796759753
311,2,138695,0.133136719528009,0.160744220023576,0.408087431535261
312,2,138818,0.0797319310230291,0.160549192450152,0.61976620235649
313,2,139728,0.0587101916047175,0.160286884106151,0.71437412863382
314,2,140174,0.00821246084841354,0.160316744935155,0.959174034237124
315,2,140863,0.0060342775127924,0.160252172659632,0.969984130421648
316,2,141152,-0.00520204076939201,0.16070366845698,0.974194968479687
317,2,141292,0.0262081521841961,0.159542323752377,0.869611951369043
318,2,141545,0.0543749903095667,0.160299501555902,0.734654198532183
322,2,146723,0.167955795284394,0.159786584220513,0.293919865410715
323,2,147946,0.133693181966301,0.161345601171714,0.407882909754796
326,2,151397,0.148459175244596,0.161713259868635,0.359224959567947
327,2,153035,0.159243751566796,0.159919227068885,0.320041008771839
328,2,153228,0.150236857111092,0.16111392458341,0.351721548342537
329,2,153455,0.102690396763864,0.162437841271359,0.527676715760694
331,2,153815,0.117900409445391,0.161784538295649,0.466638067070039
332,2,154160,0.104713970037495,0.160112794416749,0.513536810880048
333,2,154235,0.0779271874908607,0.161756415771454,0.630277541149076
335,2,159870,0.158342843428626,0.157497456297122,0.315408512444943
336,2,161229,0.19324366494329,0.159813042783556,0.227400710953856
339,2,162696,0.182524794539047,0.159158396905616,0.252235959422758
340,2,163284,0.232121456470148,0.156855823714837,0.139807942637214
341,2,164166,0.187703630849051,0.158487968615749,0.237075343690381
342,2,165270,0.202922191464084,0.157096226104739,0.197303946908203
343,2,165675,0.212118150754849,0.159670776122667,0.184880419642617
346,2,168062,0.214673182493868,0.158219037699001,0.175708572978075
347,2,168518,0.14787577808914,0.157526279254023,0.348507549735903
348,2,168980,0.166484309417116,0.157398673739412,0.290904699232944
349,2,169651,0.236876984200347,0.157218070485636,0.132787590153194
352,2,170725,0.263030230746621,0.157382104200611,0.0955517667493756
353,2,171254,0.261486960282507,0.157646079333221,0.0980652320919217
354,2,172242,0.25373423025249,0.155804300135184,0.104301583571157
355,2,173254,0.190819791478481,0.154857408636806,0.218683664789782
356,2,173340,0.161903248963929,0.154931862539572,0.296739659271806
357,2,173385,0.163809080971229,0.15506931855765,0.291526012957531
358,2,173973,0.188439804070117,0.154576588592123,0.22363131294718
360,2,177341,0.260862858886003,0.153748195413362,0.0906370129726453
361,2,180314,0.219416829618748,0.153983415660048,0.155058625017291
362,2,180339,0.197385326780323,0.154458905878996,0.202119162298656
363,2,182758,0.216168643225959,0.153830896403465,0.160830682489237
364,2,183619,0.206049661356361,0.154479221962852,0.183118155000918
367,2,187176,0.110786578048339,0.155599470616358,0.476936038509084
368,2,191066,0.182883533425544,0.156572894472674,0.243578576848502
371,2,191599,0.10848267539642,0.154593736255653,0.483311506950473
373,2,191763,0.113581034987585,0.155196530703725,0.464743922987686
374,2,191959,0.0858231727736565,0.154867913973451,0.579813305251247
376,2,195759,0.195605436699486,0.1559184208446,0.210476879021315
377,2,196912,0.113658983815393,0.153618989990803,0.459867082660664
379,2,198110,0.0760785201384133,0.154606348120579,0.622969448220543
381,2,198805,0.0971846715700178,0.15523937252497,0.531699128705374
382,2,198891,0.113819709165218,0.153996526371827,0.460333992478377
383,2,199248,0.0882173004949283,0.15439622561541,0.568112770937648
384,2,201782,0.111149364479604,0.154164318141274,0.471399125903209
385,2,203285,0.270918501269347,0.153001674349214,0.0774752563915633
386,2,203783,0.191403466107906,0.153009974639044,0.211791572909201
387,2,204179,0.15969990046142,0.153484614250772,0.298822324827891
388,2,205406,0.161025842059722,0.155062492237814,0.29976779188959
389,2,205834,0.124751206774615,0.154412661894501,0.419687700390347
391,2,207192,0.124209623749036,0.15426924282925,0.421276061598359
392,2,207561,0.128826850644076,0.153575325199623,0.402120481467291
393,2,208682,0.13437475869067,0.153302961116473,0.381337664935375
394,2,210102,0.0377792255048902,0.153852909726339,0.806170060766268
396,2,214801,0.100930593539403,0.153764916240582,0.511997354377503
397,2,215016,0.101835889678252,0.153675382453774,0.507975096891899
398,2,218876,-0.0636470086207896,0.1553237557932,0.682223258874944
399,2,227511,0.0502495835848268,0.156437452476444,0.748239850312241
400,2,230378,-0.012230854235184,0.15448722938317,0.936941750693805
401,2,231943,-0.0115375445970447,0.154930310460273,0.940679186991746
402,2,232156,-0.0162214813992829,0.154865612241251,0.916637218722093
403,2,232789,-0.0128333717919084,0.154318120491128,0.93377002860154
404,2,238524,-0.0184531687551516,0.154533682005637,0.90501692018769
405,2,241518,-0.0714637648298085,0.155831985407647,0.64680726290728
406,2,250396,-0.22267888027026,0.154361441725205,0.150025235630938
407,2,250466,-0.210590202867738,0.15435467774633,0.17333393053417
408,2,252305,-0.205604675640745,0.154784962193965,0.184929024575979
409,2,254571,-0.13950175867333,0.157175477189417,0.375384907222087
410,2,254742,-0.130579780510559,0.157054965221089,0.406294341514483
411,2,254908,-0.134364984773504,0.158248002891515,0.396413020950775
413,2,255862,-0.199658388767607,0.157096273097386,0.204590385297971
414,2,255975,-0.155749899462619,0.156667653761338,0.320834686770415
415,2,258311,-0.217418438801059,0.153861687343971,0.158514160874271
416,2,259284,-0.123474604486871,0.1546762259617,0.425245979796668
417,2,266330,-0.0815204083827252,0.155420896487067,0.600250421221225
418,2,267100,-0.104948858456329,0.155369737100711,0.499814280854137
419,2,268086,-0.034499347414896,0.155470606148762,0.824517946842914
420,2,274614,-0.0667002410397504,0.154496020465391,0.666202759488064
421,2,274729,-0.0729243925894588,0.155333571211527,0.639023843399545
422,2,275746,-0.0598092707035336,0.155281600104603,0.70034603491202
423,2,277029,-0.0508888381591742,0.154568747801279,0.742176272790376
424,2,277741,-0.0651233984123523,0.154614320730759,0.673866109833479
425,2,278218,-0.0375157867335786,0.154360924845748,0.808116036798735
426,2,278379,-0.0070066983829451,0.158193757490927,0.964696790659091
427,2,279910,-0.0655206752923381,0.154280223988298,0.671324205377549
429,2,283431,-0.116887008693316,0.156456153737226,0.455505865210925
430,2,283573,-0.132565761426102,0.154540538342991,0.391581765635226
431,2,286762,-0.191993459852649,0.154760511696434,0.215583253542912
432,2,287187,-0.197437496583096,0.154015755111536,0.200708319147074
433,2,288379,-0.222964862662223,0.152743643405167,0.145252938094075
434,2,294941,-0.280420775281493,0.15256728768946,0.0669005217736638
439,2,297610,-0.346794167082633,0.152961860994728,0.0239826277967354
441,2,299680,-0.198287646714778,0.153234016840041,0.196505007868856
442,2,299708,-0.161976185638038,0.153679376730117,0.292609388642335
443,2,299759,-0.190639877739564,0.153063557530391,0.21377597210394
444,2,300111,-0.220773264369452,0.15402372921233,0.152636716022959
446,2,301710,-0.129787148978671,0.153285070237531,0.397733523924469
447,2,303446,-0.202271275245612,0.154031358036983,0.189974438143545
448,2,303854,-0.139614070425326,0.154257864256834,0.366045925619248
449,2,304472,-0.174774320489792,0.152848911826772,0.253628731486502
450,2,304691,-0.20879969180363,0.155215244446586,0.179415568925824
451,2,308097,0.113396044002546,0.153854007183372,0.461589631008283
453,2,309402,-0.00781711048993047,0.153034992859153,0.959290231995849
454,2,310030,0.0332779805713445,0.153885156642711,0.828916194190831
455,2,310113,0.0102574043588747,0.153465098503078,0.946747970752432
456,2,310972,0.0654101281624717,0.1536596787893,0.67059913896813
457,2,312659,-0.153026194105614,0.15288605410943,0.31755272683174
460,2,318265,-0.098840579923109,0.155003267741972,0.524103395829445
461,2,318379,-0.081411154125709,0.155491657553237,0.600904449901182
462,2,321266,-0.154999738719776,0.154290444253814,0.315778999933999
463,2,322957,-0.184039143579809,0.152818102472636,0.229279741587197
464,2,325221,-0.163171964505535,0.153727216684393,0.289216383990294
465,2,332691,-0.188187322522819,0.155217835594767,0.22616710162561
466,2,333006,-0.199515256854701,0.154871568057166,0.198498315751047
468,2,335046,-0.0780448179247074,0.153623502296504,0.611752022047401
469,2,335049,-0.105857793741244,0.154230299599806,0.492935535425667
470,2,335995,-0.138625136197485,0.153283752992451,0.366416336504469
471,2,336060,-0.169969869048699,0.152987339457996,0.267321875546523
472,2,338292,-0.0792306686089727,0.153186900795004,0.605329526428334
473,2,339568,-0.157872779766429,0.15324556359069,0.303623911748413
474,2,340466,-0.162650964754822,0.154562337921383,0.293366857153854
478,2,348480,-0.126909718655642,0.15309840861418,0.40769731170577
479,2,350086,-0.120089077801599,0.153121236011396,0.433405026796511
480,2,351083,-0.134292381927112,0.155070562472927,0.387073857245903
481,2,351335,-0.150475055464975,0.153281202555038,0.326923543029434
482,2,351417,-0.144359730464523,0.153273606496869,0.346916934083994
483,2,351450,-0.167244577120917,0.15337780176243,0.276276653563686
484,2,352302,-0.124408395873547,0.154707715443429,0.421850865567931
485,2,352469,-0.147041154450374,0.15308361157493,0.337446805216988
486,2,352562,-0.163317629492057,0.153664342133435,0.288589844110915
487,2,352944,-0.126534744195883,0.153318222849993,0.409754174488237
490,2,355266,-0.150724445764757,0.153256249386826,0.326044869008223
491,2,358277,-0.156763960870004,0.153263346598309,0.307083694753972
492,2,358926,-0.14713540770593,0.153516532376095,0.338500109157184
493,2,358948,-0.183704374513594,0.153453663819642,0.232058205208578
494,2,359515,-0.119944774528864,0.153401148287541,0.434795881761989
495,2,363190,-0.0647334192551206,0.154998011376171,0.676464021170742
496,2,363588,-0.0667278544390961,0.155607425100388,0.668314487422931
497,2,363888,-0.0898165380090283,0.154238179952196,0.560720448710347
498,2,363954,-0.0321556079889709,0.153689583606811,0.834393767098393
499,2,364199,-0.031291561216136,0.153481259354972,0.83856576647489
501,2,365981,-0.106286122972681,0.156482719167402,0.497443860333998
502,2,366047,-0.0770859449116211,0.153710099859813,0.616330380305929
503,2,366936,-0.057527719527184,0.155504227284561,0.711646717722307
504,2,369530,-0.0533791674940114,0.153483391419473,0.728209204280522
506,2,369931,-0.143623832416061,0.154373625579544,0.352817888188125
507,2,371033,-0.191112990373554,0.153816475205137,0.214886420525351
508,2,372919,-0.0659553251994284,0.153446511256916,0.667584356589959
509,2,373518,-0.0599396628575646,0.153366329791099,0.696161072880727
510,2,376157,-0.0690717871649366,0.153694094514667,0.653411141575472
511,2,376172,-0.0761222021835243,0.154796341733381,0.623196701305195
514,2,381433,-0.0213397088803333,0.154733343087808,0.890387965931724
515,2,381922,-0.0234811610960614,0.155934339351224,0.880390172473925
516,2,382146,0.024185801323354,0.153587989075051,0.874962940292603
517,2,384206,0.0110022390581285,0.154070391177371,0.943111517245229
518,2,384955,0.0295081873211944,0.153720294758973,0.847883711906174
520,2,387301,0.0228801179556053,0.154506043396818,0.882359776161114
521,2,388313,0.000286482671380428,0.153593382820451,0.998512838658658
524,2,390138,-0.03200726102304,0.154062085492687,0.835539608013075
525,2,391233,0.0735105688891319,0.154878377214942,0.635341242260282
530,2,395606,-0.131498015946395,0.153869538042672,0.393348251497595
531,2,395726,-0.155638247427951,0.153749345328717,0.312094863373436
532,2,395853,-0.160384592926917,0.154174688089974,0.298922567111279
533,2,396484,-0.1388805025212,0.153550499980764,0.36636763289549
534,2,396705,-0.182026721507187,0.153348379758347,0.236020165503466
535,2,398759,-0.123243559887285,0.154771405784606,0.426396291129202
536,2,400386,-0.190249462363104,0.153712609926773,0.216651450259937
537,2,400847,-0.245526871728736,0.153348085701882,0.110247459641138
538,2,401130,-0.192703941207819,0.154975195237312,0.214527145119471
539,2,401143,-0.163329181179559,0.154762385349952,0.291984977428584
540,2,401979,-0.114586440988388,0.154790247400979,0.459628779719399
541,2,403598,-0.151793149366291,0.153877942718722,0.324587179884311
542,2,404844,-0.168626964406286,0.155552475753582,0.279081612357288
543,2,405100,-0.157112360027459,0.154158297306351,0.308823787752619
548,2,406181,-0.145624289095077,0.154290336329983,0.345900596308773
549,2,406688,-0.185090114544975,0.153277129171857,0.228028056319346
550,2,407621,-0.245049887045152,0.154302841294008,0.113156716925022
551,2,409016,-0.201559519974939,0.156035524599247,0.197287439318976
552,2,410647,-0.29638589854874,0.153314789200198,0.0540127918761661
554,2,419803,-0.270075316239092,0.154539285704968,0.081400060046492
555,2,419943,-0.269112559795053,0.155464186134501,0.0843209072978335
556,2,422349,-0.254114140113503,0.153613432404722,0.0989667611182971
557,2,425467,-0.16290682649044,0.153409284459666,0.28900257610773
560,2,429095,-0.114104764231711,0.154444653078628,0.460515246355142
561,2,431266,-0.0268585635685235,0.154641604025309,0.862214428149952
562,2,431446,0.00305515957741886,0.155272733248994,0.984312884725998
563,2,432524,-0.0405533791519962,0.1537667553614,0.792139496503097
564,2,434090,-0.147896783053932,0.154999110689812,0.340646349547896
565,2,441927,-0.210836569964584,0.153126936109762,0.169423622813001
566,2,446471,-0.279926029319441,0.154704002542321,0.0712347415396072
567,2,449325,-0.298317228398674,0.153692859804015,0.0530544427325925
569,2,450017,-0.286779022303757,0.152894107364784,0.0615256312383405
570,2,451779,-0.455062352691577,0.152313644950325,0.00300783367679607
571,2,451784,-0.458909577236725,0.152844120870722,0.00286885195338857
572,2,453525,-0.393735483811681,0.153407164783423,0.0106816715422034
573,2,453768,-0.395211200117612,0.153602683716626,0.010491568175237
574,2,454027,-0.380528749286775,0.153055631351133,0.0133729311749169
575,2,455029,-0.397847552601366,0.15301304627741,0.00971142357441392
576,2,455247,-0.417110152343383,0.152363442639694,0.00650237918497395
579,2,455756,-0.448420631109788,0.163687852041041,0.00646596824889627
580,2,457024,-0.360777984508481,0.153910529366284,0.0196282429462694
581,2,457298,-0.353700084537451,0.154408644771954,0.0225711181320792
582,2,460202,-0.385816089896401,0.154546767608479,0.0130001828109349
586,2,464424,-0.358589375688559,0.153918719483465,0.0203836777845857
587,2,465824,-0.252895061360937,0.156042793450767,0.105979691511478
588,2,470145,-0.319395007105442,0.153451104487902,0.0381164184565822
589,2,470686,-0.319302873676884,0.153357451506595,0.038054767014188
590,2,471144,-0.298308530864489,0.153745118262659,0.0531417348642001
591,2,471830,-0.341944963954468,0.153044640210416,0.0260900386554642
592,2,472403,-0.323913405185864,0.153294153932854,0.0353006375674285
