SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
146,1,185438,0.0256506914361737,0.0596756438951388,0.667577799627288
147,1,185469,0.0239661052708591,0.0597637939183686,0.688652596298646
148,1,185503,0.0339015838178296,0.0595954863195909,0.569811805380263
149,1,185705,0.0399524237222492,0.0602516511057254,0.507704012011726
150,1,185749,0.0632856038414611,0.0601949953268902,0.293820128981094
151,1,185806,0.0426753941620157,0.0603269213473339,0.479783347980654
152,1,185879,0.0444406029711088,0.0606152472730873,0.463948158327624
153,1,185916,0.0453793358047856,0.0605856655733705,0.454349323695495
154,1,185941,0.0541806169954379,0.060829603613714,0.373699534187464
155,1,185954,0.0504812938310015,0.061016639731591,0.408605281010145
156,1,186055,0.0176528921948164,0.0598494452599984,0.76820166165032
157,1,186896,0.0380497696873677,0.0608044359920216,0.531868269438319
161,1,190132,0.0286696741552283,0.0599133189819673,0.632576941460111
162,1,190148,0.0288789886925823,0.0599311155342055,0.630197123098521
163,1,190165,0.0425232385388555,0.0603690883177722,0.481655843173312
164,1,190169,0.0346117741605635,0.0603080354780095,0.566389823928767
165,1,190933,0.0578058397385096,0.0597677378633659,0.334118899460653
166,1,192149,0.0323451629758846,0.0603115998258853,0.59208842600949
168,1,192303,0.124190772070658,0.071625416641799,0.0838102379947844
171,1,192795,-0.0138437676341353,0.0597290346985197,0.816846156442796
173,1,194187,0.00423017569957304,0.0597826433317668,0.943629424689695
174,1,194867,0.0467088077753617,0.0596987912924048,0.43449939596125
190,2,8314,0.0083222549853319,0.060760589294086,0.891134192079182
194,2,8498,-0.0121919446844012,0.0606697452678926,0.840848775773629
195,2,8651,-0.00283401843316977,0.0607298366800538,0.962805819539397
197,2,9812,0.0287382523141588,0.0610717175565559,0.638241564186016
198,2,9932,0.0225357381737018,0.0608382691933465,0.711291413879886
199,2,10135,0.00606680956690431,0.0606161979562445,0.920333170631106
200,2,11616,-0.00223917892303926,0.0605526010333389,0.970522596125228
201,2,12133,-0.000517879962430579,0.0607934361435995,0.993207969348983
202,2,12194,-0.00113061029642969,0.0610284947878133,0.985229749757478
203,2,12359,-0.00103184169008808,0.060850067195986,0.986480406769159
204,2,13061,-0.00614346864092363,0.0608447352726397,0.919631915143371
205,2,14298,0.00302297258278816,0.0610373506053465,0.96052764820288
206,2,15222,-0.0143971098773885,0.0616280031033095,0.815420759463112
207,2,17986,0.0165207694319237,0.0605463335500106,0.785119158642974
208,2,19770,-0.00244981679804845,0.060971236102183,0.967972434924386
209,2,19836,0.000523888812969719,0.060803859560624,0.993130342630504
210,2,19851,-0.00610343141087277,0.0609810256388521,0.920331767696426
211,2,21595,0.00553255049683843,0.0607293100916515,0.927463361962307
212,2,22385,-0.000997024192827878,0.0607874653101423,0.986923105418733
213,2,23441,0.00332519706701828,0.06137763440852,0.956825558763146
214,2,24209,-0.0103879227385812,0.0608699863280284,0.864590815747302
215,2,24341,-0.00554261664786782,0.0610157665987999,0.927671972833272
216,2,26815,-0.00839781899110981,0.0609417219993192,0.890476408023679
217,2,28209,0.000220895407788191,0.0609638667448791,0.997111012138058
221,2,41245,-0.0621147219259941,0.0606399699962632,0.3063856745119
222,2,43214,-0.0528670247866658,0.0616504463968556,0.391734600739033
223,2,47104,-0.0211331350810258,0.0599836304381668,0.724812256946362
224,2,50915,-0.0155987573659097,0.0605779456617081,0.796943664572509
225,2,55834,-0.00790915838231088,0.060302219231942,0.895724513218863
226,2,56422,-0.0243662460289829,0.0603975775013387,0.686875551429547
227,2,57715,-0.0217615916798791,0.0602012158077153,0.717956217877362
228,2,59046,-0.0147050072789832,0.0605118923180256,0.80813863723922
229,2,59191,-0.0121706441128316,0.0601669677133822,0.839813455254925
230,2,59383,0.00581990346465044,0.0601869858554083,0.923021864447188
231,2,59477,-0.000334140992256482,0.0610933845992919,0.995639202815832
233,2,60471,-0.0264984166253643,0.0602523421187243,0.660357871192074
234,2,60478,-0.0266973027062841,0.060320886594979,0.658334807388323
235,2,60786,-0.0360833091364323,0.06020778656574,0.549348622789144
236,2,61035,-0.0397891619067979,0.060196824327116,0.509053465939378
237,2,61071,-0.0272028017983708,0.0599433361698305,0.650245459036976
238,2,61675,-0.00873796986773856,0.0601316431906107,0.884545894678827
240,2,62939,-0.0252285545789483,0.0600144785706456,0.674467692777723
241,2,63527,-0.0498930510613609,0.0601962844318,0.40775537228239
242,2,63857,-0.0598471156859773,0.0601846116157997,0.320713038465446
243,2,65527,-0.0690648846882235,0.05995757010727,0.250143349711538
247,2,67976,-0.0702679986153847,0.060820482437482,0.248734914422053
250,2,72389,-0.0239911082715824,0.0605461209358424,0.692163575212558
251,2,72392,-0.0610905573278323,0.0608846141186474,0.316363632159029
252,2,73646,-0.0787984477270024,0.0595738966529554,0.186791107642065
253,2,74564,-0.0775141808972167,0.0594611244827594,0.193215747681742
254,2,74739,-0.0884583083867367,0.0596144340710551,0.138743568723517
257,2,80873,-0.0541177910177266,0.0598734896207447,0.366681281005711
258,2,81501,-0.0376299039153012,0.0598992729810547,0.530266247624742
259,2,83526,-0.032239452316677,0.0598151681975244,0.590237257220185
260,2,83845,-0.0410790102710089,0.0598567272514721,0.492981441982368
263,2,84447,-0.015483520419738,0.0606557817623655,0.798664264639451
264,2,87391,0.00486021326237338,0.0596315997736552,0.935087344040497
265,2,87562,-0.00134951295505437,0.0597830241511587,0.982003225330429
266,2,87849,0.00656601908926013,0.0597763837470268,0.912596282955212
267,2,87878,0.00846679198365557,0.0600325853476178,0.887921473314014
269,2,89785,-0.0520522683938666,0.0599770154551633,0.386054960586746
272,2,93721,-0.0258429583991879,0.0598438566760281,0.666121501707474
273,2,93952,-0.0184052918198367,0.059680401306132,0.757961726340051
274,2,95085,-0.0188037243400788,0.0597633654398239,0.753223698576123
276,2,107124,-0.00750565038364848,0.0598001455521652,0.900189483495447
277,2,111645,0.0116951878439651,0.0598365381717763,0.845151345506329
278,2,111916,0.0161577162019157,0.0599746609195679,0.787772332441437
279,2,111931,0.0209716564402071,0.0600621721100856,0.727173026270804
280,2,111999,0.0168818961592699,0.0598500754055454,0.77805532189055
281,2,114528,0.00221558366480745,0.0602011553656561,0.970662877906194
282,2,116024,0.00381017040628506,0.0603440732256747,0.949690157771993
286,2,120090,0.035556589957969,0.0600762857844527,0.554324989164992
287,2,120291,0.0471479959506315,0.0607416280314688,0.438147311585098
288,2,120726,0.0256273611223312,0.060426807219744,0.671746965812491
289,2,121716,0.00805392066813737,0.0603720323086149,0.893949244410511
290,2,123100,0.0437352131731474,0.0604120052963877,0.469576513104627
291,2,124677,0.0213216857136996,0.0603628874497346,0.724130549168002
293,2,127887,0.00547835953249431,0.0607867891425395,0.928239648595174
294,2,128935,0.0204619484199325,0.060720257912194,0.736326829851352
295,2,129053,0.00643888239409174,0.0609139220097428,0.915876762616394
296,2,130040,-0.0211314478743057,0.0612763600841093,0.730408896433047
297,2,130976,-0.0114894096003144,0.0607844124682092,0.850186543394499
298,2,132199,-0.0272024497866927,0.0610520628224713,0.656187142855641
299,2,133355,-0.0164119848022199,0.0614761290883509,0.789651874712203
300,2,133435,-0.0301538293238195,0.0615942882179598,0.62475246918196
302,2,135183,0.0093706932960389,0.0616473022820657,0.879269892474356
303,2,135402,0.0158031827739804,0.0616342680651037,0.797789390792123
304,2,135898,-0.00890238349562056,0.0619650954515091,0.885844846893115
305,2,135912,-0.0112178528853331,0.0620098040904204,0.856546351792465
306,2,135925,-0.0152018908056659,0.0617264626652756,0.805609919165703
307,2,136002,0.00111037223865651,0.0616855475746671,0.985648604284848
308,2,136173,0.00823142278815503,0.0621204470944393,0.89465841927938
310,2,138318,-0.00498535628512142,0.0637615013982676,0.937723156925244
311,2,138695,-0.0155257724062383,0.0626637616434162,0.804461704098187
312,2,138818,0.00133652431958087,0.0625542437507918,0.982965890276516
313,2,139728,0.0182193361423222,0.0624346088344572,0.770599726305496
314,2,140174,-0.00574096315239458,0.0624413914398875,0.926796570929455
315,2,140863,0.0176921977119215,0.0624097783761058,0.776971733203607
316,2,141152,0.0222634213913935,0.0625814856052433,0.722239600896111
317,2,141292,0.015453184183055,0.0621372088259314,0.803741702088082
318,2,141545,0.0194105484035143,0.062436818848541,0.756073025659607
322,2,146723,-0.0131707219359887,0.062328792429297,0.832767008618785
323,2,147946,-0.0337642332845622,0.0628780476148351,0.591619943434492
326,2,151397,-0.019239170918167,0.0630526676282164,0.760448056860231
327,2,153035,-0.0161988646684024,0.0623685385889923,0.795224896490423
328,2,153228,-0.0360982747187861,0.0628002580939445,0.565785327652738
329,2,153455,-0.0157578699793537,0.0632983032778219,0.803547202112717
331,2,153815,-0.0211795900954603,0.0630509057468955,0.737136386728056
332,2,154160,-0.013505104914308,0.0623960997048313,0.828768651706985
333,2,154235,-0.0223735768745263,0.0630121022753199,0.722750748718363
335,2,159870,-0.0462801836593913,0.0613821768722353,0.451371195065067
336,2,161229,-0.0420196613211345,0.0623343894720011,0.500688416192548
339,2,162696,-0.0252750462358229,0.0620915424268907,0.684209889860868
340,2,163284,-0.00357598554063077,0.0612828270277611,0.953501135346998
341,2,164166,-0.0159332705042348,0.0618463224610313,0.796845057041209
342,2,165270,-0.00381329269091113,0.0613316438999542,0.950458689156257
343,2,165675,-0.0028176720509776,0.0623453953156283,0.963977793941346
346,2,168062,-0.0235084547837217,0.0617726796815415,0.703755740665906
347,2,168518,-0.0203668472882925,0.0614220165881046,0.740396618146778
348,2,168980,-0.0106628184613842,0.0613997942312477,0.862230550986572
349,2,169651,-0.0127570395598757,0.0614278291250438,0.835602304393012
352,2,170725,-0.00871605764252403,0.0615391853836187,0.887449691151734
353,2,171254,0.0113722074150684,0.0616375525352741,0.853726170048325
354,2,172242,0.00245214663204529,0.0609117511757645,0.967910702288773
355,2,173254,0.0382337956446799,0.0604108612400708,0.527211296323126
356,2,173340,0.0255337100370866,0.0604225297711671,0.672854694399349
357,2,173385,0.0333520418612873,0.0604674206565734,0.581591670645981
358,2,173973,0.045857323554647,0.0602833799346583,0.447346498986126
360,2,177341,0.0277341022046422,0.0601090769628564,0.644798523396673
361,2,180314,0.000211525195517592,0.0601473725762293,0.997196006293394
362,2,180339,-0.00219261702333551,0.0602992170780282,0.971014044006136
363,2,182758,-0.0159058093684191,0.0600771147215129,0.791351536355601
364,2,183619,-0.0363688576226934,0.0602886104172169,0.546732503810302
367,2,187176,-0.0732229989559886,0.0605227236877246,0.227148673793319
368,2,191066,-0.0637131399696523,0.0610072713832623,0.297036638852609
371,2,191599,-0.096879318692176,0.0600337941440136,0.107475970593421
373,2,191763,-0.0965163932829844,0.0602749603347137,0.110211954325585
374,2,191959,-0.0821561455445919,0.0601872349753511,0.173119419437454
376,2,195759,-0.0269719453231463,0.0608470977136989,0.657838996041511
377,2,196912,-0.022593669676929,0.05986749166127,0.706107151885842
379,2,198110,-0.0279601749016019,0.0602200241861774,0.642718826942565
381,2,198805,-0.0217062375653937,0.0604868402418484,0.719915226790511
382,2,198891,-0.0156055964753071,0.0600208853168345,0.795013219534274
383,2,199248,-0.0290690828037407,0.0601438226401209,0.62916381372395
384,2,201782,-0.00629537880153236,0.0600888527256335,0.916619538738523
385,2,203285,0.0102681591903309,0.0598543248580549,0.863887651008357
386,2,203783,0.00592608777596015,0.0597270985930769,0.921020380162274
387,2,204179,0.0071120913119278,0.0598712597562162,0.905509507674866
388,2,205406,0.026593260130164,0.0604710427617077,0.660373894724046
389,2,205834,0.0271003817743239,0.0601806147187513,0.652757985044125
391,2,207192,0.00803143606911932,0.0601400883173797,0.89383810990825
392,2,207561,0.00153998999385557,0.0598757187152284,0.979495384377216
393,2,208682,0.0165382183478989,0.059768565111348,0.782169124560576
394,2,210102,0.0298188443867622,0.0599084008926756,0.618976794334927
396,2,214801,0.0123724186975507,0.0599229496516153,0.836541174084732
397,2,215016,0.0199420805723987,0.0598829692927545,0.739318720718091
398,2,218876,-0.0162619115553689,0.0605053795217806,0.78826520707
399,2,227511,0.00960436749054228,0.060937717952107,0.874854576678297
400,2,230378,-0.00144749766908214,0.0601718488427613,0.980821483928078
401,2,231943,-0.00984334552646404,0.0603421396638155,0.870512919078783
402,2,232156,0.00156457001218391,0.0603196205149254,0.979321451249743
403,2,232789,-0.0227399777508218,0.0600938992526992,0.705355418689683
404,2,238524,-0.018095315135339,0.0601829665195729,0.763841853691367
405,2,241518,-0.00523256660572002,0.0607125730618304,0.931367517978995
406,2,250396,0.00296170792656703,0.0602991239581486,0.960853888727798
407,2,250466,0.0240120667247448,0.0602644849860119,0.690543277217272
408,2,252305,-0.00511489261070519,0.0604371982472073,0.932602307250142
409,2,254571,0.0202010966983213,0.0612772489537395,0.741847002368636
410,2,254742,0.0226207476972913,0.0612195016287626,0.711974902951517
411,2,254908,0.0144507715259932,0.0616942645376373,0.814940658460286
413,2,255862,0.0232664730213121,0.0613148904828173,0.704575380907905
414,2,255975,0.0281609903047575,0.0610875960406824,0.645087096593348
415,2,258311,0.0542483963893818,0.0600275749677937,0.366757753797994
416,2,259284,0.0457405560035673,0.0602501642449001,0.448253153711831
417,2,266330,0.0317708168900909,0.060534989977888,0.600028084577133
418,2,267100,0.0245490850052554,0.0605400909698418,0.685354727152283
419,2,268086,0.00942570246007923,0.0605565254628659,0.87639684757804
420,2,274614,0.0138722440203236,0.0601861437458845,0.817845328775384
421,2,274729,0.0277907774205848,0.0605018123014916,0.646274245717358
422,2,275746,0.0035565943447361,0.0604931755204465,0.953150000826249
423,2,277029,0.00656646158217811,0.0602113426628503,0.913219336412513
424,2,277741,0.00787500922116402,0.0602345373921146,0.896056174100375
425,2,278218,0.0105971137487637,0.0601245539487657,0.860196506437156
426,2,278379,0.0467904428478444,0.0615648440103783,0.447750597476628
427,2,279910,0.0129079627525038,0.0601021598580391,0.830072971297024
429,2,283431,-0.0150268940654006,0.0609811544672188,0.805501396616208
430,2,283573,-0.0391357444240676,0.0602188153278325,0.516184480530029
431,2,286762,0.033585907436809,0.0603826103255539,0.578414090328588
432,2,287187,0.0328781182666185,0.0601017293833276,0.584696122867258
433,2,288379,0.0415711335048291,0.0596305043362109,0.486170648485027
434,2,294941,-0.0406460670309525,0.0596680304097199,0.49618940031967
439,2,297610,0.0168025419286456,0.0600027784979431,0.779618973273658
441,2,299680,0.0249210656070453,0.0598099315337052,0.677172297265082
442,2,299708,0.0209615127342792,0.0599404411668827,0.726768130309969
443,2,299759,0.0213017680282416,0.0597369479147781,0.721609686226086
444,2,300111,0.0438646114005591,0.0601198479082817,0.466106679754256
446,2,301710,0.0237371130236864,0.0597503732524393,0.691407450741101
447,2,303446,0.0419125029394623,0.0600987789160407,0.486015567102115
448,2,303854,0.0334193958413264,0.0601253942334203,0.578680346279943
449,2,304472,0.000413628722056414,0.0596434000164045,0.994470609114871
450,2,304691,0.0271970228908172,0.0605923919404488,0.653813762355959
451,2,308097,0.00916082793443912,0.059968838186277,0.878674976532379
453,2,309402,0.0223207866573866,0.0595941109482409,0.708222406161726
454,2,310030,0.0250248735265934,0.0599260318853214,0.676496372764695
455,2,310113,0.0132541078901666,0.0597694685907619,0.824633760818226
456,2,310972,-0.00879236045394048,0.0598625705706791,0.883313932599456
457,2,312659,0.04442652202181,0.0595852611425823,0.456407778960754
460,2,318265,-0.0322536448601468,0.0603827196759956,0.59357151855816
461,2,318379,-0.0107500432237509,0.0605833886374373,0.859262919652135
462,2,321266,0.0330715367050463,0.060154813207386,0.582822228531627
463,2,322957,0.0382256697005745,0.0596086928897743,0.521759015929066
464,2,325221,-0.00193512251913641,0.0599707318705245,0.974276738519521
465,2,332691,0.0582899415539758,0.0605021778356155,0.33598856877688
466,2,333006,0.0863202378817625,0.060287885042987,0.153085665373442
468,2,335046,0.00509899716450733,0.0598562046360059,0.932160665093129
469,2,335049,-0.00124534477628641,0.0601113260086991,0.983482868404693
470,2,335995,-0.0174959578170786,0.0597644905348465,0.769886489626893
471,2,336060,-0.0129433933618962,0.0596872832738211,0.828447828108648
472,2,338292,-0.0254458499700869,0.0596721338848339,0.670056153577964
473,2,339568,-0.0442024448433604,0.0597310905869014,0.459777267942066
474,2,340466,-0.0259996908733127,0.0602790903061631,0.666497625482047
478,2,348480,-0.00246685827209995,0.0596882962248777,0.967056970666984
479,2,350086,-0.00934922314351636,0.059689184642152,0.875624598140345
480,2,351083,0.00611313072034878,0.0604618175905919,0.919522690911937
481,2,351335,0.0125076400448957,0.0597793606543289,0.834389326573651
482,2,351417,0.00743591032606845,0.0597723212808526,0.9010662893346
483,2,351450,-0.00809394641255223,0.0598382251215726,0.892480392191566
484,2,352302,0.00105860298528787,0.0603123821744697,0.98600616469742
485,2,352469,-0.0020813630004802,0.0597024327154341,0.972209262242608
486,2,352562,-0.00346295121325005,0.0599462573766118,0.953966434888402
487,2,352944,0.00234163434988158,0.0597735016100939,0.968772912347317
490,2,355266,-0.0141075464803767,0.0597689151973187,0.813542522552067
491,2,358277,-0.021496133173916,0.0597721182237061,0.719335310941313
492,2,358926,-0.0149482550455331,0.059865747769087,0.802967467648285
493,2,358948,-0.00916881660623364,0.0598880145711837,0.878407398902478
494,2,359515,-0.0289225201023136,0.059780245933517,0.62881786740658
495,2,363190,-0.00322626832282998,0.0603849778822683,0.957420859235093
496,2,363588,0.0186071802835406,0.0606153641242186,0.759046180265243
497,2,363888,-0.00226975374275484,0.0601030876220247,0.969896919823246
498,2,363954,0.00724744157727644,0.0598631569030574,0.903706998621744
499,2,364199,-0.00328812868733264,0.0597828111395327,0.956168592252672
501,2,365981,-0.0334090596211554,0.0609624751475184,0.584019994050366
502,2,366047,-0.00259292519678944,0.0598898438294438,0.965490930348545
503,2,366936,-0.00669067014532668,0.0605781685102716,0.91211773528885
504,2,369530,0.0125585125117337,0.0597868827363315,0.833746207642072
506,2,369931,-0.00868391009354993,0.0601990146810742,0.88538272599822
507,2,371033,0.0236820044562633,0.0600277358593282,0.693437104551641
508,2,372919,0.0586089920126854,0.0597002090175487,0.326909318677167
509,2,373518,0.0871240391149908,0.0595674851670522,0.144463680113866
510,2,376157,0.0552381119167023,0.0598073481659511,0.356325103109416
511,2,376172,0.0634547615303111,0.0602177721561001,0.292715958155914
514,2,381433,0.0676830494770388,0.0601610883079503,0.261340545244668
515,2,381922,0.0794914226604952,0.0605894104255159,0.190383157005268
516,2,382146,0.0538955430997559,0.0597544045002196,0.367697908609814
517,2,384206,0.0356107505001128,0.0599795031033657,0.553082776059911
518,2,384955,0.0303175611864545,0.0598540272049091,0.612804361819349
520,2,387301,0.0631005474753594,0.0600867737783308,0.294364331264413
521,2,388313,0.0489825053353344,0.0597663844407733,0.413016479705265
524,2,390138,0.0456923293508966,0.0599601434241808,0.446541978163018
525,2,391233,0.0597449520659553,0.0602591139001023,0.322136479308662
530,2,395606,0.049926531223535,0.0599338642337735,0.405392721311843
531,2,395726,0.0609603738955786,0.0598829850928275,0.309379151667328
532,2,395853,0.0813361259698811,0.059985598066461,0.175988961842612
533,2,396484,0.0763010999808772,0.059737893292598,0.202348270376382
534,2,396705,0.0699175868188452,0.0597310654798921,0.242573433834361
535,2,398759,0.0456289910650723,0.060287269049156,0.449638908378609
536,2,400386,0.0450509392558785,0.0599514899161029,0.452878636961698
537,2,400847,0.0399926767208522,0.0599063572153261,0.504833757626288
538,2,401130,0.0278999234284221,0.0604752428969823,0.64483557053216
539,2,401143,0.045458826026107,0.0603250521689751,0.451613001150969
540,2,401979,0.0442774473753609,0.0602901238793939,0.463188692022652
541,2,403598,0.0531739831571071,0.0599498358999764,0.375696452225841
542,2,404844,0.0328341821024406,0.0606618648384682,0.588665930585078
543,2,405100,0.0490040056534532,0.060074928050962,0.415213352228821
548,2,406181,0.0444864201811394,0.0601238494266527,0.459844555630883
549,2,406688,0.0461408172405985,0.0597727903157909,0.440668319174949
550,2,407621,0.0425124907349008,0.0602714037323772,0.48105704409649
551,2,409016,0.04399615035882,0.0608728579317655,0.470309111407336
552,2,410647,0.0507372806769225,0.0599692046257254,0.398094881913939
554,2,419803,0.0187974525890997,0.0604431883784613,0.755988950706651
555,2,419943,0.0259377070389094,0.0607926618663087,0.669888149454513
556,2,422349,0.0394372676231923,0.060025801931127,0.511605645501848
557,2,425467,0.0306193499018393,0.0598246822295588,0.609098412492913
560,2,429095,-0.028044347669577,0.0601827633939072,0.641512651728778
561,2,431266,-0.0294826345038045,0.0602136212586381,0.62469706339488
562,2,431446,-0.0248309974044028,0.0604629011832827,0.681555235202115
563,2,432524,-0.0413763979096382,0.059856146984733,0.489854011748983
564,2,434090,-0.0913856648500695,0.0602525344609943,0.130234718424373
565,2,441927,-0.0883317846738457,0.0596163868895717,0.139320326617204
566,2,446471,-0.0762354530923751,0.0603984404118525,0.207706874569308
567,2,449325,-0.0318220778853914,0.0601567223656779,0.597147462345523
569,2,450017,-0.0291782646491754,0.0598267224684436,0.62605597184023
570,2,451779,-0.027756509940429,0.0600519803151704,0.644216861564378
571,2,451784,-0.0317189762199025,0.0602631012542364,0.598981433952479
