SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
190,2,8314,0.11513730074672,0.149965478339778,0.443143804879043
194,2,8498,0.101346120164363,0.149773719215491,0.499063845671217
195,2,8651,0.10810427550864,0.149900760004637,0.471280865573236
197,2,9812,0.112683012070541,0.150783251617171,0.45536923492994
198,2,9932,0.0993749693664956,0.150214640650266,0.50868922174643
199,2,10135,0.0840537899383627,0.149665257437686,0.574736846422572
200,2,11616,0.108380924436345,0.149461900595131,0.468846056500072
201,2,12133,0.0911497013059259,0.150089411911149,0.544040505514609
202,2,12194,0.0845152141120493,0.150681353428152,0.575230406365665
203,2,12359,0.0976775654251356,0.150217794534214,0.515960389223734
204,2,13061,0.0870597094056622,0.150225222118624,0.562602678454879
205,2,14298,0.0929733273781479,0.150689578670912,0.537641840691359
206,2,15222,0.11810609780348,0.152111204979731,0.438005780101094
207,2,17986,0.102656982224437,0.149473347916578,0.492665215984332
208,2,19770,0.0901316914970058,0.150530895545715,0.549717796788204
209,2,19836,0.08644539104226,0.150123055829805,0.565096861140179
210,2,19851,0.0912859533480954,0.150554913010912,0.544685382774572
211,2,21595,0.0553297049702604,0.149982238034232,0.712417177918055
212,2,22385,0.0312002947714987,0.150143908500067,0.835502935406372
213,2,23441,0.00342885999636366,0.151611350175832,0.981969266311358
214,2,24209,0.0331819772010533,0.150352702346521,0.825458096437363
215,2,24341,0.0448345003274853,0.150699838124051,0.766253236652595
216,2,26815,0.106556507343314,0.150431245798711,0.479201454745162
217,2,28209,0.135439011084106,0.150416132829175,0.368505994673564
221,2,41245,-0.0345708367614022,0.149999861687069,0.817858170864591
222,2,43214,-0.106966739277031,0.15233689572225,0.48303448214816
223,2,47104,0.0689822099473125,0.148148015381403,0.641767273366739
224,2,50915,0.0825911821011466,0.149584968601527,0.581204865572573
225,2,55834,-0.0127305395349846,0.148956501130826,0.931940320187714
226,2,56422,0.0666339941196944,0.149182198468624,0.655393137659077
227,2,57715,0.0701123797235292,0.148685619507216,0.637540891621934
228,2,59046,0.0577777494090882,0.149453200288747,0.69928953753713
229,2,59191,0.0450845839763562,0.148609565013431,0.761782009444512
230,2,59383,0.0253033160622627,0.148665640169132,0.864948113184891
231,2,59477,0.0554537385825533,0.150879835866379,0.713439661757504
233,2,60471,0.0235233299921686,0.148866713123022,0.874534503603815
234,2,60478,0.0295842300155525,0.149033541026224,0.842762531821805
235,2,60786,-0.00155387923447103,0.148796771051378,0.991673771448703
236,2,61035,0.0197582664659973,0.148782346251055,0.894427376629554
237,2,61071,0.00103295610298859,0.148111099771737,0.99443938001165
238,2,61675,0.0140382767650188,0.148535630756706,0.924756730590084
240,2,62939,0.0182748952999097,0.148277566613894,0.901980956059714
241,2,63527,0.0694402391902038,0.148791459571599,0.641005960124585
242,2,63857,0.0315803752986518,0.148862488767408,0.832116654471732
243,2,65527,-0.0136133671771327,0.148379400580512,0.92695108393307
247,2,67976,0.0162058254098489,0.150515892396387,0.914319799336144
250,2,72389,-0.0186199791838307,0.149586856066856,0.901009223036494
251,2,72392,-0.0792853287308657,0.150548185182787,0.59877145002627
252,2,73646,0.0379897803601153,0.147505717053578,0.796905949890252
253,2,74564,0.059958275094417,0.147195328727184,0.684006537382028
254,2,74739,0.120465359981027,0.147574800359771,0.414878884736363
257,2,80873,0.188714486138785,0.147725364260418,0.202276452587162
258,2,81501,0.163386616594784,0.147786135546846,0.269669410928073
259,2,83526,0.107209417774487,0.147701934181682,0.46841181602594
260,2,83845,0.178355044449946,0.14764774021096,0.227864845310769
263,2,84447,0.139592880477092,0.149657273559604,0.3515863920938
264,2,87391,0.155311321844401,0.147067144079425,0.291664274590124
265,2,87562,0.151401888082824,0.147452008549799,0.305223578157276
266,2,87849,0.113673374791897,0.147534048710822,0.441525176906684
267,2,87878,0.133571759562167,0.148122047541893,0.367794849197117
269,2,89785,0.116370881790761,0.148179696583134,0.432783241374208
272,2,93721,0.0625368352063147,0.147823769550536,0.672516440507899
273,2,93952,0.0245296636418498,0.147432518282878,0.867954015949067
274,2,95085,0.0824424152901424,0.147578852126005,0.576766399523593
276,2,107124,0.179241066685023,0.147409136717124,0.224819242847613
277,2,111645,0.157016215219874,0.147575676343904,0.288069176203766
278,2,111916,0.107991700996206,0.148048996224331,0.466221059666502
279,2,111931,0.134693247128156,0.148213804237243,0.364088051231709
280,2,111999,0.163906832475579,0.147596624766234,0.267537210063034
281,2,114528,0.116215409566167,0.148576355137194,0.434625416890154
282,2,116024,0.128515956465588,0.148901609950537,0.388672276605923
286,2,120090,-0.0391094193363269,0.148455345945328,0.792363391770289
287,2,120291,-0.041287567874734,0.150151718817361,0.783498364268594
288,2,120726,-0.0392662507878069,0.149285555453462,0.792682606683187
289,2,121716,0.0307589077697523,0.149121633067016,0.836701080484698
290,2,123100,-0.014266058938148,0.149334405635767,0.923947308529342
291,2,124677,0.00464620802886528,0.14913041438403,0.975163267405525
293,2,127887,0.0940880868787604,0.150069559990869,0.531088654610868
294,2,128935,0.0840174480696698,0.149944480412336,0.575614081548385
295,2,129053,0.122192895888703,0.15032716055768,0.416853976956336
296,2,130040,0.0914472376653794,0.151307899100889,0.545980285566993
297,2,130976,0.0504622949224875,0.150129068512049,0.736975501206262
298,2,132199,0.093705125140958,0.150766555074031,0.53465566711694
299,2,133355,0.121399719697825,0.151731936214848,0.424194789480539
300,2,133435,0.152730346294667,0.151980388953596,0.315616712435464
302,2,135183,0.213467051006495,0.151857490361353,0.160690854570731
303,2,135402,0.188750274460997,0.15192713650312,0.21492341904554
304,2,135898,0.257459999290519,0.152451789096111,0.0921415727560819
305,2,135912,0.221227395371593,0.152726245355278,0.148358648656508
306,2,135925,0.225578889101531,0.152012169118622,0.138713760104888
307,2,136002,0.189564278855963,0.152037073995366,0.213286758293277
308,2,136173,0.198109570250283,0.153086785248077,0.196476963077849
310,2,138318,0.264466424062234,0.156870392587244,0.0927003726285308
311,2,138695,0.218188106312797,0.154364981487207,0.158402902939067
312,2,138818,0.200337830164969,0.154148958294427,0.194573166382952
313,2,139728,0.185892662979394,0.153922631234705,0.227970449277067
314,2,140174,0.184644172228472,0.153926888232944,0.231115708507073
315,2,140863,0.165757203423256,0.153925284428756,0.282274654679265
316,2,141152,0.138676868865103,0.154435927406792,0.369820355059512
317,2,141292,0.165484027847705,0.153247620161908,0.28094742801443
318,2,141545,0.186276952477873,0.153929301542573,0.227032526991202
322,2,146723,0.258039743056888,0.153356292122327,0.0933336960904063
323,2,147946,0.20494760717849,0.154997097657048,0.186935230929705
326,2,151397,0.162913525395238,0.155527393031706,0.295589915885909
327,2,153035,0.283124562760766,0.153334517292631,0.0656637698855462
328,2,153228,0.199496417079718,0.154833823400148,0.198431457003639
329,2,153455,0.245378478516828,0.155822500978155,0.11621438837833
331,2,153815,0.272089364460541,0.15509426904561,0.0802385093530026
332,2,154160,0.225052685481189,0.153670661707398,0.143943822332836
333,2,154235,0.178426138202957,0.155386041159261,0.25163197536782
335,2,159870,0.265617014184593,0.151084091137083,0.0796015351328744
336,2,161229,0.25674575197005,0.153466013689132,0.0952169352150836
339,2,162696,0.319133163495921,0.15246702987419,0.037050975084596
340,2,163284,0.269898927807016,0.150694220500943,0.0741439830933194
341,2,164166,0.134918953319242,0.152614059957434,0.37726918963404
342,2,165270,0.133734454986822,0.151330749408555,0.377447259829233
343,2,165675,0.166902641024805,0.15374534856298,0.278406314935348
346,2,168062,0.103716497348805,0.152518073676259,0.496932715889765
347,2,168518,0.0096830221547819,0.151743211161541,0.949156123926973
348,2,168980,0.0450748870916347,0.151653070841839,0.766470553650064
349,2,169651,0.0567025716337743,0.151714071799781,0.708817450535515
352,2,170725,0.238531636065169,0.151483118016446,0.116234945620758
353,2,171254,0.219380992133791,0.151811821970973,0.14932110682656
354,2,172242,-0.00253412570999245,0.150460321796234,0.986571791800868
355,2,173254,0.0469154998919276,0.149286529902818,0.753505587257908
356,2,173340,0.0501146408220183,0.149265512904824,0.737265197164734
357,2,173385,0.0585553724943775,0.149394326754551,0.695330362315863
358,2,173973,0.0972935480578327,0.148939880964055,0.514026545946429
360,2,177341,0.191720400561085,0.148171133597352,0.196541759530985
361,2,180314,0.156940274103584,0.14833692210881,0.290779478491893
362,2,180339,0.162273839197179,0.148696650508379,0.275881697375254
363,2,182758,0.219083161830283,0.147954319401806,0.139565539666647
364,2,183619,0.235643606859255,0.148468729172048,0.113371741870881
367,2,187176,0.175075309046213,0.149518630086924,0.242418182137159
368,2,191066,0.267563355714388,0.150255250212167,0.0758172025010726
371,2,191599,0.243094053939002,0.148273906039335,0.102001430042291
373,2,191763,0.223648915845945,0.148951943804691,0.134124445233763
374,2,191959,0.21177858869462,0.148635446203247,0.155093061331202
376,2,195759,0.306174369243222,0.149456364168719,0.041241628062824
377,2,196912,0.361193112365165,0.146655762174907,0.0142599711315354
379,2,198110,0.340241670521803,0.147690695222948,0.0218173532430577
381,2,198805,0.30554682675646,0.148550173680136,0.0404341659051693
382,2,198891,0.385736388733251,0.146845410210754,0.0089943405694323
383,2,199248,0.360158810475746,0.147370802189146,0.0150185678549678
384,2,201782,0.290693694154413,0.147621083403806,0.0497132323711524
385,2,203285,0.403187927186437,0.146288613322973,0.00615292132434816
386,2,203783,0.349098472905121,0.146361148870076,0.0175975724048137
387,2,204179,0.378325171488262,0.146515615218028,0.0102209668930844
388,2,205406,0.336014024743798,0.148338135044965,0.0241065723885458
389,2,205834,0.312190876496322,0.147765410992394,0.0353240875264695
391,2,207192,0.260220079000972,0.147910644476781,0.0793918231590901
392,2,207561,0.308550157644895,0.146986461584135,0.0365113152209212
393,2,208682,0.235143427529238,0.147120849610534,0.110870644246571
394,2,210102,0.179715371276082,0.147724192739982,0.224584393673514
396,2,214801,0.210424709425615,0.147602205448241,0.154861605460968
397,2,215016,0.177075703087549,0.147641531254657,0.231191475134519
398,2,218876,0.00637392543665549,0.149471151667728,0.966010082842092
399,2,227511,-0.0889813912990943,0.150454953184123,0.554620585731164
400,2,230378,-0.0446464924188379,0.14861350565778,0.764033538888821
401,2,231943,-0.05787883848905,0.149026802972745,0.697969916493847
402,2,232156,-0.0557408382238884,0.148967998528737,0.708495096583524
403,2,232789,-0.0172877055368358,0.148467087569325,0.907368995181881
404,2,238524,-0.0715632986298865,0.148630080073494,0.630469486575775
405,2,241518,-0.153894141368063,0.149745766851626,0.304793336667243
406,2,250396,-0.171051098080826,0.14866877893016,0.25069555699613
407,2,250466,-0.19597477044757,0.148528869355242,0.187877554543866
408,2,252305,-0.194335799005794,0.148930591325804,0.192785417999705
409,2,254571,-0.152374337327613,0.151168770617991,0.314156899521622
410,2,254742,-0.12465298472331,0.151103877565276,0.409957682164587
411,2,254908,-0.184115237660909,0.152089416197588,0.226869275815594
413,2,255862,-0.201935181958812,0.151104968685111,0.182282565831096
414,2,255975,-0.128894005393131,0.150783826645888,0.393227005039558
415,2,258311,-0.298786253906585,0.147593165394458,0.0436825453384637
416,2,259284,-0.160489870988111,0.148702135270878,0.281203912910782
417,2,266330,-0.0991264891100594,0.149494644765508,0.507713865704585
418,2,267100,-0.100194639411793,0.149481717293698,0.503117424987103
419,2,268086,-0.0474954399191663,0.14956635405011,0.751010790565024
420,2,274614,0.0136660521765292,0.148677098380819,0.926815593488125
421,2,274729,0.00969829802092625,0.149491199117214,0.948309948156338
422,2,275746,0.0544522419059412,0.149398722956603,0.715720863261042
423,2,277029,0.0155348045746329,0.148730142939965,0.91687187924552
424,2,277741,0.0233084503720127,0.148785659994247,0.875604018543217
425,2,278218,0.0235995049666605,0.148516779423234,0.873837529949284
426,2,278379,0.0540414337818536,0.152170451221509,0.722698678272814
427,2,279910,0.0148319330619457,0.148467840096854,0.920480448790443
429,2,283431,0.00332522319773199,0.150644323218905,0.982401925453482
430,2,283573,0.0259139424987046,0.148830964487181,0.861873632650044
431,2,286762,0.0218401246382829,0.149213808071907,0.883714448630053
432,2,287187,0.0260828885360402,0.148515602717524,0.860690128357758
433,2,288379,0.119415535637442,0.147259453905044,0.417958398719324
434,2,294941,0.194650968366997,0.147120393265553,0.186667594575603
439,2,297610,0.204424712118874,0.147831355751405,0.167593010668441
441,2,299680,0.297440745462905,0.146924276213424,0.04367650648926
442,2,299708,0.350336980701545,0.146907771305754,0.0176184967408268
443,2,299759,0.292901703748047,0.146759007855618,0.0467236263692195
444,2,300111,0.263469161893955,0.147952795386704,0.075810732116882
446,2,301710,0.340215005447216,0.14650949531746,0.0207939398825619
447,2,303446,0.263635964720638,0.147889931299554,0.0755026159592935
448,2,303854,0.283332083061149,0.147815350491463,0.0560707472028704
449,2,304472,0.241968771626756,0.146763072992519,0.100098065141685
450,2,304691,0.270203998509258,0.149021538191967,0.0706520749343413
451,2,308097,0.330545711507293,0.147087387690465,0.0252396572633161
453,2,309402,0.220638649666328,0.146765465884354,0.133645034689112
454,2,310030,0.275844792045921,0.147332023747458,0.0619963228727885
455,2,310113,0.19880920414188,0.147269069559499,0.17788976056701
456,2,310972,0.233825998060701,0.147348298685488,0.113432168912132
457,2,312659,0.134748429356361,0.147124577743211,0.360355181356482
460,2,318265,-0.0525342550442649,0.149187324957675,0.724946263423354
461,2,318379,-0.0491761497161475,0.149632722061117,0.742618380650766
462,2,321266,-0.135159441391105,0.148479733915634,0.363291352530703
463,2,322957,-0.0963757257006709,0.147237726321752,0.513178206613906
464,2,325221,-0.101217589375328,0.14803782182945,0.494595559852137
465,2,332691,-0.245273476604867,0.149074183143117,0.100795673778914
466,2,333006,-0.308768380988889,0.148443873752799,0.0382434018683822
468,2,335046,-0.160141896290134,0.147608332413453,0.278701473427813
469,2,335049,-0.175345479954913,0.14818938433133,0.237505295028973
470,2,335995,-0.231710798198601,0.147128093280406,0.116177236907074
471,2,336060,-0.227782804844927,0.146945982362148,0.122010561097635
472,2,338292,-0.262852025257644,0.146770712616497,0.0741656266519409
473,2,339568,-0.299830389621882,0.146793158667374,0.0418408607327538
474,2,340466,-0.328937924363451,0.147903916881319,0.0267807866969353
478,2,348480,-0.262566463770666,0.146774491278325,0.0744865052601844
479,2,350086,-0.224956526000165,0.146958315755695,0.126726680417198
480,2,351083,-0.215322264296387,0.148910445792293,0.149068672896385
481,2,351335,-0.209543181324076,0.147250279898252,0.15560742846027
482,2,351417,-0.214442475903694,0.147206919732541,0.146076567949855
483,2,351450,-0.244001556357577,0.147240492028854,0.0983748855738358
484,2,352302,-0.237047094046217,0.148444378517795,0.111188376472916
485,2,352469,-0.248639082564543,0.146878140811592,0.0913709553269973
486,2,352562,-0.253397268291283,0.147460353686704,0.0865987696143705
487,2,352944,-0.251959775180887,0.147038455443044,0.087486786182681
490,2,355266,-0.275741242557626,0.146917515547736,0.0613641423072057
491,2,358277,-0.236336711081117,0.147135317304176,0.1091122118281
492,2,358926,-0.22581475974503,0.147400134561536,0.126421869428981
493,2,358948,-0.228177251286871,0.147436840871541,0.122608125297095
494,2,359515,-0.174026825752557,0.147423328393757,0.238613514286201
495,2,363190,-0.189458746396125,0.148818191989341,0.20382435939552
496,2,363588,-0.145144629814788,0.149548504791004,0.332435857367097
497,2,363888,-0.148060929397407,0.148253533591415,0.318623724533644
498,2,363954,-0.136070163951918,0.147695483994001,0.357528973242869
499,2,364199,-0.148760098359311,0.147459625609864,0.313752356603603
501,2,365981,-0.190596618367927,0.15030743604813,0.205617519641992
502,2,366047,-0.151475785608182,0.147716332226537,0.305852853531011
503,2,366936,-0.130829561676199,0.149476523411769,0.382032177047067
504,2,369530,-0.218365119955601,0.14723267514192,0.138932253461744
506,2,369931,-0.191114988340004,0.148355552341585,0.198512207376931
507,2,371033,-0.234109917102452,0.147784720775203,0.114060023868834
508,2,372919,-0.214579621807729,0.147226223834481,0.145872295518392
509,2,373518,-0.162881429447554,0.147329850028682,0.269671570023445
510,2,376157,-0.254437670152847,0.147289149981002,0.0849578543744439
511,2,376172,-0.257050818834731,0.148350039042394,0.0840167318577768
514,2,381433,-0.125971572745003,0.148720918561778,0.397550439589206
515,2,381922,-0.0902920026485631,0.149951267130242,0.547465976365938
516,2,382146,-0.0914799242266703,0.147690982616031,0.536051862369062
517,2,384206,-0.0935909899918131,0.14814749301042,0.527964390303255
518,2,384955,-0.0989570724622144,0.147807227628392,0.503613663737582
520,2,387301,-0.121961873127883,0.148512101684785,0.412072299181854
521,2,388313,-0.0965180346305594,0.147681898650251,0.51382493321835
524,2,390138,-0.157342065123906,0.14799446506636,0.288435321527184
525,2,391233,-0.107005311879235,0.148946195761204,0.472976128792552
530,2,395606,-0.317550599943862,0.147222981202948,0.0316852143071895
531,2,395726,-0.348972493797851,0.146966759565051,0.0181068008940485
532,2,395853,-0.344756466790327,0.147420076842032,0.0199137387331052
533,2,396484,-0.307022416809547,0.146995523782659,0.0374550872657699
534,2,396705,-0.304733852046254,0.146937195964955,0.0388126975137225
535,2,398759,-0.226045273439265,0.14855185942314,0.128989790357728
536,2,400386,-0.240642900959744,0.147651982683627,0.104036162617611
537,2,400847,-0.268984182301641,0.147376218401103,0.0688228194717947
538,2,401130,-0.195779572476733,0.14906305858501,0.189900892496809
539,2,401143,-0.185113860427747,0.148804796943967,0.214323267134009
540,2,401979,-0.144134414656573,0.148840694057894,0.333517418951528
541,2,403598,-0.161034196636406,0.148000931239381,0.2773100312292
542,2,404844,-0.0907783062018027,0.149827066588291,0.544979018189739
543,2,405100,-0.16912890154574,0.148259736652069,0.254742799961109
548,2,406181,-0.148243555531755,0.148419357080012,0.318568244481525
549,2,406688,-0.104221035106614,0.147667067266513,0.480788055391014
550,2,407621,-0.171560994662545,0.148703078529822,0.249397504201189
551,2,409016,-0.192162079063719,0.150127188481651,0.20138736024641
552,2,410647,-0.129120487897433,0.14812259482162,0.383957098299739
554,2,419803,-0.242718779350171,0.148763203449581,0.103660164943267
555,2,419943,-0.217389829143632,0.149758275281415,0.147499664523488
556,2,422349,-0.22842830382684,0.147863250402305,0.123275656129573
557,2,425467,-0.160382238726785,0.147582988822316,0.277899511106045
560,2,429095,-0.152110173542172,0.148484506433133,0.306339462272162
561,2,431266,-0.0698626309656859,0.14873959083243,0.638861081147959
562,2,431446,-0.100886575396941,0.149290457176228,0.499626750900127
563,2,432524,-0.0660655756934351,0.147910802530723,0.655395744148928
564,2,434090,-0.127393046105589,0.149161816676443,0.393651299216451
565,2,441927,-0.177451339483334,0.147415270698393,0.229492266173573
566,2,446471,-0.250337385783188,0.148933559122028,0.0936734583201261
567,2,449325,-0.302872996046394,0.14777725851422,0.0411495156952158
569,2,450017,-0.35256128848839,0.146633842046202,0.0167151328866663
570,2,451779,-0.476730402565317,0.146195560241697,0.00121873638624475
571,2,451784,-0.482727374632111,0.146682995533902,0.00109921474624722
572,2,453525,-0.409306886321644,0.147361218940289,0.00576910668163435
573,2,453768,-0.394835346098591,0.147671628885835,0.00784968254013436
574,2,454027,-0.408154499531376,0.146940345954678,0.00576714277452098
575,2,455029,-0.380641113520739,0.147228492256309,0.0101275690127044
576,2,455247,-0.395178831685271,0.146634995412407,0.00737590309709511
579,2,455756,-0.227744266958051,0.158685990142388,0.152118881763831
580,2,457024,-0.378598281901798,0.147857545082101,0.0108657203148646
581,2,457298,-0.390279282887589,0.14820697244379,0.00882679825640405
582,2,460202,-0.436719381096565,0.148183282512909,0.00342033345205495
586,2,464424,-0.484333577443183,0.146974766483348,0.00108267342251848
587,2,465824,-0.428349812250231,0.148950563013455,0.00427488421972161
588,2,470145,-0.307515568043773,0.147632990997907,0.0379729789540955
589,2,470686,-0.296728302125326,0.147604926261098,0.0451610566819306
590,2,471144,-0.279432537480157,0.147958247442333,0.0597663727007233
591,2,471830,-0.310001906948245,0.147359904814769,0.0361111547070396
592,2,472403,-0.303907254831651,0.147529009723322,0.0401327967226921
