SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
95,1,128704,0.00364593972983707,0.0593093591374688,0.95101709853487
96,1,128911,0.000481536229105739,0.0593162352375744,0.993527335557851
97,1,130267,0.0402160744716425,0.0592494722315622,0.497735731442128
98,1,130271,0.035263713873983,0.0593288102525083,0.552640353303441
99,1,130613,0.0664688782211055,0.0598086516462264,0.267170254847519
100,1,132012,-0.0675492966178587,0.059677820662895,0.258444995715554
101,1,133231,-0.0609783990694505,0.059272990822044,0.304291170245561
102,1,137074,-0.083418111214277,0.0591108474527794,0.159061979155004
103,1,137304,-0.110517020896682,0.0590054869703122,0.0618952424279856
104,1,139686,-0.11179009122992,0.0590770142875473,0.0592720982592399
105,1,149562,-0.0849915632779406,0.0593391661677237,0.152942517438985
106,1,150447,-0.0734875770326683,0.0600441985948431,0.221809463469454
108,1,154084,-0.0640232372316387,0.0602610880556246,0.288766432014199
110,1,157269,-0.0657581007111965,0.0591584754768498,0.267084548233556
111,1,160054,-0.0787826720634741,0.0596778213578708,0.187645930747023
112,1,166222,-0.0669664908290714,0.0592754090732899,0.25934797522022
113,1,166416,-0.0661473547077415,0.0591572461195031,0.264258396296876
114,1,167326,-0.0801213574873055,0.0594459150167429,0.178586210672568
115,1,168836,-0.0877328471798027,0.059132154860146,0.138787694862919
116,1,171200,-0.0564734178270568,0.0593289791624424,0.341814696305424
117,1,171431,-0.0426861785901165,0.0597327485679569,0.475316583350352
118,1,173339,-0.0922611548882614,0.0591074522661148,0.119442055857206
119,1,173845,-0.0875135876758145,0.0590785836364474,0.139416518665429
120,1,175121,-0.102342638750799,0.0588930445374984,0.083123223093253
121,1,175281,-0.101008916833865,0.0589500474388404,0.0875047392323218
122,1,175315,-0.110979130042609,0.0588805140172935,0.060275506516306
123,1,175523,-0.107216238031408,0.0592371112584704,0.0711537682572289
124,1,175541,-0.106293436791581,0.0589978351294249,0.0724536544683933
125,1,175653,-0.104421806878416,0.0591956749413942,0.0785950880302169
128,1,175856,-0.0954041127235296,0.0602238637015511,0.114053212110037
129,1,175876,-0.0885418290132712,0.0593244582375987,0.136460958820363
130,1,175989,-0.0963466216742581,0.0594604224947082,0.106050305657644
131,1,176001,-0.102662802665357,0.0597427560203879,0.0865978992129643
133,1,177692,-0.108712963173316,0.0588924893022748,0.0657356561520455
134,1,178191,-0.104059547341527,0.0589753136045341,0.0785194508047165
135,1,178224,-0.108712963173316,0.0588924893022748,0.0657356561520455
136,1,178960,-0.12074115187161,0.059301492113418,0.0424908883785735
140,1,183802,-0.0723841164800419,0.05905797813976,0.221149366276361
141,1,183954,-0.0804855768924908,0.059460265498737,0.176729221811545
142,1,184450,-0.0594728260287882,0.0590075768579668,0.314200242095822
144,1,184718,-0.0501005118074308,0.059368310521041,0.399300613422187
145,1,185296,-0.0429050363995283,0.0591319764567683,0.468576443619519
146,1,185438,-0.0623779687938111,0.0590856452725993,0.291817597985363
147,1,185469,-0.062322599972435,0.0591713520757226,0.29294394387917
148,1,185503,-0.0499381770585684,0.0590511865274133,0.398306319787098
149,1,185705,-0.0592229405407592,0.0596884483066163,0.321779088377476
150,1,185749,-0.0560370369508014,0.0596971616428228,0.348532543004596
151,1,185806,-0.050470670460923,0.0597911189366576,0.399175982423893
152,1,185879,-0.0487280437799912,0.0600846939094079,0.417918261622201
153,1,185916,-0.0333170785933149,0.0600871286837441,0.579601877515525
154,1,185941,-0.0527812458693147,0.0603097587029011,0.382076901684182
155,1,185954,-0.0601803762023858,0.0604666951849565,0.320289203652534
156,1,186055,-0.0686704537425076,0.0592303266865982,0.247084965887564
157,1,186896,-0.0658853188057495,0.060213872088318,0.274618428959272
161,1,190132,0.0139049777574093,0.0594136557430575,0.815092136464845
162,1,190148,0.0150963011829368,0.0594307539221837,0.799631885601503
163,1,190165,0.017820344189778,0.0598853962875708,0.766203275621351
164,1,190169,0.022593190716726,0.0598061312162182,0.705825667593249
165,1,190933,-0.0333930914194761,0.0593065039281199,0.573751803979665
166,1,192149,0.0215844027384935,0.0598071866906285,0.718390219949383
168,1,192303,-0.0918658785537732,0.0711444828891784,0.197459164658273
171,1,192795,0.00545759264841317,0.059220093880285,0.926624955382488
173,1,194187,-0.0221695092657266,0.0592581226827215,0.708541407277993
174,1,194867,-0.0477969855607457,0.0591829630668561,0.419856725864748
190,2,8314,0.0193600863900589,0.0602317871159534,0.748077513190966
194,2,8498,0.00449472587126643,0.0601519005320566,0.940477494487398
195,2,8651,0.0226505158017096,0.0601966263151904,0.70693813816355
197,2,9812,0.039620585660739,0.0605297218873079,0.513174664520175
198,2,9932,0.0158555914002768,0.0603218314916155,0.79281956375758
199,2,10135,0.0249196039167648,0.0600820629118642,0.678569945527482
200,2,11616,0.0192009220804347,0.0600242142265568,0.749243790335242
201,2,12133,0.0341265011707624,0.0602441954064879,0.571434607854297
202,2,12194,0.040347437769029,0.0604665131536171,0.505036191591661
203,2,12359,0.0285719573531976,0.0603085641499899,0.63596190279228
204,2,13061,0.024606225118075,0.0603090763017216,0.683519541802183
205,2,14298,0.0218188970343682,0.0605024515820958,0.718593022077006
206,2,15222,0.00497687294506499,0.0611031163568013,0.935129933961757
207,2,17986,0.0334915135308054,0.0600064424194984,0.577108084595071
208,2,19770,0.0216744215443241,0.0604369677817038,0.72008737909294
209,2,19836,0.0016246391130823,0.0602818431546862,0.978514268253175
210,2,19851,0.00465265064386167,0.0604578947351847,0.938701450969555
211,2,21595,0.0194286193349866,0.060199816310423,0.747086617973
212,2,22385,0.0331874006060473,0.0602397763128875,0.582035844656063
213,2,23441,0.0159816570920165,0.0608450556248994,0.792964675009742
214,2,24209,-0.00319187267737853,0.0603497082415055,0.957849778522574
215,2,24341,0.0207814973703583,0.0604825807644926,0.731355626894372
216,2,26815,-0.00645051090827087,0.0604192274036574,0.91503800469876
217,2,28209,-0.00798875267063881,0.0604390379339149,0.894918266211514
221,2,41245,0.00800531421075923,0.0602071894659295,0.894298592410318
222,2,43214,0.026217541154218,0.0611689333417167,0.668469383995496
223,2,47104,0.0231431289454813,0.059466409251406,0.697377760433563
224,2,50915,0.10344473690273,0.0598106834770485,0.0845873503201692
225,2,55834,0.0930274965663874,0.0595806382621,0.119332209908404
226,2,56422,0.0921823179115558,0.0596916061216877,0.123409337869892
227,2,57715,0.0804823865957771,0.0595415820232551,0.177336639446658
228,2,59046,0.123523979424876,0.05963615027925,0.0390574821066438
229,2,59191,0.102838624089111,0.0594022878405411,0.0842856915934397
230,2,59383,0.126074487144699,0.0592926114763693,0.0341708586342521
231,2,59477,0.114277549163202,0.0602627685405984,0.0587339016595795
233,2,60471,0.0817818204830436,0.0595927199021525,0.170827164359218
234,2,60478,0.0831412232457665,0.0596557620922772,0.164290119046392
235,2,60786,0.0727676102518527,0.0595955840340851,0.222892022339061
236,2,61035,0.0800168957823708,0.0595649358721825,0.180019781961534
237,2,61071,0.0893888341989352,0.0592554020869903,0.132312183786878
238,2,61675,0.0959513385260348,0.059398094624001,0.107118732105593
240,2,62939,0.0881421259464206,0.0593289949772266,0.138264204993326
241,2,63527,0.0795082102767289,0.0595875042460335,0.182962332270692
242,2,63857,0.0592425362662163,0.0596682223975539,0.321455449365632
243,2,65527,0.0677006776877748,0.0594453769638187,0.255528804130943
247,2,67976,0.0616138141475366,0.0603232013719294,0.307766820852264
250,2,72389,0.0346421608524468,0.0600114023297013,0.564132042885017
251,2,72392,0.0703635041325651,0.0603318517669792,0.244290791357437
252,2,73646,0.0332920575107468,0.0591821552178864,0.574108349291673
253,2,74564,0.0014640863177014,0.0590923678029687,0.980247447679328
254,2,74739,0.0301103727772229,0.0592650545915619,0.611726589107763
257,2,80873,0.0337851969059927,0.0594009546183514,0.569877150414372
258,2,81501,0.0410294009280226,0.0593781217803837,0.490028996661236
259,2,83526,0.0655686616474591,0.0592233561346469,0.268986424031287
260,2,83845,0.0531139256830123,0.0593151444729247,0.37115515235225
263,2,84447,0.075314965397511,0.0600068986669061,0.210270861529076
264,2,87391,0.0547929813285471,0.0590482847793031,0.354075226847497
265,2,87562,0.0608549759460993,0.0591813011356378,0.304521979008775
266,2,87849,0.0527794704147124,0.0591976403029078,0.373225061708353
267,2,87878,0.0610584315063898,0.0594301340866314,0.304936326645392
269,2,89785,0.0584168329687453,0.0594442985870085,0.32642053506525
272,2,93721,0.0090966365785605,0.0593438315315275,0.878259556290443
273,2,93952,0.0226687831726728,0.0591637537434451,0.701836785765053
274,2,95085,-0.0075166609886079,0.0592572937102236,0.899133035841116
276,2,107124,-0.0104052470492947,0.0592855372518101,0.860778984402739
277,2,111645,-0.0289445691819807,0.0593060852785071,0.625814633195369
278,2,111916,-0.0136584612248836,0.0594614871188505,0.818455875402298
279,2,111931,-0.0160377497467947,0.0595507428070004,0.787846685750639
280,2,111999,-0.0328416982846401,0.0593172392184048,0.580160736954362
281,2,114528,-0.015419054372929,0.0596788404793918,0.796274108779258
282,2,116024,0.00748654039220253,0.0598250702985976,0.900483540561974
286,2,120090,0.0210659011596845,0.0595795663562074,0.723867779822248
287,2,120291,0.00804965271784719,0.0602700482903215,0.893826819950044
288,2,120726,0.0213469164304717,0.0599125716139973,0.721827927752373
289,2,121716,0.0141651017818004,0.0598505388830822,0.813046527370865
290,2,123100,0.0174694532452098,0.0599306416400277,0.770844352528055
291,2,124677,0.00756347510041538,0.0598539335499713,0.89951451573164
293,2,127887,-0.0277193453584686,0.0602476066795999,0.645734596748447
294,2,128935,-0.00918695346250209,0.0602067115332978,0.878808642482006
295,2,129053,-0.0165247914758082,0.0603855673577143,0.784510076072317
296,2,130040,-0.0241714667763953,0.060746954114312,0.690941345513458
297,2,130976,-0.058456732036239,0.0601853001175785,0.332074296325509
298,2,132199,-0.0191739549182245,0.0605363878832711,0.751632391063544
299,2,133355,-0.011532457162529,0.060951459173024,0.850039135388031
300,2,133435,-0.0453206215115816,0.0610386239882251,0.458283757516317
302,2,135183,-0.0551381081820845,0.0610496051968576,0.367052125455145
303,2,135402,-0.0514423906493984,0.0610495013096595,0.400003676456647
304,2,135898,-0.0588614309006961,0.0613550297007249,0.338035111832037
305,2,135912,-0.0576211425486193,0.0614038000033223,0.348682034640155
306,2,135925,-0.0665582180242488,0.0610992271628554,0.276744298665857
307,2,136002,-0.0741945073531161,0.0610284161958414,0.224897503168082
308,2,136173,-0.050050368647456,0.0615310775849069,0.416527837742491
310,2,138318,-0.0532069787141907,0.0631512339186794,0.40006032926699
311,2,138695,-0.0300934964547575,0.0621105873119708,0.628321079077517
312,2,138818,-0.0405245588665677,0.0619797783104103,0.513643698711954
313,2,139728,-0.0321414517375087,0.061882473272365,0.603810768808142
314,2,140174,-0.0373937484797799,0.0618741131814653,0.545997817600659
315,2,140863,-0.0119010438279414,0.0618778325301711,0.847593300018743
316,2,141152,-0.0302232497669226,0.0620345331774659,0.626418715494615
317,2,141292,-0.0187290439335923,0.0616011336412568,0.761278593828048
318,2,141545,-0.010432939966353,0.0619068232652227,0.866265620126151
322,2,146723,0.0167715931695902,0.0617912017388396,0.786223877346714
323,2,147946,-0.0686825289767208,0.062256503400005,0.270683785297387
326,2,151397,-0.0432627061725259,0.0624772271754133,0.48910651469246
327,2,153035,-0.0267260724789715,0.0618226911445322,0.665785901061071
328,2,153228,-0.0391246942958874,0.0622554734314601,0.530113050324722
329,2,153455,-0.0510199373277376,0.0627016629374048,0.416369056194029
331,2,153815,-0.017851815279506,0.0625124249768954,0.775373235171437
332,2,154160,-0.033797495687345,0.0618384167172773,0.585036448610914
333,2,154235,-0.0475871314441971,0.0624309834662762,0.446428271702837
335,2,159870,-0.0312942676849604,0.0608814520298057,0.607559812094439
336,2,161229,-0.00346417002780242,0.0618387791726105,0.955358062289006
339,2,162696,0.0405678323635683,0.0615351033187983,0.510156570185456
340,2,163284,0.0260623910468676,0.060741210313815,0.668132106596858
341,2,164166,-0.0152799913070463,0.0613157836762243,0.803349778700364
342,2,165270,-0.000871776381589973,0.060805467732787,0.988569110335885
343,2,165675,0.00421385583132272,0.061809973447474,0.945685430448942
346,2,168062,-0.00817634908950371,0.0612534183738423,0.893886709703173
347,2,168518,0.0113172606564366,0.0609012534887687,0.852685061176925
348,2,168980,0.00465764255141254,0.0608748133120365,0.939055258617839
349,2,169651,0.0287003807643793,0.0608850724665288,0.637656192945132
352,2,170725,0.0331892889563959,0.0609870681595763,0.58664599445138
353,2,171254,0.0509757816526324,0.0610511233999537,0.404300024510254
354,2,172242,0.0550321372150259,0.0603179264264314,0.362197769940016
355,2,173254,0.0524994732878803,0.0598610635918507,0.381071118761583
356,2,173340,0.0250686569678572,0.0599041354069052,0.675851001200464
357,2,173385,0.036863862129448,0.0599420722048199,0.538956596294504
358,2,173973,0.0602200120944928,0.0597289160308709,0.314038448843084
360,2,177341,0.0788429303521944,0.0594631593489909,0.185726101473719
361,2,180314,0.0422314959018484,0.0595886694536131,0.478967949144744
362,2,180339,0.0339263192128985,0.0597544231419629,0.570557188680276
363,2,182758,0.0422446888184175,0.0595248550982905,0.478359759848931
364,2,183619,0.0471095433661903,0.0597492853280642,0.4309605552712
367,2,187176,-0.00313622700221694,0.0601272180052298,0.958430823729693
368,2,191066,0.0159039062719977,0.06057101680479,0.793038063640848
371,2,191599,-0.0372876656657968,0.0597046064090023,0.532679189761545
373,2,191763,-0.0173217876342076,0.0599670887814681,0.772861968485911
374,2,191959,-0.0345154882613014,0.0597996295452558,0.564181965521479
376,2,195759,-0.0510101007669675,0.0602804430629632,0.398007140095986
377,2,196912,-0.0388205421052528,0.0593295737225519,0.513331559051177
379,2,198110,-0.0898632859653026,0.0595294672811124,0.13205034414857
381,2,198805,-0.0743705029693899,0.0598477785761607,0.214817587135613
382,2,198891,-0.0984911416525655,0.0592800119490232,0.0975096618599783
383,2,199248,-0.105848027619259,0.0593806040474438,0.0755213000332004
384,2,201782,-0.0711063024227785,0.0594536205076436,0.232500791973888
385,2,203285,-0.0745023586408827,0.0592103558898655,0.209127295549439
386,2,203783,-0.0595599944397872,0.0591302921327258,0.314496404433621
387,2,204179,-0.0673709276063967,0.0592500849233923,0.256284271289793
388,2,205406,-0.0417639075966817,0.059927147493286,0.486316973636262
389,2,205834,-0.080764968450969,0.0595261259084625,0.175712190687839
391,2,207192,-0.054033059101961,0.0595559354615856,0.364885207652303
392,2,207561,-0.0417806421400073,0.0593201141969749,0.481694754855981
393,2,208682,-0.049633272726936,0.0592030086176131,0.402397388598616
394,2,210102,-0.0546710282546546,0.0593436681487127,0.357543166959932
396,2,214801,-0.0609448175339073,0.0593235210072281,0.304968652485195
397,2,215016,-0.0447087184688069,0.0593305379862347,0.451619844708947
398,2,218876,-0.0438105269259595,0.059946784551289,0.465371674130613
399,2,227511,-0.0165972558902344,0.0604102752729352,0.783674980783443
400,2,230378,-0.0382397308959271,0.0596206326349642,0.521689319981231
401,2,231943,-0.051775380817552,0.05976289643599,0.386888588586694
402,2,232156,-0.0384012202863792,0.0597669356961159,0.520955194167465
403,2,232789,-0.0462391441149925,0.0595392731696409,0.437905505833158
404,2,238524,-0.0405109087071068,0.0596350086234307,0.497383969879304
405,2,241518,-0.022808016343839,0.0601797866022839,0.704917238400029
406,2,250396,-0.0793157478350248,0.059632459273046,0.184351696032802
407,2,250466,-0.05717477407396,0.0596830580170839,0.338731877983866
408,2,252305,-0.0392093231321581,0.0598826398607468,0.513042608952389
409,2,254571,0.0347874573162127,0.0607323581428821,0.567145196313746
410,2,254742,0.0269799724767174,0.0606887225268077,0.656907885984059
411,2,254908,0.0246193259861265,0.0611553766781765,0.68750818460589
413,2,255862,0.0232707119291499,0.060788322673165,0.702086975037694
414,2,255975,0.0374914572270763,0.0605485542648187,0.536186274874589
415,2,258311,0.00285716824967325,0.0595808895491168,0.96177967091681
416,2,259284,0.0100472329041484,0.059779308509932,0.866622822899792
417,2,266330,0.0280906602626803,0.0600201292009975,0.64005864604261
418,2,267100,0.00122669055682578,0.0600343364743929,0.983709384641624
419,2,268086,-0.0108436672435971,0.0600359740155357,0.85676990375655
420,2,274614,-0.00435640519629987,0.05967352507421,0.941844292909608
421,2,274729,0.00241108005738078,0.0600002305637871,0.967968741782576
422,2,275746,-0.0121684422463156,0.0599706783032184,0.839324992759844
423,2,277029,-0.0152464009943925,0.0596899581137497,0.798542416388776
424,2,277741,-0.0117680080001084,0.0597156249543993,0.843888144275391
425,2,278218,-0.00175021788063634,0.0596109746193816,0.976593535919222
426,2,278379,-0.00270145717259607,0.061086099275125,0.964751045703526
427,2,279910,-0.0133565684797455,0.0595858749679126,0.822765116120847
429,2,283431,0.00653427010767538,0.0604618712029015,0.913999523251781
430,2,283573,-0.00261991649657012,0.0597374196550309,0.965043022304303
431,2,286762,-0.0285881263958928,0.0598711612307949,0.633305831479111
432,2,287187,-0.0184425782068871,0.0596029649920236,0.757181701539112
433,2,288379,0.0119277473620332,0.0591558930111337,0.840320219488087
434,2,294941,-0.0229123038373233,0.0591821259781007,0.698879167895109
439,2,297610,0.0141280782932442,0.0594895492445803,0.812415686070586
441,2,299680,0.0264793458876125,0.0592943360925105,0.655456053882533
442,2,299708,0.030682716292139,0.0594137457002461,0.605881284092794
443,2,299759,0.036520047342397,0.0592029113522812,0.537723161733728
444,2,300111,0.0186073021429574,0.0596404627488705,0.755231376148567
446,2,301710,0.0473289525371392,0.0591971231697073,0.424529855818599
447,2,303446,0.0248465579352337,0.0596092352191014,0.677060522510272
448,2,303854,0.038674439810178,0.0595998008997815,0.516823549972249
449,2,304472,0.0174120294814217,0.0591241423185819,0.76854936319767
450,2,304691,-0.00954810334413819,0.0600872376262838,0.873835368911719
451,2,308097,0.0336866538576815,0.0594289702183424,0.571183861020344
453,2,309402,0.0157334349183618,0.059088340299217,0.790186962898322
454,2,310030,0.0163880239055815,0.0594198782869153,0.782862789241896
455,2,310113,-0.000277658346393157,0.0592605128010567,0.996264263617675
456,2,310972,-0.0303027128129694,0.0593285849468649,0.609837860040309
457,2,312659,0.0389666370264424,0.0590838686849646,0.50999580195576
460,2,318265,0.00359752301706656,0.0598882565209249,0.952133405213706
461,2,318379,0.0210445838061958,0.0600555546722543,0.726233569895377
462,2,321266,0.0131637925458251,0.0596598369585491,0.825494491088538
463,2,322957,0.00855733824147675,0.0591296509649355,0.885013268729501
464,2,325221,0.0495912638844903,0.0593973936208823,0.404335099799524
465,2,332691,0.0624763877963398,0.0599694950017576,0.298216089098117
466,2,333006,0.105191975261272,0.0596816210479178,0.0788413772976753
468,2,335046,0.104257187354171,0.0590829786844647,0.0784975788290481
469,2,335049,0.0889706470889284,0.0594069105763333,0.135118331919012
470,2,335995,0.0884496110326881,0.0590713508959424,0.135199672792432
471,2,336060,0.0734599559838237,0.0590495471443496,0.21431054103531
472,2,338292,0.0813547873669159,0.0590164866587216,0.168919028386325
473,2,339568,0.0497492850407805,0.0592050735491712,0.401315965314403
474,2,340466,0.073113040613729,0.0596505831389288,0.22113297252045
478,2,348480,-0.00417463468805969,0.0591756378931605,0.943798632259593
479,2,350086,-0.0201459731413499,0.0591691340616002,0.733696768307532
480,2,351083,-0.00942868385847767,0.0599415603282915,0.875099976844633
481,2,351335,-0.0263738429832533,0.0592532441161863,0.656517568591531
482,2,351417,-0.0187581719894141,0.0592521037565791,0.751747637676013
483,2,351450,0.00377858492131608,0.0593257502425432,0.949251401626778
484,2,352302,-0.0142911286661727,0.0597898283516654,0.811226658541279
485,2,352469,-0.035330166046369,0.0591601511646393,0.550759830503683
486,2,352562,-0.0183335661486706,0.059423928295141,0.75786744600333
487,2,352944,-0.00811671747095686,0.0592589399470023,0.891132321257841
490,2,355266,-0.0313555444410775,0.0592370104837443,0.596913731188553
491,2,358277,-0.0102073950298812,0.059267379394851,0.863358403971118
492,2,358926,-0.0121305405229464,0.0593535698301498,0.838176211129763
493,2,358948,-0.0301003820563134,0.0593542693249196,0.612379652538622
494,2,359515,-0.0235911281240115,0.0592734212041456,0.690866966860427
495,2,363190,0.0142388661695298,0.0598620579554437,0.812126683613286
496,2,363588,0.0231243409038084,0.0600904387231719,0.700598356192817
497,2,363888,0.0216394002514985,0.059576130933681,0.716655977294457
498,2,363954,0.0299227288932455,0.0593291313028856,0.614329138620062
499,2,364199,0.0253022893720607,0.0592545677937907,0.669632410865023
501,2,365981,0.0204992774909765,0.0604550134796773,0.734748701865524
502,2,366047,0.0230882926105662,0.0593631690664448,0.6975602406883
503,2,366936,0.0320229837098192,0.0600349933866,0.594088727858617
504,2,369530,0.0426758655047497,0.0592338221885714,0.47171586230847
506,2,369931,0.0433813347785753,0.0596393259926528,0.467466293552021
507,2,371033,0.0196723184953719,0.0595163467496088,0.741190793385968
508,2,372919,-0.00620385490023123,0.0592675460946435,0.916692821335315
509,2,373518,0.0268204833489512,0.0592176084723394,0.650888922188955
510,2,376157,-0.0124341053159855,0.0593618527129768,0.834207730948125
511,2,376172,-0.00807350300332382,0.0597931224939205,0.89266990289862
514,2,381433,-0.0621870604386955,0.0596597340549263,0.297957055248407
515,2,381922,-0.0463130751943664,0.0601650894256632,0.441953162578617
516,2,382146,-0.039284325735055,0.0592728091279967,0.507909454440028
517,2,384206,-0.0214587803491896,0.0594833375153385,0.718500035654289
518,2,384955,-0.0299518463744496,0.0593403712192163,0.614051817025117
520,2,387301,-0.0183098818474366,0.059655991465778,0.759081857543471
521,2,388313,-0.0279127253425767,0.0592910667709981,0.638092507109554
524,2,390138,-0.0146828878817914,0.0594891686526866,0.805193980525875
525,2,391233,-0.0382117295264989,0.059790373344804,0.52317559829864
530,2,395606,0.0401522007379046,0.0594393409723477,0.499790521730829
531,2,395726,0.0612031959006372,0.059366706040119,0.303277276331013
532,2,395853,0.0604810137048144,0.0595383717974183,0.310404887664822
533,2,396484,0.0699740496625659,0.0592448337299065,0.238358301909662
534,2,396705,0.0557897467811775,0.0592587804357038,0.347113213602015
535,2,398759,0.0746117756941911,0.0596862552699136,0.212103412780325
536,2,400386,0.061937771842806,0.0593929479666352,0.297732704097986
537,2,400847,0.0517175604309926,0.0593657986298478,0.384254724342241
538,2,401130,0.0431121576742448,0.0599302628086931,0.472387661539226
539,2,401143,0.0520164287618747,0.0597912244483604,0.384909281322394
540,2,401979,0.0550646995072277,0.0597463789127758,0.357345430510473
541,2,403598,0.0570771546724424,0.0594237980058397,0.337456020647297
542,2,404844,0.0382969502697079,0.0601315366380699,0.524611722837564
543,2,405100,0.0609282027179075,0.0595270651829012,0.306754529752014
548,2,406181,0.0713485126080712,0.0595329365370432,0.231537585821471
549,2,406688,0.081114063370767,0.05915233683327,0.171160617093165
550,2,407621,0.0405526418286659,0.0597571402871779,0.497820647732563
551,2,409016,0.0717036628225461,0.060274240814634,0.234993864264787
552,2,410647,0.0441608862048344,0.0594682269819512,0.458219982453098
554,2,419803,0.0311051085516345,0.0599096617522751,0.603946498895379
555,2,419943,0.0254412717005703,0.0602711264080575,0.673198952369457
556,2,422349,0.0375200733133446,0.05951339911749,0.528809760633137
557,2,425467,0.0337843697966029,0.059305876150601,0.569268549731952
560,2,429095,-0.0103580237881756,0.0596819367329892,0.862315662769406
561,2,431266,-0.0104079958771062,0.0597144260820434,0.861732623715018
562,2,431446,-0.00212498066814909,0.0599580792147194,0.971748039365578
563,2,432524,0.001367153503392,0.0593824285674317,0.981645044377145
564,2,434090,-0.0123271187826528,0.0599260387197315,0.837139500223204
565,2,441927,0.0291079400313235,0.0592678786023618,0.623643195903269
566,2,446471,0.020829967016133,0.0600046927574806,0.728693784971652
567,2,449325,0.0220898192950749,0.0596523655543198,0.711374216166126
569,2,450017,0.0413932127835884,0.0592922128827402,0.485560360119576
570,2,451779,-0.0333669167462524,0.0595280014587198,0.575477153065727
