SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
155,1,185954,0.0502078725659515,0.153980359124908,0.744567079961235
156,1,186055,0.0462410289475193,0.150909879572203,0.759469447675632
157,1,186896,0.0654400278856413,0.153364848155533,0.669861532505885
161,1,190132,-0.0543120572287738,0.151093750690357,0.719466435274128
162,1,190148,-0.0445986818585548,0.151148340056813,0.768117199859834
163,1,190165,-0.0677237565815924,0.152285927647121,0.656798648046167
164,1,190169,-0.0515660491611035,0.152113866574851,0.734814029394976
165,1,190933,-0.159469489501377,0.150665987026016,0.290582909806593
166,1,192149,0.0798976907075546,0.152079180613755,0.599656515565758
168,1,192303,0.458230796715002,0.17972481040285,0.0112060097985968
171,1,192795,0.0922460240525167,0.150539151132192,0.540422336230662
173,1,194187,0.00287974024211307,0.150743901283645,0.98476931055938
174,1,194867,-0.136794908906847,0.150485913483796,0.363959060009372
190,2,8314,0.121165147945225,0.153077104157485,0.42916620186875
194,2,8498,0.0845922848652305,0.152922236161222,0.580495857827501
195,2,8651,0.0922372816805916,0.153053031482225,0.547129050908796
197,2,9812,0.0970286930878113,0.153955030831514,0.528945014055046
198,2,9932,0.0787525559353115,0.153377235199908,0.607953162816703
199,2,10135,0.0667547812926748,0.152805599220884,0.662479383438604
200,2,11616,0.11135475505357,0.152569591757349,0.465958558563722
201,2,12133,0.0920255426305221,0.15321338482553,0.548467593378552
202,2,12194,0.0859736097914028,0.153816369901126,0.576559343570459
203,2,12359,0.0908088314304094,0.153358355232104,0.554139336993141
204,2,13061,0.0870417948102118,0.153353246265007,0.570674083077064
205,2,14298,0.085741439345999,0.153839537050793,0.577646106267948
206,2,15222,0.109376928209261,0.155298951713014,0.481710823961155
207,2,17986,0.0837491528309571,0.152619585927007,0.583527728853413
208,2,19770,0.0785616362124417,0.153683444409641,0.60953670343247
209,2,19836,0.0758846097993089,0.15326473064908,0.620822649756759
210,2,19851,0.0812392596990517,0.15370602589313,0.597459088361749
211,2,21595,0.0642677263119991,0.153093536581891,0.674891432422839
212,2,22385,0.0473207156095405,0.15325594924712,0.757679251785062
213,2,23441,-0.00182492764981101,0.154765319091419,0.990598559557223
214,2,24209,0.0407679077706424,0.153475656614615,0.790678393944599
215,2,24341,0.0473945841234154,0.153833367732873,0.758195258189825
216,2,26815,0.114162501826762,0.153549501251885,0.457679690930843
217,2,28209,0.135215161045987,0.153552828884539,0.379145678982807
221,2,41245,-0.0789843194172504,0.153074030311692,0.606186026633168
222,2,43214,-0.157639552151333,0.155388082241941,0.311044146880058
223,2,47104,0.0294769778250575,0.151268156323016,0.84561017744698
224,2,50915,0.0375094577942954,0.152749576976294,0.80616418481034
225,2,55834,-0.0317987433638689,0.152047314790479,0.83446180221366
226,2,56422,0.0419152421486118,0.152312244021049,0.783329076168513
227,2,57715,0.0371846541763262,0.151813540020664,0.806648038903854
228,2,59046,0.0101882359324194,0.1525935221484,0.946804867215086
229,2,59191,-0.00282636825701399,0.151720708296797,0.985147786491951
230,2,59383,-0.0206286795441279,0.151760504690509,0.891954756596753
231,2,59477,0.00636279445334109,0.154047599918071,0.967076831591939
233,2,60471,-0.0369831902986495,0.151956130863898,0.807851860281245
234,2,60478,-0.030555136152566,0.152133602474613,0.840936150291714
235,2,60786,-0.0563360738115258,0.151862532752034,0.710884217560882
236,2,61035,-0.0314901490900831,0.151871929011517,0.835858636259933
237,2,61071,-0.035653017859241,0.15118027466917,0.813700461467962
238,2,61675,-0.0267297197220941,0.151620779442535,0.860164660293239
240,2,62939,-0.00607835818907765,0.151365013906116,0.96799069598881
241,2,63527,0.0409150729491119,0.151917929332483,0.787838080710641
242,2,63857,0.004638079879976,0.151968679112324,0.975669613127619
243,2,65527,-0.0344489283013907,0.151456763344305,0.820205070700132
247,2,67976,-0.0127395254354399,0.153648018180672,0.933967157633229
250,2,72389,-0.0758525472357433,0.152648601515172,0.619562163206251
251,2,72392,-0.125249846853712,0.153595718463144,0.415363818006538
252,2,73646,0.0236859247856638,0.150583066288012,0.875102492728822
253,2,74564,0.074301300691494,0.150240622733354,0.621226376432909
254,2,74739,0.135966275050333,0.150613076054828,0.367273049571946
257,2,80873,0.234387505217442,0.150630871289677,0.120594888978835
258,2,81501,0.209010464918673,0.150711390638638,0.166369953939183
259,2,83526,0.175750219498708,0.15059673341223,0.243987833810561
260,2,83845,0.227174836712568,0.150545585033414,0.132190654533954
263,2,84447,0.199810763386013,0.152588502706384,0.191225292790027
264,2,87391,0.235460731128047,0.149840292154101,0.116983000938266
265,2,87562,0.24126119412513,0.150196055267264,0.109100275992419
266,2,87849,0.206754680209224,0.150327460764691,0.169891401445955
267,2,87878,0.226503528641918,0.150896596806196,0.134236212132461
269,2,89785,0.202025731539048,0.151011941766344,0.181818633277203
272,2,93721,0.163736910512231,0.150685314446154,0.277948455575317
273,2,93952,0.126335869000833,0.150355092253827,0.401336964741039
274,2,95085,0.173213870205105,0.150433195393464,0.250333082935865
276,2,107124,0.237439307205233,0.150259899432439,0.11495877579705
277,2,111645,0.222213346757367,0.150422720095248,0.140497757889197
278,2,111916,0.18374703494192,0.150926100779555,0.224241100073352
279,2,111931,0.207261858875418,0.151071668365187,0.170952142635895
280,2,111999,0.226442430161118,0.150447967035843,0.13318713485327
281,2,114528,0.156149581745687,0.151570800819116,0.303617313753845
282,2,116024,0.177954803494222,0.151864345781603,0.242067208073241
286,2,120090,-0.0314429242099272,0.151549236995236,0.835757284737902
287,2,120291,-0.0133608314675252,0.153290006991961,0.930593368086322
288,2,120726,-0.00755067027257705,0.152405463281395,0.960514347516428
289,2,121716,0.0426714996202932,0.152215958552418,0.779384518599965
290,2,123100,0.0123102741164665,0.152441489336673,0.935683281489749
291,2,124677,0.0550032584718165,0.152204749769209,0.718034016412886
293,2,127887,0.0610149081646145,0.153242237113188,0.690753046657292
294,2,128935,0.0563014194828793,0.15310242284159,0.713289767833635
295,2,129053,0.0929911302671598,0.153518114828203,0.545080714919508
296,2,130040,0.0451322941103138,0.154516694988828,0.770391809921681
297,2,130976,0.0170290471066501,0.153273963764099,0.911598588448401
298,2,132199,0.0274812466193919,0.153980107601239,0.858454134985229
299,2,133355,0.0619597343791243,0.154993630488351,0.689577536852561
300,2,133435,0.090383216022959,0.155289221811124,0.560916999451867
302,2,135183,0.157975716672973,0.155222201146586,0.309498938312899
303,2,135402,0.142950317746047,0.155239945260671,0.357765635628826
304,2,135898,0.203595785710474,0.155874353129203,0.192350914634243
305,2,135912,0.169695561722677,0.156104910290455,0.277751547266261
306,2,135925,0.175165927643957,0.155378196822256,0.260359373138174
307,2,136002,0.144553359650899,0.155350783336129,0.35274997473881
308,2,136173,0.141195553324054,0.156461239356558,0.367443035852136
310,2,138318,0.182865714542442,0.160482185345255,0.255276987617511
311,2,138695,0.139139880730536,0.157847806537004,0.378657196292092
312,2,138818,0.114805244659018,0.157613244737672,0.466852625465572
313,2,139728,0.100917881260914,0.157357225012318,0.521724590299836
314,2,140174,0.109451104566118,0.157341065592974,0.487118512942344
315,2,140863,0.0936236959103192,0.157306279644717,0.552112377797025
316,2,141152,0.0627333272749779,0.157793198789982,0.691189880276791
317,2,141292,0.0929223477017858,0.156615639311577,0.553350568318165
318,2,141545,0.0988119203372864,0.157369151394415,0.530476142671387
322,2,146723,0.149588883947906,0.156971218570201,0.341257275362911
323,2,147946,0.131043111955386,0.15845933926293,0.408805596054614
326,2,151397,0.0648766071965245,0.158971797561986,0.683446678996766
327,2,153035,0.17714380071411,0.15699545470128,0.259943841882701
328,2,153228,0.100283838089447,0.158336025989947,0.526908156154521
329,2,153455,0.122652360409959,0.159488166299777,0.442385359074912
331,2,153815,0.147865426116478,0.158814412636548,0.352459878354875
332,2,154160,0.117273569101547,0.157219366140193,0.456210249883727
333,2,154235,0.0656923529771536,0.158875944641111,0.679504538582592
335,2,159870,0.154807752051659,0.154681436822378,0.317601017889535
336,2,161229,0.14955899966109,0.157076741217598,0.341677624229317
339,2,162696,0.230387091348464,0.156120758271815,0.140916387054385
340,2,163284,0.175769423383522,0.154242942209524,0.255241413500732
341,2,164166,0.0499627889328724,0.155938497967876,0.748854242381876
342,2,165270,0.0568985462167724,0.1546199326422,0.713101453081663
343,2,165675,0.0860089532191708,0.157138719449506,0.584488215205342
346,2,168062,0.0369090701760504,0.155780382774054,0.812848410160219
347,2,168518,-0.0386176129833968,0.154887097461149,0.803252472938706
348,2,168980,0.00602391568667371,0.154826863953061,0.96898618552453
349,2,169651,0.00809637307345645,0.154900135458481,0.958344444402035
352,2,170725,0.20354838705975,0.15479782120587,0.189386811440359
353,2,171254,0.155031725982816,0.155208400618268,0.318545898781257
354,2,172242,-0.0290485869845165,0.153582544546828,0.850091870182726
355,2,173254,0.0513454880381634,0.152388869280832,0.736364429029417
356,2,173340,0.0517396537400752,0.152370043832664,0.734385484202587
357,2,173385,0.0543605107038574,0.152507832511844,0.721720991244112
358,2,173973,0.094543501945449,0.15204681701761,0.534471339936225
360,2,177341,0.186810526823418,0.151285326967805,0.217717867062076
361,2,180314,0.146861951610958,0.15146101436715,0.332892184235668
362,2,180339,0.147876609317707,0.151841893793544,0.330780303434984
363,2,182758,0.243071268521615,0.150947059942841,0.108224429624688
364,2,183619,0.261332199153448,0.151459711747492,0.0853262770354497
367,2,187176,0.179088901804759,0.152627749752526,0.241438359703534
368,2,191066,0.287897965116603,0.153304392879809,0.0612122083572329
371,2,191599,0.277491435102795,0.151213971029403,0.0673334148712291
373,2,191763,0.252494191492793,0.15194211387913,0.0974448717636703
374,2,191959,0.237224719589385,0.151638341855003,0.118617029877816
376,2,195759,0.327187460355277,0.152478422779611,0.0325708127331227
377,2,196912,0.411670826406407,0.149389001673778,0.0061605805581978
379,2,198110,0.389530129611895,0.150470525632639,0.0100308540186967
381,2,198805,0.360329314743945,0.151335999834171,0.0177960361358131
382,2,198891,0.423862347174228,0.149667412356759,0.00489068674677453
383,2,199248,0.397564504395591,0.150220798249662,0.00849627913134506
384,2,201782,0.334056167634274,0.150470551270797,0.027048243039298
385,2,203285,0.462179381428928,0.148911793393717,0.00206536944372401
386,2,203783,0.388055574224026,0.149181967718027,0.00967999335224448
387,2,204179,0.406745093337693,0.149409100355508,0.00680343789896909
388,2,205406,0.359799267982144,0.151313477423445,0.0179462267215158
389,2,205834,0.318897347180565,0.150838023222241,0.0352014517927001
391,2,207192,0.25066051370558,0.151060049886733,0.0979347109307508
392,2,207561,0.283781982718222,0.150220312252966,0.0596971517802935
393,2,208682,0.227739616461405,0.1502355584189,0.130443726592776
394,2,210102,0.190782329465969,0.150771454622898,0.206571764083542
396,2,214801,0.200854750409964,0.150727181527764,0.183531982480067
397,2,215016,0.175458839309439,0.150730580512666,0.245187459358543
398,2,218876,-0.0241794376382601,0.152575483126583,0.874172943780213
399,2,227511,-0.110515049357182,0.153548231142888,0.472160358582339
400,2,230378,-0.0512765553231234,0.151699874756287,0.735554193978944
401,2,231943,-0.0595920805885609,0.152126362661458,0.69549593439626
402,2,232156,-0.0654192121649778,0.152057191386569,0.66729256435464
403,2,232789,-0.0325020221929614,0.151548604025603,0.830307517692322
404,2,238524,-0.0889716402950477,0.151697867588389,0.557910697629968
405,2,241518,-0.182736276710712,0.152780083116792,0.23247048155761
406,2,250396,-0.161366462163367,0.151802974355298,0.288508894441505
407,2,250466,-0.178992578239138,0.151693186001595,0.238808880029785
408,2,252305,-0.207533319266256,0.151994086233938,0.172995591591386
409,2,254571,-0.162131674137087,0.154294241103049,0.294071401764917
410,2,254742,-0.147035433071967,0.154197356863577,0.340962181676711
411,2,254908,-0.199621664570108,0.155211956281316,0.199243081410222
413,2,255862,-0.241020485580128,0.154105014343692,0.118713200054347
414,2,255975,-0.178448649647238,0.153786713999523,0.246684575073993
415,2,258311,-0.337846979860323,0.15046482995619,0.0253637415939144
416,2,259284,-0.203847287950121,0.151658143094171,0.179771618372786
417,2,266330,-0.140201696375521,0.1525170648537,0.358591213999339
418,2,267100,-0.143741376994218,0.1524965863652,0.346536566913267
419,2,268086,-0.089056544682637,0.152625920589969,0.559932370747856
420,2,274614,-0.0412973533484934,0.151755844905071,0.785680982262847
421,2,274729,-0.0558578198023347,0.152572928713894,0.714505511061658
422,2,275746,0.0157890704492465,0.152532960534321,0.917614998925447
423,2,277029,-0.0182091088168793,0.151823346788668,0.904601952260113
424,2,277741,-0.0226661358319258,0.151881254375957,0.881452714369875
425,2,278218,-0.020902409708409,0.151607632157172,0.890420386005081
426,2,278379,0.020747696333226,0.155359791957902,0.893837597967362
427,2,279910,-0.0184743503443465,0.151555287284105,0.903048828292194
429,2,283431,-0.0587135295598102,0.153746444383508,0.702776119546813
430,2,283573,-0.0305102929610132,0.15192485819486,0.840951158408213
431,2,286762,-0.00346528750193409,0.152322330950608,0.98186278434424
432,2,287187,-0.0344491587810805,0.15160062649242,0.820371582123316
433,2,288379,0.106309513252969,0.150356331201408,0.480001599241609
434,2,294941,0.14197760713863,0.150363002620911,0.345696758070977
439,2,297610,0.172371557040952,0.151036404175125,0.25453604821408
441,2,299680,0.26908369921777,0.150167387149745,0.074006662973813
442,2,299708,0.318377524441883,0.150214195529666,0.0347466160667725
443,2,299759,0.264143602897255,0.149997398464891,0.0791062413655491
444,2,300111,0.241085522749545,0.151163801969033,0.111637811898625
446,2,301710,0.312874318802775,0.149772289315716,0.0374234928003322
447,2,303446,0.217359087393725,0.151202475615129,0.151451422306309
448,2,303854,0.230211715373355,0.151177754463834,0.128706977198319
449,2,304472,0.187855038816846,0.150059081875863,0.211444703853106
450,2,304691,0.211674680467936,0.152412463212131,0.16576069160307
451,2,308097,0.29641027757978,0.150392187339987,0.0495144258640166
453,2,309402,0.197396160617543,0.149929713088898,0.188829798159872
454,2,310030,0.262058707707637,0.150496821759726,0.0825038263523707
455,2,310113,0.191209845449602,0.150376201201769,0.204372580455812
456,2,310972,0.196114108298334,0.150587731303845,0.193654499641187
457,2,312659,0.124599109762661,0.150217149342711,0.407404731572415
460,2,318265,-0.0468917517068043,0.15229708336868,0.758342615917853
461,2,318379,-0.0390254344177989,0.152754693773944,0.798502874347437
462,2,321266,-0.114520072343926,0.151623800083019,0.45057811967926
463,2,322957,-0.0838147036504945,0.15032563910669,0.57750216622668
464,2,325221,-0.0987021653938396,0.151126120997501,0.514109720307508
465,2,332691,-0.246476011926069,0.152193325015891,0.106234255171832
466,2,333006,-0.328482900997729,0.151451878532767,0.0307579523153255
468,2,335046,-0.18449725467459,0.150610161130363,0.22139247728566
469,2,335049,-0.195762837993071,0.151213229631002,0.196299440537077
470,2,335995,-0.245643864341183,0.150147272106042,0.1027267601695
471,2,336060,-0.245535745675325,0.149944057699319,0.102413840206015
472,2,338292,-0.297460234933207,0.149667954264529,0.0476429401932974
473,2,339568,-0.321174010146809,0.149757222797626,0.0326645516468904
474,2,340466,-0.334760222449117,0.150987099458529,0.0272497784106716
478,2,348480,-0.253084908385876,0.149901360963206,0.0922285754290502
479,2,350086,-0.221917022229449,0.150048315662801,0.140039999796006
480,2,351083,-0.198813459656878,0.152089993747429,0.191992458551902
481,2,351335,-0.198221362770777,0.150374330623011,0.188296038958122
482,2,351417,-0.198573544043,0.150349163200551,0.18744057246608
483,2,351450,-0.21388725715226,0.150456907039276,0.156029673744449
484,2,352302,-0.240586344300867,0.151538663398283,0.113266774898496
485,2,352469,-0.252171323138013,0.149941405099471,0.0934921824572857
486,2,352562,-0.251623732663867,0.150561713553564,0.0955618550136923
487,2,352944,-0.250876226466471,0.150127537756796,0.0955906815234355
490,2,355266,-0.285121711722979,0.149954256299932,0.0580648236898185
491,2,358277,-0.228916869433399,0.150250780468577,0.12851268197816
492,2,358926,-0.219230862585149,0.150514172725587,0.146130535685365
493,2,358948,-0.2298754644887,0.150517165057771,0.127597451097088
494,2,359515,-0.185426898823693,0.150463506033666,0.218630616565998
495,2,363190,-0.204598314849537,0.151872413087251,0.178788862655245
496,2,363588,-0.171065401391851,0.152591632443032,0.263021527806763
497,2,363888,-0.16346931302915,0.151301264035106,0.280691611282574
498,2,363954,-0.134196641075227,0.150779980470766,0.374063283171872
499,2,364199,-0.149753770449027,0.150533109243702,0.320503881255796
501,2,365981,-0.209185518416042,0.153379682394963,0.173486591389294
502,2,366047,-0.166793426535192,0.150752455243156,0.269304235557507
503,2,366936,-0.148769292916552,0.152546113106113,0.3301083342383
504,2,369530,-0.237135819821103,0.150233775061944,0.115358964166574
506,2,369931,-0.199945696243119,0.151423771718613,0.187544315136746
507,2,371033,-0.259382083211867,0.150763509587967,0.0862258057349107
508,2,372919,-0.216188746287461,0.150300598918237,0.151213428462593
509,2,373518,-0.169880072275265,0.150383241334489,0.259391758468783
510,2,376157,-0.263881628315704,0.150332647341305,0.0800722911175348
511,2,376172,-0.27369618860872,0.151379420891429,0.0714552119107862
514,2,381433,-0.128066623191312,0.151815936067359,0.399483741087756
515,2,381922,-0.0918037890463416,0.153071244548439,0.549060630455801
516,2,382146,-0.110334074708917,0.150730869783783,0.464657991388884
517,2,384206,-0.104329055804859,0.15121286586131,0.490680049451072
518,2,384955,-0.111203120641174,0.15086168252725,0.46153919097026
520,2,387301,-0.125480840857492,0.151599223752525,0.408391549434336
521,2,388313,-0.110599705879945,0.150730318297075,0.463582771207579
524,2,390138,-0.169010923112188,0.151047162894718,0.263931609108177
525,2,391233,-0.113062275750934,0.152036707634831,0.457582212032941
530,2,395606,-0.279911950296703,0.150537266009823,0.0637994830704171
531,2,395726,-0.29139256475559,0.150419963194998,0.0535192107365415
532,2,395853,-0.28272999695564,0.150899572565908,0.0618074058457717
533,2,396484,-0.246654007461343,0.150405892911585,0.101912064573401
534,2,396705,-0.270134696350977,0.150218371347833,0.0729868998374299
535,2,398759,-0.17157100649229,0.151864318767706,0.259342313457747
536,2,400386,-0.182828889829517,0.150976246800648,0.226714010754066
537,2,400847,-0.211595845251657,0.150730031485853,0.161255500386107
538,2,401130,-0.160269640653094,0.152296567200696,0.29335777546492
539,2,401143,-0.153073818245421,0.152014728959339,0.314640361353102
540,2,401979,-0.0704516178518834,0.152092407555593,0.643495089423842
541,2,403598,-0.0826514659332321,0.151268891692795,0.585144616173135
542,2,404844,-0.0316262755206504,0.153014083411348,0.836372182390414
543,2,405100,-0.0939334439164042,0.151540160484351,0.53575090970214
548,2,406181,-0.0801569004775793,0.151660787478147,0.597465376616266
549,2,406688,-0.0318790041213602,0.15083567977484,0.832736736085971
550,2,407621,-0.0919357379098115,0.152003646764997,0.545683282501034
551,2,409016,-0.13813364321239,0.153429381599376,0.368570341454696
552,2,410647,-0.0495664550869319,0.15134357247532,0.74347671450384
554,2,419803,-0.154905997008941,0.152206220837136,0.309499681556879
555,2,419943,-0.140889618091433,0.153145728187093,0.358216183735979
556,2,422349,-0.179562867547669,0.151146697416814,0.235630565093183
557,2,425467,-0.116484973184653,0.150777459825897,0.440298442383196
560,2,429095,-0.119452812819723,0.151665284159113,0.431454468310811
561,2,431266,-0.0335091541198914,0.151870705053501,0.825498251090041
562,2,431446,-0.0567407494877755,0.152464701400745,0.709999549207676
563,2,432524,-0.0328333735058183,0.151020259283932,0.828014143245765
564,2,434090,-0.0901753603270253,0.152346397478937,0.554289736469348
565,2,441927,-0.129118157323959,0.150633723826927,0.391934509261739
566,2,446471,-0.218923296714048,0.152193540820727,0.151191477446129
567,2,449325,-0.292280293278992,0.150946759749582,0.0536272086361574
569,2,450017,-0.354582705352244,0.149720099742883,0.0184079407607192
570,2,451779,-0.440697424983477,0.14964067319172,0.00344327360423355
571,2,451784,-0.444582875537063,0.15016102189086,0.00327691978900584
572,2,453525,-0.382413373464639,0.150693259727284,0.0115880422926123
573,2,453768,-0.376271166421731,0.150939518675689,0.0131294720788412
574,2,454027,-0.374163266369579,0.150313969575301,0.013262601124417
575,2,455029,-0.334958929811064,0.150656255542065,0.0268259898391323
576,2,455247,-0.337917948007924,0.150144004981421,0.0250242451438589
579,2,455756,-0.201159392166128,0.162105772501759,0.215461405238111
580,2,457024,-0.36547959458223,0.15108142280721,0.0160643546930116
581,2,457298,-0.37076039541959,0.151488931967033,0.0148740618908353
582,2,460202,-0.425807360128534,0.151428976726543,0.00519971257553037
586,2,464424,-0.441339933696006,0.150500296230647,0.00358205963374948
587,2,465824,-0.388290532604363,0.152425238674898,0.0112758640935031
588,2,470145,-0.259029002128463,0.150999374347367,0.0871437410108858
589,2,470686,-0.262975448536362,0.150887706207414,0.0822296529850063
590,2,471144,-0.241631452884223,0.151251488630468,0.111038422631344
591,2,471830,-0.262424905702139,0.150719547258302,0.0825290120462913
592,2,472403,-0.26864163056548,0.150824228200178,0.0757465685575278
