SNP,Chr,Pos,Effect,SE,MID2_MAM33_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
60,1,80108,-0.070530121093004,0.0606550812505546,0.245693506417292
61,1,81262,-0.0928913856780189,0.0605466340148638,0.125873198580694
62,1,81999,-0.0879751112257027,0.0607162293619453,0.148237750661339
63,1,82431,-0.0892296087822702,0.0610001875997013,0.144418449172225
64,1,83284,-0.0773244918710289,0.0605999617574274,0.202800629052752
65,1,83613,-0.0618735054609516,0.0606435083241651,0.308293263942003
66,1,84112,-0.058797825904716,0.0606588784658782,0.333049536285569
68,1,84858,-0.037707093428182,0.060877906115651,0.536059805351636
69,1,85751,-0.0971598911185081,0.0609423250143351,0.111765461527338
70,1,87445,-0.0773754120095587,0.0611521137500909,0.206600462198132
71,1,87467,-0.0899149323063864,0.0614253424005546,0.144136206244446
72,1,89070,-0.0966785002484759,0.0610092661740785,0.113940669119675
73,1,89616,-0.0796439297812873,0.0607487983283317,0.190697423446004
74,1,89679,-0.0785247204203218,0.0607606554048603,0.197077383309296
75,1,89880,-0.0826887759749033,0.0607604764097746,0.174414289689858
76,1,91472,-0.0833169392310774,0.0612114327452101,0.174339715941345
77,1,93789,-0.0564820663130495,0.0606651118751427,0.352465584426652
78,1,94351,-0.032361705638653,0.0608750453509304,0.595331386122083
79,1,99148,-0.0397292104892411,0.0607027334076037,0.513223647979459
82,1,106800,-0.018939815967198,0.0608131288235678,0.755647808820769
83,1,107970,-0.00483119210081905,0.0606407457586755,0.936545601100767
84,1,109000,-0.00829137282496861,0.0607465584159609,0.891510760672135
85,1,112549,0.0548117466785005,0.0606092240000151,0.366428398245203
86,1,112742,0.0684261748926599,0.0608068332519361,0.261224744519044
87,1,113050,0.0429237558044953,0.0607703948539378,0.480450881058001
88,1,113135,0.0329465844987666,0.0606330763027779,0.587213615674465
89,1,114076,0.033023987175242,0.0606329570159887,0.586335356120516
90,1,114628,0.0282342876363437,0.060793313017512,0.642625424828828
91,1,116283,0.0348978897866596,0.0611218970542773,0.568393028176969
93,1,127853,0.0268953398703838,0.0610194696144542,0.659651832084477
94,1,128302,0.00753569457343373,0.060800485999586,0.901432251872953
95,1,128704,0.00333593685571681,0.0608620736201885,0.956319707815257
96,1,128911,-0.00807003763885727,0.0608675531331044,0.894598267221298
97,1,130267,-0.0856411812364065,0.0606692218291452,0.158946124454671
98,1,130271,-0.082970989067361,0.0607521323740132,0.17289337741274
99,1,130613,-0.0899181619225227,0.0612950946923657,0.14327410760215
100,1,132012,-0.0677679691761787,0.0612450275935977,0.269261200318477
101,1,133231,-0.0916926572366975,0.0607199919584982,0.131915015256458
102,1,137074,-0.101967101016537,0.0605865776801959,0.0932596043365445
103,1,137304,-0.0842213020338768,0.0606849738001558,0.166059785308939
104,1,139686,-0.075667136693992,0.0607970309911903,0.21410962612476
105,1,149562,-0.042607080165625,0.0610271591133953,0.485533108864054
106,1,150447,-0.0536902038264301,0.0616805137003431,0.384642527857014
108,1,154084,-0.026666198779263,0.0619211763926508,0.666987531796891
110,1,157269,-0.0293541823521269,0.0607932504994309,0.629499670191756
111,1,160054,-0.0535412337157689,0.0613249232056267,0.38321591636767
112,1,166222,-0.0553958848747104,0.0608656636253168,0.363373086500172
113,1,166416,-0.0480022276958249,0.0607596311246722,0.430037782483175
114,1,167326,-0.0632047557377776,0.0610663075994081,0.301368809914799
115,1,168836,-0.00829037504773433,0.0608674692465631,0.891737884663468
116,1,171200,-0.0531772869984709,0.0608944834852404,0.383109926752019
117,1,171431,-0.0476607530288224,0.0612883273876638,0.4372973414451
118,1,173339,-0.0712533438450763,0.0607455073633406,0.241594207008475
119,1,173845,-0.0634782351198449,0.0607193981914725,0.296536921783373
120,1,175121,-0.0383351290557161,0.0606584408840262,0.527806788910114
121,1,175281,-0.0501066466617852,0.0606857628928196,0.409546796904817
122,1,175315,-0.0433502492559046,0.0606813633335144,0.475457265598638
123,1,175523,-0.0509913548800232,0.0610089423606199,0.403832047951961
124,1,175541,-0.0468586866436893,0.06076888531443,0.441165439054698
125,1,175653,-0.0436345711215433,0.0609682799270945,0.47465406638854
128,1,175856,-0.0541992623066729,0.0619526141923959,0.382250208546415
129,1,175876,-0.042814247028606,0.0610267483836668,0.483412578428876
130,1,175989,-0.0515427297079386,0.0611820460354562,0.400107306382104
131,1,176001,-0.0564694713945323,0.0614892283046011,0.359055579409893
133,1,177692,-0.0435577618005529,0.0606809423688499,0.473345407081034
134,1,178191,-0.0417847190376913,0.0607448097864135,0.491984453798827
135,1,178224,-0.0435577618005529,0.0606809423688499,0.473345407081034
136,1,178960,-0.0627261200065047,0.0611191004940561,0.305456120989017
140,1,183802,-0.0837049128279213,0.0605692310841023,0.167854529833261
141,1,183954,-0.0935276239312413,0.0609721404458435,0.125940075768948
142,1,184450,-0.0959240529679898,0.0604240761516346,0.113291611506957
144,1,184718,-0.0815906303978922,0.0608291095547448,0.180682475946854
145,1,185296,-0.078154916671535,0.0605825704032592,0.197875623894282
146,1,185438,-0.0922378312061997,0.060529317271335,0.128440580639949
147,1,185469,-0.0903595762220975,0.0606252609506146,0.136996091516099
148,1,185503,-0.089630676954299,0.0604705441529227,0.139173789083704
149,1,185705,-0.0942040769884765,0.0611310917553279,0.124208467766657
150,1,185749,-0.0835481128348521,0.0611749635141956,0.172895168457666
151,1,185806,-0.0799310511461299,0.0612707515191808,0.192894369966398
152,1,185879,-0.0926788916576611,0.0615176001205528,0.132822241397319
153,1,185916,-0.0900920246794179,0.0615003315239204,0.143837411596147
154,1,185941,-0.0887490625977043,0.0617753680912635,0.151705536497795
155,1,185954,-0.0874867593591022,0.0619619179657047,0.158847334369915
156,1,186055,-0.0970099087915427,0.0606772275296082,0.110762783861983
157,1,186896,-0.0980404351522236,0.0616745392366237,0.11281070989831
161,1,190132,-0.0139950273187039,0.0609692136968498,0.818580215371997
162,1,190148,-0.016044396402806,0.0609861746345464,0.792640464138415
163,1,190165,0.00815118529492515,0.0614593000083871,0.894563653433732
164,1,190169,-0.0142300454987366,0.0613795157420874,0.816798920015439
165,1,190933,-0.066239297888586,0.0607842424388664,0.276569026071942
166,1,192149,-0.107178272845645,0.0611185487257875,0.0803647324299843
168,1,192303,0.0532693349374158,0.0731242313078041,0.466804503578038
171,1,192795,-0.133505064837021,0.060354280315651,0.02760490525989
173,1,194187,-0.0872060935719794,0.0606441192355687,0.151320667030681
174,1,194867,-0.0411515152527428,0.0607489118597143,0.498593795518215
190,2,8314,-0.00572789799208917,0.0618168754281702,0.926226929380041
194,2,8498,-0.0029837709101983,0.0617268888348435,0.961473993363548
195,2,8651,-0.00427103155884656,0.0617844701977664,0.944926943229644
197,2,9812,0.00711324810289349,0.062150848320019,0.908945084540902
198,2,9932,0.00471844849302827,0.061906532521862,0.939288116121176
199,2,10135,-0.00618364473902444,0.0616690819664263,0.920185791367565
200,2,11616,-0.0208091347839205,0.0615945460118642,0.735684174311167
201,2,12133,-0.0153168216079527,0.0618440353532864,0.804534874898151
202,2,12194,-0.0155867845547102,0.0620830310858509,0.801911075185737
203,2,12359,-0.00734481811949816,0.0619058076151259,0.905624052452386
204,2,13061,-0.0201734469283952,0.0618931732423067,0.744663053756315
205,2,14298,-0.00657677059202921,0.0620967823084224,0.915712636505036
206,2,15222,-0.0121929886255663,0.0626999532359573,0.845923137462521
207,2,17986,-0.0298709425621657,0.0615839841035812,0.627945992685664
208,2,19770,-0.0268137508691157,0.0620140125047438,0.665727719285119
209,2,19836,-0.0197060554793966,0.0618511206207888,0.750214740533818
210,2,19851,-0.0180970029774334,0.0620336526709801,0.770665349135503
211,2,21595,-0.0175713732412119,0.061777809762974,0.776248753205174
212,2,22385,-0.00547853357834205,0.0618426635658159,0.929459379700187
213,2,23441,0.00443378845020814,0.0624435612963131,0.943434197290642
214,2,24209,-0.0117890574883088,0.0619266575971967,0.849127626911273
215,2,24341,-0.0120541479690826,0.0620730042605044,0.84613640384782
216,2,26815,-0.0155897030289276,0.0619963786494531,0.801603639398814
217,2,28209,-0.0333405484728072,0.061997403157162,0.591072429175436
221,2,41245,-0.085932161617517,0.0616153684875106,0.163997006489931
222,2,43214,-0.0432795360931594,0.062744322802832,0.490788183296144
223,2,47104,-0.0731209632413923,0.0609120551236918,0.230775391772006
224,2,50915,-0.0594769438238082,0.0615546086916956,0.334582200355862
225,2,55834,-0.0567185185789986,0.0612768310715999,0.355280439447009
226,2,56422,-0.061618424518844,0.0613732668578162,0.316068960964931
227,2,57715,-0.0520785856806096,0.061195485712561,0.395335115784704
228,2,59046,-0.0689354563117464,0.0614586935272575,0.262771527566566
229,2,59191,-0.0602827337730009,0.0611314565973192,0.324751395271218
230,2,59383,-0.0720450423462962,0.0611130458622987,0.239239336985567
231,2,59477,-0.0575557645038562,0.0620790253750736,0.354488838482413
233,2,60471,-0.0765060483248001,0.0611803390735979,0.211945019575069
234,2,60478,-0.0768306900115936,0.0612493112076459,0.210529249220659
235,2,60786,-0.0585341208451701,0.0612054949838649,0.339547896098782
236,2,61035,-0.08395851882892,0.0611171664462425,0.170397078162493
237,2,61071,-0.0876945993868046,0.0608234963659384,0.150248691662942
238,2,61675,-0.0618622806593403,0.0610892755473202,0.311919193864252
240,2,62939,-0.0888517838950338,0.0608888215156572,0.145386612926288
241,2,63527,-0.0759907834864115,0.0611678671061899,0.214938860469177
242,2,63857,-0.0998045080820938,0.0610851631969955,0.103180086996269
243,2,65527,-0.0848732936347649,0.0609463680441405,0.164620367951272
247,2,67976,-0.0584462163271088,0.0619156983253042,0.345833453900906
250,2,72389,-0.139363734763328,0.061163346606774,0.0232906743525769
251,2,72392,-0.0837463431603394,0.0618700766069278,0.176735204226766
252,2,73646,-0.0976446784662151,0.0605360083672898,0.107637747237556
253,2,74564,-0.0820833520183932,0.0604818024927391,0.175598170619256
254,2,74739,-0.0792346303218033,0.0606924326289197,0.192569168318567
257,2,80873,-0.0100591560371368,0.0609815739895626,0.869074589010543
258,2,81501,0.00564163041194848,0.0609730243728394,0.926332096957889
259,2,83526,-0.0117205300437935,0.0608759806665277,0.847436788863428
260,2,83845,-0.00218912342913707,0.060936923497475,0.971362932576282
263,2,84447,0.0230681827579067,0.0617028374973079,0.708733404305552
264,2,87391,0.032263048744003,0.0606436485229256,0.595053488895272
265,2,87562,0.0297624257542965,0.0608008509595426,0.62478703057617
266,2,87849,0.0409345632128057,0.0607766839287897,0.501054640959422
267,2,87878,0.0451556548257425,0.061029750877943,0.459855018829547
269,2,89785,0.0146431466499383,0.0610788914637981,0.810669788536199
272,2,93721,0.0124080733187987,0.0608958274203553,0.838659241011769
273,2,93952,0.0198589821311715,0.0607160133114904,0.743801387252431
274,2,95085,-0.0210866533922134,0.0607996063418266,0.728931553651835
276,2,107124,-0.0216502337890797,0.0608293020981341,0.72211470182708
277,2,111645,0.000762591437345694,0.0608791633211406,0.990012786183363
278,2,111916,0.00696469961528096,0.0610215514690324,0.909195602149893
279,2,111931,0.0164781029713094,0.0611096939904039,0.78758867205133
280,2,111999,0.0147470994838879,0.0608914583119908,0.808776164925345
281,2,114528,0.0256185564333687,0.0612317708726964,0.675918853237617
282,2,116024,0.028457878644101,0.0613738929590673,0.643162433367996
286,2,120090,0.0415192185365773,0.0611101703480717,0.497319660187949
287,2,120291,0.0355130332796717,0.0618205190638526,0.566026630624884
288,2,120726,0.0618582870210858,0.0614038619544586,0.314432337641503
289,2,121716,0.0461097308045815,0.0613731779531063,0.452972090594662
290,2,123100,0.0593380315891048,0.0614258170422615,0.334699876704999
291,2,124677,0.0593503651448113,0.0613409429506367,0.333932102572728
293,2,127887,0.0276228279445965,0.0618258726770811,0.655304802301369
294,2,128935,0.0287122199457703,0.0617659861617162,0.64232198803951
295,2,129053,0.0149837986316657,0.0619678298223487,0.809075826338365
296,2,130040,-0.0177232846769764,0.0623440783748309,0.776361142541336
297,2,130976,0.0042258345990096,0.0618429420020803,0.945560262710448
298,2,132199,-0.0310828938730106,0.0621079543689041,0.617059150435149
299,2,133355,-0.0172688797753258,0.0625435132635262,0.782625275056669
300,2,133435,-0.0228220019687466,0.0626736635311699,0.715971314507484
302,2,135183,-0.030927229937066,0.062698547574808,0.622129476030187
303,2,135402,-0.0242857736521214,0.0626973546399039,0.698731100249703
304,2,135898,-0.0455567853462839,0.0629966087600009,0.470058937269778
305,2,135912,-0.0495027394422887,0.0630347815272909,0.432790273182795
306,2,135925,-0.0526992427222748,0.062741363593451,0.401508202556225
307,2,136002,-0.0448910566268932,0.0627115381054154,0.47456704234256
308,2,136173,-0.03912826277888,0.0631667127051804,0.536023269390703
310,2,138318,-0.0704419918931993,0.0647611456761363,0.277460851195145
311,2,138695,-0.0754798137143569,0.0636310636726764,0.23633709659931
312,2,138818,-0.0582316354436379,0.0635653201708675,0.360244417045359
313,2,139728,-0.0549584258670148,0.0634593614172347,0.387055759475458
314,2,140174,-0.0576187335453537,0.0634526763662295,0.364466883911851
315,2,140863,-0.062605984985427,0.0634135593153287,0.324188974536202
316,2,141152,-0.0658759868852239,0.0635833218130787,0.300884453458324
317,2,141292,-0.0750379275995312,0.0630957770394312,0.235132697878787
318,2,141545,-0.0644642210693454,0.0634373055665764,0.310235902080351
322,2,146723,-0.0735078717296485,0.0632946332803126,0.246280119060201
323,2,147946,-0.0827045612385739,0.063844774086761,0.196028542243323
326,2,151397,-0.0614062808977183,0.0640730311082614,0.338527345559026
327,2,153035,-0.0476052934560283,0.0634073211523917,0.453281967763663
328,2,153228,-0.0529691966800883,0.0638587730820632,0.407396755322373
329,2,153455,-0.0349014071566103,0.0643766351854708,0.588061364788349
331,2,153815,-0.0596261267521836,0.0640777939204646,0.35273413507585
332,2,154160,-0.0460732426123478,0.0634367360465326,0.468144468640251
333,2,154235,-0.0509241497205222,0.0640607390390348,0.427185220530996
335,2,159870,-0.0895954559298835,0.0623164394592533,0.151390891628817
336,2,161229,-0.0350955987797483,0.0634304276265309,0.580413176236261
339,2,162696,-0.0149577311443856,0.0631798646540583,0.812989316778194
340,2,163284,-0.0423471802872688,0.0623068404999868,0.497168121598937
341,2,164166,-0.00387355673000056,0.0629261538522638,0.950950313407736
342,2,165270,-0.0419971085125275,0.0623572494475235,0.501075052018452
343,2,165675,-0.0401661561298883,0.0633924642730285,0.526745100738738
346,2,168062,0.00929521431135805,0.0628565986069249,0.882522148361299
347,2,168518,0.022769275978521,0.0624868811398568,0.715788784768826
348,2,168980,0.0236556322302564,0.0624562712033384,0.705097418593937
349,2,169651,0.0204339715605308,0.0624891681003203,0.74386153513055
352,2,170725,-0.0179621071782097,0.0626025841273282,0.774339791102352
353,2,171254,-0.0261674765233986,0.0626957361800436,0.676659688624044
354,2,172242,0.0265980014376158,0.0619537421738735,0.667952028456323
355,2,173254,-0.00299369103502234,0.0614948357020783,0.961200259664947
356,2,173340,0.00289163580411456,0.0614874075053836,0.962517427843019
357,2,173385,0.0107333218013372,0.0615415757806,0.861645082095516
358,2,173973,-0.00506654926577776,0.0613801415556487,0.93426108569529
360,2,177341,-0.0471155741738422,0.0611201699874416,0.441300907440184
361,2,180314,-0.0579488548741114,0.0611143379517703,0.343674317631999
362,2,180339,-0.0509583923146749,0.0612867276464547,0.406267326559217
363,2,182758,-0.052159833237168,0.0610636308650732,0.393580015428247
364,2,183619,-0.0394121365884275,0.0613315519737474,0.520895734747054
367,2,187176,-0.0752929156282879,0.0615712374351449,0.222198890836982
368,2,191066,-0.0388482602187108,0.0621283648903499,0.532184594633843
371,2,191599,-0.0597801973550071,0.0612188115535463,0.329485233814771
373,2,191763,-0.0476860670971128,0.0614918701217764,0.438571898657511
374,2,191959,-0.0466769193937402,0.0613437752538685,0.447220479356142
376,2,195759,-0.00302879144886747,0.0619210123528617,0.96101566156114
377,2,196912,-0.00338338575847089,0.06091939400077,0.955740696283277
379,2,198110,-0.0154938477305802,0.0612791859682453,0.800538795108404
381,2,198805,-0.0263906699522051,0.0615326744591384,0.668265822580669
382,2,198891,-0.0100991661597535,0.0610669132114541,0.868740593820273
383,2,199248,-0.0292184467941675,0.0611889887712565,0.633293446795252
384,2,201782,-0.0111497485259759,0.0611306501505975,0.855379712828874
385,2,203285,-0.00865816791350671,0.060894773300557,0.887017009955573
386,2,203783,-0.011700901331275,0.060762198276568,0.84740744812193
387,2,204179,-0.00919393085961745,0.0609104594600135,0.88010788956447
388,2,205406,0.00164846474328983,0.0615381965755445,0.978644226725625
389,2,205834,-0.00911438027116407,0.0612415982378499,0.88177542560072
391,2,207192,-0.0201436028079831,0.0611768572931848,0.742148140880963
392,2,207561,-0.0302823048211818,0.0608944746456323,0.619293099535994
393,2,208682,-0.00691824099346172,0.060812208526146,0.909489539209297
394,2,210102,0.00215823304038809,0.0609702698404524,0.971782290291765
396,2,214801,-0.0293065153584178,0.0609475194125459,0.630922157151282
397,2,215016,-0.0280370521230388,0.0609144140814393,0.645606115829569
398,2,218876,0.00016839235419841,0.0615626392212386,0.997819093316366
399,2,227511,0.00172916264603729,0.061998302932755,0.97776525925472
400,2,230378,-0.0015984482178546,0.0612170089389424,0.979183415866904
401,2,231943,-0.0104006552626846,0.0613900846320759,0.865564014343558
402,2,232156,-0.000267867205032801,0.0613674131285085,0.996519730827716
403,2,232789,-0.0159547707451175,0.0611442165484723,0.794293474047499
404,2,238524,-0.0050575534703321,0.0612355768101238,0.934222973261724
405,2,241518,0.01871352066817,0.0617597531451153,0.762064453557448
406,2,250396,-0.00881021545993299,0.061344921168718,0.885884325328064
407,2,250466,0.00471754438842442,0.0613245345673725,0.938724786486339
408,2,252305,0.011813732990907,0.0614843850326349,0.847741456370963
409,2,254571,0.00770365653723193,0.0623498663340504,0.901737704872533
410,2,254742,0.0166616247313178,0.0622885992410854,0.789247544332488
411,2,254908,0.00459251871923327,0.0627702790700847,0.941717127663015
413,2,255862,0.0357303926308695,0.0623636456111029,0.567052627269804
414,2,255975,0.0190052707641972,0.0621591459119249,0.759973857370283
415,2,258311,0.0566795668459128,0.0610663747202379,0.353957080440765
416,2,259284,0.0461306346234971,0.0612975595825405,0.452210583576984
417,2,266330,0.0275346726352498,0.0615930577779264,0.655119023170702
418,2,267100,0.0218676500386683,0.0615950041325601,0.722784296592937
419,2,268086,0.00782465129301257,0.0616090827780547,0.899008886029321
420,2,274614,0.00270712277983287,0.0612359989545585,0.964763578874764
421,2,274729,0.0139597584888632,0.0615666220580199,0.820755366526307
422,2,275746,-0.00129358857914397,0.0615441887287587,0.983242487899832
423,2,277029,-0.0100041723350924,0.0612559154343436,0.870361794544469
424,2,277741,0.00110512591092049,0.0612822507124235,0.985622415222692
425,2,278218,-0.00624468278665014,0.0611706899828054,0.918746224898097
426,2,278379,0.00853165448368653,0.0626837887902918,0.891814883331362
427,2,279910,-0.000822982990798748,0.0611500974352892,0.989269670790802
429,2,283431,-0.0076286663251679,0.062044388137465,0.9022127231867
430,2,283573,-0.0225736979320257,0.061289665184604,0.712861632919592
431,2,286762,0.0192641688334807,0.0614498008953861,0.75409022704406
432,2,287187,0.0221382482159819,0.0611602435622475,0.717590119347694
433,2,288379,0.0117959177965334,0.0607047722085411,0.846040115642874
434,2,294941,0.0104106605175102,0.0607418075451641,0.864013741455022
439,2,297610,0.032376051917427,0.0610274670266492,0.596087745219419
441,2,299680,0.0353059989191438,0.0608347598930442,0.562042843307217
442,2,299708,0.031900846137861,0.0609685151401955,0.601139182071356
443,2,299759,0.0309743645545081,0.0607631476074485,0.610541125405516
444,2,300111,0.0535511678484376,0.0611438193975321,0.381721789679242
446,2,301710,0.0452549361278375,0.0607540800333698,0.456835545986449
447,2,303446,0.0676072394806692,0.0610788804883748,0.26909776344463
448,2,303854,0.0585241723468298,0.0611171914133023,0.338933473707749
449,2,304472,0.0273443237896968,0.0606619379239807,0.652435139169368
450,2,304691,0.0462022416047285,0.0616134006456254,0.453830511561826
451,2,308097,0.00511188906855936,0.0610118908846182,0.933274765964706
453,2,309402,0.0455246094930045,0.0605928633557288,0.452960885771572
454,2,310030,0.0580657232285942,0.0609036252401892,0.341038104532904
455,2,310113,0.0643046405513775,0.0607154928074982,0.290271941590558
456,2,310972,-0.00336399256090887,0.0609039652427206,0.955982989936942
457,2,312659,0.0759180891658127,0.0605332428402373,0.210615401921448
460,2,318265,0.0207742162902874,0.0614464256945609,0.7354988670839
461,2,318379,0.0391827630692571,0.0616031642187975,0.525155252027708
462,2,321266,0.0705303935651907,0.0611106895986888,0.24922285822864
463,2,322957,0.0888570249674132,0.0604948082114138,0.142767512570968
464,2,325221,0.0963435079091946,0.0607966284943792,0.11393332211537
465,2,332691,0.0553121543449696,0.0615636078599197,0.369555237011876
466,2,333006,0.0907045372031485,0.0613231746586266,0.139999160268133
468,2,335046,0.0160351755411843,0.0608905359873787,0.792438866483083
469,2,335049,0.00875930461433408,0.061153703885459,0.886186910980598
470,2,335995,0.0182012295295228,0.0608022472502735,0.764848215028621
471,2,336060,0.030371853312073,0.0607065609637221,0.617171423994047
472,2,338292,0.000597257781314207,0.0607242490607665,0.992158030845717
473,2,339568,-0.0210478481272621,0.0608054041126955,0.729435498275157
474,2,340466,-0.0303481532287292,0.0613210096824726,0.620974163999148
478,2,348480,-0.0865531158171221,0.0605502211308536,0.15376119560691
479,2,350086,-0.111211688027593,0.0604389177278115,0.0665976953740362
480,2,351083,-0.0861804672701133,0.0613416556625285,0.160922744970427
481,2,351335,-0.0973413125451424,0.0606004169450581,0.109106256974139
482,2,351417,-0.114439770299611,0.0605060719047394,0.0593925282127726
483,2,351450,-0.10850450260447,0.0606046389003874,0.0742518909029828
484,2,352302,-0.0810421024273749,0.0612082200706618,0.186346621089912
485,2,352469,-0.0704233775833121,0.0606237892303854,0.24616417033517
486,2,352562,-0.0737671609834713,0.0608612849643792,0.226302362840542
487,2,352944,-0.0789105386586535,0.0606666739349978,0.194201751444477
490,2,355266,-0.0810736058615122,0.0606585937558043,0.182228431571504
491,2,358277,-0.0627883093522496,0.060729602663648,0.301890904122568
492,2,358926,-0.0729293194759132,0.0607871712408243,0.231041628829155
493,2,358948,-0.0515151498023277,0.060868552561959,0.397939581958809
494,2,359515,-0.0568758504180527,0.0607634143518071,0.349902117078216
495,2,363190,-0.0310617213355382,0.0614118480537604,0.613317226022934
496,2,363588,0.00670656259346747,0.0616754344046459,0.913470808897198
497,2,363888,-0.00888589015716978,0.0611453567575168,0.88453797890602
498,2,363954,-0.00850999953331341,0.0609025441536935,0.888951882635071
499,2,364199,-0.0157878753638294,0.0608156782517638,0.795322082733136
501,2,365981,-0.0202914525195192,0.0620383554969132,0.743801887194738
502,2,366047,-0.00506250680789611,0.060929680492187,0.933828903800958
503,2,366936,-0.0220554417169796,0.0616202795092989,0.720613326552832
504,2,369530,0.0095448148927387,0.060827044888723,0.875399744244117
506,2,369931,-0.00987450855502876,0.0612442056807421,0.872003135603453
507,2,371033,0.0114519909975023,0.0610808225663488,0.85138485588149
508,2,372919,0.0120376239883429,0.0608166683165419,0.843211437914196
509,2,373518,0.0186323568016142,0.0607774178162507,0.759353643446331
510,2,376157,-0.0181859112957634,0.0609119700001634,0.765451040098535
511,2,376172,-0.00857227051366102,0.0613583226940984,0.888970098533114
514,2,381433,0.0200865153750641,0.0613063793835025,0.743376951601538
515,2,381922,0.0400677081885024,0.0617551240709756,0.516879229048126
516,2,382146,0.0240804981480557,0.0608488359679735,0.692533732541281
517,2,384206,0.0107176759005407,0.0610491257497362,0.860741687961755
518,2,384955,0.0081178515452241,0.0609142687934412,0.894058297014119
520,2,387301,0.0381849201385527,0.0611921399597982,0.533019633816572
521,2,388313,0.0390721976725889,0.0608267932848718,0.521061764710143
524,2,390138,0.052789867588969,0.0609871021458802,0.387302554901418
525,2,391233,0.062361947671191,0.0613013053180238,0.309706454899453
530,2,395606,0.0208738099545594,0.0610246904563915,0.73251293907442
531,2,395726,0.0285469914400935,0.060993575651864,0.640050000430617
532,2,395853,0.0357527129567768,0.0611566531172932,0.559184285504193
533,2,396484,0.0298898713964503,0.0608950239067095,0.623842774387406
534,2,396705,0.0472771855822592,0.0608343808790407,0.437593210718942
535,2,398759,0.0175334166290583,0.0613770943514438,0.775300656571866
536,2,400386,0.0407217136241205,0.0610031054433778,0.504866557572176
537,2,400847,0.0383958910647082,0.0609511261005505,0.529137739932309
538,2,401130,0.0410084936860645,0.0615055110884006,0.5053705632606
539,2,401143,0.0406840893609849,0.0613840451667408,0.507904277989304
540,2,401979,0.0348130594182994,0.0613562165359443,0.570808170444649
541,2,403598,0.0348564155044034,0.0610308846602024,0.568276650115045
542,2,404844,0.0489496936859223,0.0616861562466228,0.428003312643049
543,2,405100,0.0408881815508042,0.0611372682635983,0.504064603471663
548,2,406181,0.0435260872569058,0.0611717476714247,0.477220194644678
549,2,406688,0.0437412302542942,0.0608177887726895,0.472482640668589
550,2,407621,0.0104880713396275,0.0613589587372284,0.864376938308749
551,2,409016,0.0367571426468239,0.0619451228519565,0.55330529654058
552,2,410647,0.0211908249565789,0.0610622655513136,0.728770817670357
554,2,419803,-0.0789410304034305,0.0613578052818703,0.199087777917139
555,2,419943,-0.0771652640412223,0.0617280771482303,0.212097055435256
556,2,422349,-0.056131123107944,0.061032683709553,0.3583630284664
557,2,425467,-0.0384824081743015,0.0608519395303791,0.527538771752848
560,2,429095,-0.0480326031627449,0.0611935717155377,0.433021713773439
561,2,431266,-0.0638109958435613,0.061186125871175,0.297708411744134
562,2,431446,-0.0568977965223262,0.0614532467266185,0.355145411922893
563,2,432524,-0.0114862368990846,0.0609339681232971,0.8505906709984
564,2,434090,-0.0563445235240809,0.0614253528229081,0.359619850949999
565,2,441927,-0.00913597096986807,0.0608382724984611,0.880717717574062
566,2,446471,-0.0039870696464791,0.061585687128473,0.948417502053416
567,2,449325,0.0154990109484499,0.0612203238012763,0.800285966925444
