SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
542,2,404844,0.00286042722316437,0.0514190631295567,0.955668273585562
543,2,405100,0.0178119550122273,0.0509397900066578,0.726797262498145
548,2,406181,0.0243311115602938,0.0509651489324624,0.633367882840092
549,2,406688,-0.00178063267858047,0.0506873028123282,0.971996128732176
550,2,407621,0.0280207211025659,0.0510813394595683,0.583660362869317
551,2,409016,0.0351659268395798,0.0515809363338656,0.495836452029861
552,2,410647,0.0348722693254958,0.0508286971278422,0.49311653470146
554,2,419803,0.0131977058284857,0.0512148811107191,0.796794165447295
555,2,419943,-0.000809807487369918,0.0515220483457635,0.987468495255943
556,2,422349,0.0159886037827164,0.0508830076219973,0.753537409592942
557,2,425467,0.00897988596975691,0.0507051827528586,0.859531441765872
560,2,429095,-0.023205754827489,0.0509927534414643,0.64933182949428
561,2,431266,-0.0296319288581957,0.0510111202842824,0.56168422145608
562,2,431446,-0.0275228744372691,0.0512206786485865,0.591371936384291
563,2,432524,-0.00246753883697715,0.0507494350531689,0.96124803794025
564,2,434090,-0.0132443256433453,0.0512123665845756,0.796082441105612
565,2,441927,-0.0454724168546802,0.0506111361464919,0.369549247944691
566,2,446471,-0.0422425834396035,0.0512408175230259,0.410272839027787
567,2,449325,0.00803355035033315,0.0509883694651085,0.874896346097127
