SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
110,1,157269,-0.0132875739485487,0.0602353006575999,0.825535739807836
111,1,160054,0.0169980275266802,0.0608050457882828,0.779986785681316
112,1,166222,0.0111553610696679,0.060359076289166,0.853478998480722
113,1,166416,0.0156834685581795,0.0602336684268884,0.794724711350127
114,1,167326,0.0142101699237001,0.0605770441590687,0.814670649328712
115,1,168836,-0.0302215332579019,0.0602732117308411,0.616395824131799
116,1,171200,-0.0437278982132941,0.0603400982241585,0.469121963866649
117,1,171431,-0.0620873984674472,0.0606720265033155,0.306853436614538
118,1,173339,-0.0792899387987252,0.0601415440448528,0.188228298598831
119,1,173845,-0.0752408566439348,0.0601061915168751,0.211472030576566
120,1,175121,-0.0255782741671741,0.0601045980098794,0.670685864170851
121,1,175281,-0.0362929300529564,0.0601401004572308,0.546581600214481
122,1,175315,-0.0373422409244147,0.0601193289077534,0.53491143561064
123,1,175523,-0.0325828584509187,0.0604681292704279,0.590334493127373
124,1,175541,-0.0369212072375398,0.060214050859679,0.54016145561817
125,1,175653,-0.0382638663530463,0.0604024232180074,0.526828947359286
128,1,175856,-0.0343903599643413,0.0614072099115184,0.575808856350393
129,1,175876,-0.0273755990172621,0.0604754423815309,0.651062313011395
130,1,175989,-0.0327696149198753,0.0606405113868799,0.589267870980293
131,1,176001,-0.0448619832189623,0.0609349330498757,0.462081114620551
133,1,177692,-0.0361658595000961,0.0601213662180233,0.547861480890889
134,1,178191,-0.0284230123979548,0.0601928921475721,0.637076656302995
135,1,178224,-0.0361658595000961,0.0601213662180233,0.547861480890889
136,1,178960,-0.0347664388577429,0.0606043565431178,0.566561597044499
140,1,183802,-0.00953616340190561,0.0601576067298828,0.874137976540446
141,1,183954,-0.0137062861595582,0.0605933368459778,0.821175847454676
142,1,184450,-0.0046051212611564,0.0600666579322648,0.938932013017397
144,1,184718,0.00810430724371609,0.0604069032791633,0.893350979451834
145,1,185296,0.0289983735416787,0.0601323690083618,0.629932687837713
146,1,185438,0.0204004567331003,0.0601452132420964,0.734670774667641
147,1,185469,0.0193007532878868,0.0602330698631895,0.748828576535196
148,1,185503,0.0138102083450476,0.0600815230556107,0.818335382684309
149,1,185705,0.00615183507938556,0.0607566814212342,0.919406604079843
150,1,185749,0.0161997461786905,0.0607514453685769,0.78988962244348
151,1,185806,0.0238388514498184,0.0608254595319142,0.69535215708894
152,1,185879,0.0126053204012873,0.0611289900403886,0.836746888258118
153,1,185916,0.0122146443049718,0.0611014093177397,0.841667852201459
154,1,185941,0.0111246956581619,0.0613681930673138,0.856253510731184
155,1,185954,0.0175335529790041,0.0615432045520191,0.775889145618951
156,1,186055,0.00585936056255627,0.060321054722977,0.922673326641207
157,1,186896,0.0284299469736667,0.061292142098458,0.643045939608865
161,1,190132,0.111769113177376,0.0601047011733024,0.0637776253158629
162,1,190148,0.10881768957967,0.0601383419036793,0.071230646835219
163,1,190165,0.120473943374088,0.060542231773475,0.0473712895555394
164,1,190169,0.107194003978875,0.0605366700165547,0.0774688109238193
165,1,190933,0.0316725331878575,0.0602882758124783,0.599668716607391
166,1,192149,-0.0187763318644768,0.0607967173101196,0.757627009886219
168,1,192303,0.00490460483844757,0.0724881433076633,0.946093971940994
171,1,192795,0.0189188364757039,0.0601892404996009,0.753461747237809
173,1,194187,-0.0433103576427233,0.0602034190514164,0.472370299919694
174,1,194867,-0.0289819526571012,0.060194986583028,0.630482328531268
190,2,8314,0.0189409374213087,0.0612259798251557,0.757229368310965
194,2,8498,0.0252260500384945,0.0611298561677872,0.680103812881224
195,2,8651,0.0131172213341811,0.0611978668706202,0.830404789089967
197,2,9812,0.0139393783780682,0.0615610273332927,0.820996603047436
198,2,9932,0.0253428510423156,0.0613080132581756,0.679587056151028
199,2,10135,0.0295509833517638,0.0610677540565434,0.628753442585295
200,2,11616,0.0139171673196771,0.0610186699866795,0.81971573464847
201,2,12133,0.0275911607777022,0.0612481574972325,0.652639854146564
202,2,12194,0.0265987828281417,0.0614863726355576,0.665572176239868
203,2,12359,0.030743159812637,0.0613010152251617,0.616323854531317
204,2,13061,0.0327360280370367,0.0612935773881795,0.593618363187802
205,2,14298,0.0283422287262817,0.0614932771804705,0.6451544449114
206,2,15222,0.0140714671503304,0.0621070899836211,0.820890968433913
207,2,17986,-0.0094613520528295,0.0610210880526005,0.876870098946929
208,2,19770,0.0104355408876495,0.0614425653308461,0.865231525547295
209,2,19836,0.0302809307212808,0.0612550657038732,0.621372397981284
210,2,19851,0.023672396953107,0.0614427557698534,0.700265256598694
211,2,21595,0.0219095826207314,0.061190738497578,0.720516985267627
212,2,22385,0.0210340081045458,0.0612495294611794,0.731490703311341
213,2,23441,0.0146971605186461,0.0618498015035279,0.812308545069138
214,2,24209,0.0281567415782006,0.061327121240113,0.646427843473179
215,2,24341,0.0334077762169216,0.0614648162013428,0.587110203333485
216,2,26815,0.0224123031390211,0.0614052580005826,0.715337469798371
217,2,28209,-0.00368591457556861,0.0614371965550912,0.952193697264042
221,2,41245,-0.00914669496225295,0.0611999128506959,0.88127916653491
222,2,43214,0.0179372549039831,0.0621867736003925,0.773177991737901
223,2,47104,-0.00107043406631097,0.060460256874819,0.985884389400397
224,2,50915,0.0073957189379471,0.0610530535542863,0.903652286734329
225,2,55834,0.00194288355255157,0.060772113394274,0.974514055377552
226,2,56422,0.000974797278241568,0.0608808278632756,0.987234211717328
227,2,57715,0.00985535121493186,0.0606778929729515,0.871067434361252
228,2,59046,0.013423651821268,0.0609829382248447,0.825903825586366
229,2,59191,0.030590085226964,0.0606160703719993,0.614117410734194
230,2,59383,0.0326823088033236,0.0606304470126632,0.590198220443389
231,2,59477,0.0301182396019483,0.0615471629344577,0.624896300363233
233,2,60471,0.0199330859606007,0.0607278220531771,0.74292748529767
234,2,60478,0.0248642803060757,0.060791994254301,0.682783412829915
235,2,60786,0.009727917523501,0.0607042069707738,0.872774918050273
236,2,61035,0.0300664512711296,0.0606809393121842,0.620566623306673
237,2,61071,0.0277342130712891,0.0604086354573197,0.64643769778866
238,2,61675,0.0219803219049728,0.0605893383558898,0.716989778902076
240,2,62939,0.0206159651150598,0.0604859290869481,0.733427533363585
241,2,63527,0.000901237218009387,0.0607229443569389,0.98816678391123
242,2,63857,-0.000827441497109116,0.0607370727530459,0.989138183624713
243,2,65527,0.00267360091500907,0.0605366805025376,0.964797873462984
247,2,67976,0.00347420884510063,0.0614085061241596,0.954915465341345
250,2,72389,-0.0193487606967682,0.0610213960961382,0.751369150372552
251,2,72392,-0.0188134843027112,0.0614369160294337,0.759614304213887
252,2,73646,-0.0249925111149764,0.0601706306042346,0.678130276839034
253,2,74564,0.00252782639489378,0.0600670073361678,0.966455972993696
254,2,74739,0.0222347083693615,0.0602530421391912,0.71233243862472
257,2,80873,-0.0110155703290953,0.0604055980704058,0.855404823729895
258,2,81501,-0.00802210961312039,0.0603968695105737,0.894408832928072
259,2,83526,-0.0132891936549998,0.0603005362464151,0.82570053597134
260,2,83845,0.00344529810938865,0.0603617179302103,0.954515725106547
263,2,84447,-0.00525414221029474,0.0611320320627082,0.93155691980696
264,2,87391,0.0207880526307226,0.0600852700925434,0.729566967154757
265,2,87562,0.0383180527959672,0.0602130060339141,0.524944429947693
266,2,87849,0.0353598735046467,0.0602124240927455,0.557409812397936
267,2,87878,0.0294762680341725,0.0604803516452273,0.626299147341051
269,2,89785,-0.0110820378399569,0.0605045647662534,0.854777350305009
272,2,93721,-0.000121747048839133,0.060324724711343,0.998390854606927
273,2,93952,-0.00890118312731149,0.0601503077381255,0.88244119870487
274,2,95085,-0.00171138858145576,0.0602360560920166,0.977350115117446
276,2,107124,0.0749705700107642,0.0601338455100711,0.213323740009436
277,2,111645,0.150355954034113,0.0597713369091478,0.0123290396849416
278,2,111916,0.14314814831715,0.0599647403426579,0.0175027425242217
279,2,111931,0.146720330938437,0.0600334858724668,0.0150153122592729
280,2,111999,0.153067527740749,0.0597691718481168,0.0108529370297628
281,2,114528,0.155715867192749,0.0601002204217481,0.00996846357055256
282,2,116024,0.148866189300591,0.060294868021288,0.0140230982153447
286,2,120090,0.137488173026033,0.0601294146817873,0.0228144475290349
287,2,120291,0.139582023024868,0.0608136525843983,0.0223052247278233
288,2,120726,0.152036536525514,0.0603718820610384,0.0122327198238146
289,2,121716,0.107455014958997,0.0605732061582302,0.0769301784510491
290,2,123100,0.119388350401348,0.0605942627431113,0.0495861806217493
291,2,124677,0.0423153892169325,0.0608009100612477,0.486907841028802
293,2,127887,0.0735210003532902,0.0611346516300181,0.229934208080158
294,2,128935,0.0579799768331561,0.0611239983082644,0.343491726861636
295,2,129053,0.0568563986601742,0.0613135139476701,0.354401181458345
296,2,130040,0.0293302217212831,0.0617430991846479,0.635054778493825
297,2,130976,0.0248268897155887,0.0612455067532285,0.685453541484031
298,2,132199,0.00587969616179973,0.061542892878091,0.923941574761271
299,2,133355,0.00123417613287624,0.0619599699311418,0.9841193002852
300,2,133435,0.004833033331755,0.0620933633554728,0.938003450490542
302,2,135183,-0.00405740226143325,0.0621279118124037,0.947966349041273
303,2,135402,-0.00328525824619708,0.0621186560180241,0.957852000982716
304,2,135898,-0.00807823166401245,0.062446861582929,0.897145134856609
305,2,135912,-0.000582563813422921,0.0624944611226451,0.992567615701052
306,2,135925,-0.000501095055694512,0.0622113675575452,0.993577883969608
307,2,136002,-0.0150580128604754,0.062159658307144,0.808729181059873
308,2,136173,-0.00270217099035408,0.0626044664341731,0.965596329262299
310,2,138318,-0.0797253548400929,0.0641171734452203,0.214533793587019
311,2,138695,-0.0750375651495632,0.0630296937540545,0.234645447842225
312,2,138818,-0.0649676473402365,0.0629453753503057,0.302719045868285
313,2,139728,-0.0355039891975841,0.0628988862368052,0.572798690879586
314,2,140174,-0.0372885215851682,0.0628959609158511,0.55365422186397
315,2,140863,-0.0381355115124522,0.0628690556965635,0.544515359275401
316,2,141152,-0.0238434607699602,0.0630662326203217,0.705605715505024
317,2,141292,-0.0414819138838738,0.0625865211144777,0.507895608766166
318,2,141545,-0.0496023246667416,0.0628751150853828,0.430698607334473
322,2,146723,-0.00263255415100683,0.0628168550512268,0.966595410403845
323,2,147946,-0.0151731778686002,0.0633872920027081,0.810955634564276
326,2,151397,-0.0355992194575705,0.0635226648567119,0.575550124110681
327,2,153035,-0.038999902617157,0.0628248165398146,0.535150080021772
328,2,153228,-0.0123978794234092,0.0633143406605324,0.844867863606612
329,2,153455,-0.0335940187230934,0.0637706194555574,0.598667093364446
331,2,153815,-0.0494215636323665,0.0634964551004228,0.436892470844859
332,2,154160,-0.0308415463436325,0.0628636126589654,0.624006808304889
333,2,154235,-0.0396967445325507,0.0634778430755242,0.532136387875425
335,2,159870,-0.0328442465927434,0.0618841714331242,0.59593447456522
336,2,161229,-0.0132890759280753,0.0628551195345692,0.832678498220469
339,2,162696,-0.0514507485484086,0.0625286934250432,0.411157769000907
340,2,163284,-0.0352929479921833,0.0617306709410426,0.567872375205877
341,2,164166,-0.0141188765274056,0.0623281494899754,0.820924325851683
342,2,165270,-0.00275112773654507,0.0618083081188602,0.964522533658004
343,2,165675,-0.0154910380834203,0.0628245422490373,0.805379537253824
346,2,168062,-0.0202349402452315,0.0622560595723075,0.745352696496336
347,2,168518,-0.0209541187308023,0.0618988107216711,0.735170994926122
348,2,168980,-0.0109282749325702,0.0618767323392304,0.859913162687679
349,2,169651,-0.0106767662311369,0.0619062491223705,0.863169479888389
352,2,170725,-0.0511043360636914,0.0619593838867566,0.410039977600283
353,2,171254,-0.0282432964395498,0.0621012321576794,0.649536673029309
354,2,172242,-0.0719258902299039,0.0612656407465389,0.241186279486373
355,2,173254,-0.077484485747345,0.0607749722071444,0.203168742235373
356,2,173340,-0.0578854285359433,0.0608293936294665,0.3419494988327
357,2,173385,-0.0626389556627132,0.0608722285451027,0.304173172328804
358,2,173973,-0.0608183501357074,0.060715278508811,0.317175800371732
360,2,177341,-0.0612027295508203,0.0605067179278671,0.312468536975959
361,2,180314,-0.0722354928096517,0.0604926168026466,0.233232508949661
362,2,180339,-0.0642082193261526,0.0606716373808624,0.290646649220095
363,2,182758,-0.113972822583856,0.0602452440143142,0.0593339603637258
364,2,183619,-0.119610798023703,0.0604540340153836,0.0486446598359495
367,2,187176,-0.159668183268068,0.0605255596360489,0.00870803206900009
368,2,191066,-0.119627162751264,0.0612460859984275,0.0515830965789889
371,2,191599,-0.131655201861143,0.0603172946056349,0.0297155791423119
373,2,191763,-0.124845502671878,0.0606002411341955,0.040116873508612
374,2,191959,-0.139540380754873,0.0603594972602199,0.0213626180546903
376,2,195759,-0.104021753872216,0.0610865108935615,0.0894745891075206
377,2,196912,-0.101353950075041,0.0601031799943198,0.0926153052175291
379,2,198110,-0.0925295822126447,0.0605063190903619,0.127096852146191
381,2,198805,-0.10790559152421,0.0606967819970384,0.0763006216670928
382,2,198891,-0.100891848715067,0.0602541781254614,0.0949303544272071
383,2,199248,-0.114177317654741,0.0603258261948716,0.0592186822285434
384,2,201782,-0.0950281856363617,0.0603450465948473,0.116210610209479
385,2,203285,-0.0731361687355721,0.0601961312044085,0.225191624004076
386,2,203783,-0.092086451425625,0.0599920908048721,0.125685361829954
387,2,204179,-0.0616174564894755,0.0602484248589301,0.307139140457662
388,2,205406,-0.0802507002710633,0.0608077169267068,0.18777530205137
389,2,205834,-0.0495857906598541,0.0606081544282404,0.413830712311454
391,2,207192,-0.0801466560508204,0.0604585576782246,0.185814163762485
392,2,207561,-0.083558895206151,0.0601768438587162,0.165843452218774
393,2,208682,-0.0888549706700039,0.0600535227310183,0.139872864326666
394,2,210102,-0.0615797563508363,0.0603060249470572,0.307896340794561
396,2,214801,-0.0718531488867544,0.0602709396645475,0.233995778245693
397,2,215016,-0.0886776608797946,0.0601728691586635,0.141449506525991
398,2,218876,-0.0978532620130128,0.0607588848647493,0.108178669440442
399,2,227511,-0.122363462246444,0.0610670094565395,0.0458598345319843
400,2,230378,-0.13808521827081,0.0601923550458261,0.0223734328380773
401,2,231943,-0.140214771308647,0.0603535913004248,0.0207348738476938
402,2,232156,-0.143609899853439,0.0603058444392671,0.0177784210533692
403,2,232789,-0.129611686768735,0.0601789523621374,0.0319346840812173
404,2,238524,-0.116889837030985,0.0603384139011462,0.0535138072465895
405,2,241518,-0.122963088064636,0.0608338731699283,0.0440037227621002
406,2,250396,-0.146570532692247,0.0602649854631419,0.0155080631733751
407,2,250466,-0.159083016729711,0.0601533582199434,0.00854343285040562
408,2,252305,-0.14534399478893,0.0604140995007218,0.0166508921282165
409,2,254571,-0.146386700515977,0.0612694192057057,0.0174081693967234
410,2,254742,-0.14034891291556,0.0612532449443243,0.0225352020707172
411,2,254908,-0.162539691763521,0.0615736403970179,0.00866453302646939
413,2,255862,-0.114522253225498,0.0615025465465596,0.0634234865845649
414,2,255975,-0.117765474730072,0.0612609000100381,0.0553650390145963
415,2,258311,-0.118879779606257,0.0602324563400619,0.0491972546209297
416,2,259284,-0.117057676869583,0.0604475750260484,0.0536024059694179
417,2,266330,-0.111038170563306,0.0607422667190372,0.0683901870124851
418,2,267100,-0.0925247699962447,0.0608256201686001,0.12911792164725
419,2,268086,-0.0865482431357103,0.0608549984198466,0.155849923743177
420,2,274614,-0.0727935622579861,0.060534446240194,0.229970149349168
421,2,274729,-0.0772057414326376,0.060851494319085,0.205363843610056
422,2,275746,-0.084211627414586,0.0607984688834548,0.16689823491288
423,2,277029,-0.0776927986016396,0.0605390965494343,0.200211632718619
424,2,277741,-0.08137612397611,0.0605492699124086,0.179822719477396
425,2,278218,-0.0936028556015054,0.0603891883910975,0.122039096936171
426,2,278379,-0.0820527455500214,0.0619401265082957,0.186124065552461
427,2,279910,-0.100261349930852,0.060337543865844,0.0974658473638957
429,2,283431,-0.10920858765341,0.0611847366590298,0.075136258078682
430,2,283573,-0.107803584136893,0.0604512684477153,0.0753943175821657
431,2,286762,-0.0753326650142256,0.0607462150718926,0.215754282410589
432,2,287187,-0.100539816096679,0.0603575918197187,0.0966531265978037
433,2,288379,-0.0784971260947147,0.0599898301472638,0.191552625121116
434,2,294941,-0.0587830493196966,0.0600897184265545,0.328618308306868
439,2,297610,-0.0124711711659753,0.0604720266271234,0.836729822430833
441,2,299680,-0.0302046660554636,0.0602679909880874,0.616562028351807
442,2,299708,-0.0285740677810346,0.0603974496942923,0.636433838940465
443,2,299759,-0.0301466842749196,0.0601905164769387,0.616785753343533
444,2,300111,-0.0341670984448708,0.0606053221304428,0.573272726617505
446,2,301710,-0.0416647300321071,0.06018720701185,0.489234027601238
447,2,303446,-0.0115300174220075,0.0606043016213892,0.849221957388676
448,2,303854,-0.0219864781648805,0.0606077349429878,0.716996153022512
449,2,304472,-0.0525386192241764,0.0600417044945503,0.382149599322613
450,2,304691,-0.0476162901088695,0.061027970047619,0.435774145064103
451,2,308097,0.0128392457105121,0.0604328834525317,0.831874998559879
453,2,309402,-0.00663303240687307,0.0600680058702758,0.912134778439466
454,2,310030,-0.0261068647731486,0.0603905421382299,0.665786945040036
455,2,310113,-0.0173481130180023,0.0602309491487118,0.773495441634706
456,2,310972,-0.0185447919798899,0.0603214246606032,0.758695166680947
457,2,312659,-0.00889702931595632,0.0600935906935036,0.882385566201852
460,2,318265,0.0128673911089947,0.0608725814769167,0.832710887532275
461,2,318379,0.0226836781727739,0.0610448593189776,0.710420844269379
462,2,321266,0.0739230758664277,0.0605203570196012,0.22272776363127
463,2,322957,0.0850002991815968,0.0599362851488135,0.157021090633518
464,2,325221,0.109618828959523,0.0601544671164345,0.0692570804623813
465,2,332691,0.0577828525301778,0.060974831290179,0.343955484709888
466,2,333006,0.143405027887324,0.060452498679265,0.0182183727017735
468,2,335046,0.0774828810896418,0.0601807240271681,0.198762391288472
469,2,335049,0.0818280296609094,0.0604216179515975,0.176512056088064
470,2,335995,0.0708153992844972,0.0601180876226025,0.239614696409775
471,2,336060,0.0827169062330937,0.0599936910909763,0.16884179515751
472,2,338292,0.0367973815900263,0.0601193335321051,0.540883924123914
473,2,339568,0.00280896882474492,0.060241643800943,0.96283579931545
474,2,340466,0.00634714978363124,0.0607624783995286,0.916864923951436
478,2,348480,0.0235007797535479,0.0601391671057677,0.6962005546695
479,2,350086,-0.0220068465445052,0.0601436089197997,0.714655152399642
480,2,351083,-0.00628270798146703,0.060931523637451,0.917933457098164
481,2,351335,-0.00816796881505222,0.06024596678234,0.892232948497497
482,2,351417,-0.00802816192836755,0.0602365107126044,0.89404999188989
483,2,351450,-0.02643629973517,0.0602882670031774,0.661293372816453
484,2,352302,-0.014150434821804,0.060776322641487,0.816029841766599
485,2,352469,-0.00445009975634321,0.060165911610611,0.941081079672006
486,2,352562,-0.00831281744762566,0.0604106585727763,0.890630943508934
487,2,352944,-0.0201760014390361,0.0602284536487532,0.737830703270018
490,2,355266,-0.0143718440895669,0.0602331692462821,0.81155151661961
491,2,358277,-0.0170686349735471,0.0602406854952247,0.777081813540851
492,2,358926,-0.0205428736082548,0.0603262780716134,0.73366041975502
493,2,358948,-0.00278698208241096,0.0603551193583075,0.963195764715831
494,2,359515,-0.0168244659146115,0.0602580096429439,0.780249381311249
495,2,363190,-0.0297214174826569,0.060833803913624,0.625451321073453
496,2,363588,0.00392948654434502,0.061094093217614,0.948752950194027
497,2,363888,-0.00865465306306193,0.06056841265401,0.88645815765298
498,2,363954,-7.8237746792581e-05,0.0603294994447856,0.998966003715146
499,2,364199,-0.0144466084832443,0.0602426284206499,0.810619010434557
501,2,365981,-0.0200072545156561,0.0614530100624016,0.74494263138882
502,2,366047,-0.0015594554946137,0.0603552445700577,0.979401196175434
503,2,366936,-0.0215995116783386,0.0610390434160288,0.723652170387646
504,2,369530,-0.018588073637966,0.0602470231192073,0.757860317814517
506,2,369931,-0.0182050850136405,0.0606607640739642,0.764267602029615
507,2,371033,0.00452395353119531,0.060506960657967,0.940442060853857
508,2,372919,-0.00165503550047957,0.0602460442540776,0.97809937603414
509,2,373518,-0.0101495377669368,0.0602094761640095,0.866231079368951
510,2,376157,-0.0507440162232369,0.0602843152934213,0.400500627768425
511,2,376172,-0.040929374909411,0.0607419375989109,0.500864187630277
514,2,381433,0.0125785792661566,0.0607333987923575,0.836042278791465
515,2,381922,0.0125575256526396,0.0612051804177723,0.837556814482771
516,2,382146,-0.00275328153300552,0.0602878210251791,0.963599935655023
517,2,384206,-0.0333872256119487,0.0604495557458951,0.58108174956937
518,2,384955,-0.0324164659618753,0.060316291145525,0.591301445060773
520,2,387301,-0.00479767715509397,0.0606475796794422,0.936991959323262
521,2,388313,0.0027625282657856,0.0602878198268854,0.963477773106573
524,2,390138,-0.0128943986515996,0.060471775169456,0.831270635955215
525,2,391233,0.0323751611292935,0.0607873575161913,0.594647704725553
530,2,395606,-0.0786230662715339,0.0603138457399927,0.193231180768064
531,2,395726,-0.0699304262342631,0.060322027059854,0.247123571937848
532,2,395853,-0.0587904064949646,0.0605280330941144,0.332067848641118
533,2,396484,-0.0642472429243907,0.0602439922417995,0.286948825285717
534,2,396705,-0.0509573558125625,0.0602508259541566,0.398263106958802
535,2,398759,-0.0475802623046659,0.0607521711635754,0.434042895204044
536,2,400386,-0.048623035595167,0.0604101635281609,0.421429715185776
537,2,400847,-0.0495883028383329,0.0603521978274705,0.411831472514718
538,2,401130,-0.0407215115758626,0.0609249190726914,0.504322481251964
539,2,401143,-0.0542060281653463,0.0607741670933316,0.373040446673722
540,2,401979,-0.0414480020397386,0.0607648984697571,0.495620279117308
541,2,403598,-0.036089885004265,0.0604523755259985,0.550892109412331
542,2,404844,-0.0268773968519137,0.0611417906103838,0.660502163148453
543,2,405100,-0.0239587934323273,0.0605852773089226,0.692745482492871
548,2,406181,-0.0389018924317845,0.060602571857682,0.521342932158935
549,2,406688,-0.0217276938865851,0.0602769065696049,0.718715282593231
550,2,407621,-0.0111572359908522,0.0607795530916959,0.854457054585502
551,2,409016,-0.000123578593285212,0.0613911658192736,0.998395020238809
552,2,410647,0.00712787405135701,0.0604951730432677,0.906272937131638
554,2,419803,-0.00670066613926323,0.0609200851399636,0.912478950033875
555,2,419943,-0.000961153342308507,0.0612807470142693,0.987495012516635
556,2,422349,0.0180264193773455,0.0605215254215647,0.765991826326553
557,2,425467,-0.0164679272244976,0.0603054701686294,0.78495510990289
560,2,429095,-0.0230131980938804,0.0606566220477752,0.704618052157536
561,2,431266,-0.0357383627658719,0.0606722264399308,0.556211254435941
562,2,431446,-0.0341797980940006,0.0609200489638563,0.575112656072912
563,2,432524,0.0274769927759591,0.0603442776868083,0.64914662420768
564,2,434090,-0.0225304244315088,0.0609063750968713,0.711664687863163
565,2,441927,0.00300788112283012,0.0602658782973138,0.960222189085751
566,2,446471,0.0395068808849783,0.0609686400349118,0.517414651848035
567,2,449325,0.0367611165205168,0.0606165477066308,0.544603465653249
