SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
90,1,114628,0.0202923480188817,0.060718747616896,0.738425334243512
91,1,116283,0.0236500651588241,0.0610531426641625,0.698716857717449
93,1,127853,0.0268996272440769,0.0609356020348412,0.65916220895144
94,1,128302,-0.0105093560303682,0.0607157152866531,0.862678947659845
95,1,128704,0.00388118924790837,0.0607783813414453,0.949119395945846
96,1,128911,0.0100076345557378,0.0607831253449232,0.86931768802934
97,1,130267,-0.0220171035497631,0.0607453436983163,0.717233250114742
98,1,130271,-0.0222483638444454,0.0608172288577077,0.714716002159096
99,1,130613,-0.0146527111496557,0.061392244193252,0.811497145522717
100,1,132012,0.0375660926556211,0.0612342414385464,0.53995290719553
101,1,133231,0.0109882141457898,0.0608293160423221,0.856753735383202
102,1,137074,0.0170076481008495,0.0607388664743368,0.779631847927165
103,1,137304,0.0123510187318631,0.0607631699823195,0.839045117576653
104,1,139686,0.00694614771289909,0.0608454595572612,0.90917547055736
105,1,149562,0.0483131105453004,0.0609311577748269,0.428361071941533
106,1,150447,0.0434032470004421,0.0616185713335163,0.481656972483313
108,1,154084,0.0592186116064974,0.0617720036077831,0.338384043189181
110,1,157269,0.0887744292672702,0.0605457013355048,0.14347358883206
111,1,160054,0.0520472419035417,0.0612441540050928,0.395994501204877
112,1,166222,0.0592153349736575,0.0607716605045966,0.330529866273937
113,1,166416,0.0588469036426461,0.0606489683713313,0.332567821413338
114,1,167326,0.0323611379138004,0.0610505978303693,0.596396108982338
115,1,168836,0.0619034182935354,0.0606960989472387,0.30847851841238
116,1,171200,0.0324561107684384,0.0608519749854488,0.594118895152854
117,1,171431,0.0300402308021679,0.0612356750281562,0.624037187119157
118,1,173339,0.0171257837451484,0.0607733383413298,0.778263803598157
119,1,173845,0.0216879555516754,0.0607188188155462,0.721165468316719
120,1,175121,0.0599861533219875,0.0605252290462584,0.322318848255395
121,1,175281,0.0523388255706972,0.0605968991180546,0.388327556322897
122,1,175315,0.0546522840778265,0.060571995593086,0.367528779331146
123,1,175523,0.0440725248902769,0.0609402643223002,0.470030640067452
124,1,175541,0.0536462406349115,0.060669348120392,0.37716873306116
125,1,175653,0.0506169055940341,0.0608691005550561,0.406213965352105
128,1,175856,0.0379940878637683,0.0619015271016369,0.539754236207006
129,1,175876,0.0562723105496023,0.0609118040130464,0.356204528246922
130,1,175989,0.0503307539562773,0.0611006998758619,0.410646617166477
131,1,176001,0.0443219058000953,0.0614328013286668,0.471098146964615
133,1,177692,0.0305550791115594,0.0606199905039534,0.614545627686204
134,1,178191,0.0377805312851752,0.0606686977463301,0.53386065084104
135,1,178224,0.0305550791115594,0.0606199905039534,0.614545627686204
136,1,178960,0.0210949301903895,0.0611158253543362,0.730177304186223
140,1,183802,0.0149937835939003,0.0606441865844142,0.804864758400851
141,1,183954,0.00564407766409686,0.0610902439703016,0.926441243619353
142,1,184450,0.0264063430786233,0.0605397814811152,0.662971560812684
144,1,184718,0.039262210713312,0.0608642933604805,0.519295726425654
145,1,185296,0.0340141104409761,0.0606147716164384,0.575049845635266
146,1,185438,0.0168365871207602,0.0606380431496404,0.781438087011033
147,1,185469,0.0167467014689597,0.0607256455640105,0.782881159758127
148,1,185503,0.0184279159550845,0.0605671672477453,0.761112243538874
149,1,185705,0.020738497835495,0.0612421727865307,0.73508906138278
150,1,185749,0.0434285772646068,0.0612084896585572,0.478470936183626
151,1,185806,0.0307265786032715,0.0613121003583584,0.616577696244175
152,1,185879,0.0206917967088923,0.0616204396005734,0.737225427970208
153,1,185916,0.0219341636513104,0.0615911871169874,0.721959671998321
154,1,185941,0.0319748872918964,0.0618471880354087,0.605481157033565
155,1,185954,0.0261995606214366,0.062035616950579,0.673040590502626
156,1,186055,-0.000264564860964454,0.0608128681558728,0.996531291626424
157,1,186896,0.017499575334168,0.0618028585458574,0.777226640550918
161,1,190132,0.0260998514776352,0.0608741622005216,0.668366036508294
162,1,190148,0.0212610919951567,0.0608978615556271,0.727202076330062
163,1,190165,0.0282987089937374,0.0613579250888121,0.644934091556428
164,1,190169,0.0207467423216456,0.0612899248985987,0.735186410565178
165,1,190933,0.0483080306636396,0.0607483785946503,0.427022722713298
166,1,192149,-0.00474991538886421,0.0612993500848307,0.938279869731085
168,1,192303,0.0256586741139326,0.0730658956080789,0.725669044651595
171,1,192795,-0.00826483047713591,0.0606860665356986,0.891748777753916
173,1,194187,-0.00306436091301358,0.060737720217006,0.959790453021766
174,1,194867,0.037119681827798,0.0606727266044674,0.541062743351716
190,2,8314,0.00494975240737547,0.0617321526339285,0.936138652266541
194,2,8498,-0.00939137299306947,0.061640278416191,0.878991837035665
195,2,8651,-0.000428067880529182,0.061700016755447,0.994468328845403
197,2,9812,0.0282822358130484,0.0620483727931163,0.648807261617371
198,2,9932,0.0262460585837788,0.0618062220129715,0.671349994632582
199,2,10135,0.0187830474675422,0.0615771358114105,0.760520925994761
200,2,11616,-0.00483895278446145,0.0615193441779312,0.937349684035944
201,2,12133,0.00945863334094543,0.0617624005513967,0.878371044013828
202,2,12194,0.00987622214157713,0.0620010608627132,0.873530568165931
203,2,12359,0.00593223409537547,0.0618212004043215,0.923608441274216
204,2,13061,-0.0119159583297467,0.0618142035540812,0.847249521883426
205,2,14298,0.00357470678733696,0.062012179843307,0.954063832050325
206,2,15222,-0.0214429429935702,0.0626067809380059,0.732177039932507
207,2,17986,0.018863447156054,0.0615116901480415,0.759279617106533
208,2,19770,0.00982814172745328,0.0619430187111706,0.874024148450174
209,2,19836,0.0140288463121152,0.0617705295768573,0.820467899424787
210,2,19851,0.0150223174109916,0.0619507512805091,0.808542833784312
211,2,21595,0.0184729773179053,0.0616921864609474,0.764782191344052
212,2,22385,0.0200553982431101,0.0617491776784616,0.745533841012045
213,2,23441,0.0164961734387976,0.0623520529835395,0.791498957819301
214,2,24209,-0.00365074791490005,0.0618444646221493,0.952960725422825
215,2,24341,0.00336959207165366,0.0619907926251397,0.956682019506084
216,2,26815,0.000501465583423122,0.0619167597930418,0.993542556163822
217,2,28209,0.0180345443062953,0.0619301614912165,0.771063452247345
221,2,41245,-0.0539794704980368,0.0616330937344477,0.381723684686752
222,2,43214,-0.0248675981931251,0.0626863787169211,0.691829450690079
223,2,47104,0.0175958860333049,0.0609452239989181,0.772967873242319
224,2,50915,0.00150790798765194,0.061551241181626,0.980468888852072
225,2,55834,-0.00206465953243895,0.0612667774111839,0.97313582746004
226,2,56422,-0.0198258672045649,0.0613673372064193,0.746834483930581
227,2,57715,-0.00339831845748256,0.0611738182238216,0.955730255518821
228,2,59046,-0.00155335020410713,0.0614834918243625,0.97985825876859
229,2,59191,-0.013665654399038,0.061127186876331,0.823228242079235
230,2,59383,0.00133188589528371,0.0611490780131027,0.982634985141849
231,2,59477,0.000667649289663397,0.0620691777124268,0.991423768633894
233,2,60471,0.00480777365158119,0.0612309427971009,0.937459949722851
234,2,60478,0.003418700380596,0.0613010800141198,0.955557376344409
235,2,60786,0.00502075238278854,0.0611999706997155,0.934662612844236
236,2,61035,-0.0130372682363718,0.061192206097709,0.831407525044124
237,2,61071,-0.00230488934119599,0.0609184067466552,0.969840083874085
238,2,61675,0.0192373610074772,0.0610853292272745,0.753003878857611
240,2,62939,0.020120635323129,0.0609789035473675,0.741625458579884
241,2,63527,-0.0070853090010074,0.06121607553921,0.907922340170016
242,2,63857,-0.0153630971763082,0.0612260174366621,0.802018609413529
243,2,65527,-0.0269336810464965,0.0610127680039912,0.659162334763653
247,2,67976,-0.015373640944937,0.0619032330382686,0.8040083663943
250,2,72389,-0.0562229655870677,0.0614540451513572,0.360880087635677
251,2,72392,-0.07135191997752,0.0618287055515586,0.249270305178904
252,2,73646,-0.0710470580543359,0.0605572801011126,0.241498316084256
253,2,74564,-0.0625780569274643,0.0604644272259188,0.301397667901781
254,2,74739,-0.0584389634126789,0.060675535036294,0.336137165135623
257,2,80873,-0.0526764584641299,0.0608355855755109,0.387142804255732
258,2,81501,-0.0277807437171285,0.0608720548247833,0.648397937511901
259,2,83526,-0.0380754170063212,0.0607617677550991,0.531303907488447
260,2,83845,-0.0450014142889227,0.0608061766494924,0.459743584601747
263,2,84447,-0.0168593143122716,0.0616237475718825,0.784563798390183
264,2,87391,-0.00957008665960836,0.0605824811641989,0.874572425760997
265,2,87562,-0.0169404653605524,0.0607312463713621,0.780453057539787
266,2,87849,-0.00805182867476657,0.0607306747112193,0.894599062792229
267,2,87878,-0.00197843909745674,0.0609930701106654,0.974141798770368
269,2,89785,-0.0470820221106196,0.0609484649130011,0.440341717933833
272,2,93721,-0.0442376388704604,0.060770161361379,0.467126768972423
273,2,93952,-0.0377803994570158,0.0606084526748287,0.533455785883818
274,2,95085,-0.0439149026691682,0.060681437045351,0.469731792599334
276,2,107124,-0.0371035121771202,0.0607245428284137,0.54158391309168
277,2,111645,-0.0141151858003149,0.0607909114130347,0.816523155744234
278,2,111916,-0.0135956948566802,0.0609345603930884,0.823571476989325
279,2,111931,-0.0106539977716793,0.061029404297615,0.861516382769821
280,2,111999,-0.0125121727432679,0.0608092232678735,0.837096138574664
281,2,114528,-0.0184248466906592,0.061154960236076,0.76337738205631
282,2,116024,-0.0338877921219451,0.0612817145607247,0.580624556732844
286,2,120090,0.00335960680889041,0.0610658558146753,0.956156740716349
287,2,120291,0.00127224773792622,0.0617644151649641,0.983577659814471
288,2,120726,-0.0174741539683995,0.0614005562590836,0.776123034783948
289,2,121716,-0.0474270542877196,0.06128589341721,0.439528132564361
290,2,123100,-0.0113187343237756,0.0614195148653014,0.853895202373775
291,2,124677,-0.0318457665094355,0.0613144339007048,0.603818133846023
293,2,127887,0.00187913535990292,0.0617583222836508,0.975743515163149
294,2,128935,0.0141838325085225,0.0616954023288847,0.818301887687534
295,2,129053,0.00453799411702027,0.0618873643548888,0.941587703264084
296,2,130040,-0.0247001467875612,0.0622516890132344,0.691770395221168
297,2,130976,-0.0220877791868266,0.0617472129459297,0.720771907424262
298,2,132199,-0.0290238816711619,0.0620254088973263,0.640119588140691
299,2,133355,-0.0314917847773544,0.0624418554394637,0.614338702167927
300,2,133435,-0.0519823295860713,0.0625381575963486,0.406416993840064
302,2,135183,-0.00252094834664118,0.0626338562925671,0.967917388944142
303,2,135402,-0.00218895167576738,0.0626244302287769,0.972136466050218
304,2,135898,-0.0439425912010712,0.0629132013048482,0.485347088670879
305,2,135912,-0.047561135476026,0.0629522863662855,0.450446339214974
306,2,135925,-0.0528343063447134,0.0626546877574827,0.399653058129774
307,2,136002,-0.0490847625787103,0.0626163583341694,0.433626337023164
308,2,136173,-0.0325921150927904,0.0630903780855731,0.60576303388891
310,2,138318,-0.0435714637314559,0.0647389553259545,0.501366557286764
311,2,138695,-0.0453436600919452,0.063624424149372,0.476516497077995
312,2,138818,-0.0390503419239721,0.0635194231878895,0.53909743207222
313,2,139728,-0.0257817586248195,0.0634246397599171,0.684625726725634
314,2,140174,-0.035660969653841,0.0634110823578893,0.57421574871849
315,2,140863,-0.0328597146321279,0.0633896994941326,0.604520548144894
316,2,141152,-0.0153746964755538,0.0635871859749451,0.809083885940381
317,2,141292,-0.0308870654016771,0.0631138052119141,0.624871808795696
318,2,141545,-0.026541793297609,0.0634270305007741,0.675863935123572
322,2,146723,-0.0470119678470364,0.063278878301963,0.458016357799328
323,2,147946,-0.0836530214363431,0.063753154583082,0.190325720364534
326,2,151397,-0.0588302513729602,0.0639916477227489,0.358544147461519
327,2,153035,-0.0235452805193157,0.063358368172173,0.710398241268913
328,2,153228,-0.0309589580805245,0.0638119030512999,0.627864076448217
329,2,153455,-0.0354591432246276,0.0642872694405399,0.581589693379834
331,2,153815,-0.0327643642066733,0.0640444722048743,0.609259458996811
332,2,154160,-0.0193177247457283,0.063388575887561,0.760735481530129
333,2,154235,-0.0167232133259573,0.0640237933642296,0.794088211748662
335,2,159870,-0.0413725889437556,0.0623739258507511,0.507571724415392
336,2,161229,-0.0348197332302063,0.0633436555599815,0.582875726525215
339,2,162696,-0.0170337106336486,0.0630915763055055,0.787330393911926
340,2,163284,-0.000831037048667715,0.0622619380808064,0.98935814574665
341,2,164166,-0.0112647765728815,0.0628371957423134,0.857829147269841
342,2,165270,0.00372681211186621,0.062311275565128,0.952341129188587
343,2,165675,0.0149326318393118,0.0633363901704592,0.813750188533401
346,2,168062,0.025604283244454,0.0627574087249682,0.683529668621916
347,2,168518,0.0130193234382745,0.0624089371120361,0.834870583336291
348,2,168980,0.0221074028212204,0.0623720556946963,0.723217781976227
349,2,169651,0.00693874814096285,0.0624116913545792,0.911539130315303
352,2,170725,0.0189339205678188,0.0625157610508346,0.762170110687243
353,2,171254,0.0238034498993412,0.0626122475664507,0.704046069836119
354,2,172242,0.0175442752348476,0.0618777473671684,0.776935841340894
355,2,173254,0.0547448455651517,0.0613414083258793,0.372753585800682
356,2,173340,0.0472361749918339,0.0613516494541807,0.441859240303846
357,2,173385,0.0568296934904058,0.0613852139622553,0.355188648526726
358,2,173973,0.0563094539490176,0.0612231083587704,0.358335751947031
360,2,177341,0.0228796806497225,0.0610754288581791,0.708172870009585
361,2,180314,-0.00861084164371528,0.0611063456561189,0.888016940454436
362,2,180339,-0.00944809911020289,0.0612603838585503,0.877517682378708
363,2,182758,-0.0161607367599241,0.0610366825719711,0.791340494423474
364,2,183619,-0.0135107259409799,0.061278901625409,0.825625394489073
367,2,187176,-0.0380756617757858,0.0615834254866711,0.53679097701218
368,2,191066,-0.0253729175132137,0.0620626849315729,0.682914344047015
371,2,191599,-0.0667445330180124,0.0611140752705968,0.27552064120091
373,2,191763,-0.0659585365559308,0.0613593440157259,0.283129044606059
374,2,191959,-0.0513791979941114,0.0612487133132555,0.402114630394894
376,2,195759,-0.00147273396058445,0.061836117812761,0.981012254553428
377,2,196912,-0.00756248551576486,0.060834649615846,0.901138891716031
379,2,198110,-0.0110282871942126,0.0611977391970587,0.857093133496911
381,2,198805,0.000486131068897167,0.0614641560105435,0.993693921065021
382,2,198891,0.00280625566853376,0.0609852114908516,0.963324038031118
383,2,199248,-0.0238663316537366,0.0611114710745448,0.696374575605881
384,2,201782,0.000664047056770256,0.0610495476111792,0.991327579927176
385,2,203285,0.0302797568336107,0.0607915107893821,0.618729465245797
386,2,203783,0.0414390754098253,0.0606418268127926,0.494839354469754
387,2,204179,0.0506275905205404,0.0607690423370901,0.405343293856928
388,2,205406,0.0601929502829645,0.061370163673563,0.327354315616043
389,2,205834,0.0724912125620169,0.0610375709613565,0.235770223299259
391,2,207192,0.0512118496564934,0.061041379230252,0.402054251632309
392,2,207561,0.0514321038818546,0.0607705033235858,0.397940163709897
393,2,208682,0.0572764550262796,0.0606532272958548,0.345648668745763
394,2,210102,0.0604507611574814,0.0608015586426471,0.320791707968359
396,2,214801,0.0375284780396203,0.0608509575740515,0.537811813737466
397,2,215016,0.0402664438151046,0.0608112389354979,0.50830416619789
398,2,218876,0.0211661483554955,0.0614677549771472,0.730791470818136
399,2,227511,0.0452469990788897,0.061866355575063,0.465040339709171
400,2,230378,0.0390723066860298,0.0610975984835423,0.522908324188633
401,2,231943,0.027648946304721,0.0612905875851746,0.652185504822993
402,2,232156,0.0311677584822684,0.0612606641332153,0.611229335519948
403,2,232789,0.0177021244366071,0.0610588486687476,0.772048376676538
404,2,238524,0.0171627570200824,0.0611452316403103,0.779113843980592
405,2,241518,0.0310421594550088,0.0616608087001166,0.614973034904749
406,2,250396,0.0202269539435836,0.0612529877042255,0.741429719669737
407,2,250466,0.0357681338657388,0.0612112155145515,0.559365135727396
408,2,252305,0.00904291429504989,0.061401254667521,0.882998471499675
409,2,254571,0.0265073432135678,0.0622495833429115,0.67049587913023
410,2,254742,0.0337638308291777,0.0621833819770049,0.587491798646897
411,2,254908,0.0258372570903012,0.0626694471797993,0.680385662288857
413,2,255862,0.0549260943623056,0.0622383119579643,0.378100234425966
414,2,255975,0.0506163136248287,0.0620235022060173,0.415003117613827
415,2,258311,0.0732870500582042,0.0609321353548183,0.229873310977197
416,2,259284,0.0601113484537481,0.0611788470203182,0.326501316538853
417,2,266330,0.0406133852787531,0.0614878776682489,0.50935710662823
418,2,267100,0.0407636626399188,0.0614831086102957,0.507759480276115
419,2,268086,0.0306300888589399,0.0615042596703104,0.61878306915281
420,2,274614,0.0225661442914102,0.0611402585882028,0.712283311567369
421,2,274729,0.0255190698720716,0.0614715278089568,0.678294242818072
422,2,275746,0.0105379958052,0.0614571310267721,0.863953215699444
423,2,277029,0.0129523566086387,0.0611702010842631,0.832429805565764
424,2,277741,0.0124921758366879,0.0611944898997333,0.838362596548822
425,2,278218,0.00944524288184084,0.0610854993336531,0.877206649755869
426,2,278379,0.0324100220443119,0.0625755570705681,0.604828614300234
427,2,279910,0.00594250452052281,0.0610652985166464,0.922532317957862
429,2,283431,0.00235717589119022,0.0619603639863184,0.969674674356826
430,2,283573,-0.0277663621974556,0.0611993959557739,0.650321254816767
431,2,286762,0.0409489787029577,0.0613352245060562,0.504808705602534
432,2,287187,0.0554758856452602,0.0610161668425223,0.363865016224607
433,2,288379,0.0967946267000225,0.0604053324145596,0.109957485018673
434,2,294941,0.0552706419705619,0.060589524176567,0.362278369621101
439,2,297610,0.0957212430737378,0.0607546893799661,0.116028362851486
441,2,299680,0.102164615295675,0.0605364453325878,0.0923608306965201
442,2,299708,0.100297922576459,0.0606739848181942,0.0992070699681715
443,2,299759,0.100416227316997,0.0604662674362149,0.097661969145565
444,2,300111,0.113184703285961,0.0608285588162989,0.0636155048730905
446,2,301710,0.101912139528502,0.0604755208969594,0.0928376049013281
447,2,303446,0.115272978921365,0.0607919237168243,0.0587513921734537
448,2,303854,0.111926687591113,0.0608214086712398,0.0665706213914119
449,2,304472,0.080654514679436,0.0604437962862051,0.182942054555482
450,2,304691,0.09950440709551,0.0613495837387723,0.10571223806333
451,2,308097,0.10071990791513,0.060692400136027,0.0979002880950164
453,2,309402,0.0841624938242397,0.0603920905517159,0.164314802589442
454,2,310030,0.0803788015048468,0.0607477675733665,0.186639753157261
455,2,310113,0.0747701616445634,0.0605978175943228,0.218070172825949
456,2,310972,0.0537953207479197,0.0607531373293219,0.376503833014485
457,2,312659,0.125517824004979,0.0602151602957064,0.0378341592821199
460,2,318265,0.0223206226127796,0.0613604574925072,0.716253264226546
461,2,318379,0.0433171377549526,0.0615105955367945,0.481758601603412
462,2,321266,0.0706177447856254,0.0610261451010786,0.247984529255699
463,2,322957,0.0925186996907651,0.0603956308751947,0.126448371049316
464,2,325221,0.0586409467411937,0.0608486964755394,0.33584734872332
465,2,332691,0.107036716993098,0.0612850745802365,0.0815872877104419
466,2,333006,0.124448905684049,0.0610702609811778,0.0423152292932087
468,2,335046,0.0558544575147089,0.0607401629625368,0.358428666070534
469,2,335049,0.048521167472915,0.061016850286829,0.427026111041865
470,2,335995,0.0157430533907963,0.0607206548113339,0.795577938437145
471,2,336060,0.0256520346337356,0.0606292933428458,0.672482581397713
472,2,338292,0.0194946696864139,0.0606319692657605,0.748003168190806
473,2,339568,0.00111843856433683,0.0607321576032098,0.985317456584881
474,2,340466,0.0225391587667557,0.0612462729855704,0.713087346475907
478,2,348480,0.0122774603904045,0.0606382802370865,0.839665592898096
479,2,350086,0.000554090563553072,0.0606446571457927,0.992715250249263
480,2,351083,0.0143751357842992,0.0614236550855054,0.815095365056966
481,2,351335,0.0180756795196265,0.0607303192591874,0.766154195006141
482,2,351417,0.010303199899881,0.0607258766990254,0.865368925297276
483,2,351450,-0.00235397982433591,0.0607954243994201,0.969135765036689
484,2,352302,0.00916708687486138,0.0612737926094409,0.881158855137126
485,2,352469,0.0149980774529398,0.0606508680773303,0.804831076122375
486,2,352562,0.0208404721698003,0.0608939218312518,0.732372275523763
487,2,352944,0.00869647502798619,0.0607265887427224,0.88620838017454
490,2,355266,0.00783587199022922,0.0607269206009687,0.897403782959931
491,2,358277,0.0198206081137973,0.0607287769566363,0.744330906363987
492,2,358926,0.016234852491562,0.0608211734964135,0.789680739882299
493,2,358948,0.0289436988136356,0.0608270781539191,0.634485732438831
494,2,359515,0.0273760856427943,0.0607377312997527,0.652463631907684
495,2,363190,0.0568249039539714,0.0612751142153216,0.354366385273529
496,2,363588,0.0736444116839173,0.061466897636195,0.231676049978116
497,2,363888,0.0570224632735375,0.0609877240048748,0.350436393075222
498,2,363954,0.0669809215190846,0.0607159974245865,0.270698729189757
499,2,364199,0.0548804938409827,0.0606676606844217,0.36628967941946
501,2,365981,0.0384110703791101,0.0619287907175731,0.535496190498882
502,2,366047,0.0624632489177259,0.0607556892591454,0.304604222205848
503,2,366936,0.0523981825701045,0.0614835847193047,0.394664022713428
504,2,369530,0.0800883376595291,0.0605958658724151,0.187130668429301
506,2,369931,0.0528750439421288,0.0610975525863928,0.387396069297062
507,2,371033,0.103083909278627,0.0607527136441934,0.0906200162524172
508,2,372919,0.108834833847073,0.060459633197749,0.072694710342956
509,2,373518,0.127553484832368,0.060321174383677,0.0351669457407199
510,2,376157,0.0902186218877066,0.0606461772823223,0.137743161870297
511,2,376172,0.101405957840997,0.0610375698505019,0.0975270670157122
514,2,381433,0.0935757925086527,0.0610285841937046,0.12609499122075
515,2,381922,0.107660053895863,0.0614404283707078,0.0805960924325296
516,2,382146,0.0939002791874823,0.0605729001383729,0.121988895481712
517,2,384206,0.0671404703659519,0.0608631123029739,0.270718291337778
518,2,384955,0.0707999709600247,0.0607152998063872,0.244362192830984
520,2,387301,0.0888014433158935,0.0609588254605742,0.146075784322874
521,2,388313,0.0822064772286299,0.0606210368206028,0.175943119322617
524,2,390138,0.0688396497931081,0.0608577348691478,0.258756928556624
525,2,391233,0.0535569348159901,0.0612404666624048,0.38242154008079
530,2,395606,0.0533885274282745,0.0608846912575369,0.381148538722319
531,2,395726,0.0442030467119538,0.0608832509013991,0.468301674557017
532,2,395853,0.0596326166707592,0.0610197164752844,0.329105736313562
533,2,396484,0.0578165596685506,0.0607542440713322,0.341927453709163
534,2,396705,0.0496811811522406,0.0607452412055692,0.413988096092874
535,2,398759,0.0176121626965006,0.0612927036005192,0.774016640120452
536,2,400386,0.0238449712694949,0.0609445367555547,0.69584339850778
537,2,400847,0.0185957782839377,0.0608935638023811,0.760255472219991
538,2,401130,-0.00808832100314472,0.0614581826377721,0.895370202605875
539,2,401143,0.00708690746243273,0.0613366976649163,0.908081969215105
540,2,401979,0.000992073510993785,0.0612998486691162,0.987096785183805
541,2,403598,0.0262435061447986,0.060959204378856,0.667087909315464
542,2,404844,0.00423956062877684,0.061655929810006,0.945218314345167
543,2,405100,0.0283763354420344,0.0610732863065776,0.642484595010627
548,2,406181,0.00514762794924645,0.0611309001017317,0.932939869458028
549,2,406688,0.002061244212549,0.0607786333809864,0.972964928279141
550,2,407621,-0.000211543585568019,0.0612772110526674,0.997247467261086
551,2,409016,0.00550818905592723,0.0618901846525284,0.929132861300002
552,2,410647,0.00331100351546293,0.0609885373203365,0.956735666436738
554,2,419803,-0.00303864528604225,0.0614168029471651,0.960568106306516
555,2,419943,-0.0081318360436608,0.061778066478111,0.895352083959463
556,2,422349,0.0144634277485527,0.0610169701644085,0.812763702884664
557,2,425467,0.0329198707819928,0.0607775158327725,0.588404406201559
560,2,429095,0.00212004174179942,0.0611627183387657,0.972368598359868
561,2,431266,-0.00980184706175741,0.0611939165191067,0.872833404698123
562,2,431446,-0.0131070688442433,0.0614393443073142,0.831190019603735
563,2,432524,-0.0460393457292306,0.0608039754464746,0.449449182666736
564,2,434090,-0.110154114448957,0.0611335489586857,0.0724204488153522
565,2,441927,-0.103351774444011,0.0605071116375465,0.0884982160472577
566,2,446471,-0.105827562161104,0.0612429819390964,0.0848636721083005
567,2,449325,-0.0478945619105955,0.0610886177238517,0.433555441926199
569,2,450017,-0.044197968594117,0.0607572429503476,0.467431393358215
570,2,451779,-0.0283470907834821,0.0610109540634556,0.642487918496442
571,2,451784,-0.035421176705419,0.0612206391686115,0.563240024049866
572,2,453525,-0.0545525975566867,0.0612000059849544,0.373331316781093
