SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
63,1,82431,-0.0973758247948663,0.08547722639308,0.255391384552058
64,1,83284,-0.11817754248757,0.0847780451543159,0.164205320536413
65,1,83613,-0.115485633607544,0.0847791612607619,0.174005336616813
66,1,84112,-0.118464189547066,0.0847769118310645,0.163181836496006
68,1,84858,-0.0500759270708598,0.0852093147951673,0.557121918949992
69,1,85751,-0.0888075542485945,0.0854707913551071,0.299497389129652
70,1,87445,-0.0557061614887693,0.0857310928029743,0.516258357572294
71,1,87467,-0.0787812597692847,0.0861294143992562,0.360981530149947
72,1,89070,-0.0659814175111013,0.0856197348549241,0.4414397894822
73,1,89616,0.00882718048076816,0.0852294531845123,0.917569727387553
74,1,89679,-0.0215237838176318,0.0852338426793382,0.800781293693373
75,1,89880,-0.0084080247170667,0.0852619649118977,0.921500714793443
76,1,91472,-0.0193142483600431,0.0858898773801498,0.822208786510848
77,1,93789,-0.0455721650651916,0.0849764504817983,0.592094750572853
78,1,94351,0.000709501281680347,0.0852347866325604,0.993363123071859
79,1,99148,-0.0112310355589203,0.0850089592886764,0.894967887341815
82,1,106800,-0.0521095510396433,0.0850805366628077,0.540619038686776
83,1,107970,-0.00802335889766535,0.0848724595154082,0.924738370518074
84,1,109000,-0.0901080614341854,0.0848877368544282,0.289189873026244
85,1,112549,-0.015565753069745,0.0849228220113266,0.854673411820864
86,1,112742,0.0529861290307606,0.085211082532737,0.534460281381701
87,1,113050,0.0461037038985699,0.0850789305747926,0.588233879555837
88,1,113135,0.0260557090768646,0.0848861920595007,0.759063383010102
89,1,114076,0.0504245104106285,0.0848550877105566,0.552730487466695
90,1,114628,0.0211553509001631,0.0851048469771503,0.803830343758187
91,1,116283,0.0255862262364486,0.085574846112533,0.765121809432277
93,1,127853,0.0936032213748891,0.0852809334913516,0.273133109290595
94,1,128302,0.0993429283452044,0.084933769458949,0.242930297994577
95,1,128704,0.129559867506164,0.0849033294945925,0.127912972737178
96,1,128911,0.102873129269245,0.085016195544511,0.227072609927225
97,1,130267,0.0222417073916313,0.0851437197062634,0.794070983157621
98,1,130271,0.0297316466532797,0.0852383251723844,0.727442845657243
99,1,130613,0.0435284070758681,0.0860185040666363,0.613147673754898
100,1,132012,0.0634089032391235,0.0858006996443095,0.460382635122249
101,1,133231,0.078617129264276,0.0851549939625219,0.356521121820088
102,1,137074,0.0279913816886149,0.0851234476455132,0.742477064143934
103,1,137304,0.0630076905760227,0.085100024531057,0.459552104919375
104,1,139686,0.0125108331725384,0.0852753978749249,0.883443939017481
105,1,149562,-0.000266988294295362,0.0854725444606529,0.997509437942093
106,1,150447,0.00141651185924957,0.0864205963024585,0.986931794867457
108,1,154084,-0.0161008896877554,0.0866833880195018,0.852752473132057
110,1,157269,0.0428007329911989,0.0850838192247774,0.61524847342001
111,1,160054,-0.00275186489219759,0.0859228405098349,0.974468488933758
112,1,166222,-0.00648532889386205,0.0852867584871602,0.939429197630402
113,1,166416,0.00347068420578978,0.085114109855453,0.967496858049941
114,1,167326,-0.0111663210765471,0.0855959126992011,0.896281629459523
115,1,168836,0.0641149765525015,0.0851239579016912,0.451834512973557
116,1,171200,0.0218992417380741,0.0853119509258008,0.797562956254271
117,1,171431,0.0300120487178947,0.0858377082681899,0.726819547740947
118,1,173339,0.0196442405260877,0.0851785068660503,0.817740223846151
119,1,173845,0.00289147626192959,0.0851141711793367,0.972918888856351
120,1,175121,0.0305733062179537,0.0849299645299688,0.719075450347021
121,1,175281,0.00731368118082998,0.0850168628904086,0.931494329476616
122,1,175315,0.0179193323841424,0.0849856395913521,0.833124971803077
123,1,175523,0.00584547385958878,0.0854719793910169,0.945513483147404
124,1,175541,0.0126536329583858,0.0851210509903703,0.881911096298755
125,1,175653,0.00488072779758089,0.0853926793752421,0.954453044217722
128,1,175856,-0.0215369392417659,0.0867952410971145,0.804174219114754
129,1,175876,-0.00814765457747324,0.0854714455313302,0.924109948588639
130,1,175989,-0.0177463939887853,0.0857112085086418,0.836091210363066
131,1,176001,-0.013701574713483,0.086159967373642,0.873740248972207
133,1,177692,0.0471734927649911,0.0849538963240767,0.579052505954529
134,1,178191,0.0392652452955272,0.0850497072277064,0.644599432612591
135,1,178224,0.0471734927649911,0.0849538963240767,0.579052505954529
136,1,178960,0.0452767561339175,0.0856359006614783,0.597337288278349
140,1,183802,0.10321713048852,0.0848239776907656,0.224478377588122
141,1,183954,0.0842920993722746,0.0855029078210235,0.324887355532262
142,1,184450,0.0746783374549276,0.0847777454547022,0.378986473919071
144,1,184718,0.0969183174284791,0.0851970616305315,0.256068210428299
145,1,185296,0.0906263735199021,0.0848540033890937,0.286238129709552
146,1,185438,0.0740759579514481,0.0849035104642709,0.383543848742334
147,1,185469,0.0712756658998844,0.0850330876472081,0.402479431194066
148,1,185503,0.0652720206881225,0.0848264086592088,0.442124415228761
149,1,185705,0.0561981589796099,0.0857942416008695,0.512872368424819
150,1,185749,0.0589750624989672,0.0857889612494141,0.49225471292314
151,1,185806,0.0597297567828079,0.0859021892156066,0.487310445973697
152,1,185879,0.0597455365415435,0.0863178151980054,0.489293357569677
153,1,185916,0.0323839055140122,0.0863198777311125,0.707765577256367
154,1,185941,0.0515573182828573,0.0866697503015224,0.552310838027384
155,1,185954,0.0747659348386308,0.0868753297855696,0.390036022060926
156,1,186055,0.0673296297943036,0.085155377245892,0.429668636519514
157,1,186896,0.0948026321904406,0.0864810004463459,0.273727631090606
161,1,190132,-0.0359645159804408,0.0853173917367572,0.673618898768056
162,1,190148,-0.0352375437559987,0.0853439950253295,0.679939067135158
163,1,190165,-0.0218222922855101,0.0860127204824787,0.799867268447051
164,1,190169,-0.0295398932284059,0.0858989053662588,0.731132722015103
165,1,190933,0.0647513231593647,0.085146870363407,0.44748355546887
166,1,192149,0.0229890312410735,0.0859045793790873,0.789154867400184
168,1,192303,-0.0518057657208253,0.10238443157874,0.613177673544202
171,1,192795,-0.0417939179250336,0.0850261712466644,0.62334878007013
173,1,194187,-0.00955175536557239,0.0851242129252144,0.910720983028833
174,1,194867,0.0705757179197349,0.0849964401546192,0.406909294074529
190,2,8314,0.058318602142078,0.0864642365586303,0.500446170720978
194,2,8498,0.0671278435061277,0.0863193116717058,0.437285112624021
195,2,8651,0.0531455511904213,0.0864278361666571,0.539008722563166
197,2,9812,0.0334390599609963,0.0869697147044969,0.700846195979023
198,2,9932,0.0637094962039196,0.0865787002672149,0.462306721875342
199,2,10135,0.0651344055681721,0.0862436102225454,0.450610117598389
200,2,11616,0.0351868356452012,0.0862013032582409,0.683378897734322
201,2,12133,0.0198005025458221,0.0865579992206195,0.819192461170896
202,2,12194,0.00935579070068471,0.086897723686947,0.914323081298027
203,2,12359,0.0271884853313588,0.0866329934267488,0.753831560880347
204,2,13061,0.00931174605442819,0.0866372845769175,0.914469519159073
205,2,14298,0.0351885167903945,0.0868918378639914,0.68574545842595
206,2,15222,0.0215145181356511,0.0877520664195856,0.806464236585232
207,2,17986,0.0353851194909617,0.0862010733251223,0.681691830629556
208,2,19770,0.0199056375715878,0.0868113106744582,0.818770302892449
209,2,19836,0.0438379943074839,0.0865478111204072,0.612809512309936
210,2,19851,0.0411699653400006,0.0868050954411388,0.635593125304279
211,2,21595,0.0511173534834845,0.0864313017243081,0.554616389808864
212,2,22385,0.0310005676165912,0.0865402086546459,0.720391640575141
213,2,23441,0.0893922355820247,0.08726700985131,0.306369954511594
214,2,24209,0.0756565320342927,0.0865833939998602,0.382821467511293
215,2,24341,0.0704947492764987,0.086800944496252,0.417257109101818
216,2,26815,0.0943703467482412,0.0866323993382375,0.276756180489029
217,2,28209,0.080688112914808,0.086700787219975,0.352670499725863
221,2,41245,0.0268357953807502,0.0864623156355816,0.756458495327374
222,2,43214,-0.0064656523540495,0.0878754249350812,0.941388264553494
223,2,47104,0.0031187669592464,0.0854261690264382,0.970897671291078
224,2,50915,0.0187536856401105,0.0862598923987143,0.828015147279907
225,2,55834,0.00634920042413983,0.0858663840744752,0.941097785615349
226,2,56422,-0.00812327212327313,0.0860194756723869,0.924816982341113
227,2,57715,0.0184922727632542,0.0857313514279832,0.829345995613597
228,2,59046,0.00560383350421351,0.0861702032848217,0.9481852154959
229,2,59191,0.02255368792163,0.0856689261953055,0.792499411526523
230,2,59383,-0.000840941539179685,0.085701998199729,0.992176513157017
231,2,59477,0.0020673294091354,0.0869914395585426,0.981053689090035
233,2,60471,0.0203918978564764,0.0858105736163153,0.81229933608112
234,2,60478,0.0189455580449918,0.0859094476481755,0.825586375851541
235,2,60786,0.0114939861854082,0.0857719156837402,0.893473875463861
236,2,61035,0.008447088302307,0.0857667328999295,0.921599828701846
237,2,61071,0.0113903426660607,0.0853766815020785,0.893942940795937
238,2,61675,0.0316954445065121,0.0856080126958107,0.711426294780932
240,2,62939,0.0490438549435659,0.085436759623076,0.56630839167361
241,2,63527,0.0706120839131313,0.0857151244624855,0.410609673930009
242,2,63857,0.0559698597645794,0.0857657171558086,0.514445300102792
243,2,65527,0.0484803877111287,0.0854955801077778,0.571039665405261
247,2,67976,0.0663172139388478,0.0866946734116503,0.444811558500521
250,2,72389,-0.0188554400360995,0.0862255819362828,0.827029045855002
251,2,72392,-0.0451529838089693,0.0867845062410803,0.603188633384068
252,2,73646,0.0577459443106761,0.0849822821171582,0.497262824449351
253,2,74564,0.0626728666559072,0.0848052912016648,0.46038552686891
254,2,74739,0.0387826348524811,0.0851249077131574,0.648960068784623
257,2,80873,0.0361430311031626,0.0853314022506848,0.672144156294329
258,2,81501,0.101304849890001,0.0851683553910664,0.235055844103078
259,2,83526,0.0859469251376493,0.085083594539808,0.313116833608995
260,2,83845,0.0797263980489349,0.0851818279352949,0.349935965046988
263,2,84447,0.112868619206788,0.0861672122156202,0.191088571888457
264,2,87391,0.0927337116882037,0.0847672801489219,0.274709669683381
265,2,87562,0.0839075597458807,0.0850085018481286,0.324294660801119
266,2,87849,0.091749292741156,0.0849774718354894,0.281017568659607
267,2,87878,0.0789900303155825,0.0853799830598016,0.355515403623718
269,2,89785,0.0848229943468324,0.085373671038035,0.321122644403092
272,2,93721,0.12120953342275,0.0849902970176059,0.154706691494978
273,2,93952,0.111864356455403,0.0847821867299667,0.187879759761757
274,2,95085,0.0762771136188091,0.0850127249068357,0.370200519349446
276,2,107124,0.0691073244478638,0.0850724700589892,0.417147045389211
277,2,111645,0.0159847455674089,0.0852022312964291,0.851290591937414
278,2,111916,0.00702892574704883,0.0854065028651348,0.934455073954412
279,2,111931,0.0199231562967021,0.085531345616997,0.815947678710622
280,2,111999,0.0244322088689214,0.0852208272443916,0.77451564527807
281,2,114528,0.0567601314954998,0.0856679643220694,0.508045009108306
282,2,116024,0.03022368105559,0.0859099789941157,0.725193366230893
286,2,120090,-0.0149649496104096,0.0855819748266802,0.861289105648778
287,2,120291,-0.0315870369441752,0.0865480873214322,0.715355968260237
288,2,120726,-0.0138329614558277,0.0860611277176113,0.872394742353396
289,2,121716,-0.044257727405835,0.0859342519808267,0.606862448281354
290,2,123100,0.0266617473758558,0.0860734199944802,0.756929384017571
291,2,124677,0.0254050518582553,0.0859558965077746,0.767740547734562
293,2,127887,0.0534965517326628,0.0865090913234427,0.536715602078519
294,2,128935,0.0333221171226143,0.0864559230620921,0.700156055126614
295,2,129053,0.0110384456883931,0.0867353497216829,0.898802473307874
296,2,130040,0.00670361116774554,0.0872660130179805,0.93881175457828
297,2,130976,0.0358125892416786,0.0865349463002131,0.679234429346521
298,2,132199,-0.0214449720799577,0.0869496173731312,0.805332714771089
299,2,133355,-0.0052051003559842,0.0875448972950565,0.952622273326401
300,2,133435,0.00226492915623699,0.08773443245009,0.97941889608451
302,2,135183,-0.017162793953159,0.0877783543302844,0.845095078088933
303,2,135402,-0.00380714597149878,0.0877696130673849,0.965425868872111
304,2,135898,-0.0707238649542674,0.0881549922336544,0.422938138029239
305,2,135912,-0.0650419541142137,0.0882326106105939,0.461511954221344
306,2,135925,-0.0605284373630897,0.0878414458817233,0.491235223166311
307,2,136002,-0.0350469570109447,0.0878149230573431,0.690060675146025
308,2,136173,-0.0641951732793455,0.088390136542626,0.468154069449922
310,2,138318,-0.0443632857491911,0.0907607414755789,0.625291235242293
311,2,138695,-0.0338144293119487,0.0892171883889226,0.704906453221087
312,2,138818,-0.0208699807704604,0.0890647690433301,0.814869583270814
313,2,139728,0.0106082527069626,0.0889102181989421,0.905094295436671
314,2,140174,-0.0225922453846601,0.0889038794251042,0.799550883455831
315,2,140863,-0.0517238021082036,0.0888333994994092,0.560765781264448
316,2,141152,-0.0422656553643732,0.0890980061578512,0.63552751394486
317,2,141292,-0.0559225594092894,0.0884354934998617,0.527564787459345
318,2,141545,-0.0509095485759192,0.0888753088815981,0.567131295664053
322,2,146723,-0.0656969523543922,0.088687322752168,0.459325059998289
323,2,147946,-0.0328018667032517,0.0895522488251811,0.714370009291091
326,2,151397,0.0569708976123413,0.0897419748310648,0.525950534684072
327,2,153035,0.0505875461775547,0.0887748738122766,0.569148137669856
328,2,153228,0.0272239459265446,0.0894520451220159,0.761047264900844
329,2,153455,0.0641102503382955,0.0900744146366899,0.477091167297061
331,2,153815,0.0493004206226757,0.089754839748234,0.583161504188821
332,2,154160,0.0560620194116784,0.0888022331398871,0.528244347574946
333,2,154235,0.0575920785333556,0.0896872406911309,0.521196806622838
335,2,159870,0.00100287485664252,0.0874730513855674,0.990858964127995
336,2,161229,-0.00377930528156867,0.0888154678694514,0.966082452937677
339,2,162696,-0.0291436512089521,0.0884199358407762,0.741893951769536
340,2,163284,-0.0474301909744675,0.0872251518561729,0.586944820023842
341,2,164166,0.0262849089319117,0.0880607878905159,0.765507912873701
342,2,165270,0.00408618337254663,0.0873309727298182,0.96270735794886
343,2,165675,-0.0228432578907412,0.0887661872356651,0.797064803392949
346,2,168062,0.0373723202428016,0.0879543131572312,0.671164039369366
347,2,168518,-0.000596034556918812,0.0874730619184334,0.994567168583905
348,2,168980,-0.00235232414018405,0.0874314502924694,0.978550882426928
349,2,169651,-0.011262882040613,0.0874710135549985,0.897619852038995
352,2,170725,-0.0215689940695498,0.087621255450157,0.805700162503182
353,2,171254,-0.0121484324945819,0.0877682017778961,0.88999139605312
354,2,172242,0.0487294240580094,0.0866942874768507,0.574415890307976
355,2,173254,0.080508658183734,0.0859617090157982,0.349623071712317
356,2,173340,0.105474213424572,0.0858747293027455,0.220177629547911
357,2,173385,0.105850026221495,0.0859528448787043,0.218959617138072
358,2,173973,0.0986363360709315,0.0857478973349487,0.250796444796841
360,2,177341,0.0506330099482289,0.0855733198880441,0.554435893040754
361,2,180314,0.0207543513449241,0.0856373464672127,0.808648445147542
362,2,180339,0.0400505482031268,0.0858343771320331,0.641072018320255
363,2,182758,-0.0505571958237258,0.0855105925761105,0.554738702120047
364,2,183619,-0.0141037986750463,0.0858865361305303,0.869656417792231
367,2,187176,-0.00533422900655051,0.0863569551071737,0.950781322572015
368,2,191066,0.013919358656424,0.0869998306986564,0.872978145776529
371,2,191599,-0.00983060407855307,0.0857958835022067,0.908842144963582
373,2,191763,-0.0190867380830302,0.0861312924779928,0.82475302414841
374,2,191959,0.00327781045362951,0.0859269345341486,0.969592452781694
376,2,195759,-0.0698563503510647,0.0865851324839525,0.420328511021029
377,2,196912,-0.0724631731509086,0.0851758641055296,0.395486200422661
379,2,198110,-0.0875399229779665,0.0856474569636838,0.307435407279656
381,2,198805,-0.0685651349582369,0.0860662149130704,0.426186521680837
382,2,198891,-0.0881610075515449,0.0853436467014424,0.302305499214131
383,2,199248,-0.0755675604344113,0.085573277576012,0.37779712297919
384,2,201782,-0.0772606493415999,0.0854635988576805,0.366602268308494
385,2,203285,-0.0754401919799755,0.0851361144321284,0.376160049344968
386,2,203783,-0.0829980133989242,0.0849324166996291,0.329127385159316
387,2,204179,-0.0670007425059671,0.0851783966103731,0.432047814308538
388,2,205406,-0.0752059844987417,0.086035865408307,0.38264521359575
389,2,205834,-0.0690933271994337,0.0856374898511403,0.420318236077762
391,2,207192,-0.0831341847125298,0.0855218704331461,0.331675869030401
392,2,207561,-0.119893567737376,0.0850185924226329,0.159359942843891
393,2,208682,-0.0729635325371913,0.0850256701351893,0.391400010460773
394,2,210102,-0.0724867129433574,0.085246864827901,0.395726186762663
396,2,214801,-0.105502095326907,0.0851450993956709,0.216136898547309
397,2,215016,-0.129672389413675,0.0850016392292571,0.128022853101244
398,2,218876,-0.0743245875156534,0.0860721944976499,0.388440982031424
399,2,227511,-0.156713975979036,0.0863710814034492,0.0704608366823739
400,2,230378,-0.12466880745466,0.0854220632483953,0.145331949289154
401,2,231943,-0.122798598816638,0.0856760999836238,0.15266038481334
402,2,232156,-0.130652791081341,0.0856078455658284,0.127861048905567
403,2,232789,-0.127920033927962,0.0853144372919691,0.134664987511336
404,2,238524,-0.10957742496561,0.0855074556578233,0.200860783719004
405,2,241518,-0.106881094094183,0.0862628026168454,0.216162330782575
406,2,250396,-0.0471354112664011,0.0858241832904807,0.583209291930845
407,2,250466,-0.0540147284708334,0.0857823594032767,0.529316695714804
408,2,252305,-0.113707947847217,0.0858449573540935,0.186169561669791
409,2,254571,-0.132026545132705,0.0869833587785542,0.129950583591504
410,2,254742,-0.113753280573232,0.0869774705188657,0.191776050320209
411,2,254908,-0.120319750757545,0.087620216470714,0.170562939023728
413,2,255862,-0.086134569873211,0.0872042905602312,0.323959882189437
414,2,255975,-0.0899645306227815,0.0868775859542578,0.301129333566683
415,2,258311,-0.0123804793697458,0.0855701720929709,0.885044375084128
416,2,259284,-0.0591581520338446,0.0858030897522869,0.490984204171624
417,2,266330,-0.110231540021015,0.0860301990824563,0.200925097867046
418,2,267100,-0.0797504105885734,0.0861191962336404,0.355054296377259
419,2,268086,-0.0894165676838127,0.0860985922643885,0.299730985628172
420,2,274614,-0.0535897606850457,0.085658649011822,0.531968502560087
421,2,274729,-0.0604843636043439,0.0861147494257895,0.482911710840554
422,2,275746,-0.0601476404462717,0.0860777730537521,0.485162599144453
423,2,277029,-0.0514970209217154,0.0856931780698728,0.548261244995284
424,2,277741,-0.0480851860146538,0.0857324681742851,0.575238682742365
425,2,278218,-0.0614062601787751,0.0855533385461352,0.473383633615868
426,2,278379,-0.0611048705513704,0.0876742140988717,0.486290465362702
427,2,279910,-0.0464212220537976,0.085550010032428,0.587733268378708
429,2,283431,-0.0276416367893122,0.0868267043169383,0.7504046193798
430,2,283573,-0.0442774439403908,0.0857651070891245,0.605993219756994
431,2,286762,-0.01471734256594,0.0860135288746717,0.864239261304399
432,2,287187,-0.0458207385668042,0.0855810024601347,0.592705018276846
433,2,288379,0.00758113255714865,0.0849659680038463,0.928953285802039
434,2,294941,-0.0957160815248406,0.0848649813180435,0.260143737408356
439,2,297610,-0.0582518392654551,0.0853918021526211,0.495577986101349
441,2,299680,-0.0118036252630916,0.0851826069812449,0.889870157985431
442,2,299708,-0.0283382059526265,0.0853512745447362,0.740072306439656
443,2,299759,-0.0249823639703619,0.0850649883855452,0.769170735976397
444,2,300111,0.0306998774315552,0.0856542169537373,0.720245955310543
446,2,301710,0.0192772144320113,0.0850920091932594,0.82090827771747
447,2,303446,0.038260271551811,0.0856099917513546,0.655211496489654
448,2,303854,-0.0165549959115301,0.0856460975219411,0.846838805234484
449,2,304472,-0.0242006383920025,0.0849170946016247,0.775817888681341
450,2,304691,0.0255139330389529,0.0862920696646857,0.767656336861102
451,2,308097,-0.0378431058150222,0.0853693166859267,0.657829730144015
453,2,309402,0.0163973034701366,0.0848690466059696,0.846907885417387
454,2,310030,-0.000867495811418288,0.0853503615810481,0.991896231790628
455,2,310113,0.0130786582313195,0.0851094487013101,0.877958776059036
456,2,310972,-0.0389904114459838,0.0852162758119863,0.647559745571572
457,2,312659,0.0436640422229161,0.0848790439573282,0.607275642034229
460,2,318265,0.0269748978773589,0.0860023394706292,0.753969805585517
461,2,318379,0.0318511166059631,0.086252505709994,0.712142242549247
462,2,321266,0.0216026877474457,0.0856840122987051,0.801094727476877
463,2,322957,0.052313525543781,0.0848812074290342,0.538084148990292
464,2,325221,0.017222180450041,0.0853881545496329,0.840273027873374
465,2,332691,0.14288734464474,0.08592697388688,0.097221474553392
466,2,333006,0.127237655001954,0.0858266916112558,0.13910076105349
468,2,335046,0.0221413843817096,0.0852226005220598,0.795164509396819
469,2,335049,0.0246065618842871,0.0855831736997365,0.773885695790894
470,2,335995,0.0126067204494323,0.0851069639843838,0.88232636468534
471,2,336060,0.0454652010592325,0.0849605492937322,0.592894770536191
472,2,338292,-0.00365154899456864,0.0849894314398941,0.965753931686277
473,2,339568,-0.03368566221358,0.0850987840061421,0.692460818464196
474,2,340466,-0.0365979590229872,0.0858325375781692,0.670085081932434
478,2,348480,-0.0752134812625413,0.0848966600508865,0.376252128014178
479,2,350086,-0.10918104748406,0.0847961176868156,0.198738734405553
480,2,351083,-0.0721095147860126,0.0860078665819315,0.40237004446009
481,2,351335,-0.073402033540446,0.0850360337141122,0.388620517943407
482,2,351417,-0.0902057352403943,0.0849767710596635,0.289172983389777
483,2,351450,-0.100519993844338,0.0850383446228985,0.237979548372858
484,2,352302,-0.0515547060442943,0.085835617090152,0.548477623439024
485,2,352469,-0.0212200148838811,0.0850035580387871,0.803013451961909
486,2,352562,-0.0363886441149415,0.0853365271796834,0.670066505532319
487,2,352944,-0.0605169480102312,0.0850513258709121,0.477223043523088
490,2,355266,-0.0109817633489492,0.0851102883450296,0.8974075545417
491,2,358277,-0.00834390005817623,0.0851245725948653,0.921972143282551
492,2,358926,-0.0229865406174759,0.0852422088878757,0.787578257523243
493,2,358948,0.00987435467248428,0.0852763781636911,0.907882932720602
494,2,359515,0.00572251499188421,0.08514938655673,0.946456080900825
495,2,363190,0.00406719218997266,0.0859828729237915,0.96229900258106
496,2,363588,0.063050525605397,0.0862571115049544,0.465288285419778
497,2,363888,0.0551163983646703,0.0855312915555042,0.519734334286643
498,2,363954,0.0292449615490013,0.085227328198548,0.731696904473667
499,2,364199,0.0401124688952768,0.0850989540635404,0.637672961891315
501,2,365981,0.0337537713453093,0.0868234365303131,0.697685585661868
502,2,366047,0.0587417414483348,0.0852206655462727,0.49109369905394
503,2,366936,0.06073306130423,0.086198785559302,0.481542567279486
504,2,369530,0.0385560881028892,0.0851117482096626,0.650823107175151
506,2,369931,0.00676376752513437,0.0857197733556899,0.937152443004371
507,2,371033,0.0837213621376572,0.0853767514897838,0.327456303894745
508,2,372919,0.0420911437983912,0.085094230265376,0.621160854348024
509,2,373518,0.0163169476528568,0.0850709472223475,0.848006022849633
510,2,376157,0.00839789857638738,0.0852619677390311,0.921594951033421
511,2,376172,0.0192071622285064,0.085873380642593,0.82314471692811
514,2,381433,0.0512721348635081,0.0857740369568244,0.550384554265922
515,2,381922,0.0296875834159411,0.0864695396047626,0.731554628629387
516,2,382146,0.00549195268689506,0.0851824021839789,0.948630214905686
517,2,384206,-0.0494987252912339,0.0854074452042883,0.562581165904915
518,2,384955,-0.0259850776587368,0.0852465196486299,0.760680799237405
520,2,387301,-0.0145818739572972,0.0856882117789348,0.864971077949695
521,2,388313,0.00591316727710892,0.0851823223019876,0.944696387040713
524,2,390138,0.00922149205040093,0.0854466597467557,0.914119643642031
525,2,391233,0.0207983664228213,0.0859158341473364,0.808860000875178
530,2,395606,-0.0248932231391988,0.0854140176326498,0.770884557299544
531,2,395726,-0.0368920199447985,0.0853704960155603,0.665903396149207
532,2,395853,-0.0558175785471012,0.0855847123441351,0.514702409555593
533,2,396484,-0.0434237548711525,0.0852264056627087,0.610712755042871
534,2,396705,-0.00253350859322898,0.0852164818702808,0.976298975804919
535,2,398759,-0.066531800808087,0.0858402837138251,0.438820116710312
536,2,400386,-0.0635059850426378,0.0853669106559634,0.457420940377659
537,2,400847,-0.0477157782074352,0.0853173246147672,0.576329253957815
538,2,401130,-0.0588695831469742,0.0860802760390469,0.494492263417696
539,2,401143,-0.0574820161377143,0.0859120726727743,0.503882032507842
540,2,401979,-0.0819284770568525,0.0858025580539218,0.340307535716766
541,2,403598,-0.0702654655388791,0.0853763936753632,0.411059000476082
542,2,404844,-0.0721711381606678,0.0863274765973513,0.403711520227367
543,2,405100,-0.0658962839100831,0.0855500330445661,0.441657285834058
548,2,406181,-0.0776557982689645,0.0855775820670611,0.364797665848882
549,2,406688,-0.0595629091780101,0.0851238910642615,0.484562877308845
550,2,407621,-0.019242993088332,0.0858754279904904,0.822824443268771
551,2,409016,-0.0154475013075596,0.0867377081672253,0.858750986629375
552,2,410647,-0.00128464214119517,0.0854772800161177,0.988017496538454
554,2,419803,-0.0570311554317151,0.0860239355163062,0.507783423494707
555,2,419943,-0.0656368734591598,0.0865151147754308,0.448553119311229
556,2,422349,-0.0701673637066502,0.0854420249498568,0.412070809030664
557,2,425467,-0.0712950091063099,0.0851320597283566,0.402898607199111
560,2,429095,-0.120182048216781,0.0854822186686992,0.16062438685024
561,2,431266,-0.118383133518284,0.0855361519197627,0.167228921727668
562,2,431446,-0.0893778761849032,0.0859828226644921,0.299290569198776
563,2,432524,-0.0880616028187888,0.0851585692683859,0.301802119873005
564,2,434090,-0.120861881559602,0.0858325852066538,0.159978014349573
565,2,441927,-0.0769830635745801,0.0850533112667162,0.366021573584575
566,2,446471,-0.0975292194142743,0.0860393731734917,0.257756082342
567,2,449325,-0.0784499738484032,0.0855899377024115,0.359988835380252
569,2,450017,-0.124782846080435,0.0849573844210333,0.142785773850385
570,2,451779,-0.106519101282769,0.085346411062052,0.212829177962457
571,2,451784,-0.120616385171555,0.0856025339187323,0.159707091239244
