SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
96,1,128911,-0.00973537152771725,0.0574743055921211,0.865589665184121
97,1,130267,-0.0740245759681839,0.0573141352445476,0.197355008475195
98,1,130271,-0.0698838403425469,0.0573971878678263,0.224208990456474
99,1,130613,-0.0525705150769936,0.0579876130134926,0.365246395785535
100,1,132012,-0.0594067868129325,0.0578455001985059,0.305128080164619
101,1,133231,-0.0504922672340883,0.0574579550835307,0.380124330008473
102,1,137074,-0.0511069656900428,0.0573745173525197,0.373664263852371
103,1,137304,-0.034023094006263,0.0574303851532564,0.553946499271157
104,1,139686,-0.0422990102994625,0.0574903726102224,0.462366484436329
105,1,149562,-0.0384905412334673,0.0576292913762744,0.50463455324759
106,1,150447,-0.0486573446213183,0.0582477921906174,0.404085200991023
108,1,154084,-0.0423610816554391,0.0584419937532312,0.469030508127055
110,1,157269,-0.0314265167546597,0.057399636716965,0.584378680481521
111,1,160054,-0.0397246696295039,0.0579310065377022,0.493337389278468
112,1,166222,-0.0448318232982664,0.0574913225794781,0.436030202793452
113,1,166416,-0.0350273798547004,0.0573937315061328,0.542055961120422
114,1,167326,-0.0410841571528689,0.0577089033305563,0.47698417171378
115,1,168836,-0.0120245382285112,0.0574730779812754,0.834396901273999
116,1,171200,0.0165705506953193,0.0575559596152942,0.773589716455115
117,1,171431,0.00700636286315148,0.0579208834996516,0.903788084632062
118,1,173339,0.013818859230007,0.0574669369432511,0.810108409295763
119,1,173845,0.00807418094468676,0.0574223947729957,0.888258000228503
120,1,175121,-0.00208767972115401,0.0573100391793743,0.970961823454416
121,1,175281,-0.0084095315781027,0.057357112907649,0.883517978481917
122,1,175315,-0.003743163916197,0.0573404570909501,0.947988312354014
123,1,175523,-0.0109902126720423,0.0576627262947288,0.848952670413464
124,1,175541,-0.0060926854194911,0.0574294325518268,0.915571249377221
125,1,175653,-0.0161527741982228,0.0576056614036652,0.779332938801501
128,1,175856,-0.033269400618974,0.0585364048652923,0.570155973758521
129,1,175876,-0.0138227823987805,0.0576609997953417,0.810682601269517
130,1,175989,-0.0128845560392299,0.0578261566116769,0.823808081464377
131,1,176001,-0.016688407958963,0.0581247712190527,0.774193856090071
133,1,177692,-0.0144081184562841,0.0573356749917596,0.801732934854893
134,1,178191,-0.0137601957848039,0.0573930650972738,0.810660410753909
135,1,178224,-0.0144081184562841,0.0573356749917596,0.801732934854893
136,1,178960,-0.0124678225632963,0.0577949657590478,0.829326658180337
140,1,183802,0.00908242303991269,0.0573459861437843,0.87424840790948
141,1,183954,-0.0221644534855513,0.057753486533735,0.701374863864243
142,1,184450,-0.00428864118156201,0.0572593062015729,0.940337826378479
144,1,184718,0.0140247040142218,0.0575802573431779,0.8077069547872
145,1,185296,0.0185422469266928,0.0573323096641936,0.746570922879208
146,1,185438,-0.00257958014095922,0.0573433461613862,0.964144844475794
147,1,185469,-0.00456448043822963,0.0574257548705787,0.936691980892043
148,1,185503,-0.0135325167691001,0.0572732120118848,0.813352413320082
149,1,185705,-0.00864799541819396,0.0579160699096077,0.881386843119297
150,1,185749,-0.0150350713702862,0.0579123703493384,0.795310093942595
151,1,185806,0.0059158843243209,0.0579943805059954,0.918808332145625
152,1,185879,-0.00170137491890193,0.058275404909515,0.976725232763631
153,1,185916,-0.00928967107243258,0.0582468723904519,0.873375708528894
154,1,185941,-0.00141886655476207,0.0585026630791183,0.980664486565002
155,1,185954,0.00106641695970412,0.0586735377236071,0.985509169455125
156,1,186055,-0.00673694168431686,0.0575014418494567,0.90679889187878
157,1,186896,-0.0069034927278892,0.05844414021039,0.906038799578395
161,1,190132,0.000657524143863053,0.0575754907832042,0.990894640930435
162,1,190148,0.000150107768231766,0.0575928653183069,0.997921899834003
163,1,190165,0.00580141565525083,0.0580346016641484,0.920429041434608
164,1,190169,-0.00998812570873525,0.0579606139091307,0.863279932918474
165,1,190933,-0.0155373787381944,0.0574870590005755,0.787105787831681
166,1,192149,-0.0143467124397896,0.0579580218420171,0.804637141234149
168,1,192303,0.0433126628402958,0.0690622022594566,0.53096346300415
171,1,192795,-0.0387258190070479,0.0573471373307241,0.499935058205095
173,1,194187,-0.000344456172108668,0.0574317051289765,0.995217971751282
174,1,194867,0.00236548944116688,0.057400315118901,0.967151468110037
190,2,8314,-0.00702019056027492,0.0583711377669488,0.9043391310884
194,2,8498,-0.0149094828743814,0.0582814431621488,0.798239838764272
195,2,8651,-0.0201847921241398,0.0583315270601484,0.729522013322923
197,2,9812,0.022295942044807,0.05867607328121,0.704186149455505
198,2,9932,0.0151461428446282,0.0584512061693613,0.795690179777912
199,2,10135,0.0230429434467303,0.0582199799506937,0.692498326149714
200,2,11616,0.00210452452519339,0.0581709796790869,0.97116067427001
201,2,12133,0.0148511996374676,0.0583969941157466,0.799400711643641
202,2,12194,0.00996322922670645,0.058625781210326,0.865149794527795
203,2,12359,0.0113568626929228,0.0584536397437343,0.846061847999179
204,2,13061,0.0127813142523616,0.0584485043084606,0.827028429392632
205,2,14298,0.021765614429426,0.0586254173917815,0.710662267649451
206,2,15222,0.0172228325974675,0.059201559606114,0.771284455386897
207,2,17986,-0.023517394814409,0.0581576190981085,0.686183042952845
208,2,19770,0.012291249441398,0.0585696248689366,0.833900301303803
209,2,19836,0.0169383393828531,0.0584053995608916,0.771976387164312
210,2,19851,0.0194766465193845,0.0585742076859239,0.739699797134361
211,2,21595,0.0148731865364204,0.0583360486155234,0.798904749133437
212,2,22385,-0.000944098237032787,0.0583966021918809,0.987110290662419
213,2,23441,-0.00362260181170271,0.0589634882841821,0.951045119106432
214,2,24209,0.0235458285150576,0.0584648590278432,0.687387175649065
215,2,24341,0.0261616865766436,0.0586000672949051,0.655549828574235
216,2,26815,0.0108933895408228,0.0585434947414976,0.8524940485955
217,2,28209,-0.0158709822225502,0.0585599736672884,0.786533294432374
221,2,41245,-0.00697303890189893,0.058340239003797,0.90492848887393
222,2,43214,0.00744736379806787,0.0592859713391307,0.900106109980093
223,2,47104,-0.0471456417213409,0.0575798616596336,0.41346035898317
224,2,50915,-0.0410345487800955,0.0581597940791408,0.480934355801313
225,2,55834,-0.0442193993964173,0.0578840244058837,0.445418677707454
226,2,56422,-0.0365563655255393,0.058002798118127,0.528937646820786
227,2,57715,-0.0363939779328544,0.0578116704197083,0.529411649470826
228,2,59046,-0.0394149078202537,0.0580988672374858,0.497955649326127
229,2,59191,-0.0358054290990411,0.0577724354429201,0.535811259882445
230,2,59383,-0.0433274979869396,0.0577744997501927,0.45378943103844
231,2,59477,-0.0375192035009008,0.0586565081555722,0.522819848356812
233,2,60471,-0.0410411293633941,0.0578571595674774,0.478573915360016
234,2,60478,-0.0389666998742313,0.0579273341169873,0.501589442075713
235,2,60786,-0.0430899479664695,0.0578236764873237,0.4566493618878
236,2,61035,-0.0483794358551887,0.0578076459419532,0.403212875301561
237,2,61071,-0.048653972258485,0.0575442302306143,0.39840130541783
238,2,61675,-0.0328201329104194,0.0577418845354018,0.570128948922255
240,2,62939,-0.0150973727447574,0.0576628481767565,0.793611777893053
241,2,63527,-0.0256771825180395,0.0578687800773843,0.657521286969807
242,2,63857,-0.04612559370376,0.0578463084405347,0.425765345751885
243,2,65527,-0.046239550477499,0.0576549952770569,0.423090072987081
247,2,67976,-0.0224048007893802,0.0585265359465652,0.702087786823094
250,2,72389,-0.129298547134161,0.0577692200187203,0.0258316314771728
251,2,72392,-0.0557579902827536,0.0584980486648905,0.341161304513757
252,2,73646,-0.10982223117222,0.0570738715022389,0.0551316513682109
253,2,74564,-0.0861886977991145,0.0570757073043457,0.131918417671655
254,2,74739,-0.0693868698289344,0.0573292057641622,0.226964682724445
257,2,80873,-0.0457109941183052,0.057533676994517,0.427433292331566
258,2,81501,-0.0298159167791815,0.0575536270057019,0.60474476135041
259,2,83526,-0.0524518880270831,0.0574183579482189,0.361601136128414
260,2,83845,-0.0216938445560527,0.0575292335118341,0.706331429560724
263,2,84447,-0.0243159930576272,0.0582611022770496,0.676667077750157
264,2,87391,-0.0150198495397637,0.0572811587974195,0.793310381047447
265,2,87562,-0.0129705681643189,0.0574275587300544,0.821441295294343
266,2,87849,-0.0125641504860982,0.0574223750309565,0.826930465450907
267,2,87878,-0.00407635313358574,0.0576726289242417,0.94369175000293
269,2,89785,0.00579115079068214,0.0576786416059957,0.920080807137622
272,2,93721,0.00756082877005837,0.0575038820525924,0.895467508283255
273,2,93952,0.0126800910768514,0.057336831361816,0.825102814280145
274,2,95085,-0.0206926967230231,0.0574102676983187,0.718737080778779
276,2,107124,0.0664018052898973,0.0573405833711788,0.247636891254517
277,2,111645,0.0467599321953352,0.0574322868456867,0.416093586161247
278,2,111916,0.0389469786185849,0.0575843899375481,0.499263818369924
279,2,111931,0.0436747685634825,0.0576629620041093,0.449306801862858
280,2,111999,0.0453693991900707,0.057451834404581,0.430236309302371
281,2,114528,0.0202687379480532,0.0578234004955927,0.726151336958689
282,2,116024,0.0141443540447324,0.0579660876871161,0.807364176710081
286,2,120090,0.0430616500956374,0.0576965176316605,0.455954294755778
287,2,120291,0.0439419383164338,0.0583554948378712,0.451949216291449
288,2,120726,0.0434555819068017,0.0580188326391154,0.45436143719715
289,2,121716,0.023242843099189,0.0579857753461471,0.688782653138069
290,2,123100,0.0469469748853593,0.0580251996724978,0.419014647287271
291,2,124677,0.0123616886594948,0.0579952381241057,0.831332961523312
293,2,127887,0.00616048906792499,0.0583957032757636,0.916042490850848
294,2,128935,-0.004456146676171,0.0583409374024123,0.939159153379876
295,2,129053,-0.0018749084208145,0.0585189255638732,0.974458776550164
296,2,130040,-0.00892999755783386,0.0588742639542683,0.879526660580912
297,2,130976,-0.0144046242780504,0.0583915907757638,0.805291505910044
298,2,132199,-0.00520126540963717,0.0586666289938609,0.929403996185966
299,2,133355,-0.00770010310931357,0.0590627188351879,0.896346669583052
300,2,133435,-0.000431932801443935,0.0591917699366241,0.994181869174563
302,2,135183,-0.0183910603488371,0.0592164682181427,0.756308239891459
303,2,135402,-0.0210085695656086,0.0592050533938563,0.722918218937368
304,2,135898,-0.0218492225381517,0.0595182941003333,0.713763684424691
305,2,135912,-0.0191985351755155,0.0595648610733182,0.747406309386972
306,2,135925,-0.0202521949170795,0.0592939638903454,0.732888464428794
307,2,136002,-0.0320014467777232,0.0592349049348298,0.589367760602812
308,2,136173,-0.0195602037938822,0.059669557817606,0.743250598115882
310,2,138318,-0.0706048237913737,0.0611388128344534,0.248941939578256
311,2,138695,-0.088835981536288,0.0600183756306414,0.139726099852394
312,2,138818,-0.0841998868175486,0.0599265914440717,0.160885657434763
313,2,139728,-0.06105732016857,0.0598981020719649,0.308733433143383
314,2,140174,-0.0731626310189668,0.0598596681563157,0.222433940153491
315,2,140863,-0.0886078636394327,0.0597761771441595,0.139145361006792
316,2,141152,-0.0793336693013367,0.0599823970404286,0.186819379435779
317,2,141292,-0.0981327768830285,0.0594695615639063,0.0998048721092237
318,2,141545,-0.0893672150812512,0.0598004244283466,0.135958069390584
322,2,146723,-0.0901992172671129,0.0596883356124999,0.131639809117125
323,2,147946,-0.0980538592637585,0.060203843127097,0.104269113153131
326,2,151397,-0.106055466644086,0.0603171415069511,0.0795634929829429
327,2,153035,-0.130713005031105,0.0595159631817846,0.0287226439102823
328,2,153228,-0.113717442168126,0.0600542223914087,0.0590983339693732
329,2,153455,-0.0999356644050649,0.0605809632939188,0.0999098767958854
331,2,153815,-0.119970406814846,0.0602432388265904,0.0472035269319954
332,2,154160,-0.1114251923592,0.0596518609590272,0.0626009014361976
333,2,154235,-0.104812567704004,0.0602869929273419,0.0829840380233248
335,2,159870,-0.0574637245729162,0.0589360771287697,0.330219100873315
336,2,161229,-0.0136556647567756,0.0599168053496921,0.819847829513649
339,2,162696,0.0162063068480014,0.0596571498420988,0.786044255473702
340,2,163284,0.00947823945891968,0.0588706024364376,0.872184531788347
341,2,164166,0.0282133492624832,0.059400419724388,0.635102900283155
342,2,165270,0.0618937096318251,0.0588275340513548,0.293463513646115
343,2,165675,0.0609668983694895,0.0598054613526587,0.308701644135264
346,2,168062,0.0696935217969328,0.0592392148968878,0.240197405151309
347,2,168518,0.055201512767717,0.0589422022481445,0.349637396134473
348,2,168980,0.0667183130396825,0.0588803818851338,0.257934480132095
349,2,169651,0.0509560573031216,0.0589530316464774,0.387982566903289
352,2,170725,0.0517503251152789,0.0590562373757349,0.381468913397081
353,2,171254,0.0575777071423518,0.0591367570117906,0.330903743764088
354,2,172242,0.0825804851122458,0.0583508274786179,0.157879418047437
355,2,173254,0.0784556387219338,0.0579173884004799,0.176407296496206
356,2,173340,0.0882990326733499,0.0578701811650927,0.127952059083788
357,2,173385,0.0898737411082765,0.0579169668660175,0.121613613971415
358,2,173973,0.0786621024000534,0.0578083754256357,0.174464369451344
360,2,177341,0.0336029654753155,0.0577346094080025,0.560921600830783
361,2,180314,0.0270686696873044,0.0577637215179267,0.639637520723769
362,2,180339,0.0337665255232289,0.0578997793368381,0.560138333241139
363,2,182758,-0.00759855146749433,0.0577185031825066,0.895337362068843
364,2,183619,0.0131614193823936,0.0579429787081181,0.820443000037545
367,2,187176,-0.0358582937420472,0.0582314238358047,0.53843035570056
368,2,191066,0.0221540099282451,0.0586863889293392,0.70603021590173
371,2,191599,-0.00089202079521622,0.0578848962126481,0.987713590941405
373,2,191763,-0.00160688985186419,0.05811410823189,0.977956450656839
374,2,191959,0.00407090589266135,0.057971969946414,0.944056752434104
376,2,195759,-0.0274790359081489,0.0584518600048643,0.638563896297863
377,2,196912,-0.037027032421662,0.0574906449607565,0.519959196847328
379,2,198110,-0.0513014003479215,0.0578046870044641,0.375416458044321
381,2,198805,-0.0533717188668916,0.058048934243266,0.358500455413563
382,2,198891,-0.0402723894986443,0.0576258418647076,0.4850997759924
383,2,199248,-0.0588576889262005,0.0577124294200122,0.308500768280269
384,2,201782,-0.0446216823260784,0.0576774877950344,0.439660764193724
385,2,203285,0.00188042756418799,0.057502472737813,0.973930964924874
386,2,203783,-0.0130384211513475,0.0573745440326296,0.820360145295945
387,2,204179,-9.8663941662247e-06,0.0575175813456736,0.999863230162132
388,2,205406,-0.0124592038603124,0.0581047516771474,0.830338218866429
389,2,205834,0.00389740071329953,0.0578298508227088,0.946305984208845
391,2,207192,-0.0372366039775088,0.0577421435269297,0.519425502825643
392,2,207561,-0.0306115796697305,0.057497689591912,0.594786220608219
393,2,208682,-0.0345205927038213,0.0573946013402408,0.547919283843645
394,2,210102,-0.0244747856517424,0.0575575651802389,0.670933403761949
396,2,214801,-0.0656105194734103,0.0574635539397594,0.25432095785125
397,2,215016,-0.0680123155353668,0.057422729556811,0.237045865774949
398,2,218876,-0.0769688111151676,0.0579870292307141,0.185252291751518
399,2,227511,-0.0753968824098962,0.0584053029429584,0.197574374624518
400,2,230378,-0.0563826818733031,0.0577272962692461,0.329382848970574
401,2,231943,-0.061905867945911,0.05787726319078,0.285527523467172
402,2,232156,-0.0663341262312207,0.0578395564988032,0.252214433359
403,2,232789,-0.0690277930968494,0.0576250207664942,0.231767867844688
404,2,238524,-0.0618271590180001,0.057729567759926,0.28491053373808
405,2,241518,-0.0485453336621448,0.0582680091842276,0.405329850254407
406,2,250396,-0.00271471759710062,0.0579274851551298,0.962648067546908
407,2,250466,-0.00443696435285668,0.0579067265039143,0.93896718245933
408,2,252305,-0.0270886859319376,0.0580427958187902,0.64100103570944
409,2,254571,-0.0421242066179235,0.0588334776732388,0.474470622830527
410,2,254742,-0.0262565633622893,0.0588064146569898,0.655516038132167
411,2,254908,-0.0468934558370113,0.0592197679138135,0.428977140814874
413,2,255862,0.00738048489357002,0.0589139848050509,0.900376680386804
414,2,255975,0.0136055308747043,0.0586981232627965,0.816836848435665
415,2,258311,-0.0316159833192902,0.0577087417435252,0.584138186186635
416,2,259284,-0.0377346176853046,0.0578928380629822,0.514953610844753
417,2,266330,-0.0623519682393839,0.0580820085221319,0.28377293083372
418,2,267100,-0.0507088000382152,0.0581098569874519,0.383454250955205
419,2,268086,-0.0470148984949841,0.0581228996384944,0.419124582994853
420,2,274614,0.0415415672170882,0.0577809934880712,0.472648198972756
421,2,274729,0.02835690384594,0.0581199575926736,0.625921420893505
422,2,275746,0.0254139813685584,0.0580984270766109,0.662067198810288
423,2,277029,0.0209997742034023,0.0578333135616634,0.716741085977053
424,2,277741,0.0254141993056659,0.0578510104040774,0.660709831546384
425,2,278218,0.011534086426995,0.0577590426228004,0.841835536992113
426,2,278379,0.0209427081386581,0.0591812780562776,0.723644673818607
427,2,279910,0.000837616761948157,0.0577420050742311,0.98843433223446
429,2,283431,5.28396408097098e-05,0.0585877109574931,0.99928090585065
430,2,283573,-0.0141038764886983,0.0578800479681849,0.807624678687046
431,2,286762,-0.0141827933529912,0.0580281745347676,0.807053601629377
432,2,287187,-0.0060561436561698,0.057761405579505,0.916556302119951
433,2,288379,-0.0120557013946974,0.0573209759522647,0.833539900341446
434,2,294941,-0.0829299338026748,0.0571887759617615,0.147916153211784
439,2,297610,-0.0862499024897979,0.0574661130267062,0.134279767253728
441,2,299680,-0.0535417406485641,0.057400947665851,0.351577549279193
442,2,299708,-0.0434419615034736,0.0575464335330981,0.450810676489858
443,2,299759,-0.0468839899491411,0.057343468393211,0.41413742271055
444,2,300111,-0.0449784132907851,0.0577491764809557,0.436585106069498
446,2,301710,-0.060416684635362,0.0573230065079867,0.292617874425076
447,2,303446,-0.0242900807408626,0.0577602950463471,0.674352384140305
448,2,303854,-0.0347428424958595,0.0577562463775129,0.547864762751423
449,2,304472,-0.0520532355145071,0.0572305173146763,0.363687667093933
450,2,304691,-0.0464070534808487,0.0581733957522327,0.425559587964717
451,2,308097,-0.0906087715810884,0.0574098746401614,0.115397300852002
453,2,309402,-0.0878023971959023,0.0570705423286212,0.124824978304152
454,2,310030,-0.112509693444803,0.0572710498477289,0.0502547939490372
455,2,310113,-0.0943974409079589,0.0572024186583319,0.0997842879146533
456,2,310972,-0.113265642558429,0.0571929960424824,0.0484333706068888
457,2,312659,-0.0547345972669946,0.0572126151626405,0.339379702727234
460,2,318265,-0.0478766840781237,0.0579752388445772,0.409468157067669
461,2,318379,-0.0370642157177682,0.0581697057536128,0.52442462161311
462,2,321266,-0.00569556926199882,0.0578127729897384,0.92157730268285
463,2,322957,0.00824716237899298,0.0572958565838141,0.885630030163713
464,2,325221,0.0656630115006183,0.057505974485793,0.254291664379643
465,2,332691,0.108885425689317,0.057909632662281,0.0608952494726849
466,2,333006,0.116701028718782,0.057751536871517,0.0440609395898575
468,2,335046,0.0661043215858984,0.0573948203599057,0.250204437447629
469,2,335049,0.0655976702447651,0.0576414482609113,0.255879951121131
470,2,335995,0.068131795349198,0.0573062113341684,0.235275150405549
471,2,336060,0.0750718072719396,0.0572041329599547,0.190254951056419
472,2,338292,0.031503350585218,0.057315379468624,0.582907594406263
473,2,339568,0.00580279204926754,0.0574254382171158,0.919568808229198
474,2,340466,0.0101613058270415,0.0579209542158313,0.860839198438537
478,2,348480,0.0226860780651012,0.0573280887202104,0.69254799405369
479,2,350086,0.0162626292642456,0.05733697745691,0.776858318315255
480,2,351083,0.0145770304297255,0.0580794211574058,0.801972176841185
481,2,351335,0.0380705271887373,0.05739595142663,0.507573665513578
482,2,351417,0.0215587810049284,0.0574111776325578,0.707502743104932
483,2,351450,0.0183214291165079,0.0574779147021252,0.750100080869593
484,2,352302,0.0252108497144522,0.0579246895451853,0.663657874426704
485,2,352469,0.0289940459091279,0.0573335790026792,0.613377327393095
486,2,352562,0.0259304030325716,0.0575722117051417,0.652700054088388
487,2,352944,0.00410889058073348,0.057422226969865,0.942995978226696
490,2,355266,0.00872250396103504,0.0574207666908418,0.879348611288455
491,2,358277,0.0133194803619318,0.0574273324848438,0.816721922264281
492,2,358926,-0.0051593055099568,0.0575155597422396,0.928574281240945
493,2,358948,0.0194978850378075,0.05752507761017,0.734852074890067
494,2,359515,0.024908923905002,0.0574327353441842,0.664766852087107
495,2,363190,-0.0295987531880091,0.0579887838420988,0.610074844206343
496,2,363588,-0.00925986065353318,0.0582369556718016,0.873757305141704
497,2,363888,-0.00224579432637567,0.057739134395531,0.96899566678053
498,2,363954,0.0120888153060315,0.0575062420928023,0.833619247023277
499,2,364199,-0.00349448204043255,0.0574314068861822,0.951516141477252
501,2,365981,-0.0122292537554253,0.0585860205310979,0.834771504355302
502,2,366047,0.00990435969733017,0.0575320225835513,0.863415225123276
503,2,366936,0.0127706015788938,0.05819257273412,0.826423133228905
504,2,369530,-0.00208952874685386,0.0574388551861344,0.971001267852198
506,2,369931,-0.0352865783941754,0.0578024963668722,0.541944612337778
507,2,371033,0.0204594576263196,0.0576691850032923,0.72297167060702
508,2,372919,0.0682912676390107,0.0573152098025872,0.234256495742239
509,2,373518,0.0798105473382384,0.0572403333437229,0.16410210660072
510,2,376157,0.0466775250707173,0.0574707395154196,0.417226340232728
511,2,376172,0.0575537598753976,0.057859195631755,0.320553313266097
514,2,381433,0.0314116443928426,0.0578742373738674,0.58763967034599
515,2,381922,0.0136047899117926,0.0583435804505266,0.815753678327125
516,2,382146,0.00860031263224409,0.0574684576959589,0.881124054836596
517,2,384206,-0.00117050964441551,0.0576491461247199,0.983812317352903
518,2,384955,0.0136414647834948,0.0575161866643834,0.812657761642688
520,2,387301,0.0321264277799959,0.0577882756297675,0.578608629333552
521,2,388313,0.0478101261704566,0.0574139163127096,0.405561665785897
524,2,390138,0.028361553931957,0.0576294129720757,0.62292856491865
525,2,391233,0.0253670303267735,0.0579538523822568,0.661863591065146
530,2,395606,0.0405568724070506,0.057592699325624,0.481771507206029
531,2,395726,0.0337602776610447,0.0575840479823398,0.558063202971025
532,2,395853,0.0411067914779674,0.0577347053818252,0.476938479156133
533,2,396484,0.0443187520873968,0.05747238228178,0.441144964154643
534,2,396705,0.0761515002770776,0.0573499601305192,0.185089350134739
535,2,398759,0.0371372096529595,0.0579293395000953,0.521888162115933
536,2,400386,0.0656650070338114,0.0575334957703632,0.254504098142223
537,2,400847,0.0573909034092551,0.0575053953806289,0.318958603049897
538,2,401130,0.0572966556081754,0.0580341009356412,0.324175301406887
539,2,401143,0.0448588077654964,0.0579498053167115,0.439391180101992
540,2,401979,0.055627682126746,0.057887384312258,0.337228120964458
541,2,403598,0.0520035127413093,0.0575895824534524,0.367140562018794
542,2,404844,0.0894189528084477,0.0581055334061879,0.124723124580929
543,2,405100,0.0633789202322593,0.0576678783398095,0.272502525233474
548,2,406181,0.0697302418149089,0.0576845895103705,0.22754136519153
549,2,406688,0.0748527900335673,0.0573320225687834,0.192538270679299
550,2,407621,0.0878004904243747,0.0577528674745463,0.129335962157317
551,2,409016,0.0827631665293489,0.0583558655624658,0.15700018355762
552,2,410647,0.0749842228325893,0.057530640112793,0.193294877078262
554,2,419803,-0.0108710495422745,0.0580709371426282,0.851609077830882
555,2,419943,-0.0061754798403223,0.0584157255460826,0.915867691507768
556,2,422349,-0.00181817972430209,0.0577000605673985,0.974879923399426
557,2,425467,-0.00995751333900724,0.0574905640053669,0.862591476459743
560,2,429095,-0.00755962432306367,0.0578320633748159,0.896073774625411
561,2,431266,-0.0210990259043832,0.0578540693179987,0.71555829547417
562,2,431446,-0.0278565417331321,0.0580797560584313,0.631790613157954
563,2,432524,0.0481157257733604,0.057483802027488,0.403141430202911
564,2,434090,-0.0157312382452481,0.0580649710607254,0.786607251121991
565,2,441927,0.0365924188099226,0.0574163734162905,0.524331641490708
566,2,446471,0.029287650109537,0.0581327694950203,0.614711830674911
567,2,449325,0.023563720658311,0.0577999625799389,0.683757889387846
569,2,450017,0.0407127894470278,0.0574521564245501,0.479016760768612
