SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
144,1,184718,-0.0593817829021842,0.079827500880243,0.457446186733001
145,1,185296,-0.0240745866935613,0.0795408071963918,0.762319916436709
146,1,185438,-0.0317664326658005,0.0795369149328309,0.689845682784485
147,1,185469,-0.0335673653420737,0.0796496621662698,0.67369204532272
148,1,185503,-0.0393467612430285,0.0794360379499651,0.620677978696738
149,1,185705,-0.0598225847941332,0.0802886445399061,0.456710702299852
150,1,185749,-0.0418177640773016,0.0803209227044378,0.602948498619031
151,1,185806,-0.0294729303651548,0.0804437530836722,0.714301514718
152,1,185879,-0.043235392212071,0.0808150782717691,0.592992465760708
153,1,185916,-0.00597854168498293,0.0808104374841819,0.941066377065808
154,1,185941,-0.0115342072082738,0.0811607668366472,0.887069809194149
155,1,185954,-0.0212907638413106,0.0813922319879278,0.793796082506462
156,1,186055,-0.0456650761349992,0.0797385053409092,0.567222314335407
157,1,186896,-0.0506338969295441,0.0810386335759775,0.532498214095659
161,1,190132,0.026384108077132,0.0798643884656302,0.741322914123818
162,1,190148,0.0269991797951682,0.0798879004087145,0.735591729273603
163,1,190165,0.0301060697410997,0.0804988540775711,0.708633485880388
164,1,190169,0.0288030550424093,0.0803997830074594,0.720371924679134
165,1,190933,-0.0559799469067853,0.0797066164653771,0.48293936953233
166,1,192149,0.0198355826341292,0.0804074667202175,0.80529284394208
168,1,192303,-0.0607342331886631,0.0958115286853638,0.526561345555352
171,1,192795,-0.0449928488972537,0.0795752620651234,0.572152401966726
173,1,194187,-0.119800707609035,0.0794216928722961,0.132343338514635
174,1,194867,-0.0969399545267813,0.0794665578197834,0.223323357583162
190,2,8314,0.0391687087740352,0.0809553715268376,0.628805899914337
194,2,8498,0.0174989578094926,0.0808582447440082,0.828789083913468
195,2,8651,0.00922973197748544,0.0809378306995887,0.909275010866611
197,2,9812,0.00960351209305199,0.0814186417861739,0.906172578172632
198,2,9932,0.00148328211316739,0.0810993063924847,0.985418076123517
199,2,10135,0.00445450404308811,0.0807884155976375,0.956059790801746
200,2,11616,-0.00670891373675198,0.0807022233310355,0.93379393327702
201,2,12133,0.0184509312661898,0.0810178921746874,0.819981025172087
202,2,12194,0.0223244506799445,0.0813284753351162,0.783863013702095
203,2,12359,0.0048298798947366,0.0810989373897391,0.952543439302869
204,2,13061,0.00357780501445637,0.0810931529512404,0.964833941549239
205,2,14298,0.00592997566362818,0.0813485883706269,0.941930270792663
206,2,15222,-0.00523721216329753,0.0821419996345389,0.949198984749549
207,2,17986,-0.0227768960575281,0.0806939074823083,0.777907353029397
208,2,19770,-0.0266096754670446,0.0812486450956775,0.743476958472702
209,2,19836,-0.0144340138684711,0.081034094434621,0.858728768453105
210,2,19851,-0.0148658489696452,0.0812711513449638,0.854968406438905
211,2,21595,-0.0129862386330217,0.0809363702153227,0.872618402209197
212,2,22385,0.0188547592695889,0.0810096929637921,0.816092795453521
213,2,23441,0.00539787896649147,0.0818022745539586,0.947425605657985
214,2,24209,0.0287808393761941,0.0811147428381693,0.722939040896123
215,2,24341,0.038970941235297,0.0812946446670703,0.631965913521886
216,2,26815,0.0374548022902976,0.0811991836679289,0.644888509137571
217,2,28209,0.034356292170109,0.0812304027637236,0.672590237767688
221,2,41245,-0.0139150888259392,0.0809359329219422,0.86359327774372
222,2,43214,0.00803988957041124,0.0822504601990444,0.922187185904674
223,2,47104,0.0327419828432763,0.0799396098366729,0.682359582576752
224,2,50915,-0.0344447274360871,0.0807234024147513,0.669857494659993
225,2,55834,-0.0412965298868875,0.0803410522046164,0.607562909262095
226,2,56422,-0.0245903540332818,0.080504162332981,0.760200101190954
227,2,57715,-0.0255593753509382,0.0802378575112438,0.750259885183689
228,2,59046,-0.0393828882193404,0.0806281044321716,0.625533625606422
229,2,59191,-0.0390384141040182,0.0801666204229448,0.62658469561654
230,2,59383,-0.0366668855904271,0.0801928940072768,0.647784412429219
231,2,59477,-0.042745222569988,0.081391810996645,0.599788860863729
233,2,60471,-0.0330875414548056,0.0803053692448022,0.68057372121719
234,2,60478,-0.0239894183738913,0.0804061998487048,0.765609415682707
235,2,60786,-0.0235221269367281,0.0802743487528338,0.769677732589405
236,2,61035,-0.00704850264974799,0.0802774442047667,0.93008400832142
237,2,61071,-0.00209326041134728,0.0799140687084034,0.979117489725111
238,2,61675,0.00403215804706436,0.0801439254758927,0.959902645604761
240,2,62939,0.0141539629478427,0.0800021334394436,0.859672835190912
241,2,63527,-0.0124209572018383,0.0803032747438334,0.8771654649745
242,2,63857,-0.0335633628629044,0.0803048098708131,0.67623809018843
243,2,65527,-0.051246768777588,0.0800133813814921,0.522277751799806
247,2,67976,-0.0242716849326005,0.081202717791871,0.765190424356766
250,2,72389,-0.00878223203280482,0.0807108108831233,0.913414145315772
251,2,72392,-0.0222107247259877,0.0812523889555983,0.784740409138924
252,2,73646,-0.0129778469727153,0.07959198325725,0.870568671110579
253,2,74564,-0.027504437278068,0.079425205001133,0.729328418300982
254,2,74739,-0.00477192266799914,0.0796994900196551,0.952289915290464
257,2,80873,-0.00807710913189481,0.0798888872496568,0.919525074121492
258,2,81501,0.0208133098990084,0.0798690514624274,0.794558392194821
259,2,83526,-0.0147674886332533,0.0797489497632226,0.853198351637718
260,2,83845,0.00922695180928768,0.0798271074368161,0.908045828627093
263,2,84447,0.00978703948779711,0.0808461563210323,0.903714311150424
264,2,87391,0.0750724430743877,0.0793756128350127,0.344904040031248
265,2,87562,0.083353089624768,0.0795536368710048,0.295466216501653
266,2,87849,0.0781281459808112,0.0795611013969768,0.326777690297625
267,2,87878,0.076686423134841,0.0799078743887808,0.337870411750281
269,2,89785,0.0885454592460447,0.0798820668540314,0.268421177501991
272,2,93721,0.037029897559611,0.0797549779731532,0.642722076284727
273,2,93952,0.0303344977949933,0.0795347417684436,0.703136412406197
274,2,95085,0.000490757470391786,0.0796621489676968,0.995088155215288
276,2,107124,0.0818168425925371,0.079582731064542,0.304619500099544
277,2,111645,0.110972716256871,0.0795338056963608,0.163805592095899
278,2,111916,0.108354773616941,0.0797325114180247,0.175021014637424
279,2,111931,0.109596507700693,0.0798502673112321,0.170771392404701
280,2,111999,0.111879835648817,0.0795529848390081,0.16049805313987
281,2,114528,0.16665463541288,0.0797427991034788,0.0373418455272943
282,2,116024,0.191051152319389,0.0797799632788364,0.0171536182865504
286,2,120090,0.0934192447855837,0.0799532957191059,0.243424791328725
287,2,120291,0.0960195209071795,0.0808625067375304,0.235851807568167
288,2,120726,0.103461647884912,0.0803672806454981,0.198812146703992
289,2,121716,0.065143679835453,0.0803894906445288,0.418284601992501
290,2,123100,0.0990842198874777,0.0804024535570813,0.218637352246556
291,2,124677,0.0698707886278607,0.0803782445350231,0.385287458249581
293,2,127887,0.045110633306733,0.0809803226527921,0.577841689725251
294,2,128935,0.0282406965530695,0.0809253634674838,0.727318292658631
295,2,129053,0.0260905497855364,0.0811738233982644,0.748085533096449
296,2,130040,0.0293027120288181,0.081666327812848,0.719951581454967
297,2,130976,0.0126829869801677,0.0810130961850762,0.875685244875534
298,2,132199,-0.0331543362657993,0.0813722719514066,0.683931663901646
299,2,133355,-0.0309101613130178,0.0819254636288496,0.70618026640257
300,2,133435,-0.0299544075115081,0.0821035739667098,0.715451686000825
302,2,135183,0.000885994033894555,0.0821645203587046,0.991402532935033
303,2,135402,-0.00472653300361214,0.0821517370477552,0.954152230923748
304,2,135898,-0.021784863311785,0.082579665738689,0.792084724704389
305,2,135912,-0.0222043701597836,0.0826403583998417,0.788327699674658
306,2,135925,-0.0252787532406522,0.0822634131669261,0.758803583367995
307,2,136002,-0.0337800966072921,0.0821931929369195,0.681333559596451
308,2,136173,-0.028067038301272,0.0827810206272517,0.734772454601427
310,2,138318,-0.0503111136281738,0.08493812780547,0.554011107053176
311,2,138695,-0.0908725532881314,0.0833836587163513,0.276539136825896
312,2,138818,-0.0899304459071799,0.0832331295568884,0.280672988836782
313,2,139728,-0.0701939336610446,0.0831372784153915,0.399066023561096
314,2,140174,-0.0788698011185489,0.0831152419473783,0.343309956862361
315,2,140863,-0.0770098537456168,0.0830864798603429,0.35463049241465
316,2,141152,-0.0616514606961007,0.0833572883842362,0.460031311193678
317,2,141292,-0.0869170079493413,0.0826927338721528,0.293939025908736
318,2,141545,-0.0665722596614846,0.0831500210302349,0.423885375288023
322,2,146723,-0.0828941911604439,0.0829581297013792,0.318368096978147
323,2,147946,-0.115378163349598,0.0836111554602848,0.168479270573716
326,2,151397,-0.0541364526588466,0.083996552285988,0.519664640496599
327,2,153035,-0.0886268026564818,0.0829970905532916,0.286326806139001
328,2,153228,-0.0995853852754665,0.083569715126365,0.234201243600887
329,2,153455,-0.0904576619742024,0.0842321748223219,0.283597156324545
331,2,153815,-0.0949376568166689,0.0838939222604021,0.258554290609936
332,2,154160,-0.106476444188054,0.0829720249403231,0.200235386528607
333,2,154235,-0.0921717025061608,0.083852423684982,0.27242412715321
335,2,159870,-0.0457842352035391,0.0818380659877932,0.576210016799043
336,2,161229,-0.0799076876612106,0.0830221648115854,0.336464275464124
339,2,162696,-0.0889044312726179,0.0826379711124985,0.28273790653826
340,2,163284,-0.0716264908774753,0.0815874572858903,0.380589381223959
341,2,164166,-0.0699655873033163,0.0823506882523575,0.396120357187225
342,2,165270,-0.0768514296965563,0.0816391850078203,0.347166871521125
343,2,165675,-0.0705785705536317,0.0830075273402384,0.395752931471766
346,2,168062,-0.0461866784408755,0.0823091303027602,0.575060338575721
347,2,168518,-0.0829689898579338,0.081755160547003,0.310873776839625
348,2,168980,-0.0660955554248441,0.0817598203135371,0.419398372419085
349,2,169651,-0.0651335023837876,0.0818009121160537,0.426425256125922
352,2,170725,-0.0633956898263288,0.0819506451568874,0.439694701216921
353,2,171254,-0.049238215864146,0.0821110008601511,0.549121339502295
354,2,172242,-0.0686680638698915,0.0810993961536553,0.397727720254159
355,2,173254,-0.0986225662742766,0.080388422199315,0.220705809161283
356,2,173340,-0.0796538292689735,0.0804382220440981,0.322730943821729
357,2,173385,-0.080041025544811,0.0805114196444737,0.320827204426056
358,2,173973,-0.0815120795866213,0.0802927477163678,0.310712436602519
360,2,177341,-0.0984739103770842,0.0799643097586747,0.21896567574974
361,2,180314,-0.131456467058837,0.0798568552721331,0.100622596245132
362,2,180339,-0.123529558463304,0.0800959046287319,0.123903796242706
363,2,182758,-0.12400436480826,0.0798046326157541,0.121116453001791
364,2,183619,-0.122609017667489,0.0801271204892185,0.126867480419638
367,2,187176,-0.1673052837007,0.0803380994085684,0.0380150531354525
368,2,191066,-0.0722227299496998,0.081343566037756,0.375213799973299
371,2,191599,-0.134344253653642,0.0799870266914212,0.0939247138093468
373,2,191763,-0.139436506873604,0.0802817512826214,0.0832878570512323
374,2,191959,-0.141579225586178,0.080073540344593,0.077905402593129
376,2,195759,-0.0175762622310283,0.0811125268042796,0.828575223889725
377,2,196912,-0.00616099153587446,0.0798051831591976,0.938507866434015
379,2,198110,-0.0432703175365773,0.0802510712647997,0.590097873248851
381,2,198805,-0.0535809868114801,0.0805794668341832,0.506519266510069
382,2,198891,-0.015206217645873,0.0799977660638392,0.849353328469171
383,2,199248,-0.0683468401129507,0.0801020078116148,0.39410063940925
384,2,201782,-0.0495070698583903,0.0800426708371578,0.536639101752125
385,2,203285,-0.00125816886267022,0.0797755107315491,0.987425701297091
386,2,203783,-0.0259374909457626,0.079591788255595,0.744707111420111
387,2,204179,-0.000229460801754011,0.0797963778280086,0.997707247285057
388,2,205406,-0.0261143312070362,0.0806042497587804,0.746143486564045
389,2,205834,-0.0113958773897152,0.0802278257367379,0.88712632302792
391,2,207192,-0.0768201329667369,0.080050744912382,0.337891770525264
392,2,207561,-0.0661986274111002,0.0797229802676407,0.406897539745939
393,2,208682,-0.0374219309462038,0.0796416513565209,0.638731681525044
394,2,210102,-0.0182329509877374,0.0798664025926025,0.819550551295151
396,2,214801,-0.0496737713069695,0.0798247254216201,0.534155874720593
397,2,215016,-0.0755033790201552,0.0797217037121866,0.344242379162617
398,2,218876,-0.14896009181458,0.0802575165760235,0.0642829153578492
399,2,227511,-0.160519708602965,0.0807683778324868,0.0476496048773523
400,2,230378,-0.1610584607364,0.0797359951880397,0.0441491727021669
401,2,231943,-0.160108738835487,0.0799726431880175,0.0460446915705631
402,2,232156,-0.176164753449884,0.0798437642308659,0.028001669941242
403,2,232789,-0.153102932977691,0.079692211734482,0.0555143092785096
404,2,238524,-0.141946082199691,0.0798639363324452,0.0763717865184285
405,2,241518,-0.14266426392125,0.0805598510270789,0.0774385196020402
406,2,250396,-0.175591086106732,0.0798200394847027,0.0284660620728004
407,2,250466,-0.175258526188307,0.0797935355253549,0.0287131142619585
408,2,252305,-0.152549839628954,0.0801396064047882,0.057781743707379
409,2,254571,-0.125738054781525,0.0814065957406148,0.12334668011323
410,2,254742,-0.116652871394129,0.0813709313218713,0.152573315858905
411,2,254908,-0.159871524143713,0.0817893861297341,0.0514106588797987
413,2,255862,-0.0914394424391987,0.0815904573569037,0.263172134839017
414,2,255975,-0.0757709783768954,0.0813404729809795,0.352216834424539
415,2,258311,-0.0836668265059237,0.0799717246795795,0.296182190286617
416,2,259284,-0.0956766064153445,0.0802038034127931,0.233702456477807
417,2,266330,-0.0963822854213119,0.0805476656023805,0.23227062408733
418,2,267100,-0.0682574040243416,0.0806231624224186,0.397779002135547
419,2,268086,-0.0456588002150613,0.0806742628453201,0.571777244095417
420,2,274614,-0.0741125593540393,0.0801234472133612,0.355608372351836
421,2,274729,-0.0788453811456198,0.0805500202165654,0.328330618757258
422,2,275746,-0.0670804522253717,0.0805449584515872,0.405502360666914
423,2,277029,-0.0744801534843111,0.0801514174682761,0.353398091581011
424,2,277741,-0.0671057749359936,0.0802014030173142,0.403318440874232
425,2,278218,-0.0775311931810723,0.080029574737406,0.333317373534616
426,2,278379,-0.0436316689460086,0.0820862090028457,0.595382614106573
427,2,279910,-0.0772754594615043,0.0800020993170956,0.334746536056741
429,2,283431,-0.0890275534420071,0.0811427742282491,0.273314223486824
430,2,283573,-0.0902076593130265,0.0801623403069614,0.261221292174795
431,2,286762,-0.04559734225638,0.0804749700902888,0.57134414898593
432,2,287187,-0.0574384796630685,0.0800775579588861,0.473672245412624
433,2,288379,0.0166007667397782,0.0795236943942875,0.834761889618997
434,2,294941,-0.0389343485077459,0.0795491906876537,0.624836058663591
439,2,297610,-0.0763412506421949,0.0798756698242774,0.339852111265205
441,2,299680,-0.0244091651588949,0.0797220623322918,0.759649395509639
442,2,299708,-0.0212088100211479,0.079892849507925,0.790805702619005
443,2,299759,-0.0151919482639524,0.0796260097258211,0.848798801659376
444,2,300111,-0.0250736493263182,0.0801753840270212,0.754666669012835
446,2,301710,0.0411753663486786,0.079621314631274,0.60538230646407
447,2,303446,0.0208719479340282,0.0801454763631379,0.794687206041581
448,2,303854,0.0164817359524007,0.0801637464399655,0.837221213354983
449,2,304472,-0.0176001756524592,0.0794855842317788,0.824888774101968
450,2,304691,-0.0195411812270224,0.0807722348887687,0.808975324799892
451,2,308097,0.0567356143592652,0.0798704110310799,0.477958714160054
453,2,309402,0.0182690970493621,0.0794352369961761,0.818234838320131
454,2,310030,0.010970605141174,0.0798853741662097,0.890848780299052
455,2,310113,0.0156221585414312,0.079660328343532,0.844637194273912
456,2,310972,-0.0196099336368234,0.079778813821582,0.805976987654503
457,2,312659,0.0011539881229527,0.0794760956683274,0.988423374086741
460,2,318265,-0.0299335560493287,0.0804931950147625,0.710207668854882
461,2,318379,-0.000432240428325681,0.0807474874725146,0.995731976764735
462,2,321266,0.0263208392085172,0.0801947769056333,0.742946430847859
463,2,322957,0.0653107325183928,0.0794150620380274,0.411405976716493
464,2,325221,0.129910812691142,0.0796278321603527,0.103681917303569
465,2,332691,0.164953496756347,0.0802628479468874,0.0405983312416311
466,2,333006,0.177902806001195,0.0800247858945453,0.0268420517479537
468,2,335046,0.110462352642166,0.0795585961373647,0.165878549923658
469,2,335049,0.104472262464187,0.0799215857095333,0.192000863443617
470,2,335995,0.105553974717983,0.0794638026802574,0.184927989027705
471,2,336060,0.11546138859068,0.0793171714144786,0.146366476509978
472,2,338292,0.0268652407613417,0.0795370236302763,0.735737099082654
473,2,339568,0.0325814596088177,0.0796508219198591,0.682748353597977
474,2,340466,0.00711047347138488,0.0803586054058116,0.929541953613738
478,2,348480,-0.0057835501219401,0.079550531976248,0.94208375924773
479,2,350086,-0.0606923620579257,0.0794892726902022,0.445657987933123
480,2,351083,-0.0332296012874918,0.0805636188033756,0.680249664562858
481,2,351335,-0.0420444922262468,0.0796458119173488,0.597905046820434
482,2,351417,-0.0566833187066446,0.0796075203568487,0.476913589714235
483,2,351450,-0.0796101166158709,0.0796401830101257,0.318177969026916
484,2,352302,-0.019914798760551,0.0803757461081725,0.804455462309665
485,2,352469,-0.0231018570630175,0.0795604118688676,0.771704655920971
486,2,352562,-0.0350386304799568,0.0798733478279783,0.661163683935305
487,2,352944,-0.0522622457958655,0.0796160898484707,0.511976328158699
490,2,355266,-0.0491420913993666,0.0796217185953406,0.537504298631518
491,2,358277,-0.0554703369188271,0.0796225252074909,0.486470093118451
492,2,358926,-0.0628656997641209,0.0797242990857451,0.430910870405266
493,2,358948,-0.0358562838539743,0.0797969461735446,0.653459236576859
494,2,359515,-0.0217936276452465,0.079691453212829,0.784647969865646
495,2,363190,-0.00668655944759858,0.0804789919321044,0.933831417633791
496,2,363588,0.0220372299847013,0.0807887739322403,0.785184990976758
497,2,363888,0.0251564097633142,0.0800927285678902,0.753637419609651
498,2,363954,0.0264300512588024,0.0797732387605861,0.740603341270831
499,2,364199,0.0164771696864353,0.0796724168231915,0.836276337654765
501,2,365981,-0.00242397417655656,0.0812835797781664,0.976226500992702
502,2,366047,0.0263309519330308,0.0798074600238371,0.741647832131148
503,2,366936,0.024274620280286,0.0807279893384086,0.763822993655467
504,2,369530,0.00366251433317474,0.0796870698344016,0.963367154954833
506,2,369931,-0.00572462143775318,0.0802333929539241,0.943159916964954
507,2,371033,0.0073251904928073,0.0800200167182844,0.927113878594391
508,2,372919,-0.0229421344630666,0.0796659990677161,0.77353181937008
509,2,373518,-0.0130596272068724,0.0796270813277917,0.869817239629552
510,2,376157,-0.0803776487352171,0.0796911092935367,0.3138501639211
511,2,376172,-0.0702905640872087,0.0802956261328767,0.381953084281763
514,2,381433,-0.00349474011679818,0.0803244614392728,0.965321351348996
515,2,381922,0.000413515101353346,0.0809485502518932,0.995927014228571
516,2,382146,-0.00619240631300333,0.0797300755066521,0.93813684357064
517,2,384206,-0.0322910971041174,0.079960481739837,0.686576234329141
518,2,384955,-0.0119525293047619,0.0797982656549063,0.88102031911769
520,2,387301,-0.0255323072748756,0.0801954990773073,0.750388159834924
521,2,388313,0.00417085564411024,0.0797304476868117,0.958309717076781
524,2,390138,-0.0284712331889266,0.0799645931502591,0.722017313001309
525,2,391233,-0.0389572636524138,0.0803967167223971,0.62828698166524
530,2,395606,-0.119731690030033,0.0797023352478881,0.133930264078158
531,2,395726,-0.129330269296229,0.0796305092388534,0.105240699580616
532,2,395853,-0.13045470842099,0.0798537949351189,0.103219794007318
533,2,396484,-0.126807092888537,0.0795148753059014,0.1116609502348
534,2,396705,-0.0967861304851462,0.0795957612937658,0.224808516272209
535,2,398759,-0.113492683811446,0.080187195821628,0.15784846711212
536,2,400386,-0.107434729391013,0.079760886118514,0.178857155901007
537,2,400847,-0.126888249051872,0.0796059808594752,0.111841343875872
538,2,401130,-0.0935125737426966,0.0804702762698124,0.245989692753353
539,2,401143,-0.106066834321753,0.080265944443854,0.187209667716138
540,2,401979,-0.0787328382935711,0.080305135488237,0.32754981701747
541,2,403598,-0.0953420739411454,0.0798273643726582,0.233141720151047
542,2,404844,-0.0530453639194651,0.0808327321840875,0.512099693708145
543,2,405100,-0.0755335492446897,0.0800407529181061,0.345974206744294
548,2,406181,-0.0699711388164441,0.0801070204720432,0.383000349418616
549,2,406688,-0.0756077565851663,0.0796291367831612,0.343016659854939
550,2,407621,-0.0339547753848976,0.0803643544645177,0.672909750730441
551,2,409016,-0.0712458804138902,0.0811010893959321,0.380279534153198
552,2,410647,-0.0525017899462134,0.0799575021924002,0.511852341010118
554,2,419803,-0.154042983873504,0.0801498111255874,0.0554182343270417
555,2,419943,-0.153155570295036,0.0806326896858356,0.0583238192028224
556,2,422349,-0.131286217507694,0.0797440867258054,0.100582867240852
557,2,425467,-0.0859792771982294,0.0796309013767256,0.281002927541003
560,2,429095,-0.0892916560879951,0.0800937378080346,0.265677661158626
561,2,431266,-0.102041142584001,0.080094393803164,0.203497636489733
562,2,431446,-0.103208928558973,0.0804151488928513,0.20017590117405
563,2,432524,-0.0505106171349975,0.0797833361027227,0.527080008737821
564,2,434090,-0.152884444909286,0.0801521735483867,0.0572766138248089
565,2,441927,-0.0909933174211348,0.0795545018582715,0.253487473951984
566,2,446471,-0.151734103419913,0.0802736202070479,0.0595486548370543
567,2,449325,-0.151999899208963,0.0797979603312155,0.057617375248984
569,2,450017,-0.140866282844254,0.0794091232645661,0.0769365916404874
