SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
64,1,83284,-0.0659416492712921,0.0541780276017923,0.224368199132938
65,1,83613,-0.0662662053627894,0.0541709105234105,0.222039832536067
66,1,84112,-0.0609210548554251,0.0541946768438365,0.261728034591473
68,1,84858,-0.0584927562841777,0.0543557344133982,0.282612919114429
69,1,85751,-0.0592008779399121,0.0545777192035698,0.278791341201488
70,1,87445,-0.0555114085827121,0.0547044363267648,0.31091930780753
71,1,87467,-0.0539192390933878,0.0549961373050309,0.327550953226651
72,1,89070,-0.057345912572117,0.0546411109239908,0.294665475789862
73,1,89616,-0.051341455268056,0.0543632558921709,0.345603745743751
74,1,89679,-0.0515440756286253,0.0543696143401284,0.343762254635339
75,1,89880,-0.0610061361221212,0.0543556812629476,0.262476176209616
76,1,91472,-0.0488661779910302,0.054795076317264,0.373108313286044
77,1,93789,-0.0235994447541994,0.0542770586165667,0.663976231438421
78,1,94351,-0.0372521838381402,0.0543983546682794,0.493917308687339
79,1,99148,-0.033102715927837,0.0542629946445193,0.542226365147125
82,1,106800,-0.0564266105528087,0.0542818047568391,0.299277956072239
83,1,107970,-0.0623649076885007,0.0541020288582191,0.249802156860609
84,1,109000,-0.0640124400833456,0.0541922917372022,0.23831478122068
85,1,112549,-0.0149907253689209,0.0542319493822996,0.782388258157197
86,1,112742,-0.00994175516545256,0.0544465576977577,0.855219388820956
87,1,113050,-0.0312285794415932,0.0543321118939054,0.565811595084561
88,1,113135,-0.0179323838511771,0.0542106769282227,0.740998898373446
89,1,114076,-0.0092030654399743,0.0542168656795347,0.865307576432264
90,1,114628,0.00858303341109103,0.0543543233703319,0.874618845325201
91,1,116283,-0.0117861025258097,0.0546549670267786,0.829388563030388
93,1,127853,-0.00695459141019017,0.0545555430919099,0.898635252662001
94,1,128302,-0.0101888530703866,0.0543445321454827,0.851387113567529
95,1,128704,-0.00759629873666817,0.0543998340619681,0.889025436830773
96,1,128911,0.00740913088178063,0.0544059282867829,0.891754702770156
97,1,130267,-0.0135569230312292,0.0543767802397782,0.803262474741276
98,1,130271,-0.013063728491783,0.054441671294213,0.810501898559502
99,1,130613,-0.0154840173157954,0.054948727407607,0.778269447726027
100,1,132012,-0.0223682219302682,0.0548253352377026,0.683527913353026
101,1,133231,-0.0241264889788269,0.0544339844937829,0.657874689606226
102,1,137074,-0.0261909657961772,0.0543538180681938,0.630203550421095
103,1,137304,-0.0306440361626001,0.0543661295275579,0.573343140119554
104,1,139686,-0.0429216984873989,0.0544141331641639,0.4307601645319
105,1,149562,-0.0358065695720233,0.0545530349179726,0.512018496021771
106,1,150447,-0.0358962733922982,0.055158720546455,0.515610927565583
108,1,154084,-0.0196488505591278,0.0553524346969008,0.72281868503616
110,1,157269,-0.011419586982674,0.0543541316973154,0.833713938073438
111,1,160054,-0.013172717662444,0.0548694913925232,0.810412531875741
112,1,166222,-0.0221857416662326,0.054455307328413,0.683952420563204
113,1,166416,-0.0115632966759251,0.0543540456284133,0.831652319356361
114,1,167326,-0.0159861089155546,0.0546597969049868,0.770102501943916
115,1,168836,-0.00206383088556017,0.0544072465486219,0.969762532761151
116,1,171200,-0.0172082686479407,0.0544811380141988,0.752297441228789
117,1,171431,-0.0452103250565569,0.0547761845665053,0.40972203531081
118,1,173339,-0.0344845797900221,0.0543716559789404,0.526336187102318
119,1,173845,-0.0340259687605091,0.0543273528296602,0.531513945896171
120,1,175121,-0.0150374190494069,0.0542438496382808,0.781774313851969
121,1,175281,-0.0118369638202738,0.0542922097688693,0.827536977175903
122,1,175315,-0.0148089350508446,0.0542730500073646,0.785120520095487
123,1,175523,-0.0228076129513325,0.0545728141252624,0.676252448319653
124,1,175541,-0.0133608556126067,0.0543588850052616,0.805987853016185
125,1,175653,-0.0325621156357215,0.0545080147998905,0.550635255880515
128,1,175856,-0.0282755276498266,0.0554154442684375,0.610197786904164
129,1,175876,-0.0166826586763739,0.0545790916284738,0.760043512561909
130,1,175989,-0.0161031405588949,0.0547353475673866,0.768777980145315
131,1,176001,-0.0165414009660071,0.0550202573431442,0.763864477917381
133,1,177692,-0.0310617428265213,0.0542535895745085,0.567328235792099
134,1,178191,-0.0326071590484882,0.0543049424566383,0.548594654409429
135,1,178224,-0.0310617428265213,0.0542535895745085,0.567328235792099
136,1,178960,-0.0280558553701526,0.0546919077034579,0.6082861709225
140,1,183802,-0.0505921305912018,0.0542187822312442,0.351400562657344
141,1,183954,-0.0682475115300626,0.0545600376264947,0.21181035851473
142,1,184450,-0.0607177747004835,0.054105632047704,0.262536729495495
144,1,184718,-0.0417359494792655,0.0544647388304349,0.444014088907076
145,1,185296,-0.0380819093382163,0.054240915469907,0.483086792532209
146,1,185438,-0.0513286860940449,0.0542125435415533,0.344386015874358
147,1,185469,-0.049346564967419,0.0542961876483845,0.364054489001091
148,1,185503,-0.0601537090858526,0.0541244661655072,0.267154369365263
149,1,185705,-0.0548032242790888,0.0547474026336898,0.317503003694108
150,1,185749,-0.0626535470620501,0.0547235414489067,0.253021973481262
151,1,185806,-0.0575488650920429,0.0548127419607145,0.294474228397333
152,1,185879,-0.0637635150136445,0.0550590373369803,0.247608794488299
153,1,185916,-0.0630689863421304,0.0550361678329852,0.252589907238683
154,1,185941,-0.0633724635530671,0.0552758199809542,0.252374319617922
155,1,185954,-0.0570856675146621,0.0554571950626378,0.304013209246103
156,1,186055,-0.0634974318583571,0.054326871591935,0.243271539657584
157,1,186896,-0.0854721886549717,0.0551369297886037,0.121994265898953
161,1,190132,0.0537311049862242,0.0544258552895574,0.324203674927676
162,1,190148,0.0543154108287462,0.0544406725996751,0.319108689536603
163,1,190165,0.0550685444064712,0.0548580557302607,0.31614480748379
164,1,190169,0.0522318172872191,0.054797319693266,0.341150104478283
165,1,190933,0.0402220991473672,0.0543807267853336,0.460010733920219
166,1,192149,-0.0464825873074292,0.0548119875970099,0.396992075657343
168,1,192303,0.0521731448018135,0.0653516831807462,0.425207467218708
171,1,192795,-0.0815497026698293,0.0541461301695992,0.132934777281025
173,1,194187,0.0106712810993407,0.0543618566232771,0.844487620395141
174,1,194867,0.00878412081379226,0.0543332263300676,0.871657236410728
190,2,8314,-0.018330269618946,0.055246605562486,0.740244761041866
194,2,8498,-0.0129720402770066,0.0551699760721924,0.81424524403045
195,2,8651,-0.00772596051265328,0.0552244250623688,0.888817881645971
197,2,9812,0.0272693098839232,0.0555351344911985,0.623711718524611
198,2,9932,0.00481898103766887,0.0553345475845508,0.930650857322088
199,2,10135,0.0127299044883115,0.0551190641674676,0.817485238007001
200,2,11616,-0.000672729792341564,0.0550647082136117,0.990259326805689
201,2,12133,0.00840990986822487,0.0552818145602965,0.879172918936518
202,2,12194,0.00430568139358234,0.0554969296929464,0.938202817666654
203,2,12359,0.00525017715058185,0.0553344364453242,0.924463319939901
204,2,13061,-0.002798759401057,0.0553308692660804,0.959687022822827
205,2,14298,0.00670645227500566,0.0555044741648844,0.903896620462645
206,2,15222,-0.00873611615415049,0.0560449529251714,0.87621911736366
207,2,17986,-0.0226937209751629,0.0550514707806081,0.680423026660039
208,2,19770,-0.0100521837808168,0.0554428520011359,0.856230575129073
209,2,19836,-0.00906740651813842,0.0552909993480647,0.869829518638493
210,2,19851,-0.00680868307994154,0.0554538116843498,0.902350269431819
211,2,21595,-0.0122650088223242,0.0552220976579621,0.824361927393653
212,2,22385,-0.0172291030801491,0.0552706056800145,0.755435292887386
213,2,23441,-0.017846588823909,0.0558070211614788,0.749315876886671
214,2,24209,-0.0110467689700916,0.0553523940991568,0.841930507009945
215,2,24341,0.00319095529024804,0.0554861898523345,0.954172275896468
216,2,26815,-0.0119211137082398,0.0554163257481758,0.829798641222591
217,2,28209,-0.0440924508975424,0.0553889119611489,0.426536846924457
221,2,41245,-0.0753954206743592,0.0550799682766716,0.171921078983841
222,2,43214,-0.0718079077665456,0.0559910310106417,0.200512513581922
223,2,47104,-0.100417164476545,0.0542943720685655,0.0652221168232551
224,2,50915,-0.086864331494202,0.0548984998040654,0.11448311645975
225,2,55834,-0.0906647302008407,0.0546255287104935,0.0978527807885786
226,2,56422,-0.0936811370659431,0.054709555161757,0.0877129741513095
227,2,57715,-0.0878876019937327,0.0545550265163551,0.108075658070201
228,2,59046,-0.0739427504334705,0.0548912917566626,0.178819806567086
229,2,59191,-0.0739624948053528,0.054575307288422,0.176208492200112
230,2,59383,-0.0756615541132444,0.0545845095490375,0.166580312181678
231,2,59477,-0.0645647168016817,0.0554500050496202,0.245057539215116
233,2,60471,-0.0602493105884443,0.0547126816803987,0.271562262512298
234,2,60478,-0.0605945425674204,0.05477425103797,0.269367495081229
235,2,60786,-0.0752158451445751,0.0546324161231787,0.169458316255284
236,2,61035,-0.073238347476318,0.0546360660866115,0.180952626199339
237,2,61071,-0.0701749140667509,0.054398391322492,0.197888785240591
238,2,61675,-0.0676977742539457,0.0545646036013392,0.215544123378917
240,2,62939,-0.0961410496782585,0.0543485584823118,0.0777620994281618
241,2,63527,-0.113043512810059,0.054462492691209,0.0386525925723301
242,2,63857,-0.127144883689633,0.0543871789699925,0.0199571134196372
243,2,65527,-0.12676043792373,0.0542076426473818,0.0199229429061508
247,2,67976,-0.0757939276673334,0.055265647114439,0.171106648210617
250,2,72389,-0.0442692412996432,0.05502053532403,0.421595045145472
251,2,72392,-0.0159437267609172,0.0554389390975296,0.773828776073449
252,2,73646,-0.053711126669958,0.0542334014328266,0.322671726382983
253,2,74564,-0.0609165779333389,0.0541049990020152,0.260974597021326
254,2,74739,-0.0375773162193073,0.054343487031605,0.489719818874896
257,2,80873,0.00320215190400839,0.0545097538009747,0.953188801303242
258,2,81501,0.0341644486948452,0.0544705951982192,0.530927693046124
259,2,83526,0.013721457850106,0.054411491585588,0.801049156368947
260,2,83845,0.0103866973439414,0.054465303006846,0.848867906543697
263,2,84447,0.0392626677065174,0.0551239365614506,0.476773238068672
264,2,87391,0.0146918898324911,0.0542219557640495,0.786581461576159
265,2,87562,0.00769222076018476,0.0543632820000514,0.887558343939643
266,2,87849,-0.00156964910662002,0.0543596106223877,0.976980376872556
267,2,87878,0.00656865027767943,0.0545921460560743,0.904296326191243
269,2,89785,0.0103967979804897,0.0545965461653714,0.849081976748793
272,2,93721,-0.0307615691827383,0.0544098480074793,0.572182860830882
273,2,93952,-0.0245266171493325,0.0542630730311273,0.651550462038207
274,2,95085,-0.0428746202716754,0.0543066036046,0.430354563776747
276,2,107124,0.0766221636688193,0.0542284360638975,0.158551012776085
277,2,111645,0.0636247393358171,0.0543109202331629,0.242191696217926
278,2,111916,0.0616189021582117,0.0544459715462386,0.258510299843896
279,2,111931,0.0672414613677182,0.0545107036832031,0.218192836873121
280,2,111999,0.0619597242060178,0.0543319011486756,0.254895705537177
281,2,114528,0.0609125136045249,0.0546490422221119,0.265774734883842
282,2,116024,0.0675569554032457,0.0547573641854873,0.218116496514348
286,2,120090,0.0390586458722172,0.0546190185675124,0.475013311890741
287,2,120291,0.0344390611786308,0.0552532303829073,0.533493196856327
288,2,120726,0.0470244182998463,0.0549072032643391,0.392338531080731
289,2,121716,0.0419390117133696,0.0548563968983494,0.445066018881194
290,2,123100,0.0329668668622702,0.0549495197089076,0.548925659026225
291,2,124677,0.0254226798182753,0.0548851166668431,0.643507842904601
293,2,127887,0.0108715384415496,0.055275183831505,0.844190931119015
294,2,128935,0.0131592508402668,0.0552215144967382,0.811787196439645
295,2,129053,0.0107900273858736,0.0553910866298024,0.845663794798132
296,2,130040,0.0033208469195195,0.0557318820719146,0.952518987153049
297,2,130976,-0.0041164805414019,0.0552777781794563,0.940679393347408
298,2,132199,0.0072100465491387,0.055533091513263,0.896772236961486
299,2,133355,-0.00536461739060368,0.0559093544471117,0.92361310065707
300,2,133435,-0.00653745914819026,0.0560298210883493,0.907181411638633
302,2,135183,-0.0252581886518615,0.0560458133582499,0.652503807256225
303,2,135402,-0.0206525831218718,0.0560426866747686,0.712710000516168
304,2,135898,-0.0273303877144466,0.0563319597228194,0.627859094869082
305,2,135912,-0.025998308052072,0.056375381551314,0.644964813569686
306,2,135925,-0.0277737347144822,0.0561174412254131,0.620963353903861
307,2,136002,-0.034493569168055,0.0560648531808555,0.53878996178798
308,2,136173,-0.0272850790267403,0.0564730980530361,0.629287476895795
310,2,138318,-0.0535628555847374,0.0579130607104084,0.35565813630477
311,2,138695,-0.069699695210401,0.0568685187335277,0.22115545770287
312,2,138818,-0.0671750815091356,0.0567724083329012,0.237512407122518
313,2,139728,-0.0603564271633079,0.0566919553964279,0.287767326943149
314,2,140174,-0.0575211497885688,0.0567003050521945,0.311050068184969
315,2,140863,-0.0746434839624526,0.0566207212487437,0.188255699182355
316,2,141152,-0.0773375173805788,0.056770784654757,0.173979152104895
317,2,141292,-0.0848263674534639,0.0563299117462055,0.132990986329947
318,2,141545,-0.100855170198318,0.0565315456459975,0.0752742079879298
322,2,146723,-0.0413634729396146,0.0566406401685051,0.465703999477304
323,2,147946,-0.0565250012530267,0.0571234790629118,0.323085054286046
326,2,151397,-0.0316014117445791,0.0573209835193979,0.581772594557848
327,2,153035,-0.0398699498788235,0.0566816788868509,0.482269552250208
328,2,153228,-0.0466832647610513,0.057081228825385,0.41400071016301
329,2,153455,-0.0536573169874581,0.0574956359060658,0.351333148193705
331,2,153815,-0.0491927909315157,0.0572858521671502,0.391074999192574
332,2,154160,-0.0611221348608439,0.0566514668261242,0.281362144743902
333,2,154235,-0.0572733055290509,0.0572303100409602,0.317632571081292
335,2,159870,-0.0720175144015264,0.0557322707364312,0.19713146477297
336,2,161229,-0.0298380550328559,0.0566991512360775,0.599043440064681
339,2,162696,-0.0129930514137839,0.0564730941683746,0.818166698729651
340,2,163284,0.00798350160525552,0.0557273063421543,0.886166477304956
341,2,164166,0.0257387830541385,0.0562296838395769,0.647418213000977
342,2,165270,0.0134804677106578,0.0557687401777632,0.809136823068181
343,2,165675,0.0219385279312629,0.0566830617226307,0.698960923161185
346,2,168062,0.0508339864508269,0.0561204539788795,0.365658809131042
347,2,168518,0.0549617808847372,0.0557872852868326,0.325199322007935
348,2,168980,0.0580259185904762,0.0557519324021237,0.298686456596098
349,2,169651,0.055852659937921,0.0557847786874882,0.317407802368593
352,2,170725,0.0392951421448896,0.0559242767959129,0.482737555765321
353,2,171254,0.0240694275954961,0.0560392949497819,0.667814287208599
354,2,172242,0.06956422253519,0.0552674572336417,0.208976548561948
355,2,173254,0.0719330080564015,0.0548333800125192,0.190424233327302
356,2,173340,0.0714639326249968,0.0548284495492734,0.193284383168402
357,2,173385,0.0766123591558224,0.0548595067920894,0.163435624153919
358,2,173973,0.0889670642130264,0.0546599801608194,0.104492290736891
360,2,177341,0.0811091289198861,0.0545070787407867,0.137631080516496
361,2,180314,0.0359335377789791,0.0546626641528469,0.511372104763407
362,2,180339,0.0399017369654,0.0547931541742142,0.466958736609762
363,2,182758,0.0175953379521516,0.0546296184174884,0.747579548157778
364,2,183619,0.0248911292724209,0.0548367993161091,0.650170478439174
367,2,187176,-0.0267750201933528,0.0551330175288368,0.627520872509011
368,2,191066,0.0219326467730275,0.0555514518866007,0.693216537275498
371,2,191599,-0.0101253793539556,0.0547911794365252,0.853492470592828
373,2,191763,-0.0201295191128276,0.0550004087636719,0.714592863454057
374,2,191959,-0.00311177019858833,0.054876368622652,0.954812190575145
376,2,195759,-0.0290778938892999,0.055326174547746,0.599515524487008
377,2,196912,-0.0512403075073538,0.0543842386175431,0.346739516482137
379,2,198110,-0.0877699900219778,0.0545793407691693,0.108703444142706
381,2,198805,-0.0881173969817357,0.0548145683202911,0.108826848563014
382,2,198891,-0.0798225130137975,0.0544207286438551,0.14332982321631
383,2,199248,-0.102354657469423,0.0544390725085404,0.0609082957026859
384,2,201782,-0.0648389897951564,0.0545346607553917,0.23525848601139
385,2,203285,-0.0597438091221796,0.0543389313635863,0.272314100654816
386,2,203783,-0.0604781446285247,0.0542192170633768,0.265421785166669
387,2,204179,-0.0481298070564959,0.0543858140571821,0.376775275719157
388,2,205406,-0.0392681226479705,0.0549657867517949,0.475445666418534
389,2,205834,-0.0460140023501979,0.0546872460583093,0.400691933661951
391,2,207192,-0.068086428741226,0.0545706757654259,0.212977398217125
392,2,207561,-0.0643126346177524,0.054341426198563,0.237410658886522
393,2,208682,-0.0526110692281173,0.0542853563238995,0.333130084543455
394,2,210102,-0.037409623611876,0.054461526699327,0.492596729195677
396,2,214801,-0.0722531011485216,0.0543594588012435,0.184649459246915
397,2,215016,-0.074836494763162,0.0543183793581799,0.16915698720778
398,2,218876,-0.090187515706804,0.0548175332105811,0.100812249472435
399,2,227511,-0.101617048976419,0.0551522154888707,0.0662428978464453
400,2,230378,-0.105460894948573,0.0544297506703146,0.0534742877595739
401,2,231943,-0.117832914258322,0.0545157299785395,0.0313325348799307
402,2,232156,-0.107985998618976,0.0545508550253662,0.0485308766271164
403,2,232789,-0.11020167666818,0.0543429435466114,0.0433218331384911
404,2,238524,-0.104340654251278,0.054453027834624,0.0561522403235921
405,2,241518,-0.10412791220614,0.0549317956123129,0.0588314875557384
406,2,250396,-0.0440076423227349,0.0547842473308699,0.422347642130512
407,2,250466,-0.0494242666301393,0.0547517738652065,0.367302230186685
408,2,252305,-0.0711833437161129,0.054829483547443,0.195042943050016
409,2,254571,-0.0508527743867015,0.055666400350951,0.361588817445432
410,2,254742,-0.0362254340104573,0.0556484447612042,0.515489757195149
411,2,254908,-0.0614404005937642,0.0560117860933287,0.273424455628167
413,2,255862,-0.0198309781617563,0.0557591965546917,0.722312173449554
414,2,255975,-0.00535473538493159,0.0555671088765091,0.923285217332027
415,2,258311,-0.0417140952383429,0.0546051646689614,0.4454239274234
416,2,259284,-0.0392195140973663,0.0547945495218605,0.474615357814411
417,2,266330,-0.0536707299150332,0.0549959325959734,0.329780519719387
418,2,267100,-0.0549743833589323,0.0549882649434803,0.318117503439868
419,2,268086,-0.0453307677741681,0.055017193738877,0.410531007555366
420,2,274614,-0.0295337505370078,0.0547129105381491,0.589678822389166
421,2,274729,-0.038571120658351,0.0549965645710504,0.483554868663944
422,2,275746,-0.0311270153883629,0.0549858899955276,0.571691635094352
423,2,277029,-0.0346520297388774,0.0547241354054878,0.527004618952303
424,2,277741,-0.0342365064281386,0.0547463844949158,0.532135191568833
425,2,278218,-0.038080659517747,0.0546401877275867,0.486302169818004
426,2,278379,-0.0293115422836876,0.0560091780294405,0.601069765127934
427,2,279910,-0.0424256083376459,0.0546119032943913,0.43776373037624
429,2,283431,-0.0197156885452789,0.0554491669018331,0.722380008981982
430,2,283573,-0.0495519379681611,0.0547303205398653,0.365879696426436
431,2,286762,-0.0436505675161676,0.0548849356400311,0.426967319172897
432,2,287187,-0.0258436014640225,0.0546604620004629,0.63664630878423
433,2,288379,0.0161738533425353,0.0542565754701783,0.765802668218317
434,2,294941,-0.0240692798453382,0.0542807498304353,0.657732155284541
439,2,297610,-0.00182170372679519,0.0545705961414997,0.973388420537932
441,2,299680,0.0387414242142065,0.0543635350010957,0.476541669691473
442,2,299708,0.0529474447575811,0.0544444901192299,0.331466146640443
443,2,299759,0.0446961997644144,0.0542805618983461,0.410819910192867
444,2,300111,0.0445026743061139,0.0546609929803163,0.416103420243658
446,2,301710,0.0356544949515217,0.0543140958331282,0.511962236465326
447,2,303446,0.0384544627747503,0.0546512459402939,0.482124719551961
448,2,303854,0.0377090277141908,0.0546632122695456,0.490746252491191
449,2,304472,0.01146661071752,0.0542343845372895,0.832676134905017
450,2,304691,0.0185418409394143,0.0551076834626251,0.736719699153546
451,2,308097,0.0228449494124447,0.0545220037120864,0.675467891842371
453,2,309402,0.0361090619024434,0.0541696772960567,0.505468351787033
454,2,310030,0.0433114120101884,0.0544595223730255,0.42697606260092
455,2,310113,0.0235475483201742,0.0543417921749197,0.665044796649738
456,2,310972,-0.0100638240197088,0.0544361494950883,0.853434100619417
457,2,312659,0.085474407415217,0.0540364269428319,0.114592510232811
460,2,318265,0.0701400209796586,0.0548053158151978,0.201454798968162
461,2,318379,0.0697899434690505,0.0549697063406947,0.205060870166336
462,2,321266,0.0988105678558959,0.0544730052296653,0.0705364297901803
463,2,322957,0.0940606077213663,0.0540062726856002,0.0824389011005943
464,2,325221,0.151816841163676,0.053933612435448,0.00515318670923358
465,2,332691,0.118239166709859,0.0547304188237449,0.0314147663018592
466,2,333006,0.147977916739786,0.0544158224225192,0.00686348270534517
468,2,335046,0.0943711330301696,0.0541996462040765,0.0825239118302298
469,2,335049,0.0896780175914048,0.0544545790572058,0.100480685692677
470,2,335995,0.0926591133551423,0.0541303290760036,0.0878158840335753
471,2,336060,0.0993511627754862,0.0540231546501432,0.0667479121893407
472,2,338292,0.065731993370404,0.0541650492601702,0.225730979414062
473,2,339568,0.0362794895456471,0.0543253682073187,0.504685785585654
474,2,340466,0.0541216044752624,0.0547546130095441,0.32361463338299
478,2,348480,-0.0380805098025461,0.0542409182534181,0.48310288538732
479,2,350086,-0.0229693678547745,0.0542675670653771,0.672362286351887
480,2,351083,-0.00251838676711379,0.0549826903544937,0.963492956133454
481,2,351335,-0.0109880350027124,0.0543616778640592,0.839932840494043
482,2,351417,-0.0116400087690868,0.0543527123298082,0.830548349424536
483,2,351450,-0.00148450663645755,0.0544163352317086,0.978251399168304
484,2,352302,0.0018733301616736,0.0548460990982976,0.972771959204769
485,2,352469,-0.00279631467128919,0.0542913865819142,0.958951710205766
486,2,352562,0.00199044843841956,0.0545133782555436,0.970893930753126
487,2,352944,-0.00290751545327281,0.0543560227887276,0.957371583513882
490,2,355266,-0.00262594932725327,0.0543560633886328,0.961496389995454
491,2,358277,0.0146128261709077,0.0543592599009505,0.788225668628594
492,2,358926,0.00265436967227904,0.0544446348381087,0.961143265567867
493,2,358948,0.00327831992581026,0.0544617879213198,0.952034499980803
494,2,359515,0.0100631963754326,0.0543776411747652,0.853287243670376
495,2,363190,-0.015078604946771,0.0549065390241501,0.783766452941382
496,2,363588,-0.00304001109738586,0.0551288072422719,0.956055110232396
497,2,363888,-0.0105075788095878,0.0546530890077236,0.847649447703463
498,2,363954,0.00222608980413125,0.0544386558201735,0.967405343159814
499,2,364199,-0.00382487993100562,0.0543644424894028,0.943949928910524
501,2,365981,-0.0111717297237822,0.0554577302192521,0.84046599466053
502,2,366047,0.0018010912609277,0.0544619830691476,0.97363696686227
503,2,366936,-0.0248792371339771,0.0550728979971632,0.651725803000809
504,2,369530,-0.00305380485872088,0.054371448100268,0.955241663601162
506,2,369931,-0.0258082559544566,0.054727450401051,0.637519440183086
507,2,371033,-0.0110259183782328,0.0545961965110478,0.840069046082729
508,2,372919,0.0112565701011064,0.054360234798172,0.836071768126
509,2,373518,0.0078867527872683,0.054331045846618,0.884666548914433
510,2,376157,-0.0290676246353367,0.0544305954634623,0.593656230432403
511,2,376172,-0.0248169690411053,0.0548302819595718,0.65110454511619
514,2,381433,0.0265406513384175,0.0547883681015223,0.628387342546308
515,2,381922,0.0163845947597255,0.0552253700075131,0.766880724005593
516,2,382146,0.0125200321380344,0.0543972550626017,0.818101333154081
517,2,384206,0.0309078945262937,0.0545458810352692,0.571318682382771
518,2,384955,0.0294284710037528,0.0544265953757937,0.589055246335113
520,2,387301,0.0468713179353584,0.0546694013903244,0.391828054322973
521,2,388313,0.0611049843928083,0.0543040331971944,0.261252504166454
524,2,390138,0.0312713117704941,0.0545452942395667,0.566800485270641
525,2,391233,0.0575930210362814,0.0547882849601512,0.293889373154018
530,2,395606,0.0383478781276193,0.0545173041055655,0.48226553865535
531,2,395726,0.0457974171990148,0.0544810580197945,0.401134497440051
532,2,395853,0.0486971030513267,0.0546294174777005,0.373317481437479
533,2,396484,0.0581750482267977,0.0543610180752511,0.285277969474374
534,2,396705,0.0656617999498569,0.0543105210393384,0.227469316552441
535,2,398759,0.0417155179363686,0.0548228515404882,0.447215949844409
536,2,400386,0.0679913669855156,0.0544414281887515,0.212532798080511
537,2,400847,0.0611528149816916,0.0544140591762809,0.261843661514861
538,2,401130,0.0541822871815289,0.0549352013269671,0.324664152670709
539,2,401143,0.0592645896200423,0.0548111039040378,0.280323357139969
540,2,401979,0.0661512024044011,0.0547547094193754,0.22780322157561
541,2,403598,0.0724073256261951,0.0544409579250943,0.18437180956758
542,2,404844,0.0708718995705467,0.0550577936530852,0.1988584121965
543,2,405100,0.0810220491196004,0.054511387579197,0.138083756783074
548,2,406181,0.0858469231814633,0.0545259926303956,0.11628570017635
549,2,406688,0.09918072583325,0.0541446126351051,0.0678274906562671
550,2,407621,0.0902924659935533,0.0546365627179253,0.099301094352224
551,2,409016,0.0924722260633508,0.0551777126495968,0.0946435782137859
552,2,410647,0.109694095719573,0.0542762418517643,0.0440307429750031
554,2,419803,0.0421081028767774,0.0549269414591939,0.443819734782703
555,2,419943,0.0392328843217823,0.0552577284165706,0.478174038087306
556,2,422349,0.040451234497561,0.0545764721458138,0.459074362108781
557,2,425467,0.0293944463586183,0.0544003567124885,0.589306388896586
560,2,429095,-0.0112531864151858,0.0547418481693378,0.837246669086234
561,2,431266,0.00637470728335066,0.0547738957586352,0.907415812103243
562,2,431446,0.0109572608460275,0.0549930842851582,0.842183487731587
563,2,432524,0.0240900496540476,0.0544530151131021,0.658470241035374
564,2,434090,0.0158058332536187,0.0549635465206218,0.773845128640078
565,2,441927,0.0277522023340797,0.054361503425465,0.610011865470782
566,2,446471,0.056469123523469,0.0549661178917989,0.304961847022706
567,2,449325,0.0546208263191627,0.0546490197800662,0.318244868415075
569,2,450017,0.039109850869569,0.0543830250013373,0.472520920376088
