SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
79,1,99148,0.0814984499021117,0.101920513082274,0.42446436562208
82,1,106800,0.162036691554433,0.101785662565301,0.112293188533927
83,1,107970,0.167045904474304,0.101458929040884,0.1005634242818
84,1,109000,0.225315489143845,0.101319992460764,0.0267941363843871
85,1,112549,0.289540499422196,0.10073983175414,0.00429667984378976
86,1,112742,0.278558120979403,0.101228817674477,0.00623339426194919
87,1,113050,0.337485647529109,0.100544753859827,0.000875062214336385
88,1,113135,0.276774122926243,0.100805847417321,0.00634892539546825
89,1,114076,0.197699377330559,0.10133165659351,0.0518463118935734
90,1,114628,0.238763450072336,0.101340569663848,0.0190165468382046
91,1,116283,0.229998852428751,0.101970139906794,0.0247105587304445
93,1,127853,0.181772411701787,0.102053535867662,0.0757481055364124
94,1,128302,0.115064233706047,0.101933528563508,0.25974186268142
95,1,128704,0.0793057326340206,0.102131799862069,0.437971547661861
96,1,128911,0.113598914299726,0.102051346176298,0.266399511045363
97,1,130267,0.114259633113974,0.102000711762669,0.263396629266237
98,1,130271,0.121282348290474,0.10209925783083,0.235676694714551
99,1,130613,0.163374300835661,0.102892355698163,0.113222840107367
100,1,132012,0.179471144730912,0.102596232433693,0.0811089742803267
101,1,133231,0.0993539918753588,0.102172034092557,0.331508164529714
102,1,137074,0.150368775311926,0.101849318228873,0.140732132696232
103,1,137304,0.166687216562496,0.101812984277349,0.102481855232323
104,1,139686,0.130243423305871,0.102098034304646,0.202910919981075
105,1,149562,0.129716587396887,0.102333922687378,0.205782949649225
106,1,150447,0.134258914758997,0.10345776029461,0.195231884564969
108,1,154084,0.12301320003808,0.103818393998111,0.23685871538562
110,1,157269,0.145233552038235,0.101843741823217,0.154739669785447
111,1,160054,0.147157778903633,0.102809136710098,0.15320930636626
112,1,166222,0.168907421014236,0.101948840218923,0.0984512289101871
113,1,166416,0.15253383637238,0.101813504570897,0.134983022284742
114,1,167326,0.128582048826797,0.102488830145895,0.210455592481055
115,1,168836,0.119631270058368,0.10203181673496,0.241791083229841
116,1,171200,0.173581159449702,0.101965704917773,0.0895704256459407
117,1,171431,0.16462867939216,0.102649280919814,0.109652962135437
118,1,173339,0.115765421416654,0.102035543439659,0.257329654568856
119,1,173845,0.129108225050276,0.101905249638923,0.206010627666245
120,1,175121,0.138490998865848,0.1016673051787,0.174003962607055
121,1,175281,0.149696042487492,0.101709214225114,0.141964710845919
122,1,175315,0.15288734358221,0.101663547616307,0.133512559345345
123,1,175523,0.16377555336341,0.102195471241142,0.109923676472421
124,1,175541,0.151717321083828,0.101828281957609,0.137134774764216
125,1,175653,0.140251464541889,0.102198930737471,0.170829633216092
128,1,175856,0.139994124177731,0.103896021842546,0.178701326801662
129,1,175876,0.155558641628142,0.102231832628211,0.128997994816711
130,1,175989,0.146452554742224,0.10256341452262,0.154198401494442
131,1,176001,0.128856022208256,0.1031674517807,0.212493131932951
133,1,177692,0.137262852486541,0.101726690431272,0.178095850168164
134,1,178191,0.147347723064208,0.101788284021458,0.148619200912789
135,1,178224,0.137262852486541,0.101726690431272,0.178095850168164
136,1,178960,0.0953095798390333,0.102678026941924,0.353918720073814
140,1,183802,0.211126865777645,0.101380668582307,0.0380149447665782
141,1,183954,0.18274958474955,0.10228268430863,0.0748422457708591
142,1,184450,0.200173212829718,0.101285741650103,0.048896464303143
144,1,184718,0.204552941752143,0.101842918912075,0.0453499015779692
145,1,185296,0.208036615306218,0.101385845561817,0.0409137283916985
146,1,185438,0.201788014033774,0.101426458124053,0.0474172542975077
147,1,185469,0.204526811561226,0.101558957944735,0.0447812276282571
148,1,185503,0.17624322964892,0.101443746555599,0.0831977215066997
149,1,185705,0.172698390471951,0.102604238630099,0.0932300682923391
150,1,185749,0.147452010973634,0.102715757203406,0.152020330031362
151,1,185806,0.207636687875039,0.102558983555491,0.0436651942082548
152,1,185879,0.158850103834882,0.103305741603428,0.125025250303129
153,1,185916,0.191031108893485,0.103103875795862,0.0647451218048998
154,1,185941,0.162044548051103,0.103697258963728,0.119026360965805
155,1,185954,0.148001751919929,0.104061472068612,0.155835782219828
156,1,186055,0.189924687696016,0.101775620851613,0.0628548191108375
157,1,186896,0.198490177641275,0.103414967024834,0.0557451421125257
161,1,190132,0.0557852629185354,0.102363085403106,0.586115247443223
162,1,190148,0.0517183939705947,0.102400031232427,0.613830255776434
163,1,190165,0.0472924366518402,0.103193478911249,0.647026823315606
164,1,190169,0.0508966128043878,0.103059854424785,0.621715807151627
165,1,190933,0.0532773430048648,0.102220085497911,0.602552667786521
166,1,192149,-0.0257576290629001,0.103086335394587,0.802837379395893
168,1,192303,0.0283070391431095,0.122896033459125,0.817966271699383
171,1,192795,0.00409001779560628,0.102065589867782,0.968058023388363
173,1,194187,0.0021750060202662,0.10215031567593,0.983024587705978
174,1,194867,0.0917224599712015,0.101978003889173,0.369034795698735
190,2,8314,-0.0861117292689896,0.10372220336637,0.406978352966967
194,2,8498,0.0174562141204264,0.103667200012874,0.866375230959962
195,2,8651,0.00177433007562877,0.103768388232491,0.9863673398414
197,2,9812,0.0402430202293103,0.104363024019406,0.700020672579728
198,2,9932,0.0543112222796982,0.10393339784619,0.6016097099339
199,2,10135,0.0622929233651819,0.103522328425683,0.547737352752228
200,2,11616,0.0459857024996336,0.103436517933127,0.65689648247751
201,2,12133,0.0524465365587323,0.103839279591419,0.613821927884176
202,2,12194,0.0461703422534971,0.104249514963866,0.658121605911185
203,2,12359,0.0586037484319589,0.103926792152206,0.57318398454025
204,2,13061,0.0636977029220541,0.103910645170546,0.540268035950687
205,2,14298,0.0630716334530668,0.104239877446574,0.545526274620553
206,2,15222,0.0341966454979631,0.10529520393276,0.745548090349228
207,2,17986,0.0238553767190027,0.103457680859941,0.817773894246558
208,2,19770,0.0443867807420281,0.104154034860726,0.670247525929092
209,2,19836,0.0778814989472572,0.103811877427351,0.453623388533222
210,2,19851,0.0747354031404587,0.104122839399025,0.473378857280082
211,2,21595,0.0633671457286694,0.103713606908517,0.541604715509533
212,2,22385,0.0409927790394355,0.103843701561899,0.693262406120838
213,2,23441,0.0307892543970796,0.104862624831467,0.76922455352169
214,2,24209,0.0783760169174387,0.103928186924208,0.451270146965987
215,2,24341,0.0729218963575767,0.104185624474495,0.484436500573355
216,2,26815,0.06851702831749,0.104069080993279,0.510722979047778
217,2,28209,0.0375987496608973,0.104148772348767,0.71830791399663
221,2,41245,0.0677006163671747,0.103705849662076,0.514301199824491
222,2,43214,0.0248517092388394,0.105442510397762,0.81381017424633
223,2,47104,-0.0511876725075227,0.102474888355218,0.617728300351412
224,2,50915,0.0297090218942987,0.10350622056271,0.774260481221865
225,2,55834,0.000923498126284727,0.10303994684572,0.992854098099937
226,2,56422,0.0296131587300733,0.103212139537993,0.774345386141342
227,2,57715,0.0461260732625918,0.102854606141726,0.654097116611463
228,2,59046,0.0792299848309236,0.103318337967421,0.443681430582823
229,2,59191,0.0522979077519388,0.102774616410596,0.611168145469382
230,2,59383,0.0514680165587896,0.102805422261756,0.616939852100178
231,2,59477,0.0467443535283701,0.104359651767392,0.654488615627231
233,2,60471,-0.0156095342084953,0.102977073251831,0.879602736278453
234,2,60478,0.00406754524796732,0.103097710556047,0.968551286475571
235,2,60786,-0.0459453694131057,0.102899363127967,0.655504258297555
236,2,61035,-0.0262848466129978,0.102911485100412,0.798553518192002
237,2,61071,-0.0246937777458756,0.102445672630663,0.809661993140739
238,2,61675,-0.0482743145217719,0.102716929909311,0.638663601351892
240,2,62939,0.0232223150862736,0.102564007217686,0.821007548164737
241,2,63527,-0.047809072389482,0.10292502428356,0.642573141582122
242,2,63857,-0.029633812725504,0.102968345378943,0.773672271886467
243,2,65527,-0.0422495011085564,0.102616277835737,0.680792205576629
247,2,67976,-0.012684249948525,0.104117103783476,0.903105537772176
250,2,72389,-0.0931721807845067,0.10335830648777,0.367964577132674
251,2,72392,-0.123319960066733,0.103973855464382,0.236393541873706
252,2,73646,-0.166280473759497,0.10166040791487,0.102804923467879
253,2,74564,-0.128214859484459,0.101615661795169,0.207867244723045
254,2,74739,-0.0918988207325513,0.102062282640733,0.368511164581955
257,2,80873,-0.0493363631462653,0.102389535806111,0.630211345334157
258,2,81501,-0.036084217815309,0.102388126845079,0.724729272201843
259,2,83526,-0.0662581804530854,0.102186443489603,0.517144722252303
260,2,83845,-0.0138816195487636,0.102341784521166,0.89218335162776
263,2,84447,0.0114227962847981,0.103649357012482,0.912308514226966
264,2,87391,-0.00544116329812463,0.10189211825415,0.95744244197786
265,2,87562,0.00150528264303434,0.102150349852474,0.988251161839812
266,2,87849,-0.0171151512523867,0.102136644469459,0.867016654800827
267,2,87878,-0.0164296590931626,0.102575891491613,0.872838171551155
269,2,89785,-0.00457013275811834,0.102590763863964,0.964493406069642
272,2,93721,-0.0250847830955773,0.102272542967091,0.806386906346651
273,2,93952,-0.0480205406124369,0.101956663544642,0.637938993590239
274,2,95085,-0.0326138099647806,0.102116282196495,0.749627950219925
276,2,107124,0.0427111257921147,0.102156552069449,0.67613200785516
277,2,111645,0.0614531855139038,0.102194949118027,0.548004235207742
278,2,111916,0.0646795299209704,0.102430455852492,0.528156163262267
279,2,111931,0.0826286616920515,0.102550746037983,0.420938445251403
280,2,111999,0.0739346004078134,0.102200669722217,0.469897418219332
281,2,114528,0.0674156746172817,0.102802358001259,0.512393211523548
282,2,116024,0.0596054538581522,0.10306072844937,0.563394785575732
286,2,120090,0.0749401780285341,0.102624835491589,0.465731295452717
287,2,120291,0.0886248103531359,0.103769638440748,0.393654610006423
288,2,120726,0.0820728043688578,0.103184206649583,0.426914874512811
289,2,121716,0.0513426074791941,0.10312313594666,0.618880960372803
290,2,123100,0.0274712119017523,0.103291290593246,0.790426323982934
291,2,124677,0.0332424847257797,0.103144162605163,0.74742267529357
293,2,127887,0.0858923552253547,0.103765964036278,0.408370909518325
294,2,128935,0.0494250543634275,0.103735081335237,0.63404533691955
295,2,129053,0.0493670985738268,0.104051131375427,0.635472136444406
296,2,130040,0.0736088125102796,0.104646269775979,0.482266453033093
297,2,130976,0.0805305442432902,0.103778143817023,0.438275939487974
298,2,132199,0.00751404048758264,0.104347257409815,0.942634773247236
299,2,133355,0.0285218955615471,0.105042923813466,0.786145149923539
300,2,133435,0.0408121009406225,0.105258495705767,0.698447965876531
302,2,135183,0.0872029407897884,0.105236916739668,0.407871169638823
303,2,135402,0.0509482274367339,0.105288390882481,0.628762447789081
304,2,135898,0.0235002727995347,0.105874485511691,0.824470642453896
305,2,135912,0.0320004863517833,0.105946392888369,0.762796295667064
306,2,135925,0.0314339033206816,0.105466821568292,0.765843841619443
307,2,136002,0.0128097953344188,0.105398962434855,0.90333545276892
308,2,136173,0.0411951727118718,0.106124217057725,0.698117700762915
310,2,138318,0.0234711953176234,0.108942049697278,0.829543559367508
311,2,138695,-0.0100372155724229,0.107080555028932,0.925372699660092
312,2,138818,-0.00872478212784888,0.106884506977231,0.934988696003497
313,2,139728,-0.000691698430050236,0.106693888786301,0.994830998211447
314,2,140174,0.00589077825116169,0.106693434454571,0.956000652259387
315,2,140863,-0.0325540841990795,0.106636663084105,0.760332523233872
316,2,141152,-0.0114220254865531,0.106949433609597,0.915009606859603
317,2,141292,-0.0288609082549276,0.106171054641263,0.785908532897424
318,2,141545,-0.0372718371618208,0.106680965190483,0.727014893182522
322,2,146723,-0.0592577438423814,0.106460247845881,0.57814080207729
323,2,147946,-0.0901833038966007,0.107375364307135,0.40153953260003
326,2,151397,-0.108339310156567,0.107596899307489,0.314672558093909
327,2,153035,0.00839289566244461,0.106577381148354,0.937276640878408
328,2,153228,0.0286674373581042,0.107345171274915,0.789580090136521
329,2,153455,0.0283873143972038,0.108155750255511,0.793114536013323
331,2,153815,0.000763141705835357,0.107751294808983,0.994353081266623
332,2,154160,0.04024040575979,0.106600788924507,0.706038621060084
333,2,154235,0.0472826698681549,0.10765759717471,0.660789023025693
335,2,159870,0.115183794385368,0.104787989131487,0.272426458106744
336,2,161229,0.110108024390671,0.106417069795152,0.301524876452073
339,2,162696,0.0821348526869479,0.106029651704895,0.439070720056267
340,2,163284,0.0822489932253289,0.104621955098691,0.432304534110255
341,2,164166,0.00223450541933368,0.1056856999947,0.983143584623668
342,2,165270,0.0412336199842628,0.104774000929973,0.694152220685162
343,2,165675,0.0135484818252813,0.106526458111404,0.898867031026138
346,2,168062,0.0909653330273478,0.105460572709349,0.388968887602878
347,2,168518,0.0405737346496932,0.104944954946051,0.699271087206996
348,2,168980,0.0454389146056584,0.104889460512108,0.665128520981818
349,2,169651,-0.0173271851022798,0.104963120143063,0.868976458067624
352,2,170725,0.0259293642743923,0.105144963430911,0.805356612431183
353,2,171254,-0.036107294773252,0.105306654330723,0.731894619376469
354,2,172242,-0.0313760717690227,0.104065785953867,0.763209043718852
355,2,173254,-0.058842469833703,0.103234135413579,0.569046761551886
356,2,173340,-0.0390208760715625,0.103248245771955,0.705707828178499
357,2,173385,-0.0458392816798946,0.103335440109811,0.657605808406955
358,2,173973,-0.062111273431578,0.103036629958091,0.547023691036935
360,2,177341,-0.131032310718431,0.102501409631724,0.20196718162423
361,2,180314,-0.111152555448972,0.102602447534126,0.279400311497147
362,2,180339,-0.0932347711062731,0.102912939345794,0.36557618620948
363,2,182758,-0.118148020030934,0.102470235743201,0.249691172972306
364,2,183619,-0.153354694640526,0.102743573157848,0.136436029844943
367,2,187176,-0.214736834203447,0.102996200307553,0.0377965139401896
368,2,191066,-0.156646935650537,0.104069633437733,0.133163628315705
371,2,191599,-0.167688687586297,0.102568889469384,0.102963829940289
373,2,191763,-0.138426188058757,0.10310132373738,0.180256871617676
374,2,191959,-0.194244510215542,0.102592421403481,0.0591274290514193
376,2,195759,-0.116259776980393,0.103813151505585,0.263520106544247
377,2,196912,-0.105089747985515,0.102162267270201,0.30434603770255
379,2,198110,-0.103055634830654,0.102782161570093,0.316711397288731
381,2,198805,-0.0944147053950548,0.103249541182508,0.361113966733961
382,2,198891,-0.0621245335876247,0.10251324431776,0.544894461546505
383,2,199248,-0.0680110816946107,0.102737044625582,0.508408391683793
384,2,201782,-0.0652695264965996,0.102615681679165,0.525150780816988
385,2,203285,-0.0347293622494406,0.102259696054191,0.734345244035541
386,2,203783,-0.0826104209328576,0.101961410961933,0.418363842267843
387,2,204179,-0.0647037720995222,0.102245137615273,0.527254501490292
388,2,205406,-0.0909444496298775,0.10324080280749,0.378973263971951
389,2,205834,-0.0387313036990221,0.102838536476329,0.706680465234337
391,2,207192,-0.0887107807624814,0.102654485532186,0.388082111371489
392,2,207561,-0.0601535568634631,0.102258680642538,0.556741398025376
393,2,208682,-0.122837036037166,0.10192720841031,0.228954716360136
394,2,210102,-0.0899202688837257,0.102288547606944,0.379953507219682
396,2,214801,-0.0892542502503849,0.102285321567105,0.383473873284247
397,2,215016,-0.0944877233570089,0.102213509273738,0.355901650979481
398,2,218876,-0.0817081468568012,0.103303662908259,0.429503607389475
399,2,227511,-0.0790126496048326,0.104042020454595,0.448102104932395
400,2,230378,-0.0439563254766889,0.102788148524761,0.669173982380942
401,2,231943,-0.0597913398665055,0.103060423419686,0.562178132945114
402,2,232156,-0.0623601228227261,0.103013822908576,0.545330897653906
403,2,232789,-0.0416319719414724,0.102678412139245,0.685385166015101
404,2,238524,-0.0259605021572446,0.102837567588966,0.800846508558924
405,2,241518,-0.0362904910763879,0.10372172103328,0.726634986668684
406,2,250396,-0.0428308916780316,0.103007288668712,0.67780574067546
407,2,250466,-0.0648559435217587,0.102938262635987,0.529071445987739
408,2,252305,-0.039457600925998,0.103247775583389,0.702569563078907
409,2,254571,-0.13103221098374,0.1044870915838,0.210653032647859
410,2,254742,-0.134187513348231,0.104380964512489,0.199440985202708
411,2,254908,-0.145451447823375,0.105139577451223,0.167412547440907
413,2,255862,-0.0985311592469489,0.104657838384874,0.347113046194144
414,2,255975,-0.09127027632407,0.104297754658013,0.382118109240848
415,2,258311,-0.174006711072964,0.102268249290353,0.0897346597636916
416,2,259284,-0.123827566221846,0.102821502354111,0.229281891168996
417,2,266330,-0.0854189737390103,0.103375602265006,0.409193638981237
418,2,267100,-0.0558697746230932,0.103425245651948,0.58940336953311
419,2,268086,-0.0756935685902327,0.103397069158258,0.464613501498586
420,2,274614,0.0462947300174632,0.102817328861071,0.652797976216927
421,2,274729,0.0104708673362904,0.103407878226034,0.919403202969281
422,2,275746,0.0077897886944614,0.103363406497404,0.939968493507243
423,2,277029,0.0319530628885611,0.102869844440648,0.756275564188542
424,2,277741,0.0198871619452816,0.10291884988682,0.846888815358127
425,2,278218,-0.00849436516282248,0.102737399659063,0.934152564713075
426,2,278379,0.0599729885460016,0.105232505861707,0.569101702367159
427,2,279910,-0.012015093687559,0.102700327824215,0.906933103931074
429,2,283431,-0.00581891578302252,0.104206035121344,0.955500472862833
430,2,283573,-0.014687826395284,0.102953506867013,0.886636428131742
431,2,286762,0.0654822775259042,0.103161156004421,0.52599802078035
432,2,287187,0.105653950297703,0.102584380633556,0.303751591966485
433,2,288379,0.00761020669801524,0.101959011722815,0.940543535195163
434,2,294941,0.0116557378069712,0.10201892331393,0.909103982061161
439,2,297610,-0.0475259004168407,0.102505979187537,0.64319124364566
441,2,299680,-0.0126580443497678,0.102219191897193,0.901518484439083
442,2,299708,0.0102961911120311,0.102435557281728,0.919993458633218
443,2,299759,0.00289460702399894,0.102089844123783,0.97739621294286
444,2,300111,-0.0134514174665235,0.10280076901515,0.895968992412466
446,2,301710,0.0247683448861006,0.102108828317602,0.808480866739745
447,2,303446,-0.00517053202799661,0.102760182068607,0.959898638879794
448,2,303854,-0.035762367007115,0.102762630072523,0.728040514079706
449,2,304472,-0.039132905752206,0.101890454607642,0.701158979256461
450,2,304691,-0.0230126161146485,0.103555558771933,0.824267381763111
451,2,308097,-0.107643981771363,0.102310899512406,0.293461314283159
453,2,309402,-0.155709810984145,0.101509995189556,0.125941196287188
454,2,310030,-0.156303571650096,0.102081523313015,0.126624467296178
455,2,310113,-0.16149063114553,0.101771940862317,0.113455678546621
456,2,310972,-0.104375297835278,0.102138386034062,0.307527665853053
457,2,312659,-0.140243088047307,0.101618751066443,0.168432136978301
460,2,318265,-0.262246652101574,0.10226856339638,0.0107517047121213
461,2,318379,-0.222658451091898,0.102841930408215,0.031052995744849
462,2,321266,-0.221517606824269,0.102151418726126,0.0307863535498378
463,2,322957,-0.197647822141749,0.101367342746717,0.0519892673324491
464,2,325221,-0.205126619580283,0.101887914210765,0.0448461930342987
465,2,332691,-0.0287263795319185,0.103503649511908,0.781528137251527
466,2,333006,-0.119978215544912,0.103114101959313,0.245393077196805
468,2,335046,-0.194365617815871,0.101751866915136,0.0569185661555266
469,2,335049,-0.191319983579073,0.10220531296009,0.0620446289637319
470,2,335995,-0.231691213401642,0.101383815204785,0.0228883893289565
471,2,336060,-0.211306862688712,0.101371529858803,0.0378350168309141
472,2,338292,-0.189134025839724,0.101489064249177,0.0632093957375083
473,2,339568,-0.21158756572781,0.101517972607157,0.0378571428933145
474,2,340466,-0.159579954953717,0.102674354805118,0.121024715172758
478,2,348480,-0.139181304760599,0.10171930570231,0.172092201628721
479,2,350086,-0.142746356863977,0.101710137796406,0.161358027399715
480,2,351083,-0.145120512040158,0.10302250464102,0.159825007374545
481,2,351335,-0.12963256110401,0.101917100097458,0.204231298898292
482,2,351417,-0.117695348302887,0.101941970858649,0.249062784295999
483,2,351450,-0.107810492264631,0.102086136537861,0.291656727061229
484,2,352302,-0.112739594695936,0.102880015152991,0.273897737416675
485,2,352469,-0.140026483281712,0.101740167856924,0.169596655760956
486,2,352562,-0.117072375333228,0.102239999933784,0.252954219742873
487,2,352944,-0.150485063437872,0.101819715623587,0.140311212724809
490,2,355266,-0.0948586383158729,0.102009392834028,0.353057800900104
491,2,358277,-0.00602367671488918,0.102149878142391,0.953010163000737
492,2,358926,-0.0426906212297855,0.10227545239775,0.676633546643246
493,2,358948,-0.0369105350728289,0.102314241275782,0.71849721454848
494,2,359515,-0.0617254954968365,0.10212659232172,0.545964805494334
495,2,363190,-0.0859070344660562,0.10307791189266,0.405172323477091
496,2,363588,-0.0749994262954671,0.103509393654313,0.469198059271596
497,2,363888,-0.095002994548137,0.1025728437321,0.354974693101616
498,2,363954,-0.0122247855232533,0.102287283217787,0.904935956944271
499,2,364199,-0.0581839585847879,0.102103428454102,0.569139789430888
501,2,365981,-0.0194142867924455,0.104204796364686,0.852309504183063
502,2,366047,-0.0465540544117832,0.10230309779985,0.649345769997536
503,2,366936,-0.0124419100836397,0.103508628268218,0.904391777774866
504,2,369530,-0.0259264855323743,0.102153965132763,0.799799275989443
506,2,369931,0.020235772726687,0.10285849696803,0.844148849530131
507,2,371033,0.0307579431337002,0.102577989678001,0.764468559199606
508,2,372919,0.00151771616838284,0.102147930435329,0.988153843867232
509,2,373518,-0.0144947285488431,0.102087045373302,0.887173631035147
510,2,376157,0.0158818660279009,0.102311778497912,0.876728653969234
511,2,376172,0.0279273194666384,0.103044137863442,0.786531841011044
514,2,381433,0.15934895718207,0.102630578272576,0.121403788119027
515,2,381922,0.151382231618478,0.103467020270627,0.144330788358945
516,2,382146,0.128256069804052,0.101990793945685,0.209394541102603
517,2,384206,0.188797614409466,0.102043610053621,0.0651251041451792
518,2,384955,0.129228656077464,0.102077320809065,0.206352252345319
520,2,387301,0.156866507780871,0.102490060425626,0.126775436375181
521,2,388313,0.161998489904192,0.10185468725169,0.112620351747342
524,2,390138,0.133238841732459,0.102291660286664,0.193581447957075
525,2,391233,0.197628601999645,0.102569109019819,0.0548088908615891
530,2,395606,0.0822903365923752,0.102415042182783,0.422227352381815
531,2,395726,0.086553186984695,0.102367587226145,0.398396880376135
532,2,395853,0.105644575913614,0.102609063739208,0.303910596607846
533,2,396484,0.124519201808015,0.102093901542768,0.223410454933944
534,2,396705,0.126882590149222,0.102036170597088,0.214506629327931
535,2,398759,0.0483422770061824,0.103063338266115,0.639320552260878
536,2,400386,0.047950070698658,0.102488292607474,0.640174135190462
537,2,400847,0.0410049326529535,0.102402386608352,0.689082455147735
538,2,401130,0.059912454576637,0.103315038313273,0.562351576610034
539,2,401143,0.0308674787427944,0.10314625352166,0.764918295843531
540,2,401979,0.0566818499710336,0.103051300404397,0.58264303096124
541,2,403598,0.0769477177173216,0.10246760653799,0.453184992302348
542,2,404844,0.0621515213620321,0.103642194354916,0.549108282397007
543,2,405100,0.0945718844841246,0.102622406333549,0.357391690221683
548,2,406181,0.0745437160254418,0.102735720709965,0.468572670649933
549,2,406688,0.103190123632607,0.102071331239862,0.312727596606985
550,2,407621,0.0790580588849225,0.102971403189631,0.443138801306648
551,2,409016,0.168537370237301,0.103702171913159,0.105011161284189
552,2,410647,0.132421793011382,0.102329834424749,0.196487818981228
554,2,419803,0.142709789664918,0.1030128122176,0.166817274641545
555,2,419943,0.167192652722286,0.103520468300461,0.10718925945581
556,2,422349,0.144868539002725,0.102337765239848,0.157776597593351
557,2,425467,0.129754840127327,0.102025937546,0.204287506592001
560,2,429095,0.126806412641383,0.102643303612877,0.217500064871753
561,2,431266,0.146627005769094,0.102624684801015,0.153954779914271
562,2,431446,0.143886547120691,0.10305251002679,0.163518125937105
563,2,432524,0.230635265006736,0.101605607253027,0.0238157015601802
564,2,434090,0.149834494878158,0.102979132459922,0.146558295244876
565,2,441927,0.177278872449333,0.101745262096561,0.0823129332237736
566,2,446471,0.0640977806672278,0.103378207030635,0.535636855589823
567,2,449325,0.0683873172657336,0.102765131206403,0.506183225511327
569,2,450017,0.0980463111947136,0.102126168863287,0.337686758120482
570,2,451779,0.0820689823046081,0.102547925241128,0.424075951915319
571,2,451784,0.0893178699312409,0.10290125172157,0.385986245943468
572,2,453525,0.0110742157052201,0.103041583240944,0.914474587590536
573,2,453768,0.000272896436865788,0.103179272517699,0.997891190332446
574,2,454027,0.0461555172505632,0.102719688872449,0.653466005279776
575,2,455029,0.0673361200730054,0.102740771184931,0.512638273134328
576,2,455247,0.0320149645688765,0.10245702318878,0.754866243070206
579,2,455756,0.118575100567376,0.109907889528955,0.28138727649226
580,2,457024,0.0390944392978262,0.103203199176232,0.70505644068482
581,2,457298,0.0740472239938441,0.103447446798122,0.474590799991929
582,2,460202,0.0505331278533186,0.103722578712792,0.626422500752303
586,2,464424,0.0941129890017474,0.103098398831364,0.361946414779862
587,2,465824,0.123904781837331,0.104025924378176,0.234416472308966
588,2,470145,0.118360219039918,0.102555757826362,0.249237447629777
589,2,470686,0.198932855396733,0.102139417904178,0.0522481139793515
590,2,471144,0.163307394124637,0.102496243725916,0.111987603704248
591,2,471830,0.21463508388253,0.101933303684412,0.0359413199649362
592,2,472403,0.212039866350282,0.10204080062224,0.0384324146811845
