SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
199,2,10135,0.0176066353553489,0.0644429528737627,0.784849463196913
200,2,11616,0.0328031259486968,0.0643576802514115,0.610579978429519
201,2,12133,0.0173224318572325,0.064630727054303,0.788839226562747
202,2,12194,0.0172278784942447,0.0648807695879465,0.79075516276583
203,2,12359,0.0171316705199611,0.0646911085231625,0.791300653879194
204,2,13061,0.0102292918815408,0.0646904820366265,0.874447385479722
205,2,14298,0.00903472778261116,0.0648950768798634,0.889355269027052
206,2,15222,0.0178422448112145,0.0655228149380852,0.785546077459245
207,2,17986,0.0309139502336246,0.0643603294479062,0.631293003847865
208,2,19770,0.00930614210852487,0.0648245941394394,0.885930777131022
209,2,19836,0.0156564024879013,0.0646430147220677,0.808767469189434
210,2,19851,0.0118247097696005,0.0648346120391383,0.855387116936309
211,2,21595,0.0119075987296779,0.0645667642304476,0.853787500644875
212,2,22385,0.0116064854702819,0.0646280201947505,0.857578233909537
213,2,23441,0.0175000780682881,0.0652520561256196,0.788708200278203
214,2,24209,0.00859748327738097,0.0647197386155363,0.894394227754705
215,2,24341,0.001926375812209,0.0648743614914552,0.976327920577822
216,2,26815,0.00784788331602848,0.0647953543821624,0.903666489669227
217,2,28209,-0.00625662666667914,0.0648176486687983,0.923157133325842
221,2,41245,0.0241679154305009,0.0645570606247004,0.708357426660191
222,2,43214,0.0546522508141549,0.0655522246941411,0.4050021404255
223,2,47104,0.0491942128706092,0.0637337384496562,0.440707357942181
224,2,50915,0.0297994782548866,0.0643946997209198,0.643819458042796
225,2,55834,0.0167773980642162,0.0641103641740901,0.793708787694047
226,2,56422,0.0248459177126644,0.0642175958836298,0.699061879610758
227,2,57715,0.0213332658647246,0.0640094064510282,0.73911831590685
228,2,59046,0.0368492693315139,0.0643134337298088,0.567033987216675
229,2,59191,0.0179949145605275,0.0639677549897987,0.778635722400641
230,2,59383,0.028444031910718,0.0639754383956063,0.656875079278945
231,2,59477,0.0299676595191062,0.0649366266757994,0.644730721601129
233,2,60471,-0.0106632779271132,0.0640770244309204,0.867926876110045
234,2,60478,-0.00323338196529249,0.064152429576895,0.959830906827389
235,2,60786,-0.0117731417077411,0.064044110713501,0.85425343777224
236,2,61035,-0.00212700571607743,0.0640424569743301,0.973523955827607
237,2,61071,-0.00575960383351309,0.0637512974734287,0.928064390774239
238,2,61675,-0.0148572598439787,0.0639306810977584,0.81636482440229
240,2,62939,-0.00937554237859073,0.0638231055155239,0.883295699873914
241,2,63527,-0.0334733587073235,0.0640398574825784,0.601513918355689
242,2,63857,-0.0400703525351352,0.064044036693237,0.531936529760624
243,2,65527,-0.0729497662602989,0.0637501474725293,0.25327149673347
247,2,67976,-0.0569308063068236,0.0647173004116037,0.379628699084841
250,2,72389,-0.0208201861931615,0.0643791221755445,0.7465840864331
251,2,72392,0.0191457928152028,0.0648184767310325,0.767880672637059
252,2,73646,-0.00686663143132984,0.0634963660532082,0.913944400179471
253,2,74564,-0.0456531373210422,0.0633261390584993,0.471435339863066
254,2,74739,-0.0434594205748117,0.0635390238529431,0.494436557019291
257,2,80873,-0.0399232816013593,0.0636973738377816,0.531218445450508
258,2,81501,-0.050992996232827,0.0636643622181278,0.423690038348948
259,2,83526,-0.068713803561494,0.0635181352280854,0.280080663748916
260,2,83845,-0.0619040222238476,0.0635985143598694,0.331042698233668
263,2,84447,-0.0669805428087482,0.0643982882742229,0.299006144276341
264,2,87391,-0.0232612655925617,0.0633905064542361,0.713874781288447
265,2,87562,-0.0256427879065238,0.0635483891027097,0.686813024822382
266,2,87849,-0.0277583558097601,0.0635398493659041,0.66247614124215
267,2,87878,-0.0350371479367891,0.0638028894860622,0.583251956879609
269,2,89785,-0.0408074814534565,0.0638002914472995,0.522839243779045
272,2,93721,-0.0288839499663896,0.0636259112661501,0.650132848530607
273,2,93952,-0.0497651942073334,0.0634071346155998,0.433066953229257
274,2,95085,-0.0552224632582531,0.0634830009684114,0.384958212271812
276,2,107124,-0.0336279485099797,0.06355742368802,0.597071725924603
277,2,111645,-0.0174623312495678,0.0636165487095782,0.783865941166479
278,2,111916,-0.0180476322508793,0.0637660719155494,0.777320689702383
279,2,111931,-0.00616581231710561,0.0638699794006302,0.923148921024807
280,2,111999,-0.0100192180990189,0.063639225194818,0.874989857149443
281,2,114528,0.0353713592209853,0.0639799970283345,0.580715855113885
282,2,116024,0.0218001546722547,0.0641493905580503,0.734183527542636
286,2,120090,0.0314724194696573,0.0638845289705183,0.622569439029744
287,2,120291,0.040055963007523,0.0646021335348422,0.535630922973592
288,2,120726,0.0401786026181031,0.0642282612662408,0.532008087423786
289,2,121716,0.0560880393249378,0.064121411825556,0.382323066208528
290,2,123100,0.0554289516185935,0.0642116763146065,0.388601357558317
291,2,124677,-0.00574431378865847,0.064190137762666,0.928744014725837
293,2,127887,0.00858331187716377,0.0646293579145745,0.894420702560308
294,2,128935,-0.00119902697478502,0.0645698431487949,0.985195059009109
295,2,129053,-0.008524290017763,0.0647648360734845,0.895360553690375
296,2,130040,-0.0224933078278038,0.0651507294424802,0.730111852269627
297,2,130976,-0.0179672472695653,0.0646238972879106,0.781153704533437
298,2,132199,-0.0296616621971567,0.0649113304203096,0.647983293838793
299,2,133355,-0.0108828012796096,0.0653671864056599,0.867868858132184
300,2,133435,-0.00918720857261901,0.0655091874177541,0.88854794185511
302,2,135183,-0.0776237118440393,0.0654169608322509,0.236183738770662
303,2,135402,-0.0724778835800397,0.0654237642216123,0.268692974203866
304,2,135898,-0.0806442122852435,0.0657449994069701,0.220782514617706
305,2,135912,-0.079372399539817,0.0657981495442235,0.228509140781874
306,2,135925,-0.0739606928643595,0.0655167991235235,0.259714474051706
307,2,136002,-0.0660886291425453,0.0654914488980113,0.313609030517194
308,2,136173,-0.0822823695078263,0.0659045043049392,0.212672100040073
310,2,138318,-0.0264709152812475,0.0677789722956599,0.696367239106233
311,2,138695,-0.0112644291671833,0.0666289745759483,0.865844690570463
312,2,138818,0.00770337868009729,0.0665082157875578,0.907856328326288
313,2,139728,0.00283627883879878,0.0663900720983807,0.965947750416623
314,2,140174,0.00342744747540591,0.0663899930962768,0.958855930551637
315,2,140863,0.04146247005151,0.0663266870908115,0.532292908599766
316,2,141152,0.0303090604566019,0.0665307727808365,0.648983247586864
317,2,141292,0.0339885676718694,0.0660470507238653,0.607146616001451
318,2,141545,0.0146091272958848,0.0663891208848228,0.825957055948414
322,2,146723,0.0100888478691643,0.066271746160381,0.879088935402499
323,2,147946,-0.0155818758458017,0.0668758708588087,0.815898793037106
326,2,151397,0.0130936208295851,0.0670445931901516,0.845272656066678
327,2,153035,0.0462281822146864,0.0662726666166944,0.48592081563435
328,2,153228,0.0207685764966958,0.0667931011138008,0.756030563304483
329,2,153455,0.0281654300140766,0.0672897526938817,0.675785415725031
331,2,153815,0.0209919586270115,0.0670389052322589,0.754366072216441
332,2,154160,0.0319316566052692,0.0663239234081985,0.630494982338854
333,2,154235,0.0119322574244651,0.0670051977071499,0.858762627959703
335,2,159870,-0.0379072017610282,0.0652846214077377,0.561850097247182
336,2,161229,-0.0543464271692673,0.0662552136791238,0.412622072922685
339,2,162696,-0.0601771412954375,0.0659552483541288,0.362184282859245
340,2,163284,-0.0461575384314667,0.0651116141367755,0.478855245144202
341,2,164166,0.03354488446366,0.0657386954579727,0.610176969327793
342,2,165270,0.032884830312119,0.06518639729516,0.614243205297917
343,2,165675,0.0203302225694528,0.0662787424608192,0.759223500622973
346,2,168062,0.0779352148250075,0.0655608330648755,0.235338487196477
347,2,168518,0.0483375752381795,0.0652651013076126,0.45940753056653
348,2,168980,0.0434128846937893,0.0652438787629838,0.506233047493594
349,2,169651,0.0361426135237271,0.0652874563367181,0.580208566870931
352,2,170725,0.00148987749935237,0.0654320089472376,0.981846717681111
353,2,171254,-0.0218826917961079,0.0655275944404,0.738618445339191
354,2,172242,-0.028878883109555,0.0647449981266506,0.655841545127815
355,2,173254,0.0130238072307882,0.0642632249614593,0.839514845984961
356,2,173340,0.0209331093476181,0.0642495263667059,0.744761500104438
357,2,173385,0.0166365110430289,0.0643122701626082,0.796030365314592
358,2,173973,0.0161836098353266,0.0641417193009916,0.800948151458239
360,2,177341,-0.024274958091786,0.0639158771493411,0.704325665055002
361,2,180314,-0.0357782423033902,0.0639220256639788,0.576027485915406
362,2,180339,-0.0362915489935253,0.0640828437916803,0.571534505074476
363,2,182758,-0.147590238160175,0.0633972019776194,0.0204752836899782
364,2,183619,-0.130403994367535,0.0637569064709652,0.0415631606503109
367,2,187176,-0.161110501802013,0.0639100353085154,0.0121456270337114
368,2,191066,-0.127497000011479,0.0646093903774999,0.0492352281999001
371,2,191599,-0.120637242795265,0.0637420572792425,0.0592310354471768
373,2,191763,-0.123334147244253,0.063982502445655,0.0547040733850794
374,2,191959,-0.126655880104811,0.0638063110024476,0.0479174930351042
376,2,195759,-0.108788139558674,0.0644527906411085,0.0923188205269846
377,2,196912,-0.0836550463238551,0.0635097600729266,0.188626008168837
379,2,198110,-0.0673380597829655,0.0639468170013802,0.293046480185149
381,2,198805,-0.0818421188822527,0.0641753784024152,0.203045815405666
382,2,198891,-0.0665068213079235,0.0637237679536855,0.29735057210759
383,2,199248,-0.0718375992984965,0.0638533905757207,0.261336583903042
384,2,201782,-0.018187051972772,0.0638818229609757,0.776042171089457
385,2,203285,-0.0116289977216237,0.0636384495534984,0.855110538018295
386,2,203783,-0.0097093476371608,0.0635023188803621,0.878566443805672
387,2,204179,0.00187816372213823,0.0636580061362821,0.976479328236178
388,2,205406,0.0146409365446709,0.064307407230434,0.820033769447883
389,2,205834,0.0125853015430939,0.0640005980373823,0.84421969133491
391,2,207192,0.00227685465817246,0.0639441388368895,0.971615906344288
392,2,207561,0.00603893473365499,0.0636608014428924,0.924478965200556
393,2,208682,0.0210545805645417,0.0635446353685063,0.74058784249963
394,2,210102,0.00843432372754394,0.0637170684854435,0.894765877836286
396,2,214801,0.0373219418344756,0.0636846444788471,0.558221115940065
397,2,215016,0.0230634198380384,0.0636674300743999,0.717383238294343
398,2,218876,0.0119283693960144,0.0643344756114108,0.853012559959804
399,2,227511,-0.00523729621339136,0.0647923807566374,0.935621385702924
400,2,230378,0.00591235679553087,0.0639756856229211,0.92642020265217
401,2,231943,0.00763416012087109,0.0641585965926536,0.905351842817838
402,2,232156,0.0037874148880378,0.0641332664273436,0.95294140915875
403,2,232789,0.00818069738870397,0.0639050032668015,0.89821125696462
404,2,238524,0.00154957736359163,0.0639963677753741,0.980695975062365
405,2,241518,-0.00190328172278786,0.0645519200236375,0.976494835149861
406,2,250396,-0.0328198115552923,0.0640881469153164,0.608898295056682
407,2,250466,-0.0255594126739797,0.0640748675978154,0.69020868262952
408,2,252305,0.00310441480738866,0.0642589735582344,0.961495715178894
409,2,254571,-0.00839632771756738,0.0651601958080182,0.897544424579111
410,2,254742,-0.00116125396618405,0.0651028582342207,0.985778790056176
411,2,254908,-0.0144906503816831,0.0655956457505705,0.825291223365
413,2,255862,0.00322471817219538,0.0652047898557553,0.96058448124137
414,2,255975,0.0133020943360973,0.0649657454378661,0.837881157213581
415,2,258311,0.00285581163381515,0.0638966196379471,0.964376286943046
416,2,259284,0.0212454051595913,0.0641019758099166,0.740515349948492
417,2,266330,-0.0103696698884328,0.0643852500336938,0.87214094997909
418,2,267100,-0.00376540632242173,0.0643826105059091,0.953395534951003
419,2,268086,0.0221093236164672,0.064376861325673,0.731475027413585
420,2,274614,-0.041530729246844,0.0639582345555628,0.516540004006326
421,2,274729,-0.0403230445842241,0.0643106539363914,0.531061845827344
422,2,275746,-0.0457057475342573,0.0642723444686536,0.477475656925282
423,2,277029,-0.045084374269014,0.0639744894202726,0.481446544724181
424,2,277741,-0.050711726872337,0.063987708506916,0.428588113886786
425,2,278218,-0.0482667687017863,0.0638772965858931,0.450382781198998
426,2,278379,-0.0407561676608416,0.0654750882104963,0.534035850239788
427,2,279910,-0.0362725020277446,0.0638773187326775,0.57050029480252
429,2,283431,-0.0471621202344513,0.0647938544924255,0.467169855527795
430,2,283573,-0.0530627663027187,0.0640023523369425,0.407622077824463
431,2,286762,-0.0307719016224315,0.0642077364678523,0.632053736444534
432,2,287187,-0.012713230360839,0.0639253534787978,0.842474094896059
433,2,288379,0.0426540142812311,0.063403833327779,0.501555665615534
434,2,294941,-0.0889790641972161,0.0633055195861051,0.160737337571937
439,2,297610,-0.0840055102909459,0.063646877142322,0.187734198982131
441,2,299680,-0.0771542215251981,0.0634745454350187,0.224982270304024
442,2,299708,-0.0837275818400475,0.0635854359433696,0.188768958957438
443,2,299759,-0.0846882844886678,0.0633653280745802,0.182244000172968
444,2,300111,-0.0725148678928187,0.0638527588546663,0.256870367477795
446,2,301710,-0.047606361888914,0.063491942536777,0.453873603701078
447,2,303446,-0.0603548931952377,0.0638619785375523,0.345262748177195
448,2,303854,-0.0722853231618106,0.0638391552758378,0.258275246355484
449,2,304472,-0.0869140119048444,0.0632455971210191,0.17024207988994
450,2,304691,-0.0819777922292409,0.0642940391808449,0.203131873197481
451,2,308097,-0.0487867582509961,0.0637097731166396,0.444327448945534
453,2,309402,-0.0600176245673883,0.0632941701871546,0.343659508267392
454,2,310030,-0.037918069546711,0.0636988206725415,0.552043657438973
455,2,310113,-0.0568694212249659,0.0634808899912131,0.370942809021867
456,2,310972,-0.0866288797875799,0.0634822953388963,0.173243384923951
457,2,312659,-0.00700230163357912,0.0634015002181292,0.912120193981029
460,2,318265,-0.0649600471132662,0.0641334217368422,0.311806861485148
461,2,318379,-0.0554590739488959,0.0643491746462399,0.389357381517366
462,2,321266,-0.00656097579382031,0.0639847172553217,0.918386500951265
463,2,322957,0.00371353358935003,0.0634142417067016,0.953335762166092
464,2,325221,0.00636551486745007,0.0637617677925018,0.920533750904502
465,2,332691,0.0153561758090913,0.0644069551678186,0.811690455807226
466,2,333006,0.0822495175746123,0.0641364121630931,0.200538481028317
468,2,335046,-0.0228772602973037,0.0636298100554195,0.719408512740491
469,2,335049,-0.0203512150965813,0.0639029167726274,0.750316154453689
470,2,335995,-0.0121959111077375,0.0635476901201424,0.847917212532359
471,2,336060,-0.010284044563253,0.0634630697808757,0.871361004350331
472,2,338292,-0.0205369703246723,0.0634520208218221,0.74638605943152
473,2,339568,-0.0456656094090281,0.0635105325946615,0.472601711067939
474,2,340466,-0.0190809910720411,0.0640992707208254,0.766123473595536
478,2,348480,-0.0992059302563022,0.0632423909401139,0.11762266032937
479,2,350086,-0.139873400858963,0.0630272728882141,0.0271047973098963
480,2,351083,-0.126929441654629,0.063929673557266,0.0478673596531285
481,2,351335,-0.112427787652066,0.063280748465017,0.0764868775386479
482,2,351417,-0.10865357094057,0.0632893483662897,0.0868974824156046
483,2,351450,-0.0897975261531267,0.0634435659098595,0.157835155994967
484,2,352302,-0.102317801359908,0.063894194812895,0.110191013986554
485,2,352469,-0.1096656924608,0.0632084903529258,0.0836165170851241
486,2,352562,-0.11720274417967,0.0634308513353819,0.0654786174695327
487,2,352944,-0.1239170847809,0.0632098520588562,0.0507343101551943
490,2,355266,-0.0983726492734391,0.06333696500499,0.121280188575552
491,2,358277,-0.114792341039135,0.0632687213659009,0.0704708326575867
492,2,358926,-0.106664004278055,0.0634029115457198,0.0933910375512977
493,2,358948,-0.100219256746536,0.0634529298464527,0.11513381897546
494,2,359515,-0.0778874220566154,0.063445824331094,0.220407293770058
495,2,363190,-0.0285468647838485,0.064185290428633,0.65676785833015
496,2,363588,-0.0404256693620602,0.0644206442531996,0.530719793006665
497,2,363888,-0.0427103894493134,0.0638629813177375,0.50407188855947
498,2,363954,-0.0440589263746078,0.0636063054056914,0.488964732277202
499,2,364199,-0.050062422659133,0.0635071701881922,0.43105286863834
501,2,365981,-0.0590695418123288,0.0647683293722112,0.362384413341041
502,2,366047,-0.0606575652832413,0.0635948442787413,0.340831174082053
503,2,366936,-0.040872094612736,0.0643727834214367,0.525886565308672
504,2,369530,-0.0326882101170028,0.0635472607288072,0.607299754107402
506,2,369931,-0.0374465456145204,0.0639761389720889,0.558706209760128
507,2,371033,0.0194021165342086,0.0638288978777051,0.761329289557513
508,2,372919,-0.00401018710755929,0.0635611800819554,0.9497291404652
509,2,373518,0.00426009917468742,0.0635250420646598,0.946570527103136
510,2,376157,-0.0183041279736648,0.0636581914182848,0.773869389299681
511,2,376172,-0.0172108106317824,0.0641193109430324,0.788533976606174
514,2,381433,-0.0334561719459717,0.0640547914403883,0.601785228469902
515,2,381922,-0.0209506054096972,0.0645676112558868,0.74577028797041
516,2,382146,-0.0454919829113031,0.0635596315350593,0.474626897158592
517,2,384206,-0.0452506972070869,0.0637582592452543,0.478344518889816
518,2,384955,-0.0409013909028785,0.0636243804701951,0.520734099730963
520,2,387301,-0.0173209031008102,0.0639790285126953,0.786758602207686
521,2,388313,-0.0305896910459698,0.0635848931293788,0.630754671386462
524,2,390138,-0.0266610456193386,0.0637879505152569,0.676227812966083
525,2,391233,-0.0186730967141418,0.0641506368749895,0.77115954754918
530,2,395606,-0.0308921861355987,0.0637647834218279,0.628352123617266
531,2,395726,-0.0381720674754635,0.0637302913674486,0.549581936483649
532,2,395853,-0.033811225332344,0.0639189256281783,0.597158372032847
533,2,396484,-0.0281992444657259,0.0636439177571469,0.657980443994961
534,2,396705,-0.0115076336248279,0.0636279386768673,0.856582680881205
535,2,398759,-0.0216201508295121,0.0641407914597669,0.736261934499354
536,2,400386,-0.0181982282016312,0.0637857247071962,0.775579703438508
537,2,400847,-0.020481037669649,0.0637250009544353,0.748099609042474
538,2,401130,-0.0338595869657614,0.0642931128453838,0.598771537361292
539,2,401143,-0.0244698307363105,0.0641776520501157,0.703222844772819
540,2,401979,-0.0500347622146561,0.0640958133730448,0.435546528560821
541,2,403598,-0.045608940900418,0.0637651548751868,0.474918525771773
542,2,404844,-0.0358104164748081,0.0644960078419759,0.57908586495203
543,2,405100,-0.0439281912414626,0.063890763190381,0.492186740444036
548,2,406181,-0.0467207720312993,0.0639265778138217,0.465355276414302
549,2,406688,-0.0526215611407703,0.0635440410367196,0.408166784778675
550,2,407621,-0.0433730050188447,0.064085834347144,0.498978950931966
551,2,409016,-0.0447909560988599,0.0647257215150539,0.489384903659314
552,2,410647,-0.072392530986129,0.0637091558301826,0.25660304967515
554,2,419803,-0.0532897446415281,0.0642110937318832,0.40714777906387
555,2,419943,-0.0464233233103452,0.0646059049198512,0.472886412944909
556,2,422349,-0.0460609393539943,0.0638130598161637,0.470888810165677
557,2,425467,-0.0396614986000561,0.0635958609933537,0.533260856343227
560,2,429095,-0.0282131199738234,0.0639900727069633,0.659556456663815
561,2,431266,-0.0471866820960707,0.0639932927037923,0.461387702563213
562,2,431446,-0.0387872448534903,0.0642680691976466,0.546548555952084
563,2,432524,-0.0755192293193702,0.0635568298057086,0.235547204792544
564,2,434090,-0.0745780092140005,0.0641479010356485,0.245779347582213
565,2,441927,0.00377884391156136,0.0635823022804227,0.952641399539905
566,2,446471,0.014241479635059,0.0643576127598838,0.824997201754865
567,2,449325,-0.0612181514337707,0.063902655502827,0.33872308571461
