SNP,Chr,Pos,Effect,SE,SSH1_ORM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
78,1,94351,-0.060298864269602,0.155613419038148,0.698625967889252
79,1,99148,-0.0259606491780617,0.155231802610312,0.86727858252028
82,1,106800,0.0397225832334943,0.155432971815132,0.798438791917587
83,1,107970,0.0201922591915875,0.154983088737191,0.896413691671873
84,1,109000,0.0351056340686122,0.155248710531969,0.821234976179698
85,1,112549,-0.144622207001706,0.154893053040491,0.351101663462588
86,1,112742,-0.101096386784961,0.155595395049692,0.516283439052932
87,1,113050,-0.0995843938286528,0.155336092581046,0.521880292949792
88,1,113135,-0.0810938345169094,0.154970520254984,0.601103873692734
89,1,114076,-0.0124456414485747,0.15502919997536,0.936060584549792
90,1,114628,0.00725467568798369,0.155422335693234,0.962796916929049
91,1,116283,-0.0265084285530905,0.156280892458944,0.865405834965614
93,1,127853,0.0215845402564508,0.15599204145881,0.890027301656422
94,1,128302,0.0431450540386624,0.155380098037275,0.78142497177611
95,1,128704,-0.0108566187434272,0.155550679341676,0.944396557097455
96,1,128911,0.0619925619110963,0.155533973966511,0.690444482869966
97,1,130267,0.0877380290087064,0.15542508855544,0.572769934481551
98,1,130271,0.079163945134831,0.155622749543468,0.611286369685748
99,1,130613,0.111088981739603,0.15702331751289,0.479742455551697
100,1,132012,-0.13946460518217,0.15662526484071,0.373838862000833
101,1,133231,-0.177808236352333,0.155400505389839,0.253318692205344
102,1,137074,-0.134521116511631,0.155302030127884,0.386974136754729
103,1,137304,-0.188408760983321,0.155197385424728,0.225561419753512
104,1,139686,-0.149734527124931,0.155521339777834,0.336311537620069
105,1,149562,-0.155754546471652,0.155860355166846,0.318323670846818
106,1,150447,-0.112660219514419,0.157697991980029,0.475448977766073
108,1,154084,-0.111298915421639,0.15818862991595,0.482155980117469
110,1,157269,-0.206419871101516,0.155037703297335,0.183910911360185
111,1,160054,-0.116594005076388,0.156780404446022,0.457566508894286
112,1,166222,-0.113557836729384,0.155625352825457,0.466065285051533
113,1,166416,-0.104274852254213,0.155327373297182,0.502453781803377
114,1,167326,-0.118215763293103,0.156183024232629,0.449611472630949
115,1,168836,-0.10359112855189,0.155471232659861,0.505651923534944
116,1,171200,-0.230911419449896,0.155316442626151,0.1379824823682
117,1,171431,-0.306015844075834,0.155926256948115,0.0504815020278389
118,1,173339,-0.237787637021205,0.155039726995025,0.125994112140286
119,1,173845,-0.237401462583395,0.154912029156162,0.126296733749863
120,1,175121,-0.270188549462768,0.154450287309386,0.0810985205038372
121,1,175281,-0.24204979771798,0.154714720201113,0.118598284585019
122,1,175315,-0.252312158637659,0.15461921095247,0.10360718556249
123,1,175523,-0.234461623279543,0.155580992693534,0.132703260310571
124,1,175541,-0.247877167956145,0.154882776739334,0.110400448630822
125,1,175653,-0.271766318316974,0.155263219533683,0.0809252078571864
128,1,175856,-0.271715449064972,0.157848738838239,0.0860605595198723
129,1,175876,-0.238133533524978,0.155565193237434,0.126723462734634
130,1,175989,-0.243374222918705,0.155989076470701,0.119608568444695
131,1,176001,-0.243222120251819,0.156808144413261,0.12177834619468
133,1,177692,-0.208616924534676,0.154803602558057,0.178643875802152
134,1,178191,-0.223338535183949,0.154899962339692,0.150238501211958
135,1,178224,-0.208616924534676,0.154803602558057,0.178643875802152
136,1,178960,-0.193325640867371,0.156102109659059,0.216369858144585
140,1,183802,-0.157072381191937,0.154995546338206,0.31156355952206
141,1,183954,-0.12585210795246,0.156207344283333,0.420973546121227
142,1,184450,-0.0736930253184758,0.154932310084783,0.634620381625238
144,1,184718,-0.128709647257224,0.155711895008511,0.409028746494616
145,1,185296,-0.0720383898108653,0.155153933755972,0.642717107218579
146,1,185438,-0.0823487065730674,0.15514673211605,0.595905346296749
147,1,185469,-0.0954456959204574,0.15534958889924,0.539351458248912
148,1,185503,-0.0904161700868627,0.15495590585879,0.559931982989048
149,1,185705,-0.102256446527887,0.156668790266722,0.514379763155488
150,1,185749,-0.0987619858946075,0.156675140943961,0.528865906183227
151,1,185806,-0.128658611258834,0.156823183020008,0.412538587800158
152,1,185879,-0.114608221513964,0.15761313268055,0.467616681072799
153,1,185916,-0.0208333017249306,0.157655492646008,0.894945309083809
154,1,185941,-0.0494260296947113,0.158324325131509,0.755086409716588
155,1,185954,-0.0633978562793302,0.158772766239744,0.689914139388417
156,1,186055,-0.0830593613332345,0.155576323504527,0.593759369009555
157,1,186896,-0.0874965819548765,0.158122209494263,0.580375538057507
161,1,190132,0.0839693041549346,0.15577244818958,0.590191419363031
162,1,190148,0.11787098073761,0.155757252795999,0.449697969877443
163,1,190165,0.08129244615061,0.157021792529727,0.604981822811499
164,1,190169,0.112393649985714,0.156771418388845,0.473893273113938
165,1,190933,0.0308220563812433,0.155604616847334,0.84309702576738
166,1,192149,0.150063738045544,0.156682065700235,0.338839529176207
168,1,192303,0.197341726534665,0.186735937802053,0.29132754323551
171,1,192795,0.0953015140338934,0.155235823082421,0.539667284823355
173,1,194187,0.0313739383724565,0.155438380714885,0.840156789998999
174,1,194867,-0.169170646089502,0.155101620158657,0.276145132973936
190,2,8314,0.229862342418366,0.157518891240432,0.145380515811028
194,2,8498,0.124652186707891,0.157622336980914,0.429575251590981
195,2,8651,0.129677812581361,0.15775870505347,0.411631188667507
197,2,9812,0.135066451898879,0.158685130169465,0.395257431392995
198,2,9932,0.0855387970067949,0.158156301618181,0.588952260283658
199,2,10135,0.0868836201331417,0.157548032306085,0.581657793650703
200,2,11616,0.12429680220102,0.157309540053112,0.42997557680353
201,2,12133,0.121484260121399,0.157942218975956,0.442307321050352
202,2,12194,0.135910860124744,0.158520810817065,0.391822576488389
203,2,12359,0.0810152567861763,0.158163048967551,0.608813035361026
204,2,13061,0.101919023382431,0.158117148505551,0.519618568774266
205,2,14298,0.0792571248222678,0.158653204704967,0.617694686602283
206,2,15222,0.113396639762781,0.16014322813071,0.479353467473296
207,2,17986,0.0987933306869032,0.157360761188526,0.53053154048493
208,2,19770,0.0958802275862137,0.158455022424905,0.54550513688149
209,2,19836,0.0582356815692133,0.158071234432649,0.712785274915724
210,2,19851,0.0695693921890168,0.158521279623881,0.661028073111461
211,2,21595,0.0430331393470393,0.157893005943605,0.785361426693768
212,2,22385,0.0731420800495095,0.15801108760042,0.643726953948988
213,2,23441,0.026440488755985,0.159587986683406,0.868503872853934
214,2,24209,0.0715642515845276,0.158234237512329,0.651353860198097
215,2,24341,0.0787996559069544,0.158599011477971,0.619605281902417
216,2,26815,0.14795546441805,0.158268543116201,0.350510783555021
217,2,28209,0.106383177556552,0.15841649781345,0.50231515328302
221,2,41245,0.102203335818066,0.157815894794143,0.517657424147521
222,2,43214,0.043610789605863,0.160452983924778,0.785936284853922
223,2,47104,0.113212935683851,0.155879849713248,0.468146388671835
224,2,50915,0.0724814789390055,0.157481732902823,0.645617830341859
225,2,55834,0.0337253032274688,0.156790789642739,0.8298155369408
226,2,56422,0.104599206133479,0.156982705630773,0.505647951673233
227,2,57715,0.0656495709526114,0.156524588744797,0.675164204262468
228,2,59046,0.0619062493548932,0.157321093456234,0.694185912951743
229,2,59191,0.0647948066838396,0.156416617377694,0.678946260211869
230,2,59383,0.112000653108478,0.156386113416029,0.474353534794792
231,2,59477,0.0574618244452849,0.158824987238415,0.717722928581782
233,2,60471,0.0526592234038165,0.156685402923746,0.737008326257635
234,2,60478,0.0583353876700908,0.156858568217945,0.710191937964226
235,2,60786,0.0162591127951561,0.156628935466021,0.917381802099991
236,2,61035,0.0496392857924416,0.156597743917932,0.751441645552276
237,2,61071,0.0627596915381623,0.155873751299713,0.687463004702091
238,2,61675,0.00890764724148141,0.156357671340549,0.954601576708235
240,2,62939,0.0335568374460286,0.15607789941162,0.829891031099101
241,2,63527,0.0481181103398529,0.156653089449584,0.758900055120952
242,2,63857,0.0426537366365353,0.156694023672577,0.785619423986261
243,2,65527,-0.00303777411493694,0.156193734368971,0.984494102783895
247,2,67976,0.123139838528823,0.158307927190265,0.437178399441498
250,2,72389,0.107538595849636,0.157362383686939,0.49481388352815
251,2,72392,-0.0332883679793055,0.158527276954056,0.833800436272649
252,2,73646,0.187847508611481,0.154964660672121,0.226248146705821
253,2,74564,0.227332632201503,0.154508907178487,0.142094446060383
254,2,74739,0.285836823646781,0.154745491838452,0.0655632816774272
257,2,80873,0.378847628640028,0.154552696595571,0.0147202059140254
258,2,81501,0.366375089751593,0.154611683643183,0.0183422968542939
259,2,83526,0.304486779022794,0.15474851196271,0.049893935071293
260,2,83845,0.343981182971599,0.154662821912738,0.026775749154247
263,2,84447,0.412324503539411,0.156196960218611,0.0086642335457661
264,2,87391,0.344333091437247,0.153968058643349,0.0259502259329576
265,2,87562,0.34906591885077,0.154333090976823,0.0243193896874195
266,2,87849,0.344660317651531,0.154346312354617,0.0261731615987535
267,2,87878,0.339858324191419,0.155048938855595,0.0290362947386915
269,2,89785,0.297422049642728,0.155313286629828,0.0563027879397915
272,2,93721,0.309988140539445,0.154769568080692,0.0459521230648928
273,2,93952,0.273229512517845,0.154518474362876,0.0778803912910854
274,2,95085,0.410948515620212,0.153871104544594,0.00791889784928964
276,2,107124,0.39491325388547,0.154068044562716,0.0107838104246336
277,2,111645,0.436042896804678,0.153854220584047,0.00485935457409909
278,2,111916,0.410604446519735,0.154422794650487,0.00819516921860126
279,2,111931,0.408945533198033,0.15467609897075,0.00856178335323
280,2,111999,0.425512156693294,0.153982519808395,0.00602045770696194
281,2,114528,0.348963188239539,0.155428949073844,0.0253762509535255
282,2,116024,0.449776934553124,0.155070009182401,0.00395940914338912
286,2,120090,0.207185984454337,0.155897737312834,0.184710784693912
287,2,120291,0.260832336076102,0.157463721607436,0.0985172729329529
288,2,120726,0.20050366422411,0.156798480149934,0.2018305122438
289,2,121716,0.243631592220808,0.156446248468699,0.12029859648242
290,2,123100,0.125174330840044,0.157058032190585,0.425990160237733
291,2,124677,0.101212470546327,0.156890271334297,0.519270877579343
293,2,127887,0.144254723887777,0.157872444491791,0.361475967454739
294,2,128935,0.147462509587943,0.15771444528965,0.350429080623825
295,2,129053,0.189445225739716,0.158069020823115,0.231527631054542
296,2,130040,0.166148103774014,0.159111476728454,0.297096083736119
297,2,130976,0.111185293861619,0.157948215035532,0.4819372687544
298,2,132199,0.177323592038065,0.158510885375314,0.264035646793266
299,2,133355,0.184642983674095,0.159563414405596,0.247982810058568
300,2,133435,0.191208182394304,0.159887668646309,0.232541884640361
302,2,135183,0.170606051305072,0.160042567022289,0.287150289161598
303,2,135402,0.171151199858268,0.160016664221876,0.285537595970175
304,2,135898,0.230438055717087,0.160658262208211,0.152361443175126
305,2,135912,0.216127212090332,0.160833914376813,0.179878980211135
306,2,135925,0.217357379584833,0.16009689472011,0.175438390931432
307,2,136002,0.161998960211992,0.160162310727503,0.312485553281363
308,2,136173,0.159405865619169,0.161306025874161,0.323721712002205
310,2,138318,0.149797213733651,0.165601654528981,0.366313597592693
311,2,138695,0.144940616349039,0.162769161395476,0.373821504261914
312,2,138818,0.105479110994511,0.162556125322881,0.516839082247419
313,2,139728,0.0812034411011195,0.162303906844484,0.61716348671137
314,2,140174,0.0885083121494519,0.162293087391752,0.585849711674319
315,2,140863,0.0753318940938958,0.162246234521813,0.642714769823657
316,2,141152,0.0652659589956348,0.162715861955627,0.688586348157466
317,2,141292,0.0846394366193961,0.161519909327944,0.600594456569964
318,2,141545,0.123219677299652,0.162237328701544,0.448058834427491
322,2,146723,0.177107932780331,0.161802611578032,0.274441487552128
323,2,147946,0.163290057476147,0.163330581161717,0.318115406580384
326,2,151397,0.111316324025795,0.16386347710821,0.497378040197371
327,2,153035,0.186691260687817,0.161880885416518,0.249582674073615
328,2,153228,0.125271518566076,0.163232906580916,0.443332752089338
329,2,153455,0.146490278311541,0.164417313985753,0.373554132479414
331,2,153815,0.162689178048125,0.163741755568331,0.321111985416394
332,2,154160,0.156963724062221,0.162037272821109,0.333363606397702
333,2,154235,0.135198779074264,0.163714643084818,0.409464141841064
335,2,159870,0.224254064454585,0.159287233918632,0.160052653319897
336,2,161229,0.186492526273995,0.161881534342038,0.250087993125812
339,2,162696,0.303819812278764,0.16067604015392,0.0594584377939651
340,2,163284,0.32353302941467,0.158414610806776,0.0418626303550443
341,2,164166,0.198257128085928,0.160480777173019,0.217505141088994
342,2,165270,0.192486821619399,0.159145394063884,0.227279083314497
343,2,165675,0.198451861272165,0.161765885396138,0.220721249281064
346,2,168062,0.111350009971898,0.160544313647328,0.48840299167369
347,2,168518,0.124811781827027,0.159595604252427,0.434709290702169
348,2,168980,0.145714423882874,0.159469487073336,0.361474602593266
349,2,169651,0.141840848522876,0.159555298601766,0.374621298415192
352,2,170725,0.225229186872361,0.159568475948771,0.158981198183545
353,2,171254,0.28380312541344,0.159563703996562,0.076162703697944
354,2,172242,0.1393255981849,0.158208811171118,0.37910984897273
355,2,173254,0.129794283492412,0.157016932300633,0.409007443344859
356,2,173340,0.121543007047478,0.157016602773277,0.439403122363838
357,2,173385,0.120612553803992,0.157163483500608,0.443336697443449
358,2,173973,0.208599482694785,0.156483304686172,0.183376308673567
360,2,177341,0.316743227232147,0.155430564348449,0.0423106941684985
361,2,180314,0.218600863729339,0.155961225342714,0.161902606065421
362,2,180339,0.186951785588199,0.156473667472991,0.232974682443527
363,2,182758,0.220233299078894,0.1557870695143,0.158336692400645
364,2,183619,0.184509779553169,0.156534891309307,0.239306208500337
367,2,187176,0.124850943660078,0.157556458311219,0.428647832096368
368,2,191066,0.197146835947001,0.158528496411126,0.214470204240437
371,2,191599,0.153634140383765,0.156460487702212,0.326804027663307
373,2,191763,0.162370876648973,0.157056947857842,0.301921322724337
374,2,191959,0.102514776465844,0.156815848396685,0.513713224147746
376,2,195759,0.231380460533677,0.157778169092699,0.143404492063216
377,2,196912,0.200043026564084,0.155333795837044,0.19864985591133
379,2,198110,0.14537512231403,0.156440093446312,0.353384064333665
381,2,198805,0.130899456169384,0.157151618125557,0.405436071386437
382,2,198891,0.136354529922112,0.155911846609113,0.382407054867583
383,2,199248,0.110466394080613,0.156326592266759,0.480257297826791
384,2,201782,0.107383272292804,0.15614030924429,0.492070838713512
385,2,203285,0.211049209658236,0.155233228698833,0.174836348258514
386,2,203783,0.176139597361707,0.155020767002447,0.256630151804082
387,2,204179,0.166735184021585,0.155426632907714,0.284112464436506
388,2,205406,0.140893290674875,0.157100407670674,0.370417682738075
389,2,205834,0.145051289989545,0.156335479543054,0.354134552327689
391,2,207192,0.131728940443571,0.156222370935005,0.3996795845085
392,2,207561,0.120351240316978,0.155556574294055,0.439636985015628
393,2,208682,0.111470868450543,0.155313215313098,0.473406753378686
394,2,210102,0.117749709325053,0.155701814996044,0.450002890764673
396,2,214801,0.106855767372285,0.155716651686457,0.493025317121542
397,2,215016,0.0997574171116972,0.155641032410664,0.521973983277003
398,2,218876,-0.00788714476539565,0.157341035648197,0.960048974665095
399,2,227511,-0.115539424989863,0.158335861652854,0.466050767306724
400,2,230378,-0.0512207833284944,0.156434631128917,0.743539706733992
401,2,231943,-0.0638779091626682,0.156870119483785,0.684106055042895
402,2,232156,-0.0737176765102286,0.156793555727608,0.638532781234276
403,2,232789,-0.049138483144202,0.156265376172003,0.753360995798905
404,2,238524,-0.0657730997121487,0.156468043861434,0.674477352290341
405,2,241518,-0.120820058168355,0.157734874487925,0.444206491251973
406,2,250396,-0.262684088501388,0.156165118178463,0.0934353403912541
407,2,250466,-0.245267418009711,0.1561897752937,0.117237330886882
408,2,252305,-0.208350377815406,0.156758056885438,0.184666550152234
409,2,254571,-0.093443401069335,0.159279402616946,0.55780474966412
410,2,254742,-0.146426116084025,0.159022274101482,0.35778892075001
411,2,254908,-0.143199880005742,0.160248140763962,0.37213761719015
413,2,255862,-0.20007408538543,0.159106933469892,0.209410470405501
414,2,255975,-0.135550100059166,0.158723296944891,0.393682735180031
415,2,258311,-0.238898311157842,0.155745388557857,0.125949266110517
416,2,259284,-0.134423365933111,0.156626406054337,0.391341184714488
417,2,266330,-0.049638924142732,0.157441725672362,0.75273200871486
418,2,267100,-0.0954391760026786,0.157370452439098,0.544597916656368
419,2,268086,-0.0967126192456365,0.157379733541048,0.539269208100072
420,2,274614,-0.093530142257144,0.156428010412562,0.550282224115117
421,2,274729,-0.134647726014227,0.157199958098861,0.39228137594675
422,2,275746,-0.0412541138688417,0.157279210403999,0.793244256644441
423,2,277029,-0.0588609558200613,0.156532237474917,0.707119821021432
424,2,277741,-0.0684710962180499,0.156582646022697,0.662172746315662
425,2,278218,-0.0569722357874064,0.156312749748989,0.715720875772709
426,2,278379,-0.0580783129688426,0.160181403743205,0.71713685212413
427,2,279910,-0.0995341744503886,0.156197447761508,0.524386120913134
429,2,283431,-0.100318535528044,0.158486324682697,0.527157107269094
430,2,283573,-0.0731977863918186,0.156625576694173,0.640543215108572
431,2,286762,-0.117794328175835,0.156949890446469,0.453440416748027
432,2,287187,-0.145408295090317,0.156150484887514,0.352383338875768
433,2,288379,0.066179596289125,0.155117370054659,0.669900118282646
434,2,294941,0.0948419613267568,0.155168086392986,0.541446808030265
439,2,297610,-0.000653574758021108,0.15603596539223,0.996660343706825
441,2,299680,0.173697185948659,0.155280474831532,0.264070223333517
442,2,299708,0.206758706825408,0.155494623392854,0.184481004253545
443,2,299759,0.204267539720473,0.154974513896723,0.188334271623742
444,2,300111,0.122876978221111,0.156304106158416,0.432312607359762
446,2,301710,0.181620544704968,0.155096110211379,0.242380866181316
447,2,303446,0.162175348094525,0.156137464205248,0.299669016344284
448,2,303854,0.218941738202527,0.155971149732486,0.161277684499849
449,2,304472,0.1859551678514,0.154768053540986,0.230359404296574
450,2,304691,0.154694670114023,0.157381475213473,0.32631603798484
451,2,308097,0.294472938315018,0.155145880279661,0.0585064633219729
453,2,309402,0.154502379188265,0.154768503391318,0.318827165369168
454,2,310030,0.139660619739492,0.155680205973565,0.370277284659781
455,2,310113,0.12307667092061,0.155284705371809,0.428550706637958
456,2,310972,0.114167239872401,0.155540179164608,0.463433045749407
457,2,312659,-0.0675078404142442,0.155013327924012,0.663467874121406
460,2,318265,-0.25078443687584,0.156501814979409,0.109953217303716
461,2,318379,-0.262702083509843,0.156913632605906,0.0949804337892238
462,2,321266,-0.222521311232811,0.156032060240984,0.154715844902158
463,2,322957,-0.328468049377601,0.154095645172775,0.0337311413855397
464,2,325221,-0.177655164126421,0.155648594054677,0.254482916749481
465,2,332691,-0.0681159819997428,0.157482144231118,0.665619310001654
466,2,333006,-0.0965964192007229,0.15713041703635,0.539113804166797
468,2,335046,0.0464803991552132,0.155619458133074,0.765360065751772
469,2,335049,0.0205105568191346,0.156297167857068,0.895669743695326
470,2,335995,-0.0235690012457678,0.155412847058958,0.879546364890271
471,2,336060,-0.0573432722087271,0.15517861913437,0.711953729305706
472,2,338292,-0.0368973074941963,0.155186434900925,0.812204281675073
473,2,339568,-0.0419071778613336,0.155416622970529,0.787591610510588
474,2,340466,-0.0320509086158279,0.156769119587215,0.838122365764055
478,2,348480,-0.0833023926607284,0.155137959041439,0.591635677551317
479,2,350086,-0.112710807425719,0.155092653282,0.467871729198599
480,2,351083,-0.15110118230311,0.157008669669949,0.336520145706321
481,2,351335,-0.140034059553653,0.155268565891059,0.367734037513093
482,2,351417,-0.123084448003611,0.155284687909453,0.428521504907162
483,2,351450,-0.192418466389964,0.155257387705574,0.216038721554059
484,2,352302,-0.126414983963239,0.156679333452502,0.420302562626689
485,2,352469,-0.129778172109376,0.155084201825821,0.403257685303362
486,2,352562,-0.109935238029621,0.155762548723655,0.480785891257329
487,2,352944,-0.105896696005151,0.155320583018141,0.495816073183606
490,2,355266,-0.111734813921811,0.155308995854926,0.472348609371073
491,2,358277,-0.0508463765827667,0.155423790661236,0.743750858265144
492,2,358926,-0.0443924819137326,0.155658149755127,0.775664190798779
493,2,358948,-0.0749939469950862,0.155674239410932,0.63029173479097
494,2,359515,-0.0301645222213599,0.155483253141168,0.846283590461662
495,2,363190,0.0370698979595068,0.157000669902491,0.813481929126981
496,2,363588,0.00327090688466236,0.157632419416327,0.983456634143459
497,2,363888,0.0114764714106521,0.156278585763904,0.941500778757405
498,2,363954,0.0696961221108701,0.155614621849907,0.654517113994201
499,2,364199,0.0590214065937511,0.155415605090685,0.704348238843434
501,2,365981,-0.0080158223341621,0.158580878712709,0.959714911669452
502,2,366047,0.0402105302695354,0.155710695434395,0.796373173368805
503,2,366936,0.0563061786345281,0.157488974732917,0.720912793586142
504,2,369530,-0.0304119982372457,0.155458559551755,0.845014147064839
506,2,369931,0.0115238015354298,0.156532304319302,0.941354996837097
507,2,371033,-0.0712439063178866,0.156071883487632,0.648324604841676
508,2,372919,-0.0713769236077668,0.155397238705486,0.6462877373868
509,2,373518,-0.047450090375238,0.155334875406085,0.760188528461567
510,2,376157,-0.0963248321822143,0.155613838428325,0.536316181131019
511,2,376172,-0.107171600476603,0.156719964367864,0.494523964427942
514,2,381433,-0.0192896592232162,0.156707105498599,0.902102943866158
515,2,381922,0.0576199273181665,0.157897848573572,0.71539038802611
516,2,382146,0.0492819700284509,0.155529635557829,0.75153299988039
517,2,384206,0.0597230617124951,0.156003587560503,0.702075241162061
518,2,384955,0.0431668662020765,0.155671453606584,0.781716157790698
520,2,387301,0.0281655401318319,0.156473728535875,0.857254503445011
521,2,388313,0.0261607878901884,0.155545520570224,0.866532216836723
524,2,390138,0.0287722533843526,0.156028454271988,0.853802511271465
525,2,391233,0.151925414655462,0.156694669288783,0.33292800985278
530,2,395606,-0.191478331151699,0.155659282718903,0.219474360165549
531,2,395726,-0.191403172440987,0.155602414543542,0.219486868374093
532,2,395853,-0.189333152927265,0.156054595405597,0.225845670644696
533,2,396484,-0.149598739322066,0.155484665939772,0.336635548538795
534,2,396705,-0.176501768015526,0.155329444187211,0.256599374778665
535,2,398759,-0.127845357908827,0.156737875931101,0.41524266338633
536,2,400386,-0.137584236403355,0.155837957366336,0.377908802775066
537,2,400847,-0.160255612840501,0.155632668576965,0.303853889505662
538,2,401130,-0.114289340574169,0.157176869459524,0.467623113270817
539,2,401143,-0.102960372755834,0.156887049383775,0.512077521095702
540,2,401979,-0.0327620423802123,0.156875819082856,0.834693121467894
541,2,403598,-0.0590313302013946,0.156022955814308,0.705397821235911
542,2,404844,-0.0575690368556072,0.157768079663335,0.715407100885859
543,2,405100,-0.0932763249801097,0.156274556590137,0.550973671465919
548,2,406181,-0.0577759180799104,0.156424407723397,0.712085636709306
549,2,406688,-0.0478789410550425,0.155530877034694,0.758384093510562
550,2,407621,-0.10843885437204,0.156721277307702,0.489441343706309
551,2,409016,-0.068348489404537,0.158356303823453,0.66628688261923
552,2,410647,-0.0573795598556694,0.156059480713534,0.71333406851423
554,2,419803,-0.0817509684813686,0.157125083891132,0.603186026354692
555,2,419943,-0.0569147782745792,0.15808421945385,0.719041345201877
556,2,422349,-0.156031159631168,0.155952943597459,0.317753181694449
557,2,425467,-0.131878075378899,0.155454878883494,0.39682537130409
560,2,429095,-0.147385347523183,0.156338076270244,0.346461300432221
561,2,431266,-0.0316164262860695,0.156610989437971,0.840127825738995
562,2,431446,-0.0467423257167043,0.157232919898979,0.766427012898758
563,2,432524,0.0465719616089473,0.155722949311692,0.765063122395734
564,2,434090,-0.0182185870693699,0.157174716891816,0.907787433699229
565,2,441927,-0.067847363652739,0.155453288801548,0.662778135279315
566,2,446471,-0.135434414575996,0.157236286468188,0.389633713745549
567,2,449325,-0.196553913039595,0.156130816462254,0.208896415551921
569,2,450017,-0.269416236930206,0.154951167992654,0.0829563951412145
570,2,451779,-0.335098518143964,0.155172175129342,0.0314822762322117
571,2,451784,-0.326111203268229,0.15579309386129,0.037041658449123
572,2,453525,-0.341102321457584,0.155751558626326,0.0291750768401562
573,2,453768,-0.359155805366334,0.155845064869697,0.0217705277530551
574,2,454027,-0.33444951247996,0.155341791842908,0.0319964074736002
575,2,455029,-0.377297259923537,0.155146638221303,0.0155175718977572
576,2,455247,-0.396124638515056,0.154503644386657,0.0107651143428265
579,2,455756,-0.354758540442769,0.16646036973061,0.0337640093017167
580,2,457024,-0.379952508356342,0.155774199629865,0.0152149407683594
581,2,457298,-0.404891166519709,0.156054414370577,0.00986623428564409
582,2,460202,-0.411962745427924,0.156363017672486,0.00879331474663798
586,2,464424,-0.387204327592599,0.155717219873977,0.0133591143750708
587,2,465824,-0.300222068561467,0.157812325513746,0.0579325544013886
588,2,470145,-0.237314584506402,0.155847375616785,0.128719782305067
589,2,470686,-0.232052866837989,0.155774705371029,0.137203996120601
590,2,471144,-0.227779084651095,0.156063321361355,0.145308623095418
591,2,471830,-0.238221876864919,0.155572287838955,0.126600390529415
592,2,472403,-0.24801962010787,0.155668727101529,0.111998494501323
