SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
135,1,178224,-0.0123619035596069,0.049069065872131,0.801242823582186
136,1,178960,-0.00829288098788997,0.0494634498302063,0.866949334325706
140,1,183802,-0.0186629854028321,0.0490696031509108,0.703924028722657
141,1,183954,-0.0275770892956033,0.049415176339826,0.577150875377297
142,1,184450,-0.0202995370776801,0.0489922073230978,0.678875201769154
144,1,184718,0.00297631086446772,0.049282292933687,0.951876723722679
145,1,185296,-0.00572557176605617,0.0490725306728073,0.907183399753025
146,1,185438,-0.0397644064702086,0.0490301356528548,0.417900819783861
147,1,185469,-0.0378364860704108,0.0491053433671464,0.441508838667209
148,1,185503,-0.0501267974250651,0.0489468479577576,0.306486139592105
149,1,185705,-0.0472133477034664,0.0495036282193107,0.340870369876337
150,1,185749,-0.0415772098815854,0.0495179449501665,0.401678970421964
151,1,185806,-0.0329015437712708,0.0496026516732398,0.50757000176864
152,1,185879,-0.0516389244727968,0.0497975992673927,0.300456765487513
153,1,185916,-0.0450777815289795,0.0497929363230719,0.365921432732832
154,1,185941,-0.0401281709044991,0.0500222873312153,0.422973620146398
155,1,185954,-0.0287174767525834,0.0501908146823856,0.567573721552991
156,1,186055,-0.0426177204514091,0.049159607485026,0.386571688612595
157,1,186896,0.00459946521011706,0.0500181255466819,0.926785184416031
161,1,190132,0.0125771232300946,0.0492697892714428,0.798662856411968
162,1,190148,0.0157133389252052,0.0492821015080732,0.750032826298437
163,1,190165,0.0294073602088391,0.0496432790582448,0.553979789195014
164,1,190169,0.0132813064326729,0.0496009735729419,0.789038123508004
165,1,190933,-0.0500901717476962,0.0491314554486265,0.30865755746038
166,1,192149,-0.0698096903107161,0.0494666618159459,0.159052463905812
168,1,192303,0.120400181533614,0.0587895891816135,0.0413009490196294
171,1,192795,-0.112172124145743,0.0487463347592077,0.0219658220729881
173,1,194187,-0.0652724707892162,0.0490283434482415,0.183942480768059
174,1,194867,-0.0357476843135646,0.049087666589851,0.466948460186554
190,2,8314,-0.0344480930900736,0.0499226250555307,0.4906289170736
194,2,8498,-0.0244924644544575,0.0498660833345395,0.62361511978326
195,2,8651,-0.0158919557019497,0.0499226604916418,0.750421737011233
197,2,9812,0.00378458743737309,0.0502260943662854,0.939978112834375
198,2,9932,-0.00761776886655541,0.0500268977035334,0.879058250397307
199,2,10135,-0.00626412731204207,0.049835834147684,0.900044722958378
200,2,11616,-0.0243790522350856,0.0497671391588536,0.624535535900328
201,2,12133,-0.0111752016993815,0.0499784264391354,0.823197510832301
202,2,12194,-0.0170725723842539,0.0501670119900039,0.733821960024583
203,2,12359,-0.0124580728409942,0.0500241463267466,0.803473758601751
204,2,13061,-0.0223461507668586,0.0500107181272385,0.655273816062248
205,2,14298,-0.00462894523299073,0.0501820669118359,0.926557287150192
206,2,15222,-0.0295090124785903,0.0506476783473608,0.560512308796117
207,2,17986,-0.0326432052595749,0.0497537252944434,0.512189967957098
208,2,19770,-0.0244740572091183,0.050111327551965,0.625574243059033
209,2,19836,-0.0263342725301914,0.0499708822009678,0.59852991446918
210,2,19851,-0.0251165429964381,0.050119075361221,0.616586779558112
211,2,21595,-0.0158645693917507,0.0499226851654806,0.750837615872327
212,2,22385,-0.0112528582781456,0.0499734816501143,0.821972197180652
213,2,23441,-0.0232736643423535,0.0504472688003423,0.644834262726379
214,2,24209,-0.0366703071822386,0.050008888935799,0.46387692052565
215,2,24341,-0.0163060724609994,0.0501578301886917,0.745301570846743
216,2,26815,-0.0298780309995574,0.0500799807959177,0.551152691003955
217,2,28209,-0.0468814381532093,0.0500599332995571,0.34965286853156
221,2,41245,-0.0619526664083269,0.0498208248029948,0.214505359899755
222,2,43214,-0.0515772236647483,0.0506650107195064,0.309372876437846
223,2,47104,-0.0745605543613089,0.0491649386291412,0.13027804983402
224,2,50915,-0.0773496165033037,0.0496390411473974,0.120072053354134
225,2,55834,-0.0653025364856687,0.0494573291681113,0.187563176554404
226,2,56422,-0.0817281726128095,0.0494770948406658,0.0994566786521917
227,2,57715,-0.0835034817844569,0.0493043076692574,0.0912168721761153
228,2,59046,-0.0782528066599966,0.0495800153694032,0.115389270007229
229,2,59191,-0.0770733128373415,0.0492993924179153,0.118861022170476
230,2,59383,-0.0663727057998245,0.0493577569970273,0.179576809825183
231,2,59477,-0.0737374985232823,0.0500750057387782,0.141765872437379
233,2,60471,-0.065053680688522,0.0494295423858685,0.188998125116379
234,2,60478,-0.0604499331607357,0.0495027591938532,0.2228469605141
235,2,60786,-0.0617273181997779,0.0494165460118186,0.212447950582134
236,2,61035,-0.0579229513522504,0.0494260127948006,0.242022611705989
237,2,61071,-0.0469142556818369,0.0492341368312282,0.341302562386476
238,2,61675,-0.0307867306600981,0.0494121766984959,0.533647685578696
240,2,62939,-0.0550323418885535,0.0492668865172052,0.264743357525242
241,2,63527,-0.0495295025605706,0.0494689487226915,0.317404309828979
242,2,63857,-0.0675204424523546,0.0494201703087168,0.172729344695675
243,2,65527,-0.0695918077888391,0.0492482087624632,0.158512442965604
247,2,67976,-0.0789481140441119,0.0499221180186177,0.114676309718037
250,2,72389,-0.0344879002536271,0.0497558486694426,0.488675827588584
251,2,72392,-0.0523504694277255,0.0500507573935181,0.296300903006993
252,2,73646,-0.0624036515483618,0.0489880614484948,0.203553137801873
253,2,74564,-0.0794457825591588,0.0488213451324308,0.104570811675496
254,2,74739,-0.0629993363154222,0.0490507722101101,0.199854807952462
257,2,80873,-0.0189500423804396,0.0492722254359225,0.700766224588846
258,2,81501,-0.00215774839483368,0.0492742027733705,0.965096055720705
259,2,83526,-0.0241550482730602,0.049181097573957,0.623629130349496
260,2,83845,-0.0139395048789209,0.0492390658798692,0.777267286577854
263,2,84447,0.00580612844327238,0.0498724316678113,0.907386207329539
264,2,87391,-0.00553705617298267,0.0490263201143484,0.910141942335507
265,2,87562,0.00198593941970723,0.0491511615387067,0.967793301346701
266,2,87849,-0.00247598392726456,0.0491464434473907,0.959848293290803
267,2,87878,0.00539562178066973,0.0493569741926473,0.913012128391238
269,2,89785,0.0127889845278194,0.0493586176540296,0.795706507070403
272,2,93721,0.000440410086465157,0.0492142427308499,0.992865014006377
273,2,93952,0.00793392699320301,0.0490716599811299,0.871650016661522
274,2,95085,-0.00205448284331219,0.0491418447289499,0.966676033054005
276,2,107124,0.0612202679109798,0.049058320964441,0.212891912780988
277,2,111645,0.0477178186166947,0.0491322993582387,0.332108328598885
278,2,111916,0.0459704877794385,0.0492531280742903,0.351276408799659
279,2,111931,0.0486477885906505,0.0493213523729534,0.324640218299321
280,2,111999,0.0436991826807119,0.0491569177677851,0.374622857603378
281,2,114528,0.0684757278519851,0.049360737507502,0.166240479446723
282,2,116024,0.0754150858702701,0.0494501510695851,0.128136316341661
286,2,120090,0.0533951982384563,0.0493350617189894,0.279859258739579
287,2,120291,0.0512631606322769,0.0499074381509324,0.305046219839926
288,2,120726,0.0515092818656409,0.0496175047429943,0.299921399398658
289,2,121716,0.0151227382889719,0.0496302236265099,0.760767935268387
290,2,123100,0.0597845148153499,0.049603264173316,0.22891272726094
291,2,124677,0.0524373799360831,0.0495582233971437,0.29073499184949
293,2,127887,0.0363098288840678,0.0499396909281907,0.467662792981949
294,2,128935,0.0361042219169011,0.0498928332004311,0.469768832056917
295,2,129053,0.0364286187990227,0.0500442658553407,0.467140262364782
296,2,130040,0.0028186703018297,0.0503872637311213,0.955421146682668
297,2,130976,0.0126745218098747,0.0499725174856942,0.799929194111423
298,2,132199,0.0113981829494439,0.0502050404978559,0.820529782770775
299,2,133355,0.0080231715530743,0.0505465419454695,0.873973633762163
300,2,133435,0.0146497842169084,0.0506515761321645,0.772577748217065
302,2,135183,-0.0114428185842523,0.0506819749937813,0.821505615395061
303,2,135402,-0.00153234584823281,0.0506779121119798,0.97589516243816
304,2,135898,-0.00909700875910024,0.0509444410636616,0.858379948656317
305,2,135912,-0.0103429408730233,0.0509814013098003,0.839348254093899
306,2,135925,-0.0146838230945989,0.0507474000129921,0.772482470192497
307,2,136002,-0.0178611648962466,0.0507065318400408,0.724864102482763
308,2,136173,-0.00281821493225576,0.051074026391304,0.956027056302996
310,2,138318,-0.0373081990628499,0.052385018490238,0.476816232408434
311,2,138695,-0.0241740244050987,0.0515080800977263,0.639127167670754
312,2,138818,-0.0203949184701135,0.0514182031235881,0.691866857732793
313,2,139728,-0.00308754552915924,0.0513371958947511,0.952076202752979
314,2,140174,-0.00492095825493744,0.0513367907819459,0.923689042702396
315,2,140863,-0.00706566357674676,0.0513153155711559,0.89056303763312
316,2,141152,-0.0263940098755664,0.0514420685238676,0.608214760515188
317,2,141292,-0.0217878745651108,0.0510780701796004,0.669959666415904
318,2,141545,-0.0234952024773545,0.0513248794735353,0.647396357664673
322,2,146723,-0.0478244461371997,0.0511842563367952,0.350757681717854
323,2,147946,-0.0679307871300272,0.0515904153507944,0.188782438387233
326,2,151397,-0.0141282476494435,0.0518407936865348,0.785372745554015
327,2,153035,-0.0271593051613419,0.0512614691090182,0.596570432098078
328,2,153228,-0.0192262551730755,0.0516459113399268,0.709914764822385
329,2,153455,-0.0158533428859451,0.0520390910318471,0.76081761819547
331,2,153815,-0.0349193964088956,0.0518129236808615,0.500783229641998
332,2,154160,-0.0425170193412612,0.0512530778519449,0.407353552832291
333,2,154235,-0.0432582695383261,0.0517641317322495,0.403900008153548
335,2,159870,-0.0246999146591949,0.0504895060703787,0.624997651789803
336,2,161229,-0.0112102468301156,0.051278375637188,0.827075926294329
339,2,162696,-0.0239093981878953,0.0510453318715897,0.639790955072318
340,2,163284,0.0103014713436091,0.0503815779832614,0.838104844633401
341,2,164166,0.00703763718301365,0.0508510024701316,0.890005411500722
342,2,165270,0.00503336452425263,0.0504240181128142,0.920543279804122
343,2,165675,0.0149729071388256,0.0512518728841106,0.770348446729279
346,2,168062,0.00906911015987366,0.0507951797867071,0.858399187751965
347,2,168518,0.0100121599184726,0.0505038071418849,0.842966993969566
348,2,168980,0.00260725723610489,0.0504824498006772,0.958839336868335
349,2,169651,-0.00257720058457656,0.0505064322188344,0.959332727092887
352,2,170725,-0.0117212151622696,0.0505926774242433,0.81692228536668
353,2,171254,-0.0258754164083775,0.0506596863974767,0.609831828569127
354,2,172242,0.00772400650444149,0.0500776619837646,0.877508208353921
355,2,173254,0.0132155419211915,0.0496906158037134,0.790427981527077
356,2,173340,0.0121642275425635,0.0496853618009101,0.806734052245807
357,2,173385,0.0202322432235043,0.0497236824062115,0.684332809603079
358,2,173973,0.027012351680805,0.0495823786283763,0.586236862790125
360,2,177341,-0.0197078790886656,0.0494230770224454,0.690312154106316
361,2,180314,-0.0223504647698045,0.0494364828543074,0.651471261027597
362,2,180339,-0.0215246961480631,0.0495624868937824,0.664340213895162
363,2,182758,-0.038325847399263,0.0493557969674185,0.437961007480289
364,2,183619,-0.0298520578354103,0.049566996398296,0.547389900130034
367,2,187176,-0.0725344000007445,0.0497127693748288,0.145435141770369
368,2,191066,-0.0402934394364702,0.0501893957707609,0.422614499878125
371,2,191599,-0.0555415949242413,0.0494508582089474,0.262129665806456
373,2,191763,-0.0314895274510389,0.0497070937392057,0.526816313510585
374,2,191959,-0.0365074807099839,0.0495759247030746,0.461979212717494
376,2,195759,-0.0346475968615051,0.0500060085182987,0.488847545385197
377,2,196912,-0.0201524841272617,0.0492189281494199,0.682460855487459
379,2,198110,-0.0469698375163609,0.0494625029813762,0.342962693332003
381,2,198805,-0.0372720890583376,0.0496993831303731,0.453783905152399
382,2,198891,-0.0281136221522766,0.0493288349646849,0.569092663240063
383,2,199248,-0.0388776148763215,0.0494209322390052,0.432007007650089
384,2,201782,-0.0319852446533184,0.0493741075275256,0.517526279301077
385,2,203285,-0.0314939341782066,0.049183355162581,0.522368790461632
386,2,203783,-0.0292617357839947,0.0490812404647665,0.551430528358868
387,2,204179,-0.0283067051604968,0.0492017056483684,0.565441705633261
388,2,205406,-0.00445350711128251,0.0497299537290045,0.928692574687056
389,2,205834,-0.0185401694459816,0.0494824941536815,0.708122427449976
391,2,207192,-0.0381561989194682,0.0494043296281748,0.440438726868645
392,2,207561,-0.0341993591246418,0.0491938311627969,0.487389785604381
393,2,208682,-0.0331493277981773,0.049112999230481,0.500142786467753
394,2,210102,-0.0201036695227302,0.0492599807010027,0.683437681639928
396,2,214801,-0.0326253319031451,0.0492386456591852,0.508021683589445
397,2,215016,-0.0320968601771084,0.049211500737686,0.514681952249957
398,2,218876,-0.0172157014742861,0.0497417823864302,0.729472684749947
399,2,227511,-0.0168336535869331,0.0500943343203247,0.737041053779278
400,2,230378,-0.0345289321738133,0.049436808883216,0.485358295653724
401,2,231943,-0.0400023456726083,0.0495670863140983,0.420190060967531
402,2,232156,-0.0294179473309257,0.0495677316442752,0.553233430278924
403,2,232789,-0.0425087364891984,0.049365027870829,0.389761787159554
404,2,238524,-0.0375413522845445,0.0494460362095777,0.448216370323982
405,2,241518,-0.0328569037718677,0.0498853595025641,0.510551049148149
406,2,250396,-0.0296569410119359,0.0495505903988007,0.549877918786353
407,2,250466,-0.0321460114344306,0.0495286745969651,0.516735597926525
408,2,252305,-0.0374554514133875,0.04964957300731,0.451114282571216
409,2,254571,-0.0233016273620206,0.0503722215733064,0.643944124291652
410,2,254742,-0.00507238688588041,0.0503412635211118,0.919798165287257
411,2,254908,-0.0359198312763588,0.050690487770987,0.479033661131344
413,2,255862,0.0122778769590562,0.0504167249450118,0.807737968915773
414,2,255975,0.0371052129724849,0.0502000906415601,0.460309346968395
415,2,258311,-0.0177993756530131,0.049400275574983,0.718831382719932
416,2,259284,-0.0129879470968999,0.049570906194965,0.793468514262518
417,2,266330,-0.025757896809438,0.0497700119765766,0.605104467338124
418,2,267100,-0.00457584286657031,0.0497846656323211,0.926819540588625
419,2,268086,-0.0093487380966315,0.0497864039604308,0.851159411415873
420,2,274614,-0.0368424669340192,0.04944752537095,0.456717856733362
421,2,274729,-0.0339022606194926,0.0497243327861679,0.495809830368402
422,2,275746,-0.0349960929545086,0.0497004499516364,0.48180960525689
423,2,277029,-0.0444004663238008,0.0494477816661241,0.369836832610291
424,2,277741,-0.0356016388173671,0.0494873905211938,0.472365385807529
425,2,278218,-0.0346528550846446,0.0493997881504007,0.483467072136398
426,2,278379,-0.0207905741042159,0.0506454898701206,0.681679562950804
427,2,279910,-0.0423344048182231,0.0493654522594635,0.391710970619575
429,2,283431,-0.0254976992048288,0.0501222380092559,0.61127308550584
430,2,283573,-0.0283655293401862,0.0495161292234131,0.567108025772259
431,2,286762,-0.00334795512209574,0.0496656260971707,0.946293548546662
432,2,287187,-0.0241149721418805,0.0494175417029737,0.625864094380554
433,2,288379,-0.0522880240206892,0.0489805820798728,0.286464087811977
434,2,294941,-0.0742158735480312,0.0489297417832365,0.130216089368803
439,2,297610,-0.060068656606331,0.0492336938326023,0.223252002595485
441,2,299680,-0.0488919061648281,0.0491165658753917,0.320210968765256
442,2,299708,-0.0382204518984633,0.0492472002865955,0.438213208673366
443,2,299759,-0.0431584244592927,0.0490684641368217,0.379698655015977
444,2,300111,-0.0463326379531763,0.0494039102624038,0.348971232917758
446,2,301710,-0.0147342239094312,0.0491291171641982,0.764423720932204
447,2,303446,-0.0421300814852725,0.0493939954371578,0.394271303042008
448,2,303854,-0.037699181384713,0.0494136274524276,0.446014161499274
449,2,304472,-0.0573289562832573,0.0489414229778871,0.242236513275161
450,2,304691,-0.067638562325477,0.049700671202184,0.174407638877715
451,2,308097,-0.0318919380469416,0.0492764109644042,0.517919937784031
453,2,309402,-0.0180355274109386,0.0489962548796786,0.713019208753447
454,2,310030,3.15416232737394e-05,0.0492809832031838,0.999489686409298
455,2,310113,-0.00976572627645009,0.0491407686456942,0.842588660416333
456,2,310972,-0.0249416943003141,0.0492002373792111,0.612511640663779
457,2,312659,0.0241007090134519,0.0490104220110389,0.623204117983666
460,2,318265,0.000547903554379781,0.0496643361074294,0.991204042203159
461,2,318379,0.0162145515935719,0.049804012406856,0.744944743453295
462,2,321266,0.0152070895933956,0.0494714581416614,0.75872691468804
463,2,322957,0.022339613282296,0.0490220320641036,0.648881907050036
464,2,325221,0.0241336291509647,0.0492889036126317,0.624695520847959
465,2,332691,0.0605068864316595,0.0497036325250113,0.224282954561262
466,2,333006,0.0843313385393364,0.0495069800257665,0.0893690297934923
468,2,335046,0.055392089306315,0.0491235201073614,0.260251231278536
469,2,335049,0.0465097160835395,0.0493591508077116,0.346698113812845
470,2,335995,0.0488401522124496,0.049073164412879,0.32029556886176
471,2,336060,0.0547163415522743,0.0489893080588952,0.264795116745408
472,2,338292,0.00923274014349626,0.0490702441091497,0.850864405324405
473,2,339568,-0.0151761168148878,0.0491399819017399,0.757629687430836
474,2,340466,-0.012943482763141,0.049567356145139,0.794145173181575
478,2,348480,-0.00935459270493551,0.0490709510282115,0.848921921057171
479,2,350086,-0.0257957213454722,0.0490565847225065,0.599332288035371
480,2,351083,0.012164479502415,0.0497058200848109,0.806808096031289
481,2,351335,-0.000133827758964089,0.0491512746806452,0.997829082247762
482,2,351417,-0.0148032528243076,0.0491372010649765,0.763390833950594
483,2,351450,-0.0137174202575121,0.0491924809787786,0.780521715983785
484,2,352302,-0.0128942368566948,0.0495817291432603,0.794968917983532
485,2,352469,-0.00848410699644946,0.0490829879782495,0.862866597232147
486,2,352562,-0.00657597368316967,0.0492844337878268,0.893930128407563
487,2,352944,-0.0110522688233156,0.0491399966393212,0.822176386580737
490,2,355266,-0.00510952421538588,0.0491427650119783,0.917249764975355
491,2,358277,-0.0119401014883777,0.0491471665888615,0.808188430280073
492,2,358926,-0.00845475127550142,0.0492215412717132,0.863717303614139
493,2,358948,0.00425998012399814,0.049238671329299,0.931104527945747
494,2,359515,0.0022581605940841,0.0491651014236442,0.963391893529287
495,2,363190,-0.0216833663056987,0.0496329271119039,0.662469391439315
496,2,363588,0.00809087520448093,0.0498403476092628,0.871134267822064
497,2,363888,0.00271926214469226,0.0494142711186881,0.956145779062623
498,2,363954,-2.27307946881056e-05,0.0492181434652916,0.99963176771417
499,2,364199,-0.00811394207413627,0.049149377911225,0.868969703059677
501,2,365981,-0.0160180714989724,0.0501350062656074,0.749537340812094
502,2,366047,0.00293032086170664,0.0492389463562106,0.95257777882024
503,2,366936,-0.0185819988343222,0.0497960158205092,0.709251589083821
504,2,369530,-0.0115064870385805,0.0491536688892958,0.815049162563558
506,2,369931,-0.0255112430681816,0.0494760808068806,0.60643716334164
507,2,371033,-0.0110536532445614,0.0493598049649989,0.822933249013196
508,2,372919,-0.0081057621601679,0.0491482177992724,0.869097539716706
509,2,373518,0.00798803578689489,0.049120362772846,0.870909368894092
510,2,376157,-0.0173406119166752,0.0492219620171772,0.72482786690098
511,2,376172,-0.00980784962709616,0.0495837307605829,0.843312439897009
514,2,381433,0.0419593194134446,0.0495003109549438,0.397202994108375
515,2,381922,0.0383966763945942,0.0498936839843649,0.442069722060081
516,2,382146,0.00100079172626727,0.0491842576374783,0.983777416407934
517,2,384206,-0.0128842856327505,0.0493326260480179,0.794112408852049
518,2,384955,0.0121957290141687,0.0492232158641178,0.804461250559248
520,2,387301,0.0231637245500886,0.0494627161678097,0.639854261382179
521,2,388313,0.0383907764050669,0.0491418235251938,0.43519431845163
524,2,390138,0.0327818776432523,0.0493065302218374,0.506574956073829
525,2,391233,0.0437024508082698,0.0495570367542752,0.378451699742771
530,2,395606,-0.0226300439893796,0.0493089550668667,0.646556913251256
531,2,395726,-0.0245007387216959,0.0492883905308022,0.619435429279477
532,2,395853,-0.0182435949141236,0.0494365176589941,0.712326053337696
533,2,396484,-0.0150951523148058,0.0492209388596832,0.759266615976044
534,2,396705,0.00477262984521132,0.0492030802657636,0.922782554889878
535,2,398759,-0.00188460585544242,0.0496059090730828,0.969715887443639
536,2,400386,-0.00229949507212335,0.0493290019317531,0.962846055071843
537,2,400847,-0.0167301758467328,0.0492756758170724,0.734418437633781
538,2,401130,-0.00347324017513118,0.0497349980599129,0.944364587521024
539,2,401143,-0.00321751967938827,0.0496364547266867,0.948352651533921
540,2,401979,-0.0146474481657627,0.0495998839977622,0.767929058326032
541,2,403598,-0.0233217387819881,0.0493276636237819,0.636653569171688
542,2,404844,-0.0069027929334981,0.049893126918352,0.89004145058968
543,2,405100,-0.0159776232730253,0.0494304452391462,0.746709078144323
548,2,406181,-0.00235115840134786,0.04946961153484,0.962119828357201
549,2,406688,-0.0114803562729767,0.0491804907419259,0.815560389734971
550,2,407621,-0.0027113802524466,0.0495874637772521,0.956425336220559
551,2,409016,-0.00128147825856256,0.0500842281774126,0.979601641214379
552,2,410647,0.0220603327257329,0.049340305334155,0.655072931791542
554,2,419803,-0.00459712528072143,0.0497002056296344,0.926355560083594
555,2,419943,-0.0171578868966002,0.0499858682335864,0.731611150478161
556,2,422349,0.00581010756213685,0.0493800381305195,0.906403141754879
557,2,425467,-0.00707287418885127,0.0492022958741807,0.885779204860141
560,2,429095,-0.00289967684037273,0.0494948650158804,0.953315483726249
561,2,431266,-0.0347234811358306,0.049487569606867,0.483353140627429
562,2,431446,-0.0330897982397709,0.0496908806634124,0.505901692308729
563,2,432524,0.000409369391414727,0.0492446503338654,0.993371980446293
564,2,434090,-0.0253064918970388,0.049680145657944,0.61079825620771
565,2,441927,-0.0272465745486215,0.0491450216082973,0.579648194554547
566,2,446471,-0.0271578146566047,0.0497481467661681,0.585475332859304
