SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
108,1,154084,0.00549881195358171,0.164937006740235,0.97342320700018
110,1,157269,-0.0530156606486024,0.161919196884857,0.743543966003019
111,1,160054,-0.0569180981438701,0.163454308088443,0.727882359468317
112,1,166222,-0.0424440108249787,0.162257496245381,0.793794522480743
113,1,166416,-0.0351597681832049,0.161932969222329,0.828236020783799
114,1,167326,-0.0875844741109009,0.162797305579606,0.590918098103467
115,1,168836,-0.0613480577478313,0.162059338733223,0.705247352057832
116,1,171200,-0.20909007078304,0.16195306423144,0.197529963162461
117,1,171431,-0.256565475985912,0.162776649646555,0.115879806545701
118,1,173339,-0.218429625989798,0.161660638097826,0.177509048307114
119,1,173845,-0.217078470512687,0.161531097426292,0.179850194217985
120,1,175121,-0.210218454343792,0.161234938522392,0.1931506578588
121,1,175281,-0.204740929268195,0.161392593833036,0.205423480557654
122,1,175315,-0.214681627938771,0.161304949822469,0.184079126045726
123,1,175523,-0.216642911299766,0.16221608183442,0.182566514723034
124,1,175541,-0.210302129084087,0.161574427864625,0.193908603676731
125,1,175653,-0.225782627232023,0.162029148256391,0.164354678160698
128,1,175856,-0.222984463007976,0.164729443870602,0.17671714099432
129,1,175876,-0.208670919431337,0.162245684997563,0.199236605002264
130,1,175989,-0.216691182256027,0.162681064013306,0.183719520450673
131,1,176001,-0.216021955007534,0.163535500482739,0.18737422835327
133,1,177692,-0.257124514311628,0.161129014511478,0.111435451161644
134,1,178191,-0.256291294267401,0.161293912352275,0.11296222654052
135,1,178224,-0.257124514311628,0.161129014511478,0.111435451161644
136,1,178960,-0.271869936701387,0.162357137062951,0.0949145248623137
140,1,183802,-0.223367811367825,0.161291952364452,0.166967928513024
141,1,183954,-0.20031833393457,0.162557675936442,0.218660606733191
142,1,184450,-0.115700176823774,0.161363134386942,0.473837505456908
144,1,184718,-0.164359658894003,0.162162299142115,0.311491545121086
145,1,185296,-0.140062577007307,0.161537223535786,0.386497750540631
146,1,185438,-0.159519017414157,0.161493751596114,0.323940850252626
147,1,185469,-0.160564890406427,0.161724531370135,0.321473093678981
148,1,185503,-0.136562190746028,0.161367688820746,0.397970075957183
149,1,185705,-0.156218604028266,0.163124871349963,0.338888291570388
150,1,185749,-0.116172771723753,0.163219560401236,0.477084959915912
151,1,185806,-0.203895977498787,0.163194301859683,0.212344323301719
152,1,185879,-0.193686263108244,0.164021412806856,0.238453515370765
153,1,185916,-0.116284469472206,0.16415367193421,0.479171933494918
154,1,185941,-0.0528623773387865,0.16496190098716,0.748815290665674
155,1,185954,-0.086628731536424,0.165403471390272,0.600786707519088
156,1,186055,-0.139045839666162,0.161996365480867,0.391294395650821
157,1,186896,-0.129025654431212,0.164680845425723,0.43386527967814
161,1,190132,0.0229280782981384,0.162366443408785,0.887783074302831
162,1,190148,0.0488210054932895,0.162399212304913,0.763878651561897
163,1,190165,0.0288307978517848,0.16366087957636,0.86026783426779
164,1,190169,0.0474674329569008,0.163444451174785,0.771665971119474
165,1,190933,-0.0192216615381899,0.162135155240851,0.905696679809439
166,1,192149,0.125666853652229,0.163327078311621,0.442159517149239
168,1,192303,0.187972808651919,0.194616629488463,0.334774465111015
171,1,192795,0.0892151799376349,0.161761758813601,0.581624784279345
173,1,194187,0.0480822083674591,0.161945292371996,0.76671441078278
174,1,194867,-0.00181934622725893,0.161877339716386,0.991039079694152
190,2,8314,0.135460645973988,0.164460246746982,0.410684344521424
194,2,8498,0.0177317605236873,0.164374410170023,0.914156757446781
195,2,8651,0.0202417162051034,0.164527498967919,0.90215384850453
197,2,9812,0.0348663401318449,0.165498231693811,0.833262440460967
198,2,9932,0.0209059002453558,0.164852561725555,0.89915843817913
199,2,10135,0.00872082896778625,0.164224320552901,0.95767975923007
200,2,11616,0.0609693254014261,0.164018567755523,0.710322800030439
201,2,12133,0.0693911264338152,0.164661425788225,0.673707086909439
202,2,12194,0.0813324521981582,0.165283051094429,0.622968799153206
203,2,12359,0.046957076803853,0.164837370953094,0.775911466648438
204,2,13061,0.0617845821604344,0.164811380901588,0.707974421846245
205,2,14298,0.0459050757978239,0.165346165454814,0.781458832448382
206,2,15222,0.0703559566551117,0.166934760982631,0.673677339844289
207,2,17986,0.0441262805820377,0.164033853521632,0.788081332610219
208,2,19770,0.0476616777213419,0.165165420783843,0.773080328959043
209,2,19836,0.0275299679583161,0.164724563543402,0.867365599057175
210,2,19851,0.0335836716437499,0.165203719419041,0.839028303975787
211,2,21595,-0.00622644336687839,0.164530692548755,0.969833726868238
212,2,22385,-0.0129500015149855,0.164685267849419,0.937367621542663
213,2,23441,-0.0189021381254773,0.166283193546084,0.90956054875837
214,2,24209,-0.000156414472667343,0.164917017646552,0.99924378744228
215,2,24341,0.0101965851065495,0.165306207205339,0.950850176158356
216,2,26815,0.0471260601642483,0.165089950187794,0.775461564663717
217,2,28209,0.0697627440934211,0.165122818228338,0.672924601893881
221,2,41245,-0.105403593485468,0.164435354356672,0.521936508733644
222,2,43214,-0.187300522754563,0.166901073399243,0.262529612676988
223,2,47104,0.016892566742629,0.162534963873713,0.91728241860029
224,2,50915,0.0483305868582774,0.164114266570784,0.768553922587024
225,2,55834,0.026176288120489,0.163370048953814,0.872793930876787
226,2,56422,0.0340390679588374,0.163658045638756,0.835357527350858
227,2,57715,0.0321448320143252,0.163119579989513,0.843891659492369
228,2,59046,0.0217403570043561,0.163949688481108,0.89458225535654
229,2,59191,0.030089335054971,0.163007162806047,0.85365738602462
230,2,59383,0.0461241581924111,0.163043494835763,0.77742328957464
231,2,59477,0.0443397853592635,0.165498631870357,0.788920207393926
233,2,60471,0.0224521153166616,0.16327722201959,0.890706743707049
234,2,60478,0.0251051669725569,0.163462457881198,0.878025760190261
235,2,60786,0.0446515850398478,0.163181828742028,0.784528343372288
236,2,61035,0.0523749566741052,0.163163552320323,0.748402872592677
237,2,61071,0.0827272930237937,0.162387396657402,0.610759325203923
238,2,61675,0.0596591803476648,0.162883805355516,0.714384273290787
240,2,62939,0.125502272937387,0.162495910939186,0.440429198042792
241,2,63527,0.108169777041231,0.16314206506132,0.507737411518412
242,2,63857,0.0844723434672314,0.163219683770099,0.605105001632228
243,2,65527,-0.00833633049176541,0.162742675524427,0.959176002209575
247,2,67976,0.0199234211986414,0.165083932088524,0.904007923480179
250,2,72389,0.180993356312792,0.163786214978231,0.269886838902303
251,2,72392,0.0357841090303843,0.16517392035393,0.828610137243455
252,2,73646,0.136031645247538,0.161636214195459,0.400586476888798
253,2,74564,0.15767944901597,0.161262365223284,0.328851729655395
254,2,74739,0.20207720681828,0.161654149521088,0.212106112349444
257,2,80873,0.314211533601579,0.161534681157528,0.0525488437019223
258,2,81501,0.339590816920106,0.161361891943587,0.0360388651372342
259,2,83526,0.339840862717209,0.161106938966649,0.0356126931042475
260,2,83845,0.336004378054849,0.161284752655065,0.0379430940554925
263,2,84447,0.343944461613232,0.163322305983634,0.0359166250436982
264,2,87391,0.42357364471365,0.159975941403978,0.00846680189827292
265,2,87562,0.415562002896494,0.160448169740445,0.00999489011492962
266,2,87849,0.438849875233163,0.160256918016705,0.00648663305571985
267,2,87878,0.43664539162415,0.160977143375232,0.0070054586754067
269,2,89785,0.370407075214943,0.161465093874203,0.022375037858067
272,2,93721,0.355215704498557,0.161067204258122,0.0280709433814545
273,2,93952,0.343584159529755,0.160671804742473,0.0331685126275621
274,2,95085,0.393948015350887,0.160571620867502,0.0146336946393735
276,2,107124,0.385601420039521,0.160710219462684,0.0169416379248738
277,2,111645,0.540758052564855,0.159543833630309,0.000779631688303646
278,2,111916,0.532722914512112,0.160008497792528,0.000962352244992823
279,2,111931,0.540431853104242,0.160187709049332,0.000823873617343944
280,2,111999,0.531939446908096,0.159674691317795,0.000955497183915693
281,2,114528,0.428259527411776,0.161497870023706,0.00836759093449653
282,2,116024,0.512458205393576,0.161195008311886,0.00160783975442179
286,2,120090,0.316947773876183,0.161964492962057,0.0511475279230386
287,2,120291,0.346537278174031,0.163666834934621,0.0349304145215405
288,2,120726,0.312128837726789,0.162906357435697,0.0561723352331007
289,2,121716,0.347251383271001,0.162517695798817,0.0333095687314607
290,2,123100,0.233575197544224,0.163318416551922,0.153549057670237
291,2,124677,0.19557822631402,0.163233692916677,0.23166297226807
293,2,127887,0.13882026176428,0.1645208809621,0.399360951034674
294,2,128935,0.165824075418065,0.164294131558457,0.3135162486287
295,2,129053,0.222885009491051,0.164604933602311,0.176583330602087
296,2,130040,0.158150311927456,0.165825630101408,0.340880771996471
297,2,130976,0.0804074244268245,0.164631093887934,0.625562925764128
298,2,132199,0.146442404147453,0.16526630734387,0.376167111749616
299,2,133355,0.151867223317198,0.166372963369607,0.36196446180006
300,2,133435,0.122827949886675,0.166801083825119,0.461992303554695
302,2,135183,0.144384947047883,0.166844714084366,0.387415134243218
303,2,135402,0.178891865092067,0.166724713063427,0.284014164056364
304,2,135898,0.234110535681975,0.167418960323107,0.162885446669197
305,2,135912,0.234662502860556,0.167541120506608,0.162204243326923
306,2,135925,0.233599318419106,0.166782171751077,0.162204567490131
307,2,136002,0.183218611500019,0.166835068582513,0.272864772494445
308,2,136173,0.224145172511661,0.167878813492625,0.182684164403926
310,2,138318,0.292482219736792,0.172042597654474,0.090001042335854
311,2,138695,0.245386812752301,0.169281621827308,0.148064225889065
312,2,138818,0.224087315244573,0.169053138649686,0.185848107639886
313,2,139728,0.220468124434162,0.168762060607399,0.192272401003836
314,2,140174,0.212078534171088,0.168792515354664,0.209785458193815
315,2,140863,0.179207627495648,0.16883187640348,0.289208329809427
316,2,141152,0.175780682136991,0.169319148868425,0.299905294892623
317,2,141292,0.217163678047669,0.167960911693365,0.196876756340104
318,2,141545,0.182538071295312,0.168899064408508,0.280545064857586
322,2,146723,0.288325826539055,0.168174405254914,0.0873246880565654
323,2,147946,0.28894671395343,0.169724717219571,0.0895526297657584
326,2,151397,0.278266607751815,0.170202928609102,0.102959128857843
327,2,153035,0.245949747065525,0.168478471591561,0.145226444822251
328,2,153228,0.237588552415674,0.16974898554816,0.162497411562304
329,2,153455,0.191546738086875,0.171200826732662,0.263968161959142
331,2,153815,0.198557410099665,0.170518932082903,0.245036026367556
332,2,154160,0.208710016926619,0.168690649566159,0.216822151872207
333,2,154235,0.210998873413989,0.170374435700111,0.216375114538044
335,2,159870,0.239971028132295,0.165940885617965,0.149029815825441
336,2,161229,0.260612394591065,0.1684160152548,0.122655040993334
339,2,162696,0.314826455793039,0.167422706815859,0.0608728200924676
340,2,163284,0.350164865177004,0.164980119477539,0.0344942950274979
341,2,164166,0.242732467066336,0.167072307989615,0.147151300442498
342,2,165270,0.244370716401452,0.165652022757161,0.141048745190909
343,2,165675,0.22135706331634,0.168496514896727,0.18979395271296
346,2,168062,0.140492568512937,0.167223033498135,0.401392499972448
347,2,168518,0.0805463849321317,0.166376477065162,0.628600043840061
348,2,168980,0.159030102074441,0.166137207967015,0.339110587934869
349,2,169651,0.173248818065334,0.166176057750682,0.297864735541113
352,2,170725,0.297048424012131,0.165976646966483,0.0743591939180484
353,2,171254,0.334169780399666,0.166047920909899,0.0449273832648585
354,2,172242,0.178384097876096,0.16475039290348,0.279656803706845
355,2,173254,0.172639573449827,0.163501179916647,0.291739702389294
356,2,173340,0.168476069754258,0.163493635542696,0.30349269850955
357,2,173385,0.163599655346404,0.163658673665576,0.318169794331701
358,2,173973,0.23049554431649,0.162993740003454,0.158202912663177
360,2,177341,0.272788615418833,0.162249509529488,0.0935909100075507
361,2,180314,0.163723646571291,0.162719330512734,0.315021998625722
362,2,180339,0.139994668032253,0.163194166193101,0.391562249280914
363,2,182758,0.211186662487862,0.162389757212654,0.194280605472302
364,2,183619,0.120116144232015,0.163294207434102,0.462474080196689
367,2,187176,0.04190915645758,0.16429386167481,0.798804794542005
368,2,191066,0.0465586514054925,0.16551874285029,0.778653326414218
371,2,191599,-0.0293845898635769,0.163236128992384,0.857245824158262
373,2,191763,-0.0392377957225865,0.163876847287545,0.810907524637784
374,2,191959,-0.037539328718052,0.163478059024845,0.818512945036883
376,2,195759,0.10578987206245,0.16479791616011,0.521330754974008
377,2,196912,0.202597077408296,0.161868180872249,0.211537962080759
379,2,198110,0.164648484422459,0.162963679709941,0.313025152911697
381,2,198805,0.162950446997321,0.163672447893582,0.320131962459313
382,2,198891,0.167796126777449,0.162379969217603,0.302145295925618
383,2,199248,0.167651877009994,0.162752351389516,0.303666376911237
384,2,201782,0.100208882770412,0.162709089360391,0.538372209480356
385,2,203285,0.273744504397633,0.161509469716946,0.0909738010769249
386,2,203783,0.236934196955989,0.1613239951462,0.142808681085919
387,2,204179,0.214217059611128,0.161806478746911,0.186389913942439
388,2,205406,0.162040843942846,0.163647151933955,0.322762265748345
389,2,205834,0.190647394870513,0.162773405047554,0.242290644378351
391,2,207192,0.18646972533799,0.162634327092504,0.252340831010223
392,2,207561,0.150581496716309,0.16201856602656,0.353312326946646
393,2,208682,0.186456424072719,0.161639417481581,0.249472059126252
394,2,210102,0.193039255992842,0.162036598343153,0.234323975988223
396,2,214801,0.157440863685671,0.162137887176219,0.332197871861719
397,2,215016,0.153694681702294,0.162055315689511,0.343570212320026
398,2,218876,-0.0603446289381231,0.163907720892844,0.712972955700412
399,2,227511,-0.118122482970317,0.164979774694504,0.474476064915135
400,2,230378,0.0102594499016768,0.163018025778498,0.949854321688037
401,2,231943,0.00272343650769147,0.163486259473357,0.986718462820781
402,2,232156,-0.0189131940761973,0.163416208026876,0.907927312960536
403,2,232789,-0.0292928616135024,0.16283317775795,0.857338284496791
404,2,238524,-0.0260498045777328,0.16306390968099,0.873167714317669
405,2,241518,-0.0645695439548789,0.164449572122502,0.694822087294753
406,2,250396,-0.0961078136611319,0.163284075790484,0.556510956284046
407,2,250466,-0.0686541173441793,0.163265602340705,0.674371928631354
408,2,252305,-0.098281375498307,0.163655779208307,0.548533668861314
409,2,254571,0.0128951780476476,0.166037714697607,0.938139213815718
410,2,254742,0.0069980026445946,0.165888782658849,0.966375145685707
411,2,254908,-0.00138167950828194,0.167156338881847,0.99340959666149
413,2,255862,-0.0889234669514072,0.166082009997446,0.592697288681771
414,2,255975,-0.0949289715729564,0.165472458050041,0.5665466881412
415,2,258311,-0.194347569026571,0.162487036355764,0.232467942995067
416,2,259284,-0.127774822145896,0.163222563666645,0.434254300190615
417,2,266330,-0.0822581073236407,0.164008183875279,0.616297590289733
418,2,267100,-0.10679710182702,0.163956147224467,0.515227608518015
419,2,268086,-0.0730355808362262,0.16402055237706,0.656388112242186
420,2,274614,-0.114887598186737,0.162955115322825,0.481258958438556
421,2,274729,-0.127454124389545,0.163821335873909,0.437086101655245
422,2,275746,-0.0520850563132332,0.163866706278624,0.750786552477253
423,2,277029,-0.0594740583616348,0.16309783643562,0.715589059827314
424,2,277741,-0.0853603692924335,0.163129340136526,0.601116050366551
425,2,278218,-0.076608974353514,0.162846802072648,0.638334182147184
426,2,278379,-0.056747044159125,0.166901820394794,0.734056829740083
427,2,279910,-0.0924743880218071,0.162766241366954,0.570299548942941
429,2,283431,-0.100963070916965,0.165138193746266,0.541338019325663
430,2,283573,-0.116555284436809,0.163125703229992,0.47538281575699
431,2,286762,-0.06928697826724,0.163619924130574,0.672215403793112
432,2,287187,-0.177726930252962,0.162622955417052,0.275192954205983
433,2,288379,-0.0512131878897277,0.161640378170345,0.75155675952131
434,2,294941,0.0323340045732865,0.161750913135444,0.841673910969571
439,2,297610,-0.0369812794295731,0.16256689725905,0.820179528313215
441,2,299680,0.0668814263540304,0.162039039209368,0.680041210197569
442,2,299708,0.0998496495392907,0.162333030414852,0.538890674204429
443,2,299759,0.0834617713327302,0.161808745000468,0.606313466436128
444,2,300111,0.0431798936945885,0.162984490332487,0.791216067836027
446,2,301710,0.0420736607630674,0.161897632996931,0.795109256021001
447,2,303446,0.0653033032050133,0.162895894421893,0.688743795506801
448,2,303854,0.129149852029938,0.162819178389317,0.428188118193275
449,2,304472,0.0563620237790605,0.161559284993602,0.727400306709611
450,2,304691,0.0299766569745936,0.164197237629818,0.855244205848275
451,2,308097,0.177597824145751,0.162198972444457,0.274290299929085
453,2,309402,0.0780258122557862,0.161432257299675,0.629157753893137
454,2,310030,0.0672301277902027,0.162353503230181,0.679054432406551
455,2,310113,0.044172868818838,0.161922880530351,0.785165017798411
456,2,310972,0.0580734759849111,0.162156402943309,0.72045822778702
457,2,312659,-0.0476659721190573,0.161536751823096,0.768107622802228
460,2,318265,-0.217238017571945,0.163247244770061,0.18413677147853
461,2,318379,-0.186634479897021,0.163840221619698,0.255423471022332
462,2,321266,-0.135778351346058,0.162882170609152,0.405070900636956
463,2,322957,-0.245376749908822,0.161058485625904,0.1285225570742
464,2,325221,-0.215889010162088,0.162067343173264,0.183688523034976
465,2,332691,-0.0986182211218034,0.16404515079752,0.548115851530487
466,2,333006,-0.118165267028592,0.163685985517288,0.470832545384936
468,2,335046,-0.0501555819465196,0.162143350004309,0.757254048771658
469,2,335049,-0.0678931894557778,0.162814840088956,0.676934568112577
470,2,335995,-0.110515821391684,0.161827969093883,0.495104302109843
471,2,336060,-0.117826970050011,0.161595137687566,0.466393881934254
472,2,338292,-0.135859073645226,0.161544845864882,0.400917739925201
473,2,339568,-0.148081412420949,0.161758273366432,0.360581009933757
474,2,340466,-0.178008418361642,0.163077385750684,0.275771899682822
478,2,348480,-0.106019455328545,0.161610663635158,0.512240095795601
479,2,350086,-0.172373621527862,0.161456327939016,0.286422604116564
480,2,351083,-0.16674336161394,0.163566176681397,0.308699648379282
481,2,351335,-0.147328287763956,0.16177557908669,0.36307728618003
482,2,351417,-0.139033832091745,0.161770783763382,0.390675793420166
483,2,351450,-0.23316355082054,0.161643462200895,0.150060500895094
484,2,352302,-0.139366153659834,0.163231159216165,0.393796887659005
485,2,352469,-0.150105861381718,0.161549900879529,0.353440603047306
486,2,352562,-0.162253676462172,0.162178632687198,0.317771929378632
487,2,352944,-0.159114374817489,0.161718354562319,0.325839511754407
490,2,355266,-0.180219006023327,0.161655617441328,0.265680437356452
491,2,358277,-0.195962722408055,0.16162933275369,0.226162254164259
492,2,358926,-0.186133322674204,0.161901011623999,0.251056630249427
493,2,358948,-0.191019489974627,0.161936379260221,0.238955336175305
494,2,359515,-0.17093378786158,0.161755905443993,0.29135332723263
495,2,363190,-0.0665176314696298,0.163558568875818,0.684482161405911
496,2,363588,-0.072233936124976,0.164197300681517,0.660263125406074
497,2,363888,-0.073903050403555,0.162785330162172,0.650114409536528
498,2,363954,-0.0551435199158653,0.162159300488208,0.734015326858151
499,2,364199,-0.0713116975919415,0.161921032901252,0.659909494222807
501,2,365981,-0.177629731119896,0.164960330706743,0.282303759174221
502,2,366047,-0.117420447213086,0.162134818535457,0.469413524141561
503,2,366936,-0.0756018198217422,0.164073116754444,0.645239282823575
504,2,369530,-0.152914046942126,0.16178138012019,0.345208689925429
506,2,369931,-0.143241362225881,0.162918923565471,0.379880818318784
507,2,371033,-0.205826872203507,0.162294903638425,0.205552466791243
508,2,372919,-0.140885819873508,0.161787996201975,0.384452359887947
509,2,373518,-0.0737789208005625,0.161822072343525,0.648723404368164
510,2,376157,-0.146478156421752,0.162039510465447,0.366630081514842
511,2,376172,-0.12930359778518,0.163254617060906,0.428871376396487
514,2,381433,-0.0317433427112253,0.163272853727958,0.845959662979194
515,2,381922,0.00668876498545934,0.16454940720383,0.967598719259559
516,2,382146,-0.0145601348920431,0.162072439338891,0.928467532797807
517,2,384206,-0.0102176500408757,0.162577903160936,0.949923339173398
518,2,384955,-0.0235266003209753,0.162211843804058,0.884765012284647
520,2,387301,-0.0192117250198376,0.163039203479564,0.906265413344064
521,2,388313,-0.0368585002936782,0.162062418752675,0.820217968393333
524,2,390138,-0.104328441902412,0.162483957010392,0.521235020054409
525,2,391233,0.0387381428153921,0.163469377108499,0.812813707384134
530,2,395606,-0.232836670306638,0.162060436875682,0.15168115579415
531,2,395726,-0.229233488114442,0.162015421283474,0.157983181804248
532,2,395853,-0.206861776535915,0.162564456243454,0.204036306723482
533,2,396484,-0.190433583862516,0.161899711837502,0.240289953936855
534,2,396705,-0.224476352135922,0.16169758314011,0.165936988104866
535,2,398759,-0.243359644793327,0.162949987316621,0.136209506182046
536,2,400386,-0.225451308679911,0.162108156473899,0.165178460501403
537,2,400847,-0.248287181189176,0.161863393666389,0.125942511834385
538,2,401130,-0.242465172354385,0.163381273307346,0.1386893014265
539,2,401143,-0.224124980335057,0.163129695421666,0.170342428656879
540,2,401979,-0.179679479133153,0.163183986300368,0.271609792194372
541,2,403598,-0.152717441529618,0.162394916279638,0.347651501239325
542,2,404844,-0.153707118507315,0.164210889707304,0.349895143931781
543,2,405100,-0.167055333639413,0.162666724197153,0.305133480754336
548,2,406181,-0.162332093685652,0.16278589980621,0.319344567785103
549,2,406688,-0.118815498892012,0.161950870030399,0.463648131850884
550,2,407621,-0.177539464276052,0.163130096349036,0.277191697454154
551,2,409016,-0.243742113993501,0.164529304547857,0.139378472518356
552,2,410647,-0.224840230383855,0.162193563310205,0.166546664086023
554,2,419803,-0.17652883686118,0.163506624509201,0.281038151730686
555,2,419943,-0.156382792811124,0.164532788852625,0.34252589644256
556,2,422349,-0.220552507333109,0.162298559994063,0.175036145299235
557,2,425467,-0.147730066629098,0.161947616150579,0.362281276317663
560,2,429095,-0.0891392891854869,0.163029497357595,0.584883677788192
561,2,431266,-0.0724950790228939,0.163141740593156,0.657048359433528
562,2,431446,-0.0460166888055191,0.163828152789582,0.778964014357849
563,2,432524,-0.000559142933144019,0.162273218937939,0.997252690326867
564,2,434090,-0.128408267690679,0.163625753957944,0.433115898084628
565,2,441927,-0.140445148288891,0.161842857923183,0.386100420216766
566,2,446471,-0.28420610421941,0.163302431360838,0.0826660806646115
567,2,449325,-0.323515497737496,0.162130607073411,0.0467674110762713
569,2,450017,-0.426126919218071,0.160544238555978,0.00830784220650133
570,2,451779,-0.405963356085214,0.161302517295687,0.0122857227321867
571,2,451784,-0.419585829387209,0.161796119655677,0.00990152367225741
572,2,453525,-0.407348486386574,0.16193629777637,0.0123301856089006
573,2,453768,-0.437948504877325,0.161927761909254,0.00717020171710668
574,2,454027,-0.401503083089313,0.161507108840347,0.0133815812403038
575,2,455029,-0.376324326327125,0.161765373830746,0.0205649804418992
576,2,455247,-0.375650783394964,0.161239272237904,0.0203815257157622
579,2,455756,-0.371615183761032,0.173428332647626,0.0328157834138082
580,2,457024,-0.402056119198399,0.1622630848133,0.0136865544686761
581,2,457298,-0.436718667296309,0.162486926616614,0.00753499500765424
582,2,460202,-0.385199783572437,0.163231093734808,0.0188262934500004
586,2,464424,-0.383765540539861,0.16238185493052,0.0186517750343787
587,2,465824,-0.309501785211333,0.164447392647534,0.0606487220798635
588,2,470145,-0.223799582061588,0.162478704496895,0.169258626131687
589,2,470686,-0.170819012346691,0.162561915838713,0.294072237392104
590,2,471144,-0.201959964141383,0.162742601361622,0.215438002014673
591,2,471830,-0.267451709981911,0.162008966472212,0.0996595560547509
592,2,472403,-0.235565383870191,0.162294731480486,0.147538089215259
