SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
222,2,43214,-0.00607339918623873,0.101677861073179,0.952403064484662
223,2,47104,-0.102415599867351,0.0986934120855625,0.300113215407229
224,2,50915,0.0166853270659914,0.0998110500049063,0.867332688687539
225,2,55834,-0.0395935324077581,0.0993314218489206,0.690428750159069
226,2,56422,-0.0346175581427144,0.0995143426664164,0.728148899416893
227,2,57715,-0.00299752107414747,0.0992031711603657,0.975911879826125
228,2,59046,0.0324127307587952,0.0996902139676578,0.745271871104431
229,2,59191,0.00216586397050872,0.0991341960330114,0.98258170951331
230,2,59383,-0.0221949078752278,0.0991557756639335,0.823012242259853
231,2,59477,-0.0206421645140864,0.100648850753184,0.837619306882445
233,2,60471,0.0160411132076951,0.0992926986929068,0.871749662747222
234,2,60478,0.0183088614401896,0.0994049021636119,0.853974327212394
235,2,60786,0.00114227169353964,0.0992462036149674,0.990823472209516
236,2,61035,-0.00703285743769955,0.0992383586142152,0.943542675165401
237,2,61071,-0.0367625077708224,0.0987694972894477,0.709963517243566
238,2,61675,-0.0115831586546956,0.0990713637496856,0.906992060412734
240,2,62939,-0.0553610410786193,0.0988581266615191,0.575831246580501
241,2,63527,-0.0237826611341531,0.0992652057760651,0.810789433044347
242,2,63857,-0.0547723754714052,0.0992535658665572,0.581405171163719
243,2,65527,-0.0600821030904164,0.098917326955685,0.543977888259093
247,2,67976,-0.0465645495447938,0.10036389911914,0.642964411576399
250,2,72389,-0.0790103508087481,0.0996867156298313,0.428551084448179
251,2,72392,0.00762337108059097,0.100453006422219,0.939549663810485
252,2,73646,-0.0196712589956393,0.0983887571957821,0.841647315965112
253,2,74564,-0.0110010272871989,0.098199383730191,0.910865310157575
254,2,74739,0.0324007124837385,0.0985089277386061,0.742417678805396
257,2,80873,0.126240674203318,0.0985302476823197,0.200951189799379
258,2,81501,0.148564935615652,0.0984255091637024,0.132087301761971
259,2,83526,0.136060992456061,0.0983231213077881,0.167289515870859
260,2,83845,0.180242432390797,0.0982157396755213,0.0673219415076363
263,2,84447,0.212686908576481,0.0992999234078143,0.0328883544533446
264,2,87391,0.159847649512068,0.0978783278408085,0.103334071260866
265,2,87562,0.159011021704723,0.0981317405066236,0.106042912333561
266,2,87849,0.139970936153512,0.0982045183065303,0.154953981894198
267,2,87878,0.169831970226869,0.0984959938010216,0.0855376997791661
269,2,89785,0.16474606264318,0.0985315291974504,0.0954077255662114
272,2,93721,0.0768938364891123,0.0985372589279943,0.435706120440491
273,2,93952,0.0971251127311923,0.0982041520513306,0.32333455171492
274,2,95085,0.0646023265788734,0.0984173194186837,0.511986618562522
276,2,107124,0.141265050251371,0.0982390490819904,0.151327766454404
277,2,111645,0.0702612339962592,0.0985185006627133,0.476206771231687
278,2,111916,0.0629826315547965,0.0987649661631497,0.52408100143678
279,2,111931,0.0609842704233594,0.0989197089939408,0.537960143894441
280,2,111999,0.0723131872976921,0.0985423968738354,0.463540570140896
281,2,114528,0.0737986737458672,0.099107227789162,0.456988061235615
282,2,116024,0.0790924085503456,0.0993317084289763,0.42642460665301
286,2,120090,-0.0141407325611051,0.0990253523964793,0.886530309942075
287,2,120291,-0.0358399923043131,0.100142504280807,0.720639599344369
288,2,120726,-0.00522571015074408,0.0995815905902083,0.958178568670615
289,2,121716,-0.0119923286241707,0.0994668330355468,0.904103311270196
290,2,123100,-0.0399893761466055,0.0995833492114001,0.688245794846527
291,2,124677,-0.0357183156355833,0.0994507120431557,0.719693155526715
293,2,127887,-0.138461183577382,0.0998793514820103,0.166535060228231
294,2,128935,-0.14211219291744,0.0997698758905677,0.155214181793662
295,2,129053,-0.137827653918222,0.100092292673146,0.169383094340071
296,2,130040,-0.0909077289925794,0.100857314745289,0.368016869366207
297,2,130976,-0.101404927657598,0.100005324120669,0.311279497157156
298,2,132199,-0.148535163878918,0.100303970168383,0.139538462319993
299,2,133355,-0.247704551752781,0.10043402517689,0.0141246352503923
300,2,133435,-0.269741784836189,0.100494197957349,0.00761411472020246
302,2,135183,-0.22854021538828,0.100839777776384,0.0240335260722857
303,2,135402,-0.256323447306549,0.100634896970795,0.0112870668958288
304,2,135898,-0.241943785130016,0.101278637875401,0.017423878289756
305,2,135912,-0.242803686080054,0.10134883019846,0.0171078161264169
306,2,135925,-0.25608516063609,0.10078917067363,0.0114874701668674
307,2,136002,-0.294788005138077,0.100412077856973,0.00354512078616264
308,2,136173,-0.235791573165557,0.101577193752702,0.0208393110765401
310,2,138318,-0.180087371075939,0.104613434037904,0.0860443061217809
311,2,138695,-0.190092340957685,0.102754197060304,0.0651531981657251
312,2,138818,-0.193929420791717,0.102543581173034,0.0594174756458743
313,2,139728,-0.168422112189004,0.102485699983657,0.101196372994305
314,2,140174,-0.130139651620399,0.102643545315833,0.205676600858549
315,2,140863,-0.194158947819601,0.102314823603634,0.0585563185467619
316,2,141152,-0.17986961289376,0.102679722069079,0.0806844971601511
317,2,141292,-0.206656972348801,0.101791022732758,0.0430847661903475
318,2,141545,-0.181678120748273,0.102426878180779,0.0769690628083185
322,2,146723,-0.0941086209977793,0.102574518558118,0.359524965818813
323,2,147946,-0.0948972063670859,0.103514326650488,0.359897274300121
326,2,151397,-0.110318148905493,0.103730523578976,0.28827901307318
327,2,153035,-0.0398653696315971,0.102743642635913,0.698243886211326
328,2,153228,-0.0186986037357961,0.103510641307716,0.856750473633452
329,2,153455,-0.0717016769932306,0.104226882589146,0.491943350543084
331,2,153815,-0.0253601360125799,0.103887803868207,0.807286817427944
332,2,154160,-0.0770977698440916,0.102726034909505,0.453442569958137
333,2,154235,-0.027742175894008,0.103824077816869,0.789468379756317
335,2,159870,0.0446084233687116,0.101184189653222,0.659581639106365
336,2,161229,0.0533895619724249,0.102726254210842,0.603579919784188
339,2,162696,0.0760190890639961,0.102243344942155,0.457666710214501
340,2,163284,0.0766015203818016,0.100885096553743,0.448183010685602
341,2,164166,0.0225307254826768,0.101897873650304,0.825133962745958
342,2,165270,0.0105124806896222,0.1010463927929,0.91719971956836
343,2,165675,0.0247064788615143,0.102709481576175,0.810045711726572
346,2,168062,0.107527900943085,0.101633885179049,0.290782254631373
347,2,168518,0.0823064882054466,0.101117192221751,0.41621014223139
348,2,168980,0.0725101380529103,0.101090349485233,0.473675381284998
349,2,169651,0.073611418680686,0.10113618106791,0.467191239560729
352,2,170725,0.0546775343720621,0.101350432672869,0.589888987660826
353,2,171254,0.0197100670225768,0.101550868422033,0.846216599729136
354,2,172242,0.0105745678859537,0.100354243449131,0.916140162133574
355,2,173254,-0.00133546951788588,0.0995867748917768,0.989308177351212
356,2,173340,0.00585566484819955,0.0995742607100672,0.953139098302038
357,2,173385,0.0178289675716761,0.0996619344035097,0.85812320617717
358,2,173973,-0.0209898328895654,0.0993954081566865,0.832872516197106
360,2,177341,0.0210592513803645,0.0990566561770424,0.831763209564484
361,2,180314,-0.0564843267596351,0.0990506220918,0.568866064600173
362,2,180339,-0.0320466045413736,0.0993319491922378,0.747173044891094
363,2,182758,-0.0078105397150619,0.0989894340893922,0.93715467476834
364,2,183619,0.0529814152382243,0.0993401012554886,0.594138289545873
367,2,187176,-0.0074803791176562,0.0999203734693777,0.940365801822008
368,2,191066,0.0665641128378033,0.100605763678875,0.508637972828374
371,2,191599,0.0150881028650269,0.0992700281225849,0.879281244830696
373,2,191763,0.00266958199626538,0.0996663507286477,0.978646202464647
374,2,191959,0.0250693362947041,0.0994143158539789,0.801056204193125
376,2,195759,-0.0167973114872373,0.100272982744887,0.867060120932839
377,2,196912,-0.0010464035910642,0.0986549947983585,0.991543231052871
379,2,198110,0.00262318104323583,0.0992461240304426,0.978928449611879
381,2,198805,-0.0433636223912189,0.0996469771695945,0.663703174444073
382,2,198891,-0.0141104945639607,0.0988944555805139,0.886622451835671
383,2,199248,-0.0252428989988365,0.0991140614015096,0.799114440750861
384,2,201782,-0.0123364302746642,0.0989991808801204,0.900902102461347
385,2,203285,0.0335479912124334,0.0986013654948373,0.733879220382229
386,2,203783,0.0268073824660528,0.0983948361631662,0.785437597738618
387,2,204179,0.0508792460413895,0.0986061153996917,0.606188137446079
388,2,205406,0.0228763873076802,0.0996493486731333,0.818559766736434
389,2,205834,0.0213032545881393,0.0991729959480373,0.830040258259156
391,2,207192,-0.0298662128281528,0.0990739839442329,0.763246100086814
392,2,207561,0.0162095565392536,0.09864498837536,0.869571594345632
393,2,208682,-0.0353100350128013,0.0984648719034981,0.720104675596585
394,2,210102,-0.00858501431130954,0.098736087191629,0.930761267697779
396,2,214801,0.0284243083013083,0.0987208540671379,0.773572294465233
397,2,215016,0.0203906889697522,0.0986701426736773,0.83639836566912
398,2,218876,-0.0126267360091807,0.0996940047624164,0.8992856391822
399,2,227511,-0.0221723923351688,0.100394969825016,0.825335648314159
400,2,230378,-0.0526279520602074,0.0990970607734531,0.595700925162508
401,2,231943,-0.0830813680874593,0.0993224833982218,0.403450256960378
402,2,232156,-0.0786108219007733,0.0992920012997009,0.429059396464801
403,2,232789,-0.0546190727257131,0.0989855331022652,0.581442447329591
404,2,238524,-0.0294062090470458,0.0991552211570386,0.766971191733576
405,2,241518,-0.0231416786691787,0.100020902790387,0.817162645173599
406,2,250396,-0.00637992404271825,0.0993460121421762,0.948832018822202
407,2,250466,-0.0103147898189888,0.0993099904861029,0.91733580523164
408,2,252305,-0.050641337585536,0.0995382616444394,0.611236516316429
409,2,254571,-0.0363903948892488,0.100954731761432,0.71871688775372
410,2,254742,-0.0458356330620414,0.100852629580074,0.649761795676251
411,2,254908,-0.0705792540538679,0.101583290497638,0.487642737466784
413,2,255862,-0.0103038098006287,0.101038898993163,0.918831529247819
414,2,255975,-0.0238632625150482,0.100667584657918,0.812755419212863
415,2,258311,-0.127406283238878,0.0987807185263454,0.197968284740207
416,2,259284,-0.0832985687665816,0.0992476155842287,0.40186875370615
417,2,266330,-0.036409575830946,0.0997549390133244,0.715337291449889
418,2,267100,-0.0443281779737634,0.0997385862462552,0.656994238871965
419,2,268086,-0.0994883579737164,0.0996331460361257,0.318698276387904
420,2,274614,-0.132534958439282,0.0989163629668571,0.181149836046971
421,2,274729,-0.158888114149435,0.0993507076807697,0.11065633988433
422,2,275746,-0.149424147571483,0.0993486322659985,0.133465650254628
423,2,277029,-0.146491817674725,0.0988964197434512,0.139427974988437
424,2,277741,-0.140223337444422,0.0989612142839736,0.157378754626373
425,2,278218,-0.166411854080621,0.0986662420891434,0.0925611113848713
426,2,278379,-0.122571296791532,0.101304710987122,0.227116542725004
427,2,279910,-0.215502645189781,0.0983617042630165,0.0291108346150251
429,2,283431,-0.0951396266724919,0.100350898788802,0.343742642768387
430,2,283573,-0.118093569126858,0.099074093720657,0.234072843757526
431,2,286762,-0.168618965652989,0.0991219242953466,0.0897997853095091
432,2,287187,-0.133160958483963,0.0988091374349392,0.178632574121259
433,2,288379,-0.0991279658182734,0.0981705975871344,0.313305708146613
434,2,294941,-0.0879610265175226,0.098259614643136,0.371295510523924
439,2,297610,-0.101384819160843,0.0987216180406065,0.305134547274174
441,2,299680,-0.0635939459052398,0.0985063753461216,0.518969484303581
442,2,299708,-0.041879297769931,0.0987472532317276,0.671746876137236
443,2,299759,-0.0447828518363417,0.0984088991596178,0.649339257586751
444,2,300111,-0.0913411587665504,0.0990062545489053,0.356856426316004
446,2,301710,-0.0401675580667154,0.0984409465338905,0.68349381539361
447,2,303446,-0.0835162284279346,0.0989846024050729,0.399391967291297
448,2,303854,-0.0998574443748991,0.0989607424679843,0.313636449289435
449,2,304472,-0.0958440593391275,0.0981334170786585,0.329400903817446
450,2,304691,-0.095389098730231,0.0997287635378114,0.339481675813723
451,2,308097,-0.052687945646166,0.0987655501540174,0.594047585343639
453,2,309402,-0.107429087620586,0.0980376106090777,0.273915693013083
454,2,310030,-0.0910900125001252,0.0986368677109008,0.356383493953172
455,2,310113,-0.0870941212074047,0.098371314193198,0.376564668788063
456,2,310972,-0.0731512661903312,0.0985531424515908,0.458428270373789
457,2,312659,-0.0632632844167412,0.0981896759630409,0.519801482912929
460,2,318265,-0.111566669664339,0.0993468729714765,0.262200123731639
461,2,318379,-0.101164815632576,0.0996737160382449,0.310820135072329
462,2,321266,-0.157768208195429,0.0987946937258135,0.111176081471406
463,2,322957,-0.109312246999714,0.0980935273861855,0.265879666645145
464,2,325221,-0.0657769661015689,0.0987433101136155,0.505756077760313
465,2,332691,0.0143129009139122,0.099808857149521,0.886053648127823
466,2,333006,0.0298125849747976,0.0996031039722897,0.764876762218902
468,2,335046,0.0814215154353381,0.0985222676472281,0.409119838964724
469,2,335049,0.0684484555901812,0.0989698748392612,0.489637520078344
470,2,335995,0.0353747650779385,0.0984593653608822,0.719598290904969
471,2,336060,0.0554575828344171,0.0983004542931943,0.573000751650987
472,2,338292,0.0405252955308282,0.0983149118725266,0.680443868046073
473,2,339568,0.0155011846514661,0.0984832358582688,0.875020218077904
474,2,340466,0.0105086348097373,0.0993378384706182,0.915811575605876
478,2,348480,-0.0304454680821375,0.0983267655323501,0.757020770156857
479,2,350086,-0.0372194713528337,0.0983248064857974,0.70526006497902
480,2,351083,-0.0246776580144012,0.0996070829065776,0.804471863712784
481,2,351335,-0.0567421853160287,0.098449708450404,0.56474115879286
482,2,351417,-0.0537736789416118,0.0984388758359833,0.58522910705632
483,2,351450,-0.0369580469398584,0.0985698249693496,0.707928164581793
484,2,352302,-0.0306706160274384,0.0993547302223813,0.757733292993141
485,2,352469,-0.0616617000160544,0.0983085730368065,0.530916531246496
486,2,352562,-0.0474434915121181,0.0987330659192037,0.631153335548974
487,2,352944,-0.0693343054981729,0.0984113079939865,0.48156360767015
490,2,355266,-0.0858613219436249,0.0983743842512784,0.383364518976795
491,2,358277,-0.0190101882220075,0.0984908230652587,0.847058366348655
492,2,358926,-0.0746483202746989,0.0985609022609438,0.449325887464548
493,2,358948,-0.0598215682547131,0.0986208184202961,0.544518551440399
494,2,359515,-0.0845821000539659,0.0984211163189464,0.390708736601058
495,2,363190,-0.108866362029421,0.0993192236847092,0.273770968495741
496,2,363588,-0.0704779063985676,0.0998101403832315,0.480579464649757
497,2,363888,-0.0667532170631646,0.0989597129742179,0.500403600790709
498,2,363954,-0.0470367143459609,0.0985982416770531,0.633618662714093
499,2,364199,-0.0641781643884868,0.0984367710519366,0.514842553602075
501,2,365981,-0.0652203845271111,0.100421900197507,0.516461027804358
502,2,366047,-0.043378130555117,0.0986451877783819,0.660395288532051
503,2,366936,-0.0369620296003944,0.0997883289914616,0.711303398167353
504,2,369530,-0.054178209054202,0.0984662474846107,0.582515704565505
506,2,369931,-0.0875589076047972,0.0990746953647853,0.377423714162912
507,2,371033,-0.115099991759928,0.0987310483828437,0.244485118923537
508,2,372919,-0.0386147757773026,0.0984722420521568,0.695192389358849
509,2,373518,-0.0794651921154176,0.0983468557279663,0.419629287901697
510,2,376157,-0.0486076749945429,0.0986210823415115,0.622408720887606
511,2,376172,-0.0338691081305071,0.0993517872541741,0.733381033218304
514,2,381433,0.045381762916871,0.0992669867971793,0.647830984457407
515,2,381922,0.0250539291086272,0.100058712304026,0.802429665597327
516,2,382146,0.0560589132920792,0.0985170001964502,0.569699127483241
517,2,384206,0.0515694166607956,0.0988308797326494,0.60214060919879
518,2,384955,0.0174022069750548,0.0986444127677447,0.860070257903602
520,2,387301,0.0118509260657066,0.0991489074638073,0.904926207440101
521,2,388313,0.0333015850012956,0.0985462340821558,0.73561791452542
524,2,390138,-0.0167559031484029,0.0988649642591432,0.865514043592871
525,2,391233,0.0244774264658415,0.0994099357547232,0.805649502163943
530,2,395606,-0.0552833197835148,0.0987976692466365,0.576133795267813
531,2,395726,-0.0445805482588175,0.0987768590097629,0.652031867044744
532,2,395853,-0.0622573305249524,0.0990313136370581,0.529976217804264
533,2,396484,-0.0375502537686068,0.0986285134729403,0.703636980463509
534,2,396705,-0.0496118773560491,0.0985657841398484,0.615040777705207
535,2,398759,-0.0425225161488724,0.0993815132412288,0.669005598695491
536,2,400386,-0.019169321454104,0.0988472120393906,0.846343177252072
537,2,400847,-0.033820419898702,0.0987450268482222,0.732176597502688
538,2,401130,-0.0327454350622614,0.0996512121488004,0.742652538612961
539,2,401143,-0.0614222818159028,0.0994151435077271,0.537081647719077
540,2,401979,0.00358865607053693,0.0994070971809578,0.971222547694619
541,2,403598,0.0129931381251533,0.0988783655890805,0.895529581173407
542,2,404844,-0.0208224339056172,0.0999792120312599,0.835140115011954
543,2,405100,0.0438857855125737,0.099042577391054,0.65796468511538
548,2,406181,0.0113146411948967,0.0991324338751173,0.909194379631114
549,2,406688,0.0241368545045137,0.0985537999878943,0.806668084485783
550,2,407621,-0.000470887685840471,0.0993705319031699,0.996221750993507
551,2,409016,-0.0168376848841232,0.100361690352785,0.866860266289394
552,2,410647,0.0303873041348142,0.0988895917551735,0.758807531277966
554,2,419803,-0.0755037333716151,0.0995161410642404,0.448533282811828
555,2,419943,-0.0620998709893724,0.100130670010479,0.535533970872073
556,2,422349,-0.091605583966565,0.0988361994204642,0.354641590557723
557,2,425467,-0.0274149480176928,0.0985903510145936,0.781121974761691
560,2,429095,-0.0641171802246013,0.0991263089479469,0.518166832275789
561,2,431266,-0.0203117206623628,0.0992331758762785,0.837934806236347
562,2,431446,-0.0281611630280605,0.0996286059396003,0.777602063410938
563,2,432524,-0.00021749885761102,0.0986831469641167,0.998242699126123
564,2,434090,-0.0676995260512232,0.0995272206954535,0.49681663033428
565,2,441927,-0.0564673630352967,0.0984805059895078,0.566748327923224
566,2,446471,-0.132419373780431,0.0994848421983767,0.184031344555106
567,2,449325,-0.131506416706173,0.0989035509283221,0.184494484320005
569,2,450017,-0.0987346871485895,0.0984610084094155,0.3166541149637
570,2,451779,-0.16225032086752,0.098591522247631,0.100719237326778
571,2,451784,-0.160989646771578,0.0989555686270927,0.104653114678801
572,2,453525,-0.162793102836648,0.0989784383054073,0.100915058214001
573,2,453768,-0.150428043178268,0.0991654136572058,0.130176673618101
