SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
117,1,171431,-0.185468497095193,0.149384458763192,0.215226417887134
118,1,173339,-0.228280237897173,0.148048280976205,0.123986293668694
119,1,173845,-0.223412249488109,0.147945783705574,0.131913653592164
120,1,175121,-0.235349622060533,0.147598005945686,0.111712022463335
121,1,175281,-0.238797425367449,0.147708688845437,0.106841015630867
122,1,175315,-0.246565087800112,0.147625677969548,0.0957652875933175
123,1,175523,-0.224358867921353,0.148568441761221,0.131902760216527
124,1,175541,-0.243364408483908,0.147873055625164,0.100702035509565
125,1,175653,-0.256993059549438,0.148279433167554,0.0839392032041883
128,1,175856,-0.243010292606071,0.150813683532697,0.108002005230009
129,1,175876,-0.228125554484486,0.148552191677694,0.125517751028527
130,1,175989,-0.227872309750064,0.14897996084865,0.12702372281987
131,1,176001,-0.232220305164863,0.14974245750938,0.121846148121606
133,1,177692,-0.23649826144892,0.147672329021812,0.110159149523565
134,1,178191,-0.241696411779618,0.147796199558929,0.102870012131914
135,1,178224,-0.23649826144892,0.147672329021812,0.110159149523565
136,1,178960,-0.264497554477142,0.1487267661758,0.0761967280655225
140,1,183802,-0.25427634329601,0.147607358039599,0.0858270122484586
141,1,183954,-0.230657109896771,0.148800051656237,0.122010094943123
142,1,184450,-0.165248046281971,0.147736794019778,0.264101257380731
144,1,184718,-0.213934354447733,0.148403064889369,0.150308436626508
145,1,185296,-0.16649593538247,0.14794266888709,0.261180560657405
146,1,185438,-0.1605112083688,0.147968414092975,0.278765284509941
147,1,185469,-0.173971804792536,0.14813963096997,0.241035609237673
148,1,185503,-0.151915066332423,0.147823872690448,0.304805857544795
149,1,185705,-0.186839379592422,0.149368778420368,0.211814108354419
150,1,185749,-0.155813070196965,0.149469558093282,0.297921044667203
151,1,185806,-0.212843478704173,0.14947065168439,0.155335091313825
152,1,185879,-0.190441956918824,0.150282223563093,0.205908864971129
153,1,185916,-0.113274750178478,0.150434397803167,0.451961175285525
154,1,185941,-0.0875405574010123,0.151139200959736,0.562820382248609
155,1,185954,-0.0932486717778302,0.151571368631547,0.538810482765328
156,1,186055,-0.148633120203692,0.148415237985913,0.317286563278183
157,1,186896,-0.163520233836522,0.150811674752547,0.27898608339195
161,1,190132,0.0806074177947907,0.148752599687583,0.588236756601812
162,1,190148,0.0886620173773959,0.148784520969339,0.551617990663671
163,1,190165,0.0706401404165824,0.149956082360538,0.63788015952567
164,1,190169,0.0921967558242752,0.149735765400954,0.538469729769053
165,1,190933,-0.158541032121189,0.148361457902806,0.285974141487366
166,1,192149,0.0748648808035195,0.149763152896989,0.617465032159429
168,1,192303,0.0479519595208515,0.178585127648597,0.788463339345043
171,1,192795,0.00476131058913029,0.148319700323321,0.974409111570691
173,1,194187,-0.0472223931466072,0.148421516968224,0.750548631506981
174,1,194867,-0.196717159415441,0.147992100288274,0.184626927006643
190,2,8314,0.0961936495208957,0.15078712037654,0.523924120160018
194,2,8498,0.0497143179409705,0.150629817135805,0.741563240731774
195,2,8651,0.0432643273029714,0.15077652973809,0.774324025686168
197,2,9812,-0.00330232288784538,0.151689998536566,0.982643559086154
198,2,9932,-0.0152788709053888,0.15109005607694,0.919509227992972
199,2,10135,-0.00751692404173232,0.150513083829734,0.960196855951484
200,2,11616,0.0387275029060283,0.150339728634738,0.79686578777455
201,2,12133,0.034940216400843,0.150940126449905,0.817072976192599
202,2,12194,0.0333258981502609,0.151524915176363,0.826047542716745
203,2,12359,0.00858167778106056,0.15109155414144,0.954738349418542
204,2,13061,0.00649567854719546,0.151080729740818,0.965730026064239
205,2,14298,0.000291419777884938,0.151557737983538,0.998466890666508
206,2,15222,0.0112544873653597,0.153034472815307,0.941416341154694
207,2,17986,0.0523290298323276,0.150328059539977,0.727973412630932
208,2,19770,0.0489345666170753,0.151370989146986,0.746677854185383
209,2,19836,0.0248801697413448,0.150971656582764,0.86919552085758
210,2,19851,0.0306412357314922,0.151410721516678,0.839742782059303
211,2,21595,0.0216589162980017,0.150789706397683,0.885869421120314
212,2,22385,0.0222260326241479,0.150932162666593,0.883012115567044
213,2,23441,-0.00805936468976687,0.152402175005352,0.95785566780306
214,2,24209,-0.0168824415139284,0.151145206511045,0.911127271528532
215,2,24341,0.0016588201116321,0.151505363651748,0.991270385408356
216,2,26815,0.0055090836702214,0.151323549951713,0.970979216270038
217,2,28209,0.0189268170365053,0.151371400852034,0.900566525168986
221,2,41245,-0.0667381145902051,0.150752270230242,0.658253481774608
222,2,43214,-0.150365047397419,0.153029775388027,0.326483771453235
223,2,47104,0.0039107825230954,0.148966838061739,0.979070612026037
224,2,50915,0.119181589436082,0.150296820288855,0.428325150658499
225,2,55834,0.0566089889060353,0.149705194743173,0.705556527789626
226,2,56422,0.101598071554358,0.149905708458376,0.498376401017209
227,2,57715,0.0734695355746805,0.149457586485908,0.623325700365729
228,2,59046,0.0856214998874284,0.150195934237486,0.568995998109659
229,2,59191,0.0669673121586248,0.149362166345299,0.654171899964679
230,2,59383,0.114507640268041,0.149323391127899,0.443687240536854
231,2,59477,0.0665373759589825,0.151655008578067,0.661117114149336
233,2,60471,0.0404222372746605,0.149633532008958,0.787209204128196
234,2,60478,0.0513064570405716,0.14979487703316,0.732169896816334
235,2,60786,0.0505506998146629,0.149549221040905,0.735548687206732
236,2,61035,0.0765155639351686,0.149507178118789,0.609121341475326
237,2,61071,0.0988117128317453,0.148791241105111,0.507062203978826
238,2,61675,0.0581965349237619,0.149280652452157,0.696885189229825
240,2,62939,0.0617640837805199,0.149018435760062,0.678779655345328
241,2,63527,0.0698001414580466,0.149568062918185,0.641018074559048
242,2,63857,0.0545958901069243,0.149620783096721,0.715408226865421
243,2,65527,0.0338861882616829,0.149144723425726,0.820397109452334
247,2,67976,0.0703186297315029,0.151257680289226,0.642294746259289
250,2,72389,0.206403402738181,0.149969074331582,0.16959919373957
251,2,72392,0.091453867416009,0.151315122803925,0.545970352033667
252,2,73646,0.188979097759442,0.147948019253617,0.202323678342322
253,2,74564,0.197798511457665,0.147623451522575,0.181144467098982
254,2,74739,0.231632027822996,0.147972300598505,0.118391166879935
257,2,80873,0.270179673707085,0.14814294877501,0.0690312323625053
258,2,81501,0.255451956797654,0.148192045135421,0.0856213233061856
259,2,83526,0.279448219480185,0.147837295377693,0.0595445776171124
260,2,83845,0.288644764453987,0.147929201304734,0.051819694071439
263,2,84447,0.278820960503887,0.149890825261871,0.0636943585595792
264,2,87391,0.278113011961496,0.147326328442217,0.0598816031861855
265,2,87562,0.291089583134961,0.147632064982863,0.0494216633591023
266,2,87849,0.304558140185151,0.147540930809826,0.0397262885474589
267,2,87878,0.281856297070716,0.148309767332977,0.0581876614963811
269,2,89785,0.271536692419854,0.148380991609429,0.0680936035253109
272,2,93721,0.26760965556313,0.147948938769457,0.0713331840630187
273,2,93952,0.23523681743363,0.147678036626513,0.112076909357655
274,2,95085,0.285711116890586,0.14763356405738,0.053755340229253
276,2,107124,0.314460678421235,0.147542232172532,0.0337526144601409
277,2,111645,0.358235889351577,0.147355143438488,0.015550021247736
278,2,111916,0.325066173327971,0.14792547112382,0.0286338749207704
279,2,111931,0.339619500223887,0.148062244984948,0.0223911004912098
280,2,111999,0.364915643950411,0.147351390820827,0.0137357933234674
281,2,114528,0.293254729683266,0.148664083149159,0.0493212000280952
282,2,116024,0.35593111384384,0.14863421642418,0.017155818968746
286,2,120090,0.20922156393671,0.148828840376924,0.160667109422518
287,2,120291,0.235620999153607,0.150429742753821,0.118169867944944
288,2,120726,0.193301774291347,0.149726372182862,0.197536863372824
289,2,121716,0.216708226759109,0.149464601333399,0.147975210896816
290,2,123100,0.188362623818733,0.149780626626169,0.209371377362633
291,2,124677,0.159823657435963,0.14966744366153,0.28631405502351
293,2,127887,0.249897072383044,0.150349622834474,0.0973791369191581
294,2,128935,0.257219313272814,0.150171359952449,0.0876203058383125
295,2,129053,0.259309615651693,0.150622121550489,0.0860197960011046
296,2,130040,0.219515910857983,0.151727124619424,0.148845668324673
297,2,130976,0.115504025210474,0.150811549426507,0.444257635796813
298,2,132199,0.211749380341912,0.151216956199262,0.162301276078467
299,2,133355,0.230556673615844,0.152168123515099,0.130630741671629
300,2,133435,0.216728566704492,0.152556522037205,0.156302844560051
302,2,135183,0.193475114384769,0.152729986899582,0.206069559683062
303,2,135402,0.214478215390114,0.152627315083627,0.160828955417935
304,2,135898,0.240136030904599,0.153333557491636,0.118220649896355
305,2,135912,0.242248606513546,0.153438195894696,0.115277008817233
306,2,135925,0.242517581173513,0.152737003234236,0.113224220544826
307,2,136002,0.205757600722655,0.152774759869508,0.178907503820783
308,2,136173,0.212934260738738,0.153833488085589,0.167175755530419
310,2,138318,0.288549714936122,0.157576062470533,0.0679167798478294
311,2,138695,0.264402594720693,0.154971508535141,0.0888621643249745
312,2,138818,0.240147173174554,0.154796990501301,0.121709456113454
313,2,139728,0.26330168858562,0.154410686772566,0.089036176260229
314,2,140174,0.252491080008021,0.15446182803187,0.103013780860358
315,2,140863,0.268493947168874,0.154322373572739,0.0827612867599537
316,2,141152,0.241543489022751,0.154886559198117,0.119777338863181
317,2,141292,0.27755604693323,0.153592901015364,0.0715996844345518
318,2,141545,0.272523646018095,0.154373399147047,0.0783688733777514
322,2,146723,0.305624736082756,0.153916486623413,0.0478451654917684
323,2,147946,0.378597993884355,0.154886152025143,0.0149994379586342
326,2,151397,0.36565898426791,0.155367729549766,0.0191450572732094
327,2,153035,0.336509869491445,0.153838268794273,0.0293668982599471
328,2,153228,0.300507015956568,0.155185451862326,0.053611940421764
329,2,153455,0.274508469924593,0.156504494807793,0.0802987197782267
331,2,153815,0.317914122053847,0.155664985691178,0.0418647426199791
332,2,154160,0.309085739268993,0.154065478400632,0.0455976655019888
333,2,154235,0.284974827525934,0.155751705756966,0.0681419765234038
335,2,159870,0.283334678917922,0.151788810538879,0.0627811132540381
336,2,161229,0.392600204006599,0.15346126604327,0.0109352593706052
339,2,162696,0.437157774101022,0.152445550696932,0.00438397417237583
340,2,163284,0.391973401816461,0.150730518506665,0.00970026514539582
341,2,164166,0.271905601356633,0.15289696339858,0.0762056375775707
342,2,165270,0.288012851808278,0.151515292118954,0.0581315971674484
343,2,165675,0.235196257176396,0.154298597804152,0.128330928435158
346,2,168062,0.210880577209981,0.153003378933193,0.16899164070277
347,2,168518,0.190445630962338,0.152198930344788,0.211655793136383
348,2,168980,0.212852025704817,0.152042192942506,0.162405436177967
349,2,169651,0.228370335684432,0.152051039875321,0.134008630173986
352,2,170725,0.257556049348048,0.152191494781378,0.0914681989550405
353,2,171254,0.278720363031876,0.152334282768362,0.0681436453804111
354,2,172242,0.153768987047239,0.151024093862872,0.309292014549513
355,2,173254,0.160448213780428,0.149843554804779,0.285003731250813
356,2,173340,0.160590454258098,0.149824930425297,0.28451784940793
357,2,173385,0.159231338362304,0.149967466363541,0.289064821248571
358,2,173973,0.212416950373286,0.149380493479353,0.155913296887689
360,2,177341,0.254101568128473,0.148683449776533,0.0883279456155286
361,2,180314,0.184010149783077,0.149025901673509,0.21774378427049
362,2,180339,0.165211515934002,0.149466250626089,0.269763657361502
363,2,182758,0.208163452344787,0.148775758132253,0.162638311651728
364,2,183619,0.144675549773498,0.149577137364192,0.334091079854972
367,2,187176,0.0900417459179453,0.150514349558208,0.550072113860621
368,2,191066,0.138025242967432,0.151538399083817,0.363008145468209
371,2,191599,0.0387839594998228,0.149599953668006,0.795592589610529
373,2,191763,0.0555208667710873,0.150177676771989,0.711826828389523
374,2,191959,0.0214621345486367,0.149835894891598,0.886184260465693
376,2,195759,0.0175656565781009,0.15112396144142,0.90753363800935
377,2,196912,0.0431967065074201,0.148664632845386,0.771554827303589
379,2,198110,0.00289266734269672,0.149573342636191,0.984581233446424
381,2,198805,0.00234154219123417,0.150217623359614,0.987572151448951
382,2,198891,-0.0125414777602876,0.149046079334402,0.932988869656183
383,2,199248,-0.0199873041306516,0.149384178481822,0.893638555747859
384,2,201782,-0.0247989612422954,0.149198550447587,0.868083315018734
385,2,203285,0.0976540953325694,0.14853501541527,0.511321144554608
386,2,203783,0.0606462193790098,0.148270761415622,0.682770492068448
387,2,204179,0.0474240750452583,0.148643322143883,0.749880247539075
388,2,205406,0.0194068306020979,0.150188629910465,0.897260030327016
389,2,205834,0.0313913775239987,0.149463492981169,0.83376772415268
391,2,207192,0.0548216756033312,0.149304551302951,0.713704625544359
392,2,207561,0.0502749338917113,0.148648909061346,0.735404041060619
393,2,208682,0.0365267530576402,0.14841014789186,0.805732141022321
394,2,210102,0.0231237929401264,0.148801103888313,0.876594269017615
396,2,214801,0.00265084600790777,0.148799045106061,0.985796551316266
397,2,215016,0.00811993493539143,0.14871358261909,0.956487098806517
398,2,218876,-0.0675207798734941,0.150208701633967,0.653337433075954
399,2,227511,-0.0536546231335312,0.151288195276925,0.723062278683162
400,2,230378,-0.0419113561546907,0.149391619344975,0.779222292220485
401,2,231943,-0.0521405459645201,0.149810931971319,0.728015846651649
402,2,232156,-0.0575800314335583,0.149743856111225,0.700822027924839
403,2,232789,-0.0588092544244407,0.14921203338881,0.693721486473009
404,2,238524,-0.0504517795461249,0.149430764683795,0.735845381518499
405,2,241518,-0.0833879355703173,0.15068701991631,0.580350124534046
406,2,250396,-0.147337116632998,0.149519183358815,0.325099550736159
407,2,250466,-0.120572052133455,0.149534172453399,0.420602548987059
408,2,252305,-0.0984324067816839,0.149977064409249,0.512048154349683
409,2,254571,-0.0184520394235517,0.152173136812038,0.903556567150129
410,2,254742,-0.0277051038917091,0.152031740517374,0.855504977618905
411,2,254908,-0.016256746656454,0.153197805977074,0.915550550397
413,2,255862,-0.0621232894841576,0.152241495850673,0.683478825017933
414,2,255975,-0.0402782698119757,0.151712478342336,0.790786360142228
415,2,258311,-0.194227587142483,0.148863726406265,0.192833326603455
416,2,259284,-0.0977838996324157,0.149634206115576,0.513868263677258
417,2,266330,-0.0431680101440896,0.150350917158771,0.774192694316196
418,2,267100,-0.0512358178921895,0.150332779776625,0.733444847190476
419,2,268086,0.0116871647875354,0.150367184991391,0.938091502903157
420,2,274614,-0.0828220196546831,0.149389866368943,0.579654914666518
421,2,274729,-0.103260819661567,0.150171808601097,0.492144993709476
422,2,275746,-0.0236068159116859,0.150201492609051,0.875202577014987
423,2,277029,-0.0235892067722467,0.149503461334992,0.874717472651798
424,2,277741,-0.0441956715709697,0.149548929810435,0.767765467351587
425,2,278218,-0.0372663770925434,0.149284108584769,0.803015666140687
426,2,278379,-0.0490153527668679,0.152969766771151,0.748835691299192
427,2,279910,-0.0592034983534909,0.149211591729473,0.691772810641662
429,2,283431,-0.0836719171718636,0.15136519952056,0.580762747354663
430,2,283573,-0.0645792085207347,0.149574706886328,0.666185107416883
431,2,286762,-0.0469952969990555,0.149976306956984,0.754198712221702
432,2,287187,-0.117364558111307,0.149166545277931,0.431925595326423
433,2,288379,-0.0579275366901386,0.148133789302314,0.695997098520556
434,2,294941,0.0392054073478253,0.148239819697675,0.79156993070426
439,2,297610,0.0373845605063477,0.148991606052225,0.80202409459794
441,2,299680,0.184201893121124,0.148222128068314,0.214787706949103
442,2,299708,0.192207503980147,0.148507394516495,0.196420931698684
443,2,299759,0.171253215885214,0.14807472132545,0.248245521346805
444,2,300111,0.153299978348622,0.14916856320537,0.304796389690984
446,2,301710,0.182912128279813,0.148075088102924,0.217553006533537
447,2,303446,0.162795112431991,0.1490778888644,0.275571768670905
448,2,303854,0.198328209344129,0.148984628873817,0.183982575743138
449,2,304472,0.134912007287234,0.147921825262015,0.362365161300175
450,2,304691,0.106182570717547,0.150389144022394,0.480621450192802
451,2,308097,0.1857312359097,0.148580500749679,0.212113822718962
453,2,309402,0.108645957645945,0.147890003253279,0.463046312180321
454,2,310030,0.101888831819819,0.148735700476529,0.493772790060936
455,2,310113,0.0819677154469671,0.148355233954045,0.580948814303319
456,2,310972,0.0722566366293148,0.148594987601453,0.627080571179305
457,2,312659,-0.00232915531235914,0.148068040327105,0.987458437479604
460,2,318265,-0.228319717618706,0.149499236906047,0.127599327636092
461,2,318379,-0.219706070897854,0.149981542436879,0.143841687952899
462,2,321266,-0.25942243712772,0.14879048529813,0.0821096016186769
463,2,322957,-0.272592466360808,0.14738360685603,0.0652150146228765
464,2,325221,-0.214316135549007,0.148471446905142,0.149771061087576
465,2,332691,-0.185255144038128,0.150102242263667,0.217951989017221
466,2,333006,-0.133897239634052,0.149961079011394,0.372529748237368
468,2,335046,-0.0460006898596926,0.148605758191603,0.757086964910611
469,2,335049,-0.0683215741563949,0.149213658083023,0.647322177291269
470,2,335995,-0.0956413684936207,0.148327358000202,0.519476102590121
471,2,336060,-0.118183662786231,0.148081292980714,0.425349100673542
472,2,338292,-0.0882277073939821,0.14813109074871,0.551820397221708
473,2,339568,-0.141640727198408,0.148237164853139,0.339978388516302
474,2,340466,-0.158431618446797,0.149476206113006,0.28990933193683
478,2,348480,-0.00916595932766832,0.148207033324932,0.950720756417417
479,2,350086,-0.0847088276436984,0.148146243748198,0.567826852953576
480,2,351083,-0.0721558175098726,0.150081194368895,0.630971741850953
481,2,351335,-0.0935205306131997,0.14835931852278,0.528863618390236
482,2,351417,-0.0737167516510163,0.148367497735806,0.619602402494745
483,2,351450,-0.122391269071245,0.148440737489245,0.410205092571288
484,2,352302,-0.100467022136674,0.149661665713993,0.502472100949092
485,2,352469,-0.113536860681818,0.148119615647716,0.443878398589798
486,2,352562,-0.110129736748474,0.14873324597939,0.459518363193841
487,2,352944,-0.106232679847441,0.148311626929312,0.474291942394799
490,2,355266,-0.130064678684512,0.148257834866181,0.380927404648296
491,2,358277,-0.106771769113002,0.148333976674514,0.472120406791222
492,2,358926,-0.103334353379996,0.148559447233453,0.487152194043196
493,2,358948,-0.126976980975185,0.148554669402596,0.393269742662228
494,2,359515,-0.0787700604285685,0.148425797121643,0.595958109262851
495,2,363190,0.0382002649330556,0.149924175334253,0.799028087163662
496,2,363588,0.0628718539776597,0.150492297371545,0.676365950515769
497,2,363888,0.0439192664352936,0.149219407655083,0.768681215429187
498,2,363954,0.0810115477707462,0.148582196334593,0.585939308296408
499,2,364199,0.0653706952384073,0.148402015168259,0.659846546275551
501,2,365981,-0.0374440393682884,0.151422559998078,0.804833921177198
502,2,366047,0.0313321996546911,0.148698969124778,0.833235989030888
503,2,366936,0.0621163137376048,0.150383313492504,0.679818396571954
504,2,369530,-0.00810928409146078,0.148460920515802,0.956470234670377
506,2,369931,0.0106470347501702,0.149478935420148,0.943256904256024
507,2,371033,-0.0306054171295842,0.149074270657318,0.837453620929957
508,2,372919,-0.0286724157898296,0.148431436586668,0.846937374846448
509,2,373518,0.029157826785991,0.148346876804659,0.844291501110758
510,2,376157,-0.0728048976284577,0.148631905459844,0.624555942571574
511,2,376172,-0.0740367579616955,0.149705310035627,0.621225455559387
514,2,381433,-0.0997838037181908,0.149554727180163,0.505076495322391
515,2,381922,-0.0611465012769508,0.150776192027241,0.685322778105216
516,2,382146,-0.036001009749584,0.148530135389583,0.808625053100017
517,2,384206,-0.0191635570149002,0.149001401170057,0.897736911176541
518,2,384955,-0.0331528928510801,0.148662519751051,0.823658467592132
520,2,387301,-0.0218230822354564,0.149425268727151,0.883967807282991
521,2,388313,-0.0384616784925027,0.148528388058751,0.795823442237881
524,2,390138,-0.0549131042536291,0.14897622477119,0.712644516308168
525,2,391233,-0.00444435820924483,0.149832832136251,0.976353291763044
530,2,395606,-0.104164020544044,0.148860225828414,0.484548175103243
531,2,395726,-0.104843593606984,0.148804396863148,0.481540440064428
532,2,395853,-0.0975753922936357,0.14924272651155,0.513664186833077
533,2,396484,-0.0703593589811279,0.148625820468028,0.636220949550152
534,2,396705,-0.100284834493126,0.148505342223287,0.499930799107435
535,2,398759,-0.0545926594996715,0.149787971825716,0.715728105540754
536,2,400386,-0.0730607315870597,0.14892925277504,0.624032995536086
537,2,400847,-0.0742210473081287,0.148790366274335,0.618210090605929
538,2,401130,-0.08901042246956,0.150132017687594,0.553640410908119
539,2,401143,-0.06212981894467,0.149872512494371,0.678722335444688
540,2,401979,-0.0409788879180906,0.149800274728743,0.784585200992285
541,2,403598,-0.0502947753895451,0.148998626915259,0.735901496325159
542,2,404844,-0.0583347347940116,0.150655373424854,0.698836702692722
543,2,405100,-0.0597519685040218,0.149274140997909,0.689189883790361
548,2,406181,-0.0341240518391469,0.149393648847647,0.819454321313984
549,2,406688,0.0167897295069767,0.148539806595591,0.910069554845697
550,2,407621,-0.0625847999715852,0.149723722996377,0.676199887751275
551,2,409016,-0.0571886264518416,0.151229938668205,0.705541430730526
552,2,410647,-0.0767056148086948,0.148999955702606,0.607012915541196
554,2,419803,-0.0704717458656848,0.150055580734918,0.638903908260723
555,2,419943,-0.0340467108236533,0.150977685848343,0.821714422021657
556,2,422349,-0.0551224664066495,0.149107751724536,0.711841047900143
557,2,425467,-0.0216769910309703,0.14859675552146,0.884100998602259
560,2,429095,-0.0185083514048995,0.149477960069623,0.901528319197102
561,2,431266,0.0643067199689084,0.149523465659377,0.667401493954529
562,2,431446,0.0979041877363818,0.150076262722159,0.514591655225304
563,2,432524,0.117303024634805,0.14859370957782,0.430395779682543
564,2,434090,0.0678006618144293,0.150051796547747,0.651655713684989
565,2,441927,0.0485751079430571,0.148466006106362,0.743725676719497
566,2,446471,-0.0461475947148583,0.150288758848823,0.75897912418754
567,2,449325,-0.120683723868909,0.149291663181994,0.419418892924912
569,2,450017,-0.150314374504369,0.148385713798853,0.311755122995264
570,2,451779,-0.280234955370598,0.14840799243644,0.0598089598167178
571,2,451784,-0.280266665275063,0.148948332529408,0.0607079715545057
572,2,453525,-0.322531584768642,0.148753054295381,0.0308083544411818
573,2,453768,-0.343142908957477,0.148821474143454,0.0217045111863563
574,2,454027,-0.309469050999733,0.148401487258571,0.0377554569049382
575,2,455029,-0.283624616505715,0.148626886379839,0.057163459586675
576,2,455247,-0.309502129143407,0.147995012173829,0.0372154988366804
579,2,455756,-0.262215034910578,0.159369016846585,0.100791339210259
580,2,457024,-0.326917338185842,0.148990606453004,0.0288711775837137
581,2,457298,-0.359483025858135,0.149215020394954,0.0165006637241852
582,2,460202,-0.356285870825455,0.149580905921208,0.0177530576771007
586,2,464424,-0.361366348288978,0.148758926458765,0.0156302715482238
587,2,465824,-0.27367707196409,0.150769747205106,0.0703418271719396
588,2,470145,-0.215163052750943,0.148872965750686,0.149266516740734
589,2,470686,-0.202099720932155,0.148834037364125,0.175367037713146
590,2,471144,-0.198181034694639,0.149107379414122,0.184668029449265
591,2,471830,-0.176131482530243,0.148759601820481,0.237209403069142
