SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
279,2,111931,0.476168900638589,0.161737238303719,0.00345358373568809
280,2,111999,0.484425249768057,0.161072416705003,0.00282296312463973
281,2,114528,0.443792571195683,0.162352386062771,0.00658187618271436
282,2,116024,0.506972688819421,0.162222935321872,0.00192432570343005
286,2,120090,0.222495724099377,0.163373645645041,0.174103403969512
287,2,120291,0.262000329337043,0.165087564820544,0.113399217579982
288,2,120726,0.211595692805746,0.164332807123608,0.198727118834346
289,2,121716,0.243725902173627,0.164019003630109,0.138181875993507
290,2,123100,0.235784665628527,0.16427950746414,0.15209696257382
291,2,124677,0.172540415315508,0.164274700535038,0.29429116769106
293,2,127887,0.260613299368187,0.165077501188409,0.115292956341367
294,2,128935,0.246701393083139,0.164980950047911,0.135721090674375
295,2,129053,0.297896609197372,0.165247518158404,0.0722834424085191
296,2,130040,0.276269620449665,0.166371118450464,0.0976893039027035
297,2,130976,0.151498385690127,0.165462890618453,0.360499983978109
298,2,132199,0.214498746045771,0.166035010771067,0.197240864420003
299,2,133355,0.286270623940746,0.166858638459829,0.0871040083913406
300,2,133435,0.280023026967151,0.167252177334415,0.0949659366353855
302,2,135183,0.261127753629014,0.167432070746692,0.119749500296811
303,2,135402,0.276869903085173,0.167334930644488,0.0988974840379555
304,2,135898,0.314272185916916,0.168042972129018,0.0622849409193475
305,2,135912,0.308851647861441,0.168196772011934,0.0671612141732459
306,2,135925,0.307726753781385,0.167433425592483,0.0669165705587771
307,2,136002,0.247217028306709,0.167590992624113,0.141071295158487
308,2,136173,0.259579547562528,0.168731370293018,0.124842058939208
310,2,138318,0.32103341951847,0.172923450709186,0.0642144410762742
311,2,138695,0.264097018695538,0.170207920981634,0.121650630291273
312,2,138818,0.235720771586516,0.17001185916232,0.166470509396605
313,2,139728,0.25721781541394,0.169616938907356,0.130297281744139
314,2,140174,0.249607693497244,0.16964914476896,0.142096246651545
315,2,140863,0.232390543371573,0.169649403772241,0.171611202181811
316,2,141152,0.213215653962276,0.17020094559987,0.211133596620013
317,2,141292,0.234439319052922,0.1688920535833,0.165981551096796
318,2,141545,0.251860214134997,0.169648533915398,0.138542208479978
322,2,146723,0.276857160417113,0.169230048174475,0.102734800352552
323,2,147946,0.273047694990656,0.170809324644699,0.1108147057922
326,2,151397,0.209721249039023,0.171492128493888,0.222175506477765
327,2,153035,0.309965817533989,0.169181707048508,0.0677718118452841
328,2,153228,0.281199504213818,0.170569190904146,0.100120305530253
329,2,153455,0.258240372763822,0.171968507418725,0.134075678828597
331,2,153815,0.25561311417774,0.171315656638874,0.136576739286858
332,2,154160,0.27354738135088,0.16942994101302,0.107308967122953
333,2,154235,0.242792312797857,0.171265643068215,0.157179183538306
335,2,159870,0.355166885024504,0.16634386994307,0.0334378906171761
336,2,161229,0.393419258509897,0.168689541221748,0.0202514391369392
339,2,162696,0.491369806133634,0.167220004867897,0.00351534233648961
340,2,163284,0.464913477601363,0.165166643306935,0.00515426865365847
341,2,164166,0.316254545049958,0.167718092703805,0.0601655304525269
342,2,165270,0.299630588681773,0.166380554240967,0.0725759672696091
343,2,165675,0.269311627357801,0.169299658542213,0.112563367931879
346,2,168062,0.19306321256229,0.168064800669944,0.251439886937039
347,2,168518,0.149605866181008,0.167225073717727,0.371590340194282
348,2,168980,0.180819753175635,0.167058078741145,0.279824037022804
349,2,169651,0.200637981475833,0.167073611360022,0.230596842139644
352,2,170725,0.210950818438627,0.167336302255104,0.208271229700016
353,2,171254,0.267966228823811,0.167377402717238,0.110278030671277
354,2,172242,0.117427335024532,0.165880572756986,0.479472706895372
355,2,173254,0.111780327204447,0.164618764272639,0.497566702406384
356,2,173340,0.112971368906485,0.164596512844881,0.492940884073992
357,2,173385,0.107200558620001,0.164759223927715,0.515695831111136
358,2,173973,0.156022985014562,0.164210199026615,0.342690226080391
360,2,177341,0.227990187082249,0.163409881015565,0.163831343834697
361,2,180314,0.0889103771696332,0.163846473281159,0.587717065956999
362,2,180339,0.0783801373127841,0.164275949778161,0.633568473679803
363,2,182758,0.228305362948106,0.163288064968062,0.162938221202667
364,2,183619,0.19328960864528,0.164062125703926,0.239530871056514
367,2,187176,0.105541550497575,0.165183825094154,0.523280267194209
368,2,191066,0.14438818149681,0.166337421379213,0.385960041806252
371,2,191599,0.0897185384480281,0.164138191831142,0.58499637554842
373,2,191763,0.100223480568428,0.164771665114872,0.543408348438715
374,2,191959,0.0573147030529245,0.164427447939747,0.727618913284803
376,2,195759,0.230752172753949,0.165412518833696,0.163889815261241
377,2,196912,0.219500257315708,0.162766229549687,0.178342432588634
379,2,198110,0.169402314192918,0.163915097764956,0.302088714533551
381,2,198805,0.159652659473163,0.16465085709428,0.332888040353483
382,2,198891,0.176235496224768,0.163316600515539,0.281278421382245
383,2,199248,0.166784188434358,0.16371885985107,0.30903211089835
384,2,201782,0.158301613878649,0.16354096477662,0.333725528096665
385,2,203285,0.312685533769392,0.162271776960233,0.0547913579057802
386,2,203783,0.255953312468545,0.162200640579841,0.115460286309812
387,2,204179,0.251915383780262,0.162613749972295,0.122238315429698
388,2,205406,0.192697399346958,0.164522629291731,0.242287629838465
389,2,205834,0.195987564194862,0.163720509389342,0.232076237952655
391,2,207192,0.1512465648241,0.163701271523516,0.356160081625082
392,2,207561,0.147723301058418,0.162985094233465,0.365363159586023
393,2,208682,0.124216911569455,0.162765905254537,0.445875920812904
394,2,210102,0.111766064731993,0.163212453342812,0.493926558756249
396,2,214801,0.11666450749734,0.163194964213873,0.475156868966217
397,2,215016,0.107474553348078,0.163119601291164,0.510409015901163
398,2,218876,-0.0758773760877585,0.164857853177873,0.645613420972465
399,2,227511,-0.118046088194345,0.165955610449913,0.477361156921647
400,2,230378,-0.0719098978512207,0.163936959777517,0.661188138075042
401,2,231943,-0.0847840388693211,0.164389850295911,0.606352007049397
402,2,232156,-0.0928720295189772,0.164310027763098,0.572280220049174
403,2,232789,-0.06838986323264,0.163761830878212,0.676480440108503
404,2,238524,-0.0461705416103051,0.164014387491583,0.778489573809208
405,2,241518,-0.122312719025114,0.165328708980054,0.459903753712438
406,2,250396,-0.305084059094353,0.163524674024151,0.0629159825248227
407,2,250466,-0.29367609259701,0.163525531832043,0.0733648900471084
408,2,252305,-0.222243857448064,0.164280993716455,0.176976555125476
409,2,254571,-0.12063774452049,0.16689619217688,0.470262337855351
410,2,254742,-0.146383923733434,0.166686854009641,0.380434067894646
411,2,254908,-0.137040828627482,0.167985202032725,0.415169755097609
413,2,255862,-0.188825627470252,0.166828162321892,0.25846284004141
414,2,255975,-0.144323909242347,0.166349950950475,0.38620704697405
415,2,258311,-0.319324044286603,0.162893196347168,0.0507437019367321
416,2,259284,-0.243912016827069,0.163815309390295,0.137394636620222
417,2,266330,-0.164945261168422,0.164801817647594,0.31757504794169
418,2,267100,-0.172089169591612,0.164769074560136,0.297002845139137
419,2,268086,-0.110932575457742,0.164929837474699,0.501638877914369
420,2,274614,-0.0915365507479236,0.163960427523048,0.577004109473605
421,2,274729,-0.112301865727415,0.164821642502208,0.496094335938426
422,2,275746,-0.0278464144493067,0.164851327961485,0.86595761390355
423,2,277029,-0.0451720418577988,0.164074276554052,0.783235638113649
424,2,277741,-0.0573034871860371,0.164127975815571,0.727193083473162
425,2,278218,-0.0576275977971651,0.163831108863375,0.725235611431651
426,2,278379,-0.0347742116296811,0.167904729077507,0.836045866367863
427,2,279910,-0.0929952772424363,0.163727481222298,0.570404073872513
429,2,283431,-0.0935171637598803,0.166126777065111,0.573842288449814
430,2,283573,-0.0820706051464321,0.164149529152617,0.617404437240013
431,2,286762,-0.0869741591569562,0.16456286704472,0.597473149943408
432,2,287187,-0.126442289422044,0.163721559952465,0.440453046650139
433,2,288379,-0.0606381440869901,0.162586015685023,0.709401770775018
434,2,294941,0.0989000162361081,0.162630158134969,0.543493387227145
439,2,297610,0.081667878730246,0.163481128374143,0.617699393440295
441,2,299680,0.208150329735838,0.162658419717446,0.201498966086714
442,2,299708,0.249528397315222,0.162838452301195,0.126327390929697
443,2,299759,0.220226891468036,0.162403164117913,0.175949883707647
444,2,300111,0.172607131791018,0.163705699756754,0.292432573514903
446,2,301710,0.224223989780293,0.162431451930192,0.168330160687271
447,2,303446,0.220290320777398,0.163475225596421,0.178668821705208
448,2,303854,0.251355763667742,0.163379760338425,0.12482824976549
449,2,304472,0.168278355666665,0.162294414435174,0.300505766904606
450,2,304691,0.148792381453345,0.164984724421632,0.36774855634276
451,2,308097,0.269283531828839,0.162803983786833,0.0990092454887074
453,2,309402,0.0789832152559764,0.16238489673445,0.626988901655748
454,2,310030,0.0988888526194677,0.163267110206394,0.5451114941237
455,2,310113,0.0825456521343094,0.162837009319228,0.612526096873805
456,2,310972,0.0726265975862736,0.163097829818,0.65637974911641
457,2,312659,-0.0797704047875344,0.162455257627999,0.623710356177734
460,2,318265,-0.200009910726398,0.164278097560737,0.224224211095659
461,2,318379,-0.201647753261882,0.164761202466441,0.221814179594991
462,2,321266,-0.185201364851322,0.163708744261036,0.258702816794311
463,2,322957,-0.255889851540716,0.161969756860849,0.115034095491003
464,2,325221,-0.259757535225651,0.162847823895436,0.111586163713856
465,2,332691,-0.106038329474802,0.165001856016263,0.520868853597986
466,2,333006,-0.126277988478573,0.164636978693605,0.443589038864718
468,2,335046,-0.0628849402091744,0.163088632947007,0.700034439669514
469,2,335049,-0.0927004734461279,0.163742340114234,0.571660888447009
470,2,335995,-0.166849208130829,0.162648873463238,0.305676718639507
471,2,336060,-0.176871890085345,0.162399159715321,0.276844702460325
472,2,338292,-0.20270066314601,0.162303365989871,0.212529247123918
473,2,339568,-0.259136929215326,0.162321633278701,0.111285137934268
474,2,340466,-0.258464174960455,0.163740168253101,0.115345993567345
478,2,348480,-0.125367076020079,0.162527188267573,0.441009220958816
479,2,350086,-0.196049988783208,0.162336769229738,0.22798097239832
480,2,351083,-0.223800855863551,0.164342991666771,0.174132196182436
481,2,351335,-0.201832677841856,0.162567437438256,0.215233598845008
482,2,351417,-0.172217448382531,0.162638171123049,0.290369665320863
483,2,351450,-0.252167694816924,0.162523277393135,0.121659059814693
484,2,352302,-0.201542955868213,0.164014136069295,0.219959893041449
485,2,352469,-0.221651217511822,0.162274249961521,0.172838362353662
486,2,352562,-0.208026463113729,0.162991848092974,0.202688618822313
487,2,352944,-0.212329334239011,0.162503778771975,0.192195247377427
490,2,355266,-0.209232375245955,0.162515158011554,0.198776153292193
491,2,358277,-0.180807115231374,0.162637519342974,0.26701584424402
492,2,358926,-0.165830334751583,0.162922808292265,0.309448220551614
493,2,358948,-0.182009142848767,0.162925659534519,0.264698508398915
494,2,359515,-0.165497074851634,0.162730072618302,0.30984822602737
495,2,363190,-0.0684439744963765,0.164522660142013,0.677651472201095
496,2,363588,-0.0580528330489187,0.16518332482172,0.725464297538586
497,2,363888,-0.0534701839704871,0.163769713034109,0.744242477003571
498,2,363954,-0.0223409429342665,0.163139297639096,0.891153154720352
499,2,364199,-0.0475555106805142,0.162902319736202,0.770514275666494
501,2,365981,-0.111931166648289,0.16609998305465,0.50082972801035
502,2,366047,-0.0590138548648245,0.163183178774904,0.717836108692621
503,2,366936,-0.0468574621277528,0.165072821458609,0.776684596394201
504,2,369530,-0.141326522582912,0.162768846890921,0.385839077218348
506,2,369931,-0.0835287699050031,0.164000117638353,0.610845188875505
507,2,371033,-0.178332492516013,0.163349286117706,0.275698570014653
508,2,372919,-0.101886268946942,0.162827847408519,0.531896395568684
509,2,373518,-0.0317689713771706,0.162816835857298,0.845410539126477
510,2,376157,-0.150497523788167,0.162988253746792,0.356448134842121
511,2,376172,-0.14496606685525,0.164183352936913,0.377862943743919
514,2,381433,-0.113362361874242,0.164134975003879,0.490229668924297
515,2,381922,-0.0555852333916845,0.165495082178363,0.737166620040403
516,2,382146,-0.0510908921208929,0.163008725227283,0.754143453365918
517,2,384206,-0.0158032661477282,0.163536742103282,0.923071618949353
518,2,384955,-0.0582876767003008,0.163145136665251,0.721099449943404
520,2,387301,-0.0264227125578999,0.163999210391627,0.872095090687514
521,2,388313,-0.040806037068034,0.16301693767623,0.802487232442522
524,2,390138,-0.0769522875878554,0.163487608948938,0.638151503477459
525,2,391233,0.00766376304018268,0.164447301860609,0.962855871120129
530,2,395606,-0.202784185808213,0.163136754011785,0.214681073249768
531,2,395726,-0.204113135293739,0.163072177297552,0.211517610500745
532,2,395853,-0.188937258276077,0.1635902931731,0.248895489892049
533,2,396484,-0.169821940894379,0.162924098447334,0.297968431424108
534,2,396705,-0.188275096277527,0.16278773416855,0.248230966405645
535,2,398759,-0.12856007272938,0.164286860932006,0.434425365142511
536,2,400386,-0.160320080761423,0.163288795697662,0.326861335105165
537,2,400847,-0.170549373588954,0.163108604572399,0.296452668544352
538,2,401130,-0.131702616671601,0.164708892832004,0.424475439527125
539,2,401143,-0.128083676465979,0.164389895567981,0.436415918912246
540,2,401979,-0.0536466813067002,0.16440450253446,0.744383891663518
541,2,403598,-0.0704837596821328,0.163515390439467,0.666693112221223
542,2,404844,-0.0563864053052187,0.165358253713582,0.733309903415033
543,2,405100,-0.0826205997266038,0.163812581845694,0.61432271603407
548,2,406181,-0.069362700875551,0.163936134162105,0.672474063919437
549,2,406688,-0.045417408670062,0.163013482878184,0.780706228214816
550,2,407621,-0.0949259583632844,0.164290845746844,0.563772835586338
551,2,409016,-0.0785337159779765,0.165961970783383,0.63636077955863
552,2,410647,-0.117772344726527,0.163474728126995,0.471736138234446
554,2,419803,-0.130048239590103,0.164598046599026,0.430002200944052
555,2,419943,-0.0820525180269895,0.165658505640969,0.620688626615462
556,2,422349,-0.196375660321893,0.163349425498474,0.230099024066952
557,2,425467,-0.114051748958813,0.162982867138717,0.48452713185003
560,2,429095,-0.134928147234221,0.163904425048221,0.410943028235403
561,2,431266,-0.10217567565282,0.164060941534695,0.533824002544277
562,2,431446,-0.0653571656287786,0.164777323673163,0.691873125103258
563,2,432524,-0.0379718062511981,0.163218997370502,0.816173226844997
564,2,434090,-0.127155901102649,0.164596464153323,0.440316809493241
565,2,441927,-0.165167721608786,0.162734887695743,0.310824957727941
566,2,446471,-0.214144911364065,0.164575820425291,0.194041029667228
567,2,449325,-0.228090681687282,0.163555306175984,0.16402002991854
569,2,450017,-0.293286218204094,0.162347129958709,0.0716858583250972
570,2,451779,-0.40275855217141,0.162294735716811,0.0135423368808235
571,2,451784,-0.395262669612605,0.162942119430821,0.0157759180528266
572,2,453525,-0.459137884855475,0.162519050980748,0.00499476831140375
573,2,453768,-0.447362099404238,0.162831286553148,0.00631528336891198
574,2,454027,-0.433286217941497,0.162246055566463,0.00792310835192658
575,2,455029,-0.450717836294584,0.16219885994329,0.0057479121056268
576,2,455247,-0.481180980062638,0.161414532365339,0.00307216244872159
579,2,455756,-0.359933211851416,0.174535145147945,0.0399163113766526
580,2,457024,-0.476160306402752,0.162672247756749,0.00364299027800167
581,2,457298,-0.474732305487756,0.163165557134196,0.0038493658299103
582,2,460202,-0.510508634374804,0.163239176794564,0.001910337233931
586,2,464424,-0.484502112635443,0.162595738128008,0.00308422108943167
587,2,465824,-0.366809946555622,0.165096046673416,0.0269305879568555
588,2,470145,-0.374760016047234,0.162658396247702,0.0218045771226802
589,2,470686,-0.333108593685279,0.162814975071773,0.0415035362799937
590,2,471144,-0.340246659955014,0.163057810411985,0.0376357796238119
591,2,471830,-0.368312758154088,0.162414788954013,0.0239496011943455
592,2,472403,-0.374348506439461,0.162522805262287,0.0218392355173521
