SNP,Chr,Pos,Effect,SE,PLM2_SNA3_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
216,2,26815,-0.0244592525439445,0.070000145919428,0.726984499871722
217,2,28209,-0.0712867496813352,0.0699329569477695,0.308730936701166
221,2,41245,0.0305577226978468,0.0697482065972216,0.661571025960086
222,2,43214,0.0636568649993769,0.0708172845455004,0.36932461764188
223,2,47104,0.0393481995584858,0.0688899914980816,0.568244884014125
224,2,50915,0.037170436247661,0.0695708697524184,0.593483031964596
225,2,55834,0.00806098915031467,0.0692760605449753,0.907433098537199
226,2,56422,-0.00620303832379854,0.0694004579874436,0.928830315755212
227,2,57715,0.0141715635772559,0.0691683540903171,0.837780000821895
228,2,59046,0.00938091445002509,0.0695205969492083,0.892738436517328
229,2,59191,-0.00122439564989202,0.0691242982257192,0.985877852055776
230,2,59383,0.000704382056713693,0.0691442256332977,0.99187773187195
231,2,59477,0.00523780309159999,0.0701840479331716,0.940551744585235
233,2,60471,0.0184504590219308,0.0692303978587602,0.790003560171089
234,2,60478,0.0177851886566013,0.0693099067029118,0.797634092071568
235,2,60786,0.0293544367333446,0.0691847567059087,0.671612405693167
236,2,61035,0.00902197079396072,0.0691957387848842,0.896337423134619
237,2,61071,-0.00330709282203456,0.0688832730742917,0.961735344137956
238,2,61675,0.0226897606282116,0.0690712514408704,0.742730015523737
240,2,62939,-0.0135021054480147,0.0689586527891705,0.844879356972575
241,2,63527,-0.0198144420170115,0.0692132258421824,0.774830730217373
242,2,63857,-0.0400358597189996,0.0692045637245177,0.56328555980377
243,2,65527,-0.059639938813998,0.0689360518357374,0.387544710123434
247,2,67976,0.000285616672387856,0.0700030616677639,0.996746897107798
250,2,72389,-0.0106302852237301,0.0695690638817026,0.878641801739057
251,2,72392,0.0416005969181596,0.0700094286341667,0.552749475357523
252,2,73646,-0.0233681393047852,0.0685971123355389,0.733563879716658
253,2,74564,-0.067715305294967,0.0683787560272475,0.322707078986822
254,2,74739,-0.0527471531702383,0.068641431142371,0.442736731200349
257,2,80873,-0.015061540316234,0.0688580562099526,0.8269843214368
258,2,81501,0.00604820831684671,0.0688504967070518,0.930049262419341
259,2,83526,-0.0480372038298236,0.0686968798861283,0.484848016035451
260,2,83845,-0.0320769873977762,0.0687885916638394,0.641279384099589
263,2,84447,-0.00825081789557933,0.069686924278945,0.905819364917376
264,2,87391,-0.00456763638050284,0.0685055010277844,0.946877810677165
265,2,87562,-0.00504737882123543,0.0686787695869863,0.941455787287851
266,2,87849,-0.00195600686243425,0.0686727115469224,0.977292998930604
267,2,87878,0.0220519988388247,0.0689578985800958,0.749317234285222
269,2,89785,-0.00374670399514318,0.0689752853206601,0.956711331153565
272,2,93721,-0.0755580175274351,0.0686495957906112,0.271806333657087
273,2,93952,-0.035651167824471,0.0685443274824185,0.603307061615085
274,2,95085,-0.0528073723967885,0.0686087407418948,0.441999311250793
276,2,107124,-0.00391829183931369,0.0687001309961034,0.954549817602203
277,2,111645,-0.0112457059106397,0.0687418364562802,0.870144916943821
278,2,111916,0.00887948352568321,0.0689048615519992,0.897537188868467
279,2,111931,-0.00342165963480012,0.0690116070162073,0.960484385132067
280,2,111999,-0.0192594931557118,0.0687563816406563,0.779555590470252
281,2,114528,0.00669898960357757,0.0691588116979344,0.922889478196936
282,2,116024,0.000278888962908175,0.0693241732456062,0.99679241671611
286,2,120090,0.0530451707037536,0.0689926386174799,0.442494901499501
287,2,120291,0.028759383347584,0.0698232459446073,0.680671232653626
288,2,120726,0.053140731014526,0.0693788830652465,0.444218120279822
289,2,121716,-0.00911145080825843,0.0693559558638205,0.895555647835626
290,2,123100,0.0063548336149134,0.0694525023538119,0.927148011288591
291,2,124677,-0.0267505189737471,0.0693430358859741,0.699898795778925
293,2,127887,-0.0182232671081329,0.0698264464932944,0.79426054645175
294,2,128935,-0.014523439002589,0.069762884405319,0.835206228546513
295,2,129053,-0.0234632810469325,0.06996839410998,0.737566961969399
296,2,130040,-0.00191162556832269,0.0704065858238713,0.978354454975455
297,2,130976,-0.0199259077512659,0.06982512888112,0.775529033367554
298,2,132199,-0.0318281972900426,0.0701363917801036,0.650248543800986
299,2,133355,-0.0131143852657514,0.0706279787986969,0.852800338560269
300,2,133435,-0.0436567300604762,0.0707459090212565,0.537571902675063
302,2,135183,-0.00961774314089214,0.0708214117126927,0.892054618154668
303,2,135402,-0.0251705216064249,0.0707998894025205,0.722415106128211
304,2,135898,-0.0323487946464189,0.0711672844356932,0.649715374915341
305,2,135912,-0.0328414190783652,0.0712192437456877,0.644988431038391
306,2,135925,-0.0471075690368181,0.0708736399585079,0.506695670282045
307,2,136002,-0.0360296447299946,0.0708389614433331,0.611340958174394
308,2,136173,-0.00268118597561018,0.0713661288758541,0.970052205639839
310,2,138318,-0.0727605375502429,0.0731479454353594,0.320561705430177
311,2,138695,-0.0504344039660145,0.071944859382567,0.483755678340792
312,2,138818,-0.046000697344077,0.0718211723704467,0.522270033372952
313,2,139728,-0.0327103395500696,0.071712928999564,0.648577777974013
314,2,140174,-0.0711519106785972,0.0716340256059567,0.321258875745648
315,2,140863,-0.0720834709448455,0.0716023300603164,0.314759096849516
316,2,141152,-0.0797446679569558,0.0717816548159062,0.267352950777757
317,2,141292,-0.0962632547881395,0.0712059121938236,0.177272944030343
318,2,141545,-0.0660677943665664,0.0716515299449902,0.357121334781334
322,2,146723,-0.0723982076393344,0.0715046209022021,0.311994009467188
323,2,147946,-0.107236232768841,0.0720385781630992,0.137486974775387
326,2,151397,-0.125711203379509,0.072135346394461,0.0822545741718244
327,2,153035,-0.0954359844497896,0.0714760871275087,0.182666185809647
328,2,153228,-0.099967046521884,0.0719828497159291,0.165780717979633
329,2,153455,-0.0800477714220178,0.0725991032829314,0.270952052941207
331,2,153815,-0.0659091836526462,0.0723600080600365,0.362995452661914
332,2,154160,-0.121046782205242,0.0713958251938479,0.0908752350986162
333,2,154235,-0.117586431535391,0.0721307603699186,0.103954472114195
335,2,159870,-0.0884936217648497,0.0704157730812949,0.209682336239853
336,2,161229,-0.131369518394531,0.0713143984748709,0.0662965148667271
339,2,162696,-0.0562083378728189,0.0712852814943792,0.430934375014845
340,2,163284,-0.0165594943815232,0.0703970540544458,0.814166672791527
341,2,164166,0.0260707931682178,0.0710427090337841,0.713858652802332
342,2,165270,-0.0196399942832173,0.0704509439932802,0.78058038791673
343,2,165675,0.0297849614421428,0.0716055799291718,0.677693012599196
346,2,168062,0.07458601388649,0.0708684341132521,0.293309599028361
347,2,168518,0.0702011252000174,0.0704741419021861,0.319871253940866
348,2,168980,0.0599331658780453,0.0704674539905033,0.395618975259445
349,2,169651,0.0690353030696874,0.0704774043280658,0.327985005375969
352,2,170725,0.0493812012009809,0.0706498754511223,0.485039368506696
353,2,171254,0.00178566544075309,0.0708130936961117,0.979896445188062
354,2,172242,0.0317686956191019,0.0699556653926232,0.65001713829942
355,2,173254,0.0283592994473323,0.0694234670570746,0.683156293953037
356,2,173340,0.0224596778734537,0.0694211790754125,0.74648717641626
357,2,173385,0.0409811325410564,0.0694611751576303,0.555577382635452
358,2,173973,0.010136235915152,0.0693086981308816,0.883809351742998
360,2,177341,0.0362741981205261,0.069047649781709,0.599669570259561
361,2,180314,-0.0258257444704866,0.0690841397030452,0.708755001764673
362,2,180339,-0.0183924547535735,0.0692654646827158,0.790751804488963
363,2,182758,-0.0561931637237002,0.0689591227035038,0.415692463756664
364,2,183619,-0.00949440320982003,0.0692939153277809,0.891095940468935
367,2,187176,-0.0779890340731015,0.0695492600703086,0.262901316441335
368,2,191066,-0.0544995161312278,0.0701338995874825,0.43763312744849
371,2,191599,-0.0930277708346154,0.0690439482934083,0.178725165806122
373,2,191763,-0.0806392490350918,0.0693627515180956,0.24578821744215
374,2,191959,-0.0927906845095504,0.069149706311887,0.180497045105426
376,2,195759,-0.0728004386370555,0.0698136686672265,0.297762872169736
377,2,196912,-0.0476636694669265,0.0687433616184917,0.488541687277326
379,2,198110,-0.0875903723218195,0.0690451857096003,0.205421500613812
381,2,198805,-0.0841140274686613,0.0693561262952943,0.226023250195827
382,2,198891,-0.0697039478701924,0.0688592348964333,0.312103622913746
383,2,199248,-0.0922467075420132,0.0689419842285949,0.181746692155442
384,2,201782,-0.0657661051347963,0.068942853492043,0.340775877039675
385,2,203285,-0.0632515243251077,0.0686815638990747,0.357711265048804
386,2,203783,-0.0641635606546326,0.0685309157971232,0.349773367698403
387,2,204179,-0.0453111010112952,0.0687396934632801,0.51021677134218
388,2,205406,-0.0356388509070816,0.0694627798140901,0.608227488091124
389,2,205834,-0.0516905266240373,0.0691011090893985,0.454932929488559
391,2,207192,-0.057880597102726,0.0690224735412753,0.40227469846491
392,2,207561,-0.053246290723288,0.0687273918882115,0.439008230860421
393,2,208682,-0.0413080480390115,0.0686348754494675,0.547658898052672
394,2,210102,-0.0359245932545738,0.0688208693932379,0.601996714881557
396,2,214801,-0.0349060148834406,0.0688190766133785,0.612321226322057
397,2,215016,-0.0440106499716038,0.0687649830632699,0.522577744797583
398,2,218876,-0.0611688273176756,0.0694399255420788,0.378977559722603
399,2,227511,-0.0457310061360005,0.0699659053918525,0.51378318730819
400,2,230378,-0.0611844409073113,0.069049237419827,0.376167569907501
401,2,231943,-0.0808760671821258,0.0691904014038815,0.24323611064774
402,2,232156,-0.0534104618104401,0.0692374235989256,0.440979832189781
403,2,232789,-0.0690900443809716,0.0689523950562983,0.317031731448322
404,2,238524,-0.0840102256533359,0.0690028322995172,0.224231255984793
405,2,241518,-0.0518565626356997,0.0696932215665189,0.457329756158654
406,2,250396,-0.0558605707684405,0.0692085488584459,0.420132797893564
407,2,250466,-0.03971360910112,0.0692156505127635,0.566491320242758
408,2,252305,-0.0395063650229535,0.0693996232589349,0.569542373154679
409,2,254571,-0.0106166324449156,0.0704043917632054,0.880223537700226
410,2,254742,-0.00579967144071636,0.0703424052084405,0.934336284626736
411,2,254908,-0.00702695372066464,0.0708794154668338,0.921083740614059
413,2,255862,-0.0182677951189957,0.0704467216426583,0.795544421381038
414,2,255975,-0.00898443941490035,0.0701974412356818,0.898231246322135
415,2,258311,0.0200985968413369,0.0690316281801292,0.771107173584568
416,2,259284,-0.00616467189807046,0.0692716049114935,0.929138124654167
417,2,266330,0.0254703484611876,0.0695570281810362,0.714450598197634
418,2,267100,0.000961675841138154,0.0695651478402423,0.98897812174109
419,2,268086,-0.0645029232502145,0.069485476733399,0.353889591662705
420,2,274614,-0.0694156102731279,0.0690487811822834,0.315434957457241
421,2,274729,-0.0573743684525011,0.0694586683943156,0.409349697478625
422,2,275746,-0.0749851260801471,0.0693807176916119,0.280533870122861
423,2,277029,-0.0883941520058379,0.0690122851757226,0.201088416018857
424,2,277741,-0.0659820644255915,0.069110452050048,0.34036581197564
425,2,278218,-0.0743408303400217,0.0689612173163912,0.281765724134415
426,2,278379,-0.0854201983686103,0.0706378973209409,0.227368917569021
427,2,279910,-0.0857993114074148,0.0688992096528259,0.213852144227427
429,2,283431,-0.0654602904020297,0.0699750087741074,0.350179984409098
430,2,283573,-0.0803353130608012,0.0690890746353053,0.245704711508708
431,2,286762,-0.0521980541873637,0.0693428140080906,0.452099673464616
432,2,287187,0.00249166631389941,0.0690745096328821,0.971245215597958
433,2,288379,0.0331854992521354,0.0685284126658048,0.628502390672442
434,2,294941,-0.0243734192098431,0.0685799108311464,0.72250091814195
439,2,297610,0.0177875195202423,0.0689328560222786,0.796525453867738
441,2,299680,0.0318385267504448,0.0687061566589846,0.643362282939091
442,2,299708,0.0504970799934238,0.0688195517387335,0.463581670215959
443,2,299759,0.0575112862797378,0.0685703832331237,0.402194572453392
444,2,300111,0.057526862155849,0.0690503985823863,0.405343694186677
446,2,301710,0.0596396380460798,0.0685836591367205,0.385115606281838
447,2,303446,0.0696350535731688,0.0689900496520065,0.313498531838894
448,2,303854,0.0571358797726474,0.0690358360575926,0.408441265076
449,2,304472,0.0434986421086635,0.0684797231387678,0.525706439219866
450,2,304691,0.0508849736569653,0.0695762226806058,0.465047057014465
451,2,308097,0.069909769912512,0.0687944329988353,0.310224147573213
453,2,309402,0.0754160003720623,0.0683580733658565,0.270670426481855
454,2,310030,0.0731544101070543,0.06875036912423,0.288029548064269
455,2,310113,0.0742094621206918,0.0685547667009836,0.279776241950207
456,2,310972,0.0466134074284781,0.0687279649886486,0.498069851453695
457,2,312659,0.0643325958339963,0.0684203073639693,0.347729283322542
460,2,318265,0.0374441210803135,0.06936758617096,0.589680299811169
461,2,318379,0.0548668578238345,0.0695405252743191,0.430646769651293
462,2,321266,0.049199817008405,0.0690863286107538,0.476842405720598
463,2,322957,0.0320438902000805,0.0684976190475339,0.640208950068078
464,2,325221,0.0279529639354203,0.0688789210257746,0.685115190641451
465,2,332691,0.0323478948660925,0.0695754376981726,0.64226632237985
466,2,333006,0.0153477655001137,0.0694552512486919,0.825240874633301
468,2,335046,0.0302185520999464,0.0687452103500731,0.660515234285934
469,2,335049,0.0224409910525383,0.0690461131984499,0.74536260050234
470,2,335995,-0.00827101292096211,0.0686648766144637,0.904191425167831
471,2,336060,0.00450050360354493,0.0685734062545073,0.947709197127973
472,2,338292,0.0125283556539156,0.0685662656339337,0.85512344315229
473,2,339568,0.0191067641313182,0.0686652602225154,0.780976045059268
474,2,340466,0.024126014699305,0.0692554724132776,0.727775567860983
478,2,348480,-0.0769466930650891,0.0684481747499483,0.261709061471678
479,2,350086,-0.0571882711680562,0.0685062373492532,0.404400971976885
480,2,351083,-0.0859865755499249,0.0693091185686157,0.215568490795454
481,2,351335,-0.0813619385836008,0.0685426340800624,0.236015275019337
482,2,351417,-0.0869934020843379,0.0685121745026673,0.205009740765691
483,2,351450,-0.0995804878904969,0.0685398199102193,0.14714397181921
484,2,352302,-0.0456498824086277,0.0692447924972935,0.51016272617185
485,2,352469,-0.0393508140498492,0.0685547931067461,0.566329775113937
486,2,352562,-0.0420510424808453,0.0688307155735018,0.541636275602901
487,2,352944,-0.0440759577993531,0.0686283713784556,0.521133544638131
490,2,355266,-0.0562861319843971,0.0686030747169172,0.41250716334129
491,2,358277,-0.0542752665550763,0.0686185143144299,0.429491916534004
492,2,358926,-0.0748609216792945,0.0686648459441902,0.276352624941827
493,2,358948,-0.0625086574297751,0.0687216560760881,0.363658430602948
494,2,359515,-0.0774131077618657,0.0685751492283671,0.259715085434522
495,2,363190,-0.0732002583796201,0.0692615627894324,0.291295030661113
496,2,363588,-0.0517726331896184,0.0695902031507938,0.457392934035424
497,2,363888,-0.0665816986887975,0.068956075565971,0.334922005802111
498,2,363954,-0.0840851020241529,0.0686269571610128,0.221298356138975
499,2,364199,-0.0849703792306125,0.0685302298442603,0.215837336164066
501,2,365981,-0.0866860088148511,0.0699119157743931,0.215824217892264
502,2,366047,-0.0635002571649068,0.0687190806594739,0.356088538135298
503,2,366936,-0.0833346886837426,0.0694524291890636,0.23099002138774
504,2,369530,-0.0603267483390491,0.0686128823677244,0.379872771204146
506,2,369931,-0.0838294568057746,0.0690151013098311,0.225310034153977
507,2,371033,-0.0635280236615664,0.0688926473828665,0.3570902269109
508,2,372919,-0.0310511863935995,0.0686577803314103,0.651359282652995
509,2,373518,-0.0511173983991494,0.0685847289686405,0.456575766792213
510,2,376157,-0.0656663706052889,0.0687013102532701,0.339815201126007
511,2,376172,-0.0482573906115791,0.0692397835230149,0.486286265615847
514,2,381433,-0.0589629255662638,0.0691662023535527,0.394524770050835
515,2,381922,-0.0523015414297675,0.0697195727731855,0.453651942000757
516,2,382146,-0.0423195329114817,0.0686885005784114,0.53822033371937
517,2,384206,-0.0375238753801294,0.0689104212697763,0.58641978505022
518,2,384955,-0.0389771613726118,0.0687545074504667,0.571140130173707
520,2,387301,-0.0285430901352804,0.0691192457437865,0.679890808630001
521,2,388313,-0.0040432323067236,0.0687250848919484,0.953119232100866
524,2,390138,-0.00877001535943739,0.0689377767291604,0.898841565667927
525,2,391233,0.0200468831313682,0.0693142904449195,0.772584971957298
530,2,395606,0.0744647931614128,0.068806120408395,0.279884254051851
531,2,395726,0.0797779320444398,0.0687640129141384,0.246763726517902
532,2,395853,0.0698880860902107,0.0689909829756627,0.31175246314824
533,2,396484,0.0750988892671995,0.0686695648668261,0.274864326647
534,2,396705,0.0937699847314127,0.0685712112832023,0.172343907904581
535,2,398759,0.076500042805971,0.0691950057307485,0.269664851266019
536,2,400386,0.0849722968452802,0.0687793123242102,0.217490623624681
537,2,400847,0.0768216316844602,0.0687428689603148,0.264531421591771
538,2,401130,0.0906136446840348,0.0693278613771287,0.192053046243485
539,2,401143,0.0799423098425393,0.0692270151130969,0.248959653306637
540,2,401979,0.104931911824771,0.0690893309165188,0.129711455018851
541,2,403598,0.1025736486019,0.0687310968458903,0.136489918853049
542,2,404844,0.0935653348692373,0.0695396889631079,0.179328907452117
543,2,405100,0.128923525114233,0.0687379484183362,0.0615381471983242
548,2,406181,0.139807743107154,0.0687226394023232,0.0426606976466064
549,2,406688,0.121841077493769,0.0684187772243094,0.0758028044543143
550,2,407621,0.114463901866329,0.0690207218221693,0.0981252020132805
551,2,409016,0.129919999073452,0.0696405121675534,0.0629293560140443
552,2,410647,0.0795164602047596,0.0688329582427173,0.248786158513336
554,2,419803,-0.000380405432935493,0.0694471565670808,0.995632604200208
555,2,419943,-0.00700188416354419,0.0698561369738792,0.920216317090767
556,2,422349,0.00522094373980503,0.0689997399105161,0.939727581422315
557,2,425467,-0.0277141450211375,0.0687367731325451,0.687050779466313
560,2,429095,-0.0568433220061643,0.0690935230498266,0.411233344264712
561,2,431266,-0.0778322308346471,0.0690732928395241,0.260589721383344
562,2,431446,-0.0799337154797204,0.0693465021053312,0.249825329283155
563,2,432524,-0.0371766533377756,0.0687813191218585,0.589189612122743
564,2,434090,-0.0658578991318535,0.0693552740381532,0.3429788839978
565,2,441927,-0.0153670205906222,0.0686955786423752,0.823122192450832
566,2,446471,-0.0295870091128115,0.0695248106612177,0.67068749848747
567,2,449325,0.027226723259797,0.0691207501602086,0.693892061826435
