SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
102,1,137074,-0.199064349504078,0.14370962743734,0.166870753555646
103,1,137304,-0.262944688944608,0.143468768162523,0.0676794810958509
104,1,139686,-0.173728840098997,0.144042703845768,0.228589523795633
105,1,149562,-0.241665445179407,0.144095531408183,0.0944043088145394
106,1,150447,-0.207841908709283,0.145854265880811,0.155041563726492
108,1,154084,-0.195746723156675,0.146354718665526,0.181926638245067
110,1,157269,-0.26612221364305,0.143364125947337,0.0642484571538632
111,1,160054,-0.187778746677083,0.145087011047524,0.19642541144337
112,1,166222,-0.174573547171786,0.144055854590374,0.226381774278804
113,1,166416,-0.174012775479909,0.143764107005786,0.226933410756357
114,1,167326,-0.210666108335162,0.144446238348856,0.145608574932748
115,1,168836,-0.192115331343289,0.143831181488137,0.18250783817919
116,1,171200,-0.282257005661944,0.143626582082759,0.0501731987848395
117,1,171431,-0.357957752834222,0.144057290798371,0.013424070923444
118,1,173339,-0.320294001261971,0.143170286332785,0.0258999632392231
119,1,173845,-0.300777145517428,0.143169894244827,0.0363637070083172
120,1,175121,-0.354286248074677,0.142534573574524,0.0133949426795914
121,1,175281,-0.34968555772505,0.142689998011628,0.0147437747389256
122,1,175315,-0.350393691767239,0.142639393213514,0.0145105871583248
123,1,175523,-0.326529317754401,0.143620763991226,0.0235930118160271
124,1,175541,-0.351023335391083,0.14286156869665,0.0144873033547547
125,1,175653,-0.370148501450294,0.143184973332265,0.010135339248983
128,1,175856,-0.347603605948739,0.14575050425372,0.0176099635230859
129,1,175876,-0.340224559287561,0.143530679602412,0.0183057626876637
130,1,175989,-0.341278615864478,0.14393963647942,0.0182771246226479
131,1,176001,-0.341704658287111,0.144698724185099,0.0187441927337776
133,1,177692,-0.377176378972181,0.142445760082118,0.00846370401097464
134,1,178191,-0.387628769691269,0.142510572822395,0.00685112409109862
135,1,178224,-0.377176378972181,0.142445760082118,0.00846370401097464
136,1,178960,-0.374369525616411,0.143626762368271,0.00953371565711322
140,1,183802,-0.296957150096804,0.143000710690446,0.0385603126683722
141,1,183954,-0.274219021648555,0.144182112835316,0.0579988968470835
142,1,184450,-0.204377148625634,0.1432376384055,0.154509988429516
144,1,184718,-0.263229211465649,0.143785315433182,0.0679867181410593
145,1,185296,-0.209148531860551,0.14342205189233,0.145654387333791
146,1,185438,-0.189583906959805,0.143505882851693,0.187327707612301
147,1,185469,-0.193307515391761,0.143699961347245,0.179418958253421
148,1,185503,-0.211459835699057,0.143253756249659,0.140802946058509
149,1,185705,-0.221169748162993,0.144823563662115,0.127615015575565
150,1,185749,-0.220269394412854,0.144827450838593,0.129177845162868
151,1,185806,-0.243516966732745,0.144916756584101,0.093765697954526
152,1,185879,-0.229834420221931,0.145685582775662,0.115551883016106
153,1,185916,-0.120349014958396,0.145991311616431,0.410293180285587
154,1,185941,-0.161769965154621,0.146515565733561,0.270295510398545
155,1,185954,-0.18710396414372,0.146859710944242,0.203490236899819
156,1,186055,-0.184008498185537,0.143926379644255,0.20191649318249
157,1,186896,-0.194110698229821,0.146259854486851,0.185312447068617
161,1,190132,-0.00482716047507947,0.144441977758415,0.973359048316779
162,1,190148,0.0223418462382052,0.144480875774641,0.877197199350591
163,1,190165,-0.00364523023194036,0.145595902840269,0.980039896024363
164,1,190169,0.022379979847779,0.145409592318935,0.877768706799371
165,1,190933,-0.150470090680632,0.144012733370717,0.296812435833245
166,1,192149,0.113673320794536,0.145288551677642,0.434505834487828
168,1,192303,0.233046250642174,0.172911576942384,0.178594424014779
171,1,192795,0.0741021937100213,0.143908159112671,0.606926319263498
173,1,194187,0.00330370852414426,0.144081358188095,0.981719492186275
174,1,194867,-0.110889965055328,0.143882053582212,0.441400013292202
190,2,8314,0.190888599577591,0.146088383980685,0.19217709736611
194,2,8498,0.12360522600009,0.146078717972073,0.398039548498867
195,2,8651,0.113042509454471,0.146239981908196,0.44004369313022
197,2,9812,0.106902802182763,0.147123377726111,0.467940265953446
198,2,9932,0.0724190857240374,0.146602408884772,0.621625475474427
199,2,10135,0.0633776733863423,0.146052493274136,0.664598817855804
200,2,11616,0.126139843291035,0.145781865995841,0.387481388516482
201,2,12133,0.11503884171659,0.146388548326681,0.432484931626853
202,2,12194,0.0982332016726584,0.146990148333092,0.50438021758314
203,2,12359,0.0964282926200893,0.146563236108247,0.511012180438324
204,2,13061,0.0966326509800007,0.146552055644334,0.510085396302689
205,2,14298,0.0905626094455687,0.147025897066776,0.538315470484381
206,2,15222,0.112275859621384,0.148419118894052,0.449866970906128
207,2,17986,0.116617088640646,0.145804325107631,0.424353487481512
208,2,19770,0.089671029234456,0.146867845299416,0.541886516472813
209,2,19836,0.0841726462646846,0.146473165235315,0.565885566347
210,2,19851,0.0875871498820862,0.146896763251613,0.551390579246623
211,2,21595,0.0563599363709815,0.14633295566421,0.70035926837179
212,2,22385,0.0408119396323092,0.146486087721054,0.780710149100497
213,2,23441,0.0292603077784055,0.14791690286478,0.843303007732623
214,2,24209,0.076985091720658,0.146649837195055,0.59994151331949
215,2,24341,0.0727319062746141,0.14700311599644,0.62107423734698
216,2,26815,0.136473034661785,0.146698135648466,0.35285238173076
217,2,28209,0.157847126088944,0.146686886365696,0.282625455230753
221,2,41245,-0.0262677465927348,0.146357021270503,0.857666002771179
222,2,43214,-0.120539144047898,0.148598230348588,0.417811865960966
223,2,47104,0.0343503997746049,0.144578692058027,0.812337220553428
224,2,50915,0.0301319912417897,0.146002082153412,0.836612637979762
225,2,55834,-0.0220262260472264,0.14533147157849,0.879621710967822
226,2,56422,0.042265479005574,0.145578652368813,0.771736219292025
227,2,57715,0.0262681017700472,0.145109349157641,0.856453562690936
228,2,59046,0.0179057226279578,0.145847070396737,0.902358674931837
229,2,59191,0.0041991290459179,0.145014924602364,0.976915623524894
230,2,59383,0.0313263529895774,0.145047276405555,0.829133227507948
231,2,59477,0.0137081433920721,0.147237622351009,0.92587520406593
233,2,60471,-0.0370869809801642,0.145238815005558,0.798600173542444
234,2,60478,-0.0268307645340279,0.145410966583914,0.853714015235215
235,2,60786,-0.0151666144636656,0.145176628150835,0.916855639862771
236,2,61035,-0.00591110162413766,0.145168061138713,0.967542916112558
237,2,61071,0.0110512690403146,0.144508663339555,0.939084697694794
238,2,61675,-0.0473776039098152,0.144903953181464,0.743892932377882
240,2,62939,-0.0160468376881123,0.144672861368431,0.911744335455005
241,2,63527,0.00765705911469972,0.145217875620969,0.957978395071617
242,2,63857,-0.00978412239181337,0.145251294794497,0.946333274485034
243,2,65527,-0.0866744203009613,0.144699834874484,0.549560685836236
247,2,67976,-0.0227334614370521,0.146853598436419,0.87706464890766
250,2,72389,0.225314280447254,0.145459418860245,0.122281656324984
251,2,72392,0.115858931461565,0.146815926911978,0.430557451868435
252,2,73646,0.201204679018851,0.143533762228805,0.161855615609132
253,2,74564,0.229327992558925,0.143130589982966,0.109999381445627
254,2,74739,0.296300601566865,0.143256990674622,0.0393382421279993
257,2,80873,0.372869577825846,0.143096635996991,0.0095562819462881
258,2,81501,0.378652663915894,0.143029302699547,0.00847552369777488
259,2,83526,0.349065626956426,0.143016418517268,0.0151482407387059
260,2,83845,0.380122335905443,0.14293038416649,0.00818253995922905
263,2,84447,0.413382996631218,0.144533168467031,0.00448665300507747
264,2,87391,0.410832299766373,0.142044563944708,0.00406173064467798
265,2,87562,0.426991441553389,0.142277815042876,0.00288134865362158
266,2,87849,0.410910206518203,0.142398089857716,0.00414627093492288
267,2,87878,0.401893048356495,0.143096961385838,0.00525356413807125
269,2,89785,0.352626942306997,0.143480699390814,0.0144645723715968
272,2,93721,0.339912440201145,0.143127171271393,0.0180875769369031
273,2,93952,0.305183766397955,0.142933406027224,0.0334370734409303
274,2,95085,0.416792967486907,0.14233584139471,0.00363018788794802
276,2,107124,0.421565164405088,0.142368570822996,0.00327302530913636
277,2,111645,0.488756837834083,0.141852557226402,0.000638612498986679
278,2,111916,0.465267154276157,0.142421201901984,0.00119423280950917
279,2,111931,0.486103908525107,0.14244857955996,0.000718435284720852
280,2,111999,0.498253579985931,0.141800720707323,0.000499276180857278
281,2,114528,0.42647450828047,0.143302763007048,0.00312131388215257
282,2,116024,0.479254796035987,0.143179901907435,0.000904169003910977
286,2,120090,0.206773131115134,0.14444130288038,0.15316100754349
287,2,120291,0.246128978226802,0.145929721927019,0.0925586266053628
288,2,120726,0.217011131090656,0.145211380980014,0.13595142324131
289,2,121716,0.263987714159434,0.144824591735098,0.0691779321097338
290,2,123100,0.182353462659625,0.14538167925568,0.210559844243919
291,2,124677,0.148348597397206,0.145290190462222,0.307929832609106
293,2,127887,0.141926309630949,0.146307312901176,0.332682689065747
294,2,128935,0.128912153752642,0.146202786818978,0.378519967082054
295,2,129053,0.168702741927876,0.146534381345452,0.250394465259669
296,2,130040,0.178656534551473,0.147398883019159,0.226299417053077
297,2,130976,0.0662246470880739,0.146459783763867,0.651424605898229
298,2,132199,0.166850922736113,0.146913043626176,0.256847557475222
299,2,133355,0.187375975633,0.1478408244499,0.205841661253923
300,2,133435,0.189371622350661,0.148154562879288,0.2020176411289
302,2,135183,0.1201585630142,0.148441563004759,0.418791794624029
303,2,135402,0.139550520745514,0.148371026829717,0.347578159545739
304,2,135898,0.232789662386078,0.148829823569508,0.118682300186975
305,2,135912,0.222487023396395,0.148985118025517,0.136238674148534
306,2,135925,0.22729978225745,0.148285276449619,0.12620736346957
307,2,136002,0.190708211968745,0.14831972858471,0.199358727307258
308,2,136173,0.179940895711779,0.149411804098753,0.229269504121008
310,2,138318,0.185366115856385,0.153354068161312,0.227569477304664
311,2,138695,0.182478975538781,0.150724677507803,0.226828998690364
312,2,138818,0.171615196348968,0.150483335107581,0.254881771982268
313,2,139728,0.151487728351655,0.150273868887104,0.314107678722621
314,2,140174,0.153830410221431,0.150267126905971,0.306671877225551
315,2,140863,0.134828461512347,0.150257880203335,0.370163088757049
316,2,141152,0.144550288078809,0.150656569511396,0.337979297991734
317,2,141292,0.150647307328936,0.149553445593696,0.314473787737782
318,2,141545,0.172297003592995,0.150218138543181,0.252167243225456
322,2,146723,0.255825701611401,0.14960799840357,0.088149506112717
323,2,147946,0.242470356064777,0.151052174802541,0.109341956265302
326,2,151397,0.202291088292916,0.151599614582871,0.182940340662563
327,2,153035,0.242087355818284,0.149773772099651,0.106911207766546
328,2,153228,0.180756050136257,0.15111799520244,0.23245048756314
329,2,153455,0.185358092376918,0.152247515980243,0.224235406337963
331,2,153815,0.207919448567438,0.151578041272367,0.171028342076212
332,2,154160,0.210616343654287,0.149970661514206,0.161083884446171
333,2,154235,0.160308872064053,0.151650946848727,0.291192867199132
335,2,159870,0.19741255551212,0.14768119149246,0.18216574293813
336,2,161229,0.263566742892719,0.149671021599694,0.0791086364268392
339,2,162696,0.32752223405126,0.148661598703864,0.0282304284519346
340,2,163284,0.32051251072366,0.146708220698416,0.0295685234996133
341,2,164166,0.221196052304568,0.148602436404721,0.137509522322097
342,2,165270,0.245611177133094,0.147235258072536,0.0961717715582953
343,2,165675,0.241659014813249,0.149705771009536,0.107371799874882
346,2,168062,0.153449203446799,0.148682962310496,0.30275225998455
347,2,168518,0.127771072637539,0.14789823548665,0.388222816308367
348,2,168980,0.158116238907192,0.147744725689802,0.285261005185967
349,2,169651,0.151629180763979,0.147834381376705,0.305749833324599
352,2,170725,0.224918102465511,0.147834145772746,0.129049236250116
353,2,171254,0.276577767893924,0.147826924685166,0.0621781930967471
354,2,172242,0.141776480504327,0.146607941092197,0.334183589746596
355,2,173254,0.0855119181988394,0.145605959721458,0.557389035669429
356,2,173340,0.0867957588545174,0.145586169335923,0.55143617846615
357,2,173385,0.080659833376827,0.145730369237155,0.580280515067783
358,2,173973,0.117224189197506,0.145272367262254,0.420251903558132
360,2,177341,0.203362037447203,0.144506047943353,0.16022105151406
361,2,180314,0.142425249079374,0.144761125392536,0.325856271871349
362,2,180339,0.12676629270612,0.145168986233178,0.383129929353597
363,2,182758,0.146699912875602,0.144593852403307,0.311007944171169
364,2,183619,0.102519240202633,0.145272295474396,0.480837675358261
367,2,187176,0.0304085556745992,0.146157230390622,0.835307006108599
368,2,191066,0.0674873637004797,0.147215038774004,0.646927720476067
371,2,191599,0.00699817125904167,0.145217969807132,0.961591429299347
373,2,191763,0.0178491500287264,0.145790495609063,0.90262804366526
374,2,191959,-0.0441122947609504,0.145418907743143,0.761804628628972
376,2,195759,0.171702986741032,0.146401704201162,0.241658427791453
377,2,196912,0.15276736097672,0.14408479763658,0.289751188786882
379,2,198110,0.126705755234535,0.14502215435172,0.382876005559163
381,2,198805,0.122836631787153,0.14565754117638,0.399617836794042
382,2,198891,0.129154541705936,0.144505061503026,0.372052967713415
383,2,199248,0.114120140076243,0.144871589828264,0.431381480421941
384,2,201782,0.112632593725282,0.144696551057551,0.436851430784926
385,2,203285,0.24523850365409,0.143667488472561,0.0887038795895349
386,2,203783,0.167886579602502,0.143670971685216,0.24337391148615
387,2,204179,0.168307663745103,0.144018566332438,0.243332256060297
388,2,205406,0.136111842170406,0.145599333988822,0.350510652176705
389,2,205834,0.125580471386604,0.144927188205587,0.386800585408745
391,2,207192,0.095773506444768,0.144855909553995,0.50893845875735
392,2,207561,0.0680553731118622,0.144259429051728,0.637391816991046
393,2,208682,0.0516840953459476,0.144035868779961,0.71993832017667
394,2,210102,0.0374339705484188,0.144420442917811,0.795630995142002
396,2,214801,0.0402641138804692,0.144411411848084,0.780549821696432
397,2,215016,0.0279608103707415,0.144337233301258,0.846507628883862
398,2,218876,-0.0785920436511757,0.145777205923058,0.59014089763957
399,2,227511,-0.115215312767169,0.146741345685535,0.432886889286117
400,2,230378,-0.0449562325845927,0.144998834107613,0.756709332240433
401,2,231943,-0.0545712036394624,0.145405344392164,0.707659813666636
402,2,232156,-0.0581475757308121,0.14534178839112,0.689343469465926
403,2,232789,-0.031228039234432,0.144850428860851,0.829433287195206
404,2,238524,-0.0276483833094029,0.145056358811268,0.848945095446191
405,2,241518,-0.0886801725519257,0.146247034080492,0.544657200136331
406,2,250396,-0.197330611248314,0.144945672383126,0.174252217922831
407,2,250466,-0.198747771692042,0.144888728393552,0.171019651007469
408,2,252305,-0.179701178440818,0.145345085448329,0.217140827814119
409,2,254571,-0.0774377712065188,0.147647766204525,0.600276404333569
410,2,254742,-0.115517800730037,0.147443767225243,0.433876373133948
411,2,254908,-0.108571921689892,0.148586814322653,0.465449012137791
413,2,255862,-0.16673068507735,0.147536758933496,0.259203104148443
414,2,255975,-0.129214303322592,0.147109111228928,0.380347525241709
415,2,258311,-0.241299523416681,0.144267473942392,0.0952951445669547
416,2,259284,-0.113092251907686,0.145200984440377,0.436579876862743
417,2,266330,-0.0325280464161363,0.145940294342794,0.823753156554266
418,2,267100,-0.037313525257785,0.145926411297691,0.798330674842225
419,2,268086,0.00604780798214755,0.145950208201961,0.966970565355499
420,2,274614,-0.0714583325088097,0.145013955688423,0.622482423224219
421,2,274729,-0.102339998443218,0.145755518711138,0.483057900112646
422,2,275746,-0.0272943344549833,0.145786352962807,0.851594557084128
423,2,277029,-0.0317261555753097,0.145106259378558,0.827056180913807
424,2,277741,-0.0537175027436458,0.145144898488097,0.711533135476509
425,2,278218,-0.051690896021017,0.144884729266251,0.721475246047823
426,2,278379,-0.0450993375978549,0.14847761976215,0.761501110200226
427,2,279910,-0.0685870295201598,0.144813960063198,0.636062495554166
429,2,283431,-0.0775606765863825,0.146923598179693,0.597901789153475
430,2,283573,-0.0643590300297991,0.145178040837643,0.657812331042141
431,2,286762,-0.0757517253387653,0.145534326459153,0.603036128916334
432,2,287187,-0.12012294487339,0.144769738557786,0.407239917712757
433,2,288379,-0.0184906820490496,0.143809309136445,0.897764970291247
434,2,294941,0.0114643117310549,0.143897412917263,0.936544838892762
439,2,297610,-0.0254473716789485,0.144620704216983,0.860426739675207
441,2,299680,0.109308031951921,0.144064226754469,0.448511335774998
442,2,299708,0.150554155306229,0.144263392133866,0.297381822612251
443,2,299759,0.124612997811426,0.143843415338811,0.386908581380348
444,2,300111,0.0708117812811599,0.144953353616527,0.625488955730839
446,2,301710,0.149200561504588,0.143815780208635,0.300239928445102
447,2,303446,0.122331903195314,0.144795780861661,0.398762253530279
448,2,303854,0.153595547259487,0.144739209415124,0.289329853626932
449,2,304472,0.108867173722236,0.143628032019742,0.448968682126883
450,2,304691,0.0948801242337169,0.1459863443165,0.516163605705213
451,2,308097,0.269805237090522,0.143818805803648,0.0614791756813007
453,2,309402,0.154204228500333,0.143419952064247,0.283022356001654
454,2,310030,0.151911520958039,0.144235244141053,0.292960313319097
455,2,310113,0.132697826248849,0.143885486079616,0.357030124091647
456,2,310972,0.154575207506512,0.144042719242711,0.283950055438869
457,2,312659,0.024147786522243,0.14371202307622,0.86665669636656
460,2,318265,-0.0942956139371701,0.145498936745974,0.517351573642718
461,2,318379,-0.103042167149007,0.145913775786455,0.480538708911881
462,2,321266,-0.0999766247298274,0.144941808298556,0.490791540990341
463,2,322957,-0.141056004703823,0.143548674547019,0.326459924737932
464,2,325221,-0.0606794936025101,0.144497875611576,0.674789535264196
465,2,332691,-0.0732298485578312,0.145954123079053,0.616168855347269
466,2,333006,-0.113818329295619,0.145593435473124,0.434882860948899
468,2,335046,-0.0274546820023825,0.144251813400151,0.849164108726131
469,2,335049,-0.0492455496237948,0.144848967953393,0.734074847196041
470,2,335995,-0.0725765260133736,0.144002376552175,0.614579056207808
471,2,336060,-0.088531668543581,0.143783009130363,0.538468805882447
472,2,338292,-0.0901545112693733,0.143771091636875,0.531018831997388
473,2,339568,-0.138429142770814,0.143879295261365,0.336647927878587
474,2,340466,-0.139046977409507,0.145126616126714,0.338664017617596
478,2,348480,-0.0790411639148429,0.143791880184272,0.582878634125832
479,2,350086,-0.129050293312546,0.143696133786177,0.369756258222239
480,2,351083,-0.121223885002875,0.145576500586767,0.405567925497457
481,2,351335,-0.116977104142615,0.143946881993578,0.416971761307302
482,2,351417,-0.103322502949852,0.14395372111268,0.473387363381094
483,2,351450,-0.145226231640463,0.144010847377328,0.313934239835711
484,2,352302,-0.099576779699865,0.145260561715102,0.49347549640526
485,2,352469,-0.134523237187351,0.143709125289104,0.349871943677735
486,2,352562,-0.121933828036557,0.144329610722543,0.39877858730763
487,2,352944,-0.122940469817992,0.143910038783568,0.393525382043907
490,2,355266,-0.15046380036199,0.143835955147807,0.296240230641338
491,2,358277,-0.0811966729002603,0.14401663767392,0.573247808724537
492,2,358926,-0.0720465182759176,0.1442425099034,0.617751121924597
493,2,358948,-0.0923695843845919,0.144255435797604,0.52238024006636
494,2,359515,-0.0880550777823697,0.144046202926763,0.541396121384178
495,2,363190,-0.0987107820523108,0.145437836558445,0.497763432913953
496,2,363588,-0.0605551604538463,0.146071304330308,0.678716643314996
497,2,363888,-0.0651261319163047,0.144811549771224,0.65318099708716
498,2,363954,-0.00707596661410684,0.14427699082573,0.960911714844705
499,2,364199,-0.0238094877012967,0.14407589240068,0.868836638521249
501,2,365981,-0.0804247698107543,0.1469240676972,0.584456710418137
502,2,366047,-0.047447615430875,0.144317093834249,0.742521959133198
503,2,366936,-0.012195084216416,0.145998795981719,0.933478534074083
504,2,369530,-0.0985301127901629,0.144004207519723,0.494287144761894
506,2,369931,-0.0854950768034974,0.145016828615195,0.55586764208216
507,2,371033,-0.143522174447837,0.144501253839001,0.321280928130818
508,2,372919,-0.10114669699917,0.143977441032609,0.482819375788443
509,2,373518,-0.0831320670314159,0.143928246707544,0.563906596170608
510,2,376157,-0.135675278195937,0.144133254864219,0.347185460335193
511,2,376172,-0.13955485808841,0.14516731233523,0.337040260154971
514,2,381433,-0.0881087117761258,0.14517650606671,0.544302438792798
515,2,381922,-0.0520491610217179,0.146354175973495,0.722323825636648
516,2,382146,-0.0402726810042352,0.144162299796967,0.78013482357953
517,2,384206,-0.000300255495780444,0.144627045552114,0.998344711774269
518,2,384955,-0.0382859949322448,0.144290508715087,0.790902695998089
520,2,387301,-0.0343591291041201,0.145027924306671,0.812861021595658
521,2,388313,-0.0518029689947678,0.144151868357121,0.719537791112644
524,2,390138,-0.0950581466612415,0.144538523173556,0.511181060137898
525,2,391233,-0.0179619749446205,0.145427699963222,0.901772462729278
530,2,395606,-0.233323652059604,0.144052500740803,0.10618701123785
531,2,395726,-0.24222556027329,0.14395781868328,0.0933339135786023
532,2,395853,-0.236503507921495,0.144397943663717,0.102342091612172
533,2,396484,-0.189802104244042,0.143950859654662,0.188184415195067
534,2,396705,-0.219879944184945,0.143759681440694,0.12703696564436
535,2,398759,-0.171766919755868,0.145126799846605,0.237381942079203
536,2,400386,-0.16544339140039,0.144334535021601,0.252468332572348
537,2,400847,-0.187065209198762,0.1441262195654,0.195160096342469
538,2,401130,-0.143539058412157,0.145593284157071,0.324862029468683
539,2,401143,-0.1338880975101,0.145329973353537,0.357538830708075
540,2,401979,-0.0651943590579601,0.145373064536856,0.654094633851528
541,2,403598,-0.0830587993768768,0.144576731737713,0.56599791429229
542,2,404844,-0.0943257324040161,0.146173895894293,0.519153236408754
543,2,405100,-0.114959852149901,0.144792037476322,0.427749037734741
548,2,406181,-0.113772369127632,0.144888610052044,0.432839416221932
549,2,406688,-0.0577618548532554,0.144145452999092,0.688869274984401
550,2,407621,-0.116150794359939,0.145229199899546,0.424378584336456
551,2,409016,-0.0998987626594925,0.146720136295813,0.496393987499216
552,2,410647,-0.144409870180841,0.144472220065979,0.318204095814939
554,2,419803,-0.152238549687475,0.145466860510584,0.29602258507539
555,2,419943,-0.109933503555466,0.146435581679491,0.453315626875552
556,2,422349,-0.192783333025734,0.144390774337149,0.182687641267467
557,2,425467,-0.141809033157712,0.14403762914133,0.32553043771063
560,2,429095,-0.168513256213643,0.144811878498276,0.245343663260757
561,2,431266,-0.0837332703667207,0.145099975981261,0.564258014624781
562,2,431446,-0.0699184069602239,0.145707206674277,0.631627317404209
563,2,432524,-0.0610570864149979,0.144318614484634,0.672500749184943
564,2,434090,-0.132766951309285,0.145513823715414,0.36218037802208
565,2,441927,-0.155829581984403,0.143886997725562,0.279547731312309
566,2,446471,-0.170935718652712,0.145608716779002,0.241210954151696
567,2,449325,-0.248436265487226,0.144435443477245,0.0862996856380282
569,2,450017,-0.303430251901114,0.143328244212893,0.0349563136829335
570,2,451779,-0.391270755786096,0.143267698005309,0.00663031686830351
571,2,451784,-0.379216529147239,0.143886629588342,0.00877131911139709
572,2,453525,-0.38587907809842,0.143882409308272,0.00766439547245285
573,2,453768,-0.402646114183315,0.143946145147309,0.00543727847811614
574,2,454027,-0.376381172077622,0.143534676587161,0.00911393615767212
575,2,455029,-0.401827684283035,0.143416422527622,0.00536163698143055
576,2,455247,-0.434292904918094,0.142673612758392,0.00251003741879068
579,2,455756,-0.370767846525399,0.154019596362888,0.0165846222289669
580,2,457024,-0.442998709065067,0.143674150877209,0.0022079774376274
581,2,457298,-0.464884326124709,0.143905099638852,0.00135191194226764
582,2,460202,-0.457983350782621,0.144303871303122,0.00163706949187453
586,2,464424,-0.42213164443216,0.143846077450995,0.00355825428134555
587,2,465824,-0.296470394101772,0.146172195176066,0.0432875673739988
588,2,470145,-0.304737762799143,0.144015417384491,0.0350437985972031
589,2,470686,-0.289554146696263,0.144015752811714,0.0451307137919046
590,2,471144,-0.282898880314646,0.144304775411938,0.0507321334873551
591,2,471830,-0.285761303545424,0.143873681362348,0.0477846036544035
