SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
103,1,137304,-0.00636619689103313,0.0685148028774285,0.926022130901061
104,1,139686,-0.0161681355504668,0.0686002836321633,0.813812908025288
105,1,149562,-0.0025855305136363,0.0687620559559042,0.970026967509401
106,1,150447,0.00849239574199034,0.0695234523381976,0.902848525053007
108,1,154084,0.00853461132055217,0.0697382380789337,0.902667198858431
110,1,157269,0.0128478113688242,0.0684705807143752,0.851266772733478
111,1,160054,-0.0101507513676938,0.0691224424643158,0.883332872195938
112,1,166222,-0.00631137443994434,0.0686124685546794,0.926761481500811
113,1,166416,0.0040743244644752,0.0684736519227033,0.952585882168483
114,1,167326,-0.0157847628810909,0.068857976592185,0.818817847774742
115,1,168836,-0.019021109771867,0.0685292851920012,0.781511263262452
116,1,171200,-0.0325601570705433,0.0686175206571657,0.635424924292513
117,1,171431,-0.0708401105379581,0.0689649297299187,0.305034177363175
118,1,173339,-0.0217113064336202,0.0685210599315522,0.751540202781008
119,1,173845,-0.0121577685834768,0.0684709376608745,0.85916959311658
120,1,175121,0.0211932023265458,0.0683289201765612,0.756618932851102
121,1,175281,0.0221341624523709,0.0683861697188164,0.746383862914899
122,1,175315,0.0254075875048199,0.0683614114831302,0.710364802290367
123,1,175523,0.0148317951427693,0.0687576621061105,0.829337485754414
124,1,175541,0.0238381870430815,0.0684698070191433,0.727930416310076
125,1,175653,0.00627110232735434,0.0686974487205082,0.927317270327525
128,1,175856,-0.0192068458119091,0.0698249012813162,0.783422175644444
129,1,175876,0.0110980829038613,0.0687596564921018,0.871867561109365
130,1,175989,0.0176885359241959,0.0689519564226325,0.797687809166614
131,1,176001,0.00284080876221182,0.069317538588193,0.967332984986563
133,1,177692,0.02362496005571,0.0683632225044918,0.729864252741381
134,1,178191,0.0210687787710942,0.0684334890678169,0.758361044919783
135,1,178224,0.02362496005571,0.0683632225044918,0.729864252741381
136,1,178960,0.024078091698373,0.0689089686338686,0.726983245770008
140,1,183802,0.00602751711352464,0.0683826429886473,0.929812237745575
141,1,183954,0.0148034172661797,0.0688767399032415,0.829948955682282
142,1,184450,0.0243635218584816,0.0682658339686014,0.721385993919235
144,1,184718,0.0292115751811142,0.0686484825694671,0.670714050753112
145,1,185296,0.0281395795211843,0.0683583803157629,0.680847389901382
146,1,185438,0.00328088667212323,0.068377791026802,0.961757915021532
147,1,185469,0.00371100633126083,0.0684764123844869,0.956811309252268
148,1,185503,-0.0126976498950069,0.0682962445988461,0.852614147869148
149,1,185705,-0.0118099254784644,0.0690600703151301,0.864314305196326
150,1,185749,0.00115635092380519,0.0690629034679387,0.98665074718437
151,1,185806,-0.0110357586663886,0.0691526544117527,0.873298898803062
152,1,185879,0.00274041982494874,0.0694891618838039,0.968564553364073
153,1,185916,0.00171746093780492,0.0694576502806659,0.980286901594247
154,1,185941,0.00167260285096715,0.0697602214118954,0.980884936568845
155,1,185954,0.00326687094846871,0.0699637924963441,0.962783726537257
156,1,186055,0.00170997285793757,0.0685676084746721,0.980118114868345
157,1,186896,0.00654357072142892,0.0696909427995729,0.925246524071694
161,1,190132,0.0376363767564213,0.0686254161562874,0.583741955504859
162,1,190148,0.043273082603022,0.0686367198808348,0.528798009252838
163,1,190165,0.0380386494244071,0.069173448096068,0.582734027071035
164,1,190169,0.0379383585560503,0.0690872697923363,0.583258798329977
165,1,190933,-0.0761102713840469,0.0684364893545725,0.266839090859771
166,1,192149,-0.0338577244662136,0.0690932760892116,0.624417631316341
168,1,192303,-0.0168894012112739,0.0823926743214413,0.837700674832521
171,1,192795,-0.0651678475094283,0.0683385269537986,0.340936991343134
173,1,194187,-0.0558284794158551,0.068418687999371,0.415060179495006
174,1,194867,-0.0503575260029951,0.0683934160020263,0.462042008199318
190,2,8314,-0.0832097487683114,0.0694637708490515,0.231764691288316
194,2,8498,-0.0820503868051281,0.0693655373793247,0.237656883964052
195,2,8651,-0.0662083571691452,0.0694786406793592,0.341277030534194
197,2,9812,-0.0624763351131523,0.0699022593388283,0.37205548713276
198,2,9932,-0.0961130887877173,0.069517523946842,0.167669705842799
199,2,10135,-0.0828498354548322,0.0692983854394228,0.232673879631403
200,2,11616,-0.076209090342769,0.0692461426784187,0.271840910250802
201,2,12133,-0.0745293334227588,0.0695275281931179,0.284479314755864
202,2,12194,-0.079037291483397,0.0697832075104695,0.258145990063635
203,2,12359,-0.0914905540082696,0.0695351911285589,0.189113628263353
204,2,13061,-0.0823047748922427,0.0695625631498879,0.237535509020287
205,2,14298,-0.0802585410103425,0.0697896316179024,0.250919621365195
206,2,15222,-0.112968314857747,0.0703455699248872,0.109188899678575
207,2,17986,-0.0858293123993954,0.0692142491338276,0.215779582354829
208,2,19770,-0.0855040750649496,0.0696960014648337,0.220709886223167
209,2,19836,-0.118478255529699,0.0693664957200029,0.0885147409305651
210,2,19851,-0.107756718347479,0.0696206327853036,0.122573736364985
211,2,21595,-0.0883371742635302,0.0694088854616947,0.203959640534752
212,2,22385,-0.0906688194803387,0.0694663534390886,0.192668325371136
213,2,23441,-0.110400974871255,0.0700641260223778,0.115987636378876
214,2,24209,-0.131182787927545,0.0693807149565621,0.0594741191941786
215,2,24341,-0.124870189126437,0.069579394095937,0.073566014828462
216,2,26815,-0.116432163664581,0.0695367400234802,0.0949381387602942
217,2,28209,-0.198196203173148,0.0690345024939746,0.00433896799914616
221,2,41245,-0.133960342066416,0.0692016093610937,0.053690611663138
222,2,43214,-0.0882715328790697,0.0705395518691508,0.211625820242889
223,2,47104,-0.118970276738756,0.0684326778268652,0.08299448390204
224,2,50915,-0.150852242856257,0.0689342423570222,0.029299017828432
225,2,55834,-0.133581667158512,0.0687127147632747,0.0526823700052802
226,2,56422,-0.115399745823664,0.0689299600926885,0.0949849938457203
227,2,57715,-0.141860785188528,0.0685604360754215,0.0392608064087851
228,2,59046,-0.110810139792869,0.0690725318941941,0.10955153984778
229,2,59191,-0.139863208388199,0.0685237791403123,0.0419852030479989
230,2,59383,-0.112446859302948,0.0686865430530179,0.10250033709373
231,2,59477,-0.13060122888014,0.0696381206341742,0.0615592135161659
233,2,60471,-0.124063847259747,0.0687231496955461,0.0718843330897924
234,2,60478,-0.112659881898316,0.0688578486953546,0.10270517349435
235,2,60786,-0.148375820977539,0.0685514008806677,0.031100033117874
236,2,61035,-0.140933936844099,0.0685908663081258,0.0406432351733569
237,2,61071,-0.124485090619587,0.0683664930888975,0.0694762110494364
238,2,61675,-0.129863580272572,0.0685368942577164,0.0589360980003487
240,2,62939,-0.138018116182234,0.0683719801768543,0.0442808432555481
241,2,63527,-0.143878245380363,0.0685974820295751,0.0366665362971554
242,2,63857,-0.160150359632248,0.0685114343105391,0.0199677240909945
243,2,65527,-0.133102079388321,0.0684464019208728,0.0526149475892739
247,2,67976,-0.13862671777428,0.0694121216050975,0.0465756935406516
250,2,72389,-0.143846642748722,0.0689489312092626,0.0376708180474966
251,2,72392,-0.0895501165736121,0.0696816056868183,0.199588436334353
252,2,73646,-0.114889253427983,0.0681386427220072,0.0926581819618289
253,2,74564,-0.14202120233131,0.067858431666925,0.0370711682124068
254,2,74739,-0.117821467831812,0.0682150120283575,0.0850051674597464
257,2,80873,-0.0950296283740848,0.0684795514238671,0.166101272868831
258,2,81501,-0.115824189188332,0.0683773132033605,0.0911667631576058
259,2,83526,-0.1451551864374,0.0681113767337321,0.0337677163019911
260,2,83845,-0.125325603534779,0.0682882810564894,0.0673108504190492
263,2,84447,-0.105499718275795,0.0692620719319945,0.128604967844132
264,2,87391,-0.152168502452319,0.0678284866809544,0.0254887040305388
265,2,87562,-0.160980921338218,0.067945074806136,0.0183601987027635
266,2,87849,-0.159440304627258,0.0679488285748083,0.0195042680157713
267,2,87878,-0.151097253965138,0.0682991094912712,0.0275864890846977
269,2,89785,-0.1567316829826,0.0682708522236495,0.0222767420937478
272,2,93721,-0.188579005204616,0.0678323622625142,0.00572585677533416
273,2,93952,-0.187408790524682,0.067643295416713,0.00589237486691273
274,2,95085,-0.167405915119605,0.0678879951482067,0.014141214677609
276,2,107124,-0.0406565599603973,0.0684700894356359,0.553035755907183
277,2,111645,-0.0876623474577573,0.0683891691223583,0.200748369265827
278,2,111916,-0.0740870879004886,0.068596476485535,0.280860760220086
279,2,111931,-0.0767246012962197,0.0686935125008881,0.264791635272934
280,2,111999,-0.0908522004202091,0.0683969475374747,0.184934565028577
281,2,114528,-0.0865153997399872,0.0688083411168217,0.209462177871288
282,2,116024,-0.0633902860124463,0.0690438349719105,0.359184740796532
286,2,120090,-0.0279451521031314,0.0688371436282514,0.685017689259807
287,2,120291,-0.008660573267951,0.0696390707048966,0.901098091063961
288,2,120726,-0.0364529127926916,0.0692110489170829,0.598738215434195
289,2,121716,-0.0609824201401186,0.0690833960813464,0.37797950571814
290,2,123100,-0.064418249113698,0.0691700803545692,0.352333738047021
291,2,124677,-0.049241740597902,0.0691099243116088,0.476617658980505
293,2,127887,-0.0131964965013802,0.0696302334396339,0.849792242195111
294,2,128935,-0.000126710170169853,0.0695679483926593,0.99854777293845
295,2,129053,0.00061769031083414,0.0697797056490955,0.992942214486661
296,2,130040,-0.0658854749463547,0.0701179808510634,0.348046111206849
297,2,130976,-0.0544349032140019,0.0695734757458919,0.434498856173646
298,2,132199,-0.0415366122372356,0.0699215753122109,0.552862032591343
299,2,133355,-0.0530423802646192,0.0703731361875348,0.451513497574986
300,2,133435,-0.0466081400249332,0.070538328479043,0.509204172419617
302,2,135183,-0.0855057259442418,0.0704742355956092,0.225829973845342
303,2,135402,-0.0904135077554624,0.0704461881248906,0.200179599971408
304,2,135898,-0.0931504571453363,0.0708114803736234,0.189205380519742
305,2,135912,-0.0932773611399056,0.0708635682373022,0.188929094827472
306,2,135925,-0.0978557917593892,0.0705234084722682,0.166144928015139
307,2,136002,-0.118679300016854,0.0703796647126799,0.0926268622032163
308,2,136173,-0.102520042222009,0.0709529787525295,0.149372721857731
310,2,138318,-0.0973410606522411,0.0728572453660158,0.182392964296442
311,2,138695,-0.0860389148721032,0.0716431339472257,0.230580707893085
312,2,138818,-0.104403572925705,0.0714419068417915,0.1448015240758
313,2,139728,-0.0962402656376562,0.0713455778768553,0.17822377647917
314,2,140174,-0.0758305285224288,0.0714152663184025,0.289040951283108
315,2,140863,-0.0473247688755629,0.0714559107555137,0.508215437175669
316,2,141152,-0.101168578849809,0.0714992252140152,0.157961601418009
317,2,141292,-0.07788326158748,0.0710653567557931,0.273852805298822
318,2,141545,-0.0928743335795841,0.0713619191002593,0.193951461382393
322,2,146723,-0.0701279516483195,0.0713062753782582,0.326047206021968
323,2,147946,-0.0756006743016333,0.071945546781006,0.294067404801005
326,2,151397,-0.0398752273390786,0.0722069429455849,0.581136575559804
327,2,153035,-0.0836949009497157,0.0713127432298043,0.241333793553516
328,2,153228,-0.0752472061137794,0.0718616024719707,0.29576397447996
329,2,153455,-0.0734541670819397,0.0724108846379946,0.311082973843817
331,2,153815,-0.112735112580112,0.0719884958818909,0.118240921001657
332,2,154160,-0.0688284900052527,0.0713872934203759,0.335627725122997
333,2,154235,-0.0803470617841584,0.0720682542372628,0.265662629019926
335,2,159870,0.0186969517060198,0.0703645660779923,0.790613486700985
336,2,161229,-0.0172539805502123,0.071445837766797,0.809309889392095
339,2,162696,-0.0376772911046448,0.0711160296946217,0.596583477742381
340,2,163284,-0.0318407182569764,0.0701810800117457,0.650328046580076
341,2,164166,-0.0417355510294117,0.0708185299741277,0.556016261731274
342,2,165270,-0.0366198279611001,0.0702304651610208,0.602398626911156
343,2,165675,-0.0339811579176144,0.071395703589205,0.634400703424091
346,2,168062,0.00318788223543431,0.0707766514220343,0.964099747281118
347,2,168518,0.00783642860009115,0.0703703665902009,0.911394342281625
348,2,168980,0.0142112778587509,0.0703341267317611,0.839991054829914
349,2,169651,-0.0320779692243132,0.0703508881008875,0.648691166546731
352,2,170725,0.0164868017778095,0.0704914072897837,0.815210731020031
353,2,171254,-0.0244416251854376,0.070598967997656,0.729395875460533
354,2,172242,-0.0413298309563066,0.0697415989983917,0.553819094855255
355,2,173254,0.0158596673000106,0.0692364448816507,0.818950813901924
356,2,173340,-0.00573742376633368,0.0692325374955842,0.934000463304057
357,2,173385,0.00132138939451076,0.0692969357271866,0.984797224537969
358,2,173973,0.0307407571310294,0.0690935129440636,0.656653687317776
360,2,177341,0.0388305669496926,0.0688463818372108,0.573100349712283
361,2,180314,0.0144472592439334,0.0688962153650543,0.834025934759972
362,2,180339,-0.00477577618173086,0.0690741089532079,0.944917418900172
363,2,182758,-0.0292182660451514,0.0688092841202401,0.671367441520085
364,2,183619,0.0282413531850879,0.0690815345191078,0.682925609686009
367,2,187176,-0.0291461114150713,0.0694567500824064,0.675011295909387
368,2,191066,0.0142833293301501,0.0699892950819026,0.838409547260224
371,2,191599,0.00388141084102178,0.0690232915770576,0.955187729358228
373,2,191763,0.0317604162544344,0.0692763500200523,0.646904312202893
374,2,191959,0.0247237603099648,0.0691153635717525,0.720768682751347
376,2,195759,-0.0296742674350868,0.069703565121174,0.670570637789897
377,2,196912,-0.0792382449071542,0.0684639522636269,0.247903039211387
379,2,198110,-0.132470115012713,0.0686436384773451,0.0544297049185555
381,2,198805,-0.122529803876577,0.0689944754658909,0.0766047635232049
382,2,198891,-0.108616260047959,0.0685187464843987,0.113815150694661
383,2,199248,-0.124525200450787,0.0685998006164308,0.0703352708412885
384,2,201782,-0.0760027050117753,0.0687155732832974,0.269459061470164
385,2,203285,-0.0803492233597625,0.0684341747222464,0.241142612223063
386,2,203783,-0.0683493975718622,0.0683232428253914,0.317810532050512
387,2,204179,-0.0584486521841406,0.0685149922724293,0.394194351522535
388,2,205406,-0.0321446825133943,0.0692691259577509,0.642894399962593
389,2,205834,-0.033298682822685,0.0689356045092098,0.62936648439732
391,2,207192,-0.0398683809538719,0.0688612141181083,0.562980581316267
392,2,207561,-0.0259601088741083,0.06857546368068,0.705240236140718
393,2,208682,-0.0139890282391234,0.0684699471469091,0.838229758296633
394,2,210102,-0.0409173569793664,0.068616282216261,0.551342741905148
396,2,214801,-0.0531246933315677,0.068589310289234,0.439134047556629
397,2,215016,-0.0386225206043338,0.0685775951759447,0.573660031985625
398,2,218876,-0.0542295153428327,0.0692575846003935,0.434145089346499
399,2,227511,-0.109935796089475,0.0695626659255169,0.114914302225533
400,2,230378,-0.100985164255783,0.0687187191036774,0.142576016343939
401,2,231943,-0.109751836394953,0.068878961825058,0.111965138278126
402,2,232156,-0.101282886785711,0.068887282611219,0.14237945835072
403,2,232789,-0.118485178742996,0.0685638010871666,0.0848446163158331
404,2,238524,-0.111414093713859,0.0686946328372473,0.105722936286186
405,2,241518,-0.0838826397253041,0.0694052405391151,0.227628471458208
406,2,250396,-0.146235294568504,0.0686346638281059,0.0338101601932044
407,2,250466,-0.140652043131386,0.068643173412786,0.0411978711279087
408,2,252305,-0.100547199776579,0.0690260676280474,0.146100398047844
409,2,254571,-0.0280068768677069,0.0701897879986548,0.69012239096976
410,2,254742,-0.0215748557389508,0.0701328195501344,0.758546433509316
411,2,254908,-0.031044059030183,0.0706586887765695,0.660675094093962
413,2,255862,-0.0353187549650162,0.0702270983427052,0.615332721398492
414,2,255975,0.0137183259930311,0.0699948103109179,0.844730285317237
415,2,258311,-0.0256075823113198,0.068829281451054,0.710082668923672
416,2,259284,-0.022167186103125,0.0690644996795786,0.748427958912149
417,2,266330,-0.0191822600536562,0.0693640683244715,0.782291639107954
418,2,267100,-0.0405423412625445,0.0693329540053206,0.559090383080801
419,2,268086,-0.0350638569031116,0.0693464737509655,0.613429975728184
420,2,274614,-0.0746172690047223,0.0688356342725352,0.279108205380544
421,2,274729,-0.0934233082256795,0.0691486846028144,0.177544820883263
422,2,275746,-0.0662878121530208,0.0692070982304724,0.33881001323735
423,2,277029,-0.074894688577036,0.0688596626061517,0.277495063554353
424,2,277741,-0.0749611975032476,0.0688865817914134,0.277256780004035
425,2,278218,-0.0619231614411584,0.0687984968811631,0.368698934896361
426,2,278379,-0.0529304301110836,0.0705256905819854,0.453445910370158
427,2,279910,-0.0716556134323469,0.0687475033150685,0.297985299756888
429,2,283431,-0.0522013807579753,0.0698063632914079,0.455077101763825
430,2,283573,-0.0538044994979086,0.0689641685214197,0.435807447299363
431,2,286762,-0.0560102243416367,0.0691360384854478,0.41840257306198
432,2,287187,-0.0774735473431705,0.0687538541282363,0.260581969079417
433,2,288379,-0.0292535881848756,0.0683376902921434,0.66885830099033
434,2,294941,-0.0248228277249942,0.0683835547150941,0.716826541436702
439,2,297610,0.0174859711251688,0.0687362022054134,0.799340505484056
441,2,299680,0.0450499273525781,0.0684888438357387,0.511114436785822
442,2,299708,0.0647752362303776,0.0685887586284302,0.345611124944372
443,2,299759,0.0708900157746867,0.0683385957560661,0.300289814408526
444,2,300111,0.0518224423760371,0.0688656698786234,0.452242982270207
446,2,301710,0.0555040208728486,0.0683972623912708,0.417628425859656
447,2,303446,0.0619811988949177,0.0688132197059747,0.368353183514138
448,2,303854,0.0840056588111892,0.0687602448224138,0.222629359590049
449,2,304472,0.0542234632566471,0.0682622139386174,0.427530732116357
450,2,304691,0.0456058355814308,0.0693876473509696,0.511441034975422
451,2,308097,0.0393800393524628,0.0686662777627227,0.566672077610822
453,2,309402,0.0510747453488128,0.0682261561609967,0.454591130547094
454,2,310030,0.0525759927297798,0.0686068616947853,0.443987823445619
455,2,310113,0.0375395895903288,0.0684432167159629,0.583710527316002
456,2,310972,0.0225262517111185,0.0685658700555249,0.74270238939266
457,2,312659,0.0365309378268933,0.0682826386678647,0.592989469536348
460,2,318265,0.0293286943450606,0.0691804410342708,0.671864226694898
461,2,318379,0.0583624678956525,0.0693335180601451,0.40048989300396
462,2,321266,0.0611454287409627,0.0688616629193146,0.375174484917221
463,2,322957,0.00706581369830017,0.0683221600353656,0.917689112468953
464,2,325221,0.0377124657529823,0.0686689295677463,0.583220534622136
465,2,332691,0.0497483314441199,0.0693474738115367,0.473615503197861
466,2,333006,0.0787124135323845,0.0691348940313963,0.255669737872407
468,2,335046,0.0742154474985263,0.0684537946837827,0.2790300159848
469,2,335049,0.0666235949701332,0.0687678901827309,0.333299137552829
470,2,335995,0.0517918412901286,0.0684147004124942,0.449538094274039
471,2,336060,0.0340034130765505,0.0683540587982425,0.61917439003287
472,2,338292,0.0454765368359516,0.0683308531765159,0.506143342008113
473,2,339568,0.0233738776298105,0.0684653953894503,0.733007891940892
474,2,340466,0.075179548682033,0.0689535809485091,0.276328150276278
478,2,348480,-0.0190207005409244,0.06836729063079,0.781011390695417
479,2,350086,-0.0296501811196672,0.0683598005907057,0.66474431779241
480,2,351083,-0.062486826990017,0.0691818167760875,0.367021810803883
481,2,351335,-0.0593088986991334,0.0684103915017883,0.386554239917245
482,2,351417,-0.0672282904991204,0.068378816307533,0.326195061647264
483,2,351450,-0.0579074326158835,0.0684788197524666,0.398334545952161
484,2,352302,-0.0194434848025809,0.0690818074615226,0.778525634823663
485,2,352469,-0.0266608847352791,0.0683762088913646,0.696834823075034
486,2,352562,-0.0111755145672611,0.0686678704809899,0.870810481464778
487,2,352944,-0.0128687265781338,0.0684689484912235,0.851023980347187
490,2,355266,-0.0010295497964159,0.0684723523638049,0.988011959919817
491,2,358277,0.0687088584734049,0.0683854714729571,0.315715629393643
492,2,358926,0.0683654015594729,0.0684873577006514,0.318856798162198
493,2,358948,0.0618785270996964,0.0685265828628899,0.367149222463349
494,2,359515,0.0923018935156887,0.0683262643548631,0.177592992345322
495,2,363190,0.12696153378279,0.0688421092856259,0.065985598312256
496,2,363588,0.126322210175979,0.0691196355687876,0.06845544536975
497,2,363888,0.131417355230233,0.0684936912842511,0.0558312756157687
498,2,363954,0.148901557520988,0.0681168609592258,0.0294740431006249
499,2,364199,0.121625403741205,0.0681765400098992,0.0752862249528999
501,2,365981,0.13991449619825,0.0694659077273917,0.0447523607755794
502,2,366047,0.117773470057549,0.0683187089450181,0.0856044727168499
503,2,366936,0.101853110421244,0.0691831233009995,0.141851167463791
504,2,369530,0.124451905535691,0.068170779608495,0.0687567692465359
506,2,369931,0.110858426728178,0.0687088108857041,0.107539708088758
507,2,371033,0.124488595449457,0.0684587173243327,0.0698430588690719
508,2,372919,0.061977229227486,0.0684020668678407,0.365515534471489
509,2,373518,0.0838982648494573,0.0682968493744551,0.220101950952451
510,2,376157,0.0672884637725322,0.0685001678255727,0.326619458145427
511,2,376172,0.0747175328318538,0.0689750102653029,0.279434554645245
514,2,381433,0.00203576627180635,0.0690395720150879,0.976492892003241
515,2,381922,0.0207716588604261,0.0695670991970918,0.76543276476546
516,2,382146,0.00254348319386932,0.0685290446072149,0.970413969588757
517,2,384206,0.015076597129001,0.0687378188982951,0.826516008690999
518,2,384955,0.0356174340589052,0.0685631795458189,0.603749247960395
520,2,387301,0.0448933453636386,0.0688971017789362,0.515083294938198
521,2,388313,0.065957367946692,0.0684392013006089,0.33583769203711
524,2,390138,0.057831913789786,0.0686735544200893,0.400286555508731
525,2,391233,0.0697609585793976,0.0690247605255245,0.312868701002004
530,2,395606,0.0312396497064628,0.0687032576081556,0.649601659246995
531,2,395726,0.0523488627004564,0.0686417342827763,0.446188033860452
532,2,395853,0.0670096197521839,0.0688015206416317,0.330745560606892
533,2,396484,0.0720990897338297,0.0684819491538804,0.29314413063318
534,2,396705,0.0727748245478579,0.0684467666756158,0.288403336449542
535,2,398759,0.0614829494924851,0.0690392612200071,0.373776906980172
536,2,400386,0.0517988313674762,0.0686757071757146,0.451200398477066
537,2,400847,0.0187929283431854,0.0686604362586895,0.784468911594063
538,2,401130,0.0276690678128493,0.0692813212458998,0.689860126569482
539,2,401143,0.0456699858784364,0.0691168719114672,0.509194235502412
540,2,401979,0.0441346138728498,0.069076842791353,0.523288966351714
541,2,403598,0.0348412145040594,0.0687256911388195,0.612499027382637
542,2,404844,0.0479812062439676,0.0694717780256811,0.49023466557394
543,2,405100,0.0337223062971033,0.0688589583343198,0.624629080309453
548,2,406181,0.0605838170672114,0.0688514793333375,0.379501094341023
549,2,406688,0.0395572410964019,0.0684968283217845,0.563966711897886
550,2,407621,0.0227459741969801,0.069080616121727,0.742149083513756
551,2,409016,0.043855252394033,0.0697440958543259,0.529885120555169
552,2,410647,0.0384579800323249,0.0687355531705759,0.576171006047227
554,2,419803,0.0434000772857686,0.0692103175296736,0.531015269931838
555,2,419943,0.0259742822589162,0.0696439359151358,0.709403344152752
556,2,422349,0.0539304437589077,0.0687433687915343,0.433262081922701
557,2,425467,0.0527310144043265,0.0684988047877983,0.441927873125454
560,2,429095,0.0448066199386052,0.0689209995954313,0.5160403843735
561,2,431266,0.0333533605833516,0.0689769735722125,0.629009748382234
562,2,431446,0.00303461047927711,0.069278308051448,0.965086055944595
563,2,432524,0.0601355090848397,0.0685385969054353,0.380868182301889
564,2,434090,0.0311090602921066,0.0692257030717981,0.653429032591743
565,2,441927,0.0656201078415,0.0684151843182335,0.338141984826626
566,2,446471,0.0669923132276343,0.0692523331718127,0.334023675636561
567,2,449325,0.0984617729972096,0.0687390443617842,0.152914437193852
569,2,450017,0.0592568260626338,0.0684836912677718,0.387478721396638
570,2,451779,0.00695267805852728,0.0688110487399717,0.919575959246859
