SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
328,2,153228,0.0773157910793605,0.157287751987494,0.623338517664187
329,2,153455,0.0488031792701378,0.158507855612409,0.758346683474435
331,2,153815,0.11031962095627,0.157811713031975,0.48497579857241
332,2,154160,0.0339857215322208,0.156255771994322,0.827943915563382
333,2,154235,0.0540963439663542,0.157800413114025,0.731941710863384
335,2,159870,0.141951608452844,0.153654834156371,0.356203638837724
336,2,161229,0.110034095467541,0.15609194772132,0.481317855829387
339,2,162696,0.178253452394978,0.155240031402667,0.251645319382808
340,2,163284,0.136980567335315,0.153295416790858,0.37215946352126
341,2,164166,0.128327682329002,0.154742984318958,0.407497555264169
342,2,165270,0.13716322821426,0.153417443481617,0.371903023030077
343,2,165675,0.086932302350049,0.156060773152936,0.577852188846441
346,2,168062,0.0855992767023357,0.154659309381368,0.580292042265837
347,2,168518,0.0273816090149255,0.153833569164186,0.858828986832325
348,2,168980,0.116396892240124,0.153642586384696,0.449206536837543
349,2,169651,0.126486763654483,0.153693097697924,0.411073427032785
352,2,170725,0.0963960596191575,0.154028892537764,0.531830199721269
353,2,171254,0.151239627750944,0.154153691084148,0.327217139097814
354,2,172242,0.0631874354928402,0.152501954515268,0.678877859234126
355,2,173254,-0.0251886486953845,0.15136419776604,0.867928890870215
356,2,173340,0.0278632739253543,0.151344550558856,0.854036872631857
357,2,173385,0.0137777551890654,0.151489429202873,0.927584999120665
358,2,173973,0.016363388664376,0.15108625480076,0.913815333429591
360,2,177341,0.0425953725773093,0.150556895737377,0.777404931608027
361,2,180314,-0.0414590531941414,0.150608321050606,0.783264253914781
362,2,180339,-0.0225059424441247,0.151000272142959,0.881602677232875
363,2,182758,0.0737746920914123,0.150412230705804,0.624096657214142
364,2,183619,0.00592919326504715,0.151055650315669,0.968711892437281
367,2,187176,-0.0718786265133707,0.151830174549183,0.636210020711955
368,2,191066,0.0336645040155836,0.153003238341413,0.825979040220165
371,2,191599,-0.00612617841038321,0.150893231809975,0.967638195159275
373,2,191763,-0.0123178723355453,0.15148978540592,0.935240254436139
374,2,191959,-0.0163911129528577,0.151119053256462,0.913688548178643
376,2,195759,0.13905709280781,0.152239374170752,0.361649943494599
377,2,196912,0.108853706268106,0.149841865258956,0.468039942023558
379,2,198110,0.106885776741876,0.150745153154915,0.478761771944578
381,2,198805,0.0996748163311494,0.151409310946998,0.510765717690977
382,2,198891,0.111631629155054,0.150204650766657,0.45785681166184
383,2,199248,0.0856379868005874,0.150596458347105,0.569949367647813
384,2,201782,0.0728512224949164,0.150430309138236,0.628483567561334
385,2,203285,0.235466374847642,0.149372030822398,0.115835068743848
386,2,203783,0.208095718997236,0.149163453930499,0.163867273645987
387,2,204179,0.251065659321419,0.149339359376446,0.0936133437300208
388,2,205406,0.166725835775399,0.151216360505126,0.270967327333792
389,2,205834,0.204993064594147,0.150355660268222,0.173629230788188
391,2,207192,0.1467517611535,0.150407370621054,0.329883641007157
392,2,207561,0.156933577362182,0.14971150477514,0.2952452420609
393,2,208682,0.127073261440215,0.149539211462517,0.39603143441514
394,2,210102,0.117604086822374,0.149948083396925,0.433390837400285
396,2,214801,0.119729210261966,0.149936170355029,0.425097265097843
397,2,215016,0.0690211321069962,0.149940907789444,0.645568375151925
398,2,218876,0.0550569903210173,0.151508190475315,0.71652897754729
399,2,227511,-0.00329451014679771,0.152608979450443,0.982788868538485
400,2,230378,0.0616836673403249,0.150650131623105,0.68245792870754
401,2,231943,0.0656814606568971,0.151077484131008,0.66400703177669
402,2,232156,0.0143370792403099,0.15105405251905,0.924437332539521
403,2,232789,0.0785501234110504,0.150463018452396,0.601958761871689
404,2,238524,0.136085835570978,0.150558790823639,0.366679830769667
405,2,241518,0.0884783574995797,0.151968542166264,0.560793564290073
406,2,250396,-0.0451446063665225,0.15098590533219,0.765116899654806
407,2,250466,-0.0555557067376082,0.150922731679531,0.713014120923063
408,2,252305,-0.00990912356387985,0.15135089741805,0.947835904986991
409,2,254571,-0.00385109181310139,0.153477467552404,0.979995576714177
410,2,254742,0.0322370157316436,0.153329415101419,0.833596370922281
411,2,254908,0.0197760341848401,0.154506718654137,0.898226088219129
413,2,255862,-0.0057226384212371,0.153579258861616,0.970297332554577
414,2,255975,-0.020525360771287,0.153021186284374,0.893372967657798
415,2,258311,-0.150873571050222,0.150283889927567,0.31610301777069
416,2,259284,-0.159799442375671,0.150765306119272,0.289904837463236
417,2,266330,-0.135387300898596,0.151483017018567,0.372066868742008
418,2,267100,-0.0841073205234177,0.151577167131093,0.579327334766785
419,2,268086,-0.0707567918662879,0.151607543396225,0.640995114034245
420,2,274614,-0.0109488235046024,0.150731790478899,0.942135496341834
421,2,274729,-0.0358085397855266,0.151545380208598,0.813345294692456
422,2,275746,0.0141555520448179,0.151489330529054,0.925604986215454
423,2,277029,0.0102762707489287,0.150786228579988,0.945703815261674
424,2,277741,0.00219056447758958,0.150846372893024,0.988421871922032
425,2,278218,-0.0353258869584652,0.150562224746865,0.814634675947085
426,2,278379,-0.0514210327402581,0.154276010868062,0.739101619980684
427,2,279910,-0.0335155477888641,0.150510520861031,0.823914054353228
429,2,283431,-0.0183681743133038,0.152722492021583,0.904336446278432
430,2,283573,-0.0374298828163182,0.15088043244885,0.804219498162505
431,2,286762,-0.023856649017724,0.151274499060879,0.874779929385603
432,2,287187,-0.123110628089762,0.150431323911918,0.41368990263088
433,2,288379,-0.16903125616185,0.149161808353721,0.257896254297672
434,2,294941,-0.134008834598906,0.149352050518836,0.370187391930753
439,2,297610,-0.187912103870145,0.149945884116407,0.210962557196573
441,2,299680,-0.00310523923507589,0.1498161808434,0.983475145364759
442,2,299708,0.0342062246376323,0.150121233322764,0.819889071177934
443,2,299759,0.0031452403769327,0.149623521985622,0.983240757598256
444,2,300111,-0.0192619823310521,0.15066554654879,0.898343672402112
446,2,301710,-0.0144961984568097,0.149661751484437,0.922892748815579
447,2,303446,0.0130442016986154,0.150604836115473,0.931028951866517
448,2,303854,-0.010407728142334,0.150634299598573,0.944954965398482
449,2,304472,-0.0399385747641566,0.149347288935301,0.789301342630317
450,2,304691,-0.0253695152973302,0.151776214396408,0.867347107387648
451,2,308097,0.126796464806933,0.150030642084506,0.398606736371074
453,2,309402,-0.00863416970244682,0.14926791765129,0.95390606540383
454,2,310030,-0.016163036129625,0.150104787467711,0.914312016330412
455,2,310113,0.00849022974005392,0.149687857182147,0.954800681395055
456,2,310972,-0.0191489352844189,0.149912381559275,0.898432073894901
457,2,312659,-0.127046228855363,0.149181087322309,0.395000046784959
460,2,318265,-0.266305137524386,0.150609457832376,0.0778939522590364
461,2,318379,-0.280660031784469,0.15098598662732,0.063880689386487
462,2,321266,-0.195846702861213,0.150346673616815,0.193548883013699
463,2,322957,-0.202821638424828,0.14897179952637,0.174231430469831
464,2,325221,-0.0564702696418832,0.150152271912836,0.70707837842687
465,2,332691,-0.0409886501224176,0.151696389748337,0.78716284365723
466,2,333006,-0.0744359680729999,0.151362285962213,0.623185095136359
468,2,335046,0.0328313241438326,0.149886678495829,0.826744721171748
469,2,335049,0.0169868563947691,0.150531589417687,0.910216958962272
470,2,335995,-0.0271080566663875,0.149676860827999,0.856384754482927
471,2,336060,-0.00380185226277212,0.149482119806719,0.979723568520006
472,2,338292,-0.0453171931238556,0.149453385090915,0.761901146571736
473,2,339568,-0.068373769210054,0.149653749004054,0.648038485912727
474,2,340466,-0.139243227203208,0.150812121752602,0.356487087249091
478,2,348480,-0.00806652204074002,0.149474582742576,0.956992905099846
479,2,350086,-0.0793082330767663,0.149422645438384,0.595915750751179
480,2,351083,-0.0487859946069383,0.151391859973729,0.747454230763639
481,2,351335,-0.0215867345324238,0.149707760059735,0.885430755611729
482,2,351417,-0.00935733648635355,0.149687710741072,0.950190176131355
483,2,351450,-0.120108095289339,0.14971776451633,0.422959613809625
484,2,352302,-0.0156309163127935,0.15103548395628,0.917631520748076
485,2,352469,-0.046910093475869,0.149489647427716,0.753857067367058
486,2,352562,-0.0693042802393426,0.150076223304373,0.644513600615728
487,2,352944,-0.0978658702949168,0.1495978823913,0.513413510974299
490,2,355266,-0.0821089632193609,0.149624730496319,0.58351297058184
491,2,358277,-0.107916113326785,0.149601946231098,0.471168612629302
492,2,358926,-0.143536880974495,0.149737697003814,0.33842200788159
493,2,358948,-0.111149500809325,0.149863242684335,0.458778713531978
494,2,359515,-0.0680774312149827,0.149710888840749,0.649585895138991
495,2,363190,-0.141846189707854,0.151031540690344,0.348279200493529
496,2,363588,-0.113449307036844,0.151696583358469,0.45503656795108
497,2,363888,-0.099793039301535,0.150420139649232,0.507489039382051
498,2,363954,-0.0961366657840642,0.149828498183769,0.521520297950977
499,2,364199,-0.109886963362507,0.14959788197052,0.463101912942773
501,2,365981,-0.135385035150814,0.152560559987135,0.375457945976496
502,2,366047,-0.10867778718891,0.149868378063152,0.468837433700421
503,2,366936,-0.0548451309396617,0.15167784057467,0.717875065107808
504,2,369530,-0.149482788435393,0.149519550240153,0.318114322768633
506,2,369931,-0.163058951455868,0.150508237667486,0.279375284281007
507,2,371033,-0.202073900915347,0.149972854586864,0.178714618016114
508,2,372919,-0.0581544859164626,0.149676622855961,0.697854983533293
509,2,373518,-0.0241284100319488,0.149618104251291,0.871975647304997
510,2,376157,-0.0645553755566695,0.149914461834603,0.667011328222491
511,2,376172,-0.0315721863769249,0.151028426959505,0.8345313704813
514,2,381433,-0.0476774078032757,0.150907350710323,0.752236078849984
515,2,381922,-0.0219856576335795,0.152096436730986,0.885148057864843
516,2,382146,0.0314503199758719,0.149803367336408,0.833832489457452
517,2,384206,-0.000149296692042833,0.150279070881518,0.999207892546061
518,2,384955,-0.0358956389854817,0.149932160168465,0.81092465622313
520,2,387301,-0.0300828794574771,0.15069908962597,0.84189102707149
521,2,388313,0.00102179463604013,0.149812709590136,0.994561939051372
524,2,390138,-0.0816620583112119,0.15021620328583,0.587039152926428
525,2,391233,0.0473050078609545,0.151093302733713,0.754401175749398
530,2,395606,-0.220530699014181,0.149778036212834,0.14180837118874
531,2,395726,-0.221831423807291,0.14971751958001,0.139321152911222
532,2,395853,-0.246807507090768,0.150036079356319,0.100862483598261
533,2,396484,-0.20916675510618,0.149530475278326,0.162743875467393
534,2,396705,-0.173824833708368,0.149586128263709,0.246004906065528
535,2,398759,-0.168546853860419,0.150830727845454,0.264558929005712
536,2,400386,-0.17366258970497,0.149969404717755,0.247652294091777
537,2,400847,-0.14532029872311,0.149916197967728,0.333037495939575
538,2,401130,-0.14794584447771,0.151286414867851,0.328784140138108
539,2,401143,-0.157605767065944,0.150958010964177,0.29718264759504
540,2,401979,-0.113487971678777,0.150976483633549,0.45273655137142
541,2,403598,-0.107320334158247,0.150188418779521,0.475346250254286
542,2,404844,-0.0234521689845547,0.151970803745396,0.877445439645339
543,2,405100,-0.0786448985658996,0.150526597156433,0.601674243316185
548,2,406181,-0.0818038924873415,0.150619368958135,0.587392239201274
549,2,406688,-0.0496019209048562,0.149789455839927,0.740731994960405
550,2,407621,-0.0897082625467268,0.150965928580245,0.552739902407954
551,2,409016,-0.110837417445075,0.152439929864195,0.467653261803678
552,2,410647,-0.14996411760425,0.150118446870507,0.318492559153817
554,2,419803,-0.202237411533042,0.151002854227728,0.18133624567804
555,2,419943,-0.113101767703132,0.152160670824806,0.457791531853844
556,2,422349,-0.196644377510768,0.150047329583783,0.190862207821151
557,2,425467,-0.114635224453087,0.149747713112982,0.444472078044171
560,2,429095,-0.12877468350652,0.15060357593959,0.39309939399573
561,2,431266,-0.111559710511083,0.15072467137652,0.45969756212015
562,2,431446,-0.102251330218367,0.151353001201881,0.499748526161597
563,2,432524,-0.0667038162572345,0.149954577286212,0.656717537728923
564,2,434090,-0.164311758935477,0.151125854555225,0.277667648945629
565,2,441927,-0.199120106882439,0.149382805036409,0.183407212224296
566,2,446471,-0.282106270591446,0.150848726688571,0.0622936356001397
567,2,449325,-0.277429524903259,0.149982472537916,0.065185758362741
569,2,450017,-0.320451430698161,0.148898290303225,0.0320631147208211
570,2,451779,-0.420620255073066,0.148755910495349,0.00495749733747564
571,2,451784,-0.421297511898932,0.149298995490429,0.00504521172420879
572,2,453525,-0.45674489289596,0.149051330666868,0.00234929566317853
573,2,453768,-0.438854861054505,0.149405266017959,0.00352773053282736
574,2,454027,-0.443344315606586,0.148729337420997,0.00307359419760793
575,2,455029,-0.448136326233504,0.148769100698243,0.00277986393157229
576,2,455247,-0.464205468887022,0.148136067480039,0.00187103998545677
579,2,455756,-0.397905066096957,0.159950991905499,0.0133192514067646
580,2,457024,-0.435885470508211,0.149496482629664,0.00377575091260539
581,2,457298,-0.454715449397123,0.149780415981168,0.00257650303137205
582,2,460202,-0.438870037061227,0.150262746032917,0.00371718356639783
586,2,464424,-0.358337097638788,0.150072753927756,0.017476975645699
587,2,465824,-0.310809345307121,0.151868715503071,0.0414409737697333
588,2,470145,-0.271272905956059,0.149895827600107,0.0711860436836574
589,2,470686,-0.226554961204651,0.150014428737835,0.131881589258433
590,2,471144,-0.234088754721463,0.150242525630895,0.120112107135922
591,2,471830,-0.258498441855799,0.149698367981396,0.085079258533073
