SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
99,1,130613,0.0382945297434112,0.0707879411602138,0.588865794750817
100,1,132012,0.0221677239467536,0.070657111432871,0.753906390190067
101,1,133231,-0.0307479667211678,0.0701464223285221,0.661408126229486
102,1,137074,-0.0768169455699948,0.0699463289991939,0.272853897280281
103,1,137304,-0.0541674954600696,0.0700307545342663,0.439755108320066
104,1,139686,-0.0605415225702187,0.0701081712451744,0.388424539045274
105,1,149562,-0.0483316695012041,0.0702952398723161,0.492186108624702
106,1,150447,-0.0461293359848741,0.0710801569625008,0.516775697683107
108,1,154084,-0.0626733345243696,0.0712642512536456,0.379755694949687
110,1,157269,-0.0477976569321731,0.0700012595036069,0.49517389083357
111,1,160054,-0.117848238242829,0.0704342399193559,0.0951803479412735
112,1,166222,-0.121927803154685,0.0698893214586759,0.0819275941060008
113,1,166416,-0.120071022153554,0.0697553354930512,0.0860695128674492
114,1,167326,-0.109031092956303,0.0702060881857309,0.121315662835419
115,1,168836,-0.136813083716228,0.0697325100269305,0.0505513728299293
116,1,171200,-0.0870099625646607,0.0700637936706552,0.215109846621688
117,1,171431,-0.0944722060842738,0.0704758981585006,0.180948295309506
118,1,173339,-0.123518655904094,0.0697966514281017,0.0776415220811228
119,1,173845,-0.133678327628435,0.0696851878042783,0.0558771174748751
120,1,175121,-0.0860791569180066,0.0697582979613665,0.218037608281545
121,1,175281,-0.0953889159702009,0.0697835640626605,0.172518613824849
122,1,175315,-0.0953317093186031,0.0697617019787784,0.172641313735826
123,1,175523,-0.0957817393939262,0.0701573168109046,0.173046304827794
124,1,175541,-0.0956282626896347,0.0698700715185752,0.171976425028742
125,1,175653,-0.0890069068011972,0.0701170353374193,0.20513295559615
128,1,175856,-0.109082209871708,0.0712007567267582,0.126408924250001
129,1,175876,-0.100046863670382,0.0701404519662041,0.154642783642021
130,1,175989,-0.0957527689442136,0.0703586542667593,0.174405953496338
131,1,176001,-0.104180173779831,0.0706934378665924,0.141456389403109
133,1,177692,-0.104534965043607,0.0697243445992055,0.13469979662944
134,1,178191,-0.10063929852015,0.0698102348935866,0.15029828499559
135,1,178224,-0.104534965043607,0.0697243445992055,0.13469979662944
136,1,178960,-0.115615378621001,0.0702355770530276,0.100631419400171
140,1,183802,-0.100504787837648,0.0697499631002892,0.150490981318913
141,1,183954,-0.0998222120734679,0.0702634953857724,0.156291378810726
142,1,184450,-0.0784590049179339,0.0697221796187447,0.261222591981791
144,1,184718,-0.0732404617968145,0.0701357288530681,0.297076229752562
145,1,185296,-0.0643795151316726,0.0698620001526364,0.357406245021314
146,1,185438,-0.0793205642310723,0.0698217647220162,0.256709020496619
147,1,185469,-0.0801751863136768,0.0699201384692994,0.252295496658459
148,1,185503,-0.0834057628380577,0.0697278876078666,0.232436652370301
149,1,185705,-0.0692882104707173,0.0705536248646071,0.326740668745965
150,1,185749,-0.068094080555806,0.0705569182925344,0.335158262924309
151,1,185806,-0.0612641708213624,0.0706690900518603,0.386576876041725
152,1,185879,-0.0585873491862741,0.0710176959038,0.409946698756682
153,1,185916,-0.0799940069929822,0.0709261149041016,0.260149335848611
154,1,185941,-0.0767474765183512,0.0712463075665685,0.28212054548399
155,1,185954,-0.0782799091784499,0.0714503513286524,0.274007484138003
156,1,186055,-0.0837069401130094,0.0700016630545793,0.232583095293489
157,1,186896,-0.0873523426972849,0.0711415138452856,0.220314872484606
161,1,190132,-0.037059838546001,0.0702045698071778,0.597911812498777
162,1,190148,-0.0489288652827975,0.0702051715991842,0.486298397825496
163,1,190165,-0.0235821144753915,0.0707821726023589,0.739207826424029
164,1,190169,-0.0397465459799844,0.0706733647556147,0.574201964531599
165,1,190933,-0.0683223908473994,0.0700373042501305,0.329973239640695
166,1,192149,-0.0939540894904441,0.0705279596280884,0.183669046317033
168,1,192303,0.0648630515445419,0.0842202793335706,0.441720359742356
171,1,192795,-0.161971168038911,0.0694659905751227,0.0202806081895584
173,1,194187,-0.0823551455257316,0.0699196085957872,0.239647960489394
174,1,194867,-0.109726628738452,0.0697747608690256,0.116711153295806
190,2,8314,0.0424137732701877,0.0711684793849543,0.551581943369907
194,2,8498,0.0374096609924345,0.0710721069227959,0.598967221521655
195,2,8651,0.0491515922176659,0.0711184639892144,0.489942605811714
197,2,9812,0.0441749334852261,0.0715508003229031,0.537373855612514
198,2,9932,0.0324818656476438,0.0712863046182036,0.648919207341212
199,2,10135,0.0487050932228124,0.0709868667552111,0.493091523105321
200,2,11616,0.02014828598564,0.0709506838220067,0.77659532347625
201,2,12133,0.0447244405084065,0.0712010993611553,0.530316726701247
202,2,12194,0.0257932827820579,0.0715031839310147,0.718517698457406
203,2,12359,0.03233080654847,0.0712864991521616,0.650443394206955
204,2,13061,0.0172497355131402,0.0712961065196638,0.808963284798923
205,2,14298,0.0326355703716574,0.0715058585452167,0.648380066473581
206,2,15222,0.00897840784015091,0.0722228631252208,0.901136381760131
207,2,17986,0.0339458977316512,0.0709357820190993,0.632559271621154
208,2,19770,0.0241515174430547,0.0714378273487759,0.735505805977962
209,2,19836,0.0222568537611065,0.0712432473336405,0.754916071798171
210,2,19851,0.0240227429883431,0.0714502747759985,0.736907569905301
211,2,21595,0.0392202975601558,0.0711359414996856,0.581747433283981
212,2,22385,0.0354999394514087,0.0712088399757702,0.618419070512766
213,2,23441,0.00571904171993742,0.0719251216318373,0.936668990100678
214,2,24209,0.0143136300594483,0.0713294527839964,0.841072746298574
215,2,24341,0.0331677781941724,0.071480451243136,0.642925248571546
216,2,26815,-0.0151537092541988,0.0714120083741416,0.832072595091549
217,2,28209,0.0137386311198402,0.0714368514507236,0.847603283449909
221,2,41245,-0.0723417171728006,0.0710623282021962,0.309373366735996
222,2,43214,-0.0523813977250587,0.072266612908846,0.469033202748825
223,2,47104,0.0015946911804447,0.0703042073203609,0.981916169867422
224,2,50915,0.0238749851921709,0.0709836437284299,0.736810657883848
225,2,55834,0.0359658227410532,0.07064102962326,0.610975675471871
226,2,56422,0.0274670693981173,0.0707782038099184,0.698196354624417
227,2,57715,0.0287006292040046,0.0705433972100532,0.684364231919731
228,2,59046,0.0247599970407569,0.0709046310806323,0.727146319245139
229,2,59191,0.0179867071130829,0.0705043322647025,0.798782910247612
230,2,59383,0.0229458810187107,0.0705205632371697,0.745087332806774
231,2,59477,0.00253370179004014,0.0715922442126121,0.971788180193956
233,2,60471,0.0114473061765685,0.0706235040588256,0.871328361599483
234,2,60478,0.0129854581663018,0.0707033471896371,0.854384737201028
235,2,60786,0.00283860061752877,0.0705903025860173,0.967946580019102
236,2,61035,-0.00506702986569818,0.0705848580465032,0.942812584034906
237,2,61071,0.00110670347766112,0.0702651452287637,0.987442424223476
238,2,61675,0.0247639637026484,0.0704551299457724,0.725433776170169
240,2,62939,-0.0132037497140011,0.0703421413906068,0.851213775079376
241,2,63527,-0.0454964724932936,0.0705681719105225,0.519529599689758
242,2,63857,-0.0608626552091599,0.070551802837882,0.388906714626931
243,2,65527,-0.034695022855861,0.0703690630125245,0.622288274982624
247,2,67976,-0.0337761322092389,0.0713845586284145,0.636393335065163
250,2,72389,-0.100700127341127,0.0707641493422008,0.155608068975027
251,2,72392,-0.104035966159038,0.0712345011178739,0.145049946054354
252,2,73646,-0.123960235275878,0.0696728483457831,0.076071346597652
253,2,74564,-0.12621561745881,0.0695233222761482,0.0703042681555251
254,2,74739,-0.127378012789735,0.0697480645561852,0.0686558054678216
257,2,80873,-0.0565577187310424,0.0701794464938424,0.420842217748636
258,2,81501,-0.0550146552856276,0.0701712077032582,0.433562277837098
259,2,83526,-0.0546809748522852,0.0700629033765885,0.4356458601242
260,2,83845,-0.0371589086005575,0.0701620987435566,0.596711725329833
263,2,84447,-0.0192677174865797,0.0710787252156784,0.786491228210898
264,2,87391,-0.0518809919665641,0.0698254517517721,0.457969953830498
265,2,87562,-0.0479422585930528,0.0700103846601794,0.49392719537095
266,2,87849,-0.0479255092141628,0.0700037777330644,0.494037283033959
267,2,87878,-0.0442345797465411,0.0703118445459981,0.529677480601512
269,2,89785,-0.0736110793351685,0.0702499236156395,0.295426618853011
272,2,93721,-0.0283331699309649,0.0701304168962902,0.686452315766132
273,2,93952,-0.0211178460333489,0.0699369511407712,0.762863816758229
274,2,95085,-0.0788379729389605,0.0699178007915457,0.260262818060893
276,2,107124,0.0314028744820377,0.0700585130686109,0.654256567059255
277,2,111645,0.04046262451574,0.0700902466934709,0.564109388042295
278,2,111916,0.0497002297378012,0.0702388208229618,0.479667306820466
279,2,111931,0.0488873468962002,0.070347988944583,0.487552602615063
280,2,111999,0.038938159839305,0.0701126746071027,0.578996462956502
281,2,114528,0.0385432803538033,0.0705171098139494,0.585012250713303
282,2,116024,0.048998726058463,0.0706665795115912,0.488527671354564
286,2,120090,0.0528363091299349,0.0703792393911704,0.453311001285603
287,2,120291,0.0455941675979216,0.0711995366685775,0.522346428853324
288,2,120726,0.0656978897284499,0.070742909179704,0.353686857618362
289,2,121716,0.0175112073909203,0.0707426944509889,0.804639056086035
290,2,123100,0.0534865656815908,0.070789208312297,0.4504078331593
291,2,124677,0.0415933041090016,0.0707141897732766,0.556781599286641
293,2,127887,0.0421996241815302,0.0711984845991807,0.55375877854771
294,2,128935,0.0472014787901754,0.071122206187867,0.507336505206055
295,2,129053,0.0329535981395263,0.0713616432617823,0.644521345730403
296,2,130040,0.0321899880603769,0.0717984439933279,0.654184165420734
297,2,130976,0.0299351448076411,0.0712160826530441,0.674491036282719
298,2,132199,-0.00520806471413449,0.0715635234685052,0.942026056820602
299,2,133355,0.0429908704579324,0.0720118158424582,0.550891788866956
300,2,133435,0.0363702207128773,0.0721778972142552,0.614648139472638
302,2,135183,0.0101303002597906,0.0722418295565324,0.888560122941815
303,2,135402,0.00708075555898047,0.0722319454218965,0.921965670554044
304,2,135898,-0.00243695141725619,0.0726158908182851,0.973247403141266
305,2,135912,-0.00550519845197373,0.0726690532658625,0.939655243824314
306,2,135925,-0.0131040219158531,0.0723370933544653,0.856352096153736
307,2,136002,-0.00733198981939931,0.0722852749946864,0.919265674490374
308,2,136173,0.0192592196600632,0.0727905258973783,0.791484244578737
310,2,138318,-0.00604348875555716,0.0747189592156967,0.935580888281375
311,2,138695,-0.00169644746110964,0.0734389458946067,0.981583472957495
312,2,138818,0.00408606558101376,0.073304002817884,0.955579377403478
313,2,139728,0.0119117252617278,0.0731701613622021,0.870773117578583
314,2,140174,0.0020444219738307,0.0731728270994603,0.977726086287361
315,2,140863,0.0236237865241935,0.0731325023377541,0.74686591232945
316,2,141152,0.0187231771958885,0.0733425767848509,0.798652527120743
317,2,141292,0.00278833127812583,0.0728218025587991,0.969478278653349
318,2,141545,0.00792918085822181,0.0731754720211155,0.913772922480968
322,2,146723,-0.0307574704260161,0.0730263550882387,0.673877675807286
323,2,147946,-0.0590123538351279,0.0736468693234023,0.423503943277722
326,2,151397,-0.0190347516970084,0.0738911550247786,0.796861658099683
327,2,153035,-0.0547375431166408,0.0730355579962004,0.454076565820218
328,2,153228,-0.0260009678369453,0.0736139965533635,0.724144202617276
329,2,153455,-0.0261371094360929,0.0741696712330432,0.724751459165817
331,2,153815,-0.0486351015206063,0.0738527482538298,0.510619506604527
332,2,154160,-0.0320947352424306,0.0731038528501145,0.66090889067543
333,2,154235,-0.0188297003020123,0.0738472047547108,0.798885569677308
335,2,159870,-0.0699804909213667,0.0718922628420647,0.331017197023338
336,2,161229,-0.00865730817106858,0.0730921899153933,0.905783485161907
339,2,162696,-0.00151269298318557,0.072779091602165,0.983429130678191
340,2,163284,-0.0419621635992616,0.0717799750895622,0.559193982316962
341,2,164166,-0.0654395507242339,0.0723977789866825,0.366670726958855
342,2,165270,-0.0660614921673877,0.0717859079474985,0.358066859168146
343,2,165675,-0.0513486644293416,0.0730086139890839,0.482317861794665
346,2,168062,-0.0484211778691854,0.0723573669825195,0.503808611505901
347,2,168518,-0.0248991203576071,0.0719764854790227,0.729598323458576
348,2,168980,-0.0268017835279023,0.0719403663763522,0.709702831743821
349,2,169651,-0.0299050893708191,0.0719710863580364,0.678017158725485
352,2,170725,-0.0134101822005951,0.0721132973544936,0.852583013453458
353,2,171254,-0.021445355292509,0.0722245159020665,0.766697446270433
354,2,172242,0.00646522560332963,0.071378855210734,0.927880714853092
355,2,173254,0.0097807715771896,0.0708307928424451,0.890250841471733
356,2,173340,-0.00618918944366509,0.0708233677064366,0.930411794569141
357,2,173385,0.00365010657636378,0.0708890932096708,0.958963888758301
358,2,173973,0.006643201085762,0.070700156439162,0.925191832542915
360,2,177341,-0.00305404223494243,0.0704599552776787,0.965451530869688
361,2,180314,-0.025898623477678,0.0704703035667668,0.71345800365407
362,2,180339,-0.0222074086184952,0.070651967844168,0.753462812153695
363,2,182758,-0.074019808385917,0.0702981325012781,0.293088091374793
364,2,183619,0.0107956630171991,0.070683363579849,0.878696312432169
367,2,187176,0.00521148996135146,0.0710699880127618,0.941585860915092
368,2,191066,0.0429241951692729,0.0715653582195504,0.549030914757126
371,2,191599,0.00853155809351958,0.070608246768622,0.903894841456647
373,2,191763,0.0339887631315134,0.0708662730485757,0.631795829947142
374,2,191959,0.0190938354274083,0.0707090894427446,0.787292139943695
376,2,195759,0.0930179362619364,0.0711515627827869,0.191954568620511
377,2,196912,0.129564391151511,0.0698302771286424,0.0643698825473796
379,2,198110,0.10104057197418,0.0703853138577729,0.152020220323243
381,2,198805,0.106012397376724,0.0706696186064432,0.134479029189218
382,2,198891,0.115376946310654,0.0700737295812199,0.100549182417396
383,2,199248,0.104540176613323,0.0702830357994072,0.137797413400588
384,2,201782,0.116058667550665,0.0701448350111755,0.0989031013977757
385,2,203285,0.120320238941198,0.0698503475373275,0.0858470182595944
386,2,203783,0.0995335205103526,0.0697914860317355,0.154707177088245
387,2,204179,0.0957824508823427,0.0699761653334173,0.171936321958677
388,2,205406,0.14675821216275,0.0704507814260244,0.0379585000660042
389,2,205834,0.13175770085408,0.0701935527705423,0.0613340571016144
391,2,207192,0.1180982991356,0.0701961595244526,0.0933748002145955
392,2,207561,0.118020147492193,0.0698837651292469,0.0921396182559607
393,2,208682,0.122782981037167,0.0697419606757655,0.07918349955994
394,2,210102,0.108429934315289,0.0699908458493458,0.122229290372001
396,2,214801,0.111659530389231,0.0699731054482043,0.111439625443865
397,2,215016,0.109882641684987,0.0699408650009222,0.117060112330228
398,2,218876,0.105299293336818,0.0706887405627098,0.137217334456513
399,2,227511,0.104009599341789,0.07119756964291,0.144943677244369
400,2,230378,0.0680555169976287,0.0704194245544765,0.334490175220049
401,2,231943,0.062981073348641,0.0706351890669802,0.37319393802589
402,2,232156,0.0814056442627163,0.0705527817912307,0.249352047550477
403,2,232789,0.0527241709990436,0.0703794776266629,0.454270971661277
404,2,238524,0.0659042579243842,0.0704472488340031,0.350163950255412
405,2,241518,0.0676719031758198,0.0710556327888884,0.341556382272841
406,2,250396,0.053517871786852,0.0706044181644612,0.448959063307572
407,2,250466,0.073644843827759,0.0705280611472942,0.297111057026038
408,2,252305,0.0537410772875386,0.0707663502882251,0.448110750095289
409,2,254571,0.0865354298581523,0.0716710430681354,0.228087518599883
410,2,254742,0.0994162652103049,0.0715586620107364,0.165618041239246
411,2,254908,0.0920152801011578,0.072136068993035,0.202943025519994
413,2,255862,0.0573298826278734,0.0718017852639879,0.425148278056401
414,2,255975,0.0801567861665307,0.0714799243991799,0.262884657681507
415,2,258311,0.0989169076296358,0.0702276562077258,0.159857937985616
416,2,259284,0.120484687043165,0.0703702653155446,0.0877466439439699
417,2,266330,0.117662004605841,0.0706888196399052,0.0968985614374797
418,2,267100,0.123060222379276,0.0706575818398316,0.082442171090949
419,2,268086,0.115792208153854,0.0706975657251464,0.102343432081951
420,2,274614,0.036639715130422,0.0705075599390276,0.603628669902173
421,2,274729,0.0449580398766998,0.0708799390362773,0.526306056731694
422,2,275746,0.0327301349250661,0.0708679514536162,0.644475695766053
423,2,277029,0.0204333338291041,0.0705515528688987,0.772274906616369
424,2,277741,0.0373221673597606,0.0705596790644158,0.59717625241612
425,2,278218,0.0401562758390161,0.0704277193768374,0.568920271938596
426,2,278379,0.0613752298644202,0.0721299173500771,0.395402616502305
427,2,279910,0.0314940740167692,0.070415452265232,0.654961051262162
429,2,283431,0.00236945722212423,0.0714668858693653,0.973570027109996
430,2,283573,0.000621054364419393,0.0706096991631821,0.992987189083966
431,2,286762,0.0400613366222522,0.0707583277173444,0.571637064398024
432,2,287187,0.0820896631234436,0.0703245467982829,0.243878158162026
433,2,288379,0.0163522958334527,0.0699207609363772,0.815222280370039
434,2,294941,-0.021201042896502,0.0699589080757546,0.762030316363272
439,2,297610,0.0193920030696494,0.0703145745757656,0.782871324908435
441,2,299680,0.0462787173398273,0.0700623002600221,0.50934031214447
442,2,299708,0.0332852122222163,0.0702311152040031,0.635836937010178
443,2,299759,0.0413781347424308,0.0699807872991019,0.554712260292833
444,2,300111,0.0547054538090112,0.0704444819335922,0.437929338460991
446,2,301710,0.0309790904281151,0.0700147966405371,0.658423801626398
447,2,303446,0.011347383917301,0.07047274995836,0.872171304402924
448,2,303854,0.00891780522568174,0.0704872548952447,0.899395069663501
449,2,304472,-0.0247631065711461,0.0698807782610868,0.72327904285617
450,2,304691,-0.030532794542188,0.0710069449157996,0.667459980572821
451,2,308097,-0.058243754890455,0.0702084838646865,0.407335307374064
453,2,309402,-0.0197597501334095,0.0698413994060752,0.777401565396947
454,2,310030,-0.024625540529729,0.0702295184912234,0.726064795716895
455,2,310113,-0.028968098449145,0.0700288427958381,0.679374663025758
456,2,310972,-0.0531017225667084,0.0700952234404099,0.449216542484188
457,2,312659,0.0392616805499997,0.0698487791564162,0.574407726461946
460,2,318265,-0.04203720254216,0.0707527971989008,0.552797764896362
461,2,318379,-0.0405586413915575,0.0709650688797666,0.568004381558316
462,2,321266,0.041164649250436,0.0704886322264224,0.559600091498039
463,2,322957,0.0594023158177546,0.069821659817288,0.395472713764053
464,2,325221,0.0231355233787797,0.0702661008236752,0.74215759427258
465,2,332691,0.0301937185663026,0.070974523571591,0.670792461175862
466,2,333006,0.0784935570951426,0.0707300146450529,0.267856563250284
468,2,335046,0.0304261082586636,0.0701246016262322,0.664636016548265
469,2,335049,0.028159577681888,0.0704256376990996,0.689510024405317
470,2,335995,0.0160373473934155,0.0700384016418108,0.819017571207736
471,2,336060,0.0193659825187655,0.0699416903485644,0.782028522073289
472,2,338292,-0.0299866879989983,0.0699266701151569,0.66830816317719
473,2,339568,-0.0352801699047374,0.0700250635957475,0.614700719841468
474,2,340466,-0.0296385800757456,0.0706391356611377,0.675049482866399
478,2,348480,0.0119274252709984,0.0699431016946003,0.864690724609057
479,2,350086,-0.013926225466209,0.0699453578466142,0.842297979683225
480,2,351083,0.000999701999328376,0.0708532714414765,0.988750617316344
481,2,351335,-0.00209392447541584,0.0700567823853258,0.976172500328024
482,2,351417,-0.0114923000656958,0.0700431429649959,0.869766327037427
483,2,351450,-0.0238650762462094,0.0701118198089612,0.733768390396794
484,2,352302,-0.0304353556540004,0.070658613752961,0.666921710986715
485,2,352469,-0.0292261434122787,0.0699452044761056,0.676315650952524
486,2,352562,-0.0279020559414899,0.0702327383196134,0.691401164516027
487,2,352944,-0.0182329301408018,0.0700390909788102,0.79476483042766
490,2,355266,-0.0358736441254188,0.0700197854877596,0.608736403402096
491,2,358277,-0.0212412807904231,0.0700477481050421,0.761885583196718
492,2,358926,-0.0280791613550482,0.0701440361115374,0.689172424808971
493,2,358948,-0.0256302781026181,0.0701689244269004,0.715132082869603
494,2,359515,-0.00194667854149895,0.0700767107878468,0.977853912645928
495,2,363190,0.00825021494847375,0.0707611444316561,0.907249326527685
496,2,363588,0.0338260684766414,0.0710188626149151,0.634157495168472
497,2,363888,0.0398440620595949,0.0704000957526027,0.571776475494022
498,2,363954,0.0317300536204953,0.0701318495201578,0.651234059486644
499,2,364199,0.0277726067846913,0.07004127456706,0.691962725698344
501,2,365981,0.00620065561335608,0.0714685835227012,0.930911015692033
502,2,366047,0.0437969046988986,0.0701434600459906,0.532774542735737
503,2,366936,0.0189598889977985,0.0709826651853499,0.789543599390653
504,2,369530,0.0448500300953325,0.0700250443646708,0.522272502609409
506,2,369931,0.0136838616031512,0.0705426191138424,0.846303070924015
507,2,371033,0.0483990326495848,0.0703119193469908,0.491686091344272
508,2,372919,0.0216013303571502,0.0700457770339363,0.757968437041454
509,2,373518,0.0411988119949266,0.0699810870140102,0.556429976354452
510,2,376157,-0.0292819239176714,0.0701526454759893,0.676637416329997
511,2,376172,-0.0332447360552034,0.0706550273801237,0.63827279766519
514,2,381433,0.0231498933785214,0.0706153833509564,0.743233992705912
515,2,381922,0.0351293129403955,0.0711501175070416,0.621800302711809
516,2,382146,0.0295683792400615,0.0700862560678783,0.673365362316784
517,2,384206,0.0431435644179815,0.0702846476824442,0.539716085023625
518,2,384955,0.0629147758796554,0.0700855593676418,0.369965193324663
520,2,387301,0.0767066126385889,0.0704043986707252,0.276670274045829
521,2,388313,0.0835129441857775,0.0699628650677721,0.233406576783453
524,2,390138,0.0991750802460981,0.0701237586798362,0.158159200983961
525,2,391233,0.103663477033983,0.0704973989590908,0.142328471508559
530,2,395606,0.0320826621852467,0.0702818410286542,0.64832142148991
531,2,395726,0.03892639996525,0.0702463428696461,0.57983301416919
532,2,395853,0.0435467787611994,0.0704389047345986,0.536828630501694
533,2,396484,0.0369160779245776,0.070137994301176,0.598986036201312
534,2,396705,0.050164937957296,0.0700808011057129,0.4745783808537
535,2,398759,0.0552109455733658,0.0706439278418847,0.435009727061682
536,2,400386,0.0494816738084753,0.070261064975686,0.481738601176609
537,2,400847,0.0446992209198609,0.0702053504687049,0.524737803344181
538,2,401130,0.056615431715593,0.070825285661519,0.424614892366449
539,2,401143,0.0509636968882077,0.0706968154001511,0.471462417703478
540,2,401979,0.071111539941763,0.0706036433094856,0.314531623715541
541,2,403598,0.0568246593841666,0.0702654786369429,0.419224516100327
542,2,404844,0.0603204126237595,0.0710436773487586,0.396422796759543
543,2,405100,0.056373125803835,0.0704012977666913,0.423820853982289
548,2,406181,0.06629034885599,0.0704225007046421,0.347182871097012
549,2,406688,0.0469916499850212,0.0700592924749069,0.502824055560288
550,2,407621,0.0562256526493309,0.0706155012499246,0.426437839877372
551,2,409016,0.0818994625710188,0.0712534920428702,0.251165200184849
552,2,410647,0.0581640407334528,0.070278060414532,0.40844075550297
554,2,419803,0.0704832587914399,0.0707407360142342,0.319757617196492
555,2,419943,0.0510433936857249,0.0712065242480463,0.473949362557491
556,2,422349,0.0883316360561463,0.0702271197860917,0.209295685330862
557,2,425467,0.0323434136300829,0.0701105141363347,0.644852841154479
560,2,429095,0.0290592854600955,0.07052998684286,0.680579825468303
561,2,431266,-0.0213487196127896,0.0705762268150264,0.762455453636538
562,2,431446,-0.0216983322262084,0.0708610493154992,0.759625596263821
563,2,432524,0.0284694541741299,0.0701736104881126,0.685208620440027
564,2,434090,-0.0254854867157528,0.0708237185751478,0.719179018644564
565,2,441927,-0.0489842799203933,0.0700299330029218,0.484715059480477
566,2,446471,-0.0496487213836988,0.0708882995043255,0.48415159862545
567,2,449325,-0.0115339984838218,0.0705200026402327,0.870173961201497
569,2,450017,-0.00248150357227828,0.07013152068795,0.97179388546614
570,2,451779,-0.0115722591032763,0.0703905938462489,0.869509849634973
571,2,451784,-0.0150100221297189,0.0706425879261394,0.831856489283395
