SNP,Chr,Pos,Effect,SE,ALO1_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
69,1,85751,-0.122764372381184,0.133835219433161,0.359622191631249
70,1,87445,-0.103574951544445,0.134164673423791,0.440631720030428
71,1,87467,-0.156584074246765,0.134723300930959,0.245913333520933
72,1,89070,-0.134238714869161,0.133945610569329,0.316939169855972
73,1,89616,-0.0939535745543116,0.133320696631241,0.481450059633669
74,1,89679,-0.103313147828356,0.133317988271159,0.438895193707543
75,1,89880,-0.10513015711077,0.133347802467069,0.430997373111428
76,1,91472,-0.0978638897921866,0.134354901710073,0.466852687496202
77,1,93789,0.00504621625980162,0.133070292260269,0.969771759932036
78,1,94351,-0.0521329282453329,0.133391924976011,0.696162197233621
79,1,99148,-0.0257722406226267,0.133063493148556,0.846534892014554
82,1,106800,-0.0549298076938014,0.133217982903486,0.680347651957537
83,1,107970,-0.0345707203660535,0.132842545184334,0.794831678105831
84,1,109000,-0.0595678280143055,0.133051654429971,0.654641072614556
85,1,112549,-0.150121667255064,0.132698427307187,0.258697018413131
86,1,112742,-0.130110180193494,0.133276903321476,0.329614311674334
87,1,113050,-0.122164933533356,0.133073423949682,0.359231788993662
88,1,113135,-0.136491391390827,0.132694119040564,0.304364096746007
89,1,114076,-0.066258939898741,0.132846031885583,0.618255657645929
90,1,114628,0.00414730942295716,0.133228845937007,0.975184083123463
91,1,116283,0.0511358465887692,0.133942385772961,0.702858016851108
93,1,127853,0.101795357375494,0.133610790524071,0.446640491689455
94,1,128302,0.173316821855285,0.132887161818049,0.193001343548062
95,1,128704,0.106009816002557,0.133220121697668,0.426712545796059
96,1,128911,0.164253464051757,0.133067442155336,0.217888935503226
97,1,130267,0.115626062184287,0.133148952922245,0.385767400591981
98,1,130271,0.113609599189199,0.133312232077633,0.394677088897729
99,1,130613,0.150861165278318,0.134456834033866,0.262623162028441
100,1,132012,-0.0160628376654451,0.134407750146114,0.904940672372522
101,1,133231,-0.0712080122108353,0.133402868214579,0.593828517031216
102,1,137074,-0.0751609808382041,0.133206836387715,0.572947314181746
103,1,137304,-0.104306472841826,0.133197567136338,0.434095830993358
104,1,139686,-0.0213466821928483,0.133483572691795,0.873035624035596
105,1,149562,-0.0545274656418527,0.133761459547196,0.683779920871924
106,1,150447,-0.0325466065588872,0.135265914285403,0.809995502961478
108,1,154084,-0.0354954706413032,0.135681789373111,0.793776085124731
110,1,157269,-0.0925674904809453,0.133141054891884,0.487350538905679
111,1,160054,-0.0742674924052251,0.134439897449006,0.58100919381205
112,1,166222,-0.0833992241578515,0.133429399454008,0.532346109571714
113,1,166416,-0.069518713052786,0.133180793481639,0.602006395105708
114,1,167326,-0.104288126374766,0.133874258229582,0.436501267684256
115,1,168836,-0.170041661602384,0.133046843897304,0.20206853073778
116,1,171200,-0.194575786269413,0.133151885814206,0.144820759384257
117,1,171431,-0.269204035140123,0.133621788271458,0.0446969526552189
118,1,173339,-0.279627832815627,0.132509522952139,0.0355402114902688
119,1,173845,-0.271899872382076,0.132443884053585,0.0408146582444859
120,1,175121,-0.277703125773066,0.132143962804497,0.0363037336931088
121,1,175281,-0.267703786126342,0.132316081312742,0.0438042976095404
122,1,175315,-0.274071115317804,0.132237000998741,0.0389372176515691
123,1,175523,-0.270724098520005,0.133014758945659,0.0425678999969652
124,1,175541,-0.271649639960452,0.132460148010606,0.0410240169575817
125,1,175653,-0.283929978931567,0.132811537078682,0.0332160114752712
128,1,175856,-0.273255821788622,0.135094620217998,0.043857657992921
129,1,175876,-0.271703828566396,0.13300909977,0.0418199760634179
130,1,175989,-0.280034187095999,0.133344262835292,0.0364306379424023
131,1,176001,-0.273101364653071,0.134088249810673,0.0424230228724121
133,1,177692,-0.235926891635661,0.132445209185265,0.0757204059209804
134,1,178191,-0.246489515298821,0.132523446476643,0.0637214816036743
135,1,178224,-0.235926891635661,0.132445209185265,0.0757204059209804
136,1,178960,-0.283800240550604,0.133248275014439,0.0338743909824835
140,1,183802,-0.276756452555717,0.132238012364335,0.0370746006429564
141,1,183954,-0.272129965118767,0.13323964372512,0.0418534828339826
142,1,184450,-0.214115797735924,0.13236141951564,0.10662902829366
144,1,184718,-0.265508620872021,0.132856485208144,0.0464331877760844
145,1,185296,-0.224833387338548,0.13249986208862,0.0906050903942667
146,1,185438,-0.204611883870725,0.132598964882042,0.123705362886598
147,1,185469,-0.211284621316557,0.132762016979331,0.112402557368031
148,1,185503,-0.198673951523093,0.132471462300428,0.13457322223939
149,1,185705,-0.202523753302922,0.133945063791998,0.131430807149608
150,1,185749,-0.211137273371504,0.133907379968846,0.115750814787412
151,1,185806,-0.249286457163117,0.133901767667498,0.0634746521716202
152,1,185879,-0.232652613504156,0.134639496095742,0.0848686763084784
153,1,185916,-0.178905188671073,0.134810356205287,0.1853373400289
154,1,185941,-0.190783066959102,0.135354589613832,0.159566053812226
155,1,185954,-0.202583551007081,0.135703663189939,0.136372867782865
156,1,186055,-0.188744670285629,0.133035691398822,0.156853591206708
157,1,186896,-0.243378751388621,0.134981592529497,0.0722327991596244
161,1,190132,0.0863622945783003,0.133504574257361,0.518125862522642
162,1,190148,0.0835338409723163,0.133549982963415,0.532055329156957
163,1,190165,0.0651376387905204,0.134606128491761,0.628747763324947
164,1,190169,0.0962584899087367,0.134385230598028,0.474287299992533
165,1,190933,-0.067882063611692,0.133343343390945,0.611016126565389
166,1,192149,0.0887681665107267,0.134399837396766,0.509377747826863
168,1,192303,-0.0371637951080688,0.160311568881039,0.816810370532939
171,1,192795,0.0738262076411876,0.133081760079541,0.579421603179269
173,1,194187,-0.0765637205845191,0.133187733193799,0.565755114744396
174,1,194867,-0.203000120164056,0.132738535332176,0.127079921851617
190,2,8314,0.103743184552257,0.135319841866035,0.443801035446518
194,2,8498,0.0320014297123907,0.135223378467959,0.813060905903771
195,2,8651,0.0332712326796785,0.135349141242396,0.805966113275482
197,2,9812,0.00828897617571889,0.136164296037194,0.951493357924255
198,2,9932,-0.00480745478738598,0.135628102553515,0.97174425134864
199,2,10135,-0.0129400363974598,0.135107180696065,0.923752761590712
200,2,11616,0.0225246897472599,0.134960205102817,0.867545277250324
201,2,12133,0.0199083788617652,0.135497934927441,0.883273086916715
202,2,12194,0.0338072294998994,0.136014149051874,0.803848237703903
203,2,12359,0.00538144817754582,0.135628041476187,0.968372279328493
204,2,13061,0.0133480292635019,0.135616501864449,0.921650834669338
205,2,14298,-0.00291198921657232,0.136046107741303,0.98293513432033
206,2,15222,0.0235871234589055,0.137367105927866,0.863764958519681
207,2,17986,0.00995756789125701,0.134964489253221,0.941227891188638
208,2,19770,0.00586823209791143,0.135898313054011,0.965581623976677
209,2,19836,0.00344958830382314,0.135525186687844,0.979707632707551
210,2,19851,0.00729399163785494,0.135921555191737,0.957233823753064
211,2,21595,-0.00479389166636202,0.135360484774906,0.971768252217164
212,2,22385,-0.0236156553774046,0.135482976971826,0.861723981078839
213,2,23441,-0.059627854272434,0.136767931067491,0.663118947185653
214,2,24209,-0.000845444858203925,0.135678275505467,0.995031736267015
215,2,24341,-0.00854033179661484,0.135998444809103,0.949963477685193
216,2,26815,0.0328903610784012,0.135824950159096,0.808802563395637
217,2,28209,0.0551612060758233,0.135850216866378,0.684956076314059
221,2,41245,-0.0344441851382734,0.135348310035571,0.799268671169242
222,2,43214,-0.0926772336119047,0.137466828071805,0.500638828717388
223,2,47104,0.017814317563442,0.133717236281917,0.894092306760615
224,2,50915,0.0543460682648809,0.135003455247654,0.68752063185003
225,2,55834,0.0370613536953533,0.134395993839138,0.782891970551177
226,2,56422,0.0723987690514137,0.134595619300013,0.590986146692237
227,2,57715,0.0667479327466293,0.134159871162706,0.619128416618229
228,2,59046,0.0614998509129558,0.134846091371328,0.648616926430379
229,2,59191,0.074368586035741,0.134055080481381,0.579409188209688
230,2,59383,0.0749227507227825,0.134092846246166,0.576694888783455
231,2,59477,0.060864066794608,0.136132084369302,0.655080173579234
233,2,60471,0.0453512716468052,0.134311121769997,0.735821365345952
234,2,60478,0.0514694571306262,0.13445819652055,0.702104739608571
235,2,60786,0.0320315010026218,0.134254144409765,0.811563093160154
236,2,61035,0.0507165753933849,0.134228145739042,0.705777580829534
237,2,61071,0.0355803198821937,0.1336328324386,0.790198795536296
238,2,61675,0.00183262494329228,0.134030971583225,0.989098472741991
240,2,62939,0.0210732400985616,0.133794627764509,0.874937407660369
241,2,63527,0.0093207158559091,0.134300652586416,0.944709041163528
242,2,63857,0.0118687885019492,0.134331324805609,0.929644958434081
243,2,65527,0.00128291658907004,0.133889917852697,0.99236029886457
247,2,67976,0.0895672291749524,0.13573471723528,0.509767738234732
250,2,72389,0.11017344961548,0.134853400850413,0.41448699676994
251,2,72392,0.00802558455191937,0.135898000644371,0.952940967030447
252,2,73646,0.13855619501574,0.132908047669819,0.297894902502029
253,2,74564,0.180939935454471,0.132501599032467,0.172944116402506
254,2,74739,0.222354964888593,0.132761492152471,0.0948501972098383
257,2,80873,0.309521132329665,0.132586387627983,0.0201305072431896
258,2,81501,0.329482669756835,0.13242759529051,0.0133062860562331
259,2,83526,0.34845936414832,0.132080665654353,0.00870293831635307
260,2,83845,0.376698408060135,0.131989092791169,0.00457189062901071
263,2,84447,0.4006545189219,0.133515491720696,0.0028841286897271
264,2,87391,0.443137266192022,0.130804290556174,0.000784083297722045
265,2,87562,0.444651863009307,0.131131531576025,0.000775558205014463
266,2,87849,0.447181156540526,0.131094337799,0.000721878466702275
267,2,87878,0.447198052466699,0.131676032848907,0.000761123973101869
269,2,89785,0.386553451756408,0.132233905759898,0.0036873560160814
272,2,93721,0.359101228762982,0.132044678074328,0.00686039446475467
273,2,93952,0.334115135869185,0.131845265960447,0.0117038732861952
274,2,95085,0.3623587909998,0.13182142449594,0.00628773256097393
276,2,107124,0.298863146213495,0.132338537246408,0.0245355331593588
277,2,111645,0.381198684276038,0.131824236811388,0.00406878448517423
278,2,111916,0.366101322656746,0.1322631953782,0.00593801311462958
279,2,111931,0.372957694173311,0.132415632737943,0.00512683494291841
280,2,111999,0.378419560591593,0.131885347959546,0.00436135929970265
281,2,114528,0.336108206520214,0.132984343743728,0.0119260508301657
282,2,116024,0.407452036184304,0.132741404493427,0.00231005500876719
286,2,120090,0.237005874735455,0.133374823017602,0.0764307517909556
287,2,120291,0.2553137075733,0.134818963230661,0.0590753165393841
288,2,120726,0.230193505520338,0.134160915558503,0.087075786247083
289,2,121716,0.267066472595721,0.13381333133187,0.0467221898932433
290,2,123100,0.182885776690434,0.134399781029772,0.174457852925648
291,2,124677,0.156553380365792,0.134307965393506,0.244551105821888
293,2,127887,0.125329393863162,0.135324498477732,0.355006103179931
294,2,128935,0.118815350228467,0.135212921691113,0.380146631391832
295,2,129053,0.14712101628274,0.135546770667799,0.278489934850019
296,2,130040,0.191041925862751,0.136222488504169,0.161666953419951
297,2,130976,0.115097083948609,0.135350245887159,0.395698711797752
298,2,132199,0.140292500735843,0.135911809828566,0.30267019245024
299,2,133355,0.0860505983822135,0.136960988452191,0.530223228673743
300,2,133435,0.0899620519850859,0.137250177785134,0.512598328121688
302,2,135183,0.112411578781262,0.137279418782775,0.41342309691899
303,2,135402,0.123990782561837,0.137230391340365,0.366864667199785
304,2,135898,0.168497469859118,0.137826136719341,0.222320467471918
305,2,135912,0.157410081579344,0.137965474795319,0.254669076460635
306,2,135925,0.161488468797542,0.137324776726541,0.2404032558303
307,2,136002,0.111881611744903,0.137361532115271,0.415905021716568
308,2,136173,0.126586777871786,0.138299253792227,0.36065340085976
310,2,138318,0.125390209149706,0.141962007367812,0.377693715390137
311,2,138695,0.0672669669479764,0.139637072432291,0.630298307157153
312,2,138818,0.065634536909764,0.139383035470781,0.638007787047695
313,2,139728,0.057731582788052,0.139142922457284,0.678460925763942
314,2,140174,0.0621040560807029,0.139137588424151,0.655618155174091
315,2,140863,0.0285028731424615,0.139112279595722,0.837775269934294
316,2,141152,0.0435497396814077,0.139493180780773,0.755073034046848
317,2,141292,0.0516970629700386,0.138481988911299,0.709139925708398
318,2,141545,0.0708666016539681,0.139132920683576,0.610828949069681
322,2,146723,0.112288137698936,0.138804389955169,0.419079163816372
323,2,147946,0.134721793973522,0.140022187891039,0.336634849480159
326,2,151397,0.0096067809323126,0.140555251440148,0.94554668676965
327,2,153035,0.0325802070967594,0.13901526612812,0.814838090855552
328,2,153228,0.0112733284022855,0.140039263016108,0.935884263205952
329,2,153455,-0.00428886570352227,0.14109734450054,0.975768012722503
331,2,153815,-0.0110640033703813,0.140554947889871,0.937302667497105
332,2,154160,0.0138180577296212,0.139081513195887,0.920915010516119
333,2,154235,0.0158286730519797,0.140469785143521,0.910345275447167
335,2,159870,0.00864156064385235,0.136923649541759,0.949712834772329
336,2,161229,0.134515710323406,0.138841607862651,0.333286896142139
339,2,162696,0.178152756983566,0.138102744246651,0.197894547555302
340,2,163284,0.137580551003507,0.136397100127169,0.313820698739817
341,2,164166,0.0690632194855219,0.137812779493502,0.616586362203646
342,2,165270,0.0904212560580635,0.136617678904904,0.508495207711852
343,2,165675,0.0646394119837759,0.138919021779748,0.642001535954086
346,2,168062,0.00150696984299126,0.137712911593224,0.991275235828131
347,2,168518,-0.0183147272670252,0.136920952112842,0.89366753934047
348,2,168980,0.0182749682489782,0.13685596081636,0.893846913693012
349,2,169651,-0.000361737914770011,0.136924420690861,0.997893579368315
352,2,170725,0.156565651817513,0.136914797765253,0.253595092572322
353,2,171254,0.200042288646783,0.1369769554739,0.145067312270924
354,2,172242,0.0909840293242191,0.135679695526419,0.502926897626481
355,2,173254,0.0468287189775827,0.134702661639537,0.728313933213986
356,2,173340,0.0479765915893599,0.134685210152779,0.721894030290042
357,2,173385,0.0446756114750866,0.134812506742139,0.740546030960211
358,2,173973,0.0924345664761678,0.134385262175903,0.492009902766763
360,2,177341,0.20357430133968,0.13357836876704,0.128402444690921
361,2,180314,0.0997091454384751,0.133956977596551,0.457167778297174
362,2,180339,0.093454812277093,0.134308678570436,0.486998718541079
363,2,182758,0.214228208603075,0.133432463390244,0.109274059210327
364,2,183619,0.177259012856705,0.134114672156369,0.187124844604352
367,2,187176,0.114490834695744,0.135040645056156,0.397109925723373
368,2,191066,0.153681399063952,0.135942725626596,0.25903884359216
371,2,191599,0.0767287479889629,0.134239463223821,0.567969518712172
373,2,191763,0.0671520327679221,0.134786095792992,0.618644972552679
374,2,191959,0.0451499065196305,0.134483018308824,0.737274363972635
376,2,195759,0.172196903695521,0.1353494600346,0.204125521483333
377,2,196912,0.194432047025455,0.133063342881867,0.144850330821324
379,2,198110,0.160367906891485,0.133993383089683,0.232174216863343
381,2,198805,0.145463659870396,0.134620833873476,0.280637923750638
382,2,198891,0.174227564785339,0.133471190358072,0.192621445405493
383,2,199248,0.157763635061602,0.133835339238303,0.239276121884857
384,2,201782,0.14864052016468,0.133699843583984,0.267003154716634
385,2,203285,0.273929682400584,0.132615398252379,0.039596162928392
386,2,203783,0.226534433153237,0.132580038268409,0.0883926394944912
387,2,204179,0.233598401326443,0.132868849575279,0.0795949559540116
388,2,205406,0.203288605394368,0.134385522980393,0.131243769126712
389,2,205834,0.212760131826028,0.133695954375167,0.112420742392245
391,2,207192,0.1921771583504,0.133658395636566,0.15137007180249
392,2,207561,0.196263407025294,0.133047245741913,0.141066059765813
393,2,208682,0.17031799764349,0.132923430170096,0.200920901440404
394,2,210102,0.144611909064594,0.133354324719184,0.278919316266511
396,2,214801,0.126295182519987,0.133400654911928,0.344421011077624
397,2,215016,0.113949512281816,0.133355852914173,0.393420250845654
398,2,218876,-0.0931918766351791,0.134782577656956,0.489753742795634
399,2,227511,-0.0943340032070377,0.135735601479219,0.487522843349141
400,2,230378,-0.055764449748624,0.134083876630185,0.677741542819957
401,2,231943,-0.0589127669127125,0.134464686777141,0.661561356555208
402,2,232156,-0.0826673430408092,0.134374091519416,0.53881706407349
403,2,232789,-0.0592402719919274,0.133932925799396,0.658533613495523
404,2,238524,-0.0420476323582607,0.134139900721875,0.75411555397607
405,2,241518,-0.0724993872998873,0.13526822520775,0.592318484275414
406,2,250396,-0.143448594039656,0.134183715811572,0.28577932043303
407,2,250466,-0.134751128990505,0.134161723053543,0.315877087484595
408,2,252305,-0.0866601313463339,0.134630426186499,0.520195057963116
409,2,254571,-0.0280373731138802,0.136593303139141,0.837485980557685
410,2,254742,-0.052180857424396,0.136449842288982,0.702381579993349
411,2,254908,-0.0576377667750523,0.137486378723926,0.675306483741632
413,2,255862,-0.0923185998871267,0.136603857317832,0.49960216280068
414,2,255975,-0.0976879166501655,0.136099413981502,0.473374568073102
415,2,258311,-0.164399445736686,0.133663629260015,0.219535276440313
416,2,259284,-0.0863096955776517,0.134322223682321,0.52092864784337
417,2,266330,-0.0181232825630289,0.134975200556228,0.893264644016331
418,2,267100,-0.0349538298261963,0.134955986371137,0.795784894418695
419,2,268086,0.0281084101715535,0.134970356127371,0.835149054313524
420,2,274614,-0.0615337515250342,0.134118586038517,0.646659380796022
421,2,274729,-0.0792867130393194,0.134826334909659,0.556864368815694
422,2,275746,-0.0257255156329548,0.13482652304655,0.848788402929213
423,2,277029,-0.0426228463322019,0.134187725816026,0.750948901818258
424,2,277741,-0.048156525626095,0.134235120922541,0.71999839033318
425,2,278218,-0.0498858226191042,0.133990789221668,0.709887069541577
426,2,278379,-0.0251144802551965,0.137327168983455,0.854996663528689
427,2,279910,-0.0736210728587011,0.133912717839621,0.582825416537325
429,2,283431,-0.0864948823717947,0.13585417887253,0.524749567568992
430,2,283573,-0.0861554770726165,0.134223260749025,0.521366482308153
431,2,286762,-0.0597711999987806,0.13460775403816,0.657285883803431
432,2,287187,-0.0823363037766444,0.133945424406012,0.539148618844828
433,2,288379,0.0269129755511772,0.13299376369228,0.839749772825107
434,2,294941,0.0892620856615661,0.132996209813913,0.502555864522845
439,2,297610,-0.032196991876774,0.133743648392336,0.809899021754266
441,2,299680,0.125875892310254,0.133174299418697,0.345205034512559
442,2,299708,0.137870957597003,0.133422326533555,0.302151069588427
443,2,299759,0.129127663492319,0.132993778980666,0.332247889297436
444,2,300111,0.111536722511941,0.133970245548624,0.405662326977662
446,2,301710,0.103723832381194,0.133092507629851,0.436303752592763
447,2,303446,0.14089426328906,0.133836068416859,0.293181337457355
448,2,303854,0.183634390771834,0.133714967493328,0.170522298339234
449,2,304472,0.136119331384256,0.13274120248943,0.30585356334521
450,2,304691,0.117493794320264,0.134947672973185,0.384530497809062
451,2,308097,0.209091394296132,0.133204461343555,0.117380209173951
453,2,309402,0.10877112952544,0.132729090374713,0.413055696397645
454,2,310030,0.132064640404121,0.133416664652726,0.322917556705448
455,2,310113,0.113866744992393,0.133091112661518,0.392824390673604
456,2,310972,0.0788229303060359,0.133365370773673,0.554878584021104
457,2,312659,0.0275525010053769,0.132905615548284,0.835888255770463
460,2,318265,-0.0741845284281156,0.134583093450229,0.581833444991512
461,2,318379,-0.102836408842805,0.13492894276059,0.446478022477903
462,2,321266,-0.0651307537268827,0.134091229398616,0.62746724875308
463,2,322957,-0.0537517517871306,0.132907977871622,0.686142700251955
464,2,325221,0.0181115087628129,0.133665065459599,0.892294433256799
465,2,332691,0.00927769842777915,0.135029157952793,0.945260275029165
466,2,333006,0.0142481122634206,0.134762739456212,0.915858704126111
468,2,335046,0.0424359378628355,0.133395326571918,0.75058079649013
469,2,335049,0.0446106710374665,0.133960754333822,0.739322172321
470,2,335995,-0.0340428992337808,0.133212501677731,0.798444593952506
471,2,336060,-0.0339153658378743,0.133033182383999,0.798918562707828
472,2,338292,-0.0829183173624964,0.132963831502778,0.533282817795482
473,2,339568,-0.0807559986647725,0.133168092490189,0.544624653203706
474,2,340466,-0.087324497502683,0.134310647143169,0.516006546511113
478,2,348480,-0.0494563376709582,0.133013103699764,0.710253288366877
479,2,350086,-0.0778241921631834,0.132980933214704,0.558768193045129
480,2,351083,-0.0476120287305425,0.134741045020553,0.724029871462921
481,2,351335,-0.0576197561311617,0.133214763870226,0.665618331148023
482,2,351417,-0.0548918096810225,0.133196990921914,0.680508953675488
483,2,351450,-0.0911448080645705,0.13328820552016,0.494539039551216
484,2,352302,-0.0603451429074319,0.134391530172339,0.653689233853695
485,2,352469,-0.0605773071202719,0.133031497484299,0.649129764015148
486,2,352562,-0.064902879038664,0.133569762421583,0.627332480779644
487,2,352944,-0.0570737759444276,0.13319439293052,0.668548596099114
490,2,355266,-0.0828171543275617,0.133156090449709,0.534372660223597
491,2,358277,-0.0516404374878792,0.133221710038193,0.698525119354146
492,2,358926,-0.0608485256182494,0.133406823827778,0.648589529739602
493,2,358948,-0.0748801000811306,0.13342889913055,0.575018286901045
494,2,359515,-0.0637561211936888,0.133244738064359,0.632598525978914
495,2,363190,0.0116124421051618,0.134590779426764,0.931293051567478
496,2,363588,0.0235845231661303,0.135117361426052,0.861534538971279
497,2,363888,0.0282952460690871,0.133955156319663,0.832830284250717
498,2,363954,0.0639050011568428,0.133387982459034,0.632170431901073
499,2,364199,0.0520718798604784,0.133221234293224,0.696130809632778
501,2,365981,0.00854583228070435,0.135935863727942,0.94990827386741
502,2,366047,0.0390149503357172,0.133472255443435,0.770223198476299
503,2,366936,0.0195630089018551,0.135020573781465,0.884881124738957
504,2,369530,-0.0433382535133245,0.133246928263469,0.745186316357552
506,2,369931,-0.0229950023583151,0.134175535175197,0.864023182710233
507,2,371033,-0.105666335403101,0.13370666442672,0.429892075779522
508,2,372919,-0.131687706178403,0.133062433227439,0.323014023138189
509,2,373518,-0.0860611777504384,0.133092443745416,0.518293532250545
510,2,376157,-0.146423997617818,0.133237418500498,0.272529874682975
511,2,376172,-0.146772030927047,0.134202733842346,0.274850289414901
514,2,381433,0.0133757663207342,0.134330923667609,0.920739656478148
515,2,381922,0.0184188951032338,0.135372614520594,0.891850839611238
516,2,382146,0.0399473274042397,0.133322601610683,0.764636452682777
517,2,384206,0.0450966262097331,0.133733088479953,0.736156240898439
518,2,384955,0.0191915168058957,0.133452786095586,0.885734508749425
520,2,387301,0.00766533382702073,0.134135410648796,0.954461038543517
521,2,388313,0.00514418267385558,0.133339273224192,0.96924733487879
524,2,390138,-0.0240441895833589,0.133748504356451,0.857434988267331
525,2,391233,0.0175534198563685,0.134494751786398,0.896234287585374
530,2,395606,-0.253056803791927,0.133037345944501,0.0579654306146472
531,2,395726,-0.266975102728303,0.132911116160137,0.0453328479826831
532,2,395853,-0.262580639951849,0.133318672107849,0.04966906913853
533,2,396484,-0.240361572089026,0.132842104279489,0.0712428083204111
534,2,396705,-0.250917719437175,0.13272205876361,0.0595032095527134
535,2,398759,-0.23182292171235,0.133915627866191,0.0843056006464177
536,2,400386,-0.227337637579314,0.133183771316214,0.0887112844397427
537,2,400847,-0.232303997399136,0.133035791943226,0.0816501456177336
538,2,401130,-0.219022576322707,0.134328594280204,0.10388805629667
539,2,401143,-0.208699641722691,0.134106947070297,0.120552330077846
540,2,401979,-0.138662002657478,0.134280195063799,0.302483174973562
541,2,403598,-0.151347233908651,0.133527826228199,0.257794152979996
542,2,404844,-0.137227890060644,0.135067563141033,0.31032789031255
543,2,405100,-0.168914481302667,0.133724850703904,0.207369115428676
548,2,406181,-0.16747960294562,0.133816935267071,0.211559838874839
549,2,406688,-0.143057946917711,0.133121976444147,0.283270781667479
550,2,407621,-0.1810928789509,0.134087165160001,0.177701296717487
551,2,409016,-0.198390631164425,0.135368231448413,0.143657593807783
552,2,410647,-0.178154354907667,0.133463977518983,0.182785797965325
554,2,419803,-0.159933856932568,0.134470691778053,0.235098020088919
555,2,419943,-0.17951606161291,0.135198069691065,0.185101988937319
556,2,422349,-0.274012441492716,0.13307608734877,0.0402210773537938
557,2,425467,-0.193986844612811,0.132992097036947,0.145554946300574
560,2,429095,-0.21695192847825,0.133684415311129,0.105510675224752
561,2,431266,-0.17881594364366,0.133917514067028,0.182648627524291
562,2,431446,-0.177986461954772,0.134464236138918,0.18646878266755
563,2,432524,-0.124716209207241,0.13333808798903,0.350253431875136
564,2,434090,-0.206672041186019,0.134283540083793,0.124682588823904
565,2,441927,-0.193488162756649,0.132892669322262,0.146288826753886
566,2,446471,-0.212118615583591,0.134451932872768,0.115540825681265
567,2,449325,-0.305383587479444,0.133147604769913,0.0224021400443671
569,2,450017,-0.352773472965808,0.132064203656658,0.00790746807403186
570,2,451779,-0.386517673187411,0.132300026022097,0.00370741935761582
571,2,451784,-0.386054272659021,0.132792391364725,0.00387724274834903
572,2,453525,-0.387770095651072,0.132820819498761,0.0037310223397178
573,2,453768,-0.385351869787139,0.133020266047916,0.00400323979191382
574,2,454027,-0.375360764664941,0.132533666994059,0.00488824298637929
575,2,455029,-0.383303470213389,0.132540787593795,0.00406566366156616
576,2,455247,-0.414455975852522,0.131835760596384,0.00180944437992081
579,2,455756,-0.281984854566263,0.142819068823073,0.0491130704416855
580,2,457024,-0.375123628588135,0.133162290432433,0.00511946653709042
581,2,457298,-0.400444892149401,0.133347333765717,0.00286377182259212
582,2,460202,-0.323924392059396,0.134243817985241,0.0163326997892701
586,2,464424,-0.284079215440784,0.133793697099886,0.0344270879974941
587,2,465824,-0.154496122628715,0.13572014234583,0.255749112072219
588,2,470145,-0.169596903525062,0.133726695018681,0.205549743431677
589,2,470686,-0.145543491372277,0.133725546520772,0.277172266450063
590,2,471144,-0.159519737620834,0.133912231097552,0.234365191544866
