SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
155,1,185954,-0.0114554675308959,0.137590372575911,0.933693770851701
156,1,186055,-0.0388824583993619,0.134829790317163,0.77322374939878
157,1,186896,-0.0174426462989813,0.1370532775391,0.898799887519912
161,1,190132,-0.0124941227465786,0.135015084911614,0.926322526298855
162,1,190148,0.00283063214816459,0.135057358832468,0.983290410311094
163,1,190165,-0.0198451761537368,0.136091157335915,0.884144610592278
164,1,190169,-0.0114656974846223,0.135924172992201,0.932823090861221
165,1,190933,-0.134607965034863,0.134632776688765,0.318084559892661
166,1,192149,-0.0174496213129502,0.135922369910629,0.897921904597958
168,1,192303,0.100114832339336,0.161956035774701,0.536868133924485
171,1,192795,-0.11529131160059,0.134428052992811,0.391671393480638
173,1,194187,-0.0705674709816837,0.134627139070677,0.600489455975551
174,1,194867,-0.197189362278191,0.134196440395844,0.142612714670254
190,2,8314,0.19477169678405,0.136492214151861,0.154469490631779
194,2,8498,0.131724179827157,0.136504925770104,0.335216694497641
195,2,8651,0.132336453905346,0.136631396681269,0.333425172890089
197,2,9812,0.141344421871227,0.137419975003929,0.304391644703098
198,2,9932,0.139339559462274,0.136882558721867,0.309399021584655
199,2,10135,0.134820511819946,0.136369675097118,0.323516484307052
200,2,11616,0.144372190752074,0.136196798500544,0.289857377174376
201,2,12133,0.157976094781453,0.136697348969509,0.248600549399776
202,2,12194,0.170240463338137,0.137186384684646,0.215450917541898
203,2,12359,0.137328849098678,0.136888315071186,0.316442776950829
204,2,13061,0.139799659322517,0.136871126566342,0.307766199575369
205,2,14298,0.129828429255339,0.137331918044535,0.345120528353706
206,2,15222,0.151407367533731,0.13861247555732,0.275443129179725
207,2,17986,0.110086406218349,0.136287500118134,0.419777729336673
208,2,19770,0.132095619786023,0.137176491028136,0.336226241380054
209,2,19836,0.116380659935731,0.136839052904018,0.395627542583466
210,2,19851,0.121975362647176,0.137226753886524,0.374683655762843
211,2,21595,0.117322683638819,0.136670249299368,0.391234172564829
212,2,22385,0.138295617885228,0.136744320462942,0.312544275534422
213,2,23441,0.06913948940572,0.13822336671744,0.617245116178541
214,2,24209,0.100723155648914,0.137028966169723,0.462797026850898
215,2,24341,0.0963796052506807,0.137362406283543,0.483363084698469
216,2,26815,0.139233452771686,0.137093288868002,0.310510249476281
217,2,28209,0.12001916111928,0.137190993741398,0.382259791126619
221,2,41245,-0.00282583701109529,0.136812746691638,0.983532712475761
222,2,43214,-0.0575901810809919,0.138997152889683,0.678886779208191
223,2,47104,0.0448881404996979,0.135133988868663,0.739954228351415
224,2,50915,-0.00817852149052245,0.136482348853818,0.952250347857174
225,2,55834,-0.0225978070411924,0.135847054861616,0.86797878822905
226,2,56422,0.0155498724311766,0.136092739673381,0.909097138506505
227,2,57715,-0.00860068898787358,0.135645854712572,0.949479520462991
228,2,59046,-0.0218589314181787,0.136327859381463,0.872704257217796
229,2,59191,-0.0179608719277473,0.135548858606763,0.894660537623591
230,2,59383,0.00299591342589417,0.135591172938799,0.982384503290081
231,2,59477,-0.0173672989573561,0.137628311147509,0.899653470100697
233,2,60471,-0.0394911550267356,0.135757616494886,0.771302781412632
234,2,60478,-0.0338462717430201,0.135916883866027,0.803488717377167
235,2,60786,-0.0552504122092804,0.135673452557012,0.684085291641199
236,2,61035,-0.0504173405184852,0.135668995135255,0.710398598333357
237,2,61071,-0.0352503713936611,0.135066931751599,0.794256674004457
238,2,61675,-0.0575613751262488,0.135434198773561,0.671085720122401
240,2,62939,-0.0551245586127854,0.135202852100376,0.683728302544678
241,2,63527,-0.057200550321771,0.135708165048092,0.673648929276113
242,2,63857,-0.0832089931021266,0.135701637588798,0.540154807462419
243,2,65527,-0.114923976551531,0.135187950308675,0.395842825253538
247,2,67976,-0.0640455347467556,0.137233090373916,0.641008411685002
250,2,72389,-0.0564598808691694,0.136395763168253,0.679168262835572
251,2,72392,-0.0791821421384794,0.13729187702008,0.564480604463016
252,2,73646,0.0773918721905357,0.134477399871483,0.565319210218781
253,2,74564,0.140906296732222,0.134066697588955,0.293970023338556
254,2,74739,0.193030751491707,0.134325475342974,0.151593069547074
257,2,80873,0.24875667284366,0.134388593942205,0.0650010640248525
258,2,81501,0.284649537258942,0.134164010737614,0.0345630999532105
259,2,83526,0.242761159859209,0.134186632763503,0.0712812817763851
260,2,83845,0.273363467543439,0.134148675839935,0.0423186384381283
263,2,84447,0.320021704228827,0.135592536337236,0.0188098812552001
264,2,87391,0.26952779429653,0.133571416397268,0.0443624951517386
265,2,87562,0.262545386745944,0.133952619298105,0.0507836857384156
266,2,87849,0.275478905927543,0.133866186958444,0.0403366742513547
267,2,87878,0.289353150430417,0.134365728517177,0.0319581562321192
269,2,89785,0.241490508708841,0.134648441625302,0.0737505889281992
272,2,93721,0.212486435229245,0.134376995558638,0.114711657411677
273,2,93952,0.189469109964737,0.134087668032715,0.158529747073898
274,2,95085,0.223191090711243,0.134128992989996,0.0969991655665529
276,2,107124,0.343926930292123,0.133471574579305,0.0103780345161199
277,2,111645,0.379144516382754,0.133288318960631,0.00470679303379824
278,2,111916,0.373123300627993,0.133657701148404,0.00552959600740644
279,2,111931,0.386100988487456,0.133762291765699,0.004135644362459
280,2,111999,0.380312272944906,0.133317731219944,0.00459070890300611
281,2,114528,0.297673575906714,0.134693036149068,0.0277452721024485
282,2,116024,0.385935660317652,0.134383261640416,0.00432652007228871
286,2,120090,0.112488450275339,0.135274791683951,0.406222222293615
287,2,120291,0.135486164178485,0.136765719191508,0.322537903736117
288,2,120726,0.103896630166239,0.136052083777198,0.445583933322453
289,2,121716,0.141479459325789,0.135801157891427,0.298211203354428
290,2,123100,0.0759527865640203,0.136137381827759,0.577257584519957
291,2,124677,0.0353652559292471,0.135996747057074,0.794980774357382
293,2,127887,0.0022925119453675,0.136942231182182,0.986652917241697
294,2,128935,0.00901456630736952,0.136811988047967,0.947502560140548
295,2,129053,0.0319764998950125,0.137218733049358,0.815870804827506
296,2,130040,-0.00959097226898431,0.138065924988391,0.944657541006149
297,2,130976,-0.0246387726201517,0.13693600632059,0.857311470035027
298,2,132199,-0.00313423461255902,0.137576888426582,0.98183728218785
299,2,133355,-0.00635950383824002,0.138507224323466,0.963404280335414
300,2,133435,-0.0126420103347553,0.138805312800741,0.927482844629333
302,2,135183,-0.0503132010002736,0.138858002937501,0.717318065783324
303,2,135402,-0.0395892418804922,0.13884685504073,0.77571265479944
304,2,135898,-0.00577656080093281,0.139598945558022,0.967016599874007
305,2,135912,-0.015049876328421,0.139700101758743,0.914271163835401
306,2,135925,-0.0165654181274688,0.139066761270125,0.905249266593193
307,2,136002,-0.0538642716895585,0.138935924510345,0.698478039035852
308,2,136173,-0.0302589201030572,0.139939393005062,0.828934340741425
310,2,138318,-0.0636488474177765,0.143603443825162,0.657873444652464
311,2,138695,-0.0740466217489166,0.141126415967571,0.600132959140105
312,2,138818,-0.0742018700466152,0.14086717811591,0.598697631132804
313,2,139728,-0.0786174762372323,0.140607640276774,0.576429843430925
314,2,140174,-0.0714289565822941,0.140618505402298,0.611796749785838
315,2,140863,-0.0605825509978044,0.140576013355394,0.666760945625717
316,2,141152,-0.064302480146716,0.140967539719547,0.648561924399854
317,2,141292,-0.0491833416611749,0.139970726444355,0.725510628266233
318,2,141545,-0.0271476698261299,0.14066973665287,0.847078803670521
322,2,146723,-0.0153951079996943,0.140421030725645,0.912760877941202
323,2,147946,-0.024345196697557,0.141703823103208,0.863690550224162
326,2,151397,0.00241096765226589,0.142063962735337,0.98646933814115
327,2,153035,0.0860266448470122,0.140442887424006,0.540576061459311
328,2,153228,0.0825324440587996,0.141474675430197,0.560015047300751
329,2,153455,0.0727426047138833,0.142558610419099,0.610185046820107
331,2,153815,0.0507492294920053,0.142038339844091,0.721086373937718
332,2,154160,0.0696121509959371,0.140526663058515,0.620649909799871
333,2,154235,0.0569841105953495,0.141946852302467,0.688334108707607
335,2,159870,0.156626878030267,0.138141992388837,0.257643340403854
336,2,161229,0.189477607962938,0.140155145252387,0.17726860547526
339,2,162696,0.258356872528062,0.13923551275013,0.0643527018142714
340,2,163284,0.261507985122854,0.137355441655235,0.0577390235866131
341,2,164166,0.178978353571729,0.139014721711984,0.19877130191166
342,2,165270,0.252742454587047,0.137512509018007,0.0669085044066681
343,2,165675,0.269743869304966,0.139716637404381,0.0543270197000997
346,2,168062,0.212987700367324,0.138727873182538,0.125608061897818
347,2,168518,0.189819619568534,0.138024032503006,0.169921444926798
348,2,168980,0.223370793799588,0.137815747993972,0.105954931608589
349,2,169651,0.207184108169135,0.137953269131876,0.13403171584805
352,2,170725,0.300740268827184,0.137712509740961,0.0296327285200227
353,2,171254,0.301915931850304,0.137931099843142,0.0292594271205726
354,2,172242,0.165482977912432,0.13693958038216,0.227687754524252
355,2,173254,0.175036892451623,0.135851945989082,0.198437159857517
356,2,173340,0.175124038762898,0.135835109937632,0.198158852292032
357,2,173385,0.174342035998224,0.135963643315622,0.200589546475927
358,2,173973,0.232009156336638,0.135355774890474,0.0873938356962012
360,2,177341,0.25091736320265,0.134794817775916,0.0635079162901228
361,2,180314,0.156620532730184,0.13524356884921,0.247621358011577
362,2,180339,0.143047696656073,0.135629028441979,0.292284695608478
363,2,182758,0.259774315829246,0.134647363245978,0.0544956648459875
364,2,183619,0.222801815582814,0.135369982907209,0.100679907476279
367,2,187176,0.151126506842271,0.1363912293717,0.268600299544335
368,2,191066,0.169662479094979,0.13735304745004,0.217566740630956
371,2,191599,0.143644201303825,0.13552683358999,0.289917077388934
373,2,191763,0.145164516571291,0.136060726857616,0.286741716828204
374,2,191959,0.139596889563822,0.135744216584554,0.304474368968576
376,2,195759,0.241652391565682,0.136510141489508,0.0775543148992868
377,2,196912,0.246968760096763,0.134254952900197,0.066673826736126
379,2,198110,0.246150794432698,0.135071424360396,0.0692440131788728
381,2,198805,0.229333717653842,0.135742139540627,0.0920103031996223
382,2,198891,0.231564798573525,0.134665394977616,0.086389579865789
383,2,199248,0.228557816871807,0.134990033121059,0.0913099365476143
384,2,201782,0.131301815706382,0.1351899903839,0.332094206469792
385,2,203285,0.270459297619689,0.13407511483844,0.0444288396256038
386,2,203783,0.219527872356171,0.134047040981894,0.102376849344172
387,2,204179,0.213164137567107,0.134402880765366,0.113632688404067
388,2,205406,0.197202889306587,0.135861873327912,0.147530072198616
389,2,205834,0.217797577704007,0.135117699204061,0.107875193511706
391,2,207192,0.225108317587969,0.134956441682024,0.0962010561617439
392,2,207561,0.186695003173501,0.134521871352318,0.16606074640448
393,2,208682,0.176513178270919,0.134333330418086,0.189701498398652
394,2,210102,0.144248477694113,0.13479074840245,0.285275772859003
396,2,214801,0.133577729799554,0.134815464034776,0.322452615666896
397,2,215016,0.160267180774731,0.134655857614052,0.234768251196201
398,2,218876,-0.02196081253687,0.136315684129759,0.872104744463121
399,2,227511,-0.0531943229609383,0.137256355644371,0.698579293023567
400,2,230378,-0.0259341045780914,0.135548453336829,0.848379259574743
401,2,231943,-0.0439419466865774,0.135924005757632,0.746672204976561
402,2,232156,-0.0606326660402197,0.135850074845058,0.65563944568456
403,2,232789,-0.0638742436785539,0.135364535456595,0.637312279367418
404,2,238524,-0.0538302342531457,0.135567503989645,0.691553383576067
405,2,241518,-0.0927100602116433,0.13668591510501,0.498044406212736
406,2,250396,-0.232471996831307,0.135277877783818,0.086586344476112
407,2,250466,-0.204076404512408,0.13535948143286,0.132535353860509
408,2,252305,-0.210153106092188,0.13569430748245,0.122343982988674
409,2,254571,-0.138141483947345,0.137870956120354,0.317048184466081
410,2,254742,-0.160283184939429,0.137678142750577,0.245134218112796
411,2,254908,-0.183840153419919,0.138651038018032,0.185723604632925
413,2,255862,-0.230761012169954,0.137611568056518,0.0944470486191738
414,2,255975,-0.240538291803906,0.13706316632306,0.0801362451629792
415,2,258311,-0.231119084442115,0.134826694312532,0.0873709163731643
416,2,259284,-0.119501449517567,0.135693574782808,0.379094894549696
417,2,266330,-0.0874984981705818,0.136347142227694,0.521462859930362
418,2,267100,-0.0889819196562304,0.136334472574252,0.514391492678274
419,2,268086,-0.0567622940325802,0.136393196981415,0.677540997166985
420,2,274614,0.0230038092758409,0.135592248388398,0.865379190882891
421,2,274729,-0.00903345667790922,0.13633859279825,0.947210314050339
422,2,275746,0.0784650538719814,0.136215917834851,0.564958995587055
423,2,277029,0.0544283841662003,0.135615689526406,0.688410581302522
424,2,277741,0.0384695506721857,0.135684432404003,0.776942763562327
425,2,278218,0.0280532767692315,0.135446554277695,0.836037950563569
426,2,278379,0.0609591556365942,0.138769019042027,0.660723784838366
427,2,279910,0.0173248019432446,0.135404080526694,0.898262278526767
429,2,283431,0.0390579780986988,0.137374663916028,0.776334021466517
430,2,283573,0.0407349224613427,0.135724994916899,0.764255897015729
431,2,286762,0.0260812789224684,0.136082691608267,0.848120633997104
432,2,287187,0.0406661714025728,0.135437489935938,0.764157215440079
433,2,288379,0.0173037981286863,0.134425117555989,0.897649002764346
434,2,294941,-0.0331698774682157,0.134497102176454,0.805344515702187
439,2,297610,-0.0513031624017034,0.135161921709562,0.70449423626344
441,2,299680,0.109308362157324,0.134647539600825,0.417447127463195
442,2,299708,0.131306964921546,0.134876499223947,0.33095420879105
443,2,299759,0.11615435350157,0.134457806989839,0.388244730203449
444,2,300111,0.0951952452309233,0.135445573516076,0.482624780719788
446,2,301710,0.128618330517305,0.134461806883833,0.339453228309536
447,2,303446,0.204776775627128,0.135044885812241,0.130323098612236
448,2,303854,0.225343902684799,0.134978152340576,0.0959079627554392
449,2,304472,0.150611982851121,0.134125547725222,0.262235492620948
450,2,304691,0.146093327337019,0.136320132519464,0.284590104449016
451,2,308097,0.150266623105164,0.134865552621206,0.265953266986412
453,2,309402,0.0557563092514127,0.134247718103762,0.678157009746933
454,2,310030,0.0354949639076747,0.135021718870545,0.792793840806778
455,2,310113,0.0419353352726886,0.134639765617988,0.755632359087179
456,2,310972,-0.0141718536087143,0.134860638230639,0.916367908436685
457,2,312659,-0.00586535538540997,0.134339196362176,0.965199481045397
460,2,318265,-0.0950648202664656,0.135991287998338,0.484980603385927
461,2,318379,-0.0795790445039043,0.136422839602652,0.560046080070055
462,2,321266,-0.0238589249074505,0.135569049716438,0.860401973668259
463,2,322957,-0.121326040438801,0.134209624652086,0.366609779188499
464,2,325221,-0.0190321817481417,0.135098694752637,0.888048151580486
465,2,332691,0.0546795425330992,0.136447584290538,0.688856488095328
466,2,333006,-0.0408028079118658,0.136193271393565,0.76466250872712
468,2,335046,0.064630201228968,0.134801788438455,0.631918148137473
469,2,335049,0.0581378680696945,0.135383748283871,0.667872175741293
470,2,335995,0.0405098322235485,0.1346367512822,0.763681292258356
471,2,336060,0.0314340678631931,0.134462286889262,0.815294326321431
472,2,338292,-0.000670835568450932,0.134464225577737,0.996022226889904
473,2,339568,0.0178460817680363,0.13466341649314,0.894645658976436
474,2,340466,0.00224449127860775,0.135832690923502,0.986825738284215
478,2,348480,-0.103320501472397,0.134353850556144,0.442396967970104
479,2,350086,-0.140024987720933,0.134266011507074,0.297711867537872
480,2,351083,-0.182075043717798,0.13586541290498,0.181070462648813
481,2,351335,-0.167309375937975,0.134384801614264,0.21395679483144
482,2,351417,-0.161293863108763,0.134384334581269,0.230849817918714
483,2,351450,-0.187586842125591,0.134437034756759,0.163787211131671
484,2,352302,-0.129259525598798,0.1356977349409,0.341467477898688
485,2,352469,-0.13518496889705,0.134305503443546,0.314841368108167
486,2,352562,-0.120212736660389,0.134896141668102,0.373455539646734
487,2,352944,-0.13684328242358,0.134461146359738,0.309509865527641
490,2,355266,-0.145907910288542,0.134434144323025,0.278507934563772
491,2,358277,-0.114417637143489,0.134541768454917,0.395665486770491
492,2,358926,-0.138126869475001,0.134677185046582,0.305775633914707
493,2,358948,-0.140464092551715,0.134713134748272,0.297805257993254
494,2,359515,-0.121845586247429,0.134561623658537,0.365818031723565
495,2,363190,-0.00789346676945202,0.136035409431115,0.953761475716719
496,2,363588,0.0170938756720413,0.136569717653992,0.900463439252844
497,2,363888,0.0328399305818965,0.135389455929149,0.808487917154618
498,2,363954,0.08356107685108,0.134789392677472,0.53569852086986
499,2,364199,0.0390629571029352,0.134663472632508,0.771926625426168
501,2,365981,-0.0131641015306199,0.137393120337307,0.923723146381021
502,2,366047,0.0293061541129574,0.134911409736846,0.828158366045214
503,2,366936,0.0438472662072929,0.136453131083213,0.748146158183597
504,2,369530,-0.0331469520405383,0.13468498015068,0.8057422388487
506,2,369931,-0.00607136980682456,0.135620181734665,0.964317982831841
507,2,371033,-0.0908800122523742,0.135174004836378,0.50182063831502
508,2,372919,-0.0739733319181801,0.134618769021555,0.583008199961461
509,2,373518,-0.00966240643980282,0.134598877673427,0.942812328406367
510,2,376157,-0.0565508585444867,0.134863335277624,0.675237528683319
511,2,376172,-0.0606003490880946,0.135833734313594,0.655772377892672
514,2,381433,-0.048566615252525,0.135749278131827,0.720731490453374
515,2,381922,-0.0271689313387791,0.136820792451137,0.842710997968594
516,2,382146,-0.0439769987985948,0.134749648403488,0.74434481902653
517,2,384206,0.00545068746666119,0.135189189832555,0.967861632173045
518,2,384955,-0.029724488478395,0.134879095327521,0.82570358057824
520,2,387301,0.0144413751809849,0.135572818218236,0.915229369212907
521,2,388313,-0.00872683434733895,0.13476917558403,0.948406573669836
524,2,390138,-0.0466734883648016,0.135166675129541,0.730072092705872
525,2,391233,0.0572204922550344,0.135906726260047,0.673991100543406
530,2,395606,-0.301415833281122,0.134196356450946,0.0253167751962766
531,2,395726,-0.319361589287808,0.134028932593194,0.0177110407855679
532,2,395853,-0.285765114876726,0.134630815942104,0.0344844763020214
533,2,396484,-0.271545500001999,0.134111844180474,0.0436434787752409
534,2,396705,-0.304093970786891,0.133848236649717,0.0236918215926675
535,2,398759,-0.246817563404502,0.135289239791202,0.0689414248332421
536,2,400386,-0.237019218970086,0.134576942341538,0.0790673800367092
537,2,400847,-0.24656185952047,0.134403281936082,0.0674223370189467
538,2,401130,-0.271721884476758,0.135510366790686,0.0457074386469921
539,2,401143,-0.279321947538184,0.135194808767867,0.0395510013766575
540,2,401979,-0.19959560014672,0.135509765517508,0.141662574078184
541,2,403598,-0.182832982592631,0.134854982870853,0.176037544331317
542,2,404844,-0.177059836778795,0.136390790975248,0.195072914202697
543,2,405100,-0.20157070946875,0.135039011545981,0.136412846919286
548,2,406181,-0.208674736280261,0.135096445466431,0.123330491716485
549,2,406688,-0.182154783533314,0.134420798475829,0.176249456741441
550,2,407621,-0.273740155383807,0.1350918947611,0.043482966706783
551,2,409016,-0.319391736864707,0.136179096122648,0.0195607993357056
552,2,410647,-0.242907269176905,0.134616346013712,0.0720143713565692
554,2,419803,-0.268011969219483,0.135436146134312,0.0486062467628885
555,2,419943,-0.228216034219385,0.136449666517662,0.0953060497964375
556,2,422349,-0.283060397183927,0.134467654034267,0.0359936824073293
557,2,425467,-0.204441411933212,0.134383447426115,0.129072568064521
560,2,429095,-0.256483880988872,0.134932856182225,0.0581390984493223
561,2,431266,-0.170104689988472,0.13539315551405,0.209810536824406
562,2,431446,-0.17530531231552,0.135923715789348,0.197987682437558
563,2,432524,-0.160550725519475,0.134664541580069,0.23397302322724
564,2,434090,-0.24145563840136,0.135570944674114,0.075767692167969
565,2,441927,-0.136646522466358,0.134524541735356,0.31043274975875
566,2,446471,-0.218020430277791,0.135877942890161,0.109491216589371
567,2,449325,-0.252568532045133,0.134906890785078,0.062009793385161
569,2,450017,-0.277026348771744,0.134014589028339,0.0394498866793432
570,2,451779,-0.329706689826081,0.134183629970815,0.0144855883226351
571,2,451784,-0.332848377399927,0.134653820978403,0.013911340425366
572,2,453525,-0.323977157307058,0.134757984400576,0.0167252255453858
573,2,453768,-0.366950724925865,0.134626729651121,0.00673657444028208
574,2,454027,-0.30833305703431,0.134471150411365,0.0224394333380437
575,2,455029,-0.296814926469626,0.134616502080138,0.0281060241426691
576,2,455247,-0.350670712808047,0.133807050106943,0.00915367235710431
579,2,455756,-0.223983574269267,0.144655654958193,0.122424118501504
580,2,457024,-0.318333886395483,0.135036464111355,0.018949042454833
581,2,457298,-0.33143150833921,0.135343822592949,0.0148186013797953
582,2,460202,-0.292990838564095,0.135906599866721,0.031772617142553
586,2,464424,-0.273502180233255,0.135308973064541,0.044001350309115
587,2,465824,-0.167776947273719,0.137137218697354,0.221985679451154
588,2,470145,-0.130046236663109,0.135291902694311,0.337095967210209
589,2,470686,-0.104110921471969,0.135273249686019,0.442031596414769
590,2,471144,-0.127942952763051,0.135449495686412,0.345519151434835
