SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
155,1,185954,-0.115402937611918,0.0633829258088775,0.0694950346049201
156,1,186055,-0.112118689389246,0.0621229691035995,0.0719601855976858
157,1,186896,-0.104099857175166,0.063189652491693,0.100361694716867
161,1,190132,0.0171925052882549,0.062481390983548,0.783352755745015
162,1,190148,0.0117911783594246,0.0625037868369806,0.850477568277326
163,1,190165,0.0166121389391082,0.0629810494977527,0.792115618154956
164,1,190169,0.014818372151011,0.0629037649851584,0.81390133080926
165,1,190933,-0.0711781296908905,0.0622834475508562,0.253892087849106
166,1,192149,-0.140105564192933,0.0624651731464472,0.0255207187627234
168,1,192303,0.0284528234227182,0.0749813423900958,0.704570480400621
171,1,192795,-0.139842600713995,0.0618340746156302,0.0243313528556812
173,1,194187,-0.0473473563290497,0.0622810661560588,0.4476301119909
174,1,194867,-0.0159549021615721,0.0622923192674259,0.798000018809991
190,2,8314,-0.0923922641051549,0.0631617710043767,0.144415230680058
194,2,8498,-0.0607011382003401,0.0631775754224952,0.337309401612113
195,2,8651,-0.0500361512346567,0.0632633311247565,0.429522499740846
197,2,9812,-0.0553890056706077,0.0636273315311318,0.384606676958548
198,2,9932,-0.0478405010715758,0.0633934309352724,0.450956035717377
199,2,10135,-0.0399909058400346,0.0631657263996631,0.527071200416917
200,2,11616,-0.0849246679277844,0.062972480935073,0.178330145983868
201,2,12133,-0.0537300427115976,0.0633209384628239,0.396715023763984
202,2,12194,-0.0539154524286446,0.0635658478321715,0.39691098805649
203,2,12359,-0.0452399124211659,0.0633988392565603,0.475960687044751
204,2,13061,-0.0629290552733444,0.0633514005329144,0.321227962546957
205,2,14298,-0.0484911601930766,0.063587655735134,0.44621862691022
206,2,15222,-0.0849470966159714,0.0641013414162217,0.185961922767661
207,2,17986,-0.0719950671846403,0.0630181003693821,0.254041052073156
208,2,19770,-0.0808661980159144,0.0634251319147805,0.203152488244161
209,2,19836,-0.0743486009322501,0.0632727279348342,0.240766815095827
210,2,19851,-0.0676595421475623,0.0634799036279611,0.28722355961698
211,2,21595,-0.076895240450479,0.0631869535600511,0.224436958440114
212,2,22385,-0.0858555739344107,0.0632143261384752,0.175278286303688
213,2,23441,-0.0881834550795147,0.063822500026298,0.167938096899558
214,2,24209,-0.0856246120322759,0.0633040765941773,0.177051648366045
215,2,24341,-0.0622164109830212,0.0635317880698004,0.328104528208097
216,2,26815,-0.0818805285486836,0.0633921674356455,0.197323251378777
217,2,28209,-0.0597380497427117,0.0634836024910499,0.347348513178683
221,2,41245,-0.0513267935633517,0.0632604019962813,0.417707198248124
222,2,43214,-0.0383993889928057,0.0643134778323004,0.550846094531974
223,2,47104,-0.0804232116590358,0.0624055073682813,0.198339466056304
224,2,50915,-0.0317397458580876,0.0631441361077623,0.615519957053819
225,2,55834,-0.0374995329948185,0.0628431609528445,0.551079361722571
226,2,56422,-0.0523639707010084,0.0629255647337825,0.405882734878901
227,2,57715,-0.0423019775082401,0.0627392355411833,0.500593195656859
228,2,59046,-0.0145254416645957,0.0630924693770408,0.818050565880429
229,2,59191,-0.026390626348444,0.0627202067945658,0.674180891292175
230,2,59383,-0.011711765945935,0.0627509043415466,0.852050902687756
231,2,59477,-0.0318094404348293,0.063675712880151,0.617700554751087
233,2,60471,-0.0545176715847157,0.0627714893307756,0.385705236593861
234,2,60478,-0.0506600572902898,0.0628524164538679,0.42077622592626
235,2,60786,-0.043105256570518,0.0627648679655031,0.492676281941299
236,2,61035,-0.0446833964472052,0.0627572084627537,0.476932462653809
237,2,61071,-0.0482588324538538,0.0624645721077936,0.440288387808918
238,2,61675,-0.0296662129258414,0.0626774565370775,0.636280650589732
240,2,62939,-0.0755376056860033,0.062459704715161,0.227325688842705
241,2,63527,-0.0887842886142952,0.0626459315151267,0.157294907268515
242,2,63857,-0.113227657733349,0.0625488683543102,0.0711107797150329
243,2,65527,-0.100701521404386,0.0624015920607237,0.107471874857964
247,2,67976,-0.0706549690365889,0.0634220626976953,0.266018258246922
250,2,72389,-0.0126966352067833,0.063138038076794,0.840741454868684
251,2,72392,0.0133270991403092,0.0635670453740428,0.834058505316256
252,2,73646,0.0142154041345873,0.062263077210535,0.819535937833601
253,2,74564,0.0258325354722087,0.0621301992557652,0.677823150586939
254,2,74739,0.0417833817724059,0.0623100752043634,0.502931805559934
257,2,80873,0.0263814017419097,0.0624827289405,0.673122138133492
258,2,81501,0.0379315879625707,0.062455469150579,0.544017005968674
259,2,83526,0.0446161753973025,0.0623459474404232,0.474697429274265
260,2,83845,0.0487403245214592,0.0623965459451574,0.435244772040525
263,2,84447,0.0663609250909909,0.0631490907596376,0.294041234794281
264,2,87391,0.0760354364244093,0.0620428400246827,0.221192163571227
265,2,87562,0.0875327439475043,0.0621576745180954,0.159940964011327
266,2,87849,0.0782168386384559,0.0621869346130913,0.209306472364549
267,2,87878,0.0914153047255057,0.0624045585879905,0.14384320234717
269,2,89785,0.0601174245278474,0.0625190982884528,0.336916333422479
272,2,93721,0.0365112278042267,0.062381628166551,0.558727932815497
273,2,93952,0.0389418635840295,0.0621988432971603,0.531662740591954
274,2,95085,0.0343979734022301,0.0622933254540387,0.581165179111627
276,2,107124,0.102979564870483,0.0621098507074859,0.0982011283266392
277,2,111645,0.109035508079842,0.0621206657131643,0.0800889016730526
278,2,111916,0.103911709299986,0.0622931835293515,0.0961811879640464
279,2,111931,0.0958016029735593,0.0624259477656336,0.125767069968547
280,2,111999,0.10129528747094,0.0621756127259635,0.104166867891628
281,2,114528,0.0989482625338548,0.0625467338824902,0.114547540821657
282,2,116024,0.102709495365399,0.0626793691915328,0.102177286847858
286,2,120090,0.0722625016127035,0.0625506853188263,0.248764063999293
287,2,120291,0.0490253729455205,0.0633317514264819,0.439387325522433
288,2,120726,0.0702334216346039,0.0629082984440724,0.264992650745599
289,2,121716,0.0278760966811742,0.0629302042919247,0.658059867414505
290,2,123100,0.0421589334283655,0.0629945732190044,0.503775351059973
291,2,124677,-0.0118278322540615,0.0629445442616715,0.851056131703535
293,2,127887,0.0105814475884557,0.063376773116266,0.867496356671206
294,2,128935,-0.000773298842273784,0.063319347507587,0.990262833624426
295,2,129053,-0.0132353364762787,0.0635081980594219,0.835034047806304
296,2,130040,0.00592853149644992,0.0638989730294473,0.926131162212409
297,2,130976,-0.0110634957688052,0.0633765399246804,0.861519419659389
298,2,132199,-0.0026542695713086,0.0636728708149071,0.966772553864049
299,2,133355,-0.00471270598172763,0.0641032570626631,0.941436023300542
300,2,133435,-0.0202632068591337,0.0642332181231034,0.752596516463888
302,2,135183,0.00608545318811948,0.0642770364991077,0.924626387475861
303,2,135402,0.00132729036226831,0.0642681040062057,0.983534611521966
304,2,135898,-0.00723476047032323,0.0646078331884515,0.910903214482331
305,2,135912,-0.00847589162932871,0.0646551298644904,0.895775724218096
306,2,135925,-0.0176134675558483,0.0643569858110269,0.784487655714816
307,2,136002,-0.0253833368174467,0.06430146313013,0.693261966248081
308,2,136173,0.00831305600875287,0.0647691667455552,0.897945901449385
310,2,138318,-0.0548016171549378,0.0664166494994687,0.409861459967952
311,2,138695,-0.043082588547782,0.0653009795741462,0.509841857012321
312,2,138818,-0.04163526895526,0.0651837441260502,0.52340824400793
313,2,139728,-0.0359212448934053,0.065076396194863,0.581307383269802
314,2,140174,-0.0406751942123409,0.0650684700613886,0.532300292252012
315,2,140863,-0.022102115987865,0.0650675080317762,0.734299710993046
316,2,141152,-0.0124228570610145,0.0652581091053999,0.849132583710497
317,2,141292,-0.0282490691042152,0.0647747712557882,0.663021901572306
318,2,141545,-0.0137155965424577,0.0651037465713255,0.833264061399362
322,2,146723,-0.0796558609782397,0.0648519712995657,0.220163170633625
323,2,147946,-0.101397791565347,0.0653633167141822,0.121727038972115
326,2,151397,-0.0432449061195536,0.0657094037603778,0.510887708699912
327,2,153035,-0.0125509900501312,0.0650305186934469,0.8470687591899
328,2,153228,0.0121079906122112,0.0655053297189897,0.853460855449048
329,2,153455,1.5085392319758e-05,0.0660029366052223,0.999817767499377
331,2,153815,0.000149747168932179,0.0657497032296148,0.998184079067021
332,2,154160,-0.017602406550734,0.0650540435661272,0.786871228320757
333,2,154235,0.0138986296746281,0.0657063067476334,0.83259847038524
335,2,159870,-0.0360045340126109,0.0640221570804239,0.574216708997071
336,2,161229,-0.024905345095888,0.0650204387731039,0.701921614681139
339,2,162696,0.0209647573575888,0.0647445078596904,0.74627553727074
340,2,163284,0.0336486615421963,0.0638709378889432,0.598647589095765
341,2,164166,0.0476450038459386,0.0644394384838421,0.460169813226866
342,2,165270,0.0705760387380891,0.0638365577268497,0.269663871663014
343,2,165675,0.0785862256921657,0.0648690846483203,0.226529949260411
346,2,168062,0.0888297188105582,0.0642459513176274,0.167646007908668
347,2,168518,0.103431014682132,0.0638138153737293,0.105948096902879
348,2,168980,0.0891958414500205,0.0638441583651434,0.163265000451859
349,2,169651,0.0761397861573573,0.0639225003998918,0.234404200006395
352,2,170725,0.0940906015796858,0.0639691171999382,0.142215633395336
353,2,171254,0.0654901660752202,0.064174087226234,0.308186498600675
354,2,172242,0.0931936334324598,0.0633149844733744,0.141937518428075
355,2,173254,0.0615033540102513,0.0629372430738319,0.329130866719281
356,2,173340,0.0601354437433786,0.0629333509738721,0.339957715868509
357,2,173385,0.0730929210928512,0.0629526296485543,0.24639467384626
358,2,173973,0.0674942085556441,0.0628025100636544,0.283240594599912
360,2,177341,0.0482839456440447,0.062638137593956,0.441317740323302
361,2,180314,0.0156599585779182,0.0627063289469562,0.802937632398453
362,2,180339,0.0258125237572829,0.0628552906219955,0.68156670331828
363,2,182758,0.0244366560606805,0.0626313291298292,0.696648641138441
364,2,183619,0.0263196044945532,0.0628759157388577,0.675766002262688
367,2,187176,0.00646836535589498,0.0632329786566909,0.918581262145416
368,2,191066,-0.0171224057956254,0.0637001010491254,0.788242811572193
371,2,191599,-0.0556903339461378,0.0627539426254971,0.375446505094459
373,2,191763,-0.035598421318821,0.0630442576038077,0.572665284104829
374,2,191959,-0.0390325031913655,0.0628845205056892,0.535196719775658
376,2,195759,0.0545353118646529,0.0633926628382185,0.3902197202031
377,2,196912,0.0541616983657725,0.0623660554943554,0.385738969504839
379,2,198110,0.0455588638207149,0.0627599583370278,0.468367313717822
381,2,198805,0.0632902339147315,0.0629872981019557,0.31567686942816
382,2,198891,0.0570828110820745,0.062512190797233,0.3617885418278
383,2,199248,0.0377980388478472,0.0626966430178856,0.546981080848423
384,2,201782,0.0620441905850314,0.0625647366256318,0.322032972172761
385,2,203285,0.0883143234561893,0.0622316590098324,0.156745790003183
386,2,203783,0.09396579586379,0.0620733893220003,0.130975064161741
387,2,204179,0.107885848635924,0.0621605708864372,0.083507340942803
388,2,205406,0.0946362585172107,0.0628651388032277,0.133119279427262
389,2,205834,0.0808992248411822,0.0626166762532344,0.197210745070136
391,2,207192,0.063544783807372,0.062614578772272,0.310869531232009
392,2,207561,0.0621597179368244,0.0623409619765225,0.319402507705893
393,2,208682,0.0811619329060325,0.062173777325981,0.192605304308429
394,2,210102,0.0913126430478869,0.0622953251952548,0.143592268580578
396,2,214801,0.100045987310576,0.0622543304235338,0.108936883770104
397,2,215016,0.0963892405191209,0.0622349001237697,0.122326508587537
398,2,218876,0.0927241549174012,0.0628982732566657,0.141321027979632
399,2,227511,0.109535691190177,0.0632701122411872,0.0842828714604121
400,2,230378,0.0525066153933415,0.0626751635390862,0.402733523396463
401,2,231943,0.0414763139572912,0.062878569708079,0.509924236455192
402,2,232156,0.0578770144801224,0.0628160313191812,0.357484817889154
403,2,232789,0.0648671520665614,0.0625736454103221,0.300607238356164
404,2,238524,0.0594621663700875,0.0626771601655858,0.343419443064995
405,2,241518,0.0814843323820595,0.0631530884639082,0.19780258166668
406,2,250396,0.0518448444942515,0.062809717740839,0.409686613648776
407,2,250466,0.0465155919079207,0.0627993175969806,0.459366434966948
408,2,252305,0.0212875549567062,0.063004502385901,0.735659319035879
409,2,254571,0.058968516262933,0.0638226265039945,0.356146740437286
410,2,254742,0.0553903388511934,0.0637739445532318,0.385687887401053
411,2,254908,0.0335838362477076,0.0643048735407812,0.6018171852153
413,2,255862,0.0411827416675346,0.0639046204872143,0.519708204728293
414,2,255975,0.0632336834170169,0.0636223912251234,0.320957020095758
415,2,258311,0.0308305674781015,0.062637831410423,0.622881366546805
416,2,259284,0.048949112665864,0.0628162994478212,0.436359130933964
417,2,266330,0.0552181676427875,0.0630721953717351,0.381910489960065
418,2,267100,0.068588256347748,0.0630304008269121,0.277259195416696
419,2,268086,0.0608186957538734,0.0630575994149892,0.335458423738138
420,2,274614,0.036095498357815,0.0627275999925995,0.565365458688758
421,2,274729,0.0425421234386388,0.0630596293743258,0.500350383343596
422,2,275746,0.0192750327077545,0.0630643787669074,0.760058483794375
423,2,277029,0.0108169434066017,0.062776982230129,0.863294550784037
424,2,277741,0.0242470070907136,0.0627910080022219,0.699615157894754
425,2,278218,0.0146110296896075,0.0626860102155991,0.815832217438885
426,2,278379,0.0296451720725576,0.0642228919878972,0.64465379503077
427,2,279910,-0.0160436151322584,0.0626630025823945,0.798076724653131
429,2,283431,0.0253502993541061,0.063572350313433,0.69030896633213
430,2,283573,0.0252128977285706,0.0628095722503428,0.688355237612007
431,2,286762,0.0152260598369251,0.0629795034151687,0.809104854449383
432,2,287187,0.0186971609569249,0.062682934836421,0.765663803463403
433,2,288379,0.0117303741816243,0.0622126136504423,0.850551532950675
434,2,294941,0.0483736257552926,0.0621996998577805,0.437258090743337
439,2,297610,0.0691041383180211,0.0624598564978275,0.269316852259471
441,2,299680,0.109070733019029,0.0621046382563372,0.0799143426925062
442,2,299708,0.112138795147743,0.0622213282378931,0.0723579810445075
443,2,299759,0.115104681748647,0.0619931782963905,0.0641822546513924
444,2,300111,0.11029100542149,0.0624551507868066,0.0782730806582136
446,2,301710,0.0952750373258771,0.0621051834312809,0.125902873108711
447,2,303446,0.11417697720811,0.0624091794477834,0.0681695430539174
448,2,303854,0.121685165780182,0.0623810638951185,0.0518867258544118
449,2,304472,0.106683817041097,0.0619266313551636,0.085810383438664
450,2,304691,0.112200559500214,0.0629110838485135,0.0753674976155257
451,2,308097,0.0938853843298608,0.0623277948274057,0.132880262309016
453,2,309402,0.0880801874634734,0.0619702900403094,0.156103869388011
454,2,310030,0.0832199802789428,0.0623393607334284,0.18275274393392
455,2,310113,0.0957616067992621,0.0621134230966174,0.124037192010749
456,2,310972,0.068983115119703,0.0623087465870164,0.26899689761846
457,2,312659,0.0910783247596579,0.0619854220218973,0.142628312928037
460,2,318265,0.0622448652921344,0.0628954936891647,0.32302044415604
461,2,318379,0.065430270033826,0.063073222804823,0.300273515360312
462,2,321266,0.0557854506706254,0.0626761809317668,0.374040803147105
463,2,322957,0.0565687353911959,0.0621134806946499,0.363058055321375
464,2,325221,0.0266166901319962,0.0625117367345835,0.670522482126843
465,2,332691,-0.0105330599386705,0.0631621939807819,0.867652724464587
466,2,333006,0.000932651588660684,0.0630406122411209,0.988204520164369
468,2,335046,-0.00186851107653969,0.0624088468576491,0.976131949752238
469,2,335049,-0.0129675420340973,0.0626705212162861,0.836194657990833
470,2,335995,-0.00633303033643775,0.0623193122348808,0.919114195119059
471,2,336060,0.00464085729913248,0.0622358158392255,0.940599945544771
472,2,338292,-0.00676892468470872,0.0622313454799084,0.913446449983389
473,2,339568,-0.0191081672728536,0.0623178271753238,0.759310050057807
474,2,340466,-0.0263647410174743,0.0628500967876327,0.675116092176539
478,2,348480,-0.0462552641481875,0.0621846524980977,0.457469728733669
479,2,350086,-0.0299621647608246,0.0622158712699148,0.6303999421598
480,2,351083,-0.0371360955662847,0.0630096380443551,0.555988977408529
481,2,351335,-0.0359680096871942,0.0623026240602638,0.564097184372076
482,2,351417,-0.0553670556977469,0.0622524803318851,0.374396426955257
483,2,351450,-0.0257074367888239,0.0623761501298183,0.680490140367663
484,2,352302,-0.0333441394775274,0.0628588910994237,0.596126435737797
485,2,352469,-0.0307004717515173,0.0622266131509842,0.622061059437651
486,2,352562,-0.0234856672043289,0.0624899712741824,0.707268307045733
487,2,352944,-0.0352952159432762,0.0622938715360583,0.571351397937972
490,2,355266,-0.0534944494192455,0.0622571184656606,0.390785539755928
491,2,358277,-0.0683917332320296,0.0622256484360178,0.272476824639635
492,2,358926,-0.0757174160315399,0.0622935228953767,0.22498994377169
493,2,358948,-0.0453669897499811,0.0623968202717748,0.467663660876583
494,2,359515,-0.073566867796545,0.0622266787050967,0.237906225593804
495,2,363190,-0.00566556163181031,0.0629591355106738,0.928347850783636
496,2,363588,0.00449535448064475,0.0632077942798554,0.943342322506114
497,2,363888,0.00141625852775687,0.0626657751593163,0.981981960463597
498,2,363954,-0.00775368524904675,0.0624154647721108,0.901206261161804
499,2,364199,-0.0126795795323776,0.0623283754548826,0.838914689198006
501,2,365981,-0.00192124578761983,0.0635886742714872,0.975913739054597
502,2,366047,0.0200206528345886,0.0624344310962662,0.748652610976198
503,2,366936,-0.0118309110997847,0.063158983098644,0.851517729244688
504,2,369530,0.0070820961983952,0.0623387631308049,0.909614222293008
506,2,369931,0.000649511831674545,0.062767551441274,0.991749569791358
507,2,371033,0.0320594315417982,0.0625776659268616,0.608751463226057
508,2,372919,-0.00706643906966844,0.0623294181772477,0.909799726216252
509,2,373518,-0.0084108625511232,0.0622935516551306,0.892673178265083
510,2,376157,-0.0174841958617958,0.0624257082395849,0.779580139887343
511,2,376172,-0.0013854025492218,0.0628838963306205,0.982435580677655
514,2,381433,0.015630070881119,0.0628330133832129,0.803694414509404
515,2,381922,0.0165002263488898,0.0633204930420139,0.794566257552929
516,2,382146,0.0393728962399897,0.0623386792110516,0.528059311389757
517,2,384206,0.0245855381439376,0.0625543711394289,0.694537002654436
518,2,384955,0.0261581399431506,0.0624131625164276,0.675388790839716
520,2,387301,0.0407381138401326,0.0627089959078063,0.516348913926029
521,2,388313,0.0367684353106717,0.0623431848908216,0.555718985160271
524,2,390138,0.0324682149707035,0.0625441868452462,0.603999283969672
525,2,391233,-0.0199189625989852,0.0629068586412786,0.751702321692342
530,2,395606,0.00855231088640528,0.0625489902080606,0.891322320718899
531,2,395726,-0.0111620248656258,0.0625249647463477,0.858416169503685
532,2,395853,-0.0223242739034587,0.0626945976536901,0.721993587351324
533,2,396484,-0.0184431882428709,0.0624209711123987,0.767812694273898
534,2,396705,-0.000231659577030932,0.0623985567580794,0.997039894419625
535,2,398759,-0.00776125383308141,0.0629073529685604,0.901879624137398
536,2,400386,0.0168254929696938,0.0625511984491529,0.788096416649917
537,2,400847,0.00756144060439844,0.0624986963876281,0.903771298171301
538,2,401130,0.0162305230784014,0.0630668065870425,0.79705511475623
539,2,401143,-0.000620561740989359,0.0629476836104273,0.992139852843418
540,2,401979,-0.0315714142042767,0.0628862626848593,0.615952439335532
541,2,403598,-0.017161154129717,0.0625688554416767,0.784032730262704
542,2,404844,-0.000195010384546682,0.0632745354443247,0.997542686470314
543,2,405100,0.0022137954104427,0.0626952286505525,0.971852165832365
548,2,406181,-0.00891173573218988,0.0627341401979318,0.887117131401665
549,2,406688,-0.0156701082496195,0.0623683163340065,0.801766170955434
550,2,407621,-0.00210088158290143,0.0628853558199175,0.973368015445775
551,2,409016,-0.0334775618219814,0.0634902297769346,0.598325646429346
552,2,410647,0.0150374095010224,0.0625843478769964,0.810257101217001
554,2,419803,-0.0454874767543175,0.062982412562932,0.470634280738449
555,2,419943,-0.0478221646176335,0.0633498974889711,0.450818697086037
556,2,422349,-0.0233740590291753,0.0626110078900066,0.709132982704737
557,2,425467,-0.0213381972865298,0.0623882215082257,0.732537229733731
560,2,429095,-0.0198640787912913,0.0627591585717127,0.751800374993587
561,2,431266,-0.0521948418006101,0.0627407822188417,0.406020738435001
562,2,431446,-0.0543132917105472,0.0629896075961909,0.389130953807422
563,2,432524,-0.0472600928821007,0.0623997716626133,0.44932985028282
564,2,434090,-0.0496330229657492,0.0629704891007185,0.431111638059464
565,2,441927,-0.057378754317321,0.0622763901128345,0.357493598230505
566,2,446471,-0.045317981701179,0.0630694808983426,0.472899357822587
567,2,449325,-0.050862905893046,0.0626880439587318,0.417702632215868
569,2,450017,-0.0156318543631589,0.0623930109395258,0.802316654268149
