SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
229,2,59191,0.0478322433178711,0.0602055329998076,0.427448380424885
230,2,59383,0.0574843591483858,0.0601989890774441,0.340278830993137
231,2,59477,0.0353964553760013,0.061154619453464,0.563091468185832
233,2,60471,0.0438737798998684,0.0603126840696961,0.467439440298137
234,2,60478,0.0465881141201157,0.0603758510597513,0.440846928643486
235,2,60786,0.0539160785631806,0.0602591000596658,0.371537066501779
236,2,61035,0.0349942901878093,0.0602942787946641,0.562020902397094
237,2,61071,0.0268996340132194,0.060032320575587,0.654366115903581
238,2,61675,0.0493131738952301,0.060165045293871,0.412979188923717
240,2,62939,-0.0301940200303447,0.0600966879239108,0.6156825538726
241,2,63527,-0.0384639678440786,0.0603090987271506,0.524030044426315
242,2,63857,-0.0485725498461885,0.0603024817898386,0.421083951072616
243,2,65527,-0.030786220216638,0.0601365627356228,0.609014185599063
247,2,67976,-0.0276389681810912,0.0610076418637478,0.65079749277132
250,2,72389,-0.0625588587927167,0.0605575710531414,0.302288802146371
251,2,72392,-0.0818366238218644,0.060905887316442,0.17992236708066
252,2,73646,-0.100229584054372,0.0595711748704357,0.0933526566769004
253,2,74564,-0.104443528191776,0.0594327156642527,0.0797265849592011
254,2,74739,-0.0975016340923001,0.059663131960854,0.103107821210407
257,2,80873,-0.0427910878661228,0.0599880601384213,0.476114899427519
258,2,81501,-0.0432686951299597,0.0599770804875268,0.471128383350044
259,2,83526,-0.0286597758623037,0.0599087517313813,0.632668462115988
260,2,83845,-0.0164282992984406,0.0599787496319175,0.784320137407336
263,2,84447,-0.00581970234393214,0.0607501966646179,0.923735953878025
264,2,87391,-0.0152816031206407,0.0597147079846757,0.798169234429777
265,2,87562,-0.00699013627460382,0.0598702203615878,0.907120750581148
266,2,87849,-0.00415240771479579,0.0598652980307903,0.944740339529596
267,2,87878,0.0101524223636267,0.0601205285373293,0.865997333970364
269,2,89785,-0.0312169553452127,0.0601066981405363,0.603835885170881
272,2,93721,-0.0354171700405345,0.0599184389170622,0.554838628063162
273,2,93952,-0.0202344320460182,0.0597669074508069,0.735145680291095
274,2,95085,-0.0597054275722469,0.0597756275686318,0.318563357626388
276,2,107124,0.0266459197415952,0.0598730217239306,0.656563251692051
277,2,111645,0.0386094141412791,0.0598929251942876,0.519578777425138
278,2,111916,0.0417252777128775,0.0600283609356722,0.487454470424913
279,2,111931,0.0353913890042084,0.0601317826521385,0.556530337272455
280,2,111999,0.0381924477751885,0.0599107615875701,0.524219668914595
281,2,114528,0.0303868951203476,0.0602685006708152,0.614441012843107
282,2,116024,0.0588807577683889,0.0603522399306196,0.329921680149832
286,2,120090,0.0653695635221156,0.0600942373034681,0.277432518767621
287,2,120291,0.0442675509343867,0.0608376369495169,0.467319813150854
288,2,120726,0.0631365370669777,0.0604381335434901,0.296900808495277
289,2,121716,0.0416454063349027,0.0604220922498576,0.491124169715957
290,2,123100,0.0450548156394422,0.0604986326392518,0.45693377057541
291,2,124677,0.0214471552748914,0.060451958736965,0.722966157190641
293,2,127887,0.0345224222359789,0.0608495453540763,0.570843359595216
294,2,128935,0.042279161280515,0.0607780878714712,0.487117241267989
295,2,129053,0.0378505593433127,0.0609715938245922,0.535138373045294
296,2,130040,0.0465579725246152,0.0613271671071726,0.448255292558445
297,2,130976,0.0241506610239044,0.060863709123234,0.691755442630806
298,2,132199,0.0307074418504035,0.0611375947571215,0.615792356316943
299,2,133355,0.0441180796058667,0.0615283624478503,0.473825762359101
300,2,133435,0.0187176355696824,0.061698166764801,0.761783379612594
302,2,135183,0.0323709648163198,0.0617163407597826,0.600251647282732
303,2,135402,0.0378558983164208,0.0616981683793546,0.539897314852463
304,2,135898,0.0445739545202654,0.0620130775013401,0.472750059569367
305,2,135912,0.0396358971194739,0.0620684403012057,0.523507844972111
306,2,135925,0.0269336260586266,0.0618063305900378,0.663266663607174
307,2,136002,0.00905418696833815,0.0617748155887178,0.88355698912382
308,2,136173,0.0529987105704662,0.0621497732703946,0.394371788609356
310,2,138318,0.0159294782150121,0.0638506113660449,0.803134280956772
311,2,138695,0.021010436753114,0.0627518190095893,0.737961263018584
312,2,138818,0.0232851661505404,0.0626344265431979,0.710292322079642
313,2,139728,0.00604647626665233,0.0625335478841494,0.923026087938063
314,2,140174,-0.000460025146182597,0.0625343711928706,0.994134684953137
315,2,140863,0.016542197006704,0.0625028806520827,0.791423583021214
316,2,141152,0.025380415280745,0.0626706051574159,0.685736653720241
317,2,141292,0.00409581379861701,0.0622340648187938,0.947563920320132
318,2,141545,0.0289186105015466,0.0625186631339592,0.643965033352013
322,2,146723,-0.000811419448861095,0.0624247947544791,0.989636450792688
323,2,147946,-0.0520815049965168,0.0629356243755458,0.408492313056289
326,2,151397,-0.0531356037852716,0.0630907779077945,0.400241360979751
327,2,153035,-0.0495844707185934,0.0624108605605604,0.427447139953446
328,2,153228,-0.0138832587880866,0.0629181120412685,0.825487861728885
329,2,153455,-0.0466865257830462,0.0633486530294809,0.46162562253179
331,2,153815,-0.040933794242721,0.0631165419119927,0.51705544076619
332,2,154160,-0.0401506908294121,0.062455865438508,0.520729032894486
333,2,154235,-0.0151434064901392,0.0631113024851916,0.810510141589641
335,2,159870,-0.0672510260973125,0.0614181111959656,0.274276051942242
336,2,161229,-0.00181173688546632,0.0624665602211447,0.976878342383057
339,2,162696,0.0417457765473986,0.0621581548234947,0.502273962647987
340,2,163284,0.00939700261855447,0.0613716094741255,0.878393935221469
341,2,164166,-0.0384391837465232,0.0619097057090591,0.535071978338395
342,2,165270,-0.037879807258365,0.0613894789024233,0.53760565593499
343,2,165675,-0.0319886872073969,0.0624144521014582,0.608607301099718
346,2,168062,-0.043990355063476,0.0618323033462936,0.477277662547115
347,2,168518,-0.0296441150949192,0.0615020903875555,0.630103409504188
348,2,168980,-0.0302510254049699,0.0614720355335232,0.622947225975298
349,2,169651,-0.0334710379349581,0.0614965273961611,0.586595697575859
352,2,170725,-0.0240384300437257,0.061618558060071,0.696685525467376
353,2,171254,-0.0282643555425662,0.0617132443237059,0.647237848796247
354,2,172242,0.0201185063262508,0.0609924685927576,0.741707215983789
355,2,173254,0.0151009944273081,0.0605290772538654,0.803132059576286
356,2,173340,-0.00308442663356817,0.0605268649545687,0.959386512463675
357,2,173385,0.0116489840043049,0.0605796573932049,0.847624050389141
358,2,173973,0.00248022760577477,0.0604217465643246,0.967280364643787
360,2,177341,0.010333959745652,0.0602135048011912,0.863833081943351
361,2,180314,-0.0141658238634234,0.0602315019376325,0.814197939067563
362,2,180339,-0.0110606471498135,0.0603855321048778,0.854772009188598
363,2,182758,-0.0160062745899527,0.0601658002499801,0.79036672488295
364,2,183619,0.0349599989217454,0.060380115413858,0.562959421908424
367,2,187176,0.0208460991521581,0.0607275249244153,0.731597690809459
368,2,191066,0.0427147536040274,0.0611494548703982,0.485305475142847
371,2,191599,0.0194728270842827,0.0603349347097286,0.747079089433564
373,2,191763,0.051806814877855,0.0605200467542186,0.392563341183005
374,2,191959,0.0305797609447676,0.0604130897229165,0.613047852290226
376,2,195759,0.102954905100888,0.0607071230879197,0.0907812080254827
377,2,196912,0.133738172266341,0.0595440601649501,0.0253195850847417
379,2,198110,0.097953040504366,0.0601016919577988,0.104038185516607
381,2,198805,0.0976564353787913,0.0603638713552582,0.106599712011506
382,2,198891,0.103779060129917,0.0598609993169235,0.0838502567520888
383,2,199248,0.0923720482408656,0.0600516702658606,0.124893261390345
384,2,201782,0.0951540884870291,0.059965058064815,0.113447465451685
385,2,203285,0.102387622164748,0.0596970185373594,0.0872005766154958
386,2,203783,0.10402478815003,0.0595593657263732,0.0815811942076071
387,2,204179,0.106177101603339,0.0596939925732235,0.0761511435464794
388,2,205406,0.147479605604918,0.0600662310414735,0.0145589601772986
389,2,205834,0.134411497466869,0.0598608461429514,0.0253608856682594
391,2,207192,0.136886957885528,0.059788162555902,0.0226380858693278
392,2,207561,0.14100407111266,0.0594927256980211,0.018319895842841
393,2,208682,0.134607495648599,0.0594330784785739,0.0241271328242781
394,2,210102,0.117495360556589,0.0596912526319441,0.0498059218979948
396,2,214801,0.120915324214598,0.0596690288686955,0.0434718426316672
397,2,215016,0.129831300738485,0.0595814624425016,0.0299883186617228
398,2,218876,0.145744132092533,0.0601024289085723,0.0158125620029775
399,2,227511,0.153097719465576,0.0604834444219121,0.0117997209689072
400,2,230378,0.131534647545394,0.0598527312169412,0.0286239064835065
401,2,231943,0.122108099271574,0.0600830689586164,0.042869361216306
402,2,232156,0.136613458123917,0.0599695781625848,0.023321001932665
403,2,232789,0.113079451424307,0.0598932299444698,0.0598435307570199
404,2,238524,0.13206768836375,0.0598683371353841,0.02802988369061
405,2,241518,0.144045348562126,0.0603175994850619,0.0174601963078792
406,2,250396,0.0990808913601806,0.060157699343546,0.100443951115816
407,2,250466,0.128334539760796,0.0599793902597983,0.033068824600288
408,2,252305,0.114653471459993,0.0602186780517322,0.0577293361597695
409,2,254571,0.142482042675233,0.0609069107066777,0.0198748482709684
410,2,254742,0.154966973020568,0.0607645553833988,0.0111851746171052
411,2,254908,0.150742139402422,0.061267094905521,0.0143561623905364
413,2,255862,0.120188403575235,0.0610839377005873,0.0498972976483815
414,2,255975,0.127700825948877,0.0608176246597488,0.0364616755512373
415,2,258311,0.125641278729374,0.0598130888123889,0.0363880940940092
416,2,259284,0.142761022065224,0.0599084579435385,0.0177013354358005
417,2,266330,0.151470531400184,0.060109830392195,0.0121795271790417
418,2,267100,0.154015520859592,0.0600870460082577,0.0107848006541948
419,2,268086,0.126658817828861,0.0602722233245351,0.0363102374314109
420,2,274614,0.119232395540375,0.0599446012074764,0.0474679795114224
421,2,274729,0.127734011144924,0.0602267791549171,0.0346282834440026
422,2,275746,0.122496999023953,0.0602309784527056,0.0427204513532096
423,2,277029,0.0957591556717358,0.0600855222584035,0.111894997079062
424,2,277741,0.116117114534848,0.0600075534573239,0.0537837217130181
425,2,278218,0.115294754571177,0.0599025191340997,0.0550695259320938
426,2,278379,0.133392548625221,0.0612964073588177,0.0302037139779694
427,2,279910,0.0869381549175944,0.0600167579078608,0.148346858338911
429,2,283431,0.0807318956172941,0.0609251470215692,0.185995135472853
430,2,283573,0.0757526914525442,0.0602089881345235,0.209164553918445
431,2,286762,0.0782546827682165,0.0603547536523572,0.195623142311762
432,2,287187,0.116874941137927,0.0598938436136509,0.0518038986155725
433,2,288379,0.0442874758727414,0.0597131773192537,0.458780411599971
434,2,294941,0.0558438762564644,0.059721515589137,0.350390758900929
439,2,297610,0.029665603034896,0.0600773410389661,0.62176144013985
441,2,299680,0.0561339767505248,0.0598384670893676,0.348838617339721
442,2,299708,0.0496362068529187,0.0599812277960967,0.408496351566323
443,2,299759,0.0518428900531218,0.0597723065817188,0.386345155074335
444,2,300111,0.0528855267921759,0.0601882524553977,0.380178688795021
446,2,301710,0.0120392308190377,0.0598485790296079,0.840688142682153
447,2,303446,0.0161255390841804,0.060222887156001,0.789037140034382
448,2,303854,0.0189130299615478,0.0602321416616834,0.753704786453211
449,2,304472,0.00284189493522446,0.0597313152990397,0.962079492638813
450,2,304691,-0.0210518825660104,0.0606888679155459,0.728886583953114
451,2,308097,0.0238017121874635,0.0600460444682176,0.692056102608779
453,2,309402,0.0202101612283043,0.0596843062209092,0.735099084703993
454,2,310030,0.00762312312589708,0.0600280030483814,0.899018417164829
455,2,310113,0.0221494562669175,0.0598503171683579,0.711544189437616
456,2,310972,0.00655080624475743,0.0599518150214404,0.913052129196706
457,2,312659,0.0415786904112539,0.0596792299328879,0.48644728789666
460,2,318265,-0.0259089569450708,0.0604806295317568,0.668632561537019
461,2,318379,-0.0271996857154899,0.0606583125416582,0.654133721155738
462,2,321266,0.0152913758999655,0.0602639617002676,0.799844175507427
463,2,322957,0.018816685892102,0.0597231101162926,0.752898154660309
464,2,325221,0.000128067124168574,0.0600594063133383,0.998299843969555
465,2,332691,0.00620272851813164,0.0606702608532693,0.91862683158387
466,2,333006,0.0463661692544632,0.0605016965529438,0.443973424665446
468,2,335046,0.0167215004035913,0.059938630712846,0.780425827712277
469,2,335049,0.00249469265984565,0.0602000101092371,0.966968497072421
470,2,335995,-0.0177983720828786,0.0598525409637321,0.766358683114548
471,2,336060,-0.0130389921313391,0.0597754037082044,0.82745147828249
472,2,338292,-0.0372371292431024,0.0597428035270349,0.533496056682869
473,2,339568,-0.0294385097725161,0.059845197995641,0.623088031872318
474,2,340466,-0.0422582062524788,0.060342134524694,0.484194960391067
478,2,348480,0.0215030529817197,0.0597656525851777,0.719219721118662
479,2,350086,0.009464169719485,0.0597773098880454,0.87429220219863
480,2,351083,0.0229906236661395,0.0605396404856546,0.704350844033486
481,2,351335,0.0189427037917812,0.0598628866757966,0.751859501071144
482,2,351417,0.0102457368156818,0.059859442716613,0.86419347275856
483,2,351450,-0.0018480181742451,0.0599280879268315,0.975416750837461
484,2,352302,-0.0274430110737642,0.0603838360436547,0.649765516714024
485,2,352469,-0.0250613364528971,0.0597758448573256,0.6752846135304
486,2,352562,-0.0115681940607168,0.0600319338233904,0.847304211919054
487,2,352944,-0.00378296559759538,0.0598615880319238,0.949646827726662
490,2,355266,-0.0132106270986125,0.0598577970649344,0.825453477405083
491,2,358277,-0.006391150095542,0.0598704099883385,0.91504816976371
492,2,358926,-0.0185297443057714,0.0599513617965614,0.757443302569614
493,2,358948,-0.0153406617551134,0.0599729119728885,0.798259529096624
494,2,359515,0.00488367706332436,0.0598878329893732,0.935053112389912
495,2,363190,0.0223327999146671,0.060462737625211,0.712077384006324
496,2,363588,0.0405849684625779,0.0606745646459913,0.503999072361637
497,2,363888,0.0500450686293495,0.0601330262950777,0.405836535130866
498,2,363954,0.0507215637551154,0.0598920166154435,0.397633805488792
499,2,364199,0.0459506598456509,0.059821402720942,0.442923037317912
501,2,365981,0.0339716857835152,0.0610517233940528,0.578261937613545
502,2,366047,0.0642356005306325,0.0598809473668769,0.284128724814206
503,2,366936,0.0429916653239447,0.0606255330904571,0.478709014248
504,2,369530,0.0673034764249734,0.0597716922895737,0.260926550092488
506,2,369931,0.0440896085307634,0.0602440284469504,0.464745541328742
507,2,371033,0.0548799454215797,0.0600586691884033,0.36146022515829
508,2,372919,0.0424930218900129,0.0598272243060867,0.478010445164901
509,2,373518,0.0512180158433462,0.0597738326582659,0.392101640585501
510,2,376157,-0.0013558826287423,0.0599679761312393,0.981974053162354
511,2,376172,-0.00192238126163943,0.0604014127943067,0.974628193320955
514,2,381433,0.0371713647995635,0.0603254396150623,0.53817246812488
515,2,381922,0.0548634492760335,0.0607565365307516,0.367139075443078
516,2,382146,0.0557332684665738,0.0598381057122657,0.352282753621009
517,2,384206,0.0523359170909636,0.0600334957898758,0.383921705297813
518,2,384955,0.0587044332980521,0.0598827616320619,0.327598212951686
520,2,387301,0.0752206389013799,0.0601363345976699,0.211823055548462
521,2,388313,0.0769391599133983,0.0597714716099703,0.198860246459398
524,2,390138,0.0953983516404511,0.0598832073965186,0.112038692254129
525,2,391233,0.0905059552661908,0.0602397967411288,0.133880638707506
530,2,395606,0.0274727558686593,0.0600635675684566,0.647668766933568
531,2,395726,0.0377649806437315,0.0600257621708463,0.529660270766372
532,2,395853,0.0276053827157441,0.0602125223177715,0.646899945590298
533,2,396484,0.0221687023833327,0.0599526109788495,0.71177528787267
534,2,396705,0.0228104005886536,0.0599229813740991,0.703683053999846
535,2,398759,0.027944008067256,0.0604069842236895,0.643939244972307
536,2,400386,0.0245567718819639,0.0600738342009826,0.682951562151126
537,2,400847,0.0248800637214883,0.0600181018956875,0.678728527663934
538,2,401130,0.0241924119443004,0.0605691448614723,0.689826714641226
539,2,401143,0.0110932202106737,0.0604598525091564,0.854526150446661
540,2,401979,0.0365883501503345,0.0603939025095959,0.545017945358388
541,2,403598,0.032655150389058,0.0600801223356972,0.587110289986418
542,2,404844,0.038788014292098,0.0607416033098853,0.52351411848717
543,2,405100,0.0387078262855996,0.0601850931164897,0.520546660130377
548,2,406181,0.0346695946196545,0.060231076105284,0.565245736557083
549,2,406688,0.0167334237442524,0.0599049672270399,0.780153004914229
550,2,407621,0.0204749231499135,0.0603931238563248,0.73479068417867
551,2,409016,0.031749032339503,0.0609844594586027,0.602965857922833
552,2,410647,0.00260909248842972,0.0601184897056121,0.965407878277386
554,2,419803,-0.00700986881886401,0.0605396148185134,0.907884989012067
555,2,419943,-0.0251877932161542,0.060883400479608,0.679341079284171
556,2,422349,0.0300116761833829,0.0601299996374284,0.618010543515177
557,2,425467,0.0175589972620974,0.0599279922243049,0.769693095506662
560,2,429095,0.0274710618514434,0.0602724654273393,0.648827509057748
561,2,431266,-0.0292496482512921,0.0603029480750855,0.627945234263621
562,2,431446,-0.0171374109791441,0.0605598095594633,0.777355556836013
563,2,432524,0.0277438539330942,0.0599669446576452,0.643898562620717
564,2,434090,-0.0180553577832913,0.0605302049871101,0.765659818166844
565,2,441927,-0.0365753457423506,0.0598581690265864,0.541570660839845
566,2,446471,-0.0355726670164535,0.0605944296607248,0.557537565205499
567,2,449325,0.0124266967764585,0.0602658279506454,0.836755076152109
569,2,450017,0.0203160178728092,0.0599255240982091,0.734795408708163
570,2,451779,0.00401595426405221,0.0601585027323983,0.946813569228838
571,2,451784,0.00478185564386213,0.0603752605512961,0.93691664481325
572,2,453525,-0.0504407055535565,0.0603350070616415,0.403714465099028
