SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
151,1,185806,-0.214090051193758,0.136344092322974,0.117260117627649
152,1,185879,-0.238254226207746,0.136894463886952,0.0826562376525444
153,1,185916,-0.14360984743359,0.137205279483241,0.295963928781301
154,1,185941,-0.163031135914692,0.137743590348005,0.237374130429271
155,1,185954,-0.181714115875048,0.13808140135664,0.189030437601124
156,1,186055,-0.167506321767558,0.135363846187885,0.216741649716348
157,1,186896,-0.155738372554102,0.13763179397154,0.258588380610634
161,1,190132,0.047817861906426,0.135805361580991,0.724968992396091
162,1,190148,0.071216207782011,0.135817290526409,0.600362114923703
163,1,190165,0.0442497938175967,0.136893973572305,0.74670385945377
164,1,190169,0.0751295427592907,0.136685017776959,0.582903901450021
165,1,190933,-0.191765445310086,0.135250015227877,0.157114064117981
166,1,192149,0.0531043896499201,0.1367142828623,0.697929514166471
168,1,192303,0.0396979563220627,0.163005101722867,0.80773002398546
171,1,192795,0.0776924637901672,0.135314650906971,0.566224186314438
173,1,194187,-0.0289405314328982,0.135481221641996,0.830972291555836
174,1,194867,-0.0676411310069643,0.13536837740053,0.617610371494629
190,2,8314,0.087566882765709,0.13763016139102,0.525027257730639
194,2,8498,0.0270169339810417,0.13749985555986,0.844342077894541
195,2,8651,0.00705852177221633,0.137635610291894,0.959128125312386
197,2,9812,-0.0235849485679015,0.138448237724164,0.864830829839783
198,2,9932,-0.00809318171597084,0.137907567592162,0.953235774220915
199,2,10135,-0.0192008402426278,0.137376300181595,0.888922838458882
200,2,11616,0.0205469537585986,0.137229926957646,0.881065924735364
201,2,12133,0.0224638454034952,0.137774664111688,0.870574159789806
202,2,12194,0.028951331396574,0.138304048743759,0.834310566982684
203,2,12359,0.0142299463052741,0.137906160560308,0.917874168677274
204,2,13061,0.0165019280067862,0.137895294233533,0.904812653714955
205,2,14298,0.0108594912922787,0.138331908971693,0.937472300915721
206,2,15222,0.022784262253382,0.139676799531556,0.870516266894258
207,2,17986,0.0198854100460411,0.137230203036859,0.884868189172601
208,2,19770,0.0288004099386275,0.138174609976444,0.835009627696254
209,2,19836,0.0441650961032664,0.137783424999252,0.748748693161494
210,2,19851,0.0413282128500667,0.138189438212723,0.765063193830459
211,2,21595,0.000456310431073081,0.137636120881817,0.997356619616872
212,2,22385,-0.00785255172115451,0.137765724246929,0.954577991451815
213,2,23441,0.0366301517631662,0.139090756687457,0.792431149264797
214,2,24209,0.077987676219156,0.137896559779498,0.572057650192618
215,2,24341,0.0665627672623496,0.138239945713431,0.630458330648878
216,2,26815,0.111774670955021,0.137991439427019,0.418479188274606
217,2,28209,0.0589181345621559,0.138130505904831,0.669974678232322
221,2,41245,-0.0356699855123186,0.137623028510523,0.795642681212218
222,2,43214,-0.146399601713243,0.139650370177957,0.295204048508646
223,2,47104,-0.00750263549815533,0.135967838874779,0.956026688355435
224,2,50915,0.00959263793388621,0.137303402874924,0.944341044295364
225,2,55834,-0.0532344300834761,0.136640519828527,0.69707116912318
226,2,56422,0.00214405594522188,0.13691418423746,0.987514602959355
227,2,57715,-0.00074588488250299,0.136462897205079,0.995641996879173
228,2,59046,-0.0114730348640061,0.137151869455674,0.933380500224992
229,2,59191,-0.027639794395155,0.136360001987632,0.839488467533126
230,2,59383,-0.0200398555434167,0.136403039234741,0.883281807186985
231,2,59477,-0.0103529561468624,0.13845853847894,0.940437703168222
233,2,60471,-0.0629443894322554,0.136549837214518,0.645109197530785
234,2,60478,-0.0541228954264657,0.136716450582929,0.692434943932869
235,2,60786,-0.0462158598668121,0.136499785003899,0.735128757547028
236,2,61035,-0.0250019606855153,0.136505614977669,0.854779974173986
237,2,61071,-0.0316627482967825,0.135882377932813,0.815884147617833
238,2,61675,-0.0688633806855824,0.136234757142859,0.613540115522047
240,2,62939,0.00531120853049916,0.1360481861899,0.968881226687363
241,2,63527,-0.00135658241695724,0.136559143224922,0.992079534163248
242,2,63857,0.00244831222674813,0.136590866633314,0.985709273486625
243,2,65527,-0.0702089960000063,0.13608931423803,0.606244569345908
247,2,67976,0.0351503649568806,0.138088824729933,0.799219715945173
250,2,72389,0.174200586311875,0.136936315843812,0.204164848231332
251,2,72392,0.00926389993109444,0.138182232872812,0.946586874661165
252,2,73646,0.115945074370048,0.135209334890396,0.391737887658142
253,2,74564,0.180794062558927,0.134741158405862,0.180527228510687
254,2,74739,0.231234406390147,0.134968522232991,0.087545112717293
257,2,80873,0.186724034093704,0.135487832751951,0.169026514923082
258,2,81501,0.237421853397253,0.135240111535448,0.0800312419771724
259,2,83526,0.228424984420609,0.135072441800103,0.0916947078430898
260,2,83845,0.294511553244123,0.134839309439659,0.0296075240824156
263,2,84447,0.242616169967786,0.136872759278351,0.077162834568478
264,2,87391,0.327669571945208,0.134017972112773,0.014974757929641
265,2,87562,0.347458023490144,0.134221946933498,0.0100326946921644
266,2,87849,0.341470890176621,0.13425251836519,0.0114007929504994
267,2,87878,0.33083637341934,0.134915051868918,0.0146828376356417
269,2,89785,0.291413452647434,0.13518761326517,0.0317885651369754
272,2,93721,0.250556174421569,0.135006523786344,0.0643035994993933
273,2,93952,0.209245986603402,0.134816291916402,0.121538578749001
274,2,95085,0.262921605234169,0.134739570547314,0.051808245343589
276,2,107124,0.313635418907522,0.134499751493926,0.0202696956714107
277,2,111645,0.423846767444596,0.133729073411028,0.00166079172343925
278,2,111916,0.401536400676536,0.134247681444103,0.00297589220592992
279,2,111931,0.411666477536,0.134371350075626,0.00235464377784423
280,2,111999,0.417981482789654,0.133820519092587,0.00193524904466881
281,2,114528,0.361494028980274,0.135074330548957,0.00779205628771383
282,2,116024,0.388439919324575,0.135190455325783,0.00430814903003338
286,2,120090,0.22165464481513,0.13571023435107,0.10329885029941
287,2,120291,0.231467834131873,0.137227950443774,0.0925368794448925
288,2,120726,0.227365600282498,0.136448228871234,0.0965379147176804
289,2,121716,0.248892742154112,0.136185449421426,0.0684533873760411
290,2,123100,0.197425437192762,0.136613458148419,0.149305958311455
291,2,124677,0.12210468373476,0.136673804664413,0.372250468130122
293,2,127887,0.176470716169687,0.137445802920274,0.200008719149403
294,2,128935,0.139294872088029,0.137436298631747,0.311504516926918
295,2,129053,0.183060977849525,0.137710835228131,0.184602770617305
296,2,130040,0.202783778401621,0.138477733472301,0.143980609705689
297,2,130976,0.106529011438977,0.13764963106125,0.439499488502688
298,2,132199,0.157182328307348,0.138151807080749,0.255996198179408
299,2,133355,0.131685851229376,0.139164742306833,0.344663913055576
300,2,133435,0.135490160474539,0.139455906777239,0.331933382696061
302,2,135183,0.12370794415338,0.13956434904564,0.376012784275863
303,2,135402,0.148265016108038,0.139475409610221,0.288499974821987
304,2,135898,0.195386780662463,0.14005378445277,0.163867647428116
305,2,135912,0.18845590533222,0.140184687421221,0.179701674916158
306,2,135925,0.196004345653702,0.139516942197994,0.160936780398018
307,2,136002,0.159009900521225,0.139545341230746,0.255273310807308
308,2,136173,0.148193153726674,0.140569709127709,0.292497526674451
310,2,138318,0.168819271377498,0.144228174565348,0.24258886433904
311,2,138695,0.129684683035175,0.141863196516722,0.361260371091273
312,2,138818,0.133328365813876,0.141592838077532,0.34702495992524
313,2,139728,0.139502390969343,0.141321475267089,0.324255988050672
314,2,140174,0.128255520009872,0.141351654958003,0.364840359345636
315,2,140863,0.117840642842543,0.141320038176928,0.404925699628102
316,2,141152,0.148321317416783,0.141637795400346,0.295729628025102
317,2,141292,0.136760848778468,0.140649416760648,0.331540886768007
318,2,141545,0.143878913586329,0.141316367419031,0.309311848420807
322,2,146723,0.192178577465764,0.140897650360284,0.173449611414149
323,2,147946,0.255120030543317,0.141914371065829,0.0730783764951985
326,2,151397,0.179233149384367,0.142600181420758,0.209623457543505
327,2,153035,0.169142433617953,0.14107614355972,0.231353827892928
328,2,153228,0.136559476838568,0.142208991857136,0.337575031442985
329,2,153455,0.13916839536817,0.143278021346494,0.332055459856149
331,2,153815,0.157427183552066,0.1426730820873,0.270599940753913
332,2,154160,0.14210524828237,0.14121903388168,0.314972348487028
333,2,154235,0.149977400816571,0.142610402696539,0.293675767097466
335,2,159870,0.107629517370312,0.139108203327899,0.439619671769683
336,2,161229,0.133593011251602,0.141184155388652,0.34467735611823
339,2,162696,0.20348469546132,0.140337546452831,0.147955835664022
340,2,163284,0.206121795069711,0.13845568119385,0.137453826587395
341,2,164166,0.172399385554667,0.139878592608666,0.218585218111135
342,2,165270,0.185977993578442,0.138647469652284,0.180661667468612
343,2,165675,0.164859684223368,0.141024830492407,0.243187693924942
346,2,168062,0.105127748177477,0.139916035189293,0.452934773131182
347,2,168518,0.0352831738450147,0.139213439658583,0.800070659455393
348,2,168980,0.086003372708969,0.139084701986281,0.536741771627379
349,2,169651,0.100456097920689,0.139123401351736,0.47073273548082
352,2,170725,0.174015766888311,0.139166073116196,0.2119751150177
353,2,171254,0.255765589553304,0.139034802424528,0.0666695302862308
354,2,172242,0.131343039130273,0.137871183489581,0.341419074585715
355,2,173254,0.115837650201646,0.136851630994389,0.397876881449371
356,2,173340,0.140164364464273,0.136770555549878,0.306152768460163
357,2,173385,0.13186013846439,0.136920259931616,0.336185032391878
358,2,173973,0.145293255942624,0.13651694908236,0.287926031089466
360,2,177341,0.19534563889275,0.13587268064241,0.151401950586594
361,2,180314,0.129428682048239,0.136141451294947,0.342410849517912
362,2,180339,0.136480537013815,0.136466817304483,0.317946909806257
363,2,182758,0.262392761271727,0.135451846919438,0.0535225317871582
364,2,183619,0.202014258447796,0.136282639707054,0.139147758153663
367,2,187176,0.0987697400416956,0.137349825646498,0.472548430733565
368,2,191066,0.134310288214923,0.138293261680957,0.332114144877526
371,2,191599,0.069420946471849,0.136509166341258,0.611389412251212
373,2,191763,0.0760012642401101,0.137040321288265,0.579525968349305
374,2,191959,0.0373407416957111,0.136751050230859,0.784969579115115
376,2,195759,0.109089663309304,0.137817574628008,0.429153971455233
377,2,196912,0.0924264743006819,0.135619491673328,0.495993675166357
379,2,198110,0.0828725329800895,0.136450673672131,0.544012946762489
381,2,198805,0.106002604799957,0.136993854330318,0.439580941747539
382,2,198891,0.107491330827031,0.135921629462226,0.429572355935299
383,2,199248,0.0888497167386445,0.136270643687263,0.514819523009311
384,2,201782,0.0734558249450258,0.136128983427796,0.589809951680538
385,2,203285,0.207145647478602,0.135208358361211,0.126406352996492
386,2,203783,0.136501443075036,0.135169911448447,0.313258472552464
387,2,204179,0.174868002107095,0.135372991598377,0.197288991683338
388,2,205406,0.1059599827055,0.136970659279834,0.439687358478961
389,2,205834,0.113553788987468,0.136296196510485,0.405329220341974
391,2,207192,0.0587736214059754,0.136266657597293,0.666503863121549
392,2,207561,0.0319842341307257,0.135689408124018,0.813789350615987
393,2,208682,0.0229982300771094,0.135466269843017,0.865287566565043
394,2,210102,0.0463956206648549,0.135799215663195,0.732818599259314
396,2,214801,0.0427719328344495,0.135796121164544,0.752969254404221
397,2,215016,-0.0112845450980676,0.135736380017765,0.933790726212788
398,2,218876,-0.0085595573046196,0.137140270738388,0.950267980737702
399,2,227511,-0.0551382132223309,0.138080508503296,0.689899420113185
400,2,230378,0.00307004504710517,0.136371110806337,0.982051916924068
401,2,231943,0.00291353849016007,0.136762103822069,0.983015430943286
402,2,232156,-0.0286856244451787,0.136697604990063,0.833907908950572
403,2,232789,0.0287185418674077,0.136213479423789,0.833137834705717
404,2,238524,0.0290839598015182,0.136404974741679,0.831280220623522
405,2,241518,-0.0368130602860935,0.137584069460606,0.78918831999489
406,2,250396,-0.118349986399283,0.136514763525681,0.386564281159566
407,2,250466,-0.132423020915813,0.136429815299871,0.332396608459392
408,2,252305,-0.100171097536996,0.136870061596939,0.46473348858019
409,2,254571,-0.0179914662670229,0.138894407786161,0.897009366117827
410,2,254742,-0.0340923263114238,0.13876042104141,0.806063445099677
411,2,254908,-0.0114764592506726,0.139830970829559,0.934634543303417
413,2,255862,-0.0630219405311686,0.138949497967201,0.650424213154652
414,2,255975,-0.044430887122746,0.138467985818308,0.748495151039711
415,2,258311,-0.216277969095739,0.135714086714631,0.111914008790504
416,2,259284,-0.160554546559867,0.136392576518426,0.239928656791209
417,2,266330,-0.102274590369906,0.137139629076494,0.456302809146684
418,2,267100,-0.0704536393122621,0.137186378440829,0.60787990446869
419,2,268086,-0.0295196177489883,0.137238628942496,0.829815906181694
420,2,274614,-0.0639774716890053,0.136371251198998,0.63925780860279
421,2,274729,-0.0852788981519346,0.137084762997944,0.534285057108255
422,2,275746,-0.0413436252223152,0.137082349749708,0.76313688871973
423,2,277029,-0.0338827986606826,0.136450986219153,0.804035244555836
424,2,277741,-0.0436225026834005,0.136496731543541,0.749470917963545
425,2,278218,-0.0655107077328131,0.136225289284291,0.630885673412042
426,2,278379,-0.0547996470936396,0.13961177362684,0.694914989814858
427,2,279910,-0.0699890448209456,0.13617111190203,0.607588502428899
429,2,283431,-0.0546920916689303,0.138186504446272,0.692503028696065
430,2,283573,-0.0481589508307569,0.136535103913778,0.724507289518309
431,2,286762,-0.0192529076269127,0.136904879263179,0.888242606137431
432,2,287187,-0.0854751875514418,0.136193943300831,0.530672397905026
433,2,288379,0.000374345165298606,0.135237215236469,0.997792971502153
434,2,294941,0.0410787505139586,0.135300452234977,0.761602886326355
439,2,297610,0.0261291613814479,0.135995915484674,0.847749320616413
441,2,299680,0.108270962826908,0.13546167165741,0.424669149226618
442,2,299708,0.144496347452001,0.135652335420929,0.287515209901203
443,2,299759,0.141977399236957,0.135198817669805,0.294373120602594
444,2,300111,0.0905888504387757,0.136270672266329,0.506630737661389
446,2,301710,0.147870323915554,0.135217296239499,0.274886880945299
447,2,303446,0.14481079182418,0.136081194987258,0.287988169735682
448,2,303854,0.162469870740376,0.136050893362905,0.233207625669
449,2,304472,0.0877553107167025,0.135092730765713,0.516377528248781
450,2,304691,0.0578254504181081,0.137328897253932,0.673958245508227
451,2,308097,0.226961776778299,0.135377605660386,0.0945238571463709
453,2,309402,0.130381063978388,0.134910211355094,0.33449147296681
454,2,310030,0.143703476840267,0.135632042074337,0.290092092086127
455,2,310113,0.146669640125401,0.135243481278623,0.278889556661753
456,2,310972,0.0946108253244247,0.135580824142617,0.485750004340508
457,2,312659,0.0062524752522136,0.135147559715986,0.963125943228201
460,2,318265,-0.154311115626992,0.13665771723236,0.259588806961812
461,2,318379,-0.186058180188887,0.13695235121666,0.175153120477218
462,2,321266,-0.119200972092828,0.136243201653594,0.382216034254917
463,2,322957,-0.147004344614775,0.134946814850533,0.276742573071492
464,2,325221,-0.0373171488501687,0.135900980521942,0.783791321841388
465,2,332691,-0.00951323428761613,0.13729896656051,0.944799242072887
466,2,333006,-0.0479458017738551,0.137006490842234,0.726582839996332
468,2,335046,0.0369831519864934,0.135642845960129,0.785280957948831
469,2,335049,0.0270580041170384,0.136226400939546,0.842670239132232
470,2,335995,-0.0715471445065151,0.135410781883664,0.59757380240754
471,2,336060,-0.0644623374023323,0.135238391837075,0.633901248019524
472,2,338292,-0.100199416303978,0.1351682232498,0.459007952313491
473,2,339568,-0.127390575203243,0.135307369811553,0.347097505806117
474,2,340466,-0.16700737344235,0.136360727208259,0.221487266905996
478,2,348480,-0.0634672341403784,0.135233336161732,0.63913317304652
479,2,350086,-0.120483391544618,0.135129832988576,0.373208230357378
480,2,351083,-0.105080584046753,0.13691607086611,0.443308183561491
481,2,351335,-0.101518346271047,0.135382194905003,0.453835584086021
482,2,351417,-0.0807029969246935,0.135400477622675,0.551535933551951
483,2,351450,-0.145135981310617,0.13539831911146,0.284488865380597
484,2,352302,-0.0969744063193738,0.136592172775024,0.478200256358237
485,2,352469,-0.108929055455365,0.135183195386538,0.420907312123737
486,2,352562,-0.122269994011118,0.135704515401929,0.368201729312818
487,2,352944,-0.137477259207827,0.135270834341661,0.310177291966635
490,2,355266,-0.124565332547932,0.135306258309542,0.357878778327778
491,2,358277,-0.104216660108832,0.135376386676158,0.441916214879068
492,2,358926,-0.121006555456033,0.135536406111797,0.37257387900246
493,2,358948,-0.113560094704625,0.135597690797765,0.402890530225471
494,2,359515,-0.132090679289288,0.135346021842996,0.329758558547511
495,2,363190,-0.0529992818932455,0.136825602356451,0.698731172330572
496,2,363588,-0.0119047631526434,0.137393136040085,0.931000885513031
497,2,363888,-0.00694066813336489,0.136215033451901,0.959391186453498
498,2,363954,-0.00151873340999763,0.135674282278235,0.99107501681603
499,2,364199,-0.0161118790772456,0.135487263987843,0.905407937343805
501,2,365981,-0.0626565572154492,0.138181467222546,0.650512879584935
502,2,366047,-0.0143136995736438,0.135730194239144,0.916073084063365
503,2,366936,-0.026440014954048,0.137287123536957,0.847391466468907
504,2,369530,-0.0959303819806819,0.135410865343036,0.479140027098944
506,2,369931,-0.0764767253871081,0.136375953491869,0.575304193322556
507,2,371033,-0.128621677394438,0.135902159335991,0.344577465883547
508,2,372919,-0.0569542982919867,0.135452853371597,0.674395628514982
509,2,373518,-0.0478586889550697,0.135385875896034,0.723925857316113
510,2,376157,-0.118008936326839,0.135563254381274,0.384614275479244
511,2,376172,-0.0967399298307643,0.136592643784669,0.479265641258681
514,2,381433,-0.0444115104859062,0.136570473907238,0.7452290510746
515,2,381922,-0.0561894499767745,0.137619329641699,0.683303776828289
516,2,382146,-0.023098240758727,0.13557540250312,0.864815263319025
517,2,384206,0.0114918210604744,0.136001650737656,0.932708664177328
518,2,384955,-0.0239627571998609,0.13569409272801,0.859928610409959
520,2,387301,-0.0191924644122463,0.136387016506759,0.888170925546536
521,2,388313,0.00524370915490649,0.135580689196426,0.969170627964305
524,2,390138,-0.0441062195163902,0.135982764295533,0.745864011499064
525,2,391233,0.0308720861182379,0.136749020547778,0.821520859216894
530,2,395606,-0.209262169918688,0.135508221451538,0.12341732816883
531,2,395726,-0.223761118583796,0.135392698577582,0.0992846275353679
532,2,395853,-0.223782822317919,0.13578115289993,0.100218998543995
533,2,396484,-0.185585571782877,0.135340105111419,0.171167057784287
534,2,396705,-0.180143093206691,0.13529527532541,0.183889953777422
535,2,398759,-0.139070212088791,0.136543015213069,0.309133932197463
536,2,400386,-0.167439408666902,0.135687967261516,0.218022574718578
537,2,400847,-0.151116829700944,0.135616775231605,0.265911587099664
538,2,401130,-0.136299708508349,0.136907943588543,0.320147205056781
539,2,401143,-0.13785628425847,0.13663136125298,0.313682433825682
540,2,401979,-0.0661282864194789,0.13669819333812,0.628860472447444
541,2,403598,-0.0897605090618053,0.135935327801259,0.509480585167562
542,2,404844,-0.0672092014171833,0.137492162041724,0.625271233282164
543,2,405100,-0.0773957585471325,0.136217426313359,0.570275273708479
548,2,406181,-0.100035238579385,0.136263956162598,0.46335782828583
549,2,406688,-0.0148513044362441,0.135578672206653,0.912836343632492
550,2,407621,-0.055267193588297,0.13666129592697,0.686156171951622
551,2,409016,-0.11065093418706,0.137936206567176,0.422983234183744
552,2,410647,-0.0767487869978049,0.135988223326607,0.572855201821217
554,2,419803,-0.101152878475223,0.136898991072364,0.46046664805534
555,2,419943,-0.0638929098058154,0.137771639806168,0.643105880636039
556,2,422349,-0.137803524975142,0.13592551081228,0.311364699693114
557,2,425467,-0.0857718128977081,0.135557741986752,0.527317874478985
560,2,429095,-0.147929790808614,0.136210407403274,0.2782028868719
561,2,431266,-0.0829466944929982,0.136440694862875,0.543623344582039
562,2,431446,-0.0851097851438696,0.136988580881268,0.534809099963159
563,2,432524,-0.053208387837116,0.135717844078654,0.695256730482477
564,2,434090,-0.149078808744641,0.136768207750888,0.276451944520801
565,2,441927,-0.137787824541899,0.135333146215936,0.309309645527109
566,2,446471,-0.145234779587734,0.136975237402109,0.289733278791403
567,2,449325,-0.224024097601109,0.135868648078399,0.10007240362677
569,2,450017,-0.295750754832305,0.134718061418391,0.0287903242740781
570,2,451779,-0.315413071476055,0.135101580808194,0.0201225690543502
571,2,451784,-0.313036756825317,0.135611822751459,0.0215582021454151
572,2,453525,-0.337300660978417,0.135490074977001,0.0132525415476017
573,2,453768,-0.325815098134341,0.135751534125471,0.0169086414356392
574,2,454027,-0.31864458465756,0.13522466553662,0.0189984816991256
575,2,455029,-0.321926041388054,0.135275112544661,0.0178531998630789
576,2,455247,-0.344048655315845,0.134676268010024,0.0110489609842163
579,2,455756,-0.285187165474456,0.145228418576459,0.0503477055283972
580,2,457024,-0.348232912436315,0.135653885554416,0.0106676274375152
581,2,457298,-0.372276320476268,0.135872764839079,0.0064582157637992
582,2,460202,-0.355772929333994,0.13631259508019,0.00944037045230804
586,2,464424,-0.353805148947618,0.13560746255615,0.00946582573917509
587,2,465824,-0.223878948923102,0.137740185323385,0.104975887073907
588,2,470145,-0.228473876777326,0.135740438744369,0.0932268291699967
589,2,470686,-0.199838732871708,0.135785462839402,0.141986332653124
590,2,471144,-0.20320021572033,0.136007350719341,0.136058875543422
591,2,471830,-0.217889830309132,0.135553295871426,0.108858324400215
