SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
104,1,139686,-0.0182156771546851,0.0651544479323128,0.779965888351089
105,1,149562,0.00921756661540069,0.0653084740795209,0.88784071581718
106,1,150447,0.0014809758618789,0.0660347086229457,0.982119827956202
108,1,154084,0.0353796215185117,0.066211996912505,0.593443694325576
110,1,157269,0.0316071869111169,0.065014824880791,0.627159966438723
111,1,160054,-0.00317811128862167,0.0656542684865423,0.961419437004465
112,1,166222,0.0102578494679013,0.0651666018823508,0.875012036381711
113,1,166416,0.0172177897801011,0.065030129286998,0.791343991410146
114,1,167326,0.00502750183386602,0.0654056118089423,0.938773278575312
115,1,168836,0.0240878724715008,0.0650835762877593,0.711524891460849
116,1,171200,0.0217542415435645,0.0651834059883022,0.738774716607491
117,1,171431,0.0307997434111805,0.0655802111229437,0.63889510074896
118,1,173339,-0.006479803809081,0.0650896286248935,0.920756500191948
119,1,173845,0.00453269098313769,0.0650361385774967,0.944475918550261
120,1,175121,0.0170551266664672,0.0649012885318337,0.792869106663235
121,1,175281,0.00692602895877931,0.0649617606322623,0.915153384426162
122,1,175315,0.00721638375666678,0.0649412209623033,0.911582935061524
123,1,175523,0.00137978904672104,0.0653102754831946,0.983156541616913
124,1,175541,0.00709112203212248,0.0650426774323723,0.913246508708601
125,1,175653,0.00719057461850048,0.0652484697848093,0.912311038560478
128,1,175856,0.00418998346579752,0.0663264086492486,0.949665157214486
129,1,175876,0.0143327463723746,0.0653058613679798,0.826409975083712
130,1,175989,0.01183712479222,0.0654936275707081,0.856677698620357
131,1,176001,-0.00122055364708895,0.0658379078430418,0.985219524963684
133,1,177692,0.00153568289564227,0.0649423053479498,0.981147639052589
134,1,178191,0.0025666426884513,0.0650066955421489,0.968527831549796
135,1,178224,0.00153568289564227,0.0649423053479498,0.981147639052589
136,1,178960,-0.0127462727724111,0.065457525784994,0.845719589878806
140,1,183802,0.0451696602361863,0.0649060246383994,0.486934350030094
141,1,183954,0.0337494757783723,0.0653987281419378,0.60613764161877
142,1,184450,0.0414173488247137,0.0648130936024001,0.523219469763671
144,1,184718,0.0638091733344618,0.0651305470649743,0.327899296573212
145,1,185296,0.0586402049359385,0.0648673139531101,0.366610658803262
146,1,185438,0.0300603144402819,0.0649257124252227,0.643652870754486
147,1,185469,0.0314332959013915,0.0650176308619305,0.629070289942177
148,1,185503,0.0328888454416215,0.064847312089945,0.612349693989337
149,1,185705,0.0331613871781577,0.0655722070059014,0.61336661268635
150,1,185749,0.0353959065405931,0.0655688977965393,0.589656237717946
151,1,185806,0.05187491591651,0.0656254897991036,0.429784629650729
152,1,185879,0.0398972745936527,0.0659667664955122,0.545694676343821
153,1,185916,0.0452790752345687,0.0659268849935474,0.492655001424219
154,1,185941,0.0258968110854161,0.0662439590707065,0.696084142194538
155,1,185954,0.03411652507863,0.0664269861682786,0.607856937825909
156,1,186055,0.0236116445833147,0.0651134306386703,0.717103345680499
157,1,186896,0.0373876454844998,0.0661633508461992,0.572377684068614
161,1,190132,0.0113498529802997,0.0652053702419462,0.861915601787499
162,1,190148,0.0170920240375301,0.0652214907865891,0.79342709189828
163,1,190165,0.028533137067504,0.0657115143530148,0.66439526177279
164,1,190169,0.0179101664331943,0.0656401741328695,0.785125202482464
165,1,190933,-0.0370658066794484,0.0650848452115631,0.569379215672215
166,1,192149,-0.0228805556270421,0.0656357989956225,0.727598404383975
168,1,192303,-0.0604901549098473,0.0781949494231901,0.439696133808875
171,1,192795,-0.0409994777494767,0.0649548234494591,0.528318315686904
173,1,194187,-0.0171190572001231,0.0650389306621462,0.792540391143999
174,1,194867,0.00926622662296711,0.0650080436571741,0.886735050509567
190,2,8314,-0.0587892226860735,0.0660365445813529,0.373936454753968
194,2,8498,-0.0912272628482476,0.0658350011235318,0.166714736735452
195,2,8651,-0.0770085141017982,0.0659483750695578,0.243712250656952
197,2,9812,-0.0490031532122694,0.0664170391316085,0.461120110784862
198,2,9932,-0.0650760584020038,0.066115595118621,0.325653480057451
199,2,10135,-0.0631864464367873,0.0658669120834551,0.338061791659
200,2,11616,-0.0994985156503405,0.0656695234276606,0.130631867906685
201,2,12133,-0.0669764991250124,0.0660484928477003,0.311253248992483
202,2,12194,-0.0597276515260083,0.0663242558645555,0.368446851686831
203,2,12359,-0.0706431783128558,0.0660994062482712,0.28591645238776
204,2,13061,-0.082767428293651,0.0660546538224828,0.211029846766076
205,2,14298,-0.0674512269780625,0.066313123103746,0.309772728137052
206,2,15222,-0.0881346947123607,0.0668935520005836,0.188513342991699
207,2,17986,-0.111976038852928,0.0656125848968476,0.0887713338396222
208,2,19770,-0.0916348158518205,0.0661586871360174,0.166903871087158
209,2,19836,-0.10974220945491,0.0658976060716022,0.0967312535991871
210,2,19851,-0.100726245913442,0.0661327131406652,0.12863085328483
211,2,21595,-0.103487287920046,0.0658456457147167,0.116924150704074
212,2,22385,-0.0756700003883639,0.0660154031745072,0.252469107086391
213,2,23441,-0.0720638189477523,0.0666702750971092,0.280480035688016
214,2,24209,-0.088584707824408,0.0660625997829449,0.180808395474731
215,2,24341,-0.0682623314484356,0.066287798721037,0.30381493888807
216,2,26815,-0.0921089207265675,0.0661262581124779,0.164519054276826
217,2,28209,-0.124406343785414,0.0659987236996565,0.0602535965684503
221,2,41245,-0.0629303853966352,0.0659906745787853,0.340925821181611
222,2,43214,-0.0439206294710679,0.067106188554882,0.513219483362426
223,2,47104,0.0100678206409941,0.0652728037134075,0.877506916774403
224,2,50915,0.0586594704776939,0.065842366598807,0.373585510948895
225,2,55834,0.0502741972338382,0.065557173846158,0.443668050258429
226,2,56422,0.056808772152926,0.0656594787556366,0.387515026253888
227,2,57715,0.0498293945407055,0.0654586836842915,0.447025366176517
228,2,59046,0.0564640794702451,0.0657751773843837,0.391231751093539
229,2,59191,0.0420621337567122,0.0654285090025386,0.520724729698777
230,2,59383,0.0522191760677072,0.0654266452193031,0.425329809148059
231,2,59477,0.0403855462418847,0.0664362060975682,0.543654896953283
233,2,60471,0.0539703826908796,0.0655109031209698,0.410587774430646
234,2,60478,0.0564360378509338,0.0655799233043897,0.390059670129402
235,2,60786,0.0493358369186228,0.0654881111064416,0.451738395192981
236,2,61035,0.0396147453797242,0.0655020815450829,0.545709711738834
237,2,61071,0.0390656720506979,0.0652055678893342,0.549480102210002
238,2,61675,0.0805291784533999,0.0652859830900796,0.218216143213444
240,2,62939,0.0629201385623406,0.0652275226324191,0.335392725336064
241,2,63527,0.0520899351082824,0.0654999512086979,0.426992733427887
242,2,63857,0.0252034757252646,0.0655601290083861,0.700889045558274
243,2,65527,0.0460510387562447,0.0653116884770645,0.481215200354437
247,2,67976,0.062314432350651,0.0662160260251892,0.347308536448117
250,2,72389,-0.0366705225203561,0.0658612670825477,0.578027596005844
251,2,72392,-0.0266443790371245,0.0663230588436742,0.688121230463746
252,2,73646,-0.0229523482887572,0.0649666718569401,0.724078781020054
253,2,74564,-0.0581460902245427,0.0647766838515117,0.369989743681049
254,2,74739,-0.0159175720534098,0.0650582882909915,0.806856964549521
257,2,80873,-0.0102914818349543,0.0652167342580184,0.874701229471305
258,2,81501,0.0179095008657775,0.0652012008673836,0.783722370778438
259,2,83526,-0.0144075027443774,0.0651024968014178,0.82498297844714
260,2,83845,0.00531828832901232,0.0651682741767017,0.935004253611284
263,2,84447,0.0240710495806772,0.0659885005542594,0.715496735433886
264,2,87391,0.0233581705705566,0.0648692108613383,0.719001898941453
265,2,87562,0.0115496273686592,0.0650424078533252,0.859161967435015
266,2,87849,0.0177126882157752,0.0650323193294441,0.785498729013592
267,2,87878,0.0311210899810601,0.065297628450407,0.633939245091531
269,2,89785,0.0206363935775861,0.0653166801188041,0.752231963320027
272,2,93721,-0.0188876158651162,0.0651208904753904,0.771956489018759
273,2,93952,0.00286255008770371,0.0649421780629877,0.964866799026881
274,2,95085,-0.0378683531095528,0.0650017531645142,0.560551815856002
276,2,107124,-0.0371053714191591,0.065035366876049,0.56867351352837
277,2,111645,0.00669080419110052,0.0651060389319473,0.918205618945393
278,2,111916,0.0158292022896614,0.0652550404734678,0.808475992743801
279,2,111931,0.0183247619936592,0.0653529913988041,0.779337434039051
280,2,111999,0.01052907893385,0.0651231459759122,0.871650731862743
281,2,114528,0.0382466153674331,0.0654686870664878,0.559460868839747
282,2,116024,0.0515249419263445,0.0655987717136157,0.432713184536474
286,2,120090,0.0422259178215117,0.0653581345952692,0.518653922032381
287,2,120291,0.0203826739165799,0.0661357262025589,0.758116038710725
288,2,120726,0.0366376937879423,0.0657335458026194,0.577630112660779
289,2,121716,0.023913991604647,0.0656754429593349,0.715983571488513
290,2,123100,0.0349897893629941,0.0657520195878011,0.594958429730235
291,2,124677,0.0193776513736943,0.065679678296367,0.76814235962063
293,2,127887,-0.00114008310567137,0.0661381175493038,0.986256555286302
294,2,128935,0.00859774516652889,0.066074038124852,0.896543313076427
295,2,129053,0.0162512768237799,0.0662711122697761,0.806425380764026
296,2,130040,-0.0267621356154517,0.0666660627902803,0.688342298803721
297,2,130976,-0.0458129214234797,0.066093181181492,0.488667109422858
298,2,132199,-0.0403271183495115,0.0664100072519746,0.544078995554761
299,2,133355,-0.0408507408097238,0.0668588091791097,0.541592721499205
300,2,133435,-0.0527949297863031,0.0669797898801175,0.431095976014824
302,2,135183,-0.0372347851136385,0.0670465537078419,0.57900213802142
303,2,135402,-0.022934583965468,0.0670545947752223,0.732532964211565
304,2,135898,-0.0275930987926321,0.0674053816795474,0.682523417751099
305,2,135912,-0.035215141541163,0.0674451407462975,0.601907198166156
306,2,135925,-0.0459735991869139,0.0671209526042845,0.493833395418341
307,2,136002,-0.0456381078790695,0.0670713130363217,0.496670961509733
308,2,136173,-0.00617028909008788,0.0675893171836427,0.927313235715036
310,2,138318,-0.0352517100673331,0.0693491619003039,0.611545000481595
311,2,138695,-0.0359906508101924,0.0681585870634997,0.597801409069188
312,2,138818,-0.032752273658504,0.0680381303562689,0.630543894103015
313,2,139728,-0.00455015550731952,0.0679380105490035,0.946639437618894
314,2,140174,0.00416021917162901,0.0679380813606567,0.951206350390246
315,2,140863,0.0112956319572179,0.0679083007206847,0.867987341198954
316,2,141152,-0.00524690828600871,0.0681016865915432,0.9386312341152
317,2,141292,-0.0105678621187648,0.0676102540451467,0.875881484422107
318,2,141545,-0.0319365545933403,0.0679206859540192,0.638499890135894
322,2,146723,-0.0238839802812734,0.0678074924903523,0.724874343815495
323,2,147946,-0.0736504468264558,0.0683283021074109,0.281818524006794
326,2,151397,-0.0646500326033781,0.068525418146264,0.346098068004491
327,2,153035,-0.0740847561818911,0.0677501965392607,0.27492051131784
328,2,153228,-0.067290331908999,0.0682661686405756,0.324952821002398
329,2,153455,-0.0584903274602531,0.0688056222282278,0.395856447313692
331,2,153815,-0.0762447084263644,0.0684916424720435,0.26638117325463
332,2,154160,-0.0898662815073801,0.0677241589949895,0.185384321552539
333,2,154235,-0.0913285451706538,0.068398306014156,0.182656331770857
335,2,159870,-0.0786770289259147,0.0667076258966532,0.239020952849273
336,2,161229,-0.0561687499507437,0.0677989672496892,0.407969674625341
339,2,162696,-0.0429201549506686,0.0675342139070145,0.525493264666303
340,2,163284,-0.0690272281798923,0.0665761114980616,0.30053096755804
341,2,164166,-0.0574361819186433,0.06722703598583,0.393484227057786
342,2,165270,-0.0641724475604093,0.0666430953718047,0.336243225222916
343,2,165675,-0.0416075389058799,0.0677972204765931,0.539805100698703
346,2,168062,-0.00886344741976086,0.0672221861652574,0.89517567749632
347,2,168518,0.00978914095097982,0.0668369023067212,0.883639411175045
348,2,168980,-0.00914034911098827,0.0668054300307655,0.891250716713301
349,2,169651,-0.017514354744822,0.066832432155938,0.793425185071759
352,2,170725,-0.0031266484556971,0.0669577040734785,0.962782025457284
353,2,171254,0.0232855605680886,0.0670548149905562,0.728601760705393
354,2,172242,0.0725095106308156,0.0661610339896636,0.273845636410141
355,2,173254,0.0731605159673203,0.0656502676456104,0.26586671274783
356,2,173340,0.0626711720957127,0.0656730316757693,0.340589463946309
357,2,173385,0.0813304250570758,0.0656757450900356,0.216404323312086
358,2,173973,0.0788575987595845,0.0655090827213167,0.229486676751822
360,2,177341,0.058336057033787,0.0653460127703267,0.372612313595942
361,2,180314,0.0132071905123365,0.0654379106362842,0.840167593663994
362,2,180339,0.0148980833078861,0.0656022260138719,0.820479605029356
363,2,182758,-0.0404876894930035,0.0653362045309755,0.535866742710691
364,2,183619,-0.00937320050029888,0.0656272609503567,0.886510037189182
367,2,187176,-0.0627799503670479,0.0659018017051015,0.341430040794144
368,2,191066,-0.0292191711703814,0.0664615459708285,0.660466704725163
371,2,191599,-0.0683660614836182,0.0654575406117265,0.296999467930624
373,2,191763,-0.036893620644235,0.0657889498773122,0.575298178338724
374,2,191959,-0.0482922891698235,0.0656073240217995,0.462170388766517
376,2,195759,0.00170282137938943,0.0662213624222382,0.979499923729096
377,2,196912,-0.000298362557010767,0.0651503056533602,0.996348604899712
379,2,198110,-0.0395900874284754,0.065506853036248,0.545988846667984
381,2,198805,-0.0651660481091814,0.0657315913066359,0.322171235946386
382,2,198891,-0.0471510280137892,0.0652620824400871,0.470473274226403
383,2,199248,-0.0629307625802958,0.0653737214878182,0.3363917429796
384,2,201782,-0.0380168600600593,0.0653477111246901,0.561097864136102
385,2,203285,-0.0179058772473438,0.0651185835538057,0.783497555030662
386,2,203783,-0.0149475197302235,0.064980453582128,0.818200908782816
387,2,204179,-0.0126231036515066,0.0651391052867029,0.846454226510889
388,2,205406,-0.00199759484776679,0.06581178010276,0.975802561901616
389,2,205834,-0.0435838382698022,0.0654555652441601,0.505939409079775
391,2,207192,-0.0418801143213524,0.0653974351546775,0.522332051731776
392,2,207561,-0.0315277416730055,0.0651245651189675,0.628604866098038
393,2,208682,-0.039645834825082,0.0650023449888077,0.542311239780713
394,2,210102,-0.0251672222372704,0.0651907871642401,0.699688585571562
396,2,214801,-0.0372202043020314,0.0651713425331249,0.568286420919617
397,2,215016,-0.0332547157091857,0.0651401999956782,0.610013380655186
398,2,218876,-0.0725044046929564,0.0657247464268175,0.270712510111845
399,2,227511,-0.0358088816466285,0.0662765326773658,0.589334290157258
400,2,230378,-0.0591929488975484,0.0653925194100855,0.365979743456424
401,2,231943,-0.0737233658300984,0.0655387107272706,0.261402999206003
402,2,232156,-0.0519742360685336,0.0655708303895665,0.428518443161224
403,2,232789,-0.0759781232320063,0.0652716143654349,0.245197951713358
404,2,238524,-0.0714641870445688,0.0653782428819564,0.275100458124638
405,2,241518,-0.0266809282991439,0.0660420646983856,0.686458092384769
406,2,250396,-0.082366459255916,0.065460385175649,0.209127829131277
407,2,250466,-0.0651643161891208,0.0654920742655904,0.320420024042844
408,2,252305,-0.0771642418130998,0.0656293066200604,0.240483592242733
409,2,254571,-0.0124828396837942,0.0666779681509351,0.851602865599036
410,2,254742,-0.0111982523215268,0.0666183991274759,0.866604424026837
411,2,254908,-0.0289986178133255,0.0671122085790519,0.66593869634026
413,2,255862,-0.020558479080657,0.0667166025816233,0.758152706090663
414,2,255975,-0.0047615800417935,0.0664841897968456,0.942945093685413
415,2,258311,0.0247454381967537,0.0653735866520675,0.705269290516446
416,2,259284,0.0174470031523688,0.065600445902487,0.79042635551473
417,2,266330,0.00476657460435648,0.0658886250013149,0.942369991116254
418,2,267100,0.00202354057196441,0.0658842228015698,0.975515315739378
419,2,268086,-0.022152093106275,0.0658785635810441,0.736877265414431
420,2,274614,-0.0253936617038049,0.0654748478128655,0.69836937200463
421,2,274729,-0.0131397047781956,0.065843279175297,0.841939379825404
422,2,275746,-0.0391139998479083,0.065785316263139,0.552511579088352
423,2,277029,-0.0497195269510755,0.0654589203474213,0.448028682503121
424,2,277741,-0.0278123179541347,0.065521389112102,0.671476613152778
425,2,278218,-0.029388048645233,0.0654010340938144,0.653453921767806
426,2,278379,-0.0107561839132034,0.0670362629478924,0.872615852544922
427,2,279910,-0.0556127308470603,0.0653297437955495,0.395200894573207
429,2,283431,-0.01433261931265,0.0663501794389853,0.82910099595713
430,2,283573,-0.0224278799060865,0.0655477324392902,0.732433330497425
431,2,286762,-0.0274612181690559,0.0657101586253966,0.676263837414188
432,2,287187,-0.0376256663584984,0.0653890772748087,0.565379221742414
433,2,288379,0.0210151337341198,0.0649143327068244,0.746329310044166
434,2,294941,0.0483047234086986,0.0649119110045394,0.457275908129295
439,2,297610,0.0680220520277066,0.0651911592270156,0.297465768591368
441,2,299680,0.038506641305179,0.0650582680568722,0.554310299745845
442,2,299708,0.0506103576390522,0.0651721898560846,0.43793624520024
443,2,299759,0.0574704475336092,0.0649348335257131,0.376733173184848
444,2,300111,0.0369647153913139,0.0654314690019502,0.572474852754902
446,2,301710,0.0647325392637004,0.0649329300604968,0.319489181269213
447,2,303446,0.00686900565461412,0.065432822959858,0.91645290382122
448,2,303854,0.0398183246727905,0.065412069238981,0.543094572125364
449,2,304472,-0.00479543179830019,0.0648928540670295,0.941133652853115
450,2,304691,-0.0236213470591031,0.0659327005792265,0.720359517101814
451,2,308097,0.0122140449674311,0.0652463536582789,0.851612242543767
453,2,309402,-0.00326439880572525,0.0648523738989857,0.959883231972436
454,2,310030,-0.000893521734884949,0.0652169470694923,0.989076457090444
455,2,310113,0.00169547109065078,0.0650349837913373,0.979216125627459
456,2,310972,-0.0369248622278027,0.0651041472950864,0.570961853977643
457,2,312659,0.0330514902794353,0.0648572703566899,0.61064772311667
460,2,318265,0.0393259225880856,0.0656909555170605,0.5497899255237
461,2,318379,0.0550250019781866,0.0658539290821487,0.403966869570189
462,2,321266,0.0894078496365527,0.0653046429207798,0.171842019610538
463,2,322957,0.0713378196988105,0.0647821810658234,0.271562057369624
464,2,325221,0.0826355638211354,0.0651011881728773,0.205155939710521
465,2,332691,0.189975384486277,0.0651340416223431,0.00376403801481996
466,2,333006,0.183258697786461,0.0650576408985848,0.00512218411094373
468,2,335046,0.106884855357932,0.0648766100869824,0.10034309433621
469,2,335049,0.0862789152908648,0.0652410893002004,0.186870248738015
470,2,335995,0.0948499689907028,0.0648367518395661,0.144383319366
471,2,336060,0.0928184849081209,0.0647572552212584,0.152648777458567
472,2,338292,0.0880599279289831,0.0647719800489437,0.174844159520865
473,2,339568,0.0940366661320649,0.0648462847391247,0.147905353331564
474,2,340466,0.0789606307863497,0.0654675222085914,0.228585193294509
478,2,348480,0.0569711501510821,0.0648715272917246,0.380424392712284
479,2,350086,0.0612066213883394,0.06486366751419,0.346009500855405
480,2,351083,0.0559988158780454,0.0657172067663136,0.394726327285033
481,2,351335,0.0412667663227145,0.0650082186830281,0.525974597253131
482,2,351417,0.0308393882659808,0.065014329317856,0.635545371837542
483,2,351450,0.0351421867179557,0.0650801399508261,0.589549052144384
484,2,352302,0.0603453700233307,0.0655425976915038,0.357833452601317
485,2,352469,0.0698233520652886,0.0648512971351399,0.28236362832505
486,2,352562,0.0776165766412938,0.0650922154850014,0.233901647325572
487,2,352944,0.0813659550471607,0.0648906968130019,0.210710834582411
490,2,355266,0.0757687149935106,0.0649098920988096,0.243880863669074
491,2,358277,0.0785493645769182,0.0649108153150126,0.227045567119859
492,2,358926,0.0622477483090246,0.0650567148065724,0.339311520562256
493,2,358948,0.0658777887417921,0.0650672557690118,0.312013127242104
494,2,359515,0.0610094867486374,0.0649827229299889,0.348446096123304
495,2,363190,0.083696635331718,0.0655492736370421,0.202494244216145
496,2,363588,0.104774710759488,0.065723511413595,0.111792005615221
497,2,363888,0.0920778909401506,0.0652097341029727,0.158822981966549
498,2,363954,0.0919998066707273,0.064949481988885,0.157516110412454
499,2,364199,0.080959359823129,0.0649024263781203,0.213077368922926
501,2,365981,0.069774346357173,0.0662527428950068,0.292990722683616
502,2,366047,0.0971233628464476,0.0649562916766151,0.135752798507281
503,2,366936,0.0813434863255326,0.0657691922999805,0.216982694704433
504,2,369530,0.103716902006529,0.0648188863507419,0.110470272236918
506,2,369931,0.076954902093537,0.0653716135641598,0.239912226055517
507,2,371033,0.0831800763405723,0.0651757221053703,0.202708574357697
508,2,372919,0.0833511052684922,0.0648923053703843,0.1998258453925
509,2,373518,0.101001048659519,0.0647841841033305,0.119883276820913
510,2,376157,0.0495115049570432,0.0650969902053868,0.44741535902543
511,2,376172,0.0584707231724683,0.0655474110746908,0.372980694856822
514,2,381433,0.0314166636388484,0.0655525280863218,0.632050880779091
515,2,381922,0.0440078302548818,0.0660416350239981,0.505613126222597
516,2,382146,0.0354375985899144,0.0650616645816069,0.586319536966881
517,2,384206,0.0458988090039725,0.0652458956432132,0.482223962236938
518,2,384955,0.0506180236827735,0.0650904488305661,0.437292292533147
520,2,387301,0.0501142283620913,0.0654234442697456,0.444189378222349
521,2,388313,0.0655520741732549,0.0649954210395254,0.313874363091897
524,2,390138,0.0627174215295135,0.0652062259284665,0.336792480557864
525,2,391233,0.0638186604036593,0.0655665604220717,0.331050053907538
530,2,395606,0.0532473271851219,0.0652118921820416,0.414748971930516
531,2,395726,0.074658441029126,0.0651284825881458,0.252436942651941
532,2,395853,0.0776950209158228,0.0653046138660389,0.234951127340947
533,2,396484,0.0818822514050491,0.065000241143784,0.208601792182916
534,2,396705,0.0909798374632475,0.0649344326292641,0.162061738360088
535,2,398759,0.0817271829459298,0.0655028209102895,0.212971823903928
536,2,400386,0.0942664089687932,0.0650876185676169,0.148420742398042
537,2,400847,0.0926232853402043,0.0650340040666666,0.155263704041454
538,2,401130,0.0856443779739174,0.0656602080614699,0.192961554257106
539,2,401143,0.0906825075968803,0.065510215583695,0.167156418924517
540,2,401979,0.106514028101812,0.0654018477100639,0.104287936467376
541,2,403598,0.0839503144368066,0.0651463526583156,0.198366549902632
542,2,404844,0.0944942263541014,0.0658370227578565,0.152094210337765
543,2,405100,0.0992391775740443,0.0652108724199489,0.128949564556143
548,2,406181,0.112345639729965,0.0651931489904297,0.0857147146922112
549,2,406688,0.0985858942275604,0.0648771507373725,0.129512195921932
550,2,407621,0.0702408728895982,0.0655162500753973,0.284401349688868
551,2,409016,0.0927738160070294,0.0660958253898125,0.161309337660273
552,2,410647,0.0651033301429768,0.065221973499155,0.318875369282926
554,2,419803,0.0484076909264149,0.0657220646136621,0.461884288868248
555,2,419943,0.0362265103379156,0.0661327245374466,0.584185779523539
556,2,422349,0.0571105184113798,0.0652785991804428,0.382237578398048
557,2,425467,0.0257482900161939,0.0651003145600726,0.692700194129889
560,2,429095,-0.0166154588554751,0.0654943572255239,0.799880450190323
561,2,431266,-0.0393251824848214,0.0655025758278154,0.548650997137664
562,2,431446,-0.0394736371985439,0.0657671511451872,0.548756106542614
563,2,432524,-0.036446589704796,0.0651400110680001,0.576167465545934
564,2,434090,-0.0653854669407536,0.0656772249100541,0.320147031848186
565,2,441927,0.00872273074083757,0.0650636896515995,0.893427975017072
566,2,446471,0.0376378993641824,0.0658325064018291,0.567874114665817
567,2,449325,0.0278510746933641,0.0654610128943193,0.670760276272451
569,2,450017,0.0408166820025447,0.0650784873771536,0.530939084119607
570,2,451779,0.0379949542672406,0.0653263708639303,0.561195632967973
571,2,451784,0.0339421759371728,0.065568441458405,0.605019582735256
