SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
63,1,82431,0.0231006371078769,0.107264804020001,0.829610381734881
64,1,83284,0.0612056401179579,0.106441411121611,0.565645984226
65,1,83613,0.096581835063725,0.106355357434418,0.364442265158714
66,1,84112,0.0851248245236054,0.106394824540011,0.424200073358186
68,1,84858,0.142021150043937,0.106523940408879,0.18331535024307
69,1,85751,0.112136065162312,0.107064515259693,0.295645976121329
70,1,87445,0.029468879075905,0.107445973794852,0.784039912023603
71,1,87467,0.0229728222766548,0.10801304532739,0.831694943448456
72,1,89070,0.110930574405552,0.10718140412438,0.301386899788177
73,1,89616,0.0490020957681388,0.106734585734815,0.646443261158449
74,1,89679,0.0643746120511049,0.106724981172356,0.546774813704567
75,1,89880,0.0737915533809467,0.106734785732988,0.48979732665986
76,1,91472,0.122111852744788,0.107403357426939,0.256331910178117
77,1,93789,-0.0634822270881039,0.106437633653335,0.551272608764077
78,1,94351,-0.105388611857588,0.106624071773669,0.323627459874155
79,1,99148,-0.0554561816818112,0.106450336407989,0.602722485379763
82,1,106800,-0.0141677224502143,0.106632227843593,0.8943756192295
83,1,107970,-0.0565703708102808,0.10627632973254,0.594856487292035
84,1,109000,0.0389325060352813,0.106486183085048,0.714874447420304
85,1,112549,0.0196904047219361,0.106380615023324,0.853261671843592
86,1,112742,-0.00912351103743912,0.106799152289221,0.931970509025927
87,1,113050,-2.49958352005614e-05,0.10662058762738,0.99981307858292
88,1,113135,-0.00899835283204006,0.106347940837135,0.932617518549659
89,1,114076,0.0743005508110152,0.10627546699182,0.484930101041844
90,1,114628,0.0957246894296698,0.106496259833929,0.369342637322528
91,1,116283,0.0839008722655343,0.107118020726297,0.434001751412675
93,1,127853,-0.107603613202769,0.106858080992034,0.314635645543424
94,1,128302,-0.137577848321739,0.106348605307883,0.196632248776184
95,1,128704,-0.128829570035985,0.106485974341247,0.227154973366973
96,1,128911,-0.11517590079787,0.106542109652167,0.280418892628951
97,1,130267,-0.00154711442474797,0.106667704792043,0.988436036742665
98,1,130271,0.00452135905998469,0.106794066060593,0.966253847036905
99,1,130613,0.00763047737771691,0.107791559531995,0.943605620657618
100,1,132012,0.0140821725299662,0.107560913397982,0.895910983472288
101,1,133231,-0.0875381333463004,0.106698578858595,0.412527781261497
102,1,137074,0.0146220507143802,0.106645524623326,0.891022883220069
103,1,137304,-0.0410515939215873,0.106663056875386,0.700564238638761
104,1,139686,-0.0753613017552943,0.106750304409194,0.480679486082922
105,1,149562,-0.131190389018725,0.106841412661057,0.2203032698498
106,1,150447,-0.149013889483401,0.107966058748691,0.168400966458962
108,1,154084,-0.106056185512654,0.108444625344683,0.328756190261262
110,1,157269,-0.0944953791277461,0.106501896805356,0.375540482997634
111,1,160054,-0.115490598312463,0.107457900662032,0.283219819320801
112,1,166222,-0.106711088922837,0.106686407352384,0.317883704617127
113,1,166416,-0.105453489176505,0.106472752615299,0.32264385131166
114,1,167326,-0.104551345304557,0.107081971134685,0.329551050834701
115,1,168836,-0.162708345296561,0.106366363257003,0.126987249112127
116,1,171200,-0.135964858112744,0.106632863082466,0.203121394265471
117,1,171431,-0.132620654167996,0.10731349074731,0.217345513588472
118,1,173339,-0.161801398438957,0.106360972524142,0.129092880648207
119,1,173845,-0.168446291293923,0.106242974689172,0.113752308501615
120,1,175121,-0.152320119865298,0.106099900970877,0.151993367003688
121,1,175281,-0.15671809962648,0.106172479386253,0.140816327838878
122,1,175315,-0.163215203419307,0.10611110758399,0.124906869151024
123,1,175523,-0.14762975381289,0.106780628782092,0.167676359188058
124,1,175541,-0.160417177759843,0.1062899910757,0.132131806052029
125,1,175653,-0.149404264443747,0.106673809293826,0.162220724309046
128,1,175856,-0.14441373822844,0.108463720495425,0.183901004486725
129,1,175876,-0.139067495655529,0.106813186088472,0.193775786269578
130,1,175989,-0.132241079408737,0.107143889891367,0.217935197726742
131,1,176001,-0.136268867133191,0.107690361488498,0.206570942103776
133,1,177692,-0.184142402636537,0.10601402952592,0.0832660745574057
134,1,178191,-0.174043286759715,0.10616846317805,0.102039055067254
135,1,178224,-0.184142402636537,0.10601402952592,0.0832660745574057
136,1,178960,-0.187850330149171,0.106849671855959,0.0796004204601379
140,1,183802,-0.109724841044331,0.106319239935964,0.302763749577344
141,1,183954,-0.124514780123749,0.107049772305336,0.245554924898629
142,1,184450,-0.0775180804164164,0.106235547949445,0.466068992977667
144,1,184718,-0.0941189076626893,0.106802275942252,0.378785169720314
145,1,185296,-0.0545848624442208,0.106426461867417,0.608350420985793
146,1,185438,-0.0436005206547889,0.106445842650878,0.682345743277056
147,1,185469,-0.0438665496229027,0.106599229213604,0.680949025651646
148,1,185503,-0.0443750243577428,0.106322789607372,0.676667830436809
149,1,185705,-0.0422634834423106,0.10751408739836,0.694485004347798
150,1,185749,-0.0864698530915915,0.107439088081819,0.421461385575519
151,1,185806,-0.0563886958832139,0.107639375758006,0.600699927103087
152,1,185879,-0.0791133686627779,0.108119573291999,0.46482432007568
153,1,185916,-0.0327272757353541,0.108138298205284,0.762340359831504
154,1,185941,-0.0515508403511414,0.108588794960918,0.635269830968079
155,1,185954,-0.0917476200688873,0.108831181640587,0.39978421869786
156,1,186055,-0.0575160612221372,0.106722550068347,0.590274368054463
157,1,186896,-0.0557368427444064,0.10847629001188,0.607702179510736
161,1,190132,-0.0369129227127064,0.10688382359741,0.730032784238863
162,1,190148,-0.0277419155780041,0.106923925208462,0.79543566981053
163,1,190165,-0.017000351371304,0.107752027897663,0.874725953029064
164,1,190169,-0.0162562244409513,0.107617975335842,0.880018677873125
165,1,190933,0.100037481338744,0.106615838570778,0.348732574187428
166,1,192149,-0.00736543334532438,0.107620739448156,0.945475092492596
168,1,192303,0.0588694691586017,0.128262677479286,0.646534001965625
171,1,192795,0.00576935715050405,0.106546180100874,0.956847174511322
173,1,194187,0.0114174643719063,0.10663316253221,0.914792400441902
174,1,194867,0.0432381655299874,0.106552012920597,0.685139836645122
190,2,8314,0.174013909437514,0.107984913386992,0.107972124053384
194,2,8498,0.238673989740052,0.10747449483578,0.0270021463264629
195,2,8651,0.199368754701045,0.107802986810101,0.0652386502096181
197,2,9812,0.22128965945742,0.10832921505177,0.0418194512638307
198,2,9932,0.187461846722258,0.108078565212523,0.0837030277274561
199,2,10135,0.220405306128355,0.107484207035265,0.0410455413719757
200,2,11616,0.211927016872106,0.107417106606107,0.0492827626213335
201,2,12133,0.215242232367409,0.107830236222968,0.0466885365472403
202,2,12194,0.215368535602493,0.108251190529874,0.0474144794145791
203,2,12359,0.216308686552319,0.107925810150478,0.0458084004954747
204,2,13061,0.24330289924858,0.107754813151672,0.0245602318048611
205,2,14298,0.196093613413028,0.108371110060602,0.0712294305057075
206,2,15222,0.220004292978927,0.10930879239966,0.0449066244571946
207,2,17986,0.200425805836155,0.107479625031104,0.0630419500212848
208,2,19770,0.186156712953092,0.108302193966106,0.0865158983187028
209,2,19836,0.211170679598602,0.107871732750344,0.0510634594018116
210,2,19851,0.213347189392751,0.108178892091499,0.0493704124227644
211,2,21595,0.229630384040251,0.107632277491613,0.0335751323864934
212,2,22385,0.224334434904797,0.107767038575705,0.0380935343672252
213,2,23441,0.24489365638011,0.108700884378506,0.0248781280187679
214,2,24209,0.282683386983565,0.107530608476488,0.00894149003841893
215,2,24341,0.280027781735415,0.107809560203165,0.00978548550404453
216,2,26815,0.308553049156587,0.107456816146209,0.00433305542570703
217,2,28209,0.290152696442163,0.10763888217155,0.0073622716949352
221,2,41245,0.160781458157206,0.107985428966331,0.137401771866194
222,2,43214,0.177952648325976,0.109671985300508,0.105569822559648
223,2,47104,-0.00854821530463081,0.107010480142055,0.936376341736603
224,2,50915,-0.00882934860935582,0.108061842186338,0.934926462747956
225,2,55834,-0.0231900991757841,0.107556442906927,0.829417338158829
226,2,56422,-0.00692572585977447,0.107755196471782,0.948789409044621
227,2,57715,0.0248534909415342,0.107392470269881,0.817117368610277
228,2,59046,0.025484502755885,0.1079354027234,0.813485148388329
229,2,59191,0.0308914842285484,0.107313281085169,0.773620817095036
230,2,59383,-0.0226235051411566,0.107350031291491,0.833207691997904
231,2,59477,0.0427888258178048,0.10894830749115,0.694745406793025
233,2,60471,-0.0618969725051596,0.107450885350623,0.564949151138792
234,2,60478,-0.0572795893081074,0.107580860474938,0.594761175486447
235,2,60786,-0.0723193620796308,0.107378118240531,0.501068789119506
236,2,61035,-0.0196490789312972,0.107434247275065,0.854986188904689
237,2,61071,-0.0314056100701752,0.106938886648861,0.769176471814484
238,2,61675,-0.0646663242415344,0.107204619390903,0.546759921065978
240,2,62939,0.00649222154018541,0.107073895290618,0.951685729701121
241,2,63527,-0.041932848999123,0.107453200104935,0.696592311577397
242,2,63857,-0.0322166696450061,0.107487700944916,0.764563912858009
243,2,65527,-0.111556685749826,0.106982319640279,0.297773915659572
247,2,67976,-0.0563173599080973,0.108648902577892,0.60454396272247
250,2,72389,0.0731772779769013,0.107949725691657,0.498289991979026
251,2,72392,0.137551038907295,0.108507776452457,0.205754702289993
252,2,73646,0.0164292565512754,0.106521209616798,0.877512899174463
253,2,74564,0.0800205655518259,0.106230291472111,0.451787094442663
254,2,74739,0.0850134699089693,0.106569193176705,0.425563329724103
257,2,80873,0.12793585296725,0.106702640953272,0.231334416972192
258,2,81501,0.12971432230731,0.106678707012945,0.224822363290092
259,2,83526,0.127622469997817,0.106519684003472,0.231677365829463
260,2,83845,0.122112145056526,0.106639608835007,0.252946882610812
263,2,84447,0.175627527229342,0.107796999546471,0.104153566471096
264,2,87391,0.135885297213196,0.106119549128776,0.201212675766227
265,2,87562,0.135705868190013,0.106389992166995,0.202953017615343
266,2,87849,0.116577187538921,0.106444105544908,0.274177331087861
267,2,87878,0.0889543938354142,0.106978257475765,0.406242925402769
269,2,89785,0.13239118870163,0.106862842900047,0.216209784917904
272,2,93721,0.118033384899837,0.106586535301327,0.268877244194952
273,2,93952,0.112731988515635,0.106296899747937,0.28962461714862
274,2,95085,0.137440037578673,0.10636344220928,0.197142278269767
276,2,107124,0.114718297503399,0.106492838997415,0.282108879703664
277,2,111645,0.0702232827577596,0.106670584404032,0.510762223576553
278,2,111916,0.0834547972166907,0.106895389550782,0.43549355875935
279,2,111931,0.0890048346216726,0.107046461191985,0.406275966052516
280,2,111999,0.0851736709270061,0.106670159503213,0.425130585602149
281,2,114528,0.00580344692951556,0.107380398379197,0.956929341370174
282,2,116024,-0.0358762247179671,0.107619227763767,0.739058515899254
286,2,120090,-0.0494735208315975,0.107178720321799,0.644653693203477
287,2,120291,-0.0509905329269794,0.108403129809676,0.638374904014133
288,2,120726,-0.00515499783357841,0.107810238225051,0.961890343275031
289,2,121716,-0.00805387006647158,0.107687290695843,0.940424623603472
290,2,123100,-0.108667597506637,0.107681475287139,0.313590200448108
291,2,124677,-0.199687875417635,0.107162378142345,0.0632342349145774
293,2,127887,-0.23681405193705,0.107691372033381,0.0285255807054219
294,2,128935,-0.252785840455275,0.107485173349022,0.0192306712410285
295,2,129053,-0.245069757551863,0.10786793169511,0.0236911143487714
296,2,130040,-0.188309955669679,0.108856449033384,0.0845235553264521
297,2,130976,-0.24528482123499,0.107637646380202,0.0232755454481756
298,2,132199,-0.243833066638368,0.1081531502018,0.0247761565495505
299,2,133355,-0.241806442388681,0.108908058763867,0.0270342827781822
300,2,133435,-0.256403248566323,0.109052269422542,0.0192624746348863
302,2,135183,-0.226526957109295,0.10930074911769,0.0389432667227712
303,2,135402,-0.217127615932578,0.109338072178177,0.0478246033354186
304,2,135898,-0.25356097687993,0.109703200324399,0.0213897037915645
305,2,135912,-0.232086609300089,0.109919927990538,0.0354390674836675
306,2,135925,-0.225492135969977,0.109454751242218,0.0401176797768553
307,2,136002,-0.224688035518667,0.109376556831483,0.0406862984704576
308,2,136173,-0.237616437017331,0.110082720148845,0.0315605446943296
310,2,138318,-0.142917897735086,0.113477534573979,0.208704342988774
311,2,138695,-0.133634219145638,0.111556384720018,0.231756761281334
312,2,138818,-0.141998415871881,0.111321644770257,0.202946756257422
313,2,139728,-0.164762205279577,0.111032104029372,0.138723792589883
314,2,140174,-0.156232687561887,0.111067026184362,0.160410264141584
315,2,140863,-0.202431054058479,0.110810249441187,0.0685702247110463
316,2,141152,-0.162333837661633,0.111311606886854,0.145626911837765
317,2,141292,-0.18160160817371,0.110421446528045,0.100937846414544
318,2,141545,-0.187605670375441,0.11093515036035,0.0916947588630694
322,2,146723,-0.123002218574634,0.110989815636703,0.268517102723161
323,2,147946,-0.138768474531945,0.111957838790491,0.215994584812164
326,2,151397,-0.108984565244164,0.112332032618144,0.332610979209318
327,2,153035,0.0349525443191311,0.111241666881753,0.753551935796886
328,2,153228,0.0343445800846894,0.112054151330482,0.759404800117358
329,2,153455,-0.0292099727684223,0.112904218001131,0.796006220243842
331,2,153815,0.0287984750462048,0.112471257684303,0.798059937644666
332,2,154160,0.000975870584052768,0.111303125574921,0.99300944310214
333,2,154235,0.0347571941245701,0.112399361224657,0.757329421842798
335,2,159870,-0.0161750287345086,0.109571962491139,0.882726837745249
336,2,161229,0.011304332473065,0.111255594448185,0.919126416820875
339,2,162696,0.0552007324496968,0.11073953772028,0.618460737660692
340,2,163284,0.0595923502047102,0.109264512355198,0.585826124297343
341,2,164166,0.0457948201693557,0.110298558945854,0.67825531267473
342,2,165270,0.144841402425037,0.109125720107321,0.185270786797218
343,2,165675,0.133056988413968,0.110979905601819,0.231359893260071
346,2,168062,0.222167385342733,0.10957014498896,0.0433491438049413
347,2,168518,0.150097209865221,0.109283732146529,0.170479980320469
348,2,168980,0.178277499793545,0.109111511765231,0.103170962723023
349,2,169651,0.205089830876928,0.109030274600787,0.0607899546323425
352,2,170725,0.227889962072781,0.109098205737162,0.0374369444109813
353,2,171254,0.212692927447693,0.109363689972709,0.0525902180489015
354,2,172242,0.146811250226564,0.108367019629976,0.17636059462742
355,2,173254,0.0742037210531865,0.107743445083052,0.491459722111451
356,2,173340,0.115007458750721,0.107628831968965,0.285999848608434
357,2,173385,0.0885163811805614,0.10779913937141,0.412130248459077
358,2,173973,0.0937978528530369,0.107499534948434,0.383505906197971
360,2,177341,0.0920155191997654,0.10713684181967,0.391000730949579
361,2,180314,0.0550943769754271,0.107244623948828,0.607764811963998
362,2,180339,0.0753138674560677,0.107481026070101,0.483940757430092
363,2,182758,0.127147658513377,0.106956143553264,0.235324113657551
364,2,183619,0.117522727824732,0.107410064021585,0.274635207141601
367,2,187176,0.0850869653416511,0.108082966520827,0.431671076989766
368,2,191066,0.114281314103121,0.108816615613226,0.294335726664277
371,2,191599,0.0296932080715084,0.107464755700026,0.782474380056768
373,2,191763,-0.000238061281128937,0.10790203974103,0.998240897092215
374,2,191959,-0.0757967672487817,0.107563136076948,0.481478815462811
376,2,195759,-0.0127516244104587,0.10856088305839,0.906561882583312
377,2,196912,-0.088877013372856,0.106702215731288,0.405439280723231
379,2,198110,-0.018512955606786,0.107442568337975,0.863296029409526
381,2,198805,-0.0351368797974983,0.107893683515581,0.744873001720569
382,2,198891,-0.0269785944888525,0.107059710997786,0.801190983348288
383,2,199248,-0.0421180548632467,0.107290446667106,0.694880611205569
384,2,201782,-0.0924366697247823,0.107069011806176,0.388538246247695
385,2,203285,-0.0346645670584268,0.106750503587993,0.745581493332933
386,2,203783,-0.0493174172498006,0.106504206649298,0.643609531534759
387,2,204179,-0.0473652895367061,0.106764577534467,0.657572970070505
388,2,205406,-0.0137770546076452,0.10788908504771,0.898461901897007
389,2,205834,0.00320931517359759,0.107374690680728,0.976172521319583
391,2,207192,0.0137175674611212,0.107271936672488,0.898319469331795
392,2,207561,-0.00518653740212544,0.10679989947671,0.961294917564218
393,2,208682,0.0188354510522626,0.106615874435604,0.859871687771106
394,2,210102,0.00659185698213966,0.10689536712038,0.950863364036684
396,2,214801,0.0256650931980291,0.106882126845651,0.810372573047515
397,2,215016,-0.045806370075202,0.106802042778083,0.668264605924408
398,2,218876,0.0177345479398385,0.107930194849417,0.869577232997603
399,2,227511,0.0735433577070396,0.108627763840402,0.498835578545929
400,2,230378,0.0182840601591358,0.107324038647593,0.864822158056442
401,2,231943,0.0441496498935577,0.107610513337811,0.681854849792021
402,2,232156,0.00968144164036928,0.107590811177527,0.928351036549672
403,2,232789,0.0668283148844574,0.107152042718016,0.533242212905631
404,2,238524,0.0225310048176662,0.107355240715427,0.833887592910594
405,2,241518,0.028823338984023,0.108283123562294,0.790252172050894
406,2,250396,0.0134182304169312,0.107553379334272,0.900785520945113
407,2,250466,-0.0273131450472727,0.107507938570608,0.799599436278265
408,2,252305,0.0127966410376667,0.107800607733903,0.90557534787706
409,2,254571,-0.058006837352903,0.109273279319669,0.595862140103835
410,2,254742,-0.018435021155927,0.109213765907058,0.866052527287926
411,2,254908,-0.0396252610509087,0.11003223215859,0.71896968351816
413,2,255862,-0.0535877721633671,0.109352316244865,0.624405080712128
414,2,255975,-0.0628863016134324,0.108943167457769,0.564145622044084
415,2,258311,-0.019836226224385,0.107189613219279,0.853290327620092
416,2,259284,-0.0220743535682995,0.107549333198491,0.837496178895382
417,2,266330,0.0227354761448469,0.108011437618114,0.833405628868789
418,2,267100,0.026392166657256,0.108001207784907,0.807086883922932
419,2,268086,0.026784412582903,0.108008808249604,0.804291288347729
420,2,274614,-0.0354311261887302,0.107345374964553,0.741545407274513
421,2,274729,-0.0282083719528555,0.10793872297254,0.793985115008138
422,2,275746,-0.0523448830959253,0.107866066668773,0.62778114933239
423,2,277029,-0.00253521012930095,0.107400532168635,0.981180868738914
424,2,277741,-0.036470812845046,0.107425244664319,0.734435395669114
425,2,278218,-0.0487739957476684,0.107217298982896,0.649455140166638
426,2,278379,-0.0368372032714246,0.109885363287743,0.737648436652049
427,2,279910,-0.0218483872396381,0.107204755546309,0.83862680696743
429,2,283431,-0.0554312473800535,0.108741258139083,0.610542640793935
430,2,283573,-0.0860052827671367,0.107378848000684,0.423698302747334
431,2,286762,-0.0463005188694359,0.107723300619331,0.66759632643522
432,2,287187,-0.0326388011342526,0.107234651487857,0.761026859814507
433,2,288379,-0.00799615667467979,0.106435112217256,0.940156177245406
434,2,294941,-0.144364193854843,0.106222089633005,0.1749892698089
439,2,297610,-0.065302206976717,0.106982234408742,0.541988088055443
441,2,299680,-0.0152980348096352,0.106705936747169,0.886082703501321
442,2,299708,0.000705263781944583,0.106934113276446,0.994741466564188
443,2,299759,0.00386957419211349,0.106571621643707,0.97105600985509
444,2,300111,0.00203033564428451,0.107316382652257,0.984916284905729
446,2,301710,0.0524815562949062,0.106563796423312,0.622679472706386
447,2,303446,0.00745453888198242,0.107271116734075,0.944636945256597
448,2,303854,0.00195794121576657,0.107292371392522,0.985450799788701
449,2,304472,-0.00289371298298426,0.106385665697754,0.978315414554065
450,2,304691,0.0277148849546311,0.108099257561154,0.797803942938555
451,2,308097,-0.0437041355370258,0.106944493873709,0.683035628236728
453,2,309402,-0.105599674641651,0.106170306314519,0.320599823391087
454,2,310030,-0.12554891297867,0.106707272023314,0.240158700157109
455,2,310113,-0.116752348557402,0.106436818972772,0.273425423897987
456,2,310972,-0.112706614631743,0.106611331595844,0.291155592771614
457,2,312659,-0.206064518742747,0.105798754012878,0.0522429769710933
460,2,318265,-0.0846853446752406,0.107653693284881,0.43201691605235
461,2,318379,-0.0693316872058135,0.108004222373046,0.521332040937464
462,2,321266,-0.153616801298192,0.107032066326281,0.152103884232494
463,2,322957,-0.147177711405816,0.106096984835939,0.166256059372253
464,2,325221,-0.0901005200642949,0.106862239446954,0.399717474117197
465,2,332691,-0.0492294736120249,0.108027588012443,0.648877254257126
466,2,333006,-0.0270315780737805,0.107837543403311,0.802215515926702
468,2,335046,-0.0231822636995999,0.106759316430865,0.828220707274468
469,2,335049,-0.0191569250377044,0.107215625258027,0.858294133578716
470,2,335995,-0.00990976146847399,0.106613393723327,0.925995667185223
471,2,336060,0.00451837943197395,0.106470863935093,0.96617376226519
472,2,338292,0.0385818578726297,0.106444627306073,0.717225649449235
473,2,339568,0.0341597293813579,0.106609292471881,0.748839696254154
474,2,340466,-0.00909087717513811,0.107546889378561,0.93268342342625
478,2,348480,-0.0930944933067498,0.106350745575909,0.381976827212735
479,2,350086,-0.118079484960226,0.106285487179047,0.267339431173343
480,2,351083,-0.157932938466072,0.10751905054209,0.142755011409825
481,2,351335,-0.132777007120363,0.106400460764873,0.212895254439786
482,2,351417,-0.118164077568167,0.106432405533627,0.267657128838431
483,2,351450,-0.138152255217029,0.106482464163464,0.19533467729915
484,2,352302,-0.0924466451249617,0.107466494423599,0.390242322763245
485,2,352469,-0.134118248979518,0.106251727507668,0.207685347908114
486,2,352562,-0.169341890495693,0.106545930655647,0.112869987173516
487,2,352944,-0.172210945606736,0.106223342157824,0.10586423722299
490,2,355266,-0.112911407752209,0.106448557390008,0.289545372346169
491,2,358277,-0.0473435279730974,0.106605117310349,0.657241078214328
492,2,358926,-0.070526269968274,0.106725808439407,0.509160451864211
493,2,358948,-0.0666056284503828,0.106766796259011,0.53313416601769
494,2,359515,-0.0501973223537006,0.106631743312722,0.638107152272469
495,2,363190,-0.16193832837253,0.107363542028136,0.132367694418239
496,2,363588,-0.176496806699839,0.107725072682976,0.102229155216567
497,2,363888,-0.157533514566343,0.106877541419244,0.14138282006427
498,2,363954,-0.127819858323166,0.106563024502926,0.231147139113282
499,2,364199,-0.123482380966766,0.106432163651342,0.24675227764622
501,2,365981,-0.112811708884556,0.108619017086945,0.29970169110104
502,2,366047,-0.145270459116967,0.106545450063161,0.173606493106854
503,2,366936,-0.0821787088303472,0.107966418969318,0.447075257600953
504,2,369530,-0.121925894827815,0.106450742137436,0.25283025315901
506,2,369931,-0.102298524671247,0.107241852465662,0.340784542916075
507,2,371033,-0.123286966804547,0.106893691989705,0.249542768244276
508,2,372919,-0.113896940136663,0.106459911666117,0.285414422239204
509,2,373518,-0.104008570639695,0.106427945958511,0.329105996057251
510,2,376157,-0.0791225201232489,0.106723967290083,0.458958798621392
511,2,376172,-0.0786654669634674,0.107497570524856,0.464783308555791
514,2,381433,-0.0655605107868106,0.107444729843826,0.542135888579669
515,2,381922,-0.083961931819867,0.108244124874513,0.438462044557886
516,2,382146,-0.0410102499445435,0.106684185670821,0.700907571212553
517,2,384206,-0.0225276731784413,0.107031963472607,0.833417519919782
518,2,384955,-0.0486981834597961,0.106768799587414,0.648592255951824
520,2,387301,-0.0529385811937454,0.107306916600432,0.622080543767089
521,2,388313,-0.0718567646658657,0.106637951560225,0.500854930670423
524,2,390138,-0.0896943156898085,0.106932166831856,0.402151218128195
525,2,391233,-0.106269507656454,0.107484851247354,0.323490624195861
530,2,395606,-0.0595401446640209,0.106961961103234,0.578120775550583
531,2,395726,-0.0603944277561025,0.106921479864802,0.572535646567275
532,2,395853,-0.0597647606171674,0.107227249207786,0.577631031658326
533,2,396484,-0.0626457355085659,0.106748195312329,0.557676068869398
534,2,396705,-0.0840064102898371,0.106655028791176,0.431432328140567
535,2,398759,-0.0631371013478566,0.107568976125286,0.557615655525103
536,2,400386,-0.0664250162779648,0.106962393067074,0.534991971412656
537,2,400847,-0.08362635558554,0.106829554820334,0.434268401927937
538,2,401130,-0.0681805698205271,0.107841001156055,0.527644327720133
539,2,401143,-0.0890905826844704,0.107583695500157,0.408170620481463
540,2,401979,-0.0997794657777585,0.107490341146873,0.353904670416286
541,2,403598,-0.0822362818851098,0.106961933277523,0.442504216607561
542,2,404844,-0.104366138717345,0.108104673181961,0.334996676943291
543,2,405100,-0.0490020390360219,0.107224714639377,0.647949837506345
548,2,406181,-0.0941557810771327,0.107208812394422,0.380407255372781
549,2,406688,-0.103001411751101,0.106565591280619,0.334428696398469
550,2,407621,-0.137515268319653,0.107332405920827,0.200961200688784
551,2,409016,-0.0534231574934609,0.108621848899569,0.623147344987654
552,2,410647,-0.086694896678626,0.106975834427698,0.418247299040899
554,2,419803,-0.12550262647015,0.107620013968774,0.244335271291022
555,2,419943,-0.0971935976327867,0.108340227356503,0.370269197439399
556,2,422349,-0.110500289976676,0.106971744821056,0.302317738089366
557,2,425467,-0.102041548047552,0.106610458128799,0.339149685031464
560,2,429095,-0.161630546836375,0.107035687845619,0.131922124085008
561,2,431266,-0.0906202425484244,0.107331019188422,0.399070156643297
562,2,431446,-0.0880897426548009,0.107771334702708,0.414264701560082
563,2,432524,-0.114539327311785,0.106663409824268,0.283628346507076
564,2,434090,-0.169196247770301,0.107445168423731,0.116216450207939
565,2,441927,-0.173224815256135,0.106268531670199,0.10397928920019
566,2,446471,-0.178214151510116,0.107557929610206,0.0984255098954003
567,2,449325,-0.122269378788597,0.107146454509726,0.254584158383425
569,2,450017,-0.146317444922588,0.10646426039905,0.170209929713268
570,2,451779,-0.232974901975804,0.106427023365972,0.0292470876744706
571,2,451784,-0.228254841861007,0.106844831085223,0.0333405809803504
572,2,453525,-0.206128159551669,0.107006029704178,0.0548667296755072
573,2,453768,-0.203475127976409,0.10716311254714,0.0584135892382907
574,2,454027,-0.159043615995807,0.106925300227149,0.137794661304902
575,2,455029,-0.183905359775971,0.106869111305908,0.0861548897422605
576,2,455247,-0.163995074923853,0.106613074349313,0.124889057782465
579,2,455756,-0.122509176526097,0.114736831410055,0.286367178292539
580,2,457024,-0.172268983704167,0.107365024801452,0.10949444495223
581,2,457298,-0.157343963633365,0.107742265567713,0.145076841966088
582,2,460202,-0.110542723556113,0.108152591167512,0.307433690125646
586,2,464424,-0.0580806503172541,0.107707131344741,0.590056998523585
587,2,465824,-0.00862764242280939,0.108809805113663,0.936846063727109
588,2,470145,-0.035463750848742,0.107243246235507,0.741078496761035
