SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
117,1,171431,-0.095701012655846,0.0962394074943499,0.320706550926815
118,1,173339,-0.122888592718949,0.0954006866116969,0.198544041593567
119,1,173845,-0.133688274360692,0.0952800491475568,0.161463360178254
120,1,175121,-0.0929309021600055,0.0952275634923592,0.329791028932896
121,1,175281,-0.0906541705813137,0.0953149347056838,0.342203629306222
122,1,175315,-0.0919035699515809,0.0952814627850885,0.335431422410823
123,1,175523,-0.108232380193646,0.0957744226025793,0.259211456844733
124,1,175541,-0.0915355578694903,0.0954316506231597,0.338127589515445
125,1,175653,-0.102427478242415,0.0957031509634039,0.285232484653154
128,1,175856,-0.12661945403409,0.0972074715852845,0.193571041061338
129,1,175876,-0.112011971790804,0.0957621107522684,0.242914950285496
130,1,175989,-0.102784948565826,0.0960656201501165,0.285375022555161
131,1,176001,-0.101960705520011,0.0965702816982342,0.29177312644845
133,1,177692,-0.0687804954722507,0.0953366806294808,0.471111243266001
134,1,178191,-0.0775404594427091,0.095412455075741,0.416945295013165
135,1,178224,-0.0687804954722507,0.0953366806294808,0.471111243266001
136,1,178960,-0.0555402492614294,0.0961234964632347,0.563766877566048
140,1,183802,0.109827122482286,0.0952397333882166,0.249622918362622
141,1,183954,0.0677551085020065,0.0960459534764404,0.48099878061359
142,1,184450,0.113605877589207,0.0950800236031877,0.232949809778377
144,1,184718,0.124531792883318,0.0955838725302538,0.193473996820113
145,1,185296,0.106682070836499,0.0952378248119891,0.263405028213998
146,1,185438,0.0914163759984096,0.0952873009528468,0.338025857830059
147,1,185469,0.090316961112631,0.0954281436802915,0.344571886300396
148,1,185503,0.089254390784435,0.0951835396002921,0.349035477975056
149,1,185705,0.095981067107553,0.0962316443641222,0.319255480694497
150,1,185749,0.0740326607429358,0.0962865529792877,0.442479552098268
151,1,185806,0.108804425980094,0.0963218933478883,0.259415239739065
152,1,185879,0.0805032730394349,0.0968673836303983,0.406497622435097
153,1,185916,0.0777039373922044,0.0968297196509713,0.422815140112952
154,1,185941,0.0690578774181019,0.0972707709666066,0.478200710543039
155,1,185954,0.0782663162943592,0.0975355497395237,0.422839034777805
156,1,186055,0.109270465258475,0.0954991512107915,0.253314510572127
157,1,186896,0.0880481762751481,0.0971316724101999,0.365298778983103
161,1,190132,0.0775045309916019,0.0957085866189977,0.418602362293145
162,1,190148,0.066513853371503,0.0957609208652619,0.487773916977469
163,1,190165,0.0704862787775207,0.0964897836736674,0.465566041437463
164,1,190169,0.0695925715249058,0.0963711171086837,0.470692028709823
165,1,190933,-0.0505770146341782,0.0956223013894979,0.597189976164476
166,1,192149,-0.0940946984660692,0.0963121513377324,0.329249882861185
168,1,192303,0.012631496808526,0.114971715345393,0.912577979909908
171,1,192795,-0.152130394770131,0.0951351354477745,0.110693480657636
173,1,194187,-0.128710907504507,0.0953123164318894,0.177748935286134
174,1,194867,-0.106698744387714,0.0953371971176637,0.263827626899277
190,2,8314,0.0512934658798414,0.0970848822514151,0.597597941336305
194,2,8498,0.121326072982681,0.0967657917165583,0.210740190210398
195,2,8651,0.136913491078288,0.0967979135463593,0.158118254290116
197,2,9812,0.136119151404435,0.0973794714130884,0.163044326383
198,2,9932,0.137080895327327,0.0969897042289085,0.158432520015614
199,2,10135,0.131814449687741,0.0966369212579001,0.173431131421432
200,2,11616,0.141385551523327,0.0964954340470468,0.143755199266615
201,2,12133,0.12847571599129,0.0969322964193846,0.185890038047661
202,2,12194,0.136127958586247,0.0972795078629318,0.162586528664638
203,2,12359,0.131423760086212,0.0970118845786167,0.176373766419795
204,2,13061,0.124970609136936,0.0970288643434156,0.198598831401614
205,2,14298,0.132863600601736,0.097306777233303,0.172993828176479
206,2,15222,0.130246566338392,0.0982705709095058,0.185899883019941
207,2,17986,0.170819624019932,0.0963604498726501,0.0771382754844696
208,2,19770,0.150363609124582,0.0971284495798136,0.122496589549165
209,2,19836,0.149995939955133,0.0968614046749876,0.122382957217349
210,2,19851,0.156090353837074,0.0971197224937974,0.108905606204923
211,2,21595,0.137522472268286,0.0967954679786617,0.156271214876896
212,2,22385,0.150623742045662,0.0968323772331982,0.120720690761395
213,2,23441,0.14573219336471,0.0978002783795766,0.137090894320002
214,2,24209,0.148802645808541,0.0969766855879806,0.125822924003919
215,2,24341,0.143441109480153,0.0972304223806613,0.141031366495901
216,2,26815,0.178612850157086,0.0969478362184767,0.0662609487730908
217,2,28209,0.17935547210695,0.0969768890463144,0.0652262786586448
221,2,41245,0.156577077151124,0.096713429298781,0.106344688677217
222,2,43214,0.153317159787312,0.0983075291201121,0.119758331535152
223,2,47104,0.0374217902765972,0.0958749450299051,0.696536272717662
224,2,50915,0.106311196376825,0.0966723777178942,0.272209630128654
225,2,55834,0.0980551411051517,0.0962489714236615,0.30901196906225
226,2,56422,0.101160400779069,0.0964124630130397,0.294782682886393
227,2,57715,0.0952399089934555,0.0961107908612937,0.322394231157501
228,2,59046,0.14018809309097,0.0964430456917355,0.146950041936312
229,2,59191,0.0935349816502183,0.0960484668656555,0.33080726209834
230,2,59383,0.101079910503485,0.0960545517114379,0.293373589038864
231,2,59477,0.101136292563385,0.0975041530715319,0.300328826454613
233,2,60471,0.0478894088915211,0.0963009440368836,0.61929479869996
234,2,60478,0.0499003512606629,0.0964080229369534,0.605064777531644
235,2,60786,0.0133149647496787,0.0962834108523189,0.890090639522811
236,2,61035,0.0133024761626869,0.0962764713784683,0.890185206748575
237,2,61071,0.0313715173270283,0.0958277685936239,0.743579104481708
238,2,61675,0.0251410013048177,0.0961089220609237,0.793791173044313
240,2,62939,0.0635561190320968,0.0958924453286115,0.507900488317802
241,2,63527,0.0819860181307172,0.0962133614715195,0.394721261771523
242,2,63857,0.0632639746703839,0.0962758050952436,0.511537177496991
243,2,65527,0.0348837725977185,0.0959991165795666,0.71654155651896
247,2,67976,0.0981416566890566,0.0972598721162998,0.313634014172444
250,2,72389,-0.155328345932659,0.0964457040361873,0.108176794932833
251,2,72392,-0.166428863115803,0.0970542028525821,0.0872589450265316
252,2,73646,-0.10410203931245,0.09529859502438,0.275412172768317
253,2,74564,-0.131020741044706,0.0950165380630663,0.16879077933858
254,2,74739,-0.115668220962755,0.0953868944566989,0.226085384658548
257,2,80873,-0.0713259153557504,0.0957381706249636,0.456761265620379
258,2,81501,-0.052161864662393,0.0957572064946711,0.586282886583328
259,2,83526,-0.0831307318107019,0.0955464435714057,0.384861186232932
260,2,83845,-0.0749881071252363,0.0956565096898558,0.433606267664354
263,2,84447,-0.0312844345737374,0.0969478034141002,0.747118353977053
264,2,87391,-0.0937568089823174,0.0951862658465048,0.325307278408629
265,2,87562,-0.0944271865034035,0.0954259349626598,0.323079830052991
266,2,87849,-0.100830488444841,0.0953983102171367,0.291260798609701
267,2,87878,-0.0996696482677837,0.0958129847494798,0.298934800521473
269,2,89785,-0.0911734727771659,0.0958476611637148,0.342136867064506
272,2,93721,-0.104228648107432,0.0955196657446339,0.275940215066654
273,2,93952,-0.104001530155503,0.0952462236618365,0.275611682383318
274,2,95085,-0.0664936664438248,0.0954745230325618,0.486602538914053
276,2,107124,-0.0366314307528804,0.095567738018832,0.701725611992637
277,2,111645,-0.100409421088392,0.0954994184914104,0.293787728935367
278,2,111916,-0.10101924576642,0.0957234101970049,0.291998745717784
279,2,111931,-0.107700849553155,0.0958496360120413,0.261927728925708
280,2,111999,-0.0987229607466313,0.0955316839887099,0.302121663803651
281,2,114528,-0.156190810247755,0.0958668873570658,0.104152822135255
282,2,116024,-0.171530983171113,0.0960224167476792,0.0748984756028269
286,2,120090,-0.216848958575371,0.0953787232210902,0.0235927290017985
287,2,120291,-0.231496399387459,0.096388871974979,0.0168357228976201
288,2,120726,-0.240766398552422,0.0957581108322755,0.0123703416148548
289,2,121716,-0.269441245250874,0.0954305052208678,0.00502079343916122
290,2,123100,-0.166631304147493,0.0962273142387543,0.0842108797200869
291,2,124677,-0.142604436236843,0.0962030867640776,0.139145451228653
293,2,127887,-0.0957253427478102,0.0970300024639318,0.32453701863569
294,2,128935,-0.0888796829235452,0.0969564873875895,0.359927483759053
295,2,129053,-0.112867778384093,0.0971818132590309,0.246260559182703
296,2,130040,-0.119329460369278,0.097755486362278,0.22301694692686
297,2,130976,-0.0920346576236867,0.097040117715579,0.343565187768332
298,2,132199,-0.107414806388372,0.0974464471589965,0.271084069100267
299,2,133355,-0.126689493705537,0.0980427235058966,0.197137799714935
300,2,133435,-0.137682443673429,0.0982136838873051,0.161833884820257
302,2,135183,-0.0581503123259149,0.0984926232585891,0.555298460736282
303,2,135402,-0.0765548439408205,0.0984420651810486,0.437288031160149
304,2,135898,-0.0897015082390449,0.0989337442470145,0.365193131984637
305,2,135912,-0.098708826127795,0.0989827092162949,0.319334503040961
306,2,135925,-0.0979432203086161,0.0985352227186874,0.320907634086002
307,2,136002,-0.0805528533989073,0.0985059339182545,0.414053732758562
308,2,136173,-0.0822968726192614,0.099200108866236,0.407322994558511
310,2,138318,-0.0245122881006309,0.101909916200888,0.810059829189549
311,2,138695,0.0231630333041243,0.100163862013043,0.817253481287885
312,2,138818,0.026838113730945,0.0999775454914393,0.788516371060535
313,2,139728,0.035009898671229,0.0997910991459129,0.725923756388053
314,2,140174,0.0215452321662426,0.0998019072019629,0.829206001841307
315,2,140863,0.0204744675196119,0.0997621720919054,0.837508557388642
316,2,141152,0.0253252099736611,0.100040078441226,0.800299168367021
317,2,141292,0.00765063771038121,0.0993289557272366,0.938648696113582
318,2,141545,0.0293475020147292,0.0998014294713056,0.768885698522006
322,2,146723,-0.0548104233316119,0.0995909031067626,0.582423497184053
323,2,147946,-0.0788967432785799,0.100458570743945,0.432765819849954
326,2,151397,-0.0383179553150086,0.100777029005833,0.704007010266303
327,2,153035,0.036403745745745,0.0996815467646235,0.715180496033476
328,2,153228,0.0195464507889951,0.100422496595601,0.845785073257248
329,2,153455,0.0342777104851035,0.101169433705277,0.734950633663591
331,2,153815,0.0410777493236201,0.100773949265788,0.683797790532456
332,2,154160,0.0258837739679896,0.0997320080403549,0.795375110234046
333,2,154235,0.0414252604969678,0.100713385848928,0.681088742854516
335,2,159870,0.0169827831162426,0.0981890436675189,0.862781948663169
336,2,161229,-0.0106977880634899,0.0996987500698191,0.914611049205627
339,2,162696,-0.0513088691105808,0.0992338169937257,0.605444893102335
340,2,163284,-0.0077674060829083,0.0979550325191042,0.936842413635458
341,2,164166,0.0194288599483021,0.0988600172811948,0.844309234874699
342,2,165270,-0.00439145835686367,0.0980337202998857,0.964295731772018
343,2,165675,-0.0246096228339195,0.0996455381116655,0.80507373417799
346,2,168062,0.0538512564795242,0.0987170728532384,0.585746594778994
347,2,168518,0.0470177797545391,0.0981613101479628,0.632245978491753
348,2,168980,0.0271927314289258,0.0981359149283494,0.781871227061747
349,2,169651,0.0362909247122861,0.0981742041941924,0.711858649803425
352,2,170725,0.0696070983091606,0.0982982031059561,0.479336940440661
353,2,171254,0.0458462269801346,0.0984969602931889,0.641890324225915
354,2,172242,0.00590846271585241,0.0973620146551518,0.951644020817955
355,2,173254,0.0406376472502996,0.0965922251603408,0.674220354992416
356,2,173340,0.0275206828163858,0.0965936406801696,0.775878676807718
357,2,173385,0.0356444866258124,0.0966751012440583,0.712569471572464
358,2,173973,0.0430998573385881,0.096409558396036,0.655113390075653
360,2,177341,0.00459288894343367,0.0961079483584173,0.961911543115204
361,2,180314,-0.0358648016151973,0.0961215533732626,0.709283647148939
362,2,180339,-0.0302650216841383,0.0963699335508214,0.753668228684675
363,2,182758,-0.0576653491341211,0.0959886805905082,0.548390995999527
364,2,183619,-0.0345734394894185,0.0963983580768479,0.720070031836108
367,2,187176,-0.115057421618292,0.0967472111927626,0.235137383797826
368,2,191066,-0.140388438484348,0.0973792557835193,0.150282937149068
371,2,191599,-0.197430565475943,0.0957373019226663,0.0399189593468521
373,2,191763,-0.186624669747714,0.096182167633683,0.0531362033524268
374,2,191959,-0.190799673259553,0.0959217153556204,0.0474596022669871
376,2,195759,-0.221920523446961,0.0965663248648284,0.0221393042968856
377,2,196912,-0.172311638857233,0.0952720319080359,0.0713596152294547
379,2,198110,-0.159103004552624,0.0959129139012543,0.0980387004056488
381,2,198805,-0.161407881610685,0.0963183871243911,0.0946678559109426
382,2,198891,-0.134778019897804,0.0956789716470514,0.15981937429462
383,2,199248,-0.140034029342014,0.0958773720182928,0.145027472376669
384,2,201782,-0.105576927810347,0.0958839398650432,0.271607359995574
385,2,203285,-0.0842362223665643,0.0955709741124412,0.378701284954597
386,2,203783,-0.0901293271398313,0.0953494664508983,0.345176501705287
387,2,204179,-0.0964331663591422,0.09556333906478,0.313616856771211
388,2,205406,-0.0929156981330031,0.0965577763635896,0.336567247299173
389,2,205834,-0.0766170091521553,0.0961348140221057,0.426001466659631
391,2,207192,-0.124476406364765,0.0959027182494066,0.195153842094785
392,2,207561,-0.136222700938158,0.0954313495657605,0.15433657566673
393,2,208682,-0.0900472809739389,0.0954250907303118,0.345997171710995
394,2,210102,-0.111492520997701,0.0956081438338482,0.244344942608926
396,2,214801,-0.0768567541701442,0.0957001793048841,0.422457703734163
397,2,215016,-0.0899827452222616,0.0956130385472938,0.347290143194286
398,2,218876,-0.00594368147284988,0.096722125770514,0.951034731010509
399,2,227511,-0.0607444822838219,0.097353561125061,0.533058514638346
400,2,230378,-0.0806701061102341,0.0960838207035542,0.401711851245879
401,2,231943,-0.0909811624379684,0.0963338270574831,0.34559270611732
402,2,232156,-0.0694365704625789,0.0963450629798613,0.471566739771135
403,2,232789,-0.0706605823806899,0.0960008727328858,0.462194530711593
404,2,238524,-0.0758971919957453,0.0961248718638218,0.430309706497394
405,2,241518,-0.0680455175193098,0.0969773465762595,0.483351034974658
406,2,250396,-0.0607789587950999,0.0963290926550976,0.528480714818771
407,2,250466,-0.0599571699549658,0.0962964948416929,0.533929122543948
408,2,252305,-0.135840936725523,0.0963338096774323,0.159388718138119
409,2,254571,-0.117353764646859,0.0977622616328866,0.23078917785417
410,2,254742,-0.123311941903643,0.0976528257437664,0.207509462738256
411,2,254908,-0.0894782781284548,0.0985056860879206,0.364309628848317
413,2,255862,-0.0693576974312574,0.0979571361303596,0.4793868558643
414,2,255975,-0.0758684554722886,0.0975892513364084,0.437427961858393
415,2,258311,-0.15696223237815,0.0956959789204677,0.101850669055669
416,2,259284,-0.129323453535925,0.0961373006082202,0.179425669196142
417,2,266330,-0.114466780281568,0.0966059026221602,0.236860445142603
418,2,267100,-0.112646953685637,0.0966048932601198,0.244378029659231
419,2,268086,-0.153549058308233,0.0964522013055422,0.112286387962054
420,2,274614,-0.128697104501889,0.0959655606723502,0.180758042883702
421,2,274729,-0.123233227179229,0.096513323885724,0.202493795092922
422,2,275746,-0.143665442593608,0.0963908961504879,0.13699993820782
423,2,277029,-0.146869738987166,0.0959263943270125,0.126648470996466
424,2,277741,-0.129867147094588,0.0960337281715784,0.177142589656992
425,2,278218,-0.130044988524154,0.0958586928763113,0.175765059943698
426,2,278379,-0.0931514592958618,0.0983618189240912,0.344272010557878
427,2,279910,-0.126898345426268,0.0958368076817985,0.186323690353631
429,2,283431,-0.0952851527219783,0.0973496043699828,0.328352373770046
430,2,283573,-0.130913981648479,0.096059885908887,0.173802572369036
431,2,286762,-0.0844468125087235,0.0964541316100826,0.38189036252978
432,2,287187,0.0300450466486906,0.0960949543854725,0.754723627085239
433,2,288379,-0.0258737133921026,0.0953699838710239,0.786320203440867
434,2,294941,-0.144850596272865,0.0951250729678368,0.128719476481658
439,2,297610,-0.0447923050894914,0.0958904031151848,0.640702369486368
441,2,299680,0.0135749184482559,0.0956219102768304,0.887189019428375
442,2,299708,0.0164466248581301,0.0958223384219989,0.863821543958491
443,2,299759,0.0171507323735468,0.0954973085842583,0.857574451768829
444,2,300111,0.0218180031347601,0.0961619292671669,0.820642043933792
446,2,301710,0.0953647064641289,0.0953923391469115,0.318135498862369
447,2,303446,0.0197168691675844,0.0961232572005643,0.837596056589345
448,2,303854,-0.00493494313367791,0.0961470614220997,0.959093960795751
449,2,304472,0.00399291782371207,0.0953347162456425,0.966615531664932
450,2,304691,0.03151493395883,0.096864942385348,0.745109531268096
451,2,308097,0.0273435554627131,0.0958472519463431,0.775594935644465
453,2,309402,0.0563954428703317,0.09522779353184,0.554084943517557
454,2,310030,0.0380600798806813,0.0957889492519571,0.691362291203392
455,2,310113,0.00810724881190563,0.0955421363342837,0.932424598134287
456,2,310972,0.0727690526258776,0.0956097793299016,0.447102657376141
457,2,312659,-0.0250969317854365,0.0953076215319516,0.792453305546419
460,2,318265,-0.0563594664075344,0.0965090772441634,0.559606079607417
461,2,318379,-0.0782276099236748,0.0967522102580741,0.419326867621595
462,2,321266,-0.134743407510373,0.0959258404451185,0.161001041148663
463,2,322957,-0.10736364824745,0.0951635383398714,0.26000101919876
464,2,325221,-0.122360913927069,0.0956368109352251,0.201584847707824
465,2,332691,-0.096834929879922,0.0966974351114318,0.317308833923324
466,2,333006,-0.149337921229009,0.0963171055099426,0.121921961786711
468,2,335046,-0.160598011012136,0.0952934833905409,0.0928146391829228
469,2,335049,-0.159658470791454,0.0957064282125909,0.0961606696662101
470,2,335995,-0.15022563741395,0.0952049289778019,0.115479962393503
471,2,336060,-0.137419112079806,0.0951306891976997,0.149477027599989
472,2,338292,-0.100437016060275,0.0952555563267508,0.292423088974117
473,2,339568,-0.16798345365964,0.0951299099349416,0.0782884007412868
474,2,340466,-0.164542765619767,0.0959776979011326,0.0873357002819058
478,2,348480,-0.276896797036463,0.0942617821863666,0.00352568293307377
479,2,350086,-0.236047691175835,0.0945806587063329,0.0130256538489293
480,2,351083,-0.197275890181105,0.0960724419360976,0.0407694373739662
481,2,351335,-0.167968555671491,0.0951390745436305,0.0783433368552926
482,2,351417,-0.185624317636912,0.0950309204934758,0.0515732166322621
483,2,351450,-0.163516466781128,0.0952520654754447,0.0869165012548235
484,2,352302,-0.193441022354581,0.0958529345596452,0.0443366441631277
485,2,352469,-0.202536174503224,0.0948186541101125,0.0333638653658475
486,2,352562,-0.208573472865143,0.0951742470026581,0.0290692112686359
487,2,352944,-0.22254750667383,0.0948060218734414,0.0194568107116256
490,2,355266,-0.16984452344978,0.0951144889387316,0.0750086044731225
491,2,358277,-0.16610848464466,0.0951483256019684,0.0817183768074437
492,2,358926,-0.177934411468105,0.0952290411183523,0.0625220689970634
493,2,358948,-0.156256112186136,0.0953671717157843,0.102214948034239
494,2,359515,-0.190945853952902,0.095043536602729,0.0452942877348347
495,2,363190,-0.234214694855254,0.0957122877399887,0.0148891541730965
496,2,363588,-0.224174331928535,0.0961640989305488,0.0203071104293715
497,2,363888,-0.214972992608023,0.0953861205340188,0.0248271804473456
498,2,363954,-0.22014559735346,0.0949680937463663,0.0210148344789538
499,2,364199,-0.214884401232437,0.0948712813238887,0.0241177177473582
501,2,365981,-0.227850311687701,0.0967275561497797,0.0190398132228602
502,2,366047,-0.213694423094151,0.095051044328033,0.0251795472211167
503,2,366936,-0.229754690133463,0.0960554986872092,0.0172843012038482
504,2,369530,-0.217233270458203,0.0948682866024967,0.0226200177853571
506,2,369931,-0.264825684770355,0.0951879460750186,0.00569041804635374
507,2,371033,-0.217574118070786,0.0952691933838876,0.0229777397837003
508,2,372919,-0.148555685278332,0.0952282414870311,0.119656846975773
509,2,373518,-0.135183676436709,0.0952302459641952,0.156622470238214
510,2,376157,-0.0810812231888101,0.095615101849306,0.397014818892864
511,2,376172,-0.0787705634684656,0.0963130924141802,0.413989198951453
514,2,381433,0.00179552700280017,0.0963346228546288,0.985140068358646
515,2,381922,-0.0248432333402155,0.0970738901376036,0.798161013735893
516,2,382146,0.000249466706179209,0.0956223714817088,0.997919895868782
517,2,384206,-0.0152775309986774,0.095916588368012,0.87353988815197
518,2,384955,-0.0225917518390132,0.0956988242579862,0.813514206544268
520,2,387301,-0.0281044585799623,0.0961819220063719,0.770304567202564
521,2,388313,-0.0157060345836961,0.0956187183308792,0.869622917128307
524,2,390138,-0.0252459085601787,0.0959106228815987,0.792532063264954
525,2,391233,0.0587800713043404,0.0964023791924259,0.54242849359118
530,2,395606,-0.00589193501655842,0.09589283216656,0.95104124942104
531,2,395726,-0.0419829501143165,0.0958322526099538,0.661590519430001
532,2,395853,-0.0517930270165668,0.0960917560625723,0.590229697955388
533,2,396484,-0.0249919647233835,0.0956971338145062,0.794123826465181
534,2,396705,0.0100223241965037,0.0956586981254996,0.916616473163997
535,2,398759,-0.023889192568147,0.0964338914540033,0.804490361377688
536,2,400386,-0.0469632016101412,0.0958714385620105,0.624540072704726
537,2,400847,-0.0645534778272332,0.0957540669830248,0.500651379468611
538,2,401130,-0.0534942971579923,0.0966517863551618,0.580288929129988
539,2,401143,-0.0460418693508306,0.0964709167998802,0.633471160352385
540,2,401979,-0.0475444036079518,0.0964090686495131,0.622211254414937
541,2,403598,-0.0535306802468258,0.0958891614732258,0.577023624904772
542,2,404844,-0.0676059869046345,0.0969363430588281,0.485994919881848
543,2,405100,-0.0547595556189035,0.0960709664452551,0.569046595210702
548,2,406181,-0.0561260786691787,0.0961309950160866,0.559694134217558
549,2,406688,-0.043435278657804,0.0955944222315545,0.649841494165438
550,2,407621,-0.065974090307509,0.0963426534375511,0.49392840698042
551,2,409016,-0.0366165513747908,0.0973525923194886,0.707051385723369
552,2,410647,-0.00658611394181225,0.0959522159486047,0.945315425080978
554,2,419803,-0.09965767384884,0.0964808793087609,0.302345354547818
555,2,419943,-0.121291675411344,0.0969823698023216,0.211887997983406
556,2,422349,-0.0490698527717144,0.0959692970611597,0.609455186290328
557,2,425467,-0.0287955992633431,0.0956479069769142,0.763547265767043
560,2,429095,-0.0315632067737856,0.0962119906995883,0.743061570596746
561,2,431266,0.0227489496756704,0.096271460907009,0.813336909492124
562,2,431446,-0.00451307087013306,0.0966676368501449,0.962789513408457
563,2,432524,-0.0256360860439321,0.0957300154361293,0.78901299011729
564,2,434090,-0.0402273092744378,0.096598170953825,0.677341404234099
565,2,441927,-0.0781740681169101,0.0954970246626626,0.413565713414394
566,2,446471,-0.0899134725767127,0.0966410097641419,0.352806921165474
567,2,449325,-0.127077881390876,0.0959554709833818,0.186246218641836
569,2,450017,-0.145493052578546,0.0953462344661716,0.127919153304448
570,2,451779,-0.123212295523371,0.0957928556804675,0.199203416013944
571,2,451784,-0.129786938108083,0.0961153615659476,0.177776966074787
572,2,453525,-0.0836972657460539,0.0962904672960551,0.385319321954937
