SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
62,1,81999,-0.113187592480207,0.0640773743815443,0.0781895318232277
63,1,82431,-0.115409752877173,0.0643721980000387,0.0738528092314813
64,1,83284,-0.0476600855483398,0.064143917116004,0.457964964820371
65,1,83613,-0.0295888806377157,0.0641676599728977,0.644997732640244
66,1,84112,-0.0183382113303859,0.0641866359772966,0.77527441107681
68,1,84858,0.0113394256766709,0.0643724027129279,0.860274342936696
69,1,85751,-0.0370040514532558,0.0646098189835101,0.567191398885898
70,1,87445,-0.0295633479110309,0.0647573611477458,0.648293335154359
71,1,87467,-0.0651068994590909,0.0650233103703315,0.317374652291043
72,1,89070,-0.017415202394041,0.0647014055847628,0.7879617676733
73,1,89616,-0.0288589657416453,0.0643416163426816,0.654047942923603
74,1,89679,-0.0206367983245069,0.0643587259203054,0.748663342775825
75,1,89880,-0.0301263007036973,0.0643644377107978,0.640031848617098
76,1,91472,0.00208913390526569,0.0648622236332865,0.974323747688989
77,1,93789,-0.0395210355806627,0.0641595840101254,0.538304542893835
78,1,94351,-0.0519778928517172,0.0643035203835803,0.41945015802003
79,1,99148,-0.0445082744657878,0.0641503315750971,0.488256371479686
82,1,106800,-0.0133869756433646,0.0642766978813037,0.835137446242346
83,1,107970,0.00241000259051291,0.0640900779331258,0.97002518110445
84,1,109000,-0.0127347522719695,0.064199576952373,0.84287608587108
85,1,112549,-0.000463202141831681,0.0641304718772952,0.994241162493543
86,1,112742,0.0152037633603625,0.0643752431669769,0.813434571239209
87,1,113050,-0.00691049606459593,0.0642709704166428,0.914436539562602
88,1,113135,-0.0232743404857337,0.064096349044002,0.716736380011553
89,1,114076,-0.00581048439040228,0.0641075726026891,0.927832855499669
90,1,114628,0.010941789742706,0.0642678627388871,0.864908788347176
91,1,116283,0.0208071995444562,0.0646184779688478,0.747642713538816
93,1,127853,-0.013339112603087,0.0645037301662781,0.836288420394495
94,1,128302,-0.0224932957872149,0.0642487003767739,0.726474481443025
95,1,128704,-0.0294497380447322,0.064304718738841,0.647254588429417
96,1,128911,-0.0255788086982875,0.0643165312622333,0.691090301847092
97,1,130267,-0.0314407514070547,0.0642786655945824,0.625052029906964
98,1,130271,-0.0330990473314485,0.0643526519718807,0.607337187088626
99,1,130613,-0.0179663369914513,0.0649713216504628,0.782305015346942
100,1,132012,0.00322367332599216,0.0648402083793468,0.96037587179963
101,1,133231,-0.0134930679297189,0.0643763233053882,0.834103329174294
102,1,137074,-0.0412672182484141,0.0642512352715961,0.521108950749849
103,1,137304,-0.0462839560509881,0.0642639140088835,0.471868084500385
104,1,139686,-0.0152310901546499,0.0643905244973018,0.813148996722421
105,1,149562,-0.0266398201331439,0.064526959337442,0.679968693006082
106,1,150447,-0.0403474759218637,0.0652231146657834,0.536574242711659
108,1,154084,-0.00901242760751592,0.0654583152210054,0.890570295110395
110,1,157269,-0.0163896128638411,0.0642661027273003,0.798850503149341
111,1,160054,-0.0437555404412213,0.064840849953855,0.500235405567461
112,1,166222,-0.0255496159403709,0.0643884119434047,0.691751366124279
113,1,166416,-0.0232139801574386,0.0642601456898159,0.71812864832853
114,1,167326,-0.0533990672264754,0.0645747355280891,0.408832889918203
115,1,168836,-0.0142527729866638,0.0643264657304363,0.824777264735499
116,1,171200,-0.0326510779588742,0.0644038364661074,0.612489522762333
117,1,171431,-0.0371550247530514,0.0647993330685813,0.566748521526261
118,1,173339,-0.0596488992818036,0.0642469508444329,0.353818132105647
119,1,173845,-0.0416488181362361,0.06423378372867,0.517151514793164
120,1,175121,-0.0104160735908491,0.0641421933668588,0.871091380237402
121,1,175281,-0.026370951552361,0.0641837656156793,0.681419811061018
122,1,175315,-0.0218138040590557,0.0641683986370645,0.73409921840229
123,1,175523,-0.0313301662205656,0.0645209906041105,0.627565526902136
124,1,175541,-0.0241593571216686,0.064266261866892,0.707197745780917
125,1,175653,-0.0197194298945142,0.0644739827019368,0.759898411895574
128,1,175856,-0.0311770327601556,0.0655260451169876,0.634514002919808
129,1,175876,-0.0140913770476472,0.0645381778019641,0.827289037004037
130,1,175989,-0.0319135810182929,0.0647043946573444,0.622162968076922
131,1,176001,-0.0353944159292,0.0650366778957477,0.586632034116152
133,1,177692,-0.00307211720280448,0.0641786930518367,0.961848369705996
134,1,178191,0.00304461555760319,0.0642424212164679,0.962227125246787
135,1,178224,-0.00307211720280448,0.0641786930518367,0.961848369705996
136,1,178960,-0.0255652323853599,0.0646771764269443,0.692879140677815
140,1,183802,-0.0206046764045428,0.0641776134083608,0.74835713954868
141,1,183954,-0.0300349274753207,0.0646345165835355,0.642440909865142
142,1,184450,0.0017760699004428,0.0640881250543539,0.977906769113088
144,1,184718,0.0053979669015437,0.0644516861738274,0.933300972142882
145,1,185296,-0.00843633299145645,0.0641773305650841,0.895491477782078
146,1,185438,-0.0141294278679915,0.0641775255151641,0.825872555195751
147,1,185469,-0.00836545939092672,0.0642730167848312,0.89651787191249
148,1,185503,-0.0160858283045604,0.0641026013005561,0.802007446455366
149,1,185705,-0.0243679445313993,0.0648118420061121,0.707157752294937
150,1,185749,-0.00432433693749196,0.0648244092431038,0.946851559324263
151,1,185806,0.0053377754066114,0.0649107550871663,0.934508415528584
152,1,185879,-0.0207613601653788,0.0652156754069209,0.750408304084112
153,1,185916,-0.00493723939490869,0.0651948417546497,0.939676392932334
154,1,185941,0.00265463045404503,0.0654792193358472,0.967684284622605
155,1,185954,-0.00187017104036701,0.0656705245768396,0.977296936451361
156,1,186055,-0.0288676566213184,0.0643416052982529,0.653950524212149
157,1,186896,-0.0346949498424861,0.0653890383276717,0.596034649246038
161,1,190132,0.00367959755744457,0.0644412905813122,0.954497844779467
162,1,190148,0.00389426722712005,0.0644606901722048,0.951860848977643
163,1,190165,0.0120494401547033,0.0649531911313158,0.85293590095381
164,1,190169,0.00670941539880987,0.0648743725381206,0.917687050821899
165,1,190933,-0.0277546662369429,0.0643322975585172,0.66642154961261
166,1,192149,-0.0747305140929658,0.0647533103361317,0.249248019432984
168,1,192303,0.0562952519682356,0.0772831096393445,0.466834009196158
171,1,192795,-0.0410475603746146,0.0641902674337196,0.522933906182779
173,1,194187,-0.0488415710252579,0.0642280607136484,0.447499378026784
174,1,194867,0.00234748874287016,0.064245543326806,0.970872977214651
190,2,8314,-0.084759135376028,0.0651775077549819,0.194300161020169
194,2,8498,-0.0956804509318566,0.0650386924620259,0.14214648547222
195,2,8651,-0.0861595746221968,0.0651376194039972,0.186780976337057
197,2,9812,-0.0701259452190203,0.0655807101521657,0.285661773919616
198,2,9932,-0.0802344413480698,0.0652884319230225,0.219919354982326
199,2,10135,-0.0863908667556569,0.0650149841065038,0.184777547944535
200,2,11616,-0.0966409992384665,0.064904701361688,0.137388729618419
201,2,12133,-0.0812933378380297,0.0652236758985801,0.213452214979374
202,2,12194,-0.0698256349430967,0.0655144751128356,0.287240366633537
203,2,12359,-0.0945023459035909,0.0652343211658814,0.148320259947296
204,2,13061,-0.0926291150852626,0.0652371032761461,0.156523997873832
205,2,14298,-0.0857959527553909,0.0654704618048801,0.190894681304235
206,2,15222,-0.100097827062047,0.0660549990138555,0.130573392387864
207,2,17986,-0.0983129913673513,0.0648975874363605,0.130694026540728
208,2,19770,-0.0787020823953524,0.0654243909388105,0.229802979498432
209,2,19836,-0.0816885048527052,0.0652335098457974,0.211308689915476
210,2,19851,-0.0808420035379434,0.0654283298826355,0.217435980522693
211,2,21595,-0.0653259124735627,0.0652062110858325,0.317109174042447
212,2,22385,-0.0461043001131451,0.0653145521120501,0.480727735479841
213,2,23441,-0.0549260518882966,0.0659306687994245,0.405358380508569
214,2,24209,-0.0624159545730503,0.0653676752444537,0.3403098334154
215,2,24341,-0.067962163464983,0.0655070555593647,0.300223037507707
216,2,26815,-0.0695665953507527,0.0654235391132516,0.288360678934905
217,2,28209,-0.0535930076624644,0.0654881880889195,0.413702915223278
221,2,41245,-0.0711983659465012,0.0651887932663904,0.275495665493001
222,2,43214,-0.0727748104100813,0.0662443753153647,0.272699602767084
223,2,47104,-0.065573192552043,0.0644131539494287,0.309370716267184
224,2,50915,-0.0481345587411881,0.0650910436018971,0.460097411332791
225,2,55834,-0.0392968295795573,0.06480669288041,0.54465887463533
226,2,56422,-0.0443598337017489,0.0649134334992286,0.494821933169439
227,2,57715,-0.0509139069221998,0.0646854952164731,0.431751876190294
228,2,59046,-0.0444599435541873,0.0650267022830186,0.494601644109392
229,2,59191,-0.0527768680271278,0.064636168007222,0.414752190025312
230,2,59383,-0.0422592005293706,0.0646767116679141,0.513929402954919
231,2,59477,-0.0331586992489223,0.0656658321391074,0.613901162835747
233,2,60471,-0.0230074771902112,0.0647914010476494,0.722726161323752
234,2,60478,-0.02590032281634,0.0648622727611579,0.689904357849879
235,2,60786,-0.0122117234496737,0.0647669838893136,0.850554977939478
236,2,61035,-0.0267643851461085,0.0647499057277546,0.679601056127574
237,2,61071,-0.0239457302158431,0.0644591728175582,0.710497875095311
238,2,61675,0.0177832107612186,0.0646504523489877,0.783425633446196
240,2,62939,-0.0251091743178867,0.0645317806927784,0.697438402164274
241,2,63527,-0.0388727031104993,0.0647548565223585,0.548687772382554
242,2,63857,-0.0548062174160777,0.0647372850978355,0.397794839884714
243,2,65527,-0.0260758092814604,0.0645744138101321,0.686596781178279
247,2,67976,-0.0361069241093672,0.0654914427101932,0.581761222330341
250,2,72389,-0.148405035947032,0.0646347278260788,0.0222580148136543
251,2,72392,-0.187426724357811,0.0647949286074934,0.00405748326206298
252,2,73646,-0.179007270483975,0.0635035330781641,0.00509126356519839
253,2,74564,-0.17082244017168,0.0634399948964937,0.00742639059298265
254,2,74739,-0.141419740854716,0.0638568346757583,0.0274231229830831
257,2,80873,-0.0952882291423411,0.064252474268401,0.138959155305716
258,2,81501,-0.117771697679749,0.0641359962342218,0.067156938017336
259,2,83526,-0.129738416223575,0.063970003980014,0.0432992306947922
260,2,83845,-0.129323435798468,0.0640338855939302,0.0441791307272763
263,2,84447,-0.130730302745029,0.0648528381279471,0.0445782533399825
264,2,87391,-0.109302528924425,0.0638539216334066,0.0878194034295259
265,2,87562,-0.100726427500415,0.0640566927814517,0.116740322504074
266,2,87849,-0.10349103344868,0.0640380970464245,0.106969169971111
267,2,87878,-0.0937009435165083,0.064357811185853,0.146298717332942
269,2,89785,-0.0922328632400761,0.0643710341615733,0.152790912894243
272,2,93721,-0.148315868139071,0.0638770705381061,0.0208070711321299
273,2,93952,-0.135580344849555,0.0637719188901116,0.0341952333795254
274,2,95085,-0.119418548890263,0.0639534029838314,0.0626919047279075
276,2,107124,-0.0345597496414712,0.0642741292474271,0.591127817434844
277,2,111645,-0.0298761810447667,0.0643219691571864,0.642591194718692
278,2,111916,-0.0118313264859928,0.0644902093672086,0.854543007865358
279,2,111931,-0.0155453684106372,0.064586601005623,0.809934884173474
280,2,111999,-0.0220895764012298,0.0643492083904657,0.73159474373334
281,2,114528,-0.0371935490170287,0.0647000348380374,0.565751265616412
282,2,116024,-0.0454952486445716,0.0648390245467611,0.483350686741241
286,2,120090,0.035598872334006,0.0646001867237888,0.581938036557834
287,2,120291,0.0349301969279291,0.0653405902682536,0.593272366634054
288,2,120726,0.0211484472423528,0.0649796187170851,0.745023674170085
289,2,121716,-0.00750745614001047,0.0649143272837898,0.907994301176151
290,2,123100,0.0216696177607441,0.064994871573637,0.739026505517917
291,2,124677,-0.0336206511675958,0.0648908886719692,0.604705743569882
293,2,127887,-0.0035869086495498,0.0653603535681696,0.956265935189432
294,2,128935,0.0132336152214374,0.0652950458525253,0.839506525091093
295,2,129053,0.016616427409359,0.0654916430506655,0.799860916446534
296,2,130040,-0.0171149294618037,0.0658910836635836,0.795211318419364
297,2,130976,-0.0205190272197081,0.0653515075954908,0.753722150369091
298,2,132199,0.00752946293583445,0.065662344781454,0.90877234913718
299,2,133355,0.0174508402724713,0.0661012278725159,0.791932620194893
300,2,133435,0.00724638170588032,0.0662494848918148,0.912963092102073
302,2,135183,-0.00467847372750341,0.066286833010648,0.943772607307684
303,2,135402,-0.0115358406560817,0.0662744433912242,0.861916769856831
304,2,135898,-0.0337295353549698,0.0666045907098987,0.612881785482356
305,2,135912,-0.0379053658231596,0.0666474663928249,0.56989134072955
306,2,135925,-0.0440886015823057,0.066334456021092,0.50671405850344
307,2,136002,-0.0468882708679541,0.0662793175099619,0.479763324874453
308,2,136173,-0.0192246544377053,0.0667876951088713,0.773632586539446
310,2,138318,-0.0702175813883539,0.068457038650203,0.305727128431182
311,2,138695,-0.0810835208860106,0.0672455781685875,0.228709068734789
312,2,138818,-0.0826897053155893,0.0671162003913676,0.218754939890173
313,2,139728,-0.064007385759864,0.0670532771786345,0.340445856446117
314,2,140174,-0.0539197477004179,0.0670784016624045,0.422035127540995
315,2,140863,-0.0700445785010864,0.0670089802713105,0.296598962606731
316,2,141152,-0.066155086222726,0.0672094854327921,0.325636414131322
317,2,141292,-0.0669600171390397,0.0667226333724732,0.316279233706294
318,2,141545,-0.0713759599332884,0.0670356757947129,0.287718695238122
322,2,146723,-0.0550606359132966,0.0669580283581946,0.411452359258424
323,2,147946,-0.0769036812435921,0.0675121071057425,0.255429902583769
326,2,151397,-0.128809758524016,0.0674576731267354,0.0570093055897699
327,2,153035,-0.0520273699238871,0.067009842923511,0.438024583074969
328,2,153228,-0.0730377400044111,0.0674444807221677,0.279578065462789
329,2,153455,-0.072843663339355,0.067955804759371,0.284485103509681
331,2,153815,-0.0733256792423052,0.0676927547664952,0.279453170597872
332,2,154160,-0.0708680483824242,0.0669886049463745,0.290818966420867
333,2,154235,-0.0978510980547411,0.0675642738946063,0.148430051917775
335,2,159870,-0.0663331856874911,0.0659587595700559,0.315259988545035
336,2,161229,-0.0892859411814564,0.0668984578327932,0.182851545111974
339,2,162696,-0.0454249089906236,0.0667346785422363,0.49652070825258
340,2,163284,-0.0385838094051343,0.065861545177063,0.558362686632824
341,2,164166,-0.0401913290950053,0.066470963097286,0.545803407756471
342,2,165270,-0.0717421803513181,0.0658354446480047,0.276579971773508
343,2,165675,-0.0505957609406358,0.0669818253919985,0.450533402990201
346,2,168062,-0.066137798346952,0.0663402370736243,0.319472410616724
347,2,168518,-0.0850372725939148,0.065897931957355,0.197742822026472
348,2,168980,-0.0830904789190106,0.0658735376590089,0.208010813025617
349,2,169651,-0.0854858627094079,0.0658962877290029,0.195382435702702
352,2,170725,-0.0747279393949354,0.0660511176083524,0.258669400087027
353,2,171254,-0.0537561462046222,0.0662160582517491,0.417436588541235
354,2,172242,-0.0934825222238712,0.0653051247006799,0.153179449566979
355,2,173254,-0.0498860174852949,0.0649382548759346,0.442877851494681
356,2,173340,-0.0578398137448243,0.064911688957163,0.373507176700002
357,2,173385,-0.0495596015315088,0.064990988204245,0.446234419327407
358,2,173973,-0.0539903261351701,0.0648080270279774,0.405362432782733
360,2,177341,-0.0495688674141591,0.0645968143262266,0.443381770486462
361,2,180314,-0.0778657345908674,0.0645394328071378,0.228439203119634
362,2,180339,-0.0827405051337173,0.0646860154784075,0.201698634730334
363,2,182758,-0.0244465109954434,0.064590124829551,0.705296501715474
364,2,183619,-0.00797264747030213,0.0648562395732243,0.902234074443661
367,2,187176,-0.0533148877653388,0.0651489583801779,0.413707355026757
368,2,191066,-0.0221385345181673,0.0656876425537042,0.736296545690208
371,2,191599,-0.0316389191491978,0.0647660126097827,0.625491162392134
373,2,191763,-0.0308659834674933,0.0650237464246035,0.635302995793822
374,2,191959,-0.0226624473459808,0.0648745778552686,0.727052057254192
376,2,195759,-0.0384432653610419,0.0654109376314069,0.557096537680351
377,2,196912,-0.0379379347615262,0.0643527359919233,0.555882222084488
379,2,198110,-0.0197389793631742,0.0647617240016666,0.760702736120302
381,2,198805,-0.00642410830169646,0.0650483294741166,0.921385674765004
382,2,198891,-0.0137112339173105,0.0645384097592736,0.831878016223527
383,2,199248,-0.0333178716402889,0.064665626209818,0.606712628712153
384,2,201782,-0.0101820077347703,0.0646081687614853,0.874865033192773
385,2,203285,0.0166739964112602,0.0643538290636227,0.795710077388838
386,2,203783,0.00556481396574493,0.0642206800962662,0.930997711615472
387,2,204179,0.0229911304540361,0.0643651296898263,0.721156624484241
388,2,205406,0.0173359176214506,0.0650316431978157,0.789950785242929
389,2,205834,0.0170795032695717,0.064720302212106,0.792013162447194
391,2,207192,-0.0205944326867174,0.0646568700040887,0.750279757947222
392,2,207561,-0.010551956074642,0.0643778792730617,0.869898515452658
393,2,208682,-0.0076797963986231,0.0642707230481505,0.90495405506928
394,2,210102,-0.0185744161806178,0.06443042573748,0.77329670456615
396,2,214801,-0.0211833475942002,0.0644250783407382,0.742497360609821
397,2,215016,-0.0206363893071909,0.0643888107721121,0.748781609671945
398,2,218876,-0.0374484027093905,0.0650334192870742,0.565094835372675
399,2,227511,-0.0154681751205019,0.0655192969065453,0.813503018484738
400,2,230378,-0.0573573392816595,0.0646266660064011,0.375404291005033
401,2,231943,-0.0613411813466863,0.0648020315163876,0.344493472838262
402,2,232156,-0.0487061535653982,0.0648057984312442,0.452809915755322
403,2,232789,-0.0655298970039322,0.06453378473685,0.310593739021914
404,2,238524,-0.0681528517370754,0.0646171811654237,0.292276035224593
405,2,241518,-0.060119792327424,0.0652022973450772,0.357132134905789
406,2,250396,-0.0605664860116519,0.0647555600585573,0.350268240628359
407,2,250466,-0.0454499746642413,0.064767692143218,0.483304732952945
408,2,252305,-0.0108692266957425,0.06498207343261,0.867257316914827
409,2,254571,0.0217438093623585,0.0658872169156688,0.741583933060701
410,2,254742,0.0142616388701051,0.0658334992196928,0.828620329336881
411,2,254908,0.0179006763267657,0.0663339397029713,0.787427973390547
413,2,255862,0.0340475861219918,0.0659162509405127,0.605809150247673
414,2,255975,0.0475348303357945,0.065654356306508,0.469535213075867
415,2,258311,0.0301224960158075,0.0645982792474509,0.641284872593671
416,2,259284,0.0260051334841321,0.0648209732304279,0.688527440600819
417,2,266330,0.0500697581978681,0.0650599710347848,0.442055475184483
418,2,267100,0.0340662565487388,0.0650845306828092,0.601013508797688
419,2,268086,0.0346203675510318,0.0650884504113607,0.595131744661766
420,2,274614,0.0674747536445317,0.0646191971235898,0.297111779629507
421,2,274729,0.070849092107228,0.0649635504304134,0.27619385594709
422,2,275746,0.0609303088485296,0.0649636012467138,0.348929575586368
423,2,277029,0.063881790274561,0.0646528895889396,0.323793549007749
424,2,277741,0.0690493622583764,0.0646632965027388,0.286327229758336
425,2,278218,0.0727437834348564,0.0645346297279476,0.26042126781608
426,2,278379,0.0843634536588518,0.0660982676327111,0.20267661542209
427,2,279910,0.0688948843927144,0.0645238557621906,0.286366186253979
429,2,283431,0.0834007054885604,0.0654240900369108,0.203228897682857
430,2,283573,0.0601821671576889,0.0647086688372175,0.352981811604609
431,2,286762,0.0724969001855439,0.0648390262105077,0.264282088084376
432,2,287187,0.103496541395037,0.0644155623865174,0.109014092114922
433,2,288379,0.14574660674694,0.0636900567502341,0.0227062356912241
434,2,294941,0.114017939263616,0.0639116449893364,0.0752836477566141
439,2,297610,0.156342277595044,0.0639852330271164,0.0150383597989011
441,2,299680,0.0666220980090609,0.0642275355452746,0.300314234031973
442,2,299708,0.083390430978529,0.0643080393422483,0.195569658954517
443,2,299759,0.085228038453021,0.0640822717594669,0.184384061849415
444,2,300111,0.0803619625656352,0.0645499334625908,0.213972992166223
446,2,301710,0.0923690603720634,0.0640715122904946,0.150286065916609
447,2,303446,0.102568938372015,0.0644337576263299,0.112313258016032
448,2,303854,0.110487783485096,0.0644091107877811,0.0871482962520009
449,2,304472,0.0883927694801482,0.0639576741957543,0.167829937096433
450,2,304691,0.0813875885264031,0.0650253196652032,0.211533769985112
451,2,308097,0.117357550823067,0.0641792770646496,0.0683047861777416
453,2,309402,0.0498329257180968,0.0640352999588901,0.436966378565401
454,2,310030,0.0779720802893774,0.0643165289235859,0.226201469754864
455,2,310113,0.0763297823680981,0.0641419708308254,0.23484098180932
456,2,310972,0.0651803364578362,0.0642745416946349,0.3112331366791
457,2,312659,0.067548913534989,0.0640175107689002,0.292072382846252
460,2,318265,0.0666990425687939,0.0648545567715328,0.304446908367893
461,2,318379,0.0941248642406413,0.0649511649058137,0.148179657085456
462,2,321266,0.092386051438418,0.0645209429087677,0.153063859073312
463,2,322957,0.0880556957040804,0.0639589913632833,0.169461338990091
464,2,325221,0.0698250461592845,0.0643753392276426,0.278814617201865
465,2,332691,0.15719840170778,0.0645997566161994,0.015452590148197
466,2,333006,0.125068461437644,0.0646697026724887,0.0539173954951151
468,2,335046,0.0877811011917364,0.0641901412989822,0.172333394571002
469,2,335049,0.0843724594529208,0.0644774468066789,0.19153553477931
470,2,335995,0.0473103449245035,0.0642191239942559,0.461793024257418
471,2,336060,0.0520448351620916,0.064122126166813,0.417538446693654
472,2,338292,0.0560599682038328,0.0641084928250442,0.382465260101174
473,2,339568,-0.0150616751831341,0.0642695595657003,0.814847881806364
474,2,340466,0.0482267760501039,0.0647802289655522,0.45708899161579
478,2,348480,0.0574155420268552,0.0641061052097892,0.371059136395592
479,2,350086,0.0311128116851253,0.0641605650390069,0.628033093057345
480,2,351083,0.0362056975569688,0.064982835697437,0.577772670451847
481,2,351335,0.032940074624145,0.0642567333352036,0.608529196722077
482,2,351417,0.0220636290870417,0.0642597719526233,0.73153914032716
483,2,351450,0.00402665009041508,0.0643412648092615,0.950134225881891
484,2,352302,0.0447863555180001,0.064805986055531,0.489967197317228
485,2,352469,0.0525864423795143,0.0641330109523326,0.41279275513868
486,2,352562,0.0548709232252875,0.0643902219796831,0.394701754567313
487,2,352944,0.0545645690528727,0.0642048524901359,0.39598385609986
490,2,355266,0.0233724046653288,0.0642584611836756,0.716281161374989
491,2,358277,0.0341268020605625,0.064254978882563,0.595672896676348
492,2,358926,0.0407365734465105,0.0643387087525787,0.527040385704166
493,2,358948,0.051250075486254,0.0643378280686414,0.426231769967765
494,2,359515,0.0414850176089748,0.0642609982122164,0.518976816061876
495,2,363190,0.0901293658920335,0.0647506474191367,0.16481529147548
496,2,363588,0.105108542231939,0.0649437488182704,0.106457656258805
497,2,363888,0.0922505259474284,0.0644380801176089,0.153138790587137
498,2,363954,0.0835588364559799,0.0642142725001459,0.194021481353641
499,2,364199,0.0845906732646498,0.064122779105356,0.187957816839897
501,2,365981,0.0520758958979648,0.0655180600382517,0.427244898082922
502,2,366047,0.087012736992243,0.0642288768731137,0.17637023545328
503,2,366936,0.0701637033595313,0.0650295502831434,0.2813462207968
504,2,369530,0.0949436973945163,0.0640898531167725,0.139387958949883
506,2,369931,0.0817628089686148,0.0645833428827051,0.206346292210809
507,2,371033,0.0878243796970746,0.0643884982435995,0.173444108908596
508,2,372919,0.0836170195969277,0.064124870898491,0.193092876809207
509,2,373518,0.0824786223550784,0.0640924626857815,0.19898307616546
510,2,376157,0.0450743706985029,0.0643396954351149,0.484033770088507
511,2,376172,0.0560347866790782,0.0647811943261672,0.387634242153599
514,2,381433,0.0803729678286269,0.064661622709163,0.214700941248121
515,2,381922,0.094092033574868,0.0651139896824659,0.149334981473432
516,2,382146,0.0855252449663895,0.0641625482777601,0.183409007266805
517,2,384206,0.0765783458786018,0.0643951925514486,0.235162825078649
518,2,384955,0.0839596784818099,0.064225051793488,0.191970853882427
520,2,387301,0.0711393446077846,0.064597170982837,0.271526695657396
521,2,388313,0.0721052655444467,0.0642092301073484,0.262211912776894
524,2,390138,0.0693311530669236,0.0644184475758128,0.282544926294844
525,2,391233,0.0651345613700273,0.0647899762659021,0.315432127982302
530,2,395606,0.0182415247762892,0.0644987918652302,0.77748086990973
531,2,395726,0.0130592715579696,0.0644787786110795,0.839614427125429
532,2,395853,0.0201551647048493,0.0646572621375478,0.755434968487869
533,2,396484,0.0229547893850529,0.0643687351396008,0.721593890132532
534,2,396705,0.017952421324487,0.0643421613050762,0.780396783458001
535,2,398759,0.0213999834304311,0.0648653559453243,0.741660702129499
536,2,400386,0.0524430946071419,0.0644528663126733,0.416384909798448
537,2,400847,0.0336494802013012,0.0644289731923771,0.601808207724502
538,2,401130,0.0385497450478191,0.0650121267535837,0.553586017931005
539,2,401143,0.0421375023592063,0.0648768033391497,0.516437451227657
540,2,401979,0.0311322303122669,0.0648541909462457,0.631500378191501
541,2,403598,0.0484758754682315,0.0644801524880616,0.452675122152364
542,2,404844,0.0291855293247294,0.0652341264442179,0.654863102137
543,2,405100,0.0531132096820269,0.064593484497592,0.411478968521672
548,2,406181,0.0451741574249499,0.0646524850829766,0.485185433752025
549,2,406688,0.0402474949136459,0.0642881397696114,0.53168769950174
550,2,407621,0.041058535777506,0.0648145440057603,0.526832277676495
551,2,409016,0.0448444812405224,0.0654573329969995,0.493733682253802
552,2,410647,0.0538083587693879,0.0644825633465901,0.404584081706411
554,2,419803,0.0363469607184242,0.0649705375332969,0.576217887596822
555,2,419943,0.0240917604037367,0.0653704720245264,0.712690101872753
556,2,422349,0.0282919901849538,0.0645635342482945,0.661506540525379
557,2,425467,0.0285199379976906,0.0643313493621556,0.657799529470152
560,2,429095,-0.00888415656912805,0.0647285855137644,0.890909508532158
561,2,431266,-0.0182152068981705,0.0647583171177063,0.778660601929044
562,2,431446,-0.0277478960456636,0.0650103816684668,0.669768783576455
563,2,432524,0.00266495935608357,0.0644026142082833,0.967016608792328
564,2,434090,-0.056138718342246,0.0649274685450802,0.387825004940651
565,2,441927,-0.00280968757460537,0.0643002708330127,0.965171149745143
566,2,446471,0.0367843667917634,0.0650592485453308,0.572162283515788
567,2,449325,0.0930968337073033,0.0645180486006555,0.149919060532019
569,2,450017,0.0951502416605819,0.0641496626649867,0.138899199666958
