SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
198,2,9932,0.00278026735833714,0.114530878501497,0.980646759943985
199,2,10135,0.00235487406456236,0.114092292805928,0.983544429466454
200,2,11616,0.0308215299651087,0.113959455853018,0.786964071101712
201,2,12133,0.025843751602405,0.114416081179161,0.821429232610651
202,2,12194,0.0286291101524562,0.114856709262445,0.803305134429085
203,2,12359,0.0314557173761814,0.114518736541585,0.783724721643117
204,2,13061,0.00760488009900995,0.114521830204027,0.947092579700359
205,2,14298,0.00532332582179407,0.114883478752757,0.963068059326202
206,2,15222,0.0176831358232601,0.116000292933384,0.878926654599895
207,2,17986,0.0598188773783329,0.113926782980788,0.599868160209798
208,2,19770,0.0379614457864386,0.114741463878203,0.740959135784492
209,2,19836,0.0459877424472453,0.114417790298929,0.687980070018173
210,2,19851,0.0495025193963177,0.114748799340625,0.666441602712832
211,2,21595,0.0140796075486371,0.114302527773143,0.902035896369691
212,2,22385,0.00824155128802506,0.114412301995114,0.94261581533398
213,2,23441,0.0261615531306404,0.115515993479431,0.820962624680513
214,2,24209,0.049801169976981,0.114542479513214,0.663985318122754
215,2,24341,0.0590320750777733,0.114801158572281,0.607425889447146
216,2,26815,0.0669298205656919,0.114651194817367,0.559748514341383
217,2,28209,0.0593996926268998,0.114701558685066,0.604878256908093
221,2,41245,-0.0247890131811104,0.114297369388229,0.828425792765255
222,2,43214,-0.0480060824600498,0.116130081003338,0.679577784577567
223,2,47104,-0.00762017723179337,0.112919254903996,0.946235068820322
224,2,50915,0.138702948682508,0.113790228545517,0.223682599544614
225,2,55834,0.103726786731807,0.113368195964997,0.36083986831855
226,2,56422,0.118300037024187,0.113530994619192,0.298121760870672
227,2,57715,0.126847530383733,0.113129361799441,0.262939001266587
228,2,59046,0.135520122285942,0.113675334444741,0.233996099230424
229,2,59191,0.131632585640436,0.11303485595624,0.244995320740293
230,2,59383,0.154036059216132,0.112987330702505,0.173655645365243
231,2,59477,0.133797642578532,0.114768174154327,0.244479215709687
233,2,60471,0.115476983728589,0.113270335223537,0.308672735505224
234,2,60478,0.118692425543953,0.11339056554597,0.295927636128906
235,2,60786,0.143003404665141,0.113123909741869,0.207017203289192
236,2,61035,0.138706703808694,0.113130870145126,0.220988485550816
237,2,61071,0.136029406113802,0.112624724065309,0.227928459737729
238,2,61675,0.0955738539431076,0.113067736674775,0.398527294151629
240,2,62939,0.117352339365071,0.112813691129777,0.298944370153657
241,2,63527,0.130508379210458,0.113197657737459,0.249721379718812
242,2,63857,0.121739308824583,0.113251757399156,0.28313393776271
243,2,65527,0.0761805799610602,0.112990251544748,0.500611083781651
247,2,67976,0.106802512889498,0.11455051233873,0.351786870098052
250,2,72389,0.142371053652663,0.113732026942609,0.211467414437324
251,2,72392,0.16247848015154,0.114432951805159,0.156531702751776
252,2,73646,0.122398867239448,0.112217524807735,0.276136257783536
253,2,74564,0.13000373878736,0.111972162405892,0.246411681486684
254,2,74739,0.170323574149107,0.112188959408825,0.129862878927844
257,2,80873,0.222738138006621,0.112198579687875,0.0478942486863286
258,2,81501,0.215825428264363,0.112217950253579,0.0552502185570494
259,2,83526,0.181362169357337,0.112214958579439,0.106943706566687
260,2,83845,0.204789344617333,0.112208256398714,0.0688334913899739
263,2,84447,0.211551582066105,0.113619221385342,0.0634430727761745
264,2,87391,0.277847990522166,0.111260096576815,0.0129697006904252
265,2,87562,0.291459302719402,0.111448180369374,0.00929999918917981
266,2,87849,0.302235424064379,0.111356072423982,0.00697103586957803
267,2,87878,0.303235925250721,0.111836876164611,0.00702733702655482
269,2,89785,0.219157033504177,0.112404442924969,0.0520011124181248
272,2,93721,0.218844383226078,0.112063084569698,0.0516251670416095
273,2,93952,0.182717233007826,0.111922820119246,0.103459781289687
274,2,95085,0.209205263472968,0.111948932397268,0.062484749496618
276,2,107124,0.151703185306283,0.112267312973529,0.177475086215333
277,2,111645,0.212995014441532,0.112057387111181,0.0581468190367639
278,2,111916,0.193928808240787,0.112422015439616,0.085401400492862
279,2,111931,0.208923825654812,0.112519350419355,0.0641751346579122
280,2,111999,0.208368786254849,0.112114260945734,0.0639245917407844
281,2,114528,0.165776066866357,0.112965716563886,0.143133178223209
282,2,116024,0.18135979465648,0.113168268668549,0.109924558260318
286,2,120090,0.0753567592049291,0.113059499095671,0.505512233919543
287,2,120291,0.0846148302464647,0.114335687119747,0.459757818925279
288,2,120726,0.0806697649226187,0.113682193951812,0.478415864659111
289,2,121716,0.0783462270451953,0.113557506342454,0.490694311701156
290,2,123100,0.0856280944642379,0.113699489099021,0.451886455441023
291,2,124677,0.0410602833675344,0.113613025957311,0.718013135090617
293,2,127887,0.0326539216165108,0.114399941632834,0.775477136734836
294,2,128935,0.0216634619493875,0.114299168636128,0.849784042644194
295,2,129053,0.0244188967459289,0.114645561613588,0.831454049375551
296,2,130040,0.00722375188094848,0.115352073795838,0.950101750433041
297,2,130976,-0.0447148675984135,0.114388387466889,0.696104083001548
298,2,132199,-0.0449244100459247,0.114918555492631,0.696089316935877
299,2,133355,0.00704233435706014,0.115720363324999,0.951507946125125
300,2,133435,0.00370613532424902,0.115970867895516,0.974524030133893
302,2,135183,0.0364348515230435,0.116019060902123,0.753674688275653
303,2,135402,0.0410212193056975,0.11599719257542,0.723819986693673
304,2,135898,0.0520924616664689,0.116600063923149,0.655320973968935
305,2,135912,0.0497068166849773,0.116689186431885,0.670384798518189
306,2,135925,0.0502068340946729,0.116159711120154,0.665843655494255
307,2,136002,0.0339134123534189,0.116089475245369,0.770357567077396
308,2,136173,0.0346652488101995,0.116910363920747,0.767013983164525
310,2,138318,0.0659024223691929,0.119960546523418,0.58310064985024
311,2,138695,0.0681321489242492,0.117899130797091,0.563710145519063
312,2,138818,0.0709021824150637,0.117678081450115,0.547221766452012
313,2,139728,0.0894627259017275,0.117430999155026,0.446668797211079
314,2,140174,0.0708891275455084,0.117466917487119,0.54657589870461
315,2,140863,0.0838001286851696,0.117395259958705,0.475804686488845
316,2,141152,0.0725643602642606,0.117747561326363,0.538113136020651
317,2,141292,0.0843125889546859,0.116877691128609,0.471156623481667
318,2,141545,0.0850009108619699,0.117446465376324,0.469703625391714
322,2,146723,0.18679993345566,0.116899538503892,0.110948205075119
323,2,147946,0.163422830571741,0.118076341830463,0.167219448987988
326,2,151397,0.174452306038469,0.118328531687855,0.141290819744277
327,2,153035,0.267884378544105,0.116531159906668,0.0220986561957607
328,2,153228,0.24841598536901,0.117515380994075,0.0352245818133864
329,2,153455,0.243903725277363,0.11844010416068,0.0401985165000515
331,2,153815,0.222922438169433,0.118097748584376,0.0598984590054727
332,2,154160,0.252911988322214,0.116674673550135,0.0308518358679239
333,2,154235,0.246488625477053,0.11789373610189,0.0372634629608497
335,2,159870,0.232894939084591,0.114959073912282,0.0435273789095184
336,2,161229,0.21210653748654,0.116856129564803,0.0703557618347898
339,2,162696,0.282731878869048,0.115922379745446,0.0152210543748425
340,2,163284,0.24996455956621,0.114576175277608,0.0297948566627165
341,2,164166,0.280689080998504,0.115454441743707,0.0155474044577468
342,2,165270,0.249899026131277,0.114669155325169,0.0299696426360793
343,2,165675,0.230497026339358,0.116702689179187,0.0490379387008123
346,2,168062,0.235133510864095,0.115615933801279,0.0427245806783482
347,2,168518,0.208557579920175,0.115091373856653,0.070819627659337
348,2,168980,0.227794556889712,0.114932823754323,0.0482566841073898
349,2,169651,0.207453692799268,0.115097025459405,0.0723315214961062
352,2,170725,0.184228112357387,0.11541548673317,0.111335258128149
353,2,171254,0.201886814066828,0.11552003720173,0.081396818501535
354,2,172242,0.109625671960525,0.114498718939636,0.339000395431958
355,2,173254,0.126308767668074,0.113569953726911,0.266823148379855
356,2,173340,0.128054270121818,0.113550623342833,0.260200535754311
357,2,173385,0.129450091084274,0.113651095103905,0.255470026685073
358,2,173973,0.137931440914097,0.113319725792402,0.22434568624947
360,2,177341,0.167858379526912,0.112817153442836,0.137675287504057
361,2,180314,0.157266525899713,0.112898456578692,0.164499144318136
362,2,180339,0.154001509047503,0.113197966706864,0.174551892955518
363,2,182758,0.180353233477181,0.112679171968326,0.110362135759256
364,2,183619,0.178941069143972,0.113132453309406,0.114614682106561
367,2,187176,0.119758336680066,0.113972636474003,0.294085819407276
368,2,191066,0.110804073505304,0.114852755276183,0.335331021180916
371,2,191599,0.038240682665936,0.113392317258428,0.736134703619375
373,2,191763,0.0422924852805758,0.113837496403939,0.710475908977032
374,2,191959,0.00806417028780632,0.113581125360982,0.943438589628392
376,2,195759,0.104111897077737,0.114423108570897,0.363503878492491
377,2,196912,0.108406662269836,0.112556478582677,0.336140958224415
379,2,198110,0.0637966851882825,0.113328818483403,0.573836940347151
381,2,198805,0.104257813862412,0.113732741801008,0.359930266038679
382,2,198891,0.106455365229008,0.112838905836264,0.346107346873357
383,2,199248,0.122013200144654,0.113052729340609,0.281209063293348
384,2,201782,0.0123756828548074,0.113098023179236,0.912928062335523
385,2,203285,0.0912050457694576,0.112556824060373,0.418312412609589
386,2,203783,0.0773150316607339,0.112343522537281,0.491777606222618
387,2,204179,0.0778067797642836,0.112614767473286,0.490075555443007
388,2,205406,0.0484769274583436,0.113819467314343,0.670432495620853
389,2,205834,0.0669501230347303,0.113247377823416,0.554774993352501
391,2,207192,0.058908244040475,0.113154046656293,0.602970302710953
392,2,207561,0.0787084739505718,0.112619242565056,0.485080916496198
393,2,208682,0.0194064407275107,0.112502801134129,0.863145360959056
394,2,210102,0.0646841191697391,0.112745549265102,0.566524178543726
396,2,214801,0.0417977167165026,0.112770792042491,0.711125682422822
397,2,215016,0.0426456230108179,0.112705522710457,0.705375064886062
398,2,218876,-0.123274067623034,0.113704666957427,0.279033714338343
399,2,227511,-0.159132339439812,0.114386795026126,0.165047771883026
400,2,230378,-0.0762335337029085,0.113181783419746,0.501038526115966
401,2,231943,-0.102098995661578,0.113449122552571,0.368758231479689
402,2,232156,-0.0884952233488392,0.113434891719032,0.435830594374101
403,2,232789,-0.0953198778915733,0.113016804519348,0.399568471993024
404,2,238524,-0.0821000676584204,0.113205521341825,0.468791270903815
405,2,241518,-0.118060316458009,0.114100443897972,0.301514945897725
406,2,250396,-0.238090982704773,0.112784652420022,0.035473010139963
407,2,250466,-0.211676126480061,0.112893478266734,0.0616171013295931
408,2,252305,-0.186825952666192,0.113319543847122,0.100105956940454
409,2,254571,-0.125943002581252,0.115157782763243,0.274851604819404
410,2,254742,-0.130268050754029,0.115039800398276,0.258245920381255
411,2,254908,-0.117317876115922,0.115960888899094,0.312373453943397
413,2,255862,-0.152360611879475,0.115144136565758,0.186619841560359
414,2,255975,-0.163513395948462,0.114682858708498,0.154813347952876
415,2,258311,-0.162901861839401,0.112780681223224,0.149509881638757
416,2,259284,-0.15866991120454,0.113179700508472,0.161815124701154
417,2,266330,-0.151205678879644,0.113697869783393,0.184413112876758
418,2,267100,-0.171556755432943,0.113607675322879,0.13191741210134
419,2,268086,-0.15692936086495,0.113675896167864,0.168306834110025
420,2,274614,-0.10328517427003,0.113156370859069,0.361989109160989
421,2,274729,-0.130071267397903,0.113698903725468,0.253399805766665
422,2,275746,-0.0796646983648964,0.113780771419478,0.484288823245206
423,2,277029,-0.10041304111911,0.113204553632962,0.37567994953764
424,2,277741,-0.108460607083558,0.113228069887982,0.338771268764093
425,2,278218,-0.118364721604151,0.112994871870887,0.295575151933475
426,2,278379,-0.15019799018842,0.115695174314414,0.1950586913851
427,2,279910,-0.1311932554695,0.112914918700638,0.246070375391792
429,2,283431,-0.162888367773266,0.114459659261933,0.155588237929467
430,2,283573,-0.14475619028473,0.113148572546375,0.20161546382141
431,2,286762,-0.153270495993586,0.113407853233634,0.177401370361105
432,2,287187,-0.135338599761246,0.112940877613615,0.231598815742515
433,2,288379,-0.0588689074241797,0.112269009991292,0.600360185092774
434,2,294941,-0.0474120670807404,0.112351574614726,0.673283836435902
439,2,297610,-0.0658589184014084,0.112894312719596,0.560018180863624
441,2,299680,0.00961505021714279,0.112599719284012,0.93199862215314
442,2,299708,0.0182708802352892,0.112834195740058,0.871456141314712
443,2,299759,-0.00569261206400332,0.112455674853417,0.959656206801782
444,2,300111,-0.0031142754841558,0.113241691402747,0.978075572010034
446,2,301710,0.00183811685328028,0.112486197882124,0.986971722954337
447,2,303446,0.0376713785234134,0.113177005032184,0.739442352786647
448,2,303854,0.0223625168544325,0.113210215077279,0.843525787509786
449,2,304472,-0.0308520524857823,0.112247756793817,0.783587099185507
450,2,304691,-0.0447041273802902,0.114053659646202,0.695326528534569
451,2,308097,0.0941652434907803,0.112764700353321,0.404248965783721
453,2,309402,0.0144697899994321,0.112186631071653,0.897447223598779
454,2,310030,0.0117961002215653,0.112817834263512,0.916785270754462
455,2,310113,-0.00448881599048597,0.112504625504321,0.968196247072046
456,2,310972,-0.0553041930629531,0.112637266200037,0.623735971544074
457,2,312659,-0.0323700762075828,0.112225381444814,0.7731806953996
460,2,318265,-0.113392082742864,0.113536921495585,0.318612374292143
461,2,318379,-0.119190656017091,0.113857478772341,0.295889258204721
462,2,321266,-0.121890842345487,0.113084853327959,0.281827503775063
463,2,322957,-0.156889645342713,0.111948766380887,0.161960676850266
464,2,325221,-0.113457731794275,0.112714375478943,0.314818900982151
465,2,332691,-0.140731909976469,0.113779465652121,0.216952678692208
466,2,333006,-0.12771326249048,0.11359862694259,0.261670875063432
468,2,335046,-0.113168750684522,0.112500322128456,0.315132717423
469,2,335049,-0.121906037980051,0.112954348287309,0.281212938335658
470,2,335995,-0.16688252329172,0.112150141785561,0.137636318648602
471,2,336060,-0.166013249821401,0.112001836872397,0.139169427808022
472,2,338292,-0.199191360488696,0.111841392918211,0.0757695705438565
473,2,339568,-0.199539194642599,0.112009612205786,0.0756991186095996
474,2,340466,-0.206636966117075,0.112951952591585,0.0681795265200335
478,2,348480,-0.201780129093991,0.111830022041712,0.0720291965791245
479,2,350086,-0.240855801521765,0.111616072643653,0.0316099652427979
480,2,351083,-0.24574290487791,0.113047683055174,0.0303843179734622
481,2,351335,-0.261363798744498,0.111659431339225,0.0198025990413168
482,2,351417,-0.23940956555016,0.111780932655728,0.0328955854502258
483,2,351450,-0.285924434853077,0.111596513317033,0.01081776196799
484,2,352302,-0.242033748668715,0.112785652197973,0.0325573770054969
485,2,352469,-0.246329985997571,0.111603594205855,0.0279439356624255
486,2,352562,-0.228665838910108,0.112172000023912,0.0422418550328193
487,2,352944,-0.241056328743733,0.111770906354133,0.0317037735214695
490,2,355266,-0.250133641467951,0.111714388829841,0.0257754074172838
491,2,358277,-0.234548427920562,0.11182799378564,0.0366686715516731
492,2,358926,-0.245811720722009,0.111926142452256,0.0287278564918313
493,2,358948,-0.248903070266493,0.111942738240608,0.0268155662110343
494,2,359515,-0.235914205671787,0.111852044750459,0.0356342878098223
495,2,363190,-0.161719958408337,0.113329601005079,0.154467320928617
496,2,363588,-0.136526635201386,0.11387278411163,0.231355487278312
497,2,363888,-0.149973037346933,0.112843233501068,0.184693534510106
498,2,363954,-0.107888209238783,0.112529303168487,0.33833758617576
499,2,364199,-0.129758057975015,0.112310493582354,0.248728087233028
501,2,365981,-0.144682230329682,0.114532714259486,0.207336882456424
502,2,366047,-0.131206331332988,0.112507387137039,0.244320113696164
503,2,366936,-0.101829564174512,0.113892249314397,0.371884590761811
504,2,369530,-0.103524565527602,0.112401879605068,0.357668120535212
506,2,369931,-0.0940308049242852,0.113198285623964,0.406719623595227
507,2,371033,-0.143585986111107,0.112749348754926,0.20367957381723
508,2,372919,-0.0760176224786217,0.112447207455487,0.499464612261565
509,2,373518,-0.0238410801386076,0.11244892359592,0.83221615798393
510,2,376157,-0.083520727354315,0.112616568251135,0.458799812182622
511,2,376172,-0.0827092308711504,0.113433567412866,0.466398014270907
514,2,381433,-0.187265948306439,0.112998232574303,0.098358039938924
515,2,381922,-0.152452702879546,0.114029685603027,0.182097853708412
516,2,382146,-0.172409221932109,0.112223663960753,0.125360610864765
517,2,384206,-0.158920162352716,0.112631556094949,0.159133054197752
518,2,384955,-0.180099324044393,0.112288723451754,0.109631496046144
520,2,387301,-0.13654841274551,0.113037396088762,0.227858520628559
521,2,388313,-0.110970890819459,0.11244319455898,0.324364564219182
524,2,390138,-0.134503586618746,0.112721618103992,0.233577984169959
525,2,391233,-0.0379409939952343,0.113558501698489,0.738495202214866
530,2,395606,-0.202096365188492,0.112403790415581,0.0730393392318593
531,2,395726,-0.219407400642198,0.112270316932246,0.0514575626591785
532,2,395853,-0.214699486382865,0.11261920625217,0.0574075515839735
533,2,396484,-0.198325523272978,0.112201686583463,0.0779949206815106
534,2,396705,-0.19709717712518,0.112153187457717,0.0797177310562761
535,2,398759,-0.200483927667959,0.113061238884993,0.0770522853567588
536,2,400386,-0.189634523513282,0.112477907784947,0.0926849411900355
537,2,400847,-0.179701117707701,0.11241971336002,0.110829961964163
538,2,401130,-0.189421297047908,0.113412513973111,0.095766695339434
539,2,401143,-0.186865916429698,0.113197947892576,0.0996710438829772
540,2,401979,-0.121766641857071,0.11337858726561,0.283564014114091
541,2,403598,-0.128653925947242,0.112754462103824,0.254639398315131
542,2,404844,-0.103204985243861,0.114091909248678,0.366306141028953
543,2,405100,-0.125880574276963,0.112980006052449,0.265958067533623
548,2,406181,-0.14362726281574,0.112993475636118,0.204526078934397
549,2,406688,-0.0958858918903097,0.112482495349198,0.39454143420555
550,2,407621,-0.158149397028241,0.113209192034733,0.163301333814184
551,2,409016,-0.0942641022704443,0.1145487443975,0.411110785478095
552,2,410647,-0.150323690363669,0.112703727965313,0.183130912771437
554,2,419803,-0.191947388619529,0.113321102759139,0.0911785036093728
555,2,419943,-0.173089017726947,0.114081002820377,0.130099437606325
556,2,422349,-0.196336482707701,0.112564545992176,0.0819924634970455
557,2,425467,-0.163767596123031,0.112304984817376,0.145663586224909
560,2,429095,-0.147315398314424,0.113038164840058,0.193343616556755
561,2,431266,-0.159749804111136,0.113052209779238,0.158518561370742
562,2,431446,-0.131546302049538,0.113613862937162,0.247713462087861
563,2,432524,-0.0814287317383765,0.112653076178957,0.470264549626649
564,2,434090,-0.138455815447446,0.113536276067773,0.223474250087997
565,2,441927,-0.104873122925524,0.112418805197621,0.351520161161488
566,2,446471,-0.171150677250169,0.113572389205294,0.132711591532419
567,2,449325,-0.241264554185808,0.112540553128633,0.0327315486474559
569,2,450017,-0.292464200879454,0.111561986362169,0.00913209124845056
570,2,451779,-0.40439188935358,0.110995367817048,0.00030951295095564
571,2,451784,-0.39842170815438,0.111471523289848,0.000400153041454537
572,2,453525,-0.336835171420394,0.112081419270233,0.00284319432648464
573,2,453768,-0.342558106729152,0.112184054885714,0.00243331429041154
574,2,454027,-0.340751362619652,0.111719567301711,0.00246091813713528
575,2,455029,-0.331015010920221,0.111862902209556,0.00329350166435285
576,2,455247,-0.363020876412837,0.111210029523972,0.00120474297416671
579,2,455756,-0.31802359192231,0.12008013172428,0.00844976640771121
580,2,457024,-0.346528295294754,0.11219963059462,0.00217113170435964
581,2,457298,-0.336237255603297,0.112621044885711,0.00302807378793183
582,2,460202,-0.355428134294551,0.11271641379715,0.00175276663438324
586,2,464424,-0.322050834668505,0.112401402050652,0.00441720753988509
587,2,465824,-0.265415882638964,0.113946310504602,0.0204064736239814
588,2,470145,-0.302805181181334,0.112028753642898,0.00720553620398599
589,2,470686,-0.266431648639742,0.11222105309362,0.0181227956868553
590,2,471144,-0.306199779187538,0.112130705765827,0.00663636147667756
