SNP,Chr,Pos,Effect,SE,DHH1_LSM3_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
61,1,81262,-0.117603986860325,0.0568425728796455,0.0392790092399962
62,1,81999,-0.105435374568094,0.0570504958096956,0.0654232574033761
63,1,82431,-0.088395135770427,0.0574047202263008,0.124490788913356
64,1,83284,-0.103529103915648,0.0569119350747882,0.0697416452325425
65,1,83613,-0.100501215464393,0.0569209799801294,0.0783229061306264
66,1,84112,-0.108663506220231,0.056884813455106,0.0569127040372968
68,1,84858,-0.079864682590395,0.0571816655016457,0.163386285300349
69,1,85751,-0.108142529909382,0.0572866931376141,0.0598805318075142
70,1,87445,-0.099925051502585,0.0574511839546971,0.0828530704803268
71,1,87467,-0.131341300405087,0.0575760514644418,0.0231329576528583
72,1,89070,-0.102821019034132,0.0573754787188011,0.0739776427157085
73,1,89616,-0.0811643837402299,0.0571628287421994,0.156525008939916
74,1,89679,-0.0923483611279306,0.0571220096779447,0.106839312844415
75,1,89880,-0.0857714533479296,0.0571656240839226,0.134403995158039
76,1,91472,-0.0616652241612168,0.0576799922824128,0.285758676205922
77,1,93789,-0.0437848159094648,0.0571305595387435,0.443951003654372
78,1,94351,-0.0469338473078201,0.0572741023558463,0.413076820284558
79,1,99148,-0.0441664143054315,0.0571297274331459,0.439986541931859
82,1,106800,-0.06969568142373,0.057134901763272,0.223338276836155
83,1,107970,-0.0929348736292242,0.0568708644628636,0.103121227941161
84,1,109000,-0.0949518367292614,0.0569624251851294,0.0964171419365775
85,1,112549,-0.0417118578563361,0.0570782795567978,0.465396236225805
86,1,112742,-0.00241868552440305,0.0573438400112685,0.96638013222743
87,1,113050,-0.0230861271871774,0.0572343271531782,0.686926473700584
88,1,113135,-0.0183695069832291,0.0570933320933338,0.74783615044382
89,1,114076,-0.010446856858074,0.0570989957644274,0.854934101525275
90,1,114628,0.0254964958578281,0.0572300734231459,0.656225263904852
91,1,116283,-0.00963416291772379,0.0575622736570168,0.86717524312101
93,1,127853,0.00669327295626765,0.0574562743943284,0.90732781465101
94,1,128302,-0.0314967867286081,0.0572121208872689,0.582306539452474
95,1,128704,-0.0222662027592668,0.0572813929115566,0.697720481442106
96,1,128911,-0.0334032087915173,0.0572724040953999,0.560108259528428
97,1,130267,-0.0374585590999963,0.0572381190118921,0.513258521226547
98,1,130271,-0.0384380344092445,0.057304298073137,0.502805354526999
99,1,130613,-0.0196272221230962,0.0578672246630825,0.734678203421367
100,1,132012,0.00641278150835034,0.0577527957376342,0.91164895407306
101,1,133231,-0.0300541808111974,0.057321669262134,0.600393747359976
102,1,137074,3.73041276450214e-05,0.0572624295129106,0.999480578914627
103,1,137304,-0.0239471029054112,0.057268151172175,0.676086280475669
104,1,139686,-0.0355693239307678,0.0573263592019845,0.535348331768629
105,1,149562,-0.0459021570997045,0.0574365260204431,0.42472310239066
106,1,150447,-0.0611422122708385,0.0580349709929775,0.292813775979554
108,1,154084,-0.0256889499567613,0.0582896856283173,0.659691449179104
110,1,157269,-0.0179255554555742,0.0572395646557924,0.754338568033844
111,1,160054,-0.0291126439822116,0.057770636833414,0.614621435119259
112,1,166222,-0.0143279666468755,0.0573589039686586,0.802891196815698
113,1,166416,-0.00995516503975308,0.0572450633770342,0.862040325917527
114,1,167326,-0.0320502527727861,0.0575475493273668,0.577924667376307
115,1,168836,-0.00570105990897252,0.0572991887451089,0.92080066779438
116,1,171200,0.00146350314790022,0.0573857500875483,0.979668244544943
117,1,171431,-0.0142059204725131,0.0577391153494054,0.805797099321274
118,1,173339,0.0104213771874423,0.0572923247906427,0.855766935642503
119,1,173845,0.0141814660307887,0.0572425392924489,0.80447692780018
120,1,175121,0.0364121427236747,0.0571011305368149,0.524096617517062
121,1,175281,0.0225332113088846,0.0571699937916132,0.693712704422932
122,1,175315,0.0229669381930219,0.0571515001124886,0.688029788270205
123,1,175523,0.0155616858516136,0.0574824961174879,0.786764286920974
124,1,175541,0.0228140701192891,0.0572409633549888,0.690456968901148
125,1,175653,0.0150536179543273,0.0574294222632108,0.793378897720522
128,1,175856,0.00853957751899628,0.0583814240123018,0.88379003005817
129,1,175876,0.0244433050721172,0.0574737402519374,0.670880648009649
130,1,175989,0.0206701629889374,0.0576419891055509,0.720112012110165
131,1,176001,0.0216603183545037,0.0579414275358779,0.708754266826624
133,1,177692,-0.0210623245335414,0.0571535784117158,0.712705297200299
134,1,178191,-0.0169800193818657,0.0572141937736843,0.766809141905691
135,1,178224,-0.0210623245335414,0.0571535784117158,0.712705297200299
136,1,178960,-0.0156805309988927,0.0576150916744578,0.785658011162744
140,1,183802,0.0302273058568294,0.0571491286305484,0.597193497056455
141,1,183954,0.0216219048102884,0.057576496820156,0.707489273774883
142,1,184450,0.0401407048645651,0.0570437837162451,0.482094490628221
144,1,184718,0.0356164121559678,0.0573768062374275,0.535167456968396
145,1,185296,0.0395485250887896,0.0571258033237734,0.489200450610083
146,1,185438,0.00341663622027315,0.0571669813527666,0.952375903325843
147,1,185469,0.00206453745707974,0.0572496690121773,0.971253307385733
148,1,185503,-0.00222685083117682,0.0571015800043016,0.968913981185889
149,1,185705,-0.000811616611251662,0.0577398775048573,0.988792900830605
150,1,185749,0.00813258634950501,0.0577382711712744,0.888066719432677
151,1,185806,0.0126284681323924,0.0578130852000518,0.827215523654298
152,1,185879,-0.0126420063178709,0.0580924743535095,0.827851979919427
153,1,185916,0.0150610088188557,0.0580644149760415,0.795489794883054
154,1,185941,0.00488307280750923,0.0583223300926507,0.933322052010157
155,1,185954,-0.00538990926896325,0.0584925339514249,0.92663354815696
156,1,186055,-0.0104492610128664,0.0573231331699245,0.855462150120671
157,1,186896,0.00689125468745244,0.0582645145774371,0.905916776770487
161,1,190132,0.0411951699022234,0.0573566550831907,0.473091647411571
162,1,190148,0.0400588961363352,0.0573762581004562,0.485524939880662
163,1,190165,0.0418030224689742,0.0578142594624499,0.470123484236157
164,1,190169,0.0403298467383862,0.0577450251516061,0.48537910407912
165,1,190933,0.0494109101873008,0.0572559415363756,0.388732684774753
166,1,192149,0.00405745408948655,0.0577845042501586,0.94406071088619
168,1,192303,0.0807824202161873,0.0687539829768739,0.240807075140425
171,1,192795,-0.040668697618042,0.0571668363623555,0.477303950304642
173,1,194187,-0.018145519064217,0.0572470509395451,0.751454785621596
174,1,194867,0.0509565971850918,0.0571597307292283,0.37328045088155
190,2,8314,0.0528230356727422,0.05812497609241,0.364084299769518
194,2,8498,0.0116804283861665,0.0581043803906461,0.84079486694441
195,2,8651,0.016921023726544,0.0581551393450486,0.771250103256437
197,2,9812,0.0377332035734288,0.058473220621092,0.519147178501989
198,2,9932,0.0265731383823701,0.0582599384680188,0.648588916738277
199,2,10135,0.0238434396602251,0.0580400507846368,0.681461037430193
200,2,11616,0.0163216416858293,0.0579857971546547,0.778509845057905
201,2,12133,0.0281698412094231,0.0582035411439762,0.628694186837397
202,2,12194,0.0279941229361139,0.0584289966298508,0.63215452194077
203,2,12359,0.00904202265802678,0.0582751164201424,0.876783111484814
204,2,13061,0.015097453373749,0.0582672742447516,0.795703783660261
205,2,14298,0.0168887621597511,0.0584497356008004,0.772793033334242
206,2,15222,0.0104693874888009,0.0590240535638335,0.859315629271034
207,2,17986,0.0076372236691471,0.0579908794699173,0.895299003220197
208,2,19770,0.0108481406991168,0.0583904041261593,0.852719010229513
209,2,19836,0.00836356100208668,0.0582311307550738,0.885876995249563
210,2,19851,0.00965432276594003,0.0584010689953875,0.868794050468573
211,2,21595,0.0282831383404631,0.058142628360394,0.626954192123632
212,2,22385,0.0485367900839849,0.0581598015758383,0.404540108244426
213,2,23441,0.0410550154770111,0.0587419554196377,0.48507194510124
214,2,24209,0.0392570183203211,0.0582611063674629,0.500871959512171
215,2,24341,0.0422606639598733,0.0583931501206106,0.469713045458001
216,2,26815,0.0387521450627029,0.0583299737407095,0.506893176730387
217,2,28209,0.0254402662241253,0.0583703654015099,0.663217653198896
221,2,41245,0.00434203733096639,0.0581616534433702,0.940531785891218
222,2,43214,-0.00361834606155753,0.0591047686802543,0.951219292686428
223,2,47104,0.00593859699188692,0.0574565094018264,0.917737440182995
224,2,50915,-0.0335779920596517,0.0579943826232298,0.56296722083301
225,2,55834,-0.0530109898725489,0.057684842948009,0.358735598986082
226,2,56422,-0.0527602085818382,0.0577888686225289,0.361875017847471
227,2,57715,-0.0438456860112894,0.0576190951949956,0.44719042938178
228,2,59046,-0.041561269501655,0.05791582208563,0.473469245487677
229,2,59191,-0.0537175731447087,0.057555234018504,0.351291622392705
230,2,59383,-0.0532135721445174,0.0575731759451088,0.355973401309297
231,2,59477,-0.0502161210521968,0.0584490343379027,0.390844263363466
233,2,60471,-0.0281933105181358,0.057700926791105,0.625420489219979
234,2,60478,-0.0302029973115299,0.0577639374049261,0.601393135428585
235,2,60786,-0.0398659933874783,0.0576522519262674,0.489711769367988
236,2,61035,-0.0436603444177541,0.0576403008535016,0.449278371396817
237,2,61071,-0.0316605092406193,0.0574007031489663,0.581591931746265
238,2,61675,-0.026637047582469,0.0575733027501387,0.643890875516259
240,2,62939,-0.0150048699816966,0.0574856609205822,0.794229794343056
241,2,63527,-0.0439850494191226,0.0576595049862032,0.446067534177779
242,2,63857,-0.0663920138760826,0.0576121664318274,0.249938309134289
243,2,65527,-0.0816629362142031,0.0573657139408063,0.155460158386823
247,2,67976,-0.0510044534730143,0.0582955957377533,0.382207936401782
250,2,72389,-0.0299271331725111,0.0579770029838965,0.606045091051088
251,2,72392,-0.0263999644907221,0.058376350396382,0.651375796445161
252,2,73646,-0.0564598693466374,0.0571170871628509,0.323588077805383
253,2,74564,-0.0592688439873437,0.0569965483109373,0.299113286055873
254,2,74739,-0.0480350483597898,0.0572143801012585,0.401721952639584
257,2,80873,-0.0263930831694178,0.0573909235295104,0.645883655269422
258,2,81501,-0.0244051502144069,0.0573838486203877,0.670879688378712
259,2,83526,-0.0393463563417791,0.0572712320505988,0.492522589456729
260,2,83845,-0.0277012498357622,0.0573450224681154,0.629350570935813
263,2,84447,-0.032919202053437,0.0580699442693821,0.571150000917898
264,2,87391,-0.026435897169304,0.0570933362083459,0.643628565240167
265,2,87562,-0.0327266741839891,0.0572286946774143,0.567782291505482
266,2,87849,-0.0424197517059563,0.057205236875891,0.458861460071668
267,2,87878,-0.0339457676720625,0.0574673895773203,0.555101996170446
269,2,89785,-0.0537446586985627,0.0574309975639368,0.350009363253307
272,2,93721,-0.0473416990101968,0.0572731514402943,0.4090250292752
273,2,93952,-0.0365954640682501,0.0571313783874721,0.522231133154061
274,2,95085,-0.0196353623800932,0.0572348128048198,0.731752440980507
276,2,107124,0.0386730724947317,0.0572358308532595,0.499686599934656
277,2,111645,0.0243187102763106,0.0572948891345445,0.671497569394892
278,2,111916,0.0287133069629217,0.0574242616238405,0.61737220601987
279,2,111931,0.0316918300536173,0.0575077000353985,0.5819216566335
280,2,111999,0.0266273901377289,0.0573083096844995,0.642480015081353
281,2,114528,0.0211809784763832,0.0576446945993976,0.713510878300866
282,2,116024,0.00691256769920723,0.0577916365867454,0.904858632732702
286,2,120090,0.024618098248128,0.0575496431646988,0.66907831997599
287,2,120291,0.0280748607916279,0.058203671148682,0.629852384828773
288,2,120726,0.015019287880266,0.0578809389933719,0.795411619298177
289,2,121716,-0.0100300291899498,0.0578182512305328,0.862377399691891
290,2,123100,0.0107607683215758,0.0578976430997861,0.852662490149054
291,2,124677,-0.00397040656908987,0.0578203295374265,0.945292767675853
293,2,127887,-0.0219794366343369,0.0582053922561015,0.705940913595613
294,2,128935,-0.0120032478377171,0.0581586037227304,0.836606696720331
295,2,129053,-0.0169993221416467,0.0583321413502661,0.770899066316566
296,2,130040,-0.027655744113313,0.0586767720127207,0.637700859559321
297,2,130976,-0.0145037914189455,0.0582120289113867,0.803386147595315
298,2,132199,-0.044627918640249,0.0584387202447715,0.445573808651197
299,2,133355,-0.0457056553295514,0.0588323397414343,0.437749970174717
300,2,133435,-0.0502934938016264,0.0589491079498117,0.394144661663273
302,2,135183,-0.0568996074660983,0.0589648164769567,0.335217651203166
303,2,135402,-0.0686249074184986,0.058920514539544,0.244925679339297
304,2,135898,-0.0984469688736556,0.0591149277885585,0.0967303936987888
305,2,135912,-0.102353894659151,0.0591401491294035,0.0843790426998237
306,2,135925,-0.105918355707934,0.0588521054034007,0.0727558284428479
307,2,136002,-0.0858996118732751,0.0589000821468482,0.145620719278589
308,2,136173,-0.0802725145818266,0.0593416166282357,0.177011313436141
310,2,138318,-0.0917881750533851,0.0608702015710139,0.132466147000166
311,2,138695,-0.0902093355008131,0.0598269467985026,0.132490449514638
312,2,138818,-0.0940143152207962,0.0596998972527785,0.116202577176544
313,2,139728,-0.0733281833421882,0.0596743396378851,0.219963113764368
314,2,140174,-0.085921417958883,0.0596267188409704,0.150474347406469
315,2,140863,-0.0881296338585256,0.0595933242393207,0.140071970163573
316,2,141152,-0.0856043771698414,0.0597726275008221,0.152980943309167
317,2,141292,-0.0953990771131654,0.0592980141090907,0.108552418212569
318,2,141545,-0.105434379258599,0.0595410574501606,0.0774594765200918
322,2,146723,-0.0523047595461326,0.0596321065733853,0.381015758889161
323,2,147946,-0.0822238236315438,0.0600847325309449,0.172037028656174
326,2,151397,-0.0470649814902284,0.060342535017734,0.435934936723332
327,2,153035,-0.0386679648379038,0.0597015876025422,0.517608177917358
328,2,153228,-0.0647289130989848,0.060074243161778,0.282000775604671
329,2,153455,-0.0577051167583666,0.0605492699457267,0.34122827485359
331,2,153815,-0.033868357131472,0.0603676002590256,0.575129397254733
332,2,154160,-0.0474773179692694,0.059708256050247,0.427057660965334
333,2,154235,-0.0577952417344525,0.0602800334457657,0.338326205881178
335,2,159870,-0.0245746971929341,0.058819464382878,0.676348301081623
336,2,161229,-0.0821340247372939,0.0595768815331274,0.168884219750903
339,2,162696,-0.0771716778281444,0.059338025237491,0.194263188878501
340,2,163284,-0.0153023181552787,0.058686172555555,0.794438680177956
341,2,164166,-0.0127987752233512,0.0592328605112166,0.829053632015559
342,2,165270,-0.025235784253673,0.0587232562054247,0.667646335448348
343,2,165675,0.00751837729934723,0.0597080112671055,0.899867671751495
346,2,168062,0.0246853391931579,0.0591582272321959,0.676729821854746
347,2,168518,0.016504196561778,0.0588274473416565,0.779217883255478
348,2,168980,0.0198294912410562,0.058796602322765,0.736124565195328
349,2,169651,0.00551311289003031,0.0588332737184976,0.925394758382294
352,2,170725,0.0114751891258056,0.0589355693012866,0.845734059566908
353,2,171254,0.0144391318802384,0.0590291107652735,0.806900266508957
354,2,172242,-0.00333416272528608,0.0583360195896994,0.954454505357147
355,2,173254,0.0505993568441119,0.0578265824835222,0.382158545600312
356,2,173340,0.0454606182684486,0.0578316605750302,0.432344863674633
357,2,173385,0.0500746018967679,0.0578742267291288,0.387499379158429
358,2,173973,0.0545745895494235,0.0577085989835878,0.344952311493063
360,2,177341,0.00997898481657034,0.0575823284415724,0.862515398684043
361,2,180314,0.00988131127046044,0.0576016980921837,0.863893163453838
362,2,180339,0.00999599937183016,0.0577471792729758,0.862672544172564
363,2,182758,-0.0212862345710088,0.0575313688725893,0.711609188691728
364,2,183619,-0.00658998980700398,0.0577680528536155,0.90924183289045
367,2,187176,-0.0596441687656671,0.0579968104139658,0.304463834842369
368,2,191066,0.00819092924383913,0.0585162059521915,0.888757910200787
371,2,191599,-0.0377942563086344,0.0576719406051291,0.51268098940675
373,2,191763,-0.0502494449687383,0.0578737974232492,0.385842461256564
374,2,191959,-0.0288812175001825,0.0577737556629478,0.61745553118463
376,2,195759,-0.0219774664883507,0.0582787143336566,0.706318711332891
377,2,196912,-0.0376422571286515,0.0573126095498478,0.511744929897291
379,2,198110,-0.0515439252029841,0.0576260195834938,0.371687537383051
381,2,198805,-0.0238484394907725,0.0579258717460598,0.680804660677072
382,2,198891,-0.0205449058868056,0.0574780623476008,0.720976727521367
383,2,199248,-0.0483558370409246,0.057562244835173,0.40144239773057
384,2,201782,-0.0238931128943929,0.0575348947339466,0.678188963158064
385,2,203285,-0.00245004458447401,0.0573256827547737,0.965933723603775
386,2,203783,-0.00368828516691072,0.0572020556882222,0.948625968158812
387,2,204179,0.0130465926772267,0.0573366016515231,0.820132586143987
388,2,205406,0.0226000974863129,0.0579174545708426,0.696614992683986
389,2,205834,0.0296956461826127,0.0576308177781832,0.606684279315297
391,2,207192,0.0161048442441305,0.0575921981876991,0.779920663663002
392,2,207561,0.018341577756684,0.0573356742951287,0.749234771495083
393,2,208682,0.0286652133494864,0.0572271813586957,0.616752230810504
394,2,210102,0.0411260932143523,0.0573536060175767,0.473810008598641
396,2,214801,0.0309722194465744,0.0573689503068193,0.589621751805318
397,2,215016,0.0206128686521427,0.0573493898296663,0.719491248060271
398,2,218876,-0.0120721231543831,0.0579493336123528,0.835097672467483
399,2,227511,0.0093101029355831,0.0583609741446992,0.873345574601857
400,2,230378,-0.017195062016667,0.0576203188156647,0.765558122496368
401,2,231943,-0.0253281110090381,0.0577770828771172,0.661381585622163
402,2,232156,-0.019664088772017,0.0577596360374553,0.733722516988877
403,2,232789,-0.0247884485614719,0.0575494360202148,0.666925309354079
404,2,238524,-0.0279573880980305,0.0576263584467057,0.627871375088491
405,2,241518,-0.0248027174418772,0.0581310237693882,0.669880375118528
406,2,250396,-0.0329757579693477,0.0577229531318448,0.568175860576915
407,2,250466,-0.0258131613248224,0.0577128846663871,0.65495544873104
408,2,252305,-0.0321916539870268,0.0578568910910799,0.578289029738152
409,2,254571,-0.0119977436294094,0.0586917582034382,0.838143450755937
410,2,254742,-0.015525899484506,0.0586364078874675,0.791331493983798
411,2,254908,-0.0205983880083709,0.0590800011218465,0.727558086976231
413,2,255862,-0.00861986306452101,0.0587324318510882,0.883401323968126
414,2,255975,0.000111504414491481,0.0585221726989771,0.998480838853393
415,2,258311,0.0230463012624987,0.0575427601508254,0.689025114517581
416,2,259284,-0.00805498539004612,0.0577480386621609,0.88914645168602
417,2,266330,-0.0182990499953403,0.0579897619973717,0.752525585825098
418,2,267100,-0.0193484734758023,0.0579845689034436,0.738816793674449
419,2,268086,-0.02189396101295,0.0579862326364579,0.705975694131033
420,2,274614,-0.0575675006561818,0.0575640794757058,0.317966771314993
421,2,274729,-0.0665081973273335,0.0578526674234308,0.251081442579742
422,2,275746,-0.0636380501578594,0.0578364668391853,0.271946787572656
423,2,277029,-0.0571921598734423,0.0575859359627123,0.321311328968853
424,2,277741,-0.0616965134066813,0.0575954383985964,0.284809164676098
425,2,278218,-0.0624765808603337,0.0574886864763684,0.277883053875153
426,2,278379,-0.0354997057113192,0.0589795965893927,0.547628366272587
427,2,279910,-0.0612432997430811,0.0574721928893552,0.28732548088817
429,2,283431,-0.081104810614783,0.0582479073615799,0.164675569853817
430,2,283573,-0.0990837242845881,0.0574655318835904,0.0855419968880328
431,2,286762,-0.0601210853392304,0.0577661640056167,0.298696250747289
432,2,287187,-0.0347124153221551,0.0575551316941707,0.546818882124832
433,2,288379,-0.00920111614627983,0.0571462871807564,0.872177734354932
434,2,294941,-0.0602539441607919,0.0570925717880797,0.291976652393817
439,2,297610,-0.0253235653221661,0.0574561934350263,0.659666960359308
441,2,299680,-0.00346616384258513,0.0572947127411426,0.951793962730119
442,2,299708,0.00485834809682134,0.0574152772642944,0.932613303811473
443,2,299759,0.00466318803521157,0.0572207929098164,0.93509477191803
444,2,300111,0.0056828792142822,0.0576203422615101,0.921490994474477
446,2,301710,-0.000889265796577499,0.0572366566920441,0.987612824312699
447,2,303446,0.00607151535498004,0.0575962898408476,0.916106354267541
448,2,303854,2.31969857597547e-06,0.0576082417964342,0.999967894501105
449,2,304472,-0.0237809012537121,0.05710741424499,0.677352805882238
450,2,304691,-0.0142574149034499,0.0580418972587611,0.806103631774556
451,2,308097,-0.0127105556143431,0.0574310267007944,0.824972318386905
453,2,309402,-0.0120679735073349,0.0570819566132135,0.832685568778815
454,2,310030,0.00741792029524056,0.0574049332656586,0.897256410558286
455,2,310113,-0.013836750736129,0.0572414229246464,0.80913269886014
456,2,310972,-0.0323581650297867,0.0573072168459237,0.572674681038887
457,2,312659,0.00857551152647151,0.0571088476192619,0.880723496115605
460,2,318265,-0.0262228586317184,0.0578360218196551,0.65053924237697
461,2,318379,-0.00569499833310627,0.0580234733758288,0.921868968494126
462,2,321266,0.0218968946674117,0.0576240986243224,0.704177324529029
463,2,322957,0.0241862777905998,0.0571069319540078,0.672169372881661
464,2,325221,0.0210505846046921,0.0574240819059245,0.71415111406862
465,2,332691,0.0975931557853117,0.05778704642482,0.0921328979007652
466,2,333006,0.112789868520996,0.0575940651135271,0.0509750575463948
468,2,335046,0.0548751945473855,0.0572513785876118,0.338468918789225
469,2,335049,0.053258516731642,0.0574997803892863,0.354954794531826
470,2,335995,0.0234346148722833,0.057230763101609,0.682438844443229
471,2,336060,0.0267321764952525,0.0571495620042619,0.64024615615743
472,2,338292,0.0323363468770601,0.0571377567323422,0.571796464997575
473,2,339568,0.00756380322923357,0.0572483589755279,0.894962579010865
474,2,340466,0.0168660918054682,0.0577384786955411,0.770372735402992
478,2,348480,0.0170213498477189,0.0571573922508394,0.766032626610537
479,2,350086,0.0129937906409528,0.0571630871263463,0.820313617665061
480,2,351083,0.0155026353605458,0.0579002064572881,0.789050062533169
481,2,351335,0.0182827104083546,0.0572469272857588,0.7496380573565
482,2,351417,0.016713842189588,0.0572392478867843,0.77045839836567
483,2,351450,0.00835916226086286,0.0573077806778477,0.88411173103174
484,2,352302,0.0343188018705804,0.057733267060151,0.552600519505842
485,2,352469,0.0292106345342499,0.0571569293224182,0.609628352362107
486,2,352562,0.0292481568377748,0.0573906489724795,0.610627198383685
487,2,352944,0.0217081953361822,0.0572344991397485,0.704704179958905
490,2,355266,0.0188185869580161,0.0572373972007881,0.742515945705698
491,2,358277,0.0442196014684603,0.0572068028126037,0.440052653645578
492,2,358926,0.0383248976224918,0.0573031499931594,0.50405406361366
493,2,358948,0.0434943917546699,0.0573108753217972,0.448406624341558
494,2,359515,0.0451256478032744,0.057221089766924,0.430863923371935
495,2,363190,0.0736194438482214,0.0576989941296998,0.202821828922869
496,2,363588,0.0806215646708618,0.0579012619572832,0.164678569620435
497,2,363888,0.0681819000755725,0.0574472950795254,0.236080935128607
498,2,363954,0.0751506697541181,0.0571933940247295,0.189707974515055
499,2,364199,0.0690302019337913,0.0571371904022473,0.227798948994315
501,2,365981,0.043014364096673,0.0583646809851119,0.461616120679869
502,2,366047,0.0695715507210038,0.0572379586725072,0.224995639134609
503,2,366936,0.0485252797126069,0.057960164884466,0.403036616787325
504,2,369530,0.096506221139997,0.0570315888309196,0.0914990745575455
506,2,369931,0.0675717876291681,0.0575429737278103,0.241072915719255
507,2,371033,0.0863621930067704,0.057318177532301,0.132777908492066
508,2,372919,0.118243588891017,0.0569068937723022,0.0384461389339993
509,2,373518,0.11319214280064,0.056903293566244,0.0474503670679017
510,2,376157,0.0743992890714134,0.0572107384985837,0.194297636512601
511,2,376172,0.0849699898370934,0.0575848386382018,0.140952947479915
514,2,381433,0.101114116602013,0.0574689945300217,0.0793664636136362
515,2,381922,0.0942215942464583,0.0579521677124357,0.104873717573052
516,2,382146,0.0681104930972221,0.0571788484179988,0.234381921212321
517,2,384206,0.0570500734264725,0.0573917301143919,0.320880913727939
518,2,384955,0.0620065831685448,0.0572489364840073,0.279501283223286
520,2,387301,0.064891527411417,0.0575323048458186,0.260122011809522
521,2,388313,0.0811818395235039,0.0571304867329595,0.156202467282135
524,2,390138,0.0654456734997713,0.0573663429130075,0.254710946470375
525,2,391233,0.0865235892193221,0.0576076359701822,0.134004899776017
530,2,395606,0.00541658532826578,0.0574552853096041,0.924944358513457
531,2,395726,0.00811870898046446,0.0574333855571039,0.887667210868391
532,2,395853,0.0181268378074854,0.0575904958486011,0.753134416491711
533,2,396484,0.026907125984272,0.0573260986540033,0.639095276565473
534,2,396705,0.0141886265775257,0.0573113321464002,0.804610249494059
535,2,398759,-0.0177950083146036,0.0577771452089795,0.758268626113087
536,2,400386,-0.0084603971529803,0.057460639307574,0.8830281215633
537,2,400847,-0.0262848717733419,0.0573924314028677,0.647245016936342
538,2,401130,-0.0316498263888891,0.057911067269211,0.585050612995801
539,2,401143,-0.02499085871111,0.057805414295828,0.66576752620499
540,2,401979,-0.030946880342982,0.0577614275368945,0.592454439967335
541,2,403598,-0.0241084214529252,0.0574645336361611,0.675079897343226
542,2,404844,-0.0342472906150334,0.0580923483631889,0.555881661407999
543,2,405100,-0.00802894682871069,0.0575873309541074,0.889196116488799
548,2,406181,-0.0128643217661555,0.0576221362993073,0.823467645431716
549,2,406688,-0.0281242631234144,0.0572740931021115,0.623698447726986
550,2,407621,-0.0254071669191634,0.0577477165821634,0.660229291923951
551,2,409016,-0.045219339488401,0.0582923621289322,0.438425729783022
552,2,410647,-0.016565404064483,0.0574849046116464,0.773386012740627
554,2,419803,-0.0333914949073626,0.0578680500410865,0.564288228212587
555,2,419943,-0.0371025224035078,0.0582036211820478,0.524238020729687
556,2,422349,-0.0186269033542347,0.0575142615523706,0.746231422340519
557,2,425467,-0.0119655419885495,0.0573127691135619,0.834743371620824
560,2,429095,-0.0362162312408661,0.0576234857410349,0.530084357062594
561,2,431266,-0.0297820109088704,0.0576653422527345,0.605854513808565
562,2,431446,-0.0350825383353086,0.0578900100834042,0.544890555513098
563,2,432524,-0.0266347337323743,0.0573464538291564,0.64260953074338
564,2,434090,-0.0698092416198232,0.0577731750880232,0.227727980691233
565,2,441927,-0.043893498053992,0.0572251629759914,0.44357552429315
566,2,446471,-0.0555911414973301,0.0578993831396592,0.337645168106806
567,2,449325,-0.0300995712162639,0.0576136138260583,0.601692748092943
569,2,450017,-0.0432719549537615,0.0572700154610641,0.450406209454589
