SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
101,1,133231,0.00212017385207136,0.0666180232107119,0.974628934712774
102,1,137074,0.0269447969587115,0.0665079136712604,0.685622438018452
103,1,137304,0.0375525322607599,0.0665164740955602,0.572731720044639
104,1,139686,0.0194175770821239,0.0666259337307401,0.770884686723984
105,1,149562,0.0219135060520065,0.0667757784165023,0.742981104061612
106,1,150447,0.0418311122599042,0.0674900563269999,0.535781773431003
108,1,154084,0.0357359871965931,0.0677086830973893,0.597976471663972
110,1,157269,0.0214358639000783,0.066496261074145,0.747369344728918
111,1,160054,-0.00122193491975042,0.0671378779773731,0.985489281766029
112,1,166222,0.00799210007781606,0.0666399826187972,0.904607218834508
113,1,166416,0.00819365837808594,0.0665046181777141,0.902015396338136
114,1,167326,-0.0302830788419001,0.066864547569389,0.650897639387231
115,1,168836,0.00669153029338587,0.0665660588936794,0.919984876155129
116,1,171200,0.00154912043897171,0.0666666494586958,0.98147450372766
117,1,171431,0.00461928667140596,0.0670824539329942,0.945140178995873
118,1,173339,0.0230067009766964,0.0665499587431374,0.72976981982743
119,1,173845,0.0303784234357132,0.0664863905168107,0.648015402869038
120,1,175121,0.0418475309877571,0.0663368032895828,0.528557080547243
121,1,175281,0.0293734706881528,0.0664122024123828,0.658550034424502
122,1,175315,0.0371421947145743,0.0663802594004886,0.576150301751882
123,1,175523,0.0351834959632065,0.0667597048414497,0.598512848385908
124,1,175541,0.033352512420368,0.0664897038016705,0.616248103045751
125,1,175653,0.0242900322243836,0.0667113409741599,0.715996482505874
128,1,175856,0.0122371488590785,0.0678222694661596,0.856918810846863
129,1,175876,0.0180546624885533,0.0667790498436903,0.787038101162494
130,1,175989,0.0190745963806204,0.0669688198706979,0.775942929988594
131,1,176001,0.020371925339568,0.0673167761139178,0.762351799958358
133,1,177692,0.0564303860735801,0.0663417361871887,0.395567295233406
134,1,178191,0.0483756931697396,0.0664257462402193,0.466932846177453
135,1,178224,0.0564303860735801,0.0663417361871887,0.395567295233406
136,1,178960,0.0611471906047274,0.0668609312396858,0.361055902287283
140,1,183802,0.0449133362081376,0.0663750192075998,0.499064691530967
141,1,183954,0.0245522770606535,0.0668888307339728,0.713793504561332
142,1,184450,0.0362359370024513,0.0662877792612679,0.584967449081555
144,1,184718,0.0566257197871384,0.0666244844044796,0.395943653909236
145,1,185296,0.0449520080898478,0.0663665772533143,0.498640881604986
146,1,185438,0.0178923922305036,0.0664059971097773,0.787748993345617
147,1,185469,0.0133712112668316,0.0665048645579895,0.840770474618422
148,1,185503,0.0076712093297739,0.0663353970261688,0.908001417239323
149,1,185705,0.00343093721236907,0.0670778090143593,0.959236025496244
150,1,185749,0.0175024130599548,0.0670715886624143,0.794282291812276
151,1,185806,0.0245259604378676,0.0671549391378674,0.715169985912261
152,1,185879,0.0131414261076901,0.0674885629197753,0.845723555507459
153,1,185916,0.0369246026269317,0.0674328583719874,0.584329240409631
154,1,185941,0.0344134409906266,0.0677306010113129,0.611705504126095
155,1,185954,0.0476655015780005,0.0679058636891321,0.483182252498318
156,1,186055,0.0277219157173602,0.0665806823465714,0.677395427038653
157,1,186896,0.0152077553459959,0.0676840258659875,0.822352382899427
161,1,190132,0.0176601396683941,0.0666748820651014,0.79126462177916
162,1,190148,0.0169726812965373,0.0666955004698259,0.799272812580761
163,1,190165,0.0257838459187625,0.0672001578923435,0.70144122662013
164,1,190169,0.0275074826486827,0.0671143845243409,0.682157469649751
165,1,190933,0.0329268385183039,0.0665628987010262,0.6211390090102
166,1,192149,-0.0899018430238483,0.0669595995816799,0.180255141757173
168,1,192303,0.0945814528562656,0.0798709812370789,0.237139373204542
171,1,192795,-0.0665672351561938,0.066365404012016,0.316528040966485
173,1,194187,-0.0671350382855645,0.0664189239542679,0.312813209927919
174,1,194867,-0.0397177422246579,0.0664451543375077,0.550388510472335
190,2,8314,0.00186285606511097,0.0676042919167987,0.978032410359875
194,2,8498,0.00447984826747316,0.067504934590275,0.947126180289073
195,2,8651,-0.00388818431997251,0.0675682442474347,0.954143976846632
197,2,9812,0.0229262153479731,0.0679590854917221,0.736051157474413
198,2,9932,0.00741675521312979,0.0677009985917317,0.912827218511432
199,2,10135,0.00196557025102706,0.0674427934284896,0.976766006856086
200,2,11616,0.0113022762885285,0.0673686041515879,0.86686210044998
201,2,12133,-0.000854971696695017,0.0676391055041341,0.989921990284552
202,2,12194,-0.00585058339024747,0.0678999603796978,0.931384300369848
203,2,12359,-0.00390737472565739,0.0677018300354545,0.954008729041616
204,2,13061,-0.00669051348085292,0.0676962305195686,0.921328231821408
205,2,14298,-0.00355403665559961,0.0679104669331051,0.958292044282088
206,2,15222,0.0196448908271669,0.0685649858887416,0.774651858606542
207,2,17986,0.000882104728591959,0.0673712735136665,0.989560842799664
208,2,19770,0.00272839353765486,0.0678369347716217,0.967940564085772
209,2,19836,0.0124893951339423,0.0676474521254005,0.853629379169081
210,2,19851,0.0130360003032834,0.0678452419128649,0.847740538982598
211,2,21595,0.029020403745553,0.0675509042717594,0.66774297904938
212,2,22385,0.0238741351972885,0.0676205583989141,0.724253962259578
213,2,23441,0.0436689547424098,0.068249814768528,0.522691730067058
214,2,24209,0.0347107333285908,0.0677018753659369,0.608482042391225
215,2,24341,0.0180173331995543,0.0678804999660696,0.790835297902227
216,2,26815,0.0346560456548406,0.0677808274297294,0.609463667630306
217,2,28209,0.0407913403190528,0.0677939812311076,0.54776300762004
221,2,41245,0.0225335088224936,0.0675579162422214,0.738922039366804
222,2,43214,0.0685217291460929,0.0685671122194885,0.318315454610655
223,2,47104,0.0256926264122476,0.0667358431099581,0.700476745929848
224,2,50915,0.0554817482581936,0.0673409722462963,0.410556721862805
225,2,55834,0.0505093092885555,0.0670403379955051,0.451701760582605
226,2,56422,0.0519016543013715,0.0671573779731627,0.440136472011516
227,2,57715,0.0523033577729607,0.066934737072872,0.435086155775736
228,2,59046,0.0611586471773103,0.0672527667549061,0.363767489740536
229,2,59191,0.0477196009985749,0.0668977841850657,0.476118389370884
230,2,59383,0.0286698483378279,0.0669478726552007,0.668736571518835
231,2,59477,0.0380047092909378,0.0679427365925855,0.576268159520888
233,2,60471,0.050691058493165,0.0670011526270415,0.449812183467458
234,2,60478,0.0507727985905012,0.0670775578715769,0.449598648317073
235,2,60786,0.060225263636466,0.0669448895462919,0.368933383370559
236,2,61035,0.046584342060294,0.0669708725697701,0.487142616819965
237,2,61071,0.0596057788537558,0.0666372636889245,0.371673956927991
238,2,61675,0.0608494640946715,0.0668263660305601,0.36314821185255
240,2,62939,0.0593128480386862,0.0667145026939457,0.374579072932959
241,2,63527,0.0512500082783449,0.0669843402606972,0.444720632049889
242,2,63857,0.0557007891936093,0.0669898839669244,0.406264262288628
243,2,65527,0.0571741385482768,0.0667650671418526,0.392386190148198
247,2,67976,0.0775815330963886,0.0676711587490189,0.252385932859539
250,2,72389,0.0525104526167171,0.0673209397315308,0.435912500721432
251,2,72392,0.0613421191661693,0.0677584766641858,0.365921052471236
252,2,73646,0.0352966297298134,0.066419735364045,0.59546351947533
253,2,74564,0.0443645105490916,0.0662737782472838,0.503669827798559
254,2,74739,0.0514564844535805,0.0664774894197142,0.439423014306551
257,2,80873,0.0249881379711295,0.066679356281987,0.708070889579471
258,2,81501,0.031691969986669,0.0666601690726671,0.634777496717208
259,2,83526,0.0217486430446712,0.0665680023367417,0.744078468075929
260,2,83845,0.0413576017413169,0.0666049754730202,0.535040728251142
263,2,84447,0.0712475219955804,0.0673855708233057,0.291092574667459
264,2,87391,0.0661760439274056,0.066253514433294,0.318560896163095
265,2,87562,0.0766041724116237,0.0663898914878709,0.249341069245721
266,2,87849,0.0681870804781071,0.0664095788986698,0.305233840175356
267,2,87878,0.0684912714350594,0.0666949171073295,0.305154756664454
269,2,89785,0.0192159827998558,0.0667940837973222,0.773752949045837
272,2,93721,0.0402002031657558,0.0665658129358904,0.546286951341875
273,2,93952,0.034271194192634,0.0663846341678582,0.606001708280575
274,2,95085,0.0506040347370449,0.0664478105022084,0.446830771425902
276,2,107124,0.0409542812574869,0.0664997422862899,0.538386289182756
277,2,111645,0.0754209097274897,0.0664569385786867,0.257193982317469
278,2,111916,0.0576632765649008,0.066664389098162,0.387637909862965
279,2,111931,0.0728933943362962,0.0667243451530886,0.275377835582373
280,2,111999,0.0956136610692293,0.0664023071162906,0.150777762857411
281,2,114528,0.087856533398676,0.0668168393996228,0.18940174260653
282,2,116024,0.0625178954552265,0.0670570219710346,0.351813836194595
286,2,120090,0.074574653061651,0.0667564681391435,0.264704907020668
287,2,120291,0.0848815070812795,0.0674880749981227,0.209322240404202
288,2,120726,0.0701605162871848,0.0671445655286994,0.296776211231158
289,2,121716,0.0362457065456613,0.0671442425145164,0.589662545113524
290,2,123100,0.0573416710020446,0.0671953359885558,0.394039529783159
291,2,124677,0.0135115149084468,0.06716810111718,0.840689562515569
293,2,127887,0.00628870796216241,0.0676316681950626,0.925968494599762
294,2,128935,0.00865498018123656,0.0675669908450494,0.89814689451044
295,2,129053,0.00330698586411926,0.0677740111458378,0.961110814961928
296,2,130040,-0.017114060812789,0.0681818166405611,0.801955335195006
297,2,130976,0.00242243613967341,0.0676323735545609,0.971447964118431
298,2,132199,-0.0297956669513952,0.0679274518815372,0.661191068463629
299,2,133355,-0.0366555721241439,0.0683777589204714,0.592244696826644
300,2,133435,-0.0201058728668884,0.0685450532641744,0.769447281042743
302,2,135183,-0.00704126932318483,0.0685903509265471,0.918293612958296
303,2,135402,0.00429311236249386,0.0685806327819712,0.950120868542473
304,2,135898,-0.0233368334757964,0.0689335344898403,0.735156744502758
305,2,135912,-0.021156890232623,0.0689864598262909,0.759266418442129
306,2,135925,-0.0141284475976969,0.0686789875167981,0.837130422886845
307,2,136002,-0.0224811586763083,0.0686212821238673,0.743399220745339
308,2,136173,-0.0312417039175465,0.0690972673674693,0.651445153563634
310,2,138318,-0.0256796848997038,0.0709288462445413,0.717532397019888
311,2,138695,-0.0504212472453598,0.0696744462676852,0.469748153105386
312,2,138818,-0.0353517498758136,0.0695728042679043,0.611682361250939
313,2,139728,-0.0250963544547915,0.0694606277269638,0.718088867559275
314,2,140174,-0.0486445673520781,0.0694252089259674,0.483966905903684
315,2,140863,-0.0665075795177739,0.0693550918368188,0.338243791474163
316,2,141152,-0.0599755111713176,0.069567788954754,0.389208906291493
317,2,141292,-0.0660128401555407,0.0690509281002651,0.339725352308029
318,2,141545,-0.0857629047019188,0.0693269453432295,0.216880094550172
322,2,146723,-0.109759380187696,0.0691052588247791,0.11311540381788
323,2,147946,-0.0614715683202214,0.0699105129661397,0.379842575574146
326,2,151397,-0.0619199162593,0.0700845530024346,0.377565838836868
327,2,153035,-0.030348970816932,0.0693794101006647,0.662063526869232
328,2,153228,-0.0425961478411174,0.0698678331514624,0.542474302402019
329,2,153455,-0.0431616560641406,0.070394750307806,0.540180309220307
331,2,153815,-0.0459695534957332,0.0701193238196876,0.512514754807983
332,2,154160,-0.0267961491160915,0.0694122019049271,0.699696803529297
333,2,154235,-0.0327543282344489,0.0700984574716372,0.640600909925174
335,2,159870,-0.0773516251776496,0.0682250111749277,0.257659473345435
336,2,161229,-0.0554815846970236,0.0693353564229076,0.424137847518714
339,2,162696,-0.0727013589183712,0.0689911770692324,0.292705481499676
340,2,163284,-0.0495038724447576,0.0681330140495352,0.467966714349836
341,2,164166,0.0566503822310575,0.068750943002685,0.41049919949391
342,2,165270,0.0328743472884648,0.068215864052498,0.630163941958401
343,2,165675,0.0294640481485355,0.0693483037341931,0.671189938898714
346,2,168062,0.0295241594022403,0.0687247601365777,0.667748712797283
347,2,168518,0.0291066217130264,0.0683315589404402,0.670395413828823
348,2,168980,0.0419222244796309,0.0682802214069147,0.539628516335491
349,2,169651,0.0455395607273227,0.0683061271084611,0.505400549538416
352,2,170725,-0.0427844166080368,0.068432906537525,0.53224217854091
353,2,171254,0.000198408792732918,0.0685815881339261,0.997693331116456
354,2,172242,0.0194880518909617,0.0677629693330189,0.773828235597967
355,2,173254,0.0600442696205636,0.0671756055845932,0.372016285961248
356,2,173340,0.0686294471460142,0.0671441579988402,0.30742363948891
357,2,173385,0.065005202108494,0.0672163842648411,0.334154390551497
358,2,173973,0.0670802707299812,0.0670315576036301,0.317644427224535
360,2,177341,0.0419672145169991,0.0668605538879713,0.530617626634621
361,2,180314,-0.00520991985307923,0.0669197266139018,0.93798887783627
362,2,180339,0.000297073863673558,0.0670893667724568,0.996469454470609
363,2,182758,-0.0149819390068512,0.0668440107208183,0.822783594485526
364,2,183619,-0.0270674374272725,0.0670965432979418,0.686890644251536
367,2,187176,-0.0787473488081913,0.0673470869385226,0.243081289655301
368,2,191066,-0.0733450890358285,0.0678696311827373,0.280578969094715
371,2,191599,-0.0758298684780217,0.0669182568453721,0.257911237840807
373,2,191763,-0.066253564235746,0.0672129312350962,0.32494250820954
374,2,191959,-0.0885906420410214,0.0669753744084062,0.186779928533428
376,2,195759,-0.0355311946304185,0.067691245366771,0.599981587010113
377,2,196912,-0.0690011503791225,0.0665210369760399,0.300313929828918
379,2,198110,-0.0548047166817712,0.0669580808958186,0.413627950656374
381,2,198805,-0.0544603505224493,0.0672478261694092,0.418574539103709
382,2,198891,-0.0468474592278602,0.0667394013432842,0.483175361056529
383,2,199248,-0.0517090887086101,0.0668818855163774,0.439956677951658
384,2,201782,-0.0724880263453421,0.0667448137374098,0.278199132162809
385,2,203285,-0.0367303240460717,0.0665683293180628,0.581455921657562
386,2,203783,-0.0653855482355127,0.0663624392959167,0.325161652450035
387,2,204179,-0.0533133437548983,0.0665539628260853,0.42363899947614
388,2,205406,-0.0554583573209868,0.0672340814089395,0.410011043746832
389,2,205834,-0.0393976686090713,0.0669436811327689,0.556559944262221
391,2,207192,-0.105812900539666,0.066676460156596,0.113416925433353
392,2,207561,-0.116140597545813,0.0663307041304644,0.0808261102875697
393,2,208682,-0.0776733733047989,0.0663774309631438,0.242718979870537
394,2,210102,-0.0836113889677612,0.066529132595315,0.209670234717943
396,2,214801,-0.08254416554206,0.0665297277011185,0.215536478728989
397,2,215016,-0.0883638540536563,0.066470410352692,0.184583990230615
398,2,218876,-0.087882525231106,0.0671628236601645,0.191555219912511
399,2,227511,-0.0884166236265164,0.0676385180545989,0.191997867266441
400,2,230378,-0.0881899080220139,0.0667828344386319,0.187507789087092
401,2,231943,-0.0823694670705999,0.0669962402057336,0.219716724017513
402,2,232156,-0.0893865002105775,0.0669431639396131,0.182651804277355
403,2,232789,-0.0836183427965197,0.0667261059129081,0.210977689322136
404,2,238524,-0.0850647846816225,0.0668152534878945,0.203808203352678
405,2,241518,-0.0715272839803794,0.0674424916160415,0.289611801953028
406,2,250396,-0.0280341262271565,0.0670727739369376,0.676226247221946
407,2,250466,-0.0408741962858888,0.0670303812865564,0.542395806029082
408,2,252305,-0.0588104580850943,0.0671705500987331,0.381875875893865
409,2,254571,-0.0348880409515548,0.0681626125608772,0.609086224736393
410,2,254742,-0.0349651569799582,0.068100904353328,0.607970631554134
411,2,254908,-0.0586602270685813,0.0685756770513157,0.392905178087521
413,2,255862,-0.00453971383113427,0.0682327709622597,0.946991350883834
414,2,255975,-0.00681920598125108,0.0679858846582121,0.920160509446434
415,2,258311,0.00858627346085061,0.0668626669294032,0.897892458793856
416,2,259284,0.0127629148928259,0.0670859294753736,0.849224729010533
417,2,266330,0.0065858423410704,0.0673769259580158,0.922189259381836
418,2,267100,-0.00184153898155082,0.0673728553692733,0.978209147477273
419,2,268086,-0.0285439245336458,0.0673607076305344,0.672008129683105
420,2,274614,-0.00600761500903746,0.066967712294589,0.92856923973562
421,2,274729,-0.000299266656707542,0.0673347639608175,0.99645635633948
422,2,275746,-0.0109639655133333,0.0673028419441456,0.870686497164943
423,2,277029,-0.0105894399454188,0.0669902310225126,0.874488566471298
424,2,277741,-0.0116974178187919,0.067016010596224,0.861535963158958
425,2,278218,-0.0122641329060145,0.0668946705420051,0.854640448639896
426,2,278379,-0.00853396389656674,0.0685519014110093,0.900998896150538
427,2,279910,-0.0147164853679204,0.0668697773742159,0.825938573897065
429,2,283431,-0.0371433345078357,0.0678250000963788,0.584288733983612
430,2,283573,-0.0380821613337386,0.0670092095900045,0.570184228079296
431,2,286762,0.0250644530368463,0.0671982196913371,0.709377661433458
432,2,287187,-0.00540000261829399,0.0668972378236364,0.935709691290203
433,2,288379,-0.00503731458804424,0.0663903446049169,0.939562161543468
434,2,294941,-0.0389785133546728,0.0663981986855686,0.557550941968005
439,2,297610,-0.0190113961227815,0.0667591703466906,0.77598290720822
441,2,299680,0.0142812002130663,0.0665568831591298,0.830225432926931
442,2,299708,0.0142984626319435,0.0666972764318071,0.830375683129922
443,2,299759,0.00495401302461393,0.06647510603479,0.940635392193407
444,2,300111,0.00908364703387365,0.0669383476609475,0.892134460112868
446,2,301710,0.0378743753202351,0.0664628919880541,0.569136852373571
447,2,303446,0.0284510925605048,0.0668951448220865,0.670870747674813
448,2,303854,0.014231676202379,0.0669208271145425,0.831711504353353
449,2,304472,-0.0209720584946132,0.0663501931358075,0.752127573108402
450,2,304691,0.00968216425783514,0.0674326971986603,0.885911983643754
451,2,308097,-0.0622733478014449,0.0666414935933597,0.35070900155382
453,2,309402,-0.0285361935571509,0.0663005171806885,0.667162404825427
454,2,310030,-0.0435706337202605,0.0666501698928733,0.513717003643852
455,2,310113,-0.0620505763246661,0.0664224187995289,0.350848988462746
456,2,310972,-0.0745148993545784,0.0664872791816267,0.263160770752543
457,2,312659,-0.0615435315753531,0.0662661623494829,0.353662405355144
460,2,318265,-0.0836268688478073,0.0670617452464043,0.213219472081009
461,2,318379,-0.0803826881112568,0.0672725121208707,0.232935464897918
462,2,321266,-0.0219098417238872,0.0669470699434522,0.743656831976213
463,2,322957,-0.015338221421584,0.0663545600291623,0.817327922969231
464,2,325221,-0.0207584591007129,0.0667147187679133,0.755868268635684
465,2,332691,-0.0136849359657025,0.067399566482582,0.839219267203511
466,2,333006,-0.0231338032904139,0.0672598579656199,0.731091187196518
468,2,335046,-0.0281769279636539,0.0665801412500627,0.672404734085542
469,2,335049,-0.0264995277581822,0.0668653612018128,0.692114518090204
470,2,335995,-0.025998033657916,0.0664879770879251,0.69601940445159
471,2,336060,-0.0141634124027264,0.0664085467351722,0.831234070696279
472,2,338292,-0.0241375787393956,0.0663962167347457,0.716420301823355
473,2,339568,-0.0579312773196771,0.0664371606842759,0.383816879231249
474,2,340466,-0.0732972109950349,0.066970989061758,0.274498576159586
478,2,348480,-0.0226663672570535,0.0663987309229658,0.733030062722015
479,2,350086,-0.0781620802258003,0.0662823998387867,0.239101461588933
480,2,351083,-0.0536039152344149,0.0672105994471774,0.425666949865417
481,2,351335,-0.0650367430917665,0.0664248380650844,0.328199732979526
482,2,351417,-0.0682252896506429,0.0664052627423698,0.304931928914494
483,2,351450,-0.0803761735144182,0.0664404821788373,0.227185510257732
484,2,352302,-0.0352548965235569,0.0670776793853221,0.599507870648275
485,2,352469,-0.0443838231270705,0.0663833525230407,0.504188471814861
486,2,352562,-0.0549851617778382,0.0666326156028043,0.40981596914468
487,2,352944,-0.0473035597545186,0.066456798936848,0.477062394780479
490,2,355266,-0.0667285266702892,0.066409571151273,0.31568005319706
491,2,358277,-0.0839010181930329,0.0663648995851971,0.206978788763096
492,2,358926,-0.0811265420437659,0.0664727503624038,0.223109690954933
493,2,358948,-0.0819974328205609,0.0664908729677686,0.218316737912251
494,2,359515,-0.0658356979691977,0.0664415441025862,0.322422151447284
495,2,363190,-0.0763069768927493,0.067062061634279,0.25595226991319
496,2,363588,-0.0748305234062395,0.0673322980091142,0.267169146246905
497,2,363888,-0.0586617070051614,0.0667982339434833,0.380436607731314
498,2,363954,-0.0610666261893172,0.0665261118272862,0.359279800900956
499,2,364199,-0.0615486262220777,0.066434252810025,0.354840343229552
501,2,365981,-0.0940895191433605,0.0676709882878632,0.16528443084453
502,2,366047,-0.0718851686647916,0.0665240137665013,0.280617337642088
503,2,366936,-0.0886913249385818,0.0672352596642382,0.187984276406921
504,2,369530,-0.0328801717096265,0.0665003509639623,0.621305806114247
506,2,369931,-0.0592756506199619,0.066905387408044,0.376240980777934
507,2,371033,-0.042710989184277,0.0667632225803682,0.522757728219816
508,2,372919,-0.0682569907231396,0.0664141070143852,0.304771913643006
509,2,373518,-0.0397319329825582,0.0664419838453571,0.550227135695673
510,2,376157,-0.0810572132892842,0.0664825044215124,0.223572400056704
511,2,376172,-0.0696241076013746,0.0670015202501139,0.29944983538967
514,2,381433,-0.0566560404334177,0.0669876145687661,0.39825461346435
515,2,381922,-0.0590390970963472,0.0675031681936433,0.382379584867093
516,2,382146,-0.0784738102313884,0.0664284668054583,0.238267696976711
517,2,384206,-0.09638086119713,0.0665694787556693,0.148553942033557
518,2,384955,-0.10782530141244,0.066370460816136,0.105140802732056
520,2,387301,-0.0811314626406249,0.0668178365513357,0.225475919285359
521,2,388313,-0.0645302109277743,0.0664709703644276,0.332311150426046
524,2,390138,-0.0588529374876944,0.0666933176856127,0.378138724792675
525,2,391233,-0.0370820701617855,0.0671088926931255,0.580910565409686
530,2,395606,-0.0304706699157518,0.0667285550028802,0.648213441331829
531,2,395726,-0.0256088678008211,0.0667099436994352,0.701295679243958
532,2,395853,-0.0199385270320315,0.0669054699669423,0.765870535742709
533,2,396484,-0.0102956489552836,0.0666158649749171,0.877262439871534
534,2,396705,0.00610408472668877,0.0665851729248473,0.927009585315523
535,2,398759,-0.0365381750576501,0.0671021769351304,0.586430587975188
536,2,400386,-0.042466098120813,0.0667174146153912,0.524858562466182
537,2,400847,-0.0408463537253503,0.066658763807397,0.540424344790978
538,2,401130,-0.0353610209825391,0.0672790521130975,0.59950491590294
539,2,401143,-0.0281407245062415,0.0671552502339309,0.675441889930641
540,2,401979,-0.0298388844958665,0.0671115628182316,0.656869649858381
541,2,403598,-0.0228141172002116,0.0667637637972053,0.732769417624989
542,2,404844,-0.0273023545168372,0.0675050895228668,0.686127642941064
543,2,405100,-0.0277736174287062,0.066886330021331,0.678221359309631
548,2,406181,-0.0221938144858669,0.0669355588498577,0.740410835275821
549,2,406688,-0.0162217109317931,0.0665540449907907,0.80757578245513
550,2,407621,-0.0329585949514432,0.0670826048678411,0.623510001779716
551,2,409016,0.0125751870841797,0.0677742676806802,0.85290803211529
552,2,410647,-0.0385060005494668,0.0667582324740402,0.564443696480609
554,2,419803,-0.103083326803681,0.0670344833571712,0.125001767241755
555,2,419943,-0.10697189428368,0.0674156957164121,0.113464462726135
556,2,422349,-0.0869267662831683,0.0666655066243243,0.193109075939141
557,2,425467,-0.060125015904072,0.0665090216632966,0.366605059288605
560,2,429095,-0.0282902650582813,0.0669633405923419,0.672936345184859
561,2,431266,-0.0473840848122358,0.0669692831192198,0.479691907281262
562,2,431446,-0.0599850365302291,0.0672116411460519,0.372743761472485
563,2,432524,-0.0463280517332673,0.0665957062545014,0.487098724490015
564,2,434090,-0.0935710327321038,0.0670707321777885,0.163859859719575
565,2,441927,-0.131367324577767,0.0661670567921633,0.0478746837157894
566,2,446471,-0.121732931984995,0.0670387384628737,0.070240161312828
567,2,449325,-0.101811331553312,0.0667375899140159,0.128018138843842
569,2,450017,-0.121476707044842,0.066271316822444,0.0676414847527387
570,2,451779,-0.0540486598644657,0.066772441639728,0.418804139545691
