SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
131,1,176001,-0.112429256345779,0.0558575494941595,0.044896131540281
133,1,177692,-0.0882348391114324,0.0552136348680735,0.110923763766843
134,1,178191,-0.0853271708589579,0.055281785718477,0.123606638014957
135,1,178224,-0.0882348391114324,0.0552136348680735,0.110923763766843
136,1,178960,-0.0845383787024716,0.0556740457568911,0.129795512388469
140,1,183802,-0.0425452829842081,0.0553736939711795,0.442804709748992
141,1,183954,-0.0515325937051375,0.0557560269529211,0.355986724389816
142,1,184450,-0.0523842621203672,0.0552643939827469,0.343836696983259
144,1,184718,-0.0356885728748002,0.0556166495637809,0.521491805119833
145,1,185296,-0.0181824689445684,0.0554045471550401,0.742972806491094
146,1,185438,-0.0505490861269358,0.0553502646965227,0.361730050871869
147,1,185469,-0.0508283950447259,0.0554296113104025,0.359773973702949
148,1,185503,-0.071229858694262,0.0552220704107529,0.197936622867043
149,1,185705,-0.0626978316656286,0.0558711226901945,0.262545777257774
150,1,185749,-0.0582334211193529,0.0558848080869294,0.298112759794626
151,1,185806,-0.0379924754548173,0.0560089369231576,0.498007655880715
152,1,185879,-0.0576772941723893,0.0562325141615146,0.305738672574982
153,1,185916,-0.0462597099687035,0.0562367602412146,0.411297370074608
154,1,185941,-0.0459033567575803,0.0564830278286732,0.416941890488878
155,1,185954,-0.048774071799729,0.0566414947369058,0.389766696543742
156,1,186055,-0.0547408756218482,0.0554928835183239,0.324588684629898
157,1,186896,-0.0453996850233601,0.0564286439893764,0.421620721992302
161,1,190132,0.033840709677542,0.0556106450722306,0.543227810948993
162,1,190148,0.0338332365940977,0.0556274474048485,0.543438531924404
163,1,190165,0.0345290829896397,0.0560541460996064,0.538294699584177
164,1,190169,0.02874716431427,0.0559934259940325,0.607990976242122
165,1,190933,-0.0804838771488637,0.0553946996066475,0.147135256079931
166,1,192149,-0.0507669178668103,0.0559491175373996,0.364826695719206
168,1,192303,0.0555798286785221,0.0667119382091328,0.405333809952144
171,1,192795,-0.129357748656921,0.0550258383971197,0.0192798675794325
173,1,194187,-0.0327231018590831,0.0554735125323592,0.555643820203155
174,1,194867,-0.00271256504474487,0.0554704551064277,0.961025785737463
190,2,8314,-0.0268872429925824,0.0563916934394859,0.633803559108639
194,2,8498,-0.0379531280616884,0.0562910009155418,0.500605854090529
195,2,8651,-0.0401147313518783,0.0563395317729213,0.476924254729805
197,2,9812,-0.0324218600747356,0.0566887133249672,0.567734795335173
198,2,9932,-0.0361876210662968,0.0564585972646574,0.521965500028484
199,2,10135,-0.0323682051736565,0.05624872302537,0.565355095788035
200,2,11616,-0.0399544986654011,0.0561751313602963,0.477399740406814
201,2,12133,-0.0312034705547877,0.056414408782231,0.580537024438449
202,2,12194,-0.045212053380482,0.0566059665369186,0.424992538298554
203,2,12359,-0.0308845119816347,0.0564675201143423,0.584763506616577
204,2,13061,-0.0551739257590176,0.056410899501566,0.32870848679719
205,2,14298,-0.0324187862810558,0.05663920707459,0.567433248017901
206,2,15222,-0.0434241701308884,0.0571713554577023,0.448034020955829
207,2,17986,-0.043758786298855,0.0561671007236559,0.436453281079074
208,2,19770,-0.0571998854431207,0.056522105751612,0.312235304890282
209,2,19836,-0.0542216583881961,0.0563747068881422,0.336804292745273
210,2,19851,-0.0511614878528874,0.056548274181427,0.366220176654176
211,2,21595,-0.0574553001273136,0.0562969791932935,0.308154671774431
212,2,22385,-0.0497576992780102,0.0563711466882254,0.378009731489409
213,2,23441,-0.0505898221549941,0.0569177785410169,0.374703558034057
214,2,24209,-0.0505982144656698,0.056448036766066,0.370667111412855
215,2,24341,-0.0373883931595298,0.0566109459448803,0.509399300314265
216,2,26815,-0.0397640301893817,0.0565384311730497,0.482326334086748
217,2,28209,-0.0284505321668713,0.0565768067415474,0.615372329901704
221,2,41245,-0.0378628042721104,0.0563439463477244,0.502026966010004
222,2,43214,-0.0251765730340618,0.0572783778160888,0.660533767384859
223,2,47104,-0.0649646049865891,0.0555894008527206,0.243332905364174
224,2,50915,-0.112758787422603,0.0559229551641425,0.0445231211300823
225,2,55834,-0.119374431621959,0.0556224687686447,0.032541890913251
226,2,56422,-0.113701180651091,0.055756808403423,0.0421710480803799
227,2,57715,-0.111631678517899,0.0555827256994538,0.045363361942272
228,2,59046,-0.0907607062040707,0.0559741013932822,0.105808240132321
229,2,59191,-0.101657039186036,0.055597829928171,0.0683279486708818
230,2,59383,-0.107523350209495,0.0555827307677727,0.0538536755120508
231,2,59477,-0.0960891275688025,0.0564862555225225,0.0898036373101771
233,2,60471,-0.129142826157426,0.0555280219891757,0.020599293064719
234,2,60478,-0.128681543148639,0.0555953867046195,0.0212076472578992
235,2,60786,-0.120945186349147,0.0555518469289236,0.0301306795377518
236,2,61035,-0.144170589269347,0.0553905541652099,0.00963640915538555
237,2,61071,-0.126787049215891,0.0552553219591523,0.0223443209938008
238,2,61675,-0.131610685757507,0.0553848997130808,0.0180204926286264
240,2,62939,-0.127634940075638,0.0553140312524657,0.0216071121818771
241,2,63527,-0.126686551100623,0.0555309407472989,0.02312163624728
242,2,63857,-0.16752309558552,0.0552368168364742,0.00260213133099255
243,2,65527,-0.165177343199593,0.0550700330924658,0.00289711777360166
247,2,67976,-0.121058371240196,0.0562024685561855,0.0319190403928544
250,2,72389,-0.12125727796412,0.0558500840522445,0.0305877836047096
251,2,72392,-0.102239232253002,0.0563418633599768,0.07043056313439
252,2,73646,-0.122800990844894,0.0550569424605574,0.0263465330554765
253,2,74564,-0.118859161447465,0.0549718626244794,0.0312754911628315
254,2,74739,-0.10482544281887,0.0552355605421548,0.0585395089194472
257,2,80873,-0.0152966128997522,0.0556431217681947,0.78354949192589
258,2,81501,0.00937931192644101,0.0556375665264021,0.86622453860118
259,2,83526,0.00862453701827676,0.0555515970562593,0.876710816323681
260,2,83845,0.0113744644519449,0.0556029945527097,0.838029366031884
263,2,84447,0.0282675708362802,0.0562961457867412,0.615894294131568
264,2,87391,0.0342583673048606,0.0553307137756956,0.536212684994566
265,2,87562,0.0359166243077721,0.055467915251356,0.517715872779732
266,2,87849,0.025828901653842,0.0554785606070096,0.641813672075482
267,2,87878,0.0363547202152487,0.0557004634599487,0.514385772780601
269,2,89785,0.043499826315004,0.0556921697398088,0.435281197687692
272,2,93721,0.0263620039571678,0.0555542393121666,0.635417340002771
273,2,93952,0.0371677911595719,0.0553776755963604,0.50255167249299
274,2,95085,0.0286637883051582,0.0554693594821734,0.605654317296201
276,2,107124,0.0116910101283932,0.0555144535423859,0.833325613222503
277,2,111645,-0.023355357154548,0.0555395841053216,0.67436345270597
278,2,111916,-0.0231401481594059,0.0556708185960717,0.67791116766567
279,2,111931,-0.0106465236546883,0.0557667090621297,0.848704435271139
280,2,111999,-0.0165458373287976,0.0555623382515551,0.766039610800778
281,2,114528,-0.0178984955482183,0.0558809754168184,0.748932884709874
282,2,116024,-0.0208426764256951,0.0560110002103981,0.71002861531942
286,2,120090,-0.0740988459961736,0.0556611811030654,0.183966459593914
287,2,120291,-0.079782008732605,0.0562788780293699,0.157184087517198
288,2,120726,-0.0621676763851003,0.0560151236119081,0.267824584810785
289,2,121716,-0.108734882453206,0.0557494478458787,0.0519170858360444
290,2,123100,-0.0998208215153868,0.0558743270540326,0.0748725438878612
291,2,124677,-0.107658313276831,0.0557553664217426,0.0542953060448193
293,2,127887,-0.101285717792905,0.0561752446466516,0.0722359831988065
294,2,128935,-0.0975719110897767,0.0561402870611732,0.0830825573628057
295,2,129053,-0.103997374230732,0.0562800510873213,0.0654596936716968
296,2,130040,-0.114590132901068,0.0565689231446457,0.0435502076273656
297,2,130976,-0.10188311991679,0.0561721841915349,0.0705629471789634
298,2,132199,-0.117004491782938,0.056351819117297,0.038587429340106
299,2,133355,-0.116408267405297,0.0567411283500361,0.0409491186384633
300,2,133435,-0.124149737040599,0.0568187970369669,0.0295449906676518
302,2,135183,-0.111454156654698,0.0569251667962352,0.0510283860641268
303,2,135402,-0.113571505685171,0.0569046159422342,0.0467212348303019
304,2,135898,-0.128156338360488,0.0571224442185941,0.0254817571524414
305,2,135912,-0.131776993741556,0.0571419148558103,0.0216818821369934
306,2,135925,-0.133272194343411,0.0568692874712899,0.0196589951963684
307,2,136002,-0.116456930265866,0.0569306473150632,0.0415372398396733
308,2,136173,-0.11706034717497,0.0573346995842675,0.0419241310149605
310,2,138318,-0.174962174807431,0.0584577452803871,0.00295735710689257
311,2,138695,-0.171781213029888,0.0574573585527506,0.00298822239807508
312,2,138818,-0.162740773124969,0.0574239645738054,0.00486096485928923
313,2,139728,-0.158136755829543,0.0573551677452191,0.00613386998181219
314,2,140174,-0.167534945329318,0.0572795308969596,0.00366878065258245
315,2,140863,-0.171393838436113,0.0572234358871053,0.00293663738147403
316,2,141152,-0.192008948883195,0.057203516871606,0.000874994749751437
317,2,141292,-0.185181343593497,0.0568432465985575,0.00123195939797798
318,2,141545,-0.178159074791703,0.0571916751666669,0.00198919168126414
322,2,146723,-0.142307730960473,0.0573700466208455,0.0135844206097076
323,2,147946,-0.135821350148963,0.0579488064167126,0.0196417072500455
326,2,151397,-0.101604269715964,0.0582936638429999,0.0822091084171265
327,2,153035,-0.0796717878377917,0.0577511804580209,0.168592389423851
328,2,153228,-0.0937481533623303,0.058115385729159,0.107608044785418
329,2,153455,-0.0711299496174143,0.0586473798407988,0.226001611472083
331,2,153815,-0.0812661805392443,0.0583839645985861,0.164821047094485
332,2,154160,-0.0882697152147685,0.0577397320210344,0.127221559079499
333,2,154235,-0.0809439312935658,0.0583502044822795,0.166253230527674
335,2,159870,-0.0750365765712593,0.0568912685659346,0.188041748254644
336,2,161229,-0.0373776483798567,0.0578724713338087,0.51878814665447
339,2,162696,-0.0305066891965221,0.0576346278305656,0.596921862296179
340,2,163284,-0.00320860011691104,0.0568931981017512,0.955057532506656
341,2,164166,0.0235021921599627,0.0574080835590162,0.682503088264285
342,2,165270,0.0117641709524184,0.056935369055215,0.836423229054791
343,2,165675,0.0222231015900527,0.0578677175991373,0.701185354776366
346,2,168062,0.0491632150396586,0.0572999914243225,0.391476347077142
347,2,168518,0.0362581776894932,0.0569986192206577,0.525107960032357
348,2,168980,0.0381096226686715,0.0569681048568701,0.503955564007387
349,2,169651,0.044889225607789,0.0569812117589971,0.431348242084828
352,2,170725,0.00517572729641513,0.05713213477081,0.927867990570701
353,2,171254,0.0219125380129365,0.0572133697106452,0.701952655788519
354,2,172242,0.0427683253262457,0.0565029794051114,0.449601738929321
355,2,173254,0.040625261013605,0.0560738091578989,0.469241078886567
356,2,173340,0.0436143814261489,0.0560606514374772,0.437098603490773
357,2,173385,0.0480124204704583,0.0561021958800533,0.392687342224476
358,2,173973,0.040444462783171,0.055969793846507,0.470396556070768
360,2,177341,-0.0161728530917541,0.0558136918016658,0.772166168912525
361,2,180314,-0.0136554154721419,0.0558343281095968,0.806931301538191
362,2,180339,-0.0158994791902129,0.055973733578453,0.776536684543104
363,2,182758,-0.0438192721625838,0.0557305893393236,0.432237006406304
364,2,183619,-0.0287606279384713,0.0559780943822582,0.60772472858798
367,2,187176,-0.0728427764158504,0.0561702502928102,0.195539701714437
368,2,191066,-0.0319531553283733,0.056699291321347,0.573414997598905
371,2,191599,-0.0600583094973676,0.0558474100025234,0.282930111870262
373,2,191763,-0.0521005850089503,0.0560918617413615,0.353604674800486
374,2,191959,-0.0679369456601669,0.055906523526387,0.225106473172132
376,2,195759,-0.00409063895498388,0.0565039618143467,0.942328076958554
377,2,196912,-0.035569667017525,0.0555581890781425,0.522442537340616
379,2,198110,-0.0529613319591029,0.0558524856095108,0.343658063949083
381,2,198805,-0.0481865374144504,0.0561058628168062,0.391005924978501
382,2,198891,-0.0453385426475814,0.0556746936224029,0.415994969299093
383,2,199248,-0.070342085822004,0.0557286139808897,0.207700881366725
384,2,201782,-0.0486967116609286,0.0557253535067941,0.382783186309374
385,2,203285,-0.0516247203334435,0.0555013430277864,0.35292771087281
386,2,203783,-0.0530209227626569,0.0553778029664803,0.339000485105617
387,2,204179,-0.0478164593666627,0.0555255385345335,0.389733625349883
388,2,205406,-0.0223962911928212,0.0561422662062471,0.690193120594173
389,2,205834,-0.0260089476668429,0.055868816098163,0.641834711827141
391,2,207192,-0.050726248948734,0.05576838944606,0.363660536169789
392,2,207561,-0.0594598695658442,0.0554967521119461,0.284716321039451
393,2,208682,-0.03561915549094,0.055461008136904,0.521135661033608
394,2,210102,-0.0286548780177136,0.0556158085537826,0.606715489329988
396,2,214801,-0.0431228984207597,0.0555867040536554,0.438399961736892
397,2,215016,-0.0389988549718324,0.0555635676201581,0.48321764648313
398,2,218876,-0.0608378670603374,0.0560837680716893,0.278764787521048
399,2,227511,-0.0820261679526934,0.0564060774069186,0.146777184781737
400,2,230378,-0.0825643783027171,0.0556887094910849,0.139071479127721
401,2,231943,-0.0971987049368946,0.0557826055506256,0.0822996567760098
402,2,232156,-0.0909143578620343,0.0557895647059535,0.104079246099538
403,2,232789,-0.0859795057049044,0.0556127633132309,0.122991133536878
404,2,238524,-0.0967786304359151,0.0556413367231371,0.0828484737013829
405,2,241518,-0.0946248553882252,0.0561389054007669,0.0927664610872349
406,2,250396,-0.0645468881897773,0.0558746134439524,0.248785968957394
407,2,250466,-0.0787540374670123,0.0558031540399413,0.159041960648813
408,2,252305,-0.122934240678956,0.0557258719631335,0.0280239227052363
409,2,254571,-0.122274033689973,0.0565233327300019,0.0311927068815638
410,2,254742,-0.11417149751216,0.0565196477331951,0.0441350459674454
411,2,254908,-0.136532797272531,0.0568167609531015,0.0167749397787114
413,2,255862,-0.103893318161161,0.0566653876915379,0.0675771069157387
414,2,255975,-0.0841089258672088,0.0565520918897897,0.137832933625351
415,2,258311,-0.0756930282891672,0.0556466243296791,0.174620483574993
416,2,259284,-0.0751195718231553,0.0558371675955667,0.179381359493232
417,2,266330,-0.0929112012726193,0.0560029223907012,0.0979954903859353
418,2,267100,-0.0865720105588699,0.0560275800717667,0.123201682535469
419,2,268086,-0.0904642840520108,0.0560142699143664,0.107199321164978
420,2,274614,-0.0809324214025628,0.0557129771338272,0.147204443216879
421,2,274729,-0.0832595345259943,0.0560098591227863,0.13803536069895
422,2,275746,-0.0793001224066868,0.0560015374674592,0.157647077381808
423,2,277029,-0.0883576234289543,0.0557012129520275,0.113571539514525
424,2,277741,-0.0904516770379665,0.0557137178590712,0.105373430791572
425,2,278218,-0.0913263941633641,0.0556082876125412,0.101414964486782
426,2,278379,-0.0934252750256665,0.0569852000113586,0.102007167878732
427,2,279910,-0.091710679249714,0.0555868197781126,0.0998602904029816
429,2,283431,-0.0748431847213569,0.0564776766078151,0.185967972234156
430,2,283573,-0.0859720291586796,0.0557513508455558,0.123954514304083
431,2,286762,-0.0702061685503564,0.0559573799859644,0.210440821483297
432,2,287187,-0.0761220570637903,0.0556730990106766,0.172399987178849
433,2,288379,-0.0530609093103366,0.0553252742011666,0.338179004474187
434,2,294941,-0.0798698558843746,0.0552671976802382,0.1493005106545
439,2,297610,-0.0269412183371217,0.0556925503833501,0.628863923248411
441,2,299680,-0.017410985089944,0.0555317082504899,0.754061454200441
442,2,299708,-0.012380579176004,0.0556526857330792,0.824083308188408
443,2,299759,-0.010574055997726,0.0554651636120227,0.848914738528103
444,2,300111,-0.0144752484076199,0.0558502597014244,0.795647739215812
446,2,301710,0.0205816503030611,0.0554720784605832,0.710839834023306
447,2,303446,-0.00288777880963961,0.0558321556797702,0.958779062504714
448,2,303854,0.00219014254127733,0.0558429525413939,0.968737417171643
449,2,304472,-0.0228134853255977,0.0553578726402955,0.680509570527522
450,2,304691,-0.0108729404755953,0.0562652744586596,0.84687882843752
451,2,308097,-0.0219390086049029,0.0556629048489896,0.693715256625963
453,2,309402,-0.0310888354970955,0.0553116726755454,0.574427458787752
454,2,310030,-0.017398761419756,0.0556396055323219,0.754689742227349
455,2,310113,-0.0356950768182581,0.0554595553726246,0.52023748191332
456,2,310972,-0.0469175911465077,0.0555202235457088,0.398653036498398
457,2,312659,-0.015342211190995,0.0553547272183306,0.781818166636684
460,2,318265,-0.0145986378965254,0.0560748139550208,0.794751651120138
461,2,318379,-0.0020621884063261,0.0562462430990199,0.970773975449949
462,2,321266,-0.0140636264706353,0.0558648540477946,0.801385653660229
463,2,322957,0.01074118874778,0.0553682364194277,0.846290991122743
464,2,325221,0.0576179651683046,0.0555906275561024,0.300692844679495
465,2,332691,0.0380047960952958,0.0562058594203852,0.499374578525108
466,2,333006,0.0985960900586173,0.055885948669274,0.0785568431873208
468,2,335046,0.0478049365878582,0.0555110349205772,0.389724043874298
469,2,335049,0.036020473984406,0.0557726851714605,0.518799764944965
470,2,335995,0.0425793572890309,0.0554440382205656,0.443018428788992
471,2,336060,0.04760579780478,0.0553576571962485,0.390390498768499
472,2,338292,0.0216716678541679,0.0554001197546037,0.695896873907072
473,2,339568,-0.0044707714024412,0.0554950804772622,0.935836275006128
474,2,340466,-0.00409795740791619,0.0559756598040074,0.941680766888786
478,2,348480,-0.0924717956558946,0.0551939897637058,0.0947420590392527
479,2,350086,-0.110174905853537,0.0551044793458935,0.0463331256212042
480,2,351083,-0.0881845744187848,0.055935214653158,0.115795186760231
481,2,351335,-0.0918380510901063,0.0552851791014475,0.0975672587310116
482,2,351417,-0.104380720099838,0.0552132843490882,0.0595099286074384
483,2,351450,-0.0826960819400045,0.0553788563234706,0.136257420977499
484,2,352302,-0.0585657090515827,0.0559054376820724,0.295546499377127
485,2,352469,-0.0602324104637779,0.0553332928123254,0.277100130196081
486,2,352562,-0.0501159919012177,0.0555886504650139,0.367910239839252
487,2,352944,-0.0630558208003443,0.0553905062255379,0.255731006882567
490,2,355266,-0.0568067143792864,0.0554096569970276,0.305964600346065
491,2,358277,-0.0481245171732924,0.0554417099777935,0.385973058955725
492,2,358926,-0.052210469269412,0.0555130036655714,0.34759976774891
493,2,358948,-0.0423307611660348,0.0555544550750549,0.446587419794517
494,2,359515,-0.0497499462293723,0.055453441658601,0.370251372735382
495,2,363190,-0.0941322711481947,0.0558355384435323,0.0927016684154163
496,2,363588,-0.0534259834460495,0.056209156222175,0.342515958241574
497,2,363888,-0.0666995512880618,0.0556850094307883,0.231798199438018
498,2,363954,-0.0483092653595671,0.0555168424749449,0.384797121578998
499,2,364199,-0.0557485363963777,0.0554214739704241,0.315152031101656
501,2,365981,-0.0646122973714853,0.0565153113921541,0.253700979196484
502,2,366047,-0.0543804015805355,0.0555247354531458,0.328057773034675
503,2,366936,-0.0466776191756588,0.0561850664953842,0.406657566815302
504,2,369530,-0.019395807552425,0.0554982574458151,0.72693363847864
506,2,369931,-0.0435673026545747,0.0558405215989296,0.435790431945971
507,2,371033,-0.000834996430459756,0.055740256853829,0.988056493438385
508,2,372919,0.00641974886158261,0.0554984809825764,0.907976435840128
509,2,373518,0.0170178024476801,0.0554606230226598,0.759142446810533
510,2,376157,-0.0231253415824881,0.0555768076765261,0.677591899736901
511,2,376172,-0.0256587640175283,0.0559756146532711,0.646953037730589
514,2,381433,0.00197401425096377,0.0559517316662062,0.971875883029854
515,2,381922,0.0162555076462295,0.056379766308658,0.77326974905324
516,2,382146,-0.0199725895645706,0.0555279483958801,0.719297529431361
517,2,384206,-0.0383073431988913,0.0556736854568195,0.491861152022802
518,2,384955,-0.0352500003094568,0.0555552427838133,0.526163222754177
520,2,387301,-0.014018050451258,0.0558648864972253,0.802015961977425
521,2,388313,-0.0183815198480142,0.0555295050018672,0.740823839362598
524,2,390138,-0.0342427306159944,0.0556811873869256,0.538965170746867
525,2,391233,0.000164126760527683,0.0560206325674389,0.997664051552285
530,2,395606,0.0114317420738631,0.0556921819399312,0.837482191198712
531,2,395726,0.0148101892398319,0.0556695709054866,0.790365702670837
532,2,395853,0.020173239200603,0.0558233802708078,0.71803445493337
533,2,396484,0.0283841302668728,0.0555663809182956,0.609800044390971
534,2,396705,0.0326107130454618,0.0555329668731406,0.557423573745615
535,2,398759,0.0178650607089066,0.0560062558333937,0.749927837488848
536,2,400386,0.0511239790283488,0.0556352026249581,0.358767900726665
537,2,400847,0.0231272217954749,0.0556367873244186,0.677895146734723
538,2,401130,0.0363722097003178,0.0561269897145109,0.517384094547914
539,2,401143,0.0375587645255459,0.0560133771959849,0.502957132033541
540,2,401979,0.0218916606876417,0.0560022070596629,0.696101720657857
541,2,403598,0.0326121665676566,0.0556906111890906,0.558521611546484
542,2,404844,0.0327709058136377,0.0563130558736196,0.560977523947053
543,2,405100,0.0272968773859488,0.055805431942963,0.625043721755763
548,2,406181,0.0347633490533749,0.0558298345854117,0.533905946865091
549,2,406688,0.0379204754209152,0.0555014373293842,0.494907099005873
550,2,407621,0.0249787440889149,0.0559778359358146,0.655707874920035
551,2,409016,0.0664005865532717,0.0564438409167465,0.240227400051814
552,2,410647,0.0299848937974626,0.0557072141799483,0.590737666817039
554,2,419803,0.00309999111610482,0.0561211282291712,0.95598049931102
555,2,419943,0.0041948581382214,0.0564522338633991,0.940807323414862
556,2,422349,-0.0103958635636137,0.0557575105703379,0.852200735018385
557,2,425467,-0.0462755944388498,0.0555054651783523,0.405006849541531
560,2,429095,-0.0473108857671127,0.0558323390926765,0.397360705118365
561,2,431266,-0.0515474107205816,0.0558521948014642,0.356676459024675
562,2,431446,-0.0364986152558088,0.0561117755179551,0.515816531102282
563,2,432524,-0.0153292021558733,0.0556003042800661,0.782937079333021
564,2,434090,-0.0387455804419366,0.0560807497455505,0.49008927260518
565,2,441927,-0.0140527249491915,0.0555129022471575,0.800304757323111
566,2,446471,-0.000205530492751183,0.0561985312373504,0.997084031587433
