SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
123,1,175523,-0.0574469420675347,0.0857926764717533,0.503549317586302
124,1,175541,-0.0558395076437721,0.0854451127015285,0.51385094074176
125,1,175653,-0.0592848762401866,0.0857092608149704,0.489582031516868
128,1,175856,-0.0180620343295508,0.087177938775773,0.835984191127648
129,1,175876,-0.0156989243452066,0.0858430779389453,0.854997691079443
130,1,175989,-0.0292971110514064,0.0860779577273327,0.733791234653268
131,1,176001,-0.0467805094853709,0.0865048529153829,0.588996989178454
133,1,177692,-0.0768159665571675,0.085265513408065,0.368254056167501
134,1,178191,-0.0642513034681686,0.0853797792565288,0.452230692321645
135,1,178224,-0.0768159665571675,0.085265513408065,0.368254056167501
136,1,178960,-0.105817514799637,0.0858607417827184,0.218608009368708
140,1,183802,-0.106198830422172,0.0851869082365269,0.21334998831185
141,1,183954,-0.12592112581119,0.0857342144204708,0.14279432986823
142,1,184450,-0.0755035632624734,0.0851480524790615,0.375826533027254
144,1,184718,-0.101519876827584,0.08555670302596,0.23619127753494
145,1,185296,-0.0879914910440715,0.085234911774859,0.302619170115549
146,1,185438,-0.0735406954010612,0.0852777283978471,0.389071080720755
147,1,185469,-0.0739663094056713,0.0854000191551187,0.387014923627795
148,1,185503,-0.0518941313960711,0.085224852490527,0.542976784001743
149,1,185705,-0.0970142528388932,0.0860678525234084,0.260430565610729
150,1,185749,-0.113021745711771,0.0860125033611422,0.18969430701762
151,1,185806,-0.0945758844230683,0.0861908677635317,0.273265078406853
152,1,185879,-0.104272222378679,0.0865772310610905,0.229248136200067
153,1,185916,-0.0721441884677464,0.0866304144325848,0.405531158455937
154,1,185941,-0.0683860719744586,0.087017125889337,0.432457901674268
155,1,185954,-0.0791981885212019,0.0872457954939972,0.364624645549379
156,1,186055,-0.077954439647054,0.0855036781910412,0.362544311196282
157,1,186896,-0.0871753311764682,0.086883937335616,0.316377449027437
161,1,190132,0.000642054250964197,0.0857128687827184,0.994027528175516
162,1,190148,0.0155868970880368,0.0857347123994738,0.855841047658966
163,1,190165,0.0176851661856222,0.0863924350805177,0.837918759878528
164,1,190169,0.0179670528343603,0.0862845243238732,0.835169237557383
165,1,190933,0.104547997469634,0.0854089886769895,0.22173591392776
166,1,192149,0.0963025978717665,0.0861374548840832,0.26432269682086
168,1,192303,0.144122159895604,0.1025840362587,0.16092502469979
171,1,192795,0.162311846086014,0.0849900993571012,0.0569726514720239
173,1,194187,0.179658753227792,0.0849624003108161,0.0351673355828918
174,1,194867,0.107653648173089,0.085259963413565,0.207547792703648
190,2,8314,0.028964542613842,0.0868854472486524,0.739056912724024
194,2,8498,0.0605881023502114,0.0867119127355402,0.485181671269673
195,2,8651,0.0486538711741904,0.0868144871714674,0.575538318815452
197,2,9812,0.0643284901178869,0.0873020504450419,0.461703185212177
198,2,9932,0.0416826680663179,0.0869965326468743,0.632142660419142
199,2,10135,0.0507330884611583,0.0866494788241021,0.55858708229904
200,2,11616,0.0311334461305923,0.0865836716852544,0.71937893381065
201,2,12133,0.0447791919275246,0.0869111255922037,0.606715018116415
202,2,12194,0.0658130555036402,0.087209681434187,0.450960314958879
203,2,12359,0.0494433579543674,0.0869850176225639,0.570116416186113
204,2,13061,0.0787150284155579,0.0869174978519674,0.365749830044786
205,2,14298,0.039243105587212,0.0872679353324902,0.6532133859542
206,2,15222,0.061450381993898,0.0880834577743841,0.485862747160345
207,2,17986,0.0616043759009227,0.0865374316792677,0.477008504759685
208,2,19770,0.033117098983043,0.0871804528950508,0.704271545985671
209,2,19836,0.0581829723486201,0.0869035475771399,0.503606563976075
210,2,19851,0.0675195759933216,0.0871392361363388,0.438948777200473
211,2,21595,0.0416786829651383,0.0868247668044104,0.631501812967196
212,2,22385,0.0604083023960964,0.0868758078225351,0.487299163523069
213,2,23441,0.0327061286806019,0.0877623839631753,0.70962008574659
214,2,24209,0.0691379788899443,0.0869790519700398,0.427216943087826
215,2,24341,0.0870147246638641,0.0871397891750789,0.318689567749337
216,2,26815,0.0845055042092665,0.0870420745841625,0.332283691631912
217,2,28209,0.0530000707002934,0.0871418863939074,0.54344309793421
221,2,41245,-0.0171664072657726,0.0868482948957899,0.843425097552557
222,2,43214,-0.0501260844673411,0.0882208993340343,0.570268343670213
223,2,47104,-0.00404801210816302,0.0858004560264465,0.962396943518797
224,2,50915,0.030270164040779,0.0866287616285899,0.726979411606413
225,2,55834,0.00910876538915739,0.0862420141468908,0.915944915349909
226,2,56422,0.0111194866959336,0.0863955357400714,0.897664839627059
227,2,57715,0.0367909201923409,0.0860904917088455,0.669383719936812
228,2,59046,0.0570671227994306,0.0864950640263758,0.509829625788426
229,2,59191,0.0524819100268889,0.0860074837171303,0.542120848167412
230,2,59383,0.0498154841990363,0.0860367695337882,0.562956915883427
231,2,59477,0.0446626428047424,0.0873404214554852,0.609416736521796
233,2,60471,0.0100538876885031,0.0861918864685845,0.907207386965318
234,2,60478,0.0228606478086313,0.0862833261389326,0.791203687502113
235,2,60786,-0.00423173485360029,0.0861497233003472,0.960850886174417
236,2,61035,0.0367858150597612,0.0861215515861362,0.66953899222292
237,2,61071,0.0274675656432541,0.0857405591221022,0.748887465012205
238,2,61675,-0.0100599206068376,0.0859982312553026,0.906943832571461
240,2,62939,-0.000234601840531978,0.0858512428323683,0.997821202971989
241,2,63527,0.00108963740611528,0.0861734823059441,0.989918405101218
242,2,63857,-0.00708738530256581,0.0861927220996544,0.934512656568165
243,2,65527,-0.0618702139465833,0.0858462444384722,0.471565189760106
247,2,67976,-0.00876702059958345,0.0871455189095812,0.919923456935642
250,2,72389,-0.0130048551907011,0.0866065807224997,0.880724044084765
251,2,72392,0.036280503684549,0.0871768860496348,0.677537686677687
252,2,73646,-0.0512249411117924,0.0853670095956096,0.548854266428068
253,2,74564,-0.0193453327535153,0.08523661306555,0.820585940882608
254,2,74739,0.00309330854603657,0.0855229576876498,0.971167781177228
257,2,80873,0.00378243341583887,0.0857269221387425,0.964832195400613
258,2,81501,0.0122308608180257,0.085710403475353,0.886608658655976
259,2,83526,0.0175797775503695,0.08557479640268,0.837353253945688
260,2,83845,0.0506558312958598,0.0856188044035911,0.554467863343137
263,2,84447,0.0560617928700748,0.0867036003199286,0.518316671045986
264,2,87391,0.0759945959671593,0.0851870192557769,0.372951708711685
265,2,87562,0.0740425828582979,0.0854079380314844,0.38657003564493
266,2,87849,0.059315603765969,0.0854323997456682,0.487951582752008
267,2,87878,0.0548221272510095,0.0858084806972237,0.523309214739135
269,2,89785,0.0730787256961158,0.0857795073620991,0.394826724303938
272,2,93721,0.105290035378694,0.0854247319125683,0.218564914885574
273,2,93952,0.103389683649878,0.0851859258217196,0.225675855733588
274,2,95085,0.088180919702416,0.0853536751448095,0.302253201551353
276,2,107124,0.125662211475011,0.0852632179438578,0.141422583089797
277,2,111645,0.0753444409377751,0.0854859036781831,0.378719007647047
278,2,111916,0.073939736551396,0.0856913148453079,0.38879945708341
279,2,111931,0.0780572343599767,0.0858122920164961,0.363639558491878
280,2,111999,0.0825508756218123,0.0854914559120078,0.334903515334963
281,2,114528,0.0769425756366029,0.0859994528881108,0.371564154164524
282,2,116024,0.0962340452261734,0.0861494896606584,0.264728910159649
286,2,120090,0.0175371821676547,0.0859557079712566,0.838450908818737
287,2,120291,0.0217746351142891,0.0869360740961631,0.8023717789767
288,2,120726,0.0475366698292654,0.0864044331774064,0.582554351234803
289,2,121716,0.0593623526589532,0.0862854676717037,0.491919555243035
290,2,123100,0.0347970219080658,0.0864425622802673,0.687526628669844
291,2,124677,-0.0166192438184655,0.0863387640940411,0.847470041421469
293,2,127887,0.0112685688060289,0.086933214817903,0.896938308422189
294,2,128935,-0.00371683125619404,0.0868528755653436,0.965889490037969
295,2,129053,-0.00144442652828602,0.0871174475730889,0.986780870805435
296,2,130040,0.0260699871704783,0.0876382207021186,0.766280552005692
297,2,130976,0.0326158131100606,0.0869179497234209,0.707701175940618
298,2,132199,0.0235532144507237,0.0873292165367827,0.787544028758324
299,2,133355,-0.0209180370025664,0.0879219698889129,0.812084336788821
300,2,133435,-0.0378181886735687,0.0880960351744371,0.667978688566474
302,2,135183,-0.0286447595289695,0.0881546498045262,0.745420793297655
303,2,135402,-0.0410367265495578,0.0881274519150212,0.641751759263394
304,2,135898,-0.0301134712755675,0.0886075355165689,0.734169912161365
305,2,135912,-0.0192394370265514,0.0886815783820687,0.828372918073147
306,2,135925,-0.023243518812453,0.0882770740526408,0.792471539247107
307,2,136002,-0.0728570020756547,0.0881344170206461,0.408989463208354
308,2,136173,-0.0686883806518936,0.0887685731226598,0.439571905243039
310,2,138318,0.0791055788200219,0.0910921090546642,0.385758248292027
311,2,138695,0.0772357789394147,0.0895321049768244,0.38891003496511
312,2,138818,0.0580444434591177,0.0894087093511979,0.516629039490945
313,2,139728,0.0511071895097056,0.0892602456816699,0.567304530485528
314,2,140174,0.0391550197113489,0.0892773634950283,0.661236182217316
315,2,140863,0.0238882468566761,0.0892565071644555,0.789135890477528
316,2,141152,0.0478953478722252,0.0894807082258923,0.592807854472899
317,2,141292,0.0167517767985081,0.0888688997067749,0.850593130087549
318,2,141545,0.0270945168405026,0.0892946541783926,0.76174230489711
322,2,146723,0.0301074113840054,0.0891308147566078,0.735722962354598
323,2,147946,0.000662867833970626,0.0899618119756684,0.99412514302725
326,2,151397,0.0393934132632496,0.0901623470203896,0.662439079357617
327,2,153035,0.0398240708595963,0.0891797604091315,0.655466952621557
328,2,153228,0.0541414494048899,0.0898096521146603,0.546997792005724
329,2,153455,0.0155326322232057,0.090530299406705,0.863870877410629
331,2,153815,0.0596008304722742,0.0901309154159773,0.50887082808097
332,2,154160,0.0072450335668055,0.089240928548643,0.935340759739073
333,2,154235,-0.00394710212997107,0.090132663496382,0.965094853910978
335,2,159870,-0.0234388238731558,0.08784757651979,0.789769392337449
336,2,161229,0.0430608079075799,0.0891754993062697,0.629482317610647
339,2,162696,0.0909476711034946,0.0886891133665084,0.305845545961882
340,2,163284,0.0732394707449129,0.0875573836213839,0.403454202613483
341,2,164166,0.0817608970918665,0.0883507851603361,0.355383721836394
342,2,165270,0.0951270406148274,0.0875677381473109,0.278076389628408
343,2,165675,0.0611264768647705,0.0891042075942968,0.493156409670887
346,2,168062,0.145187930084187,0.0880238278184759,0.0999519388796382
347,2,168518,0.083338570802005,0.0877443895253089,0.342869770078117
348,2,168980,0.112920904942229,0.0876088102411199,0.198269296239906
349,2,169651,0.13245178613111,0.0875731396147208,0.131308951647118
352,2,170725,0.0700387892858821,0.0879338436617087,0.4262802330599
353,2,171254,0.0457241899274857,0.088121655200853,0.604172516179257
354,2,172242,0.033110798142286,0.0870953704274229,0.704049985849162
355,2,173254,0.0204806796431093,0.0864387810083507,0.812841900271732
356,2,173340,0.0454029643780297,0.0864014050632357,0.599573407612305
357,2,173385,0.0377382126425987,0.0864914754961092,0.662869192389714
358,2,173973,0.0384305228543927,0.0862607194103931,0.656220063186311
360,2,177341,0.0393854962580485,0.0859654155496413,0.647122899150359
361,2,180314,0.000872157183493816,0.0860198103568636,0.991916093022155
362,2,180339,0.0232758216693685,0.086228244597521,0.787369772622323
363,2,182758,0.0175598491296647,0.0859227892689294,0.838183888538174
364,2,183619,-0.00721660379814471,0.0862653890241876,0.933377485947875
367,2,187176,-0.0520349384156471,0.0866916707279716,0.548738116136442
368,2,191066,-0.0185119936449928,0.0873787362660632,0.832339110326093
371,2,191599,-0.0178180342893565,0.0861682832191534,0.836299478401443
373,2,191763,-0.0148242840250187,0.0865111973628553,0.864041386217955
374,2,191959,-0.0462939478097892,0.0862685220748639,0.591863882208983
376,2,195759,0.00372542424865388,0.0870445240413396,0.965885907420573
377,2,196912,-0.0320210846563039,0.0856198594221924,0.708635301822608
379,2,198110,-0.0429772757135434,0.0861196442678276,0.61806100355924
381,2,198805,-0.0508559247024262,0.0864787382458213,0.55685844430185
382,2,198891,-0.0408250802705436,0.0858196406002721,0.634576747125679
383,2,199248,-0.0479747619602082,0.0860053040546361,0.577326568315712
384,2,201782,-0.0176036139191836,0.0859323574639289,0.837804020254054
385,2,203285,-0.012197269005498,0.0856018254997928,0.886775516435467
386,2,203783,0.0158408290888217,0.0854157961733365,0.852978294931022
387,2,204179,0.0397160036200898,0.0856005531754115,0.642955931789314
388,2,205406,0.030851491438215,0.086490819643034,0.721527656378441
389,2,205834,0.0511387841043956,0.0860490434661841,0.552693425454459
391,2,207192,0.0256889406148062,0.086000708243086,0.765340025567145
392,2,207561,0.0318030065240531,0.0856146638483164,0.710512725469958
393,2,208682,-0.000743309760904476,0.0854873299125106,0.99306741691251
394,2,210102,0.0417595521547894,0.0856792919534011,0.626281851199708
396,2,214801,0.0519607848441033,0.0856594041079892,0.544507936877793
397,2,215016,0.0360019911710484,0.0856337003095894,0.674435568333267
398,2,218876,0.111588107248296,0.0863366349611941,0.197037416455862
399,2,227511,0.0382118044725528,0.0871294671595257,0.661246127382115
400,2,230378,0.0542404620936974,0.0860064583843435,0.528673751962427
401,2,231943,0.0456760963114231,0.0862673719167404,0.596811372852051
402,2,232156,0.028015836139596,0.0862533558821534,0.74551830146178
403,2,232789,0.065748087912848,0.0858895166102531,0.444487709969149
404,2,238524,0.0558627389031248,0.0860303828267523,0.516542629144742
405,2,241518,0.0245594175112845,0.0868192170102149,0.777434654985951
406,2,250396,-0.0177924558014275,0.0862319436466867,0.836650116680749
407,2,250466,-0.0224559648116111,0.0861984026767275,0.794618553548783
408,2,252305,-0.00872670750160609,0.0864339447319183,0.919636443428874
409,2,254571,0.00635200870604558,0.0876485525565597,0.942267851069646
410,2,254742,-0.00471172728800995,0.0875696987490202,0.957120602290987
411,2,254908,-0.00655547556411562,0.0882382769546428,0.940819425069735
413,2,255862,-0.0199794391358984,0.0877009839401507,0.819923382911772
414,2,255975,-0.0257473599539751,0.0873800313412106,0.768427180418892
415,2,258311,-0.0681725753130236,0.0858711213926732,0.427790438852199
416,2,259284,-0.0654909041819295,0.08616666757373,0.447732506357939
417,2,266330,-0.0333837229615958,0.086589715096538,0.70007024919695
418,2,267100,-0.0480539137278966,0.0865638544325093,0.579159541325529
419,2,268086,-0.0554803488042782,0.086557588720654,0.521961589419017
420,2,274614,-0.0547091236919345,0.0860324829450165,0.525245571631551
421,2,274729,-0.0770052059642394,0.0864554832195556,0.373701089995609
422,2,275746,-0.0649559310159113,0.0864456893217249,0.45290816132511
423,2,277029,-0.0577291115076075,0.0860579241436999,0.502775834344315
424,2,277741,-0.0669910431055006,0.0860727453129643,0.436909261056849
425,2,278218,-0.0882771290742592,0.0858625121183429,0.304596447256248
426,2,278379,-0.0748068447259563,0.0880290301127446,0.396013690727374
427,2,279910,-0.0851604211336051,0.0858411919505225,0.321843197472041
429,2,283431,-0.0207988802067661,0.0872127305100657,0.811643754792099
430,2,283573,-0.0406214402301808,0.0861463748982944,0.637546646043016
431,2,286762,-0.0628753914021745,0.0863292421324513,0.466900030499942
432,2,287187,-0.0216625958012448,0.0859832407082094,0.801234254425726
433,2,288379,-0.0182020338824263,0.0853338097250023,0.831213073567185
434,2,294941,-0.100927305448003,0.0852212243854756,0.23709201025677
439,2,297610,-0.0852409571036028,0.0857025572901438,0.320605357365004
441,2,299680,-0.0239984767603788,0.085548726815779,0.779239795563538
442,2,299708,-0.00575151390077108,0.0857381796337082,0.946554166223085
443,2,299759,-0.0207617822838258,0.0854410925672011,0.808150188432968
444,2,300111,-0.0385306751536213,0.0860208219283618,0.654483786011739
446,2,301710,-0.0280759482718275,0.0854580888322289,0.742702208782705
447,2,303446,-0.0214106835041713,0.0860019655364765,0.803539798121643
448,2,303854,-0.0665981491878366,0.0859529501605863,0.438964135656477
449,2,304472,-0.0601374224487164,0.0852389953833805,0.480954860592884
450,2,304691,-0.0495164733412516,0.0866409166518399,0.568015162849486
451,2,308097,0.0720304783593677,0.0856815969076744,0.401098432371817
453,2,309402,0.0130310107996013,0.0852426858082985,0.878588494073334
454,2,310030,0.0237621321514916,0.0857151073414495,0.781771750443473
455,2,310113,0.0297662251027405,0.0854706331766385,0.727850574609727
456,2,310972,0.0202826428687829,0.0856083211505018,0.8128533895394
457,2,312659,-0.0140500417508852,0.085279712193732,0.869233130875364
460,2,318265,-0.0619152217384076,0.0863284208987103,0.473721578002121
461,2,318379,-0.0393706703753408,0.0866219116187894,0.649739949307465
462,2,321266,-0.066718523030165,0.0859939975370439,0.438356486653032
463,2,322957,-0.0450110380949522,0.0852654211563232,0.597905114479632
464,2,325221,-0.0340863517315253,0.0857481346381523,0.691226426363448
465,2,332691,-0.0435682528820777,0.0866098950147329,0.615249773313874
466,2,333006,0.0183214992208876,0.0864652785323264,0.832311791309802
468,2,335046,-0.0585880301786949,0.0855474723468495,0.493881783186378
469,2,335049,-0.0732656014150038,0.085879834367171,0.394172560668101
470,2,335995,-0.0876195966548944,0.0853553127225559,0.305345789725649
471,2,336060,-0.069493646834731,0.0852873426151623,0.415725970260648
472,2,338292,-0.113429753879547,0.0851483752590314,0.183672815593008
473,2,339568,-0.150825880767016,0.085112976136856,0.0772460080014209
474,2,340466,-0.151545055420215,0.0858528442387612,0.0783994072322776
478,2,348480,-0.171740727675989,0.0848726618306076,0.0437736116368678
479,2,350086,-0.209875237709459,0.0846335096541614,0.0136110476706496
480,2,351083,-0.219165626476192,0.0856803529259924,0.0109462720577696
481,2,351335,-0.19157059819143,0.0848886475294531,0.0246360995175732
482,2,351417,-0.170382455833988,0.0850029449873064,0.0457874186005756
483,2,351450,-0.165132026296587,0.0851273936622639,0.0531975225695982
484,2,352302,-0.190724729735653,0.0856564259940232,0.0266028325198947
485,2,352469,-0.207163172330759,0.0846687001702864,0.0149021495768186
486,2,352562,-0.211288708983315,0.0849918335594431,0.0133811902201263
487,2,352944,-0.22867332070261,0.0846144467839022,0.00721383997095135
490,2,355266,-0.20900484943959,0.0847584283610418,0.0141421724458797
491,2,358277,-0.129937614774547,0.0852186427351983,0.128215422234301
492,2,358926,-0.155416665885796,0.0852241103484254,0.0690545207649411
493,2,358948,-0.141807455130635,0.0853185455045681,0.0973815978707784
494,2,359515,-0.123048096352185,0.085271985534375,0.149905181870237
495,2,363190,-0.152485955639049,0.0859777697912106,0.0769995515076822
496,2,363588,-0.131996345317208,0.0864155805544371,0.127542163760584
497,2,363888,-0.109631517788051,0.0857583767741129,0.201956495234291
498,2,363954,-0.113776564515134,0.0854006929620637,0.18363174421553
499,2,364199,-0.13595281847057,0.0851920549910872,0.111419536684223
501,2,365981,-0.133077772144104,0.0869345540618215,0.126719134491436
502,2,366047,-0.146686561366124,0.0852951739054578,0.0863540019912577
503,2,366936,-0.143588738267901,0.086299685101532,0.0970321357802042
504,2,369530,-0.123598794002806,0.0852561830955443,0.14802053634746
506,2,369931,-0.109222449215506,0.0858997292340569,0.204384042902976
507,2,371033,-0.141462520932016,0.0855369076304477,0.0990533248975041
508,2,372919,-0.0874333800112218,0.0853700428136728,0.306456625022916
509,2,373518,-0.0649277406406764,0.0853783296050989,0.447480755887923
510,2,376157,-0.0870058109233871,0.085511520922964,0.309624492836537
511,2,376172,-0.0710229253014745,0.0861729747451778,0.410387996145572
514,2,381433,-0.0864289759827795,0.0860707049944866,0.315988112388936
515,2,381922,-0.0886191753310643,0.0867348518885458,0.307610719160655
516,2,382146,-0.0702895533168838,0.0854743992457382,0.41143497196775
517,2,384206,-0.0577837848883816,0.085767436289598,0.500926176937929
518,2,384955,-0.107381709932519,0.0854404509858167,0.209656408520257
520,2,387301,-0.0700093131094632,0.0859865860898442,0.416085707613112
521,2,388313,-0.0715290431712636,0.085471486230196,0.403228405431394
524,2,390138,-0.0817522550536137,0.085712185372362,0.340837717621785
525,2,391233,-0.0837069133922014,0.0861844583632364,0.332087338970671
530,2,395606,0.00369097178572186,0.0857984555219887,0.965710636258161
531,2,395726,0.0220845583441851,0.0857592698894979,0.796928947747666
532,2,395853,0.00818989964439434,0.0860104718758634,0.924194275135779
533,2,396484,0.0234763606817399,0.0856222786922721,0.784102686289778
534,2,396705,0.0127917696922392,0.0855873576183756,0.881277098684309
535,2,398759,0.0481818081314836,0.0862517082643752,0.57677621419422
536,2,400386,0.0355403012078727,0.0857873775575069,0.678918064621798
537,2,400847,0.0348906155898986,0.0857090838440163,0.684194574138726
538,2,401130,0.0401793188657391,0.0864883605416403,0.642530611300406
539,2,401143,0.00828575129258097,0.0863421689164224,0.923603514920655
540,2,401979,0.0471235310754641,0.0862533645683181,0.585178433635292
541,2,403598,0.0505055308348572,0.0857906971548042,0.556434760205858
542,2,404844,0.0491045757334724,0.0867522559986236,0.571731494029152
543,2,405100,0.0880686836233101,0.0858693078558366,0.305776296671037
548,2,406181,0.0495035218955558,0.0860124859728379,0.565293660109349
549,2,406688,0.0711941113234653,0.0854722784084442,0.405436279612443
550,2,407621,0.0905464264954931,0.0861231923253414,0.293812745615943
551,2,409016,0.108824460541744,0.0869290119607291,0.211443428073543
552,2,410647,0.0901592794784574,0.0857177105735756,0.293603348047639
554,2,419803,-0.0197198164747091,0.0864483525809961,0.819692057292341
555,2,419943,0.0319749577132964,0.0869484434287836,0.713282899950963
556,2,422349,0.0424260962039975,0.0858687421231438,0.621556423819656
557,2,425467,0.105662504741491,0.0854051032481688,0.216838207379262
560,2,429095,0.0936203558380686,0.085952588727292,0.276804634192574
561,2,431266,0.102628533265604,0.085970446235232,0.233371416606105
562,2,431446,0.132878913278363,0.0862020884784213,0.124095603690384
563,2,432524,0.135466882680292,0.0853572621887223,0.1133949261101
564,2,434090,0.108673976256285,0.0862568214858672,0.208541886952621
565,2,441927,0.090054992972065,0.0853907242902763,0.292319221855634
566,2,446471,0.0316754341663517,0.0865571737918032,0.714623003079082
567,2,449325,0.0704617894091924,0.0859855390820798,0.413076406612424
569,2,450017,0.0920284281382779,0.0854497932472187,0.282220950241748
570,2,451779,-0.0320475892315626,0.0858924453927508,0.709288281385057
571,2,451784,-0.0222366154664969,0.0862110198544801,0.796609382829987
