SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
171,1,192795,-0.0260450874115839,0.120818431117199,0.829445777914233
173,1,194187,-0.17678025992269,0.12055987895366,0.143449337105766
174,1,194867,-0.267866945761971,0.12001682220229,0.0262478779096819
190,2,8314,0.138143498790139,0.122686914038381,0.260937221082381
194,2,8498,0.0848056405035139,0.12264400385542,0.489719657925031
195,2,8651,0.0406536146250024,0.122822888557552,0.740845557433523
197,2,9812,0.0285408397168148,0.123562510806507,0.81746182485778
198,2,9932,0.0321821325744619,0.123072895724184,0.793868407193424
199,2,10135,0.0391684961918117,0.122595720162563,0.749541557112455
200,2,11616,0.116509614230021,0.122326220906326,0.341520494194841
201,2,12133,0.0959187240616886,0.122864206163097,0.4355086804847
202,2,12194,0.103784593598168,0.1233220875199,0.400596510212975
203,2,12359,0.0857667133844948,0.123000135369184,0.486080557131088
204,2,13061,0.100296332589254,0.122959933021684,0.415231472814829
205,2,14298,0.0758386149615842,0.12339802081622,0.539224522036652
206,2,15222,0.116684940491907,0.124513185298175,0.349332807263425
207,2,17986,0.0831676033622006,0.12240328627565,0.497294487928268
208,2,19770,0.105708941968316,0.123201738503303,0.391466356183012
209,2,19836,0.111192881473491,0.122848839863776,0.366019411362368
210,2,19851,0.0996447417274532,0.123237344461107,0.419313079505629
211,2,21595,0.117067602206831,0.122683821292665,0.340624244992508
212,2,22385,0.155432224464392,0.122679563216724,0.205998657542662
213,2,23441,0.158942586435009,0.123863866845849,0.200262478118496
214,2,24209,0.177773003039796,0.122766048266484,0.148486946179767
215,2,24341,0.154996343096955,0.123145360773679,0.208990204974388
216,2,26815,0.211130326909226,0.122760221823216,0.0863344727981646
217,2,28209,0.221107489544316,0.12275212363487,0.072516457996986
221,2,41245,0.14680452604954,0.122593194210323,0.231917833149725
222,2,43214,0.11007579983783,0.124695998464558,0.377970339683014
223,2,47104,0.204298138364135,0.120865363808515,0.0918542907297945
224,2,50915,0.187210962449422,0.122140068048254,0.126231603801335
225,2,55834,0.178548874902013,0.121608823120123,0.142934133606252
226,2,56422,0.219198129689156,0.121639437759052,0.0723934117554381
227,2,57715,0.208323907419484,0.12128906995491,0.0867499162108056
228,2,59046,0.195261044317401,0.121968989550423,0.110291963674622
229,2,59191,0.20053866477376,0.12124115126125,0.0990066898513705
230,2,59383,0.194152146422142,0.121305774213494,0.110378121429377
231,2,59477,0.198868640099272,0.123122801897253,0.107159573351131
233,2,60471,0.143627598619894,0.121669180052105,0.238605603206443
234,2,60478,0.153253181524154,0.12177533292749,0.209045879877903
235,2,60786,0.161768095027403,0.121542946582364,0.184063082190982
236,2,61035,0.18590572861172,0.121436291897587,0.126691965082628
237,2,61071,0.179240243107562,0.120910258296279,0.139119731480642
238,2,61675,0.12652217297654,0.121448653844506,0.298228956357973
240,2,62939,0.20205261745269,0.120947788423529,0.0956915568421414
241,2,63527,0.178533920689797,0.121509755097525,0.142642866528414
242,2,63857,0.177147598992808,0.121543940042735,0.145873537730727
243,2,65527,0.0818276687102346,0.121429103268504,0.500833720665614
247,2,67976,0.0993833510415877,0.123143743337801,0.420180206065132
250,2,72389,-0.0182965875161544,0.122493318517103,0.8813485243205
251,2,72392,-0.0859433395091201,0.123245282247677,0.486051717453655
252,2,73646,0.0360239197904349,0.120786417668271,0.76569180993038
253,2,74564,0.0402929734782255,0.120545364103159,0.738385122352931
254,2,74739,0.0539656656435352,0.120926756239829,0.655677742300634
257,2,80873,0.0518783416086724,0.121218009324768,0.668929922249281
258,2,81501,0.0585467958726831,0.121189196662413,0.629322492168623
259,2,83526,0.0625862326631963,0.120995346902953,0.605297596320931
260,2,83845,0.0844211351515017,0.121072878278245,0.48608944501955
263,2,84447,0.0638796390393863,0.122655982691873,0.602830334727634
264,2,87391,0.149264986997286,0.120359324491776,0.215739413227201
265,2,87562,0.150125313474126,0.120662210222559,0.214259413461218
266,2,87849,0.163429543841764,0.12060174803077,0.176246620474601
267,2,87878,0.128268112190121,0.121242561959424,0.290803373952401
269,2,89785,0.104793636021774,0.121320010005305,0.388296018420108
272,2,93721,0.123552809680234,0.120902709887605,0.307518930467545
273,2,93952,0.0710255540657135,0.120675882245402,0.556529774964069
274,2,95085,0.159153457604314,0.120606469720238,0.187820584085676
276,2,107124,0.2791340056149,0.12004790403843,0.0206282212500513
277,2,111645,0.341247674930634,0.119670730657588,0.00460655300362218
278,2,111916,0.328675023429599,0.120058711528012,0.00650200828124906
279,2,111931,0.338297169869121,0.120170567469754,0.00514914272654257
280,2,111999,0.346313320863567,0.119664381900104,0.00403955401393273
281,2,114528,0.269209656951901,0.120926470245236,0.0266297791675307
282,2,116024,0.262549697724631,0.121259409577787,0.0310425639761185
286,2,120090,0.112459079704303,0.121432443792757,0.355024607872431
287,2,120291,0.142058004504038,0.122737557934002,0.247886355194002
288,2,120726,0.134685805496975,0.12204940584029,0.27054655416541
289,2,121716,0.122799879218926,0.12194586557428,0.314622988794199
290,2,123100,0.0920001272583028,0.122191279055951,0.452000449222485
291,2,124677,0.0214839229772389,0.122115542039857,0.860448944090774
293,2,127887,0.0945967281988044,0.122855056265438,0.441822897692207
294,2,128935,0.0710304401586389,0.122783757755682,0.56329529360839
295,2,129053,0.0975013415238521,0.12310654649466,0.428888042086439
296,2,130040,0.0834275511028101,0.123888376835275,0.501127758854897
297,2,130976,0.0765031412616753,0.122890743553017,0.533995524752922
298,2,132199,0.0216468775079288,0.123522700180362,0.860986700237211
299,2,133355,0.103488287465388,0.124241648284772,0.405430658494977
300,2,133435,0.107164821939892,0.12450184260887,0.389960610141002
302,2,135183,0.076375655504759,0.124635181776868,0.54040732545602
303,2,135402,0.0893442207845063,0.124591904187212,0.473789745377823
304,2,135898,0.0803875202821402,0.1252708118008,0.521478021440627
305,2,135912,0.091526799473709,0.125341811477284,0.46574149418389
306,2,135925,0.103385102545558,0.124746921267162,0.407800943526598
307,2,136002,0.0689492366669293,0.124720815281012,0.580730669147276
308,2,136173,0.0485852680564871,0.125630945604445,0.69918905131217
310,2,138318,0.144419027124176,0.128745740760851,0.26273618775161
311,2,138695,0.101001077947761,0.126650407618862,0.425708818328525
312,2,138818,0.0955695204281761,0.126429693342354,0.450207039700663
313,2,139728,0.125108504875369,0.126129484887275,0.321923141665432
314,2,140174,0.14546660109241,0.126067610598707,0.249330947185066
315,2,140863,0.121480236943626,0.126088375915383,0.335979715048552
316,2,141152,0.0746573408166593,0.126547319005889,0.555597635010191
317,2,141292,0.0980413328593412,0.1255909872205,0.43553749311558
318,2,141545,0.0650348478193099,0.12626422417116,0.606826846682907
322,2,146723,0.157260680684397,0.125805701916703,0.212117293467939
323,2,147946,0.174206252889785,0.126900523714104,0.170692832788772
326,2,151397,0.238579808762848,0.126923269037025,0.0609701167583999
327,2,153035,0.186775697035599,0.125776065089018,0.138439964415316
328,2,153228,0.175492171158736,0.126745249663014,0.167047676890617
329,2,153455,0.11495944596461,0.127901913391096,0.369366848726566
331,2,153815,0.118927152312758,0.127399751003927,0.351202029379483
332,2,154160,0.154096979109432,0.125953628470217,0.221978785294286
333,2,154235,0.148140995162936,0.127236718637078,0.245091013730072
335,2,159870,0.198506118136382,0.123811043585918,0.109763007943297
336,2,161229,0.23815030408482,0.125529980637837,0.0586228986237939
339,2,162696,0.239832744397271,0.124975219025951,0.0557850088548006
340,2,163284,0.27117878228748,0.123117584883427,0.0282688109326768
341,2,164166,0.215033084747297,0.124587115697975,0.0852286193852674
342,2,165270,0.239686221893999,0.123401891791329,0.0528931611181543
343,2,165675,0.195427193873475,0.125680119941554,0.120852351707283
346,2,168062,0.178962696274938,0.124613097197629,0.151846171460508
347,2,168518,0.150152455154844,0.124003764020789,0.226755240480634
348,2,168980,0.192514878532815,0.123778647326323,0.120766953310945
349,2,169651,0.154303714624859,0.12398932657615,0.21414420664824
352,2,170725,0.245106444796987,0.123796738552005,0.048489874152992
353,2,171254,0.259690734618043,0.123915174164704,0.036819395803318
354,2,172242,0.0577082112041283,0.123171528391872,0.639702608313088
355,2,173254,0.0288407181920355,0.122256032063521,0.813643775726034
356,2,173340,0.0733598713618914,0.122188502877422,0.548636414666788
357,2,173385,0.0422285991522705,0.122342815414035,0.730175039957112
358,2,173973,0.0681012964172951,0.121984558679233,0.577008476603251
360,2,177341,0.0699184247290026,0.121565634093331,0.565556536382532
361,2,180314,0.0456699878495894,0.121639102732387,0.70754774176067
362,2,180339,0.0378757507644902,0.1219540977142,0.75630792214868
363,2,182758,0.0356912054845832,0.121518488758736,0.769152057305832
364,2,183619,-0.0679232167264768,0.121958346950595,0.577922837418512
367,2,187176,-0.0715131374743416,0.122617117724657,0.560115524098505
368,2,191066,-0.059687075663914,0.123552408506734,0.629330492631052
371,2,191599,-0.0333001260356227,0.121867858227058,0.784822519805234
373,2,191763,-0.0460622739225943,0.122338896597714,0.70676121911252
374,2,191959,-0.0547219847861001,0.122030144517838,0.654117975922547
376,2,195759,0.0343764157868248,0.123099411487147,0.780210872602782
377,2,196912,0.0669020573238305,0.121069329117933,0.580891902412375
379,2,198110,0.105703586711064,0.121717576834837,0.385747243137482
381,2,198805,0.126069095116457,0.122188260159071,0.302890410666004
382,2,198891,0.121311726850774,0.121247358432068,0.317739005909712
383,2,199248,0.128857895918531,0.121503039962882,0.289627586406548
384,2,201782,0.000943712948336839,0.121546893718093,0.993809522325944
385,2,203285,0.125297684996464,0.120891865181417,0.300704369866774
386,2,203783,0.0769194552070405,0.120745573159815,0.524513345853772
387,2,204179,0.0784557061612528,0.121035286015356,0.517273619387443
388,2,205406,0.0400599393095349,0.12233301374469,0.743509342764394
389,2,205834,0.0853559513872295,0.121680807108965,0.483469296593165
391,2,207192,0.0835029095285464,0.12157051147765,0.492616802135158
392,2,207561,0.0717895255681243,0.121053722028787,0.553535085527226
393,2,208682,0.0768211132465352,0.120841107598619,0.525370828013634
394,2,210102,0.0780499365103647,0.121151320229994,0.519841356346344
396,2,214801,0.0907632622700082,0.121120452216774,0.454137141343556
397,2,215016,0.0559409850622856,0.121110994792748,0.644438648273523
398,2,218876,0.0661209599313065,0.122349464127443,0.589243363450457
399,2,227511,0.0104399673543871,0.123265145130974,0.932551716786944
400,2,230378,0.0643757395495403,0.12166475702853,0.597052014282216
401,2,231943,0.0894032557686525,0.121969165271263,0.464045606079912
402,2,232156,0.0431635362932399,0.121990286898379,0.723679288327501
403,2,232789,0.0782696681062882,0.12150848209405,0.519896597739169
404,2,238524,0.120140235824084,0.121582935851205,0.323763825978724
405,2,241518,0.0609442746883048,0.122765093779536,0.619900048654122
406,2,250396,-0.0256419294238376,0.121963122555005,0.833599084026249
407,2,250466,-0.040768241279617,0.121908374539693,0.738263461837086
408,2,252305,-0.0084369292828933,0.12225004749966,0.945017783257323
409,2,254571,0.00778049864167873,0.123967235917032,0.949991117999883
410,2,254742,0.0190610126754256,0.123851830166285,0.877775154728822
411,2,254908,0.0122237475986851,0.124800370494359,0.922030442127385
413,2,255862,-0.047732717607596,0.124024262443254,0.70056849622251
414,2,255975,-0.0614289068696612,0.123559165998227,0.619384406861234
415,2,258311,-0.112092019297521,0.121414955394246,0.356526154955086
416,2,259284,-0.0299242326903219,0.121960359054654,0.806320032182183
417,2,266330,-0.018668326400334,0.122491175168979,0.878954206606563
418,2,267100,0.0199798165226518,0.122481660165043,0.870513389864423
419,2,268086,0.0585640400956999,0.122455539963694,0.632770194846869
420,2,274614,0.014464887650103,0.12174853659814,0.90549383103044
421,2,274729,-0.00648412714336977,0.122416412372945,0.957787531396711
422,2,275746,0.0305482527730829,0.122352656620377,0.80298484629334
423,2,277029,0.048722521911818,0.12176722270414,0.689303984602222
424,2,277741,0.0114291233402301,0.121841130028729,0.925318477077954
425,2,278218,0.00341138996700152,0.121622444930094,0.977638907343514
426,2,278379,0.015322672442497,0.124629760197849,0.90222019539206
427,2,279910,0.0337491763605229,0.121566603468607,0.781467504908794
429,2,283431,0.00476310645770539,0.123360270261212,0.969222080533788
430,2,283573,0.00621094716562531,0.121880297603836,0.959386693340231
431,2,286762,0.0484126909695338,0.122165553651111,0.692132328034601
432,2,287187,0.00999874582041738,0.121621416137658,0.934524687636997
433,2,288379,0.0423807689211915,0.120679813556336,0.72566013386352
434,2,294941,0.0122138176367533,0.120771347801648,0.919503291531194
439,2,297610,-0.0551582941436808,0.121348880171788,0.649717372445279
441,2,299680,0.0586461138487127,0.120970307850879,0.628120621490229
442,2,299708,0.0642489331037922,0.121217589261234,0.596424498689874
443,2,299759,0.0574535740712029,0.120816265548631,0.634692682594428
444,2,300111,0.0376029993485633,0.121682913138432,0.757485211023861
446,2,301710,0.114916838641658,0.120732536754707,0.341834514837644
447,2,303446,0.0697997754843551,0.121592068106382,0.566300395691027
448,2,303854,0.0870794315717622,0.121583831097835,0.474335848609578
449,2,304472,0.0632498515139723,0.120597003187703,0.600278895299757
450,2,304691,0.0435162314997899,0.122576641032381,0.722792290043836
451,2,308097,0.112059846702325,0.121159548701153,0.355652413625924
453,2,309402,0.0316385673670893,0.120556463167715,0.793137056791612
454,2,310030,0.00713970465662189,0.121245009622647,0.953075763478633
455,2,310113,0.0236880908219437,0.120900825512393,0.844777745294754
456,2,310972,0.0250015316644265,0.12108368910481,0.83653392162146
457,2,312659,-0.0546298265595629,0.120586188266305,0.650801494766288
460,2,318265,-0.122269955207582,0.122015361157351,0.316988192712393
461,2,318379,-0.103203516224221,0.122427639633341,0.399812888486769
462,2,321266,-0.0882828741359446,0.121639796286012,0.468458866756332
463,2,322957,-0.0958544144120917,0.12053605949783,0.427011570136521
464,2,325221,-0.0286832462236128,0.121296656850883,0.813203694651727
465,2,332691,-0.118762809479558,0.122378723492482,0.332485167319765
466,2,333006,-0.105966684684875,0.122171084650448,0.386332342027002
468,2,335046,-0.0807730339673805,0.120999319052801,0.504857374054064
469,2,335049,-0.0639889495689215,0.1215428383515,0.59889065924675
470,2,335995,-0.0752802224049524,0.120837172549562,0.533694057929114
471,2,336060,-0.0794249108879384,0.120666752803194,0.510827723489667
472,2,338292,-0.139573384535772,0.120504416113395,0.247547931791227
473,2,339568,-0.156552664368363,0.120627589215157,0.195197250935239
474,2,340466,-0.163831860583707,0.121649822434754,0.178924864110125
478,2,348480,-0.114221244800878,0.120581923965988,0.344159311941659
479,2,350086,-0.21847937783956,0.120179508145274,0.069920496439344
480,2,351083,-0.190691880728151,0.12187933172713,0.118573727126638
481,2,351335,-0.170567274255852,0.120585230905848,0.158097873378402
482,2,351417,-0.155081127506877,0.120625322576057,0.199410358939115
483,2,351450,-0.204131967204407,0.120552583810568,0.0912801413360529
484,2,352302,-0.173940372011212,0.121645431602524,0.153631194916342
485,2,352469,-0.179616528646659,0.120384594035619,0.136586363182326
486,2,352562,-0.203278728108771,0.120773493675982,0.093232082479938
487,2,352944,-0.223607952523648,0.120320217245305,0.0639386965335452
490,2,355266,-0.190413534545629,0.120481895994206,0.114903379225071
491,2,358277,-0.120528254115563,0.120756207919772,0.318908605774978
492,2,358926,-0.115145938510828,0.120949250253462,0.341738933179654
493,2,358948,-0.10299507046602,0.121018695204644,0.395308833935255
494,2,359515,-0.10785188376496,0.120824577688722,0.372662374521573
495,2,363190,-0.0544586970206927,0.122110100153064,0.655884909003993
496,2,363588,-0.0329745898406907,0.12261382174275,0.78814031662149
497,2,363888,-0.0323798457356335,0.121561837807466,0.790113466690588
498,2,363954,-0.00136823578584602,0.121090979099754,0.990991087374298
499,2,364199,-0.00424186997649696,0.120926274741164,0.972037251527412
501,2,365981,-0.0458138245645414,0.123340483042924,0.710531256057121
502,2,366047,-0.0396365887069144,0.12112441927294,0.743681375219024
503,2,366936,0.00521565484122069,0.122536583007217,0.966073108110295
504,2,369530,-0.0404289092030986,0.120922616780183,0.738323795595794
506,2,369931,-0.0167374776154732,0.12176817541848,0.890750610069187
507,2,371033,-0.0523978845733396,0.121416130510499,0.666327441455637
508,2,372919,-0.0231405265003958,0.120917349475634,0.84834203488471
509,2,373518,-0.0014734562701533,0.120854933286102,0.990279366555948
510,2,376157,-0.0594361820432283,0.121080363726275,0.623814864626498
511,2,376172,-0.0516257957506918,0.121966264826073,0.672349256324482
514,2,381433,-0.0251399782406607,0.121901754405297,0.83672899774986
515,2,381922,0.0267843526590623,0.122847686417981,0.827532532903212
516,2,382146,0.0198568097487321,0.121003087500991,0.869745019690037
517,2,384206,-0.00363546737505738,0.12138423324698,0.976123792054474
518,2,384955,-0.00986687379203816,0.121112871495578,0.935115612996553
520,2,387301,-0.0340156737423852,0.121717053747104,0.78005155525181
521,2,388313,-0.0221185798537832,0.121001976168436,0.855063656261146
524,2,390138,-0.063300836195508,0.121337620952977,0.602212133360389
525,2,391233,-0.0203529237692052,0.122054200112122,0.867659750340462
530,2,395606,-0.342808705716069,0.119971077135498,0.00452408180352446
531,2,395726,-0.365667024238383,0.119734794642463,0.0024298560276998
532,2,395853,-0.365179533281623,0.120088978503281,0.00253496227088055
533,2,396484,-0.352500033925751,0.119652006501842,0.00343236676275083
534,2,396705,-0.36214844779421,0.119511142788413,0.00262378213577967
535,2,398759,-0.346873027010805,0.120640767635966,0.00428189538371955
536,2,400386,-0.357796219814467,0.119860717921731,0.00303254983932371
537,2,400847,-0.366562446176465,0.119672403280946,0.00235923533755786
538,2,401130,-0.358195308716712,0.120869140463496,0.00324809177595546
539,2,401143,-0.366267666084716,0.12055488018678,0.00255740958419994
540,2,401979,-0.319735158803325,0.120852977603619,0.0085179814478133
541,2,403598,-0.325195702843725,0.120158664036925,0.00713237513468381
542,2,404844,-0.295376906135189,0.121744101765114,0.0157577440903153
543,2,405100,-0.321170711505475,0.120424112837196,0.0080056618864725
548,2,406181,-0.309886196995107,0.120587330585562,0.0105852551288179
549,2,406688,-0.274247223254484,0.120124103787039,0.0230223722350465
550,2,407621,-0.339484161950704,0.120654679151844,0.00517202093936687
551,2,409016,-0.344270800974238,0.121851910772344,0.00499189475692397
552,2,410647,-0.355761398580851,0.119940444022649,0.00322088046814636
554,2,419803,-0.232866745457986,0.12164872933281,0.0563957611188465
555,2,419943,-0.198386436605481,0.122546288209243,0.106368429552793
556,2,422349,-0.269460864864276,0.12064219581425,0.0261384485205956
557,2,425467,-0.175528589155893,0.120694515110703,0.146745830943518
560,2,429095,-0.107308545520194,0.121638393550759,0.378272744878763
561,2,431266,-0.0854322931518923,0.121753863170243,0.483340879303598
562,2,431446,-0.0747805572318679,0.122266069698873,0.541181900662508
563,2,432524,-0.0532809566716635,0.121123033958006,0.660285109889992
564,2,434090,-0.151315680046766,0.122007050074955,0.215717473923798
565,2,441927,-0.181776167180801,0.120576195254264,0.132560901514254
566,2,446471,-0.210296470694239,0.121933965801096,0.0854613874155117
567,2,449325,-0.229513212315149,0.121116036482801,0.0589111027753606
569,2,450017,-0.280012096629447,0.120134640018369,0.0203255566272371
570,2,451779,-0.279665270774694,0.120591996752992,0.0209597727851625
571,2,451784,-0.283155417325996,0.121010437026273,0.0198442634075519
572,2,453525,-0.284616943188269,0.121039215450848,0.0192498348607227
573,2,453768,-0.30393822648607,0.121068504588816,0.012503730495651
574,2,454027,-0.260769487140927,0.120840750372419,0.0316049079941199
575,2,455029,-0.291578605629889,0.120705809912102,0.0162159501806205
576,2,455247,-0.339318296079478,0.119954336171313,0.0049402393828009
579,2,455756,-0.385174081181395,0.12870167355969,0.00295926168017806
580,2,457024,-0.34211455933572,0.120833359759058,0.00490170136593379
581,2,457298,-0.35458813059048,0.121088877471866,0.00362912530231203
582,2,460202,-0.348536650692758,0.121420010475399,0.00434525976899195
586,2,464424,-0.285506378076922,0.121244152788954,0.0190793424119276
587,2,465824,-0.242039801721478,0.122719669203972,0.0493557264660328
588,2,470145,-0.180236304360265,0.121256330620998,0.138063980179923
589,2,470686,-0.206750786380153,0.121062347795624,0.0885518720748327
590,2,471144,-0.182408334287477,0.12138379186062,0.133800031358313
