SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
82,1,106800,-0.0226859308501053,0.0941337519658161,0.809697528609437
83,1,107970,-0.107697703433008,0.0936873931419184,0.251110310175599
84,1,109000,-0.117064505140196,0.0938213409069737,0.212953877325744
85,1,112549,-0.0279984133359243,0.0939097424561254,0.765770396971485
86,1,112742,-0.0258065360700547,0.0942774786847699,0.784452525615798
87,1,113050,0.0106078546322985,0.0941271720088133,0.910334799696178
88,1,113135,-0.0146455715224499,0.0938858780759085,0.876127440954931
89,1,114076,-0.0213709981965022,0.093882223595243,0.820060816769713
90,1,114628,0.0545967433364484,0.0940817707006613,0.562074746658793
91,1,116283,0.0700902108652206,0.0945766139434458,0.459128833096767
93,1,127853,0.0583050852464221,0.09442295009724,0.53731068378182
94,1,128302,0.110046570225309,0.0939285992129198,0.242148612687438
95,1,128704,0.0908749524988677,0.0940804731877944,0.33474154437103
96,1,128911,0.0931137186484997,0.0940847121871621,0.323008639736569
97,1,130267,-0.0573960576271548,0.0941209270961678,0.542378773883229
98,1,130271,-0.0502095425294469,0.0942443769524189,0.594535608204256
99,1,130613,-0.0721826247029531,0.095085737706729,0.448280213642487
100,1,132012,0.0186187156183081,0.0949561566459772,0.844662746391931
101,1,133231,-0.0174560133703482,0.0942829061944644,0.853221597075605
102,1,137074,-0.00141416134333193,0.0941533575188582,0.988024896856785
103,1,137304,0.00628918934459616,0.0941855190051218,0.946799040505545
104,1,139686,-0.0301760302028574,0.094296211869726,0.749147668996454
105,1,149562,-0.0317524275063646,0.0945099327012795,0.737093689830713
106,1,150447,-0.0584487954918934,0.0955228944011269,0.541009333904721
108,1,154084,-0.0560738913032934,0.0958223434010314,0.55879655108865
110,1,157269,-0.0125846865220723,0.0941264820868696,0.89371619699508
111,1,160054,-0.0393435273373016,0.0950000896773012,0.679021638582318
112,1,166222,-0.0639193815170059,0.0942589744702697,0.498136606793248
113,1,166416,-0.051543349612112,0.0940888791111206,0.584164790025937
114,1,167326,-0.0673848327514066,0.0945957905349612,0.476721755790269
115,1,168836,0.0114058323244897,0.0942131938992869,0.903709172223935
116,1,171200,0.0237013417337057,0.094347810392979,0.801796052962915
117,1,171431,-0.0182089500368868,0.0949403684216514,0.848014201885662
118,1,173339,0.0136701694051984,0.0942041476653047,0.884705119436755
119,1,173845,0.00287785233097093,0.0941287406731049,0.975626892798241
120,1,175121,0.0321487240851125,0.0939266490627086,0.732347802486448
121,1,175281,-0.00235746628161815,0.0940219989353706,0.980010457021117
122,1,175315,0.0214171943550335,0.0939855726237381,0.819873433455504
123,1,175523,0.0145231707697311,0.0945218810808537,0.877974478595455
124,1,175541,0.00956039575821394,0.0941378911180858,0.919165686118848
125,1,175653,-0.00178014468910509,0.0944371062021435,0.984971372205771
128,1,175856,-0.0144747571247353,0.0959931047268601,0.880227857849318
129,1,175876,-0.0240169116532541,0.094516397988599,0.799563839783522
130,1,175989,-0.021323250838705,0.0947879430739862,0.822142567155262
131,1,176001,-0.0212937435228441,0.0952819419527796,0.823290116472597
133,1,177692,0.0294200393469927,0.0939794410128092,0.754429363427544
134,1,178191,0.0223981301181147,0.0940782590112415,0.811957360840706
135,1,178224,0.0294200393469927,0.0939794410128092,0.754429363427544
136,1,178960,0.0201879959994919,0.0947370954182177,0.831375919813108
140,1,183802,-0.0973059133130427,0.0938615446401516,0.300587055405739
141,1,183954,-0.113286143471957,0.0944965267063359,0.231394622902646
142,1,184450,-0.107500866267526,0.0936850821080511,0.251964313806328
144,1,184718,-0.101489052877399,0.0942382412879408,0.282241927663959
145,1,185296,-0.108060558141982,0.0938163510549323,0.250170126927719
146,1,185438,-0.0920767451639318,0.0938690800638465,0.32731088073602
147,1,185469,-0.0991315513803075,0.0939845935591745,0.292254721098989
148,1,185503,-0.139989803964362,0.093593000476568,0.135617646138837
149,1,185705,-0.140004172076536,0.0946455642987656,0.139966111498134
150,1,185749,-0.135214150397391,0.0946652914601883,0.154078404665374
151,1,185806,-0.100324310075046,0.0949151418072123,0.291239177862706
152,1,185879,-0.142406762977201,0.0952234103118322,0.135677025940872
153,1,185916,-0.144895263597918,0.0951691869411567,0.128778665974952
154,1,185941,-0.126264281287262,0.0956613063724954,0.187720483225229
155,1,185954,-0.123532078986078,0.0959521311570928,0.198786350364622
156,1,186055,-0.11353392650524,0.0940637355213473,0.228244424158454
157,1,186896,-0.139091125728293,0.0955164971420318,0.146226159066542
161,1,190132,-0.129574064235097,0.0941248839926904,0.169502698956518
162,1,190148,-0.127676490176682,0.0941607673160682,0.175984538451405
163,1,190165,-0.111581044768515,0.0949455423978751,0.240702388084293
164,1,190169,-0.120917095193773,0.0947942518871724,0.202944870872912
165,1,190933,-0.254021505247688,0.0932671121544616,0.00677862006620254
166,1,192149,-0.118086643846218,0.0948043595448393,0.213743854248815
168,1,192303,0.0379073496990494,0.113251168710805,0.738035652216485
171,1,192795,-0.212236434914057,0.0933828153100119,0.023641446948105
173,1,194187,-0.106391279173197,0.0939710367298089,0.258331035810257
174,1,194867,-0.0193438314251282,0.0940846298309578,0.837221630297156
190,2,8314,0.0548464603198248,0.0956388192011071,0.566688364364476
194,2,8498,0.0892596173184025,0.0954250401197818,0.350226849939643
195,2,8651,0.0745324891296686,0.0955503729870176,0.435893869711993
197,2,9812,0.0576521585848419,0.0961519648581524,0.549161379043206
198,2,9932,0.0910871885388348,0.0956990365569355,0.341845185639291
199,2,10135,0.103472118831263,0.095295792824201,0.278308656480904
200,2,11616,0.0627091567724236,0.0952950468070564,0.510933219740533
201,2,12133,0.0795723863971971,0.0956388230360888,0.40596620130003
202,2,12194,0.0390091438148481,0.0960803091799628,0.684984482521581
203,2,12359,0.0793961817874488,0.0957285319878433,0.407444870063097
204,2,13061,0.0646236829316258,0.0957529502051876,0.500180981258145
205,2,14298,0.0910634896920844,0.0959946912060096,0.34345755655162
206,2,15222,0.0739721541208179,0.0969743608742893,0.446091426449966
207,2,17986,0.0278130721315183,0.0953419875503085,0.770672812597736
208,2,19770,0.0421753762541029,0.0959865015971566,0.660648824526046
209,2,19836,0.0670626068373611,0.0956824121913397,0.483834963528826
210,2,19851,0.070611077870532,0.0959557346921808,0.462297661333674
211,2,21595,0.0472214868490869,0.0955996531044227,0.621648418229136
212,2,22385,0.0302010883837764,0.0957096785798433,0.752531361935117
213,2,23441,0.0399103108254704,0.0966295460715521,0.679839875596897
214,2,24209,0.0333935736833281,0.0958405619148812,0.727726182398772
215,2,24341,0.00593410047722354,0.0960832537634698,0.950788921468527
216,2,26815,0.0495530703988897,0.0959323831774267,0.605799603867596
217,2,28209,-0.0199638346631021,0.0959950433954227,0.835374394755438
221,2,41245,-0.0734916202091316,0.0955526569350572,0.442335377312678
222,2,43214,-0.0294777878166642,0.0971704924583429,0.761793081714774
223,2,47104,-0.032047848315663,0.0944585318371125,0.734600896799141
224,2,50915,-0.0333442822710884,0.0953856549708663,0.726867372790255
225,2,55834,-0.024553039552161,0.0949523349875782,0.796107871247061
226,2,56422,-0.0464450733080528,0.0950989757278155,0.625579214951471
227,2,57715,-0.0099753865554062,0.0948160194514271,0.916270662073903
228,2,59046,-0.0455799907880349,0.0952662759274077,0.632627328018235
229,2,59191,-0.0478284424718446,0.0947173190168871,0.613902135293009
230,2,59383,-0.0879879682647657,0.094663038836514,0.353272447140207
231,2,59477,-0.0410263919474368,0.0961800958965426,0.669961286868678
233,2,60471,-0.045083500259375,0.0948761219888988,0.634950571315643
234,2,60478,-0.040621083246388,0.0949901594135607,0.669177888516632
235,2,60786,-0.0312170467566742,0.0948439786898632,0.74224427125263
236,2,61035,-0.052242416286052,0.0948109246604139,0.581970699908508
237,2,61071,-0.0663346479312505,0.0943553724161625,0.482500503067274
238,2,61675,-0.0330279292956581,0.0946769182161004,0.727410805111101
240,2,62939,-0.05336733435095,0.094486870295159,0.572560270068519
241,2,63527,-0.0679235510594035,0.0948154923327513,0.474232816477278
242,2,63857,-0.0730754527756288,0.0948267305975727,0.441447170998775
243,2,65527,-0.0729717767108112,0.0945138013640458,0.44058637114989
247,2,67976,-0.0878509241877266,0.095842046713321,0.359966559793203
250,2,72389,0.0400742682052008,0.0953404357212042,0.674501499366492
251,2,72392,0.0074124076704043,0.0960119358600506,0.938505809365919
252,2,73646,-0.00686107446264855,0.094043590071113,0.941882194897897
253,2,74564,0.0199095876038234,0.0938536598472872,0.832124635418362
254,2,74739,0.0622298359365799,0.0941099919651356,0.508886049261512
257,2,80873,0.0575165784969458,0.0943432727924537,0.542484471828159
258,2,81501,0.0593239233018869,0.0943243667718447,0.529798188451312
259,2,83526,0.0284134534792008,0.0942186594980362,0.763158002650471
260,2,83845,0.00884186805751974,0.094319176119319,0.925365607359759
263,2,84447,0.0797642838428817,0.0954302036998352,0.403810891610997
264,2,87391,0.0895895866207896,0.093782714992822,0.340085347730599
265,2,87562,0.0940330903814073,0.0940083634966801,0.317868398026937
266,2,87849,0.0786235134994352,0.0940395170138905,0.403681725797779
267,2,87878,0.0803914614576969,0.0944401993850891,0.395212024236247
269,2,89785,0.0224916345269949,0.0945400378227956,0.812092093825052
272,2,93721,-0.0435844916558758,0.0942335618543263,0.643996584371311
273,2,93952,-0.0635375110337539,0.0939316292842106,0.499215100693007
274,2,95085,-0.0590822670625625,0.0940711209856347,0.530371028461027
276,2,107124,-0.0157416171506982,0.0941667630021146,0.867334018976512
277,2,111645,-0.0104571962193558,0.0942291518240914,0.911698264147304
278,2,111916,-0.026325024908945,0.0944425174401368,0.78060662530944
279,2,111931,-0.0190119485645082,0.0945919262449516,0.84082283357323
280,2,111999,0.00991511707757717,0.0942561578307674,0.916282167172087
281,2,114528,-0.0412663969018783,0.0947746013516928,0.66352646025811
282,2,116024,-0.0761236642832697,0.0949390429418333,0.423198697603411
286,2,120090,-0.0459449794004415,0.0946185643621636,0.627565499610209
287,2,120291,-0.0284409499290735,0.0957205830306993,0.766546067665223
288,2,120726,-0.0485706701951019,0.0951443300360587,0.610024046432034
289,2,121716,-0.112128664807025,0.0948838434426037,0.238101719104329
290,2,123100,-0.0460634294182166,0.0951709170808908,0.628680736446802
291,2,124677,-0.123055291249303,0.0948454740753701,0.195330782786677
293,2,127887,-0.067025767936296,0.0956566774755408,0.483957494455458
294,2,128935,-0.0956910888087542,0.0954969668782696,0.317014147455297
295,2,129053,-0.0822657889553861,0.0958238066301734,0.391192936695035
296,2,130040,-0.0794779245073345,0.0964165109523733,0.410315171741539
297,2,130976,-0.0634042902470917,0.0956636715078227,0.507901831379949
298,2,132199,-0.165991935832245,0.0957601468562238,0.0838953892890153
299,2,133355,-0.144574620551451,0.0965110868542133,0.135024186314942
300,2,133435,-0.113534545127282,0.0968382219255126,0.241821241880781
302,2,135183,-0.160175041858923,0.0967052639834489,0.0985452257877653
303,2,135402,-0.183078891332045,0.0965753046810022,0.0588147860852689
304,2,135898,-0.190526421687128,0.0970520798445424,0.050415182483675
305,2,135912,-0.189251331741326,0.0971316109723888,0.0521590846780726
306,2,135925,-0.184847206534378,0.096711002296992,0.0567710040040881
307,2,136002,-0.224917821512487,0.0963969280252595,0.0201962547868235
308,2,136173,-0.21585150718217,0.0971476841705119,0.0269242322982637
310,2,138318,-0.150574911927256,0.100086925434099,0.133361931229809
311,2,138695,-0.153325959779277,0.0983483597732044,0.119890344639193
312,2,138818,-0.15940411428546,0.098139330418214,0.105212162889374
313,2,139728,-0.182844145024636,0.0978460104650367,0.062493589262194
314,2,140174,-0.16158499626448,0.0979519511775339,0.0999070673187593
315,2,140863,-0.192178859282537,0.0977553305259247,0.0500916067819254
316,2,141152,-0.14909878535266,0.0982459010172656,0.130008229385148
317,2,141292,-0.185676703787312,0.0973568788727663,0.0573092505011712
318,2,141545,-0.19129835563682,0.0978053189329162,0.0512642088145646
322,2,146723,-0.229536129145995,0.0973932474238388,0.0189789390635864
323,2,147946,-0.172174662169647,0.0986308477290925,0.0817423081038463
326,2,151397,-0.0948103273717631,0.09917498926399,0.339731365010621
327,2,153035,-0.0910403844081431,0.0981026722752772,0.354035822108677
328,2,153228,-0.0452823826510511,0.0989096327066775,0.647366524995656
329,2,153455,-0.0756548364681422,0.0996043914653081,0.448028619455033
331,2,153815,-0.114416480835806,0.0991163847329458,0.249131467316837
332,2,154160,-0.0579463969871437,0.0982143919595627,0.555568762229267
333,2,154235,-0.02555269497117,0.0992347146950715,0.796944751163047
335,2,159870,-0.0180383509987938,0.0967326770103607,0.852178387060958
336,2,161229,-0.0074833983198046,0.0982214610642555,0.939311867712313
339,2,162696,-0.0218308627107207,0.0977927367664942,0.823480932995248
340,2,163284,-0.0434447063275636,0.0964759533780432,0.652758733773768
341,2,164166,-0.0334647857909505,0.0973834094405683,0.731322002087198
342,2,165270,-0.0624690125751661,0.0965233480729937,0.517929165110508
343,2,165675,-0.0607000847210599,0.098123552695853,0.536573121094253
346,2,168062,-0.0389507780408516,0.0972724380535771,0.689082243881952
347,2,168518,-0.0489871169681728,0.0967022980097091,0.612768217704853
348,2,168980,-0.0301446073479359,0.0966782029979367,0.755373900910621
349,2,169651,-0.0495872120008167,0.0967014315572172,0.608421232774321
352,2,170725,-0.0400021948702569,0.0968862495421705,0.679946710485113
353,2,171254,-0.0604485727185494,0.09701313181951,0.533623259165744
354,2,172242,-0.0484536713890018,0.0958843995874916,0.613639451655729
355,2,173254,-0.0803432367443808,0.0950879464624525,0.398718827511896
356,2,173340,-0.0630699578452154,0.0951133137760737,0.507697127256728
357,2,173385,-0.067468924019051,0.0951924735696709,0.47893922320173
358,2,173973,-0.0790918639423727,0.0949138147356242,0.405237941380795
360,2,177341,-0.0522115894277181,0.0946426173005337,0.581522818577372
361,2,180314,-0.0537914132745037,0.0946718941232194,0.570268709567559
362,2,180339,-0.031810167553229,0.0949393685225306,0.737780567443252
363,2,182758,-0.0100236763350007,0.0946124257684719,0.915686479500053
364,2,183619,0.0231446890169151,0.094978518037061,0.80761758000572
367,2,187176,-0.038060461167025,0.0954821493406665,0.690419112372979
368,2,191066,0.00768583857390759,0.0962167021273396,0.936377562093887
371,2,191599,0.0156486873182943,0.0948807334759727,0.869093418661819
373,2,191763,0.0244463267048929,0.0952512959681152,0.797597827341448
374,2,191959,0.0133143119426332,0.0950251090159624,0.888650131713714
376,2,195759,-0.0283300842763145,0.0958318457890764,0.767691929414482
377,2,196912,-0.0709820801792664,0.094217741337235,0.451721744711373
379,2,198110,-0.0554286017167581,0.0948126439040559,0.55918213910319
381,2,198805,0.0218628581241046,0.0952600055454218,0.818607639258621
382,2,198891,-0.0160072013379974,0.0945212021273587,0.865618055322477
383,2,199248,-0.00949770739663963,0.0947395677396973,0.920202212078265
384,2,201782,-0.0589700464285166,0.0945724242533823,0.533329934789018
385,2,203285,-0.0405025059078714,0.094232980482915,0.667594341107235
386,2,203783,-0.0785803401415192,0.093961634720753,0.403550554134934
387,2,204179,-0.0539143617347756,0.0942385790527232,0.56761499045674
388,2,205406,-0.0151169285247847,0.0952475465359647,0.873986543613396
389,2,205834,-0.00275801408885296,0.0947946235377708,0.976805563790526
391,2,207192,-0.0483986639984694,0.0946710554339553,0.609509764778351
392,2,207561,-0.0856664166032217,0.0941771734073974,0.363638133386699
393,2,208682,-0.0396388389555767,0.0941052186897113,0.67385204635248
394,2,210102,-0.0633369521751204,0.0943117308502225,0.502296569156209
396,2,214801,-0.0807117725041533,0.094269638663094,0.392479064393137
397,2,215016,-0.11139480661333,0.0941270810571851,0.237426738106043
398,2,218876,-0.00374050735331943,0.0952884741834935,0.968709623552873
399,2,227511,-0.0522421102135739,0.0959228290898853,0.586354337454611
400,2,230378,-0.0680061247443177,0.09468463498692,0.473085500787597
401,2,231943,-0.0514600844324576,0.0949859776999878,0.588322145078431
402,2,232156,-0.056708514173586,0.0949385396642932,0.550677926153247
403,2,232789,-0.0374326918906508,0.0946291884255422,0.692659481099262
404,2,238524,-0.0149086396672868,0.0947800373644067,0.875100515264196
405,2,241518,0.00410165768082382,0.0956059620563689,0.965804155057744
406,2,250396,-0.0271278245083386,0.0949434856848792,0.775255561360898
407,2,250466,-0.0558662247927815,0.0948743463679269,0.556342284385628
408,2,252305,-0.0305526451190284,0.0951586396186524,0.748346865132664
409,2,254571,-0.0955046055840535,0.0963753035744318,0.322381173676506
410,2,254742,-0.0787927558200673,0.0963308742261234,0.41394391397133
411,2,254908,-0.0700819525555645,0.0970870139675163,0.470866530031133
413,2,255862,-0.029316401233108,0.0965607695978232,0.761607164621039
414,2,255975,-0.0295855065290592,0.0962118274722,0.758641240536678
415,2,258311,-0.014231057835182,0.0946327825123296,0.880549209492249
416,2,259284,-0.00759491224240627,0.0949536035287618,0.936294107188425
417,2,266330,-0.0191431838902871,0.095357303491697,0.841007993387141
418,2,267100,0.0330732016902623,0.0953395464251032,0.728873839791873
419,2,268086,0.0603962028215285,0.0953085517269414,0.526692658771701
420,2,274614,-0.0323450525914492,0.0947677233537416,0.733074235084064
421,2,274729,-0.0420426513905754,0.0952755106968324,0.659284456504212
422,2,275746,-0.0327846913182673,0.0952441993245697,0.730887910779734
423,2,277029,-0.0297395556163947,0.0948042928283964,0.753938600331416
424,2,277741,-0.0305045106650489,0.0948408340624117,0.747916566546163
425,2,278218,-0.0417926401875263,0.0946572743387036,0.659110270882227
426,2,278379,-0.0434843597514749,0.0969989713462104,0.654213807544796
427,2,279910,-0.0748739180652804,0.0945662276495242,0.429031341066558
429,2,283431,-0.0237362838478495,0.0960280943501906,0.804912140077734
430,2,283573,-0.0137110160295936,0.0948815827485076,0.885182902426394
431,2,286762,0.0616632789492113,0.0950706322750551,0.517015488691755
432,2,287187,0.0146845595637072,0.0946801809422868,0.87683392816538
433,2,288379,0.0595946044283635,0.0939123210592295,0.526115340544383
434,2,294941,0.015948473417192,0.0940182507751855,0.865396978805704
439,2,297610,0.0704304724253591,0.0944235916443205,0.45622477425711
441,2,299680,0.0934368112617613,0.0940756010122999,0.321288030274058
442,2,299708,0.107593782362239,0.0942318151464867,0.254311543759693
443,2,299759,0.101552115272695,0.0939304273164802,0.280372067785232
444,2,300111,0.100464201302653,0.0945921749917425,0.288926655516392
446,2,301710,0.0769279450041667,0.0940219324765975,0.413799804172147
447,2,303446,0.126112865348439,0.0944656526008064,0.182732441011278
448,2,303854,0.105923022375773,0.0945540641422333,0.263374087546514
449,2,304472,0.0980827510273763,0.0937763705569518,0.296312793818883
450,2,304691,0.0800832174944857,0.0953479537476582,0.401530170604664
451,2,308097,-0.00854938787153675,0.0944360574419198,0.927916631286412
453,2,309402,0.0491272158801745,0.0938261602516366,0.600886527921768
454,2,310030,0.0355068873396845,0.0943710100903609,0.706958693488352
455,2,310113,0.0668474795391737,0.0940593690215263,0.477742830539365
456,2,310972,0.0632000151626005,0.0942095373461417,0.502757842592435
457,2,312659,0.0865153071448566,0.0937908915096776,0.356935604756153
460,2,318265,0.0156031914714794,0.0951205737920136,0.869796741969945
461,2,318379,0.00704956687098557,0.0954052930858068,0.941139183402059
462,2,321266,0.042945491106178,0.0947398664576029,0.650611933844109
463,2,322957,0.0966122757927824,0.0937806947426118,0.303624443760765
464,2,325221,0.0899330848578102,0.0943157671751756,0.34097315886104
465,2,332691,0.0292611644911174,0.0953863570928292,0.759203371700542
466,2,333006,0.0905987122683364,0.0950895270141022,0.341357146361237
468,2,335046,0.0449989439214305,0.0942272015484739,0.633260462983296
469,2,335049,0.0604246740174992,0.0946038182177216,0.523423939135633
470,2,335995,0.0461204817129984,0.0940916507282864,0.624321295585902
471,2,336060,0.0698599726713358,0.0939233517742811,0.457493662254122
472,2,338292,-0.0186378660237956,0.0939857711548056,0.842920447234116
473,2,339568,-0.0277751307638654,0.094120970580113,0.76809071272168
474,2,340466,-0.0047687572759888,0.0949472627285114,0.95997123599036
478,2,348480,-0.118467704633079,0.093780750789829,0.207336228379933
479,2,350086,-0.149201846754392,0.093660870617021,0.112054995831688
480,2,351083,-0.099124554269166,0.0950654293182561,0.297801639193225
481,2,351335,-0.121859717121162,0.0939178034223357,0.195301476739975
482,2,351417,-0.130275788627456,0.0938708958251474,0.166067598506752
483,2,351450,-0.135391965505831,0.0939548492688488,0.150462010678596
484,2,352302,-0.0893135560811237,0.0948560189633584,0.347056875262565
485,2,352469,-0.0790134117014181,0.0939205743941397,0.400761150124245
486,2,352562,-0.0963645641331028,0.0942594813415712,0.3073234892409
487,2,352944,-0.08358552307516,0.0940214437559167,0.374605852921811
490,2,355266,-0.0852266456913545,0.0940172700407973,0.365289669088524
491,2,358277,-0.0892547344879457,0.0940215585294777,0.343117132206354
492,2,358926,-0.0886510299483862,0.0941618739937021,0.347105438773647
493,2,358948,-0.0696691796858076,0.0942369621201768,0.460217498732827
494,2,359515,-0.0958017816187477,0.0940301071152577,0.308975947904424
495,2,363190,0.0186997270960717,0.0950845108663872,0.844203438630719
496,2,363588,0.00373929006375423,0.0954646606229013,0.968777501352438
497,2,363888,0.016432068676158,0.0946415876796234,0.862260342606783
498,2,363954,-0.0143543089488671,0.0942664752689958,0.879058028978725
499,2,364199,-0.00944041212563548,0.0941401546992733,0.920178647888727
501,2,365981,-0.00310538446147136,0.0960394178936267,0.974223588385046
502,2,366047,0.010566442208266,0.0943082120913923,0.910854111255052
503,2,366936,-0.024238782105028,0.0953864804411172,0.799557529321544
504,2,369530,-0.0255125165213788,0.0941435952182066,0.786552674647109
506,2,369931,-0.000388784732170536,0.0947992873804494,0.996730093038362
507,2,371033,0.0398950017264541,0.0945237695386671,0.673235842149312
508,2,372919,0.0115682932725832,0.094137252786567,0.902266104357517
509,2,373518,0.00318036690750839,0.0940856596092628,0.973053439117214
510,2,376157,0.00656146997518062,0.0942928102532832,0.944562493945662
511,2,376172,0.0203516023581406,0.0949688816386686,0.830438732638111
514,2,381433,0.0657882709939431,0.0948418445585725,0.488349809796383
515,2,381922,0.05160657866534,0.095604144094436,0.589679193868839
516,2,382146,0.0524108568783779,0.0941634130149635,0.578157049631694
517,2,384206,0.0122251314529927,0.0944957329587852,0.897136737896568
518,2,384955,0.0247439246410394,0.0942782857062222,0.793122815353072
520,2,387301,0.0307782635897522,0.0947532765211342,0.745505693638259
521,2,388313,0.0455395492102463,0.0941735366247773,0.628990495645613
524,2,390138,0.0327017975607909,0.0944819424337003,0.729461056717714
525,2,391233,0.0547778242333554,0.0949784278133671,0.56448293675936
530,2,395606,0.0941797613246919,0.0943385981132431,0.318809830392452
531,2,395726,0.10459029046786,0.0942729387010559,0.267995088194994
532,2,395853,0.0826611904317625,0.0946038473799424,0.382842225443586
533,2,396484,0.0912204122929792,0.0941623964601306,0.333330080350391
534,2,396705,0.0921497307518491,0.0941142634465097,0.328188229317046
535,2,398759,0.0513274854169845,0.09497318617551,0.589233162747625
536,2,400386,0.0382559851319972,0.0944602509429605,0.6857260666073
537,2,400847,0.0486015356534234,0.0943597234493439,0.606828900929317
538,2,401130,0.0514506374033009,0.0952208134104871,0.589310386474423
539,2,401143,0.0445762117258809,0.0950417373845912,0.639346854853899
540,2,401979,0.0468140479196366,0.0949797921890396,0.622400792505536
541,2,403598,0.0384150243848124,0.094487129470737,0.684574937188517
542,2,404844,0.0241717903955236,0.0955563258189522,0.800447480778471
543,2,405100,0.0461192820082255,0.0946583896564033,0.626406181123629
548,2,406181,0.0408741972666036,0.0947265432727716,0.66637060859271
549,2,406688,0.0393236934709113,0.0941814701950853,0.676543811385025
550,2,407621,0.0694535315909772,0.0949053818803502,0.464764799197141
551,2,409016,0.0498683936658616,0.0958917818051464,0.603355628392478
552,2,410647,0.0876637016062004,0.0944150875945357,0.353786594049839
554,2,419803,0.0348267972025883,0.0951759896204245,0.714643967836422
555,2,419943,0.00671230438095205,0.0957553367895293,0.944154963337164
556,2,422349,0.0489277148974526,0.0945456518447046,0.605128792889034
557,2,425467,0.0446655175938437,0.0942119867600813,0.635724625354196
560,2,429095,-0.0459237496091018,0.0947685322610955,0.628268749033506
561,2,431266,-0.0775784650879208,0.094761773592238,0.413527971884078
562,2,431446,-0.0916180261066235,0.095109861233578,0.336063276218947
563,2,432524,-0.0573136495865654,0.0942710078255312,0.543600388437725
564,2,434090,-0.0384819710860838,0.095167391136843,0.686192239742079
565,2,441927,-0.0429856701474621,0.0941426936266161,0.648238511557326
566,2,446471,0.0146840919373513,0.0953217173847607,0.877660151333841
567,2,449325,0.000611170593626809,0.0947674307302756,0.994857991236828
569,2,450017,-0.00313121981029874,0.0942418285923523,0.97351364385088
570,2,451779,-0.0564308956302043,0.0945458735298992,0.550981725916585
