SNP,Chr,Pos,Effect,SE,SNA4_VAC8_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
66,1,84112,0.0832877259220417,0.0842732369796537,0.323679854105141
68,1,84858,0.0956733911684696,0.0844745811892168,0.258163498082557
69,1,85751,0.0799531032932377,0.0848691436335613,0.346798479105385
70,1,87445,0.0690753983015679,0.0850759954549771,0.417381353235187
71,1,87467,0.0504776934633604,0.085559018299124,0.555584770426164
72,1,89070,0.0497764279335136,0.0850241727224782,0.558626942031112
73,1,89616,0.0494097983249338,0.0845669492188145,0.559412922851264
74,1,89679,0.0339209794425678,0.0845992811288736,0.688691710589968
75,1,89880,0.0652616442787463,0.0845686793784184,0.44080845406584
76,1,91472,0.0784741796626003,0.0851658902318029,0.35745665750416
77,1,93789,0.0263657449681109,0.0843780796194627,0.754866724844438
78,1,94351,0.0515277007083085,0.0845673879838417,0.542711358368306
79,1,99148,0.103921491033242,0.0842082870445648,0.217986418822351
82,1,106800,0.11697957681081,0.0842738960576031,0.165985694456931
83,1,107970,0.0745179769858576,0.0841598208241754,0.376525278448139
84,1,109000,0.0763508926757468,0.0843038219779608,0.365731732561289
85,1,112549,0.108345884287442,0.0841087099668641,0.198532311123823
86,1,112742,0.124458182984781,0.0843749889996112,0.141087705447291
87,1,113050,0.120674109431567,0.0842477673351759,0.152922412841457
88,1,113135,0.110368840500222,0.0840720584909926,0.190107011549895
89,1,114076,0.0717616576200023,0.0841904413286904,0.394585036922279
90,1,114628,0.0666643639735095,0.0844157063637848,0.430224266127742
91,1,116283,-0.0283603102311598,0.0849467585175634,0.738683574736499
93,1,127853,0.0234174232924199,0.0847928225347203,0.782577396616352
94,1,128302,-0.00110658256285459,0.084476224576667,0.989555939979934
95,1,128704,0.0193918550964603,0.0845540357888147,0.818735351377504
96,1,128911,0.0122569074182412,0.0845671775661338,0.884843382353761
97,1,130267,0.0575636239007,0.0844740638970939,0.496042782790913
98,1,130271,0.0585113514447713,0.0845726129494847,0.489487890159394
99,1,130613,0.0344009413674757,0.0854011686217388,0.687327565554266
100,1,132012,0.0016324312685429,0.0852394358667501,0.984731365324551
101,1,133231,-0.0647536686852263,0.0845644194670505,0.444347565701253
102,1,137074,-0.0223477216598835,0.084505884131986,0.791586239500461
103,1,137304,-0.040152354021366,0.0845166154449724,0.635022070574179
104,1,139686,-0.075680693763448,0.0845588467785527,0.371393619528847
105,1,149562,-0.0573790482889475,0.0847928803778831,0.499041684343795
106,1,150447,-0.0384379026202666,0.0857646169141169,0.654298945628622
108,1,154084,-0.053548086330283,0.0860068481046181,0.533947687235073
110,1,157269,-0.0353172694709967,0.0844713303585687,0.676129903508802
111,1,160054,-0.0640793319894424,0.0852267725257789,0.452631106673222
112,1,166222,-0.0595232992893515,0.0846048285766482,0.482179991254446
113,1,166416,-0.0627176326998166,0.0844262757904038,0.458055285502296
114,1,167326,-0.0541862419810134,0.084923415949797,0.52384825768141
115,1,168836,-0.117745043679742,0.0843371722096058,0.163554891557758
116,1,171200,-0.084054319714279,0.0845781056936908,0.320997532407006
117,1,171431,-0.0724971752402698,0.08513771074518,0.395053204343093
118,1,173339,-0.0816145157474735,0.0844506950003479,0.33449760610559
119,1,173845,-0.0818802432239652,0.0843797756913756,0.332522729729877
120,1,175121,-0.0679461931902091,0.0842471343880499,0.420491609896814
121,1,175281,-0.072900962007584,0.0843071506666427,0.387786990501062
122,1,175315,-0.0785043751467786,0.0842662959101768,0.352168378195313
123,1,175523,-0.0822074603063208,0.08473496730208,0.332625224465296
124,1,175541,-0.0759162749472484,0.0844049186863071,0.369037056185318
125,1,175653,-0.0644532528951039,0.0846995270932469,0.447186854787246
128,1,175856,-0.0893225629005761,0.0860371518924149,0.299894092931155
129,1,175876,-0.0661918442441525,0.084774687039707,0.435445022913345
130,1,175989,-0.0828209034965427,0.0849756863340915,0.330405103293135
131,1,176001,-0.0760431081752101,0.0854375085963651,0.37404864481036
133,1,177692,-0.0791620197944317,0.0842645529947509,0.348144038995153
134,1,178191,-0.0815206445474004,0.0843420652112616,0.334431813542604
135,1,178224,-0.0791620197944317,0.0842645529947509,0.348144038995153
136,1,178960,-0.108434056373966,0.0848476152445639,0.202094129032608
140,1,183802,-0.06374115751437,0.0843122199243006,0.450145439129014
141,1,183954,-0.0861287512875337,0.0848710498129415,0.310887182808599
142,1,184450,-0.0419868859881514,0.0842209385273641,0.618419161226242
144,1,184718,-0.0578421795559796,0.0846733214893311,0.494978066478968
145,1,185296,-0.041213651764121,0.0843413040688597,0.625390643494401
146,1,185438,-0.0620350851645633,0.0843091793026496,0.46233822545486
147,1,185469,-0.0607526309654287,0.0844336826043242,0.472290050273301
148,1,185503,-0.0433518840287216,0.08424544413638,0.607161409998292
149,1,185705,-0.064938176249901,0.0851488298846165,0.446185522822273
150,1,185749,-0.0764744635602558,0.0851216879918229,0.369577584689331
151,1,185806,-0.0477069547395478,0.0852949532844673,0.576299779906818
152,1,185879,-0.0830565857086579,0.0856310470788173,0.332742785546865
153,1,185916,-0.0815028398011323,0.0855962284030631,0.341658259541609
154,1,185941,-0.0598541056944558,0.0860204581199211,0.487004128964067
155,1,185954,-0.0782141829843681,0.0862303900650782,0.365005801571368
156,1,186055,-0.0483773787758883,0.0845686401596881,0.567653100099437
157,1,186896,-0.0145688267330019,0.0859914509047363,0.865561919678814
161,1,190132,0.101162097315189,0.0845438731374393,0.232279827768035
162,1,190148,0.103959443279495,0.0845598636131145,0.219733839157304
163,1,190165,0.11677166777673,0.085165391271395,0.171209688535021
164,1,190169,0.114370144276298,0.0850678656017518,0.179663733302571
165,1,190933,0.171943720066691,0.0840972889300087,0.0416375559507948
166,1,192149,0.00977853005052823,0.085283798029537,0.908780833645779
168,1,192303,0.0621528282239741,0.101619164607866,0.541179545234501
171,1,192795,0.080579939853836,0.0843246318661245,0.339932371657577
173,1,194187,-0.0255711155043123,0.0844926192020629,0.762340054145529
174,1,194867,-0.0260412513940351,0.0844462186153922,0.757977558848952
190,2,8314,0.1562185803294,0.0854841787584808,0.068475299062906
194,2,8498,0.229310726700977,0.0848889049019332,0.00724000044830217
195,2,8651,0.239235882434039,0.0848924724226957,0.00510291289804736
197,2,9812,0.257984314981447,0.0852534597282338,0.00265923232129506
198,2,9932,0.24419117002216,0.0850241856634181,0.0043249512091544
199,2,10135,0.253348969039694,0.0846147118361524,0.00294623140215125
200,2,11616,0.24822138231261,0.0845657066417158,0.00355107590170168
201,2,12133,0.253048513016486,0.084869707901901,0.00306644175056355
202,2,12194,0.26927547438793,0.0850651254868475,0.0016827121515427
203,2,12359,0.224299063269685,0.0851792950855865,0.0088288756149616
204,2,13061,0.256081388043103,0.084918622590901,0.00275041988148797
205,2,14298,0.244437745258231,0.085290243783719,0.00440676895937784
206,2,15222,0.254587208599554,0.0860578812070263,0.00330172697905506
207,2,17986,0.227312028420363,0.0847320845467234,0.00764625649260615
208,2,19770,0.187510334508201,0.0856034474641339,0.029144957591295
209,2,19836,0.179750544305229,0.0854123375810428,0.0360411414191747
210,2,19851,0.195520311672931,0.0855676399333379,0.0229066667839396
211,2,21595,0.228153065494513,0.0849788565220495,0.00759920771610273
212,2,22385,0.270038408096305,0.0847127193890315,0.00156221311309002
213,2,23441,0.27109130239664,0.0855496296999539,0.0016642644621935
214,2,24209,0.257799684715757,0.0849423856042691,0.00258388748723525
215,2,24341,0.272588514639698,0.085017956523231,0.00146759358877681
216,2,26815,0.258811621092219,0.0850351413127459,0.00251310017007046
217,2,28209,0.171137541658858,0.0856898822099705,0.0465736252175969
221,2,41245,0.181491845751244,0.0852968631862858,0.0340489479860893
222,2,43214,0.210617870712883,0.086510569128438,0.0154035549962851
223,2,47104,0.0771325020381698,0.084702552124376,0.363112884118546
224,2,50915,0.141255571708883,0.0853045160199226,0.0986311205055252
225,2,55834,0.135824695837429,0.0849323693706789,0.110668566290706
226,2,56422,0.126609974175294,0.0851255583739407,0.137819798550396
227,2,57715,0.132253647585456,0.0848187926217861,0.119833422941252
228,2,59046,0.142786101850215,0.0852026695303361,0.0946548407780748
229,2,59191,0.131068727220647,0.0847645738483327,0.122935924020065
230,2,59383,0.13429066357195,0.0847748664173151,0.114069627858014
231,2,59477,0.107006897695157,0.0861677034194142,0.215118359990808
233,2,60471,0.165286386728821,0.0847347793860144,0.0518918143217198
234,2,60478,0.16687111145029,0.0848237244466247,0.0499348869671832
235,2,60786,0.169630658638645,0.0846671876084534,0.045887613751918
236,2,61035,0.165039046006742,0.0846867175388127,0.0521089828305067
237,2,61071,0.172493464468682,0.0842561143674275,0.0413732562138109
238,2,61675,0.191126086480036,0.0843879135265287,0.0241275534420863
240,2,62939,0.201833011339515,0.084169150350044,0.0170060607182968
241,2,63527,0.232522157821191,0.0842664651424724,0.0060932681070391
242,2,63857,0.19071110769698,0.0845833448320348,0.0247637319665884
243,2,65527,0.174864700375599,0.0843977435576217,0.0389994071975282
247,2,67976,0.155155260995199,0.0857355632371449,0.0711934140631077
250,2,72389,0.128919309621738,0.0853257349758423,0.131706597450672
251,2,72392,0.0579611439434512,0.0861280267513215,0.501409894863246
252,2,73646,0.121664701265472,0.0841675984840867,0.149203206976628
253,2,74564,0.128706632289191,0.0839716205788201,0.126235714783021
254,2,74739,0.0807183165804563,0.0844183534623551,0.339640593029653
257,2,80873,0.0761454843581993,0.0846322870714645,0.368881850710484
258,2,81501,0.0818732214917798,0.0846030024910894,0.33383966972226
259,2,83526,0.0993501131137179,0.0844182865793057,0.240036731284295
260,2,83845,0.0893339741393351,0.0845305039346557,0.291314032732982
263,2,84447,0.128662197672095,0.0854711843213072,0.133133917552112
264,2,87391,0.117705433090753,0.0840571359779647,0.162301020450634
265,2,87562,0.11764890613761,0.0842712565083762,0.163569568763761
266,2,87849,0.117351369389086,0.0842644065387187,0.164600233834363
267,2,87878,0.110704429922343,0.0846538544446155,0.191815744647312
269,2,89785,0.139159749914728,0.0845443010781686,0.100654178231577
272,2,93721,0.162059761903225,0.0841710412187537,0.0549871347080829
273,2,93952,0.171433931889968,0.0838749708420789,0.0417029568066759
274,2,95085,0.149115761005047,0.0841139725131791,0.077127115432982
276,2,107124,0.17194429910064,0.0840327392388687,0.041481268936436
277,2,111645,0.148827287142823,0.0842120067243952,0.0780431371260077
278,2,111916,0.171192664788563,0.0842920745951062,0.0430094377038746
279,2,111931,0.170945401739898,0.0844238900125357,0.0436354917322521
280,2,111999,0.156055423299069,0.0841991409653617,0.0646579933590894
281,2,114528,0.117203365237552,0.0848657534611109,0.168138985743534
282,2,116024,0.146829412076533,0.0849382875949866,0.0847443574368569
286,2,120090,0.107107534078787,0.0847686948224077,0.207233675985683
287,2,120291,0.0915021912930216,0.0857936298316466,0.28690927087741
288,2,120726,0.097838606759573,0.0852764183269375,0.252029944066481
289,2,121716,0.0919840265373669,0.085197684308889,0.281033375233214
290,2,123100,0.0790892805921275,0.085352212945917,0.354755653633906
291,2,124677,0.0110780951282144,0.0853361984313894,0.8967850983866
293,2,127887,0.0248922009464406,0.0859131181121802,0.772187628257076
294,2,128935,0.0344839359998261,0.0858224832550764,0.688070415121448
295,2,129053,0.00819366095783103,0.0861023055849368,0.924240209935787
296,2,130040,0.0230488814569539,0.0866202570188763,0.790324380424013
297,2,130976,0.0295119728608777,0.0859089743097148,0.731407237640476
298,2,132199,-0.0570650719531532,0.0862681225655089,0.50873284089142
299,2,133355,-0.02745767714921,0.0868932120835933,0.752194309177169
300,2,133435,-0.0238143992807218,0.0870840739161545,0.784656136127764
302,2,135183,-0.0464747518942642,0.0871064198191992,0.593995664873
303,2,135402,-0.0380697363746041,0.0871048069810778,0.662337494478445
304,2,135898,-0.0698382899515018,0.0875115373428769,0.425379945493532
305,2,135912,-0.0736302702888101,0.0875674943408984,0.401006651150586
306,2,135925,-0.081967547899491,0.087148941629333,0.347580968232036
307,2,136002,-0.0694018242460277,0.0871145027199585,0.426176099832519
308,2,136173,-0.0664958853903248,0.0877383044865737,0.449023155129904
310,2,138318,-0.025643238357423,0.0901175565097723,0.7761533303715
311,2,138695,-0.0237841168658981,0.0885741075510064,0.78845422251065
312,2,138818,-0.0616628870676881,0.0883597741094,0.48572320772892
313,2,139728,-0.0420996986039357,0.0882337398366329,0.633558887775763
314,2,140174,-0.0790018703951068,0.088161970493248,0.370810455547276
315,2,140863,-0.0667802204421115,0.088154861089832,0.449235949149886
316,2,141152,-0.113685990684225,0.0882678544603651,0.198601469298839
317,2,141292,-0.10586364657121,0.087657957068414,0.227975007592958
318,2,141545,-0.0966123742328995,0.088116837612731,0.273645845270326
322,2,146723,0.0353606641133661,0.0880874401732595,0.688348781762426
323,2,147946,-0.032324779457676,0.0888979916130857,0.716362048548158
326,2,151397,0.0452070768528359,0.0891044434806256,0.612226565346948
327,2,153035,0.0319412079513672,0.0881501841470165,0.717307428387211
328,2,153228,0.0318012929616391,0.0887937929320041,0.720446852015525
329,2,153455,0.0620090588741107,0.0894193452999991,0.488474709774314
331,2,153815,0.0462412316026151,0.0891029401287828,0.604110931917859
332,2,154160,0.0624398030513067,0.088140331968172,0.479156025440572
333,2,154235,0.0585897580481757,0.0890291388583737,0.510905116705202
335,2,159870,-0.0841721812166017,0.0867181143257551,0.332391543187563
336,2,161229,-0.0529504654214177,0.0881215213554626,0.548305489466629
339,2,162696,-0.0165466300288923,0.0877827967990545,0.85059684633556
340,2,163284,0.00814858757410286,0.0866228279314009,0.925107122501095
341,2,164166,0.0446413590175726,0.0873959244605567,0.609814240359714
342,2,165270,0.0767112178930288,0.086596774486969,0.376304738084626
343,2,165675,0.0850443325289022,0.0880093706976811,0.334550644141473
346,2,168062,0.118664873359621,0.0871051355836139,0.173966211426372
347,2,168518,0.108543512553173,0.0866413650932581,0.211111080678124
348,2,168980,0.0822555798887996,0.0866820474868408,0.343303148165119
349,2,169651,0.114534072435408,0.0866195152608673,0.186935567219961
352,2,170725,0.0793502812691746,0.0868857450919094,0.361723056623852
353,2,171254,0.0332554355164101,0.0871111218936467,0.702869996207123
354,2,172242,0.0309049131434165,0.0860834623323084,0.719801469522174
355,2,173254,0.0482962968974301,0.0854007250417566,0.572075581979671
356,2,173340,0.0462931173473617,0.0853935236261592,0.588081268211165
357,2,173385,0.0545546157673776,0.0854584244088515,0.523642813693259
358,2,173973,0.0703864145795756,0.0851982613531377,0.409277887276562
360,2,177341,0.0600536477270026,0.0849298865158861,0.479972863102237
361,2,180314,0.0366879699389541,0.0849961006555077,0.666264424582925
362,2,180339,0.0448337336339232,0.085199908987892,0.599067133878658
363,2,182758,-0.0157761675068328,0.0849234970367904,0.852732482263212
364,2,183619,-0.000563272006396387,0.0852620760098094,0.99473265717745
367,2,187176,-0.0203087295126271,0.0857194539866308,0.812855590356627
368,2,191066,0.000208576735726607,0.0863671132973807,0.998074473381109
371,2,191599,-0.081029484136895,0.0850611559657028,0.341443237131739
373,2,191763,-0.0692945488629803,0.0854281618312511,0.417829490703866
374,2,191959,-0.0652337966447541,0.0852284108042356,0.4445450288026
376,2,195759,-0.0304862739083459,0.086016221710934,0.723232251056799
377,2,196912,-0.00145032641976126,0.0846399489705969,0.98633840077062
379,2,198110,-0.000669709323826762,0.0851472003197096,0.993728896478775
381,2,198805,-0.00476700236126865,0.0855135834340598,0.955576044428375
382,2,198891,-0.0330078446898167,0.0848296698995954,0.697431378435694
383,2,199248,-0.00288857335859261,0.0850414950976904,0.972922955261229
384,2,201782,0.00266951696343143,0.0849370105936527,0.974944879046122
385,2,203285,0.0116873023424789,0.0846055429321479,0.890209540625745
386,2,203783,0.0579073756318038,0.0843693680508384,0.492939564837807
387,2,204179,0.0373358159974627,0.0846065983177666,0.659275196533942
388,2,205406,0.039727189311403,0.0854732972331035,0.642367942223778
389,2,205834,0.040272603972246,0.0850629422840382,0.636188555924395
391,2,207192,0.0308231822017673,0.0849945466268527,0.717084178261433
392,2,207561,0.0313621054141942,0.0846181598885761,0.711134761632971
393,2,208682,0.0384743875290857,0.0844674238022205,0.649034075913343
394,2,210102,0.0549393326854054,0.084659966028127,0.516798402659381
396,2,214801,0.0404996428833758,0.0846789871118996,0.632752228712853
397,2,215016,0.0444377534775026,0.0846250414239556,0.599833924710288
398,2,218876,0.030634806180357,0.0855177784612545,0.720387312224409
399,2,227511,0.0714640996248709,0.086054693246947,0.406845836890371
400,2,230378,0.0809469500206573,0.0849440035398781,0.34127007501485
401,2,231943,0.0740084266380284,0.0852060427571688,0.385665994396997
402,2,232156,0.085570680163175,0.0851403507607866,0.315559113838047
403,2,232789,0.0594147467932658,0.0849012953705134,0.484507090049555
404,2,238524,0.054307172118716,0.0850306170944119,0.523446680459646
405,2,241518,0.0554608375856754,0.085767559977803,0.518284402221501
406,2,250396,0.0852598244991207,0.0851124314159977,0.317159338433633
407,2,250466,0.111242942003569,0.0849972463307327,0.191459300928288
408,2,252305,0.069388539463102,0.0853491960998671,0.416768436143582
409,2,254571,0.0478675775415054,0.0865914715034895,0.580751734839027
410,2,254742,0.0270015502744465,0.086538785718424,0.755212011560178
411,2,254908,0.0548007444884331,0.0871630527609769,0.529942065405528
413,2,255862,0.0202669234316212,0.0866797802773848,0.815265121384
414,2,255975,0.0366706749699345,0.0863514689555315,0.671337688800819
415,2,258311,0.0652955779033281,0.0848761709686346,0.442227302432362
416,2,259284,0.00787515547307538,0.0852322886835552,0.926435523939879
417,2,266330,-0.00249233205387511,0.0855997005586862,0.976788424844901
418,2,267100,-0.0301035014099144,0.085578566308143,0.7252247712491
419,2,268086,-0.0513786598760145,0.0855561116457212,0.548541165014013
420,2,274614,-0.0357972911146949,0.0850583949669527,0.674116726470617
421,2,274729,-0.0659620358644171,0.0854730100673481,0.44079101326212
422,2,275746,-0.0541893512010901,0.0854590827505931,0.526428177727577
423,2,277029,-0.0412765176836999,0.0850820236270283,0.627879432426145
424,2,277741,-0.0304639768677868,0.0851283557695036,0.720662464057246
425,2,278218,-0.0314889194824823,0.0849734855115485,0.711177509888873
426,2,278379,-0.0235471593070518,0.0870842797820662,0.78701435732148
427,2,279910,-0.0160018290391946,0.0849558997063922,0.850706970118902
429,2,283431,-0.0557587301751892,0.0861533941447308,0.517921248000561
430,2,283573,-0.0495788124501069,0.0851295298411618,0.560674024898782
431,2,286762,-0.0414456764262078,0.0853599312910777,0.627594435485202
432,2,287187,0.0342321501054476,0.0849704802203807,0.687286936288768
433,2,288379,0.108715061952907,0.0841472246091313,0.197215301935596
434,2,294941,-0.0813638243968348,0.0842852139576594,0.335035784235215
439,2,297610,-0.0353118020058574,0.0848027382417002,0.677370893396293
441,2,299680,-0.0886164234962365,0.0844307010608281,0.294631202499997
442,2,299708,-0.0983434725657608,0.0845788923140002,0.245719434896633
443,2,299759,-0.0957221111543735,0.0842997826162874,0.256937696791612
444,2,300111,-0.0636963362210184,0.0849760724402318,0.454007144292569
446,2,301710,-0.0184435912453429,0.0844705412816398,0.827287676903522
447,2,303446,-0.024295213359833,0.0849985051764471,0.775175167878195
448,2,303854,-0.0581322108973463,0.0849683272941988,0.494320949229904
449,2,304472,-0.0378661413124723,0.0842820721578628,0.653506321714884
450,2,304691,-0.037391493981722,0.0856488822623389,0.662692145657599
451,2,308097,-0.0220937828429065,0.0847608129034738,0.794506437339274
453,2,309402,-0.0182102380571228,0.0842476510352935,0.828994674747287
454,2,310030,-0.0232317136649231,0.0847175581272929,0.78407174443808
455,2,310113,-0.0160808710408854,0.0844859073647766,0.849153759622711
456,2,310972,-0.019569905758397,0.084612132805473,0.817223834916278
457,2,312659,-0.0751090893273854,0.0841954211726336,0.372957497545528
460,2,318265,-0.130820293370381,0.0851013070986071,0.12513279610587
461,2,318379,-0.111846220294702,0.0854315020518765,0.191320939843695
462,2,321266,-0.195916919950521,0.0844238944302803,0.0208759533728448
463,2,322957,-0.185103323297573,0.083728528987191,0.0276934079515015
464,2,325221,-0.148625804171178,0.0843990602380631,0.0791060790752232
465,2,332691,-0.100171606350477,0.0854662708412911,0.241963339425649
466,2,333006,-0.144706442474254,0.0851164804061527,0.0899931332724707
468,2,335046,-0.170215640840665,0.0841213844661036,0.0437796052343882
469,2,335049,-0.180982499462317,0.0844198327391116,0.0327285110793099
470,2,335995,-0.150806696563644,0.0841054319748432,0.0738181398144568
471,2,336060,-0.137357181216969,0.0840564809075436,0.103128117458263
472,2,338292,-0.130751205429965,0.0840809912381119,0.120827222506584
473,2,339568,-0.102869103617451,0.0843179994378705,0.223274164146353
474,2,340466,-0.137374657222021,0.0849129412593093,0.106592518125929
478,2,348480,-0.14812137468168,0.0840006819138447,0.0787090549427955
479,2,350086,-0.13892502631605,0.0840491813082076,0.0992399524409231
480,2,351083,-0.18301730052619,0.0849072882280595,0.0317985441930954
481,2,351335,-0.171221643702404,0.0840107403029064,0.0422857110779221
482,2,351417,-0.181307978290259,0.0839373435407878,0.0314422717038306
483,2,351450,-0.175698120102367,0.0840652054523259,0.0373310038216756
484,2,352302,-0.135710880101197,0.0849452549261996,0.111020611634121
485,2,352469,-0.148637616441695,0.0840181098875,0.0777382703219106
486,2,352562,-0.144506130176759,0.084384863047584,0.0876891635300719
487,2,352944,-0.160209342270688,0.0840588482113163,0.0574727534059314
490,2,355266,-0.147812568329172,0.0841231667302683,0.0797681615191339
491,2,358277,-0.0911172722652388,0.0843643030589661,0.280859355021398
492,2,358926,-0.113970407867982,0.0844102388294289,0.177818010898428
493,2,358948,-0.104313389099206,0.084472473665832,0.217696400702467
494,2,359515,-0.087513097619521,0.0843991716195574,0.300494447670191
495,2,363190,-0.12178154505237,0.0851082613724505,0.153343068712937
496,2,363588,-0.0930447562932717,0.0855482495221735,0.277500976522021
497,2,363888,-0.0863229703950213,0.0848317729269432,0.309575319867736
498,2,363954,-0.0684061926241898,0.0845401788479204,0.418970465185495
499,2,364199,-0.0704556701356716,0.0844203336249772,0.404517678885385
501,2,365981,-0.08809380974995,0.0860797229177853,0.306820550684229
502,2,366047,-0.0630877079960845,0.0845881139259579,0.456271070696444
503,2,366936,-0.0940381555779048,0.0854825335543236,0.272044196827659
504,2,369530,-0.0398951450193762,0.0844875753969896,0.637074867550623
506,2,369931,-0.0838060797986848,0.0849770420165352,0.324700528851779
507,2,371033,-0.0285751749773298,0.0848544948172182,0.736501716460384
508,2,372919,-0.0573451000384209,0.0844464393623924,0.49753807413924
509,2,373518,-0.04116782370545,0.0844251678488522,0.626118174070426
510,2,376157,-0.0204229279616679,0.0846330038784232,0.809453705711071
511,2,376172,-0.0240857233614827,0.0852421667287216,0.777682477321646
514,2,381433,0.0437532847431428,0.0851583956807955,0.607722300762607
515,2,381922,0.0431551821573917,0.0858211659065655,0.61538324326657
516,2,382146,0.0496077164235219,0.0845191030973753,0.557618600883872
517,2,384206,0.0447178727710537,0.0847901641415301,0.598250912762321
518,2,384955,0.051955877110008,0.0845894335630222,0.53947063971371
520,2,387301,0.0491046676024806,0.0850252792889339,0.563949509561636
521,2,388313,0.036510713373837,0.0845380030143092,0.666088516898829
524,2,390138,0.0419557792616986,0.0847941632667704,0.621052219954427
525,2,391233,-0.0204457752317703,0.085288045577209,0.810681696097213
530,2,395606,0.0185031422225216,0.0847942413375349,0.82738983256256
531,2,395726,0.00514383481256697,0.0847685275841067,0.951647643095655
532,2,395853,-0.0082178971637662,0.0850092527601414,0.923042832322086
533,2,396484,0.00843636682668908,0.0846334314097002,0.92065396597584
534,2,396705,0.00241573995069966,0.0845936759014046,0.977234060333906
535,2,398759,0.0302275358115281,0.0852702098468026,0.723182496980771
536,2,400386,0.0232210321392055,0.0848003926519482,0.784374150090898
537,2,400847,0.0161496868739389,0.0847269279749615,0.848941770596118
538,2,401130,0.0299947158712277,0.0854928348122818,0.725914075385324
539,2,401143,0.0187213217604695,0.0853324178717492,0.826470848524117
540,2,401979,-0.00278282319175727,0.0852852574934315,0.973988412431684
541,2,403598,-0.00711155612838454,0.0848328395708314,0.933238934469252
542,2,404844,-0.0110022658982398,0.085779339294088,0.898014341920535
543,2,405100,0.022328232190435,0.084987811819751,0.792917539377157
548,2,406181,0.0121957211402409,0.0850486765725211,0.886058509392539
549,2,406688,0.000717448802173559,0.0845603263394849,0.993235253492077
550,2,407621,-0.0306180629426276,0.0852382838752627,0.719656105218612
551,2,409016,-0.0172644595095375,0.086102741033284,0.841197218340064
552,2,410647,-0.0108316899818514,0.0848506284093976,0.898493918731044
554,2,419803,-0.0243267567316716,0.0854385567163896,0.776019434701416
555,2,419943,-0.0400050889879147,0.0859264220507202,0.641807723260368
556,2,422349,-0.00493675258743559,0.0848981401110931,0.953662746479626
557,2,425467,-0.0385561772232282,0.0845688788106143,0.648731809735255
560,2,429095,-0.0903912164243726,0.0849586015486024,0.288081197668507
561,2,431266,-0.0444858450015737,0.0851081375325723,0.60151239299056
562,2,431446,-0.0304307531180597,0.0854695971959991,0.722021915411808
563,2,432524,0.0389438198477979,0.0846387472387207,0.645714731027409
564,2,434090,-0.0110045256402227,0.0854422219173748,0.897593259838202
565,2,441927,-0.0130226542180933,0.084526764600169,0.877646169602439
566,2,446471,-0.0406763711021105,0.0855384568499755,0.634701142487474
567,2,449325,-0.0222260854411047,0.0850572129609999,0.794007792458239
569,2,450017,-0.0351466663759206,0.084573087532604,0.677971747505862
570,2,451779,-0.0683700406987733,0.0848313579429589,0.420812857593578
571,2,451784,-0.0704390884137985,0.0851330174131088,0.408569156941629
572,2,453525,-0.0208654253164615,0.085234984139938,0.806754429701813
573,2,453768,-0.0166212464820839,0.085350143363622,0.845707062840011
