SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
105,1,149562,-0.165105955522178,0.161591945708143,0.307600747431594
106,1,150447,-0.143830318531394,0.163446607096451,0.379466920418043
108,1,154084,-0.132282137256543,0.163980222872576,0.420384993474474
110,1,157269,-0.240052596504325,0.16064515699312,0.13598968737978
111,1,160054,-0.117790474586672,0.162562678556251,0.469186659462321
112,1,166222,-0.158505985824882,0.161259747657572,0.326318315236307
113,1,166416,-0.110893512879695,0.161044323252201,0.491533596808421
114,1,167326,-0.110005070042264,0.16196240652454,0.497455439162601
115,1,168836,-0.120608024873257,0.16117238180586,0.454767275564564
116,1,171200,-0.142734151765004,0.161362992831088,0.376999742864603
117,1,171431,-0.23955910119029,0.162049396726818,0.140216764845607
118,1,173339,-0.167997606341562,0.16103809310521,0.297561899741665
119,1,173845,-0.19522397768426,0.160817112441705,0.225578259645404
120,1,175121,-0.176543415629372,0.160558202372954,0.272273087399103
121,1,175281,-0.189336795810944,0.160653876558864,0.2393757643433
122,1,175315,-0.205224724219876,0.160547808407121,0.201991287432968
123,1,175523,-0.183025042038613,0.161537255746602,0.257974548760582
124,1,175541,-0.197837620030635,0.160825909001162,0.219465616062932
125,1,175653,-0.177576180078934,0.161403758278455,0.27199532320669
128,1,175856,-0.228928536933624,0.163897093924041,0.163356596599112
129,1,175876,-0.195049265988539,0.161497389034953,0.227950096693661
130,1,175989,-0.170608082080545,0.162038209927142,0.293112509593997
131,1,176001,-0.186350767030652,0.16283630995161,0.253230893567473
133,1,177692,-0.216351474511628,0.160506418797775,0.178545143770913
134,1,178191,-0.209793511337821,0.160691243621563,0.192549397443775
135,1,178224,-0.216351474511628,0.160506418797775,0.178545143770913
136,1,178960,-0.206607490434365,0.161831006491959,0.202552098958516
140,1,183802,-0.173985622250552,0.160672583922867,0.279610483439439
141,1,183954,-0.180105969022688,0.161827230638376,0.266486275586917
142,1,184450,-0.0981737086593819,0.160606546321529,0.541415325272617
144,1,184718,-0.168963433407513,0.161354113212518,0.295742652901399
145,1,185296,-0.0782445046774812,0.160865060159497,0.626986566476036
146,1,185438,-0.0626736635730692,0.160891978621625,0.69711253773749
147,1,185469,-0.068031231837906,0.161118121832004,0.673103660038599
148,1,185503,-0.049059327952207,0.160720772020512,0.760358918739606
149,1,185705,-0.059037259836366,0.162508120157832,0.716607163587776
150,1,185749,-0.109809896686654,0.162433381794839,0.499464031149032
151,1,185806,-0.150900983028082,0.162557236447404,0.353889142414574
152,1,185879,-0.119563040018407,0.163418126193658,0.464874482614919
153,1,185916,-0.0660163227455626,0.163429836212737,0.686499307280248
154,1,185941,-0.0949846032872925,0.164101837183574,0.563083145193338
155,1,185954,-0.125486777369333,0.164523654083651,0.446135077338844
156,1,186055,-0.0728009224299885,0.161326378503116,0.652075778539026
157,1,186896,-0.151014274926441,0.163821499941542,0.357250976334504
161,1,190132,0.257285381670578,0.160996270628803,0.110919229334519
162,1,190148,0.27370433059265,0.160968479729256,0.089944042419721
163,1,190165,0.244096567400159,0.162349302774732,0.133597293269498
164,1,190169,0.266986948551186,0.162043324324264,0.100319035360692
165,1,190933,0.106271707279484,0.161246920084104,0.510285678478822
166,1,192149,0.191691600851087,0.16234492808506,0.238490105025431
168,1,192303,0.167699251960251,0.193715849813655,0.38724425340645
171,1,192795,0.204190999726121,0.160673513725045,0.204620936379241
173,1,194187,0.0510614879980751,0.16115115453686,0.751541220278632
174,1,194867,-0.0683993151200739,0.161045214073945,0.671298686353746
190,2,8314,0.344329272290123,0.162785413367387,0.0351101228200745
194,2,8498,0.258690752367306,0.162993376510987,0.113379789480359
195,2,8651,0.263875429668977,0.163123552261207,0.106633055494778
197,2,9812,0.277527519702103,0.16403615199432,0.0915536231125009
198,2,9932,0.233394748476727,0.163579746262852,0.15452289438501
199,2,10135,0.281032375095668,0.162736517778113,0.0850574641519279
200,2,11616,0.283417188973639,0.162550597919004,0.0821059247730508
201,2,12133,0.323130364441086,0.162993170280652,0.0482007204365539
202,2,12194,0.336759068796446,0.16355258378609,0.0402249004691958
203,2,12359,0.294430414508666,0.163300549530672,0.0722413498520296
204,2,13061,0.320486962394991,0.163149375201355,0.0502705036212326
205,2,14298,0.281466900557224,0.163872823712481,0.0867477863210862
206,2,15222,0.273517354915702,0.165521868139343,0.0993310587417475
207,2,17986,0.294584421416529,0.162494343520246,0.0706980206556392
208,2,19770,0.301574265692087,0.163592166009301,0.0661011533801642
209,2,19836,0.275614733043589,0.163268429840422,0.0922737185707022
210,2,19851,0.303758364754802,0.163609205761964,0.0641996948441168
211,2,21595,0.300809325016814,0.162942355231602,0.0657134512493145
212,2,22385,0.310363682170481,0.163047303706398,0.0577859149738527
213,2,23441,0.248543472616826,0.164944058676975,0.132747317533484
214,2,24209,0.304801149139532,0.163307339515043,0.0628106818704197
215,2,24341,0.337018733881331,0.163518401515677,0.0400308008342528
216,2,26815,0.348687243009666,0.163250684337558,0.0333750815144474
217,2,28209,0.328364377262731,0.163425626185304,0.0452705102548308
221,2,41245,0.187640464646455,0.163422165151131,0.251665684243753
222,2,43214,0.0680877846756855,0.166342047907298,0.682550188113728
223,2,47104,0.0190685704828338,0.1617400292495,0.906216783912668
224,2,50915,0.0865311666065405,0.163267438418451,0.596447572183647
225,2,55834,0.0587281714317137,0.162547603330129,0.718092612385593
226,2,56422,0.0979732886645071,0.162784811608229,0.547655229069502
227,2,57715,0.11011185199998,0.162225598219048,0.497736233348416
228,2,59046,0.0982241532950319,0.163068832089514,0.547329363650697
229,2,59191,0.0913996683307681,0.162145499371083,0.573323574466087
230,2,59383,0.0921836532104523,0.162190980142627,0.570148620179709
231,2,59477,0.0649794314236818,0.164670353360271,0.693374129636636
233,2,60471,0.0461111781082397,0.162465185344531,0.776713263736112
234,2,60478,0.0530443449430916,0.162644633361199,0.744514371284711
235,2,60786,0.049159917064821,0.162380584154006,0.7622624874216
236,2,61035,0.0624212778352644,0.162355961289444,0.700860353115073
237,2,61071,0.0587416863327224,0.161623048129731,0.716487288178328
238,2,61675,0.0390442160969402,0.162105352735636,0.809805744882331
240,2,62939,0.0330808120316542,0.161828865563193,0.838144290889192
241,2,63527,0.070347492600406,0.162402777330077,0.665158147397441
242,2,63857,0.0569773294633859,0.16245541895493,0.726003169749333
243,2,65527,-0.044792386762761,0.161930488486947,0.782237709223995
247,2,67976,-0.041905345865266,0.164265499267971,0.798788707155496
250,2,72389,0.266486627293061,0.162650286044094,0.102228736186683
251,2,72392,0.166243073819942,0.164139410287243,0.311841604433746
252,2,73646,0.201977471282758,0.160648379724933,0.20948913014819
253,2,74564,0.241703788040939,0.160175741803107,0.132195526220226
254,2,74739,0.297265305878663,0.160441647437711,0.0647463442639124
257,2,80873,0.288018594173727,0.160875806167104,0.0742599226502537
258,2,81501,0.296626832171682,0.160804434850508,0.0659270516448908
259,2,83526,0.29067612908494,0.160583406504194,0.0711265586629326
260,2,83845,0.353685227414936,0.160379261914845,0.0280768098213169
263,2,84447,0.327209274253148,0.162612046811588,0.0449572330740424
264,2,87391,0.342254058490671,0.159731858065869,0.032822309774765
265,2,87562,0.345922661882854,0.160118997748007,0.0314133845950512
266,2,87849,0.343408366311854,0.160118965191455,0.0326583881125117
267,2,87878,0.352452186481967,0.160760524821125,0.0290025990159192
269,2,89785,0.268196725519982,0.161238721034878,0.097129528061944
272,2,93721,0.197442479455279,0.16103804695168,0.220992965578082
273,2,93952,0.206826152750118,0.160541986608224,0.198485525522804
274,2,95085,0.275648711304038,0.160474281061363,0.086726007192152
276,2,107124,0.256560207726491,0.160644379495671,0.111145015710461
277,2,111645,0.337773402065554,0.160322121629282,0.035836438520684
278,2,111916,0.320692776336729,0.160803868190542,0.046886949049356
279,2,111931,0.318934159261901,0.161062414554223,0.0484583271303907
280,2,111999,0.334502450281082,0.160387781022324,0.0377339572070294
281,2,114528,0.247302661654249,0.161766917545155,0.127219709578039
282,2,116024,0.351427759708201,0.161608613165304,0.0303266247807751
286,2,120090,0.0547008541937664,0.162018766281782,0.735849879317893
287,2,120291,0.048089176519334,0.163878035640144,0.769354538883397
288,2,120726,0.0320949349981362,0.162942125257324,0.843963294770053
289,2,121716,0.0849495793794489,0.162703199989024,0.601918598699206
290,2,123100,0.0236907904741031,0.162985659563321,0.88451350442872
291,2,124677,0.0259848933849706,0.162760135305345,0.873246948639729
293,2,127887,0.0237054596680075,0.163877113776916,0.885066710002835
294,2,128935,0.0383083315584969,0.163714351264918,0.815124546355011
295,2,129053,0.0421858500223726,0.164210082322866,0.797404325073967
296,2,130040,0.0688686249323684,0.165187121333787,0.676995605294404
297,2,130976,-0.00326587169063042,0.163881878582676,0.98411190432727
298,2,132199,0.039496489214315,0.164628114437777,0.810536652356175
299,2,133355,0.0166617680234655,0.165752891494479,0.919987195816407
300,2,133435,-0.0295246289876117,0.166106016785675,0.859024650891759
302,2,135183,0.0303628918657541,0.16619759564573,0.855144943617907
303,2,135402,0.0172231426614737,0.166177817297317,0.917511637873405
304,2,135898,0.0240681221418311,0.167056750408763,0.885526196758542
305,2,135912,0.0283443027348302,0.167178254133574,0.865464789006753
306,2,135925,0.0116027546944051,0.166426578557552,0.944458421091485
307,2,136002,-0.00485511840008623,0.166302997436012,0.976726035232101
308,2,136173,0.0313073837247555,0.167471478520462,0.851813827997019
310,2,138318,0.0883633548575737,0.171836995380958,0.607414522313253
311,2,138695,0.0706323992835651,0.168913228235331,0.676085943624088
312,2,138818,0.00838570970912667,0.168644629509836,0.960370339236657
313,2,139728,-0.00242312137590384,0.168342829488177,0.988523802984386
314,2,140174,-0.0406434224706129,0.16832897939533,0.809344759499427
315,2,140863,-0.0775870596595465,0.168224108254399,0.64493020960733
316,2,141152,-0.0454295662973689,0.1687314724362,0.787900914548862
317,2,141292,-0.0681236841000459,0.167496226831526,0.684461802695497
318,2,141545,0.0303341589452821,0.168343835529081,0.857105485212624
322,2,146723,0.148272322481566,0.167862520614214,0.377677418210595
323,2,147946,0.132813046978285,0.169439910091052,0.433662154622831
326,2,151397,0.194888514826876,0.169694534472965,0.251553609928802
327,2,153035,0.213289499639983,0.167776894753095,0.204470127376835
328,2,153228,0.208171527500766,0.169024817066269,0.218917125596176
329,2,153455,0.173575571447854,0.170415829005028,0.309118310067608
331,2,153815,0.210058672007465,0.169643250513885,0.216450771453663
332,2,154160,0.172847918373584,0.167978183377686,0.304188774785548
333,2,154235,0.163331183379472,0.169687287120112,0.336436171634293
335,2,159870,0.117242101811,0.165500833979185,0.479159498375001
336,2,161229,0.101166179011466,0.168074289851351,0.547618130304303
339,2,162696,0.150158947596328,0.167246109601735,0.369886948570698
340,2,163284,0.209495574324579,0.164841502760329,0.204604313239852
341,2,164166,0.154794414075684,0.166548585294942,0.353304011469232
342,2,165270,0.18759999572198,0.165048155050624,0.256460682487868
343,2,165675,0.207854747083379,0.167718074147039,0.216053908148719
346,2,168062,0.25403571556106,0.16602252177933,0.126880647471609
347,2,168518,0.149571837779217,0.165426992110205,0.366529213073136
348,2,168980,0.194566194082145,0.16521557705837,0.239729349725844
349,2,169651,0.271164944270285,0.164988376088299,0.101161647059401
352,2,170725,0.381425195656999,0.164666529431656,0.0211113346043646
353,2,171254,0.3782818742134,0.164957559212645,0.0224233444579234
354,2,172242,0.359112436193123,0.163101225828223,0.0283274795243873
355,2,173254,0.22269148503121,0.162527350399032,0.171501952322952
356,2,173340,0.211001553611005,0.162551760240126,0.195115009978181
357,2,173385,0.213948566237558,0.162691274059882,0.189343812279797
358,2,173973,0.217321953543451,0.162244261025567,0.181278185526001
360,2,177341,0.329811802785356,0.16114856764345,0.041434455855318
361,2,180314,0.268056370592337,0.161527368521786,0.09790105224476
362,2,180339,0.273070783613246,0.161914895699618,0.0925814870413539
363,2,182758,0.353184876544331,0.160888435942598,0.0287986479536037
364,2,183619,0.333105364932893,0.161651416083945,0.0400696594383531
367,2,187176,0.160857605300541,0.163281802642452,0.325223524760199
368,2,191066,0.260163508988462,0.164145368994514,0.113871285073869
371,2,191599,0.181873078564572,0.162157258239269,0.262801483051948
373,2,191763,0.166087417276142,0.162849554652086,0.30848262927804
374,2,191959,0.173130467272613,0.162430203384808,0.287208138774338
376,2,195759,0.26181065762833,0.163495567789715,0.110197921332725
377,2,196912,0.172544255954204,0.161172805254763,0.285101263415548
379,2,198110,0.159326564220748,0.162180110455811,0.326573158891584
381,2,198805,0.165542892790717,0.162863007090626,0.310108994432994
382,2,198891,0.199637396731536,0.161481505780603,0.217174070024848
383,2,199248,0.17586884961913,0.16192997885307,0.278184865281602
384,2,201782,0.116784671243377,0.161881688571222,0.471128750509323
385,2,203285,0.282779403655373,0.160669496291888,0.0792727257543303
386,2,203783,0.258392949778521,0.160437046222068,0.108170182080388
387,2,204179,0.245803153098194,0.16088400382836,0.127450664268984
388,2,205406,0.206110547298922,0.162704085121209,0.206068557513986
389,2,205834,0.19222744578974,0.161969625976057,0.236099992703999
391,2,207192,0.219914201977732,0.161717651899471,0.174740482339412
392,2,207561,0.247131554370718,0.160887214930809,0.125420777677229
393,2,208682,0.141486408779187,0.160976400252308,0.380039066922486
394,2,210102,0.0995005250082208,0.161481816312776,0.538178327348358
396,2,214801,0.118512066756185,0.16143776176556,0.463372822819424
397,2,215016,0.124000644985338,0.161333822849152,0.442646656122388
398,2,218876,0.00717957496237609,0.163137651922989,0.964921869068353
399,2,227511,0.0722751278334346,0.16424772546423,0.660179383360137
400,2,230378,0.0432068596875292,0.162206049494855,0.790109626471268
401,2,231943,0.0228552905212028,0.16268290194646,0.888353130666812
402,2,232156,-0.00230101701695706,0.162620716053079,0.988718628089993
403,2,232789,0.0218680682376877,0.162040742897602,0.892725054123027
404,2,238524,0.0598160063654674,0.162241731733843,0.71258394346129
405,2,241518,0.0505487152826554,0.163659609426972,0.757606474948791
406,2,250396,-0.0787646965860727,0.162511841214581,0.628210689718406
407,2,250466,-0.0516931740411538,0.162485201233001,0.750566253226661
408,2,252305,-0.0694273495887094,0.162897340654112,0.670219636215016
409,2,254571,0.00965027520736084,0.165226986833817,0.953458149720995
410,2,254742,0.0147401901533641,0.165076721103457,0.928899722530562
411,2,254908,0.0160700175840969,0.166337348662646,0.923090146412745
413,2,255862,-0.00845783437281566,0.165336934563376,0.959230830363029
414,2,255975,-0.0335420099630201,0.164730948467358,0.838770189783093
415,2,258311,-0.162696015737105,0.161788788096237,0.315293235742804
416,2,259284,-0.0915563099575245,0.162492851031059,0.573487434326018
417,2,266330,-0.0343883790402724,0.163254641210798,0.833287720528805
418,2,267100,-0.0406507231969204,0.163238662778139,0.803485251697416
419,2,268086,-0.0245547052079098,0.163259670094375,0.880532765505224
420,2,274614,0.100986418295906,0.162183923738789,0.533906042786766
421,2,274729,0.0495201787771287,0.16313924252159,0.761653024798257
422,2,275746,0.110405914056729,0.162983406966704,0.498592196870184
423,2,277029,0.0997925281550989,0.162244509603746,0.538901541446501
424,2,277741,0.0905712818209694,0.1623235914633,0.577220293015656
425,2,278218,0.072106198776386,0.162056406108541,0.656632153426601
426,2,278379,0.114817068850103,0.166001002211033,0.489602437094605
427,2,279910,0.0577793654890191,0.162015739013586,0.72158330917638
429,2,283431,0.0904144209750128,0.164347791261426,0.582570749421724
430,2,283573,0.076939613454012,0.162394308899069,0.635947764615461
431,2,286762,-0.071452319680859,0.162817339218356,0.661039017207838
432,2,287187,-0.0853552524149637,0.16203817082077,0.598690997323471
433,2,288379,-0.0960608390908847,0.160792126894869,0.550608340589385
434,2,294941,-0.235383554934927,0.160481356547495,0.143338562383838
439,2,297610,-0.39035835061383,0.160444735439497,0.0154712289394779
441,2,299680,-0.13513809083935,0.161125681548611,0.402198353174139
442,2,299708,-0.102214510586187,0.161534749872955,0.527292851549355
443,2,299759,-0.139231624580238,0.160908182264763,0.387469401200576
444,2,300111,-0.153214225368331,0.161999073299269,0.344911693198507
446,2,301710,-0.0726924684516685,0.161075472893242,0.652054454557858
447,2,303446,-0.0519636636020049,0.162113210794522,0.748749167397214
448,2,303854,-0.0585946507068754,0.162137903969989,0.718025812349601
449,2,304472,-0.0796376701456184,0.160741663501361,0.620598625936459
450,2,304691,-0.0814436854690681,0.163345095681581,0.618372510621932
451,2,308097,0.151678374834467,0.161478571050393,0.34821407496579
453,2,309402,0.0542829191182804,0.160670593448348,0.735675369351198
454,2,310030,0.0778316277738381,0.161546295201711,0.63025264240262
455,2,310113,0.0860495669586784,0.161083534883978,0.593544821728466
456,2,310972,0.114121709603959,0.161278999606458,0.479657942650079
457,2,312659,-0.0564737124782208,0.160739126958656,0.725544633982921
460,2,318265,-0.128250547403091,0.162713377963447,0.431109194178386
461,2,318379,-0.134148679040223,0.163182875481372,0.411588721263148
462,2,321266,-0.241915921392393,0.161733980632305,0.135608543941429
463,2,322957,-0.340479018176744,0.159773110007353,0.0337783983280197
464,2,325221,-0.272933275957357,0.161026319363301,0.0909647554621061
465,2,332691,-0.109095061769569,0.163223840174195,0.504329768209501
466,2,333006,-0.256870344749625,0.162431967671579,0.114681547368654
468,2,335046,-0.0703015430697435,0.1613295187586,0.663274553092598
469,2,335049,-0.0918882044704511,0.161985333252321,0.570896409007948
470,2,335995,-0.164091937004467,0.160906693016121,0.308523811388189
471,2,336060,-0.173306526425369,0.160661976874186,0.281456760282291
472,2,338292,-0.177564991052698,0.160638655772863,0.269752530994877
473,2,339568,-0.160009616752825,0.16093362111064,0.320778087772358
474,2,340466,-0.178163691258482,0.162277331159836,0.272998056391662
478,2,348480,-0.110074340693058,0.160812272425487,0.494115148017626
479,2,350086,-0.103251910145208,0.160832693251882,0.521300668170943
480,2,351083,-0.115281936087587,0.162890805498845,0.479582892264829
481,2,351335,-0.156601618416915,0.160958402641762,0.331253192533759
482,2,351417,-0.119925614672595,0.1610221679369,0.456902056115384
483,2,351450,-0.16964690544076,0.161074070958299,0.29295921595711
484,2,352302,-0.101400117840181,0.162511571926255,0.533059291309206
485,2,352469,-0.15348203609453,0.160749522822994,0.340337280769273
486,2,352562,-0.139765261018986,0.161443496543438,0.387230368896841
487,2,352944,-0.128367067112088,0.161003729861267,0.425817124921495
490,2,355266,-0.150411364856664,0.160949655955836,0.350672322372913
491,2,358277,-0.0936005094697496,0.161097057094631,0.561598174264887
492,2,358926,-0.148992028857268,0.161216310037595,0.356026686219738
493,2,358948,-0.182841367546687,0.161168825316441,0.257366789500039
494,2,359515,-0.105467872258604,0.161122132147188,0.513162281922743
495,2,363190,-0.145528992858219,0.162613096686978,0.371428877458777
496,2,363588,-0.132896330031804,0.163286604522032,0.416260153494386
497,2,363888,-0.130907263474551,0.161887297710205,0.419271444003651
498,2,363954,-0.0789833712555107,0.161338581210771,0.624756134011328
499,2,364199,-0.112989739950053,0.161061834157645,0.483434430401188
501,2,365981,-0.111286848955686,0.16431690965968,0.498678517944414
502,2,366047,-0.130105920908187,0.161313800208852,0.420474991788114
503,2,366936,-0.110162111344126,0.16321518653351,0.500149280422403
504,2,369530,-0.109142243193122,0.161089722888279,0.498516997412459
506,2,369931,-0.140287878711578,0.162128390803608,0.387467966236475
507,2,371033,-0.256765240725182,0.161291430118489,0.112294688553937
508,2,372919,-0.127770133885278,0.161026716308163,0.428036102655953
509,2,373518,-0.109404660411033,0.160973450616889,0.497175248979378
510,2,376157,-0.10963529093995,0.161328735934526,0.497217742194163
511,2,376172,-0.111092652926129,0.162493619773402,0.494629601763556
514,2,381433,0.05590285094845,0.162456476441396,0.730968671494125
515,2,381922,0.0419185866106745,0.163730521377509,0.798083114362296
516,2,382146,0.0942456691306666,0.161204292694672,0.559166643933706
517,2,384206,0.165647391560931,0.161543964481671,0.305876020706324
518,2,384955,0.0954121824005187,0.161344108037753,0.554658839102332
520,2,387301,0.0948145091575088,0.162167204090578,0.559142251068278
521,2,388313,0.105510607521113,0.161184519602648,0.513154709544351
524,2,390138,0.0409022985227888,0.161769725633339,0.800536920883199
525,2,391233,0.201325257656065,0.162330244046048,0.215717669310421
530,2,395606,-0.173692724780995,0.161474934133317,0.282812321611765
531,2,395726,-0.188822538926898,0.161367592634852,0.242734368994202
532,2,395853,-0.200248792774244,0.161790005729158,0.216646936942686
533,2,396484,-0.165089297683378,0.161184682770713,0.306430621291682
534,2,396705,-0.229481707080492,0.160883121954,0.15464025727201
535,2,398759,-0.205404844945554,0.162297410282379,0.206488274781959
536,2,400386,-0.264001083307637,0.161145904025043,0.10225561196597
537,2,400847,-0.268595083764572,0.160974829530899,0.0960926108606447
538,2,401130,-0.277166007879041,0.162420746191943,0.0888002297694614
539,2,401143,-0.293449973620591,0.162014902334668,0.0709515518166905
540,2,401979,-0.162938419603829,0.162433868473505,0.316496733565886
541,2,403598,-0.180614294838341,0.161517856530027,0.264228703582225
542,2,404844,-0.196949351377956,0.163274989404664,0.228531530072939
543,2,405100,-0.156584113859854,0.161899126311574,0.334120791384716
548,2,406181,-0.191397418385239,0.161898277569163,0.237918947850863
549,2,406688,-0.181261440261654,0.160993510703515,0.260975747111907
550,2,407621,-0.244906648239583,0.162081769579193,0.131681364612487
551,2,409016,-0.236607379565562,0.163749970931441,0.149364398577174
552,2,410647,-0.251064382502031,0.161287116960823,0.120454391825308
554,2,419803,-0.239042805575123,0.16247868854895,0.14212098051214
555,2,419943,-0.222825421159465,0.163508621883192,0.17382222783725
556,2,422349,-0.253735600972158,0.161363240509273,0.116742100830214
557,2,425467,-0.165474910698642,0.161105534975464,0.305066688124928
560,2,429095,-0.151485990906249,0.162101144170567,0.350676983940253
561,2,431266,-0.0699693911372889,0.162347242934579,0.666741594776358
562,2,431446,-0.0318057298793565,0.163037037674087,0.845440322431865
563,2,432524,-0.00867008607136655,0.161479616328084,0.957211311514374
564,2,434090,-0.0548530038308513,0.16294202079307,0.73658740493758
565,2,441927,-0.108799285939865,0.161119679425701,0.499946315965505
566,2,446471,-0.185337288916079,0.162901743308239,0.256007206179868
567,2,449325,-0.264085237898968,0.16163570863092,0.103186100272688
569,2,450017,-0.272725249736024,0.160691807801199,0.0905413188719847
570,2,451779,-0.444204374878697,0.160212963497045,0.00585632741797871
571,2,451784,-0.434530103790746,0.160878063832251,0.00724668692211119
572,2,453525,-0.479527849424232,0.160567071583186,0.00301938573155472
573,2,453768,-0.506106831715522,0.160553401538234,0.00175879266746065
574,2,454027,-0.475449800370155,0.160131472713532,0.00319066156690923
575,2,455029,-0.503173058758431,0.159978021540213,0.00180024213484434
576,2,455247,-0.542208587021477,0.159083843791458,0.00072913949444894
579,2,455756,-0.42832869824506,0.172197053034154,0.0133279080544736
580,2,457024,-0.505837327775036,0.160627639885561,0.00177724137067061
581,2,457298,-0.480035871598766,0.161328366600684,0.00312645638416592
582,2,460202,-0.490563477680152,0.161614154364375,0.00258051267257719
586,2,464424,-0.44919705387706,0.161097299447008,0.00558456844045638
587,2,465824,-0.332677437884156,0.163506861860184,0.0426341427418707
588,2,470145,-0.328798235303724,0.161171362821295,0.0420888901079246
589,2,470686,-0.25489878020604,0.161451346173932,0.11527844148682
590,2,471144,-0.306016290760552,0.161480902057024,0.0589010469501337
591,2,471830,-0.286385010784447,0.161119026930913,0.0763510537740426
592,2,472403,-0.289998257629698,0.161245830663572,0.0729543225167679
593,2,473668,-0.222069698676638,0.162622129600162,0.172947719984815
