SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
83,1,107970,0.110105145191956,0.102696889739226,0.28439088179245
84,1,109000,0.172134626322866,0.102637143210943,0.0944045794221428
85,1,112549,0.0879469723378756,0.102822099562813,0.392947859551354
86,1,112742,0.0873467753866782,0.10322496683472,0.398026264262219
87,1,113050,0.0928634129683664,0.103037294848184,0.368064474434173
88,1,113135,0.066845114884527,0.102831501489894,0.516085887231797
89,1,114076,0.0597557911948219,0.102843863373163,0.561588255639277
90,1,114628,0.0718567658593447,0.103082406995656,0.486211046682206
91,1,116283,0.0336957935099686,0.103711554289596,0.745449879853082
93,1,127853,0.0327528444717297,0.103519254543827,0.75189067444353
94,1,128302,-0.0338577666149045,0.103120497405346,0.742855269063637
95,1,128704,-0.0219223941221089,0.10323231269145,0.83194890847857
96,1,128911,-0.00333934799499744,0.103250179705915,0.974217357410943
97,1,130267,-0.0302792472382947,0.103188806146745,0.769361816275476
98,1,130271,-0.0308353163707326,0.103310841656446,0.765519127768845
99,1,130613,0.0228689417854121,0.104282329719715,0.826544401879491
100,1,132012,-0.0816804144080977,0.103977222996738,0.432651872958946
101,1,133231,-0.143543259446493,0.10304677003379,0.16449901665275
102,1,137074,-0.172209359009923,0.102774740347101,0.0947020450801189
103,1,137304,-0.162425120009576,0.102855845517938,0.11519659102187
104,1,139686,-0.232080206577014,0.102613354271397,0.0243240016739748
105,1,149562,-0.161230034015675,0.103233888566144,0.119232630924369
106,1,150447,-0.109214683415727,0.104577559738564,0.297042058710297
108,1,154084,-0.15171102135147,0.104751819126463,0.148423558915155
110,1,157269,-0.182388475698849,0.102697988913121,0.0765993383654197
111,1,160054,-0.208974512024179,0.103540139834774,0.0443165072414373
112,1,166222,-0.196209424063849,0.102836724379935,0.0572061383047885
113,1,166416,-0.200527617308743,0.102602146793806,0.0514407818418623
114,1,167326,-0.206883725387788,0.103155927894209,0.0456677579079332
115,1,168836,-0.17800961577445,0.102814712602517,0.0842607050631065
116,1,171200,-0.134599917892562,0.1031564920871,0.192806543257885
117,1,171431,-0.130685583428096,0.103817768922096,0.208935192541525
118,1,173339,-0.158361003082778,0.102896716384882,0.124693158034087
119,1,173845,-0.189953258194235,0.102659133307068,0.0651014310928488
120,1,175121,-0.136767533974316,0.102693568428035,0.183784428781395
121,1,175281,-0.13589039099893,0.102784590009616,0.186994508580275
122,1,175315,-0.138047248893922,0.102743928918966,0.179939209363723
123,1,175523,-0.133326864753305,0.103346597601226,0.197862361297546
124,1,175541,-0.137354037932031,0.102907824157789,0.182825346770043
125,1,175653,-0.13263128128022,0.103252591997027,0.199798115468773
128,1,175856,-0.140945319253546,0.104934371697568,0.180077923195827
129,1,175876,-0.133592829266518,0.103345624617733,0.196967190333653
130,1,175989,-0.139449779499786,0.103620022587286,0.179237102093835
131,1,176001,-0.150833418320838,0.104117771441319,0.148314421835307
133,1,177692,-0.156066695117072,0.102670840143789,0.129388960321151
134,1,178191,-0.150511321536863,0.102796920924174,0.144039701387929
135,1,178224,-0.156066695117072,0.102670840143789,0.129388960321151
136,1,178960,-0.185302736542454,0.103359523602029,0.073861303655295
140,1,183802,-0.0404953113704379,0.102996736091712,0.694430658082185
141,1,183954,-0.030571679479399,0.103756537231216,0.768435819165743
142,1,184450,-0.00725157770834857,0.102860007777217,0.943836031235999
144,1,184718,0.000375378380926612,0.103445156776102,0.997106718922275
145,1,185296,-0.0127675433411645,0.103004073229196,0.901423963691784
146,1,185438,-0.0173909728731162,0.103007019412009,0.866024785351353
147,1,185469,-0.0223884271155577,0.103152961576439,0.82830173999332
148,1,185503,-0.0197687270178227,0.102887650357864,0.847743832655006
149,1,185705,-0.0305193201425138,0.104030321343576,0.769412153623882
150,1,185749,-0.0386788518384967,0.10402263338097,0.710241693742538
151,1,185806,0.00110653031750209,0.104181911883666,0.991531718350624
152,1,185879,-0.00471061209796685,0.104685047979744,0.964134390259687
153,1,185916,-0.0144917423799162,0.104634893289277,0.889925680327284
154,1,185941,-0.0176352257561689,0.10508936148034,0.866827506035341
155,1,185954,-0.0197643041984001,0.105395222445153,0.85135628099684
156,1,186055,-0.0134267022907446,0.103294420417062,0.896652507115241
157,1,186896,-0.00836381652275849,0.10498946696153,0.936550121680896
161,1,190132,-0.0115535015603706,0.103426095743918,0.911118585570056
162,1,190148,-0.0358913767950854,0.103441479313265,0.728818530391693
163,1,190165,-0.0143786097546757,0.104251312517197,0.890380245388107
164,1,190169,-0.0229879172554263,0.104116925782664,0.825384036600787
165,1,190933,-0.0571445860745383,0.103234937029269,0.58024466093161
166,1,192149,-0.102848327477213,0.103980122454984,0.323284236090295
168,1,192303,0.00371612073865779,0.124131432292931,0.976134228030098
171,1,192795,-0.187140977990406,0.102601866743549,0.0690045315483045
173,1,194187,-0.0849601057669133,0.103070467537655,0.410330577328903
174,1,194867,-0.0860872383314908,0.103011616742628,0.403886638482265
190,2,8314,0.0649974068215662,0.104802261537215,0.535532280771239
194,2,8498,0.114081455083401,0.104529567434007,0.275850158500787
195,2,8651,0.134542539719672,0.104558877794749,0.199019945167095
197,2,9812,0.110794283413992,0.105261480483799,0.293261527372228
198,2,9932,0.125633521817022,0.10479790069184,0.231403195488265
199,2,10135,0.135492863051401,0.104359988169687,0.19502430580955
200,2,11616,0.108966755058052,0.104336758743796,0.297026344485841
201,2,12133,0.145032799517203,0.104628881131506,0.166571740775967
202,2,12194,0.139744919708939,0.105055973431862,0.184312816216096
203,2,12359,0.138564448962152,0.104751716051472,0.18676173621672
204,2,13061,0.106785761290301,0.104849351849719,0.309152875748567
205,2,14298,0.121562133661918,0.105135640846434,0.248364528526632
206,2,15222,0.122326469118701,0.106162241699958,0.249994120430152
207,2,17986,0.125110035842676,0.104285447219446,0.231064980907453
208,2,19770,0.112380947813578,0.105050167779623,0.285447662923825
209,2,19836,0.109772638954676,0.104768455636178,0.295464108124935
210,2,19851,0.122480408724229,0.105036362357615,0.244370845056129
211,2,21595,0.107689368547367,0.104646958023297,0.304149918438788
212,2,22385,0.123933597347611,0.104695383628693,0.237306903851922
213,2,23441,0.138083182422546,0.105666573739487,0.192137419932996
214,2,24209,0.112390266104147,0.104879225223388,0.284624595281703
215,2,24341,0.135587164209971,0.105050571790225,0.197657733530061
216,2,26815,0.0958438923925531,0.105048184167112,0.362191237578872
217,2,28209,0.0509310822863302,0.105172432664153,0.628499780357987
221,2,41245,0.106728266156306,0.104649747308864,0.30849251354071
222,2,43214,0.11979506324249,0.106311941537883,0.260581445189403
223,2,47104,-0.0420117818896407,0.103509782332911,0.685082138315779
224,2,50915,0.0658033902164048,0.104492501530996,0.529270320461368
225,2,55834,0.0536842658195741,0.104028835266909,0.606141328342236
226,2,56422,0.0620198118984063,0.104201849123676,0.552098381547634
227,2,57715,0.0746824713958092,0.103834398747828,0.472465256457841
228,2,59046,0.131399539909848,0.104201673433305,0.208137363585781
229,2,59191,0.106593153281753,0.103683038956623,0.304622040412348
230,2,59383,0.106166379450763,0.103714227699122,0.30670473609288
231,2,59477,0.0825929054611681,0.105339191744787,0.433527031816046
233,2,60471,0.119042328034972,0.103814772574017,0.252290529333288
234,2,60478,0.119838479462523,0.103931086961703,0.249667114303525
235,2,60786,0.107433600827299,0.103798031190114,0.301365564859938
236,2,61035,0.100932764564332,0.103809006518721,0.331570593852082
237,2,61071,0.0946764090173127,0.103353596712069,0.360269346265352
238,2,61675,0.093950028248941,0.103653722081951,0.36535114283278
240,2,62939,0.0269009764172493,0.103584994771835,0.795246936494907
241,2,63527,0.0361198865081968,0.103965978816415,0.72848266901666
242,2,63857,-0.00305070104824756,0.104007813795985,0.97661681177599
243,2,65527,0.0157566062897844,0.103661649835027,0.879273500654404
247,2,67976,0.0494191994759697,0.105125270602144,0.638575157718353
250,2,72389,-0.0577105846420831,0.104464528092975,0.580995233863767
251,2,72392,-0.104141246284018,0.10507422041857,0.322305471318221
252,2,73646,-0.0747569499651771,0.102986262871523,0.468385697922411
253,2,74564,-0.0932732368942605,0.102740861234631,0.364577098945538
254,2,74739,-0.0945029905981309,0.103076294586433,0.359859943462443
257,2,80873,-0.0377309736791784,0.103425663757609,0.715469840559371
258,2,81501,-0.0643099945435398,0.103371269427737,0.534260382389781
259,2,83526,-0.0544379706542137,0.103226823285536,0.598273059396844
260,2,83845,-0.0192142270190406,0.103360562635164,0.852633761793928
263,2,84447,-0.064215994744666,0.104629538270232,0.539778263504077
264,2,87391,-0.0507356677334396,0.10287375508764,0.622189396794476
265,2,87562,-0.0539352649330604,0.103129669169413,0.601312829333861
266,2,87849,-0.0761817623711422,0.103080126427392,0.460365441768964
267,2,87878,-0.0473200660182171,0.103572517528837,0.648039325741812
269,2,89785,-0.0965253542527724,0.103487237692066,0.351598388124992
272,2,93721,-0.139499568158341,0.103034622551315,0.176631362092778
273,2,93952,-0.118421541050993,0.102813295837132,0.250178010729198
274,2,95085,-0.142421717718614,0.102871164709714,0.167090067271609
276,2,107124,-0.128309422626119,0.102975184913517,0.213582354445838
277,2,111645,-0.16164956964768,0.102908444228094,0.117122763884217
278,2,111916,-0.15425106308413,0.103184794968058,0.135833647614989
279,2,111931,-0.153595273362683,0.103346340060395,0.138113818012869
280,2,111999,-0.152037567780731,0.102979440692024,0.140731359358494
281,2,114528,-0.133691967259286,0.103647352607877,0.197938989523017
282,2,116024,-0.125792793059394,0.103922900125147,0.226918636299301
286,2,120090,-0.155356675670635,0.103396952874187,0.133855182423709
287,2,120291,-0.194631225714478,0.104400565697544,0.063113126106636
288,2,120726,-0.145449267860034,0.104019426197306,0.162904019184954
289,2,121716,-0.190864361247526,0.103692204974818,0.0665073260880148
290,2,123100,-0.176155628089791,0.103910227190283,0.090906502107414
291,2,124677,-0.171837503044674,0.103786430546468,0.0986745479423353
293,2,127887,-0.142424771584377,0.104628727992615,0.174306252641024
294,2,128935,-0.121469538652962,0.104604206781502,0.246333020252325
295,2,129053,-0.157289880337279,0.104788952468586,0.134245366351086
296,2,130040,-0.0987116872887066,0.105633876001571,0.350700284801588
297,2,130976,-0.145322259218598,0.104617440428701,0.165683317776439
298,2,132199,-0.161902301739823,0.10503630045674,0.124116901174566
299,2,133355,-0.203213843213911,0.105549370299507,0.0549953987275776
300,2,133435,-0.233425884629624,0.105603057468754,0.0277177030459406
302,2,135183,-0.191102982443367,0.105902937683886,0.0720034507765322
303,2,135402,-0.210131868922784,0.105784610373588,0.0477604487546398
304,2,135898,-0.212691535362087,0.106337464560254,0.0462490836605355
305,2,135912,-0.201140481284114,0.106480506246093,0.0597128094867797
306,2,135925,-0.213531378526807,0.105924584552954,0.0445696373289561
307,2,136002,-0.233215772699887,0.105726668112087,0.0280392192182891
308,2,136173,-0.165575366888516,0.106843144739731,0.122108355165287
310,2,138318,-0.179917575211163,0.109618807472028,0.1016253377851
311,2,138695,-0.192055649315766,0.107666160399955,0.0753139678381501
312,2,138818,-0.185635406062418,0.107498890980359,0.0850678395420828
313,2,139728,-0.181875533476637,0.10732277949699,0.0910220246037503
314,2,140174,-0.186110631430399,0.107302209228353,0.0837106865060822
315,2,140863,-0.168029103735571,0.107342965270119,0.118397299925061
316,2,141152,-0.186546135393095,0.107561007458016,0.0837327569382666
317,2,141292,-0.192852488197318,0.106749271228046,0.0716772144908085
318,2,141545,-0.179870041265043,0.107337944024917,0.0946754041781661
322,2,146723,-0.0894285349705539,0.107464301206721,0.405875771536552
323,2,147946,-0.187204609730364,0.10809679109708,0.0841785109208374
326,2,151397,-0.212220965718375,0.108238644992556,0.0507028011926119
327,2,153035,-0.122452903390147,0.107444239314865,0.255189069614394
328,2,153228,-0.0934288311016296,0.108313099327073,0.388953457813289
329,2,153455,-0.129512028622089,0.109027869530843,0.235679312255784
331,2,153815,-0.0962181269138914,0.108705857735262,0.376692449544967
332,2,154160,-0.114454261008526,0.107513712731298,0.287804984752462
333,2,154235,-0.0912974115164845,0.108652878265881,0.401327543448983
335,2,159870,-0.086124429485352,0.105915362324513,0.416683659629203
336,2,161229,-0.037757838232218,0.107622970703981,0.725921880275436
339,2,162696,-0.0804149028580748,0.107093079400003,0.453220345758946
340,2,163284,-0.0210945719880451,0.105752350309441,0.842008844286896
341,2,164166,-0.0505040540396225,0.10670642378529,0.636292353930344
342,2,165270,-0.132164572394246,0.105608608718266,0.211596684455136
343,2,165675,-0.12855018684578,0.107374048994821,0.232024790910409
346,2,168062,-0.0516858509751824,0.106589527601612,0.628044128721343
347,2,168518,-0.0265414790465108,0.106005098370961,0.802439718479337
348,2,168980,-0.0466850179908986,0.105935043077059,0.659703749041286
349,2,169651,-0.0145136558859374,0.106011696329387,0.891183006479009
352,2,170725,-0.0499659192416257,0.106169921462795,0.638201229953181
353,2,171254,-0.0937723573815846,0.106257939739415,0.378108428642454
354,2,172242,-0.0270912093942774,0.105107773512242,0.796752390441755
355,2,173254,-0.0369344783603953,0.104293627116685,0.72344588648252
356,2,173340,-0.0637838261433616,0.104244263796706,0.541018358339527
357,2,173385,-0.0458500265242318,0.104367056800952,0.660702017956268
358,2,173973,-0.0447549261292144,0.104091002271227,0.667487375369565
360,2,177341,-0.0932504676337037,0.103644726868048,0.368886552211734
361,2,180314,-0.0957387090652559,0.103673157403633,0.356394828407798
362,2,180339,-0.0894796155335137,0.103951506980041,0.389942235869193
363,2,182758,-0.171235042154509,0.103286030821265,0.0982315977910828
364,2,183619,-0.100204698050725,0.103958944465451,0.33576230532688
367,2,187176,-0.122512819073101,0.104459059745032,0.241654421610042
368,2,191066,-0.0908988401759472,0.105333736645309,0.388745168698131
371,2,191599,-0.107007009826929,0.103827659876678,0.303424004297028
373,2,191763,-0.0407345271568132,0.104373067815713,0.696566280696874
374,2,191959,-0.125968154789475,0.103924816287252,0.226281504861465
376,2,195759,-0.0220255792579905,0.105028526199536,0.834014649120428
377,2,196912,-0.00828032476572622,0.103335209733832,0.93617869845569
379,2,198110,-0.026903952064041,0.103945551194418,0.795919308383043
381,2,198805,-0.0097737496903514,0.104401882091071,0.925466830781631
382,2,198891,0.000363067781357723,0.103589941367855,0.997205515402087
383,2,199248,-0.0168378587041896,0.103822652232239,0.871257651296986
384,2,201782,-0.0143877297140809,0.103696103802734,0.889727622508505
385,2,203285,0.0114170954605056,0.103295105031442,0.912052735275239
386,2,203783,0.00406388775828376,0.103074238402946,0.968572398729625
387,2,204179,0.00564279567235226,0.103323440390101,0.956477733864066
388,2,205406,0.00582940010535438,0.10438499886636,0.955496729102825
389,2,205834,-0.00311194919121024,0.103885370232233,0.976119387469888
391,2,207192,-0.0780593801146366,0.103705169880037,0.452128972427333
392,2,207561,-0.0391810940792899,0.103308557665201,0.704720748049055
393,2,208682,-0.028255008026056,0.103144810958025,0.784294540034704
394,2,210102,-0.0460114093842162,0.103393182371428,0.656582416271103
396,2,214801,-0.0290921008655398,0.103405666390988,0.778614840691157
397,2,215016,-0.0176182748404629,0.103353997458327,0.864741845474197
398,2,218876,0.0648031107052147,0.104369840099354,0.535066887222828
399,2,227511,0.129577816063473,0.104939548219883,0.217731685042857
400,2,230378,0.0902009438624133,0.103729592671671,0.385122096438497
401,2,231943,0.0688859888775963,0.104073787079979,0.50846993296592
402,2,232156,0.1009354093968,0.103956941920861,0.332245568738929
403,2,232789,0.0764884267724825,0.10364713862932,0.461023281051228
404,2,238524,0.0549172309096484,0.103831899361976,0.59720362097374
405,2,241518,0.088190788450988,0.104669599399857,0.400043088708482
406,2,250396,0.000297324666927556,0.104060545567764,0.99772187926003
407,2,250466,0.0292948482569695,0.104012111411055,0.778378133243669
408,2,252305,-0.0115804641116272,0.104297707421854,0.911653457273244
409,2,254571,-0.000140613486958818,0.105764450996615,0.998939966431914
410,2,254742,0.0206280838533038,0.105663242564732,0.845329294626737
411,2,254908,0.0251653242494057,0.10646767998513,0.813285879602799
413,2,255862,-0.0514574752203758,0.105799267959637,0.627007432238593
414,2,255975,-0.0422396808876739,0.10542864396491,0.688922335023334
415,2,258311,0.00132291226095749,0.103711314258517,0.989829891616973
416,2,259284,0.034612157130378,0.10404423877687,0.739582607063592
417,2,266330,0.0423811685204747,0.104483636796551,0.685263944488031
418,2,267100,0.0461843390559783,0.104471450884479,0.658704799072564
419,2,268086,0.0143867865476895,0.104505178318611,0.890583057822125
420,2,274614,-0.00182691509099198,0.103872987357398,0.985977489442547
421,2,274729,0.00959447882594577,0.104439927453849,0.926856611968583
422,2,275746,-0.00730067759065273,0.104394860340041,0.944286344245559
423,2,277029,-0.0244163254943134,0.103902327866053,0.814350378171885
424,2,277741,1.73905421874676e-05,0.103951248642323,0.99986661226508
425,2,278218,0.00145651132590957,0.103763466433994,0.988808518523705
426,2,278379,0.00675602052704027,0.106330768713109,0.949374242363301
427,2,279910,-0.0343410189715834,0.103710954739871,0.740748513402488
429,2,283431,-0.0358541830874696,0.105228942394451,0.73351293646671
430,2,283573,-0.0624113032092377,0.103930679565052,0.548552437091296
431,2,286762,-0.0409320990821705,0.104227153644696,0.694763253606505
432,2,287187,0.0779247438149341,0.103680572386125,0.452801567926704
433,2,288379,-0.0925861442827008,0.102859172323608,0.368667214581032
434,2,294941,-0.13051538337657,0.102804320974653,0.205080741800183
439,2,297610,-0.0609248368695845,0.103509498167704,0.556511586058262
441,2,299680,-0.0562070035019985,0.103198002261226,0.586336748181161
442,2,299708,-0.0549043550543419,0.103417838316037,0.595823105277646
443,2,299759,-0.0539343930800535,0.103068623046699,0.601103390923667
444,2,300111,-0.0639545414674201,0.103773197152848,0.538099346656549
446,2,301710,-0.0867628451519117,0.103032806635024,0.400307996402194
447,2,303446,-0.15800894635902,0.103444573538187,0.127538573430841
448,2,303854,-0.172229154826614,0.103400233176557,0.0966692132123017
449,2,304472,-0.174558536271489,0.102508420096754,0.0894726055312445
450,2,304691,-0.193121549719936,0.104089845629552,0.0643818156352347
451,2,308097,-0.1222931028727,0.103288739118747,0.23721263110059
453,2,309402,-0.0988876699162163,0.102729219026609,0.336404664487726
454,2,310030,-0.0726539694936954,0.103369570019984,0.48260846363166
455,2,310113,-0.101818070231453,0.103010881799231,0.323623748362644
456,2,310972,-0.106786899586579,0.103153507879117,0.301273364048213
457,2,312659,-0.109823152761416,0.102743048834667,0.28584026411041
460,2,318265,-0.134361104006972,0.104000979601877,0.197229491433673
461,2,318379,-0.110024470316814,0.104391296141053,0.292621128465029
462,2,321266,-0.154678245492974,0.103528763872246,0.136053100741794
463,2,322957,-0.106581949244091,0.102772150497212,0.30041294691174
464,2,325221,-0.0637098451120312,0.103438060452685,0.538342500834165
465,2,332691,-0.112095402340565,0.104377414217828,0.283581747023089
466,2,333006,-0.0620751472075615,0.104290146473389,0.552080574590142
468,2,335046,-0.0786997914043214,0.103211928652246,0.446266826364387
469,2,335049,-0.0890208878113688,0.103627903229239,0.390899419118469
470,2,335995,-0.123257698392535,0.10294124537961,0.231969805963681
471,2,336060,-0.112776776805698,0.10283614541224,0.273535529705224
472,2,338292,-0.118892923569787,0.102810130627207,0.248286524618903
473,2,339568,-0.145762039700739,0.102867705526119,0.157369126409494
474,2,340466,-0.212271551028166,0.103437835804498,0.0408906754236842
478,2,348480,-0.178295226900538,0.102568253032856,0.0830284908150864
479,2,350086,-0.211564435035936,0.102393873626616,0.0395403181872854
480,2,351083,-0.24254386522552,0.103540814977919,0.0197102756196918
481,2,351335,-0.219988509822072,0.102503040601682,0.0325410196550091
482,2,351417,-0.224850102154995,0.102456757899225,0.0288442982340685
483,2,351450,-0.217968101902429,0.102613754969952,0.034351440505122
484,2,352302,-0.242191885225365,0.103281790796395,0.019582393958841
485,2,352469,-0.273382321236217,0.101997992355494,0.00770115380997013
486,2,352562,-0.261907170410382,0.10250823672979,0.0110380015808029
487,2,352944,-0.251627370052066,0.102280220127101,0.0143653326944481
490,2,355266,-0.25320907565691,0.102269161442351,0.0137581558782234
491,2,358277,-0.184982615658062,0.102698748965052,0.0725221396376931
492,2,358926,-0.2065842297565,0.102734698545059,0.0451010948892084
493,2,358948,-0.206635748420595,0.102767326480711,0.0451156583451191
494,2,359515,-0.192399916919767,0.102689610869163,0.0618106926066988
495,2,363190,-0.181992832007186,0.103757602947105,0.0802949635263543
496,2,363588,-0.175970692967428,0.104199815953067,0.0921444426120464
497,2,363888,-0.161660319186545,0.103364591084072,0.118717890570426
498,2,363954,-0.161785463044602,0.102950481924705,0.116965163866866
499,2,364199,-0.166214026867297,0.102789618860138,0.106764767075958
501,2,365981,-0.176855263058607,0.104827927444066,0.0924674023368515
502,2,366047,-0.157695260186711,0.103012789640413,0.126706587413372
503,2,366936,-0.162712889860514,0.104184227628264,0.119235747281582
504,2,369530,-0.154967275145653,0.10285245748006,0.132783213632367
506,2,369931,-0.182707503871602,0.103434363331866,0.0781912912624231
507,2,371033,-0.181239835889707,0.103164669639056,0.0798186432794499
508,2,372919,-0.1605364563621,0.102812727994026,0.119314739680786
509,2,373518,-0.144012027341147,0.102823293066933,0.162218732473259
510,2,376157,-0.15254941569254,0.103016675209212,0.139545854558391
511,2,376172,-0.137630780166841,0.103825018560097,0.18582838239155
514,2,381433,-0.0502819097475335,0.103973503625247,0.62896740853506
515,2,381922,-0.0169427144029079,0.104811884106075,0.871674912734368
516,2,382146,-0.00363623552739875,0.103238725174274,0.971922927799776
517,2,384206,-0.0352532167852382,0.103543279244984,0.733706323194832
518,2,384955,-0.0387951128812357,0.103308970319766,0.707495522142896
520,2,387301,-0.034129782514563,0.103839695375898,0.742594277256945
521,2,388313,-0.0214702757742818,0.103232581874627,0.835364800669234
524,2,390138,-0.0301371728366985,0.103547855518551,0.771187190160761
525,2,391233,0.106054993389863,0.103982736659098,0.308460692906215
530,2,395606,-0.0285741688161021,0.103520291640685,0.782690533725214
531,2,395726,-0.0301043477816101,0.103481222615719,0.771286380705388
532,2,395853,-0.0328745016215882,0.10377360971286,0.75158977829854
533,2,396484,-0.0241900089349288,0.103321582012579,0.815024839487894
534,2,396705,0.0215569934239003,0.103273358134145,0.834773779173108
535,2,398759,-0.0260990517234998,0.104114848176419,0.802210769520131
536,2,400386,-0.0234442687821293,0.103535467141556,0.820992552971805
537,2,400847,-0.0434746968993634,0.10342173927632,0.67447589070558
538,2,401130,-0.0293567315571546,0.104383889785851,0.778692527500916
539,2,401143,-0.0495467292310089,0.104155258735256,0.634581867866295
540,2,401979,-0.0298166340386322,0.104112020154468,0.774747493005995
541,2,403598,-0.0344126262623441,0.103556439353387,0.739853987990084
542,2,404844,-0.0506033182097658,0.104694979454162,0.629153680414562
543,2,405100,-0.0244420940849328,0.103762798050392,0.8139127377676
548,2,406181,-0.0432643811248984,0.103812606420861,0.677111219153861
549,2,406688,-0.0633852353525955,0.103183769458728,0.539416357831369
550,2,407621,-0.103586429444777,0.103939503559495,0.319639864177765
551,2,409016,-0.0473424224913624,0.105097799295621,0.652654861046406
552,2,410647,-0.0662614084235799,0.10353566592022,0.522596654363857
554,2,419803,-0.0308588007299371,0.104310166481235,0.767528559291239
555,2,419943,-0.0616942238643831,0.104887566150256,0.556778289532081
556,2,422349,0.0347180241823525,0.103635353468152,0.737822749492253
557,2,425467,0.0555542051325724,0.103237396172645,0.590832673870464
560,2,429095,0.0154391871874954,0.103888072951704,0.881943349476621
561,2,431266,0.000879177008737075,0.103947906182782,0.993256461024328
562,2,431446,0.00337253307987917,0.104367596511338,0.974239918430037
563,2,432524,0.0461872067731401,0.103336385356179,0.655178209913754
564,2,434090,-0.0338023221388857,0.10430252958365,0.746069706406493
565,2,441927,-0.0354604057258093,0.103184130659816,0.731305520667196
566,2,446471,-0.0526539140062593,0.104428933444316,0.614429703559398
567,2,449325,-0.0427539550018081,0.103830650497808,0.680760687455416
569,2,450017,-0.0429786723297181,0.103254395434438,0.677486902316755
570,2,451779,0.00541090400354133,0.103664642104575,0.958401857330846
571,2,451784,0.00645059603673515,0.104038260090387,0.950596208543989
572,2,453525,-0.0233010411174835,0.104064022210824,0.82295637407956
573,2,453768,0.0186184777487272,0.104204061664222,0.858296778867434
574,2,454027,-0.00399229217742103,0.103774050247778,0.96933389500262
575,2,455029,0.00911883764276489,0.103827875869904,0.930064386094901
576,2,455247,-0.0200031479682032,0.103488150408228,0.846843603236645
579,2,455756,-0.0351368447914184,0.111171652663374,0.752144225039117
580,2,457024,-0.00829151298943409,0.104253187398919,0.936654177074144
581,2,457298,0.018500820259182,0.1045507816805,0.859644945943464
582,2,460202,-0.00730313522675541,0.104791992548235,0.944478486666725
586,2,464424,0.00451190722194417,0.104249643486729,0.965502937095127
587,2,465824,-0.0104560583303922,0.105273315302022,0.920938220672153
