SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
131,1,176001,-0.107254644251007,0.164652076526816,0.515211045411506
133,1,177692,-0.114467043217268,0.162395682146074,0.481359009879625
134,1,178191,-0.120562669432876,0.162544670425463,0.458750050433774
135,1,178224,-0.114467043217268,0.162395682146074,0.481359009879625
136,1,178960,-0.123102528775367,0.163676776932592,0.452487616833986
140,1,183802,-0.130099672391113,0.162382814205668,0.423559940614657
141,1,183954,-0.107772844517133,0.163613134109169,0.510514414519406
142,1,184450,-0.0413371087245862,0.162265328075211,0.799064462584633
144,1,184718,-0.11038530001721,0.163096488655821,0.498969901971525
145,1,185296,-0.063297402752889,0.162475000198719,0.69708028939653
146,1,185438,-0.0404480956241766,0.162503338163926,0.803578059406659
147,1,185469,-0.049230124677736,0.162731049487135,0.762430461586024
148,1,185503,-0.0445437267151717,0.162313885824552,0.783915065426633
149,1,185705,-0.0683613158466934,0.164105144451817,0.677245976133918
150,1,185749,-0.041366451427199,0.164130708932212,0.801161776857959
151,1,185806,-0.0904810185819241,0.164294089047034,0.582169908322441
152,1,185879,-0.0971469341341283,0.165077927208965,0.556578873363379
153,1,185916,0.00870932030272523,0.165083117937715,0.957955219274439
154,1,185941,0.0310561165541046,0.165794657771435,0.85151990757364
155,1,185954,0.0082315791585635,0.166286536797059,0.960546938150466
156,1,186055,-0.0335971140263918,0.162958549588767,0.836777216873088
157,1,186896,-0.0479908053713427,0.165620476979179,0.772167130101646
161,1,190132,0.289030190429152,0.16244831615985,0.0760651789751808
162,1,190148,0.317071514315888,0.162349534680353,0.0516073228204966
163,1,190165,0.280028197440346,0.16380187077003,0.088227128035052
164,1,190169,0.309664229271931,0.163444534232421,0.0589606483973162
165,1,190933,0.0156140104497082,0.162939166914147,0.923712160463871
166,1,192149,0.133084109387298,0.164120658144781,0.417974133427614
168,1,192303,0.184555784518273,0.195592122981683,0.346032354800813
171,1,192795,0.164174621574147,0.162397905172739,0.312737334948391
173,1,194187,-0.00393591777536513,0.16276742420245,0.98072170722091
174,1,194867,-0.128125777273216,0.162535982128985,0.431055103074013
190,2,8314,0.234754664973728,0.164960870684817,0.15559234936744
194,2,8498,0.175192570720497,0.164927726744461,0.288853615667416
195,2,8651,0.148106512568525,0.165157760695418,0.370459316874059
197,2,9812,0.107394270881568,0.16622998122414,0.518661323350314
198,2,9932,0.125631078168697,0.165537684962805,0.448402459243999
199,2,10135,0.112321937031688,0.164929899035829,0.496300040570841
200,2,11616,0.168889531100117,0.164617793675928,0.305617934760651
201,2,12133,0.162855543502941,0.165291324801131,0.325169376160447
202,2,12194,0.176606151609717,0.165892393762781,0.287792520680048
203,2,12359,0.148157451073018,0.165484904380038,0.371240632002009
204,2,13061,0.161034205953884,0.165438614531495,0.331032296836528
205,2,14298,0.142364977541785,0.166010255255135,0.391713248978198
206,2,15222,0.185230660454988,0.167513754035844,0.269581766237012
207,2,17986,0.134499520443097,0.164707543243443,0.414710075302077
208,2,19770,0.172591124280643,0.165748529958909,0.298456863869694
209,2,19836,0.174402452668059,0.165286374420963,0.292076876245483
210,2,19851,0.168366840098235,0.165789509176544,0.310541267950832
211,2,21595,0.132110538300151,0.165196197833271,0.424411435203736
212,2,22385,0.133698222937535,0.165349179112345,0.419300736163374
213,2,23441,0.143329844309619,0.166935462130958,0.391146979933822
214,2,24209,0.180402229309817,0.165455303914736,0.276307928296652
215,2,24341,0.167167044705983,0.165887256831536,0.314281640599815
216,2,26815,0.226299198643364,0.165488874931298,0.172351605670992
217,2,28209,0.182177447746869,0.165698988685263,0.272321881663552
221,2,41245,0.062147313391357,0.165312688344996,0.707188849559816
222,2,43214,-0.0549566439462452,0.168001031576181,0.743770358028067
223,2,47104,0.129760786074792,0.163196254473677,0.427077346249112
224,2,50915,0.0898006023937789,0.164877950258444,0.586338878878552
225,2,55834,0.0470816479691836,0.164165896906993,0.774438998138756
226,2,56422,0.102573146110579,0.164387921326669,0.533050239822883
227,2,57715,0.0853596821363777,0.163873392334911,0.602771385004743
228,2,59046,0.0903705711598379,0.164695442480208,0.583549131419915
229,2,59191,0.109795229758421,0.163718011743109,0.502890826035211
230,2,59383,0.124257550547038,0.163735940792619,0.448424844585247
231,2,59477,0.107250989918643,0.166237102684394,0.51923690358686
233,2,60471,0.0769246128916513,0.164039072351855,0.639401431647692
234,2,60478,0.084169975652518,0.164216310289816,0.608582837841348
235,2,60786,0.0980527169231633,0.163924235758115,0.550117584893979
236,2,61035,0.132861582982512,0.16384292848188,0.417964743598897
237,2,61071,0.139663388172514,0.163082185087504,0.392358192976622
238,2,61675,0.0754103030159567,0.16367229525843,0.645269177346044
240,2,62939,0.159714981546919,0.163217280785748,0.328476416561543
241,2,63527,0.142507685960059,0.163876559961293,0.385107842392135
242,2,63857,0.152064550163014,0.163890434110866,0.354123118113528
243,2,65527,0.0709250315424315,0.163505607434565,0.664715097453002
247,2,67976,0.137585992019804,0.165743149320509,0.407034408434684
250,2,72389,0.214038819633902,0.164487705143846,0.194023234147998
251,2,72392,0.0383271090230046,0.165990355778773,0.817526557900897
252,2,73646,0.180335649112523,0.162315966952432,0.267317591044145
253,2,74564,0.260178213958789,0.161688321576657,0.108480897404217
254,2,74739,0.304865882938105,0.162003236588439,0.0606788435530742
257,2,80873,0.228625060227437,0.162747997766493,0.160966172813534
258,2,81501,0.257056207642353,0.162600488184601,0.114794928545686
259,2,83526,0.25181611592963,0.162369726517954,0.121826267177471
260,2,83845,0.307946425059453,0.162251031557455,0.0585165383027343
263,2,84447,0.244640239846903,0.164644810969133,0.138206911811177
264,2,87391,0.280979738129523,0.161666456999431,0.0830790968789652
265,2,87562,0.30785185213634,0.161940730468492,0.0581141781833265
266,2,87849,0.313984693527202,0.161891873336717,0.0532403527805198
267,2,87878,0.295881215427387,0.162691092657825,0.0698092165164117
269,2,89785,0.250719906922928,0.162924145914348,0.124730670395788
272,2,93721,0.244444850415495,0.162455950683193,0.133299561327727
273,2,93952,0.196469623763419,0.162173137086577,0.226521588976653
274,2,95085,0.286436923387046,0.162021044307558,0.077941487531588
276,2,107124,0.305834501401607,0.162001941860747,0.0598667779527682
277,2,111645,0.438507509221019,0.161241545761417,0.00685987393757469
278,2,111916,0.39393446105409,0.161954404103477,0.015496373862739
279,2,111931,0.406586489368283,0.162117729710646,0.012590746717336
280,2,111999,0.437052303462824,0.161299622894268,0.00706571831363142
281,2,114528,0.338288928683139,0.162914220859211,0.0385722261866647
282,2,116024,0.377612331375694,0.163061959648685,0.0211439017550374
286,2,120090,0.153404642996275,0.163443208154798,0.348587805652313
287,2,120291,0.191013191915052,0.165205917297277,0.248376036646461
288,2,120726,0.15361998548527,0.164358888511197,0.350601500685088
289,2,121716,0.217094073178138,0.163968616656927,0.186360492441697
290,2,123100,0.112495298595921,0.164493049313815,0.494492748399785
291,2,124677,0.0397888804862862,0.164361597324357,0.808857691004458
293,2,127887,0.17828221264506,0.165229984641523,0.281326976367378
294,2,128935,0.159133627387598,0.165128702117129,0.335858793801374
295,2,129053,0.216633561333439,0.165447799015412,0.191258250753288
296,2,130040,0.199616317326697,0.16652276417454,0.231435923325804
297,2,130976,0.095238635313618,0.165424586618051,0.565169681932431
298,2,132199,0.175167637395268,0.166007710214809,0.292065695058432
299,2,133355,0.137937820917622,0.167232970502248,0.410028349664431
300,2,133435,0.134844475011847,0.167602176830415,0.421620427139884
302,2,135183,0.16268818400236,0.167625185561484,0.332438255507208
303,2,135402,0.17879202296544,0.167553315587094,0.286667016329575
304,2,135898,0.248474498406967,0.168194228241876,0.140484974580928
305,2,135912,0.239285464686034,0.168356944425525,0.156112819892723
306,2,135925,0.250095147930768,0.167545208788127,0.136408276864966
307,2,136002,0.192979803067156,0.167633020070197,0.250427473463736
308,2,136173,0.183781062581113,0.16885251014678,0.277155889374609
310,2,138318,0.218719823610432,0.173210133218622,0.207515174621757
311,2,138695,0.161993940635837,0.170407491460683,0.342444222742186
312,2,138818,0.165414945994291,0.17008486182307,0.331446115896515
313,2,139728,0.161709115074324,0.169789235276986,0.341540318890681
314,2,140174,0.147625847697289,0.169825574120632,0.385285070223881
315,2,140863,0.128759353786616,0.169800237708948,0.448777957826059
316,2,141152,0.132710311565144,0.170270729632718,0.43626182543198
317,2,141292,0.147111938586294,0.169010572922605,0.384656770422664
318,2,141545,0.172495768685608,0.169767956519213,0.310292955006997
322,2,146723,0.231594591346292,0.16926112568132,0.172098434785702
323,2,147946,0.276557057866794,0.170630242504786,0.105953972533907
326,2,151397,0.202451655982789,0.171353662791739,0.238205745453354
327,2,153035,0.190833034832795,0.169519067065676,0.261043755406973
328,2,153228,0.154164427392745,0.170865367351054,0.367535726805245
329,2,153455,0.103897600403022,0.172264660532935,0.546810998849106
331,2,153815,0.142586712784721,0.171524320403865,0.406370902271959
332,2,154160,0.129712045383672,0.169752835649864,0.445304399629393
333,2,154235,0.12088222166443,0.171469015509052,0.481287586613256
335,2,159870,0.155129457685111,0.167051940597961,0.35371536776298
336,2,161229,0.145083245483746,0.169647427891135,0.393018005050952
339,2,162696,0.180419364008502,0.168819479342457,0.285929833600059
340,2,163284,0.230180200024481,0.16640127579654,0.167452060835681
341,2,164166,0.160512431065023,0.168184037709841,0.340541555120349
342,2,165270,0.228335810580375,0.166541848403954,0.171232979106063
343,2,165675,0.183320712531412,0.169463676658581,0.280093197664834
346,2,168062,0.0879168228632856,0.168153953010517,0.601416865237714
347,2,168518,0.0528023180812964,0.16723225115359,0.752384607962473
348,2,168980,0.133049025523632,0.167026408730538,0.426233428961448
349,2,169651,0.164661554625907,0.167026092293068,0.324885236154383
352,2,170725,0.207204673884968,0.167190251984464,0.216044924538609
353,2,171254,0.303071941565926,0.16704771023458,0.0704828487761506
354,2,172242,0.0531778456966803,0.165816781147982,0.748625668970523
355,2,173254,0.0262667458380214,0.164564166740604,0.873276433351088
356,2,173340,0.0519171691701186,0.164526985841806,0.752527434641087
357,2,173385,0.0338765065161877,0.164691862153404,0.837146721784136
358,2,173973,0.0859255188579771,0.164200522134719,0.601096433329264
360,2,177341,0.147751786510691,0.163515510500568,0.366826438372288
361,2,180314,0.0689374203745678,0.163718322125812,0.673957784731547
362,2,180339,0.0555741863646689,0.164146506058155,0.735139086551124
363,2,182758,0.135039558884671,0.163426408620866,0.409190969709393
364,2,183619,0.010892982495915,0.164227531461728,0.947153761983611
367,2,187176,-0.0544423571968328,0.165097228333412,0.741777385714925
368,2,191066,-0.017985766404523,0.166354272240092,0.913964111210716
371,2,191599,-0.0279025187304769,0.16404527537413,0.865036519166548
373,2,191763,-0.0451321884340762,0.164684213588346,0.78420425348265
374,2,191959,-0.0713457811893141,0.164255977437822,0.664294384800633
376,2,195759,0.128828039048539,0.165568705225643,0.437034722278396
377,2,196912,0.11260496135858,0.162920093393664,0.489914986972958
379,2,198110,0.110368092149548,0.163902055314117,0.501147258872984
381,2,198805,0.132486518672536,0.164562702862825,0.421314115127894
382,2,198891,0.123033310116039,0.163299453089907,0.451698904709962
383,2,199248,0.112826523126735,0.163693824686221,0.491116625071686
384,2,201782,0.0800230267590746,0.163547194162311,0.624935874240107
385,2,203285,0.251649987131519,0.162417018481939,0.122180068429085
386,2,203783,0.17480259152452,0.162351077476177,0.282351829391253
387,2,204179,0.178319209501346,0.162734402344224,0.273927176956703
388,2,205406,0.0831672267123154,0.164626259627137,0.613741987859629
389,2,205834,0.125594195118728,0.163760614343621,0.443631152713371
391,2,207192,0.10013908217693,0.163656966983413,0.541008387824622
392,2,207561,0.079162276352273,0.162965509633726,0.627438057684536
393,2,208682,0.0383079109728843,0.162732949009604,0.814032049642642
394,2,210102,0.0345810938354957,0.163155642610052,0.832267145182171
396,2,214801,-0.00396847577904486,0.163158122245223,0.980608804619002
397,2,215016,-0.0232695651528178,0.16306046111647,0.886604479154111
398,2,218876,-0.16724222696672,0.164510362190049,0.31003713908091
399,2,227511,-0.194776526670431,0.16559289878021,0.240292716504595
400,2,230378,-0.138890565243969,0.16365933393354,0.396647548051014
401,2,231943,-0.140463149032077,0.164125718104475,0.392674255527292
402,2,232156,-0.174231600708398,0.163966527228782,0.288687654095471
403,2,232789,-0.131763952845862,0.163496680618239,0.420836094534742
404,2,238524,-0.133573730698101,0.163723034936823,0.415135072756467
405,2,241518,-0.239894826569108,0.16480613349223,0.146386903202219
406,2,250396,-0.298346686275855,0.163403395403842,0.068720663078581
407,2,250466,-0.307132395050886,0.163299009433925,0.0608224312237256
408,2,252305,-0.287726152398557,0.163836023318672,0.079924198180568
409,2,254571,-0.151379859525363,0.166666714221799,0.364350548498395
410,2,254742,-0.18516356736794,0.166419121378115,0.266622785153063
411,2,254908,-0.169606330348996,0.167741376222593,0.312652493422892
413,2,255862,-0.228801553764894,0.16652752012027,0.170327005626133
414,2,255975,-0.212501663577836,0.165984472049839,0.201297768287267
415,2,258311,-0.40982685927448,0.162161736109948,0.0119312075632578
416,2,259284,-0.291071806416319,0.163440560428022,0.0757881186545962
417,2,266330,-0.218796610983452,0.164467293187123,0.18426668829387
418,2,267100,-0.217864726604758,0.164458749924818,0.186115059928939
419,2,268086,-0.158980403463749,0.164661790424653,0.334957095868233
420,2,274614,-0.144688471022376,0.163696275649492,0.377360579828261
421,2,274729,-0.173161627961902,0.164515702515183,0.29326549481008
422,2,275746,-0.0956568684724544,0.164623021327663,0.561566663455033
423,2,277029,-0.0863910285604372,0.163871861275692,0.598395254432203
424,2,277741,-0.120955464889862,0.163874312277265,0.460944691237119
425,2,278218,-0.13318192450535,0.163550963138924,0.416013780258445
426,2,278379,-0.106085757843635,0.16766072328616,0.527312661751509
427,2,279910,-0.148924466376366,0.163454945988378,0.362862279922169
429,2,283431,-0.15071166961138,0.165849919975154,0.364116242813032
430,2,283573,-0.143555143541422,0.16387397008172,0.381620610789671
431,2,286762,-0.126769790889813,0.16433346521584,0.440975284244709
432,2,287187,-0.149505382859115,0.163510995016526,0.361159957645161
433,2,288379,-0.0713776932302926,0.162419486110181,0.660593480674629
434,2,294941,0.00868459512241337,0.16256044076933,0.957424469885017
439,2,297610,-0.0276649698398333,0.163377261771924,0.865632637348878
441,2,299680,0.0504152226893064,0.162858635932266,0.757074945533611
442,2,299708,0.0821942491804533,0.163165660431504,0.614753238565856
443,2,299759,0.0602016487841069,0.162639723218379,0.711490172910449
444,2,300111,0.00539698862828436,0.163807614689068,0.973735380362399
446,2,301710,0.0796203124517205,0.162659713638222,0.62479882026889
447,2,303446,0.0562942898485698,0.163712393466109,0.73115563163694
448,2,303854,0.094251279580388,0.163694361672791,0.565133489407487
449,2,304472,0.0184752770194008,0.162384329479367,0.909480837514986
450,2,304691,-0.0117457935840897,0.165016941942082,0.943295349261537
451,2,308097,0.286052577206179,0.162567357548258,0.0793428250913283
453,2,309402,0.107909724537701,0.162183671346198,0.506257917453836
454,2,310030,0.120524839721682,0.163070969606614,0.460340842650694
455,2,310113,0.124417854134338,0.162607083959455,0.444696966870162
456,2,310972,0.127753591867509,0.162847100848564,0.433272763355738
457,2,312659,-0.0102322547284653,0.162355782207492,0.949783339005819
460,2,318265,-0.126689051115074,0.164328335014402,0.441251838920407
461,2,318379,-0.138207719138226,0.164789797245302,0.402210294639902
462,2,321266,-0.133430924816627,0.16369580918294,0.415556032836749
463,2,322957,-0.191316957841037,0.162067728209098,0.238606030534438
464,2,325221,-0.177384384149604,0.163005555299139,0.277244523166151
465,2,332691,-0.207049452794746,0.164573313447921,0.209187640408159
466,2,333006,-0.218403372908981,0.1642069920796,0.184360775639485
468,2,335046,-0.0742210138122439,0.162920474380607,0.648982259994242
469,2,335049,-0.0856831213534473,0.16359783640294,0.600786382362278
470,2,335995,-0.152841963663208,0.162533278188469,0.347669125708028
471,2,336060,-0.161384992984491,0.162290441537263,0.320699192418056
472,2,338292,-0.147322645955049,0.162318083457509,0.364699801724333
473,2,339568,-0.241280148791758,0.162244698049017,0.137871195504609
474,2,340466,-0.233293427787905,0.163691015315358,0.154981213864851
478,2,348480,-0.0797826405903053,0.162454436060332,0.623655386156119
479,2,350086,-0.183347239258744,0.162224349453108,0.259155984555002
480,2,351083,-0.199310379724581,0.164275772606567,0.225838959719548
481,2,351335,-0.170111978348527,0.162515539836095,0.29593439050529
482,2,351417,-0.146321441502147,0.162555419560073,0.368663310844232
483,2,351450,-0.216447721122201,0.162514138463559,0.183762178895481
484,2,352302,-0.201328073273157,0.163858760473034,0.220014654834805
485,2,352469,-0.206095846896657,0.162177750319196,0.204635846077662
486,2,352562,-0.2139697214919,0.162814827668272,0.18963537402702
487,2,352944,-0.220789662679107,0.162317033471453,0.174622876710012
490,2,355266,-0.229328219672044,0.162283491635917,0.158497648699643
491,2,358277,-0.232868338810456,0.162294974734505,0.152216267168853
492,2,358926,-0.228418861668609,0.162553059165807,0.160842514366425
493,2,358948,-0.231498320185234,0.162592509881113,0.155389267306423
494,2,359515,-0.221186544335855,0.16238765476228,0.174038115472358
495,2,363190,-0.112097433570827,0.164298712209009,0.495510486948358
496,2,363588,-0.077468115526674,0.165004118144755,0.639007856530913
497,2,363888,-0.0915012580505805,0.163566701858758,0.576234984097406
498,2,363954,-0.056687678138544,0.162961068808695,0.728152473785676
499,2,364199,-0.0731188014110176,0.162721027446876,0.653454480112552
501,2,365981,-0.164487692400958,0.165818295336088,0.321888927336577
502,2,366047,-0.098703177164605,0.162974055723702,0.545144776608435
503,2,366936,-0.0819229449409947,0.164877534305823,0.619588978876199
504,2,369530,-0.144883421752615,0.162605371381714,0.373529345796361
506,2,369931,-0.109283697999237,0.163801622602045,0.505098767795262
507,2,371033,-0.22088355011298,0.163046429923584,0.176370654486762
508,2,372919,-0.178605817321784,0.162485861517596,0.272426294909046
509,2,373518,-0.155796936590702,0.162459796209525,0.338221331703031
510,2,376157,-0.236632025572578,0.162543077082076,0.146333599732512
511,2,376172,-0.226751885161575,0.163764654774295,0.167043119184795
514,2,381433,-0.0835563734501971,0.16402988241343,0.610792078141709
515,2,381922,-0.0386830170298583,0.165351819098795,0.815164300148518
516,2,382146,-0.0231241195311667,0.162872227766118,0.887179122906152
517,2,384206,-0.0371701837255243,0.163371918795901,0.820152064968718
518,2,384955,-0.0805980408183247,0.162963515958199,0.621206250072909
520,2,387301,-0.057866882000652,0.163820840005085,0.724124821575825
521,2,388313,-0.0549399666215051,0.162850626866778,0.736042900015504
524,2,390138,-0.107988692724504,0.163282767680022,0.508812901670402
525,2,391233,-0.000628330933967303,0.164291934667573,0.996950675635826
530,2,395606,-0.304964136547856,0.162529933695267,0.0614311653296016
531,2,395726,-0.30427883467666,0.162473583942366,0.0619237912432177
532,2,395853,-0.291912556103484,0.16300495046911,0.0741788533490369
533,2,396484,-0.262724509791216,0.162419130764976,0.106648222328877
534,2,396705,-0.30768404423523,0.162116246217944,0.0585218898615912
535,2,398759,-0.231414026439072,0.163811042514114,0.158628289763581
536,2,400386,-0.223880349419113,0.162921434671214,0.170263421157959
537,2,400847,-0.220056510106688,0.162785349854259,0.177298400446391
538,2,401130,-0.229829591466816,0.164246839007441,0.162602974796016
539,2,401143,-0.221053729215813,0.163953629042904,0.178436080608231
540,2,401979,-0.146170626371958,0.164089115478305,0.373643071454487
541,2,403598,-0.139708138890866,0.163234113569226,0.392647015607079
542,2,404844,-0.118590398708906,0.165108121896881,0.47307269759677
543,2,405100,-0.148092393010648,0.163526416688385,0.365756015885714
548,2,406181,-0.151881466498136,0.163622703512449,0.353916309979266
549,2,406688,-0.0507701089234148,0.162854460745495,0.755413493853829
550,2,407621,-0.153325473225863,0.164009818883749,0.350501853779838
551,2,409016,-0.160694103232532,0.16563657237964,0.332630627178827
552,2,410647,-0.117511118502383,0.163320085888868,0.472300240065256
554,2,419803,-0.122834908376578,0.164457470016922,0.455615151611627
555,2,419943,-0.0810291091519441,0.165502807631275,0.624725634464769
556,2,422349,-0.155686720135733,0.163318248615724,0.341104543947152
557,2,425467,-0.048162899330206,0.162921120392269,0.767693372780341
560,2,429095,-0.0782479502396316,0.163853255731304,0.633266823770052
561,2,431266,0.0259792179511557,0.163989632270861,0.874216537715293
562,2,431446,0.0437328969661134,0.16464136799767,0.790682932933774
563,2,432524,0.0447368622914661,0.163059408350652,0.783969015882897
564,2,434090,-0.0404318185641919,0.164565331955883,0.806066115470368
565,2,441927,-0.0993411667073556,0.162731814783741,0.541950344581793
566,2,446471,-0.153636856088034,0.164610679991743,0.351285150332103
567,2,449325,-0.253652727572024,0.163292645929251,0.121232537557627
569,2,450017,-0.347222537732872,0.16188984873895,0.0326503493362864
570,2,451779,-0.356492058392388,0.162444806972833,0.0288473923065786
571,2,451784,-0.354093276230736,0.163053317722535,0.0305481628687425
572,2,453525,-0.381578188291321,0.162929381655576,0.0197368104662277
573,2,453768,-0.396527267982697,0.163046748996938,0.0155129424070011
574,2,454027,-0.362485124286329,0.162580763904491,0.0264046158835235
575,2,455029,-0.382756511673199,0.162536136794852,0.0190745094370666
576,2,455247,-0.403631144871441,0.161859270022756,0.0130984120468726
579,2,455756,-0.316025972099827,0.174608647539512,0.0711600297000723
580,2,457024,-0.442019466662229,0.16278730317756,0.00694667788761658
581,2,457298,-0.47868733254846,0.162974423076288,0.00352942215128884
582,2,460202,-0.428272868629448,0.163749322748356,0.00929419434362674
586,2,464424,-0.445592573207364,0.162753006597691,0.00649763062177804
587,2,465824,-0.331386847818092,0.165149629866545,0.0455560701024202
588,2,470145,-0.286791547475235,0.163008370326016,0.079381444945708
589,2,470686,-0.269392197416699,0.162992771828265,0.0992634692719296
590,2,471144,-0.258382022429068,0.163326907798182,0.114546694937071
591,2,471830,-0.296681904576691,0.162673891500959,0.0690302681903855
592,2,472403,-0.303030900711313,0.162787330552619,0.0635025817482997
593,2,473668,-0.315196038355863,0.16380631751679,0.0551332262986128
