SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
77,1,93789,0.0350118680880659,0.0749484056831734,0.640683445603309
78,1,94351,0.0171972776744806,0.0751633075937056,0.819157759990846
79,1,99148,0.00542503764990865,0.0749710127263772,0.942354963694693
82,1,106800,0.00738822354552623,0.0750716668308625,0.921658142939551
83,1,107970,0.00171527425082969,0.0748502274205647,0.981730157049799
84,1,109000,-0.0296302673501732,0.0749656080123707,0.69289604340498
85,1,112549,-0.0411666495635669,0.0748652581077831,0.582751784508414
86,1,112742,-0.0519289421873118,0.0751382977111786,0.489949695465353
87,1,113050,-0.0532393520135075,0.075009120058894,0.478314283363592
88,1,113135,-0.0627516939710727,0.0747969036090373,0.402058895473086
89,1,114076,-0.0202891723073124,0.0748636481276601,0.78653789283713
90,1,114628,-0.0320833340838512,0.0750414211551663,0.669245532550746
91,1,116283,-0.00537764831673682,0.0754777858170362,0.943240653676311
93,1,127853,0.0567973419962746,0.0752771208387853,0.451046074853569
94,1,128302,0.0794595665494078,0.0749291533238439,0.289659214175748
95,1,128704,0.0349594158912787,0.0751000704052945,0.641857320076665
96,1,128911,0.0270386578571866,0.0751176476065348,0.719099176960059
97,1,130267,-0.025431020121281,0.0750836188623156,0.735035126633875
98,1,130271,-0.0251084649948146,0.0751730693807054,0.73857127199632
99,1,130613,0.0367390264250361,0.0758623494195807,0.628483679000327
100,1,132012,0.0164737993613499,0.07572139149784,0.827899159252283
101,1,133231,-0.0239594393124694,0.0751782994064268,0.750141337627076
102,1,137074,-0.0290563964066765,0.0750662509698085,0.698932681922487
103,1,137304,-0.0407341793256823,0.0750769793847723,0.587771364641807
104,1,139686,-0.0895493359618571,0.075055799740869,0.233630132050673
105,1,149562,-0.027187655764819,0.0753646628900945,0.718503575215695
106,1,150447,-0.0384052434953053,0.0761872554507076,0.614512511628239
108,1,154084,0.0176636076354184,0.0764443550006752,0.817398246420158
110,1,157269,-0.0107742586860746,0.0750604342037322,0.885944744133428
111,1,160054,-0.0592284824379921,0.0757101790600368,0.434559552817259
112,1,166222,-0.0466169466314155,0.0751743884554723,0.535580594841477
113,1,166416,-0.0446208907364533,0.0750250447549587,0.552393883472105
114,1,167326,-0.0783071857933805,0.0753740262492973,0.299555479340131
115,1,168836,-0.05071364016505,0.0750829294553221,0.499841622747184
116,1,171200,-0.0598492236807471,0.075176488157986,0.426499521549463
117,1,171431,-0.0372288744562076,0.0756877656051369,0.623113862526108
118,1,173339,-0.087639114142984,0.0749799461637571,0.243259201787948
119,1,173845,-0.10031863193458,0.0748724796373025,0.181152764697096
120,1,175121,-0.0553246557598802,0.0748559015932412,0.460348308530171
121,1,175281,-0.0728684650575429,0.0748770943548937,0.331133053496596
122,1,175315,-0.0631568172201618,0.0748784536836569,0.399543625744426
123,1,175523,-0.0701147651756845,0.0752861195840236,0.352329381222005
124,1,175541,-0.0682022211220194,0.0749831028192252,0.363671057691754
125,1,175653,-0.0769504249470377,0.0751970140892392,0.306858480508781
128,1,175856,-0.0937575210953566,0.0763888964991269,0.220501035319013
129,1,175876,-0.0748982500393636,0.075273067813798,0.320407831313643
130,1,175989,-0.075517211348709,0.0754866887940989,0.317800129395062
131,1,176001,-0.0788633977116712,0.0758714945441136,0.299314442564581
133,1,177692,-0.0378463500331905,0.0749267966632102,0.613796070172159
134,1,178191,-0.0339915367742354,0.0750064760136555,0.650696586127638
135,1,178224,-0.0378463500331905,0.0749267966632102,0.613796070172159
136,1,178960,-0.0551908526121528,0.0754953865973945,0.465233977930987
140,1,183802,0.0150369066409933,0.0749590349317893,0.841125587246356
141,1,183954,-0.00181854869799369,0.0755089998032466,0.980799320245598
142,1,184450,0.0175447835189412,0.0748421084210103,0.814791767191805
144,1,184718,0.0326897488746593,0.0752530884210846,0.664265262167032
145,1,185296,0.033084049982853,0.0749331820731526,0.659111241504579
146,1,185438,0.0131727542367601,0.07495412903108,0.860595671076179
147,1,185469,0.0122430491589497,0.0750627582722078,0.870529747515912
148,1,185503,0.00963362095812828,0.0748696804546354,0.897690580870732
149,1,185705,0.014666545772039,0.0757042036831463,0.846494900166447
150,1,185749,0.0492698663562432,0.0756627979838092,0.515355966333635
151,1,185806,0.0347378851916536,0.0757867696995242,0.646973398604933
152,1,185879,0.018435500288027,0.0761693195229733,0.808895024465096
153,1,185916,0.0322631293062381,0.0761216276113502,0.671943154262641
154,1,185941,0.0493409381716937,0.0764275692114996,0.51896378854917
155,1,185954,0.0518377621688979,0.0766463657027337,0.499277961057983
156,1,186055,0.0100138890837547,0.0751634219967453,0.894088807521249
157,1,186896,0.0103406454931528,0.0763956395067505,0.892407174434714
161,1,190132,-0.0685952849326238,0.0751720506138017,0.362122818562178
162,1,190148,-0.0705318676412262,0.0751897001604584,0.348858923301247
163,1,190165,-0.0619169258678746,0.075790238049525,0.414507320004585
164,1,190169,-0.071614147497701,0.0756713134541804,0.344599941681178
165,1,190933,-0.151939063674071,0.0747164576581328,0.0427453246152027
166,1,192149,-0.121705996675181,0.0754898332378738,0.107808368724776
168,1,192303,0.0852246405336405,0.0902119779775374,0.345450380763222
171,1,192795,-0.144775768122598,0.0746137125480347,0.0531347126615231
173,1,194187,-0.145434404527226,0.0746725617449554,0.0522519051110177
174,1,194867,-0.061681000445898,0.0749599859036065,0.411147471148652
190,2,8314,-0.0674209256886018,0.0762178209978939,0.376984132636063
194,2,8498,-0.0497839265371949,0.0761444122225838,0.513660333540698
195,2,8651,-0.0435819029017479,0.0762265534784049,0.567860822144389
197,2,9812,0.00997329502788102,0.0767131349372869,0.896634418067763
198,2,9932,-0.00589141472901411,0.0764119715461561,0.938587135441239
199,2,10135,-0.0055487308548825,0.0761194091830095,0.941930889990423
200,2,11616,-0.0268367947993816,0.0760257703458663,0.724302111552658
201,2,12133,0.00869432179649321,0.0763400745841991,0.909390250772913
202,2,12194,0.00588596084934134,0.0766360415238216,0.938822914939605
203,2,12359,-0.00116049198145118,0.0764125899676159,0.987891426852173
204,2,13061,-0.0246439537288083,0.076395732163268,0.747202151109739
205,2,14298,0.00539968047819483,0.0766474927905652,0.943876794365143
206,2,15222,-0.0103577317839652,0.0773934969459991,0.893611634100112
207,2,17986,-0.000185149991657418,0.0760391867697108,0.998058585402031
208,2,19770,0.00187861902003572,0.0765648516809133,0.980438684431976
209,2,19836,-0.00877819951640069,0.0763531370438982,0.908535520670312
210,2,19851,0.00295504126902268,0.0765779601497356,0.969240153298857
211,2,21595,-0.0319780200322644,0.0762428440927244,0.675161975672401
212,2,22385,-0.0104268315568439,0.0763319830855469,0.89142606188442
213,2,23441,0.0195503911906783,0.0770683733164361,0.799893616028653
214,2,24209,-0.00467712017555755,0.0764403450987062,0.9512452768947
215,2,24341,0.0117169337410536,0.0766190187515056,0.878545101334778
216,2,26815,-0.00335942303018388,0.0765295289346354,0.965011261178675
217,2,28209,0.0265125245563393,0.0765424827972777,0.729266079465589
221,2,41245,-0.084269076185318,0.0761298312680736,0.269085403524056
222,2,43214,-0.0496444334968357,0.0774531983138066,0.521964299975083
223,2,47104,-0.0184454907991257,0.0753313992595231,0.806708708355195
224,2,50915,0.015620219365922,0.0760734679394619,0.837432103351283
225,2,55834,-0.00342191116070978,0.0757262488051635,0.963983079702205
226,2,56422,0.00180914657314191,0.0758617905640645,0.980987384208294
227,2,57715,0.00843046594756569,0.0756104466279595,0.91128427257187
228,2,59046,0.00482144714384258,0.0759938426099519,0.949447878474375
229,2,59191,0.0057019025516003,0.0755585497160793,0.93988879149706
230,2,59383,0.0080421619160217,0.0755797070956641,0.915320386373798
231,2,59477,0.0210098610000193,0.0767099831701291,0.784331715055126
233,2,60471,0.0333180738223317,0.0756619362905748,0.659949896839056
234,2,60478,0.0261735647330041,0.0757562706224594,0.729926554192194
235,2,60786,0.021156224332061,0.0756361119321805,0.779863347535126
236,2,61035,0.00128005370092432,0.0756390071818976,0.986507448964175
237,2,61071,0.0111159056763296,0.0752935846348959,0.882715777090473
238,2,61675,0.0570250528118689,0.0754516585723838,0.450283558747399
240,2,62939,0.0324603799338946,0.0753623520609258,0.666931880751206
241,2,63527,0.0383421624805257,0.0756375884187547,0.612527860732633
242,2,63857,0.0221829059289028,0.0756735049241707,0.769587648403243
243,2,65527,0.021354938338913,0.0754246369892732,0.777243545009471
247,2,67976,0.0118043341206416,0.0765171161679073,0.877484614162131
250,2,72389,-0.0819590158903177,0.0759225937002652,0.281098543376446
251,2,72392,-0.135536753185373,0.0762243153565111,0.0762431816163553
252,2,73646,-0.0936284176804027,0.0748294363130776,0.211681196331027
253,2,74564,-0.0953280971631141,0.0746757640015787,0.202596775379553
254,2,74739,-0.0638330340806586,0.0750171431194038,0.395394714574529
257,2,80873,-0.0259744618513893,0.0752605030152974,0.730204147245934
258,2,81501,0.00171396782231292,0.0752606030439729,0.981843597052326
259,2,83526,-0.0387708620960825,0.0751155689392756,0.606073164897542
260,2,83845,-0.0391476139371511,0.0751864577030299,0.602920500778911
263,2,84447,-0.0273151275736381,0.0761617646241969,0.720074176998747
264,2,87391,0.000272951724920117,0.0748831942788297,0.99709374976791
265,2,87562,-0.0231486761122952,0.0750625857151219,0.757966225762715
266,2,87849,0.00144288741809871,0.0750655473940962,0.98467510668286
267,2,87878,0.00203281115250643,0.0753880757845119,0.978503186481174
269,2,89785,-0.0772523772429975,0.0752843566360428,0.305527689822786
272,2,93721,-0.0818701011388782,0.0750424730401456,0.276024240972396
273,2,93952,-0.0605220495474104,0.0748846176232251,0.419517453820809
274,2,95085,-0.0649678780531162,0.0749787850282142,0.386813646644542
276,2,107124,-0.00270160022776689,0.0750956807058617,0.971322276243014
277,2,111645,-0.000811083640636034,0.0751438961764742,0.991394106569556
278,2,111916,-0.00271477251248997,0.0753208944551392,0.97126864066537
279,2,111931,0.00430885299999209,0.0754358579499791,0.954482378699194
280,2,111999,0.0140917115309219,0.0751615695718626,0.851387634974421
281,2,114528,-0.0243763473631438,0.0755867225193173,0.7472685702754
282,2,116024,-0.0250872677532128,0.0757658437814512,0.740753487261242
286,2,120090,0.00431557314428133,0.0754779790101847,0.954436879613659
287,2,120291,-0.00720659209602326,0.0763405135067817,0.924844480588877
288,2,120726,-0.0132431067390375,0.0758971309173802,0.861582319443933
289,2,121716,-0.0528918625749366,0.0757619172591476,0.485553907018236
290,2,123100,0.0313870896596465,0.0759004004010468,0.67946948352743
291,2,124677,-0.00948565720308869,0.0758125206072161,0.900499829522698
293,2,127887,-0.0246055446713276,0.0763227654120223,0.747349613793842
294,2,128935,0.000440797014401806,0.0762618357427915,0.995391480261675
295,2,129053,-0.00222159691560941,0.0764938888199541,0.97684686582792
296,2,130040,-0.0425753390960799,0.0769274941489602,0.58030729204703
297,2,130976,-0.0615782073301907,0.0762636071139316,0.41995735894957
298,2,132199,-0.0500529234061775,0.0766415084775847,0.514130771773798
299,2,133355,-0.0473636312302756,0.0771653881938794,0.539746971889722
300,2,133435,-0.0556904116244683,0.0773165963747584,0.471822811339716
302,2,135183,-0.0296459929682882,0.0774001647332797,0.701933735248365
303,2,135402,-0.0301479469007919,0.0773879185699493,0.697090078214075
304,2,135898,-0.0661353088300412,0.0777354010562077,0.395471263033595
305,2,135912,-0.0689527535262133,0.07778600727733,0.375983098006869
306,2,135925,-0.0781017188870232,0.0774082415903939,0.313685530649781
307,2,136002,-0.0838932958434049,0.0773329730950948,0.278736328744488
308,2,136173,-0.0491050034852325,0.0779660112416464,0.529216023679458
310,2,138318,-0.0562095896538013,0.0800134044162122,0.482829033774226
311,2,138695,-0.0709005976848289,0.0786064469162892,0.36768821311573
312,2,138818,-0.0551574896958691,0.0784977798451112,0.482728861674969
313,2,139728,-0.041760441034336,0.0783803222537676,0.594512518608538
314,2,140174,-0.0378113988543229,0.0783860006227429,0.629838983626987
315,2,140863,-0.0767055605849978,0.078273715310608,0.327774155902523
316,2,141152,-0.0874290156387794,0.078463035106897,0.265921405775145
317,2,141292,-0.082154130426245,0.0779131464892641,0.292406251034418
318,2,141545,-0.113120610622413,0.0781844012293182,0.148828085903389
322,2,146723,-0.134505781494285,0.0779463745314224,0.0852910082495182
323,2,147946,-0.14146335663271,0.0786318055829249,0.0728631456640037
326,2,151397,-0.163405332764378,0.0787098965490032,0.0386130965233703
327,2,153035,-0.0822890642662759,0.078204341511033,0.293413139835512
328,2,153228,-0.0756021268429043,0.0787957600920395,0.337978990590846
329,2,153455,-0.0642766089470523,0.0794202887364074,0.418874965421547
331,2,153815,-0.0941898485017574,0.0790300988630492,0.234131495405866
332,2,154160,-0.0920881121525492,0.0782057763067976,0.239785140385769
333,2,154235,-0.0914490742696561,0.0789918756313753,0.247768266875964
335,2,159870,-0.075943061233259,0.0770368536729019,0.324905626956462
336,2,161229,-0.11733348060044,0.0780775339632961,0.133789422630891
339,2,162696,-0.11155064211169,0.0777635417843298,0.152319170403333
340,2,163284,-0.131834346114317,0.0766358310597262,0.08625969758149
341,2,164166,-0.0998586333585358,0.0774888729071305,0.198352063075285
342,2,165270,-0.141198008808174,0.0766502109990354,0.066297862488642
343,2,165675,-0.129164784112453,0.0779881491354249,0.0985678011553083
346,2,168062,-0.078477567368485,0.0774745520405357,0.311779560478078
347,2,168518,-0.090642633982402,0.0769918170149845,0.239868085683645
348,2,168980,-0.103819221403238,0.0769079449079811,0.177908073471108
349,2,169651,-0.0722545121156657,0.0770469036494186,0.348988878575196
352,2,170725,-0.12485479907609,0.0769938926694409,0.105777643330041
353,2,171254,-0.0949023235338735,0.0772402178604932,0.220016050169162
354,2,172242,-0.0434160686180427,0.0764553059805896,0.570489625890955
355,2,173254,-0.00816189609913731,0.0759028354544991,0.914428944994883
356,2,173340,-0.00592480114277727,0.0758942376850437,0.937819348255163
357,2,173385,0.0118914154146433,0.0759621516838549,0.875693768371202
358,2,173973,0.00136229302574575,0.0757629518725058,0.98566417583008
360,2,177341,-0.0076165245091947,0.0755037530465915,0.919706081686301
361,2,180314,-0.0583231160413111,0.0754663575758394,0.440136618240587
362,2,180339,-0.0579322074038042,0.0756581888384298,0.44436073942662
363,2,182758,-0.140064301477987,0.0750802403554855,0.0629367438389652
364,2,183619,-0.0880686531457712,0.0756013716935898,0.244842784697793
367,2,187176,-0.109026616110568,0.0759375326188145,0.151961618355696
368,2,191066,-0.093008833980714,0.0765683935103468,0.225286434458392
371,2,191599,-0.120961857125236,0.0753907133296941,0.109505571624396
373,2,191763,-0.102203002083643,0.0757697733313528,0.178245794753062
374,2,191959,-0.0915650818340551,0.0756225623450136,0.22677559636071
376,2,195759,-0.0847421251377481,0.0762969166402616,0.2674583252843
377,2,196912,-0.121361274530279,0.0749159213250726,0.106132458415833
379,2,198110,-0.121084107155736,0.075369461826651,0.109049268096429
381,2,198805,-0.130806184836588,0.0756506293659835,0.0846685901389587
382,2,198891,-0.121111036631629,0.0751024253776956,0.107722553740619
383,2,199248,-0.141670051852332,0.0751734787738278,0.0603086272546977
384,2,201782,-0.124823546268802,0.0751648197595319,0.0976687696772345
385,2,203285,-0.0548106803489286,0.0751086783804429,0.466025978955069
386,2,203783,-0.0527939122073349,0.0749508054128366,0.481660052374611
387,2,204179,-0.046719491955757,0.0751438153016683,0.534517875682737
388,2,205406,-0.0320268887180656,0.0759382920922546,0.673465047949265
389,2,205834,-0.0319555211658119,0.0755744849386445,0.672673265799555
391,2,207192,-0.0757591388124544,0.075415214258245,0.315796666088102
392,2,207561,-0.0831841612564121,0.0750586480004679,0.268506001450196
393,2,208682,-0.0868136977931095,0.0749202739034375,0.247342307309778
394,2,210102,-0.106853666548082,0.0750412746699325,0.155349503463264
396,2,214801,-0.0804788333211875,0.0751308900648013,0.284819567934983
397,2,215016,-0.0752128294284485,0.0751033468949038,0.317291533487647
398,2,218876,-0.13372024368591,0.0756534718110357,0.078002374549832
399,2,227511,-0.123424243460022,0.0762428602077563,0.106376873823954
400,2,230378,-0.106446971701476,0.0753482675899311,0.158615348554389
401,2,231943,-0.121446497057812,0.0755014133777095,0.108612499126975
402,2,232156,-0.102920048569066,0.075548210675191,0.17396880091569
403,2,232789,-0.126923186266386,0.0751754089568614,0.0922252204805016
404,2,238524,-0.113637598221433,0.0753421640450659,0.132375568635695
405,2,241518,-0.0699217503231213,0.0761498425229128,0.359134484195754
406,2,250396,-0.0863129600124615,0.0755815083827939,0.254234219615673
407,2,250466,-0.0665344855420571,0.0756113708094663,0.379483188763712
408,2,252305,-0.0589460084539849,0.0758300178478317,0.437476476685398
409,2,254571,-0.0478443944151954,0.0769187214248166,0.534335281391288
410,2,254742,-0.0303533930620068,0.076874393497189,0.693196484161227
411,2,254908,-0.0317114893538855,0.0774603200497543,0.68250168636573
413,2,255862,-0.0254667808080496,0.077000058926726,0.741039253979654
414,2,255975,-0.0151133781451389,0.0767297321662171,0.843965159308414
415,2,258311,0.0110650625826101,0.0754645904194143,0.88351101952037
416,2,259284,0.0139406086274032,0.0757173591657045,0.85402992075311
417,2,266330,0.00359633626738032,0.0760463368454621,0.962307741038734
418,2,267100,0.0112492430539748,0.0760386775659783,0.882473745481743
419,2,268086,-0.0103561637388292,0.0760445800969782,0.89175232472474
420,2,274614,-0.00318105114502276,0.0755843580418444,0.966453852175946
421,2,274729,0.0130327255887757,0.0759947985249325,0.863932851860847
422,2,275746,-0.01572515186315,0.0759601774592674,0.83611487876419
423,2,277029,-0.03064083072958,0.0755941883800508,0.68547818329356
424,2,277741,-0.0103945405607136,0.0756394391267608,0.890775407498436
425,2,278218,-0.00767472539213809,0.0755037363497128,0.919094614305523
426,2,278379,0.00211097924349879,0.0773733116068597,0.978249400236067
427,2,279910,-0.0316584817081247,0.0754595177115052,0.675074841726506
429,2,283431,-0.0235332810636356,0.0765735393159543,0.75877407684921
430,2,283573,-0.0313538684307761,0.0756467087542183,0.678776101031425
431,2,286762,0.024838750486446,0.075847273715142,0.743496148785009
432,2,287187,0.035739546578018,0.0754808757624303,0.636155308818799
433,2,288379,0.0697198004981001,0.0748407063964174,0.352192408880343
434,2,294941,0.0856708307459895,0.0748386896122747,0.253092503872557
439,2,297610,0.107995674552863,0.0751374260467888,0.151516095598966
441,2,299680,0.0925401419820545,0.0749632625345158,0.217847749868258
442,2,299708,0.101338701644421,0.0750898902017278,0.178020353392
443,2,299759,0.098923187456363,0.0748433216582226,0.187111664971215
444,2,300111,0.0895772583582647,0.0754019313974533,0.235633335879255
446,2,301710,0.102415249083333,0.0748501880484772,0.172097900958865
447,2,303446,0.0345182941354107,0.0754987737484398,0.647806113922758
448,2,303854,0.0719641592665742,0.0754384318336135,0.340763956087466
449,2,304472,0.0138879331202762,0.0748936667195625,0.852994087261012
450,2,304691,0.025052479000459,0.0760990366222664,0.742193044979249
451,2,308097,0.00328056669192134,0.0753082655043368,0.965278299455453
453,2,309402,-0.0333039513471829,0.0748292910742412,0.656545055810455
454,2,310030,-0.00793161688153829,0.0752696264036796,0.916137261085258
455,2,310113,-0.0143000950607123,0.0750569888002508,0.84900871364993
456,2,310972,-0.0160638760537441,0.0751699677869237,0.830903827260577
457,2,312659,0.037944609108573,0.0748559567551234,0.612540306708656
460,2,318265,-0.013112023261628,0.0758531386656999,0.862860028527193
461,2,318379,0.0199731093723805,0.0760736672015481,0.793050922896964
462,2,321266,-0.00227337312408832,0.0755717533618057,0.976018407055334
463,2,322957,0.0684480132442202,0.0748086584378144,0.360829605608833
464,2,325221,0.0471522522080898,0.0752666389722825,0.531411951656098
465,2,332691,0.105007755966677,0.0758699643204248,0.167217831536463
466,2,333006,0.145000219061402,0.0755328891829093,0.0557019919617803
468,2,335046,0.0937165048264249,0.0749996244921247,0.212288308607565
469,2,335049,0.0768616789868291,0.0753740177441252,0.308551542240482
470,2,335995,0.0611262875030267,0.0749879353521072,0.415537056593038
471,2,336060,0.0671756690764871,0.0748720878239697,0.370220613623792
472,2,338292,0.0563650191665376,0.0748926273615358,0.452185254358278
473,2,339568,0.0121545181947812,0.0750627990301629,0.87145782539043
474,2,340466,0.0200441545490592,0.0757080061435745,0.79135189871899
478,2,348480,0.0401018807950001,0.0749234729557039,0.592822391308969
479,2,350086,0.0250408307729878,0.0749455582048653,0.73848720739322
480,2,351083,0.0177037663529304,0.0759202907658702,0.815749910478002
481,2,351335,0.0040409443322179,0.0750723886422095,0.957103204642341
482,2,351417,-0.00321636776151536,0.0750606525484458,0.9658451338136
483,2,351450,-0.0380215797304429,0.07511665392882,0.613055302210877
484,2,352302,0.0138843415026924,0.0757338125699179,0.854643712688938
485,2,352469,0.0404126553820747,0.0749407068509643,0.590046223846287
486,2,352562,0.0314541376745543,0.0752593606319159,0.676242765751366
487,2,352944,0.0362321335406805,0.0750360711851579,0.629492415145278
490,2,355266,0.0272159463219786,0.075046868987423,0.717081404536252
491,2,358277,0.0430879027198941,0.0750376598600282,0.566186653986996
492,2,358926,0.0411605404439949,0.0751512367085142,0.584242146960742
493,2,358948,0.0477565091307733,0.0751640150850984,0.525602685778549
494,2,359515,0.0509204041506018,0.0750451158089999,0.497879930631234
495,2,363190,0.0303738661697333,0.0758116186872508,0.688920775692464
496,2,363588,0.0740350518304283,0.0760259630603677,0.330816351249303
497,2,363888,0.0507120776441263,0.0754264366015491,0.501808221317278
498,2,363954,0.0343017106666385,0.075152657348246,0.648363568562632
499,2,364199,0.0367652956789849,0.075047189509961,0.624512020544453
501,2,365981,-0.017690751064182,0.0765805110982089,0.817442010763785
502,2,366047,0.0403107642048257,0.0751763709268688,0.592147085881405
503,2,366936,0.0178894251164226,0.0760665018518803,0.814204324410783
504,2,369530,0.0587257527871866,0.0750170915061249,0.434250832139286
506,2,369931,0.0331695333431645,0.0755766344324202,0.661012582921077
507,2,371033,0.0755442550858685,0.0752892669497954,0.316361579049646
508,2,372919,0.0707482896505131,0.0749764196652637,0.346015777305535
509,2,373518,0.088547773747408,0.0748801239525703,0.237792513473229
510,2,376157,0.0336466721773414,0.075172549198429,0.654721829247559
511,2,376172,0.0493899639475843,0.0756917834283022,0.514494198047193
514,2,381433,0.125463444034727,0.0753875391723908,0.0969505530112369
515,2,381922,0.137257264680185,0.075919859432042,0.0714694760877864
516,2,382146,0.123595929216418,0.0748345383525172,0.0995075311781717
517,2,384206,0.102582937246389,0.0751589096988705,0.173159891682167
518,2,384955,0.107228439843254,0.0749722005533343,0.153531905234075
520,2,387301,0.100560088866451,0.0753820782111595,0.183062125830617
521,2,388313,0.126270181564532,0.0748218898339801,0.0923693903839351
524,2,390138,0.12221269993735,0.0750757030108032,0.104446837887062
525,2,391233,0.141809152518135,0.0753989426594101,0.060824246243984
530,2,395606,0.0196194645353304,0.0753287622421889,0.794667633631446
531,2,395726,0.0336452765269555,0.0752871737366965,0.655226702553026
532,2,395853,0.0362483213970851,0.0754982873112139,0.631438651504142
533,2,396484,0.0298461534855522,0.0751723315248758,0.691580542839251
534,2,396705,0.0426775849078008,0.0751184883773899,0.570303218648207
535,2,398759,0.0183470141089026,0.0757609574583709,0.808789243939108
536,2,400386,0.0164700199041343,0.075339285240281,0.827079173662491
537,2,400847,0.0164738159418281,0.0752698848619153,0.826883014503547
538,2,401130,0.0125744334035369,0.0759618400867454,0.868616730531442
539,2,401143,0.0284638123447805,0.0757990634735005,0.70750179105891
540,2,401979,0.0219572828035546,0.0757582369597065,0.772113707425064
541,2,403598,0.0138260877533993,0.0753623671198421,0.854541310296195
542,2,404844,0.00858985365645248,0.0762064811947631,0.910318082438193
543,2,405100,0.0250072512593834,0.0754985362960677,0.740668591140148
548,2,406181,0.0366887686978651,0.0755339216451529,0.627462992769906
549,2,406688,0.00118028204081261,0.0751230912602859,0.987473581453012
550,2,407621,0.0225656074556497,0.0757297198982564,0.765897100331384
551,2,409016,0.0474188641664044,0.0764560963927359,0.535519462706302
552,2,410647,0.0406999416792773,0.0753516216544147,0.589445500737856
554,2,419803,0.00696352808660528,0.0759111374858508,0.926962507645323
555,2,419943,0.00837116630500134,0.0763588784419496,0.912765710360334
556,2,422349,-0.00972241083178516,0.0754218085431973,0.897504527725711
557,2,425467,-0.0196208763787012,0.0751455681392771,0.794163873498772
560,2,429095,-0.0547298787126064,0.0755417135621837,0.469239495395769
561,2,431266,-0.0820753873955017,0.0755127860027184,0.277819449672784
562,2,431446,-0.0910206888578814,0.0757898601015855,0.230571426120403
563,2,432524,-0.0907123834244272,0.075060202599499,0.227653021204679
564,2,434090,-0.171338227886793,0.0753585853413252,0.0235877300006062
565,2,441927,-0.193693215903785,0.0743848190704725,0.00960520183483788
566,2,446471,-0.18065317199209,0.0754058563718308,0.0171068084306926
567,2,449325,-0.104106285128263,0.0753684394258093,0.168061021504438
569,2,450017,-0.101804704508935,0.0749572322632191,0.17527697547933
570,2,451779,-0.118265973994415,0.075170106868494,0.116542581744718
