SNP,Chr,Pos,Effect,SE,ERG11_ACF2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
223,2,47104,0.0279834502359205,0.145846764624847,0.847955263281122
224,2,50915,0.0796983441462626,0.147226331659374,0.58862014421476
225,2,55834,0.0375096501369877,0.146593245516684,0.798195852523796
226,2,56422,0.0938804461596725,0.146783919393012,0.522858819661685
227,2,57715,0.0789829381187265,0.146324424720202,0.589689375940969
228,2,59046,0.072567557561783,0.147074610353726,0.622032264618557
229,2,59191,0.0561915362048254,0.14625235252308,0.701054548624751
230,2,59383,0.105088168405659,0.14621811587504,0.472796143632901
231,2,59477,0.0551471575173107,0.148497703716762,0.71058693831791
233,2,60471,0.00271711776171435,0.146522062385817,0.985215284723073
234,2,60478,0.0124084957719275,0.146687846597378,0.932634376791252
235,2,60786,0.000525850209281753,0.146448133852875,0.997137076383037
236,2,61035,0.0357534866751406,0.14642520953712,0.807236557464713
237,2,61071,0.0593458047569809,0.145739050138641,0.684103562123472
238,2,61675,-0.00719505483680205,0.146192443567079,0.96077473602403
240,2,62939,0.030463038017797,0.145931237659199,0.834764384207476
241,2,63527,0.0249112247397887,0.146482057043308,0.865057763524253
242,2,63857,0.0276505120917065,0.146514742649657,0.850419389905171
243,2,65527,-0.0435557999361297,0.146020671339187,0.765661023074316
247,2,67976,0.0227418783541025,0.148137587408781,0.878077027769698
250,2,72389,0.169309910719908,0.146952917674399,0.250044400351582
251,2,72392,-0.0740451241988253,0.148177681776799,0.617594155946462
252,2,73646,0.0947697946336544,0.145103432719382,0.514104774744801
253,2,74564,0.118971033772182,0.144767573115237,0.411741346248651
254,2,74739,0.160793180855944,0.145130341005013,0.268649581544887
257,2,80873,0.290792453250316,0.144905087068011,0.0455353706181345
258,2,81501,0.28127361558792,0.14493389649743,0.0530901624705359
259,2,83526,0.287900481580585,0.144669739301331,0.0473560781468497
260,2,83845,0.281330586716652,0.144845347241469,0.0528979686820158
263,2,84447,0.323429830916378,0.146468300533685,0.0278733216664317
264,2,87391,0.335682891090484,0.143869110027212,0.0201959764540278
265,2,87562,0.343544463548479,0.144186349519163,0.0177176146592993
266,2,87849,0.326584676068336,0.144284089473711,0.0242125362152073
267,2,87878,0.317764758593951,0.144968614420677,0.0290353280573725
269,2,89785,0.268773440529603,0.145265450353376,0.0651169011613543
272,2,93721,0.330977390374387,0.144457191755195,0.0225416149085391
273,2,93952,0.298445797530651,0.144239052122726,0.0392635856555488
274,2,95085,0.451730531861377,0.143310746103805,0.00175972816627192
276,2,107124,0.360404696510946,0.14411486692173,0.0128433488117796
277,2,111645,0.412580038073005,0.143812112966577,0.00436708351794891
278,2,111916,0.393074961008894,0.144313310474153,0.00677521421748321
279,2,111931,0.400481688821569,0.144481003721794,0.00586906748806806
280,2,111999,0.418669824484104,0.143804177671103,0.00382687903375772
281,2,114528,0.285230752082495,0.145568360687066,0.0508493093334846
282,2,116024,0.33880211600105,0.145593374847926,0.0205280730170763
286,2,120090,0.145994438316568,0.14591969005268,0.317748003774157
287,2,120291,0.189206778288304,0.147454016689261,0.200278561608841
288,2,120726,0.156252218188149,0.146708051146032,0.287578762687926
289,2,121716,0.20466922624256,0.146371890755871,0.162906163953894
290,2,123100,0.183038849517547,0.146655937981037,0.212827711698879
291,2,124677,0.127261853696717,0.146620318140891,0.386001119196695
293,2,127887,0.139444321859938,0.147596539773432,0.345424106517849
294,2,128935,0.139786375079081,0.147455741331743,0.343783723872401
295,2,129053,0.161087886208083,0.147844347482394,0.276642508909659
296,2,130040,0.170226802347359,0.148720908850951,0.253148016204353
297,2,130976,0.0968768406352565,0.147693046532391,0.512294103091447
298,2,132199,0.202423892408926,0.148076540532712,0.172488306760677
299,2,133355,0.158681258908774,0.149233496773318,0.288368873652719
300,2,133435,0.157028060201152,0.14956195519883,0.294473233578684
302,2,135183,0.149703680783855,0.149666312627315,0.317874848862471
303,2,135402,0.144339104796619,0.149658570202415,0.335477598083923
304,2,135898,0.193588047510199,0.150297590575861,0.19857863710772
305,2,135912,0.18680318400803,0.150433431341815,0.215147178123059
306,2,135925,0.193387965808073,0.149725313462206,0.19733439083775
307,2,136002,0.167003940714147,0.149702748648541,0.265364959478303
308,2,136173,0.147825654857979,0.150822308571893,0.327692593900547
310,2,138318,0.177541660597974,0.154726327911396,0.251970268263363
311,2,138695,0.156822989927047,0.152128947703956,0.303314272782601
312,2,138818,0.150577294607134,0.151867033514696,0.322117002922243
313,2,139728,0.138131227297891,0.151627583143127,0.362922242823158
314,2,140174,0.15628109686814,0.151577658141351,0.303232686806608
315,2,140863,0.167942180426475,0.151480813815088,0.268327490600101
316,2,141152,0.154128778153476,0.151950477933824,0.311117372812463
317,2,141292,0.173611940205729,0.150794768135986,0.250382803884645
318,2,141545,0.209964663678165,0.151401684645407,0.166376231959666
322,2,146723,0.317729137164472,0.150593193271518,0.0355745972173626
323,2,147946,0.226919453897875,0.152450220327623,0.137516536290557
326,2,151397,0.205269639711867,0.152920426274835,0.180351733710273
327,2,153035,0.284500701654154,0.150883337019013,0.0601742234076133
328,2,153228,0.191508625557693,0.152407318763303,0.209744634337166
329,2,153455,0.168445423364015,0.153639319763799,0.273664606234453
331,2,153815,0.260493388992291,0.152681997096445,0.0888658089664702
332,2,154160,0.227586483528369,0.151219474616271,0.133216296704603
333,2,154235,0.168419375158195,0.152956286032425,0.271605627399634
335,2,159870,0.178190877043713,0.149047466570334,0.232682110011827
336,2,161229,0.204789865112645,0.151249026322179,0.176605331573583
339,2,162696,0.325469735501195,0.149991761464779,0.0306795962706699
340,2,163284,0.34703258986553,0.147838604519801,0.0194580338640354
341,2,164166,0.261719002704651,0.149724736667174,0.0813332386802546
342,2,165270,0.26070808751429,0.148459692914762,0.0799407882249844
343,2,165675,0.240055782117647,0.151031475079436,0.112855806150855
346,2,168062,0.177730096313082,0.149910807947867,0.236588711490835
347,2,168518,0.134308320571824,0.149177729783305,0.368561537922356
348,2,168980,0.179259494272243,0.148972788095699,0.229665220337797
349,2,169651,0.186863565989134,0.149017376309882,0.210682078658968
352,2,170725,0.274681489301462,0.148898747247913,0.0659109736808524
353,2,171254,0.311024626650126,0.148939729989376,0.0374907517437042
354,2,172242,0.15796869379862,0.14784658856658,0.286041564072833
355,2,173254,0.157474805617525,0.146711473780975,0.283841050016517
356,2,173340,0.156173230087744,0.146697602859696,0.287787841303019
357,2,173385,0.146171058380005,0.14686230702658,0.320275428297347
358,2,173973,0.199009701508017,0.146294585210014,0.174591836352832
360,2,177341,0.255253772465982,0.145545067429122,0.0803363328511313
361,2,180314,0.229090233942384,0.145717557148579,0.11681101302599
362,2,180339,0.208917261281017,0.146173917930773,0.153820285013942
363,2,182758,0.256816562185708,0.145429544295727,0.0782740715034827
364,2,183619,0.172532033624908,0.146357911458969,0.2392572952812
367,2,187176,0.136809504510704,0.147264173102495,0.353520075108555
368,2,191066,0.169785570794693,0.148271173091568,0.252942805258311
371,2,191599,0.110667991452085,0.146369586410026,0.450101908821372
373,2,191763,0.124642769678314,0.146918525905018,0.396801168156313
374,2,191959,0.0309284213697131,0.146700152952587,0.833143555114473
376,2,195759,0.187235083240792,0.147633146167623,0.20554605106289
377,2,196912,0.155688272897962,0.145339710383253,0.284810186769173
379,2,198110,0.145663268769073,0.146242776384114,0.319914258982038
381,2,198805,0.153154939645002,0.146852859395425,0.297701708732482
382,2,198891,0.132991583591173,0.145761507087757,0.362185260339599
383,2,199248,0.113993995054588,0.146140663146326,0.435896338317403
384,2,201782,0.141632850557186,0.145892187894778,0.332310157789185
385,2,203285,0.273498466086188,0.14479052433737,0.0597213604478323
386,2,203783,0.196069472367852,0.144831609924351,0.176674153507106
387,2,204179,0.191109680655898,0.145202613142738,0.188974788485494
388,2,205406,0.146453509634516,0.14684722817695,0.31929290957279
389,2,205834,0.146522879261704,0.146141714865096,0.316736713006376
391,2,207192,0.100396770832813,0.14611511995787,0.492466243675844
392,2,207561,0.0978612449682793,0.145473303554459,0.501572361308956
393,2,208682,0.0741825483193136,0.145267988430774,0.609908361624868
394,2,210102,0.0514637469315081,0.145671188777923,0.724084123016818
396,2,214801,0.0638294033360386,0.145650389995746,0.661482478808234
397,2,215016,0.0432387689440892,0.145588690087956,0.766646810688182
398,2,218876,-0.0358357142254528,0.147099863712914,0.807670624347419
399,2,227511,-0.0248157939455577,0.148147579909226,0.867066861604069
400,2,230378,-0.00725057433822596,0.146285929310067,0.960497548216156
401,2,231943,-0.00985177974231632,0.146704911740905,0.946497351006242
402,2,232156,-0.017555967090063,0.146642735111656,0.904773608512207
403,2,232789,0.00417509873473565,0.146126271536667,0.977222204924669
404,2,238524,-0.046042550623412,0.146311560040674,0.753184172539078
405,2,241518,-0.101753838075258,0.147503057235116,0.490746659419801
406,2,250396,-0.223480146497195,0.146112887477951,0.127035301596457
407,2,250466,-0.201971369980275,0.146149659896506,0.167861252351476
408,2,252305,-0.221851577590468,0.146457680852772,0.130722284223767
409,2,254571,-0.154846508604772,0.148768519017586,0.298655041542283
410,2,254742,-0.20506728320951,0.148461419265451,0.168065570035968
411,2,254908,-0.191825246763592,0.14965130888941,0.200748910152706
413,2,255862,-0.241104951537447,0.148542328493554,0.105452195892991
414,2,255975,-0.204353582797785,0.148158625077887,0.168678816464512
415,2,258311,-0.331078111413714,0.145037742204066,0.0230419882065068
416,2,259284,-0.22880668975266,0.146089531348061,0.118195744001999
417,2,266330,-0.141885120755384,0.14703276731486,0.335210534271994
418,2,267100,-0.181395667304503,0.146898913571965,0.217713861896439
419,2,268086,-0.152275121862699,0.14700332145612,0.30097570747052
420,2,274614,-0.125156056081733,0.146180381666108,0.392481530257284
421,2,274729,-0.132129753701885,0.146964292736984,0.369233427960691
422,2,275746,-0.0726156750050844,0.147017435346228,0.621665915142632
423,2,277029,-0.0560397475785149,0.146354409062287,0.702021110646712
424,2,277741,-0.0856452924486724,0.146371304043195,0.558838495252304
425,2,278218,-0.0755548001333459,0.146122444570471,0.605434610059108
426,2,278379,-0.0446738265834005,0.149776423097165,0.765672520875889
427,2,279910,-0.0681537581512783,0.146081409352217,0.641112221952598
429,2,283431,-0.153942400223331,0.148040037063819,0.299111988771167
430,2,283573,-0.141671744515373,0.146293858368013,0.333505029572243
431,2,286762,-0.117309921390484,0.146730239733481,0.424541763706471
432,2,287187,-0.109537684948694,0.146061460272169,0.453788908834226
433,2,288379,0.0035928121490052,0.145069870411878,0.980255540246343
434,2,294941,0.0661291165403725,0.14511410024744,0.648882837255339
439,2,297610,0.0388688510973972,0.145876817408372,0.790048375261944
441,2,299680,0.245076391652603,0.14485608270699,0.0915549175597612
442,2,299708,0.274296541105376,0.145015939988533,0.0593770430354811
443,2,299759,0.246808176253942,0.144659952940284,0.0888640888899714
444,2,300111,0.212406235385506,0.145832517364395,0.146141098243199
446,2,301710,0.268495765134399,0.144589628221636,0.0641510057768525
447,2,303446,0.204863174342941,0.145802144650119,0.160877915457552
448,2,303854,0.21644137537969,0.14578287488101,0.13852018466191
449,2,304472,0.197210003734214,0.14462118537069,0.173552531524854
450,2,304691,0.188481846730697,0.147008859561294,0.200644672389744
451,2,308097,0.308334730594998,0.144871032732532,0.0340011393220858
453,2,309402,0.153376381946566,0.144680419732802,0.289821804943629
454,2,310030,0.172589141590508,0.145434868833116,0.236139715863257
455,2,310113,0.138117001276361,0.145132137853779,0.341918657448314
456,2,310972,0.170071526804763,0.145257092357401,0.242456422165337
457,2,312659,0.00572917051582447,0.144973939530182,0.968499246221595
460,2,318265,-0.11216393962368,0.146736900184264,0.445146655345532
461,2,318379,-0.109442504012101,0.147178171698528,0.457609789983516
462,2,321266,-0.13246054044309,0.146137536147841,0.365337106807622
463,2,322957,-0.157929119285147,0.144757749975876,0.276021812099425
464,2,325221,-0.0107744198191579,0.145796461700137,0.941131479136516
465,2,332691,-0.116910722213319,0.147151146586428,0.427441630476824
466,2,333006,-0.0928683702602482,0.146910272412074,0.527702328768186
468,2,335046,0.0534441897194719,0.145492633845076,0.71359105007333
469,2,335049,0.0368321055602589,0.146126118413825,0.801143723877721
470,2,335995,0.00378803055508088,0.145313469076748,0.979217836047495
471,2,336060,-0.0124535298098502,0.145116421962075,0.931660141313941
472,2,338292,-0.0103121766128064,0.145107762764247,0.943385755131233
473,2,339568,-0.0466097238929315,0.145306194690493,0.748575258329599
474,2,340466,-0.0385174954532047,0.146571312869793,0.792865643069997
478,2,348480,0.00630045621441687,0.14511069688617,0.965392658596975
479,2,350086,-0.0454412173281363,0.145097779740434,0.754331512356983
480,2,351083,-0.0880931103742403,0.14691860373511,0.549154261057431
481,2,351335,-0.0232357521798083,0.14533587351652,0.87307001132952
482,2,351417,-0.0103934260005211,0.145317142656323,0.943022527853603
483,2,351450,-0.0837075975783256,0.145410763695417,0.565209770170576
484,2,352302,-0.0409573130532457,0.146611833319712,0.780133051550634
485,2,352469,-0.0692987242670397,0.145098479040911,0.633232033978921
486,2,352562,-0.0766687439108353,0.145681422054492,0.599026433627287
487,2,352944,-0.0703371558125358,0.145269965604679,0.628556702640405
490,2,355266,-0.0653105403316921,0.145276613705765,0.653303714916546
491,2,358277,-0.0563323813036086,0.145310206005379,0.69849404275661
492,2,358926,-0.0342161669795899,0.145543602495544,0.814273481018175
493,2,358948,-0.0518336405368482,0.145574971483319,0.722007220609456
494,2,359515,-0.033861796722696,0.145371282311306,0.815948286517868
495,2,363190,0.00389764959460773,0.146804912426775,0.978833769161855
496,2,363588,0.0265457806741094,0.147377462456916,0.857160906661272
497,2,363888,0.0279795703159782,0.146111856362322,0.848248537031414
498,2,363954,0.0836919832907274,0.145470681341959,0.565442400123688
499,2,364199,0.0770021232624455,0.145283339143797,0.596435816786806
501,2,365981,-0.0130953473441865,0.148269839780824,0.929671595559659
502,2,366047,0.0398192932123473,0.14558568517535,0.784620358639859
503,2,366936,0.0797473354846444,0.147215507542032,0.588363677430804
504,2,369530,-0.00405664526688512,0.145359334441134,0.977751534449961
506,2,369931,0.00596264147510752,0.14635633197405,0.967525744651396
507,2,371033,-0.0591755388277716,0.145934144839894,0.685359482751433
508,2,372919,-0.015941738661912,0.145335216790717,0.912718004728248
509,2,373518,0.00844954771057127,0.145254471259203,0.953645609652557
510,2,376157,-0.024174845147819,0.145570055605604,0.868196797172624
511,2,376172,-0.029846297423967,0.146619433505005,0.838812274394572
514,2,381433,-0.00235691777451164,0.146522080052634,0.987175068257112
515,2,381922,0.0514694899539712,0.147634747674042,0.727577033847478
516,2,382146,0.0661045816522127,0.145396186218079,0.649639498026607
517,2,384206,0.0779420551122772,0.145832493564001,0.593357771951789
518,2,384955,0.0479504562377761,0.145544145922615,0.742006110281924
520,2,387301,0.0492378161536187,0.146284026433707,0.736625613229331
521,2,388313,0.0406227568879438,0.145422677862987,0.780145468407721
524,2,390138,0.0263972870274662,0.145884720663788,0.856513641982486
525,2,391233,0.0615303447467787,0.146665750589078,0.675085714530581
530,2,395606,-0.140852817963664,0.145658092381843,0.334201123086289
531,2,395726,-0.163058962371565,0.145539054395829,0.263313773419876
532,2,395853,-0.149054197206536,0.145997411022408,0.30798332771874
533,2,396484,-0.114958883033383,0.145437870083022,0.429805660097036
534,2,396705,-0.148765732254445,0.145280651525884,0.306541859888622
535,2,398759,-0.0676153506902182,0.146641641732873,0.645016256833661
536,2,400386,-0.082631321742115,0.145800807925155,0.571250209042894
537,2,400847,-0.112348461786859,0.145610047988874,0.440884856666107
538,2,401130,-0.0790124769906836,0.147008090267807,0.591281465077723
539,2,401143,-0.05790441887938,0.146744332628003,0.693380910147972
540,2,401979,-0.0149345183558325,0.146683641299861,0.91896174157729
541,2,403598,-0.0188842037441656,0.145905432330818,0.897092949448355
542,2,404844,-0.041234613099063,0.14752247860683,0.780014018130945
543,2,405100,-0.0440217831619047,0.146169497336925,0.763462626468649
548,2,406181,-0.0316133775939956,0.146273251719417,0.829014768970139
549,2,406688,0.00197566201273891,0.145438712146292,0.989169419795822
550,2,407621,-0.0636346472021894,0.146592451772661,0.664486647655765
551,2,409016,-0.0514454522640372,0.148074715381582,0.728476093243327
552,2,410647,-0.095141737384616,0.145853526241437,0.514625636412526
554,2,419803,-0.144975282550589,0.146763407067989,0.323919225891032
555,2,419943,-0.0901541861549001,0.147755811633934,0.542150654175215
556,2,422349,-0.166588520687991,0.145751007736135,0.253827072245195
557,2,425467,-0.101466332067931,0.145396000500995,0.485722963529983
560,2,429095,-0.101330104212898,0.146258443562074,0.48888093221049
561,2,431266,0.00647290504193199,0.146437169376164,0.964767895074654
562,2,431446,0.0197087985152608,0.147025277716916,0.893439106375565
563,2,432524,0.0438698611719845,0.14559853972878,0.763357801942353
564,2,434090,-0.0400171626634468,0.146943560845775,0.785527394290813
565,2,441927,-0.0749870766016802,0.145331105521533,0.606195574262592
566,2,446471,-0.11331220966441,0.147044548879129,0.44146078608539
567,2,449325,-0.193313901838526,0.145945261999355,0.186172540718183
569,2,450017,-0.236571783755504,0.144950398228478,0.103552686283334
570,2,451779,-0.293254740638351,0.14520258032546,0.0441775152769523
571,2,451784,-0.280098767378367,0.145805470385126,0.055531238003217
572,2,453525,-0.345868046565488,0.145451250663876,0.017943522143581
573,2,453768,-0.379658026914068,0.145407689344606,0.00941302881765322
574,2,454027,-0.364811757692254,0.144897751743624,0.0122537117534257
575,2,455029,-0.362778967407169,0.144990009339785,0.0127978034205211
576,2,455247,-0.355236040985586,0.144566423694089,0.0144807995628087
579,2,455756,-0.267841708100916,0.155986164355572,0.0868405225662152
580,2,457024,-0.358188226271414,0.145626350005684,0.0143864874501202
581,2,457298,-0.380706310960086,0.145892967749269,0.0094535831093643
582,2,460202,-0.40360319814913,0.146056408028395,0.00602121193946607
586,2,464424,-0.47239077358174,0.144694804363627,0.00120285763839697
587,2,465824,-0.347122256814024,0.147151516369651,0.0188712178277834
588,2,470145,-0.285881154220563,0.14539894440256,0.0500605644679911
589,2,470686,-0.283230787739758,0.145324509483663,0.0520927341712837
590,2,471144,-0.268621745768677,0.145656664939628,0.0659900556750961
591,2,471830,-0.264274093376575,0.14526081966197,0.0697115510024533
592,2,472403,-0.295399150471299,0.14522188424781,0.0426864318583164
593,2,473668,-0.25765366327755,0.146392858819649,0.0792712890013148
