 CHR          BP            SNP   N           P        P(R)      OR   OR(R)       Q       I
   1      160054            111  62   2.584e-07   2.584e-07  0.0940  0.0940  1.0000    0.00
   1      166222            112  62   1.198e-10   1.198e-10  0.1166  0.1166  1.0000    0.00
   1      166416            113  62   1.545e-07   1.545e-07  0.0948  0.0948  1.0000    0.00
   1      167326            114  62   2.016e-09   2.016e-09  0.1090  0.1090  1.0000    0.00
   1      168836            115  62   3.103e-10   3.103e-10  0.1138  0.1138  1.0000    0.00
   1      171200            116  62   5.526e-09   5.526e-09  0.1056  0.1056  1.0000    0.00
   1      171431            117  62   2.212e-14   2.212e-14  0.1391  0.1391  0.9995    0.00
   1      173339            118  62   3.419e-10   3.419e-10  0.1136  0.1136  1.0000    0.00
   1      173845            119  62   2.693e-11   2.693e-11  0.1204  0.1204  1.0000    0.00
   1      175121            120  62   6.183e-12   6.183e-12  0.1240  0.1240  1.0000    0.00
   1      175281            121  62   6.347e-11   6.347e-11  0.1180  0.1180  0.9999    0.00
   1      175315            122  62   2.921e-12   2.921e-12  0.1260  0.1260  0.9999    0.00
   1      175523            123  62   3.085e-09   3.085e-09  0.1076  0.1076  1.0000    0.00
   1      175541            124  62   1.307e-11   1.307e-11  0.1223  0.1223  0.9999    0.00
   1      175653            125  62   5.344e-11   5.344e-11  0.1189  0.1189  1.0000    0.00
   1      175805            126  62   9.894e-10   9.894e-10 -0.1171 -0.1171  0.9998    0.00
   1      175818            127  62   1.123e-17   1.123e-17  0.1601  0.1601  0.9987    0.00
   1      175856            128  62   2.741e-14   2.741e-14  0.1402  0.1402  1.0000    0.00
   1      175876            129  62   6.714e-11   6.714e-11  0.1184  0.1184  1.0000    0.00
   1      175989            130  62   5.779e-09   5.779e-09  0.1060  0.1060  1.0000    0.00
   1      176001            131  62   5.219e-10   5.219e-10  0.1137  0.1137  1.0000    0.00
   1      176451            132  62     0.00582     0.00582  0.0511  0.0511  1.0000    0.00
   1      177692            133  62   2.046e-15   2.046e-15  0.1432  0.1432  0.9999    0.00
   1      178191            134  62    1.15e-15    1.15e-15  0.1446  0.1446  1.0000    0.00
   1      178224            135  62   2.046e-15   2.046e-15  0.1432  0.1432  0.9999    0.00
   1      178960            136  62   2.003e-12   2.003e-12  0.1279  0.1279  0.9999    0.00
   1      179139            137  62   1.993e-07   1.993e-07  0.1875  0.1875  1.0000    0.00
   1      179139            138  62   3.587e-12   3.587e-12 -0.5047 -0.5047  1.0000    0.00
   1      180955            139  62    1.64e-07    1.64e-07  0.1094  0.1094  1.0000    0.00
   1      183802            140  62    6.99e-21    6.99e-21  0.1690  0.1690  0.9997    0.00
   1      183954            141  62   8.055e-17   8.055e-17  0.1513  0.1513  1.0000    0.00
   1      184450            142  62   9.432e-10   9.432e-10 -0.1103 -0.1103  1.0000    0.00
   1      184641            143  62   5.267e-07   5.267e-07 -0.0930 -0.0930  1.0000    0.00
   1      184718            144  62   1.746e-15   1.746e-15  0.1441  0.1441  0.9998    0.00
   1      185296            145  62   1.695e-09   1.695e-09  0.1087  0.1087  1.0000    0.00
   1      185438            146  62   2.476e-07   2.476e-07  0.0931  0.0931  1.0000    0.00
   1      185469            147  62   1.368e-07   1.368e-07  0.0953  0.0953  1.0000    0.00
   1      185503            148  62    1.85e-06    1.85e-06  0.0860  0.0860  1.0000    0.00
   1      185705            149  62   5.987e-08   5.987e-08  0.0988  0.0988  1.0000    0.00
   1      185749            150  62   1.223e-10   1.223e-10  0.1173  0.1173  1.0000    0.00
   1      185806            151  62   1.066e-15   1.066e-15  0.1463  0.1463  1.0000    0.00
   1      185879            152  62   8.913e-11   8.913e-11  0.1189  0.1189  1.0000    0.00
   1      185916            153  62   2.718e-06   2.718e-06  0.0860  0.0860  1.0000    0.00
   1      185941            154  62   3.961e-07   3.961e-07  0.0934  0.0934  1.0000    0.00
   1      185954            155  62   1.264e-08   1.264e-08  0.1051  0.1051  1.0000    0.00
   1      186055            156  62   3.396e-08   3.396e-08 -0.0999 -0.0999  1.0000    0.00
   1      186896            157  62   7.476e-14   7.476e-14 -0.1375 -0.1375  1.0000    0.00
   1      187697            158  62   2.668e-24   2.668e-24 -0.3810 -0.3810  1.0000    0.00
   1      189392            159  62    0.004966    0.004966 -0.1060 -0.1060  0.9987    0.00
   1      189416            160  62   1.205e-08   1.205e-08 -0.2078 -0.2078  0.9954    0.00
   1      190132            161  62   2.016e-15   2.016e-15  0.1438  0.1438  0.9999    0.00
   1      190148            162  62   9.043e-18   9.043e-18  0.1554  0.1554  0.9994    0.00
   1      190165            163  62    4.98e-16    4.98e-16  0.1480  0.1480  0.9998    0.00
   1      190169            164  62   5.832e-19   5.832e-19  0.1621  0.1621  0.9995    0.00
   1      190933            165  62   0.0009619   0.0009619  0.0598  0.0598  1.0000    0.00
   1      192149            166  62   9.238e-14   9.238e-14  0.1359  0.1359  1.0000    0.00
   1      192302            167  62    0.002253    0.002253 -0.0736 -0.0736  0.9971    0.00
   1      192303            168  62      0.9422      0.9422 -0.0016 -0.0016  0.9964    0.00
   1      192305            169  62     0.07313     0.07313 -0.0405 -0.0405  0.9955    0.00
   1      192315            170  62   6.225e-11   6.225e-11  0.1676  0.1676  0.9996    0.00
   1      192795            171  62   1.007e-22   1.007e-22  0.1769  0.1769  0.9996    0.00
   1      194020            172  62   7.413e-08   7.413e-08  0.1024  0.1024  1.0000    0.00
   1      194187            173  62   2.852e-11   2.852e-11  0.1203  0.1203  1.0000    0.00
   1      194867            174  62      0.2782      0.2782 -0.0196 -0.0196  1.0000    0.00
   1      197325            175  62      0.3021      0.3021 -0.0191 -0.0191  1.0000    0.00
   1      197392            176  62      0.0294      0.0294 -0.0409 -0.0409  1.0000    0.00
   1      198857            177  62   3.661e-07   3.661e-07  0.4405  0.4405  0.9999    0.00
   1      206666            178  62   2.285e-05   2.285e-05 -0.0861 -0.0861  1.0000    0.00
   1      206675            179  62      0.3187      0.3187  0.0264  0.0264  1.0000    0.00
   1      223051            180  62      0.8948      0.8948  0.0028  0.0028  1.0000    0.00
   1      223059            181  62   0.0001111   0.0001111 -0.0841 -0.0841  1.0000    0.00
   2        7366            182  62      0.6672      0.6672 -0.0113 -0.0113  0.9201    0.00
   2        8180            183  62   6.727e-33   6.727e-33 -0.4298 -0.4298  0.9999    0.00
   2        8187            184  62   1.601e-24   1.601e-24  0.3828  0.3828  1.0000    0.00
   2        8250            185  62   1.155e-40   1.155e-40 -0.4918 -0.4918  1.0000    0.00
   2        8253            186  62   2.112e-45   2.112e-45 -0.5207 -0.5207  1.0000    0.00
   2        8285            187  62   1.496e-36   1.496e-36 -0.2523 -0.2523  1.0000    0.00
   2        8302            188  62   5.943e-36   5.943e-36  0.2341  0.2341  1.0000    0.00
   2        8306            189  62   5.943e-36   5.943e-36  0.2341  0.2341  1.0000    0.00
   2        8314            190  62   2.017e-36   2.017e-36  0.2309  0.2309  1.0000    0.00
   2        8317            191  62   5.988e-35   5.988e-35  0.2311  0.2311  1.0000    0.00
   2        8328            192  62   1.576e-31   1.576e-31  0.2180  0.2180  1.0000    0.00
   2        8331            193  62   1.012e-31   1.012e-31  0.2183  0.2183  1.0000    0.00
   2        8498            194  62   7.469e-37   7.469e-37  0.2320  0.2320  1.0000    0.00
   2        8651            195  62   2.268e-37   2.268e-37  0.2339  0.2339  1.0000    0.00
   2        9418            196  62   0.0003244   0.0003244  0.1679  0.1679  0.9994    0.00
   2        9812            197  62    3.49e-39    3.49e-39  0.2411  0.2411  1.0000    0.00
   2        9932            198  62   1.134e-33   1.134e-33  0.2220  0.2220  1.0000    0.00
   2       10135            199  62   3.356e-38   3.356e-38  0.2361  0.2361  1.0000    0.00
   2       11616            200  62   2.465e-42   2.465e-42  0.2488  0.2488  1.0000    0.00
   2       12133            201  62   5.102e-47   5.102e-47  0.2637  0.2637  1.0000    0.00
   2       12194            202  62   5.668e-46   5.668e-46  0.2616  0.2616  1.0000    0.00
   2       12359            203  62   1.602e-42   1.602e-42  0.2506  0.2506  1.0000    0.00
   2       13061            204  62   4.646e-43   4.646e-43  0.2522  0.2522  1.0000    0.00
   2       14298            205  62   1.662e-39   1.662e-39  0.2420  0.2420  1.0000    0.00
   2       15222            206  62   4.252e-39   4.252e-39  0.2430  0.2430  1.0000    0.00
   2       17986            207  62   2.525e-51   2.525e-51  0.2747  0.2747  1.0000    0.00
   2       19770            208  62   1.242e-37   1.242e-37  0.2357  0.2357  1.0000    0.00
   2       19836            209  62   4.035e-34   4.035e-34  0.2233  0.2233  1.0000    0.00
   2       19851            210  62   5.854e-39   5.854e-39  0.2400  0.2400  1.0000    0.00
   2       21595            211  62   2.378e-36   2.378e-36  0.2305  0.2305  1.0000    0.00
   2       22385            212  62   6.394e-37   6.394e-37  0.2326  0.2326  1.0000    0.00
   2       23441            213  62   4.517e-30   4.517e-30  0.2110  0.2110  1.0000    0.00
   2       24209            214  62   7.016e-36   7.016e-36  0.2295  0.2295  1.0000    0.00
   2       24341            215  62   4.069e-42   4.069e-42  0.2500  0.2500  1.0000    0.00
   2       26815            216  62   3.751e-48   3.751e-48  0.2676  0.2676  1.0000    0.00
   2       28209            217  62   3.521e-44   3.521e-44  0.2560  0.2560  1.0000    0.00
   2       28695            218  62    5.48e-16    5.48e-16  0.1559  0.1559  1.0000    0.00
   2       35849            219  62      0.1777      0.1777 -0.2663 -0.2663  1.0000    0.00
   2       35850            220  62     0.04038     0.04038  0.4953  0.4953  1.0000    0.00
   2       41245            221  62   5.441e-28   5.441e-28  0.2010  0.2010  1.0000    0.00
   2       43214            222  62   9.866e-17   9.866e-17  0.1549  0.1549  1.0000    0.00
   2       47104            223  62   6.388e-05   6.388e-05  0.0725  0.0725  1.0000    0.00
   2       50915            224  62   3.443e-11   3.443e-11  0.1213  0.1213  1.0000    0.00
   2       55834            225  62   9.164e-08   9.164e-08  0.0974  0.0974  1.0000    0.00
   2       56422            226  62   1.376e-11   1.376e-11  0.1234  0.1234  0.9999    0.00
   2       57715            227  62   8.212e-13   8.212e-13  0.1302  0.1302  1.0000    0.00
   2       59046            228  62   5.026e-14   5.026e-14  0.1377  0.1377  0.9999    0.00
   2       59191            229  62    6.94e-12    6.94e-12  0.1247  0.1247  0.9999    0.00
   2       59383            230  62   2.991e-12   2.991e-12  0.1269  0.1269  0.9999    0.00
   2       59477            231  62   1.292e-10   1.292e-10  0.1187  0.1187  0.9999    0.00
   2       59755            232  62   2.064e-06   2.064e-06  0.1971  0.1971  1.0000    0.00
   2       60471            233  62   1.447e-12   1.447e-12  0.1289  0.1289  1.0000    0.00
   2       60478            234  62   3.151e-13   3.151e-13  0.1329  0.1329  0.9999    0.00
   2       60786            235  62   1.381e-16   1.381e-16  0.1504  0.1504  0.9999    0.00
   2       61035            236  62   3.864e-17   3.864e-17  0.1531  0.1531  0.9997    0.00
   2       61071            237  62   4.419e-17   4.419e-17  0.1521  0.1521  0.9999    0.00
   2       61675            238  62   1.883e-14   1.883e-14  0.1391  0.1391  1.0000    0.00
   2       62776            239  62   1.313e-05   1.313e-05  0.0827  0.0827  0.9999    0.00
   2       62939            240  62   8.115e-12   8.115e-12  0.1240  0.1240  1.0000    0.00
   2       63527            241  62   1.903e-19   1.903e-19  0.1641  0.1641  0.9998    0.00
   2       63857            242  62   2.047e-15   2.047e-15  0.1445  0.1445  0.9998    0.00
   2       65527            243  62   0.0001137   0.0001137  0.0701  0.0701  0.9996    0.00
   2       67007            244  62   7.612e-06   7.612e-06  0.0895  0.0895  0.9999    0.00
   2       67023            245  62       0.458       0.458 -0.0307 -0.0307  0.9998    0.00
   2       67024            246  62     0.01151     0.01151 -0.1049 -0.1049  0.9950    0.00
   2       67976            247  62   2.381e-06   2.381e-06  0.0869  0.0869  1.0000    0.00
   2       69628            248  62   4.369e-15   4.369e-15  0.1468  0.1468  1.0000    0.00
   2       71825            249  62   1.502e-06   1.502e-06  0.1743  0.1743  1.0000    0.00
   2       72389            250  62   1.164e-39   1.164e-39  0.2405  0.2405  0.9999    0.00
   2       72392            251  62   2.137e-28   2.137e-28 -0.2033 -0.2033  1.0000    0.00
   2       73646            252  62   8.065e-37   8.065e-37  0.2282  0.2282  1.0000    0.00
   2       74564            253  62   3.593e-34   3.593e-34  0.2191  0.2191  0.9991    0.00
   2       74739            254  62   6.274e-43   6.274e-43  0.2474  0.2474  0.9873    0.00
   2       79931            255  62   7.341e-37   7.341e-37 -0.2577 -0.2577  0.9831    0.00
   2       80748            256  62   1.626e-23   1.626e-23  0.1876  0.1876  0.9864    0.00
   2       80873            257  62   2.375e-37   2.375e-37  0.2307  0.2307  0.9555    0.00
   2       81501            258  62   3.767e-39   3.767e-39  0.2364  0.2364  0.9437    0.00
   2       83526            259  62   2.428e-31   2.428e-31  0.2102  0.2102  0.9663    0.00
   2       83845            260  62   7.437e-37   7.437e-37  0.2290  0.2290  0.8742    0.00
   2       84412            261  62   8.577e-07   8.577e-07  0.2247  0.2247  0.9999    0.00
   2       84412            262  62   2.839e-22   2.839e-22  0.2215  0.2215  0.9947    0.00
   2       84447            263  62   7.933e-46   7.933e-46  0.2596  0.2596  0.9566    0.00
   2       87391            264  62    2.28e-36    2.28e-36  0.2264  0.2264  0.8977    0.00
   2       87562            265  62   1.875e-37   1.875e-37  0.2304  0.2304  0.8887    0.00
   2       87849            266  62   5.733e-36   5.733e-36  0.2256  0.2256  0.9140    0.00
   2       87878            267  62    1.22e-33    1.22e-33  0.2188  0.2188  0.9137    0.00
   2       88125            268  62    1.64e-27    1.64e-27  0.2189  0.2189  0.8799    0.00
   2       89785            269  62   2.376e-23   2.376e-23  0.1804  0.1804  0.9725    0.00
   2       93441            270  62   1.664e-17   1.664e-17 -0.1590 -0.1590  0.9925    0.00
   2       93588            271  62   8.903e-17   8.903e-17 -0.1608 -0.1608  0.9894    0.00
   2       93721            272  62   1.528e-16   1.528e-16 -0.1492 -0.1492  0.9861    0.00
   2       93952            273  62   6.522e-16   6.522e-16  0.1457  0.1457  0.9822    0.00
   2       95085            274  62   7.684e-20   7.684e-20 -0.1645 -0.1645  0.9865    0.00
   2      103188            275  62   2.881e-08   2.881e-08  0.1027  0.1027  0.9997    0.00
   2      107124            276  62   4.111e-11   4.111e-11  0.1193  0.1193  0.9999    0.00
   2      111645            277  62   5.881e-18   5.881e-18  0.1561  0.1561  0.9998    0.00
   2      111916            278  62   5.129e-16   5.129e-16  0.1469  0.1469  0.9996    0.00
   2      111931            279  62   1.145e-17   1.145e-17  0.1553  0.1553  0.9997    0.00
   2      111999            280  62   4.435e-20   4.435e-20  0.1659  0.1659  0.9998    0.00
   2      114528            281  62   2.269e-06   2.269e-06  0.0861  0.0861  1.0000    0.00
   2      116024            282  62   3.209e-13   3.209e-13  0.1329  0.1329  0.9992    0.00
   2      119244            283  62    0.001146    0.001146 -0.0647 -0.0647  0.9978    0.00
   2      119246            284  62      0.1583      0.1583 -0.0284 -0.0284  0.9906    0.00
   2      119247            285  62      0.5755      0.5755  0.0113  0.0113  0.9987    0.00
   2      120090            286  62   3.914e-05   3.914e-05 -0.0748 -0.0748  0.9998    0.00
   2      120291            287  62     2.7e-05     2.7e-05 -0.0772 -0.0772  0.9999    0.00
   2      120726            288  62   4.234e-06   4.234e-06 -0.0841 -0.0841  0.9999    0.00
   2      121716            289  62      0.1011      0.1011 -0.0299 -0.0299  0.9999    0.00
   2      123100            290  62   3.088e-06   3.088e-06 -0.0853 -0.0853  1.0000    0.00
   2      124677            291  62    1.91e-06    1.91e-06 -0.0870 -0.0870  1.0000    0.00
   2      127636            292  62   3.208e-24   3.208e-24  0.2340  0.2340  0.9977    0.00
   2      127887            293  62      0.4325      0.4325 -0.0144 -0.0144  1.0000    0.00
   2      128935            294  62      0.7711      0.7711 -0.0053 -0.0053  1.0000    0.00
   2      129053            295  62      0.9295      0.9295 -0.0016 -0.0016  1.0000    0.00
   2      130040            296  62      0.5604      0.5604  0.0108  0.0108  0.9999    0.00
   2      130976            297  62   8.623e-05   8.623e-05 -0.0722 -0.0722  1.0000    0.00
   2      132199            298  62      0.1356      0.1356 -0.0276 -0.0276  1.0000    0.00
   2      133355            299  62      0.5622      0.5622 -0.0108 -0.0108  1.0000    0.00
   2      133435            300  62     0.03657     0.03657 -0.0390 -0.0390  1.0000    0.00
   2      133943            301  62      0.1421      0.1421  0.0320  0.0320  1.0000    0.00
   2      135183            302  62     0.01205     0.01205 -0.0468 -0.0468  0.9999    0.00
   2      135402            303  62     0.01234     0.01234 -0.0467 -0.0467  0.9999    0.00
   2      135898            304  62      0.1394      0.1394 -0.0277 -0.0277  0.9997    0.00
   2      135912            305  62        0.16        0.16 -0.0264 -0.0264  0.9996    0.00
   2      135925            306  62     0.07835     0.07835 -0.0329 -0.0329  0.9998    0.00
   2      136002            307  62    0.003978    0.003978 -0.0537 -0.0537  0.9999    0.00
   2      136173            308  62     0.04113     0.04113 -0.0384 -0.0384  0.9994    0.00
   2      138209            309  62      0.4121      0.4121  0.0159  0.0159  0.9991    0.00
   2      138318            310  62      0.2868      0.2868  0.0205  0.0205  0.9982    0.00
   2      138695            311  62      0.8281      0.8281  0.0041  0.0041  0.9993    0.00
   2      138818            312  62      0.1443      0.1443 -0.0276 -0.0276  1.0000    0.00
   2      139728            313  62     0.03721     0.03721 -0.0394 -0.0394  0.9999    0.00
   2      140174            314  62   7.646e-05   7.646e-05 -0.0747 -0.0747  1.0000    0.00
   2      140863            315  62   6.637e-05   6.637e-05 -0.0753 -0.0753  1.0000    0.00
   2      141152            316  62   0.0003185   0.0003185 -0.0682 -0.0682  1.0000    0.00
   2      141292            317  62   0.0001851   0.0001851 -0.0703 -0.0703  1.0000    0.00
   2      141545            318  62      0.1792      0.1792 -0.0254 -0.0254  1.0000    0.00
   2      145823            319  62   7.616e-05   7.616e-05  0.0775  0.0775  0.9948    0.00
   2      145934            320  62      0.9467      0.9467 -0.0022 -0.0022  0.9993    0.00
   2      145980            321  62   0.0002773   0.0002773  0.0719  0.0719  1.0000    0.00
   2      146723            322  62    0.000149    0.000149  0.0715  0.0715  0.9970    0.00
   2      147946            323  62     0.02281     0.02281  0.0433  0.0433  0.9986    0.00
   2      150394            324  62    0.004148    0.004148  0.0594  0.0594  0.9639    0.00
   2      151274            325  62   2.037e-16   2.037e-16  0.2665  0.2665  1.0000    0.00
   2      151397            326  62   0.0003244   0.0003244  0.0686  0.0686  0.9972    0.00
   2      153035            327  62   3.721e-08   3.721e-08  0.1038  0.1038  0.9996    0.00
   2      153228            328  62   2.517e-06   2.517e-06  0.0894  0.0894  0.9992    0.00
