 CHR          BP            SNP   N           P        P(R)      OR   OR(R)       Q       I
   1       75211             58  62     0.05617     0.05617 -0.0337 -0.0337  1.0000    0.00
   1       76030             59  62      0.6211      0.6211 -0.0087 -0.0087  1.0000    0.00
   1       80108             60  62   0.0001518   0.0001518 -0.0668 -0.0668  1.0000    0.00
   1       81262             61  62    0.001034    0.001034 -0.0579 -0.0579  1.0000    0.00
   1       81999             62  62   7.555e-07   7.555e-07 -0.0875 -0.0875  1.0000    0.00
   1       82431             63  62   1.364e-11   1.364e-11 -0.1201 -0.1201  1.0000    0.00
   1       83284             64  62     0.03073     0.03073 -0.0381 -0.0381  1.0000    0.00
   1       83613             65  62      0.4969      0.4969 -0.0120 -0.0120  1.0000    0.00
   1       84112             66  62    0.005984    0.005984 -0.0485 -0.0485  1.0000    0.00
   1       84701             67  62     0.02308     0.02308 -0.0429 -0.0429  1.0000    0.00
   1       84858             68  62     0.03133     0.03133  0.0381  0.0381  1.0000    0.00
   1       85751             69  62     0.08944     0.08944  0.0302  0.0302  1.0000    0.00
   1       87445             70  62     0.05069     0.05069 -0.0348 -0.0348  1.0000    0.00
   1       87467             71  62   5.324e-06   5.324e-06 -0.0814 -0.0814  1.0000    0.00
   1       89070             72  62     0.04298     0.04298 -0.0360 -0.0360  1.0000    0.00
   1       89616             73  62      0.5634      0.5634  0.0102  0.0102  1.0000    0.00
   1       89679             74  62     0.09995     0.09995 -0.0291 -0.0291  1.0000    0.00
   1       89880             75  62      0.3945      0.3945 -0.0151 -0.0151  1.0000    0.00
   1       91472             76  62      0.9161      0.9161 -0.0019 -0.0019  1.0000    0.00
   1       93789             77  62      0.3349      0.3349 -0.0170 -0.0170  1.0000    0.00
   1       94351             78  62    0.003932    0.003932  0.0510  0.0510  1.0000    0.00
   1       99148             79  62     0.06807     0.06807  0.0322  0.0322  1.0000    0.00
   1      101281             80  62   6.325e-14   6.325e-14 -1.4457 -1.4457  1.0000    0.00
   1      106011             81  62      0.3846      0.3846  0.0160  0.0160  1.0000    0.00
   1      106800             82  62     0.02955     0.02955 -0.0384 -0.0384  1.0000    0.00
   1      107970             83  62      0.8591      0.8591  0.0031  0.0031  1.0000    0.00
   1      109000             84  62      0.9092      0.9092 -0.0020 -0.0020  1.0000    0.00
   1      112549             85  62   3.545e-11   3.545e-11 -0.1166 -0.1166  1.0000    0.00
   1      112742             86  62   2.906e-08   2.906e-08 -0.0981 -0.0981  1.0000    0.00
   1      113050             87  62   1.296e-06   1.296e-06 -0.0854 -0.0854  1.0000    0.00
   1      113135             88  62   1.515e-08   1.515e-08 -0.0996 -0.0996  1.0000    0.00
   1      114076             89  62      0.3559      0.3559 -0.0163 -0.0163  1.0000    0.00
   1      114628             90  62      0.3343      0.3343 -0.0171 -0.0171  1.0000    0.00
   1      116283             91  62       0.213       0.213 -0.0221 -0.0221  1.0000    0.00
   1      126880             92  62   8.245e-23   8.245e-23  3.2682  3.2682  0.9992    0.00
   1      127853             93  62   0.0005868   0.0005868 -0.0609 -0.0609  1.0000    0.00
   1      128302             94  62   7.994e-05   7.994e-05 -0.0696 -0.0696  1.0000    0.00
   1      128704             95  62    0.002207    0.002207 -0.0541 -0.0541  1.0000    0.00
   1      128911             96  62   1.325e-09   1.325e-09 -0.1071 -0.1071  1.0000    0.00
   1      130267             97  62   1.852e-07   1.852e-07 -0.0921 -0.0921  1.0000    0.00
   1      130271             98  62   6.664e-07   6.664e-07 -0.0879 -0.0879  1.0000    0.00
   1      130613             99  62   3.552e-14   3.552e-14 -0.1351 -0.1351  0.9997    0.00
   1      132012            100  62   3.317e-06   3.317e-06  0.0828  0.0828  1.0000    0.00
   1      133231            101  62   2.523e-11   2.523e-11  0.1179  0.1179  1.0000    0.00
   1      137074            102  62   4.038e-06   4.038e-06  0.0814  0.0814  1.0000    0.00
   1      137304            103  62   2.591e-15   2.591e-15  0.1396  0.1396  1.0000    0.00
   1      139686            104  62   1.169e-05   1.169e-05  0.0775  0.0775  1.0000    0.00
   1      149562            105  62   1.659e-08   1.659e-08  0.1000  0.1000  1.0000    0.00
   1      150447            106  62   0.0001203   0.0001203  0.0690  0.0690  1.0000    0.00
   1      151446            107  62       0.488       0.488  0.0250  0.0250  1.0000    0.00
   1      154084            108  62   3.075e-06   3.075e-06  0.0839  0.0839  1.0000    0.00
   1      156633            109  62   5.319e-05   5.319e-05  0.0737  0.0737  1.0000    0.00
   1      157269            110  62   9.536e-14   9.536e-14  0.1314  0.1314  0.9999    0.00
   1      160054            111  62   1.234e-08   1.234e-08  0.1015  0.1015  0.9999    0.00
   1      166222            112  62   2.541e-07   2.541e-07  0.0912  0.0912  0.9999    0.00
   1      166416            113  62   3.444e-07   3.444e-07  0.0900  0.0900  0.9999    0.00
   1      167326            114  62   8.745e-10   8.745e-10  0.1088  0.1088  0.9999    0.00
   1      168836            115  62   1.536e-08   1.536e-08  0.0999  0.0999  0.9997    0.00
   1      171200            116  62   1.071e-19   1.071e-19  0.1605  0.1605  0.9992    0.00
   1      171431            117  62   2.799e-30   2.799e-30  0.2031  0.2031  0.9918    0.00
   1      173339            118  62   1.748e-24   1.748e-24  0.1801  0.1801  0.9974    0.00
   1      173845            119  62   3.878e-24   3.878e-24  0.1786  0.1786  0.9967    0.00
   1      175121            120  62   1.194e-30   1.194e-30  0.2023  0.2023  0.9281    0.00
   1      175281            121  62   6.254e-29   6.254e-29  0.1964  0.1964  0.9637    0.00
   1      175315            122  62   7.051e-31   7.051e-31  0.2032  0.2032  0.9536    0.00
   1      175523            123  62   5.916e-27   5.916e-27  0.1902  0.1902  0.9732    0.00
   1      175541            124  62   5.678e-30   5.678e-30  0.2003  0.2003  0.9581    0.00
   1      175653            125  62   3.267e-32   3.267e-32  0.2087  0.2087  0.9346    0.00
   1      175805            126  62   2.601e-13   2.601e-13 -0.1368 -0.1368  0.9966    0.00
   1      175818            127  62   4.701e-30   4.701e-30  0.2077  0.2077  0.9263    0.00
   1      175856            128  62   6.498e-27   6.498e-27  0.1930  0.1930  0.9162    0.00
   1      175876            129  62   9.628e-26   9.628e-26  0.1856  0.1856  0.9491    0.00
   1      175989            130  62   7.187e-25   7.187e-25  0.1827  0.1827  0.9690    0.00
   1      176001            131  62   1.788e-24   1.788e-24  0.1821  0.1821  0.9749    0.00
   1      176451            132  62   1.168e-20   1.168e-20  0.1683  0.1683  0.9966    0.00
   1      177692            133  62   3.392e-33   3.392e-33  0.2110  0.2110  0.9846    0.00
   1      178191            134  62   4.415e-33   4.415e-33  0.2108  0.2108  0.9760    0.00
   1      178224            135  62   3.392e-33   3.392e-33  0.2110  0.2110  0.9846    0.00
   1      178960            136  62   7.477e-36   7.477e-36  0.2214  0.2214  0.9823    0.00
   1      179139            137  62   1.517e-09   1.517e-09  0.2127  0.2127  0.9990    0.00
   1      179139            138  62   3.839e-08   3.839e-08 -0.3900 -0.3900  1.0000    0.00
   1      180955            139  62     0.02661     0.02661  0.0453  0.0453  0.9996    0.00
   1      183802            140  62   7.803e-35   7.803e-35  0.2164  0.2164  0.9952    0.00
   1      183954            141  62   8.734e-29   8.734e-29  0.1972  0.1972  0.9989    0.00
   1      184450            142  62   3.651e-15   3.651e-15 -0.1383 -0.1383  0.9996    0.00
   1      184641            143  62   1.249e-14   1.249e-14 -0.1395 -0.1395  0.9996    0.00
   1      184718            144  62   1.164e-26   1.164e-26  0.1888  0.1888  0.9993    0.00
   1      185296            145  62   1.966e-16   1.966e-16  0.1448  0.1448  0.9997    0.00
   1      185438            146  62   2.714e-15   2.714e-15  0.1392  0.1392  0.9998    0.00
   1      185469            147  62   3.619e-16   3.619e-16  0.1437  0.1437  0.9998    0.00
   1      185503            148  62   5.091e-15   5.091e-15  0.1377  0.1377  0.9999    0.00
   1      185705            149  62    4.42e-18    4.42e-18  0.1541  0.1541  0.9999    0.00
   1      185749            150  62   1.428e-16   1.428e-16  0.1470  0.1470  0.9999    0.00
   1      185806            151  62   7.139e-25   7.139e-25  0.1832  0.1832  0.9993    0.00
   1      185879            152  62   1.231e-20   1.231e-20  0.1666  0.1666  1.0000    0.00
   1      185916            153  62   2.143e-07   2.143e-07  0.0929  0.0929  1.0000    0.00
   1      185941            154  62   9.455e-08   9.455e-08  0.0960  0.0960  1.0000    0.00
   1      185954            155  62    2.51e-10    2.51e-10  0.1141  0.1141  1.0000    0.00
   1      186055            156  62    1.06e-13    1.06e-13 -0.1313 -0.1313  0.9999    0.00
   1      186896            157  62   1.267e-17   1.267e-17 -0.1533 -0.1533  0.9989    0.00
   1      187697            158  62    3.85e-44    3.85e-44 -0.5085 -0.5085  0.9926    0.00
   1      189392            159  62   3.702e-20   3.702e-20 -0.3383 -0.3383  1.0000    0.00
   1      189416            160  62   3.418e-17   3.418e-17 -0.3001 -0.3001  0.9993    0.00
   1      190132            161  62   6.033e-06   6.033e-06  0.0801  0.0801  1.0000    0.00
   1      190148            162  62   1.196e-08   1.196e-08  0.1009  0.1009  1.0000    0.00
   1      190165            163  62   1.957e-05   1.957e-05  0.0762  0.0762  1.0000    0.00
   1      190169            164  62   3.814e-08   3.814e-08  0.0980  0.0980  1.0000    0.00
   1      190933            165  62     0.03597     0.03597 -0.0371 -0.0371  1.0000    0.00
   1      192149            166  62   1.053e-09   1.053e-09  0.1087  0.1087  1.0000    0.00
   1      192302            167  62   2.479e-09   2.479e-09 -0.1402 -0.1402  0.9998    0.00
   1      192303            168  62   1.919e-07   1.919e-07 -0.1106 -0.1106  0.9992    0.00
   1      192305            169  62   1.498e-08   1.498e-08 -0.1250 -0.1250  0.9998    0.00
   1      192315            170  62      0.1195      0.1195  0.0390  0.0390  1.0000    0.00
   1      192795            171  62   2.743e-05   2.743e-05  0.0740  0.0740  0.9999    0.00
   1      194020            172  62     0.05379     0.05379 -0.0358 -0.0358  1.0000    0.00
   1      194187            173  62      0.6612      0.6612 -0.0077 -0.0077  1.0000    0.00
   1      194867            174  62    1.26e-14    1.26e-14 -0.1359 -0.1359  1.0000    0.00
   1      197325            175  62   1.801e-13   1.801e-13 -0.1330 -0.1330  1.0000    0.00
   1      197392            176  62   2.586e-20   2.586e-20 -0.1688 -0.1688  1.0000    0.00
   1      198857            177  62   1.101e-08   1.101e-08  0.4833  0.4833  1.0000    0.00
   1      206666            178  62   7.388e-11   7.388e-11 -0.1292 -0.1292  0.9998    0.00
   1      206675            179  62    0.001521    0.001521 -0.0820 -0.0820  1.0000    0.00
   1      223051            180  62   7.275e-28   7.275e-28 -0.2233 -0.2233  0.9999    0.00
   1      223059            181  62   2.052e-54   2.052e-54 -0.3282 -0.3282  1.0000    0.00
   2        7366            182  62   2.281e-18   2.281e-18 -0.2234 -0.2234  0.9996    0.00
   2        8180            183  62   1.792e-11   1.792e-11 -0.2367 -0.2367  1.0000    0.00
   2        8187            184  62   6.831e-07   6.831e-07  0.1820  0.1820  1.0000    0.00
   2        8250            185  62   8.637e-05   8.637e-05 -0.1418 -0.1418  1.0000    0.00
   2        8253            186  62   0.0001276   0.0001276 -0.1384 -0.1384  1.0000    0.00
   2        8285            187  62   0.0003423   0.0003423 -0.0701 -0.0701  1.0000    0.00
   2        8302            188  62   5.398e-09   5.398e-09  0.1069  0.1069  1.0000    0.00
   2        8306            189  62   5.398e-09   5.398e-09  0.1069  0.1069  1.0000    0.00
   2        8314            190  62   2.318e-12   2.318e-12  0.1258  0.1258  1.0000    0.00
   2        8317            191  62   4.586e-08   4.586e-08  0.1003  0.1003  1.0000    0.00
   2        8328            192  62   0.0001742   0.0001742  0.0686  0.0686  1.0000    0.00
   2        8331            193  62   6.249e-05   6.249e-05  0.0730  0.0730  1.0000    0.00
   2        8498            194  62    0.001042    0.001042  0.0588  0.0588  1.0000    0.00
   2        8651            195  62     0.00279     0.00279  0.0537  0.0537  1.0000    0.00
   2        9418            196  62   3.365e-06   3.365e-06 -0.2120 -0.2120  0.9999    0.00
   2        9812            197  62   0.0006199   0.0006199  0.0618  0.0618  1.0000    0.00
   2        9932            198  62     0.05296     0.05296  0.0348  0.0348  1.0000    0.00
   2       10135            199  62     0.05671     0.05671  0.0341  0.0341  1.0000    0.00
   2       11616            200  62   6.149e-05   6.149e-05  0.0717  0.0717  1.0000    0.00
   2       12133            201  62   7.534e-05   7.534e-05  0.0711  0.0711  1.0000    0.00
   2       12194            202  62   1.399e-05   1.399e-05  0.0783  0.0783  1.0000    0.00
   2       12359            203  62    0.001239    0.001239  0.0581  0.0581  1.0000    0.00
   2       13061            204  62   0.0006834   0.0006834  0.0611  0.0611  1.0000    0.00
   2       14298            205  62    0.004816    0.004816  0.0508  0.0508  1.0000    0.00
   2       15222            206  62   0.0002169   0.0002169  0.0673  0.0673  1.0000    0.00
   2       17986            207  62   5.705e-05   5.705e-05  0.0720  0.0720  1.0000    0.00
   2       19770            208  62   0.0003784   0.0003784  0.0640  0.0640  1.0000    0.00
   2       19836            209  62    0.003842    0.003842  0.0519  0.0519  1.0000    0.00
   2       19851            210  62    0.003541    0.003541  0.0526  0.0526  1.0000    0.00
   2       21595            211  62     0.01709     0.01709  0.0428  0.0428  1.0000    0.00
   2       22385            212  62     0.01027     0.01027  0.0461  0.0461  1.0000    0.00
   2       23441            213  62     0.02943     0.02943  0.0395  0.0395  1.0000    0.00
   2       24209            214  62   0.0004234   0.0004234  0.0634  0.0634  1.0000    0.00
   2       24341            215  62   8.382e-05   8.382e-05  0.0709  0.0709  1.0000    0.00
   2       26815            216  62    5.66e-09    5.66e-09  0.1048  0.1048  1.0000    0.00
   2       28209            217  62   3.621e-08   3.621e-08  0.0992  0.0992  1.0000    0.00
   2       28695            218  62      0.2731      0.2731  0.0206  0.0206  1.0000    0.00
   2       35849            219  62   3.626e-05   3.626e-05 -0.7965 -0.7965  1.0000    0.00
   2       35850            220  62    5.37e-10    5.37e-10  1.4637  1.4637  1.0000    0.00
   2       41245            221  62      0.4649      0.4649 -0.0131 -0.0131  1.0000    0.00
   2       43214            222  62   1.142e-05   1.142e-05 -0.0800 -0.0800  1.0000    0.00
   2       47104            223  62      0.6325      0.6325  0.0085  0.0085  1.0000    0.00
   2       50915            224  62     0.08703     0.08703  0.0306  0.0306  1.0000    0.00
   2       55834            225  62      0.9738      0.9738 -0.0006 -0.0006  1.0000    0.00
   2       56422            226  62     0.02708     0.02708  0.0395  0.0395  1.0000    0.00
   2       57715            227  62      0.1564      0.1564  0.0252  0.0252  1.0000    0.00
   2       59046            228  62      0.2766      0.2766  0.0195  0.0195  1.0000    0.00
   2       59191            229  62      0.4814      0.4814  0.0125  0.0125  1.0000    0.00
   2       59383            230  62     0.03557     0.03557  0.0374  0.0374  1.0000    0.00
   2       59477            231  62      0.5189      0.5189  0.0116  0.0116  1.0000    0.00
   2       59755            232  62      0.9303      0.9303  0.0035  0.0035  1.0000    0.00
   2       60471            233  62      0.6069      0.6069 -0.0092 -0.0092  1.0000    0.00
   2       60478            234  62      0.8807      0.8807 -0.0027 -0.0027  1.0000    0.00
   2       60786            235  62       0.741       0.741  0.0059  0.0059  1.0000    0.00
   2       61035            236  62       0.342       0.342  0.0169  0.0169  1.0000    0.00
   2       61071            237  62      0.1857      0.1857  0.0234  0.0234  1.0000    0.00
   2       61675            238  62      0.6138      0.6138 -0.0090 -0.0090  1.0000    0.00
   2       62776            239  62      0.8239      0.8239  0.0041  0.0041  1.0000    0.00
   2       62939            240  62      0.1515      0.1515  0.0254  0.0254  1.0000    0.00
   2       63527            241  62     0.03072     0.03072  0.0385  0.0385  1.0000    0.00
   2       63857            242  62      0.1843      0.1843  0.0236  0.0236  1.0000    0.00
   2       65527            243  62     0.01694     0.01694 -0.0424 -0.0424  1.0000    0.00
   2       67007            244  62   0.0001672   0.0001672 -0.0735 -0.0735  1.0000    0.00
   2       67023            245  62      0.1601      0.1601 -0.0568 -0.0568  1.0000    0.00
   2       67024            246  62     0.02089     0.02089 -0.0937 -0.0937  1.0000    0.00
   2       67976            247  62      0.7298      0.7298  0.0062  0.0062  1.0000    0.00
   2       69628            248  62    0.003054    0.003054  0.0542  0.0542  1.0000    0.00
   2       71825            249  62   0.0005003   0.0005003 -0.1232 -0.1232  1.0000    0.00
   2       72389            250  62   2.788e-10   2.788e-10  0.1128  0.1128  1.0000    0.00
   2       72392            251  62       0.557       0.557 -0.0106 -0.0106  1.0000    0.00
   2       73646            252  62    6.44e-09    6.44e-09  0.1024  0.1024  1.0000    0.00
   2       74564            253  62   6.778e-13   6.778e-13  0.1264  0.1264  1.0000    0.00
   2       74739            254  62   1.801e-21   1.801e-21  0.1678  0.1678  0.9997    0.00
   2       79931            255  62   4.624e-46   4.624e-46 -0.2825 -0.2825  0.9992    0.00
   2       80748            256  62    1.36e-31    1.36e-31  0.2143  0.2143  0.9971    0.00
   2       80873            257  62   4.374e-42   4.374e-42  0.2398  0.2398  0.9946    0.00
   2       81501            258  62   5.623e-45   5.623e-45  0.2481  0.2481  0.9821    0.00
   2       83526            259  62   1.332e-40   1.332e-40  0.2350  0.2350  0.9978    0.00
   2       83845            260  62   5.116e-50   5.116e-50  0.2619  0.2619  0.9769    0.00
   2       84412            261  62   4.263e-16   4.263e-16  0.3621  0.3621  1.0000    0.00
   2       84412            262  62   2.232e-16   2.232e-16  0.1831  0.1831  1.0000    0.00
   2       84447            263  62   1.413e-52   1.413e-52  0.2721  0.2721  0.9926    0.00
   2       87391            264  62   3.631e-59   3.631e-59  0.2841  0.2841  0.9969    0.00
   2       87562            265  62    1.53e-62    1.53e-62  0.2930  0.2930  0.9973    0.00
   2       87849            266  62   5.062e-62   5.062e-62  0.2917  0.2917  0.9974    0.00
   2       87878            267  62   8.746e-60   8.746e-60  0.2875  0.2875  0.9978    0.00
   2       88125            268  62   8.777e-43   8.777e-43  0.2693  0.2693  0.9996    0.00
   2       89785            269  62   1.417e-43   1.417e-43  0.2445  0.2445  0.9997    0.00
   2       93441            270  62   6.527e-39   6.527e-39 -0.2375 -0.2375  0.9999    0.00
   2       93588            271  62    9.48e-37    9.48e-37 -0.2387 -0.2387  0.9997    0.00
   2       93721            272  62   9.121e-37   9.121e-37 -0.2233 -0.2233  0.9999    0.00
   2       93952            273  62   2.055e-31   2.055e-31  0.2050  0.2050  1.0000    0.00
   2       95085            274  62   1.478e-52   1.478e-52 -0.2681 -0.2681  0.9936    0.00
   2      103188            275  62   5.139e-59   5.139e-59  0.2913  0.2913  0.9619    0.00
   2      107124            276  62   1.082e-64   1.082e-64  0.2981  0.2981  0.9894    0.00
   2      111645            277  62   2.721e-83   2.721e-83  0.3389  0.3389  0.8422    0.00
   2      111916            278  62   9.013e-73   9.013e-73  0.3174  0.3174  0.9360    0.00
   2      111931            279  62   1.586e-76   1.586e-76  0.3260  0.3260  0.9098    0.00
   2      111999            280  62   5.182e-83   5.182e-83  0.3384  0.3384  0.8600    0.00
   2      114528            281  62   5.286e-58   5.286e-58  0.2838  0.2838  0.9729    0.00
   2      116024            282  62   1.343e-81   1.343e-81  0.3383  0.3383  0.8685    0.00
   2      119244            283  62   2.043e-10   2.043e-10  0.1235  0.1235  1.0000    0.00
   2      119246            284  62   1.114e-14   1.114e-14  0.1515  0.1515  1.0000    0.00
   2      119247            285  62   1.021e-13   1.021e-13  0.1470  0.1470  1.0000    0.00
   2      120090            286  62   1.831e-18   1.831e-18  0.1554  0.1554  1.0000    0.00
   2      120291            287  62   1.414e-23   1.414e-23  0.1794  0.1794  0.9999    0.00
   2      120726            288  62   9.065e-18   9.065e-18  0.1531  0.1531  1.0000    0.00
   2      121716            289  62   1.282e-29   1.282e-29  0.2010  0.2010  0.9999    0.00
   2      123100            290  62   1.211e-15   1.211e-15  0.1428  0.1428  1.0000    0.00
   2      124677            291  62   9.912e-09   9.912e-09  0.1022  0.1022  1.0000    0.00
   2      127636            292  62   9.406e-12   9.406e-12  0.1536  0.1536  1.0000    0.00
   2      127887            293  62   1.317e-15   1.317e-15  0.1434  0.1434  1.0000    0.00
   2      128935            294  62    6.61e-16    6.61e-16  0.1448  0.1448  1.0000    0.00
   2      129053            295  62   1.445e-21   1.445e-21  0.1714  0.1714  1.0000    0.00
   2      130040            296  62   1.354e-17   1.354e-17  0.1544  0.1544  1.0000    0.00
   2      130976            297  62   8.773e-07   8.773e-07  0.0883  0.0883  1.0000    0.00
   2      132199            298  62   3.385e-14   3.385e-14  0.1367  0.1367  1.0000    0.00
   2      133355            299  62   2.932e-16   2.932e-16  0.1483  0.1483  1.0000    0.00
   2      133435            300  62   1.635e-14   1.635e-14  0.1396  0.1396  1.0000    0.00
   2      133943            301  62   2.284e-05   2.284e-05  0.0903  0.0903  1.0000    0.00
   2      135183            302  62   7.435e-13   7.435e-13  0.1305  0.1305  1.0000    0.00
   2      135402            303  62   2.222e-15   2.222e-15  0.1442  0.1442  1.0000    0.00
   2      135898            304  62   1.229e-23   1.229e-23  0.1831  0.1831  1.0000    0.00
   2      135912            305  62   8.072e-23   8.072e-23  0.1798  0.1798  1.0000    0.00
   2      135925            306  62   5.202e-23   5.202e-23  0.1798  0.1798  1.0000    0.00
   2      136002            307  62   5.059e-16   5.059e-16  0.1476  0.1476  1.0000    0.00
   2      136173            308  62   6.136e-16   6.136e-16  0.1482  0.1482  1.0000    0.00
   2      138209            309  62    8.63e-15    8.63e-15  0.1464  0.1464  1.0000    0.00
   2      138318            310  62    1.66e-21    1.66e-21  0.1791  0.1791  1.0000    0.00
   2      138695            311  62   3.788e-16   3.788e-16  0.1506  0.1506  1.0000    0.00
   2      138818            312  62    2.79e-13    2.79e-13  0.1348  0.1348  1.0000    0.00
   2      139728            313  62   5.734e-13   5.734e-13  0.1328  0.1328  1.0000    0.00
   2      140174            314  62   1.908e-12   1.908e-12  0.1298  0.1298  1.0000    0.00
   2      140863            315  62   1.601e-12   1.601e-12  0.1302  0.1302  1.0000    0.00
   2      141152            316  62   2.152e-10   2.152e-10  0.1173  0.1173  1.0000    0.00
   2      141292            317  62   1.319e-13   1.319e-13  0.1358  0.1358  1.0000    0.00
   2      141545            318  62   1.171e-17   1.171e-17  0.1576  0.1576  1.0000    0.00
   2      145823            319  62   1.398e-38   1.398e-38  0.2479  0.2479  0.9984    0.00
   2      145934            320  62   0.0008003   0.0008003 -0.1058 -0.1058  1.0000    0.00
   2      145980            321  62   4.883e-16   4.883e-16  0.1566  0.1566  1.0000    0.00
   2      146723            322  62   1.621e-29   1.621e-29  0.2072  0.2072  0.9999    0.00
   2      147946            323  62   5.453e-24   5.453e-24  0.1873  0.1873  1.0000    0.00
   2      150394            324  62   1.052e-23   1.052e-23  0.2028  0.2028  1.0000    0.00
   2      151274            325  62      0.4258      0.4258  0.0253  0.0253  1.0000    0.00
   2      151397            326  62    1.53e-19    1.53e-19  0.1682  0.1682  0.9998    0.00
   2      153035            327  62   1.649e-22   1.649e-22  0.1795  0.1795  0.9997    0.00
   2      153228            328  62    2.52e-14    2.52e-14  0.1413  0.1413  1.0000    0.00
   2      153455            329  62    9.47e-12    9.47e-12  0.1273  0.1273  1.0000    0.00
