 CHR          BP            SNP   N           P        P(R)      OR   OR(R)       Q       I
   1       81999             62  62       2e-05       2e-05 -0.0738 -0.0738  1.0000    0.00
   1       82431             63  62   2.759e-09   2.759e-09 -0.1033 -0.1033  1.0000    0.00
   1       83284             64  62     0.03454     0.03454 -0.0365 -0.0365  1.0000    0.00
   1       83613             65  62      0.5861      0.5861 -0.0094 -0.0094  1.0000    0.00
   1       84112             66  62     0.04374     0.04374 -0.0348 -0.0348  1.0000    0.00
   1       84701             67  62      0.3513      0.3513 -0.0172 -0.0172  1.0000    0.00
   1       84858             68  62   0.0001383   0.0001383  0.0660  0.0660  1.0000    0.00
   1       85751             69  62      0.8367      0.8367  0.0036  0.0036  1.0000    0.00
   1       87445             70  62      0.6527      0.6527 -0.0078 -0.0078  1.0000    0.00
   1       87467             71  62    0.001533    0.001533 -0.0555 -0.0555  1.0000    0.00
   1       89070             72  62      0.3011      0.3011 -0.0180 -0.0180  1.0000    0.00
   1       89616             73  62      0.4648      0.4648 -0.0127 -0.0127  1.0000    0.00
   1       89679             74  62      0.3598      0.3598 -0.0159 -0.0159  1.0000    0.00
   1       89880             75  62      0.9053      0.9053  0.0021  0.0021  1.0000    0.00
   1       91472             76  62      0.3497      0.3497  0.0163  0.0163  1.0000    0.00
   1       93789             77  62      0.2003      0.2003  0.0221  0.0221  1.0000    0.00
   1       94351             78  62       0.578       0.578  0.0096  0.0096  1.0000    0.00
   1       99148             79  62      0.4405      0.4405 -0.0133 -0.0133  1.0000    0.00
   1      101281             80  62   5.021e-08   5.021e-08 -1.0288 -1.0288  1.0000    0.00
   1      106011             81  62      0.1863      0.1863  0.0238  0.0238  0.9997    0.00
   1      106800             82  62      0.4152      0.4152 -0.0141 -0.0141  0.9998    0.00
   1      107970             83  62      0.1732      0.1732  0.0235  0.0235  0.9999    0.00
   1      109000             84  62       0.608       0.608  0.0089  0.0089  1.0000    0.00
   1      112549             85  62   5.149e-08   5.149e-08 -0.0939 -0.0939  1.0000    0.00
   1      112742             86  62   0.0006401   0.0006401 -0.0591 -0.0591  1.0000    0.00
   1      113050             87  62     0.02328     0.02328 -0.0392 -0.0392  0.9995    0.00
   1      113135             88  62   0.0006913   0.0006913 -0.0585 -0.0585  1.0000    0.00
   1      114076             89  62      0.7908      0.7908  0.0046  0.0046  1.0000    0.00
   1      114628             90  62       0.118       0.118 -0.0270 -0.0270  1.0000    0.00
   1      116283             91  62      0.1078      0.1078 -0.0280 -0.0280  1.0000    0.00
   1      126880             92  62   8.279e-23   8.279e-23  3.1980  3.1980  0.9999    0.00
   1      127853             93  62     0.00452     0.00452 -0.0492 -0.0492  1.0000    0.00
   1      128302             94  62   4.903e-05   4.903e-05 -0.0701 -0.0701  1.0000    0.00
   1      128704             95  62    0.003238    0.003238 -0.0509 -0.0509  1.0000    0.00
   1      128911             96  62    4.95e-10    4.95e-10 -0.1075 -0.1075  1.0000    0.00
   1      130267             97  62    0.005639    0.005639 -0.0479 -0.0479  0.9998    0.00
   1      130271             98  62    0.008245    0.008245 -0.0457 -0.0457  0.9998    0.00
   1      130613             99  62   7.402e-10   7.402e-10 -0.1075 -0.1075  0.9918    0.00
   1      132012            100  62   4.161e-09   4.161e-09  0.1024  0.1024  1.0000    0.00
   1      133231            101  62   1.978e-14   1.978e-14  0.1323  0.1323  1.0000    0.00
   1      137074            102  62   2.752e-10   2.752e-10  0.1090  0.1090  1.0000    0.00
   1      137304            103  62   1.863e-18   1.863e-18  0.1514  0.1514  0.9995    0.00
   1      139686            104  62   1.193e-09   1.193e-09  0.1052  0.1052  1.0000    0.00
   1      149562            105  62   2.598e-11   2.598e-11  0.1156  0.1156  0.9999    0.00
   1      150447            106  62   4.902e-06   4.902e-06  0.0802  0.0802  1.0000    0.00
   1      151446            107  62     0.05435     0.05435  0.0678  0.0678  1.0000    0.00
   1      154084            108  62   1.261e-07   1.261e-07  0.0930  0.0930  1.0000    0.00
   1      156633            109  62   3.495e-07   3.495e-07  0.0909  0.0909  1.0000    0.00
   1      157269            110  62   6.996e-18   6.996e-18  0.1487  0.1487  0.9997    0.00
   1      160054            111  62   1.694e-11   1.694e-11  0.1173  0.1173  0.9999    0.00
   1      166222            112  62   8.105e-10   8.105e-10  0.1063  0.1063  1.0000    0.00
   1      166416            113  62   1.674e-09   1.674e-09  0.1041  0.1041  0.9999    0.00
   1      167326            114  62   1.431e-14   1.431e-14  0.1336  0.1336  0.9998    0.00
   1      168836            115  62   1.913e-12   1.913e-12  0.1217  0.1217  0.9999    0.00
   1      171200            116  62    7.72e-26    7.72e-26  0.1817  0.1817  0.9730    0.00
   1      171431            117  62   4.224e-38   4.224e-38  0.2242  0.2242  0.9080    0.00
   1      173339            118  62   5.474e-34   5.474e-34  0.2096  0.2096  0.9665    0.00
   1      173845            119  62   6.629e-34   6.629e-34  0.2091  0.2091  0.9784    0.00
   1      175121            120  62   1.269e-42   1.269e-42  0.2351  0.2351  0.5858    0.00
   1      175281            121  62   7.322e-39   7.322e-39  0.2243  0.2243  0.8538    0.00
   1      175315            122  62   4.922e-41   4.922e-41  0.2306  0.2306  0.7849    0.00
   1      175523            123  62   8.312e-36   8.312e-36  0.2161  0.2161  0.8908    0.00
   1      175541            124  62    4.72e-40    4.72e-40  0.2281  0.2281  0.8184    0.00
   1      175653            125  62   5.278e-46   5.278e-46  0.2458  0.2458  0.7684    0.00
   1      175805            126  62   3.176e-22   3.176e-22 -0.1773 -0.1773  0.9963    0.00
   1      175818            127  62   1.235e-40   1.235e-40  0.2380  0.2380  0.8350    0.00
   1      175856            128  62   7.097e-38   7.097e-38  0.2259  0.2259  0.7975    0.00
   1      175876            129  62   6.109e-36   6.109e-36  0.2165  0.2165  0.8473    0.00
   1      175989            130  62   4.223e-37   4.223e-37  0.2207  0.2207  0.8765    0.00
   1      176001            131  62   1.349e-36   1.349e-36  0.2203  0.2203  0.9127    0.00
   1      176451            132  62   4.395e-29   4.395e-29  0.1977  0.1977  0.9888    0.00
   1      177692            133  62   2.265e-38   2.265e-38  0.2227  0.2227  0.9174    0.00
   1      178191            134  62   9.439e-41   9.439e-41  0.2300  0.2300  0.8530    0.00
   1      178224            135  62   2.265e-38   2.265e-38  0.2227  0.2227  0.9174    0.00
   1      178960            136  62   6.554e-41   6.554e-41  0.2321  0.2321  0.8906    0.00
   1      179139            137  62   2.329e-12   2.329e-12  0.2416  0.2416  0.9998    0.00
   1      179139            138  62   4.283e-17   4.283e-17 -0.5827 -0.5827  1.0000    0.00
   1      180955            139  62    0.002358    0.002358  0.0607  0.0607  1.0000    0.00
   1      183802            140  62   2.312e-28   2.312e-28  0.1902  0.1902  0.9908    0.00
   1      183954            141  62   2.699e-23   2.699e-23  0.1725  0.1725  0.9993    0.00
   1      184450            142  62   5.293e-13   5.293e-13 -0.1243 -0.1243  1.0000    0.00
   1      184641            143  62   1.121e-10   1.121e-10 -0.1143 -0.1143  0.9999    0.00
   1      184718            144  62   7.648e-22   7.648e-22  0.1661  0.1661  0.9995    0.00
   1      185296            145  62   4.716e-14   4.716e-14  0.1300  0.1300  0.9999    0.00
   1      185438            146  62   1.646e-13   1.646e-13  0.1272  0.1272  1.0000    0.00
   1      185469            147  62   1.421e-14   1.421e-14  0.1328  0.1328  1.0000    0.00
   1      185503            148  62   5.077e-14   5.077e-14  0.1297  0.1297  1.0000    0.00
   1      185705            149  62    1.91e-17    1.91e-17  0.1480  0.1480  1.0000    0.00
   1      185749            150  62   1.638e-16   1.638e-16  0.1436  0.1436  1.0000    0.00
   1      185806            151  62   1.473e-21   1.473e-21  0.1662  0.1662  0.9987    0.00
   1      185879            152  62   2.181e-20   2.181e-20  0.1620  0.1620  1.0000    0.00
   1      185916            153  62   6.778e-07   6.778e-07  0.0871  0.0871  1.0000    0.00
   1      185941            154  62   1.519e-07   1.519e-07  0.0924  0.0924  1.0000    0.00
   1      185954            155  62   2.216e-10   2.216e-10  0.1120  0.1120  1.0000    0.00
   1      186055            156  62   3.128e-12   3.128e-12 -0.1206 -0.1206  1.0000    0.00
   1      186896            157  62   7.382e-13   7.382e-13 -0.1260 -0.1260  0.9999    0.00
   1      187697            158  62   9.066e-33   9.066e-33 -0.4263 -0.4263  0.9503    0.00
   1      189392            159  62   9.226e-27   9.226e-27 -0.3853 -0.3853  0.9994    0.00
   1      189416            160  62   3.843e-20   3.843e-20 -0.3201 -0.3201  0.9906    0.00
   1      190132            161  62     0.00463     0.00463  0.0491  0.0491  1.0000    0.00
   1      190148            162  62   0.0001822   0.0001822  0.0649  0.0649  1.0000    0.00
   1      190165            163  62     0.01875     0.01875  0.0411  0.0411  1.0000    0.00
   1      190169            164  62   0.0002781   0.0002781  0.0634  0.0634  1.0000    0.00
   1      190933            165  62   3.112e-05   3.112e-05 -0.0721 -0.0721  1.0000    0.00
   1      192149            166  62   0.0001956   0.0001956  0.0650  0.0650  0.9997    0.00
   1      192302            167  62   1.635e-08   1.635e-08 -0.1300 -0.1300  1.0000    0.00
   1      192303            168  62   4.326e-06   4.326e-06 -0.0955 -0.0955  0.9999    0.00
   1      192305            169  62   3.333e-07   3.333e-07 -0.1102 -0.1102  1.0000    0.00
   1      192315            170  62      0.6328      0.6328 -0.0117 -0.0117  1.0000    0.00
   1      192795            171  62      0.1059      0.1059  0.0279  0.0279  0.9981    0.00
   1      194020            172  62   0.0006333   0.0006333 -0.0621 -0.0621  1.0000    0.00
   1      194187            173  62    0.008802    0.008802 -0.0453 -0.0453  1.0000    0.00
   1      194867            174  62   1.654e-18   1.654e-18 -0.1514 -0.1514  1.0000    0.00
   1      197325            175  62   1.428e-22   1.428e-22 -0.1726 -0.1726  1.0000    0.00
   1      197392            176  62     3.7e-29     3.7e-29 -0.2003 -0.2003  1.0000    0.00
   1      198857            177  62   1.188e-13   1.188e-13  0.6137  0.6137  1.0000    0.00
   1      206666            178  62   9.802e-08   9.802e-08 -0.1035 -0.1035  0.9987    0.00
   1      206675            179  62   0.0006354   0.0006354 -0.0864 -0.0864  1.0000    0.00
   1      223051            180  62   3.755e-23   3.755e-23 -0.1980 -0.1980  0.9955    0.00
   1      223059            181  62   1.405e-43   1.405e-43 -0.2866 -0.2866  0.9995    0.00
   2        7366            182  62   6.403e-20   6.403e-20 -0.2285 -0.2285  0.9984    0.00
   2        8180            183  62    0.000184    0.000184 -0.1290 -0.1290  1.0000    0.00
   2        8187            184  62    0.000191    0.000191  0.1338  0.1338  1.0000    0.00
   2        8250            185  62     0.00453     0.00453 -0.1003 -0.1003  1.0000    0.00
   2        8253            186  62     0.01193     0.01193 -0.0889 -0.0889  1.0000    0.00
   2        8285            187  62     0.04031     0.04031 -0.0393 -0.0393  1.0000    0.00
   2        8302            188  62   4.274e-07   4.274e-07  0.0907  0.0907  1.0000    0.00
   2        8306            189  62   4.274e-07   4.274e-07  0.0907  0.0907  1.0000    0.00
   2        8314            190  62   7.977e-11   7.977e-11  0.1141  0.1141  1.0000    0.00
   2        8317            191  62   2.241e-06   2.241e-06  0.0850  0.0850  1.0000    0.00
   2        8328            192  62    0.004879    0.004879  0.0504  0.0504  1.0000    0.00
   2        8331            193  62    0.003253    0.003253  0.0525  0.0525  1.0000    0.00
   2        8498            194  62     0.01602     0.01602  0.0423  0.0423  1.0000    0.00
   2        8651            195  62     0.05109     0.05109  0.0343  0.0343  1.0000    0.00
   2        9418            196  62     0.08805     0.08805 -0.0762 -0.0762  0.9999    0.00
   2        9812            197  62     0.04995     0.04995  0.0346  0.0346  1.0000    0.00
   2        9932            198  62      0.3055      0.3055  0.0180  0.0180  1.0000    0.00
   2       10135            199  62      0.5763      0.5763  0.0098  0.0098  1.0000    0.00
   2       11616            200  62    0.005552    0.005552  0.0485  0.0485  1.0000    0.00
   2       12133            201  62     0.01654     0.01654  0.0421  0.0421  1.0000    0.00
   2       12194            202  62    0.003608    0.003608  0.0514  0.0514  1.0000    0.00
   2       12359            203  62      0.1136      0.1136  0.0278  0.0278  1.0000    0.00
   2       13061            204  62     0.05023     0.05023  0.0344  0.0344  1.0000    0.00
   2       14298            205  62      0.1636      0.1636  0.0246  0.0246  1.0000    0.00
   2       15222            206  62    0.003044    0.003044  0.0528  0.0528  1.0000    0.00
   2       17986            207  62    0.006222    0.006222  0.0479  0.0479  1.0000    0.00
   2       19770            208  62     0.01613     0.01613  0.0424  0.0424  1.0000    0.00
   2       19836            209  62     0.03647     0.03647  0.0368  0.0368  1.0000    0.00
   2       19851            210  62     0.02382     0.02382  0.0399  0.0399  1.0000    0.00
   2       21595            211  62        0.36        0.36  0.0161  0.0161  1.0000    0.00
   2       22385            212  62      0.3136      0.3136  0.0177  0.0177  1.0000    0.00
   2       23441            213  62       0.323       0.323  0.0175  0.0175  1.0000    0.00
   2       24209            214  62     0.01396     0.01396  0.0433  0.0433  1.0000    0.00
   2       24341            215  62    0.008007    0.008007  0.0468  0.0468  1.0000    0.00
   2       26815            216  62   6.816e-06   6.816e-06  0.0792  0.0792  1.0000    0.00
   2       28209            217  62   5.177e-07   5.177e-07  0.0884  0.0884  1.0000    0.00
   2       28695            218  62      0.6018      0.6018 -0.0096 -0.0096  1.0000    0.00
   2       35849            219  62     0.00225     0.00225 -0.5768 -0.5768  1.0000    0.00
   2       35850            220  62   3.102e-16   3.102e-16  1.8832  1.8832  1.0000    0.00
   2       41245            221  62     0.01344     0.01344 -0.0434 -0.0434  1.0000    0.00
   2       43214            222  62   2.996e-10   2.996e-10 -0.1123 -0.1123  1.0000    0.00
   2       47104            223  62      0.2487      0.2487 -0.0200 -0.0200  1.0000    0.00
   2       50915            224  62      0.8402      0.8402 -0.0035 -0.0035  1.0000    0.00
   2       55834            225  62     0.03538     0.03538 -0.0367 -0.0367  1.0000    0.00
   2       56422            226  62      0.7661      0.7661  0.0052  0.0052  1.0000    0.00
   2       57715            227  62      0.9059      0.9059 -0.0021 -0.0021  1.0000    0.00
   2       59046            228  62      0.4662      0.4662 -0.0128 -0.0128  1.0000    0.00
   2       59191            229  62      0.5763      0.5763 -0.0097 -0.0097  1.0000    0.00
   2       59383            230  62      0.5824      0.5824  0.0096  0.0096  1.0000    0.00
   2       59477            231  62      0.3144      0.3144 -0.0178 -0.0178  1.0000    0.00
   2       59755            232  62      0.2797      0.2797 -0.0429 -0.0429  1.0000    0.00
   2       60471            233  62      0.0483      0.0483 -0.0344 -0.0344  1.0000    0.00
   2       60478            234  62     0.09849     0.09849 -0.0288 -0.0288  1.0000    0.00
   2       60786            235  62     0.09634     0.09634 -0.0290 -0.0290  1.0000    0.00
   2       61035            236  62      0.3392      0.3392 -0.0166 -0.0166  1.0000    0.00
   2       61071            237  62      0.4346      0.4346 -0.0135 -0.0135  1.0000    0.00
   2       61675            238  62    0.007267    0.007267 -0.0467 -0.0467  1.0000    0.00
   2       62776            239  62     0.01992     0.01992 -0.0422 -0.0422  1.0000    0.00
   2       62939            240  62      0.5842      0.5842 -0.0095 -0.0095  1.0000    0.00
   2       63527            241  62      0.5594      0.5594  0.0102  0.0102  1.0000    0.00
   2       63857            242  62      0.5984      0.5984 -0.0092 -0.0092  1.0000    0.00
   2       65527            243  62   0.0001797   0.0001797 -0.0650 -0.0650  1.0000    0.00
   2       67007            244  62   2.016e-05   2.016e-05 -0.0815 -0.0815  1.0000    0.00
   2       67023            245  62      0.8427      0.8427 -0.0078 -0.0078  0.9999    0.00
   2       67024            246  62      0.2793      0.2793 -0.0429 -0.0429  0.9998    0.00
   2       67976            247  62      0.8165      0.8165  0.0041  0.0041  1.0000    0.00
   2       69628            248  62     0.09371     0.09371  0.0300  0.0300  1.0000    0.00
   2       71825            249  62   2.795e-10   2.795e-10 -0.2183 -0.2183  1.0000    0.00
   2       72389            250  62    0.001782    0.001782  0.0547  0.0547  1.0000    0.00
   2       72392            251  62      0.1347      0.1347  0.0264  0.0264  1.0000    0.00
   2       73646            252  62   0.0005101   0.0005101  0.0600  0.0600  1.0000    0.00
   2       74564            253  62   1.392e-08   1.392e-08  0.0978  0.0978  1.0000    0.00
   2       74739            254  62   8.613e-17   8.613e-17  0.1437  0.1437  1.0000    0.00
   2       79931            255  62   2.661e-34   2.661e-34 -0.2372 -0.2372  0.9969    0.00
   2       80748            256  62   1.576e-25   1.576e-25  0.1874  0.1874  0.9996    0.00
   2       80873            257  62   9.241e-35   9.241e-35  0.2125  0.2125  0.9944    0.00
   2       81501            258  62   4.883e-39   4.883e-39  0.2257  0.2257  0.9976    0.00
   2       83526            259  62   5.423e-36   5.423e-36  0.2160  0.2160  0.9984    0.00
   2       83845            260  62   8.716e-48   8.716e-48  0.2504  0.2504  0.9828    0.00
   2       84412            261  62   4.366e-18   4.366e-18  0.3777  0.3777  1.0000    0.00
   2       84412            262  62   1.133e-13   1.133e-13  0.1621  0.1621  1.0000    0.00
   2       84447            263  62   9.832e-49   9.832e-49  0.2561  0.2561  0.9941    0.00
   2       87391            264  62   3.281e-59   3.281e-59  0.2781  0.2781  0.9953    0.00
   2       87562            265  62   6.058e-64   6.058e-64  0.2900  0.2900  0.9914    0.00
   2       87849            266  62   1.093e-61   1.093e-61  0.2847  0.2847  0.9939    0.00
   2       87878            267  62   1.628e-59   1.628e-59  0.2808  0.2808  0.9932    0.00
   2       88125            268  62   1.351e-40   1.351e-40  0.2565  0.2565  0.9996    0.00
   2       89785            269  62   7.567e-43   7.567e-43  0.2372  0.2372  0.9998    0.00
   2       93441            270  62   7.192e-38   7.192e-38 -0.2292 -0.2292  0.9986    0.00
   2       93588            271  62   1.533e-31   1.533e-31 -0.2156 -0.2156  0.9947    0.00
   2       93721            272  62   2.242e-35   2.242e-35 -0.2141 -0.2141  0.9991    0.00
   2       93952            273  62   1.052e-27   1.052e-27  0.1878  0.1878  0.9999    0.00
   2       95085            274  62   1.776e-48   1.776e-48 -0.2517 -0.2517  0.9615    0.00
   2      103188            275  62   8.556e-54   8.556e-54  0.2719  0.2719  0.9931    0.00
   2      107124            276  62   2.511e-51   2.511e-51  0.2593  0.2593  0.9950    0.00
   2      111645            277  62   5.407e-83   5.407e-83  0.3311  0.3311  0.9207    0.00
   2      111916            278  62   6.508e-72   6.508e-72  0.3088  0.3088  0.9673    0.00
   2      111931            279  62   9.132e-78   9.132e-78  0.3217  0.3217  0.9654    0.00
   2      111999            280  62   1.029e-83   1.029e-83  0.3327  0.3327  0.9387    0.00
   2      114528            281  62    8.91e-57    8.91e-57  0.2748  0.2748  0.9979    0.00
   2      116024            282  62   4.969e-79   4.969e-79  0.3258  0.3258  0.8795    0.00
   2      119244            283  62   6.483e-09   6.483e-09  0.1103  0.1103  1.0000    0.00
   2      119246            284  62   5.092e-14   5.092e-14  0.1446  0.1446  0.9999    0.00
   2      119247            285  62   7.792e-10   7.792e-10  0.1190  0.1190  0.9999    0.00
   2      120090            286  62   8.195e-17   8.195e-17  0.1445  0.1445  1.0000    0.00
   2      120291            287  62   6.051e-21   6.051e-21  0.1647  0.1647  0.9996    0.00
   2      120726            288  62   1.753e-17   1.753e-17  0.1485  0.1485  1.0000    0.00
   2      121716            289  62    2.37e-26    2.37e-26  0.1850  0.1850  0.9966    0.00
   2      123100            290  62   4.026e-14   4.026e-14  0.1320  0.1320  1.0000    0.00
   2      124677            291  62   7.864e-09   7.864e-09  0.1007  0.1007  1.0000    0.00
   2      127636            292  62     8.7e-08     8.7e-08  0.1181  0.1181  1.0000    0.00
   2      127887            293  62   1.009e-13   1.009e-13  0.1306  0.1306  1.0000    0.00
   2      128935            294  62   2.589e-12   2.589e-12  0.1228  0.1228  1.0000    0.00
   2      129053            295  62   2.527e-17   2.527e-17  0.1489  0.1489  1.0000    0.00
   2      130040            296  62   4.622e-15   4.622e-15  0.1387  0.1387  1.0000    0.00
   2      130976            297  62   3.076e-06   3.076e-06  0.0820  0.0820  1.0000    0.00
   2      132199            298  62   3.817e-10   3.817e-10  0.1105  0.1105  1.0000    0.00
   2      133355            299  62    1.86e-11    1.86e-11  0.1193  0.1193  1.0000    0.00
   2      133435            300  62   1.377e-11   1.377e-11  0.1203  0.1203  1.0000    0.00
   2      133943            301  62    1.01e-06    1.01e-06  0.1019  0.1019  1.0000    0.00
   2      135183            302  62   2.154e-08   2.154e-08  0.0998  0.0998  1.0000    0.00
   2      135402            303  62   7.113e-11   7.113e-11  0.1161  0.1161  1.0000    0.00
   2      135898            304  62   4.915e-18   4.915e-18  0.1549  0.1549  1.0000    0.00
   2      135912            305  62    1.56e-16    1.56e-16  0.1478  0.1478  1.0000    0.00
   2      135925            306  62   2.294e-17   2.294e-17  0.1511  0.1511  1.0000    0.00
   2      136002            307  62   1.408e-11   1.408e-11  0.1204  0.1204  1.0000    0.00
   2      136173            308  62   5.652e-11   5.652e-11  0.1176  0.1176  1.0000    0.00
   2      138209            309  62   2.085e-10   2.085e-10  0.1174  0.1174  1.0000    0.00
   2      138318            310  62   2.341e-13   2.341e-13  0.1350  0.1350  1.0000    0.00
   2      138695            311  62    1.43e-09    1.43e-09  0.1096  0.1096  1.0000    0.00
   2      138818            312  62   4.348e-08   4.348e-08  0.0990  0.0990  1.0000    0.00
   2      139728            313  62   1.438e-08   1.438e-08  0.1023  0.1023  1.0000    0.00
   2      140174            314  62   2.204e-07   2.204e-07  0.0935  0.0935  1.0000    0.00
   2      140863            315  62   1.829e-06   1.829e-06  0.0861  0.0861  1.0000    0.00
   2      141152            316  62   5.792e-06   5.792e-06  0.0820  0.0820  1.0000    0.00
   2      141292            317  62    1.66e-07    1.66e-07  0.0940  0.0940  1.0000    0.00
   2      141545            318  62   5.735e-09   5.735e-09  0.1051  0.1051  0.9999    0.00
   2      145823            319  62    1.46e-29    1.46e-29  0.2110  0.2110  0.9671    0.00
   2      145934            320  62     0.01827     0.01827 -0.0729 -0.0729  0.9999    0.00
   2      145980            321  62   9.376e-13   9.376e-13  0.1349  0.1349  0.9999    0.00
   2      146723            322  62   1.952e-16   1.952e-16  0.1480  0.1480  0.9931    0.00
   2      147946            323  62    5.22e-17    5.22e-17  0.1522  0.1522  0.9964    0.00
   2      150394            324  62   1.703e-16   1.703e-16  0.1630  0.1630  0.9977    0.00
   2      151274            325  62       0.025       0.025  0.0696  0.0696  1.0000    0.00
   2      151397            326  62   6.269e-09   6.269e-09  0.1058  0.1058  0.9991    0.00
   2      153035            327  62   2.674e-12   2.674e-12  0.1260  0.1260  0.9717    0.00
   2      153228            328  62   1.569e-05   1.569e-05  0.0784  0.0784  0.9980    0.00
   2      153455            329  62   1.691e-05   1.691e-05  0.0787  0.0787  0.9979    0.00
   2      153732            330  62    5.69e-11    5.69e-11  0.1238  0.1238  0.9486    0.00
   2      153815            331  62   2.603e-08   2.603e-08  0.1014  0.1014  0.9913    0.00
