Chromosome_Name,strand,start,end,5-start,3-end,Locus,Gene,strain
CHR1,+,68491,69992,67791,70092,YAL038W,CDC19,YJM975
CHR1,-,70131,70222,69431,70322,YAL037C-A,YAL037C-A,YJM975
CHR1,+,70725,71527,70025,71627,YAL037W,YAL037W,YJM975
CHR1,-,71751,72859,71051,72959,YAL036C,RBG1,YJM975
CHR1,+,73135,76139,72435,76239,YAL035W,FUN12,YJM975
CHR1,+,76423,77291,75723,77391,YAL034W-A,MTW1,YJM975
CHR1,-,77415,78655,76715,78755,YAL034C,FUN19,YJM975
CHR1,+,79411,79931,78711,80031,YAL033W,POP5,YJM975
CHR1,-,80040,81178,79340,81278,YAL032C,PRP45,YJM975
CHR1,-,81454,83735,80754,83835,YAL031C,GIP4,YJM975
CHR1,+,83991,84456,83291,84556,YAL030W,SNC1,YJM975
CHR1,-,84560,88974,83860,89074,YAL029C,MYO4,YJM975
CHR1,+,89604,91189,88904,91289,YAL028W,FRT2,YJM975
CHR1,+,91391,92175,90691,92275,YAL027W,SAW1,YJM975
CHR1,-,92334,96400,91634,96500,YAL026C,DRS2,YJM975
CHR1,+,96009,96571,95309,96671,HRA1,HRA1,YJM975
CHR2,-,85955,86739,85255,86839,YBL064C,PRX1,YJM975
CHR2,+,87470,90804,86770,90904,YBL063W,KIP1,YJM975
CHR2,-,90900,92989,90200,93089,YBL061C,SKT5,YJM975
CHR2,+,93516,95578,92816,95678,YBL060W,YEL1,YJM975
CHR2,-,2902,5933,2202,6033,YBL106C,SRO77,YJM975
CHR2,-,95709,96122,95009,96222,YBL059C-A,CMC2,YJM975
CHR2,+,96178,96827,95478,96927,YBL059W,IAI11,YJM975
CHR2,+,97021,98294,96321,98394,YBL058W,SHP1,YJM975
CHR2,-,98388,99013,97688,99113,YBL057C,PTH2,YJM975
CHR2,+,99349,100754,98649,100854,YBL056W,PTC3,YJM975
CHR2,-,101150,102405,100450,102505,YBL055C,YBL055C,YJM975
CHR2,+,103164,104740,102464,104840,YBL054W,TOD6,YJM975
CHR2,-,104954,107451,104254,107551,YBL052C,SAS3,YJM975
CHR2,-,108330,110335,107630,110435,YBL051C,PIN4,YJM975
CHR2,+,110702,111695,110002,111795,YBL050W,SEC17,YJM975
CHR2,+,112405,112820,111705,112920,YBL049W,MOH1,YJM975
CHR2,+,112876,113185,112176,113285,YBL048W,RRT1,YJM975
CHR2,-,113472,117616,112772,117716,YBL047C,EDE1,YJM975
CHR2,+,118001,119352,117301,119452,YBL046W,PSY4,YJM975
CHR2,-,119740,121112,119040,121212,YBL045C,COR1,YJM975
CHR2,+,121594,121963,120894,122063,YBL044W,YBL044W,YJM975
CHR2,+,122286,123058,121586,123158,YBL043W,ECM13,YJM975
CHR2,-,123911,125829,123211,125929,YBL042C,FUI1,YJM975
CHR2,+,126817,127541,126117,127641,YBL041W,PRE7,YJM975
CHR2,-,127682,128437,126982,128537,YBL040C,ERD2,YJM975
CHR2,-,6296,9750,5596,9850,YBL105C,PKC1,YJM975
CHR2,+,128963,129141,128263,129241,YBL039W-B,MIN6,YJM975
CHR2,-,129560,131298,128860,131398,YBL039C,URA7,YJM975
CHR2,+,131752,132449,131052,132549,YBL038W,MRPL16,YJM975
CHR2,+,132774,135850,132074,135950,YBL037W,APL3,YJM975
CHR2,-,136020,136792,135320,136892,YBL036C,YBL036C,YJM975
CHR2,-,137067,139183,136367,139283,YBL035C,POL12,YJM975
CHR2,-,139423,143963,138723,144063,YBL034C,STU1,YJM975
CHR2,-,144231,145267,143531,145367,YBL033C,RIB1,YJM975
CHR2,+,145759,146903,145059,147003,YBL032W,HEK2,YJM975
CHR2,+,147274,148289,146574,148389,YBL031W,SHE1,YJM975
CHR2,-,148616,149571,147916,149671,YBL030C,PET9,YJM975
CHR2,-,150063,150346,149363,150446,YBL029C-A,YBL029C-A,YJM975
CHR2,+,151704,152833,151004,152933,YBL029W,YBL029W,YJM975
CHR2,-,153087,153406,152387,153506,YBL028C,YBL028C,YJM975
CHR2,+,153996,154949,153296,155049,YBL027W,RPL19B,YJM975
CHR2,+,156189,156603,155489,156703,YBL026W,LSM2,YJM975
CHR2,+,157048,157484,156348,157584,YBL025W,RRN10,YJM975
CHR2,+,158102,160149,157402,160249,YBL024W,NCL1,YJM975
CHR2,-,160490,163095,159790,163195,YBL023C,MCM2,YJM975
CHR2,-,163444,166844,162744,166944,YBL022C,PIM1,YJM975
CHR2,-,167230,167663,166530,167763,YBL021C,HAP3,YJM975
CHR2,-,10232,13347,9532,13447,YBL104C,SEA4,YJM975
CHR2,+,167971,169694,167271,169794,YBL020W,RFT1,YJM975
CHR2,+,169922,171483,169222,171583,YBL019W,APN2,YJM975
CHR2,-,171567,172042,170867,172142,YBL018C,POP8,YJM975
CHR2,-,172413,177145,171713,177245,YBL017C,PEP1,YJM975
CHR2,+,178011,179071,177311,179171,YBL016W,FUS3,YJM975
CHR2,+,179686,181265,178986,181365,YBL015W,ACH1,YJM975
CHR2,+,183057,183129,182357,183229,tI(AAU)B,tI(AAU)B,YJM975
CHR2,-,183182,183251,182482,183351,tG(GCC)B,tG(GCC)B,YJM975
CHR2,-,184633,187316,183933,187416,YBL014C,RRN6,YJM975
CHR2,+,187625,188829,186925,188929,YBL013W,FMT1,YJM975
CHR2,+,189107,191363,188407,191463,YBL011W,SCT1,YJM975
CHR2,-,191663,192504,190963,192604,YBL010C,LAA2,YJM975
CHR2,+,192749,194778,192049,194878,YBL009W,ALK2,YJM975
CHR2,+,194964,195202,194264,195302,YBL008W-A,YBL008W-A,YJM975
CHR2,+,195208,197726,194508,197826,YBL008W,HIR1,YJM975
CHR2,-,198186,201919,197486,202019,YBL007C,SLA1,YJM975
CHR2,-,202141,202682,201441,202782,YBL006C,LDB7,YJM975
CHR2,+,203024,205953,202324,206053,YBL005W,PDR3,YJM975
CHR2,-,14131,15590,13431,15690,YBL103C,RTG3,YJM975
CHR4,+,783863,785184,783163,785284,YBL005W-A,YBL005W-A,YJM975
CHR4,+,783863,786319,783163,786419,YBL005W-B,YBL005W-B,YJM975
CHR1,+,173730,173650,173030,173750,tS(AGA)B,tS(AGA)B,YJM975
CHR2,+,207263,214743,206563,214843,YBL004W,UTP20,YJM975
CHR2,-,215021,215418,214321,215518,YBL003C,HTA2,YJM975
CHR2,+,216115,216509,215415,216609,YBL002W,HTB2,YJM975
CHR2,-,216776,217089,216076,217189,YBL001C,ECM15,YJM975
CHR2,-,218564,220905,217864,221005,YBR001C,NTH2,YJM975
CHR2,+,16153,16799,15453,16899,YBL102W,SFT2,YJM975
CHR2,-,221331,222190,220631,222290,YBR002C,RER2,YJM975
CHR2,+,222431,223851,221731,223951,YBR003W,COQ1,YJM975
CHR2,-,223988,225288,223288,225388,YBR004C,GPI18,YJM975
CHR2,+,225531,226171,224831,226271,YBR005W,RCR1,YJM975
CHR2,+,226634,228126,225934,228226,YBR006W,UGA2,YJM975
CHR2,-,228429,230638,227729,230738,YBR007C,DSF2,YJM975
CHR2,-,17001,20270,16301,20370,YBL101C,ECM21,YJM975
CHR2,-,232185,233830,231485,233930,YBR008C,FLR1,YJM975
CHR2,-,234995,235305,234295,235405,YBR009C,HHF1,YJM975
CHR2,+,235954,236363,235254,236463,YBR010W,HHT1,YJM975
CHR2,-,236735,237597,236035,237697,YBR011C,IPP1,YJM975
CHR13,-,310,625,0,725,YBL112C,YBL112C,YJM975
CHR4,+,783863,785184,783163,785284,YBR012W-A,YBR012W-A,YJM975
CHR4,+,783863,786319,783163,786419,YBR012W-B,YBR012W-B,YJM975
CHR2,-,239188,239575,238488,239675,YBR013C,YBR013C,YJM975
CHR2,+,240073,240144,239373,240244,tT(AGU)B,tT(AGU)B,YJM975
CHR2,-,240420,241030,239720,241130,YBR014C,GRX7,YJM975
CHR2,-,241406,243198,240706,243298,YBR015C,MNN2,YJM975
CHR2,+,243943,244328,243243,244428,YBR016W,YBR016W,YJM975
CHR2,-,244643,247392,243943,247492,YBR017C,KAP104,YJM975
CHR2,-,248116,249215,247416,249315,YBR018C,GAL7,YJM975
CHR2,-,249942,252040,249242,252140,YBR019C,GAL10,YJM975
CHR2,+,252710,254295,252010,254395,YBR020W,GAL1,YJM975
CHR10,-,951,2249,251,2349,YBL113C,YBL113C,YJM975
CHR2,+,255132,257032,254432,257132,YBR021W,FUR4,YJM975
CHR2,+,257427,257959,256727,258059,YBR022W,POA1,YJM975
CHR2,+,20401,20519,19701,20619,YBL100W-C,YBL100W-C,YJM975
CHR2,-,258117,261613,257417,261713,YBR023C,CHS3,YJM975
CHR2,+,263134,264038,262434,264138,YBR024W,SCO2,YJM975
CHR2,-,264370,265553,263670,265653,YBR025C,OLA1,YJM975
CHR13,-,634,2008,0,2108,YBL111C,YBL111C,YJM975
CHR2,-,266565,267706,265865,267806,YBR026C,ETR1,YJM975
CHR2,-,267712,268043,267012,268143,YBR027C,YBR027C,YJM975
CHR2,-,268113,269689,267413,269789,YBR028C,YPK3,YJM975
CHR2,-,270055,271427,269355,271527,YBR029C,CDS1,YJM975
CHR2,+,271978,273647,271278,273747,YBR030W,RKM3,YJM975
CHR5,+,428768,428728,428068,428828,YBL100W-A,YBL100W-A,YJM975
CHR12,+,1511835,1512763,1511135,1512863,YBL100W-B,YBL100W-B,YJM975
CHR2,+,273857,274944,273157,275044,YBR031W,RPL4A,YJM975
CHR2,+,275209,275510,274509,275610,YBR032W,YBR032W,YJM975
CHR2,+,275634,278392,274934,278492,YBR033W,EDS1,YJM975
CHR2,-,278620,279665,277920,279765,YBR034C,HMT1,YJM975
CHR2,-,279959,280644,279259,280744,YBR035C,PDX3,YJM975
CHR2,-,280875,281034,280175,281134,snR161,snR161,YJM975
CHR2,+,281277,282576,280577,282676,TLC1,TLC1,YJM975
CHR2,-,282771,284002,282071,284102,YBR036C,CSG2,YJM975
CHR2,-,284255,285141,283555,285241,YBR037C,SCO1,YJM975
CHR2,+,285588,288478,284888,288578,YBR038W,CHS2,YJM975
CHR2,+,289265,290199,288565,290299,YBR039W,ATP3,YJM975
CHR2,+,290646,291541,289946,291641,YBR040W,FIG1,YJM975
CHR2,+,291944,293952,291244,294052,YBR041W,FAT1,YJM975
CHR2,-,294094,295286,293394,295386,YBR042C,CST26,YJM975
CHR2,-,295554,297622,294854,297722,YBR043C,QDR3,YJM975
CHR2,-,298019,299736,297319,299836,YBR044C,TCM62,YJM975
CHR2,-,300470,300542,299770,300642,tV(UAC)B,tV(UAC)B,YJM975
CHR2,-,301853,303771,301153,303871,YBR045C,GIP1,YJM975
CHR2,-,304187,305190,303487,305290,YBR046C,ZTA1,YJM975
CHR2,+,305513,306039,304813,306139,YBR047W,FMP23,YJM975
CHR2,+,306510,307490,305810,307590,YBR048W,RPS11B,YJM975
CHR2,-,308064,310495,307364,310595,YBR049C,REB1,YJM975
CHR2,-,310861,311882,310161,311982,YBR050C,REG2,YJM975
CHR2,-,312404,313035,311704,313135,YBR052C,RFS1,YJM975
CHR2,-,313359,314434,312659,314534,YBR053C,YBR053C,YJM975
CHR2,+,316785,317818,316085,317918,YBR054W,YRO2,YJM975
CHR2,-,318281,320979,317581,321079,YBR055C,PRP6,YJM975
CHR2,+,1638,1720,938,1820,tL(UAA)B2,tL(UAA)B2,YJM975
CHR2,+,321558,323062,320858,323162,YBR056W,YBR056W,YJM975
CHR2,+,324506,324576,323806,324676,tQ(UUG)B,tQ(UUG)B,YJM975
CHR2,+,324934,325133,324234,325233,YBR056W-A,MNC1,YJM975
CHR2,-,325853,326952,325153,327052,YBR057C,MUM2,YJM975
CHR2,-,327320,329664,326620,329764,YBR058C,UBP14,YJM975
CHR2,-,329972,330213,329272,330313,YBR058C-A,TSC3,YJM975
CHR2,-,330509,333834,329809,333934,YBR059C,AKL1,YJM975
CHR2,-,334300,336161,333600,336261,YBR060C,ORC2,YJM975
CHR2,+,22022,22111,21322,22211,tF(GAA)B,tF(GAA)B,YJM975
CHR2,-,338458,339389,337758,339489,YBR061C,TRM7,YJM975
CHR2,-,339647,340270,338947,340370,YBR062C,YBR062C,YJM975
CHR2,-,340641,341854,339941,341954,YBR063C,YBR063C,YJM975
CHR2,-,342255,343348,341555,343448,YBR065C,ECM2,YJM975
CHR2,-,343709,344370,343009,344470,YBR066C,NRG2,YJM975
CHR2,+,22677,24313,21977,24413,YBL099W,ATP1,YJM975
CHR2,-,345774,346387,345074,346487,YBR067C,TIP1,YJM975
CHR2,-,347515,349343,346815,349443,YBR068C,BAP2,YJM975
CHR2,-,350230,352088,349530,352188,YBR069C,TAT1,YJM975
CHR2,-,352876,353588,352176,353688,YBR070C,ALG14,YJM975
CHR2,+,354065,354702,353365,354802,YBR071W,YBR071W,YJM975
CHR2,+,355668,356311,354968,356411,YBR072W,HSP26,YJM975
CHR2,-,356498,356659,355798,356759,YBR072C-A,YBR072C-A,YJM975
CHR2,+,356750,359626,356050,359726,YBR073W,RDH54,YJM975
CHR2,+,359924,362853,359224,362953,YBR074W,PFF1,YJM975
CHR2,+,363867,364930,363167,365030,YBR076W,ECM8,YJM975
CHR2,+,24768,26149,24068,26249,YBL098W,BNA4,YJM975
CHR2,-,365444,365931,364744,366031,YBR077C,SLM4,YJM975
CHR2,+,366780,368397,366080,368497,YBR078W,ECM33,YJM975
CHR2,-,369040,371933,368340,372033,YBR079C,RPG1,YJM975
CHR2,-,372271,374546,371571,374646,YBR080C,SEC18,YJM975
CHR2,-,374910,378907,374210,379007,YBR081C,SPT7,YJM975
CHR2,+,379534,379604,378834,379704,tR(UCU)B,tR(UCU)B,YJM975
CHR2,+,379616,379686,378916,379786,tD(GUC)B,tD(GUC)B,YJM975
CHR2,-,380284,380824,379584,380924,YBR082C,UBC4,YJM975
CHR2,+,26452,28715,25752,28815,YBL097W,BRN1,YJM975
CHR2,+,382824,384283,382124,384383,YBR083W,TEC1,YJM975
CHR2,+,384709,387635,384009,387735,YBR084W,MIS1,YJM975
CHR2,-,387841,388916,387141,389016,YBR084C-A,RPL19A,YJM975
CHR2,+,389642,390564,388942,390664,YBR085W,AAC3,YJM975
CHR2,-,392561,392817,391861,392917,YBR085C-A,YBR085C-A,YJM975
CHR2,-,393853,396704,393153,396804,YBR086C,IST2,YJM975
CHR2,+,397431,398494,396731,398594,YBR087W,RFC5,YJM975
CHR2,-,398655,399430,397955,399530,YBR088C,POL30,YJM975
CHR2,-,399855,400153,399155,400253,YBR089C-A,NHP6B,YJM975
CHR2,-,399998,400722,399298,400822,YBR090C,YBR090C,YJM975
CHR2,-,400820,401148,400120,401248,YBR091C,TIM12,YJM975
CHR2,-,401359,402761,400659,402861,YBR092C,PHO3,YJM975
CHR2,-,403209,404611,402509,404711,YBR093C,PHO5,YJM975
CHR2,+,405697,407957,404997,408057,YBR094W,PBY1,YJM975
CHR2,+,28896,29707,28196,29807,YBL095W,MRX3,YJM975
CHR2,-,408067,409358,407367,409458,YBR095C,RXT2,YJM975
CHR2,+,409682,410373,408982,410473,YBR096W,YBR096W,YJM975
CHR2,+,410612,414975,409912,415075,YBR097W,VPS15,YJM975
CHR2,+,415176,417250,414476,417350,YBR098W,MMS4,YJM975
CHR2,-,29875,30536,29175,30636,YBL093C,ROX3,YJM975
CHR2,-,417482,418353,416782,418453,YBR101C,FES1,YJM975
CHR2,-,418722,420982,418022,421082,YBR102C,EXO84,YJM975
CHR2,+,421369,422975,420669,423075,YBR103W,SIF2,YJM975
CHR2,+,423327,424315,422627,424415,YBR104W,YMC2,YJM975
CHR2,-,424541,425628,423841,425728,YBR105C,VID24,YJM975
CHR2,+,426318,426883,425618,426983,YBR106W,SND3,YJM975
CHR2,-,427454,428190,426754,428290,YBR107C,IML3,YJM975
CHR2,+,428910,431312,428210,431412,YBR108W,AIM3,YJM975
CHR2,-,431567,432009,430867,432109,YBR109C,CMD1,YJM975
CHR2,+,432520,433868,431820,433968,YBR110W,ALG1,YJM975
CHR2,+,31598,31989,30898,32089,YBL092W,RPL32,YJM975
CHR2,-,434843,435537,434143,435637,YBR111C,YSA1,YJM975
CHR2,+,435804,436243,435104,436343,YBR111W-A,SUS1,YJM975
CHR2,-,436535,439425,435835,439525,YBR112C,CYC8,YJM975
CHR2,-,32185,32799,31485,32899,YBL091C-A,SCS22,YJM975
CHR2,+,440904,443275,440204,443375,YBR114W,RAD16,YJM975
CHR2,-,443404,447581,442704,447681,YBR115C,LYS2,YJM975
CHR2,-,32983,34247,32283,34347,YBL091C,MAP2,YJM975
CHR2,-,448048,450092,447348,450192,YBR117C,TKL2,YJM975
CHR2,+,451319,452694,450619,452794,YBR118W,TEF2,YJM975
CHR2,+,452984,453968,452284,454068,YBR119W,MUD1,YJM975
CHR2,-,454081,454568,453381,454668,YBR120C,CBP6,YJM975
CHR2,-,455011,457013,454311,457113,YBR121C,GRS1,YJM975
CHR2,-,457617,458149,456917,458249,YBR122C,MRPL36,YJM975
CHR2,-,458389,460337,457689,460437,YBR123C,TFC1,YJM975
CHR2,-,460861,462041,460161,462141,YBR125C,PTC4,YJM975
CHR2,+,34445,34977,33745,35077,YBL090W,MRP21,YJM975
CHR2,-,462566,464052,461866,464152,YBR126C,TPS1,YJM975
CHR2,+,464532,464737,463832,464837,YBR126W-A,MEO1,YJM975
CHR2,-,464951,466503,464251,466603,YBR127C,VMA2,YJM975
CHR2,-,466751,467784,466051,467884,YBR128C,ATG14,YJM975
CHR2,-,468023,469008,467323,469108,YBR129C,OPY1,YJM975
CHR2,-,469262,470538,468562,470638,YBR130C,SHE3,YJM975
CHR2,+,35194,36572,34494,36672,YBL089W,AVT5,YJM975
CHR2,+,470833,472946,470133,473046,YBR131W,CCZ1,YJM975
CHR2,-,473327,475116,472627,475216,YBR132C,AGP2,YJM975
CHR2,-,475481,477963,474781,478063,YBR133C,HSL7,YJM975
CHR2,+,478532,478983,477832,479083,YBR135W,CKS1,YJM975
CHR2,+,479346,486451,478646,486551,YBR136W,MEC1,YJM975
CHR2,-,36639,45001,35939,45101,YBL088C,TEL1,YJM975
CHR2,+,486722,487260,486022,487360,YBR137W,YBR137W,YJM975
CHR2,-,487440,489013,486740,489113,YBR138C,YBR138C,YJM975
CHR2,+,489345,490870,488645,490970,YBR139W,ATG42,YJM975
CHR2,-,491031,500308,490331,500408,YBR140C,IRA1,YJM975
CHR2,-,500706,501718,500006,501818,YBR141C,BMT2,YJM975
CHR2,+,501998,504306,501298,504406,YBR142W,MAK5,YJM975
CHR2,-,504539,505851,503839,505951,YBR143C,SUP45,YJM975
CHR2,-,506906,507219,506206,507319,YBR144C,YBR144C,YJM975
CHR2,+,507433,508487,506733,508587,YBR145W,ADH5,YJM975
CHR2,+,508929,509764,508229,509864,YBR146W,MRPS9,YJM975
CHR2,+,510244,511023,509544,511123,YBR147W,RTC2,YJM975
CHR2,+,511578,513406,510878,513506,YBR148W,YSW1,YJM975
CHR2,+,513690,514723,512990,514823,YBR149W,ARA1,YJM975
CHR2,-,515129,518154,514429,518254,YBR150C,TBS1,YJM975
CHR2,+,518690,519639,517990,519739,YBR151W,APD1,YJM975
CHR2,+,520037,520911,519337,521011,YBR152W,SPP381,YJM975
CHR2,+,521121,521854,520421,521954,YBR153W,RIB7,YJM975
CHR2,-,522023,522669,521323,522769,YBR154C,RPB5,YJM975
CHR2,+,523431,524587,522731,524687,YBR155W,CNS1,YJM975
CHR2,-,524764,526859,524064,526959,YBR156C,SLI15,YJM975
CHR2,-,527204,527970,526504,528070,YBR157C,ICS2,YJM975
CHR2,+,530210,531858,529510,531958,YBR158W,AMN1,YJM975
CHR2,+,532347,533389,531647,533489,YBR159W,IFA38,YJM975
CHR2,+,533741,534636,533041,534736,YBR160W,CDC28,YJM975
CHR2,+,535293,536420,534593,536520,YBR161W,CSH1,YJM975
CHR2,-,536862,538228,536162,538328,YBR162C,TOS1,YJM975
CHR2,+,538889,539085,538189,539185,YBR162W-A,YSY6,YJM975
CHR2,+,539381,541136,538681,541236,YBR163W,EXO5,YJM975
CHR2,-,541533,542083,540833,542183,YBR164C,ARL1,YJM975
CHR2,+,542510,543342,541810,543442,YBR165W,UBS1,YJM975
CHR2,-,543500,544857,542800,544957,YBR166C,TYR1,YJM975
CHR2,-,545121,545542,544421,545642,YBR167C,POP7,YJM975
CHR2,+,546023,547263,545323,547363,YBR168W,PEX32,YJM975
CHR2,-,547567,549647,546867,549747,YBR169C,SSE2,YJM975
CHR2,-,549992,551733,549292,551833,YBR170C,NPL4,YJM975
CHR2,+,552012,552631,551312,552731,YBR171W,SEC66,YJM975
CHR2,-,552798,555019,552098,555119,YBR172C,SMY2,YJM975
CHR2,-,555373,555818,554673,555918,YBR173C,UMP1,YJM975
CHR2,+,556055,557001,555355,557101,YBR175W,SWD3,YJM975
CHR2,+,557345,558282,556645,558382,YBR176W,ECM31,YJM975
CHR2,-,558432,559786,557732,559886,YBR177C,EHT1,YJM975
CHR2,-,560172,562738,559472,562838,YBR179C,FZO1,YJM975
CHR2,+,563366,565083,562666,565183,YBR180W,DTR1,YJM975
CHR2,-,565330,566390,564630,566490,YBR181C,RPS6B,YJM975
CHR2,-,567125,568482,566425,568582,YBR182C,SMP1,YJM975
CHR2,-,568980,569174,568280,569274,YBR182C-A,YBR182C-A,YJM975
CHR2,+,569735,570684,569035,570784,YBR183W,YPC1,YJM975
CHR2,+,570984,572554,570284,572654,YBR184W,YBR184W,YJM975
CHR2,-,45442,46358,44742,46458,YBL087C,RPL23A,YJM975
CHR2,-,572744,573579,572044,573679,YBR185C,MBA1,YJM975
CHR2,+,574174,575980,573474,576080,YBR186W,PCH2,YJM975
CHR2,+,576255,577096,575555,577196,YBR187W,GDT1,YJM975
CHR2,-,577305,577726,576605,577826,YBR188C,NTC20,YJM975
CHR2,+,578128,579127,577428,579227,YBR189W,RPS9B,YJM975
CHR2,+,579889,580758,579189,580858,YBR191W,RPL21A,YJM975
