SNP,Chr,Pos,Effect,SE,MID2_TPO2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
40,1,52667,0.0384687467551083,0.0591803977467865,0.516098767786867
41,1,55470,0.0111398342584738,0.0608244256912821,0.854787525903758
42,1,59265,-0.0160027539277317,0.0591798039109711,0.787003614674192
43,1,60165,0.00547068110163504,0.0591404912172968,0.9263507716264
44,1,62308,0.00319644110757575,0.0590759206007912,0.956880250246375
45,1,62869,0.00229509269517655,0.0590686194972412,0.969028208677809
46,1,65431,0.0962210149605241,0.0614784774775789,0.118451446458441
47,1,65451,0.110650825020602,0.0605308586396308,0.068392391620642
48,1,65719,0.0552764915564179,0.0633522546862186,0.383514567704704
49,1,66841,0.0754536769273428,0.0589599701008234,0.201475564025601
50,1,66948,0.0710834469893207,0.0593387765565535,0.231749636595055
51,1,68621,0.0738731745691483,0.0591676920686449,0.21266112769027
52,1,69417,0.0434554272602684,0.0590959641819254,0.462622770395761
53,1,69820,-0.176581594542506,0.231230422596319,0.445579539463113
54,1,69821,-0.0329172543586518,0.143577290763519,0.818795693385243
55,1,70906,-0.113986825056,0.094809529531336,0.230064093896268
56,1,74327,-0.118423346394931,0.0591313783475464,0.0459721191145846
57,1,74572,-0.111385887664775,0.0590109925379488,0.0599071966946461
58,1,75211,-0.108829489308429,0.058915869989214,0.0655545542590027
59,1,76030,-0.0651408288677726,0.0590983162492038,0.271106064829618
60,1,80108,-0.125644446644474,0.05880691807511,0.0333210478022543
61,1,81262,-0.0986821720930195,0.0589299557233345,0.0949048377890186
62,1,81999,-0.0848795395067711,0.0591357301197655,0.152077313065941
63,1,82431,-0.0709835124479169,0.0594689021643768,0.233426604280308
64,1,83284,-0.110626623946716,0.0588614076059908,0.0610076705623751
65,1,83613,-0.0804343660848293,0.0589935223213173,0.173611516511121
66,1,84112,-0.0763694429494161,0.0590153581313534,0.19649050903821
67,1,84701,-0.0558151550057553,0.0632752196912129,0.37832227408484
68,1,84858,-0.053768910389163,0.0592530570057962,0.364790389200915
69,1,85751,-0.0874434632260584,0.0593838545161584,0.141773578445442
70,1,87445,-0.105126385808474,0.0594290540549318,0.0777674886045925
71,1,87467,-0.124126019276965,0.0596395605387535,0.0381295255831418
72,1,89070,-0.0987964554994827,0.0593965061792199,0.0971323364702009
73,1,89616,-0.0859046461694054,0.0591315366112691,0.147175358374997
74,1,89679,-0.0863754368078863,0.0591371267126381,0.145015866805978
75,1,89880,-0.0903704325266097,0.0591352909177199,0.127358923041887
76,1,91472,-0.0872633800456841,0.0595902527981662,0.143977352838889
77,1,93789,-0.0841270946079655,0.0589854674240987,0.154684500093565
78,1,94351,-0.0654145594136364,0.0592085810234244,0.269992004215589
79,1,99148,-0.0632690656513316,0.0590592473447162,0.284774862747897
80,1,101281,0.189300671677879,0.646885674670435,0.769973937081739
81,1,106011,-0.0841518676132771,0.0614878747460929,0.171996908820621
82,1,106800,-0.039348267477214,0.0591979328205604,0.506682841464832
83,1,107970,-0.0547852075985515,0.0589874477135829,0.353647890064669
84,1,109000,-0.0818449839527101,0.0590029690826226,0.1662762985665
85,1,112549,-0.0234603512451677,0.0590833911448847,0.691554443604727
86,1,112742,-0.028666699430918,0.0593072014096899,0.629140165617781
87,1,113050,-0.0102790750564723,0.0592244930523645,0.862309797044603
88,1,113135,-0.0345017425933579,0.0590476179467177,0.559389210343974
89,1,114076,-0.0359199753318001,0.0590452221183741,0.543348676807133
90,1,114628,-0.0178807560201983,0.0592179709728066,0.762869413933897
91,1,116283,-0.0200747777765418,0.0595454392310796,0.736216429053637
92,1,126880,-1.65982275963841,1.11392494439012,0.137099572634722
93,1,127853,0.00783961458943677,0.0594426754499158,0.895150160190309
94,1,128302,0.0174663653733039,0.0592085081680487,0.768169165199004
95,1,128704,0.0274620213840981,0.0592567266561312,0.643333607379402
96,1,128911,0.0315417790164549,0.0592575352912205,0.594864861572107
97,1,130267,-0.0572823525636142,0.0591747211680586,0.333696806006428
98,1,130271,-0.0591302031024437,0.0592399969933631,0.318891977378838
99,1,130613,-0.0575668220970931,0.0597994683627013,0.33637491262686
100,1,132012,-0.00590413818704361,0.0597499888857842,0.921342003288279
101,1,133231,0.00464260437172248,0.0593263100806999,0.937669230013347
102,1,137074,-0.00302647172685075,0.0592422307143066,0.959285575614111
103,1,137304,-0.00595447649330016,0.0592621940305628,0.920022829657211
104,1,139686,0.0107454387831074,0.0593381661282847,0.856402312368963
105,1,149562,0.023243550215993,0.0594634312201583,0.696115725141683
106,1,150447,0.0196803646780956,0.0601269019916193,0.743624573428268
107,1,151446,-0.0643757218649359,0.120762277272621,0.594314978497548
108,1,154084,0.0351255868338294,0.0602928362039904,0.560545926908384
109,1,156633,0.0214319757769291,0.0611381771623593,0.726135214469106
110,1,157269,0.0204391885831702,0.0592170282811732,0.730181703500049
111,1,160054,-0.0241448617683183,0.059775912366522,0.686513981406366
112,1,166222,-0.0254223524101369,0.0593320775905428,0.66856616346863
113,1,166416,-0.0148647460291032,0.0592217354073604,0.801958968975799
114,1,167326,-0.0308767228037994,0.0595409043794878,0.604378564555444
115,1,168836,-0.00277327534550326,0.0592811274257573,0.962713622896998
116,1,171200,-0.0152587996335712,0.0593645340619319,0.797301030969824
117,1,171431,-0.0138611092154158,0.0597361844750229,0.816642380346388
118,1,173339,-0.0247016086761244,0.059261574408879,0.67706096523934
119,1,173845,-0.0382841858695597,0.0591919574844405,0.518194530125623
120,1,175121,-0.0328118582756493,0.0590837847465125,0.579010762206129
121,1,175281,-0.029613822135501,0.0591388303219852,0.616858523203601
122,1,175315,-0.0258153422188429,0.0591252448232439,0.662652940444012
123,1,175523,-0.0305259400317087,0.0594541032043598,0.607966823256056
124,1,175541,-0.0277918595239001,0.0592150917528325,0.639118213178048
125,1,175653,-0.0405519692163679,0.0593817864651026,0.495116392922394
126,1,175805,-0.0557783392997886,0.0627116195966228,0.374371383842339
127,1,175818,-0.0420884903764676,0.0612985911335066,0.492776576706539
128,1,175856,-0.0414263142477274,0.0603617101665585,0.492973724458253
129,1,175876,-0.0245407151648195,0.0594619547298638,0.680067531940581
130,1,175989,-0.0309179893627846,0.0596232897500003,0.604395589818837
131,1,176001,-0.041867316947182,0.0599153662746953,0.485153218278391
132,1,176451,-0.0361119145635898,0.0606470492929566,0.55192834149164
133,1,177692,-0.00543588391441405,0.0591405003082606,0.926817915462499
134,1,178191,-0.00663717145631926,0.0591988762409854,0.910794751847397
135,1,178224,-0.00543588391441405,0.0591405003082606,0.926817915462499
136,1,178960,-0.0157585999482046,0.0596076589126669,0.791647518182541
137,1,179139,-0.0178275675338675,0.118148520978101,0.880147760674889
138,1,179139,-0.183961418835147,0.23776049043817,0.439610819834692
139,1,180955,-0.0587911954558076,0.0683892731960768,0.390562550179418
140,1,183802,-0.0321353570170655,0.0591239203646137,0.587111128177194
141,1,183954,-0.0281177597419978,0.0595604755629071,0.637155982549662
142,1,184450,-0.0294839996658852,0.0590367683872647,0.617796359376667
143,1,184641,-0.0339540505693671,0.0607493686819931,0.576570558807862
144,1,184718,-0.0133988320191218,0.0593888891807621,0.821633952459972
145,1,185296,-0.00165308514316405,0.0591411425570759,0.977716608451014
146,1,185438,-0.0334957406155793,0.0591171244751765,0.571346294081918
147,1,185469,-0.0313483607184256,0.0592058512907569,0.596804790467381
148,1,185503,-0.0404270000533234,0.0590369670111417,0.493935692428694
149,1,185705,-0.0583456048488181,0.0596556506035333,0.328724392864072
150,1,185749,-0.0299236396162544,0.0597151880991461,0.616608845956413
151,1,185806,-0.0326030714445396,0.0597910122445392,0.585902693939396
152,1,185879,-0.0487370309013063,0.0600492252016036,0.417557796893106
153,1,185916,-0.0298257674166547,0.0600569138459857,0.6197626099059
154,1,185941,-0.0289292105921297,0.0603199497732933,0.631811644530194
155,1,185954,-0.0284472390273579,0.0604968723436226,0.638483507740931
156,1,186055,-0.0488180498721343,0.0592510991234434,0.410542445851492
157,1,186896,-0.0337611192551506,0.0602535906597493,0.575618563379843
158,1,187697,-0.0595371098021671,0.122895466050533,0.628364669484809
159,1,189392,0.00472048819258486,0.123580601196202,0.969551689417984
160,1,189416,0.126994823757165,0.119350715163278,0.288034518069916
161,1,190132,0.0304131823465437,0.0593612087487572,0.608732766314118
162,1,190148,0.0253989075924052,0.0593858004146488,0.669135236576207
163,1,190165,0.0334766467717137,0.0598311127738273,0.57616237291115
164,1,190169,0.0210140721481352,0.0597725307303667,0.725372487514695
165,1,190933,-0.0116974385587999,0.0592949220770887,0.843725449422599
166,1,192149,-0.0451692967875005,0.0597346349117948,0.450054026899066
167,1,192302,0.119336630166544,0.0786801849582179,0.130229742721048
168,1,192303,0.0348970578957455,0.0712461050036326,0.624572577779265
169,1,192305,0.104398119669761,0.0738537206177949,0.158366580666592
170,1,192315,0.186828384184996,0.0834267708877862,0.0257502023052855
171,1,192795,-0.105335562396047,0.0589197964456795,0.0746693796906932
172,1,194020,-0.094059182771574,0.0621392947665302,0.131001108107658
173,1,194187,-0.07273709174602,0.0591083205238531,0.219302037913787
174,1,194867,-0.0532382099313973,0.0591348809850767,0.368582692545559
175,1,197325,-0.0639883267483046,0.0605516633058802,0.291345668128423
176,1,197392,-0.0886376332063039,0.0612454903049773,0.148713927315421
177,1,198857,-0.368758528299024,0.283197772012782,0.19372308886468
178,1,206666,-0.0609539667917056,0.0665035970681988,0.360003479643122
179,1,206675,-0.0624443698057382,0.0866210843548439,0.471453647148263
180,1,223051,0.0286781648971156,0.0685908466379764,0.676124693540784
181,1,223059,0.0205603269516352,0.0712334195531466,0.77303153128487
182,2,7366,0.010061820284907,0.0858640510940663,0.906781559670955
183,2,8180,-0.170625102178001,0.117869848733374,0.148624270299748
184,2,8187,-0.0793174205177483,0.12286380622442,0.518976041340098
185,2,8250,0.0202390506246335,0.121112686903982,0.867379771139326
186,2,8253,-0.0369135407666077,0.121101541029853,0.760686849300966
187,2,8285,-0.00618821127415145,0.0656635740920833,0.924971059746247
188,2,8302,-0.0144425820611914,0.0614612599365877,0.814355264092223
189,2,8306,-0.0144425820611914,0.0614612599365877,0.814355264092223
190,2,8314,-0.00715218783303134,0.0602039232923356,0.905501887007839
191,2,8317,-0.0158304110556269,0.0615724064248101,0.797249548994371
192,2,8328,-0.017133066937227,0.0612958973513349,0.780014027553007
193,2,8331,-0.0152476550957088,0.0611820502824216,0.803337268037037
194,2,8498,-0.0183163651690743,0.0601090492249675,0.760759802539303
195,2,8651,-0.0188884618751892,0.0601648432171303,0.753748128248424
196,2,9418,0.370315017289317,0.151761718670724,0.0151742312556522
197,2,9812,0.00823206006540478,0.0605291931928246,0.891897632171434
198,2,9932,-0.00484425888648587,0.0602916578516096,0.936006743402511
199,2,10135,-0.00515603624700789,0.060060684720611,0.931636626151517
200,2,11616,-0.014157378349084,0.0599928298608001,0.813581551052871
201,2,12133,-0.0107571485796757,0.0602333578495245,0.858361143996168
202,2,12194,-0.01895192797769,0.0604605917931839,0.754116957614458
203,2,12359,-0.0208779666525943,0.0602819680360386,0.729294677085558
204,2,13061,-0.0272382882969789,0.060270338458454,0.651593218756072
205,2,14298,-0.0175812925552051,0.0604707212980777,0.771420472490325
206,2,15222,-0.0173134491022764,0.0610607553127842,0.776925598968311
207,2,17986,-0.0150821145848931,0.0599921914717997,0.801650153159415
208,2,19770,5.96189552491966e-05,0.0604123806739945,0.999213152031029
209,2,19836,-0.00262268606257188,0.060246245218501,0.965301454681792
210,2,19851,0.00457548310727185,0.0604223089604185,0.939680733564657
211,2,21595,0.00424545369630036,0.0601728177129122,0.943792400846971
212,2,22385,0.0222299464149507,0.0602185571017844,0.71223395530713
213,2,23441,0.0103881332168649,0.0608126543885337,0.864461677087894
214,2,24209,0.00550543878687837,0.0603136972486762,0.927321825052343
215,2,24341,0.012700838733293,0.0604532920221933,0.833715970988854
216,2,26815,-0.00256596646819873,0.0603844687365626,0.966129067137634
217,2,28209,0.00909833017558237,0.0604030008141734,0.880355898847209
218,2,28695,-0.0247223657163933,0.0630923965564005,0.695410062791141
219,2,35849,-0.436084793568542,0.646547651665127,0.500446358224496
220,2,35850,-0.451390420583498,0.79088438297209,0.568538117850248
221,2,41245,-0.0319514470978717,0.0601492061206993,0.595612092704193
222,2,43214,0.000921137542625794,0.0611487981898504,0.987989735446842
223,2,47104,-0.0329012551883039,0.0594183407689604,0.580119530694071
224,2,50915,-0.035407624677535,0.0599986051091784,0.555473834124982
225,2,55834,-0.0364653697119632,0.0597192850000332,0.54184876999839
226,2,56422,-0.0388263001405116,0.0598219551446935,0.51674040647564
227,2,57715,-0.0411828352359821,0.0596200410710096,0.490173537273559
228,2,59046,-0.0339505619693589,0.0599348911479731,0.571442851107148
229,2,59191,-0.0491771855482754,0.0595613186624913,0.409556662153498
230,2,59383,-0.0432972931757263,0.0595914301950263,0.467971458769541
231,2,59477,-0.0491484060103248,0.0604767250603731,0.416947574521981
232,2,59755,-0.166590798353694,0.135719021682078,0.220464548099431
233,2,60471,-0.0350532709594811,0.0596871409030392,0.557388784912215
234,2,60478,-0.0338748660376177,0.0597572430253378,0.571159618859937
235,2,60786,-0.0116860963133201,0.0596828935894146,0.844876936725146
236,2,61035,-0.0436486412037205,0.0596365965596464,0.464708925151612
237,2,61071,-0.0354706537291755,0.0593810856582075,0.55066386022907
238,2,61675,-0.0251147985348924,0.0595671325900193,0.673557759807444
239,2,62776,-0.0315306345549359,0.0621664740785332,0.612333466021149
240,2,62939,-0.0338414495340807,0.0594518600803058,0.569565871056768
241,2,63527,-0.0330495996615509,0.059676484993634,0.580057612604736
242,2,63857,-0.0710216277297128,0.0595965306133385,0.234176565975466
243,2,65527,-0.0576125441677917,0.0594403749275641,0.333084418385118
244,2,67007,-0.0729199159490916,0.0654153810263445,0.265728238104283
245,2,67023,-0.141677165860713,0.135303029872692,0.295765243993178
246,2,67024,-0.158489792640692,0.135746503190902,0.24377942707089
247,2,67976,-0.0487875787552937,0.060320833744465,0.419174124284178
248,2,69628,-0.0992068350006997,0.0611493757872318,0.105617149929401
249,2,71825,-0.27765895936658,0.117762889357354,0.0189295786657605
250,2,72389,-0.109514268237145,0.0597205849614804,0.0675287566515174
251,2,72392,-0.0583716788835287,0.0603324413091885,0.333956180988114
252,2,73646,-0.0747644824057786,0.0590398581784145,0.206226689194376
253,2,74564,-0.0805983338563989,0.0589016139018283,0.172071170679189
254,2,74739,-0.0704027658913101,0.0591332005593137,0.234618779423786
255,2,79931,-0.036863596355617,0.0667559778684266,0.581151083783908
256,2,80748,-0.0560047613999769,0.0615502050141203,0.363494135188805
257,2,80873,-0.0579519899542201,0.0593130235539394,0.329211826160972
258,2,81501,-0.0496953464333249,0.0593243396963747,0.402772197661332
259,2,83526,-0.0643527539542218,0.0591921404129603,0.277697231904654
260,2,83845,-0.0625773420584875,0.0592539705816284,0.291650742968249
261,2,84412,0.160497812493253,0.149317985834123,0.283165906677189
262,2,84412,-0.067898778991561,0.0748060332735697,0.364674725729545
263,2,84447,-0.039664446514151,0.0600681403623169,0.509476450655604
264,2,87391,-0.0386073182531323,0.0590497016692144,0.513659539722169
265,2,87562,-0.0462076512888917,0.0591838893179978,0.435474484104307
266,2,87849,-0.0420834270741829,0.0591869892495559,0.477538302426171
267,2,87878,-0.0403114721948442,0.0594451659545472,0.498134370711746
268,2,88125,-0.0183709184080414,0.0661395110304093,0.78135911331251
269,2,89785,-0.0283059476378604,0.059471423664221,0.634398154152082
270,2,93441,-0.0225016686457901,0.0612547267120716,0.71358120034783
271,2,93588,-0.032436351652571,0.0633941601579962,0.609207845375653
272,2,93721,-0.0500291215027571,0.0592510561737055,0.399041074056822
273,2,93952,-0.0518814873774772,0.0590767069473568,0.38042956979441
274,2,95085,-0.0758641149938405,0.0590859394934823,0.199997264601097
275,2,103188,-0.0122234624926879,0.0606579338496951,0.840412243622498
276,2,107124,-0.0124095066735909,0.0592495295588823,0.834221831259815
277,2,111645,-0.0152994461157458,0.0592855636131473,0.796508207957454
278,2,111916,-0.0168737644468654,0.0594241268287363,0.776611519252021
279,2,111931,-0.00350426593548203,0.0595214967883493,0.953085816576871
280,2,111999,-0.00364804516044065,0.0593077256980252,0.950987499844472
281,2,114528,-0.0166652927946257,0.0596427411503528,0.780087219484891
282,2,116024,-0.00307357690622967,0.0597909435011103,0.959031563830627
283,2,119244,-0.036186840487238,0.0651365841101461,0.578868211853391
284,2,119246,-0.0300375958467944,0.0658407714141323,0.648515402926058
285,2,119247,-0.0282936720915661,0.0663186141884034,0.669907130005656
286,2,120090,-0.0103675883749379,0.0595524682220236,0.861893218789234
287,2,120291,-0.00434066318686199,0.0602356358887597,0.942593869513654
288,2,120726,-0.0105567075822275,0.0598854209746289,0.860173676254353
289,2,121716,-0.0328476971890279,0.0597944867468075,0.583117258227762
290,2,123100,-0.0104615089676651,0.0598999704859981,0.861455056521224
291,2,124677,-0.00211306905146647,0.0598199345696084,0.971841489481213
292,2,127636,0.0576268292484574,0.0755967954498948,0.446394812189742
293,2,127887,0.0064074901002894,0.0602292140911462,0.915337256952773
294,2,128935,0.0101993018192333,0.0601707932472718,0.86549586130445
295,2,129053,0.00159760930465636,0.0603563492893791,0.97889772634612
296,2,130040,-0.0288543211549781,0.0607053724195254,0.634854715802491
297,2,130976,-0.0111382313169561,0.0602272620202446,0.853384887971865
298,2,132199,-0.0167517770892747,0.0605027668824213,0.782037210549899
299,2,133355,-0.0385384317863047,0.0608841127505334,0.527156472871827
300,2,133435,-0.0235072098614508,0.0610374746046866,0.700374904904708
301,2,133943,-0.00475806447554686,0.0714759843040204,0.9469627376559
302,2,135183,-0.0675094654673842,0.0609783370879714,0.26900206410454
303,2,135402,-0.0629866758601181,0.0609828039024237,0.302376692342012
304,2,135898,-0.0921727868442184,0.0612024780665261,0.132953685011304
305,2,135912,-0.0944691193909519,0.0612380627472121,0.123810791711892
306,2,135925,-0.0959163280091495,0.0609523817541745,0.116469457870045
307,2,136002,-0.0832129651437812,0.0609593520621214,0.173104623099976
308,2,136173,-0.0798700127409901,0.0614054756472848,0.19421011984105
309,2,138209,-0.0775074187077982,0.0632230572047256,0.221039990245014
310,2,138318,-0.0893823415469528,0.0629981018783024,0.15683670419489
311,2,138695,-0.103063283933074,0.0618518770758277,0.0965423199657102
312,2,138818,-0.103661697806939,0.0617347188909353,0.0940081646695942
313,2,139728,-0.0915463471720483,0.0616774949920033,0.138628411664819
314,2,140174,-0.107817791619561,0.0616029524427792,0.0809517591081777
315,2,140863,-0.101525810870024,0.0616081093999053,0.100256920954243
316,2,141152,-0.116043491293262,0.0617105291375954,0.0608700668120107
317,2,141292,-0.113775213956937,0.061274411640948,0.0641704009051871
318,2,141545,-0.124712589791608,0.0615157727587977,0.0433799562267007
319,2,145823,-0.102441010296507,0.0639999442754917,0.11035072078412
320,2,145934,-0.244088482409231,0.10503324811636,0.0206971494964543
321,2,145980,-0.0920776344865799,0.0646385928475221,0.155185402432815
322,2,146723,-0.127883153512195,0.0613850482685433,0.0379434846752882
323,2,147946,-0.0821191509450969,0.0621735709444657,0.18742206262258
324,2,150394,-0.0521736509160542,0.0678386714898877,0.442357593081486
325,2,151274,-0.0137675492466958,0.106355017482417,0.897076114875332
326,2,151397,-0.0755772773825059,0.0623532107860511,0.226291193597224
327,2,153035,-0.0596030811937103,0.0617211661584547,0.334863929858058
328,2,153228,-0.0696169184921702,0.062143241479482,0.263362313389214
329,2,153455,-0.0512827286257531,0.0626640628266012,0.413694944481554
330,2,153732,-0.0593297600037848,0.064772936549723,0.360310416556032
331,2,153815,-0.0640886318164793,0.0623896499854117,0.305014697650981
332,2,154160,-0.0473062632082804,0.0617768557998829,0.444330655452521
333,2,154235,-0.0618789817733552,0.0623586334322056,0.321726913814371
334,2,155527,-0.0477157584246215,0.0677299041169042,0.481585590944064
335,2,159870,-0.0371870499921441,0.060836178992767,0.541417331311397
336,2,161229,0.002446527449248,0.0618025016686606,0.968445392084709
337,2,161451,0.223091522914401,0.13180269386195,0.0914106668702301
338,2,161451,-0.0798364733168961,0.132692798473901,0.547784056489007
339,2,162696,0.0107634258310085,0.0615340487411323,0.861244182184664
340,2,163284,0.0159125721160442,0.0607153628190704,0.793408954843936
341,2,164166,0.0458587692724903,0.0612364418959998,0.454428018398475
342,2,165270,0.0208788924243817,0.0607595173404542,0.73132790822073
343,2,165675,0.0190618254707295,0.0617656500702487,0.757796218368488
344,2,166404,0.1018108852315,0.1600088371965,0.525004395659161
345,2,168012,0.0180063443627212,0.0746650908107275,0.80956997344336
346,2,168062,0.0379697190564214,0.0611855271137655,0.535284997240877
347,2,168518,0.0396032975548215,0.0608318588619123,0.515451392247685
348,2,168980,0.0338476388780189,0.0608127918692933,0.578161976916714
349,2,169651,0.0321696434045358,0.0608442806176185,0.597331338260107
350,2,169902,0.0450522323914466,0.101711617340914,0.658079815475446
351,2,169960,0.0275732987697204,0.0947556967506641,0.771227132948983
352,2,170725,-0.0134697562606181,0.0609725026735239,0.825286138058601
353,2,171254,-0.0269942193309091,0.0610584930601101,0.658684500383356
354,2,172242,0.0198938332618619,0.0603441527079294,0.741842651199386
355,2,173254,0.0101882505023906,0.0598885013511654,0.865012976435747
356,2,173340,0.0187095988944482,0.0598754281240071,0.754863755746762
357,2,173385,0.0239927428371441,0.05992525350809,0.68912044527495
358,2,173973,0.00980458213694557,0.0597773520317038,0.869810575166049
359,2,174714,-0.0274244761165871,0.153271781267577,0.858097589112574
360,2,177341,-0.0452510427707572,0.0595272408415881,0.447658173021971
361,2,180314,-0.0530632753700383,0.0595289741457508,0.373329464465367
362,2,180339,-0.0542292408423208,0.059676737126745,0.364119728692185
363,2,182758,-0.0764698266359958,0.0593929347284107,0.198755204097919
364,2,183619,-0.0741696582716707,0.0596361422130707,0.214434118777685
365,2,183913,-0.0546539357013902,0.0612113253931134,0.372533496718593
366,2,184146,-0.0453511429873079,0.0616441787384086,0.462406563252294
367,2,187176,-0.103212709281085,0.0598404167803752,0.0854389579900361
368,2,191066,-0.01901288082937,0.0605328012761989,0.753636550842395
369,2,191124,-0.00517933451680186,0.0764904378759236,0.946053087190264
370,2,191128,0.0445489821206659,0.0703738416039571,0.527121800780845
371,2,191599,-0.0481039635991002,0.0596474803441331,0.420514305525146
372,2,191762,-0.00950924229240857,0.0620635208194364,0.878313988922492
373,2,191763,-0.0354968982592775,0.0599090749385948,0.553886550161751
374,2,191959,-0.0394285740853547,0.0597557712999497,0.509794017206066
375,2,192390,-0.0565548587424242,0.0613687933992892,0.357388938734834
376,2,195759,-0.034087824407228,0.0602787215015656,0.572090638449958
377,2,196912,-0.0252252151186941,0.0593153901041268,0.670897034875324
378,2,197598,-0.000528167066032204,0.193761107399684,0.997826615037807
379,2,198110,-0.0622090652024676,0.0595942243417672,0.297256433626189
380,2,198283,-0.0286184872327574,0.0615446217947385,0.642215393375943
381,2,198805,-0.0677637585667418,0.0598346153693978,0.258185532791559
382,2,198891,-0.0569028429795963,0.0593991374109019,0.338731392593088
383,2,199248,-0.0745856904978329,0.0594798012418997,0.210683875041562
384,2,201782,-0.0658639871405234,0.0594355824826228,0.268548262607821
385,2,203285,-0.0456924928779787,0.0592581603603585,0.441178212316817
386,2,203783,-0.04524194769282,0.0591313272326927,0.444717478070402
387,2,204179,-0.0476833129787552,0.0592692241723512,0.421637859171888
388,2,205406,-0.0475981987782692,0.0598794781480587,0.427205775923235
389,2,205834,-0.0303873282895544,0.0596240625941576,0.610616037952403
390,2,205965,-0.0166186073055333,0.0651683909092354,0.798863691973871
391,2,207192,-0.0456588951179949,0.059540646424966,0.443681754563337
392,2,207561,-0.0454802691874708,0.0592774196568698,0.443449063852547
393,2,208682,-0.0248511259466958,0.0592122485783872,0.674963081810688
394,2,210102,-0.00332295393732451,0.0593797145808581,0.955404459355289
395,2,212519,-0.0497927312074546,0.126354395253855,0.693765816137736
396,2,214801,-0.00702495827209076,0.0593759748357264,0.905886837558496
397,2,215016,-0.000197032686823806,0.0593432719032201,0.997352728526697
398,2,218876,-0.000316728688588896,0.0599567884005634,0.995788085921492
399,2,227511,-0.0288506429963792,0.0603616273928928,0.632972166029221
400,2,230378,-0.034094109156382,0.0595926107502764,0.567605010089513
401,2,231943,-0.0463329658992078,0.0597402900844407,0.438520314503519
402,2,232156,-0.0339439969468401,0.0597393455838763,0.570259277160313
403,2,232789,-0.0512291934421913,0.0594925736553951,0.389766201752033
404,2,238524,-0.0468854746000302,0.0595866037447143,0.431900015368529
405,2,241518,-0.0356534993994516,0.060126645823892,0.553578671843578
406,2,250396,-0.0235132283168588,0.0597333880896274,0.694087248336417
407,2,250466,-0.00990322854203529,0.0597230710759161,0.868394207224454
408,2,252305,-0.0817522343152084,0.0597254159486766,0.171931751434
409,2,254571,-0.0833848237812665,0.0605623962176177,0.169433794523604
410,2,254742,-0.0693201748001373,0.0605576709549903,0.25311030302748
411,2,254908,-0.0851173478402961,0.0609652991353229,0.163543504653136
412,2,255033,-0.0205905037381323,0.0716436744589368,0.773973508005409
413,2,255862,-0.0710282125606035,0.0606474228617135,0.242321914070774
414,2,255975,-0.0600116973639803,0.0604614412415556,0.32160357858932
