SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
215,2,24341,-0.0310573655468385,0.154228151642018,0.840523013122938
216,2,26815,-0.0338071312732133,0.154041672206112,0.826412790482332
217,2,28209,-0.00792084710525259,0.15410344133527,0.959036218074879
218,2,28695,-0.042290985389142,0.160979470428912,0.792927035692679
219,2,35849,-0.330006857260709,1.65042997905927,0.841633219791705
220,2,35850,-1.90140897681356,2.01608254241562,0.346264237471309
221,2,41245,-0.0518029999994988,0.153488146634797,0.735936926958721
222,2,43214,-0.105442479516419,0.15590080053103,0.499265533629647
223,2,47104,0.0078514230060106,0.151652261153348,0.958739218813714
224,2,50915,0.0267416145386604,0.153136253128756,0.861473406607987
225,2,55834,-0.0298494501899619,0.152426942243805,0.844857538079657
226,2,56422,0.0368866542066347,0.152695124475587,0.809253162978149
227,2,57715,0.00173728003991425,0.152204326198064,0.990899487212628
228,2,59046,-0.00097759826043986,0.15297430270897,0.994904680032664
229,2,59191,-0.0446149107450559,0.152079896270888,0.769415606734092
230,2,59383,0.014565588312923,0.152140261101236,0.92378306921294
231,2,59477,-0.00960117139949529,0.154430570476,0.950461490349333
232,2,59755,-0.161153878910422,0.346876066852319,0.642514137445811
233,2,60471,-0.0443269751808978,0.152328878948987,0.771225876741778
234,2,60478,-0.042600012722355,0.152504140705823,0.780149987189444
235,2,60786,-0.00613689774472559,0.152269858972335,0.967874526497379
236,2,61035,-0.0327696154474558,0.152249237458401,0.829707119464789
237,2,61071,-0.0114622908373399,0.151567291273399,0.939760210689423
238,2,61675,-0.0224142040599682,0.15200019117363,0.88285180898368
239,2,62776,-0.0388478551866823,0.15864231232442,0.806693948818382
240,2,62939,0.0296564568910861,0.151733916168566,0.845152804669242
241,2,63527,0.0897782190240637,0.152236743424135,0.555750512081137
242,2,63857,0.0675408991105358,0.152304729822785,0.65770545886214
243,2,65527,-0.00360521117116563,0.151844761632738,0.981071226933914
244,2,67007,0.00244944681293327,0.167179983217699,0.988318445425476
245,2,67023,0.683528719545343,0.343798832167027,0.0475654643938173
246,2,67024,0.648618044170225,0.345260447886569,0.0611183716281637
247,2,67976,0.0767933057378452,0.153977727817804,0.61828026278369
248,2,69628,0.0913559957035719,0.156508215070682,0.559785698936055
249,2,71825,-0.217476670363288,0.302569685117617,0.472760876716491
250,2,72389,0.104513937077107,0.15298097082773,0.494939608208664
251,2,72392,-0.035967059177981,0.154111106534777,0.815598549405234
252,2,73646,0.060040312427018,0.150929349084933,0.691015058939805
253,2,74564,0.106957935137936,0.150559170917777,0.477922300897707
254,2,74739,0.154175995831789,0.150939262463732,0.307743657380288
255,2,79931,0.0890018878381735,0.170314346970761,0.601598386687046
256,2,80748,0.0981107742369714,0.157123078994409,0.532755224205061
257,2,80873,0.116451392319583,0.151395985196207,0.442298345282426
258,2,81501,0.123129153910595,0.15135574773421,0.4164750731889
259,2,83526,0.152934776663297,0.151043371319093,0.311981908556405
260,2,83845,0.195470738285746,0.151048429929269,0.196479239899784
261,2,84412,0.270587488524829,0.381288390262178,0.47837964017794
262,2,84412,0.0744875448446631,0.191025263064132,0.696819358324005
263,2,84447,0.168354365917325,0.153077354717031,0.272169040355427
264,2,87391,0.180488897847869,0.150431319603802,0.231018048189735
265,2,87562,0.193789281488069,0.15076679415719,0.199509905633179
266,2,87849,0.204668110992921,0.150711714681096,0.175327662826725
267,2,87878,0.206195755910507,0.151356845380202,0.173966967171716
268,2,88125,0.119832702246041,0.168631813769995,0.477790577591315
269,2,89785,0.175871223425195,0.15148217753045,0.246425287174259
270,2,93441,0.0755794704313039,0.15625006652519,0.628892743842297
271,2,93588,0.121238690094728,0.161661284219175,0.453781335188564
272,2,93721,0.0851131873403861,0.151244986183826,0.57396202873157
273,2,93952,0.106847595596915,0.150772789374898,0.47899930174706
274,2,95085,0.121329082983072,0.150952512531698,0.422078449047213
275,2,103188,0.160622272732163,0.154522035924421,0.29929388835138
276,2,107124,0.187875281359594,0.150834643770709,0.213747988371058
277,2,111645,0.209502332863834,0.150850986688428,0.165768197187224
278,2,111916,0.219603568195536,0.151167895204721,0.147191759486584
279,2,111931,0.206058021706165,0.151454359786932,0.174530715955198
280,2,111999,0.208412697305876,0.150898462536813,0.168107971826089
281,2,114528,0.12413984247534,0.152032823097165,0.414745945853642
282,2,116024,0.250741854068179,0.151953236965591,0.0998067962229741
283,2,119244,0.150766014863317,0.166054154449547,0.36453312750444
284,2,119246,0.186171595977519,0.167728882246029,0.267773734986251
285,2,119247,0.120347284877603,0.169113222945924,0.477159385033964
286,2,120090,0.128199174431479,0.1517824302491,0.398892532660471
287,2,120291,0.154797178726581,0.153452195647796,0.313778387853513
288,2,120726,0.109658221569603,0.152673829417224,0.473077272188746
289,2,121716,0.159972059724236,0.152374124798037,0.294499007661682
290,2,123100,0.064597190553658,0.15278366561431,0.672697398933494
291,2,124677,0.0841274066827736,0.15254612573951,0.581647888101912
292,2,127636,-0.222567821123821,0.192656024726287,0.248765304210367
293,2,127887,0.161630868559991,0.153417160818443,0.29281489820914
294,2,128935,0.203346938700966,0.153130906540321,0.185059636925833
295,2,129053,0.230008764439286,0.153492777884483,0.134897371194114
296,2,130040,0.192429287692881,0.154581096596364,0.214015037970203
297,2,130976,0.117620863559781,0.153530585648877,0.444124588550639
298,2,132199,0.226119476204639,0.153900486361111,0.142653518486914
299,2,133355,0.204207796288365,0.155034072484268,0.188632616624323
300,2,133435,0.151754655379794,0.155540858967714,0.32990218263316
301,2,133943,-0.000773122000780807,0.182349405108603,0.996619547293146
302,2,135183,0.204423067144236,0.155456407754431,0.189368054954825
303,2,135402,0.205743721411837,0.155427873288069,0.186451073824352
304,2,135898,0.212408938455904,0.156230979601377,0.174829819058491
305,2,135912,0.214956962501713,0.15633711706248,0.170016537547898
306,2,135925,0.197521613708168,0.155690561448681,0.205390922629689
307,2,136002,0.166967017858535,0.155674900647054,0.284211788918322
308,2,136173,0.213634675934276,0.156619302046736,0.173424685983532
309,2,138209,0.128019481125749,0.161492856064485,0.428470304526524
310,2,138318,0.207243590844144,0.16079936304978,0.198299995506913
311,2,138695,0.158219051151766,0.158190781561569,0.317909138635144
312,2,138818,0.0949920862620208,0.158043410216696,0.548192031090289
313,2,139728,0.133202936018766,0.157681478482419,0.39881726428381
314,2,140174,0.128663388372913,0.157692156537186,0.41509899102912
315,2,140863,0.106471717098955,0.157675133542278,0.499952634722658
316,2,141152,0.0717421417040354,0.15817529248275,0.650423535903477
317,2,141292,0.116177233244473,0.156961988589347,0.459693943259633
318,2,141545,0.150608973500965,0.157645263033665,0.340046267605951
319,2,145823,0.188210475822925,0.163560498711845,0.25063100875292
320,2,145934,0.123374738307402,0.26992108591452,0.647896805630657
321,2,145980,0.0896473296010591,0.165309280003359,0.587953586413031
322,2,146723,0.142448824224426,0.157381710179194,0.366020862808199
323,2,147946,0.157777585129088,0.158785663077377,0.321073269080391
324,2,150394,0.254425664870206,0.172683603078564,0.141544255429784
325,2,151274,0.174439491716575,0.271178584786959,0.520470286767145
326,2,151397,0.0793892351036949,0.159349074516266,0.618646586161581
327,2,153035,0.0392120189402649,0.157655984088114,0.803722887333607
328,2,153228,0.00595549530293837,0.15881999107959,0.970108813835633
329,2,153455,-0.00137715133839822,0.160019014860784,0.993138213711208
330,2,153732,0.0454449633557821,0.165426145607673,0.783696285226088
331,2,153815,0.0428855886677191,0.159388744771214,0.788038516046688
332,2,154160,-0.0121147045051648,0.157733550690306,0.938822290604331
333,2,154235,-0.031455180383527,0.159301173604761,0.843583338223089
334,2,155527,0.0830810683651546,0.172856210768212,0.631072342710572
335,2,159870,0.111534488029283,0.155172789951368,0.472754410903786
336,2,161229,0.040425037084318,0.157655116190564,0.797780264014176
337,2,161451,-0.336239510268867,0.337139802728971,0.319287695494694
338,2,161451,0.0610946067981439,0.338681439878361,0.856950238777168
339,2,162696,0.131522514110222,0.156835230721202,0.402259553657127
340,2,163284,0.23747444756388,0.154394526506873,0.124919661493807
341,2,164166,0.105197864824348,0.156249087902932,0.501215910572127
342,2,165270,0.0814168221578189,0.154973955300301,0.599664102721766
343,2,165675,0.100851643003889,0.157505248041018,0.522388714821847
344,2,166404,-1.05258471572262,0.404585333787567,0.00966850576769132
345,2,168012,0.0482995679678884,0.190482602003056,0.799979875120175
346,2,168062,-0.0112033619785485,0.156179417267402,0.942854285018319
347,2,168518,-0.0129756697212129,0.155284765534286,0.933453253414085
348,2,168980,0.0225259920607053,0.155207948652348,0.884687694447452
349,2,169651,0.0721290948757152,0.155238838918592,0.642480708548793
350,2,169902,0.237173121324526,0.259249827185267,0.360898069460583
351,2,169960,0.0595955791494038,0.241747238968804,0.805422856910012
352,2,170725,0.131711078244451,0.155404685707529,0.397270653172702
353,2,171254,0.145407563479089,0.15562214310278,0.350755406034813
354,2,172242,0.0542571758816414,0.153945547762238,0.72471568184694
355,2,173254,0.038192361099058,0.152779224197502,0.802745140292162
356,2,173340,0.0270054916536913,0.152767494520777,0.859786413999931
357,2,173385,0.0301913774317673,0.152906510487396,0.843589116499646
358,2,173973,0.0700702211659323,0.152463125632437,0.646094891959807
359,2,174714,-0.565630902359287,0.389881383497417,0.147730005541961
360,2,177341,0.133593264179721,0.151822679723481,0.379496104403455
361,2,180314,0.0262440734551757,0.152033673177248,0.863048950986905
362,2,180339,-0.0115401647528315,0.152422966485449,0.939691550784425
363,2,182758,0.103721668458621,0.151777201540138,0.494814362929552
364,2,183619,0.0209096684868885,0.152471577969687,0.890999790032847
365,2,183913,-0.0167643832517079,0.156334942235722,0.914664453964431
366,2,184146,0.0205892256792318,0.157382240609239,0.895989806105963
367,2,187176,-0.100694988289903,0.153212044458827,0.511463683823512
368,2,191066,-0.0426485518004599,0.154435107024595,0.782588014818361
369,2,191124,0.471532613891487,0.193521722954665,0.0153202238301132
370,2,191128,-0.428882199113067,0.178182125074667,0.0165975480312387
371,2,191599,-0.0625690603354768,0.152275306407787,0.681399334120717
372,2,191762,-0.0635693002487332,0.158304466648395,0.688248268972923
373,2,191763,-0.0720149845567636,0.152866907771036,0.637863195042156
374,2,191959,-0.0866482084082135,0.152472116668006,0.570200144208134
375,2,192390,-0.0526800953959055,0.156726120656796,0.736973774399915
376,2,195759,0.118190416517365,0.153722990198248,0.442494541528004
377,2,196912,0.192871495682733,0.151014625605553,0.202381301117706
378,2,197598,-0.131175559109546,0.494270602879039,0.790862265777423
379,2,198110,0.194797274121839,0.151916822481115,0.200591938245485
380,2,198283,0.212770536239171,0.156650822166904,0.175252687836043
381,2,198805,0.195029973048998,0.152573368429763,0.201994057307268
382,2,198891,0.191398912188094,0.151392523705614,0.206972271498946
383,2,199248,0.188797076646907,0.151749068597912,0.214273542965005
384,2,201782,0.216274467881968,0.151457716600192,0.154189542793932
385,2,203285,0.329275886556909,0.150287216802136,0.0291066633131812
386,2,203783,0.285382057388045,0.150213819764505,0.0582689935449911
387,2,204179,0.270401628740431,0.150659303878472,0.0735427661647161
388,2,205406,0.239923963104842,0.152365937534889,0.116231606575582
389,2,205834,0.237671312900736,0.151641086841345,0.117934006290833
390,2,205965,0.120243511578795,0.166148543670613,0.469722549350816
391,2,207192,0.205093054232259,0.15163310289769,0.177061602380926
392,2,207561,0.19555906131979,0.150995222757373,0.196120359391323
393,2,208682,0.162839472940512,0.150850146935746,0.281111536146743
394,2,210102,0.170267228369837,0.151217838602285,0.260941789236983
395,2,212519,0.560743076452463,0.321039696265559,0.0815683237153245
396,2,214801,0.0928000015236844,0.151401392373141,0.540310559007718
397,2,215016,0.0992526815395148,0.151303313337789,0.512261203941705
398,2,218876,0.0595511861657942,0.152927859674539,0.697209873630876
399,2,227511,0.054313969999102,0.154016208430791,0.724560563795023
400,2,230378,0.120532862031287,0.151966730866946,0.428221488009984
401,2,231943,0.111626772247703,0.152422417716672,0.464440075005657
402,2,232156,0.108827058020297,0.15236558059513,0.475544859508028
403,2,232789,0.10075585902652,0.151841054419104,0.507404202312467
404,2,238524,0.104714324977989,0.152047426955053,0.491467501968114
405,2,241518,0.0451460713523539,0.153451599390423,0.768774959400257
406,2,250396,-0.0843799094659405,0.152358026029115,0.5800482403625
407,2,250466,-0.0582552685224109,0.15233882424569,0.702390429661448
408,2,252305,-0.071921022078439,0.152726291206812,0.637992672795649
409,2,254571,0.0414194531198382,0.154904336783333,0.789327125407467
410,2,254742,0.0117192566846231,0.154778874224559,0.9396878384572
411,2,254908,0.0321576909077799,0.155953036054957,0.836752686380156
412,2,255033,-0.0975940357016478,0.182723638783496,0.593603466209313
413,2,255862,-0.0674897273981022,0.154981314725161,0.663487388043205
414,2,255975,-0.0337034388280859,0.15445283481615,0.827390144245695
415,2,258311,-0.175398486907796,0.151625575589225,0.248141629205535
416,2,259284,-0.0809759149935999,0.152363258789814,0.595430056443712
417,2,266330,-0.0314109009368521,0.153070464098198,0.837529851621698
418,2,267100,-0.0396303509713635,0.153053901854591,0.795839646925804
419,2,268086,0.00792421749127803,0.153079012677207,0.958744795231764
420,2,274614,-0.0863273358728163,0.152080146571311,0.570637770917396
421,2,274729,-0.0962864029055774,0.152895872822461,0.529264579787374
422,2,275746,-0.0532112446948084,0.152888724536685,0.728018317063605
423,2,277029,-0.0552135044937909,0.152175981672241,0.716951517124472
424,2,277741,-0.0663286516483205,0.152223176449044,0.663296832378199
425,2,278218,-0.0491375723784692,0.151966590603928,0.746625764592792
426,2,278379,-0.0286111585417754,0.155742990660964,0.854348387074299
427,2,279910,-0.0576543340620481,0.151904732620929,0.704513115963517
428,2,280616,-0.0573480066592841,0.158546405590543,0.717784288999443
429,2,283431,-0.0595417860664883,0.154128395439777,0.699497695774084
430,2,283573,-0.0926751106152092,0.152231825669725,0.543064348996772
431,2,286762,-0.0401835927539056,0.152686612787253,0.792567762378558
432,2,287187,-0.075616758836341,0.151935797642934,0.619013219349229
433,2,288379,-0.00141321936363004,0.150837262253429,0.992529889014146
