SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
148,1,185503,-0.193772446576143,0.101743447944901,0.0576551190081056
149,1,185705,-0.186164575194922,0.102931974634356,0.0713612023188245
150,1,185749,-0.187360657929356,0.102925826559711,0.0695529138710977
151,1,185806,-0.151861399275345,0.103229914152558,0.142155256636237
152,1,185879,-0.204261255803625,0.103476662515319,0.0491628949629725
153,1,185916,-0.198218699423618,0.103462380807338,0.0561913341023339
154,1,185941,-0.181792096121091,0.104002803366645,0.0813414389642662
155,1,185954,-0.178774994631494,0.104323933115829,0.0874704203218112
156,1,186055,-0.167774533947377,0.102277148882943,0.101814579992052
157,1,186896,-0.146184082901726,0.10405893573018,0.160954127076266
158,1,187697,-0.0190409128233009,0.212808656512372,0.928755692869655
159,1,189392,0.3082498972857,0.213296766296064,0.149297510275323
160,1,189416,0.165483983242381,0.206747688716653,0.424008650905911
161,1,190132,-0.202807704831934,0.102228150565663,0.0480441830554774
162,1,190148,-0.198227906403249,0.102284762817434,0.0534203010668844
163,1,190165,-0.181494857293769,0.103166347169381,0.0794022284457749
164,1,190169,-0.200642334429173,0.102935933641383,0.0520636946360026
165,1,190933,-0.302168378224891,0.101381443313851,0.0030772203289955
166,1,192149,-0.0827294638945492,0.103394687202335,0.424172083449576
167,1,192302,0.0198238570846447,0.136639729356978,0.884729555648151
168,1,192303,0.0456239955499966,0.123349827955113,0.711697565946835
169,1,192305,0.0273894357430233,0.128198829282896,0.830944834178976
170,1,192315,0.217621901590027,0.144977662362678,0.134230867448271
171,1,192795,-0.205222512158159,0.101870932867708,0.0447114105193365
172,1,194020,-0.140595148891814,0.10765609119191,0.192414648792199
173,1,194187,-0.125468573535779,0.102322044875192,0.220936047260806
174,1,194867,-0.0305672593422798,0.102471015141056,0.765648552997346
175,1,197325,-0.0977927757397042,0.104855584986548,0.35164203171568
176,1,197392,-0.11743945826237,0.10615027945062,0.269328053220323
177,1,198857,-0.177342981531637,0.49131976308886,0.71835104559737
178,1,206666,-0.0279680635164359,0.115249511588769,0.808398865475424
179,1,206675,0.0775625401528286,0.150000491108479,0.605422811755863
180,1,223051,0.158580897135898,0.118464486627026,0.181550482296905
181,1,223059,0.167600162010461,0.123001369059116,0.17388112664432
182,2,7366,0.0931244112134091,0.148556705771457,0.53115552593873
183,2,8180,-0.236046353309424,0.204259380793887,0.248617945026042
184,2,8187,-0.264088646204144,0.21234636716926,0.214446589091576
185,2,8250,-0.0438131866561529,0.20964957293555,0.8345820889649
186,2,8253,-0.0840450363100569,0.209614816439922,0.688699601205563
187,2,8285,-0.0405454660188083,0.113649029130801,0.721484389995226
188,2,8302,-0.0396988671933675,0.106380935337653,0.709241061456323
189,2,8306,-0.0396988671933675,0.106380935337653,0.709241061456323
190,2,8314,-0.0442313302840328,0.104192551988399,0.671448675987849
191,2,8317,-0.0401819382728408,0.106574520680823,0.70637683825688
192,2,8328,-0.0245210847176049,0.106111057870597,0.817379641612645
193,2,8331,-0.0315961687048152,0.10590623122924,0.765618462760502
194,2,8498,-0.0185940668640339,0.104061806284005,0.858289190709927
195,2,8651,-0.023218832194729,0.10415661880513,0.823724921339155
196,2,9418,0.110359017742939,0.264850995905231,0.677163242664845
197,2,9812,-0.0244352164167957,0.104774799183159,0.815728435343627
198,2,9932,0.0041601164411823,0.104369655331411,0.968227717708825
199,2,10135,0.0151978911315073,0.10396704432227,0.883862821102102
200,2,11616,-0.0375978633965901,0.103840555490603,0.717514117574237
201,2,12133,-0.0174623661177761,0.104268582725361,0.867092328688669
202,2,12194,-0.053346749578258,0.104637420762073,0.610492819361973
203,2,12359,-0.0128322291046569,0.104367655453667,0.90221494910794
204,2,13061,-0.0317482715047896,0.104348528299976,0.761115018302851
205,2,14298,-0.00182068405184621,0.104691394502703,0.986134544608333
206,2,15222,-0.0243544816453399,0.105704384028975,0.817913017917005
207,2,17986,-0.0500579522156507,0.103825656346442,0.630009056859052
208,2,19770,-0.0581758865089428,0.104532065666197,0.578196935726565
209,2,19836,-0.0388117773237725,0.104270142800316,0.709949953419626
210,2,19851,-0.0325507966914397,0.10458160191333,0.755795948352115
211,2,21595,-0.0507396122543514,0.104128935709776,0.626364654569489
212,2,22385,-0.0671078247065862,0.104201314349404,0.519980097928601
213,2,23441,-0.0406956471736608,0.105252882083311,0.699250972217799
214,2,24209,-0.0529897418804258,0.104370219897877,0.611974224420024
215,2,24341,-0.0610892025019033,0.104604757460007,0.559593148356499
216,2,26815,-0.0355164937569673,0.104512770858081,0.734187247067715
217,2,28209,-0.0853748248225618,0.104466257225125,0.414338028282075
218,2,28695,-0.136392957336188,0.108999477991017,0.211647276814042
219,2,35849,-0.220293326858833,1.11987727698753,0.844166103790961
220,2,35850,-0.302252282947582,1.36961139984339,0.825465527648391
221,2,41245,-0.159752189756065,0.103816336382877,0.124749914964433
222,2,43214,-0.136040148946933,0.105604803628231,0.198519959328928
223,2,47104,-0.090169475411016,0.102789848325003,0.380962896724792
224,2,50915,-0.0928371351502809,0.103795315558977,0.371703914939227
225,2,55834,-0.0971682880117153,0.103303323392812,0.347547227260347
226,2,56422,-0.117340318014246,0.103429230700893,0.257355255587207
227,2,57715,-0.0792077354001863,0.103189967197194,0.443243071338666
228,2,59046,-0.103886985176493,0.103651113626836,0.316897029426638
229,2,59191,-0.0989827019400664,0.103069623461446,0.337537449043922
230,2,59383,-0.140112507795333,0.10296419143961,0.174448626918417
231,2,59477,-0.0906940132430624,0.104675945823145,0.386844835604105
232,2,59755,0.120570603442551,0.235352178305878,0.608762384925273
233,2,60471,-0.102944705294696,0.103227627801162,0.319321799244033
234,2,60478,-0.102861066054164,0.103345990693782,0.320268370573048
235,2,60786,-0.0959794744428848,0.103194368081424,0.352962973035777
236,2,61035,-0.119554606265361,0.103117134394917,0.247074441499176
237,2,61071,-0.133047885289798,0.102600524978031,0.195562017490782
238,2,61675,-0.0973578641057679,0.103010442639747,0.345240929821582
239,2,62776,-0.0205153274471539,0.10764803654567,0.848965927276363
240,2,62939,-0.0901348852244925,0.102850586053331,0.38142638915374
241,2,63527,-0.0986295590838266,0.10321549016512,0.339943779700205
242,2,63857,-0.12169065317272,0.103169830644816,0.238986370732985
243,2,65527,-0.110678666949746,0.102863593928532,0.282673215302947
244,2,67007,-0.155722850410585,0.113134382382326,0.1695574597822
245,2,67023,-0.506827226602829,0.233025967058147,0.0302948017697585
246,2,67024,-0.556610032754609,0.233568336428374,0.0176972984844628
247,2,67976,-0.11307209464637,0.104342735024094,0.279254983885449
248,2,69628,-0.132236342331311,0.106014234760764,0.213097857259697
249,2,71825,-0.340366173225662,0.204654196542631,0.0971743069025422
250,2,72389,-0.025813266316467,0.103862526095614,0.803866557852472
251,2,72392,-0.0686729609730703,0.104514021448822,0.511564480840553
252,2,73646,-0.0849749423753587,0.102333970103593,0.406891499964347
253,2,74564,-0.0518173146505974,0.102195527521589,0.612442694195512
254,2,74739,-0.00757187975336358,0.102568091868519,0.941193074183343
255,2,79931,-0.000545116079379682,0.115609009528678,0.99624051647192
256,2,80748,-0.0196491914029058,0.106667314269918,0.853954450223152
257,2,80873,0.0290880613314834,0.102801936709735,0.777379127501961
258,2,81501,0.0288376990492806,0.102785004932989,0.779209732902661
259,2,83526,-0.0211785021300036,0.102630809009852,0.836631661420208
260,2,83845,-0.0167680914277484,0.102730666061036,0.870435618483001
261,2,84412,0.410054120634496,0.25798063511799,0.112848071292248
262,2,84412,-0.0980457114648319,0.129540255820941,0.449629942673978
263,2,84447,0.0285204413178946,0.104035137804081,0.784135548881781
264,2,87391,0.0533952672577164,0.102241408228417,0.601825943849543
265,2,87562,0.0541492280915315,0.102499221723692,0.597630606358662
266,2,87849,0.0341277586733427,0.102513929939895,0.739400978200893
267,2,87878,0.0503073672036306,0.102935787204315,0.625339372421204
268,2,88125,-0.0535738136138431,0.11446896634268,0.64005881545823
269,2,89785,-0.0112477628003248,0.102980343286728,0.913088135666715
270,2,93441,-0.0396110038026509,0.106035381482429,0.708952951639597
271,2,93588,-0.0738231885799729,0.109709924034501,0.501454760179626
272,2,93721,-0.0366037922388093,0.102652621922498,0.721619873772702
273,2,93952,-0.0471104391231568,0.102346718642024,0.645582596040572
274,2,95085,-0.0701363489897223,0.102452327263772,0.494061066531101
275,2,103188,-0.0366558586784879,0.104990898206147,0.727197118567624
276,2,107124,-0.0402839493520066,0.102548901964153,0.694684572276034
277,2,111645,-0.0302118980992434,0.102624401870624,0.768630709977377
278,2,111916,-0.04403855107154,0.102852223595664,0.668786251053543
279,2,111931,-0.033817281680511,0.103020518558355,0.742911425033785
280,2,111999,-0.0165639762667532,0.102662447638408,0.871914723370084
281,2,114528,-0.066446420354003,0.103196451854337,0.520069550551401
282,2,116024,-0.080782447122055,0.103413208800594,0.435230908298117
283,2,119244,-0.0105819047993376,0.112803707003785,0.925314794653215
284,2,119246,0.0331567283327853,0.113994762789067,0.771327789988056
285,2,119247,-0.0400218684410266,0.114811839212183,0.727607499539398
286,2,120090,-0.00616785312685009,0.103093251396266,0.952326556833859
287,2,120291,-0.00612049544168808,0.104272216144168,0.953226439511873
288,2,120726,-0.0157845148988439,0.103666871039386,0.879067360711693
289,2,121716,-0.0995423680527522,0.103416910470032,0.33643994224691
290,2,123100,0.00487175327152445,0.103695054189037,0.962554508564595
291,2,124677,-0.0555370408053547,0.103510336308684,0.591925998432146
292,2,127636,0.125239363074846,0.130801089426938,0.338980571269117
293,2,127887,-0.0261371320555404,0.104253231707005,0.802185640185312
294,2,128935,-0.0483328942827228,0.104132179071845,0.642826777970574
295,2,129053,-0.0408120937144979,0.104458441752212,0.696253402875271
296,2,130040,-0.0318026451685728,0.105105097409348,0.762388573243335
297,2,130976,-0.0101783192371374,0.104261105452795,0.922286781585378
298,2,132199,-0.137470364637979,0.104489888559094,0.18915100927622
299,2,133355,-0.115591068567616,0.105274693216086,0.27295511664499
300,2,133435,-0.0872129931343265,0.105580198953422,0.409341885181622
301,2,133943,0.038115811322638,0.123713905189809,0.758190682821816
302,2,135183,-0.148497297595779,0.105444923423789,0.159924572923721
303,2,135402,-0.146801771436066,0.105435632042711,0.164697285305538
304,2,135898,-0.172882633739848,0.105886385983827,0.103419903717682
305,2,135912,-0.173208888531667,0.105963679364391,0.103023042631683
306,2,135925,-0.174130194847093,0.105475732484952,0.099647740888221
307,2,136002,-0.201506489568994,0.105257910574816,0.0563763317168332
308,2,136173,-0.184113499480498,0.106099875697693,0.0835631022179336
309,2,138209,-0.106611853345818,0.109529232204658,0.331038748135755
310,2,138318,-0.132723322528936,0.109136092841446,0.224749227566648
311,2,138695,-0.141414905211181,0.107226189670488,0.188075304092671
312,2,138818,-0.154237875529523,0.106978399021412,0.150254802396334
313,2,139728,-0.143981556984595,0.106826044330336,0.178582783465347
314,2,140174,-0.15088341342937,0.106799056863806,0.158601921056602
315,2,140863,-0.161586144176955,0.106711232692548,0.130860465003004
316,2,141152,-0.152263455193431,0.107052495856509,0.155814896134137
317,2,141292,-0.176853712187241,0.106170429320239,0.0966497428707563
318,2,141545,-0.186007695294401,0.106647562452669,0.0820060689096063
319,2,145823,-0.155716957584751,0.110880231309782,0.161087707537571
320,2,145934,-0.232134758065813,0.18278812130439,0.204933115989369
321,2,145980,-0.164833687817855,0.111871440253377,0.141528784310926
322,2,146723,-0.210371918927543,0.106324969213095,0.0486408430213076
323,2,147946,-0.147411075205429,0.107606618132126,0.171586586292378
324,2,150394,-0.0346548025436919,0.117517197595962,0.768250249922165
325,2,151274,-0.119720886043872,0.184001793464801,0.515695294480016
326,2,151397,-0.0798661194259735,0.108078439257955,0.460419675352436
327,2,153035,-0.0820769615786686,0.106895318781148,0.443104108686325
328,2,153228,-0.0470499844251775,0.107736107702927,0.662584985400839
329,2,153455,-0.0419751772741275,0.10855559769048,0.699233615647676
330,2,153732,0.0192000217610203,0.112254849831857,0.864290645468156
331,2,153815,-0.091072931745839,0.10805333021995,0.399882115273756
332,2,154160,-0.0449162812486494,0.10700199631471,0.674908483094317
333,2,154235,-0.0174052345736865,0.108093492220912,0.87216961117512
334,2,155527,-0.0536857770144187,0.117292637902951,0.647443843844872
335,2,159870,0.0120877139361362,0.105365295210578,0.908730727026457
336,2,161229,-0.0157362704424133,0.106981267548278,0.883142035927818
337,2,161451,0.183602607515421,0.228874850777873,0.422979005189168
338,2,161451,0.051582008176517,0.229801553808565,0.822526710894499
339,2,162696,-0.0450093449854047,0.106497274092141,0.672819802667931
340,2,163284,-0.0486047102538438,0.105080783716064,0.643974709059939
341,2,164166,-0.0283648774178159,0.106077851091416,0.789319825038754
342,2,165270,-0.0805369586693335,0.105109052009993,0.444055774599966
343,2,165675,-0.050602552582066,0.106901016632982,0.636249704071925
344,2,166404,-0.0641423347017827,0.277123879280791,0.817093688562753
345,2,168012,-0.129518771283768,0.129077015864484,0.316344415385394
346,2,168062,-0.0255354991967779,0.105965326928591,0.809710706326991
347,2,168518,-0.0570123443824256,0.105323555765631,0.588637665800454
348,2,168980,-0.0361953132433328,0.105299615157318,0.731249162969675
349,2,169651,-0.0551003738236864,0.105326438469171,0.601205701769621
350,2,169902,0.0946865459700277,0.176046488806683,0.5910197593584
351,2,169960,0.219926861041741,0.163630037427023,0.179795569216839
352,2,170725,-0.0397585267615481,0.10553360624901,0.706594626696349
353,2,171254,-0.0660265873706285,0.1056672159562,0.532470536025894
354,2,172242,-0.0409925990202959,0.10445310330006,0.694962754394017
355,2,173254,-0.0458992608726498,0.103646507693795,0.658149632650422
356,2,173340,-0.035773480496913,0.10364526014864,0.730184862238872
357,2,173385,-0.0304222164406771,0.103745581037845,0.769512038185373
358,2,173973,-0.0292786120053821,0.103470846474345,0.777369644782872
359,2,174714,-0.397454003406023,0.264491220020196,0.133807492861356
360,2,177341,-0.0337994407961098,0.103114295753025,0.743267660156358
361,2,180314,-0.0561403826544326,0.103121307940551,0.586502345235813
362,2,180339,-0.0342773114354831,0.103409132741245,0.740484105615924
363,2,182758,-0.111178621715235,0.102884280549333,0.280604721745594
364,2,183619,-0.0575052228743635,0.103414843116941,0.578519708801133
365,2,183913,-0.00671387178824129,0.10607992532323,0.949570850882763
366,2,184146,-0.0714383591721133,0.106724306559813,0.503695192091263
367,2,187176,-0.125764560186519,0.103807796822161,0.226508989504849
368,2,191066,-0.0493784555202332,0.104768053950143,0.637708995091141
369,2,191124,-0.31832294765777,0.131322560850816,0.0158533561892665
370,2,191128,0.286991479863229,0.120930107951732,0.0181695427977884
371,2,191599,-0.0400108207764654,0.103326956105514,0.69882270779222
372,2,191762,-0.0102209941066757,0.107438345554547,0.924262708344327
373,2,191763,-0.0167393488532699,0.103754390970621,0.871920836801162
374,2,191959,-0.0338030583464394,0.103489412302958,0.744139050712902
375,2,192390,-0.106405186551577,0.106210360082938,0.317109844892283
376,2,195759,-0.0852210746892238,0.104295209900554,0.414414418377
377,2,196912,-0.118566005817102,0.102511191527501,0.248211715408922
378,2,197598,-0.0920154135224442,0.335377823162512,0.783965823255942
379,2,198110,-0.125351321634089,0.10310509915859,0.224887790316335
380,2,198283,-0.0915843029204084,0.106458986598025,0.390219817948683
381,2,198805,-0.0526032863876423,0.103727985806502,0.612382199752758
382,2,198891,-0.0876315381075196,0.102851793035491,0.394781980411972
383,2,199248,-0.068158254353396,0.103128842188758,0.509105030197121
384,2,201782,-0.102950267068619,0.102920055834884,0.317853656892898
385,2,203285,-0.0894701079777135,0.102555734226876,0.383580624232826
386,2,203783,-0.114429952529119,0.102263959983564,0.263915241673668
387,2,204179,-0.106556825505262,0.102536324060357,0.299418120189036
388,2,205406,-0.0798523944770039,0.103661063505841,0.441624151554037
389,2,205834,-0.0741302625030975,0.103175835565508,0.47293374082478
390,2,205965,-0.00645780438060406,0.112820757533936,0.954386794704878
391,2,207192,-0.0965027238530098,0.103026745532185,0.349565397851302
392,2,207561,-0.125907244696102,0.102479870178284,0.220038521377226
393,2,208682,-0.0858306285168844,0.102424149021865,0.402602167547887
394,2,210102,-0.0986270768541727,0.10265662911424,0.337336863107019
395,2,212519,-0.114995676280807,0.218690473565141,0.599331212742842
396,2,214801,-0.114523847394044,0.102604965574973,0.265111645461491
397,2,215016,-0.137308897729015,0.102466927144434,0.18109705999745
398,2,218876,-0.114090807735556,0.103611464615724,0.271585662476278
399,2,227511,-0.11044288512146,0.104358439269991,0.290640818232802
400,2,230378,-0.117830437570923,0.103015930829036,0.253478351619466
401,2,231943,-0.117629979000401,0.103313022814325,0.255651139677868
402,2,232156,-0.105371554612069,0.10330800502365,0.308438964678672
403,2,232789,-0.0966078253659539,0.102965464866133,0.348755075335542
404,2,238524,-0.0881741542295055,0.103132132593349,0.393151531845806
405,2,241518,-0.0640156959192986,0.104079358345422,0.538907287799523
406,2,250396,-0.0353211847246182,0.103408137596525,0.732877267377616
407,2,250466,-0.0592929307429946,0.103340524233754,0.566493816538484
408,2,252305,-0.0734373984145522,0.103589031833703,0.478835686712813
409,2,254571,-0.122542761108892,0.104916187377396,0.243592511709799
410,2,254742,-0.0921546024690439,0.104909206537459,0.380312014005473
411,2,254908,-0.097786267936634,0.105697973042881,0.355520939716123
412,2,255033,-0.00674865678201245,0.124034033063789,0.956639516313901
413,2,255862,-0.0658181305380151,0.105130208187463,0.531678233429664
414,2,255975,-0.0567503244446541,0.104765257404826,0.588373598394952
415,2,258311,-0.0477831206097838,0.103046769041403,0.643146170076645
416,2,259284,-0.0442830908275316,0.103398365272127,0.668711012121601
417,2,266330,-0.0811112786673231,0.103780175697234,0.434992294046154
418,2,267100,-0.0333448650743565,0.103847194649897,0.748328053826017
419,2,268086,-0.0197886236891518,0.103864589993096,0.84900861359352
420,2,274614,-0.0398238736777534,0.103217094592888,0.699857703512744
421,2,274729,-0.0501267362586773,0.103769238158644,0.629352808825419
422,2,275746,-0.032278720704027,0.103743991763178,0.755879202789182
423,2,277029,-0.0440880099642626,0.103249387109149,0.669635966550383
424,2,277741,-0.0376344054340145,0.103297174725333,0.715828687024073
425,2,278218,-0.0496583231994275,0.103096113234537,0.630338734457947
426,2,278379,-0.0656743232285805,0.105624367421127,0.534492845440949
427,2,279910,-0.086596573283675,0.102990692400597,0.401018288925602
