SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
116,1,171200,-0.0944977653712843,0.0699981511739004,0.177879773435412
117,1,171431,-0.0883012936449281,0.0704601768605314,0.210959273331674
118,1,173339,-0.119083938549636,0.0697803221365906,0.0887843095409786
119,1,173845,-0.118833713893832,0.0697232102926808,0.0891930793368269
120,1,175121,-0.112985238232605,0.0696114222675927,0.105463946349958
121,1,175281,-0.123657793901024,0.0696196671177493,0.0765628113829503
122,1,175315,-0.121914494566966,0.0696062676524864,0.0807304567341459
123,1,175523,-0.125135990515755,0.0699879655718547,0.074639368689276
124,1,175541,-0.123130893715562,0.0697098542358787,0.0782040526505467
125,1,175653,-0.124159708970518,0.0699272322632197,0.0766676334566237
126,1,175805,-0.133424763725246,0.0738709406403714,0.071740663437762
127,1,175818,-0.122378444124387,0.0722134156024997,0.0910185607188262
128,1,175856,-0.139655578403424,0.0710103745095421,0.050001668829915
129,1,175876,-0.122172907639289,0.07000279449044,0.0818101775419296
130,1,175989,-0.121449982827336,0.0702077981780437,0.0845285543069641
131,1,176001,-0.123310761761916,0.0705675804803364,0.0814351488128566
132,1,176451,-0.125479747296955,0.0714124259416579,0.0797653310191439
133,1,177692,-0.105547504565007,0.0696819837944779,0.130742518512249
134,1,178191,-0.099905192907177,0.0697751578225843,0.15308127448826
135,1,178224,-0.105547504565007,0.0696819837944779,0.130742518512249
136,1,178960,-0.106311089923815,0.0702388635879772,0.131030983868957
137,1,179139,-0.109542733535015,0.139540614186897,0.432966019617999
138,1,179139,-0.494769387029552,0.280048398512525,0.0781378936577481
139,1,180955,-0.0574343416495102,0.0808665898096939,0.478026896347569
140,1,183802,-0.0733818174614026,0.069807692506653,0.2938860134518
141,1,183954,-0.0795299855810085,0.0702985578883458,0.258689483106059
142,1,184450,-0.0682267315203384,0.0697147506959212,0.328420393280084
143,1,184641,-0.0608790444944509,0.0717676543990536,0.396857050055271
144,1,184718,-0.0603785065642282,0.0701323104821062,0.389864929191769
145,1,185296,-0.0643037318233182,0.0698242359384188,0.357712188291051
146,1,185438,-0.0702968384960078,0.0698111755026,0.314645260506597
147,1,185469,-0.0753019660867209,0.0698974503373496,0.282072711343477
148,1,185503,-0.0639689826908582,0.0697481319066787,0.359694088337472
149,1,185705,-0.0642196570271717,0.0705288658187962,0.363156853928566
150,1,185749,-0.0353491265856516,0.0705865728496258,0.616830261179713
151,1,185806,-0.0474217525422896,0.0706608644250869,0.502584486996546
152,1,185879,-0.0554010516999524,0.0709863717902303,0.435651233534186
153,1,185916,-0.0484664281358878,0.0709684079464219,0.495099260541087
154,1,185941,-0.0304647317268081,0.0713061944415117,0.669466303471477
155,1,185954,-0.0377233590864106,0.0715047432758634,0.598133114623356
156,1,186055,-0.0695719902610451,0.0700074121208818,0.321010528742129
157,1,186896,-0.103290331749397,0.0710422299566895,0.146854585548235
158,1,187697,-0.076768516771609,0.145259832218765,0.597490680078203
159,1,189392,0.0103954083552891,0.146078124299266,0.943308051327554
160,1,189416,-0.0429363825349069,0.141286502506924,0.761386285016406
161,1,190132,-0.10328148157083,0.0699786237741793,0.140862050351334
162,1,190148,-0.104704358930301,0.0699938706575995,0.135571231313919
163,1,190165,-0.105397160525596,0.0705321935426613,0.135987216459832
164,1,190169,-0.0996855274144481,0.0704672307164678,0.158056510288865
165,1,190933,-0.155033359455102,0.0696062345898419,0.0265578625468301
166,1,192149,-0.149956969729792,0.070214517823963,0.0333917722828878
167,1,192302,0.096994563434369,0.0931638129306921,0.29853310882097
168,1,192303,0.0122005089666519,0.0842428119502043,0.884931285505566
169,1,192305,0.0474320955813292,0.0875093697056843,0.588144599846984
170,1,192315,-0.0239140714824835,0.0993047785875215,0.809838375087898
171,1,192795,-0.107639480816546,0.0697259631996275,0.123544791886797
172,1,194020,-0.116941077057748,0.0734266300853559,0.11213938829639
173,1,194187,-0.130140392736149,0.0696754387834929,0.0626171363526689
174,1,194867,-0.0776886989213748,0.0698585218708058,0.266857880502102
175,1,197325,-0.1472406747726,0.0712587858057458,0.0395309706313564
176,1,197392,-0.163518163616248,0.0720864233277179,0.0239105725168212
177,1,198857,-0.260344275168014,0.335271646787445,0.437963528901265
178,1,206666,-0.103517864681607,0.0785111959809936,0.18818750793752
179,1,206675,-0.00751201075123209,0.102465309234184,0.941598791275902
180,1,223051,-0.0793969900314939,0.0809879406614398,0.32758196973561
181,1,223059,-0.0192563211438244,0.0842054042173674,0.819247945941755
182,2,7366,0.162627411366065,0.101128109848435,0.108700121988535
183,2,8180,-0.0163131446786142,0.139738684621542,0.907132192458225
184,2,8187,-0.264456505239112,0.144633991692857,0.0683252484822193
185,2,8250,-0.107701969494763,0.14305251814284,0.452021341701476
186,2,8253,-0.131637302872621,0.142995784670325,0.357904833374925
187,2,8285,-0.0935325657226347,0.0774590186518089,0.228044097421616
188,2,8302,-0.103781159536457,0.0724458979940549,0.152876202999276
189,2,8306,-0.103781159536457,0.0724458979940549,0.152876202999276
190,2,8314,-0.0953290983724932,0.0709845707637791,0.180149312525565
191,2,8317,-0.096357954591159,0.072607783360401,0.185332580308874
192,2,8328,-0.0953547837512814,0.0722850920149136,0.187974447407962
193,2,8331,-0.0931707427679276,0.0721566101090576,0.197469017081557
194,2,8498,-0.0948671262644675,0.0708818356986595,0.1816326350531
195,2,8651,-0.0883257557616027,0.0709724589109932,0.214138490159921
196,2,9418,-0.0482156325152143,0.180878834893219,0.78996117052617
197,2,9812,-0.046416668871019,0.0715079495040776,0.516688073435985
198,2,9932,-0.0636177508225928,0.0711881289996964,0.372114436842231
199,2,10135,-0.0616838156665738,0.0709197260485467,0.385017403424997
200,2,11616,-0.0660361745342311,0.0708331746094725,0.351830324593604
201,2,12133,-0.0400077392783427,0.0711704137844483,0.574377376883456
202,2,12194,-0.0397262211842886,0.0714463134381627,0.578543298886016
203,2,12359,-0.0540407135518436,0.0712105458040998,0.448426941460053
204,2,13061,-0.0611228498731129,0.0711890706947208,0.391144532548603
205,2,14298,-0.0510658590844912,0.0714364929606913,0.475178693044957
206,2,15222,-0.0599869852982937,0.0721146488482587,0.406068373431692
207,2,17986,-0.031762996767783,0.0709001696744433,0.654430860312257
208,2,19770,-0.0355652945815922,0.0713855667715866,0.618643415209257
209,2,19836,-0.0455573562107043,0.0711731779717324,0.522528256222051
210,2,19851,-0.0377845954673177,0.0713946573723711,0.596974655508973
211,2,21595,-0.0535378844201271,0.0710708834448985,0.451770184079129
212,2,22385,-0.0544534759482664,0.0711362720432204,0.444496577825702
213,2,23441,-0.0537568003769191,0.0718298141032673,0.454722560887555
214,2,24209,-0.0676920918263276,0.0712037583341531,0.342416549916647
215,2,24341,-0.0584634424938159,0.0713957095218102,0.413415946821579
216,2,26815,-0.0712066964834804,0.0712771608254248,0.318473473700687
217,2,28209,-0.0320532741841028,0.0713814830525501,0.653677005969937
218,2,28695,-0.0297684315608506,0.0745779711508908,0.690017785302354
219,2,35849,0.122665582857826,0.764718287042617,0.872652828713922
220,2,35850,-0.485879093959753,0.934941232228267,0.603605757470417
221,2,41245,-0.109964888879363,0.0708867729296381,0.121731814112907
222,2,43214,-0.0532838298901698,0.0722255101619722,0.461161049194658
223,2,47104,-0.0724061370401324,0.0701603865825298,0.302774523934247
224,2,50915,-0.0552881169980762,0.0708954865204846,0.435999472380061
225,2,55834,-0.0486074541011492,0.0705812558720978,0.491480989371096
226,2,56422,-0.0536720756234967,0.0706972328948109,0.448250260437551
227,2,57715,-0.0532888239753294,0.0704646269644248,0.450004131107093
228,2,59046,-0.0632071680589797,0.0707985502732002,0.372585935866101
229,2,59191,-0.0636225102890305,0.0703912045583929,0.366695704844836
230,2,59383,-0.0608433151828936,0.0704184813968234,0.388160972522617
231,2,59477,-0.0506091376432162,0.0715028427046073,0.479541505749951
232,2,59755,-0.115414683751952,0.160651733928253,0.472976406993164
233,2,60471,-0.0470551108352726,0.0705434027785239,0.505183812493434
234,2,60478,-0.0545167525522063,0.0706088009063716,0.44057432927851
235,2,60786,-0.0532385315307428,0.0704952722776384,0.450628298801195
236,2,61035,-0.0682095779917978,0.0704536354089462,0.333633078998407
237,2,61071,-0.0409510556515217,0.0701932486259971,0.559993590782738
238,2,61675,-0.00795209303701694,0.0704279868399001,0.910165313841173
239,2,62776,-0.0587341455823927,0.0734443631418997,0.424417007524944
240,2,62939,-0.0403206401530122,0.0702747583296181,0.566497566973105
241,2,63527,-0.0350732690117762,0.070546736476897,0.619383197679628
242,2,63857,-0.0363780023301846,0.0705612872447349,0.606490169206853
243,2,65527,-0.0457698983663695,0.0703129415526137,0.515505109325964
244,2,67007,-0.0426047692963994,0.0774272510695438,0.582492165531547
245,2,67023,-0.256182480194671,0.159602212415264,0.109359159837258
246,2,67024,-0.275710448678013,0.160098005584662,0.0859209318965119
247,2,67976,-0.0580466482695783,0.0713015799148045,0.416136232871185
248,2,69628,-0.0640554131844574,0.0724706552335872,0.377362203433971
249,2,71825,-0.0813886675565065,0.140226941079487,0.562010647505287
250,2,72389,-0.0873957986266291,0.0707756692367041,0.217715717172864
251,2,72392,-0.0929792419465247,0.0712389775443782,0.192683794417493
252,2,73646,-0.114397952549877,0.0696810876473033,0.101535276134281
253,2,74564,-0.0906010646769374,0.0696425116005019,0.194125892931192
254,2,74739,-0.0750647151612804,0.0699247535270036,0.28377696469225
255,2,79931,-0.0160626789246288,0.0789385770150635,0.838874576786434
256,2,80748,0.025862773616433,0.0728278917759856,0.72271041359878
257,2,80873,0.00275100909036642,0.0702057469958597,0.96876507948548
258,2,81501,0.00300465817707857,0.070194020566331,0.96588114424756
259,2,83526,-0.0186248893896822,0.0700783014776369,0.790569531002466
260,2,83845,-0.00758525745088617,0.0701507580357054,0.913955631914069
261,2,84412,0.305234412467058,0.176042400810722,0.0838144622433041
262,2,84412,-0.0901547488613763,0.0883977114958564,0.308485488312446
263,2,84447,0.00156408729218377,0.0710475396060822,0.982448701413354
264,2,87391,0.00854492793824829,0.0698406696109622,0.902692342308415
265,2,87562,-0.00326182525970216,0.0700186792562713,0.962870272571617
266,2,87849,0.0175987335532757,0.070005996882878,0.801659694027608
267,2,87878,0.0109055727841104,0.0703107191479415,0.876826868154719
268,2,88125,0.0396685213551685,0.0781604655310302,0.612102261945477
269,2,89785,-0.0703499303430649,0.0702211944157956,0.317110353128406
270,2,93441,-0.0926026217345184,0.0722522827941565,0.200804293166623
271,2,93588,-0.0639538818477969,0.074885742480088,0.39367337396863
272,2,93721,-0.0876299056388703,0.0699532896299452,0.211147144559886
273,2,93952,-0.0774479448189931,0.0697864291757554,0.26784704001867
274,2,95085,-0.0711022425196764,0.0699032697082442,0.309777805212996
275,2,103188,0.00443539009390317,0.071704652561455,0.950712213878173
276,2,107124,-0.0332764313797951,0.0700180626345276,0.634899188534825
277,2,111645,-0.0423150141809747,0.0700491156980524,0.546180898774589
278,2,111916,-0.0428996719468541,0.0702133964777055,0.541599522505968
279,2,111931,-0.0477915233423184,0.0703119366514256,0.497135408158775
280,2,111999,-0.0394723998429797,0.0700737878571955,0.573589842503571
281,2,114528,-0.0434602921950916,0.0704707474941949,0.537820957327099
282,2,116024,-0.0413009019483846,0.0706421591543967,0.559156902659179
283,2,119244,0.0432670556629309,0.0769941417187017,0.574504964980172
284,2,119246,0.0411805646797463,0.0778193877652542,0.597012291855278
285,2,119247,0.00970052708823421,0.0784106516032781,0.901611817321115
286,2,120090,0.0153394298218936,0.0703924851469592,0.827622895752874
287,2,120291,0.0287301273162466,0.0711858400903906,0.68675618728912
288,2,120726,0.0103712799132752,0.07078872916391,0.883602170836718
289,2,121716,-0.0353452006193408,0.070685452888229,0.617361992003184
290,2,123100,0.0417873237819415,0.0707730841241395,0.555272893613742
291,2,124677,-0.0102476955721671,0.0707083785848523,0.884849631021258
292,2,127636,-0.0152825915898607,0.0894292692500937,0.864407960384805
293,2,127887,-0.0169305383278043,0.0711895857981295,0.812156167088938
294,2,128935,0.00637564892707576,0.0711271759970966,0.928626268190749
295,2,129053,0.00976077360679439,0.0713426073829763,0.891254637790373
296,2,130040,-0.0223610201489781,0.0717700838568921,0.755555338795703
297,2,130976,-0.041763822591767,0.0711605791297753,0.55764905375807
298,2,132199,-0.0311462042876592,0.0715060533464576,0.663411784963381
299,2,133355,-0.00423493897550675,0.072008751218295,0.9531355678222
300,2,133435,-0.0227322907052736,0.0721545673741482,0.752909901697434
301,2,133943,0.017631316829289,0.0844837491316027,0.834806890068519
302,2,135183,0.00117168080432029,0.0722046526416721,0.987062287198859
303,2,135402,-0.00939166587450968,0.0721920418720017,0.896567095044935
304,2,135898,-0.0454896345998879,0.0725362463085512,0.53097962061892
305,2,135912,-0.0453132525206472,0.0725901969193631,0.532877281243825
306,2,135925,-0.051220466360739,0.0722498260511832,0.478832435407512
307,2,136002,-0.0643886877742439,0.072165815622449,0.37287611144642
308,2,136173,-0.0398408024869854,0.0727273735830403,0.584168398343716
309,2,138209,-0.0786657116348239,0.0747748204436041,0.293503213218605
310,2,138318,-0.0614214175409127,0.0746075588373946,0.410915984089658
311,2,138695,-0.0547565915395434,0.0733413088530471,0.455802240290588
312,2,138818,-0.052284664935264,0.0732117188278194,0.475602022900755
313,2,139728,-0.0497512519978642,0.0730852876433754,0.496489439004222
314,2,140174,-0.0357492872301086,0.0731084858408893,0.625152750745413
315,2,140863,-0.0697212743048834,0.073009413998389,0.340250006241376
316,2,141152,-0.0461388270799896,0.0732684428940531,0.529283167356726
317,2,141292,-0.0484490152581709,0.0727367827009816,0.505790630370327
318,2,141545,-0.0514373807358652,0.0730857625139359,0.482024537519102
319,2,145823,-0.134118343947377,0.0755890763471109,0.0768739941410231
320,2,145934,-0.318293123856986,0.123948658539141,0.0106412697809056
321,2,145980,-0.140294301633788,0.0762608617339434,0.066657218542806
322,2,146723,-0.123095839954137,0.072710523981034,0.0913457914100866
323,2,147946,-0.137019281610445,0.0733120201000989,0.0624524073892437
324,2,150394,-0.229543413402328,0.0793207132797764,0.00404173691942192
325,2,151274,0.0799758571880105,0.125648211370283,0.524859094235649
326,2,151397,-0.149984503551401,0.0734253638459734,0.0418265922545701
327,2,153035,-0.0618771496984358,0.0729797463061845,0.397086325913575
328,2,153228,-0.0628565622386006,0.0735110030729997,0.393096053931646
329,2,153455,-0.0575598915274498,0.0740791813601311,0.437676209007605
330,2,153732,-0.0761278263497807,0.0765488423559527,0.320660696605821
331,2,153815,-0.0802659102628178,0.0737343829277317,0.27708096292827
332,2,154160,-0.0716602965707323,0.072984577136999,0.326843572637986
333,2,154235,-0.0697459781373926,0.0737205651908663,0.344751985462011
334,2,155527,-0.111334847072962,0.0798971794764811,0.16435245407232
335,2,159870,-0.0604614620240009,0.0718776596162872,0.400821127920997
336,2,161229,-0.0846721749299542,0.0729148813861654,0.246326169607605
337,2,161451,-0.000565747164159802,0.156428771099261,0.997116384902571
338,2,161451,-0.210417804674445,0.156530242134952,0.179726609590689
339,2,162696,-0.0478560973689326,0.0726950739585472,0.510766266734956
340,2,163284,-0.0604504893743241,0.0717036336431544,0.399765578387623
341,2,164166,-0.0576993108069372,0.0723770978069322,0.425868456805094
342,2,165270,-0.0945695618874822,0.07165643933072,0.18776919829314
343,2,165675,-0.094768504703082,0.0728457243585528,0.194124780502892
344,2,166404,-0.132662662106119,0.189115652089965,0.48345972777385
345,2,168012,-0.0930556087511576,0.0881263253317922,0.291720366667455
346,2,168062,-0.0757698200680259,0.0722515396154274,0.295036028302045
347,2,168518,-0.0789337146313082,0.0718268995299785,0.272541590590828
348,2,168980,-0.0800659845889327,0.0717891311122089,0.26548315864735
349,2,169651,-0.0438832661523709,0.0719117401353916,0.542096906362947
350,2,169902,0.176476344277916,0.119894600072124,0.141930989794931
351,2,169960,-0.160858052384745,0.111692068058715,0.150699300338501
352,2,170725,-0.104609200404682,0.0718623672598637,0.14636758371036
353,2,171254,-0.0774588269941188,0.0720765665982147,0.283254630021164
354,2,172242,-0.0564133536257955,0.0712777771598647,0.429208359809484
355,2,173254,-0.0225489820250677,0.0707841349504879,0.750248713523567
356,2,173340,-0.0286531957131387,0.0707693110160601,0.685809741665638
357,2,173385,-0.0207221382901819,0.0708423465005808,0.770068098708231
358,2,173973,-0.0265602424223791,0.0706485727968884,0.707180830732966
359,2,174714,-0.326335148936368,0.180349186759212,0.0712296005725074
360,2,177341,0.00146249966813261,0.0704219046049407,0.983442712434704
361,2,180314,-0.0557493954312034,0.0703830565633423,0.428842806852759
362,2,180339,-0.061888224860167,0.0705466900937785,0.380938725949348
363,2,182758,-0.0118475980901346,0.0703674479571638,0.866390523603592
364,2,183619,0.0287817430184411,0.0706307710329701,0.683890881940463
365,2,183913,0.0284177464719078,0.0724209205138278,0.695001777592444
366,2,184146,0.0371213688264412,0.0728957811347019,0.610902936803466
367,2,187176,0.0112083599764506,0.0710294981262328,0.874705675558691
368,2,191066,0.0127568537467863,0.0715597805302468,0.858614387313438
369,2,191124,-0.0255675161441991,0.0904061284186148,0.777490292352115
370,2,191128,0.0403303026762094,0.0832051579595253,0.628183291099843
371,2,191599,0.00767084242949911,0.0705702496541757,0.913503817005211
372,2,191762,-0.00302337076395731,0.0733646589173411,0.967151636749471
373,2,191763,-0.00609322284930758,0.0708501893538871,0.93151398009186
374,2,191959,0.015871215871017,0.0706730097735313,0.82244177783949
375,2,192390,0.00542427328440087,0.0726278267569784,0.940506946162082
376,2,195759,0.0107428246610526,0.07128264244732,0.880292583407049
377,2,196912,0.0267591005707077,0.0701174543206116,0.702963576697815
378,2,197598,-0.0796357804221914,0.228996755451369,0.728228131692559
379,2,198110,0.0498604623796321,0.070502269677293,0.479897726104144
380,2,198283,0.0318794320336956,0.0727515232339001,0.661512179964259
381,2,198805,0.0476915162180521,0.0708106038430885,0.501064815118084
382,2,198891,0.0538657070977111,0.0702456799838377,0.443701791164976
383,2,199248,0.0292213244239041,0.0704475547753077,0.678543628323105
384,2,201782,0.0425239163209871,0.0703417265331482,0.545877494566493
385,2,203285,0.0730386007099066,0.0699974089170695,0.29745526744915
386,2,203783,0.0905252970114881,0.0697881928131336,0.195428973220628
387,2,204179,0.105399050258662,0.0698988377274558,0.132479698857927
388,2,205406,0.128657828315223,0.0705123328749614,0.0689043235553895
389,2,205834,0.126724922873912,0.0701813821784286,0.0718205416029461
390,2,205965,0.112872852676277,0.0768050167349468,0.142560074077121
391,2,207192,0.069017530405935,0.0703429713511461,0.32718706787341
392,2,207561,0.0604143847286752,0.0700537158146518,0.389052457974923
393,2,208682,0.0781793854291544,0.0698857329637944,0.26403970943789
394,2,210102,0.059814422741553,0.0701180690828131,0.394208404999545
395,2,212519,0.1383943197764,0.149208784653718,0.354289695858737
396,2,214801,0.0795598226708235,0.0700591083839097,0.256890258965199
397,2,215016,0.0838572165275372,0.0700047803947722,0.23176802719239
398,2,218876,0.0253426502376384,0.0708592915954034,0.720820849707782
399,2,227511,0.0196602598493804,0.071366080035574,0.783105100736989
400,2,230378,0.0389844122229593,0.0704437473989445,0.580331684104752
401,2,231943,0.0321968537409136,0.0706555744025397,0.648894978101319
402,2,232156,0.0384117078790572,0.0706177934779651,0.586827450760616
403,2,232789,0.0278325347747531,0.0703816315251759,0.692748444648229
404,2,238524,0.0262051851655717,0.0704824892953441,0.710266998736475
405,2,241518,0.045829420789233,0.0710664451595723,0.519422991697038
406,2,250396,0.00373540229035596,0.0706232698583214,0.957847919213058
407,2,250466,0.0241483964089108,0.0705869081118364,0.732472668106057
408,2,252305,0.0589639913891756,0.0707161369147734,0.404950565454264
409,2,254571,0.0624492818956122,0.07170295320898,0.384376450117264
410,2,254742,0.059926960240569,0.0716441694559908,0.403466127959991
411,2,254908,0.0588007979700559,0.072195131449586,0.415924626931732
412,2,255033,0.136576581086329,0.0843840322386536,0.106445369185473
413,2,255862,0.093415879531058,0.0716553428594436,0.193191112858056
414,2,255975,0.0867008012767964,0.0714193860902608,0.225571755239702
415,2,258311,0.0730344378216763,0.0702791278596317,0.299420567384427
416,2,259284,0.0559111882090436,0.0705608253660456,0.428669658818908
417,2,266330,0.0694719728753607,0.0708307661718346,0.327355045370229
